SPK_SPKC03a (excited),SPK_SPKC09a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10c (no effect)
195.457975,58.82685,19.246225,170.49445
195.62135,58.903025,19.260025,170.500275
195.682625,58.930625,19.26915,170.544725
195.7083,58.959025,19.389475,170.669175
195.918075,59.0925,19.412725,170.792275
196.147525,59.293275,19.430525,170.96585
196.14955,59.320825,19.49895,171.119
196.194075,59.35855,19.6979,171.409425
196.22425,59.50975,19.778375,171.5409
197.197125,59.528625,19.7942,171.973525
197.6824,59.548375,19.8082,171.993175
197.72475,59.558775,19.823075,172.06675
198.630975,59.587375,19.853625,172.159
198.710325,59.6198,19.868325,172.33745
198.73855,59.6297,19.883425,172.4137
198.741075,59.8422,19.894675,172.49135
198.776675,59.8928,19.974625,172.543725
198.928775,59.9679,19.989425,173.050775
199.1907,60.0337,19.99995,173.105725
199.31465,60.090525,20.01145,173.242475
199.319175,60.132575,20.0185,173.33
199.401075,60.151875,20.023925,173.504925
199.586425,60.177225,20.032625,173.7909
199.5906,60.185875,20.0677,173.87055
199.621425,60.220025,20.09895,173.978225
200.0515,60.22605,20.12195,174.161775
200.063875,60.245775,20.132625,174.68345
200.074,60.266825,20.14225,174.8055
200.260025,60.300425,20.161225,175.36055
201.20165,60.3189,20.174475,175.409875
201.31945,60.394375,20.19365,175.598875
201.73625,60.416975,20.20735,175.7538
202.4007,60.535975,20.21715,175.799375
202.5434,60.87125,20.226175,175.837875
202.716475,60.888575,20.233025,175.9077
203.8874,60.969,20.245175,175.9716
204.252625,61.0694,20.28995,176.0665
205.0411,61.11015,20.3265,176.3089
205.69785,61.257,20.347575,176.400225
205.716275,61.3101,20.364375,176.437
205.71855,61.3572,20.38835,176.538425
205.74735,61.496375,20.41115,176.59255
205.847625,61.703475,20.443025,176.782925
206.0951,61.77235,20.4641,176.892075
206.572875,61.792125,20.500675,176.899
206.925475,61.898325,20.51515,176.911525
207.159775,62.038525,20.532875,176.963875
207.436225,62.0858,20.542425,177.0803
207.5841,62.139425,20.5559,177.3357
207.73455,62.15885,20.5868,177.43885
207.736525,62.231675,20.65,177.44515
207.75975,62.2799,20.690175,177.62895
207.824425,62.49545,20.7147,177.668975
208.016625,62.5458,20.74355,177.74375
208.5557,62.628925,20.7744,177.8102
210.4502,62.67955,20.813425,178.038775
210.4929,62.704375,20.90085,178.049975
210.495775,62.791175,20.92395,178.0598
211.1181,62.818725,20.9807,178.123225
211.237025,62.85255,21.0007,178.148025
211.476,63.06035,21.033025,178.441775
211.5629,63.1794,21.04765,178.5246
212.397725,63.22185,21.070075,178.7004
212.696175,63.3356,21.1017,178.708675
212.80215,63.63325,21.11775,178.72445
212.811275,63.733775,21.1673,178.933025
212.93215,63.7765,21.179,179.062875
213.6345,63.886225,21.2106,179.133
214.394575,63.91905,21.25405,179.25775
214.59315,64.00805,21.267975,179.308
214.672025,64.2311,21.289825,179.35045
215.0381,64.322025,21.3202,179.520275
215.051475,64.40075,21.375325,179.5959
215.101225,64.423225,21.402025,179.66465
215.1158,64.477325,21.420625,179.79415
215.41445,64.4971,21.472175,180.00255
215.45225,64.5109,21.4995,180.157025
215.507875,64.579075,21.53435,180.377275
215.51135,64.61795,21.54315,180.401825
215.8082,64.641725,21.5673,180.40775
215.8139,64.758675,21.581625,180.75925
215.934825,64.8272,21.59365,180.7841
216.09285,64.85125,21.60945,180.852025
216.157125,64.873325,21.63505,181.0197
217.350925,65.050225,21.66045,181.062875
217.7388,65.2306,21.685925,181.15615
217.76615,65.288675,21.734225,181.333425
218.229275,65.36445,21.908525,181.47635
218.26695,65.576875,21.93495,181.6161
218.615075,65.60545,21.97855,181.781775
219.714675,65.698475,22.0063,181.858175
219.7473,65.704625,22.082075,181.8979
219.869225,65.74995,22.170925,182.00585
220.440525,65.8748,22.242675,182.149425
220.867825,65.946875,22.2771,182.366775
220.891825,66.155325,22.299325,182.4175
220.933275,66.22095,22.322975,182.926475
221.139225,66.304475,22.394725,183.249775
221.147,66.529775,22.5484,183.25965
221.209225,66.632025,22.587775,183.367275
221.3832,66.7003,22.63905,183.46215
221.641875,66.81885,22.688925,183.557175
221.79645,67.079425,22.75535,183.6213
222.396925,67.119375,22.796025,183.699425
222.672675,67.155525,22.8147,183.84355
222.6976,67.197975,22.8533,183.88815
222.86185,67.269075,22.8785,184.096025
223.00895,67.287125,22.929925,184.147375
223.252975,67.317325,23.0225,184.81005
223.4869,67.341325,23.05775,184.937075
223.538925,67.41375,23.082525,184.97175
223.631025,67.4778,23.1305,185.16735
223.7214,67.5106,23.19705,185.263525
224.88645,67.538275,23.26715,185.420475
224.976175,67.585475,23.311625,185.5314
225.5168,67.633675,23.329525,185.59595
225.64985,67.715425,23.352775,185.635225
225.661525,67.79845,23.381125,185.81315
225.96375,67.835075,23.4039,186.062375
226.61315,67.86215,23.4224,186.2115
226.842425,67.885225,23.459725,186.246825
226.965875,67.9131,23.4731,186.268925
226.9803,68.1157,23.5249,186.296025
227.168125,68.208575,23.5451,186.37815
227.28205,68.23475,23.565625,186.560575
227.308825,68.237375,23.60885,186.6573
228.246725,68.32215,23.63345,186.701425
228.347625,68.3433,23.7468,186.803475
228.971775,68.35835,24.10485,186.907075
229.051425,68.390825,24.12955,187.03055
229.1758,68.400025,24.23925,187.5222
229.671975,68.403725,24.349025,187.69555
229.775725,68.426275,24.379525,187.778475
229.848225,68.4448,24.408075,187.809225
229.863525,68.467225,24.440275,187.963425
230.085825,68.520675,24.522825,188.026575
230.339275,68.595425,24.57855,188.156475
230.544925,68.6259,24.625825,188.216375
230.631375,68.6423,24.646125,188.2651
230.65885,68.6715,24.701225,188.29925
230.83155,68.693575,24.74045,188.39185
230.8636,68.7281,24.761675,188.490875
231.3708,68.820175,24.792075,188.51005
231.44235,69.0269,24.82385,188.5808
231.48575,69.067525,24.8513,188.694175
231.549225,69.107,24.8899,188.7806
231.579575,69.176625,24.916025,188.81275
231.616175,69.21415,24.9317,188.973375
231.6394,69.24445,24.956575,189.0022
231.852775,69.2953,24.9706,189.067275
231.924075,69.7071,25.018225,189.125375
231.99155,69.73545,25.03525,189.13605
232.1282,69.803975,25.065525,189.182175
232.225775,69.96695,25.12205,189.46355
232.278675,70.1054,25.150625,189.634875
232.36765,70.15025,25.18605,189.649825
232.60125,70.240125,25.26095,189.838975
232.938175,70.3331,25.312025,189.8992
233.127125,70.395425,25.3559,189.9233
233.439125,70.41525,25.400975,189.97905
234.080875,70.43825,25.43635,189.99155
234.357425,70.5028,25.524825,190.04785
234.81385,70.518325,25.594075,190.05855
235.548475,70.537325,25.66645,190.09195
235.8589,70.571125,25.722075,190.11845
235.871025,70.596575,25.75805,190.182
235.9095,70.62485,25.799625,190.20565
236.0974,70.659625,25.832725,190.269675
236.1609,70.694275,25.85975,190.34695
236.1997,70.69615,25.90465,190.448775
236.240625,70.73265,25.920675,190.547075
236.244225,70.781025,25.969025,190.68125
236.3298,70.866025,25.991,190.70465
236.402925,70.90125,26.01645,190.78785
236.4675,71.02235,26.0343,190.881075
236.618925,71.131525,26.049475,191.03865
237.864825,71.21115,26.069925,191.141425
237.9292,71.22395,26.085475,191.20395
240.7261,71.33435,26.1914,191.24915
242.218575,71.483875,26.213625,191.350325
243.338625,71.529975,26.242425,191.485825
244.60555,71.55265,26.28695,191.53925
245.57685,71.62585,26.3891,191.76355
246.400575,71.7595,26.462375,191.8744
246.59,71.7798,26.483725,191.924425
246.699875,71.82715,26.50755,191.954075
246.7279,71.9481,26.538975,192.000925
246.738075,71.99495,26.5775,192.0871
246.76255,72.098175,26.602625,192.1258
246.8987,72.13345,26.632325,192.2519
247.313625,72.15425,26.648575,192.286075
247.331475,72.192075,26.696425,192.289875
247.3529,72.29405,26.727475,192.44435
247.389975,72.372475,26.741875,192.5261
247.42425,72.40245,26.759125,192.56275
247.453625,72.519275,26.774825,192.63455
247.524375,72.60485,26.797725,192.676075
247.85445,72.66775,26.812275,192.710925
248.0286,72.732525,26.832475,192.7202
248.1042,72.788825,26.958375,192.7355
248.82495,72.80905,26.98425,192.75085
248.841725,72.955325,27.01015,192.990175
248.88775,72.976325,27.033725,193.143825
248.988775,73.0366,27.071225,193.154875
249.06095,73.057825,27.10875,193.17435
249.98365,73.132675,27.1362,193.21595
250.14415,73.162525,27.1609,193.296025
250.257575,73.191525,27.20485,193.31625
250.461275,73.2351,27.25425,193.40665
250.565925,73.362625,27.2759,193.445675
250.674,73.452175,27.30035,193.553425
250.942275,73.6454,27.336325,193.931225
251.14835,73.789175,27.3774,193.972375
253.7039,73.94625,27.402025,194.07235
253.965625,74.03245,27.426075,194.174325
254.3905,74.072775,27.447225,194.293275
254.61425,74.1654,27.460925,194.3728
254.853025,74.310425,27.477025,194.52075
254.9052,74.51695,27.500575,194.6862
255.023975,74.67565,27.5128,194.888075
255.9482,74.704525,27.5256,194.9251
256.7077,75.042575,27.5438,194.98145
257.036125,75.2305,27.564725,195.00805
257.2304,75.314575,27.58015,195.12525
257.2933,75.34015,27.606125,195.18465
257.65515,75.425075,27.681575,195.36555
258.718925,75.483075,27.7358,195.45255
260.43155,75.61385,27.749275,195.611125
260.46625,75.67775,27.76015,195.80275
261.3486,75.8206,27.766975,195.831125
261.4222,75.872825,27.772875,195.868825
261.7189,76.05285,27.778775,195.979225
263.2778,76.072,27.8101,196.037425
263.593225,76.1009,27.815125,196.297625
263.755325,76.117075,27.82915,196.33065
263.796625,76.212525,27.839225,196.341075
264.35415,76.2574,27.845725,196.429525
270.13675,76.31755,27.859525,196.45245
270.6687,76.585125,27.889,196.527275
270.740975,76.850425,27.900675,196.58095
271.081775,76.866425,27.917875,196.6022
271.114175,77.1081,27.9345,196.6319
271.368675,77.18685,27.94115,196.64695
271.418625,77.23885,27.95665,196.673925
271.4292,77.370475,27.968025,196.689425
271.685725,77.5176,27.9769,196.8643
271.903975,77.6087,27.983275,196.904625
272.199,77.63105,27.993275,196.9657
272.3208,77.668275,28.014275,197.01225
272.3494,77.75625,28.0252,197.56875
272.6206,77.7851,28.04985,197.700125
272.7453,77.8623,28.0573,197.755575
275.969225,77.988875,28.076275,197.78215
277.447625,78.022575,28.090175,197.841125
279.0613,78.078875,28.099575,197.85185
279.776675,78.189575,28.10565,197.86095
280.87585,78.33275,28.120225,198.00985
280.88095,78.36205,28.13355,198.108225
282.060075,78.4832,28.138175,198.111425
282.531525,78.563725,28.14385,198.193275
282.602525,78.679725,28.151325,198.255075
287.7183,78.73695,28.156875,198.295125
289.587725,78.757175,28.1828,198.337
291.130725,78.767075,28.1883,198.34695
291.666275,78.813175,28.204125,198.45725
292.641525,78.9081,28.2086,198.64935
293.454975,78.955075,28.2174,198.8004
293.47615,79.0422,28.226575,198.8852
293.69435,79.111,28.2345,199.0614
293.839375,79.192875,28.2428,199.07345
294.47865,79.34225,28.26555,199.151375
294.67615,79.387525,28.282625,199.236025
295.5183,79.543975,28.28825,199.267275
298.0558,79.5713,28.302125,199.37095
298.15795,79.596075,28.3088,199.528175
298.326375,79.6464,28.31625,199.53705
298.387975,79.748575,28.322575,199.64635
298.572625,79.7893,28.33755,199.661325
298.870825,79.986175,28.34385,199.7751
299.00725,80.083325,28.351375,199.811275
299.52675,80.1684,28.370575,199.8818
299.879625,80.22455,28.38195,199.914
301.9981,80.319925,28.412025,200.05695
302.09235,80.4407,28.421125,200.12565
304.46715,80.46535,28.4381,200.140225
308.829625,80.48675,28.4679,200.1519
309.654675,80.516975,28.49345,200.2689
310.136875,80.5893,28.53025,200.387125
310.405475,80.639425,28.53945,200.3946
314.0093,80.714525,28.549275,200.447475
315.96055,80.74595,28.5601,200.4603
318.937275,80.754425,28.58965,200.479875
320.34815,80.776775,28.651325,200.626625
321.280475,80.828125,28.664825,200.79785
325.697025,80.8702,28.67605,200.841675
327.83465,80.9646,28.6942,200.873325
328.682975,81.065325,28.715025,201.04885
329.607975,81.12565,28.7612,201.198425
331.1596,81.15725,28.77605,201.227925
332.21185,81.295775,28.79225,201.3764
342.38995,81.429925,28.82665,201.50975
346.4492,81.56065,28.8559,201.68
346.7725,81.6262,28.872575,201.71045
346.880775,81.674175,28.90885,201.721275
349.84785,81.69685,28.9881,201.8576
353.358825,81.836025,29.0083,201.8647
357.41625,81.917225,29.02805,202.006475
357.83215,81.93855,29.048425,202.083425
360.385775,81.97425,29.0602,202.17345
361.569475,82.060225,29.07175,202.249525
362.259025,82.195475,29.111825,202.28305
372.3778,82.345975,29.131625,202.4073
373.072075,82.39065,29.16355,202.5331
378.397375,82.43295,29.1859,202.6816
387.3687,82.45965,29.2214,202.7058
396.534325,82.635925,29.24005,202.756225
397.1487,82.962375,29.25915,203.07655
399.73425,83.046325,29.2898,203.097875
410.65745,83.09235,29.30585,203.111875
414.042675,83.15005,29.32085,203.45355
422.01085,83.196475,29.336125,203.710925
434.84985,83.633425,29.404025,203.7703
448.81,83.8434,29.41965,203.9572
459.1814,83.88155,29.44025,204.193225
461.109675,83.921975,29.459675,204.279725
461.51635,83.978275,29.493225,204.290275
462.0894,84.137575,29.513,204.336225
463.39165,84.185125,29.53965,204.39445
471.0905,84.310275,29.5661,204.5341
484.036175,84.34395,29.624225,204.609025
509.586725,84.36955,29.65235,204.784075
512.931825,84.701775,29.70125,204.799875
521.019675,84.730025,29.713425,204.9733
,84.79885,29.758825,205.011425
,84.8374,29.783825,205.023125
,84.8511,29.78845,205.048775
,84.866325,29.8655,205.0737
,84.92865,29.90415,205.119825
,85.0187,29.921775,205.1447
,85.11525,29.95555,205.29185
,85.154425,30.00175,205.646225
,85.17495,30.037875,205.7669
,85.2218,30.0623,205.791975
,85.32135,30.13975,205.80325
,85.3599,30.165875,205.93835
,85.462075,30.194725,205.943175
,85.513025,30.23425,206.049925
,85.556775,30.255375,206.0757
,85.715725,30.265475,206.087375
,85.7641,30.281625,206.1131
,85.7784,30.299525,206.308475
,85.9709,30.345925,206.38685
,85.999025,30.374325,206.40995
,86.00575,30.398925,206.66025
,86.036675,30.450725,206.755975
,86.104125,30.47045,206.814875
,86.1376,30.486475,206.827775
,86.2464,30.50355,206.850475
,86.3412,30.54635,206.945675
,86.404475,30.57365,207.05415
,86.448425,30.59795,207.0915
,86.463725,30.639175,207.2171
,86.478625,30.6695,207.294625
,86.498575,30.689625,207.33295
,86.5999,30.704925,207.505025
,86.650575,30.764575,207.62065
,86.77425,30.794975,207.7672
,86.8524,30.814,207.8179
,86.872975,30.849775,207.890225
,86.902875,30.88225,208.065375
,86.9373,30.890425,208.276475
,87.010825,30.923225,208.422
,87.09195,31.015575,208.551875
,87.131075,31.0346,208.572925
,87.15885,31.062125,208.581875
,87.187425,31.108475,208.595925
,87.26605,31.1738,208.622
,87.327475,31.249775,208.7977
,87.335075,31.274725,208.91195
,87.3669,31.31225,208.922075
,87.48205,31.3421,209.0478
,87.509875,31.350525,209.118125
,87.53785,31.378975,209.24955
,87.621275,31.4061,209.337475
,87.6706,31.448925,209.558825
,87.73595,31.477325,209.74875
,87.8973,31.5043,209.772375
,87.9588,31.524675,209.8708
,88.0095,31.545,210.02205
,88.0508,31.56715,210.08965
,88.145975,31.601225,210.101375
,88.170225,31.6639,210.116125
,88.187425,31.688075,210.15205
,88.34335,31.772325,210.173925
,88.4022,31.796275,210.58825
,88.428475,31.82945,210.73925
,88.448375,31.859275,210.765425
,88.466525,31.887625,210.830825
,88.487875,31.931375,211.048575
,88.5019,31.976325,211.108775
,88.5591,32.0013,211.221825
,88.6215,32.018,211.4565
,88.654275,32.037725,211.481125
,88.742325,32.06505,211.69725
,88.765375,32.083625,211.72475
,88.850075,32.142675,211.776375
,88.92875,32.175325,211.797875
,88.961675,32.2054,211.9432
,88.9887,32.2383,211.960225
,89.030175,32.261975,212.182875
,89.0422,32.2806,212.2301
,89.073725,32.309175,212.502925
,89.122875,32.325375,212.512875
,89.192,32.342525,212.60775
,89.282075,32.366675,212.705375
,89.30365,32.3849,212.752975
,89.359125,32.418625,212.834725
,89.39075,32.442975,212.874175
,89.5586,32.5205,212.933125
,89.5772,32.56795,213.070075
,89.71005,32.635125,213.0987
,89.7945,32.674,213.141575
,89.808175,32.6995,213.163
,89.88275,32.71515,213.18525
,89.948925,32.7327,213.249525
,90.02855,32.75205,213.2811
,90.05265,32.7731,213.29465
,90.0721,32.79815,213.364375
,90.10155,32.826975,213.53775
,90.14945,32.8439,213.553825
,90.691975,32.8731,213.671425
,90.710625,32.907175,213.717175
,90.734475,32.92545,213.73985
,90.805075,32.944925,213.79385
,90.828675,32.96955,213.89795
,90.88295,33.013725,213.92755
,91.002725,33.037725,214.07945
,91.087225,33.054225,214.099475
,91.120125,33.198875,214.1893
,91.136625,33.2228,214.36585
,91.1842,33.240275,214.48015
,91.25815,33.269225,214.54385
,91.28625,33.33785,214.573725
,91.340675,33.355225,214.62575
,91.383375,33.420775,214.77275
,91.418525,33.442925,214.80265
,91.43585,33.465425,214.90885
,91.470675,33.48285,214.98105
,91.4969,33.499625,215.04695
,91.5089,33.514975,215.057125
,91.5394,33.53595,215.2145
,91.6384,33.58735,215.3155
,91.66015,33.613725,215.3453
,91.674675,33.63175,215.4111
,91.7968,33.66495,215.44675
,91.822625,33.68565,215.475075
,91.939225,33.698175,215.491575
,91.95855,33.731275,215.734875
,91.998,33.74425,216.0323
,92.02355,33.7623,216.101425
,92.082925,33.813875,216.12915
,92.1407,33.8913,216.173375
,92.182025,33.911425,216.397475
,92.236275,33.93405,216.468925
,92.393675,33.947675,216.7209
,92.653675,33.97,216.905075
,92.6901,33.985875,217.122075
,92.74975,34.00625,217.19355
,92.8628,34.036325,217.277125
,92.9775,34.062825,217.311925
,93.1561,34.103925,217.322375
,93.198975,34.12085,217.435125
,93.256225,34.137375,217.44395
,93.304,34.160275,217.7153
,93.4877,34.1738,217.757175
,93.538825,34.226525,217.77255
,93.55865,34.303075,217.83515
,93.61455,34.3211,217.870225
,93.717325,34.338075,217.9486
,93.738175,34.36485,218.08945
,93.809675,34.388325,218.25785
,93.8373,34.402875,218.4592
,93.94535,34.42335,218.54295
,94.0003,34.45745,218.6839
,94.035275,34.504325,218.729625
,94.09235,34.571775,218.770225
,94.1293,34.606025,218.856675
,94.2243,34.68495,218.91645
,94.248225,34.744875,218.92645
,94.2819,34.76645,218.990675
,94.35635,34.860975,219.01745
,94.4117,34.9003,219.0662
,94.45205,34.953425,219.098875
,94.5691,34.983225,219.1406
,94.601975,35.027125,219.1472
,94.666375,35.054925,219.214475
,94.695375,35.075075,219.3603
,94.785925,35.08105,219.413
,94.847325,35.08695,219.545775
,94.926325,35.099475,219.7069
,94.977075,35.10675,219.750075
