SPK_SPKC03a (excited),SPK_SPKC09a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10c (no effect)
,394.5508,207.575475,586.844675
,394.62425,207.706775,587.035025
,394.651375,207.72315,587.1917
,394.68425,207.742225,587.22795
,394.816925,207.7604,587.274425
,394.850125,207.77135,587.282675
,394.92435,207.77745,587.29185
,394.95225,207.78635,587.295025
,395.043725,207.795825,587.3086
,395.06865,207.81555,587.446225
,395.098725,207.832575,587.460575
,395.129525,207.89755,587.520975
,395.152125,207.91555,587.566575
,395.213825,207.94705,587.685925
,395.2979,207.96335,587.716875
,395.36355,207.9714,587.728425
,395.39555,207.98655,587.76195
,395.4144,208.010425,587.829175
,395.46395,208.0198,587.855375
,395.4794,208.0351,587.87455
,395.634825,208.059025,587.985875
,395.673925,208.099325,588.010575
,395.71785,208.1133,588.02635
,395.7294,208.1357,588.064075
,395.753675,208.1488,588.14495
,395.7764,208.160975,588.150225
,395.7926,208.17615,588.24745
,395.826975,208.1955,588.260975
,395.888,208.231325,588.337075
,395.9107,208.239125,588.4312
,395.93985,208.251275,588.45555
,395.989225,208.277825,588.543475
,396.028975,208.301575,588.55155
,396.1468,208.331675,588.689875
,396.177825,208.350475,588.731425
,396.2757,208.379025,588.798325
,396.38465,208.3997,588.859525
,396.4238,208.442475,588.952475
,396.471275,208.4619,588.966675
,396.545075,208.4854,589.001275
,396.617925,208.52,589.05275
,396.667775,208.55735,589.13315
,396.68735,208.578475,589.150575
,396.715825,208.66275,589.19985
,396.78195,208.716625,589.228575
,396.81665,208.735775,589.2444
,396.830725,208.75455,589.249425
,396.849025,208.772025,589.469775
,396.8524,208.7811,589.509175
,396.902875,208.80475,589.524925
,396.946375,208.831475,589.6209
,396.9715,208.858375,589.66455
,396.9933,208.8886,589.682025
,397.00625,208.9156,589.69215
,397.04955,208.943025,589.73615
,397.071125,208.959725,589.764925
,397.22715,208.965075,589.798575
,397.252875,208.9771,589.840025
,397.2628,209.014875,589.962225
,397.27895,209.042675,590.059575
,397.425975,209.066375,590.18135
,397.479075,209.0936,590.199025
,397.530975,209.1136,590.227175
,397.546725,209.139325,590.424175
,397.57645,209.156725,590.4407
,397.592925,209.177775,590.492125
,397.613925,209.210175,590.49815
,397.6504,209.226325,590.507675
,397.7281,209.235925,590.536475
,397.73005,209.261075,590.6218
,397.75605,209.288675,590.693075
,397.8431,209.30685,590.70995
,397.871425,209.342175,590.79985
,398.02005,209.360725,590.8505
,398.049,209.388825,590.891025
,398.088175,209.508225,591.03675
,398.122125,209.554275,591.0519
,398.13995,209.57075,591.06575
,398.193175,209.58415,591.1926
,398.223,209.609275,591.223725
,398.2476,209.6254,591.27235
,398.32555,209.652825,591.29075
,398.339875,209.727025,591.345075
,398.3765,209.805975,591.3551
,398.387175,209.843075,591.42845
,398.3997,209.9622,591.5302
,398.4214,210.063225,591.549925
,398.441275,210.109025,591.695
,398.459075,210.193725,591.739675
,398.600925,210.2214,591.787425
,398.63955,210.251625,592.023575
,398.718225,210.287225,592.27155
,398.76675,210.330075,592.3064
,398.787775,210.3507,592.40955
,398.834075,210.427875,592.45135
,398.902925,210.502325,592.486325
,398.9096,210.52765,592.499775
,399.002075,210.580225,592.559375
,399.11825,210.70545,592.60345
,399.16905,210.75625,592.619875
,399.215575,210.7983,592.6485
,399.2574,210.816125,592.656675
,399.301,210.845125,592.718925
,399.319575,210.875175,592.767175
,399.41855,210.895825,592.775
,399.464525,210.940775,592.792775
,399.46785,211.042025,592.83305
,399.478225,211.0821,592.861475
,399.5393,211.105975,592.94145
,399.59985,211.121925,593.0117
,399.747225,211.141,593.054525
,399.78205,211.18785,593.0762
,399.806675,211.2162,593.1935
,399.839575,211.23645,593.235525
,400.0304,211.269,593.24675
,400.054575,211.29775,593.377175
,400.1616,211.31475,593.385125
,400.23025,211.334825,593.416325
,400.25735,211.3587,593.4373
,400.2716,211.377225,593.630875
,400.310275,211.428925,593.712025
,400.37515,211.4597,593.759625
,400.49525,211.477025,593.8059
,400.52255,211.4937,593.8356
,400.559975,211.5181,593.899375
,400.596975,211.55415,593.921025
,400.646325,211.5699,593.9847
,400.813,211.60205,594.041225
,400.847775,211.66515,594.122425
,400.86065,211.69365,594.155725
,400.94855,211.71195,594.20945
,401.00585,211.753225,594.22055
,401.0234,211.782625,594.2722
,401.03455,211.81545,594.28595
,401.054825,211.8606,594.3039
,401.0749,211.91865,594.441325
,401.0942,211.939,594.474825
,401.108525,211.9511,594.582425
,401.129425,211.96865,594.681675
,401.1964,211.98525,594.7588
,401.232325,212.0145,594.76975
,401.2668,212.02935,594.8446
,401.370175,212.0666,594.91025
,401.492225,212.10335,595.103675
,401.53375,212.1224,595.221975
,401.557725,212.141425,595.24605
,401.595275,212.1781,595.277825
,401.635,212.198475,595.29955
,401.68505,212.228075,595.38375
,401.799875,212.25225,595.574
,401.818975,212.2994,595.616725
,401.880475,212.335475,595.651925
,401.884925,212.409625,595.707425
,401.97505,212.447975,595.75095
,402.05295,212.4629,595.764575
,402.07735,212.471575,595.7842
,402.0999,212.51605,595.8401
,402.111725,212.54015,595.980875
,402.11325,212.56485,596.0459
,402.18995,212.597225,596.103725
,402.227575,212.646125,596.171225
,402.25575,212.664725,596.197275
,402.27895,212.69095,596.299275
,402.31025,212.750975,596.3284
,402.474475,212.769275,596.34905
,402.666925,212.782375,596.3563
,402.697175,212.799625,596.563725
,402.908375,212.8265,596.7162
,402.912325,212.84935,596.835075
,402.940225,212.872075,596.906275
,402.966975,212.895225,596.921525
,402.990925,212.9554,596.929125
,403.1028,212.9953,596.9753
,403.18965,213.02915,597.020375
,403.225275,213.05515,597.06785
,403.2396,213.078025,597.08525
,403.2529,213.1125,597.11885
,403.257775,213.120025,597.147
,403.2825,213.13515,597.25005
,403.3491,213.151025,597.27155
,403.394225,213.16865,597.30045
,403.4264,213.194525,597.424175
,403.50615,213.215975,597.457725
,403.527425,213.244725,597.4744
,403.57545,213.264825,597.619025
,403.5866,213.315475,597.6334
,403.627075,213.338575,597.651675
,403.707725,213.366925,597.734525
,403.776575,213.412775,597.75335
,403.799775,213.4464,597.808925
,403.919525,213.46795,597.8752
,403.98195,213.493875,597.9347
,404.042,213.520475,598.01495
,404.06255,213.558325,598.159675
,404.079225,213.5875,598.2449
,404.1085,213.614575,598.2614
,404.141975,213.631575,598.372675
,404.159125,213.65795,598.39015
,404.267175,213.67315,598.419275
,404.298225,213.692525,598.5746
,404.32995,213.72615,598.608075
,404.3832,213.743725,598.7222
,404.40175,213.75745,598.740525
,404.46255,213.79235,598.761525
,404.504525,213.806125,598.8018
,404.5962,213.843825,598.865125
,404.618975,213.884175,599.1255
,404.63755,213.90975,599.486525
,404.638875,213.916925,599.497875
,404.67335,213.924875,599.546325
,404.6745,213.9566,599.575475
,404.7213,213.97225,599.587475
,404.763525,213.985825,599.902175
,404.864175,214.0113,599.9799
,404.89165,214.035475,600.028775
,404.9252,214.049975,600.050825
,404.957325,214.07525,
,405.1791,214.097575,
,405.4023,214.11155,
,405.44635,214.126625,
,405.6191,214.143075,
,405.620525,214.1762,
,405.66185,214.22665,
,405.778275,214.243525,
,405.80425,214.264175,
,405.8426,214.27965,
,406.011625,214.307425,
,406.0291,214.325675,
,406.0479,214.3398,
,406.074675,214.3593,
,406.097275,214.387275,
,406.1327,214.407225,
,406.2187,214.4255,
,406.26265,214.44815,
,406.42815,214.465475,
,406.4744,214.487975,
,406.51855,214.520825,
,406.55275,214.546275,
,406.593125,214.556875,
,406.627575,214.572075,
,406.657675,214.599575,
,406.677875,214.63575,
,406.7243,214.647875,
,406.767625,214.665475,
,406.79475,214.6817,
,406.8286,214.69615,
,406.893,214.709075,
,406.89425,214.721425,
,406.94845,214.748825,
,406.9782,214.762975,
,407.009125,214.8092,
,407.04155,214.8317,
,407.064,214.867275,
,407.095925,214.887375,
,407.12505,214.913875,
,407.189425,214.94645,
,407.237175,214.9628,
,407.2607,214.99415,
,407.296475,215.01155,
,407.325325,215.0323,
,407.463625,215.04945,
,407.48135,215.0643,
,407.5266,215.081225,
,407.5474,215.09935,
,407.69425,215.131175,
,407.774,215.21795,
,407.829525,215.256175,
,407.863925,215.332675,
,407.927375,215.355325,
,407.975625,215.3734,
,408.00615,215.393725,
,408.04905,215.406825,
,408.217375,215.424275,
,408.226425,215.43435,
,408.24695,215.458125,
,408.30035,215.495375,
,408.32315,215.52515,
,408.45385,215.54935,
,408.5179,215.5659,
,408.540375,215.58375,
,408.580625,215.6548,
,408.651,215.720025,
,408.716375,215.775175,
,408.877975,215.798525,
,409.022775,215.820475,
,409.038775,215.847375,
,409.0697,215.88825,
,409.088625,215.9065,
,409.110875,215.925025,
,409.144675,215.961875,
,409.1509,216.015,
,409.17345,216.072675,
,409.21655,216.09665,
,409.287275,216.117625,
,409.312175,216.156625,
,409.33365,216.1863,
,409.438425,216.2065,
,409.48565,216.2335,
,409.507875,216.284125,
,409.509875,216.3125,
,409.5894,216.34965,
,409.602675,216.37055,
,409.630175,216.434275,
,409.653375,216.51065,
,409.675275,216.52885,
,409.7263,216.55095,
,409.80535,216.57095,
,409.870125,216.5905,
,409.967275,216.630925,
,410.064225,216.658575,
,410.1097,216.6914,
,410.170625,216.728025,
,410.241725,216.79665,
,410.24295,216.8596,
,410.252625,216.885775,
,410.283375,216.911325,
,410.3887,216.960075,
,410.5668,217.003375,
,410.598975,217.024375,
,410.659375,217.1324,
,410.70695,217.14875,
,410.7405,217.1601,
,410.799925,217.1791,
,410.8466,217.215675,
,410.89105,217.237225,
,410.9031,217.268975,
,410.92145,217.287025,
,410.938925,217.30975,
,411.012975,217.355725,
,411.078275,217.36485,
,411.09245,217.3869,
,411.149625,217.419875,
,411.187625,217.4591,
,411.2298,217.503,
,411.2646,217.533075,
,411.305975,217.559,
,411.3918,217.599725,
,411.47195,217.6212,
,411.572125,217.642425,
,411.588575,217.661975,
,411.594675,217.71985,
,411.619675,217.801175,
,411.655425,217.818925,
,411.6683,217.883125,
,411.77845,217.90005,
,411.9799,217.909125,
,412.038325,217.9209,
,412.055325,217.93405,
,412.15165,217.95605,
,412.187775,217.9895,
,412.195675,218.021225,
,412.22505,218.118775,
,412.2791,218.2113,
,412.308,218.2458,
,412.33515,218.38245,
,412.387325,218.457875,
,412.429475,218.530975,
,412.526625,218.57215,
,412.595025,218.60695,
,412.7402,218.625975,
,412.80105,218.65755,
,412.878875,218.699825,
,412.95425,218.731525,
,413.000425,218.819025,
,413.106775,218.864325,
,413.185525,218.887875,
,413.258075,218.924825,
,413.2863,218.950975,
,413.335375,218.953875,
,413.448375,218.999075,
,413.477,219.02855,
,413.48135,219.063825,
,413.505075,219.0804,
,413.511825,219.1264,
,413.57485,219.184875,
,413.635525,219.25635,
,413.654125,219.31695,
,413.706775,219.418475,
,413.73475,219.517925,
,413.804875,219.55215,
,413.846025,219.5944,
,413.873875,219.6232,
,413.961,219.660425,
,413.980025,219.690925,
,414.0337,219.735825,
,414.085975,219.758575,
,414.115525,219.81915,
,414.17115,219.9007,
,414.2419,219.936575,
,414.268775,219.977225,
,414.3157,220.039775,
,414.380775,220.053525,
,414.418475,220.077025,
,414.486175,220.113975,
,414.5504,220.143875,
,414.610725,220.16235,
,414.650725,220.1796,
,414.76715,220.213275,
,414.855175,220.283575,
,414.9173,220.30155,
,414.9399,220.31365,
,414.9899,220.336525,
,414.999225,220.368325,
,415.04895,220.38735,
,415.107325,220.409125,
,415.117825,220.428725,
,415.167125,220.4571,
,415.189975,220.497225,
,415.226675,220.51605,
,415.25205,220.5533,
,415.2913,220.56905,
,415.340275,220.586775,
,415.358725,220.617175,
,415.395225,220.63145,
,415.411,220.65225,
,415.432825,220.6692,
,415.50425,220.6884,
,415.569725,220.71435,
,415.57375,220.739575,
,415.6374,220.754425,
,415.66975,220.7925,
,415.6861,220.81225,
,415.751825,220.836775,
,415.859675,220.862075,
,415.881975,220.906175,
,415.90185,220.949875,
,415.938225,220.96525,
,415.948475,220.9813,
,415.968925,220.9965,
,416.005525,221.01505,
,416.05475,221.034225,
,416.084825,221.07715,
,416.20035,221.0954,
,416.225575,221.130575,
,416.230775,221.157275,
,416.289,221.170475,
,416.311175,221.21455,
,416.364075,221.2598,
,416.39415,221.317875,
,416.426675,221.342375,
,416.49595,221.367775,
,416.567475,221.397125,
,416.753025,221.413025,
,416.768825,221.43445,
,416.9168,221.464075,
,417.141475,221.490875,
,417.180825,221.536775,
,417.239325,221.5739,
,417.286925,221.67125,
,417.2887,221.709025,
,417.485425,221.7544,
,417.548875,221.78665,
,417.581525,221.8009,
,417.67245,221.831125,
,417.7276,221.84775,
,417.793475,221.878375,
,417.82645,221.900075,
,417.84545,221.9143,
,417.8982,221.947075,
,418.112025,221.97185,
,418.135525,222.00625,
,418.203925,222.04485,
,418.30275,222.068625,
,418.3235,222.090225,
,418.3439,222.1156,
,418.536,222.139575,
,418.5754,222.1615,
,418.63435,222.189875,
,418.73535,222.229025,
,418.7743,222.24195,
,418.8034,222.284175,
,418.874275,222.31285,
,418.967025,222.328625,
,418.992125,222.363275,
,419.0096,222.414225,
,419.03445,222.44905,
,419.10975,222.466725,
,419.150875,222.4871,
,419.2215,222.49975,
,419.283475,222.51285,
,419.336325,222.52795,
,419.3494,222.5833,
,419.356975,222.604725,
,419.36985,222.63195,
,419.451875,222.669875,
,419.467775,222.700225,
,419.5514,222.749325,
,419.623425,222.781825,
,419.6596,222.827325,
,419.701025,222.910525,
,419.746625,222.935025,
,419.783025,223.0298,
,419.80405,223.04805,
,419.919625,223.0784,
,419.936,223.107,
,419.94415,223.151,
,419.9787,223.16705,
,420.0424,223.2029,
,420.0751,223.225825,
,420.098125,223.2527,
,420.11305,223.298325,
,420.1499,223.3182,
,420.1708,223.396825,
,420.213,223.421275,
,420.234425,223.443275,
,420.271,223.495675,
,420.313975,223.52425,
,420.3403,223.591375,
,420.36355,223.62825,
,420.472375,223.676475,
,420.512425,223.69365,
,420.5409,223.725025,
,420.56565,223.770825,
,420.589925,223.798075,
,420.6418,223.8514,
,420.677625,223.881925,
,420.706275,223.90485,
,420.742375,224.010125,
,420.81765,224.02815,
,420.828075,224.059525,
,420.8686,224.185625,
,420.963525,224.234675,
,420.9998,224.2769,
,421.020425,224.341025,
,421.042,224.3821,
,421.071325,224.41405,
,421.150675,224.524425,
,421.19,224.546375,
,421.235275,224.56535,
,421.310425,224.583775,
,421.3316,224.602375,
,421.350025,224.625525,
,421.385875,224.66175,
,421.4372,224.68995,
,421.474825,224.705125,
,421.541525,224.7237,
,421.582825,224.735625,
,421.672325,224.752425,
,421.723225,224.76365,
,421.760375,224.79415,
,421.857925,224.863025,
,421.897,224.925125,
,421.9468,224.956475,
,421.977625,225.0184,
,422.011275,225.073575,
,422.03095,225.094325,
,422.140575,225.121825,
,422.14775,225.195375,
,422.157825,225.23225,
,422.23225,225.32775,
,422.2414,225.37365,
,422.308475,225.3918,
,422.332375,225.414125,
,422.366275,225.43485,
,422.45835,225.461925,
,422.4878,225.482875,
,422.522,225.5158,
,422.543475,225.554375,
,422.653825,225.56695,
,422.722575,225.59655,
,422.746475,225.6031,
,422.751575,225.609675,
,422.77855,225.643375,
,422.873075,225.709475,
,422.8959,225.737675,
,422.99975,225.760275,
,423.025175,225.8019,
,423.069475,225.866325,
,423.076225,225.913875,
,423.113925,225.941675,
,423.155225,225.9638,
,423.2573,225.977025,
,423.396275,226.0086,
,423.528675,226.024675,
,423.5322,226.04105,
,423.7155,226.057775,
,423.7291,226.11,
,423.78925,226.152825,
,423.828,226.17275,
,423.9076,226.18755,
,423.9679,226.214125,
,423.999375,226.2465,
,424.15515,226.260875,
,424.1689,226.27655,
,424.2061,226.2924,
,424.2499,226.319225,
,424.284775,226.3429,
,424.346825,226.361375,
,424.4709,226.378575,
,424.535125,226.3932,
,424.730975,226.403375,
,424.760725,226.418375,
,424.86715,226.431925,
,424.893225,226.4504,
,424.910975,226.472025,
,424.990275,226.48505,
,425.088825,226.521125,
,425.1214,226.541575,
,425.18205,226.5518,
,425.2686,226.56845,
,425.343075,226.609425,
,425.38825,226.6459,
,425.4089,226.667125,
,425.4446,226.6807,
,425.462075,226.69195,
,425.468225,226.709175,
,425.4987,226.72595,
,425.54405,226.741125,
,425.661225,226.75565,
,425.7004,226.803475,
,425.73325,226.831825,
,425.7916,226.844025,
,425.7928,226.857575,
,425.85065,226.87745,
,425.9349,226.8921,
,425.960475,226.941,
,425.98405,226.966,
,426.0139,226.979475,
,426.069775,226.997375,
,426.095075,227.02155,
,426.11875,227.033775,
,426.135825,227.052825,
,426.15545,227.0662,
,426.181175,227.08395,
,426.23195,227.1118,
,426.25225,227.124725,
,426.2794,227.150275,
,426.307275,227.168625,
,426.33955,227.21155,
,426.43055,227.236375,
,426.4614,227.24825,
,426.508925,227.27265,
,426.525475,227.28405,
,426.575575,227.302975,
,426.597225,227.3158,
,426.620125,227.366675,
,426.6832,227.4024,
,426.734,227.4195,
,426.907975,227.4406,
,426.952225,227.45625,
,426.99095,227.47185,
,426.99855,227.490275,
,427.0232,227.507025,
,427.061975,227.51795,
,427.0917,227.532625,
,427.1156,227.542125,
,427.14755,227.5561,
,427.1957,227.57395,
,427.21255,227.59635,
,427.284275,227.60765,
,427.30925,227.645775,
,427.356925,227.670925,
,427.449725,227.707525,
,427.6851,227.728125,
,427.7373,227.7499,
,427.7503,227.76775,
,427.816325,227.791925,
,427.85775,227.8283,
,427.87185,227.8755,
,427.912275,227.896825,
,427.940425,227.912125,
,428.018925,227.930675,
,428.077275,227.944225,
,428.1693,227.9939,
,428.189425,228.02635,
,428.21065,228.0628,
,428.24,228.084425,
,428.266575,228.1455,
,428.288475,228.161675,
,428.308175,228.18295,
,428.39175,228.199775,
,428.438575,228.2203,
,428.47915,228.232225,
,428.502725,228.263125,
,428.663475,228.345375,
,428.703075,228.37495,
,428.75,228.40875,
,428.789275,228.4721,
,428.825225,228.491775,
,428.865525,228.507075,
,428.884225,228.5425,
,428.916275,228.55765,
,428.9297,228.578875,
,428.986125,228.59425,
,429.0111,228.6113,
,429.01985,228.633175,
,429.027475,228.663025,
,429.154775,228.69915,
,429.2146,228.715475,
,429.23185,228.73885,
,429.249425,228.7524,
,429.3072,228.769625,
,429.3872,228.7893,
,429.43845,228.8084,
,429.4564,228.823125,
,429.63595,228.84835,
,429.6662,228.884425,
,429.69375,228.919425,
,429.730975,228.95295,
,429.80435,228.974775,
,429.839975,229.0109,
,429.862025,229.0213,
,429.985575,229.042675,
,430.084075,229.066725,
,430.14225,229.08505,
,430.15065,229.09955,
,430.197775,229.14545,
,430.229775,229.174825,
,430.284775,229.223,
,430.336975,229.2558,
,430.3823,229.318925,
,430.38725,229.333875,
,430.546375,229.365575,
,430.566575,229.382275,
,430.5697,229.397375,
,430.586425,229.452875,
,430.6119,229.475575,
,430.740075,229.50615,
,430.7635,229.519825,
,430.950325,229.538625,
,431.082125,229.559825,
,431.213475,229.593775,
,431.234,229.6132,
,431.239,229.6348,
,431.284775,229.657325,
,431.329125,229.673675,
,431.47,229.7011,
,431.52165,229.7093,
,431.5779,229.7212,
,431.657975,229.7418,
,431.813125,229.8026,
,432.030325,229.826625,
,432.07785,229.850625,
,432.205375,229.867175,
,432.25475,229.896875,
,432.344625,229.941575,
,432.360975,229.9868,
,432.4327,230.01175,
,432.55695,230.026475,
,432.58455,230.0588,
,432.5957,230.0865,
,432.66315,230.1184,
,432.688325,230.13885,
,432.7619,230.164525,
,432.8764,230.19115,
,432.930975,230.20365,
,432.9529,230.217175,
,432.986575,230.2317,
,432.998625,230.26235,
,433.02405,230.282375,
,433.05585,230.29545,
,433.099875,230.3155,
,433.132625,230.337875,
,433.1476,230.34895,
,433.2385,230.3623,
,433.262775,230.376675,
,433.3582,230.3971,
,433.5231,230.4255,
,433.645125,230.4362,
,433.736325,230.45495,
,434.004475,230.49515,
,434.07125,230.515475,
,434.080875,230.5358,
,434.355825,230.557725,
,434.606825,230.576675,
,434.6394,230.60605,
,434.664625,230.6411,
,434.698275,230.65975,
,434.763475,230.690375,
,434.794575,230.7124,
,434.94595,230.729675,
,435.009025,230.744975,
,435.1142,230.7582,
,435.1353,230.771675,
,435.148075,230.78955,
,435.25075,230.82115,
,435.282425,230.84125,
,435.302575,230.879075,
,435.45775,230.906425,
,435.531275,230.933975,
,435.566325,230.9561,
,435.60935,230.9914,
,435.622975,231.04795,
,435.635525,231.0722,
,435.848275,231.100175,
,435.870425,231.117425,
,435.907725,231.1309,
,435.920125,231.158275,
,435.937825,231.20525,
,435.995475,231.227225,
,435.9981,231.260875,
,436.072875,231.287875,
,436.113125,231.307875,
,436.17245,231.32645,
,436.343375,231.374775,
,436.3966,231.3987,
,436.446425,231.421125,
,436.47395,231.4242,
,436.496075,231.43985,
,436.514975,231.4542,
,436.530225,231.47935,
,436.54935,231.50905,
,436.5749,231.563025,
,436.586025,231.617575,
,436.617575,231.630275,
,436.727,231.653125,
,436.760725,231.69315,
,436.831625,231.73225,
,436.849875,231.77925,
,436.8736,231.802775,
,436.9106,231.831125,
,437.011975,231.869675,
,437.045175,231.937175,
,437.1457,231.965375,
,437.255375,231.999475,
,437.292225,232.033375,
,437.4061,232.063075,
,437.52405,232.086125,
,437.5551,232.1245,
,437.62965,232.153125,
,437.653625,232.1892,
,437.842975,232.212625,
,437.844875,232.229375,
,437.943925,232.240875,
,437.966625,232.2677,
,437.9745,232.2924,
,437.998725,232.312375,
,438.04425,232.325075,
,438.06155,232.3494,
,438.086175,232.365675,
,438.155875,232.41995,
,438.179625,232.441175,
,438.221,232.4623,
,438.25655,232.47765,
,438.315425,232.51235,
,438.331,232.54935,
,438.371575,232.55475,
,438.468175,232.5805,
,438.48765,232.6002,
,438.58855,232.621425,
,438.589975,232.657425,
,438.676725,232.677,
,438.742575,232.70115,
,438.796575,232.716175,
,438.80015,232.74215,
,438.9354,232.764075,
,438.985925,232.776375,
,439.02585,232.80725,
,439.088,232.8554,
,439.125675,232.88855,
,439.15885,232.937925,
,439.19865,232.9576,
,439.21025,233.00495,
,439.333,233.025375,
,439.3593,233.037625,
,439.3819,233.070675,
,439.39005,233.0829,
,439.405925,233.097975,
,439.483675,233.115475,
,439.5314,233.166725,
,439.550375,233.251525,
,439.589375,233.265725,
,439.65305,233.293925,
,439.704525,233.307275,
,439.76105,233.331525,
,439.799025,233.357475,
,439.94555,233.37415,
,440.060575,233.4056,
,440.096675,233.42595,
,440.145025,233.45945,
,440.193925,233.483275,
,440.413175,233.51655,
,440.48855,233.535175,
,440.5009,233.549075,
,440.63895,233.561475,
,440.7747,233.565475,
,440.838975,233.582075,
,440.87915,233.59635,
,440.968725,233.604875,
,441.03005,233.6311,
,441.2124,233.67115,
,441.295425,233.6828,
,441.311625,233.7074,
,441.373325,233.727625,
,441.43325,233.76255,
,441.54665,233.794275,
,441.724,233.828625,
,441.733625,233.865075,
,441.758,233.89885,
,441.837325,233.921325,
,441.89575,233.951525,
,441.963925,233.975825,
,442.03075,233.9973,
,442.235125,234.0807,
,442.2959,234.131825,
,442.328975,234.159075,
,442.37875,234.186725,
,442.418425,234.200825,
,442.45125,234.2323,
,442.52675,234.2717,
,442.6365,234.312625,
,442.667025,234.32715,
,442.718175,234.348425,
,442.737575,234.399725,
,442.7603,234.42815,
,442.785675,234.450825,
,442.84085,234.486425,
,442.899575,234.564775,
,442.94205,234.585125,
,442.951975,234.609025,
,442.967575,234.639425,
,442.9834,234.663875,
,443.015475,234.706225,
,443.049475,234.723925,
,443.0982,234.737425,
,443.105125,234.756625,
,443.128175,234.789425,
,443.184825,234.819475,
,443.23095,234.834925,
,443.2576,234.881825,
,443.29955,234.939125,
,443.34285,235.023075,
,443.3847,235.063325,
,443.4431,235.1223,
,443.44775,235.163825,
,443.5411,235.212975,
,443.6244,235.23355,
,443.6491,235.28505,
,443.7654,235.3099,
,443.796775,235.335925,
,443.881125,235.349325,
,443.905125,235.36475,
,444.071575,235.38095,
,444.091525,235.399925,
,444.15285,235.414275,
,444.170075,235.475925,
,444.172075,235.49785,
,444.2023,235.5438,
,444.2646,235.561525,
,444.348525,235.577925,
,444.368425,235.592775,
,444.39535,235.610325,
,444.44065,235.658375,
,444.487025,235.6885,
,444.519025,235.722775,
,444.7722,235.74205,
,444.852125,235.748175,
,444.905725,235.7526,
,444.9444,235.762275,
,444.972425,235.77105,
,445.034775,235.8073,
,445.0623,235.83205,
,445.155225,235.84805,
,445.20155,235.87365,
,445.257175,235.88925,
,445.374225,235.91575,
,445.471125,235.9458,
,445.51925,235.9664,
,445.54435,235.994025,
,445.57825,236.017425,
,445.608925,236.04385,
,445.652875,236.0897,
,445.6814,236.14415,
,445.736575,236.1545,
,445.7643,236.17015,
,445.79895,236.1935,
,445.8233,236.241075,
,445.958725,236.2721,
,445.9916,236.29285,
,446.013525,236.327375,
,446.04845,236.3541,
,446.1448,236.38515,
,446.1709,236.413125,
,446.21545,236.44525,
,446.25775,236.459325,
,446.27585,236.4761,
,446.293725,236.507,
,446.320775,236.547025,
,446.336325,236.5646,
,446.468075,236.604475,
,446.487375,236.627125,
,446.51005,236.660725,
,446.54305,236.6815,
,446.5682,236.72585,
,446.60605,236.7777,
,446.65795,236.80415,
,446.775975,236.822675,
,446.9937,236.8488,
,447.385175,236.880125,
,447.39695,236.902525,
,447.41275,236.918625,
,447.44055,236.963725,
,447.578575,236.99535,
,447.622225,237.021825,
,447.66315,237.08125,
,447.70495,237.12115,
,447.726075,237.13835,
,447.744625,237.169675,
,447.849575,237.19165,
,447.873525,237.21535,
,447.932675,237.240525,
,447.97235,237.3237,
,448.010175,237.363725,
,448.045225,237.39065,
,448.0978,237.4138,
,448.1353,237.436225,
,448.1401,237.456375,
,448.1664,237.49045,
,448.18765,237.56335,
,448.2259,237.5915,
,448.2593,237.663175,
,448.277525,237.726075,
,448.27915,237.729,
,448.386375,237.75395,
,448.455325,237.8557,
,448.4762,237.880725,
,448.47875,237.899575,
,448.5258,237.965375,
,448.536575,238.0082,
,448.6221,238.046625,
,448.697175,238.0829,
,448.721,238.131475,
,448.77045,238.171,
,448.8027,238.207875,
,448.845975,238.2531,
,448.970675,238.3079,
,449.001825,238.34615,
,449.1195,238.373,
,449.17535,238.3985,
,449.19895,238.430325,
,449.2186,238.491,
,449.261175,238.5107,
,449.35505,238.5725,
,449.48715,238.608275,
,449.570075,238.623975,
,449.597325,238.649625,
,449.6214,238.676075,
,449.6484,238.700975,
,449.715825,238.713025,
,449.7529,238.723825,
,449.796,238.749325,
,449.815775,238.770975,
,449.83125,238.804625,
,449.842875,238.814875,
,449.859375,238.83585,
,449.910825,238.857325,
,449.932075,238.897275,
,449.95495,238.908325,
,449.990225,238.936625,
,450.04815,238.951225,
,450.231725,238.96905,
,450.29855,238.977975,
,450.31735,238.99815,
,450.34575,239.065125,
,450.3642,239.07305,
,450.3864,239.09265,
,450.435825,239.115325,
,450.4605,239.146575,
,450.48165,239.173375,
,450.50425,239.251075,
,450.569975,239.277075,
,450.68705,239.340525,
,450.731975,239.376525,
,451.003525,239.416375,
,451.161,239.448175,
,451.407575,239.483475,
,451.4265,239.528625,
,451.451225,239.57325,
,451.46795,239.59785,
,451.4828,239.641975,
,451.5669,239.6661,
,451.59815,239.6941,
,451.648575,239.717875,
,451.690175,239.7369,
,451.7167,239.764825,
,451.753175,239.864,
,451.83125,239.888875,
,451.879925,239.901975,
,451.8911,239.93505,
,451.923,239.949075,
,451.929875,239.96555,
,451.968125,240.02495,
,452.001575,240.04525,
,452.030925,240.0727,
,452.098425,240.091475,
,452.14695,240.109625,
,452.18615,240.13245,
,452.210875,240.171925,
,452.32895,240.2399,
,452.35815,240.26645,
,452.5366,240.281525,
,452.56195,240.298675,
,452.605425,240.33565,
,452.705625,240.35815,
,452.724675,240.380725,
