SPK_SPKC08a,SPK_SPKC13a,SPK_SPKC13b,SPK_SPKC14a
2217.77775,2207.78995,2248.50335,2217.03205
2217.82685,2207.79815,2248.527125,2217.08355
2217.851325,2207.815775,2248.737975,2217.10385
2217.876975,2207.824125,2248.74895,2217.12995
2217.927125,2207.83215,2248.90075,2217.183175
2218.000525,2207.89845,2248.9876,2217.25125
2218.055575,2207.90045,2249.144325,2217.2808
2218.07155,2208.0636,2249.224525,2217.312875
2218.09395,2208.071225,2249.34145,2217.341425
2218.129,2208.08225,2249.713,2217.368325
2218.224225,2208.11185,2249.828425,2217.3916
2218.29925,2208.128825,2249.848275,2217.4199
2218.33705,2208.15595,2250.15895,2217.44315
2218.355125,2208.1668,2250.34015,2217.4637
2218.41665,2208.2019,2250.434475,2217.497025
2218.4392,2208.2273,2250.490375,2217.5277
2218.46405,2208.269275,2250.607925,2217.58885
2218.515725,2208.3068,2250.705075,2217.61055
2218.59925,2208.316875,2251.113275,2217.641675
2218.622925,2208.32455,2251.13655,2217.723675
2218.6359,2208.342925,2251.214775,2217.8071
2218.683325,2208.3508,2251.318125,2217.8737
2218.70455,2208.366875,2251.6639,2217.898875
2218.90995,2208.37315,2252.316375,2217.944825
2218.9246,2208.382,2252.4142,2218.02125
2219.0135,2208.398025,2252.505475,2218.133075
2219.1485,2208.436875,2252.5736,2218.19055
2219.2363,2208.44425,2252.755525,2218.234875
2219.2534,2208.455675,2253.021275,2218.303475
2219.371175,2208.494425,2253.033975,2218.35845
2219.4094,2208.505325,2253.063475,2218.40535
2219.471475,2208.518375,2253.3697,2218.437925
2219.5161,2208.5366,2253.7132,2218.482825
2219.577875,2208.54845,2254.13815,2218.52375
2219.589825,2208.56265,2254.1552,2218.6625
2219.6097,2208.609375,2254.35755,2218.73105
2219.64895,2208.6233,2254.38155,2218.760375
2219.6852,2208.632,2254.5263,2218.7874
2219.706875,2208.642425,2254.7867,2218.858825
2219.73985,2208.665175,2254.803175,2218.888075
2219.778475,2208.672575,2254.891775,2218.9322
2219.8115,2208.683925,2254.904975,2218.973225
2219.826825,2208.714975,2254.91705,2219.0104
2219.840425,2208.732925,2254.95325,2219.05335
2219.864175,2208.768375,2255.22575,2219.1292
2219.923475,2208.78875,2255.39465,2219.335575
2220.004875,2208.813,2255.629025,2219.370275
2220.183375,2208.8258,2256.239725,2219.4047
2220.208075,2208.84425,2256.654375,2219.443775
2220.2342,2208.858225,2256.7449,2219.483775
2220.266575,2208.8739,2256.993475,2219.52725
2220.29645,2208.931725,2257.118875,2219.56805
2220.333725,2208.93385,2257.209375,2219.62005
2220.5023,2208.938675,2257.3766,2219.676025
2220.5192,2208.951975,2257.437525,2219.73235
2220.5459,2208.97355,2257.44535,2219.82645
2220.561725,2208.98905,2257.52555,2219.91065
2220.602875,2209.002175,2257.85495,2220.0093
2220.6545,2209.01745,2257.884475,2220.036875
2220.65605,2209.0391,2258.227125,2220.0751
2220.6816,2209.04705,2258.38755,2220.106725
2220.733,2209.095675,2258.52735,2220.1497
2220.76135,2209.109275,2258.56955,2220.185875
2220.862525,2209.13325,2258.671425,2220.24255
2220.900175,2209.159775,2258.757075,2220.370375
2220.925125,2209.1742,2258.88025,2220.51725
2220.992475,2209.21,2258.9206,2220.569175
2221.064425,2209.2352,2258.988775,2220.721825
2221.13665,2209.255125,2259.2163,2220.763975
2221.152675,2209.2887,2259.272425,2220.800225
2221.20065,2209.3045,2259.416025,2220.832025
2221.2345,2209.312525,2259.54645,2220.885375
2221.243675,2209.325725,2259.820675,2220.9223
2221.258025,2209.350475,2260.205025,2220.970125
2221.272575,2209.35605,2260.3551,2221.02365
2221.2924,2209.4361,2260.793925,2221.071375
2221.3601,2209.44715,2260.90355,2221.176875
2221.366875,2209.460825,2261.2172,2221.2202
2221.434275,2209.473025,2261.2373,2221.268475
2221.718025,2209.496975,2261.267475,2221.3565
2221.7317,2209.528675,2261.28785,2221.41115
2221.741025,2209.546125,2261.31575,2221.44385
2221.75565,2209.556475,2261.38255,2221.458675
2221.78095,2209.56575,2261.564625,2221.510225
2221.804425,2209.5756,2261.576225,2221.568
2221.812,2209.57995,2261.75825,2221.607675
2222.009925,2209.602175,2261.8978,2221.675325
2222.018725,2209.612975,2261.906575,2221.710175
2222.023825,2209.6223,2262.081775,2221.762975
2222.053175,2209.630775,2262.321725,2221.799825
2222.102725,2209.640425,2262.48865,2221.886025
2222.113575,2209.692525,2262.540525,2221.945625
2222.136625,2209.702675,2262.60935,2222.104275
2222.1854,2209.7091,2262.70405,2222.1484
2222.259675,2209.71495,2262.79145,2222.256825
2222.333025,2209.7293,2262.8545,2222.31115
2222.39855,2209.772925,2262.862075,2222.418875
2222.41875,2209.835775,2262.868625,2222.4738
2222.547375,2209.869775,2262.991125,2222.536125
2222.65525,2209.89095,2263.22815,2222.5704
2222.731475,2209.9164,2263.564325,2222.656975
2222.926625,2209.960125,2263.59865,2222.70015
2222.939925,2209.98505,2263.646225,2222.7357
2222.9648,2209.989875,2263.655275,2222.80705
2222.979225,2210.03475,2264.114875,2222.866
2223.035325,2210.05095,2264.124225,2222.954575
2223.058975,2210.065225,2264.1875,2223.0804
2223.10645,2210.1006,2264.4908,2223.13635
2223.1196,2210.114875,2264.588325,2223.191325
2223.1342,2210.132225,2264.7072,2223.23615
2223.1453,2210.14945,2264.79705,2223.269325
2223.1585,2210.17025,2264.958775,2223.301375
2223.2217,2210.183125,2264.98305,2223.330675
2223.229325,2210.20315,2265.055475,2223.411275
2223.28235,2210.2279,2265.1622,2223.450775
2223.35395,2210.250925,2265.593375,2223.484775
2223.555275,2210.286175,2265.990575,2223.54115
2223.5911,2210.2982,2266.18815,2223.592675
2223.619225,2210.31175,2266.256475,2223.6346
2223.683325,2210.328425,2266.521275,2223.6772
2223.75945,2210.360775,2266.9041,2223.708575
2223.814775,2210.3732,2266.99965,2223.759075
2223.869825,2210.3864,2267.056175,2223.80155
2223.99655,2210.399425,2267.104975,2223.94245
2224.070275,2210.437025,2267.181775,2224.1203
2224.093575,2210.465325,2267.3397,2224.16195
2224.143025,2210.476725,2267.67995,2224.274125
2224.160775,2210.4987,2267.732475,2224.308125
2224.1859,2210.51685,2268.118425,2224.3553
2224.232475,2210.52745,2268.24485,2224.400025
2224.24565,2210.56235,2268.33705,2224.419325
2224.31725,2210.578175,2268.5853,2224.442625
2224.3501,2210.587625,2268.9106,2224.4745
2224.4049,2210.64995,2269.1207,2224.5024
2224.4288,2210.6599,2269.224225,2224.5351
2224.49875,2210.669125,2269.38965,2224.582175
2224.556125,2210.73715,2269.83725,2224.657775
2224.81535,2210.757675,2270.150075,2224.7232
2224.8256,2210.768025,2270.1949,2224.816875
2224.844225,2210.791575,2270.529725,2224.88845
2224.851625,2210.802275,2270.996425,2224.9837
2224.856875,2210.83065,2271.299075,2225.0223
2224.8701,2210.84175,2271.30315,2225.052325
2224.90775,2210.85405,2271.610275,2225.15745
2224.92455,2210.875475,2271.704075,2225.237525
2224.950975,2210.886225,2271.90165,2225.26825
2224.979125,2210.9097,2272.03315,2225.28655
2225.017625,2210.921375,2272.1752,2225.30375
2225.1728,2210.942275,2272.229,2225.333975
2225.206375,2210.953475,2272.310275,2225.39525
2225.226975,2210.9759,2272.337575,2225.4347
2225.2343,2211.001825,2272.34665,2225.4621
2225.280375,2211.014625,2272.432775,2225.4849
2225.29075,2211.028675,2272.4645,2225.492575
2225.306325,2211.044025,2272.491425,2225.5089
2225.318875,2211.058175,2272.66605,2225.536775
2225.380175,2211.0696,2272.788075,2225.555175
2225.3954,2211.084175,2272.94875,2225.578025
2225.411375,2211.096125,2273.143025,2225.607925
2225.454475,2211.107175,2273.3575,2225.66515
2225.50605,2211.168875,2273.399025,2225.7141
2225.55295,2211.18375,2273.563875,2225.740575
2225.55745,2211.276625,2273.637425,2225.806575
2225.6087,2211.28825,2273.781975,2225.8687
2225.763475,2211.326625,2273.78705,2225.89585
2225.76975,2211.359825,2273.795875,2225.971025
2225.776025,2211.373275,2274.1119,2226.013525
2225.795475,2211.404975,2274.143475,2226.04985
2225.802075,2211.43535,2274.23175,2226.083825
2225.812,2211.45335,2274.37825,2226.1059
2225.82215,2211.467775,2274.386475,2226.1755
2225.829575,2211.481625,2274.479125,2226.20355
2225.841875,2211.5149,2274.676125,2226.24405
2226.0509,2211.52865,2274.683375,2226.2913
2226.05415,2211.545275,2274.72795,2226.326225
