SPK_SPKC04a (inhibited),SPK_SPKC16a (short excitation)
299.635475,
300.0577,
300.113825,
301.360025,
301.415825,
302.32315,
302.36735,
302.453825,
302.5316,
302.9132,
303.108425,
303.8033,
305.185025,
305.265625,
305.350475,
305.425025,
305.471125,
305.6022,
305.718675,
306.307675,
306.3249,
306.577375,
306.875775,
306.95385,
307.251175,
307.375625,
308.064225,
308.228725,
308.9096,
309.4483,
309.699075,
309.942875,
