SPK_SPKC01a (no effect),SPK_SPKC09a (no effect),SPK_SPKC09b (no effect),SPK_SPKC12a (excited)
97.6353,158.316025,166.93725,
97.65515,158.411675,166.9499,
97.683725,158.5113,166.962525,
97.713725,158.577225,166.966325,
97.75455,158.6692,167.0386,
97.779925,158.73005,167.072925,
97.8132,158.7925,167.1101,
97.8256,158.887625,167.148175,
97.85435,158.938525,167.16085,
97.87705,158.970375,167.180475,
97.89995,159.08835,167.225975,
97.9141,159.108725,167.23855,
97.95735,159.139775,167.256975,
97.992175,159.26335,167.321475,
98.0396,159.3289,167.334575,
98.059175,159.414375,167.352875,
98.0714,159.475075,167.375875,
98.0922,159.536275,167.37785,
98.13065,159.6047,167.4084,
98.1499,159.663425,167.463625,
98.209475,159.7069,167.472425,
98.223975,159.74555,167.588925,
98.23605,159.834425,167.643475,
98.263975,159.876375,167.67765,
98.275175,159.91235,167.733975,
98.320575,159.973575,167.737225,
98.3308,160.024825,167.866075,
98.350725,160.05975,167.921025,
98.357975,160.1137,167.966975,
98.367325,160.1625,167.998425,
98.40085,160.2071,168.046775,
98.4085,160.25465,168.052925,
98.434175,160.295475,168.087525,
98.449375,160.32245,168.0957,
98.485475,160.344575,168.13905,
98.519625,160.365575,168.17925,
98.531025,160.407875,168.21975,
98.535375,160.44685,168.24255,
98.55895,160.479575,168.2732,
98.603325,160.521875,168.2869,
98.617875,160.554475,168.319375,
98.645175,160.583725,168.374975,
98.674775,160.64525,168.37885,
98.6978,160.666925,168.4372,
98.729,160.720825,168.55735,
98.734775,160.75195,168.58525,
98.753675,160.812675,168.648575,
98.772475,160.844375,168.67805,
98.784125,160.888875,168.72275,
98.800975,160.922,168.729425,
98.810725,160.948675,168.766325,
98.83025,160.979025,168.83775,
98.843975,161.027,168.84805,
98.86345,161.061675,168.914025,
98.886625,161.182625,169.02645,
98.969525,161.213725,169.0316,
98.9983,161.246775,169.038225,
99.00885,161.291825,169.0851,
99.017175,161.34805,169.0931,
99.047675,161.388275,169.13125,
99.063775,161.432625,169.209875,
99.06935,161.48395,169.235575,
99.093525,161.54405,169.282575,
99.101325,161.580575,169.321125,
99.121175,161.622375,169.344,
99.1282,161.683425,169.37475,
99.1438,161.72635,169.45975,
99.1689,161.835025,169.505475,
99.190375,161.8619,169.57205,
99.210425,161.8928,169.609975,
99.24565,161.94615,169.6397,
99.272125,161.973225,169.6784,
99.2894,162.0234,169.714525,
99.315275,162.0901,169.740225,
99.337875,162.16,169.790425,
99.364875,162.21175,169.837675,
99.390075,162.248675,169.871075,
99.399,162.330675,169.91185,
99.421025,162.41745,169.94825,
99.45095,162.4907,169.952975,
99.471575,162.55625,169.985775,
99.477125,162.604375,170.0132,
99.505525,162.65715,170.038825,
99.518775,162.74175,170.044625,
99.530875,162.761875,170.054825,
99.59385,162.825975,170.07355,
99.613975,162.873225,170.09745,
99.631775,162.924575,170.13565,
99.68165,162.970625,170.14165,
99.705225,163.0383,170.185925,
99.7147,163.1858,170.19345,
99.745125,163.243425,170.25235,
99.7497,163.305575,170.2562,
99.784825,163.38415,170.270475,
99.80245,163.42555,170.2767,
99.828275,163.529875,170.33695,
99.84295,163.635875,170.4879,
99.86005,163.682475,170.493475,
99.8746,163.7808,170.53035,
99.920475,163.864125,170.566875,
99.943875,163.970675,170.61,
99.975,164.03065,170.68685,
99.996075,164.0795,170.709425,
100.01915,164.1491,170.84055,
100.0455,164.2214,170.851025,
100.069575,164.294375,170.908,
100.0814,164.35445,170.92695,
100.092175,164.39075,170.947325,
100.09435,164.5012,170.962025,
100.121725,164.540925,170.995675,
100.1477,164.588125,171.006725,
100.18525,164.679575,171.027,
100.206675,164.7368,171.06955,
100.2408,164.8382,171.10875,
100.2455,164.891225,171.142075,
100.24845,164.951325,171.1868,
100.263925,165.02795,171.214625,
100.31515,165.07875,171.327375,
100.3215,165.10575,171.368525,
100.393425,165.156625,171.4005,
100.411,165.180525,171.40595,
100.426825,165.185,171.4235,
100.443875,165.205175,171.460375,
100.489175,165.240925,171.50835,
100.516425,165.25555,171.55725,
100.527375,165.30195,171.5853,
100.5595,165.35615,171.609225,
100.612525,165.38765,171.626225,
100.639475,165.4194,171.635375,
100.659,165.5147,171.7526,
100.699525,165.56025,171.890925,
100.709475,165.5993,171.921975,
100.72265,165.673125,171.958275,
100.752875,165.715075,172.05675,
100.770575,165.77905,172.123375,
100.831525,165.8884,172.208075,
100.85625,165.924375,172.242,
100.894025,165.9706,172.302875,
100.931175,165.9958,172.3207,
100.951875,166.06995,172.369025,
100.98895,166.110025,172.39715,
100.993275,166.19565,172.405775,
101.0339,166.323025,172.41325,
101.041175,166.35085,172.5062,
101.0465,166.4488,172.557825,
101.0979,166.521425,172.5894,
101.147825,166.5556,172.6117,
101.156,166.6649,172.68035,
101.173775,166.761475,172.7011,
101.182875,166.843075,172.7056,
101.194075,166.861,172.797875,
101.199725,166.8884,172.82505,
101.204575,166.927925,172.849675,
101.2844,166.983975,172.87475,
101.29765,167.057525,172.953425,
101.3068,167.1075,172.98035,
101.334375,167.2448,173.0715,
101.3414,167.305975,173.1495,
101.3442,167.37315,173.172325,
101.41975,167.413725,173.1994,
101.43755,167.444975,173.2334,
101.4697,167.505525,173.242325,
101.474425,167.536925,173.26365,
101.518075,167.5661,173.2826,
101.526525,167.69645,173.284825,
101.55135,167.800525,173.30895,
101.56275,167.864275,173.3395,
101.5869,167.924225,173.361975,
101.61285,167.95335,173.390375,
101.61625,167.99085,173.504475,
101.620625,168.093575,173.534375,
101.649225,168.14855,173.5365,
101.66915,168.156575,173.5802,
101.700475,168.17445,173.66635,
101.762725,168.2247,173.69175,
101.770125,168.27885,173.7438,
101.8022,168.334625,173.775075,
101.8154,168.373225,173.796375,
101.85605,168.40855,173.85615,
101.88235,168.4344,173.892,
101.9074,168.452025,173.974725,
101.925825,168.496025,174.0166,
101.9546,168.558525,174.11665,
101.962525,168.58755,174.202625,
101.99805,168.612375,174.227675,
102.01185,168.652725,174.271175,
102.03285,168.7007,174.301625,
102.0591,168.725225,174.3719,
102.09105,168.746775,174.397775,
102.123775,168.768675,174.4642,
102.154075,168.800225,174.489525,
102.223775,168.8456,174.5966,
102.256025,168.919925,174.6345,
102.279,168.9684,174.637275,
102.3023,168.989975,174.6428,
102.31035,169.01,174.70765,
102.3414,169.05625,174.74565,
102.3537,169.1034,174.81845,
102.374825,169.14435,174.845525,
102.408925,169.189325,174.882175,
102.428375,169.2967,174.955975,
102.45735,169.3228,175.051625,
102.49545,169.372925,175.09185,
102.5483,169.431225,175.144575,
102.5697,169.4689,175.1656,
102.5921,169.498625,175.1724,
102.63665,169.5462,175.215775,
102.65695,169.635625,175.2612,
102.666675,169.709575,175.290075,
102.6786,169.79645,175.313325,
102.700875,169.85235,175.341975,
102.721825,169.98345,175.522725,
102.741125,170.03685,175.566325,
102.756075,170.075475,175.59565,
102.77245,170.155025,175.648775,
102.8025,170.2031,175.685175,
102.8064,170.2677,175.787975,
102.83565,170.3327,175.843675,
102.8401,170.3987,175.9116,
102.861925,170.4436,175.933625,
102.889975,170.4866,175.963425,
102.927975,170.516525,175.98125,
102.956775,170.5566,176.005025,
102.9758,170.606975,176.072575,
102.988325,170.6409,176.07735,
102.99345,170.665375,176.084225,
103.0252,170.6921,176.135825,
103.0406,170.71575,176.1527,
103.062825,170.7575,176.2192,
103.082875,170.77845,176.22415,
103.12175,170.8191,176.265775,
103.131275,170.8541,176.313725,
103.15485,170.901825,176.314825,
103.164425,170.932825,176.349775,
103.1915,170.979275,176.3591,
103.2193,171.065375,176.363225,
103.2438,171.09245,176.41735,
103.2731,171.168775,176.456975,
103.306575,171.2407,176.54165,
103.328575,171.29795,176.618075,
103.362275,171.3249,176.6477,
103.366725,171.386575,176.6925,
103.41575,171.417875,176.734225,
103.430925,171.463875,176.798525,
103.475725,171.54465,176.89795,
103.506925,171.69295,177.0067,
103.5382,171.72205,177.04625,
103.590725,171.744575,177.132375,
103.608725,171.7635,177.168125,
103.6331,171.877175,177.21005,
103.6657,171.94105,177.2435,
103.694275,171.956425,177.274925,
103.754625,171.9856,177.317775,
103.803025,172.0058,177.3532,
103.8095,172.040775,177.42985,
103.812125,172.0704,177.4763,
103.854325,172.1124,177.537,
103.898,172.14865,177.587525,
103.9099,172.171625,177.6297,
103.942,172.21165,177.664275,
103.9666,172.24305,177.716575,
104.028975,172.3458,177.748725,
104.072675,172.388725,177.769425,
104.08225,172.435125,177.788375,
104.120625,172.469175,177.829575,
104.142125,172.4783,177.85175,
104.144525,172.493025,177.859925,
104.159775,172.504925,177.879575,
104.1716,172.628025,178.023425,
104.208525,172.6359,178.061225,
104.233525,172.642,178.12005,
104.269075,172.648925,178.151725,
104.278675,172.655375,178.182975,
104.2941,172.662375,178.214925,
104.314275,172.677475,178.269925,
104.330975,172.68695,178.3141,
104.344175,172.71025,178.39385,
104.3759,172.761925,178.431375,
104.3881,172.771925,178.46045,
104.4116,172.7849,178.473175,
104.440225,172.792275,178.54725,
104.46815,172.80605,178.639925,
104.493525,172.823025,178.67125,
104.506225,172.841725,178.7079,
104.525225,172.8785,178.745,
104.543475,172.90805,178.7879,
104.57095,172.931525,178.811525,
104.574375,172.9725,178.848125,
104.6061,172.985675,178.881025,
104.628625,172.9963,178.91465,
104.6567,173.007,178.928425,
104.68115,173.02685,178.9402,
104.704525,173.046125,179.032275,
104.7419,173.074625,179.064875,
104.77635,173.1074,179.15055,
104.8111,173.129475,179.185525,
104.8854,173.206875,179.220675,
104.9254,173.244675,179.35845,
104.94975,173.268375,179.37445,
104.960725,173.290425,179.406525,
104.971275,173.3213,179.4233,
104.9943,173.392675,179.4409,
105.0239,173.418975,179.484075,
105.051175,173.475975,179.4885,
105.05995,173.510925,179.504425,
105.0793,173.5199,179.52405,
105.10285,173.577625,179.604175,
105.11815,173.62215,179.6429,
105.145375,173.66195,179.678225,
105.1594,173.771075,179.7187,
105.17545,173.8007,179.762525,
105.18515,173.865225,179.786825,
105.19475,173.9202,179.814225,
105.224775,173.991375,179.8619,
105.25175,174.050525,179.9369,
105.31445,174.133725,179.938025,
105.32535,174.166825,179.9818,
105.3462,174.241,180.03935,
105.35425,174.29165,180.08345,
105.383575,174.308225,180.1201,
105.396825,174.323,180.133075,
105.402175,174.33795,180.1663,
105.414875,174.358375,180.2376,
105.4431,174.377875,180.277,
105.470675,174.407375,180.31065,
105.492325,174.4321,180.32845,
105.534,174.44995,180.3586,
105.553025,174.47395,180.4065,
105.593575,174.492175,180.475825,
105.648575,174.519525,180.563825,
105.6587,174.532925,180.608075,
105.673275,174.548025,180.617475,
105.695575,174.566425,180.67175,
105.729525,174.589125,180.710625,
105.7466,174.61025,180.84185,
105.756875,174.63315,180.87895,
105.7787,174.6979,180.8867,
105.793075,174.758875,180.9101,
105.79815,174.847725,180.949575,
105.846075,174.87165,180.9586,
105.872475,174.899025,181.004275,
105.892525,174.915425,181.019475,
105.911925,174.941425,181.048175,
105.942425,174.963225,181.08445,
105.962775,174.998925,181.113425,
105.997425,175.0318,181.148675,
106.02715,175.07715,181.2014,
106.04065,175.1237,181.275425,
106.05995,175.149325,181.302675,
106.086625,175.175475,181.345725,
106.1081,175.1897,181.4258,
106.1309,175.2128,181.506775,
106.154075,175.22055,181.54495,
106.181925,175.245725,181.57925,
106.202725,175.29365,181.630525,
106.21985,175.387575,181.6376,
106.226925,175.4003,181.720975,
106.242675,175.412225,181.75625,
106.283425,175.42865,181.795525,
106.29545,175.438175,181.810225,
106.319025,175.452475,181.8913,
106.34975,175.470425,181.920325,
106.449375,175.4988,181.950175,
106.476025,175.525675,181.9737,
106.525025,175.671,182.04035,
106.540225,175.69095,182.107625,
106.56755,175.7006,182.184025,
106.6234,175.715825,182.2216,
106.63535,175.7271,182.246975,
106.6552,175.7535,182.272775,
106.68335,175.85235,182.28595,
106.73695,175.870175,182.291,
106.785575,175.87955,182.302175,
106.795025,175.8892,182.305225,
106.8089,175.901575,182.38215,
106.850275,175.922425,182.41135,
106.884825,175.94695,182.4376,
106.90005,175.97455,182.45225,
106.917925,175.99325,182.46335,
106.935175,176.036725,182.4986,
106.96775,176.068425,182.534775,
106.975075,176.1559,182.565925,
107.01915,176.18585,182.5699,
107.039675,176.208575,182.603475,
107.06055,176.251675,182.71045,
107.106625,176.390625,182.720875,
107.110475,176.446575,182.814025,
107.140975,176.506725,182.835425,
107.173525,176.533775,182.839425,
107.213125,176.577975,182.879925,
107.23795,176.626525,182.9016,
107.285025,176.669375,182.958425,
107.2903,176.749475,182.98095,
107.317875,176.848625,183.01015,
107.3491,176.916475,183.087475,
107.42485,177.024375,183.17585,
107.4457,177.0726,183.258,
107.488375,177.12785,183.2826,
107.520975,177.1774,183.37845,
107.542225,177.2281,183.418375,
107.58255,177.30255,183.4328,
107.598225,177.340125,183.491425,
107.6404,177.396275,183.565625,
107.6629,177.505525,183.608475,
107.694125,177.5177,183.642175,
107.71305,177.570925,183.6898,
107.753125,177.616375,183.740775,
107.7625,177.709475,183.789,
107.780875,177.811075,183.8195,
107.81205,177.85055,183.82705,
107.84535,177.884775,183.8477,
107.863075,177.90595,183.8914,
107.9121,177.952725,183.937575,
107.93515,177.988225,183.956775,
107.937875,178.0596,184.0039,
107.983925,178.1528,184.0298,
107.99005,178.226075,184.076825,
108.0168,178.572675,184.121175,
108.045975,178.684225,184.203275,
108.123575,178.7105,184.2349,
108.137,178.732325,184.322125,
108.178925,178.8709,184.33245,
108.208425,178.89545,184.370475,
108.225475,178.907925,184.41885,
108.2486,178.920175,184.45335,
108.2844,178.929425,184.4624,
108.326775,178.944225,184.489675,
108.335325,178.9579,184.524475,
108.393975,179.00865,184.549625,
108.40995,179.04175,184.581475,
108.43845,179.072425,184.63385,
108.45235,179.126375,184.65135,
108.47865,179.268275,184.667475,
108.506325,179.3027,184.7063,
108.524075,179.3557,184.788925,
108.5481,179.409525,184.89165,
108.569675,179.473225,184.893225,
108.60395,179.49845,184.9153,
108.63955,179.55875,184.926475,
108.6682,179.56255,184.966325,
108.698425,179.653225,184.993725,
108.767775,179.69905,185.03285,
108.78025,179.7467,185.0801,
108.82855,179.8018,185.1036,
108.868425,179.833325,185.121225,
108.89665,179.911725,185.184325,
108.911125,180.088525,185.228375,
108.926275,180.181975,185.28835,
108.9527,180.290575,185.33405,
109.0173,180.3534,185.364475,
109.03835,180.383775,185.376725,
109.048425,180.620025,185.404825,
109.086325,180.67645,185.442925,
109.10335,180.8317,185.542325,
109.1346,181.04535,185.575125,
109.196775,181.061825,185.645325,
109.213975,181.105375,185.65215,
109.2188,181.173575,185.6978,
109.27005,181.3096,185.6997,
109.3051,181.331275,185.79135,
109.32735,181.39235,185.81,
109.355425,181.515425,185.830075,
109.389475,181.683975,185.84955,
109.422725,182.015975,185.8843,
109.427025,182.03445,185.921975,
109.549825,182.05825,185.99145,
109.568125,182.0664,186.09555,
109.59065,182.074725,186.13725,
109.65975,182.098925,186.17135,
109.68395,182.190025,186.296775,
109.768475,182.2337,186.372075,
109.8094,182.439,186.377925,
109.827025,182.501975,186.46755,
109.921,182.61075,186.495075,
109.9467,182.639175,186.497725,
109.982,182.741075,186.5389,
110.0217,182.812175,186.54925,
110.044075,182.833925,186.56635,
110.054,183.008025,186.594275,
110.104625,183.09165,186.636725,
110.135,183.1421,186.676225,
110.16055,183.1687,186.683575,
110.17065,183.2065,186.721475,
110.24795,183.251575,186.762075,
110.254475,183.32355,186.804025,
110.2755,183.406875,186.80655,
110.304475,183.4599,186.8968,
110.32515,183.51955,186.9267,
110.38405,183.54875,186.99985,
110.416575,183.579225,187.08535,
110.425475,183.628125,187.2747,
110.475375,183.704975,187.344825,
110.508225,183.8004,187.40115,
110.54355,183.875825,187.430925,
110.575275,183.920775,187.46025,
110.60775,183.9695,187.51405,
110.6288,184.066775,187.562,
110.654125,184.109575,187.634375,
110.7337,184.1577,187.680975,
110.7614,184.219275,187.718425,
110.7821,184.305525,187.7603,
110.80175,184.375075,187.910675,
110.8366,184.41115,187.915525,
110.845075,184.46705,187.959875,
110.8658,184.49765,188.005375,
110.895375,184.587275,188.021125,
110.908925,184.6608,188.0476,
110.9453,184.678775,188.074225,
110.950475,184.744,188.096325,
110.972025,184.82865,188.121775,
111.012775,184.894525,188.153775,
111.0366,184.96185,188.2295,
111.051025,185.051275,188.2695,
111.078775,185.128775,188.29865,
111.08395,185.1939,188.34805,
111.1837,185.23625,188.383825,
111.216025,185.389125,188.417575,
111.23345,185.44005,188.446025,
111.248125,185.459125,188.502675,
111.28745,185.5723,188.611425,
111.339175,185.5863,188.733,
111.3507,185.599275,188.806,
111.385125,185.621325,188.82405,
111.401975,185.6359,188.918675,
111.4298,185.65475,189.019325,
111.4595,185.67315,189.05525,
111.50205,185.70645,189.09805,
111.541125,185.725525,189.13725,
111.594375,185.9075,189.20145,
111.6248,185.9208,189.246325,
111.6751,185.9327,189.30735,
111.75265,185.94635,189.352075,
111.78425,185.97265,189.353125,
111.8095,185.99005,189.37395,
111.819225,186.013125,189.38295,
111.847575,186.13835,189.446025,
111.883775,186.1464,189.47515,
111.92165,186.153625,189.5175,
111.94165,186.1591,189.546775,
111.97175,186.16455,189.653525,
111.9962,186.17485,189.699725,
112.019275,186.20015,189.711625,
112.076625,186.222875,189.725875,
112.086125,186.24955,189.731,
112.10965,186.310875,189.757225,
112.1468,186.332825,189.794525,
112.168225,186.346025,189.83325,
112.227425,186.35565,189.869575,
112.272875,186.36725,189.9339,
112.28735,186.38625,189.99015,
112.292375,186.411375,190.104825,
112.306175,186.428925,190.13855,
112.351225,186.44445,190.151325,
112.37515,186.4715,190.168075,
112.397025,186.5099,190.25695,
112.428175,186.5429,190.297325,
112.45285,186.55815,190.337275,
112.468925,186.57205,190.434875,
112.526325,186.62335,190.454775,
112.550675,186.639075,190.464875,
112.559475,186.686925,190.471575,
112.6132,186.707725,190.516925,
112.6251,186.7444,190.54385,
112.64935,186.768,190.57485,
112.668525,186.816075,190.6491,
112.693025,186.842575,190.6799,
112.7243,186.871275,190.702575,
112.739575,186.895175,190.721725,
112.770925,186.9159,190.746675,
112.794375,186.929575,190.791725,
112.819025,186.950325,190.82265,
112.854,186.97,190.98175,
112.8764,186.98735,190.988325,
112.89305,187.00155,191.0127,
112.925525,187.0339,191.046225,
112.94295,187.06765,191.0772,
112.98775,187.08275,191.133425,
113.024025,187.1086,191.193,
113.0413,187.1251,191.26135,
113.0648,187.1488,191.2816,
113.107925,187.169475,191.29975,
113.144675,187.23565,191.3278,
113.150125,187.27655,191.34515,
113.1826,187.2982,191.357825,
113.215275,187.357425,191.420375,
113.22045,187.47895,191.452475,
113.243625,187.506975,191.474525,
113.2716,187.51945,191.498525,
113.3197,187.5289,191.550725,
113.34075,187.5395,191.610325,
113.36125,187.55295,191.66065,
113.41505,187.5689,191.686625,
113.4954,187.619525,191.701875,
113.521475,187.662325,191.789025,
113.566475,187.689375,191.81955,
113.578675,187.71545,191.8591,
113.59375,187.787,191.882425,
113.6034,187.8282,191.93245,
113.62875,187.868525,191.960675,
113.68625,187.917625,191.9872,
113.712075,187.95285,192.0017,
113.74335,187.988,192.009125,
113.787875,188.04425,192.03715,
113.8216,188.0914,192.039025,
113.86895,188.118575,192.058,
113.883925,188.14135,192.064225,
113.932225,188.192025,192.12235,
113.96845,188.22495,192.15165,
113.990525,188.267925,192.15955,
114.006525,188.3123,192.185175,
114.0437,188.36425,192.220775,
114.09495,188.3817,192.253575,
114.123225,188.4222,192.29015,
114.1781,188.44975,192.348675,
114.2052,188.5523,192.419725,
114.2198,188.57695,192.433025,
114.247725,188.62575,192.464725,
114.2623,188.651375,192.590325,
114.3256,188.68885,192.5935,
114.337,188.715525,192.6986,
114.34785,188.7433,192.722325,
114.392175,188.791375,192.753125,
114.438825,188.819225,192.780275,
114.469,188.866825,192.9524,
114.50685,188.941325,192.993025,
114.5833,188.96505,193.0357,
114.5941,189.023375,193.074225,
114.61295,189.079125,193.1101,
114.64775,189.09335,193.125425,
114.6595,189.101425,193.14795,
114.740275,189.11735,193.1592,
114.769325,189.13255,193.167975,
114.7975,189.153825,193.2022,
114.82665,189.1829,193.24215,
114.846325,189.23435,193.3213,
114.85805,189.276475,193.356575,
114.915775,189.313175,193.393775,
114.93075,189.3871,193.41835,
114.950875,189.4157,193.450125,
114.9937,189.450275,193.5331,
115.011825,189.553425,193.5615,
115.04195,189.582175,193.63325,
115.0487,189.6427,193.72285,
115.066275,189.668075,193.7468,
115.074275,189.722675,193.78785,
115.11455,189.766025,193.814575,
115.189125,189.79195,193.83305,
115.23145,189.8441,193.851075,
115.2348,189.875025,193.906525,
115.241925,189.991325,193.9431,
115.2826,190.0381,193.97085,
115.321275,190.067975,194.0051,
115.33565,190.108975,194.0652,
115.344525,190.176,194.098075,
115.4084,190.2027,194.117525,
115.4198,190.22715,194.15835,
115.426775,190.26575,194.204125,
115.4797,190.294125,194.242425,
115.481275,190.3243,194.248125,
115.4943,190.344175,194.28185,
115.50595,190.375075,194.341575,
115.5329,190.4071,194.37785,
115.53685,190.533225,194.39905,
115.57855,190.647575,194.4342,
115.597475,190.713275,194.535675,
115.647625,190.726825,194.552625,
115.661475,190.781075,194.566725,
115.681375,190.8403,194.607675,
115.710675,190.919925,194.6309,
115.749575,190.9541,194.67915,
115.774125,191.01125,194.699375,
115.78455,191.12375,194.716375,
115.8159,191.1492,194.741375,
115.84415,191.161875,194.784075,
115.874875,191.3123,194.948525,
115.882075,191.335525,194.98815,
115.904225,191.35605,194.99705,
115.94015,191.568025,195.020925,
115.967,191.5999,195.08695,
115.9947,191.626875,195.154375,
116.044,191.648175,195.165875,
116.068675,191.669375,195.196625,
116.098425,191.72475,195.31045,
116.14845,191.752,195.3434,
116.191975,191.765,195.379175,
116.197575,191.772475,195.382675,
116.219675,191.780225,195.418,
116.24495,191.80065,195.45715,
116.2778,191.8657,195.4921,
116.3188,191.890225,195.545025,
116.343875,191.915325,195.578875,
116.368625,191.943475,195.60905,
116.397425,191.98355,195.634575,
116.417975,192.02775,195.670225,
116.4393,192.078525,195.67765,
116.50775,192.171,195.714325,
116.53375,192.229325,195.795025,
116.56375,192.29125,195.852225,
116.573975,192.384675,195.8851,
116.5923,192.428475,195.960425,
116.606525,192.453,196.007675,
116.63375,192.6595,196.03745,
116.646075,192.6921,196.226125,
116.65865,192.775825,196.264225,
116.683175,192.85945,196.294425,
116.704725,192.935875,196.354475,
116.73355,193.00175,196.389225,
116.761225,193.023225,196.41975,
116.8001,193.065075,196.459175,
116.827975,193.11795,196.518375,
116.854525,193.22335,196.538475,
116.875975,193.362175,196.618725,
116.88345,193.4306,196.722525,
116.89945,193.476875,196.73125,
116.929225,193.589925,196.750825,
116.966075,193.624375,196.809025,
116.9954,193.7104,196.848,
117.028975,193.7822,196.88725,
117.035275,193.79925,196.95585,
117.06635,193.817625,196.9721,
117.081325,193.90855,196.9787,
117.085675,193.934375,197.040125,
117.1261,194.0684,197.110825,
117.1995,194.1748,197.1413,
117.20775,194.257,197.1727,
117.24335,194.295075,197.20145,
117.259675,194.3711,197.24635,
117.2871,194.4373,197.28405,
117.31245,194.447425,197.36755,
117.355025,194.4662,197.3688,
117.3897,194.502625,197.402425,
117.3982,194.5264,197.490075,
117.4303,194.572575,197.510075,
117.454625,194.6126,197.56845,
117.482325,194.677275,197.69295,
117.51115,194.704725,197.768575,
117.56935,194.7358,197.863675,
117.58515,194.83985,197.902675,
117.6386,194.8907,197.939025,
117.668225,194.920125,198.0465,
117.680575,194.9471,198.072925,
117.72565,195.02895,198.0848,
117.75545,195.040025,198.0947,
117.760575,195.23015,198.11795,
117.7906,195.24425,198.217125,
117.81685,195.2571,198.2202,
117.839575,195.28035,198.22845,
117.867075,195.3158,198.256425,
117.896925,195.355425,198.325775,
117.931875,195.38915,198.373925,
117.9571,195.4855,198.39045,
118.00295,195.6206,198.459975,
118.0308,195.6556,198.47715,
118.0494,195.689175,198.504175,
118.086575,195.71045,198.541625,
118.10325,195.831075,198.577275,
118.1229,195.886525,198.641225,
118.158625,195.924375,198.67555,
118.178925,196.04815,198.680675,
118.19645,196.0976,198.725,
118.2205,196.145225,198.783275,
118.231675,196.224975,198.808275,
118.25395,196.326575,198.850475,
118.2727,196.4455,198.8628,
118.290075,196.497475,198.913725,
118.307825,196.58085,198.9688,
118.3478,196.606525,199.09705,
118.442375,196.6342,199.1031,
118.46035,196.6773,199.141375,
118.4884,196.732725,199.1568,
118.51835,196.776275,199.1805,
118.546225,196.8268,199.203275,
118.5664,197.008575,199.2263,
118.587975,197.0781,199.255325,
118.60195,197.097275,199.3684,
118.62655,197.129975,199.37355,
118.65545,197.1698,199.404175,
118.680375,197.19195,199.448075,
118.722,197.217875,199.480725,
118.7376,197.2444,199.517425,
118.823475,197.26895,199.572725,
118.864625,197.3322,199.6008,
118.8934,197.36615,199.62015,
118.89755,197.3863,199.656125,
118.908475,197.42185,199.6797,
118.91985,197.506825,199.68215,
118.9515,197.5758,199.705275,
118.982,197.611,199.7803,
119.004575,197.637175,199.81195,
119.0197,197.675825,199.8404,
119.059075,197.726625,199.851275,
119.07285,197.889125,199.8783,
119.0875,197.905,199.972975,
119.12885,197.920675,200.000075,
119.154575,197.9346,200.0072,
119.15995,197.993325,200.0257,
119.1734,198.164275,200.0381,
119.1992,198.1915,200.05995,
119.228975,198.247375,200.077325,
119.253675,198.298475,200.141875,
119.27375,198.349,200.201325,
119.300275,198.382425,200.241175,
119.3118,198.40865,200.304625,
119.35255,198.4323,200.3254,
119.375775,198.448225,200.3634,
119.381425,198.47365,200.468975,
119.4118,198.5554,200.54705,
119.41635,198.58465,200.565375,
119.4431,198.598375,200.614475,
119.4915,198.61505,200.66835,
119.5065,198.62255,200.691675,
119.56425,198.63795,200.7287,
119.5934,198.65685,200.747775,
119.6232,198.7059,200.815625,
119.6495,198.824525,200.842725,
119.67565,198.838825,200.874425,
119.69755,198.848825,200.91765,
119.709375,198.88425,200.955675,
119.72585,198.919125,201.00595,
119.743225,198.959675,201.01325,
119.783075,198.970075,201.0323,
119.806,198.98285,201.062825,
119.8699,199.0443,201.07335,
119.873775,199.070475,201.122525,
119.89615,199.08455,201.154225,
119.901975,199.092425,201.16785,
119.9134,199.0998,201.2004,
119.95425,199.107975,201.23775,
119.96715,199.11925,201.2772,
119.980875,199.143575,201.307575,
120.004125,199.175375,201.333675,
120.020525,199.264225,201.36345,
120.033,199.293725,201.37135,
120.05045,199.311325,201.3894,
120.076075,199.3301,201.430625,
120.1072,199.35125,201.440475,
120.115275,199.364525,201.4633,
120.16195,199.38215,201.49835,
120.18245,199.40945,201.64105,
120.202975,199.438575,201.692775,
120.207325,199.46525,201.733575,
120.21455,199.488075,201.742475,
120.22015,199.527275,201.800225,
120.2671,199.580925,201.837075,
120.281175,199.6841,201.87125,
120.2843,199.72205,201.900175,
120.309875,199.7556,201.937625,
120.32275,199.79745,202.0059,
120.34225,199.832275,202.0483,
120.383725,199.9154,202.063675,
120.397025,199.97635,202.11395,
120.434975,199.986225,202.1183,
120.457575,199.99635,202.177075,
120.48435,200.012825,202.29285,
120.505875,200.02855,202.3104,
120.5308,200.0585,202.31745,
120.563175,200.0704,202.364375,
120.5774,200.116725,202.3744,
120.60165,200.1597,202.4004,
120.611025,200.217225,202.4759,
120.637625,200.239075,202.488175,
120.647175,200.2765,202.506,
120.6655,200.33045,202.5306,
120.71025,200.37635,202.57795,
120.7477,200.45425,202.61095,
120.797225,200.490825,202.654625,
120.8072,200.5682,202.6886,
120.81525,200.6438,202.7547,
120.8315,200.7146,202.773475,
120.86475,200.74275,202.7907,
120.903525,200.798225,202.8173,
120.911725,200.85475,202.887375,
120.9311,200.8826,202.890525,
120.956075,201.020125,202.894375,
120.9697,201.0837,202.895725,
