SPK_SPKC01a (no effect),SPK_SPKC09a (no effect),SPK_SPKC09b (no effect),SPK_SPKC12a (excited)
18.02405,30.6962,33.90685,107.11065
18.060175,30.7402,33.981425,107.640575
18.081625,30.7933,34.0146,107.812275
18.095975,30.83255,34.032975,107.8261
18.106325,30.8783,34.087425,107.9123
18.14995,30.90855,34.100475,108.04035
18.18995,30.936875,34.1382,108.123775
18.232475,30.973975,34.18365,108.375425
18.2455,31.0463,34.223675,108.438675
18.269425,31.08995,34.32115,108.5483
18.286775,31.103325,34.3269,108.56995
18.29455,31.115,34.3756,108.767975
18.316975,31.129275,34.415725,108.91135
18.35165,31.140425,34.4615,109.0866
18.384175,31.152075,34.494375,109.327525
18.405475,31.16285,34.537725,109.65995
18.41205,31.177425,34.692675,109.735875
18.441625,31.204675,34.7161,110.416825
18.466,31.223875,34.7703,110.543775
18.497975,31.240125,34.905475,110.733925
18.5643,31.257175,34.9428,110.90915
18.5769,31.27085,34.9795,110.95065
18.5997,31.3082,35.0074,111.202625
18.623725,31.330025,35.03935,111.78445
18.648775,31.39115,35.083775,112.2277
18.673175,31.426675,35.12525,112.287525
18.702625,31.453925,35.22605,112.306425
18.734225,31.50365,35.229675,112.4531
18.743425,31.541575,35.23565,112.625325
18.7964,31.57605,35.259375,112.854275
18.820525,31.59,35.270325,112.8766
18.850075,31.61195,35.364825,112.893275
18.86855,31.68065,35.3969,113.41525
18.9144,31.718975,35.4697,113.62895
19.008,31.7827,35.51475,114.09515
19.01225,31.8034,35.5952,114.24795
19.014925,31.82195,35.62855,114.262575
19.0371,31.847,35.66075,114.337225
19.067575,31.878275,35.6856,114.5943
19.094875,31.897175,35.69105,114.64795
19.12135,31.924175,35.782,114.951075
19.164225,31.959175,35.80655,115.231625
19.18195,31.99685,35.82125,115.2828
19.201225,32.052425,35.890475,115.419975
19.21725,32.083225,35.91725,115.7109
19.22705,32.097375,36.013575,115.720175
19.25175,32.15305,36.0453,115.9949
19.2778,32.17485,36.0849,116.01135
19.291575,32.197,36.228,116.068925
19.304975,32.226225,36.289375,116.14865
19.333625,32.2571,36.31615,116.245175
19.35635,32.29565,36.38485,116.289025
19.3885,32.314125,36.43735,116.63395
19.448275,32.3938,36.474625,116.883725
19.481525,32.44315,36.504625,117.066525
19.507675,32.4952,36.535375,117.199675
19.537625,32.532075,36.6194,117.2873
19.579125,32.55615,36.650675,117.31275
19.621875,32.568675,36.653175,117.355225
19.6404,32.6438,36.726375,117.482525
19.664125,32.69245,36.75515,117.54435
19.667975,32.736675,36.81795,117.668425
19.70775,32.84105,36.871325,117.8673
19.727025,32.88115,36.924825,118.2729
19.737575,32.953575,36.9262,118.2903
19.75425,32.9744,37.027875,118.62675
19.773,32.994925,37.15615,118.72225
19.79345,33.0382,37.18935,118.893625
19.85055,33.256475,37.239475,118.897825
19.878125,33.289825,37.2809,118.90865
19.8963,33.32175,37.353975,119.03345
19.922875,33.3608,37.398075,119.323525
19.932675,33.415525,37.482825,119.35275
19.936875,33.454675,37.4896,119.623475
19.956125,33.6194,37.496225,119.675925
19.971975,33.6311,37.51855,119.967375
20.0093,33.64135,37.564475,120.00435
20.0297,33.709325,37.594725,120.1155
20.053525,33.73675,37.7586,120.214775
20.078375,33.836825,37.785275,120.267325
20.091675,33.858625,37.81745,120.3972
20.09755,33.893675,37.84465,120.4578
20.104025,33.920725,37.874625,120.563425
20.137325,33.958425,37.934425,120.7974
20.1726,33.993025,37.940225,120.86585
20.21375,34.0687,37.950975,121.092625
20.24015,34.1115,38.0078,121.356225
20.2751,34.176025,38.02055,121.371375
20.2903,34.228975,38.061575,121.387675
20.32565,34.30605,38.150025,121.66445
20.3436,34.372225,38.1541,121.776975
20.4023,34.414325,38.18715,122.01545
20.450975,34.4592,38.239775,122.06605
20.4576,34.4892,38.2751,122.26305
20.4997,34.506375,38.28145,122.2951
20.528,34.53015,38.319625,122.604075
20.550825,34.57135,38.33525,122.91295
20.633475,34.60465,38.359075,123.262875
20.6453,34.652,38.360775,123.373
20.65205,34.6778,38.3882,123.397375
20.67895,34.7612,38.459925,123.450025
20.723225,34.7682,38.50405,123.527925
20.739975,34.8168,38.539025,123.6042
20.753375,34.86705,38.551525,123.661525
20.77825,34.92155,38.624975,123.69405
20.8221,35.058725,38.65985,123.96825
20.832975,35.07365,38.6818,124.090825
20.894225,35.110075,38.726825,124.274125
20.92395,35.1634,38.7368,124.4148
20.967375,35.217975,38.75485,124.54405
20.98745,35.292725,38.79395,124.647275
21.00385,35.33645,38.82765,124.7747
21.05215,35.37165,38.829125,124.892175
21.086325,35.448475,38.871675,125.058175
21.1142,35.500725,38.88555,125.12475
21.1273,35.558425,38.906175,125.45785
21.1375,35.6213,38.97415,125.464675
21.192475,35.65455,38.976,125.679875
21.20665,35.744125,39.090775,125.781975
21.224825,35.845275,39.165625,125.8512
21.25365,35.872125,39.204025,125.965775
21.273075,36.02585,39.26415,126.409975
21.30155,36.059675,39.317425,126.48525
21.339325,36.08715,39.353625,126.637725
21.3874,36.125675,39.355125,126.6492
21.41235,36.16755,39.42945,126.673175
21.44205,36.24085,39.458275,126.6954
21.470325,36.295825,39.482125,126.96385
21.5107,36.3355,39.494725,127.10905
21.525025,36.363075,39.5692,127.139875
21.534025,36.43055,39.6828,127.213775
21.5625,36.46665,39.717625,127.269775
21.56695,36.540425,39.776325,127.352875
21.644925,36.5697,39.806075,127.58795
21.657175,36.59725,39.9038,127.917925
21.69575,36.637275,39.9341,127.944375
21.709425,36.6868,39.96465,128.064675
21.7418,36.799525,39.9662,128.361925
21.7675,36.87615,40.0234,128.39905
21.771975,36.90475,40.062875,128.448375
21.79265,36.9856,40.092475,128.550775
21.82235,37.056225,40.162425,128.70275
21.848925,37.113075,40.1714,128.95735
21.876525,37.200725,40.187,129.327675
21.961725,37.235775,40.23105,129.5499
21.996875,37.3585,40.2689,129.57715
22.012575,37.3823,40.3435,129.60395
22.02255,37.41115,40.3621,129.671
22.03355,37.42905,40.381525,129.76525
22.06595,37.46015,40.441925,129.8571
22.071875,37.4805,40.520625,129.88145
22.107425,37.5084,40.56935,129.959225
22.111575,37.546275,40.601175,130.06695
22.14275,37.570125,40.650125,130.19305
22.163025,37.589175,40.683625,130.285225
22.181175,37.640025,40.703025,130.3146
22.2521,37.894375,40.74745,130.36185
22.268275,37.9059,40.806975,130.374025
22.30105,37.917975,40.8163,130.378075
22.32365,37.926825,40.852625,130.4201
22.338475,37.9453,40.85835,130.574025
22.3872,37.9602,40.8987,130.6002
22.431375,37.971375,40.981675,130.663675
22.468425,37.989625,41.005425,130.693325
22.48745,38.013075,41.04955,130.763275
22.493075,38.04235,41.1092,130.789575
22.508225,38.123625,41.156875,131.399975
22.515725,38.15805,41.162425,131.537525
22.524475,38.199575,41.191325,131.727775
22.5486,38.243175,41.2034,132.03725
22.570875,38.2612,41.261225,132.0566
22.578575,38.2875,41.356825,132.141425
22.594625,38.3148,41.3851,132.16315
22.630775,38.337525,41.4777,132.217425
22.6496,38.3945,41.653225,132.516925
22.679,38.404325,41.693275,132.529025
22.68785,38.427225,41.755575,132.714425
22.71945,38.469725,41.8083,132.88115
22.7671,38.4934,41.84655,133.265825
22.818975,38.53555,41.938825,133.361075
22.8587,38.560475,41.9436,133.853525
22.89665,38.5807,41.973425,134.59475
22.930425,38.615425,42.0107,134.71935
22.95695,38.6446,42.027375,134.86515
22.99845,38.739075,42.20865,134.95165
23.03105,38.78125,42.22565,134.97645
23.0749,38.796575,42.3576,135.06165
23.10885,38.831775,42.374175,135.0753
23.123925,38.859675,42.420675,135.4792
23.13445,38.8792,42.459225,135.715
23.144375,38.954925,42.5924,135.81815
23.152925,38.994325,42.639375,135.911125
23.16655,39.04345,42.646275,136.36195
23.195725,39.0667,42.6704,136.434425
23.225375,39.09905,42.71745,136.461
23.231625,39.126775,42.80395,136.71265
23.27645,39.1597,42.839425,136.8914
23.319875,39.220575,42.86715,136.93445
23.32515,39.301425,42.8715,137.18305
23.359225,39.330325,42.90895,137.224925
23.43065,39.37155,43.033875,137.431
23.465325,39.40355,43.06695,137.534625
23.49405,39.424075,43.114975,137.5522
23.522225,39.44045,43.19485,137.6514
23.5393,39.46985,43.2166,138.00745
23.591775,39.4985,43.24645,138.142175
23.61105,39.5169,43.2749,138.449425
23.6475,39.539125,43.2845,138.4849
23.67965,39.584325,43.320175,139.120175
23.699725,39.6208,43.33025,139.4661
23.71245,39.653225,43.3562,139.5562
23.71585,39.719675,43.401975,140.04555
23.73395,39.7486,43.504,140.15175
23.750275,39.79255,43.60595,140.6285
23.77785,39.835975,43.639525,140.687775
23.788225,39.902725,43.6901,140.96525
23.80775,39.92895,43.712525,141.147075
23.82585,40.0306,43.77,141.37115
23.8519,40.044275,43.818175,141.5785
23.857525,40.059275,43.89275,141.72995
23.894825,40.078325,43.925775,141.763275
23.9087,40.11055,44.066375,142.12445
23.930625,40.168375,44.093625,142.147025
23.94815,40.21185,44.115075,142.354875
23.955025,40.2573,44.125025,142.50695
23.9961,40.273725,44.1461,142.544225
24.07935,40.293575,44.187975,142.579675
24.09305,40.335675,44.2364,142.80285
24.097075,40.3607,44.277025,142.942975
24.116025,40.387425,44.303675,142.968725
24.1475,40.40935,44.342825,142.999
24.1632,40.459475,44.447,143.027475
24.1816,40.486825,44.477075,143.3282
24.22585,40.513925,44.547325,143.559075
24.24035,40.55805,44.57085,143.6164
24.265,40.584325,44.65675,143.7226
24.277825,40.676575,44.715775,143.77115
24.388175,40.70545,44.7415,143.86875
24.433675,40.7365,44.7498,143.94295
24.472875,40.77415,44.793575,143.993025
24.477775,40.792125,44.7991,144.62535
24.497175,40.843675,44.833925,144.65065
24.521475,40.854475,44.95155,144.679325
24.5386,40.875525,44.981075,144.8202
24.550725,40.892775,44.9823,145.02585
24.580925,40.90935,45.009775,145.521075
24.623,40.93765,45.109025,145.525475
24.627975,40.9673,45.1335,145.774675
24.65865,41.017425,45.176075,146.23715
24.6789,41.064825,45.210975,146.29185
24.73525,41.0933,45.2256,146.551175
24.759425,41.158775,45.22805,147.089875
24.7928,41.207575,45.3887,147.159225
24.807275,41.244025,45.423225,147.3453
24.8139,41.26015,45.48875,147.4878
24.8211,41.3219,45.52585,147.820875
24.84265,41.47075,45.59285,147.95
24.85285,41.54785,45.62535,148.113625
24.8622,41.57735,45.661825,148.16815
24.8799,41.637875,45.7238,148.53615
24.89285,41.684325,45.74245,148.8248
24.896325,41.71925,45.78955,148.927475
24.912375,41.88305,45.91015,149.0937
24.92935,41.9256,45.964,149.129425
24.9476,41.954,45.987225,149.153125
24.97385,41.9709,46.04485,149.429975
25.009675,41.9832,46.056625,149.45835
25.0486,42.000425,46.077125,149.486625
25.063175,42.0146,46.1213,149.7717
25.087775,42.0457,46.157325,150.040775
25.1138,42.092525,46.1843,150.3642
25.126325,42.1133,46.190975,150.5503
25.173075,42.14775,46.275525,150.8025
25.1871,42.19955,46.306525,150.956975
25.194175,42.235975,46.34425,151.5872
25.2103,42.257975,46.4025,151.9923
25.2137,42.310925,46.46365,152.078275
25.2589,42.345925,46.50515,152.1131
25.273275,42.36955,46.5405,152.38625
25.295775,42.38725,46.57475,152.40815
25.3313,42.41515,46.5869,152.48675
25.365075,42.471275,46.62255,152.51725
25.370975,42.542875,46.627,152.876625
25.442025,42.60655,46.665275,153.386125
25.457125,42.650125,46.7071,153.772625
25.521775,42.680225,46.7924,153.85025
25.550375,42.70715,46.84695,154.0244
25.5636,42.885,46.86655,154.3108
25.582425,42.9041,46.93475,154.457375
25.618175,42.91665,47.053775,154.49725
25.636075,42.931525,47.090575,154.66805
25.665825,42.944875,47.1169,154.70165
25.70855,42.965375,47.119475,154.72375
25.727625,42.985375,47.13915,154.8335
25.774675,43.023725,47.1701,154.89535
25.7872,43.0624,47.17435,154.98425
25.823325,43.0946,47.225575,155.180225
25.830775,43.155825,47.250675,155.235675
25.863925,43.281775,47.301725,155.249975
25.876175,43.294825,47.349475,155.3138
25.907325,43.305225,47.355325,155.353725
25.93145,43.32465,47.386925,155.392225
25.97185,43.36435,47.41755,155.476175
26.026625,43.4006,47.4723,155.599025
26.0712,43.517325,47.4877,155.684575
26.126975,43.559325,47.5174,155.731975
26.14615,43.669825,47.56185,155.999675
26.1624,43.740325,47.58525,156.108575
26.210825,43.760475,47.62465,156.194625
26.237875,43.77265,47.66795,156.2297
26.26785,43.8012,47.70075,156.314475
26.301475,43.838675,47.750325,156.33735
26.3244,43.899175,47.813375,156.36895
26.33755,43.96955,47.843525,156.373325
26.3397,44.005175,47.88085,156.56865
26.3812,44.0562,47.9145,156.78095
26.428925,44.129425,47.95525,156.83335
26.458425,44.537175,47.991575,156.90615
26.4894,44.5486,48.024375,156.98475
26.539725,44.5646,48.025975,157.041425
26.54625,44.5836,48.0617,157.229825
26.59765,44.6379,48.0924,157.272775
26.623275,44.712025,48.12305,157.352925
26.650475,44.743025,48.1542,157.588775
26.66745,44.763475,48.170375,157.747925
26.6933,44.780675,48.23035,157.841775
26.741425,44.795375,48.2639,157.92745
26.7683,44.81835,48.299975,157.99945
26.7999,44.848,48.31445,158.014125
26.832,44.88475,48.410675,158.04955
26.853275,44.92475,48.435625,158.1271
26.910075,44.944475,48.592375,158.142125
26.926825,44.992225,48.63525,158.434625
26.9672,45.0178,48.675125,158.642125
26.97725,45.052075,48.703925,159.055575
26.992825,45.09255,48.75105,159.181575
27.01345,45.149675,48.78245,159.3421
27.02025,45.20615,48.811775,159.5759
27.04105,45.2573,48.963175,159.6716
27.1066,45.28975,48.990975,159.8322
27.1267,45.3929,49.035025,159.8674
27.1616,45.42635,49.109225,159.951725
27.174225,45.4513,49.145275,160.067225
27.2034,45.478225,49.1944,160.141125
27.226725,45.5181,49.226225,160.2141
27.2515,45.539225,49.27985,160.2264
27.29045,45.560325,49.32995,160.361975
27.29435,45.59735,49.387775,160.6574
27.326575,45.672575,49.444125,160.6823
27.346875,45.749675,49.512075,160.7342
27.3769,45.8048,49.541125,161.003725
27.385525,45.83915,49.565025,161.062175
27.40085,45.883525,49.655125,161.626625
27.4509,45.935925,49.677075,161.6965
27.463525,46.0127,49.689,161.9844
27.51465,46.061,49.755925,162.1152
27.53425,46.100525,49.846825,162.332275
27.5711,46.133675,49.9228,162.507975
27.58475,46.21205,49.94005,162.556375
27.609475,46.296,49.980425,162.64235
27.612925,46.364075,49.991525,162.736375
27.6315,46.401225,50.05115,162.81195
27.678625,46.432325,50.0559,162.892975
27.7199,46.44755,50.1472,163.2222
27.728825,46.485575,50.27915,163.562
27.75155,46.5018,50.358075,163.597025
27.779825,46.520775,50.38925,163.838525
27.795975,46.544325,50.410175,163.9242
27.82055,46.593675,50.443925,163.988275
27.849375,46.639225,50.523275,164.057925
27.860025,46.67375,50.55855,164.1431
27.8931,46.727325,50.592425,165.023625
27.9321,46.8109,50.6986,165.220975
27.948625,46.88435,50.73795,165.244175
27.9966,46.9071,50.7661,165.451625
28.016025,46.929625,50.836975,165.541875
28.029775,46.95015,50.855025,165.685125
28.0469,46.9684,50.860225,166.040225
28.11515,46.984775,50.92185,166.8166
28.126425,46.997775,50.9839,166.88925
28.150625,47.0055,51.0193,167.215525
28.171475,47.010825,51.081825,167.259525
28.180475,47.019175,51.087675,167.358725
28.314475,47.045425,51.113425,167.72305
28.32005,47.060225,51.139975,167.87345
28.33485,47.1053,51.2108,168.16005
28.368525,47.1484,51.21825,168.55
28.4103,47.165575,51.2523,168.589325
28.428925,47.190275,51.288575,168.945575
28.51155,47.208875,51.36615,169.127325
28.5316,47.24165,51.4988,169.209525
28.54925,47.283325,51.530125,169.450925
28.572225,47.312925,51.560675,169.571925
28.588325,47.4071,51.58255,169.709075
28.624225,47.43445,51.5983,169.86155
28.6526,47.456725,51.645675,170.028375
28.657075,47.477975,51.7621,170.406625
28.690725,47.511475,51.916225,170.4772
28.7069,47.569725,51.942575,170.497475
28.743875,47.596425,51.9987,170.6564
28.75395,47.61325,52.03835,170.828475
28.773175,47.63135,52.0621,171.2736
28.807575,47.687875,52.0949,171.3292
28.8203,47.724,52.1516,171.45085
28.8434,47.811275,52.1869,171.60235
28.8755,47.8316,52.26835,171.785175
28.93125,47.864475,52.330225,171.93705
28.9473,47.9311,52.355025,172.1151
28.972475,47.983175,52.39805,172.167175
29.0065,48.036775,52.429275,172.274025
29.0221,48.071575,52.463125,172.2983
29.05035,48.1636,52.4792,172.41375
29.099325,48.1917,52.624775,172.48865
29.16075,48.26015,52.7738,172.69015
29.19145,48.3093,52.806275,172.784725
29.208425,48.368175,52.82595,172.814025
29.234525,48.37765,52.879175,172.921
29.25375,48.418675,52.9817,172.96615
29.281125,48.4617,53.033575,172.97995
29.29855,48.506825,53.1445,173.007125
29.3248,48.52975,53.171325,173.036575
29.337125,48.5738,53.20765,173.0575
29.371975,48.6004,53.228925,173.68885
29.3934,48.624775,53.2415,173.748025
29.419625,48.6603,53.28475,173.8452
29.486075,48.688175,53.313725,173.975375
29.560675,48.74855,53.350125,173.9947
29.568625,48.794025,53.3532,174.1327
29.578525,48.841075,53.4533,174.404275
29.59925,48.8587,53.487025,174.55395
29.611675,48.869425,53.4887,174.6127
29.647025,48.883025,53.527275,175.130575
29.65255,48.8961,53.559525,175.149425
29.67045,48.923625,53.680975,175.270325
29.696275,48.96445,53.741775,175.308
29.706575,49.0115,53.755325,175.382275
29.71505,49.045425,53.768025,175.623025
29.754425,49.072225,53.7757,175.68055
29.7977,49.083075,53.8702,175.695875
29.8141,49.126075,53.8926,175.842375
29.83485,49.148575,53.89645,176.102175
29.8499,49.174325,53.90205,176.34975
29.8819,49.254575,53.943975,176.47525
29.89825,49.292575,53.99245,176.7153
29.9205,49.332875,54.0093,176.748375
29.939875,49.5217,54.0362,176.8258
29.97065,49.57105,54.038425,176.998925
30.0371,49.609525,54.15015,177.089175
30.060675,49.645575,54.2665,177.174975
30.08315,49.673875,54.281175,177.56355
30.1113,49.708275,54.4232,177.759125
30.118575,49.7322,54.459,177.860875
30.12785,49.987125,54.560175,178.0942
30.1572,50.000325,54.614775,178.1957
30.1736,50.013725,54.6383,178.67485
30.2115,50.032225,54.669325,178.890875
30.25225,50.048525,54.6827,179.2072
30.261775,50.093275,54.712125,179.239475
30.307575,50.1303,54.72905,179.546825
30.32875,50.170475,54.79395,179.562775
30.33835,50.2353,54.825775,180.002
30.36485,50.336075,54.8753,180.4918
30.400925,50.349875,54.9092,180.5148
30.420575,50.359925,54.988675,180.58685
30.451875,50.382,55.04855,180.90795
30.482425,50.4029,55.1027,181.28225
30.4957,50.418125,55.1985,181.3904
30.521275,50.4532,55.3282,181.5736
30.54105,50.5099,55.361975,182.17735
30.571425,50.544575,55.396375,182.3154
30.577325,50.559775,55.427675,182.636675
30.593375,50.60085,55.439225,182.78175
30.597775,50.654525,55.5261,182.812325
30.638025,50.7124,55.65905,182.96865
30.65275,50.778025,55.781775,183.281675
30.670475,50.8489,55.799375,183.310725
30.683,50.903425,55.805075,183.4454
30.71965,50.923375,55.860725,183.5264
30.743525,51.10385,55.911025,183.6056
30.780325,51.15495,55.9373,183.65665
30.8177,51.1873,55.977475,183.712025
30.846275,51.20975,55.97875,183.9264
30.8832,51.23465,56.03365,183.9649
30.9133,51.31655,56.057825,184.012075
30.922225,51.3644,56.09905,184.132475
30.961375,51.3761,56.1573,184.1996
30.99925,51.4209,56.198175,184.390025
31.025225,51.441775,56.286875,184.801125
31.06045,51.492375,56.319475,184.893225
31.087725,51.585725,56.351075,184.922975
31.101725,51.62675,56.3865,185.011575
31.132475,51.665775,56.423625,185.160175
31.14495,51.72225,56.5103,185.24585
31.157475,51.7349,56.543075,185.364
31.1842,51.79175,56.5803,185.38455
31.214075,51.864175,56.61025,185.529875
31.2479,51.92075,56.636875,185.793125
31.269,51.95945,56.67455,186.11635
31.302075,51.97515,56.721325,186.136775
31.32295,51.996825,56.77655,186.38815
31.32925,52.02185,56.804225,186.428075
31.36945,52.043175,56.944325,186.6708
