SPK_SPKC02b,SPK_SPKC03a,SPK_SPKC04a,SPK_SPKC04b,SPK_SPKC05a
,72.49585,127.9534,120.20035,91.552025
,72.570125,128.046675,120.266475,91.587525
,72.579425,128.1408,120.3468,91.59105
,72.58235,128.271225,120.404275,91.630075
,72.6059,128.378375,120.453425,91.645175
,72.657775,128.531925,120.534375,91.6808
,72.698475,128.57755,120.606075,91.699525
,72.710925,128.63335,120.67945,91.73065
,72.7568,128.99965,120.730425,91.7772
,72.79005,129.05805,120.8565,91.784975
,72.84095,129.094325,120.888425,91.7979
,72.86855,129.156125,120.907575,91.807125
,72.8807,129.160125,121.017675,91.819525
,72.8986,129.174325,121.05865,91.98105
,72.91635,129.190675,121.171125,92.00495
,72.988175,129.2116,121.28615,92.011725
,73.048875,129.2259,121.310725,92.052125
,73.1235,129.24415,121.34705,92.05635
,73.148375,129.30245,121.39965,92.109475
,73.1657,129.31655,121.46655,92.11695
,73.181275,129.34255,121.6062,92.217475
,73.20745,129.36565,121.6553,92.228725
,73.249225,129.41725,121.68755,92.276875
,73.281525,129.53145,121.727,92.3464
,73.3035,129.5538,121.76385,92.42035
,73.3238,129.578275,121.98445,92.446775
,73.3432,129.610275,122.223875,92.5903
,73.3712,129.650175,122.27195,92.61765
,73.41445,129.68105,122.3241,92.8143
,73.454375,129.760275,122.42605,92.900125
,73.534775,129.81615,122.4896,92.904025
,73.5717,129.867125,122.545725,92.934725
,73.60685,130.0601,122.646275,92.959825
,73.6564,130.145125,122.685125,93.0211
,73.664325,130.20245,122.780875,93.0565
,73.7194,130.24215,122.846125,93.13885
,73.74,130.2544,122.884625,93.234775
,73.7505,130.260525,122.971775,93.304475
,73.80645,130.2887,123.025475,93.326025
,73.83215,130.318225,123.07015,93.4416
,73.89795,130.33315,123.112075,93.50045
,73.93105,130.366425,123.17285,93.502575
,74.0029,130.390575,123.2262,93.549175
,74.016975,130.4558,123.287875,93.75135
,74.0531,130.503025,123.3734,93.760375
,74.099725,130.539875,123.452375,93.794825
,74.1356,130.560825,123.521575,93.812875
,74.198025,130.60255,123.61105,93.8424
,74.25115,130.6339,123.6565,93.899125
,74.270375,130.729875,123.7368,94.0086
,74.304875,130.776675,123.80835,94.12985
,74.339775,130.82285,123.99955,94.2478
,74.41555,130.89375,124.060775,94.2875
,74.449425,130.943525,124.088325,94.318775
,74.50715,130.9673,124.13745,94.347625
,74.55565,130.974375,124.169075,94.373925
,74.570425,130.9896,124.3158,94.482425
,74.61915,131.0136,124.505975,94.49735
,74.638075,131.033425,124.55135,94.587275
,74.6779,131.049225,124.65605,94.60055
,74.717725,131.05695,124.71685,94.684125
,74.737075,131.062775,124.750575,94.708325
,74.781275,131.0886,124.803325,94.7372
,74.809475,131.1683,124.9229,94.77115
,74.8312,131.273025,124.99865,94.83655
,74.890825,131.300625,125.181475,94.890625
,74.901775,131.376375,125.22035,94.90765
,75.0118,131.4073,125.246375,94.913925
,75.048975,131.44415,125.280725,94.96905
,75.078875,131.505725,125.309125,95.027175
,75.111475,131.54285,125.405325,95.1075
,75.14275,131.587975,125.48285,95.134975
,75.219325,131.628275,125.562275,95.1547
,75.35475,131.631,125.615725,95.175575
,75.363275,131.643675,125.7457,95.20125
,75.404475,131.6709,125.79825,95.26595
,75.498125,131.712375,125.853325,95.274675
,75.58135,131.76615,125.92515,95.325425
,75.756925,131.8079,125.9612,95.345425
,75.785475,131.98725,126.0099,95.4004
,75.8276,132.202825,126.21595,95.42605
,75.8604,132.2146,126.241025,95.43905
,75.897575,132.2503,126.276025,95.465525
,75.925875,132.2674,126.3467,95.4896
,75.97485,132.350975,126.3684,95.50775
,76.022825,132.422925,126.4643,95.516725
,76.028175,132.453875,126.5505,95.542975
,76.068125,132.516225,126.63895,95.685025
,76.11585,132.547825,126.6846,95.726475
,76.15855,132.6093,126.74415,95.770075
,76.312425,132.6373,126.78045,95.779925
,76.357375,132.663325,126.8421,95.800625
,76.400175,132.686875,126.902075,95.82965
,76.4671,132.699825,126.969425,95.851175
,76.492975,132.734025,127.131025,95.856675
,76.529575,132.77205,127.204775,95.899625
,76.54515,132.800325,127.248675,95.93175
,76.5787,132.837675,127.304725,95.9697
,76.645625,132.90535,127.346825,95.9945
,76.66955,132.994475,127.373425,96.041225
,76.7377,133.0134,127.414575,96.056875
,76.813675,133.03715,127.452175,96.07615
,76.83325,133.1308,127.4904,96.090875
,76.8508,133.171425,127.507525,96.130675
,76.87115,133.216925,127.5207,96.136425
,76.90395,133.25385,127.588675,96.175
,76.927425,133.272975,127.7044,96.305675
,76.968075,133.276475,127.7559,96.31515
,76.99325,133.2983,127.761775,96.53165
,77.01255,133.325575,127.8739,96.571275
,77.097375,133.35765,128.100525,96.593275
,77.187825,133.5066,128.247975,96.639225
,77.284325,133.571075,128.32905,96.653825
,77.341125,133.63015,128.573475,96.692425
,77.343125,133.64305,128.68935,96.7005
,77.391325,133.666275,128.78305,96.776275
,77.435725,133.687425,128.897575,96.865125
,77.4944,133.77065,129.019525,96.95915
,77.499975,133.829325,129.0618,97.013425
,77.52805,133.887425,129.18695,97.0931
,77.54205,133.933625,129.23325,97.15795
,77.550625,133.955375,129.273625,97.161175
,77.5796,134.0019,129.350425,97.17475
,77.63415,134.03245,129.44135,97.219275
,77.6489,134.067975,129.4803,97.25165
,77.7378,134.08895,129.57465,97.260275
,77.792725,134.1585,129.598225,97.293725
,77.826025,134.189025,129.626325,97.3467
,77.869,134.3163,129.65205,97.3755
,77.9094,134.3569,129.76445,97.614425
,77.96055,134.43575,129.81985,97.650625
,78.009525,134.4774,129.86065,97.683025
,78.06525,134.51875,129.9945,97.6852
,78.0825,134.582125,130.0671,97.747925
,78.15075,134.633025,130.15905,97.756975
,78.18255,134.685275,130.2482,97.793275
,78.211525,134.907125,130.305775,97.902
,78.289275,134.99935,130.41975,97.903075
,78.3227,135.01925,130.534675,97.914375
,78.4291,135.039125,130.5564,97.95665
,78.4775,135.10885,130.567825,97.96395
,78.487275,135.151225,130.596475,98.00515
,78.550175,135.20415,130.62415,98.032725
,78.6958,135.24625,130.7402,98.16085
,78.761775,135.295475,130.852175,98.176025
,78.77385,135.329725,131.007825,98.2072
,78.781575,135.3805,131.066175,98.27525
,78.8016,135.435275,131.155025,98.315875
,78.8346,135.49105,131.244825,98.340325
,78.866175,135.5417,131.372625,98.35955
,78.894675,135.576625,131.417025,98.362375
,78.918375,135.60785,131.5328,98.386
,78.95775,135.656175,131.634675,98.430275
,78.9731,135.706575,131.651175,98.466125
,78.9828,135.7775,131.71465,98.602225
,79.00365,135.8234,131.7519,98.6966
,79.170025,135.86405,131.8025,98.782825
,79.28565,136.0988,131.8425,98.9288
,79.38605,136.143575,131.845275,98.949325
,79.437925,136.20745,131.949775,99.0348
,79.51835,136.271425,131.991175,99.0605
,79.523575,136.372925,132.075575,99.0794
,79.577175,136.47485,132.1725,99.087625
,79.60185,136.517825,132.195075,99.127725
,79.63245,136.796475,132.20415,99.25145
,79.65425,136.937725,132.235575,99.28705
,79.675325,137.026275,132.239375,99.306425
,79.696275,137.08675,132.24305,99.326725
,79.709575,137.2054,132.3408,99.4948
,79.734125,137.280025,132.41295,99.510475
,79.751175,137.33475,132.59925,99.524375
,79.7633,137.409475,132.788075,99.58835
,79.7905,137.4753,132.807425,99.682225
,79.856975,137.555225,132.9,99.7699
,79.8814,137.620875,132.930375,99.86585
,79.966775,137.686725,132.933075,99.906175
,79.982025,137.75625,132.982175,99.920925
,80.000275,137.839175,133.0453,99.9752
,80.038,137.8606,133.16055,99.982725
,80.072125,137.88825,133.19435,99.98575
,80.187025,137.951875,133.23055,100.067625
,80.212125,138.0323,133.258575,100.19355
,80.23925,138.265525,133.288675,100.2226
,80.270975,138.3278,133.38275,100.239675
,80.298375,138.50135,133.44095,100.3325
,80.310075,138.588475,133.492375,100.453475
,80.34005,138.6524,133.5143,100.476475
,80.344475,138.71505,133.555925,100.495875
,80.369475,138.79095,133.6224,100.578225
,80.3824,138.882725,133.65085,100.606525
,80.4491,138.94785,133.6983,100.6925
,80.484575,139.0953,133.7074,100.73455
,80.530875,139.183,133.721,100.786875
,80.559675,139.243925,133.753475,100.8659
,80.591625,139.31615,133.985,100.884225
,80.69765,139.37275,134.099575,100.9021
,80.76185,139.455075,134.2107,100.950025
,80.7851,139.49925,134.26095,100.991825
,80.808925,139.542675,134.343,101.033825
,80.813825,139.6499,134.42935,101.04945
,80.879625,139.671975,134.46035,101.06075
,80.939975,139.77,134.73085,101.075725
,81.0356,139.832375,134.88015,101.145475
,81.096075,139.884575,134.9444,101.194025
,81.151025,140.119675,134.9687,101.239775
,81.15205,140.142825,134.993425,101.243
,81.19855,140.19395,135.043875,101.324125
,81.236275,140.275475,135.126275,101.3608
,81.2869,140.303575,135.1778,101.386775
,81.29635,140.3162,135.288775,101.4289
,81.33315,140.324775,135.418475,101.497925
,81.370275,140.35525,135.471225,101.54675
,81.401625,140.39405,135.530925,101.5549
,81.4399,140.44245,135.718,101.580225
,81.4618,140.526325,135.8128,101.591575
,81.50975,140.565,135.8547,101.607
,81.513175,140.625125,135.969625,101.61735
,81.54625,140.680425,136.012425,101.6599
,81.57255,140.70175,136.027875,101.6611
,81.591025,140.861925,136.05265,101.73595
,81.6122,140.967525,136.106175,101.77715
,81.651475,141.1612,136.1253,101.816475
,81.684725,141.2241,136.2765,101.868125
,81.732875,141.27955,136.428875,102.08375
,81.76825,141.304675,136.4512,102.1177
,81.926275,141.315225,136.5114,102.166175
,82.00285,141.349525,136.54595,102.2168
,82.059325,141.392775,136.824425,102.252825
,82.079025,141.483875,136.898925,102.262775
,82.148775,141.61025,137.147925,102.285125
,82.160125,141.7008,137.322125,102.286425
,82.198425,141.742525,137.446175,102.3644
,82.22695,141.7836,137.506925,102.431025
,82.249775,141.895375,137.587625,102.47435
,82.28675,141.97865,137.6682,102.5506
,82.3081,142.083775,137.769875,102.577575
,82.3249,142.2529,137.981175,102.615375
,82.463775,142.2896,138.164975,102.628525
,82.5353,142.34065,138.36395,102.655525
,82.571025,142.41055,138.6229,102.690675
,82.593725,142.472375,138.674775,102.77515
,82.6058,142.526575,138.7048,102.871275
,82.631725,142.633775,138.867075,102.93085
,82.783525,142.75315,138.9515,102.996775
,82.853225,142.84395,139.005275,103.034625
,82.88465,142.927175,139.125825,103.036875
,82.9523,143.04245,139.282,103.102675
,82.9697,143.1325,139.417425,103.1846
,83.065575,143.388175,139.460775,103.21625
,83.093025,143.391825,139.510025,103.30615
,83.141125,143.4861,139.5453,103.33895
,83.1515,143.582525,139.664025,103.454625
,83.161575,143.6285,139.703475,103.493625
,83.174725,143.6784,139.8031,103.513075
,83.18605,143.7318,139.85635,103.55615
,83.4237,143.758175,139.90315,103.62665
,83.427825,143.853675,139.9767,103.7641
,83.45545,143.90965,140.127325,103.85915
,83.480075,143.998175,140.147675,103.967475
,83.555175,144.0791,140.1686,103.996375
,83.588675,144.11765,140.233975,104.015225
,83.651825,144.1809,140.2743,104.070225
,83.67585,144.2379,140.310375,104.088225
,83.69075,144.294,140.3357,104.11425
,83.828225,144.353025,140.36875,104.149975
,83.834925,144.406475,140.39945,104.15925
,83.876225,144.4659,140.436125,104.2523
,83.9551,144.543225,140.466975,104.269525
,84.015875,144.628075,140.512225,104.296775
,84.0525,144.7689,140.64975,104.33275
,84.128575,144.829,140.7079,104.369125
,84.132375,144.892875,140.761075,104.424975
,84.1676,144.96645,140.816825,104.466325
,84.205075,145.00565,140.868725,104.529975
,84.281425,145.039825,140.878875,104.540325
,84.3149,145.107175,140.93375,104.589375
,84.348825,145.18895,141.0131,104.685625
,84.3977,145.467575,141.150975,104.692475
,84.443125,145.4813,141.21355,104.7491
,84.621,145.56555,141.277925,104.78395
,84.667275,145.65065,141.310125,104.78825
,84.740025,145.784875,141.46045,104.80735
,84.8393,145.93375,141.5893,104.814875
,84.903225,146.000125,141.65885,104.900225
,84.950375,146.059225,141.697825,104.99315
,84.97585,146.13105,141.87095,105.035425
,85.0466,146.196,142.073575,105.064925
,85.066375,146.2658,142.148875,105.077475
,85.12935,146.338775,142.31155,105.139525
,85.1359,146.515925,142.4073,105.148125
,85.162075,146.537775,142.494375,105.19665
,85.2199,146.578625,142.6073,105.199975
,85.22465,146.613325,142.676575,105.339925
,85.23415,146.64655,142.88095,105.39675
,85.30115,146.715025,142.922925,105.406825
,85.321575,146.777675,143.00115,105.42785
,85.360475,146.870925,143.09815,105.433625
,85.387175,147.004925,143.166075,105.466775
,85.42055,147.087775,143.23565,105.5031
,85.429275,147.16805,143.45975,105.538925
,85.455925,147.322025,143.521875,105.5404
,85.5002,147.3784,143.5781,105.5863
,85.538025,147.411875,143.666875,105.62255
,85.551625,147.44855,143.70285,105.669975
,85.5628,147.488475,143.75985,105.713825
,85.595575,147.500125,143.806725,105.763625
,85.624775,147.562325,143.863325,105.82065
,85.63425,147.637975,143.914825,105.824875
,85.685425,147.7378,143.973175,105.898825
,85.710675,147.7938,144.011925,105.936125
,85.766575,147.960175,144.0803,105.946975
,85.8313,148.016775,144.1352,105.985975
,85.89105,148.121625,144.17195,106.017775
,85.92775,148.196975,144.22285,106.0458
,85.973725,148.26695,144.309475,106.080225
,86.0166,148.3375,144.3543,106.147575
,86.06395,148.465225,144.410375,106.162425
,86.073875,148.547725,144.47095,106.1789
,86.082325,148.59925,144.53115,106.20165
,86.1442,148.6157,144.58315,106.25195
,86.174375,148.69605,144.645125,106.266475
,86.18785,148.785775,144.68555,106.30105
,86.213825,148.85245,144.7294,106.328975
,86.228075,148.92835,144.81525,106.35915
,86.258175,148.99375,144.882175,106.4007
,86.289075,149.147825,144.9421,106.448025
,86.308725,149.2247,144.983025,106.5332
,86.3407,149.3851,145.06425,106.620975
,86.3849,149.445075,145.132775,106.6257
,86.4074,149.57425,145.20195,106.668375
,86.448925,149.620575,145.284175,106.782375
,86.50195,149.696425,145.3425,106.8042
,86.56825,149.796125,145.41205,106.826325
,86.5812,149.86365,145.452025,106.8313
,86.59915,149.913275,145.5159,106.94005
,86.667675,149.9297,145.5774,106.9652
,86.717275,149.961775,145.653375,107.01005
,86.816625,150.0082,145.71505,107.045125
,86.867475,150.054975,145.78165,107.1115
,86.96265,150.0822,145.876,107.1937
,86.99445,150.129075,146.03,107.2393
,87.00785,150.189975,146.06475,107.32405
,87.054,150.227375,146.143875,107.41755
,87.094175,150.2732,146.20385,107.455975
,87.112525,150.317725,146.305575,107.489625
,87.223275,150.357525,146.60855,107.5693
,87.346025,150.401175,146.674575,107.6164
,87.3883,150.45575,146.834575,107.637375
,87.42655,150.485375,146.935275,107.70245
,87.456275,150.531875,146.992975,107.749025
,87.516325,150.57715,147.089175,107.768525
,87.543,150.595525,147.137225,107.877125
,87.6055,150.61925,147.218175,108.0226
,87.6336,150.721675,147.31455,108.031125
,87.64785,150.73795,147.3612,108.102175
,87.687425,150.7819,147.431275,108.114
,87.723875,150.8141,147.493725,108.124925
,87.796425,150.88205,147.5464,108.2972
,87.9456,150.94455,147.60105,108.324325
,87.9786,151.07555,147.65955,108.41005
,88.010425,151.255,147.72565,108.500525
,88.036275,151.293,147.7603,108.5161
,88.052225,151.4557,147.849525,108.56845
,88.145575,151.488,147.975125,108.59535
,88.17065,151.56525,148.03115,108.624525
,88.193975,151.668325,148.082025,108.668925
,88.2134,151.719475,148.148625,108.680625
,88.232575,151.8005,148.184775,108.6932
,88.27325,151.8471,148.216025,108.7224
,88.2929,151.9176,148.263375,108.736075
,88.3386,152.013875,148.3889,108.760225
,88.3639,152.070325,148.57745,108.789425
,88.388025,152.164475,148.765375,108.8882
,88.465725,152.176725,148.801675,108.916
,88.5122,152.1964,148.86545,108.942275
,88.675075,152.223175,148.89415,108.980125
,88.713,152.25185,148.93225,109.002825
,88.78495,152.303425,148.98075,109.08245
,88.8777,152.317125,149.042575,109.113875
,88.98585,152.327825,149.101275,109.145
,89.0098,152.3435,149.137225,109.208375
,89.051825,152.36575,149.20705,109.305875
,89.073925,152.398225,149.243825,109.347925
,89.093825,152.4503,149.292,109.404025
,89.115125,152.502925,149.340075,109.4843
,89.1472,152.6777,149.365225,109.508725
,89.16405,152.704625,149.396975,109.530675
,89.19205,152.820875,149.439975,109.5406
,89.19585,152.89135,149.464525,109.61465
,89.302925,152.97405,149.4748,109.67055
,89.3434,153.018425,149.531575,109.707975
,89.380075,153.078425,149.595025,109.735275
,89.461225,153.102375,149.6406,109.82465
,89.49455,153.26365,149.69,109.848575
,89.5806,153.312525,149.776975,109.8787
,89.611875,153.384325,149.801025,110.016025
,89.633225,153.4664,149.859525,110.045525
,89.675825,153.5366,149.8818,110.0576
,89.700175,153.56315,149.92685,110.096
,89.71515,153.59815,150.0021,110.118025
,89.727975,153.662425,150.038875,110.150675
,89.7706,153.76835,150.107425,110.174825
,89.80435,153.846975,150.14355,110.1779
,89.814525,153.909175,150.22535,110.238525
,89.829425,153.977025,150.25685,110.248775
,89.837875,154.0374,150.288925,110.261
,89.870625,154.108275,150.35475,110.272175
,89.87485,154.18105,150.473525,110.31105
,89.8939,154.3132,150.52465,110.3645
,89.910125,154.384375,150.561875,110.371975
,89.93255,154.452,150.60875,110.38515
,90.065,154.454075,150.6368,110.4003
,90.091675,154.527875,150.83185,110.51785
,90.114,154.59755,150.8967,110.527175
,90.122525,154.66185,150.94855,110.558675
,90.137375,154.747475,150.99215,110.598425
,90.157325,154.817025,151.013575,110.6323
,90.2119,154.84705,151.0554,110.65445
,90.239125,154.86985,151.1164,110.666075
,90.269075,154.9001,151.21825,110.711525
,90.300825,154.976975,151.2617,110.719825
,90.3166,155.0468,151.2804,110.744675
,90.36265,155.106675,151.28995,110.76945
,90.3969,155.18995,151.31875,110.779425
,90.47805,155.230125,151.344875,110.809875
,90.48615,155.294675,151.442,110.880425
,90.494875,155.3732,151.4975,110.9013
,90.5212,155.37965,151.535775,110.9459
,90.55355,155.445775,151.62995,110.9668
,90.5813,155.521975,151.65545,110.999825
,90.643075,155.6852,151.689575,111.092475
,90.704825,155.754975,151.724725,111.118625
,90.72785,155.815825,151.842275,111.25795
,90.77905,155.870975,151.89425,111.287175
,90.804475,155.900225,151.9648,111.34945
,90.89145,155.9188,152.00675,111.36775
,90.929875,155.92325,152.07805,111.395375
,91.006825,155.939275,152.148225,111.4285
,91.0192,155.968775,152.233975,111.45305
,91.0702,156.020375,152.274725,111.485975
,91.0929,156.050625,152.321575,111.510425
,91.129175,156.07955,152.373,111.523475
,91.19195,156.082075,152.514025,111.543575
,91.25755,156.1348,152.531,111.55835
,91.2757,156.19805,152.540075,111.589475
,91.2915,156.257325,152.5925,111.613875
,91.326975,156.403525,152.622075,111.687475
,91.387275,156.484075,152.664825,111.72125
,91.409925,156.518875,152.696625,111.77435
,91.56885,156.566675,152.71765,111.7872
,91.63095,156.6233,152.73645,111.8395
,91.66705,156.711425,152.8118,111.855425
,91.740325,156.77845,152.979725,111.91065
,91.75415,156.8444,153.0163,112.011125
,91.8291,156.88375,153.054875,112.068625
,91.843625,156.9657,153.10835,112.073525
,91.9275,156.985375,153.295975,112.0849
,92.039425,157.086775,153.9886,112.1185
,92.10155,157.0916,154.16165,112.142425
,92.193025,157.122725,154.41485,112.155025
,92.23265,157.21735,154.525025,112.1867
,92.254225,157.257275,154.6917,112.1976
,92.276425,157.304625,154.810075,112.2624
,92.3238,157.39895,155.022525,112.266875
,92.345625,157.544825,155.0941,112.33025
,92.3579,157.64125,155.2508,112.432675
,92.38135,157.727425,155.54265,112.467825
,92.408225,157.85005,155.604,112.504375
,92.4544,157.865125,155.71345,112.5534
,92.51415,157.993425,155.919875,112.564075
,92.5862,158.039875,155.9589,112.588
,92.615475,158.159675,156.0334,112.6437
,92.690375,158.239175,156.05705,112.681525
,92.74805,158.327175,156.15215,112.691075
,92.84115,158.3868,156.25485,112.755825
,92.8678,158.447425,156.346525,112.787175
,92.984225,158.49745,156.387775,112.8109
,93.0362,158.58775,156.467875,112.92755
,93.09485,158.6409,156.49655,112.933925
,93.124725,158.8434,156.554975,113.044475
,93.163375,158.9097,156.6277,113.0991
,93.20025,158.98925,156.807225,113.13765
,93.291375,159.111875,156.842075,113.169775
,93.3533,159.21205,156.874125,113.207825
,93.391775,159.3533,156.90395,113.220525
,93.393525,159.536425,156.948725,113.244925
,93.426225,159.58555,156.969525,113.2477
,93.4619,159.66335,157.1093,113.264075
,93.49995,159.781325,157.1368,113.279975
,93.608675,159.85375,157.159925,113.310325
,93.77875,159.9041,157.186425,113.313175
,93.78825,159.9579,157.1988,113.3872
,93.916175,160.008225,157.23055,113.4095
,93.919475,160.1025,157.28455,113.415475
,93.9741,160.179925,157.2879,113.42685
,94.032925,160.37495,157.333825,113.446025
,94.123225,160.437125,157.369275,113.484875
,94.149275,160.509775,157.415175,113.662725
,94.1757,160.51515,157.54155,113.76255
,94.1932,160.57425,157.71155,113.884525
,94.20515,160.644075,157.77215,113.924125
,94.27325,160.7079,157.816125,113.9736
,94.287375,160.77895,158.01615,113.990125
,94.31455,160.874625,158.168325,114.045825
,94.349375,160.93605,158.3015,114.096425
,94.420875,161.07825,158.344275,114.124925
,94.563925,161.1468,158.43165,114.1505
,94.615225,161.2838,158.563,114.24145
,94.6312,161.4018,158.6461,114.277975
,94.64965,161.70005,158.687,114.28235
,94.6811,161.774125,158.7023,114.302225
,94.722875,161.8298,158.811975,114.3495
,94.74485,161.880575,158.91975,114.370325
,94.753225,161.9456,158.949175,114.4293
,94.7659,162.036975,159.00175,114.471275
,94.791225,162.10205,159.039775,114.4788
,94.84175,162.19745,159.286425,114.48395
,94.871375,162.2583,159.3732,114.53195
,94.887375,162.32035,159.4542,114.5611
,94.8904,162.375425,159.498,114.606125
,94.90075,162.4265,159.554675,114.635575
,94.903325,162.5008,159.58895,114.6451
,94.925375,162.580825,159.646125,114.6763
,95.00695,162.66075,159.9532,114.6818
,95.01525,162.752625,160.0023,114.7931
,95.0177,162.802425,160.081525,114.798675
,95.148275,162.8903,160.138575,114.834125
,95.16495,162.9603,160.216675,114.83885
,95.1857,163.064525,160.282475,114.9173
,95.265525,163.1065,160.3659,114.962725
,95.288625,163.1375,160.471725,114.998875
,95.349975,163.142625,160.526325,115.045825
,95.390675,163.179875,160.5793,115.077875
,95.43935,163.1986,160.68045,115.108425
,95.509,163.2231,160.7778,115.139275
,95.514225,163.261425,160.868725,115.157775
,95.523775,163.326075,160.9618,115.231675
,95.593275,163.46315,160.99965,115.236675
,95.601275,163.512075,161.0205,115.2645
,95.621625,163.6491,161.060025,115.267475
,95.667275,163.70515,161.09975,115.34195
,95.709975,163.78,161.127025,115.349
,95.839525,163.871425,161.18925,115.374525
,95.856275,163.9409,161.2052,115.484875
,95.8847,163.981225,161.236825,115.488475
,95.9022,164.051125,161.29055,115.562475
,95.9187,164.139575,161.4289,115.6176
,95.982325,164.187125,161.485625,115.629025
,96.08935,164.270575,161.52915,115.66905
,96.1966,164.3213,161.610725,115.700475
,96.229875,164.3623,161.7229,115.726375
,96.25545,164.4964,161.780225,115.7567
,96.72905,164.620725,161.88665,115.797025
,96.8122,164.671,161.9619,115.82675
,96.8296,164.716925,162.034,115.878275
,96.853125,164.76325,162.121,115.973525
,96.881225,164.810525,162.2027,116.017875
,96.900225,164.842875,162.25075,116.04955
,96.910175,164.874,162.3606,116.092775
,96.92595,164.905825,162.40515,116.13145
,97.027175,164.979175,162.478775,116.1762
,97.06315,165.0747,162.51225,116.1866
,97.0823,165.144675,162.554025,116.222675
,97.221925,165.185575,162.707875,116.28275
,97.249275,165.2455,162.9003,116.325425
,97.270525,165.284675,162.9969,116.353175
,97.31105,165.3513,163.0233,116.35875
,97.35795,165.420375,163.062225,116.4048
,97.3724,165.424675,163.108525,116.428025
,97.429975,165.49775,163.1515,116.581
,97.459175,165.527575,163.155325,116.622775
,97.494575,165.57825,163.1741,116.76745
,97.5945,165.669825,163.194075,116.783025
,97.73645,165.7126,163.24235,116.820375
,97.751075,165.7462,163.284675,116.854925
,97.766275,165.77685,163.400725,116.89485
,97.84755,165.83845,163.448475,116.989075
,97.884725,165.9898,163.5359,117.035975
,97.916775,166.036,163.572825,117.057275
,97.920075,166.095475,163.613275,117.08015
,97.93155,166.1334,163.671925,117.1701
,97.949925,166.171525,163.711125,117.187225
,98.015625,166.2197,163.808525,117.193475
,98.0839,166.26085,163.92095,117.22475
,98.12305,166.351025,163.95845,117.2482
,98.1862,166.3965,163.998525,117.2756
,98.2083,166.427675,164.13095,117.28115
,98.292625,166.46775,164.17135,117.345525
,98.296125,166.53905,164.261575,117.357275
,98.309425,166.572,164.325575,117.421975
,98.316125,166.594475,164.365625,117.486125
,98.327125,166.64895,164.409025,117.521325
,98.377075,166.7105,164.4512,117.547025
,98.398725,166.745225,164.5,117.5501
,98.411375,166.9134,164.553075,117.644825
,98.41815,166.952375,164.584525,117.67885
,98.4456,167.00385,164.622425,117.717525
,98.467225,167.0274,164.659025,117.792
,98.507775,167.09125,164.691675,117.794875
,98.543425,167.13355,164.7409,117.848725
,98.552375,167.19205,164.827375,117.89995
,98.567675,167.25535,164.845025,117.921025
,98.571025,167.3666,164.879825,117.94245
,98.57685,167.391625,164.909375,117.975625
,98.655875,167.5115,164.93035,118.0125
,98.673525,167.605225,164.9581,118.0515
,98.754775,167.65475,164.992875,118.07435
,98.78755,167.9392,165.163275,118.14755
,98.814025,167.995575,165.2351,118.163175
,98.922275,168.067075,165.282,118.1731
,98.9358,168.153225,165.31375,118.216875
,99.0389,168.215225,165.376325,118.24075
,99.069925,168.2837,165.41675,118.271275
,99.076225,168.3324,165.4544,118.29805
,99.0977,168.382875,165.53575,118.325125
,99.110125,168.44235,165.56925,118.32725
,99.1299,168.48405,165.697775,118.358175
,99.20925,168.533675,165.7055,118.3999
,99.268525,168.5736,165.734375,118.4663
,99.311075,168.618875,165.760875,118.545725
,99.45595,168.680725,165.789475,118.575125
,99.495425,168.72,165.828725,118.59835
,99.527025,168.746,165.864275,118.66135
,99.6,168.8769,165.892875,118.699425
,99.82725,168.967675,165.921525,118.72925
,99.86685,169.017925,166.008175,118.762225
,99.89225,169.085875,166.043075,118.8201
,99.896775,169.14455,166.12155,118.82115
,99.9185,169.17545,166.144375,118.86025
,99.945025,169.225875,166.1868,118.8914
,99.975475,169.266325,166.208325,118.95185
,100.035525,169.294725,166.2377,118.96015
,100.083575,169.33485,166.27585,118.970275
,100.129125,169.3625,166.32005,119.010925
,100.256075,169.466,166.3829,119.07725
,100.37165,169.49875,166.4008,119.091675
,100.392625,169.526175,166.435575,119.131925
,100.5497,169.611775,166.466675,119.170375
,100.58585,169.66545,166.52195,119.1943
,100.764025,169.805675,166.54865,119.2059
,100.934375,169.861375,166.579675,119.237575
,100.97675,169.985425,166.5963,119.4201
,101.0104,170.047125,166.6367,119.466425
,101.033075,170.131225,166.666725,119.567525
,101.0882,170.201475,166.700525,119.624125
,101.105875,170.275225,166.7175,119.65235
,101.136025,170.3483,166.754525,119.782625
,101.168875,170.4493,166.7852,119.791875
,101.260275,170.503125,166.814425,119.82375
,101.313425,170.543025,166.82605,119.883275
,101.418575,170.6002,166.85505,120.0195
,101.462875,170.641725,166.88225,120.0858
,101.508925,170.71995,166.905675,120.124125
,101.5185,170.83965,166.98195,120.194075
,101.53825,170.903375,167.053775,120.198875
,101.55735,170.959425,167.130175,120.2451
,101.6113,171.0152,167.263475,120.271375
,101.65425,171.068925,167.35175,120.298525
,101.6721,171.210625,167.3745,120.32495
,101.70825,171.25605,167.40315,120.3543
,101.767975,171.417025,167.422375,120.384375
,101.870375,171.5034,167.45605,120.4138
,101.901225,171.58675,167.4804,120.4231
,102.0826,171.69265,167.530225,120.48775
,102.169575,171.77005,167.588025,120.517775
,102.228525,171.8386,167.65135,120.54655
,102.258025,171.9963,167.8408,120.583025
