SPK_SPKC03a (exci),SPK_SPKC09a (exc),SPK_SPKC12a (inhi),SPK_SPKC15a (inhi)
139.59505,186.4185,161.980825,190.761875
139.61895,186.427675,161.992975,190.79955
139.636025,186.448475,162.057325,190.830025
139.6494,186.457325,162.071425,190.86345
139.670925,186.489625,162.121525,190.913425
139.688875,186.556675,162.15055,190.95205
139.7001,186.60195,162.1666,191.00335
139.71605,186.636,162.183525,191.0452
139.733425,186.692325,162.200925,191.10405
139.74595,186.726275,162.250375,191.1439
139.761675,186.789775,162.2679,191.1875
139.779775,186.813275,162.300175,191.211675
139.79345,186.842075,162.32305,191.255225
139.799625,186.885375,162.351775,191.30165
139.816925,186.9213,162.381225,191.3212
139.835575,186.956275,162.39775,191.3653
139.8477,187.017525,162.43885,191.400775
139.855425,187.05435,162.488325,191.442975
139.861075,187.090575,162.511075,191.521825
139.880625,187.11665,162.528075,191.581375
139.899775,187.20485,162.579475,191.605075
139.9189,187.226425,162.5966,191.6194
139.939925,187.266475,162.647825,191.639025
139.95365,187.323425,162.668575,191.6604
139.96795,187.34365,162.700725,191.688475
139.98635,187.365875,162.7327,191.705475
140.007525,187.394275,162.760475,191.739475
140.0294,187.420825,162.781275,191.766675
140.044625,187.4466,162.813025,191.782225
140.0674,187.466975,162.841775,191.8129
140.09735,187.49155,162.86065,191.835825
140.1106,187.547525,162.894225,191.854175
140.1275,187.624075,162.950325,191.87745
140.169575,187.7476,162.99485,191.90075
140.194425,187.759925,163.036575,191.919875
140.207225,187.788275,163.0553,191.937325
140.241375,187.806775,163.113175,191.968875
140.251775,187.834425,163.1548,191.988525
140.267675,187.8471,163.1699,192.011725
140.281275,187.9054,163.255325,192.0409
140.29235,187.924975,163.285825,192.07175
140.304825,187.96115,163.30105,192.108775
140.313475,187.9919,163.32375,192.14015
140.331225,188.1744,163.353425,192.1858
140.338325,188.265675,163.382525,192.21515
140.358925,188.3622,163.4055,192.225775
140.38625,188.4102,163.457275,192.263725
140.406625,188.45035,163.515175,192.292975
140.420775,188.498525,163.544825,192.322525
140.45335,188.54185,163.567625,192.347775
140.525575,188.619875,163.582025,192.36495
140.560625,188.692025,163.595225,192.383075
140.586175,188.803325,163.62075,192.445575
140.635575,188.9073,163.632525,192.4739
140.6801,188.9372,163.66375,192.49795
140.7063,188.95415,163.71285,192.516725
140.72625,188.9863,163.743925,192.5514
140.75985,189.0027,163.7557,192.580425
140.7787,189.0174,163.785975,192.612425
140.792575,189.08145,163.8073,192.64615
140.806075,189.12075,163.837975,192.690575
140.820625,189.162775,163.855875,192.7111
140.8371,189.2218,163.89445,192.712375
140.853575,189.309425,163.947725,192.7466
140.892775,189.5231,163.972325,192.780925
140.926425,189.61325,164.001075,192.8048
140.952675,189.694425,164.03885,192.832825
140.979525,189.764,164.068675,192.856525
141.010325,189.824975,164.110375,192.8925
141.046675,189.899825,164.14965,192.924875
141.07925,190.211275,164.181525,192.95205
141.1056,190.301,164.22025,192.984225
141.11435,190.351025,164.25745,193.014425
141.123175,190.3887,164.282775,193.052575
141.12805,190.441825,164.3328,193.079525
141.131775,190.532125,164.359475,193.09555
141.13945,190.743775,164.4036,193.10365
141.14765,190.82765,164.449,193.134575
141.160125,190.8447,164.474725,193.196675
141.1659,190.9604,164.49545,193.225375
141.18065,191.210325,164.51045,193.252975
141.18845,191.229425,164.541425,193.27875
141.20535,191.248225,164.563375,193.3125
141.226075,191.264225,164.651975,193.33475
141.247775,191.304275,164.6755,193.374075
141.2884,191.356425,164.711175,193.389625
141.34555,191.4624,164.7595,193.422325
141.36385,191.487925,164.794075,193.453475
141.37795,191.566175,164.821125,193.4786
141.3966,191.615825,164.86685,193.48105
141.412125,191.635825,164.896175,193.51225
141.44155,191.67885,164.925675,193.51385
141.4642,191.69225,164.949325,193.55985
141.49305,191.7105,164.98395,193.5885
141.52255,191.7492,165.0522,193.603225
141.5721,191.76225,165.07565,193.690475
141.615525,191.774525,165.10695,193.71735
141.63435,191.7853,165.14535,193.73405
141.65495,191.801075,165.179775,193.769875
141.7148,191.81825,165.19555,193.8014
141.7307,191.836575,165.234525,193.831
141.74035,191.867375,165.264675,193.862575
141.746525,191.87575,165.3112,193.900425
141.753325,191.898475,165.405925,193.93755
141.782825,191.9261,165.459375,193.9719
141.80985,191.94395,165.49625,194.0052
141.831425,191.95975,165.5539,194.031925
141.8684,192.0039,165.59445,194.064025
141.9014,192.037875,165.632925,194.092125
141.9302,192.07265,165.6562,194.135775
141.954675,192.100025,165.697,194.1847
142.010475,192.126675,165.733425,194.21285
142.052275,192.15475,165.78325,194.2531
142.087725,192.184,165.8257,194.259
142.1036,192.1981,165.863325,194.298325
142.11305,192.22515,165.89655,194.34645
142.119275,192.249075,165.921275,194.38605
142.1241,192.268825,165.94385,194.41955
142.13755,192.301075,165.965725,194.4546
142.14985,192.31465,165.982525,194.489375
142.1546,192.329325,166.014025,194.52925
142.16515,192.37865,166.0245,194.54735
142.1696,192.458325,166.02685,194.59515
142.173375,192.4919,166.049425,194.625175
142.213425,192.529975,166.078625,194.65935
142.340575,192.572325,166.088675,194.69805
142.368225,192.59905,166.1745,194.740325
142.400425,192.6293,166.2064,194.78195
142.457875,192.681925,166.2409,194.80975
142.5015,192.71455,166.260625,194.832375
142.5332,192.772,166.29265,194.86875
142.5552,192.78775,166.328925,194.895375
142.572625,192.797125,166.37415,194.938725
142.5881,192.82685,166.4092,194.982225
142.611925,192.84405,166.452425,195.013375
142.632125,192.857475,166.4893,195.05205
142.652275,192.90175,166.531075,195.07335
142.671325,192.908325,166.56375,195.1142
142.687075,192.924175,166.6057,195.1214
142.698925,192.9341,166.646075,195.16075
142.716125,192.94125,166.6746,195.192925
142.7362,192.952375,166.73045,195.2378
142.745975,192.9715,166.7832,195.283225
142.760775,192.978425,166.800325,195.3436
142.7625,192.991975,166.812675,195.3723
142.777375,193.038125,166.84775,195.397325
142.798175,193.078625,166.867,195.4455
142.838475,193.0864,166.904425,195.53825
142.883275,193.1431,166.906675,195.54695
142.91415,193.17435,166.942525,195.568
142.957775,193.2011,166.95595,195.598775
142.98665,193.22045,166.984775,195.6366
143.01335,193.259,167.0084,195.6904
143.04385,193.304525,167.046275,195.7226
143.065275,193.330225,167.076925,195.76705
143.088675,193.44165,167.110425,195.780125
143.102575,193.666775,167.13615,195.8214
143.12415,193.746175,167.167575,195.85405
143.147375,193.773575,167.2006,195.89215
143.1667,193.80245,167.216875,195.941925
143.189775,193.84985,167.2515,195.988625
143.218,193.9343,167.25325,196.0318
143.250025,193.97915,167.28015,196.0592
143.27615,194.0295,167.314875,196.1358
143.304275,194.197975,167.365475,196.1779
143.33615,194.2529,167.4031,196.209675
143.37245,194.273975,167.42945,196.23605
143.399025,194.293575,167.48295,196.267875
143.411425,194.31125,167.517725,196.299225
143.430225,194.340075,167.5583,196.3265
143.44045,194.36585,167.57075,196.362575
143.453925,194.41315,167.605925,196.39375
143.461025,194.594725,167.6314,196.440075
143.473925,194.75945,167.656175,196.5008
143.481925,194.814475,167.686275,196.53315
143.4868,194.865875,167.71485,196.5691
143.49695,194.953525,167.73595,196.618675
143.510725,195.033625,167.7793,196.6635
143.529725,195.1718,167.835825,196.70515
143.54465,195.293925,167.86355,196.728475
143.5572,195.4363,167.8705,196.73975
143.577325,195.5181,167.911525,196.782625
143.601,195.57405,167.93585,196.790175
143.63885,195.60185,167.976325,196.826425
143.676525,195.615375,168.008275,196.8503
143.711175,195.6411,168.02625,196.893
143.74025,195.797375,168.0495,196.93315
143.773325,196.031225,168.07465,196.971125
143.795975,196.0415,168.10955,197.01995
143.828425,196.062225,168.123825,197.06045
143.8606,196.089575,168.139525,197.10215
143.873425,196.14785,168.19825,197.1491
143.89355,196.2255,168.234175,197.177275
143.927075,196.434775,168.2685,197.20025
143.94245,196.5498,168.2956,197.229
143.96925,196.62455,168.355175,197.265775
143.985675,196.70055,168.391975,197.3092
144.0227,196.98415,168.40405,197.3388
144.054625,197.037825,168.426875,197.364375
144.091525,197.141525,168.4427,197.396975
144.121725,197.472125,168.469025,197.4382
144.16515,197.90435,168.474675,197.470975
144.192975,197.9152,168.499625,197.508225
144.21575,197.9361,168.522925,197.57555
144.238625,197.98715,168.5571,197.628475
144.256675,198.026725,168.5899,197.67115
144.280725,198.09005,168.603575,197.692775
144.313975,198.127475,168.644625,197.728675
144.354825,198.265375,168.682175,197.774575
144.3822,198.3324,168.7226,197.8039
144.43135,198.61965,168.7578,197.847525
144.473375,198.64565,168.792575,197.87855
144.5231,198.70985,168.81665,197.9092
144.54325,198.7426,168.825525,197.926225
144.558875,198.7676,168.840075,197.99355
144.5829,198.841975,168.85065,198.02395
144.6011,198.871175,168.865325,198.053975
144.61585,198.89555,168.894275,198.081375
144.63035,198.92805,168.908475,198.100875
144.6495,198.94825,168.931175,198.1291
144.66565,198.955825,168.9521,198.15655
144.678375,198.9984,168.981575,198.19055
144.69665,199.039025,169.012725,198.21755
144.73265,199.05775,169.04035,198.24295
144.7635,199.079875,169.04465,198.2449
144.78325,199.113575,169.069525,198.274575
144.831925,199.1425,169.0872,198.3014
144.86505,199.1715,169.131875,198.3361
144.918925,199.185725,169.160725,198.3751
144.9846,199.216525,169.177675,198.4061
145.0012,199.2538,169.20035,198.424775
145.0216,199.343,169.2185,198.4694
145.040125,199.63075,169.231325,198.520475
145.067625,199.640575,169.257075,198.5579
145.089275,199.653225,169.29665,198.584275
145.0992,199.6644,169.318575,198.64465
145.127775,199.675825,169.3517,198.6846
145.1742,199.77045,169.374825,198.715275
145.2189,199.811975,169.391225,198.756625
145.2416,199.86295,169.4102,198.7802
145.274225,199.89225,169.434075,198.81755
145.300325,199.93715,169.4594,198.870125
145.329175,199.985675,169.495525,198.89765
145.348925,,169.50365,198.9171
145.3676,,169.547325,198.931425
145.391625,,169.56745,198.962825
145.408925,,169.585275,198.999075
145.4374,,169.60625,199.028475
145.463375,,169.62395,199.04645
145.482525,,169.6526,199.063225
145.518925,,169.69085,199.0965
145.533375,,169.73065,199.12775
145.556375,,169.7446,199.159625
145.5845,,169.7761,199.1865
145.607875,,169.7962,199.215675
145.6406,,169.819325,199.2555
145.659925,,169.84965,199.286075
145.670075,,169.88285,199.3148
145.7028,,169.909775,199.331075
145.72935,,169.917225,199.344
145.7597,,169.93815,199.367525
145.783875,,169.973775,199.3982
145.818475,,170.05575,199.4247
145.866775,,170.083925,199.42965
145.8972,,170.099975,199.455375
145.945175,,170.134725,199.4851
145.9762,,170.156075,199.535
146.020925,,170.194125,199.59855
146.04145,,170.20745,199.63435
146.08175,,170.2284,199.664125
146.1113,,170.247,199.7213
146.139425,,170.27245,199.7629
146.174775,,170.309075,199.7991
146.206,,170.33705,199.831875
146.245475,,170.36435,199.87405
146.285375,,170.4343,199.912425
146.288875,,170.4685,199.955975
146.330875,,170.496675,199.98995
146.36615,,170.526825,
146.41035,,170.561625,
146.435675,,170.572675,
146.4702,,170.617125,
146.507125,,170.6494,
146.53625,,170.682275,
146.576325,,170.7194,
146.6146,,170.753725,
146.6392,,170.776075,
146.682125,,170.804475,
146.710975,,170.810825,
146.76055,,170.85345,
146.794775,,170.877575,
146.840475,,170.92375,
146.88175,,170.94915,
146.9238,,170.9902,
146.9502,,171.02445,
146.987,,171.049,
147.023975,,171.095675,
147.0795,,171.1211,
147.098625,,171.134825,
147.1247,,171.150325,
147.176675,,171.1998,
147.21725,,171.219575,
147.2544,,171.224475,
147.2819,,171.2801,
147.312225,,171.3066,
147.36205,,171.3309,
147.403425,,171.379825,
147.426275,,171.41955,
147.460375,,171.442,
147.493425,,171.465075,
147.527175,,171.4911,
147.580875,,171.551725,
147.60785,,171.58145,
147.64775,,171.60195,
147.684175,,171.635725,
147.729475,,171.668875,
147.78245,,171.7209,
147.83255,,171.7545,
147.874525,,171.76725,
147.9116,,171.7805,
147.9415,,171.789925,
147.976,,171.791625,
148.007875,,171.814925,
148.04765,,171.8379,
148.094875,,171.87665,
148.143725,,171.907325,
148.1721,,171.932425,
148.19735,,171.951925,
148.2453,,171.97055,
148.265,,171.991075,
148.294075,,172.026275,
148.314275,,172.038575,
148.33635,,172.049075,
148.363,,172.065225,
148.384975,,172.097325,
148.397975,,172.121325,
148.429225,,172.137175,
148.4524,,172.1652,
148.484225,,172.203825,
148.5152,,172.234275,
148.544225,,172.264825,
148.578275,,172.30235,
148.620875,,172.3387,
148.648325,,172.3427,
148.674525,,172.368575,
148.7317,,172.437125,
148.760725,,172.451975,
148.807675,,172.46945,
148.8396,,172.4939,
148.8838,,172.5039,
148.9098,,172.5309,
148.937925,,172.55215,
148.96695,,172.589975,
148.991175,,172.60075,
149.02505,,172.636475,
149.056625,,172.66595,
149.10205,,172.696025,
149.131075,,172.716,
149.162075,,172.745925,
149.18085,,172.7832,
149.196675,,172.833275,
149.220225,,172.84965,
149.24845,,172.8629,
149.32005,,172.881125,
149.362325,,172.91785,
149.38,,172.945225,
149.41225,,172.97975,
149.45905,,173.008125,
149.505375,,173.12865,
149.563625,,173.1657,
149.619725,,173.220225,
149.648075,,173.24705,
149.668625,,173.260025,
149.710775,,173.281075,
149.7413,,173.316275,
149.774175,,173.3327,
149.812275,,173.409975,
149.863275,,173.435725,
149.904375,,173.4665,
149.962425,,173.513625,
150.03025,,173.534525,
150.080175,,173.563975,
150.119825,,173.5652,
150.138475,,173.572475,
150.176075,,173.597425,
150.208,,173.61385,
150.237675,,173.652725,
150.260725,,173.654525,
150.31125,,173.677025,
150.3512,,173.6959,
150.423025,,173.7314,
150.44875,,173.7666,
150.49685,,173.802775,
150.538625,,173.83165,
150.56365,,173.876575,
150.609925,,173.89815,
150.6412,,173.92335,
150.651,,173.956275,
150.694975,,173.979575,
150.73515,,174.01645,
150.781325,,174.029525,
150.81745,,174.041225,
150.880325,,174.064,
150.92695,,174.095225,
150.963025,,174.1338,
151.0093,,174.140325,
151.0485,,174.20835,
151.08945,,174.245025,
151.1434,,174.272725,
151.18065,,174.293,
151.2164,,174.29855,
151.235225,,174.324825,
151.256925,,174.349425,
151.292425,,174.38005,
151.3231,,174.395925,
151.38475,,174.421575,
151.43105,,174.45655,
151.488375,,174.480625,
151.52455,,174.49675,
151.596525,,174.56935,
151.6246,,174.585725,
151.653175,,174.608325,
151.675125,,174.63705,
151.70595,,174.677,
151.747175,,174.6944,
151.78465,,174.723725,
151.83555,,174.750475,
151.875125,,174.770725,
151.926,,174.78935,
151.987725,,174.8035,
152.04135,,174.855225,
152.06885,,174.877,
152.09,,174.903825,
152.131425,,174.989875,
152.1628,,175.001275,
152.20965,,175.019725,
152.256325,,175.0377,
152.32965,,175.06015,
152.39805,,175.0773,
152.447225,,175.09695,
152.484625,,175.115725,
152.49985,,175.148425,
152.51545,,175.17215,
152.524575,,175.235825,
152.533625,,175.25555,
152.544575,,175.2596,
152.563225,,175.2791,
152.57465,,175.2949,
152.588375,,175.320025,
152.625625,,175.404,
152.6463,,175.4815,
152.6856,,175.49045,
152.710375,,175.50525,
152.730425,,175.518525,
152.746725,,175.561375,
152.792925,,175.58925,
152.81525,,175.62075,
152.849525,,175.637725,
152.875975,,175.65965,
152.9069,,175.680875,
152.930225,,175.682425,
152.95985,,175.7137,
152.989725,,175.733375,
153.020875,,175.750125,
153.03665,,175.785475,
153.0849,,175.81305,
153.1053,,175.83445,
153.13545,,175.867875,
153.1624,,175.891575,
153.18885,,175.907675,
153.222575,,175.92645,
153.2798,,175.92875,
153.32815,,175.97365,
153.364,,176.012,
153.410625,,176.028975,
153.446625,,176.05035,
153.4788,,176.0853,
153.50895,,176.1126,
153.57495,,176.125975,
153.612275,,176.146675,
153.66005,,176.176625,
153.693675,,176.1951,
153.73985,,176.220475,
153.8232,,176.2363,
153.880075,,176.27035,
153.9208,,176.279225,
153.95805,,176.30725,
153.98685,,176.345075,
154.01365,,176.3684,
154.041675,,176.4283,
154.075875,,176.46075,
154.1097,,176.4852,
154.1321,,176.527825,
154.1609,,176.56575,
154.1858,,176.578675,
154.209825,,176.606825,
154.2308,,176.631775,
154.2517,,176.68015,
154.283,,176.707625,
154.315425,,176.7468,
154.345075,,176.7643,
154.40425,,176.78485,
154.43605,,176.829,
154.4754,,176.85085,
154.505275,,176.8749,
154.573075,,176.88455,
154.591075,,176.934075,
154.63015,,176.965225,
154.672525,,176.997975,
154.72145,,177.029325,
154.7544,,177.057475,
154.77515,,177.0958,
154.803375,,177.13195,
154.846975,,177.247825,
154.884675,,177.27435,
154.92135,,177.299275,
154.9745,,177.339675,
155.0224,,177.3564,
155.054675,,177.378875,
155.075025,,177.415475,
155.0901,,177.4401,
155.1013,,177.469025,
155.107925,,177.492175,
155.11855,,177.53065,
155.1316,,177.5598,
155.16295,,177.629275,
155.201075,,177.648275,
155.236625,,177.691825,
155.265875,,177.7201,
155.292675,,177.736175,
155.31845,,177.787225,
155.3427,,177.818975,
155.373325,,177.82225,
155.406325,,177.8539,
155.43725,,177.90485,
155.4873,,177.950775,
155.527975,,177.964775,
155.56595,,178.00655,
155.6077,,178.05535,
155.645525,,178.080375,
155.68165,,178.092475,
155.73415,,178.102625,
155.755825,,178.1308,
155.7899,,178.16025,
155.8412,,178.180825,
155.892375,,178.216025,
155.929925,,178.22815,
155.949875,,178.312425,
155.97395,,178.3412,
155.98425,,178.372525,
155.997275,,178.4226,
156.0073,,178.442675,
156.01955,,178.514425,
156.031225,,178.53735,
156.05515,,178.5707,
156.087025,,178.581975,
156.113075,,178.629025,
156.13455,,178.6651,
156.159225,,178.718675,
156.17535,,178.7536,
156.196475,,178.7733,
156.219175,,178.775525,
156.2518,,178.803025,
156.3162,,178.8535,
156.341475,,178.87195,
156.424275,,178.90435,
156.479975,,178.938,
156.540025,,178.980175,
156.579575,,179.009025,
156.6035,,179.0236,
156.6225,,179.025775,
156.6443,,179.0636,
156.66535,,179.0852,
156.685675,,179.108225,
156.711675,,179.1351,
156.737975,,179.154525,
156.765575,,179.193925,
156.794425,,179.2051,
156.82,,179.2396,
156.847925,,179.24205,
156.8797,,179.2717,
156.897375,,179.30545,
156.926125,,179.355325,
156.9445,,179.385075,
156.97865,,179.430825,
157.01365,,179.465825,
157.0839,,179.492575,
157.1202,,179.513875,
157.161975,,179.533925,
157.21065,,179.564975,
157.2619,,179.6063,
157.3334,,179.617675,
157.34475,,179.638125,
157.3574,,179.661,
157.365825,,179.669975,
157.3831,,179.694725,
157.396875,,179.7161,
157.40955,,179.747775,
157.428325,,179.7724,
157.46525,,179.804,
157.508575,,179.840275,
157.53465,,179.8809,
157.557525,,179.918025,
157.5962,,179.935125,
157.6321,,179.976575,
157.673125,,179.993725,
157.7083,,180.006225,
157.74085,,180.0223,
157.776825,,180.027275,
157.8078,,180.07435,
157.83925,,180.097275,
157.860175,,180.1065,
157.88585,,180.13,
157.9209,,180.151375,
157.9564,,180.15765,
157.991425,,180.1719,
158.0215,,180.18655,
158.0871,,180.2026,
158.12855,,180.2086,
158.1719,,180.219275,
158.24965,,180.22345,
158.2854,,180.2331,
158.303975,,180.3239,
158.331875,,180.32515,
158.360275,,180.3358,
158.39305,,180.4016,
158.4371,,180.421975,
158.474675,,180.4388,
158.5149,,180.4601,
158.560025,,180.473225,
158.607125,,180.497175,
158.65885,,180.5496,
158.7267,,180.56175,
158.729025,,180.599775,
158.762125,,180.610275,
158.789025,,180.64045,
158.812375,,180.697475,
158.83125,,180.709125,
158.855475,,180.722225,
158.8937,,180.7406,
158.92935,,180.7427,
158.9736,,180.75045,
158.994175,,180.787925,
159.0513,,180.818075,
159.090425,,180.842075,
159.120725,,180.874375,
159.190025,,180.8896,
159.233775,,180.9256,
159.260075,,180.9401,
159.27875,,180.950675,
159.29925,,180.957675,
159.316025,,180.98445,
159.327925,,180.99755,
159.347,,181.0056,
159.377675,,181.02885,
159.40475,,181.03805,
159.43185,,181.061575,
159.464175,,181.08785,
159.48155,,181.1086,
159.51045,,181.117325,
159.565625,,181.128,
159.61205,,181.144475,
159.652,,181.1792,
159.713225,,181.187075,
159.735025,,181.202,
159.742775,,181.23035,
159.759175,,181.252725,
159.79475,,181.272725,
159.8168,,181.279775,
159.844625,,181.3006,
159.88,,181.329875,
159.91295,,181.368725,
159.940225,,181.413275,
159.9735,,181.4364,
160.011,,181.47105,
160.044325,,181.51215,
160.08715,,181.5373,
160.112175,,181.556275,
160.131775,,181.60065,
160.17055,,181.6228,
160.20105,,181.645525,
160.2317,,181.6641,
160.266025,,181.707,
160.305125,,181.714125,
160.335575,,181.730175,
160.370925,,181.743825,
160.4186,,181.77335,
160.4693,,181.78945,
160.494875,,181.80765,
160.52735,,181.82755,
160.56595,,181.8438,
160.611375,,181.8753,
160.643,,181.8975,
160.6689,,181.94115,
160.6965,,181.9857,
160.751375,,182.009575,
160.79365,,182.033175,
160.827275,,182.07885,
160.881,,182.100475,
160.96135,,182.15035,
160.98385,,182.1621,
160.9962,,182.1962,
161.01475,,182.228375,
161.031725,,182.238925,
161.046775,,182.26255,
161.06635,,182.271525,
161.09785,,182.310125,
161.12715,,182.338475,
161.144125,,182.340375,
161.17225,,182.38755,
161.2031,,182.40795,
161.245625,,182.4103,
161.29405,,182.421375,
161.3351,,182.43005,
161.384325,,182.4574,
161.470125,,182.474075,
161.4984,,182.49495,
161.524225,,182.5311,
161.564225,,182.547225,
161.589875,,182.5796,
161.62085,,182.61105,
161.64865,,182.628875,
161.684125,,182.67855,
161.735275,,182.703525,
161.775825,,182.741775,
161.822475,,182.760625,
161.87955,,182.7753,
161.9522,,182.79985,
161.9709,,182.8195,
161.98,,182.837375,
161.9954,,182.859675,
162.010325,,182.8625,
162.0219,,182.893,
162.029325,,182.943825,
162.0417,,182.97315,
162.050675,,183.001425,
162.060875,,183.0282,
162.074275,,183.04975,
162.0981,,183.0661,
162.1379,,183.102475,
162.164875,,183.120475,
162.192125,,183.135675,
162.206975,,183.161625,
162.22765,,183.187875,
162.250175,,183.21,
162.28965,,183.227,
162.3139,,183.243425,
162.38615,,183.256725,
162.4233,,183.285,
162.4758,,183.30465,
162.5117,,183.327325,
162.559575,,183.35155,
162.613825,,183.39045,
162.63555,,183.404775,
162.64675,,183.4247,
162.658675,,183.4597,
162.67595,,183.4829,
162.6945,,183.501775,
162.7138,,183.52195,
162.7376,,183.532975,
162.760275,,183.55935,
162.782725,,183.598575,
162.846775,,183.630925,
162.8718,,183.663225,
162.8949,,183.681625,
162.9272,,183.6985,
162.964425,,183.72105,
163.012925,,183.74375,
163.056275,,183.76125,
163.08955,,183.78345,
163.13335,,183.813125,
163.147625,,183.830775,
163.157275,,183.88265,
163.16535,,183.9102,
163.1752,,183.925475,
163.189675,,183.9402,
163.211775,,183.979375,
163.2478,,184.0011,
163.269175,,184.04165,
163.286775,,184.073025,
163.30865,,184.10375,
163.339125,,184.12825,
163.380625,,184.1539,
163.425725,,184.1756,
163.452625,,184.209325,
163.486475,,184.232675,
163.5507,,184.256825,
163.6171,,184.281075,
163.65095,,184.297475,
163.6708,,184.3363,
163.693425,,184.353375,
163.71775,,184.385775,
163.752975,,184.4236,
163.767975,,184.454675,
163.78645,,184.459875,
163.80985,,184.47785,
163.84095,,184.54325,
163.89265,,184.57345,
163.93845,,184.589725,
163.97975,,184.60095,
164.0335,,184.607025,
164.09015,,184.64745,
164.14305,,184.670175,
164.1979,,184.70865,
164.221325,,184.7161,
164.2685,,184.7409,
164.3118,,184.7601,
164.326475,,184.7822,
164.347475,,184.803225,
164.364625,,184.8301,
164.381925,,184.8613,
164.410925,,184.86915,
164.435275,,184.88525,
164.45485,,184.90355,
164.470975,,184.949475,
164.49125,,184.967125,
164.51785,,184.982275,
164.526325,,185.011575,
164.566725,,185.042675,
164.607175,,185.05865,
164.650675,,185.0869,
164.6981,,185.10935,
164.72865,,185.1421,
164.777575,,185.1689,
164.8086,,185.195975,
164.831925,,185.2306,
164.86145,,185.27435,
164.912175,,185.3364,
164.9513,,185.38935,
164.98585,,185.3932,
165.009625,,185.407675,
165.058525,,185.4324,
165.108475,,185.442025,
165.132125,,185.47715,
165.1709,,185.551325,
165.207425,,185.587725,
165.2609,,185.614375,
165.293125,,185.617875,
165.3393,,185.6625,
165.403875,,185.68455,
165.4477,,185.7159,
165.5004,,185.755675,
165.5449,,185.784775,
165.58015,,185.793825,
165.6216,,185.79485,
165.638425,,185.836575,
165.65255,,185.8541,
165.665025,,185.877425,
165.6765,,185.90915,
165.691225,,185.9236,
165.7033,,185.986525,
165.7243,,186.01085,
165.7404,,186.0413,
165.755575,,186.06555,
165.77465,,186.090875,
165.800275,,186.128325,
165.810125,,186.1712,
165.835775,,186.19595,
165.855525,,186.211425,
165.87465,,186.22815,
165.8879,,186.270575,
165.90765,,186.28785,
165.93295,,186.311925,
165.95655,,186.35575,
165.994225,,186.384325,
166.019925,,186.3856,
166.05645,,186.402775,
166.08335,,186.42215,
166.11665,,186.45725,
166.169575,,186.482975,
166.222925,,186.541325,
166.2574,,186.5701,
166.281475,,186.595975,
166.343375,,186.61195,
166.3632,,186.638175,
166.406625,,186.662125,
166.451375,,186.702375,
166.45955,,186.722975,
166.52255,,186.75185,
166.562525,,186.784975,
166.5889,,186.816325,
166.642,,186.850675,
166.734325,,186.888175,
166.772175,,186.910125,
166.811925,,186.94265,
166.8423,,186.974425,
166.864425,,187.010175,
166.8852,,187.05095,
166.9163,,187.071075,
166.9275,,187.082375,
166.9476,,187.108975,
166.98995,,187.152,
167.032275,,187.173875,
167.056225,,187.2022,
167.06805,,187.229975,
167.0974,,187.28175,
167.16675,,187.377775,
167.215725,,187.391875,
167.281375,,187.404,
167.330925,,187.438225,
167.369075,,187.468775,
167.42535,,187.48755,
167.465975,,187.498825,
167.51745,,187.54795,
167.559825,,187.572325,
167.603725,,187.598325,
167.6262,,187.626675,
167.661025,,187.656775,
167.6981,,187.6904,
167.7416,,187.705875,
167.78645,,187.737825,
167.8377,,187.775725,
167.865375,,187.80205,
167.894925,,187.8198,
167.938975,,187.841675,
168.0006,,187.898325,
168.04885,,187.9214,
168.08835,,187.939975,
168.1236,,187.9825,
168.151,,188.000525,
168.166925,,188.013025,
168.192475,,188.039575,
168.217875,,188.062725,
168.2318,,188.09175,
168.2482,,188.12015,
168.261825,,188.158425,
168.274975,,188.17775,
168.29245,,188.1839,
168.3147,,188.20515,
168.32615,,188.253125,
168.339625,,188.29305,
168.3593,,188.34285,
168.384675,,188.360375,
168.40305,,188.416925,
168.429,,188.4542,
168.4512,,188.470925,
168.49845,,188.474775,
168.52345,,188.493125,
168.53715,,188.5277,
168.58425,,188.562775,
168.621,,188.58805,
168.685375,,188.6096,
168.794125,,188.620025,
168.8168,,188.6339,
168.8345,,188.660825,
168.853925,,188.68745,
168.87085,,188.720125,
168.895975,,188.7529,
168.926625,,188.793225,
168.957675,,188.808125,
168.9856,,188.851125,
169.017,,188.89305,
169.138925,,188.938975,
169.1785,,188.945425,
169.19365,,188.987375,
169.204775,,189.00985,
169.214475,,189.035425,
169.22345,,189.0651,
169.2344,,189.085275,
169.246225,,189.117725,
169.261875,,189.13925,
169.28755,,189.1575,
169.305275,,189.1728,
169.328925,,189.19235,
169.36805,,189.213675,
169.390625,,189.233725,
169.430075,,189.238275,
169.453125,,189.28545,
169.485,,189.288125,
169.5222,,189.303975,
169.56175,,189.3445,
169.609175,,189.359975,
169.65765,,189.409575,
169.693775,,189.445275,
169.733325,,189.45555,
169.764225,,189.484125,
169.78195,,189.5436,
169.794175,,189.549625,
169.81025,,189.575,
169.822175,,189.614975,
169.84075,,189.63825,
169.853675,,189.661125,
169.869875,,189.670775,
169.896625,,189.695375,
169.919275,,189.72715,
169.937725,,189.7537,
169.960025,,189.82945,
169.9821,,189.83775,
170.0086,,189.85715,
170.03715,,189.910575,
170.06945,,189.930825,
170.1096,,189.938525,
170.1344,,189.9754,
