SPK_SPKC03a (inhibited),SPK_SPKC07b (inhibited),SPK_SPKC08b (no effect),SPK_SPKC08c (excited),SPK_SPKC10a (weak inhibition)
288.532,,,,417.229525
288.535025,,,,417.253275
288.540775,,,,417.27115
288.547425,,,,417.2869
288.552975,,,,417.3027
288.558725,,,,417.3151
288.56655,,,,417.3325
288.569525,,,,417.34655
288.5795,,,,417.36775
288.585875,,,,417.392875
288.591825,,,,417.414625
288.597675,,,,417.43205
288.60335,,,,417.4453
288.60605,,,,417.45755
288.61175,,,,417.468
288.615625,,,,417.481525
288.62265,,,,417.491025
288.62715,,,,417.50645
288.635125,,,,417.529875
288.638675,,,,417.54085
288.646725,,,,417.55035
288.652325,,,,417.563425
288.656025,,,,417.58015
288.661875,,,,417.59645
288.671375,,,,417.613325
288.682475,,,,417.636375
288.6859,,,,417.660925
288.69305,,,,417.67045
288.697475,,,,417.67765
288.7069,,,,417.6924
288.71845,,,,417.704325
288.72205,,,,417.724775
288.726175,,,,417.749475
288.74305,,,,417.7761
288.749675,,,,417.807875
288.75805,,,,417.839875
288.772075,,,,417.86145
288.78405,,,,417.895725
288.7942,,,,417.914225
288.805225,,,,417.943275
288.819,,,,417.954875
288.82925,,,,417.963825
288.85335,,,,417.974875
288.881875,,,,417.98655
288.89885,,,,417.9936
288.93145,,,,418.009275
288.96895,,,,418.021675
288.98575,,,,418.037275
288.9956,,,,418.063025
289.016325,,,,418.083625
289.03525,,,,418.086725
289.0489,,,,418.105425
289.062025,,,,418.1321
289.075825,,,,418.1537
289.09475,,,,418.173475
289.115275,,,,418.1979
289.12905,,,,418.2291
289.143075,,,,418.24665
289.171975,,,,418.2708
289.18295,,,,418.30595
289.1941,,,,418.3287
289.213475,,,,418.3507
289.223725,,,,418.37665
289.232725,,,,418.392825
289.25095,,,,418.4078
289.285025,,,,418.42475
289.304,,,,418.442175
289.334,,,,418.463025
289.35725,,,,418.479975
289.386025,,,,418.49725
289.39795,,,,418.512
289.409,,,,418.532775
289.42555,,,,418.55405
289.456825,,,,418.574275
289.4782,,,,418.60365
289.501025,,,,418.622725
289.50665,,,,418.638925
289.5236,,,,418.65375
289.54715,,,,418.66835
289.576075,,,,418.679025
289.5901,,,,418.69845
289.606075,,,,418.7137
289.61545,,,,418.72675
289.6318,,,,418.740125
289.64405,,,,418.757325
289.65775,,,,418.7701
289.675025,,,,418.78565
289.684025,,,,418.80525
289.6945,,,,418.8285
289.702775,,,,418.8503
289.714,,,,418.8719
289.721025,,,,418.884925
289.728775,,,,418.921525
289.73705,,,,418.9421
289.740475,,,,418.971525
289.7523,,,,419.0056
289.764425,,,,419.037475
289.77545,,,,419.06135
289.786375,,,,419.0724
289.792675,,,,419.0878
289.7991,,,,419.108875
289.8181,,,,419.1274
289.823425,,,,419.1458
289.8389,,,,419.16365
289.847525,,,,419.17865
289.86015,,,,419.2017
289.888925,,,,419.218825
289.904975,,,,419.25265
289.9122,,,,419.2833
289.92325,,,,419.301
289.93835,,,,419.307325
289.9551,,,,419.330825
289.96665,,,,419.3535
289.97605,,,,419.392125
289.987875,,,,419.408275
290.016625,,,,419.427675
290.0381,,,,419.428825
290.04355,,,,419.448625
290.05215,,,,419.482025
290.074375,,,,419.51335
290.08765,,,,419.540825
290.105975,,,,419.572575
290.1191,,,,419.6168
290.1393,,,,419.6473
290.149775,,,,419.6782
290.1662,,,,419.70785
290.180825,,,,419.723325
290.200575,,,,419.74965
290.2199,,,,419.788575
290.248,,,,419.8102
290.26475,,,,419.828175
290.2872,,,,419.851425
290.3005,,,,419.875475
290.318275,,,,419.909375
290.333225,,,,419.93955
290.34475,,,,419.9627
290.3532,,,,419.97325
290.368675,,,,419.99165
290.380475,,,,420.01225
290.3976,,,,420.067575
290.4176,,,,420.085425
290.436025,,,,420.10145
290.44765,,,,420.103325
290.46175,,,,420.12
290.4727,,,,420.1354
290.48545,,,,420.1485
290.505,,,,420.168125
290.523525,,,,420.18865
290.534425,,,,420.21085
290.550125,,,,420.23055
290.585025,,,,420.252175
290.608325,,,,420.263125
290.61675,,,,420.288175
290.6308,,,,420.289225
290.651275,,,,420.298375
290.66175,,,,420.307725
290.692325,,,,420.319275
290.705675,,,,420.3365
290.71355,,,,420.345925
290.73525,,,,420.3598
290.7521,,,,420.369975
290.788925,,,,420.382975
290.8038,,,,420.393175
290.81955,,,,420.40475
290.83725,,,,420.42465
290.85245,,,,420.441375
290.876025,,,,420.462375
290.89265,,,,420.48855
290.9096,,,,420.508525
290.91975,,,,420.52245
290.937225,,,,420.54275
290.954,,,,420.56075
290.973725,,,,420.57575
290.991925,,,,420.59655
291.00345,,,,420.615625
291.01945,,,,420.6387
291.0416,,,,420.661825
291.051525,,,,420.68235
291.06995,,,,420.708075
291.08765,,,,420.72285
291.11245,,,,420.74055
291.130425,,,,420.764675
291.1474,,,,420.772275
291.167875,,,,420.7876
291.175,,,,420.808225
291.191975,,,,420.82425
291.210325,,,,420.84065
291.234125,,,,420.858525
291.24675,,,,420.8738
291.2677,,,,420.88995
291.27965,,,,420.913325
291.284325,,,,420.9346
291.30975,,,,420.961925
291.323675,,,,420.978125
291.333225,,,,421.006525
291.349,,,,421.024425
291.366475,,,,421.0482
291.3739,,,,421.074275
291.394125,,,,421.09435
291.411625,,,,421.1107
291.421775,,,,421.127275
291.429925,,,,421.143875
291.450675,,,,421.158025
291.4693,,,,421.1737
291.503775,,,,421.196525
291.510525,,,,421.2122
291.52155,,,,421.235425
291.536025,,,,421.252075
291.582375,,,,421.279375
291.59705,,,,421.304475
291.618475,,,,421.32595
291.63265,,,,421.34425
291.645725,,,,421.3587
291.678575,,,,421.377425
291.69055,,,,421.4061
291.698975,,,,421.430125
291.705725,,,,421.45795
291.71915,,,,421.475925
291.74395,,,,421.489125
291.759625,,,,421.5073
291.776525,,,,421.51855
291.78965,,,,421.5229
291.82255,,,,421.5364
291.8351,,,,421.558625
291.84525,,,,421.58915
291.865825,,,,421.61585
291.8759,,,,421.64665
291.895025,,,,421.664625
291.9056,,,,421.70215
291.9239,,,,421.725475
291.936,,,,421.7283
291.9504,,,,421.750975
291.95915,,,,421.773225
291.97695,,,,421.78845
291.997025,,,,421.8026
292.0086,,,,421.812375
292.0169,,,,421.826775
292.0209,,,,421.843075
292.0389,,,,421.86245
292.0605,,,,421.879225
292.078325,,,,421.8934
292.10185,,,,421.909825
292.123925,,,,421.93185
292.132625,,,,421.9444
292.143725,,,,421.972075
292.1499,,,,422.002975
292.169925,,,,422.025625
292.1891,,,,422.042875
292.198225,,,,422.05655
292.213275,,,,422.0719
292.218525,,,,422.0862
292.2327,,,,422.09925
292.24305,,,,422.115575
292.254225,,,,422.134725
292.25915,,,,422.173575
292.270975,,,,422.1904
292.285225,,,,422.21715
292.30285,,,,422.24095
292.3215,,,,422.25455
292.338225,,,,422.266025
292.349,,,,422.279825
292.366925,,,,422.29195
292.3831,,,,422.302175
292.418875,,,,422.316925
292.44695,,,,422.332675
292.462875,,,,422.362825
292.479725,,,,422.37875
292.497925,,,,422.3926
292.520975,,,,422.408875
292.538775,,,,422.425675
292.558325,,,,422.435875
292.572925,,,,422.44835
292.5899,,,,422.45985
292.6099,,,,422.471475
292.6295,,,,422.486675
292.645525,,,,422.496375
292.651175,,,,422.507225
292.682325,,,,422.517875
292.704175,,,,422.53065
292.7274,,,,422.55055
292.734425,,,,422.562025
292.74675,,,,422.5759
292.774025,,,,422.592375
292.78915,,,,422.604475
292.814975,,,,422.6246
292.821675,,,,422.6348
292.8435,,,,422.64605
292.848275,,,,422.659025
292.872225,,,,422.671725
292.89195,,,,422.682975
292.901875,,,,422.695075
292.913325,,,,422.706875
292.933275,,,,422.717825
292.9447,,,,422.731125
292.977425,,,,422.73885
292.99405,,,,422.74895
293.010825,,,,422.761075
293.029125,,,,422.772475
293.03855,,,,422.782175
293.057125,,,,422.793525
293.0699,,,,422.816475
293.080675,,,,422.825975
293.099325,,,,422.835475
293.12945,,,,422.8465
293.137325,,,,422.8556
293.156525,,,,422.8662
293.16785,,,,422.876175
293.177275,,,,422.888875
293.19455,,,,422.8979
293.21555,,,,422.906275
293.23575,,,,422.928575
293.258825,,,,422.941875
293.280175,,,,422.9572
293.2934,,,,422.971675
293.30935,,,,423.01055
293.3274,,,,423.030075
293.34475,,,,423.044275
293.3551,,,,423.05945
293.3744,,,,423.073
293.3807,,,,423.090075
293.3975,,,,423.104325
293.406325,,,,423.1293
293.417675,,,,423.14615
293.43305,,,,423.164325
293.447725,,,,423.182275
293.46755,,,,423.189725
293.48775,,,,423.20175
293.50995,,,,423.21845
293.5229,,,,423.229825
293.5387,,,,423.24495
293.554125,,,,423.258425
293.575975,,,,423.2737
293.588225,,,,423.29025
293.611375,,,,423.30155
293.618125,,,,423.3202
293.635275,,,,423.344875
293.646975,,,,423.357375
293.65545,,,,423.3736
293.6669,,,,423.3907
293.6878,,,,423.411675
293.698575,,,,423.435625
293.714625,,,,423.4549
293.7325,,,,423.477225
293.7424,,,,423.489225
293.752825,,,,423.504125
293.768175,,,,423.528575
293.793425,,,,423.54145
293.799375,,,,423.58145
293.805525,,,,423.616975
293.8223,,,,423.640225
293.831575,,,,423.6667
293.852325,,,,423.6863
293.8662,,,,423.70725
293.8843,,,,423.715025
293.902625,,,,423.727175
293.920425,,,,423.75085
293.942475,,,,423.781025
293.9471,,,,423.81515
293.978625,,,,423.83705
293.985925,,,,423.8928
294.020125,,,,423.9143
294.037525,,,,423.933
294.057475,,,,423.95585
294.08055,,,,423.974475
294.089175,,,,423.99865
294.0936,,,,424.02155
294.120375,,,,424.046675
294.1354,,,,424.077375
294.151525,,,,424.098725
294.1642,,,,424.112
294.181025,,,,424.128975
294.205075,,,,424.15165
294.224725,,,,424.183225
294.242875,,,,424.20685
294.246725,,,,424.22585
294.2632,,,,424.24925
294.278325,,,,424.29555
294.292275,,,,424.310475
294.31735,,,,424.32825
294.33075,,,,424.352925
294.357075,,,,424.373125
294.371475,,,,424.3989
294.388775,,,,424.4271
294.3975,,,,424.443475
294.41,,,,424.466775
294.420375,,,,424.510475
294.43965,,,,424.5333
294.44795,,,,424.563225
294.458825,,,,424.58155
294.472125,,,,424.609675
294.48985,,,,424.642475
294.5038,,,,424.6638
294.51345,,,,424.70805
294.5273,,,,424.72515
294.541125,,,,424.743175
294.566725,,,,424.769275
294.579,,,,424.790175
294.592975,,,,424.817
294.6083,,,,424.8469
294.630125,,,,424.847925
294.649225,,,,424.877125
294.664375,,,,424.9012
294.687425,,,,424.92555
294.699675,,,,424.943275
294.718175,,,,424.965275
294.72795,,,,424.98435
294.749025,,,,425.011075
294.76055,,,,425.040775
294.7793,,,,425.05125
294.7911,,,,425.068775
294.8049,,,,425.084275
294.816425,,,,425.102075
294.844375,,,,425.121325
294.863675,,,,425.13555
294.87485,,,,425.150925
294.8876,,,,425.16535
294.905675,,,,425.178925
294.923275,,,,425.190825
294.93575,,,,425.201275
294.9453,,,,425.214675
294.957175,,,,425.233525
294.96595,,,,425.2397
294.976875,,,,425.25155
294.99045,,,,425.265475
295.006475,,,,425.2832
295.0129,,,,425.301425
295.028825,,,,425.326275
295.0538,,,,425.3493
295.06825,,,,425.37075
295.091175,,,,425.3893
295.103275,,,,425.3996
295.116275,,,,425.412925
295.13435,,,,425.422625
295.148025,,,,425.4297
295.171825,,,,425.439025
295.18375,,,,425.44785
295.205425,,,,425.46795
295.2145,,,,425.49185
295.2324,,,,425.503875
295.252,,,,425.5162
295.2645,,,,425.52555
295.283325,,,,425.53065
295.29845,,,,425.540725
295.32125,,,,425.5504
295.33395,,,,425.56015
295.3569,,,,425.5798
295.3807,,,,425.59485
295.393175,,,,425.61975
295.411025,,,,425.632475
295.428925,,,,425.64605
295.460325,,,,425.6539
295.471525,,,,425.665525
295.49645,,,,425.6821
295.5084,,,,425.710925
295.51865,,,,425.723
295.537275,,,,425.739425
295.553925,,,,425.769425
295.5771,,,,425.78115
295.5906,,,,425.79525
295.6047,,,,425.811775
295.613875,,,,425.833325
295.622475,,,,425.863125
295.64005,,,,425.873375
295.666125,,,,425.886175
295.677575,,,,425.8975
295.69445,,,,425.9067
295.708625,,,,425.91965
295.728875,,,,425.942
295.749125,,,,425.953675
295.761925,,,,425.964025
295.781675,,,,425.98055
295.795825,,,,425.993
295.80475,,,,426.006275
295.82755,,,,426.01825
295.836825,,,,426.035225
295.84495,,,,426.04625
295.856,,,,426.059975
295.8708,,,,426.06635
295.880525,,,,426.0718
295.892875,,,,426.084875
295.898,,,,426.098325
295.90225,,,,426.138775
295.922125,,,,426.1613
295.932925,,,,426.183025
295.951325,,,,426.21765
295.96585,,,,426.238575
295.97045,,,,426.2637
295.9828,,,,426.286125
295.998625,,,,426.312275
296.01555,,,,426.3472
296.024025,,,,426.373925
296.0415,,,,426.404875
296.07335,,,,426.4253
296.08325,,,,426.4548
296.09925,,,,426.5172
296.107075,,,,426.538725
296.126875,,,,426.567825
296.137075,,,,426.6024
296.1566,,,,426.64115
296.1703,,,,426.658625
296.188275,,,,426.6822
296.201825,,,,426.72145
296.21575,,,,426.73795
296.230225,,,,426.765375
296.243525,,,,426.7787
296.258675,,,,426.79755
296.2714,,,,426.81015
296.288325,,,,426.82145
296.29985,,,,426.8381
296.32115,,,,426.87405
296.33475,,,,426.8936
296.3544,,,,426.906725
296.36395,,,,426.91715
296.382875,,,,426.933175
296.39785,,,,426.951375
296.41255,,,,426.9702
296.427575,,,,426.99025
296.451,,,,427.020625
296.45595,,,,427.03785
296.473175,,,,427.052725
296.483775,,,,427.07115
296.4902,,,,427.0909
296.51965,,,,427.11015
296.540325,,,,427.132725
296.554525,,,,427.14745
296.57395,,,,427.167325
296.58775,,,,427.184275
296.608575,,,,427.20725
296.613725,,,,427.223275
296.618325,,,,427.248075
296.62685,,,,427.27155
296.635375,,,,427.29225
296.645325,,,,427.31525
296.6501,,,,427.34145
296.660075,,,,427.3777
296.6742,,,,427.40815
296.681175,,,,427.429975
296.6864,,,,427.462175
296.69385,,,,427.4985
296.701825,,,,427.515375
296.7048,,,,427.528225
296.7099,,,,427.5482
296.713225,,,,427.56365
296.724075,,,,427.590925
296.7312,,,,427.61175
296.7345,,,,427.639225
296.74005,,,,427.661125
296.743325,,,,427.67815
296.749625,,,,427.690825
296.756075,,,,427.716025
296.764625,,,,427.75365
296.773425,,,,427.7848
296.78,,,,427.81485
296.791,,,,427.844825
296.800775,,,,427.8668
296.8057,,,,427.888675
296.81445,,,,427.909325
296.818425,,,,427.95825
296.825775,,,,427.98565
296.837175,,,,427.991875
296.842325,,,,428.00925
296.853075,,,,428.03735
296.8601,,,,428.06375
296.866925,,,,428.0843
296.882675,,,,428.1073
296.893175,,,,428.12545
296.898575,,,,428.1526
296.914625,,,,428.1744
296.928225,,,,428.198725
296.948025,,,,428.220775
296.954725,,,,428.24385
296.9851,,,,428.271875
296.9909,,,,428.2884
297.01325,,,,428.322525
297.021075,,,,428.3591
297.030775,,,,428.3825
297.04065,,,,428.4042
297.052975,,,,428.430175
297.058325,,,,428.466725
297.068175,,,,428.503025
297.076475,,,,428.524475
297.0819,,,,428.5475
297.090275,,,,428.568725
297.097775,,,,428.583825
297.10695,,,,428.608125
297.11495,,,,428.63415
297.121575,,,,428.649525
297.13245,,,,428.664075
297.134925,,,,428.6859
297.143525,,,,428.707025
297.150375,,,,428.720675
297.163275,,,,428.740275
297.170925,,,,428.760175
297.18755,,,,428.784725
297.204975,,,,428.806475
297.21465,,,,428.8224
297.23255,,,,428.84315
297.249275,,,,428.859825
297.26765,,,,428.875125
297.284525,,,,428.891325
297.2941,,,,428.901
297.326225,,,,428.913125
297.336925,,,,428.925
297.357125,,,,428.9349
297.3659,,,,428.944875
297.3752,,,,428.958525
297.39655,,,,428.973375
297.410175,,,,429.001125
297.42385,,,,429.02245
297.43485,,,,429.0385
297.452325,,,,429.052
297.4799,,,,429.07315
297.503975,,,,429.0984
297.516075,,,,429.1175
297.532525,,,,429.139175
297.55075,,,,429.15125
297.568475,,,,429.167475
297.596075,,,,429.181
297.608125,,,,429.200275
297.6358,,,,429.220675
297.6463,,,,429.241775
297.66445,,,,429.259775
297.675375,,,,429.282825
297.6966,,,,429.305275
297.70855,,,,429.318525
297.7284,,,,429.336875
297.745575,,,,429.3492
297.7668,,,,429.3583
297.7804,,,,429.362525
297.78535,,,,429.371625
297.822625,,,,429.381425
297.840675,,,,429.3936
297.844025,,,,429.4151
297.849675,,,,429.427875
297.866825,,,,429.44675
297.873125,,,,429.458725
297.882775,,,,429.471225
297.89655,,,,429.485625
297.907725,,,,429.49925
297.92475,,,,429.51025
297.9411,,,,429.5212
297.95345,,,,429.535775
297.97285,,,,429.54185
297.976775,,,,429.555375
297.986475,,,,429.5714
297.996875,,,,429.5791
298.01595,,,,429.5937
298.033175,,,,429.60295
298.053925,,,,429.6126
298.076775,,,,429.622525
298.093725,,,,429.634225
298.1046,,,,429.648575
298.1164,,,,429.661925
298.1362,,,,429.67445
298.142,,,,429.686725
298.167325,,,,429.6994
298.1811,,,,429.732925
298.194275,,,,429.74375
298.205875,,,,429.757225
298.255075,,,,429.7693
298.266075,,,,429.7795
298.284575,,,,429.79025
298.294525,,,,429.798725
298.308575,,,,429.80725
298.32215,,,,429.8149
298.3378,,,,429.827225
298.36095,,,,429.84375
298.379,,,,429.8536
298.3869,,,,429.89455
298.405175,,,,429.90155
298.421075,,,,429.910025
298.427375,,,,429.918275
298.439675,,,,429.9296
298.4527,,,,429.9394
298.465875,,,,429.94925
298.4815,,,,429.9609
298.49225,,,,429.973825
298.509975,,,,429.9859
298.527475,,,,429.9967
298.5426,,,,430.0094
298.558175,,,,430.024425
298.57085,,,,430.036275
298.578075,,,,430.050475
298.59485,,,,430.064625
298.6077,,,,430.076875
298.623775,,,,430.092175
298.631675,,,,430.1065
298.652175,,,,430.125475
298.6655,,,,430.1617
298.678625,,,,430.223925
298.696725,,,,430.273725
298.7163,,,,430.299775
298.727325,,,,430.335175
298.734375,,,,430.374875
298.759325,,,,430.413075
298.77455,,,,430.44895
298.787125,,,,430.480525
298.796575,,,,430.5233
298.81,,,,430.5547
298.818175,,,,430.58815
298.827375,,,,430.612125
298.8426,,,,430.637125
298.847975,,,,430.6704
298.858975,,,,430.69855
298.873525,,,,430.72745
298.895425,,,,430.7471
298.90985,,,,430.767
298.9209,,,,430.78745
298.932175,,,,430.80675
298.948125,,,,430.846025
298.9607,,,,430.8785
298.9757,,,,430.899475
298.983775,,,,430.922625
298.99185,,,,430.9497
299.013025,,,,430.97285
299.0281,,,,431.002525
299.0399,,,,431.03465
299.0544,,,,431.0582
299.0615,,,,431.080125
299.077725,,,,431.10725
299.0909,,,,431.129375
299.096375,,,,431.1728
299.10235,,,,431.19465
299.10905,,,,431.222925
299.1263,,,,431.25475
299.133675,,,,431.2771
299.148025,,,,431.300175
299.1673,,,,431.320725
299.179175,,,,431.339175
299.197725,,,,431.376925
299.211275,,,,431.401175
299.23745,,,,431.428875
299.25355,,,,431.44865
299.2754,,,,431.46335
299.29675,,,,431.474975
299.311175,,,,431.4873
299.324725,,,,431.496
299.339425,,,,431.4978
299.361575,,,,431.51
299.37025,,,,431.52405
299.382775,,,,431.542675
299.401475,,,,431.56805
299.429825,,,,431.584875
299.449175,,,,431.599375
299.4688,,,,431.611375
299.4852,,,,431.622475
299.510275,,,,431.6352
299.51645,,,,431.645575
299.531175,,,,431.653225
299.54955,,,,431.665575
299.55545,,,,431.678575
299.5774,,,,431.691425
299.60035,,,,431.706125
299.60935,,,,431.724325
299.624275,,,,431.742775
299.642975,,,,431.75885
299.66385,,,,431.77715
299.677425,,,,431.79545
299.691625,,,,431.812975
299.71675,,,,431.829925
299.72905,,,,431.852825
299.753725,,,,431.8744
299.770475,,,,431.9009
299.787,,,,431.935625
299.80115,,,,431.964925
299.825675,,,,431.995275
299.8375,,,,432.017
299.8556,,,,432.056175
299.8643,,,,432.091475
299.87705,,,,432.11695
299.891025,,,,432.13315
299.898125,,,,432.162025
299.9161,,,,432.17675
299.925725,,,,432.19295
299.9455,,,,432.208675
299.95055,,,,432.233625
299.95805,,,,432.260825
299.9793,,,,432.28355
299.989025,,,,432.30865
300.018725,,,,432.3366
300.04045,,,,432.352925
300.054275,,,,432.366275
300.072425,,,,432.3787
300.088725,,,,432.39225
300.115175,,,,432.4126
300.12885,,,,432.4411
300.142025,,,,432.454325
300.163825,,,,432.4715
300.179775,,,,432.491675
300.197375,,,,432.5116
300.21575,,,,432.527825
300.227225,,,,432.562575
300.248625,,,,432.582725
300.264725,,,,432.6029
300.285125,,,,432.6205
300.304275,,,,432.629875
300.3201,,,,432.63785
300.3322,,,,432.648925
300.345725,,,,432.661425
300.35685,,,,432.672025
300.3744,,,,432.693625
300.389725,,,,432.708
300.407,,,,432.74725
300.419425,,,,432.771425
300.441275,,,,432.796275
300.455525,,,,432.811475
300.473625,,,,432.83215
300.502525,,,,432.853475
300.5178,,,,432.877225
300.535975,,,,432.89475
300.55445,,,,432.91075
300.577075,,,,432.936925
300.59755,,,,432.97255
300.61815,,,,433.000775
300.643725,,,,433.033125
300.6496,,,,433.0597
300.6612,,,,433.082725
300.6683,,,,433.113675
300.68545,,,,433.138975
300.707775,,,,433.154125
300.714975,,,,433.17405
300.721175,,,,433.186975
300.729575,,,,433.201875
300.7374,,,,433.2146
300.7498,,,,433.2271
300.759475,,,,433.243775
300.77185,,,,433.254675
300.77725,,,,433.2698
300.7869,,,,433.2833
300.80355,,,,433.293275
300.815875,,,,433.305975
300.825275,,,,433.316125
300.84165,,,,433.324225
300.856075,,,,433.346625
300.876875,,,,433.35755
300.89035,,,,433.379325
300.90375,,,,433.3912
300.92135,,,,433.405825
300.93095,,,,433.416525
300.961225,,,,433.4359
300.9832,,,,433.45195
300.997,,,,433.4719
301.014425,,,,433.4921
301.039125,,,,433.54805
301.0581,,,,433.5781
301.0666,,,,433.606525
301.0823,,,,433.633375
301.090725,,,,433.65805
301.1232,,,,433.67975
301.137575,,,,433.7032
301.157675,,,,433.7417
301.170825,,,,433.7709
301.19535,,,,433.7835
301.2056,,,,433.7986
301.228725,,,,433.807275
301.24665,,,,433.816325
301.276225,,,,433.830625
301.295525,,,,433.8395
301.3062,,,,433.853075
301.32105,,,,433.8637
301.34275,,,,433.875225
301.3553,,,,433.8994
301.380675,,,,433.911925
301.39395,,,,433.924525
301.4102,,,,433.93825
301.416475,,,,433.951575
301.43145,,,,433.974
301.456,,,,433.9871
301.4715,,,,434.01085
301.4811,,,,434.02395
301.495575,,,,434.03465
301.515225,,,,434.048125
301.52705,,,,434.06305
301.5393,,,,434.07545
301.56025,,,,434.08615
301.577225,,,,434.09765
301.5894,,,,434.1082
301.605625,,,,434.112625
301.622575,,,,434.118925
301.6392,,,,434.12965
301.654125,,,,434.141275
301.6632,,,,434.1505
301.67665,,,,434.167475
301.688375,,,,434.18395
301.712425,,,,434.2053
301.73215,,,,434.2203
301.742025,,,,434.2348
301.75695,,,,434.279825
301.771825,,,,434.3153
301.79135,,,,434.3445
301.8159,,,,434.35525
301.82065,,,,434.380325
301.840575,,,,434.397975
301.871,,,,434.428025
301.882925,,,,434.44955
301.9066,,,,434.474125
301.923675,,,,434.499725
301.9297,,,,434.526125
301.9457,,,,434.55245
301.966975,,,,434.59065
301.988725,,,,434.615725
302.003175,,,,434.63895
302.019175,,,,434.6576
302.032075,,,,434.678
302.0553,,,,434.694025
302.0693,,,,434.715275
302.080525,,,,434.730825
302.087775,,,,434.749425
302.102175,,,,434.764425
302.121475,,,,434.785025
302.142325,,,,434.808325
302.1538,,,,434.843575
302.1751,,,,434.870275
302.192525,,,,434.900825
302.20605,,,,434.926525
302.224525,,,,434.94965
302.2411,,,,434.963225
302.251075,,,,434.97465
302.262575,,,,434.988125
302.281075,,,,435.003475
302.290625,,,,435.012575
302.300275,,,,435.027475
302.3155,,,,435.03885
302.328175,,,,435.054975
302.3456,,,,435.066225
302.356,,,,435.10465
302.37205,,,,435.119275
302.391125,,,,435.13665
302.4076,,,,435.177825
302.41825,,,,435.197225
302.429775,,,,435.218825
302.4493,,,,435.2339
302.459825,,,,435.2459
302.4699,,,,435.25215
302.480725,,,,435.259925
302.490825,,,,435.273475
302.49425,,,,435.28625
302.515575,,,,435.297625
302.53045,,,,435.3102
302.5489,,,,435.320725
302.5629,,,,435.3357
302.5779,,,,435.356325
302.598975,,,,435.381575
302.6219,,,,435.39735
302.6253,,,,435.415475
302.64,,,,435.430325
302.656075,,,,435.457175
302.66465,,,,435.46875
302.68275,,,,435.4899
302.70325,,,,435.5088
302.727475,,,,435.53865
302.745675,,,,435.565925
302.754525,,,,435.584275
302.7686,,,,435.6127
302.78435,,,,435.642825
302.810025,,,,435.661
302.819675,,,,435.6809
302.840575,,,,435.710425
302.8491,,,,435.7274
302.8725,,,,435.74375
302.886225,,,,435.78275
302.898525,,,,435.812825
302.91225,,,,435.8283
302.921425,,,,435.850525
302.9298,,,,435.86885
302.9474,,,,435.888275
302.964475,,,,435.915625
302.980325,,,,435.925375
302.9978,,,,435.944175
303.009175,,,,435.964525
303.027425,,,,435.9909
303.049275,,,,436.01945
303.06305,,,,436.04105
303.076625,,,,436.064825
303.0947,,,,436.088925
303.1029,,,,436.10175
303.1167,,,,436.122325
303.132425,,,,436.14475
303.142925,,,,436.171725
303.1501,,,,436.1889
303.17355,,,,436.209775
303.191,,,,436.233175
303.2065,,,,436.250975
303.219925,,,,436.252075
303.2359,,,,436.2652
303.250475,,,,436.283275
303.267475,,,,436.3002
303.2984,,,,436.321875
303.30895,,,,436.33955
303.323225,,,,436.36545
303.339775,,,,436.383225
303.363325,,,,436.403725
303.3715,,,,436.420575
303.382425,,,,436.440075
303.398525,,,,436.454675
303.41065,,,,436.466825
303.436775,,,,436.487425
303.45095,,,,436.508575
303.4642,,,,436.554075
303.47615,,,,436.57395
303.493725,,,,436.6025
303.5134,,,,436.619525
303.52275,,,,436.635675
303.54515,,,,436.653225
303.564125,,,,436.66915
303.587975,,,,436.693825
303.6111,,,,436.713625
303.625575,,,,436.732525
303.637,,,,436.749225
303.648675,,,,436.7612
303.671575,,,,436.7824
303.689675,,,,436.80005
303.71145,,,,436.814475
303.719775,,,,436.8502
303.735725,,,,436.886375
303.75325,,,,436.904075
303.763725,,,,436.9267
303.774525,,,,436.942125
303.78395,,,,436.962425
303.803975,,,,436.97835
303.81335,,,,436.991625
303.832925,,,,437.01205
303.841075,,,,437.0339
303.8563,,,,437.071
303.874125,,,,437.09125
303.89025,,,,437.11215
303.90065,,,,437.1281
303.926725,,,,437.146525
303.9442,,,,437.19905
303.977625,,,,437.22155
303.990225,,,,437.252575
304.01825,,,,437.26925
304.034875,,,,437.283525
304.048925,,,,437.296275
304.055275,,,,437.308125
304.06485,,,,437.318425
304.08245,,,,437.32935
304.091425,,,,437.3531
304.101925,,,,437.365825
304.112425,,,,437.39125
304.12105,,,,437.4053
304.13855,,,,437.418975
304.15485,,,,437.4334
304.174175,,,,437.450775
304.193275,,,,437.4709
304.202975,,,,437.48145
304.21625,,,,437.498575
304.23485,,,,437.510875
304.252575,,,,437.5205
304.270325,,,,437.5362
304.28305,,,,437.555675
304.30535,,,,437.568425
304.32335,,,,437.582325
304.335025,,,,437.599375
304.346425,,,,437.618125
304.35945,,,,437.64805
304.369925,,,,437.651425
304.39515,,,,437.672975
304.411175,,,,437.6927
304.4296,,,,437.71685
304.448975,,,,437.733875
304.4658,,,,437.753425
304.4711,,,,437.773775
304.500275,,,,437.8057
304.525175,,,,437.831525
304.543575,,,,437.84715
304.56505,,,,437.86355
304.585775,,,,437.885725
304.603525,,,,437.9078
304.628775,,,,437.93085
304.6442,,,,437.9563
304.6525,,,,437.977775
304.6771,,,,438.034725
304.688125,,,,438.0501
304.700475,,,,438.063775
