SPK_SPKC03a (inhibited),SPK_SPKC08a (no effect),SPK_SPKC11a (inhibited)
152.538725,,153.4774
152.57475,,153.53935
152.6189,,153.568125
152.6645,,153.602225
152.682925,,153.640175
152.7751,,153.67335
152.7932,,153.7052
152.85955,,153.743225
152.888225,,153.7788
152.9452,,153.87025
152.973775,,153.938325
153.03005,,153.9658
153.1363,,153.988725
153.19105,,154.00905
153.33165,,154.055575
153.4036,,154.097475
153.41385,,154.139875
153.423475,,154.167025
153.4378,,154.258025
153.478225,,154.320475
153.5226,,154.350825
153.542725,,154.39025
153.54715,,154.455525
153.6165,,154.4803
153.64155,,154.5477
153.684,,154.571925
153.754625,,154.62695
153.857525,,154.6425
153.888625,,154.711975
153.91935,,154.7163
154.038275,,154.847975
154.06785,,154.8667
154.124675,,154.9397
154.300625,,154.97165
154.313575,,155.023375
154.39425,,155.044725
154.4237,,155.08195
154.439275,,155.097875
154.461425,,155.2028
154.488025,,155.2446
154.53085,,155.28195
154.581125,,155.28705
154.626625,,155.327375
154.724475,,155.35995
154.771825,,155.3975
154.890425,,155.423875
154.9098,,155.45045
154.92395,,155.54475
155.0271,,155.590325
155.1541,,155.6215
155.18355,,155.63855
155.2119,,155.6635
155.2485,,155.72455
155.295625,,155.755775
155.3366,,155.825225
155.466725,,155.854925
155.54645,,155.892725
155.58615,,155.9142
155.610525,,155.95095
155.638825,,156.02345
155.761,,156.100525
155.7908,,156.127575
155.8568,,156.169175
155.927975,,156.2285
156.0108,,156.2871
156.09115,,156.325925
156.144675,,156.362
156.1725,,156.3907
156.206375,,156.406975
156.244325,,156.42925
156.29365,,156.5479
156.336175,,156.583125
156.3397,,156.626425
156.4702,,156.659725
156.493775,,156.68165
156.522975,,156.72285
156.534375,,156.74235
156.558225,,156.770975
156.583475,,156.80965
156.61195,,156.8296
156.810125,,156.845725
156.85365,,156.9105
156.88865,,156.94855
156.9487,,157.022875
156.97235,,157.077975
156.989175,,157.122725
156.99805,,157.150875
157.00935,,157.1659
157.03455,,157.2053
157.090025,,157.235225
157.1038,,157.31535
157.160075,,157.37165
157.2085,,157.43265
157.23105,,157.463425
157.251075,,157.497525
157.304025,,157.523925
157.43405,,157.588825
157.4774,,157.615825
157.5473,,157.7196
157.6804,,157.790125
157.97895,,157.822425
158.075875,,157.839125
158.142175,,157.907325
158.230325,,157.948475
158.24975,,157.989925
158.281725,,158.055425
158.307275,,158.1098
158.323475,,158.149775
158.353,,158.231525
158.372775,,158.2706
158.436375,,158.34775
158.47845,,158.413675
158.52115,,158.516975
158.5648,,158.567675
158.667025,,158.6001
158.839525,,158.617575
158.90155,,158.6391
158.9229,,158.678175
159.00785,,158.689775
159.02045,,158.7024
159.05325,,158.731525
159.081875,,158.810925
159.095275,,158.914375
159.1457,,158.99015
159.16195,,159.03955
159.190425,,159.11525
159.3441,,159.23025
159.3705,,159.3253
159.410725,,159.411825
159.431125,,159.451825
159.4581,,159.49845
159.485375,,159.565175
159.51125,,159.62655
159.553625,,159.66475
159.581575,,159.693825
159.61915,,159.726375
159.693525,,159.755175
159.7559,,159.78665
159.8639,,159.84695
159.988825,,159.862675
160.0814,,159.913625
160.1004,,159.930275
160.1071,,159.96215
160.13525,,160.0214
160.16865,,160.1132
160.233425,,160.161775
160.264825,,160.204125
160.44335,,160.227225
160.469975,,160.305525
160.5177,,160.36025
160.5513,,160.396275
160.637475,,160.47295
160.691225,,160.53985
160.724325,,160.57965
160.768225,,160.5953
160.86705,,160.646625
160.903825,,160.6744
160.979575,,160.71865
161.063225,,160.766725
161.12855,,160.79925
161.158,,160.87505
161.2046,,160.904375
161.22975,,160.963025
161.277625,,161.018175
161.3413,,161.0684
161.39995,,161.124275
161.479675,,161.147725
161.4962,,161.19065
161.564375,,161.262275
161.641175,,161.35285
161.649475,,161.396725
161.67105,,161.5133
161.710475,,161.541375
161.72875,,161.58885
161.778375,,161.616375
161.859725,,161.624925
161.906725,,161.6752
162.002375,,161.71655
162.046625,,161.739925
162.0981,,161.8217
162.119225,,161.870525
162.1525,,161.93585
162.1805,,161.96765
162.3401,,162.014025
162.381225,,162.068175
162.454125,,162.134175
162.488725,,162.17285
162.50945,,162.20715
162.5483,,162.262775
162.7026,,162.28945
162.7444,,162.363025
162.7857,,162.573925
162.8334,,162.6105
162.87095,,162.643975
162.92735,,162.693175
163.101625,,162.73155
163.202825,,162.7422
163.244275,,162.86525
163.284325,,162.91275
163.343675,,162.9544
163.3709,,163.00295
163.393025,,163.046675
163.4391,,163.079
163.483,,163.11705
163.609725,,163.154
163.662,,163.191675
163.751825,,163.238575
163.817375,,163.2836
163.885175,,163.34465
163.9158,,163.360925
164.082225,,163.41085
164.1024,,163.4483
164.138,,163.54205
164.157475,,163.56355
164.17925,,163.606625
164.200275,,163.689475
164.2309,,163.7244
164.298225,,163.77155
164.323125,,163.8573
164.39075,,163.8882
164.460825,,163.915475
164.498875,,163.9513
164.5596,,164.11195
164.603975,,164.1804
164.629825,,164.21835
164.6441,,164.2414
164.724025,,164.295575
164.77135,,164.36695
164.796525,,164.406875
164.8613,,164.478
164.868875,,164.535075
164.87555,,164.582925
164.947275,,164.6426
165.042325,,164.6765
165.077,,164.721875
165.13875,,164.74265
165.172025,,164.7779
165.207175,,164.823775
165.3048,,164.851475
165.325075,,164.897875
165.39235,,164.924275
165.49605,,164.957275
165.572575,,164.97415
165.598425,,165.0263
165.599625,,165.0857
165.675225,,165.112775
165.725825,,165.146375
165.738825,,165.1807
165.78725,,165.223425
165.798175,,165.2554
165.835525,,165.319225
165.867725,,165.367825
165.887625,,165.3711
165.8976,,165.4185
165.961875,,165.48985
165.9951,,165.54185
166.0385,,165.595
166.0675,,165.738
166.1006,,165.798725
166.102675,,165.803425
166.14395,,165.8175
166.167325,,165.872525
166.283725,,165.902
166.353175,,165.9332
166.382325,,165.97015
166.487525,,166.02205
166.54545,,166.104
166.716475,,166.1454
166.72515,,166.163225
166.771,,166.186275
166.787125,,166.226375
166.83285,,166.262325
166.849475,,166.30105
166.908925,,166.366525
166.967775,,166.49275
167.046,,166.54505
167.10675,,166.574875
167.134,,166.59385
167.149675,,166.64895
167.211525,,166.6805
167.3631,,166.751425
167.4023,,166.8092
167.4818,,166.85955
167.53595,,166.876925
167.556825,,166.927175
167.5865,,166.95315
167.633325,,167.00595
167.683625,,167.083025
167.707825,,167.136425
167.796875,,167.182675
167.8599,,167.226425
167.883675,,167.333275
168.058225,,167.353
168.07055,,167.37475
168.16765,,167.467925
168.219275,,167.529825
168.2562,,167.572975
168.335825,,167.588975
168.35135,,167.6249
168.368075,,167.63265
168.3838,,167.7133
168.40725,,167.839775
168.431675,,167.864725
168.43275,,167.9276
168.46635,,167.9532
168.47285,,167.977525
168.48485,,168.024475
168.512975,,168.10635
168.533075,,168.2133
168.605275,,168.2628
168.626825,,168.32415
168.652275,,168.38395
168.677425,,168.454925
168.719675,,168.4928
168.74145,,168.5169
168.8577,,168.532075
168.93545,,168.58855
169.075875,,168.64195
169.153225,,168.668625
169.3503,,168.698175
169.444675,,168.738875
169.483025,,168.76365
169.50855,,168.78585
169.571075,,168.819475
169.6225,,168.836275
169.6493,,168.8838
169.7146,,168.95345
169.753575,,168.985725
169.810425,,169.034275
169.82725,,169.10125
169.84735,,169.17895
169.867175,,169.2174
169.9699,,169.2571
170.01395,,169.317625
170.02915,,169.335875
170.06495,,169.358675
170.143925,,169.3876
170.22745,,169.448925
170.26005,,169.491275
170.28495,,169.55255
170.35585,,169.610425
170.397275,,169.6837
170.405575,,169.71855
170.42635,,169.774775
170.44385,,169.845525
170.488175,,169.874175
170.524475,,169.9243
170.728375,,169.957375
170.750625,,170.00175
170.775,,170.028825
170.799975,,170.07175
170.833575,,170.105875
170.94725,,170.144925
170.9665,,170.1888
171.013725,,170.210275
171.04685,,170.29195
171.142375,,170.363975
171.16885,,170.4145
171.195625,,170.468625
171.2538,,170.50595
171.3497,,170.534225
171.368425,,170.56775
171.440375,,170.623675
171.470375,,170.7089
171.53035,,170.735175
171.5456,,170.767575
171.5754,,170.80825
171.6919,,170.835625
171.714575,,170.909125
171.73705,,171.0608
171.773375,,171.09615
171.83465,,171.145175
171.8656,,171.2055
171.91285,,171.250575
172.000675,,171.29385
172.10145,,171.346775
172.11805,,171.3752
172.1418,,171.45035
172.1637,,171.490775
172.3021,,171.527875
172.32675,,171.57805
172.359775,,171.628475
172.45575,,171.649325
172.559975,,171.683
172.582225,,171.72505
172.673125,,171.74765
172.70925,,171.76425
172.743075,,171.830175
172.7911,,171.8538
172.8115,,171.9367
172.83175,,171.9711
172.920325,,172.00625
172.93525,,172.042425
172.990825,,172.13985
172.9987,,172.1883
173.0226,,172.281875
173.108525,,172.3248
173.13285,,172.3735
173.155,,172.428625
173.1859,,172.462575
173.21715,,172.49215
173.262575,,172.5184
173.28655,,172.5451
173.3034,,172.589575
173.326275,,172.611175
173.43245,,172.64295
173.477775,,172.744025
173.491575,,172.762
173.52825,,172.92205
173.657725,,172.99415
173.703275,,173.048475
173.73815,,173.0947
173.78075,,173.1483
173.787825,,173.206625
173.810325,,173.23225
174.031225,,173.288925
174.071925,,173.318075
174.121775,,173.3641
174.149275,,173.372225
174.16245,,173.3869
174.201275,,173.4375
174.238675,,173.458275
174.312325,,173.50375
174.39205,,173.5917
174.477725,,173.6377
174.5609,,173.65155
174.5802,,173.67785
174.72785,,173.75255
174.7618,,173.824075
174.81575,,173.86705
174.919075,,173.9014
175.023175,,173.953575
175.03515,,173.994675
175.087,,174.0238
175.106925,,174.074775
175.111325,,174.10135
175.1333,,174.1396
175.3196,,174.1978
175.355175,,174.24645
175.383375,,174.29245
175.448125,,174.356275
175.467475,,174.40805
175.493,,174.44
175.5254,,174.49205
175.64995,,174.52025
175.691875,,174.57785
175.767575,,174.60465
175.8247,,174.64745
175.86635,,174.676575
175.88255,,174.74315
175.95995,,174.7743
176.01505,,174.811325
176.0348,,174.83785
176.04925,,174.87785
176.0635,,174.915525
176.102575,,174.96455
176.22455,,175.04695
176.247275,,175.1166
176.27035,,175.191575
176.287875,,175.269025
176.296825,,175.3613
176.31785,,175.446575
176.34285,,175.516
176.36015,,175.572625
176.40365,,175.589
176.491725,,175.6606
176.5296,,175.69325
176.538425,,175.730975
176.679125,,175.76525
176.70935,,175.83805
176.750275,,175.8676
176.77645,,175.896025
176.842025,,175.900775
176.87225,,175.933675
176.897275,,175.987925
176.932925,,176.01415
177.048475,,176.068475
177.0548,,176.11475
177.107525,,176.14685
177.15015,,176.189675
177.218875,,176.263025
177.290725,,176.288275
177.291725,,176.314025
177.318025,,176.39615
177.339625,,176.434975
177.439925,,176.4559
177.47955,,176.4804
177.5153,,176.523175
177.55105,,176.55945
177.59685,,176.630275
177.6273,,176.66965
177.690875,,176.7038
177.73115,,176.723375
177.771625,,176.75865
177.89535,,176.804075
177.916975,,176.881225
177.957625,,176.93785
178.004875,,176.95445
178.07145,,176.991625
178.12625,,177.042925
178.170525,,177.074075
178.235625,,177.12595
178.254675,,177.152725
178.272425,,177.1645
178.2888,,177.189475
178.322875,,177.23035
178.370575,,177.270925
178.4067,,177.34045
178.425275,,177.3901
178.450725,,177.43675
178.52515,,177.478925
178.554975,,177.591575
178.612325,,177.6298
178.63945,,177.7112
178.7244,,177.7487
178.7304,,177.793725
178.754275,,177.8661
178.804575,,177.9515
178.861775,,178.0316
178.9697,,178.117975
179.0102,,178.14385
179.0256,,178.20045
179.072675,,178.22385
179.132625,,178.329975
179.168525,,178.375125
179.194475,,178.434925
179.218,,178.467025
179.295725,,178.52645
179.40055,,178.5584
179.4119,,178.63745
179.424225,,178.69445
179.441625,,178.802
179.5117,,178.865925
179.5566,,178.8881
179.582325,,178.940475
179.5998,,178.997125
179.675925,,179.026975
179.69685,,179.060525
179.71165,,179.083425
179.72435,,179.108625
179.739725,,179.169275
179.8746,,179.23415
179.8993,,179.2619
179.921375,,179.29525
179.937625,,179.334975
179.963125,,179.4147
180.12555,,179.44545
180.15075,,179.496025
180.160675,,179.533875
180.2086,,179.567575
180.2239,,179.62165
180.250225,,179.69065
180.2773,,179.742125
180.324825,,179.8041
180.35705,,179.85275
180.3818,,179.890875
180.626325,,179.9389
180.682125,,179.944975
180.734625,,179.976
180.828075,,180.0077
180.85005,,180.13635
180.87815,,180.20745
180.918525,,180.2511
180.992475,,180.304575
181.00895,,180.3586
181.027275,,180.405425
181.041575,,180.424475
181.08205,,180.45805
181.241675,,180.4953
181.4016,,180.533575
181.425475,,180.5973
181.4504,,180.63515
181.4905,,180.706425
181.52615,,180.746275
181.538275,,180.7841
181.565675,,180.832025
181.63005,,180.919975
181.7352,,180.99025
181.75725,,181.0352
181.8256,,181.081625
181.913575,,181.126775
181.943275,,181.155025
182.01495,,181.17725
182.041875,,181.230175
182.05895,,181.2683
182.07055,,181.290625
182.07335,,181.32265
182.0904,,181.3543
182.107225,,181.382975
182.263075,,181.421525
182.406675,,181.4501
182.4558,,181.598725
182.487775,,181.624575
182.528175,,181.713575
182.556475,,181.76585
182.70895,,181.788175
182.7537,,181.828575
182.8357,,181.8618
182.897525,,181.8846
182.94405,,181.91855
182.99005,,181.95265
183.012675,,181.998125
183.0982,,182.115
183.115875,,182.14835
183.125225,,182.173825
183.15905,,182.20435
183.177175,,182.307975
183.2386,,182.3961
183.275,,182.41405
183.297625,,182.454175
183.35295,,182.472975
183.3825,,182.507625
183.408925,,182.529175
183.42755,,182.552525
183.463425,,182.59685
183.477775,,182.612775
183.560675,,182.6746
183.620325,,182.7202
183.838675,,182.751
183.889625,,182.8159
183.93075,,182.95845
183.980975,,182.9836
184.00405,,183.033425
184.03335,,183.061825
184.110425,,183.1243
184.1789,,183.176875
184.2333,,183.2186
184.428825,,183.242425
184.456275,,183.284575
184.480425,,183.316875
184.50165,,183.353825
184.51895,,183.381275
184.571825,,183.4305
184.59865,,183.45895
184.616175,,183.537925
184.701375,,183.569275
184.723,,183.6594
184.7478,,183.69895
184.8046,,183.752425
184.894925,,183.804925
184.9568,,183.84725
185.0151,,183.87395
185.03305,,183.9394
185.0623,,184.037625
185.157925,,184.063625
185.191775,,184.1467
185.2096,,184.202225
185.344525,,184.23355
185.368525,,184.265725
185.396175,,184.301225
185.426075,,184.344125
185.47265,,184.3729
185.491825,,184.485475
185.546525,,184.509325
185.618,,184.5657
185.67595,,184.5721
185.683075,,184.60135
185.71715,,184.6376
185.737625,,184.687025
185.7679,,184.7269
185.814475,,184.75295
185.8605,,184.8461
185.891525,,184.9007
185.900875,,184.9534
185.94855,,185.009575
185.9721,,185.027075
185.984275,,185.050225
186.030825,,185.10415
186.10045,,185.192325
186.225675,,185.25145
186.342125,,185.302025
186.57965,,185.4089
186.6314,,185.416375
186.799075,,185.506725
186.820725,,185.554375
186.83345,,185.5871
186.855525,,185.643375
186.90235,,185.669575
186.943775,,185.728925
187.03325,,185.778725
187.0536,,185.8305
187.083225,,185.884875
187.11305,,185.901375
187.1263,,185.92395
187.167725,,185.95845
187.1866,,186.030525
187.250175,,186.072475
187.331425,,186.116425
187.375775,,186.14185
187.393375,,186.211725
187.412475,,186.245275
187.43245,,186.2967
187.466625,,186.336575
187.485725,,186.382025
187.515,,186.4384
187.545775,,186.474075
187.60455,,186.51195
187.626875,,186.528675
187.652925,,186.559975
187.666475,,186.594475
187.759975,,186.647925
187.8668,,186.664325
187.92415,,186.721025
188.002375,,186.7432
188.0359,,186.80395
188.053875,,186.826675
188.067425,,186.8507
188.122725,,186.889125
188.1869,,186.904025
188.23045,,186.930775
188.307675,,186.957125
188.320275,,186.982625
188.3255,,187.019225
188.51625,,187.04745
188.5645,,187.06475
188.591925,,187.11315
188.617675,,187.204
188.656725,,187.22565
188.7378,,187.23715
188.82635,,187.273875
188.855475,,187.303
188.913825,,187.347275
188.9453,,187.5091
188.973725,,187.572675
188.98855,,187.59755
189.0558,,187.62835
189.110025,,187.6475
189.220425,,187.6945
189.289575,,187.77175
189.3516,,187.825525
189.353975,,187.874275
189.376675,,187.9409
189.4363,,188.0021
189.45315,,188.044125
189.4735,,188.074375
189.525875,,188.103075
189.543675,,188.151525
189.59695,,188.174975
189.627525,,188.20425
189.705825,,188.247825
189.7225,,188.325275
189.7374,,188.3764
189.84505,,188.4089
189.9247,,188.449275
189.94355,,188.477175
190.002725,,188.520675
190.02955,,188.5649
190.095125,,188.5896
190.137125,,188.629125
190.22605,,188.6655
190.33735,,188.749675
190.426725,,188.7702
190.518675,,188.824975
190.6024,,188.858575
190.682675,,188.89
190.739975,,188.917625
190.74145,,188.950025
190.786325,,188.98365
190.841975,,189.0234
190.86395,,189.059625
190.9658,,189.1006
190.99405,,189.1423
191.025975,,189.18625
191.038975,,189.229175
191.120325,,189.251525
191.158325,,189.293225
191.2052,,189.353775
191.227175,,189.367475
191.246725,,189.395125
191.3036,,189.46935
191.3307,,189.500225
191.4114,,189.518275
191.47415,,189.549475
191.50215,,189.58925
191.580775,,189.637275
191.6184,,189.665825
191.666225,,189.715125
191.704,,189.755275
191.819825,,189.78245
191.859225,,189.8004
191.90705,,189.84455
191.928375,,189.926425
191.986525,,189.935225
192.006475,,189.99655
192.035575,,190.028675
192.1216,,190.066075
192.152525,,190.12135
192.1865,,190.16845
192.2132,,190.200325
192.290075,,190.235425
192.3072,,190.267325
192.321,,190.362175
192.370825,,190.418925
192.3905,,190.478375
192.424175,,190.525
192.449725,,190.58005
192.508275,,190.60975
192.543425,,190.665175
192.58685,,190.76805
192.597425,,190.8092
192.655775,,190.831475
192.842275,,190.8443
192.93495,,190.867575
192.97325,,190.932025
193.02755,,190.954925
193.071525,,190.99805
193.132525,,191.094575
193.2222,,191.177325
193.24225,,191.19625
193.27835,,191.29315
193.357875,,191.341575
193.38795,,191.393375
193.4495,,191.450075
193.451325,,191.482425
193.4704,,191.508225
193.478375,,191.5306
193.5252,,191.55685
193.567025,,191.6189
193.63985,,191.656825
193.659525,,191.73835
193.764725,,191.772775
193.794825,,191.790525
193.883525,,191.8044
193.9229,,191.882575
193.9461,,191.92065
193.995675,,192.0095
194.037725,,192.048325
194.063175,,192.110725
194.090825,,192.152725
194.14105,,192.1777
194.1736,,192.202975
194.205525,,192.2275
194.225775,,192.2981
194.2773,,192.32805
194.374375,,192.394925
194.401475,,192.428975
194.441725,,192.46685
194.468675,,192.50065
194.5013,,192.5404
194.540675,,192.588825
194.572775,,192.65345
194.693025,,192.69045
194.71905,,192.7396
194.7512,,192.75815
194.7708,,192.7823
194.79115,,192.8824
194.851025,,192.926
194.94605,,192.96545
194.995675,,192.998425
195.087575,,193.060325
195.101525,,193.0985
195.168875,,193.149525
195.231925,,193.212875
195.266675,,193.24795
195.296375,,193.279725
195.309425,,193.31265
195.32145,,193.34025
195.35385,,193.3648
195.3794,,193.381375
195.3923,,193.447375
195.414375,,193.46615
195.65,,193.500125
195.6902,,193.5202
195.7143,,193.569575
195.790575,,193.608275
195.88295,,193.6764
195.950125,,193.732325
196.0209,,193.8232
196.06775,,193.851225
196.2131,,193.89985
196.26225,,193.916125
196.28645,,193.932125
196.320625,,193.958725
196.328475,,193.991475
196.346375,,194.10855
196.44475,,194.1403
196.5088,,194.175975
196.5545,,194.208075
196.57785,,194.2212
196.605575,,194.2465
196.647975,,194.28235
196.70785,,194.296
196.805975,,194.3533
196.849175,,194.4369
196.96055,,194.4869
196.98145,,194.50185
197.000075,,194.541275
197.01805,,194.578075
197.04285,,194.606075
197.103675,,194.631075
197.174725,,194.678025
197.209425,,194.75525
197.23425,,194.77525
197.2511,,194.8228
197.2856,,194.8477
197.36025,,194.87985
197.3848,,194.93125
197.4291,,194.951625
197.46195,,194.982575
197.504375,,195.023775
197.5434,,195.0591
197.6044,,195.08475
197.63695,,195.1143
197.6698,,195.154075
197.698075,,195.19295
197.766075,,195.21995
197.807025,,195.25985
197.84195,,195.316125
197.8733,,195.362225
197.9209,,195.380775
197.9502,,195.40935
198.08495,,195.43095
198.112625,,195.455475
198.141475,,195.48915
198.178475,,195.5193
198.238875,,195.543525
198.303375,,195.581675
198.3506,,195.612975
198.38195,,195.659375
198.4012,,195.717575
198.42415,,195.762025
198.4375,,195.809325
198.4901,,195.834675
198.5162,,195.885925
198.59355,,195.906225
198.730525,,195.9718
198.8169,,196.0369
198.8405,,196.057875
198.843175,,196.086025
198.87125,,196.1046
198.923925,,196.143925
199.075,,196.254175
199.1255,,196.284975
199.173275,,196.3398
199.195975,,196.365
199.211,,196.400925
199.22845,,196.4233
199.2336,,196.449575
199.240225,,196.526575
199.26375,,196.6033
199.28345,,196.6347
199.337075,,196.65505
199.390125,,196.6815
199.4687,,196.707625
199.507875,,196.7244
199.56835,,196.753125
199.587125,,196.79165
199.6749,,196.81575
199.707525,,196.8559
199.72475,,196.92145
199.77515,,196.952625
199.84505,,196.969225
199.9043,,197.004
199.937775,,197.030775
199.9583,,197.056125
199.97475,,197.075925
200.007425,,197.0958
200.057275,,197.1245
200.068175,,197.21545
200.0889,,197.25495
200.1188,,197.299825
200.130825,,197.341275
200.1781,,197.3651
200.21375,,197.382475
200.2579,,197.41705
200.264925,,197.439
200.288325,,197.49465
200.3243,,197.526475
200.40655,,197.55465
200.469875,,197.5911
200.5146,,197.64915
200.565075,,197.690725
200.5833,,197.730525
200.609625,,197.753075
200.6353,,197.78685
200.788625,,197.81345
200.84705,,197.837775
200.876675,,197.8588
200.89405,,197.9249
200.921425,,197.974275
200.944975,,198.047175
201.187475,,198.076775
201.204525,,198.099825
201.222475,,198.136575
201.24845,,198.16645
201.3591,,198.200675
201.438675,,198.238525
201.473025,,198.29765
201.550525,,198.345325
201.5822,,198.408025
201.644875,,198.4347
201.676025,,198.474675
201.71455,,198.536975
201.81015,,198.590275
201.907225,,198.6358
201.9203,,198.666475
201.9289,,198.70355
201.9733,,198.770325
201.99065,,198.80035
202.022475,,198.84925
202.121,,198.8834
202.141525,,198.925425
202.291075,,198.97595
202.365475,,198.9946
202.4714,,199.041
202.536525,,199.1575
202.552275,,199.165875
202.580875,,199.191825
202.628775,,199.2452
202.6506,,199.265725
202.654775,,199.286925
202.68115,,199.345875
202.7038,,199.370075
202.711375,,199.387275
202.860075,,199.448
202.9709,,199.484025
202.997875,,199.51295
203.03155,,199.556975
203.076475,,199.5947
203.1755,,199.6119
203.20235,,199.65895
203.248125,,199.767675
203.3041,,199.80705
203.387325,,199.8372
203.40435,,199.888225
203.42295,,199.934275
203.432375,,200.0444
203.4544,,200.09155
203.5053,,200.12345
203.621475,,200.15815
203.69725,,200.203075
203.7648,,200.2576
203.79545,,200.287925
203.80705,,200.357525
203.8355,,200.43235
203.85445,,200.444875
203.900175,,200.500275
203.92005,,200.556575
203.985225,,200.583175
204.024,,200.649075
204.061575,,200.6764
204.1461,,200.702275
204.167875,,200.754325
204.183725,,200.808075
204.235325,,200.83795
204.27175,,200.884175
204.30925,,200.918925
204.36845,,200.931775
204.402725,,200.96825
204.4465,,200.995475
204.482425,,201.02985
204.496875,,201.072025
204.5214,,201.10945
204.6205,,201.16805
204.6295,,201.218825
204.695,,201.251075
204.7338,,201.26345
204.82245,,201.29665
204.853775,,201.33755
204.875375,,201.38315
204.888875,,201.497975
204.8995,,201.544325
204.911475,,201.57205
204.95755,,201.606325
204.961575,,201.63965
204.98025,,201.6703
204.99715,,201.706525
205.0001,,201.71765
205.0167,,201.761475
205.208275,,201.813025
205.30245,,201.916075
205.3212,,201.926475
205.374075,,201.937575
205.4205,,201.956875
205.439225,,201.999175
205.46275,,202.016325
205.48825,,202.0344
205.510225,,202.0784
205.564875,,202.0997
205.59325,,202.13775
205.6678,,202.200175
205.7572,,202.23895
205.8055,,202.2644
205.843025,,202.275175
205.89085,,202.3278
205.905375,,202.44595
205.92525,,202.507375
205.9537,,202.566325
205.98105,,202.606175
206.046525,,202.632925
206.135725,,202.658075
206.1768,,202.70335
206.189375,,202.713475
206.20365,,202.739
206.2258,,202.764425
206.27465,,202.7807
206.3224,,202.86405
206.562675,,202.946
206.6156,,202.96295
206.63895,,202.976425
206.66505,,203.021075
206.67995,,203.048075
206.7275,,203.07225
206.925975,,203.092075
206.945025,,203.11335
207.0324,,203.14875
207.09665,,203.19915
207.1513,,203.2685
207.203725,,203.324875
207.236725,,203.4077
207.254425,,203.432125
207.2595,,203.481225
207.2842,,203.49675
207.425825,,203.5077
207.494925,,203.531575
207.519275,,203.55385
207.54545,,203.5821
207.617825,,203.6115
207.636575,,203.6398
207.718375,,203.7075
207.781325,,203.742575
207.845825,,203.770725
207.87155,,203.787625
207.926625,,203.80955
207.9854,,203.817475
208.00435,,203.8947
208.03305,,203.9214
208.141575,,203.9368
208.205875,,203.967925
208.28785,,204.084825
208.31165,,204.23295
208.328025,,204.255875
208.37545,,204.2905
208.384625,,204.30055
208.438375,,204.330325
208.467875,,204.4597
208.496975,,204.503375
208.5189,,204.522
208.57495,,204.564875
208.731475,,204.59225
208.7519,,204.6368
208.7871,,204.671925
208.8025,,204.780325
208.826,,204.823275
208.841525,,204.867325
208.9141,,204.92245
208.9304,,204.945775
208.973425,,204.963625
209.0128,,204.99915
209.06185,,205.059225
209.091575,,205.09465
209.102225,,205.146725
209.1622,,205.162525
209.2334,,205.2212
209.370675,,205.243575
209.391575,,205.3104
209.427075,,205.35675
209.45985,,205.390875
209.4771,,205.491325
209.52715,,205.52145
209.540275,,205.5608
209.582325,,205.617175
209.714125,,205.658525
209.84005,,205.7017
209.868,,205.750925
209.97365,,205.8038
210.022975,,205.88155
210.055775,,205.901675
210.1168,,205.939425
210.139475,,205.9769
210.175725,,206.004825
210.2395,,206.070825
210.29465,,206.102825
210.372125,,206.1723
210.404125,,206.210325
210.5036,,206.25735
210.5775,,206.2895
210.657925,,206.296675
210.6865,,206.310175
210.713725,,206.34835
210.75585,,206.387125
210.79415,,206.409975
210.846125,,206.472975
210.882575,,206.55895
210.9385,,206.623575
210.9573,,206.645575
210.972025,,206.6835
210.9956,,206.7068
211.13105,,206.73165
211.19865,,206.7502
211.230775,,206.767625
211.246975,,206.838325
211.263425,,206.87885
211.2757,,206.960675
211.287,,207.013475
211.343525,,207.074925
211.363025,,207.133525
211.3893,,207.193825
211.4406,,207.238075
211.479775,,207.2591
211.521325,,207.303325
211.64925,,207.3473
211.682675,,207.38295
211.73075,,207.43515
211.7748,,207.547075
211.782925,,207.585825
211.80145,,207.609925
211.84865,,207.639875
211.874175,,207.6667
211.9227,,207.695775
211.9644,,207.7219
211.979725,,207.74055
212.020975,,207.813225
212.047425,,207.86365
212.051525,,207.9355
212.08655,,207.9785
212.142875,,208.013725
212.21755,,208.044
212.254175,,208.07955
212.287025,,208.121675
212.314425,,208.2063
212.351975,,208.3309
212.38515,,208.3442
212.43705,,208.3697
212.47945,,208.411725
212.49895,,208.44825
212.5106,,208.535675
212.55475,,208.5576
212.570925,,208.5847
212.586525,,208.615175
212.756325,,208.6521
212.787025,,208.68
212.9261,,208.82375
212.932375,,208.83685
212.97095,,208.892725
212.9843,,208.91615
213.0059,,208.941125
213.050825,,208.98975
213.066475,,209.021125
213.109725,,209.136425
213.122925,,209.177925
213.139225,,209.2484
213.171025,,209.344375
213.197125,,209.447725
213.23215,,209.47315
213.25255,,209.504025
213.28225,,209.533675
213.362325,,209.5649
213.408,,209.606825
213.521875,,209.6326
213.55965,,209.666525
213.6871,,209.69855
213.703825,,209.7356
213.727825,,209.789675
213.73745,,209.8353
213.764825,,209.873275
213.7851,,209.903725
213.805725,,209.936725
213.829225,,209.973275
213.8511,,209.9921
213.878925,,210.0083
213.880025,,210.051425
213.917725,,210.0731
213.938175,,210.1022
213.965575,,210.131475
214.074775,,210.156375
214.094275,,210.17805
214.1137,,210.22945
214.2935,,210.3043
214.3125,,210.3592
214.34525,,210.402075
214.380025,,210.431675
214.453975,,210.461175
214.572775,,210.497625
