SPK_SPKC01a (no response),SPK_SPKC03a (late inhi?),SPK_SPKC10a (inhi),SPK_SPKC12a (inhi)
474.694975,422.140125,435.449175,470.03225
474.703,422.1951,435.491275,470.1193
474.7887,422.24085,435.549475,470.169675
474.7964,422.28915,435.595475,470.35445
474.8092,422.322175,435.7162,470.495175
474.85975,422.362325,435.754125,470.609075
475.312875,422.393525,435.817975,470.6956
475.5168,422.413675,435.8528,470.709375
475.53125,422.43015,436.00225,471.00235
475.54255,422.459175,436.0499,471.042775
475.5555,422.489425,436.145575,471.167825
475.93545,422.5481,436.307125,471.3504
476.01045,422.584825,436.334325,471.631675
476.035575,422.635825,436.377375,471.738925
476.050125,422.67815,436.4385,471.7804
476.15165,422.726575,436.476925,472.048475
476.16815,422.768375,436.514525,472.067425
476.557725,422.795125,436.5637,472.108725
476.838575,422.8096,436.643625,472.19605
476.858775,422.8211,436.6835,472.8502
476.873975,422.84285,436.712125,472.973175
476.8863,422.866775,436.77095,472.99895
476.890025,422.890625,436.80025,473.29075
476.9516,422.911875,436.867025,473.328375
476.971975,422.935025,437.102975,473.5208
476.9806,422.961325,437.355775,473.8394
476.993375,422.98955,437.44235,474.143075
477.0621,423.0125,437.475225,474.221525
477.090725,423.037925,437.516225,474.24935
477.45365,423.0778,437.55215,474.30695
477.55625,423.108925,437.632675,474.41435
477.9338,423.131125,437.6878,474.5774
477.9657,423.1747,437.866925,474.70075
478.032575,423.2036,437.9257,474.802625
478.05475,423.2415,438.004525,474.9117
478.067575,423.2781,438.04145,474.9423
478.0779,423.306225,438.1544,475.0163
478.10055,423.350325,438.18745,475.34825
478.112425,423.369125,438.246575,475.555125
478.125125,423.4087,438.2868,475.57135
478.141075,423.442325,438.33235,475.6037
478.149175,423.4787,438.34155,475.754675
478.158025,423.50225,438.366825,475.802225
478.187325,423.520725,438.412275,476.19585
478.203275,423.5549,438.44885,476.272025
478.22795,423.5744,438.48235,476.30975
478.466575,423.60485,438.516275,476.594
478.5875,423.647575,438.582175,476.7698
478.59525,423.688225,438.61975,476.85095
478.60655,423.72035,438.656925,477.06425
478.631475,423.73745,438.693275,477.31855
479.080825,423.768425,438.7651,477.7338
479.193075,423.789825,438.80295,477.9992
479.218975,423.81585,438.87785,478.2626
479.7314,423.844225,438.917725,478.322825
479.747025,423.863775,438.994925,478.42065
479.757525,423.884625,439.032825,478.46085
480.1579,423.908475,439.0751,478.47755
480.188475,423.951575,439.13005,478.575375
480.201625,423.980225,439.2187,478.6562
480.330625,424.002925,439.3079,478.821725
480.351925,424.02455,439.383875,478.8555
480.360725,424.04595,439.457,478.90785
480.3986,424.068525,439.493925,478.966175
480.429975,424.081275,439.57175,479.18435
480.5065,424.100725,439.6283,479.306
480.528775,424.119825,439.667675,479.348825
480.54055,424.140575,439.765525,479.501225
480.5712,424.17185,439.82795,479.559525
480.580625,424.2,439.8535,479.600125
480.6053,424.24125,439.88925,479.7523
480.6154,424.2693,439.96085,479.872625
480.631375,424.32675,440.00315,479.9548
480.6712,424.362275,440.02165,480.040875
480.721175,424.39375,440.046425,480.048975
480.733225,424.4375,440.06975,480.250075
480.78235,424.50735,440.0923,480.3575
480.830575,424.5383,440.117875,480.3892
480.844175,424.574525,440.14685,480.42495
480.856825,424.60575,440.179575,480.5739
480.865375,424.6479,440.1922,480.748225
480.874575,424.69745,440.202425,481.131175
480.93345,424.741275,440.2261,481.1655
480.985325,424.788375,440.322425,481.3011
481.45335,424.832775,440.343,481.446575
481.81275,424.881,440.365575,481.708325
481.861,424.919925,440.4212,481.8687
482.038825,424.9527,440.44885,481.99445
482.107125,424.98405,440.4773,482.59
482.184425,425.008175,440.5718,482.724775
482.36135,425.025625,440.593375,483.30885
482.471925,425.03825,440.6533,483.377825
482.490975,425.06595,440.681575,483.813775
482.5029,425.106875,440.6989,483.927325
482.514,425.1527,440.733025,484.105475
482.616375,425.2054,440.768025,484.160775
482.7537,425.253525,440.802575,484.2741
482.86895,425.290475,440.8357,484.31445
482.958425,425.335275,440.869275,484.329275
483.6282,425.36855,440.8999,484.416
483.783675,425.414825,440.9593,484.4744
483.8292,425.4704,441.027875,484.695575
483.849375,425.516975,441.0616,484.784075
483.858375,425.57105,441.089175,484.8954
483.923375,425.60845,441.13025,484.9564
484.014975,425.6396,441.17015,484.9875
484.07905,425.6819,441.258275,485.034675
484.09425,425.722425,441.29185,485.06175
484.1143,425.75975,441.3292,485.092125
484.13565,425.79885,441.436075,485.2438
484.1501,425.8194,441.462325,485.284925
484.17085,425.8682,441.5369,485.44525
484.2215,425.88905,441.571,485.668425
484.2572,425.9219,441.671125,485.827225
484.266525,425.953825,441.7267,485.87065
484.2813,425.996825,441.759125,485.897975
484.294825,426.029925,441.79505,485.976025
484.3232,426.0656,441.831425,486.187
484.35335,426.07535,441.854975,486.22825
484.369575,426.08465,441.893175,486.345525
484.41055,426.097525,441.921825,486.482725
484.4196,426.112675,441.946975,486.507125
484.45625,426.12605,441.9837,486.5757
484.463425,426.138875,442.02295,486.6024
484.477875,426.1558,442.0639,486.66325
484.490525,426.17605,442.10165,486.691925
484.50205,426.1946,442.14155,486.789075
484.5099,426.213275,442.171775,487.156375
484.566375,426.23245,442.20115,487.25315
484.608075,426.24985,442.250225,487.311225
484.631575,426.27765,442.2603,487.5875
484.664825,426.30845,442.287275,487.819825
484.734275,426.337,442.307125,487.838675
484.7715,426.3724,442.3299,488.1092
484.811325,426.4078,442.354325,488.158625
484.849425,426.445175,442.3953,488.2078
484.857975,426.486225,442.433875,488.2553
484.873075,426.5262,442.464925,488.276775
484.89925,426.5922,442.487425,488.305225
485.711075,426.638575,442.52415,488.3088
485.742225,426.676175,442.553675,488.325375
485.7952,426.72705,442.578175,488.421475
485.809575,426.769575,442.618675,488.4822
485.848775,426.812825,442.6476,488.547725
485.874975,426.852925,442.672875,488.65555
485.936725,426.890375,442.70645,488.7356
485.981,426.930725,442.76595,488.751575
486.40365,426.968375,442.794675,488.77165
486.4579,427.0064,442.838175,488.8632
486.47475,427.040525,442.86905,488.939825
486.568725,427.070675,442.92135,489.10895
486.589625,427.09745,442.9574,489.162875
486.604125,427.1289,443.01385,489.2415
486.614225,427.15745,443.052575,489.383125
486.629025,427.174925,443.100575,489.451925
486.64015,427.19175,443.1366,489.489175
486.6478,427.207875,443.161475,489.632025
486.6769,427.223325,443.191225,489.6735
486.686225,427.24115,443.233925,489.742775
486.72275,427.2578,443.2587,489.7742
486.7446,427.292525,443.287825,489.815275
486.75745,427.316975,443.313925,489.8302
486.834675,427.34575,443.33845,489.861975
486.85535,427.380525,443.39205,490.037425
486.9022,427.422475,443.4171,490.09065
486.9312,427.4569,443.4503,490.132375
487.55445,427.497275,443.50465,490.176825
487.66935,427.53195,443.5423,490.299975
487.95805,427.57865,443.6254,490.4509
488.013375,427.60555,443.660025,490.4701
488.03345,427.628575,443.758375,490.5775
488.04495,427.6679,443.795475,490.6563
488.05605,427.706525,443.82135,490.694975
488.075525,427.7338,443.8521,490.74085
488.090675,427.7902,443.8866,490.836225
488.103325,427.8161,443.913225,490.9084
488.112925,427.8319,443.944425,491.012425
488.14775,427.846825,443.97755,491.0849
488.15635,427.85505,444.003325,491.21245
488.1693,427.8739,444.031,491.24075
488.1981,427.886525,444.073375,491.421025
488.21275,427.90735,444.100525,491.498775
488.22585,427.93575,444.139425,491.526125
488.276025,427.962925,444.171125,491.5553
488.295475,427.9987,444.200375,491.622925
488.41265,428.01985,444.224525,491.6594
488.445725,428.060925,444.254,491.738275
488.462925,428.090575,444.279475,491.7954
489.246075,428.12565,444.32155,491.833125
489.351025,428.1547,444.35515,491.8864
489.46115,428.18825,444.3895,491.909025
489.472725,428.206925,444.51975,491.94355
489.671275,428.233975,444.554625,492.044475
489.6743,428.26495,444.601375,492.057125
489.70505,428.289025,444.640675,492.077125
489.74595,428.3108,444.67675,492.158825
489.759425,428.3268,444.723675,492.3117
489.76745,428.35395,444.78795,492.386225
490.4802,428.37925,444.81105,492.560375
490.493225,428.4174,444.83195,492.802275
490.50335,428.4483,444.8559,492.839925
490.520575,428.505375,444.87935,492.892175
490.531125,428.54265,445.02425,493.07425
490.5472,428.57235,445.100125,493.21885
490.564475,428.6133,445.261075,493.41155
490.609025,428.648475,445.294675,493.54835
490.61885,428.665975,445.38195,493.57725
490.678175,428.692225,445.4194,493.67585
491.235925,428.71795,445.48855,493.7433
491.30085,428.747525,445.588275,493.768425
491.3877,428.78215,445.619625,493.800325
491.398475,428.826125,445.681125,493.8401
491.43885,428.85745,445.699175,493.997975
491.45415,428.877325,445.722975,494.1539
491.4774,428.8963,445.818075,494.33685
492.086975,428.910825,445.856325,494.351
492.11185,428.93635,445.885975,494.512325
492.146275,428.95475,445.933325,494.61415
492.189475,428.97605,445.966925,494.791825
492.281075,428.991175,446.0215,494.819775
492.291225,429.004875,446.081475,494.93045
492.306675,429.030425,446.1195,494.983825
492.339875,429.052525,446.1818,495.033525
492.3865,429.076825,446.24105,495.08165
492.3977,429.10065,446.274725,495.13925
492.410625,429.128275,446.2996,495.179375
492.43655,429.15225,446.330175,495.2525
492.445475,429.178475,446.36375,495.2767
492.458,429.219125,446.406325,495.371225
492.49185,429.252425,446.444575,495.421625
492.50895,429.28875,446.475925,495.525125
492.519425,429.318125,446.4991,495.577175
492.532775,429.350975,446.5657,495.609625
492.57335,429.3887,446.65955,495.6627
492.629325,429.417725,446.825575,495.729275
492.63915,429.4379,446.85195,495.840675
492.64965,429.45615,446.8819,495.968925
492.682025,429.478925,446.924,496.0266
492.69535,429.499425,446.952825,496.10085
492.73905,429.511,446.9953,496.13015
492.75385,429.542,447.04385,496.150575
493.1927,429.556525,447.090575,496.243325
494.4528,429.5818,447.229,496.298425
494.837425,429.61215,447.2851,496.343925
494.876825,429.632825,447.3243,496.428375
494.8972,429.66035,447.3575,496.488225
494.919475,429.693325,447.3929,496.515375
494.931575,429.7326,447.4202,496.669775
494.94145,429.771625,447.471125,496.709125
494.95775,429.806575,447.49985,496.890275
494.9849,429.826125,447.5284,496.95595
494.99935,429.855575,447.559,497.09265
495.077525,429.874725,447.600725,497.15315
495.09305,429.896675,447.70565,497.315075
495.1195,429.9275,447.73965,497.36255
495.130175,429.957125,447.80425,497.549425
495.1511,429.990675,447.826725,497.6644
495.170375,430.0286,447.850375,497.719875
495.193125,430.0645,447.877725,497.795425
495.2009,430.093025,447.9177,497.93955
495.2095,430.138875,448.018275,497.965225
495.289475,430.17205,448.175725,498.016225
495.31995,430.207025,448.323325,498.0496
496.147225,430.251725,448.38195,498.0995
496.1693,430.29015,448.418,498.15435
496.18875,430.3245,448.4603,498.262025
496.212275,430.359125,448.5016,498.296
496.251175,430.402275,448.54235,498.3635
496.2597,430.44475,448.619825,498.382725
496.27445,430.479475,448.712725,498.415375
496.32615,430.509425,448.762625,498.49305
496.34405,430.53635,448.787175,498.54975
496.486,430.570425,448.8244,498.67085
496.50565,430.604525,448.86145,498.7768
496.516425,430.627225,448.907175,498.86245
496.54365,430.65265,448.93315,499.080675
496.5538,430.679925,448.960875,499.163475
496.5678,430.7173,448.97065,499.21325
496.619825,430.7601,448.979225,499.25275
496.641075,430.796225,449.0292,499.302725
496.6694,430.83885,449.06905,499.329125
496.67905,430.878925,449.124675,499.55405
496.82035,430.91505,449.15355,499.6578
497.0447,430.964425,449.2002,499.702475
497.0882,431.004,449.2373,499.951075
497.481125,431.0626,449.2919,499.97555
498.024375,431.091825,449.328275,500.00935
498.254275,431.1311,449.416,500.1669
498.5765,431.169225,449.560725,500.218975
498.730375,431.1893,449.5913,500.24765
498.77465,431.21195,449.616075,500.302475
498.8046,431.247,449.689125,500.343675
498.81535,431.31,449.728275,500.3726
498.8263,431.346425,449.75915,500.410775
498.836025,431.37965,449.891475,500.42655
498.8478,431.425075,449.93715,500.48225
498.86685,431.470475,449.9857,500.601125
498.880625,431.49595,450.0158,500.630075
498.894675,431.51705,450.0912,500.690325
499.066125,431.53595,450.12985,500.7194
499.291375,431.55355,450.165225,500.798
499.384725,431.56575,450.21405,500.83445
499.451325,431.582625,450.31125,500.87065
499.53625,431.60225,450.350375,501.033975
499.591175,431.62035,450.3859,501.057025
499.659925,431.633975,450.425725,501.13535
499.72085,431.651875,450.52225,501.18645
499.754475,431.670875,450.566,501.263725
499.7628,431.686225,450.62405,501.340725
499.84295,431.705075,450.654075,501.37425
499.8738,431.72615,450.7091,501.43465
499.889725,431.754,450.7711,501.47805
499.973725,431.8012,450.8067,501.507625
500.017525,431.84235,450.88115,501.542
500.0916,431.867175,450.922825,501.604725
500.15745,431.905925,451.0042,501.69745
500.18665,431.944225,451.0329,501.759775
500.269275,431.99005,451.0738,501.76085
500.319725,432.03745,451.157175,501.86945
500.41445,432.068475,451.183775,501.894375
500.447175,432.089175,451.25395,502.0263
500.459725,432.12095,451.3318,502.162125
500.466075,432.15805,451.352375,502.2019
500.501575,432.190175,451.5155,502.294375
500.51695,432.23705,451.600075,502.31635
500.543825,432.26935,451.637375,502.357925
500.552875,432.3111,451.6826,502.405175
500.56455,432.35865,451.729925,502.434175
500.584675,432.42165,451.77465,502.453
500.616625,432.448075,451.814925,502.478475
500.68,432.489325,451.8378,502.5402
500.71845,432.536175,451.8702,502.563225
500.734325,432.5797,451.898525,502.6133
500.756775,432.6189,451.96975,502.631825
500.815675,432.666525,452.05985,502.755775
500.87665,432.690525,452.098,502.871675
501.02115,432.7386,452.176425,502.924175
501.789525,432.76975,452.23415,502.944875
501.79715,432.81915,452.262075,503.19795
501.900525,432.875125,452.34165,503.2464
501.914,432.907525,452.375975,503.334
502.140325,432.94755,452.407575,503.367975
502.17385,432.983925,452.449275,503.43635
502.2277,433.0147,452.485625,503.548325
502.2409,433.048425,452.512825,503.589875
502.286075,433.085425,452.57545,503.6254
502.300825,433.156875,452.641075,503.770975
502.38155,433.188525,452.699775,503.870975
502.84335,433.217475,452.732,503.9227
503.250925,433.275575,452.923625,503.968325
503.776125,433.309425,452.975425,504.063775
503.850775,433.3704,453.01695,504.084175
504.0951,433.42225,453.070675,504.159925
504.2597,433.457075,453.15015,504.205375
504.28345,433.492675,453.179325,504.241
504.38415,433.517825,453.204075,504.301675
504.51755,433.538025,453.240325,504.378375
504.53035,433.555475,453.263425,504.458825
504.63045,433.568,453.291475,504.48465
504.73485,433.581075,453.2958,504.571625
504.93905,433.595325,453.31975,504.625275
504.9511,433.609325,453.38575,504.67665
504.95825,433.624675,453.538525,504.74285
505.0111,433.642025,453.57765,504.78755
505.183825,433.667175,453.764675,504.89805
505.35575,433.689725,453.8104,504.947725
505.397725,433.710625,453.85345,505.018275
505.425575,433.728375,453.890925,505.0634
505.441875,433.749,453.95905,505.169875
505.517975,433.766,454.003775,505.212725
505.53305,433.784275,454.024575,505.230275
505.545075,433.81055,454.07805,505.2727
505.577275,433.833575,454.09255,505.316675
505.606775,433.8659,454.2232,505.3939
505.62125,433.89895,454.304925,505.452875
505.62925,433.92755,454.35045,505.4849
505.65175,433.96985,454.384475,505.619675
505.6608,433.99865,454.42095,505.718525
505.6803,434.032675,454.49085,505.7476
505.683725,434.074375,454.6013,505.831525
505.754225,434.11605,454.764,505.87325
505.770525,434.1746,454.83215,506.06315
505.791325,434.21705,454.872675,506.294325
505.7987,434.266875,454.923525,506.363425
505.83665,434.310725,454.939925,506.488
505.956625,434.34115,454.97035,506.548075
505.9978,434.370475,455.017575,506.58965
506.014975,434.414025,455.048925,506.618725
506.030525,434.429575,455.07305,506.689325
506.981275,434.449875,455.102925,506.716925
506.99635,434.491725,455.139125,506.779175
507.035225,434.558025,455.175025,506.839525
507.126525,434.6074,455.2305,506.936625
507.401225,434.639975,455.28695,506.988675
507.541425,434.669775,455.33995,507.131375
507.7291,434.727975,455.366425,507.279275
508.079475,434.771175,455.390625,507.40155
508.18995,434.82175,455.4388,507.450675
508.29905,434.8656,455.4599,507.53065
508.452475,434.910175,455.5639,507.618525
508.793975,434.957525,455.608375,507.6556
508.8277,435.003575,455.637675,507.85565
509.347425,435.044,455.674275,508.007125
509.55125,435.0709,455.712075,508.02985
509.848475,435.105275,455.808175,508.369775
510.1495,435.1586,455.857725,508.50595
510.67175,435.1902,455.896575,508.58325
511.35755,435.239225,455.973525,508.62565
511.432025,435.28335,456.013,508.718825
511.524225,435.33465,456.048525,508.9119
511.598975,435.375975,456.118175,509.0896
512.083375,435.433025,456.155975,509.11045
512.287575,435.488875,456.18295,509.21615
512.76125,435.545725,456.218975,509.340425
512.9075,435.59715,456.288,509.668625
512.9277,435.62605,456.32975,509.7978
512.94485,435.65065,456.366925,509.9896
512.960575,435.692525,456.40265,510.1272
512.98495,435.728175,456.445825,510.163675
512.998825,435.76445,456.49395,510.274675
513.027625,435.802275,456.53795,510.323725
513.2864,435.8473,456.563075,510.47175
513.3251,435.88445,456.6015,510.862625
513.901875,435.920675,456.638425,510.9274
513.989825,435.967525,456.67375,511.1559
513.996575,435.996625,456.713825,511.173875
514.012475,436.02365,456.762075,511.2085
514.0233,436.070175,456.79595,511.24905
514.07355,436.12445,456.8305,511.380775
514.09635,436.1599,456.852975,511.431975
514.11455,436.196275,456.942175,511.490225
514.15035,436.2618,456.969275,511.61225
514.8946,436.30855,457.00855,511.6984
514.987575,436.352375,457.0414,511.739825
515.0083,436.403475,457.0782,511.861175
515.01945,436.450675,457.120825,511.99275
515.12335,436.487825,457.1616,512.01635
515.5758,436.53785,457.203025,512.043375
515.7486,436.584775,457.231075,512.16155
515.77005,436.631525,457.296975,512.2099
515.804725,436.6779,457.377725,512.242975
515.80875,436.720725,457.435625,512.29135
515.84105,436.754775,457.451425,512.330275
515.867925,436.78495,457.47025,512.3646
515.933325,436.807075,457.57625,512.38545
515.960675,436.8381,457.6256,512.526225
515.988875,436.8733,457.7335,512.588975
515.99455,436.936075,457.7542,512.6116
516.047225,436.9821,457.7767,512.6866
516.57145,437.041175,457.82205,512.9343
516.792725,437.0903,457.833875,512.965425
517.188,437.130875,457.899475,513.073875
517.25875,437.169425,457.9253,513.153725
517.278025,437.219475,457.9506,513.19605
517.31665,437.2599,457.969975,513.32775
517.407875,437.28945,458.02375,513.363525
517.56805,437.365125,458.08255,513.51465
517.61475,437.41345,458.1138,513.6292
517.639825,437.458125,458.21775,513.661575
517.648025,437.49455,458.233825,513.80965
517.656575,437.531875,458.266275,513.9681
517.717725,437.575525,458.376,514.0131
517.7464,437.619275,458.397125,514.1129
517.76035,437.665575,458.435725,514.12
517.785025,437.7043,458.472025,514.143625
517.8011,437.76035,458.521175,514.23815
517.82235,437.791775,458.566175,514.5743
517.865825,437.83345,458.63735,514.604075
517.90335,437.87205,458.762625,514.630175
518.0061,437.90185,458.825675,514.78295
518.019225,437.936075,458.852975,514.846025
518.02285,437.96835,458.9041,514.9677
518.043975,438.0086,458.97715,515.013
518.050925,438.0332,458.998875,515.055575
518.072925,438.05795,459.044825,515.133875
518.144625,438.08235,459.085775,515.217275
518.1528,438.100575,459.120275,515.299975
518.5992,438.1171,459.15435,515.59465
519.20905,438.146175,459.199475,515.7015
519.3043,438.1738,459.236175,516.033875
519.772125,438.198325,459.274525,516.175375
520.08375,438.233275,459.345475,516.25585
520.415725,438.260425,459.38275,516.307575
520.44185,438.301075,459.504675,516.380975
520.4826,438.3416,459.544075,516.47715
520.500375,438.364525,459.577725,516.583475
520.550025,438.388275,459.62115,516.681325
521.0242,438.416425,459.697925,516.72235
521.2001,438.454225,459.730975,516.782725
521.293525,438.488925,459.769025,516.8432
521.338075,438.529275,459.84955,516.92735
521.401,438.55675,459.8768,517.124425
521.40875,438.604375,459.901425,517.183775
521.427175,438.644675,459.9393,517.3625
521.469125,438.682275,459.999625,517.5799
521.507675,438.723275,460.071875,517.6233
521.885275,438.768525,460.116225,517.645225
521.9244,438.80665,460.1566,517.6516
522.008725,438.846325,460.219625,517.69695
522.1884,438.8781,460.26505,517.9595
522.2454,438.91335,460.293525,518.10055
522.722925,438.961425,460.33825,518.1729
522.84705,439.0089,460.37855,518.22745
522.93305,439.05685,460.421525,518.263975
522.96045,439.088775,460.464125,518.3179
522.973125,439.13575,460.4962,518.344975
522.9905,439.16915,460.528825,518.37405
523.0363,439.198975,460.55635,518.5808
523.07435,439.2317,460.59525,518.612375
523.08795,439.2717,460.65075,518.744625
523.10305,439.293975,460.684375,518.9219
523.131175,439.329225,460.715025,518.976225
523.136025,439.368125,460.7495,519.006925
523.15275,439.39685,460.7725,519.088475
523.1672,439.441775,460.822075,519.122175
523.215225,439.4702,460.862,519.150625
523.231775,439.508125,460.881925,519.33215
523.26795,439.530875,460.954,519.56725
523.823675,439.549125,461.003725,519.7134
523.90175,439.57035,461.115475,519.74285
524.6967,439.594575,461.165,519.83095
524.839225,439.616925,461.3317,519.877575
524.879875,439.63905,461.41195,519.93305
524.89925,439.65405,461.435775,519.989325
524.944025,439.66445,461.47285,520.03305
524.955025,439.67535,461.519875,520.093125
524.98325,439.691825,461.690775,520.161525
524.994025,439.705375,461.7374,520.232
525.00355,439.718725,461.7703,520.324775
525.021225,439.73485,461.805575,520.40915
525.05465,439.739225,461.8141,520.613525
525.08825,439.7519,461.843175,520.648075
525.11215,439.7682,461.8793,520.68275
525.126425,439.78805,461.913425,520.749025
525.157775,439.807675,461.954625,520.844925
525.197375,439.83235,461.9917,520.92295
525.2259,439.856,462.00705,521.01525
525.26005,439.8762,462.0605,521.135225
525.2822,439.891625,462.1036,521.2608
525.295625,439.90745,462.1386,521.3045
525.3237,439.925625,462.173525,521.3424
525.38215,439.94525,462.2208,521.4493
525.740875,439.96845,462.2718,521.58515
526.488075,439.99805,462.3267,521.660725
526.579725,440.015375,462.378975,521.8036
526.6094,440.038875,462.4158,521.916725
526.655775,440.056975,462.433975,522.07845
527.3572,440.076875,462.4731,522.1006
527.36645,440.0898,462.505025,522.23145
527.4056,440.115175,462.56905,522.2481
527.505375,440.13595,462.641875,522.351175
527.8863,440.15595,462.68,522.431125
528.353725,440.178525,462.727325,522.510375
528.4669,440.1895,462.793675,522.659225
528.476825,440.198725,462.826825,522.688
528.487725,440.20735,462.935725,523.122825
528.5398,440.21625,462.969325,523.149375
529.46185,440.224425,463.028175,523.249575
529.94995,440.232325,463.1023,523.334625
529.975625,440.247925,463.133175,523.40775
529.997525,440.257,463.183675,523.4375
530.0117,440.2698,463.26055,523.50615
530.023175,440.279925,463.297975,523.56265
530.0481,440.291525,463.32565,523.655275
530.05665,440.30445,463.3569,523.687575
530.081675,440.327625,463.40585,523.800925
530.1412,440.3466,463.437525,523.8315
530.165175,440.362725,463.48275,523.955825
530.1809,440.3797,463.5122,523.9967
530.846525,440.3947,463.54135,524.022225
530.9966,440.4132,463.58265,524.105625
531.054125,440.426225,463.62135,524.128025
531.630425,440.440225,463.666375,524.2963
531.719475,440.455575,463.732375,524.373725
532.3736,440.477,463.80835,524.40225
532.557675,440.4962,463.8649,524.6494
532.8801,440.524575,463.907825,524.738
532.91395,440.55635,463.936925,524.765675
533.6697,440.581525,463.974775,524.795675
533.819175,440.60905,464.01435,524.873275
533.865625,440.64315,464.0688,525.02185
533.888125,440.66475,464.158475,525.273875
534.031725,440.697925,464.20895,525.316925
534.040775,440.72395,464.235325,525.6358
534.155475,440.7435,464.303275,525.6894
534.192225,440.7658,464.371,525.723325
534.258275,440.7946,464.40285,525.860125
534.31845,440.8178,464.4471,525.9762
534.351275,440.8467,464.525,526.0791
534.374825,440.8742,464.5582,526.21655
534.3824,440.89875,464.6213,526.25925
534.393875,440.92795,464.659175,526.480725
534.421425,440.95745,464.703225,526.550675
534.43385,440.984775,464.7326,526.5713
534.4454,441.0153,464.801975,526.651375
534.454025,441.043075,464.81995,526.6829
534.4846,441.060825,464.84185,526.7678
534.5086,441.0843,464.8889,526.830325
534.52225,441.11825,464.939425,526.855125
534.557575,441.1432,464.966325,526.917325
534.698325,441.173975,465.0091,526.9481
534.70515,441.202925,465.035875,526.96305
534.7582,441.23345,465.05995,527.0504
534.7747,441.2706,465.096675,527.068375
534.846725,441.299925,465.140475,527.094375
535.647675,441.3253,465.1689,527.14725
535.712525,441.3437,465.2081,527.2374
535.7484,441.366625,465.22765,527.42525
535.76285,441.3897,465.2586,527.462275
535.769275,441.41745,465.338175,527.51135
535.7721,441.443025,465.36445,527.5366
535.8035,441.478175,465.3994,527.813825
535.819575,441.509775,465.43865,527.9537
535.88105,441.539275,465.46075,528.03665
535.96455,441.571775,465.51275,528.1051
535.98115,441.601225,465.54175,528.161425
536.006825,441.6354,465.5684,528.22725
536.0385,441.6569,465.644025,528.3362
536.0869,441.67605,465.705425,528.372175
536.1253,441.70265,465.75975,528.396375
536.13635,441.72085,465.8073,528.423275
536.1478,441.743,465.8699,528.426075
536.164975,441.760525,465.99665,528.516225
536.177525,441.787725,466.057125,528.566025
536.18965,441.815325,466.12065,528.594475
537.07415,441.838825,466.163625,528.7489
537.0752,441.86565,466.191375,528.796725
537.192975,441.89245,466.210725,528.902775
537.22575,441.934375,466.25835,529.005175
537.255525,441.97075,466.278625,529.045475
537.2749,442.008975,466.323025,529.064775
537.3244,442.034325,466.3587,529.097675
537.3896,442.062575,466.478,529.175625
537.443575,442.1025,466.50415,529.254475
537.47325,442.150825,466.643875,529.511825
537.511725,442.192075,466.687875,529.590225
537.5306,442.221225,466.747525,529.6483
537.593825,442.250125,466.772825,529.6703
537.7801,442.259825,466.816,529.8744
537.8525,442.274125,466.88445,529.897925
537.944275,442.286325,466.9244,529.9542
538.57875,442.298575,466.955025,529.964825
538.60155,442.31315,466.98565,529.975525
538.70095,442.324675,467.005825,530.0306
538.719425,442.345975,467.035825,530.1339
538.73145,442.3698,467.109375,530.165275
538.761,442.391725,467.137375,530.2593
538.7744,442.425025,467.168375,530.2771
538.783775,442.448325,467.219175,530.3312
538.810375,442.4773,467.254675,530.369925
538.83925,442.501075,467.28565,530.422625
539.29625,442.527975,467.319125,530.470975
539.334525,442.544975,467.36575,530.5471
540.2643,442.567875,467.391725,530.575075
540.536475,442.5969,467.41915,530.6799
540.717875,442.624,467.451125,531.083725
540.807675,442.6498,467.48035,531.209975
540.816925,442.6761,467.49355,531.2431
540.85595,442.737175,467.573875,531.318425
540.913075,442.766325,467.582275,531.35455
540.994225,442.790875,467.6072,531.45375
541.311875,442.8302,467.6643,531.47515
542.07375,442.8618,467.773225,531.572475
542.08805,442.894075,467.8197,531.880125
542.3737,442.9361,467.891125,531.93355
542.44335,442.980075,467.920175,532.020775
542.455675,443.004475,467.951025,532.076
543.184875,443.03815,467.983425,532.1158
543.2963,443.080975,467.994375,532.2395
543.410625,443.107525,468.0368,532.2809
543.4521,443.134775,468.09125,532.3094
543.592725,443.163675,468.1198,532.431675
543.617575,443.197925,468.149125,532.44915
543.665825,443.2277,468.165525,532.5156
543.684775,443.2658,468.203475,532.626375
543.751325,443.295725,468.2312,532.63895
543.810925,443.31955,468.257,532.78935
543.8338,443.36185,468.267075,532.93445
543.88835,443.38945,468.31465,532.989425
543.94755,443.4272,468.338175,533.031475
544.210075,443.459325,468.363575,533.083925
544.471775,443.49875,468.408775,533.1434
544.579425,443.534425,468.42645,533.334575
545.028375,443.566175,468.445825,533.4193
545.053625,443.60415,468.50315,533.448675
545.06505,443.652525,468.550375,533.510275
545.08015,443.701525,468.578425,533.644525
545.096425,443.7291,468.61025,533.721
545.11695,443.76795,468.6453,533.7424
545.13915,443.82125,468.65765,533.78345
545.1497,443.8536,468.68385,533.9449
545.2217,443.904275,468.705525,534.095375
545.2337,443.92175,468.723025,534.125275
545.3002,443.95315,468.755275,534.251325
545.334675,443.9803,468.78175,534.39345
545.3836,444.004475,468.79715,534.5301
545.3918,444.02645,468.8188,534.663475
545.86295,444.05245,468.8352,534.728175
546.001675,444.0756,468.864025,535.02915
546.0579,444.093275,468.89035,535.065225
