SPK_SPKC01a (excited),SPK_SPKC08b (excited),SPK_SPKC09a (excited),SPK_SPKC11a (no effect)
188.453075,,152.88885,
188.463525,,152.9152,
188.473675,,152.94675,
188.487975,,152.967075,
188.5076,,152.9795,
188.514425,,152.987575,
188.52795,,152.9967,
188.54315,,153.009,
188.56015,,153.0137,
188.5843,,153.024525,
188.599975,,153.038575,
188.61765,,153.052625,
188.631525,,153.0612,
188.6401,,153.0716,
188.65325,,153.080175,
188.6727,,153.09355,
188.685925,,153.102975,
188.7046,,153.12405,
188.719775,,153.160125,
188.738925,,153.194925,
188.75195,,153.237675,
188.782425,,153.28235,
188.8087,,153.303425,
188.83185,,153.324075,
188.852925,,153.34235,
188.87605,,153.3634,
188.9008,,153.38065,
188.9247,,153.40735,
188.9402,,153.42995,
188.9527,,153.4907,
188.980175,,153.500225,
188.9967,,153.51055,
189.0162,,153.518425,
189.03585,,153.528825,
189.060325,,153.547525,
189.06965,,153.585575,
189.081425,,153.606,
189.1069,,153.6414,
189.130125,,153.682975,
189.154425,,153.70025,
189.169275,,153.722175,
189.181225,,153.73815,
189.189375,,153.756975,
189.199575,,153.767375,
189.20765,,153.775725,
189.2176,,153.783675,
189.229925,,153.789125,
189.24615,,153.7952,
189.252175,,153.80405,
189.268775,,153.813775,
189.27475,,153.824825,
189.284225,,153.8481,
189.291375,,153.861525,
189.30335,,153.872475,
189.31685,,153.8848,
189.345425,,153.92595,
189.36545,,153.94715,
189.4133,,153.964575,
189.43625,,153.97675,
189.4817,,153.988425,
189.516625,,154.001125,
189.54315,,154.011525,
189.56385,,154.0363,
189.578675,,154.047975,
189.589325,,154.0591,
189.59835,,154.073075,
189.604975,,154.112225,
189.611025,,154.128075,
189.621025,,154.15555,
189.628375,,154.1826,
189.673525,,154.204225,
189.716375,,154.219175,
189.735325,,154.237425,
189.7532,,154.256225,
189.76795,,154.2693,
189.777,,154.28515,
189.79365,,154.29695,
189.810525,,154.309625,
189.8239,,154.32375,
189.8515,,154.332825,
189.8726,,154.341875,
189.93945,,154.35275,
189.978025,,154.3615,
189.99235,,154.37665,
190.0259,,154.39085,
190.04575,,154.40445,
190.0632,,154.428875,
190.0982,,154.4358,
190.12655,,154.468175,
190.1575,,154.484475,
190.18025,,154.5031,
190.208875,,154.512775,
190.21545,,154.523925,
190.2227,,154.532375,
190.2382,,154.540825,
190.258075,,154.549325,
190.283825,,154.563075,
190.3029,,154.5717,
190.33,,154.581725,
190.358,,154.604575,
190.3828,,154.6347,
190.4111,,154.6468,
190.425325,,154.655675,
190.4439,,154.6659,
190.4644,,154.67975,
190.492775,,154.700325,
190.51855,,154.7164,
190.5455,,154.728075,
190.5751,,154.7448,
190.592725,,154.765475,
190.69,,154.78775,
190.7115,,154.80455,
190.759825,,154.82585,
190.793625,,154.838775,
190.820725,,154.854025,
190.872075,,154.882775,
190.8948,,154.898775,
190.9423,,154.9177,
190.9687,,154.93805,
190.98915,,154.955325,
191.01515,,154.969025,
191.028175,,154.9812,
191.06105,,154.995625,
191.086825,,155.0113,
191.1128,,155.02035,
191.13375,,155.0381,
191.1483,,155.071625,
191.162925,,155.09075,
191.178325,,155.10305,
191.22445,,155.12145,
191.249325,,155.1332,
191.28875,,155.144875,
191.303825,,155.161025,
191.3152,,155.169925,
191.329075,,155.1804,
191.331725,,155.1909,
191.351175,,155.197875,
191.36765,,155.208975,
191.394,,155.22205,
191.412525,,155.2353,
191.442975,,155.252025,
191.478425,,155.270425,
191.498375,,155.2828,
191.5134,,155.308725,
191.53615,,155.34125,
191.5568,,155.37305,
191.5785,,155.408925,
191.5967,,155.433175,
191.61465,,155.459175,
191.641075,,155.481375,
191.66325,,155.493425,
191.680075,,155.510875,
191.692,,155.53035,
191.705625,,155.552425,
191.7103,,155.5769,
191.7179,,155.594425,
191.73015,,155.6058,
191.75365,,155.623625,
191.7933,,155.646325,
191.82745,,155.668975,
191.85565,,155.693775,
191.8768,,155.721125,
191.888275,,155.74715,
191.9039,,155.764075,
191.9134,,155.80065,
191.922775,,155.8302,
191.939175,,155.853325,
191.947575,,155.884675,
191.95955,,155.920325,
191.984675,,155.94115,
192.0095,,155.976275,
192.02835,,156.000375,
192.042175,,156.0324,
192.071225,,156.063,
192.08115,,156.1065,
192.114575,,156.148575,
192.13745,,156.1874,
192.170325,,156.216325,
192.19325,,156.245975,
192.2287,,156.27405,
192.2829,,156.3047,
192.30445,,156.33075,
192.326225,,156.357325,
192.393425,,156.38505,
192.4178,,156.4224,
192.4689,,156.462275,
192.51545,,156.497075,
192.532375,,156.5284,
192.548475,,156.577025,
192.556025,,156.6157,
192.572925,,156.640425,
192.60845,,156.6757,
192.63115,,156.723625,
192.63765,,156.75775,
192.643425,,156.779775,
192.6507,,156.840825,
192.6583,,156.86445,
192.6671,,156.89675,
192.680975,,156.926075,
192.695675,,156.946125,
192.7083,,156.973775,
192.724825,,157.00095,
192.739,,157.045425,
192.8021,,157.077325,
192.821175,,157.1175,
192.84795,,157.14305,
192.86185,,157.1753,
192.9042,,157.210025,
192.929225,,157.24025,
192.9472,,157.25485,
192.966325,,157.304725,
192.9814,,157.341625,
192.9914,,157.36715,
193.0055,,157.39115,
193.020275,,157.418475,
193.034325,,157.44565,
193.042975,,157.474325,
193.0521,,157.507075,
193.063875,,157.53575,
193.085525,,157.5534,
193.097975,,157.587675,
193.106525,,157.62005,
193.121675,,157.658875,
193.132675,,157.68125,
193.14695,,157.71495,
193.176475,,157.73735,
193.192675,,157.772025,
193.20545,,157.80575,
193.22255,,157.825525,
193.240425,,157.8691,
193.252325,,157.891775,
193.278325,,157.9119,
193.289825,,157.94145,
193.313225,,157.98075,
193.35345,,158.000575,
193.4119,,158.02095,
193.426425,,158.063175,
193.4495,,158.088925,
193.468,,158.109975,
193.489625,,158.1263,
193.51415,,158.158775,
193.53875,,158.1896,
193.55115,,158.213375,
193.598675,,158.248375,
193.62405,,158.273325,
193.643175,,158.295925,
193.65755,,158.31635,
193.67765,,158.329775,
193.70525,,158.35985,
193.742775,,158.399375,
193.761825,,158.427875,
193.77065,,158.45215,
193.84445,,158.4731,
193.89995,,158.508175,
193.91185,,158.535175,
193.95795,,158.5616,
193.992575,,158.587225,
194.0338,,158.612625,
194.0518,,158.64555,
194.07525,,158.6717,
194.081325,,158.69665,
194.0859,,158.72045,
194.091725,,158.734275,
194.099575,,158.78155,
194.13645,,158.79845,
194.150275,,158.817125,
194.1612,,158.843425,
194.1764,,158.86625,
194.186025,,158.88045,
194.1958,,158.89165,
194.20545,,158.9076,
194.25765,,158.920775,
194.2903,,158.931325,
194.31235,,158.94045,
194.338375,,158.954675,
194.354875,,158.968925,
194.4051,,158.983825,
194.448125,,159.007775,
194.49935,,159.026325,
194.542,,159.038025,
194.5859,,159.04585,
194.616725,,159.060375,
194.6416,,159.069225,
194.67545,,159.078675,
194.69455,,159.09565,
194.7179,,159.1174,
194.7507,,159.135975,
194.773225,,159.14955,
194.798875,,159.167925,
194.8136,,159.176025,
194.840975,,159.183725,
194.858225,,159.201325,
194.874575,,159.216425,
194.890375,,159.22635,
194.90935,,159.234175,
194.922525,,159.24535,
194.934175,,159.2582,
194.938225,,159.2687,
194.952,,159.284225,
194.970775,,159.298675,
195.040975,,159.318825,
195.074,,159.3291,
195.112275,,159.341175,
195.1351,,159.35,
195.1552,,159.3635,
195.170125,,159.3712,
195.1843,,159.3876,
195.1972,,159.401725,
195.205925,,159.418625,
195.223775,,159.429625,
195.2711,,159.44455,
195.31025,,159.459675,
195.320475,,159.475075,
195.343375,,159.4887,
195.368025,,159.506,
195.3853,,159.52455,
195.42135,,159.5443,
195.436575,,159.557275,
195.4546,,159.577775,
195.469875,,159.591525,
195.48285,,159.61595,
195.49205,,159.636925,
195.499375,,159.65065,
195.52275,,159.66155,
195.5413,,159.680975,
195.574225,,159.694675,
195.620725,,159.718725,
195.641475,,159.730825,
195.674775,,159.746375,
195.70295,,159.761975,
195.712625,,159.778925,
195.723625,,159.801225,
195.735925,,159.8187,
195.784225,,159.83185,
195.84195,,159.846925,
195.867275,,159.8575,
195.95265,,159.866375,
195.97615,,159.878875,
195.995625,,159.88605,
196.024525,,159.89365,
196.04925,,159.902975,
196.11455,,159.9199,
196.1393,,159.9295,
196.158675,,159.944525,
196.179975,,159.9601,
196.20615,,159.974175,
196.221775,,159.99165,
196.2513,,160.0197,
196.261325,,160.0355,
196.284075,,160.05865,
196.2918,,160.072525,
196.320725,,160.086975,
196.347025,,160.10315,
196.372275,,160.1237,
196.412375,,160.1503,
196.432725,,160.15875,
196.453975,,160.185025,
196.489775,,160.20075,
196.52845,,160.214725,
196.532675,,160.241075,
196.574775,,160.24985,
196.598775,,160.269275,
196.614225,,160.281425,
196.65115,,160.295975,
196.666125,,160.30425,
196.684275,,160.325075,
196.70955,,160.33575,
196.7325,,160.3541,
196.7443,,160.372025,
196.759275,,160.38745,
196.78095,,160.4013,
196.83195,,160.425725,
196.90125,,160.4584,
196.91765,,160.47565,
196.9242,,160.4924,
196.932275,,160.513625,
196.950075,,160.535775,
196.98235,,160.5586,
197.001375,,160.57385,
197.03445,,160.5885,
197.051525,,160.6116,
197.08185,,160.6267,
197.11725,,160.650225,
197.141225,,160.679425,
197.179775,,160.70285,
197.203475,,160.71715,
197.23405,,160.733325,
197.260025,,160.7512,
197.2673,,160.774525,
197.304675,,160.796075,
197.319175,,160.813025,
197.364725,,160.8261,
197.38855,,160.842475,
197.50185,,160.8568,
197.551925,,160.871075,
197.5804,,160.894575,
197.6415,,160.9199,
197.68205,,160.939425,
197.718825,,160.960175,
197.756625,,160.9762,
197.798625,,160.9915,
197.809825,,161.0091,
197.8365,,161.021025,
197.900775,,161.03475,
197.912575,,161.05745,
197.94365,,161.0859,
197.964425,,161.1225,
197.986975,,161.15755,
198.039225,,161.181125,
198.05315,,161.20065,
198.074875,,161.223175,
198.102325,,161.248775,
198.129175,,161.262875,
198.1453,,161.282125,
198.17215,,161.30685,
198.21425,,161.33655,
198.23475,,161.3533,
198.264575,,161.377325,
198.2964,,161.392525,
198.31595,,161.40925,
198.35795,,161.425375,
198.3871,,161.4455,
198.414225,,161.4682,
198.4426,,161.4876,
198.4574,,161.5139,
198.4813,,161.5289,
198.4991,,161.543,
198.53215,,161.556975,
198.553075,,161.5751,
198.567975,,161.588275,
198.578525,,161.605875,
198.59025,,161.622975,
198.59795,,161.639675,
198.61035,,161.65245,
198.64305,,161.67315,
198.650425,,161.6899,
198.673625,,161.701675,
198.713575,,161.716,
198.732975,,161.7329,
198.749775,,161.747325,
198.759225,,161.757525,
198.768425,,161.765725,
198.776325,,161.77355,
198.785825,,161.783875,
198.79575,,161.798475,
198.80625,,161.813775,
198.81975,,161.82715,
198.8308,,161.8441,
198.852,,161.855125,
198.87045,,161.871025,
198.894675,,161.879225,
198.918225,,161.893625,
198.93295,,161.9177,
198.94365,,161.933025,
198.955525,,161.960825,
198.97955,,161.9811,
199.000125,,161.995925,
199.02335,,162.017675,
199.047475,,162.035325,
199.05465,,162.0585,
199.085875,,162.0728,
199.101625,,162.0942,
199.133025,,162.137175,
199.167125,,162.149475,
199.183275,,162.1765,
199.210025,,162.201025,
199.22635,,162.232675,
199.251925,,162.257075,
199.27125,,162.270375,
199.310125,,162.287725,
199.3304,,162.31355,
199.36295,,162.3281,
199.3854,,162.35665,
199.407775,,162.37265,
199.4335,,162.38725,
199.4789,,162.404625,
199.535125,,162.424275,
199.5569,,162.44245,
199.575475,,162.46785,
199.620825,,162.4895,
199.65315,,162.519175,
199.736775,,162.531325,
199.763025,,162.54295,
199.7913,,162.5568,
199.8039,,162.57325,
199.836975,,162.58865,
199.8772,,162.608325,
199.9035,,162.63995,
199.931125,,162.651275,
199.974975,,162.6717,
199.986975,,162.68595,
200.00675,,162.70165,
200.0364,,162.71395,
200.07615,,162.7323,
200.09385,,162.750725,
200.111025,,162.7722,
200.1369,,162.78255,
200.1608,,162.792725,
200.169125,,162.803975,
200.213225,,162.8149,
200.267625,,162.841975,
200.284725,,162.8731,
200.317775,,162.9181,
200.34265,,162.9329,
200.3723,,162.95005,
200.4088,,162.9683,
200.463975,,162.9871,
200.500275,,163.0042,
200.523625,,163.019525,
200.5526,,163.035425,
200.580625,,163.04655,
200.601225,,163.05735,
200.627275,,163.071975,
200.674775,,163.09255,
200.703,,163.113575,
200.719025,,163.128975,
200.74075,,163.1454,
200.765325,,163.16655,
200.792375,,163.18155,
200.81265,,163.1952,
200.830375,,163.204275,
200.8621,,163.2162,
200.896125,,163.229925,
200.9119,,163.244125,
200.9305,,163.259775,
200.953525,,163.275725,
200.980275,,163.287375,
200.9949,,163.312475,
201.010825,,163.326125,
201.03185,,163.361825,
201.045225,,163.3817,
201.0677,,163.399925,
201.0937,,163.43505,
201.118625,,163.4606,
201.157675,,163.4869,
201.18485,,163.5122,
201.220375,,163.527625,
201.2735,,163.549425,
201.3152,,163.56345,
201.3526,,163.579825,
201.369625,,163.590725,
201.3861,,163.608925,
201.4141,,163.636975,
201.44665,,163.656075,
201.46985,,163.6777,
201.48445,,163.69335,
201.519975,,163.711475,
201.535,,163.7326,
201.556175,,163.742675,
201.557875,,163.753125,
201.57675,,163.772475,
201.596075,,163.789575,
201.628025,,163.80205,
201.6555,,163.81645,
201.690825,,163.852625,
201.698775,,163.871225,
201.706225,,163.901875,
201.7169,,163.9239,
201.74255,,163.944975,
201.77515,,163.961575,
201.79215,,163.98005,
201.814625,,163.997575,
201.823725,,164.0246,
201.85025,,164.051925,
201.87555,,164.072,
201.90245,,164.0936,
201.9415,,164.108425,
201.951975,,164.12805,
201.98835,,164.156625,
202.0378,,164.173025,
202.05425,,164.185425,
202.08015,,164.1981,
202.10895,,164.212175,
202.1313,,164.222075,
202.17075,,164.23255,
202.1904,,164.240425,
202.22035,,164.249575,
202.255875,,164.25805,
202.269625,,164.266925,
202.306675,,164.27945,
202.324375,,164.287375,
202.375225,,164.3001,
202.395525,,164.31935,
202.417825,,164.33635,
202.4461,,164.36105,
202.46975,,164.3784,
202.4855,,164.4149,
202.509125,,164.456025,
202.524775,,164.473225,
202.533825,,164.50925,
202.553825,,164.550475,
202.57795,,164.56445,
202.5988,,164.57375,
202.6239,,164.598075,
202.65555,,164.625725,
202.6767,,164.65145,
202.686125,,164.6655,
202.696075,,164.680675,
202.7068,,164.688725,
202.7156,,164.7043,
202.728575,,164.71335,
202.751275,,164.731325,
202.7616,,164.74755,
202.767125,,164.7583,
202.771075,,164.7742,
202.778425,,164.79775,
202.7996,,164.8248,
202.819675,,164.855375,
202.83335,,164.870725,
202.854,,164.892475,
202.8996,,164.922,
202.9289,,164.94415,
202.97615,,164.968675,
202.9952,,164.99425,
203.0151,,165.00735,
203.03585,,165.025125,
203.0518,,165.03885,
203.07835,,165.0569,
203.091275,,165.07725,
203.11275,,165.0894,
203.12945,,165.106925,
203.167125,,165.116825,
203.19005,,165.133175,
203.214,,165.144325,
203.2353,,165.164875,
203.25435,,165.186825,
203.30765,,165.203175,
203.31545,,165.219875,
203.329275,,165.2609,
203.346125,,165.277475,
203.3635,,165.29215,
203.39295,,165.308,
203.412075,,165.33645,
203.4285,,165.35315,
203.4618,,165.377425,
203.474425,,165.398275,
203.486625,,165.41275,
203.502925,,165.432175,
203.53,,165.4458,
203.549675,,165.460825,
203.57745,,165.477475,
203.616675,,165.494675,
203.646925,,165.51455,
203.666975,,165.5266,
203.6856,,165.5423,
203.7064,,165.5676,
203.7519,,165.584375,
203.769625,,165.608125,
203.7957,,165.6318,
203.807275,,165.64765,
203.823575,,165.6672,
203.852025,,165.680725,
203.87575,,165.696,
203.902625,,165.71395,
203.919925,,165.73705,
203.939125,,165.7583,
203.96215,,165.7703,
203.97685,,165.78655,
203.989825,,165.8022,
204.006625,,165.81225,
204.024875,,165.82635,
204.044275,,165.84955,
204.0766,,165.863525,
204.131125,,165.88735,
204.13325,,165.910575,
204.2265,,165.947425,
204.249,,165.9753,
204.26025,,165.995225,
204.274475,,166.019825,
204.29115,,166.040825,
204.30315,,166.066125,
204.319725,,166.096225,
204.33515,,166.11625,
204.3788,,166.132175,
204.40335,,166.187675,
204.422,,166.20855,
204.445075,,166.224525,
204.488875,,166.248075,
204.515825,,166.271975,
204.537875,,166.29035,
204.55155,,166.307975,
204.5657,,166.3209,
204.579075,,166.341875,
204.63135,,166.35625,
204.65015,,166.3804,
204.6642,,166.408025,
204.70975,,166.430925,
204.724925,,166.454125,
204.7394,,166.46465,
204.764075,,166.478975,
204.78635,,166.49115,
204.805475,,166.50525,
204.817475,,166.53135,
204.820175,,166.556925,
204.8374,,166.580075,
204.84465,,166.59515,
204.86145,,166.6136,
204.873575,,166.6278,
204.891275,,166.645675,
204.905475,,166.65945,
204.907025,,166.67605,
204.9185,,166.689825,
204.953825,,166.70545,
204.9779,,166.722975,
204.995725,,166.755825,
205.015175,,166.785875,
205.04315,,166.805925,
205.057675,,166.814625,
205.070025,,166.828775,
205.0985,,166.837425,
205.107425,,166.845425,
205.1322,,166.853175,
205.161525,,166.860525,
205.191525,,166.865925,
205.2204,,166.873025,
205.24485,,166.8791,
205.25465,,166.885575,
205.259825,,166.890475,
205.274825,,166.902325,
205.286375,,166.9164,
205.304375,,166.929875,
205.334175,,166.949725,
205.351575,,166.95975,
205.373325,,166.969075,
205.401675,,166.977875,
205.42905,,166.987975,
205.44775,,166.999775,
205.4593,,167.014325,
205.4869,,167.0292,
205.500025,,167.042975,
205.52185,,167.05575,
205.54395,,167.070725,
205.5616,,167.0854,
205.577875,,167.10615,
205.594975,,167.131,
205.606175,,167.143025,
205.627375,,167.163125,
205.63695,,167.180775,
205.65425,,167.201,
205.663025,,167.215475,
205.67765,,167.23065,
205.69135,,167.243475,
205.708925,,167.27175,
205.721375,,167.28965,
205.732525,,167.316625,
205.75545,,167.3301,
205.7611,,167.35605,
205.77185,,167.37065,
205.781375,,167.383375,
205.79,,167.397325,
205.79965,,167.407675,
205.8089,,167.41785,
205.82245,,167.426675,
205.8366,,167.43525,
205.850575,,167.44685,
205.863525,,167.461925,
205.8833,,167.47535,
205.890825,,167.49095,
205.908575,,167.5065,
205.9361,,167.52325,
205.9462,,167.53505,
205.95525,,167.54885,
205.96445,,167.559975,
205.97975,,167.5807,
206.001275,,167.593525,
206.014975,,167.6056,
206.0276,,167.633725,
206.043325,,167.658275,
206.06265,,167.6984,
206.077675,,167.722475,
206.0948,,167.741875,
206.125325,,167.768575,
206.150425,,167.790575,
206.167325,,167.8079,
206.1942,,167.828875,
206.226525,,167.850275,
206.24385,,167.876325,
206.257275,,167.903225,
206.2832,,167.923,
206.34965,,167.940875,
206.37685,,167.954,
206.3842,,167.966575,
206.407475,,167.9758,
206.4388,,167.985375,
206.463825,,167.9973,
206.484575,,168.013625,
206.49325,,168.044025,
206.5179,,168.059225,
206.530325,,168.084575,
206.580425,,168.0988,
206.603375,,168.11575,
206.62165,,168.127575,
206.63235,,168.14285,
206.655875,,168.161975,
206.688325,,168.188225,
206.7067,,168.21435,
206.804525,,168.2297,
206.827075,,168.25275,
206.8573,,168.31975,
206.901925,,168.34085,
206.920975,,168.35755,
206.94065,,168.372575,
207.0015,,168.381525,
207.00275,,168.3911,
207.0353,,168.399375,
207.08945,,168.4085,
207.11415,,168.4178,
207.130025,,168.4237,
207.186975,,168.430175,
207.207775,,168.43675,
207.221475,,168.4463,
207.240475,,168.454575,
207.2638,,168.46005,
207.29645,,168.46845,
207.320625,,168.47675,
207.3387,,168.484925,
207.35525,,168.4967,
207.4027,,168.511725,
207.4158,,168.52855,
207.43145,,168.55025,
207.452725,,168.5808,
207.4639,,168.604775,
207.483275,,168.61815,
207.512275,,168.6318,
207.53405,,168.6448,
207.560975,,168.658325,
207.6167,,168.6695,
207.663575,,168.685125,
207.69155,,168.695825,
207.704175,,168.716125,
207.71515,,168.734825,
207.7262,,168.75365,
207.739175,,168.786675,
207.746275,,168.803625,
207.765,,168.820675,
207.790575,,168.83895,
207.799775,,168.8557,
207.82015,,168.870225,
207.8478,,168.90155,
207.873025,,168.915225,
207.908025,,168.94015,
207.927825,,168.960975,
207.942425,,168.97725,
207.97545,,168.99155,
207.994975,,169.0049,
208.022525,,169.018375,
208.049475,,169.03765,
208.077,,169.0586,
208.10355,,169.08525,
208.156075,,169.1182,
208.1697,,169.132475,
208.2095,,169.15635,
208.21335,,169.172525,
208.276275,,169.195775,
208.291925,,169.20875,
208.323425,,169.227625,
208.3535,,169.252375,
208.396775,,169.27485,
208.413325,,169.3006,
208.436275,,169.32465,
208.45445,,169.334525,
208.4785,,169.3433,
208.500675,,169.352775,
208.524575,,169.37145,
208.545125,,169.381375,
208.5878,,169.395075,
208.6156,,169.4052,
208.662275,,169.4138,
208.686,,169.424825,
208.765175,,169.43605,
208.78875,,169.454325,
208.820825,,169.46425,
208.86015,,169.4797,
208.933425,,169.497875,
208.97295,,169.517975,
209.0002,,169.53765,
209.0179,,169.556825,
209.034025,,169.58875,
209.05525,,169.60955,
209.0998,,169.626225,
209.1896,,169.641525,
209.216525,,169.658225,
209.260625,,169.686275,
209.297025,,169.717275,
209.351925,,169.744075,
209.39215,,169.759425,
209.422575,,169.772425,
209.4956,,169.790075,
209.596325,,169.807175,
209.659875,,169.8179,
209.683175,,169.8481,
209.788975,,169.8736,
209.820375,,169.890425,
209.890925,,169.90975,
209.9928,,169.93665,
210.0962,,169.95295,
210.1184,,169.969775,
210.140325,,169.9792,
210.180125,,170.000225,
210.2022,,170.011425,
210.223875,,170.020675,
210.2534,,170.031925,
210.279375,,170.045975,
210.312175,,170.0679,
210.33025,,170.0888,
210.459575,,170.1108,
210.51175,,170.122825,
210.54055,,170.136175,
210.5618,,170.147875,
210.6007,,170.156325,
210.629725,,170.167575,
210.636225,,170.208275,
210.64155,,170.234525,
210.6467,,170.24915,
210.6642,,170.26735,
210.678425,,170.288625,
210.68935,,170.30865,
210.701975,,170.3278,
210.709525,,170.3498,
210.72875,,170.3691,
210.7384,,170.38695,
210.7745,,170.3957,
210.7928,,170.4141,
210.80995,,170.4342,
210.82745,,170.447875,
210.8469,,170.458675,
210.863275,,170.469775,
210.886,,170.4816,
210.89925,,170.49155,
210.924425,,170.504975,
210.937325,,170.53165,
210.9584,,170.5422,
210.9759,,170.5581,
210.98865,,170.575975,
211.001,,170.5902,
211.016875,,170.606225,
211.0348,,170.62565,
211.044675,,170.649725,
211.05315,,170.667775,
211.071625,,170.68935,
211.108925,,170.706825,
211.12205,,170.721075,
211.15425,,170.73945,
211.2118,,170.764175,
211.255775,,170.788,
211.31725,,170.854125,
211.3474,,170.873875,
211.376625,,170.884325,
211.426225,,170.896075,
211.441475,,170.91185,
211.458125,,170.93285,
211.475725,,170.951375,
211.48945,,170.978825,
211.5179,,171.00215,
211.543825,,171.031375,
211.56365,,171.0514,
211.5856,,171.096325,
211.612825,,171.129,
211.633575,,171.16675,
211.66735,,171.186575,
211.684075,,171.203375,
211.7586,,171.22175,
211.77535,,171.2454,
211.79505,,171.25955,
211.8324,,171.275675,
211.8658,,171.29625,
211.950375,,171.314075,
211.9897,,171.33195,
212.015825,,171.35105,
212.072625,,171.375925,
212.09525,,171.391475,
212.1206,,171.40895,
212.14345,,171.421575,
212.15315,,171.453075,
212.175775,,171.484625,
212.194225,,171.514975,
212.218475,,171.53415,
212.27735,,171.55945,
212.29605,,171.5886,
212.316675,,171.6111,
212.3556,,171.630125,
212.376575,,171.65065,
212.39285,,171.672525,
212.421275,,171.6926,
212.4417,,171.715625,
212.45165,,171.743425,
212.470475,,171.7613,
212.482475,,171.7838,
212.495925,,171.816375,
212.5025,,171.829775,
212.51815,,171.851925,
212.526925,,171.863775,
212.5453,,171.8739,
212.5639,,171.882375,
212.5735,,171.8956,
212.59485,,171.90945,
212.6194,,171.9181,
212.6337,,171.92885,
212.656125,,171.9405,
212.674925,,171.95635,
212.7059,,171.9675,
212.729275,,171.9944,
212.75345,,172.022725,
212.7869,,172.04175,
212.81185,,172.057925,
212.828575,,172.0939,
212.852625,,172.122525,
212.87485,,172.162825,
212.904325,,172.176725,
212.929025,,172.200925,
212.94805,,172.226475,
212.9702,,172.252375,
212.993275,,172.2709,
213.025775,,172.2899,
213.04425,,172.30405,
213.0567,,172.329475,
213.087475,,172.359375,
213.11,,172.378875,
213.1494,,172.424125,
213.166575,,172.441975,
213.188075,,172.464225,
213.211625,,172.5018,
213.255175,,172.52405,
213.31205,,172.558975,
213.342,,172.591775,
213.381275,,172.623325,
213.428725,,172.6623,
213.445225,,172.685725,
213.465875,,172.705525,
213.479375,,172.7403,
213.49865,,172.7646,
213.519,,172.802125,
213.530775,,172.84325,
213.54235,,172.88815,
213.59865,,172.916175,
213.654075,,172.935625,
213.659325,,172.953175,
213.745025,,172.966175,
213.768075,,172.981625,
213.848675,,172.999625,
213.92025,,173.0107,
213.95435,,173.027775,
213.984225,,173.051175,
214.01625,,173.0765,
214.046525,,173.095,
214.07215,,173.11545,
214.12645,,173.13575,
214.175675,,173.151,
214.200625,,173.180425,
214.2503,,173.21175,
214.348725,,173.25835,
214.4245,,173.295625,
214.459375,,173.3413,
214.48535,,173.37245,
214.50305,,173.420275,
214.5548,,173.447525,
214.58145,,173.4733,
214.611425,,173.4922,
214.629575,,173.507275,
214.65325,,173.52775,
214.679,,173.542975,
214.685425,,173.5603,
214.72165,,173.572125,
214.7597,,173.5969,
214.7927,,173.6145,
214.832025,,173.635775,
214.8602,,173.681475,
214.939975,,173.698625,
214.983225,,173.7179,
215.00685,,173.750375,
215.05165,,173.79495,
215.060325,,173.832925,
215.07025,,173.869525,
215.0773,,173.899275,
215.090475,,173.913675,
215.096275,,173.93765,
215.1084,,173.96065,
215.1263,,173.983,
215.1411,,174.0002,
215.16865,,174.0329,
215.19775,,174.0439,
215.221625,,174.05855,
215.23855,,174.07715,
215.26665,,174.0979,
215.278275,,174.12795,
215.31555,,174.148775,
215.35995,,174.1669,
215.376575,,174.17795,
215.404225,,174.192475,
215.41465,,174.206275,
215.452325,,174.22,
215.4855,,174.231675,
215.505025,,174.256175,
215.524025,,174.294375,
215.583375,,174.336675,
215.61735,,174.361,
215.644525,,174.3803,
215.65825,,174.3949,
215.6852,,174.406475,
215.703225,,174.417275,
215.73515,,174.427175,
215.7539,,174.437425,
215.786825,,174.4476,
215.799,,174.4617,
215.830975,,174.473,
215.857325,,174.485525,
215.886725,,174.4956,
215.902525,,174.508,
215.923375,,174.52555,
215.948825,,174.54425,
215.9685,,174.562225,
215.997725,,174.58605,
216.023075,,174.609425,
216.0575,,174.622575,
216.084825,,174.6416,
216.100425,,174.664525,
216.123075,,174.682375,
216.14535,,174.69715,
216.16725,,174.70965,
216.199625,,174.7261,
216.226075,,174.745,
216.259925,,174.76545,
216.289975,,174.793425,
216.3108,,174.827325,
216.3352,,174.849175,
216.36115,,174.8697,
216.4141,,174.895625,
216.444525,,174.92215,
216.487375,,174.93255,
216.511675,,174.954325,
216.5435,,174.970925,
216.59235,,174.98195,
216.62785,,174.990325,
216.695675,,175.0025,
216.71375,,175.01245,
216.732125,,175.032775,
216.751,,175.0452,
216.77585,,175.062875,
216.801975,,175.086775,
216.891775,,175.0974,
216.927375,,175.11215,
216.9304,,175.13,
217.012575,,175.145425,
217.02895,,175.16385,
217.05865,,175.178125,
217.079575,,175.196775,
217.104875,,175.2168,
217.117525,,175.23835,
217.2301,,175.272475,
217.25835,,175.296875,
217.327825,,175.3226,
217.400625,,175.333775,
217.4133,,175.340325,
217.4245,,175.348225,
217.42935,,175.35675,
217.431225,,175.364875,
217.4425,,175.3764,
217.47505,,175.39325,
217.493575,,175.4048,
217.552225,,175.415925,
217.565025,,175.4428,
217.586775,,175.4641,
217.6834,,175.476725,
217.7108,,175.49845,
217.769225,,175.522425,
217.810575,,175.5416,
