SPK_SPKC01a (excited),SPK_SPKC08b (excited),SPK_SPKC09a (excited),SPK_SPKC11a (no effect)
106.310475,,80.0545,
106.357975,,80.0739,
106.384475,,80.09635,
106.3993,,80.110225,
106.4195,,80.12325,
106.4551,,80.135875,
106.483975,,80.1607,
106.496775,,80.18565,
106.5211,,80.203325,
106.55215,,80.23335,
106.573425,,80.2897,
106.591225,,80.312425,
106.604625,,80.336425,
106.646275,,80.356825,
106.6908,,80.379,
106.71695,,80.391825,
106.73955,,80.407725,
106.759225,,80.434525,
106.787725,,80.465625,
106.812325,,80.4999,
106.814675,,80.514425,
106.878625,,80.535675,
106.91085,,80.55605,
106.92225,,80.58565,
106.9559,,80.6366,
106.969625,,80.669225,
106.99055,,80.689925,
107.00775,,80.70455,
107.02545,,80.71585,
107.042075,,80.729325,
107.05845,,80.74055,
107.070325,,80.7685,
107.10195,,80.7922,
107.111,,80.811275,
107.133825,,80.842225,
107.1455,,80.855775,
107.156875,,80.865475,
107.166775,,80.8733,
107.19415,,80.878525,
107.201725,,80.8934,
107.214975,,80.908625,
107.228825,,80.92255,
107.242825,,80.9567,
107.27145,,80.9759,
107.289325,,80.99475,
107.317925,,81.007075,
107.3402,,81.01635,
107.368,,81.026275,
107.395425,,81.04005,
107.4316,,81.057075,
107.4532,,81.068075,
107.46585,,81.081775,
107.488075,,81.09345,
107.5072,,81.105975,
107.52565,,81.11355,
107.545075,,81.124525,
107.562775,,81.13235,
107.58755,,81.14055,
107.611475,,81.151775,
107.64325,,81.163125,
107.675825,,81.175125,
107.70695,,81.19105,
107.7365,,81.2126,
107.76115,,81.2272,
107.77905,,81.238125,
107.82155,,81.248125,
107.838125,,81.263625,
107.860875,,81.281975,
107.898625,,81.29905,
107.920025,,81.3129,
107.944175,,81.33405,
107.96925,,81.3486,
107.98415,,81.36435,
108.001325,,81.376525,
108.013425,,81.38685,
108.05435,,81.39985,
108.08535,,81.411325,
108.11355,,81.4235,
108.14885,,81.448925,
108.155075,,81.4922,
108.204,,81.5248,
108.22545,,81.5406,
108.2702,,81.5586,
108.309675,,81.569675,
108.3381,,81.588125,
108.3618,,81.601025,
108.41295,,81.617625,
108.446625,,81.6259,
108.47295,,81.645975,
108.503625,,81.665925,
108.539825,,81.68395,
108.565675,,81.69795,
108.60915,,81.7189,
108.634175,,81.729325,
108.636,,81.74305,
108.6468,,81.75505,
108.660425,,81.7682,
108.6794,,81.782675,
108.708925,,81.7995,
108.731375,,81.811275,
108.7583,,81.8196,
108.800525,,81.826675,
108.820225,,81.8347,
108.839725,,81.841175,
108.873825,,81.848025,
108.894025,,81.861425,
108.93025,,81.8706,
108.95665,,81.882775,
108.9864,,81.897475,
109.02005,,81.913225,
109.046575,,81.933225,
109.0543,,81.952475,
109.076525,,81.97215,
109.111625,,81.9872,
109.15595,,81.999725,
109.2018,,82.016725,
109.221625,,82.0299,
109.243025,,82.0435,
109.261725,,82.0544,
109.283325,,82.066075,
109.316075,,82.078925,
109.351075,,82.09245,
109.39785,,82.10615,
109.41605,,82.124275,
109.44235,,82.13425,
109.497575,,82.1465,
109.5174,,82.156825,
109.56785,,82.1644,
109.5985,,82.1741,
109.63065,,82.18665,
109.663125,,82.19905,
109.688625,,82.211625,
109.716225,,82.225975,
109.7374,,82.240125,
109.76595,,82.2511,
109.81905,,82.262525,
109.8438,,82.2776,
109.881575,,82.28905,
109.9142,,82.302475,
109.944375,,82.3183,
109.98285,,82.32785,
110.00535,,82.337675,
110.01315,,82.344625,
110.02985,,82.35235,
110.0658,,82.359025,
110.112875,,82.3655,
110.173275,,82.37115,
110.22175,,82.377575,
110.237175,,82.38535,
110.26365,,82.4115,
110.2866,,82.42735,
110.319225,,82.4475,
110.349975,,82.46175,
110.382975,,82.4707,
110.406775,,82.482575,
110.435575,,82.502875,
110.459225,,82.53265,
110.497775,,82.54915,
110.509375,,82.558,
110.53145,,82.56915,
110.561325,,82.58195,
110.606,,82.600075,
110.62935,,82.613075,
110.7142,,82.62715,
110.752625,,82.645325,
110.7714,,82.6533,
110.79825,,82.663675,
110.814325,,82.682825,
110.84,,82.692425,
110.873875,,82.700775,
110.89005,,82.71095,
110.961875,,82.723875,
110.987775,,82.7369,
111.0031,,82.75185,
111.0249,,82.768875,
111.049475,,82.80055,
111.077175,,82.84015,
111.1126,,82.908825,
111.182075,,82.934725,
111.19955,,82.9486,
111.22595,,82.964375,
111.239625,,82.981175,
111.264375,,83.005575,
111.277675,,83.0201,
111.28565,,83.036075,
111.299475,,83.051075,
111.3195,,83.061225,
111.330725,,83.077525,
111.343375,,83.0906,
111.372275,,83.09965,
111.39195,,83.1139,
111.4277,,83.1268,
111.442725,,83.19275,
111.4608,,83.22145,
111.478325,,83.242,
111.495525,,83.264675,
111.5111,,83.291975,
111.53645,,83.31965,
111.561175,,83.341575,
111.5833,,83.353,
111.600525,,83.363425,
111.63265,,83.3694,
111.673175,,83.374475,
111.701075,,83.382025,
111.712275,,83.39775,
111.728275,,83.41845,
111.746,,83.432,
111.7481,,83.4586,
111.7862,,83.486875,
111.804025,,83.523675,
111.82005,,83.556625,
111.846825,,83.6052,
111.880375,,83.6556,
111.8994,,83.697025,
111.9104,,83.736275,
111.924125,,83.75595,
111.943975,,83.7857,
111.9774,,83.82725,
111.985225,,83.86975,
112.01035,,83.89835,
112.023425,,83.919125,
112.0401,,83.95525,
112.0611,,83.988075,
112.072025,,84.0457,
112.090725,,84.0792,
112.10735,,84.097575,
112.128625,,84.109425,
112.159525,,84.1232,
112.1789,,84.134175,
112.19705,,84.153675,
112.2155,,84.16365,
112.234275,,84.175675,
112.263825,,84.2026,
112.282025,,84.246075,
112.297025,,84.269525,
112.32175,,84.298675,
112.34545,,84.32475,
112.3667,,84.341625,
112.369325,,84.371775,
112.382075,,84.390325,
112.400925,,84.4114,
112.418575,,84.42745,
112.440025,,84.4552,
112.464775,,84.4786,
112.484775,,84.51735,
112.506675,,84.527775,
112.52035,,84.536375,
112.54035,,84.5459,
112.551925,,84.554425,
112.5649,,84.565775,
112.5816,,84.584325,
112.5921,,84.596075,
112.60075,,84.615475,
112.6143,,84.62855,
112.63085,,84.647525,
112.64655,,84.6628,
112.677525,,84.6879,
112.6996,,84.757075,
112.719075,,84.777025,
112.7464,,84.8003,
112.766825,,84.813325,
112.79975,,84.83345,
112.8126,,84.843875,
112.8342,,84.860425,
112.8616,,84.882025,
112.885775,,84.90815,
112.90575,,84.92455,
112.93845,,84.940875,
112.96225,,84.97335,
112.99825,,84.9938,
113.0198,,85.006075,
113.0371,,85.0206,
113.0592,,85.03575,
113.0824,,85.053,
113.09365,,85.071175,
113.120325,,85.093175,
113.15455,,85.1104,
113.2024,,85.128925,
113.219575,,85.151425,
113.223275,,85.1681,
113.255225,,85.184725,
113.2701,,85.204025,
113.287275,,85.2178,
113.3026,,85.229325,
113.321075,,85.24815,
113.329625,,85.26455,
113.343525,,85.275275,
113.358775,,85.287075,
113.38145,,85.3051,
113.41155,,85.325875,
113.432125,,85.34445,
113.452525,,85.359425,
113.463,,85.371475,
113.48625,,85.406175,
113.524,,85.4257,
113.53955,,85.451375,
113.557725,,85.469725,
113.572925,,85.483225,
113.59995,,85.497,
113.62395,,85.50725,
113.6407,,85.521875,
113.656925,,85.533575,
113.675775,,85.5519,
113.712975,,85.5646,
113.7299,,85.58285,
113.80575,,85.60135,
113.8211,,85.6246,
113.8347,,85.6448,
113.85225,,85.6634,
113.8738,,85.685025,
113.8865,,85.7011,
113.8998,,85.7159,
113.925,,85.72805,
113.93165,,85.74145,
113.95175,,85.7545,
113.993125,,85.76105,
114.0162,,85.772625,
114.034675,,85.784675,
114.05595,,85.805825,
114.08055,,85.83175,
114.1039,,85.87475,
114.126275,,85.898275,
114.162675,,85.911675,
114.185625,,85.926575,
114.22375,,85.938,
114.240125,,85.9532,
114.2764,,85.9707,
114.28585,,85.9866,
114.2976,,86.00845,
114.335675,,86.024225,
114.380025,,86.04325,
114.403575,,86.077,
114.436375,,86.0952,
114.4783,,86.12875,
114.52325,,86.16035,
114.5458,,86.184275,
114.565875,,86.2042,
114.58705,,86.227225,
114.605,,86.24505,
114.63995,,86.271825,
114.6567,,86.294925,
114.67285,,86.310575,
114.705975,,86.335825,
114.725925,,86.356775,
114.743575,,86.380425,
114.76545,,86.40345,
114.8061,,86.42285,
114.8614,,86.453175,
114.8805,,86.4796,
114.90055,,86.5204,
114.933525,,86.54365,
114.951875,,86.578725,
114.97245,,86.6057,
115.0125,,86.64885,
115.0539,,86.677125,
115.1416,,86.701825,
115.1574,,86.7119,
115.18185,,86.735225,
115.198475,,86.746325,
115.2024,,86.758125,
115.204575,,86.78065,
115.2256,,86.80745,
115.250475,,86.829,
115.2809,,86.841525,
115.301025,,86.85585,
115.3498,,86.88985,
115.366625,,86.922125,
115.393125,,86.950375,
115.41945,,86.977975,
115.441275,,87.01155,
115.4699,,87.03965,
115.4851,,87.06575,
115.51875,,87.080325,
115.5613,,87.10185,
115.596775,,87.14015,
115.62285,,87.1634,
115.649575,,87.201,
115.667725,,87.2367,
115.702225,,87.259075,
115.720375,,87.29885,
115.73435,,87.32145,
115.7504,,87.33575,
115.7621,,87.355175,
115.780325,,87.386425,
115.801025,,87.419775,
115.81745,,87.4589,
115.8444,,87.4962,
115.8637,,87.53845,
115.893625,,87.556275,
115.916125,,87.579675,
115.9337,,87.604025,
115.9551,,87.643,
115.97865,,87.67315,
115.990175,,87.7256,
116.0196,,87.766075,
116.040425,,87.793225,
116.042125,,87.81535,
116.06455,,87.869175,
116.0898,,87.888275,
116.093,,87.907325,
116.131425,,87.922625,
116.1529,,87.93315,
116.17065,,87.9474,
116.194075,,87.971525,
116.213575,,87.99575,
116.234625,,88.021625,
116.25685,,88.0415,
116.2829,,88.059,
116.301525,,88.0751,
116.334875,,88.10115,
116.366825,,88.1275,
116.38735,,88.1483,
116.408075,,88.172925,
116.4355,,88.189375,
116.46895,,88.2022,
116.51025,,88.23245,
116.532,,88.251925,
116.557625,,88.264425,
116.573475,,88.2785,
116.589025,,88.292325,
116.6056,,88.310525,
116.6182,,88.32445,
116.631925,,88.33725,
116.6525,,88.352575,
116.670875,,88.375275,
116.688225,,88.390975,
116.7186,,88.40625,
116.744825,,88.419775,
116.758425,,88.4344,
116.780325,,88.4451,
116.802425,,88.46345,
116.820675,,88.480675,
116.83635,,88.49805,
116.85355,,88.51445,
116.856825,,88.531525,
116.87375,,88.546625,
116.888225,,88.555025,
116.91895,,88.562225,
116.933175,,88.5688,
116.9619,,88.57765,
117.01605,,88.59135,
117.03835,,88.611825,
117.083925,,88.644225,
117.109225,,88.66115,
117.118175,,88.6758,
117.137175,,88.6891,
117.157925,,88.696975,
117.176475,,88.705825,
117.226125,,88.715025,
117.251675,,88.7258,
117.26775,,88.73935,
117.2767,,88.753625,
117.313025,,88.7827,
117.328525,,88.804,
117.331775,,88.8228,
117.3649,,88.833,
117.3961,,88.84695,
117.41165,,88.860675,
117.426025,,88.872175,
117.446975,,88.900925,
117.457525,,88.910125,
117.47555,,88.925025,
117.48975,,88.93295,
117.520825,,88.9419,
117.5404,,88.949825,
117.5633,,88.96205,
117.575975,,88.973625,
117.593575,,88.98895,
117.61195,,88.999625,
117.624825,,89.008275,
117.645075,,89.020125,
117.668925,,89.02765,
117.682875,,89.0365,
117.700125,,89.05035,
117.729025,,89.059275,
117.748225,,89.068675,
117.81065,,89.075825,
117.842525,,89.0827,
117.855675,,89.0909,
117.8779,,89.100175,
117.889675,,89.1058,
117.935375,,89.11265,
117.959325,,89.118825,
117.978925,,89.128525,
118.0193,,89.136125,
118.036,,89.140625,
118.0522,,89.155025,
118.06625,,89.16365,
118.084575,,89.171925,
118.1152,,89.188225,
118.134875,,89.19615,
118.153675,,89.207275,
118.17495,,89.21655,
118.195175,,89.223925,
118.20705,,89.2323,
118.2204,,89.24155,
118.239275,,89.254075,
118.2635,,89.2637,
118.287075,,89.274325,
118.318375,,89.28365,
118.335425,,89.292225,
118.35525,,89.303225,
118.3753,,89.309025,
118.387025,,89.316575,
118.41295,,89.32745,
118.4414,,89.3356,
118.4564,,89.3448,
118.4765,,89.3566,
118.4886,,89.36715,
118.504625,,89.3812,
118.523375,,89.396325,
118.592975,,89.406025,
118.6027,,89.415025,
118.61655,,89.42285,
118.64095,,89.431325,
118.6626,,89.4453,
118.707025,,89.454225,
118.73275,,89.464675,
118.755375,,89.472225,
118.7708,,89.4894,
118.785975,,89.509375,
118.8124,,89.5181,
118.842475,,89.528775,
118.857525,,89.5412,
118.889325,,89.551775,
118.90535,,89.56665,
118.919325,,89.580125,
118.939475,,89.5923,
118.970275,,89.59895,
118.98755,,89.61405,
119.0136,,89.6244,
119.028025,,89.6379,
119.0476,,89.645725,
119.066775,,89.660825,
119.098025,,89.675125,
119.12655,,89.687125,
119.1474,,89.705925,
119.182775,,89.7184,
119.19375,,89.7331,
119.199575,,89.748025,
119.20805,,89.76935,
119.213925,,89.783,
119.219625,,89.7954,
119.2234,,89.804625,
119.2289,,89.820975,
119.2523,,89.831025,
119.2701,,89.844475,
119.285675,,89.854775,
119.309,,89.869225,
119.3218,,89.884475,
119.3284,,89.897075,
119.347225,,89.9131,
119.3632,,89.929775,
119.3698,,89.937375,
119.384325,,89.943425,
119.3972,,89.959925,
119.41245,,89.971525,
119.428575,,89.9872,
119.446675,,90.005275,
119.46665,,90.01585,
119.482125,,90.0247,
119.5023,,90.035,
119.513675,,90.04965,
119.521025,,90.059325,
119.524925,,90.071025,
119.532475,,90.0832,
119.5356,,90.09115,
119.543,,90.10245,
119.548175,,90.11735,
119.58285,,90.130525,
119.608325,,90.142075,
119.672275,,90.15005,
119.693275,,90.164075,
119.72,,90.180125,
119.73665,,90.196425,
119.75565,,90.20755,
119.768725,,90.227525,
119.7803,,90.243925,
119.79445,,90.269375,
119.824925,,90.290025,
119.83775,,90.3039,
119.864125,,90.31115,
119.8817,,90.321575,
119.89785,,90.3372,
119.9112,,90.3518,
119.9309,,90.3675,
119.945975,,90.386675,
119.96355,,90.4121,
119.9802,,90.4358,
119.989425,,90.44455,
120.002025,,90.4559,
120.01395,,90.4782,
120.026625,,90.4982,
120.047875,,90.521925,
120.072025,,90.539225,
120.084975,,90.563775,
120.0903,,90.57935,
120.103675,,90.589475,
120.116975,,90.608975,
120.12805,,90.63065,
120.141575,,90.646875,
120.1543,,90.663925,
120.16375,,90.674175,
120.1725,,90.690925,
120.1836,,90.713175,
120.2046,,90.72675,
120.218525,,90.736675,
120.240525,,90.75335,
120.25715,,90.761,
120.2687,,90.777625,
120.293725,,90.788875,
120.311725,,90.81285,
120.3409,,90.83405,
120.3501,,90.85085,
120.368625,,90.86985,
120.386775,,90.882975,
120.4229,,90.899575,
120.43645,,90.91835,
120.4532,,90.943325,
120.477225,,90.959025,
120.490725,,90.979225,
120.504275,,91.01065,
120.51615,,91.032375,
120.54225,,91.0449,
120.55755,,91.056175,
120.5641,,91.073575,
120.57615,,91.094025,
120.585075,,91.11675,
120.597325,,91.13605,
120.617025,,91.154725,
120.6285,,91.16935,
120.6381,,91.186675,
120.6508,,91.20235,
120.66525,,91.22075,
120.718525,,91.230375,
120.73535,,91.244925,
120.743725,,91.260325,
120.786125,,91.272725,
120.797925,,91.304275,
120.815375,,91.32465,
120.822975,,91.349975,
120.83605,,91.371375,
120.853875,,91.390125,
120.87185,,91.41,
120.886125,,91.43035,
120.897125,,91.447575,
120.908275,,91.464825,
120.9212,,91.477875,
120.93065,,91.50405,
120.944625,,91.516725,
120.952525,,91.5466,
120.963975,,91.57645,
120.986075,,91.611225,
120.99925,,91.631625,
121.012475,,91.65605,
121.016475,,91.6863,
121.026125,,91.702175,
121.046175,,91.7163,
121.06525,,91.72925,
121.0805,,91.75055,
121.09765,,91.7816,
121.128075,,91.8037,
121.152275,,91.8237,
121.1684,,91.8486,
121.18555,,91.869075,
121.209225,,91.90215,
121.2205,,91.923225,
121.239775,,91.950275,
121.251975,,91.980425,
121.275925,,91.997675,
121.28655,,92.0205,
121.298075,,92.03435,
121.325225,,92.044875,
121.338125,,92.055725,
121.34845,,92.079625,
121.364725,,92.10585,
121.410025,,92.135875,
121.4224,,92.151625,
121.440375,,92.1919,
121.46095,,92.22375,
121.47305,,92.26185,
121.511025,,92.300875,
121.542675,,92.3242,
121.5529,,92.3479,
121.561825,,92.3732,
121.580725,,92.401325,
121.60075,,92.436125,
121.62855,,92.472375,
121.643275,,92.486575,
121.681225,,92.4966,
121.7014,,92.506625,
121.71235,,92.519,
121.74345,,92.53085,
121.7677,,92.5402,
121.783575,,92.554075,
121.800375,,92.5723,
121.839025,,92.58915,
121.8696,,92.610675,
121.896725,,92.639875,
121.934075,,92.662225,
121.95415,,92.6913,
121.971325,,92.708575,
121.992575,,92.72865,
122.000825,,92.755725,
122.017825,,92.807575,
122.04415,,92.828275,
122.060125,,92.908225,
122.0783,,93.008725,
122.113475,,93.077825,
122.1257,,93.113575,
122.146975,,93.147975,
122.17015,,93.1728,
122.1885,,93.190975,
122.216775,,93.214975,
122.24235,,93.23805,
122.26055,,93.264775,
122.275275,,93.290525,
122.289525,,93.3139,
122.304025,,93.342125,
122.322525,,93.364675,
122.339325,,93.40345,
122.357725,,93.435225,
122.36985,,93.4597,
122.383175,,93.47785,
122.394225,,93.504775,
122.414825,,93.53535,
122.4373,,93.562875,
122.4492,,93.5861,
122.4671,,93.615725,
122.481775,,93.64325,
122.50175,,93.6618,
122.509575,,93.678125,
122.524975,,93.688625,
122.545725,,93.70505,
122.5587,,93.721525,
122.575025,,93.7352,
122.595675,,93.75495,
122.62135,,93.77305,
122.64485,,93.792075,
122.662975,,93.805225,
122.672875,,93.822425,
122.6929,,93.8349,
122.70605,,93.849775,
122.71645,,93.860975,
122.74075,,93.8712,
122.75715,,93.88475,
122.779525,,93.895575,
122.791475,,93.925225,
122.810625,,93.970325,
122.831275,,93.99775,
122.849575,,94.009875,
122.8691,,94.0196,
122.879825,,94.023975,
122.898075,,94.028275,
122.91175,,94.03395,
122.924225,,94.040025,
122.93825,,94.0467,
122.953525,,94.053475,
122.984675,,94.061475,
123.013275,,94.06885,
123.0387,,94.0762,
123.061325,,94.092325,
123.076675,,94.104975,
123.097125,,94.118325,
123.114575,,94.12645,
123.129975,,94.1362,
123.134575,,94.14225,
123.164125,,94.152525,
123.186025,,94.161,
123.20615,,94.170125,
123.215625,,94.176725,
123.236175,,94.182825,
123.25615,,94.192825,
123.27545,,94.200525,
123.308225,,94.210125,
123.32855,,94.217725,
123.356725,,94.2289,
123.38075,,94.2395,
123.401625,,94.256,
123.429275,,94.269125,
123.451175,,94.28065,
123.4868,,94.294475,
123.507425,,94.31295,
123.527425,,94.3211,
123.548925,,94.33165,
123.5637,,94.341,
123.577775,,94.352875,
123.590375,,94.388075,
123.6081,,94.402375,
123.642475,,94.420525,
123.6751,,94.43985,
123.6964,,94.474275,
123.71585,,94.4895,
123.726525,,94.509575,
123.7504,,94.519675,
123.770775,,94.538275,
123.80145,,94.553,
123.8141,,94.573675,
123.828375,,94.588525,
123.8418,,94.606375,
123.8605,,94.621625,
123.896775,,94.633075,
123.92025,,94.650025,
123.95335,,94.669625,
123.9803,,94.681125,
123.991675,,94.697275,
124.007325,,94.704475,
124.02025,,94.71275,
124.033575,,94.7183,
124.066275,,94.7258,
124.098675,,94.7302,
124.118275,,94.73415,
124.129425,,94.7398,
124.145575,,94.7437,
124.16035,,94.7472,
124.19515,,94.754375,
124.214675,,94.75825,
124.237425,,94.762075,
124.262,,94.76685,
124.285275,,94.7712,
124.30355,,94.77695,
124.3161,,94.7866,
124.3297,,94.7949,
124.348725,,94.8096,
124.361175,,94.825775,
124.3925,,94.8365,
124.41475,,94.850925,
124.43365,,94.863525,
124.448,,94.873375,
124.459625,,94.880825,
124.477875,,94.891325,
124.487975,,94.90055,
124.50695,,94.909425,
124.521825,,94.9213,
124.54755,,94.93035,
124.576525,,94.9378,
124.595075,,94.95035,
124.6048,,94.96075,
124.634825,,94.970625,
124.658025,,94.980625,
124.6781,,94.9904,
124.695825,,95.00825,
124.711325,,95.02475,
124.726,,95.036925,
124.73295,,95.057925,
124.758725,,95.070725,
124.7875,,95.0913,
124.806675,,95.1112,
124.824425,,95.1223,
124.84025,,95.1395,
124.851825,,95.156875,
124.863975,,95.1816,
124.887675,,95.197275,
124.90805,,95.215675,
124.925025,,95.242875,
124.94435,,95.274625,
124.953375,,95.283225,
124.972075,,95.30595,
124.97745,,95.3169,
124.98205,,95.33195,
124.9867,,95.3587,
124.9921,,95.3728,
124.99725,,95.38945,
125.0084,,95.411575,
125.016025,,95.42265,
125.022975,,95.4492,
125.036175,,95.465875,
125.042525,,95.484925,
125.048025,,95.51715,
125.069975,,95.570475,
125.0872,,95.58965,
125.092675,,95.630575,
125.1046,,95.66815,
125.124325,,95.75215,
125.135375,,95.7742,
125.14295,,95.79235,
