SPK_SPKC09a (no effect),SPK_SPKC12a (short inhibition),SPK_SPKC14a (inhibited)
,,205.41215
,,205.501975
,,205.792325
,,205.888825
,,205.964225
,,205.98855
,,206.19345
,,206.275575
,,206.310925
,,206.403025
,,206.422175
,,206.4389
,,206.45365
,,206.5118
,,206.926925
,,206.958875
,,207.022375
,,207.031225
,,207.054175
,,207.207675
,,207.2798
,,207.42685
,,207.43865
,,207.46675
,,207.505575
,,207.564325
,,207.6373
,,207.70635
,,207.779775
,,207.842375
,,207.9455
,,208.026175
,,208.11085
,,208.188575
,,208.39325
,,208.446325
,,208.4956
,,208.509075
,,208.6175
,,208.67745
,,208.6916
,,208.726125
,,208.95695
,,208.99865
,,209.0775
,,209.133725
,,209.1631
,,209.2734
,,209.58605
,,209.80505
,,209.829825
,,209.915825
,,209.96165
,,210.259325
,,210.615975
,,210.749875
,,210.79295
,,211.1631
,,211.28005
,,211.593
,,211.66505
,,211.7305
,,211.78705
,,212.1447
,,212.158225
,,212.186825
,,212.200275
,,212.2305
,,212.26765
,,212.60595
,,212.630125
,,212.650325
,,212.7028
,,212.8935
,,212.959725
,,213.228175
,,213.254725
,,213.6642
,,213.69505
,,213.84405
,,213.899375
,,213.94785
,,214.010325
,,214.068325
,,214.097725
,,214.14315
,,214.211825
,,214.3394
,,214.360475
,,214.379975
,,214.422075
,,214.43855
,,214.474025
,,214.51625
,,214.58765
,,214.60345
,,214.67945
,,214.814725
,,214.974525
,,214.994175
,,215.0046
,,215.028725
,,215.1948
,,215.2587
,,215.42795
,,215.44545
,,215.45705
,,215.508025
,,215.5206
,,215.53035
,,215.7398
,,215.95665
,,215.980875
,,216.022375
,,216.033075
,,216.1131
,,216.40385
,,216.4192
,,216.46785
,,216.488125
,,216.631775
,,216.7868
,,216.88545
,,216.909625
,,216.96655
,,216.9947
,,217.14695
,,217.1608
,,217.227775
,,217.392325
,,217.407425
,,217.418525
,,217.433275
,,217.447525
,,217.467025
,,217.514225
,,217.53225
,,217.853775
,,217.902775
,,217.978125
,,218.029525
,,218.0574
,,218.1293
,,218.23925
,,218.31585
,,218.455925
,,218.47995
,,218.498975
,,218.5078
,,218.588125
,,218.614
,,218.929075
,,218.9656
,,219.0401
,,219.101025
,,219.4487
,,219.5471
,,219.839825
,,219.859325
,,219.872975
,,219.881475
,,219.90325
,,219.931675
,,219.94535
,,220.18415
,,220.2232
,,220.297425
,,220.312875
,,220.351325
,,220.434625
,,220.6958
,,220.7641
,,220.7695
,,220.805125
,,220.84995
,,221.0324
,,221.187975
,,221.216775
,,221.263225
,,221.646125
,,221.694525
,,221.764675
,,221.8316
,,221.9895
,,222.106125
,,222.204225
,,222.226725
,,222.243
,,222.25745
,,222.392175
,,222.566175
,,222.625925
,,222.721325
,,222.8823
,,222.9587
,,223.076725
,,223.224125
,,223.33515
,,223.566
,,223.6268
,,223.769575
,,223.938675
,,223.9499
,,223.96565
,,224.04465
,,224.195825
,,224.238725
,,224.390125
,,224.40705
,,224.436225
,,224.513175
,,224.549775
,,224.6467
,,224.669275
,,224.859025
,,224.9235
,,224.93445
,,224.946225
,,224.961025
,,225.00345
,,225.0555
,,225.0898
,,225.125175
,,225.398175
,,225.413925
,,225.42975
,,225.45335
,,225.46455
,,225.47795
,,225.491325
,,225.510125
,,225.53155
,,225.55135
,,225.640325
,,225.659925
,,225.7324
,,225.78885
,,225.843025
,,225.9
,,225.98055
,,226.0204
,,226.047225
,,226.27305
,,226.362825
,,226.37675
,,226.398325
,,226.433375
,,226.4456
,,226.5902
,,226.613975
,,226.939475
,,226.996875
,,227.036475
,,227.060675
,,227.199025
,,227.269375
,,227.4039
,,227.442025
,,227.5045
,,227.537175
,,227.616375
,,228.097925
,,228.355325
,,228.456975
,,228.496675
,,228.79615
,,228.82425
,,229.048475
,,229.120475
,,229.3697
,,229.374775
,,229.390225
,,229.440875
,,229.4948
,,229.5439
,,229.709675
,,229.827975
,,230.11025
,,230.141225
,,230.20735
,,230.4872
,,230.509775
,,230.55115
,,230.589575
,,230.67835
,,230.6982
,,230.98
,,230.992125
,,231.46675
,,231.527375
,,231.55625
,,231.57635
,,231.59645
,,231.6154
,,231.634575
,,231.666525
,,231.750525
,,231.91025
,,231.92765
,,231.9671
,,231.97845
,,231.989025
,,232.03615
,,232.11445
,,232.379825
,,232.41335
,,232.4227
,,232.8757
,,232.8786
,,232.96775
,,232.996925
,,233.036025
,,233.307175
,,233.346875
,,233.35265
,,233.378825
,,233.438475
,,233.74695
,,233.7591
,,233.841675
,,234.2104
,,234.21555
,,234.242625
,,234.271425
,,234.3102
,,234.332775
,,234.372475
,,234.4668
,,234.809375
,,234.8247
,,234.85645
,,234.92365
,,234.943125
,,235.06345
,,235.13275
,,235.30575
,,235.34425
,,235.364125
,,235.3968
,,235.525925
,,235.728375
,,235.7565
,,235.801825
,,235.885075
,,236.069225
,,236.128675
,,236.16815
,,236.1838
,,236.356275
,,236.43575
,,236.565225
,,236.59305
,,236.657575
,,236.7478
,,237.22355
,,237.38995
,,237.552025
,,237.579325
,,237.66895
,,237.713975
,,237.75035
,,237.790175
,,237.891175
,,238.0033
,,238.0194
,,238.05925
,,238.1556
,,238.534275
,,238.565425
,,238.57945
,,238.60435
,,238.628625
,,238.73885
,,238.92285
,,238.9844
,,239.0156
,,239.0524
,,239.068125
,,239.2827
,,239.429
,,239.451075
,,239.5064
,,239.5461
,,239.67905
,,239.713575
,,239.87575
,,239.890325
,,239.917725
,,239.9292
,,239.974925
,,240.01505
,,240.215175
,,240.26675
,,240.348175
,,240.389525
,,240.416175
,,240.488175
,,240.51415
,,240.815225
,,241.129525
,,241.576925
,,241.591875
,,241.70745
,,241.7377
,,241.8586
,,241.978825
,,242.038825
,,242.544325
,,242.802375
,,242.90775
,,242.9321
,,242.948925
,,243.0218
,,243.141925
,,243.1683
,,243.471325
,,243.528875
,,243.534275
,,243.719225
,,243.812775
,,243.852125
,,243.873525
,,243.89315
,,244.13445
,,244.151275
,,244.231375
,,244.279675
,,244.35695
,,244.4528
,,244.506525
,,244.58105
,,244.614275
,,244.861575
,,244.894775
,,245.10945
,,245.1445
,,245.214275
,,245.4971
,,245.50695
,,245.5294
,,245.547375
,,245.55945
,,245.568825
,,245.5835
,,246.0551
,,246.320225
,,246.56255
,,246.62205
,,246.666825
,,246.688775
,,246.8093
,,247.124725
,,247.1374
,,247.2242
,,247.371625
,,247.482625
,,247.54605
,,247.699
,,247.727325
,,247.76365
,,248.038
,,248.059375
,,248.159675
,,248.3248
,,248.408925
,,248.50705
,,248.553
,,248.665175
,,248.7838
,,248.902275
,,249.021875
,,249.32975
,,249.447325
,,249.45565
,,249.6064
,,249.69725
,,249.744425
,,249.901275
,,249.95205
,,250.005125
,,250.022475
,,250.083925
,,250.410025
,,250.43115
,,250.469475
,,250.47905
,,250.48865
,,250.560475
,,250.644
,,250.724425
,,250.7572
,,250.986375
,,251.10625
,,251.2207
,,251.235775
,,251.271625
,,251.61325
,,251.86425
,,252.060825
,,252.2301
,,252.270225
,,252.454475
,,252.641875
,,252.7675
,,252.806075
,,252.8184
,,252.866225
,,252.939775
,,253.1001
,,253.13525
,,253.206975
,,253.322225
,,253.38515
,,253.41655
,,253.440575
,,253.49365
,,253.53435
,,253.84325
,,253.96345
,,254.10915
,,254.137975
,,254.161475
,,254.19465
,,254.4058
,,254.4565
,,254.67145
,,254.771325
,,254.809825
,,255.16025
,,255.179475
,,255.309525
,,255.43765
,,255.47385
,,255.581675
,,255.80735
,,256.13255
,,256.29895
,,256.314775
,,256.3443
,,256.4271
,,256.6038
,,256.7457
,,256.7608
,,256.79555
,,256.93455
,,257.00795
,,257.4338
,,257.46915
,,257.472525
,,257.488375
,,257.5005
,,257.5251
,,257.54195
,,257.72765
,,257.941075
,,258.319775
,,258.480675
,,258.86195
,,258.974875
,,259.15475
,,259.2866
,,259.313075
,,259.628525
,,259.683675
,,259.725075
,,259.9711
,,259.99835
,,260.11895
,,260.267525
,,260.4268
,,260.6842
,,260.7234
,,260.863675
,,260.8867
,,261.20565
,,261.212
,,261.5248
,,261.581425
,,261.71885
,,261.730575
,,261.9012
,,261.96085
