SPK_SPKC02a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a,SPK_SPKC15a
3712.964275,3708.436625,3777.251375,3714.906075,3708.677925
3713.004875,3708.465625,3778.2975,3714.939675,3708.73335
3713.047525,3708.497875,3778.39045,3714.988075,3708.785625
3713.1473,3708.522725,3778.87145,3715.033875,3708.81725
3713.212875,3708.549225,3778.919575,3715.09615,3708.8549
3713.26245,3708.550875,3779.2304,3715.158825,3708.89885
3713.305575,3708.5789,3779.536725,3715.188925,3708.933875
3713.345225,3708.64195,3779.781175,3715.22395,3708.963575
3713.410925,3708.6779,3779.881975,3715.315175,3708.982625
3713.46055,3708.733325,3779.92255,3715.3665,3709.017575
3713.4954,3708.785625,3779.945575,3715.4723,3709.053725
3713.59915,3708.817225,3780.033675,3715.52055,3709.09025
3713.6762,3708.8549,3780.360675,3715.632625,3709.12525
3713.713325,3708.89885,3780.3698,3715.7083,3709.1558
3713.747625,3708.933875,3780.479025,3715.793175,3709.20835
3713.8029,3708.951225,3780.578225,3715.8837,3709.2413
3713.843775,3708.96355,3780.8819,3715.93105,3709.28895
3713.954025,3708.9826,3781.2202,3715.9758,3709.321725
3713.998075,3709.017575,3781.86425,3716.0127,3709.3457
3714.0541,3709.030275,3782.5016,3716.05645,3709.374175
3714.121725,3709.053725,3782.592925,3716.094075,3709.436925
3714.167125,3709.09025,3782.74515,3716.174,3709.470075
3714.211,3709.125225,3782.7896,3716.306125,3709.5009
3714.251275,3709.1558,3783.355375,3716.3759,3709.5583
3714.291625,3709.20835,3784.6511,3716.4419,3709.591675
3714.45795,3709.241275,3785.481375,3716.5391,3709.6186
3714.5068,3709.288925,3786.2427,3716.6026,3709.6477
3714.56225,3709.3217,3786.603325,3716.655425,3709.69035
3714.6115,3709.345675,3787.0147,3716.701925,3709.717875
3714.65285,3709.348525,3790.057375,3716.7448,3709.75865
3714.696325,3709.374175,3790.24485,3716.809575,3709.811925
3714.737825,3709.3832,3790.62525,3716.867175,3709.8414
3714.773575,3709.436925,3790.7139,3716.91555,3709.86935
3714.851075,3709.470075,3791.2872,3716.96635,3709.894325
3714.9061,3709.472325,3792.230025,3717.005475,3709.929725
3714.93965,3709.558275,3793.0036,3717.2103,3709.965
3714.98805,3709.591675,3793.37755,3717.26945,3709.998125
3715.033875,3709.6186,3794.26355,3717.3221,3710.03285
3715.096125,3709.647675,3794.772975,3717.3733,3710.061225
3715.14355,3709.682475,3794.862175,3717.510675,3710.099925
3715.158825,3709.690325,3795.0096,3717.691725,3710.1312
3715.1889,3709.717875,3795.272975,3717.760425,3710.147825
3715.22395,3709.72905,3795.569875,3717.7882,3710.173225
3715.271575,3709.758625,3795.867175,3717.852475,3710.1955
3715.315175,3709.8414,3796.235075,3717.938425,3710.227025
3715.3665,3709.86295,3796.2801,3717.991525,3710.270325
3715.472275,3709.86935,3796.32595,3718.146925,3710.308925
3715.52055,3709.894325,3796.66535,3718.184525,3710.34745
3715.54005,3709.9241,3796.698375,3718.2351,3710.3725
3715.58595,3709.929725,3796.7547,3718.323475,3710.407125
3715.632625,3709.965,3797.258325,3718.37195,3710.435175
3715.708275,3709.9981,3797.30135,3718.435575,3710.45965
3715.79315,3710.061225,3797.550175,3718.464975,3710.505125
3715.8837,3710.099925,3798.253225,3718.51795,3710.533025
3715.93105,3710.118775,3798.35635,3718.565825,3710.563225
3715.975825,3710.1312,3798.445525,3718.61865,3710.59075
3716.012725,3710.147825,3798.626475,3718.665,3710.61055
3716.05645,3710.15935,3798.8224,3718.7106,3710.6435
3716.094075,3710.1732,3798.843325,3718.763175,3710.67445
3716.174,3710.227025,3798.97285,3718.928325,3710.708575
3716.34115,3710.2703,3798.997525,3718.975475,3710.730725
3716.3759,3710.3089,3799.694575,3719.008175,3710.758425
3716.4419,3710.34745,3799.7192,3719.0712,3710.783025
3716.5391,3710.3725,3799.749425,3719.1095,3710.804625
3716.6026,3710.3832,3800.495,3719.14745,3710.844425
3716.655425,3710.407125,3800.49975,3719.366425,3710.875525
3716.701925,3710.459625,3801.41215,3719.466175,3710.92125
3716.7448,3710.533,3802.722075,3719.49825,3710.9499
3716.80955,3710.5632,3802.938675,3719.53875,3710.981075
3716.867175,3710.59075,3803.467775,3719.575125,3711.013475
3716.915575,3710.61055,3804.15085,3719.617825,3711.0373
3716.96635,3710.643475,3804.417375,3719.669475,3711.060775
3717.005475,3710.67445,3805.024875,3719.722025,3711.082325
3717.057175,3710.7307,3806.914775,3719.83385,3711.111675
3717.138575,3710.7397,3807.16595,3719.924075,3711.13645
3717.210325,3710.758425,3808.632925,3719.9742,3711.167775
3717.26945,3710.783025,3810.078975,3720.114175,3711.189175
3717.322125,3710.8046,3810.980675,3720.214775,3711.210825
3717.3733,3710.844425,3811.02895,3720.370775,3711.263025
3717.5107,3710.8755,3811.18755,3720.4176,3711.30875
3717.58565,3710.92125,3811.477275,3720.67675,3711.343475
3717.63125,3710.93085,3811.800775,3720.72265,3711.381025
3717.691725,3710.949875,3811.843875,3720.75725,3711.405325
3717.760425,3710.98105,3811.994975,3720.796875,3711.465275
3717.7882,3711.013475,3812.12105,3720.872025,3711.48935
3717.8525,3711.0373,3812.502375,3720.909125,3711.51855
3717.93845,3711.060775,3812.696825,3720.9406,3711.552225
3717.991525,3711.0823,3813.530575,3721.0816,3711.5771
3718.062925,3711.0838,3814.178875,3721.14525,3711.607575
3718.1025,3711.1117,3814.355475,3721.185725,3711.64195
3718.14695,3711.16775,3814.6989,3721.2285,3711.680975
3718.184525,3711.189175,3814.75975,3721.264475,3711.751175
3718.2351,3711.2108,3814.839,3721.307575,3711.77725
3718.323475,3711.263025,3814.96975,3721.346625,3711.820925
3718.37195,3711.30875,3815.0466,3721.38215,3711.85255
3718.435575,3711.381025,3815.09825,3721.45405,3711.8763
3718.46495,3711.4053,3815.148675,3721.50055,3711.902225
3718.51795,3711.441375,3815.21605,3721.542725,3711.936775
3718.565825,3711.459225,3815.440575,3721.5844,3711.96035
3718.61865,3711.465275,3815.6369,3721.679775,3711.993325
3718.665,3711.48935,3815.926525,3721.714175,3712.066475
3718.710625,3711.518525,3816.757075,3721.7533,3712.0965
3718.763175,3711.52705,3816.76285,3721.829325,3712.13485
3718.862025,3711.5522,3816.952375,3721.93085,3712.163475
3718.92835,3711.56155,3817.178275,3722.03385,3712.20235
3718.97545,3711.5771,3817.2812,3722.1019,3712.234975
3719.008175,3711.607575,3817.306475,3722.216575,3712.261625
3719.0712,3711.641975,3817.434225,3722.259375,3712.287075
3719.109475,3711.68095,3817.47545,3722.30275,3712.3111
3719.14745,3711.751175,3818.866125,3722.349825,3712.34145
3719.258425,3711.77725,3819.72075,3722.41015,3712.372675
3719.304175,3711.820925,3819.96385,3722.467025,3712.397625
3719.366425,3711.852525,3820.520075,3722.56135,3712.42465
3719.4169,3711.8888,3821.005775,3722.668875,3712.479075
3719.466175,3711.902225,3821.253025,3722.722375,3712.530625
3719.498275,3711.96035,3821.87495,3722.800325,3712.57225
3719.5751,3711.993325,3822.452,3722.906075,3712.6022
3719.617825,3712.066475,3822.560325,3722.945475,3712.63325
3719.6695,3712.09645,3822.642125,3722.9825,3712.66305
3719.722025,3712.134825,3822.68335,3723.0288,3712.71135
