SPK_SPKC05a (NA),SPK_SPKC08a (inhibited),SPK_SPKC08b (excited),SPK_SPKC12a (NA)
,118.2691,239.020525,
,118.288175,239.092175,
,118.31205,239.111025,
,118.32415,239.12565,
,118.348725,239.16765,
,118.392975,239.2384,
,118.41265,239.244525,
,118.450825,239.2796,
,118.4641,239.32615,
,118.47575,239.347425,
,118.50995,239.3937,
,118.547775,239.41745,
,118.579625,239.4531,
,118.59615,239.5075,
,118.638625,239.532325,
,118.653175,239.550875,
,118.6768,239.591675,
,118.6955,239.61235,
,118.710125,239.6353,
,118.72805,239.681875,
,118.8327,239.79255,
,118.893025,239.8312,
,118.952025,239.87895,
,118.97345,239.908375,
,118.989425,239.93215,
,119.006,239.966475,
,119.016775,239.996425,
,119.032975,240.023725,
,119.050975,240.045775,
,119.071625,240.090575,
,119.192275,240.12005,
,119.20555,240.16095,
,119.2247,240.207275,
,119.25285,240.217625,
,119.280775,240.239375,
,119.32405,240.29565,
,119.3385,240.31195,
,119.3559,240.4039,
,119.359175,240.4467,
,119.38235,240.46005,
,119.39525,240.50735,
,119.416375,240.5199,
,119.4258,240.52465,
,119.4432,240.575525,
,119.45995,240.6244,
,119.505875,240.638675,
,119.528975,240.6574,
,119.598225,240.67265,
,119.681825,240.69365,
,119.72385,240.76755,
,119.7419,240.879075,
,119.774325,240.927525,
,119.79305,241.00535,
,119.80385,241.00855,
,119.8172,241.115025,
,119.837525,241.19725,
,119.8525,241.22495,
,119.868075,241.333625,
,119.88865,241.424925,
,120.129675,241.4684,
,120.1696,241.502175,
,120.1913,241.57585,
,120.20695,241.733425,
,120.2289,241.8094,
,120.249475,241.82845,
,120.26,241.854575,
,120.27085,241.880325,
,120.2863,241.8995,
,120.303975,241.9277,
,120.4771,241.951675,
,120.5102,241.979725,
,120.5277,242.0304,
,120.54535,242.143925,
,120.59245,242.15385,
,120.607125,242.172625,
,120.627875,242.225475,
,120.6632,242.25525,
,120.941975,242.282825,
,120.95035,242.316075,
,120.969525,242.37645,
,120.994525,242.430025,
,121.02425,242.462025,
,121.048075,242.466825,
,121.074175,242.487225,
,121.08725,242.604275,
,121.11005,242.644725,
,121.2286,242.679475,
,121.246625,242.749525,
,121.269625,242.7828,
,121.2909,242.862675,
,121.30685,242.893025,
,121.322725,242.93875,
,121.350675,242.9911,
,121.38415,243.01665,
,121.400775,243.0975,
,121.423075,243.216475,
,121.6127,243.355275,
,121.635725,243.38255,
,121.650475,243.40695,
,121.671475,243.431225,
,121.728925,243.4569,
,121.742525,243.4781,
,121.7776,243.506725,
,121.794975,243.661825,
,121.811175,243.737525,
,121.920075,243.7571,
,122.025425,243.771325,
,122.047825,243.81605,
,122.072725,243.8423,
,122.13095,243.895325,
,122.151925,243.9132,
,122.360925,243.964975,
,122.390875,244.094425,
,122.41575,244.19545,
,122.427525,244.201675,
,122.439425,244.23665,
,122.46795,244.250025,
,122.47505,244.28375,
,122.50225,244.4017,
,122.52785,244.417775,
,122.54445,244.422075,
,122.6343,244.45665,
,122.803675,244.486725,
,122.823225,244.504875,
,122.8695,244.520575,
,122.8961,244.53425,
,122.901225,244.598175,
,122.937575,244.625525,
,122.9621,244.645525,
,122.97825,244.843725,
,122.99655,244.86885,
,123.01145,244.906375,
,123.033475,244.9675,
,123.194425,245.047375,
,123.20995,245.067175,
,123.229525,245.08735,
,123.258375,245.11225,
,123.2722,245.200775,
,123.2877,245.243325,
,123.3038,245.269075,
,123.31775,245.2948,
,123.355625,245.37725,
,123.469775,245.418525,
,123.509125,245.44545,
,123.53475,245.48205,
,123.549725,245.52185,
,123.57105,245.55375,
,123.58435,245.586375,
,123.6095,245.696825,
,123.620075,245.726125,
,123.6395,245.74395,
,123.64485,245.765725,
,123.661625,245.88,
,123.67265,245.9264,
,123.696675,245.964375,
,123.907525,245.999025,
,123.93565,246.04655,
,123.9641,246.0774,
,123.995325,246.100325,
,124.010625,246.148675,
,124.04,246.169575,
,124.05075,246.206225,
,124.0558,246.3623,
,124.230175,246.386175,
,124.255825,246.4827,
,124.272075,246.505425,
,124.309375,246.53415,
,124.3301,246.57265,
,124.364475,246.598525,
,124.537,246.675675,
,124.562975,246.702425,
,124.580125,246.7911,
,124.609825,246.860325,
,124.629475,246.9448,
,124.645475,246.958575,
,124.65865,246.971375,
,124.66395,246.9829,
,124.680975,247.1344,
,124.69695,247.286775,
,124.9046,247.424275,
,124.9869,247.44645,
,124.99875,247.529675,
,125.023875,247.57915,
,125.034975,247.674425,
,125.0889,247.74625,
,125.27775,247.768975,
,125.312325,247.8547,
,125.3365,247.9143,
,125.344425,247.9409,
,125.36205,247.974875,
,125.36935,247.9927,
,125.3854,248.02365,
,125.405425,248.111125,
,125.421225,248.13035,
,125.4483,248.19155,
,125.45755,248.237475,
,125.473475,248.28575,
,125.68645,248.345475,
,125.711125,248.3966,
,125.725175,248.42685,
,125.749,248.5633,
,125.759275,248.592075,
,125.7799,248.657925,
,125.79655,248.671875,
,125.814125,248.69415,
,125.8455,248.7196,
,125.87755,248.770325,
,126.00545,248.82945,
,126.037175,248.85565,
,126.067,248.886175,
,126.1007,248.9057,
,126.1499,248.9892,
,126.157925,249.014475,
,126.1694,249.14345,
,126.2257,249.1715,
,126.291775,249.181375,
,126.3184,249.20635,
,126.33485,249.2844,
,126.353675,249.316125,
,126.372325,249.4285,
,126.386,249.455925,
,126.395975,249.496175,
,126.408425,249.615725,
,126.418125,249.64555,
,126.4388,249.691975,
,126.4635,249.801325,
,126.498675,249.80595,
,126.6709,249.845675,
,126.693825,249.993,
,126.71235,250.042625,
,126.7312,250.0668,
,126.7573,250.0798,
,126.7882,250.10525,
,126.81005,250.117325,
,126.837575,250.1223,
,126.852275,250.177475,
,126.862925,250.22255,
,126.879825,250.3123,
,126.90735,250.375075,
,127.06815,250.414675,
,127.10345,250.519125,
,127.1267,250.53865,
,127.160675,250.6335,
,127.176675,250.6626,
,127.226575,250.6776,
,127.26685,250.703325,
,127.28765,250.731925,
,127.342825,250.783375,
,127.356425,250.82035,
,127.386375,250.86285,
,127.398575,250.88005,
,127.416875,250.897175,
,127.4297,250.921425,
,127.44465,250.951975,
,127.46195,250.973275,
,127.48705,251.022725,
,127.49695,251.058825,
,127.5099,251.084875,
,127.519025,251.105025,
,127.537925,251.12395,
,127.5461,251.19895,
,127.572525,251.2182,
,127.600675,251.280525,
,127.61395,251.30875,
,127.751875,251.3203,
,127.77555,251.349425,
,127.799275,251.43575,
,127.8261,251.483325,
,127.849225,251.503375,
,127.854325,251.533225,
,127.87585,251.55535,
,127.9102,251.608375,
,127.92855,251.63305,
,127.9859,251.651475,
,128.09925,251.73385,
,128.151375,251.7785,
,128.173975,251.85995,
,128.19075,251.9578,
,128.20635,251.972775,
,128.22255,251.994775,
,128.23825,252.050375,
,128.2599,252.070825,
,128.4636,252.1626,
,128.485175,252.182075,
,128.5061,252.2245,
,128.526125,252.297225,
,128.5526,252.322175,
,128.56775,252.358875,
,128.58555,252.37705,
,128.619,252.423875,
,128.644075,252.432625,
,128.670325,252.462625,
,128.893475,252.517725,
,128.909275,252.5622,
,128.916225,252.64265,
,128.93465,252.66115,
,128.9523,252.665025,
,128.962625,252.688375,
,128.988075,252.696225,
,129,252.726025,
,129.011525,252.772825,
,129.025475,252.819575,
,129.03895,252.884925,
,129.055725,252.937825,
,129.068925,252.966275,
,129.08115,252.9899,
,129.116875,253.0078,
,129.130525,253.0728,
,129.184175,253.1052,
,129.2968,253.1378,
,129.3062,253.160175,
,129.31995,253.176425,
,129.329975,253.309875,
,129.3622,253.484175,
,129.3994,253.50515,
,129.410225,253.545525,
,129.422725,253.57125,
,129.4389,253.60485,
,129.45385,253.609225,
,129.479275,253.695325,
,129.499775,253.726425,
,129.523475,253.7442,
,129.713225,253.770975,
,129.7467,253.8367,
,129.76395,253.936075,
,129.7788,253.989425,
,129.7967,254.014125,
,129.8159,254.083775,
,129.834525,254.11635,
,129.858775,254.14385,
,129.887,254.202775,
,129.9006,254.27585,
,129.916875,254.318375,
,129.958225,254.347475,
,129.965975,254.3916,
,130.105875,254.41715,
,130.33275,254.42635,
,130.3536,254.46745,
,130.373975,254.520175,
,130.40375,254.53085,
,130.422475,254.5604,
,130.441575,254.592075,
,130.452875,254.609075,
,130.477675,254.651925,
,130.486575,254.674475,
,130.50495,254.696775,
,130.519725,254.7262,
,130.58205,254.7523,
,130.605025,254.811175,
,130.73765,254.86895,
,130.78515,254.9167,
,130.79845,254.927175,
,130.828025,254.96375,
,130.8498,255.03565,
,130.8715,255.0956,
,130.9012,255.128225,
,131.08105,255.160825,
,131.09595,255.1813,
,131.11755,255.20005,
,131.1375,255.25655,
,131.154125,255.319025,
,131.210475,255.464425,
,131.2285,255.493475,
,131.38125,255.527,
,131.4135,255.57355,
,131.4346,255.594425,
,131.466475,255.622125,
,131.48495,255.648575,
,131.503625,255.6526,
,131.5147,255.6766,
,131.536,255.7047,
,131.54815,255.7859,
,131.5851,255.8168,
,131.786425,255.847775,
,131.812275,255.871575,
,131.8177,255.9117,
,131.83805,255.93825,
,131.88565,255.960025,
,131.94195,255.98515,
,132.02835,256.01435,
,132.058175,256.094125,
,132.088975,256.122325,
,132.095775,256.146925,
,132.10745,256.173375,
,132.12085,256.22325,
,132.141875,256.2587,
,132.15675,256.290275,
,132.182475,256.3101,
,132.1995,256.33065,
,132.2442,256.336725,
,132.35835,256.36365,
,132.410075,256.565375,
,132.445575,256.600575,
,132.455075,256.618225,
,132.52545,256.639025,
,132.619125,256.64645,
,132.656425,256.818275,
,132.703875,256.863325,
,132.741025,256.8832,
,132.762625,256.927775,
,132.864875,257.0023,
,132.87305,257.11785,
,132.90895,257.158625,
,132.9236,257.18455,
,132.93955,257.29225,
,132.961025,257.350975,
,132.969025,257.36125,
,132.993,257.38435,
,133.00615,257.415025,
,133.02225,257.4354,
,133.045525,257.4583,
,133.1207,257.490775,
,133.13725,257.5268,
,133.1999,257.590525,
,133.23895,257.6264,
,133.259725,257.652275,
,133.282025,257.6957,
,133.303375,257.7311,
,133.31045,257.7579,
,133.31465,257.787075,
,133.339625,257.799925,
,133.363125,257.8128,
,133.41355,257.873725,
,133.422375,257.883325,
,133.440025,257.911975,
,133.44745,257.990575,
,133.476725,258.060925,
,133.485,258.079975,
,133.5007,258.191375,
,133.5177,258.215275,
,133.525225,258.24145,
,133.55805,258.275425,
,133.5622,258.307875,
,133.582175,258.329125,
,133.599625,258.355175,
,134.226,258.416025,
,134.404475,258.49705,
,134.942325,258.538925,
,135.236675,258.6444,
,135.4043,258.671025,
,135.42715,258.70455,
,135.444725,258.732825,
,135.453775,258.758775,
,135.469525,258.805025,
,135.4821,258.828925,
,135.48895,258.962275,
,135.49715,258.97915,
,135.5063,259.04225,
,135.5151,259.079725,
,135.53485,259.151,
,135.5567,259.203075,
,135.56185,259.276375,
,135.564825,259.335,
,135.57595,259.3697,
,135.583025,259.41175,
,135.606775,259.425475,
,135.6439,259.453325,
,135.708425,259.5127,
,135.75275,259.563575,
,135.819975,259.5981,
,135.83785,259.653525,
,135.855925,259.711075,
,135.862575,259.776125,
,135.86955,259.80335,
,135.884425,259.849675,
,135.90465,259.8819,
,135.918325,259.95795,
,135.92605,259.992475,
,135.939075,260.02885,
,135.946,260.062225,
,135.957675,260.07475,
,135.964775,260.103025,
,135.9772,260.10865,
,135.99045,260.139825,
,135.997625,260.178625,
,136.00875,260.229875,
,136.0629,260.265725,
,136.0961,260.301125,
,136.1254,260.328075,
,136.152875,260.38435,
,136.156225,260.42225,
,136.175475,260.4569,
,136.185625,260.52965,
,136.2023,260.5635,
,136.20875,260.67665,
,136.2402,260.7458,
,136.258925,260.81525,
,136.264675,260.840075,
,136.27325,260.903825,
,136.284325,260.940725,
,136.290925,260.945375,
,136.292425,260.959625,
,136.300225,260.97695,
,136.409,261.02115,
,136.43635,261.060075,
,136.454,261.083475,
,136.460275,261.1393,
,136.4663,261.2169,
,136.472225,261.24715,
,136.485125,261.282775,
,136.489125,261.3016,
,136.5046,261.392525,
,136.513525,261.417225,
,136.520975,261.440225,
,136.540475,261.4699,
,136.5518,261.4898,
,136.5897,261.49185,
,136.67045,261.5224,
,136.6936,261.5566,
,136.7062,261.5933,
,136.71915,261.612025,
,136.739025,261.6396,
,136.750225,261.675925,
,136.760525,261.71135,
,136.769925,261.76705,
,136.785325,261.816675,
,136.7982,261.85515,
,136.81125,261.963975,
,136.82405,261.96715,
,136.899175,261.994975,
,136.92685,262.03465,
,136.94535,262.0992,
,136.970125,262.144175,
,136.9847,262.21265,
,136.991975,262.2551,
,137.0003,262.2994,
,137.015025,262.324525,
,137.022825,262.39915,
,137.03095,262.423075,
,137.041425,262.459275,
,137.04915,262.488675,
,137.070825,262.564225,
,137.083375,262.593825,
,137.10545,262.70785,
,137.62265,262.774975,
,137.659875,262.7943,
,137.692775,262.833575,
,137.697075,262.87745,
,137.71125,262.9474,
,137.72275,262.980425,
,137.75295,263.067,
,137.765,263.101725,
,137.7747,263.134025,
,137.786375,263.208525,
,137.798225,263.264875,
,137.82755,263.347575,
,137.8475,263.407425,
,137.864025,263.432125,
,137.89195,263.4617,
,137.9028,263.53145,
,138.082975,263.563875,
,138.1091,263.588075,
,138.13035,263.614525,
,138.1395,263.65,
,138.159825,263.6885,
,138.168125,263.716925,
,138.18035,263.7907,
,138.1895,263.792625,
,138.20265,263.81785,
,138.219175,263.84045,
,138.23125,263.939025,
,138.248225,263.96695,
,138.262425,264.038375,
,138.27635,264.1154,
,138.28475,264.12555,
,138.2993,264.15525,
,138.407525,264.205725,
,138.4261,264.217825,
,138.43655,264.2286,
,138.443975,264.256275,
,138.454525,264.268725,
,138.46335,264.371375,
,138.468925,264.3966,
,138.487275,264.4324,
,138.50205,264.459475,
,138.513725,264.533175,
,138.52235,264.549175,
,138.530725,264.570875,
,138.54005,264.589325,
,138.549975,264.600525,
,138.559175,264.635175,
,138.5659,264.66115,
,138.57295,264.691175,
,138.591275,264.721825,
,138.60715,264.7469,
,138.706025,264.767025,
,138.717,264.792025,
,138.728075,264.81445,
,138.74275,264.84375,
,138.7509,264.882525,
,138.7538,264.8911,
,138.757475,264.8954,
,138.781125,264.899775,
,138.7886,264.9262,
,138.79975,264.935675,
,138.817225,264.946275,
,138.842525,264.9754,
,138.860075,264.984075,
,138.893575,265.0068,
,138.953625,265.026275,
,138.971175,265.083625,
,138.988975,265.134525,
,139.0019,265.1777,
,139.0091,265.20165,
,139.049875,265.228025,
,139.193025,265.255125,
,139.28635,265.273675,
,139.291825,265.295675,
,139.308075,265.308225,
,139.325525,265.35905,
,139.33355,265.3889,
,139.348625,265.4117,
,139.357675,265.451625,
,139.3709,265.50895,
,139.386325,265.5444,
,139.393425,265.6419,
,139.403425,265.67595,
,139.41865,265.6972,
,139.43245,265.78395,
,139.45085,265.84065,
,139.53395,265.9604,
,139.5577,266.02405,
,139.576225,266.031275,
,139.5988,266.051725,
,139.610475,266.07045,
,139.641725,266.1312,
,139.657575,266.171075,
,139.679925,266.203175,
,139.696725,266.2226,
,139.713975,266.274025,
,139.73275,266.297075,
,139.7504,266.354675,
,139.77805,266.372825,
,139.7886,266.395525,
,139.802475,266.419625,
,139.815875,266.448225,
,139.828075,266.466175,
,139.85135,266.479075,
,139.861,266.51005,
,139.867075,266.531375,
,139.883075,266.574025,
,139.9062,266.6481,
,139.9752,266.66305,
,139.99725,266.703525,
,140.012325,266.72505,
,140.047175,266.79195,
,140.0591,266.809825,
,140.094125,266.820325,
,140.113575,266.8925,
,140.1306,266.9657,
,140.151325,267.02225,
,140.166225,267.10035,
,140.176475,267.206,
,140.185,267.236775,
,140.297525,267.3951,
,140.316075,267.41025,
,140.325125,267.4388,
,140.33685,267.46525,
,140.3434,267.49845,
,140.3593,267.52815,
,140.365975,267.55835,
,140.379575,267.617175,
,140.3892,267.63215,
,140.397375,267.6542,
,140.41855,267.676625,
,140.432475,267.70585,
,140.45365,267.729375,
,140.471575,267.75235,
,140.58645,267.780625,
,140.648575,267.803075,
,140.672425,267.836025,
,140.685525,267.86805,
,140.7085,267.890575,
,140.72585,267.9156,
,140.7351,267.965625,
,140.762425,267.99375,
,140.775975,268.017075,
,140.78425,268.042875,
,140.812675,268.083475,
,140.841425,268.16645,
,140.999075,268.20505,
,141.087,268.2387,
,141.102225,268.3592,
,141.214625,268.3779,
,141.450025,268.410725,
,141.49935,268.521825,
,141.515625,268.545675,
,141.557025,268.628575,
,141.57995,268.656875,
,141.663675,268.686475,
,141.6722,268.6892,
,141.69545,268.70715,
,141.70305,268.72785,
,141.71865,268.772475,
,141.740925,268.7942,
,141.756325,268.817375,
,141.770275,268.8576,
,141.789875,268.9354,
,141.809,268.97355,
,141.8182,268.9841,
,141.830475,269.049425,
,141.83915,269.080425,
,141.844225,269.15775,
,141.95665,269.2086,
,141.9888,269.313,
,142.0352,269.363275,
,142.0543,269.392675,
,142.073475,269.448875,
,142.080425,269.559875,
,142.102625,269.607675,
,142.125525,269.66365,
,142.140875,269.689675,
,142.143625,269.693,
,142.156175,269.699025,
,142.1721,269.738125,
,142.195725,269.7779,
,142.199625,269.84575,
,142.208775,269.907825,
,142.216125,269.986125,
,142.32115,270.0151,
,142.330925,270.039425,
,142.35515,270.062525,
,142.37035,270.119225,
,142.386625,270.15,
,142.4011,270.1883,
,142.41515,270.223875,
,142.426775,270.25375,
,142.442325,270.284675,
,142.46895,270.32175,
,142.47315,270.34545,
,142.488325,270.4265,
,142.51055,270.4891,
,142.602,270.540925,
,142.6339,270.5868,
,142.663025,270.606575,
,142.6817,270.6305,
,142.700775,270.667225,
,142.70625,270.753325,
,142.72875,270.8077,
,142.744875,270.809925,
,142.7643,270.8549,
,142.9343,270.881025,
,142.955425,270.9379,
,142.96245,270.9664,
,142.971475,270.978725,
,142.987125,271.1292,
,143.006175,271.152075,
,143.0183,271.184175,
,143.02625,271.209325,
,143.04415,271.2799,
,143.057525,271.30205,
,143.0882,271.37235,
,143.164775,271.3948,
,143.532925,271.41765,
,143.5431,271.444025,
,143.559375,271.5193,
,143.5716,271.5482,
,143.5779,271.6359,
,143.609925,271.6586,
,143.721525,271.677225,
,143.742,271.741575,
,143.816825,271.771925,
,143.85175,271.8104,
,143.88815,271.858775,
,143.915975,271.9056,
,143.97025,271.940525,
,144.015225,272.082325,
,144.031975,272.1631,
,144.0668,272.1994,
,144.073875,272.228525,
,144.085175,272.2492,
,144.0956,272.27245,
,144.109675,272.308725,
,144.120125,272.330275,
,144.129825,272.36615,
,144.153275,272.394175,
,144.167775,272.426425,
,144.171775,272.464675,
,144.3573,272.485475,
,144.377575,272.5483,
,144.395325,272.612575,
,144.40235,272.634875,
,144.40625,272.67875,
,144.4127,272.7277,
,144.420825,272.7478,
,144.425975,272.77585,
,144.434725,272.800025,
,144.44275,272.822,
,144.4501,272.858775,
,144.464825,272.890525,
,144.473425,272.96335,
,144.4852,273.009925,
,144.491,273.033225,
,144.500275,273.054975,
,144.515275,273.124575,
,144.527525,273.2248,
,144.571325,273.2573,
,144.617975,273.2907,
,144.62985,273.354875,
,144.6539,273.371525,
,144.66965,273.433775,
,144.678075,273.51265,
,144.682925,273.537525,
,144.692275,273.661025,
,144.7122,273.732725,
,144.721775,273.77375,
,144.73905,273.797175,
,144.743925,273.828025,
,144.757725,273.8639,
,144.7802,273.907175,
,144.78985,273.93955,
,144.80465,273.9606,
,144.808925,274.0168,
,144.8202,274.0589,
,144.832375,274.078775,
,144.835125,274.107825,
,144.847875,274.139875,
,144.85775,274.16515,
,144.8725,274.2031,
,144.8833,274.2632,
,144.895725,274.306625,
,144.901325,274.33915,
,144.90905,274.370425,
,144.920725,274.37495,
,144.94215,274.39625,
,145.092525,274.445275,
,145.107225,274.47725,
,145.126775,274.522875,
,145.153025,274.5529,
,145.162675,274.585225,
,145.16685,274.6006,
,145.1826,274.62695,
,145.194475,274.68605,
,145.197625,274.7187,
,145.208675,274.790325,
,145.3991,274.905125,
,145.433625,274.942425,
,145.441175,275.002925,
,145.45285,275.0242,
,145.459875,275.074075,
,145.46655,275.129225,
,145.47485,275.153375,
,145.4837,275.185975,
,145.4892,275.2264,
,145.497025,275.2539,
,145.501475,275.27355,
,145.512075,275.304525,
,145.519725,275.327025,
,145.52225,275.37455,
,145.52865,275.4496,
,145.5386,275.492975,
,145.5502,275.524475,
,145.559975,275.55955,
,145.56795,275.58575,
,145.58435,275.617475,
,145.788375,275.641125,
,145.819175,275.684975,
,145.829825,275.702625,
,145.8506,275.730475,
,145.860425,275.7789,
,145.869225,275.810975,
,145.87385,275.829075,
,145.884675,275.8429,
,145.888275,275.862075,
,145.8994,275.875275,
,145.907225,275.9038,
,145.91115,275.953675,
,145.91815,275.9793,
,145.930125,275.98205,
,145.940225,276.0312,
,145.962525,276.095175,
,145.977475,276.1364,
,145.98505,276.1588,
,145.995375,276.1945,
,146.012125,276.2391,
,146.102725,276.28805,
,146.1262,276.340575,
,146.13715,276.37075,
,146.1542,276.379675,
,146.168375,276.4036,
,146.178775,276.42585,
,146.186225,276.448175,
,146.203025,276.472675,
,146.2168,276.540825,
,146.231175,276.564225,
,146.239125,276.58185,
,146.25325,276.618925,
,146.25935,276.640025,
,146.282775,276.64885,
,146.290775,276.667,
,146.298725,276.697675,
,146.4922,276.705525,
,146.509875,276.77195,
,146.5145,276.793975,
,146.5257,276.81445,
,146.529875,276.8723,
,146.541525,276.88785,
,146.566175,276.905075,
,146.573375,276.9277,
,146.576325,276.9448,
,146.591075,276.96705,
,146.601225,276.991325,
,146.609825,277.03005,
,146.621825,277.06095,
,146.6439,277.065075,
,146.65475,277.1159,
,146.712675,277.16855,
,146.79375,277.23285,
,146.800425,277.248275,
,146.854775,277.28305,
,146.87305,277.323125,
,146.8912,277.351225,
,146.898125,277.430525,
,146.9055,277.4882,
,146.91175,277.537125,
,146.92385,277.585975,
,146.931425,277.628225,
,146.9395,277.713275,
,146.95175,277.776475,
,146.962675,277.780925,
,146.971075,277.880925,
,146.974225,277.901125,
,146.989275,277.920525,
,146.996575,277.922625,
,147.003575,277.990525,
,147.0212,278.0173,
,147.030925,278.05825,
,147.04025,278.0779,
,147.155375,278.17425,
,147.227175,278.33025,
,147.23835,278.390525,
,147.248625,278.424025,
,147.254675,278.443825,
,147.264275,278.467675,
,147.281,278.51185,
,147.287475,278.54005,
,147.29465,278.56805,
,147.299775,278.5784,
,147.307575,278.6582,
,147.32625,278.704375,
,147.34255,278.772425,
,147.3475,278.8639,
,147.36025,278.893875,
,147.3667,278.9359,
,147.37785,278.96095,
,147.389975,279.00915,
,147.401325,279.025825,
,147.41465,279.05345,
,147.436675,279.091625,
,147.735775,279.120325,
,147.76035,279.218675,
,147.7723,279.253575,
,147.88395,279.286125,
,147.895675,279.30085,
,147.910825,279.36645,
,147.918675,279.4512,
,147.92645,279.531025,
,147.939525,279.73025,
,147.9494,279.769625,
,147.9587,279.830525,
,147.9637,279.8539,
,147.9689,279.871975,
,147.973925,279.93655,
,147.98255,279.96585,
,147.996525,279.989975,
,148.0015,279.99405,
,148.019175,280.04775,
,148.025625,280.07805,
,148.0416,280.1502,
,148.04565,280.16765,
,148.0589,280.23035,
,148.11435,280.25065,
,148.132225,280.286825,
,148.16075,280.30995,
,148.18725,280.3588,
,148.1957,280.419075,
,148.210625,280.441675,
,148.237125,280.531925,
,148.248725,280.5629,
,148.25445,280.628775,
,148.270925,280.6865,
,148.311325,280.703075,
,148.322275,280.72985,
,148.336925,280.7579,
,148.347275,280.78555,
,148.3642,280.807425,
,148.389425,280.8491,
,148.4234,280.870125,
,148.456175,280.8729,
,148.481725,280.893275,
,148.494875,280.9348,
,148.5347,280.9744,
,148.547475,281.031725,
,148.558775,281.1182,
,148.566825,281.138225,
,148.578575,281.1592,
,148.584325,281.18225,
,148.598425,281.23055,
,148.606425,281.241975,
,148.611025,281.26945,
,148.62105,281.277175,
,148.641075,281.28995,
,148.64895,281.31575,
,148.65895,281.424775,
,148.6653,281.4445,
,148.675325,281.4669,
,148.710175,281.51065,
,148.733825,281.5539,
,148.748525,281.644925,
,148.7545,281.74935,
,148.770875,281.7657,
,148.7985,281.82705,
,148.8066,281.851675,
,148.819625,281.904225,
,148.830625,281.97905,
,148.84215,282.051625,
,148.855375,282.061425,
,148.8676,282.0658,
,148.8736,282.085075,
,148.898475,282.116675,
,148.9135,282.17505,
,148.92975,282.2041,
,148.93925,282.23165,
,148.9591,282.2526,
,148.980825,282.274625,
,149.04855,282.29535,
,149.057225,282.4122,
,149.072175,282.49605,
,149.086875,282.52785,
,149.094425,282.555125,
,149.103675,282.5668,
,149.116375,282.57835,
,149.1236,282.6103,
,149.1353,282.6333,
,149.146875,282.6623,
,149.1727,282.734075,
,149.182775,282.757625,
,149.196125,282.7835,
,149.22125,282.80095,
,149.2289,282.82425,
,149.245325,282.872375,
,149.256675,282.923675,
,149.3358,282.943725,
,149.401975,283.017475,
,149.419875,283.044075,
,149.444225,283.08255,
,149.44785,283.0986,
,149.470025,283.1505,
,149.48045,283.1903,
,149.5239,283.211775,
,149.54815,283.233625,
,149.566825,283.271575,
,149.5724,283.336225,
,149.604825,283.3641,
,149.618225,283.423775,
,149.637975,283.48475,
,149.678725,283.503575,
,149.698075,283.5356,
,149.735225,283.569075,
,149.765775,283.5922,
,149.78465,283.626275,
,149.7931,283.65245,
,149.805275,283.673725,
,149.817625,283.687275,
,149.83075,283.725425,
,149.841525,283.775275,
,149.847975,283.812675,
,149.856325,283.8371,
,149.86875,283.9119,
,149.8837,283.9576,
,149.896275,283.989225,
,149.90215,284.0595,
,149.909275,284.12365,
,149.919875,284.14275,
,149.92705,284.172125,
,149.9395,284.1898,
,149.9516,284.269025,
,149.961925,284.3019,
,150.005325,284.3292,
,150.07665,284.4169,
,150.089875,284.45425,
,150.1151,284.534075,
,150.123975,284.563025,
,150.143925,284.585875,
,150.156475,284.612825,
,150.17375,284.6428,
,150.184425,284.6579,
,150.201675,284.7496,
,150.212475,284.8072,
,150.223075,284.827875,
,150.244825,284.867625,
,150.29875,284.90395,
,150.323225,284.9345,
,150.351325,285.005,
,150.36175,285.041475,
,150.37615,285.06765,
,150.382775,285.118475,
,150.397675,285.1831,
,150.415575,285.246725,
,150.4189,285.2704,
,150.4282,285.330025,
,150.43965,285.354775,
,150.448675,285.41295,
,150.461975,285.44385,
,150.476125,285.47025,
,150.48995,285.48955,
,150.512175,285.534625,
,150.532675,285.55475,
,150.616175,285.588025,
,150.640175,285.607625,
,150.645125,285.625475,
,150.66355,285.692375,
,150.682025,285.72065,
,150.7014,285.750775,
,150.713625,285.77255,
,150.7264,285.894275,
,150.73555,285.9576,
,150.749925,285.9837,
,150.760625,286.0357,
,150.7737,286.145375,
,150.78875,286.164075,
,150.801975,286.21905,
,150.81255,286.241375,
,150.8221,286.2612,
,150.828225,286.3218,
,150.843425,286.3754,
,150.86215,286.397275,
,150.872025,286.427375,
,150.90055,286.438325,
,151.023825,286.51675,
,151.0466,286.536,
,151.060675,286.5541,
,151.080725,286.62025,
,151.097575,286.68845,
,151.11715,286.8699,
,151.121575,286.9019,
,151.134675,286.933525,
,151.142975,287.035375,
,151.1556,287.065875,
,151.167875,287.098725,
,151.17795,287.194075,
,151.1944,287.2589,
,151.20955,287.263625,
,151.232375,287.2945,
,151.247725,287.3383,
,151.29785,287.359125,
,151.31665,287.408675,
,151.33295,287.442225,
,151.3708,287.468475,
,151.392,287.504575,
,151.419375,287.54925,
,151.43695,287.57315,
,151.45305,287.6086,
,151.458375,287.631225,
,151.469625,287.660475,
,151.4902,287.781425,
,151.5088,287.8407,
,151.516375,287.871675,
,151.52935,287.893825,
,151.564225,287.9905,
,151.570325,288.018975,
,151.585175,288.0608,
,151.600025,288.188425,
,151.607,288.235925,
,151.6186,288.2528,
