SPK_SPKC01a (no effect),SPK_SPKC03a (no effect),SPK_SPKC12a (no effect),SPK_SPKC13a (no effect)
,,233.9401,
,,233.949175,
,,233.962825,
,,233.992075,
,,234.0186,
,,234.040625,
,,234.0764,
,,234.113875,
,,234.142475,
,,234.161325,
,,234.18375,
,,234.213175,
,,234.2453,
,,234.26455,
,,234.2893,
,,234.3018,
,,234.3165,
,,234.3376,
,,234.338875,
,,234.36385,
,,234.3951,
,,234.41515,
,,234.426625,
,,234.44535,
,,234.46725,
,,234.487925,
,,234.4938,
,,234.504575,
,,234.533475,
,,234.5534,
,,234.5793,
,,234.6362,
,,234.668875,
,,234.697925,
,,234.72345,
,,234.75845,
,,234.773975,
,,234.787975,
,,234.808525,
,,234.81935,
,,234.8253,
,,234.826575,
,,234.831925,
,,234.835575,
,,234.8477,
,,234.886725,
,,234.904525,
,,234.914575,
,,234.934725,
,,234.93805,
,,234.955425,
,,234.983025,
,,235.0038,
,,235.035375,
,,235.04895,
,,235.0641,
,,235.08675,
,,235.1157,
,,235.156825,
,,235.18015,
,,235.229875,
,,235.273075,
,,235.28515,
,,235.3204,
,,235.341725,
,,235.36045,
,,235.384025,
,,235.41645,
,,235.433075,
,,235.45095,
,,235.504975,
,,235.529075,
,,235.551925,
,,235.569675,
,,235.60405,
,,235.615125,
,,235.62135,
,,235.6234,
,,235.63385,
,,235.640275,
,,235.675525,
,,235.6845,
,,235.68915,
,,235.705975,
,,235.743,
,,235.759025,
,,235.765725,
,,235.780425,
,,235.7953,
,,235.806175,
,,235.828,
,,235.834475,
,,235.84035,
,,235.8462,
,,235.862275,
,,235.879125,
,,235.892875,
,,235.910775,
,,235.9385,
,,235.9548,
,,235.974425,
,,235.98665,
,,235.9994,
,,236.01425,
,,236.0281,
,,236.045425,
,,236.055275,
,,236.059275,
,,236.07465,
,,236.084425,
,,236.10175,
,,236.110475,
,,236.1236,
,,236.136775,
,,236.1551,
,,236.177525,
,,236.219925,
,,236.246375,
,,236.26095,
,,236.328525,
,,236.383825,
,,236.4024,
,,236.453925,
,,236.479125,
,,236.489825,
,,236.50745,
,,236.53365,
,,236.549825,
,,236.5784,
,,236.6185,
,,236.659125,
,,236.6846,
,,236.70905,
,,236.729,
,,236.7574,
,,236.774925,
,,236.778025,
,,236.799025,
,,236.833775,
,,236.867725,
,,236.9122,
,,236.95635,
,,236.9873,
,,237.0278,
,,237.0509,
,,237.07205,
,,237.092,
,,237.093775,
,,237.107525,
,,237.129075,
,,237.13975,
,,237.1533,
,,237.16165,
,,237.16365,
,,237.217225,
,,237.275425,
,,237.307425,
,,237.332575,
,,237.398125,
,,237.41695,
,,237.433125,
,,237.460775,
,,237.492875,
,,237.52355,
,,237.55845,
,,237.5885,
,,237.64135,
,,237.683725,
,,237.70125,
,,237.86545,
,,237.896225,
,,237.913675,
,,237.92875,
,,237.9375,
,,237.9511,
,,237.9866,
,,238.017375,
,,238.038525,
,,238.0669,
,,238.123825,
,,238.142675,
,,238.176825,
,,238.19815,
,,238.22855,
,,238.259075,
,,238.297225,
,,238.324,
,,238.339,
,,238.35435,
,,238.365275,
,,238.386975,
,,238.406575,
,,238.4341,
,,238.560725,
,,238.61885,
,,238.655875,
,,238.6877,
,,238.747475,
,,238.78055,
,,238.808075,
,,238.82065,
,,238.853375,
,,238.886425,
,,238.892975,
,,238.94535,
,,238.972425,
,,238.98345,
,,239.00045,
,,239.03605,
,,239.040575,
,,239.059675,
,,239.127475,
,,239.18095,
,,239.199325,
,,239.2336,
,,239.266825,
,,239.3068,
,,239.315625,
,,239.3246,
,,239.351225,
,,239.367525,
,,239.435075,
,,239.53685,
,,239.55165,
,,239.59225,
,,239.60905,
,,239.621125,
,,239.62395,
,,239.65095,
,,239.67925,
,,239.7175,
,,239.730975,
,,239.7415,
,,239.749125,
,,239.755675,
,,239.774825,
,,239.80305,
,,239.829125,
,,239.8391,
,,239.846425,
,,239.8509,
,,239.871575,
,,239.889525,
,,239.904125,
,,239.918075,
,,239.967175,
,,239.9756,
,,239.98165,
,,239.998925,
,,240.030725,
,,240.039575,
,,240.044725,
,,240.056375,
,,240.05935,
,,240.0714,
,,240.08635,
,,240.1043,
,,240.114525,
,,240.153475,
,,240.170875,
,,240.231325,
,,240.264,
,,240.2771,
,,240.30965,
,,240.324025,
,,240.372125,
,,240.4223,
,,240.445975,
,,240.4893,
,,240.50135,
,,240.5291,
,,240.541775,
,,240.55425,
,,240.56605,
,,240.578375,
,,240.605,
,,240.653875,
,,240.674225,
,,240.7002,
,,240.72455,
,,240.753825,
,,240.80845,
,,240.8301,
,,240.861225,
,,240.917425,
,,240.9417,
,,240.9832,
,,240.996525,
,,241.03045,
,,241.0506,
,,241.0775,
,,241.111525,
,,241.136375,
,,241.1809,
,,241.2024,
,,241.2249,
,,241.288175,
,,241.306775,
,,241.345675,
,,241.363925,
,,241.379475,
,,241.40295,
,,241.41895,
,,241.432225,
,,241.44815,
,,241.47235,
,,241.484975,
,,241.5122,
,,241.52815,
,,241.55175,
,,241.580075,
,,241.5958,
,,241.61635,
,,241.686875,
,,241.75575,
,,241.779025,
,,241.804325,
,,241.81635,
,,241.845,
,,241.867075,
,,241.904,
,,241.923725,
,,241.94,
,,241.96935,
,,242.003975,
,,242.022875,
,,242.02745,
,,242.049,
,,242.1422,
,,242.1734,
,,242.18565,
,,242.23615,
,,242.25105,
,,242.2683,
,,242.29155,
,,242.319625,
,,242.424925,
,,242.445025,
,,242.468675,
,,242.49535,
,,242.521,
,,242.55035,
,,242.56145,
,,242.5721,
,,242.590625,
,,242.5997,
,,242.61165,
,,242.623675,
,,242.642825,
,,242.657175,
,,242.6813,
,,242.691625,
,,242.71235,
,,242.7178,
,,242.724575,
,,242.748425,
,,242.78755,
,,242.819875,
,,242.825825,
,,242.83875,
,,242.849025,
,,242.8513,
,,242.85885,
,,242.86505,
,,242.910875,
,,242.93635,
,,242.949075,
,,242.9695,
,,243.017775,
,,243.03905,
,,243.072925,
,,243.085625,
,,243.10655,
,,243.126875,
,,243.150525,
,,243.182975,
,,243.200075,
,,243.23695,
,,243.26355,
,,243.30835,
,,243.342875,
,,243.5061,
,,243.543025,
,,243.5536,
,,243.580775,
,,243.607975,
,,243.641625,
,,243.67235,
,,243.734325,
,,243.748775,
,,243.778,
,,243.77955,
,,243.7939,
,,243.803575,
,,243.805875,
,,243.815475,
,,243.8515,
,,243.853175,
,,243.8591,
,,243.8848,
,,243.8917,
,,243.905025,
,,243.94235,
,,243.966375,
,,243.97235,
,,243.9863,
,,244.018775,
,,244.0638,
,,244.08215,
,,244.09155,
,,244.1089,
,,244.12665,
,,244.131075,
,,244.156325,
,,244.1814,
,,244.197675,
,,244.2256,
,,244.242425,
,,244.30405,
,,244.3146,
,,244.3461,
,,244.397,
,,244.428425,
,,244.44925,
,,244.47305,
,,244.499175,
,,244.53095,
,,244.54295,
,,244.597025,
,,244.61385,
,,244.78905,
,,244.809825,
,,244.846875,
,,244.85995,
,,244.8956,
,,244.907325,
,,244.91265,
,,244.921175,
,,244.9325,
,,244.9508,
,,244.955775,
,,244.9826,
,,245.025825,
,,245.033625,
,,245.045075,
,,245.051025,
,,245.06725,
,,245.08525,
,,245.096175,
,,245.12575,
,,245.169225,
,,245.17645,
,,245.200475,
,,245.2233,
,,245.2244,
,,245.235025,
,,245.244775,
,,245.26815,
,,245.2775,
,,245.292975,
,,245.313975,
,,245.34585,
,,245.369375,
,,245.384475,
,,245.4116,
,,245.418075,
,,245.438925,
,,245.462525,
,,245.4707,
,,245.480725,
,,245.505125,
,,245.5202,
,,245.5343,
,,245.553375,
,,245.57505,
,,245.608875,
,,245.629325,
,,245.654825,
,,245.678625,
,,245.702325,
,,245.714425,
,,245.722825,
,,245.74795,
,,245.7643,
,,245.803925,
,,245.843525,
,,245.889325,
,,245.9183,
,,245.9646,
,,245.9797,
,,246.009775,
,,246.038475,
,,246.047475,
,,246.062025,
,,246.0854,
,,246.1205,
,,246.154375,
,,246.18225,
,,246.213175,
,,246.2398,
,,246.29975,
,,246.328825,
,,246.3579,
,,246.38595,
,,246.412425,
,,246.43,
,,246.4519,
,,246.468325,
,,246.50165,
,,246.54415,
,,246.56715,
,,246.6158,
,,246.63445,
,,246.649775,
,,246.71085,
,,246.755925,
,,246.7807,
,,246.80035,
,,246.821275,
,,246.874425,
,,246.92075,
,,246.953675,
,,246.982425,
,,247.005275,
,,247.017875,
,,247.030325,
,,247.0408,
,,247.06035,
,,247.070275,
,,247.077825,
,,247.084075,
,,247.091575,
,,247.106325,
,,247.1232,
,,247.1276,
,,247.149875,
,,247.158125,
,,247.1683,
,,247.17345,
,,247.185775,
,,247.2031,
,,247.2472,
,,247.25485,
,,247.2626,
,,247.283975,
,,247.288575,
,,247.303,
,,247.316625,
,,247.36555,
,,247.371375,
,,247.41715,
,,247.443425,
,,247.4573,
,,247.477875,
,,247.491425,
,,247.503775,
,,247.5305,
,,247.543425,
,,247.56665,
,,247.5827,
,,247.641825,
,,247.681275,
,,247.713925,
,,247.736975,
,,247.749625,
,,247.768,
,,247.784375,
,,247.820875,
,,247.858875,
,,247.8802,
,,247.88985,
,,247.9282,
,,247.984525,
,,248.000225,
,,248.020025,
,,248.039575,
,,248.077225,
,,248.1002,
,,248.102875,
,,248.129975,
,,248.161225,
,,248.20685,
,,248.273925,
,,248.309825,
,,248.33065,
,,248.3684,
,,248.381,
,,248.40235,
,,248.432925,
,,248.467375,
,,248.485525,
,,248.526025,
,,248.5417,
,,248.5535,
,,248.581925,
,,248.60625,
,,248.62975,
,,248.682575,
,,248.7131,
,,248.725325,
,,248.7481,
,,248.759425,
,,248.77905,
,,248.794275,
,,248.833575,
,,248.870175,
,,248.94715,
,,248.9872,
,,249.0017,
,,249.028175,
,,249.034875,
,,249.0434,
,,249.051525,
,,249.057825,
,,249.0639,
,,249.076475,
,,249.080075,
,,249.091725,
,,249.1283,
,,249.16355,
,,249.17305,
,,249.185125,
,,249.1988,
,,249.220825,
,,249.23705,
,,249.249925,
,,249.269875,
,,249.283175,
,,249.297575,
,,249.351775,
,,249.370325,
,,249.381325,
,,249.390325,
,,249.435525,
,,249.449425,
,,249.472575,
,,249.512,
,,249.5904,
,,249.61475,
,,249.6298,
,,249.63335,
,,249.658325,
,,249.6731,
,,249.676825,
,,249.6976,
,,249.7531,
,,249.803875,
,,249.818675,
,,249.826125,
,,249.838425,
,,249.8544,
,,249.884025,
,,249.903,
,,249.914775,
,,249.937175,
,,249.9769,
,,250.001375,
,,250.023575,
,,250.063625,
,,250.0851,
,,250.11435,
,,250.149825,
,,250.183525,
,,250.1957,
,,250.215175,
,,250.249375,
,,250.273325,
,,250.300425,
,,250.31915,
,,250.3598,
,,250.4787,
,,250.5011,
,,250.52775,
,,250.55245,
,,250.56665,
,,250.57215,
,,250.598625,
,,250.625475,
,,250.652125,
,,250.68155,
,,250.7297,
,,250.7877,
,,250.8674,
,,250.8747,
,,250.901825,
,,250.9079,
,,250.916925,
,,250.927325,
,,250.93955,
,,250.977575,
,,251.00175,
,,251.0313,
,,251.056675,
,,251.11105,
,,251.136225,
,,251.161125,
,,251.181875,
,,251.22125,
,,251.24095,
,,251.28765,
,,251.308,
,,251.3253,
,,251.35945,
,,251.3949,
,,251.4318,
,,251.49185,
,,251.533425,
,,251.562575,
,,251.592425,
,,251.6322,
,,251.650175,
,,251.705225,
,,251.736775,
,,251.79225,
,,251.825575,
,,251.874675,
,,251.895225,
,,251.908275,
,,251.927675,
,,251.956425,
,,251.967475,
,,251.9805,
,,252.019825,
,,252.038975,
,,252.050825,
,,252.06165,
,,252.078675,
,,252.0899,
,,252.1157,
,,252.12055,
,,252.12525,
,,252.132475,
,,252.145475,
,,252.15595,
,,252.166825,
,,252.17285,
,,252.1918,
,,252.20315,
,,252.212975,
,,252.231475,
,,252.250575,
,,252.27135,
,,252.2902,
,,252.301075,
,,252.310325,
,,252.320275,
,,252.328775,
,,252.35095,
,,252.371425,
,,252.422175,
,,252.43905,
,,252.45905,
,,252.476325,
,,252.492975,
,,252.4961,
,,252.517625,
,,252.540125,
,,252.5756,
,,252.594425,
,,252.630375,
,,252.63825,
,,252.699275,
,,252.71605,
,,252.7479,
,,252.8033,
,,252.822275,
,,252.847325,
,,252.870575,
,,252.8955,
,,252.94015,
,,252.99475,
,,253.0118,
,,253.079075,
,,253.0942,
,,253.12185,
,,253.14825,
,,253.17555,
,,253.247825,
,,253.27445,
,,253.328425,
,,253.4395,
,,253.460775,
,,253.478125,
,,253.488675,
,,253.497075,
,,253.50525,
,,253.5133,
,,253.528,
,,253.543375,
,,253.5592,
,,253.579675,
,,253.59475,
,,253.6294,
,,253.66345,
,,253.68885,
,,253.70535,
,,253.729175,
,,253.7561,
,,253.796775,
,,253.846025,
,,253.872325,
,,253.8955,
,,253.9141,
,,253.951825,
,,253.9794,
,,254.017825,
,,254.05095,
,,254.0671,
,,254.08655,
,,254.098825,
,,254.102375,
,,254.1389,
,,254.1611,
,,254.194225,
,,254.202725,
,,254.2119,
,,254.213525,
,,254.246025,
,,254.2627,
,,254.27675,
,,254.28585,
,,254.300025,
,,254.33225,
,,254.344325,
,,254.3946,
,,254.413575,
,,254.424725,
,,254.462675,
,,254.485975,
,,254.500275,
,,254.510925,
,,254.52295,
,,254.548375,
,,254.560925,
,,254.5744,
,,254.589275,
,,254.600025,
,,254.625825,
,,254.6472,
,,254.6712,
,,254.69045,
,,254.710725,
,,254.72095,
,,254.7534,
,,254.7592,
,,254.822675,
,,254.862675,
,,254.89265,
,,254.919875,
,,254.947725,
,,254.956025,
,,254.966625,
,,254.982425,
,,254.993825,
,,255.006975,
,,255.01835,
,,255.0208,
,,255.054,
,,255.084725,
,,255.108325,
,,255.143725,
,,255.1566,
,,255.186625,
,,255.2363,
,,255.25655,
,,255.271675,
,,255.3137,
,,255.394575,
,,255.417325,
,,255.442375,
,,255.464325,
,,255.49435,
,,255.51795,
,,255.5396,
,,255.54475,
,,255.56455,
,,255.60495,
,,255.645575,
,,255.671075,
,,255.705625,
,,255.7379,
,,255.785025,
,,255.812725,
,,255.8383,
,,255.857975,
,,255.876975,
,,255.894475,
,,255.91095,
,,255.954325,
,,256.12085,
,,256.133475,
,,256.14795,
,,256.168,
,,256.1863,
,,256.217125,
,,256.228025,
,,256.242325,
,,256.250225,
,,256.27435,
,,256.283225,
,,256.29405,
,,256.302725,
,,256.3272,
,,256.347225,
,,256.389775,
,,256.414125,
,,256.43575,
,,256.4634,
,,256.501025,
,,256.516125,
,,256.572175,
,,256.59805,
,,256.622825,
,,256.63285,
,,256.636225,
,,256.6475,
,,256.664775,
,,256.68665,
,,256.754525,
,,256.81935,
,,256.83295,
,,256.908025,
,,256.9624,
,,256.9773,
,,257.003125,
,,257.054075,
,,257.098625,
,,257.13135,
,,257.14915,
,,257.170075,
,,257.19015,
,,257.204,
,,257.229675,
,,257.2477,
,,257.25535,
,,257.352975,
,,257.362725,
,,257.3692,
,,257.396425,
,,257.419975,
,,257.433525,
,,257.469875,
,,257.497775,
,,257.51435,
,,257.575175,
,,257.613525,
,,257.635975,
,,257.66965,
,,257.69075,
,,257.7121,
,,257.742375,
,,257.77155,
,,257.799925,
,,257.832225,
,,257.8693,
,,257.90805,
,,257.9303,
,,257.96925,
,,257.98305,
,,258.000725,
,,258.028625,
,,258.0794,
,,258.16805,
,,258.252575,
,,258.26215,
,,258.274875,
,,258.2839,
,,258.300575,
,,258.313775,
,,258.330775,
,,258.364075,
,,258.422025,
,,258.43855,
,,258.565025,
,,258.59095,
,,258.61035,
,,258.6269,
,,258.636525,
,,258.650325,
,,258.661475,
,,258.6717,
,,258.679,
,,258.6867,
,,258.688475,
,,258.69615,
,,258.713425,
,,258.741575,
,,258.774825,
,,258.7885,
,,258.8039,
,,258.849625,
,,258.8668,
,,258.88025,
,,258.896225,
,,258.905875,
,,258.973425,
,,258.999425,
,,259.0045,
,,259.017875,
,,259.02595,
,,259.045075,
,,259.06815,
,,259.080025,
,,259.09425,
,,259.122925,
,,259.14805,
,,259.158425,
,,259.171,
,,259.231775,
,,259.237625,
,,259.268525,
,,259.276875,
,,259.315875,
,,259.357425,
,,259.374375,
,,259.410475,
,,259.435275,
,,259.4608,
,,259.486325,
,,259.5409,
,,259.5688,
,,259.59845,
,,259.639175,
,,259.691075,
,,259.70935,
,,259.739175,
,,259.76015,
,,259.7811,
,,259.817075,
,,259.8448,
,,259.867125,
,,259.92125,
,,259.97165,
,,259.98915,
,,260.008375,
,,260.025725,
,,260.045075,
,,260.0717,
,,260.0751,
,,260.093275,
,,260.1157,
,,260.12925,
,,260.1832,
,,260.19175,
,,260.207,
,,260.22015,
,,260.222175,
,,260.237275,
,,260.272075,
,,260.278425,
,,260.289125,
,,260.298425,
,,260.3198,
,,260.329925,
,,260.343025,
,,260.3462,
,,260.357125,
,,260.366625,
,,260.3847,
,,260.387975,
,,260.398275,
,,260.408825,
,,260.438925,
,,260.4408,
,,260.46295,
,,260.49705,
,,260.51555,
,,260.55785,
,,260.561625,
,,260.5785,
,,260.589575,
,,260.5996,
,,260.630175,
,,260.65415,
,,260.703925,
,,260.716725,
,,260.718375,
,,260.74155,
,,260.76305,
,,260.77515,
,,260.792925,
,,260.807,
,,260.833925,
,,260.84625,
,,260.8559,
,,260.873025,
,,260.907775,
,,260.96915,
,,260.983475,
,,261.0282,
,,261.088025,
,,261.129825,
,,261.1538,
,,261.18265,
,,261.234025,
,,261.285275,
,,261.355575,
,,261.38875,
,,261.400475,
,,261.4139,
,,261.4445,
,,261.466675,
,,261.496375,
,,261.5194,
,,261.554375,
,,261.5935,
,,261.697975,
,,261.72595,
,,261.756275,
,,261.7863,
,,261.8209,
,,261.83085,
,,261.85495,
,,261.881825,
,,261.88765,
,,261.898725,
,,261.901875,
,,262.04815,
,,262.061425,
,,262.087075,
,,262.1228,
,,262.14335,
,,262.17,
,,262.191425,
,,262.262425,
,,262.318325,
,,262.335025,
,,262.3686,
,,262.387425,
,,262.404175,
,,262.431075,
,,262.447425,
,,262.477225,
,,262.49375,
,,262.507825,
,,262.529625,
,,262.57075,
,,262.6187,
,,262.6397,
,,262.667425,
,,262.77515,
,,262.83675,
,,262.848925,
,,262.861925,
,,262.87065,
,,262.878875,
,,262.88375,
,,262.904425,
,,262.9176,
,,262.966275,
,,262.985125,
,,263.004525,
,,263.016875,
,,263.025975,
,,263.040925,
,,263.09405,
,,263.139575,
,,263.168925,
,,263.196775,
,,263.1983,
,,263.23215,
,,263.248825,
,,263.265675,
,,263.280775,
,,263.31605,
,,263.383275,
,,263.39065,
,,263.4172,
,,263.458175,
,,263.481975,
,,263.541225,
,,263.5439,
,,263.5669,
,,263.5713,
,,263.618925,
,,263.6359,
,,263.651125,
,,263.6698,
,,263.680125,
,,263.712775,
,,263.758325,
,,263.7968,
,,263.8277,
,,263.853425,
,,263.8817,
,,263.965575,
,,263.989925,
,,264.0031,
,,264.04785,
,,264.100225,
,,264.13915,
,,264.1761,
,,264.20305,
,,264.219125,
,,264.2482,
,,264.287,
,,264.303625,
,,264.320475,
,,264.336025,
,,264.366625,
,,264.392925,
,,264.438,
,,264.453725,
,,264.50385,
,,264.508525,
,,264.531825,
,,264.559825,
,,264.576125,
,,264.6156,
,,264.650875,
,,264.6762,
,,264.719025,
,,264.7327,
,,264.7521,
,,264.77035,
,,264.8135,
,,264.852875,
,,264.876325,
,,264.901025,
,,264.934175,
,,264.958325,
,,264.97625,
,,265.053975,
,,265.09355,
,,265.1635,
,,265.17665,
,,265.17915,
,,265.195275,
,,265.210775,
,,265.22615,
,,265.2381,
,,265.28785,
,,265.341825,
,,265.353925,
,,265.4058,
,,265.421025,
,,265.452475,
,,265.488275,
,,265.512575,
,,265.535875,
,,265.5531,
,,265.584125,
,,265.6001,
,,265.629,
,,265.6459,
,,265.67395,
,,265.693025,
,,265.717375,
,,265.7825,
,,265.803875,
,,265.8135,
,,265.82975,
,,265.831875,
,,265.891925,
,,265.9142,
,,265.923925,
,,265.93465,
,,265.979025,
,,265.99585,
,,266.0169,
,,266.03335,
,,266.045575,
,,266.0876,
,,266.103575,
,,266.13425,
,,266.1412,
,,266.1595,
,,266.200775,
,,266.212225,
,,266.293225,
,,266.338325,
,,266.366425,
,,266.3951,
,,266.44425,
,,266.45865,
,,266.502825,
,,266.534725,
,,266.572275,
,,266.593075,
,,266.6336,
,,266.66465,
,,266.700625,
,,266.7383,
,,266.762875,
,,266.785375,
,,266.807425,
,,266.83945,
,,266.872275,
,,266.951025,
,,266.964225,
,,266.977675,
,,266.9921,
,,267.0193,
,,267.03525,
,,267.09385,
,,267.116025,
,,267.161,
,,267.184125,
,,267.192575,
,,267.207725,
,,267.2309,
,,267.2527,
,,267.2714,
,,267.29025,
,,267.30055,
,,267.30805,
,,267.3192,
,,267.3334,
,,267.375425,
,,267.393675,
,,267.40875,
,,267.445175,
,,267.467125,
,,267.4977,
,,267.5426,
,,267.57375,
,,267.593275,
,,267.603025,
,,267.630875,
,,267.66095,
,,267.7155,
,,267.770625,
,,267.7728,
,,267.800925,
,,267.8318,
,,267.86635,
,,267.895775,
,,267.941475,
,,267.999925,
,,268.041025,
,,268.071925,
,,268.119925,
,,268.162425,
,,268.21225,
,,268.250525,
,,268.274775,
,,268.31045,
,,268.334375,
,,268.34785,
,,268.3681,
,,268.4018,
,,268.4332,
,,268.4644,
,,268.4814,
,,268.515425,
,,268.555025,
,,268.56595,
,,268.58225,
,,268.6351,
,,268.6599,
,,268.6731,
,,268.68845,
,,268.6957,
,,268.704175,
,,268.72955,
,,268.741475,
,,268.75605,
,,268.78835,
,,268.789625,
,,268.813425,
,,268.853525,
,,268.93365,
,,268.95695,
,,268.984925,
,,268.999675,
,,269.009225,
,,269.0253,
,,269.03475,
,,269.063325,
,,269.0821,
,,269.12065,
,,269.150075,
,,269.16735,
,,269.18865,
,,269.204825,
,,269.226375,
,,269.24675,
,,269.27395,
,,269.2982,
,,269.403725,
,,269.440625,
,,269.49715,
,,269.5213,
,,269.5397,
,,269.541125,
,,269.563675,
,,269.58095,
,,269.588575,
,,269.621825,
,,269.63815,
,,269.6614,
,,269.671175,
,,269.694675,
,,269.7544,
,,269.77955,
,,269.806675,
,,269.83405,
,,269.856675,
,,269.902475,
,,269.9375,
,,269.961,
,,269.9831,
,,270.004425,
,,270.02365,
,,270.0477,
,,270.054975,
,,270.0802,
,,270.103425,
,,270.116125,
,,270.12915,
,,270.157,
,,270.1667,
,,270.178625,
,,270.1952,
,,270.225275,
,,270.2368,
,,270.24395,
,,270.24745,
,,270.253875,
,,270.2679,
,,270.2729,
,,270.278775,
,,270.31105,
,,270.323325,
,,270.332975,
,,270.387075,
,,270.401975,
,,270.414975,
,,270.4343,
,,270.450825,
,,270.463075,
,,270.48435,
,,270.51195,
,,270.557575,
,,270.57125,
,,270.582,
,,270.594925,
,,270.611875,
,,270.629775,
,,270.645375,
,,270.648075,
,,270.6969,
,,270.721325,
,,270.727825,
,,270.7422,
,,270.759225,
,,270.78125,
,,270.803325,
,,270.8154,
,,270.847775,
,,270.86495,
,,270.89955,
,,270.920575,
,,270.97665,
,,270.999075,
,,271.00655,
,,271.0242,
,,271.030475,
,,271.039025,
,,271.055325,
,,271.071525,
,,271.091225,
,,271.0943,
,,271.0996,
,,271.108225,
,,271.11795,
,,271.150875,
,,271.156,
,,271.1647,
,,271.17905,
,,271.213775,
,,271.2221,
,,271.233,
,,271.246125,
,,271.259975,
,,271.2757,
,,271.284275,
,,271.3029,
,,271.3423,
,,271.345075,
,,271.35935,
,,271.3676,
,,271.37365,
,,271.396475,
,,271.40755,
,,271.430975,
,,271.477525,
,,271.4895,
,,271.527925,
,,271.558075,
,,271.624375,
,,271.649375,
,,271.669525,
,,271.708925,
,,271.7331,
,,271.79035,
,,271.847825,
,,271.9575,
,,271.9865,
,,272.00995,
,,272.0243,
,,272.047975,
,,272.1271,
,,272.15755,
,,272.232975,
,,272.26365,
,,272.28375,
,,272.3149,
,,272.3449,
,,272.3661,
,,272.409825,
,,272.445625,
,,272.464975,
,,272.492075,
,,272.634425,
,,272.654475,
,,272.6856,
,,272.7019,
,,272.72845,
,,272.7384,
,,272.757675,
,,272.763275,
,,272.773825,
,,272.778375,
,,272.7824,
,,272.789425,
,,272.8105,
,,272.821225,
,,272.8348,
,,272.845525,
,,272.855625,
,,272.885725,
,,272.91325,
,,272.92885,
,,272.941625,
,,272.957475,
,,272.9922,
,,272.99455,
,,273.0109,
,,273.040475,
,,273.051125,
,,273.076025,
,,273.094475,
,,273.13965,
,,273.179375,
,,273.191775,
,,273.2694,
,,273.280025,
,,273.31005,
,,273.321125,
,,273.3451,
,,273.364975,
,,273.38715,
,,273.417375,
,,273.443975,
,,273.46215,
,,273.486525,
,,273.500475,
,,273.516875,
,,273.532575,
,,273.56275,
,,273.57,
,,273.58535,
,,273.612575,
,,273.6276,
,,273.667225,
,,273.7184,
,,273.750575,
,,273.7929,
,,273.8079,
,,273.824,
,,273.83635,
,,273.839325,
,,273.8553,
,,273.881125,
,,273.899325,
,,273.908925,
,,273.9518,
,,273.9763,
,,274.01235,
,,274.0471,
,,274.074325,
,,274.100675,
,,274.12255,
,,274.166825,
,,274.1853,
,,274.2045,
,,274.218825,
,,274.292,
,,274.321575,
,,274.3618,
,,274.410475,
,,274.446325,
,,274.47635,
,,274.4937,
,,274.5229,
,,274.564275,
,,274.5791,
,,274.59135,
,,274.6009,
,,274.6287,
,,274.6399,
,,274.689275,
,,274.697225,
,,274.730075,
,,274.74115,
,,274.7526,
,,274.765675,
,,274.79435,
,,274.808875,
,,274.85145,
,,274.8694,
,,274.886025,
,,274.89855,
,,274.909075,
,,274.919025,
,,274.929325,
,,274.973525,
,,275.014725,
,,275.047025,
,,275.09605,
,,275.11915,
,,275.163675,
,,275.18555,
,,275.189675,
,,275.202575,
,,275.2212,
,,275.239225,
,,275.2559,
,,275.2679,
,,275.27845,
,,275.30195,
,,275.3196,
,,275.379525,
,,275.41255,
,,275.43915,
,,275.4613,
,,275.49525,
,,275.512825,
,,275.5426,
,,275.557175,
,,275.572975,
,,275.581375,
,,275.62295,
,,275.638475,
,,275.653425,
,,275.681625,
,,275.7155,
,,275.732975,
,,275.744625,
,,275.748875,
,,275.762275,
,,275.774925,
,,275.7844,
,,275.796075,
,,275.806025,
,,275.81775,
,,275.833825,
,,275.842125,
,,275.8709,
,,275.938075,
,,275.95555,
,,275.9688,
,,276.010875,
,,276.046275,
,,276.076,
,,276.086575,
,,276.090275,
,,276.1191,
,,276.1451,
,,276.1645,
,,276.1775,
,,276.197325,
,,276.21445,
,,276.2347,
,,276.297,
,,276.329675,
,,276.359625,
,,276.376825,
,,276.399975,
,,276.414375,
,,276.4246,
,,276.444675,
,,276.455675,
,,276.467625,
,,276.479525,
,,276.485275,
,,276.5246,
,,276.5505,
,,276.557475,
,,276.56935,
,,276.5943,
,,276.61735,
,,276.641,
,,276.655575,
,,276.7067,
,,276.729025,
,,276.733375,
,,276.75125,
,,276.78575,
,,276.8316,
,,276.86025,
,,276.88585,
,,276.910675,
,,276.967225,
,,276.9924,
,,277.015275,
,,277.09625,
,,277.139375,
,,277.2034,
,,277.224925,
,,277.23535,
,,277.258825,
,,277.279225,
,,277.403575,
,,277.42745,
,,277.445,
,,277.46775,
,,277.48465,
,,277.50205,
,,277.53225,
,,277.543525,
,,277.566975,
,,277.5883,
,,277.613175,
,,277.62655,
,,277.643575,
,,277.670625,
,,277.689875,
,,277.7391,
,,277.77045,
,,277.851275,
,,277.9065,
,,277.920675,
,,277.9359,
,,277.9442,
,,277.952675,
,,277.960725,
,,277.9678,
,,277.99195,
,,278.0069,
,,278.029775,
,,278.038425,
,,278.0555,
,,278.06875,
,,278.082425,
,,278.0847,
,,278.095875,
