SPK_SPKC02a,SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC15a
270.343175,,,,,72.96755,283.84835,194.025875,214.742625
270.36265,,,,,72.988875,283.920725,194.087675,214.778
270.429825,,,,,73.071875,284.0122,194.170575,214.91055
270.4753,,,,,73.0825,284.162625,194.183175,215.0198
270.528075,,,,,73.098225,284.270525,194.2071,215.034625
270.56265,,,,,73.116075,284.69715,194.222425,215.27285
270.63455,,,,,73.1547,285.11035,194.250825,215.300275
270.65525,,,,,73.16125,285.12105,194.30445,215.32835
270.763975,,,,,73.177225,285.4003,194.370575,215.527275
270.7757,,,,,73.209475,285.470375,194.40855,215.706925
270.917625,,,,,73.21565,285.590725,194.448225,215.793625
270.9467,,,,,73.311825,285.608175,194.480925,215.82435
270.98205,,,,,73.4946,286.100925,194.508375,216.179675
271.023325,,,,,73.5244,286.121825,194.572225,216.2259
271.08055,,,,,73.572675,286.210975,194.61475,216.233275
271.702375,,,,,73.596525,286.21575,194.6379,216.255125
271.7492,,,,,73.64855,286.300175,194.6751,216.273325
271.8153,,,,,73.68575,286.315,194.739675,216.27875
271.89755,,,,,73.7224,286.63475,194.748125,216.2978
271.970125,,,,,73.73895,287.14425,194.7755,216.336875
272.1176,,,,,73.776875,287.570525,194.7941,216.3619
272.2577,,,,,73.926775,287.736625,194.80735,216.414275
272.27055,,,,,73.95915,287.917375,194.828725,216.69965
272.302775,,,,,73.994225,288.1298,194.844925,216.8034
272.419375,,,,,74.020925,288.424725,194.869325,216.8477
272.43115,,,,,74.02575,289.008925,194.902175,216.998175
272.4957,,,,,74.1375,289.150725,194.958675,217.047225
272.6361,,,,,74.1489,289.5551,195.042375,217.055775
272.6602,,,,,74.32715,289.7711,195.0478,217.0638
272.9239,,,,,74.35115,289.83485,195.0686,217.244175
273.0386,,,,,74.37115,289.89225,195.1025,217.299725
273.3924,,,,,74.378275,289.9198,195.133675,217.317875
273.536725,,,,,74.426075,289.935475,195.1626,217.3606
273.80805,,,,,74.535,290.3996,195.2096,217.37285
273.97035,,,,,74.55515,290.62785,195.254475,217.4112
274.06035,,,,,74.578675,290.698075,195.33825,217.6094
274.130325,,,,,74.606325,291.2655,195.390725,217.626625
274.560425,,,,,74.70395,291.5764,195.4421,217.705575
274.668375,,,,,74.7138,291.74355,195.47965,217.802075
274.77305,,,,,74.80665,291.974725,195.5081,217.87765
274.881625,,,,,74.876675,292.0539,195.536775,218.04125
275.010725,,,,,74.984,292.28745,195.59795,218.08515
275.12,,,,,75.013275,292.3388,195.63705,218.170075
275.47085,,,,,75.086675,292.5776,195.7109,218.214975
275.68255,,,,,75.1021,292.648575,195.74425,218.31575
275.779975,,,,,75.126825,292.92965,195.82005,218.4423
275.889075,,,,,75.14485,293.515725,195.8588,218.451175
275.896975,,,,,75.17625,293.6842,195.913825,218.6597
275.9398,,,,,75.22625,293.7568,195.9408,218.696175
276.0103,,,,,75.519875,294.1422,195.964925,218.816075
276.71725,,,,,75.54715,294.307075,195.990175,218.848375
277.829375,,,,,75.593625,294.390275,196.004675,218.967675
277.9741,,,,,75.721775,294.5459,196.0285,218.9691
277.987375,,,,,75.791425,295.545625,196.0489,218.985625
278.301875,,,,,75.8016,295.58105,196.067725,219.113575
278.3131,,,,,75.8581,295.595525,196.0863,219.126525
278.47125,,,,,76.384375,295.72645,196.1047,219.308975
278.66855,,,,,76.436975,295.752725,196.142125,219.338425
279.077675,,,,,76.6106,295.820175,196.168125,219.346425
279.733,,,,,76.823625,296.2379,196.218225,219.35455
279.837675,,,,,76.83885,296.4037,196.2432,219.427825
280.642825,,,,,76.87775,296.53965,196.2678,219.76695
281.590375,,,,,76.92525,296.707225,196.301675,219.7846
282.7842,,,,,76.955775,296.749375,196.321225,219.80045
283.09135,,,,,76.9726,296.855325,196.3546,219.8082
283.1084,,,,,76.98745,297.01525,196.4324,219.917575
284.454475,,,,,77.06165,297.060025,196.460525,219.9886
284.4595,,,,,77.088025,297.083,196.523775,220.028925
284.535325,,,,,77.107275,297.2488,196.569525,220.20595
284.5487,,,,,77.13455,297.333975,196.611975,220.275975
286.518575,,,,,77.23505,297.36995,196.6726,220.297575
287.05685,,,,,77.305275,297.4733,196.69715,220.305775
287.12605,,,,,77.3305,297.85045,196.777375,220.3078
287.299025,,,,,77.3501,298.01155,196.80605,220.375325
287.41705,,,,,77.3842,298.033575,196.8361,220.39225
287.599,,,,,77.394575,298.236375,196.876475,220.414025
288.023575,,,,,77.42875,298.529575,196.90325,220.436675
288.63945,,,,,77.441125,298.618725,196.926425,220.5937
289.0184,,,,,77.4517,298.7481,196.997975,220.68225
289.1509,,,,,77.454575,298.901825,197.031775,220.747725
289.556625,,,,,77.460275,299.19095,197.056975,220.91735
289.63735,,,,,77.50745,299.3128,197.1322,221.203775
289.690375,,,,,77.56515,299.551375,197.1584,221.26235
289.789825,,,,,77.609075,,197.20195,221.28605
289.850075,,,,,77.638375,,197.237725,221.76915
289.97735,,,,,77.6602,,197.271225,221.7985
290.09665,,,,,77.6727,,197.3126,221.80605
290.313775,,,,,77.6742,,197.365225,221.89315
290.385975,,,,,77.71915,,197.497775,222.112175
290.43135,,,,,77.738025,,197.527875,222.8162
290.4438,,,,,77.763325,,197.614925,222.828225
290.463975,,,,,77.838825,,197.680325,222.847425
290.523,,,,,77.8619,,197.70775,222.8682
290.565625,,,,,77.8937,,197.755075,222.8927
290.57055,,,,,77.899075,,197.82665,222.909775
290.632125,,,,,77.919075,,197.9373,222.914275
290.797275,,,,,77.93275,,198.040475,222.9163
290.84645,,,,,77.9614,,198.07935,223.1737
291.18065,,,,,77.96735,,198.177,223.189525
291.258875,,,,,77.992325,,198.3041,223.26345
291.3032,,,,,78.005475,,198.337625,223.353875
291.58515,,,,,78.06985,,198.43185,223.389775
291.688475,,,,,78.126975,,198.5419,223.409875
291.714125,,,,,78.22945,,198.62435,223.466075
291.774925,,,,,78.28405,,198.759875,224.042
291.833825,,,,,78.312475,,198.791025,224.080925
292.04395,,,,,78.333525,,198.843125,224.24665
292.077325,,,,,78.430375,,198.87205,224.26425
292.134425,,,,,78.433,,198.942,224.33105
292.240475,,,,,78.4427,,198.976475,224.3589
292.250075,,,,,78.4561,,199.01395,224.37385
292.37885,,,,,78.4703,,199.056625,224.44885
292.533975,,,,,78.489075,,199.1889,224.9117
292.562525,,,,,78.5184,,199.388225,225.1005
292.72435,,,,,78.531175,,199.4547,225.1406
292.811175,,,,,78.5613,,199.576825,225.14505
292.9056,,,,,78.60465,,199.62355,225.15375
292.9658,,,,,78.61795,,199.68945,225.32715
293.022775,,,,,78.636125,,199.745575,225.4521
293.068075,,,,,78.651925,,199.880375,225.567275
293.10695,,,,,78.669075,,199.95895,225.59605
293.253775,,,,,78.680025,,200.0061,225.638025
293.3792,,,,,78.69535,,200.0525,225.68085
293.499,,,,,78.715325,,200.085525,225.987725
293.566725,,,,,78.739675,,200.141025,226.151875
293.74225,,,,,78.7576,,200.259975,226.3517
293.917,,,,,78.77885,,200.296725,226.39335
294.06195,,,,,78.805075,,200.3516,226.716225
294.2447,,,,,78.81175,,200.382025,226.820425
294.33285,,,,,78.83,,200.424325,226.85635
294.392875,,,,,78.8312,,200.482075,227.256975
294.446825,,,,,78.838925,,200.544075,227.419275
294.5704,,,,,78.85585,,200.6134,227.471275
294.5789,,,,,78.9138,,200.739825,227.633225
294.678125,,,,,78.91895,,200.8198,227.717275
294.725025,,,,,78.9273,,201.090525,227.91775
294.887075,,,,,78.929325,,201.2578,227.9686
294.997675,,,,,78.9382,,201.351875,228.02595
295.0813,,,,,78.956625,,201.369925,228.037575
295.2031,,,,,78.966725,,201.4062,228.280825
295.265675,,,,,78.9922,,201.43805,228.310925
295.326275,,,,,79.0167,,201.513,228.452175
295.33195,,,,,79.034475,,201.5726,228.491075
295.3806,,,,,79.049125,,201.61945,228.53795
295.9544,,,,,79.06385,,201.71275,228.801225
295.9855,,,,,79.095425,,201.85035,228.903575
296.04905,,,,,79.10925,,201.954725,228.974675
296.17055,,,,,79.14395,,201.969325,228.9822
296.197675,,,,,79.208975,,202.009725,229.010175
296.28075,,,,,79.22085,,202.050475,229.0308
296.4123,,,,,79.226625,,202.062125,229.046425
296.47415,,,,,79.232975,,202.20915,229.068875
296.5159,,,,,79.252975,,202.289175,229.2206
296.517625,,,,,79.277775,,202.44505,229.2664
296.6632,,,,,79.303275,,202.467175,229.30415
296.84775,,,,,79.3174,,202.487825,229.312975
297.13775,,,,,79.324325,,202.521425,230.0702
297.276975,,,,,79.358975,,202.539175,230.163825
297.31895,,,,,79.36925,,202.553275,230.281225
297.380725,,,,,79.386975,,202.577,230.518725
297.56015,,,,,79.393625,,202.604775,230.542175
297.564475,,,,,79.432,,202.665975,230.5742
297.744825,,,,,79.458875,,202.69565,230.7243
297.985475,,,,,79.4723,,202.7588,230.94935
298.11885,,,,,79.484275,,202.8397,230.95225
298.218825,,,,,79.5017,,202.9188,230.98765
298.2764,,,,,79.50415,,202.936125,231.0963
298.327275,,,,,79.523075,,202.9554,231.101425
298.4428,,,,,79.535375,,202.976,231.14265
298.4852,,,,,79.547575,,203.0202,231.277275
298.4879,,,,,79.565775,,203.07535,231.3528
298.578225,,,,,79.57845,,203.162775,231.5571
298.717475,,,,,79.586675,,203.202125,231.694225
298.780125,,,,,79.65965,,203.26565,231.92665
298.847,,,,,79.66755,,203.29185,231.93685
299.01855,,,,,79.693425,,203.338525,231.96225
299.1597,,,,,79.7213,,203.35485,232.05505
299.25305,,,,,79.729025,,203.397725,232.327475
299.59395,,,,,79.73235,,203.44065,232.395325
299.9254,,,,,79.734825,,203.454,232.672475
,,,,,79.744225,,203.4755,232.893425
,,,,,79.75295,,203.543575,233.0116
,,,,,79.777025,,203.58135,233.023475
,,,,,79.835975,,203.60315,233.087525
,,,,,79.861625,,203.626275,233.4337
,,,,,79.870875,,203.696075,233.444
,,,,,79.8838,,203.734375,233.450075
,,,,,79.95985,,203.76875,233.82055
,,,,,79.988,,203.793875,233.85
,,,,,80.007325,,203.837325,233.908225
,,,,,80.014275,,203.9997,233.986075
,,,,,80.0605,,204.071375,234.0233
,,,,,80.07055,,204.107,234.224375
,,,,,80.1172,,204.219375,234.63135
,,,,,80.135275,,204.247875,234.72305
,,,,,80.143725,,204.27715,234.8819
,,,,,80.149425,,204.321225,234.9766
,,,,,80.165025,,204.35135,235.24385
,,,,,80.2022,,204.375575,235.251175
,,,,,80.316475,,204.419975,235.301775
,,,,,80.328025,,204.4446,235.7056
,,,,,80.363725,,204.470725,235.772675
,,,,,80.47855,,204.493475,236.306875
,,,,,80.4896,,204.535525,236.3229
,,,,,80.51895,,204.57635,236.338725
,,,,,80.545075,,204.618475,236.419125
,,,,,80.549075,,204.652775,236.532825
,,,,,80.569125,,204.6956,236.593625
,,,,,80.603925,,204.716475,236.6488
,,,,,80.6083,,204.773975,236.743675
,,,,,80.62175,,204.809975,236.854875
,,,,,80.623775,,204.87465,236.909625
,,,,,80.63455,,204.882825,237.081875
,,,,,80.699725,,204.931,237.241575
,,,,,80.7319,,204.98625,237.261375
,,,,,80.797125,,205.0366,237.3595
,,,,,80.8269,,205.087475,237.62635
,,,,,80.876075,,205.1201,238.575025
,,,,,81.01825,,205.151375,238.663175
,,,,,81.05085,,205.172825,238.83475
,,,,,81.067075,,205.2003,238.840725
,,,,,81.08115,,205.223325,238.93345
,,,,,81.13865,,205.234525,238.974025
,,,,,81.18215,,205.25355,239.019475
,,,,,81.19705,,205.2938,239.06045
,,,,,81.2078,,205.347075,239.3647
,,,,,81.213375,,205.401275,239.5277
,,,,,81.22345,,205.4136,239.589575
,,,,,81.22835,,205.43665,239.876975
,,,,,81.23495,,205.4772,239.891525
,,,,,81.255975,,205.512875,240.0001
,,,,,81.2588,,205.55425,240.4969
,,,,,81.263,,205.568625,240.569025
,,,,,81.27495,,205.590375,240.5867
,,,,,81.288575,,205.683975,240.604525
,,,,,81.302325,,205.695075,240.6424
,,,,,81.3112,,205.730075,240.669125
,,,,,81.358225,,205.841,240.775925
,,,,,81.365925,,205.855425,240.804975
,,,,,81.372475,,205.892725,240.846625
,,,,,81.374175,,205.94985,240.9352
,,,,,81.397125,,205.9644,240.96255
,,,,,81.4094,,205.98405,241.116325
,,,,,81.421225,,206.030175,241.135
,,,,,81.427275,,206.204625,241.23885
,,,,,81.5021,,206.234175,241.2434
,,,,,81.51525,,206.30275,241.355375
,,,,,81.532675,,206.330575,241.4094
,,,,,81.575075,,206.35425,241.68235
,,,,,81.57935,,206.36685,241.7804
,,,,,81.60285,,206.39765,241.94005
,,,,,81.612825,,206.4385,241.96785
,,,,,81.62775,,206.457975,242.0222
,,,,,81.64425,,206.473525,242.0894
,,,,,81.665675,,206.492725,242.09815
,,,,,81.68755,,206.56945,242.4433
,,,,,81.71145,,206.648825,242.8167
,,,,,81.7418,,206.6683,242.9986
,,,,,81.758225,,206.73185,243.1715
,,,,,81.78145,,206.770975,243.1965
,,,,,81.78905,,206.79525,243.27495
,,,,,81.801725,,206.8194,243.63525
,,,,,81.81525,,206.8508,243.888275
,,,,,81.83445,,206.90405,243.974075
,,,,,81.904175,,206.93185,244.14275
,,,,,82.011275,,206.963375,244.564275
,,,,,82.129025,,207.03405,244.6073
,,,,,82.216425,,207.059875,244.83395
,,,,,82.35095,,207.106975,245.006525
,,,,,82.356425,,207.144,245.0253
,,,,,82.456375,,207.176925,245.22235
,,,,,82.478625,,207.270475,245.23395
,,,,,82.540075,,207.310975,245.336825
,,,,,83.226175,,207.34355,245.479975
,,,,,83.29485,,207.38045,245.5572
,,,,,83.453725,,207.41955,245.5919
,,,,,83.630925,,207.438875,245.868925
,,,,,83.687,,207.47265,245.94505
,,,,,83.725375,,207.528575,246.1099
,,,,,83.75615,,207.54825,246.1244
,,,,,83.83,,207.575975,246.186475
,,,,,83.888925,,207.625575,246.23175
,,,,,83.91235,,207.65355,246.236175
,,,,,83.96575,,207.701125,246.460275
,,,,,83.976325,,207.7685,246.542075
,,,,,83.986625,,207.805875,246.580125
,,,,,83.99425,,207.86365,246.596775
,,,,,84.04295,,207.912875,246.821725
,,,,,84.0636,,207.9269,246.825675
,,,,,84.0661,,207.95555,246.8807
,,,,,84.077525,,207.99975,246.902375
,,,,,84.09485,,208.01535,246.95995
,,,,,84.128425,,208.027275,247.0833
,,,,,84.15435,,208.041225,247.13075
,,,,,84.171775,,208.065375,247.23515
,,,,,84.201,,208.097,247.471975
,,,,,84.209225,,208.120825,247.55385
,,,,,84.219,,208.15025,247.6239
,,,,,84.23785,,208.258075,247.73345
,,,,,84.246175,,208.353575,247.752675
,,,,,84.279925,,208.417375,248.01695
,,,,,84.327,,208.439425,248.070475
,,,,,84.3346,,208.46295,248.10445
,,,,,84.382275,,208.53775,248.223675
,,,,,84.410875,,208.5492,248.449375
,,,,,84.42835,,208.574325,248.4524
,,,,,84.451425,,208.627075,248.51235
,,,,,84.4751,,208.667025,248.59975
,,,,,84.489525,,208.709875,248.687825
,,,,,84.5159,,208.79595,248.71825
,,,,,84.573775,,208.813725,248.8064
,,,,,84.588375,,208.841525,248.962125
,,,,,84.5934,,208.85305,248.98195
,,,,,84.60865,,208.8784,249.067
,,,,,84.6167,,208.912925,249.1243
,,,,,84.626125,,208.93275,249.31935
,,,,,84.644475,,208.959075,249.342225
,,,,,84.654225,,209.050625,249.353625
,,,,,84.672575,,209.07665,249.5317
,,,,,84.693325,,209.097925,249.748375
,,,,,84.696725,,209.1373,249.76515
,,,,,84.714825,,209.18335,249.789975
,,,,,84.733825,,209.223675,249.820225
,,,,,84.777825,,209.252325,249.893525
,,,,,84.7973,,209.297025,250.034025
,,,,,84.82235,,209.362,250.128875
,,,,,84.871775,,209.417075,250.198325
,,,,,84.900225,,209.489,250.237725
,,,,,84.946525,,209.540725,250.2688
,,,,,84.9907,,209.5703,250.31735
,,,,,85.007275,,209.733175,250.33145
,,,,,85.031675,,209.7822,250.4453
,,,,,85.06155,,209.8131,250.60435
,,,,,85.074775,,209.84825,250.639475
,,,,,85.096625,,209.94595,250.697425
,,,,,85.141025,,210.000175,250.711625
,,,,,85.2075,,210.07515,250.7432
,,,,,85.2498,,210.105725,250.7876
,,,,,85.25715,,210.1501,250.9909
,,,,,85.3482,,210.171825,251.114775
,,,,,85.4419,,210.2121,251.179
,,,,,85.489525,,210.2347,251.28665
,,,,,85.49545,,210.2558,251.2897
,,,,,85.519675,,210.267925,251.31205
,,,,,85.63475,,210.304825,251.353525
,,,,,85.696575,,210.329225,251.5303
,,,,,85.7405,,210.366225,251.5998
,,,,,85.7849,,210.38245,251.71875
,,,,,85.875725,,210.41365,251.7623
,,,,,85.89355,,210.434475,251.833475
,,,,,86.10275,,210.474125,252.116
,,,,,86.125125,,210.4912,252.220925
,,,,,86.156625,,210.515375,252.391675
,,,,,86.184,,210.58965,252.4785
,,,,,86.2005,,210.73325,252.5025
,,,,,86.212175,,210.754025,252.54155
,,,,,86.231525,,210.980625,252.734075
,,,,,86.3552,,210.99895,252.784725
,,,,,86.3808,,211.00915,252.813575
,,,,,86.569025,,211.0425,253.089225
,,,,,86.581025,,211.05575,253.16415
,,,,,86.727775,,211.0742,253.212625
,,,,,86.75145,,211.09325,253.293325
,,,,,86.78145,,211.1067,253.512575
,,,,,86.807175,,211.163325,253.60905
,,,,,86.8505,,211.245,253.751225
,,,,,86.870725,,211.281725,253.8484
,,,,,86.903275,,211.363225,253.909125
,,,,,86.91875,,211.411525,254.134425
,,,,,86.933675,,211.45315,254.203025
,,,,,86.96305,,211.5438,254.537275
,,,,,86.97535,,211.7375,254.543775
,,,,,87.0474,,211.82945,254.564
,,,,,87.087475,,211.846325,254.639375
,,,,,87.1132,,211.88145,254.689475
,,,,,87.342775,,212.1458,254.957725
,,,,,87.35775,,212.210075,255.230375
,,,,,87.403825,,212.305575,255.253175
,,,,,87.4408,,212.33885,255.271825
,,,,,87.4531,,212.406725,255.598925
,,,,,87.485225,,212.46575,255.772775
,,,,,87.5259,,212.744275,255.797925
,,,,,87.648175,,212.774875,255.804525
,,,,,87.7397,,212.80805,255.95725
,,,,,88.077325,,212.863225,256.01275
,,,,,88.210925,,212.895425,256.014275
,,,,,88.260725,,212.946425,256.24425
,,,,,88.283075,,212.972775,256.538725
,,,,,88.2907,,212.992,256.58355
,,,,,88.33405,,213.027175,256.735075
,,,,,88.3666,,213.04685,256.76675
,,,,,88.388625,,213.1294,256.81545
,,,,,88.508675,,213.2034,256.85295
,,,,,88.513325,,213.2276,256.977025
,,,,,88.55295,,213.2875,256.9928
,,,,,88.572125,,213.36,257.04645
,,,,,88.5849,,213.401975,257.1454
,,,,,88.63125,,213.434375,257.2813
,,,,,88.64905,,213.4652,257.552975
,,,,,88.666925,,213.4799,257.657925
,,,,,88.685725,,213.56385,257.673925
,,,,,88.68905,,213.652475,257.6945
,,,,,88.691825,,213.67295,257.86375
,,,,,88.70235,,213.7062,258.00525
,,,,,88.7604,,213.730675,258.025325
,,,,,88.7835,,213.74345,258.06595
,,,,,88.796525,,213.7758,258.197225
,,,,,88.807125,,213.8084,258.210275
,,,,,88.81295,,213.83925,258.474575
,,,,,88.830225,,213.886825,258.5332
,,,,,88.833,,213.8924,258.578625
,,,,,88.847025,,213.8995,258.653925
,,,,,88.85775,,213.9103,258.702475
,,,,,88.8959,,213.9281,258.775375
,,,,,88.92915,,213.953925,259.08035
,,,,,88.939225,,213.994125,259.379625
,,,,,88.943725,,214.0575,259.53915
,,,,,88.962425,,214.1041,259.56775
,,,,,88.972075,,214.1542,259.8344
,,,,,88.982825,,214.204725,259.854475
,,,,,88.994675,,214.23075,259.872975
,,,,,89.007425,,214.275125,259.914825
,,,,,89.02845,,214.2953,259.9304
,,,,,89.03685,,214.31545,260.005025
,,,,,89.0459,,214.338775,260.0443
,,,,,89.05205,,214.43325,260.09615
,,,,,89.106225,,214.539625,260.13315
,,,,,89.11715,,214.58795,260.1645
,,,,,89.1553,,214.648425,260.291375
,,,,,89.17955,,214.69215,260.4073
,,,,,89.191125,,214.7573,260.416825
,,,,,89.199625,,214.791125,260.456875
,,,,,89.205175,,214.83805,260.4766
,,,,,89.221,,214.87255,260.5056
,,,,,89.2727,,214.897,260.577225
,,,,,89.297025,,214.9513,260.73355
,,,,,89.312875,,215.03705,260.74955
,,,,,89.32745,,215.1089,260.896175
,,,,,89.3501,,215.277325,261.0948
,,,,,89.36045,,215.30035,261.112775
,,,,,89.389075,,215.3119,261.249025
,,,,,89.4429,,215.328575,261.3883
,,,,,89.491375,,215.346775,261.46165
,,,,,89.54875,,215.381575,261.463475
,,,,,89.628075,,215.40495,261.47485
,,,,,89.6703,,215.438,261.605075
,,,,,89.698175,,215.463825,261.772525
,,,,,89.72575,,215.48245,261.824125
,,,,,89.7601,,215.49195,261.942675
,,,,,89.867675,,215.52735,261.97845
,,,,,89.879525,,215.54215,262.061625
,,,,,89.988825,,215.6131,262.12985
,,,,,90.049525,,215.635625,262.231175
,,,,,90.054325,,215.675,262.238525
,,,,,90.070625,,215.723375,262.29065
,,,,,90.163825,,215.748025,262.3569
,,,,,90.19695,,215.79215,262.364425
,,,,,90.254675,,215.8296,262.46535
,,,,,90.273375,,215.8602,262.5194
,,,,,90.2887,,215.9213,262.563475
,,,,,90.349925,,215.94915,262.80425
,,,,,90.360725,,215.9855,262.878775
,,,,,90.3792,,216.05375,263.134875
,,,,,90.3954,,216.2546,263.14665
,,,,,90.4097,,216.30275,263.165175
,,,,,90.47485,,216.333825,263.1944
,,,,,90.49015,,216.36485,263.305575
,,,,,90.5435,,216.42065,263.64175
,,,,,90.651025,,216.452275,263.705575
,,,,,90.917725,,216.468475,263.714675
,,,,,90.944325,,216.50515,263.7242
,,,,,91.16605,,216.54855,263.731625
,,,,,91.23565,,216.60985,263.753
,,,,,91.611725,,216.6216,263.7815
,,,,,91.6629,,216.666625,264.05545
,,,,,91.684725,,216.702425,264.149
,,,,,91.7274,,216.73615,264.463525
,,,,,91.79925,,216.777075,264.4762
,,,,,91.887175,,216.8152,264.5754
,,,,,91.921175,,216.8325,264.673375
,,,,,91.937475,,216.87555,264.97485
,,,,,91.947775,,216.904075,265.213125
,,,,,91.986725,,217.0002,265.342475
,,,,,91.993675,,217.027675,265.36415
,,,,,92.006925,,217.1261,265.53195
,,,,,92.02775,,217.13795,265.7415
,,,,,92.04715,,217.166075,265.759875
,,,,,92.0556,,217.20865,265.8025
,,,,,92.067575,,217.33995,265.9188
,,,,,92.08235,,217.364175,265.93105
,,,,,92.08895,,217.398425,265.93485
,,,,,92.1047,,217.415175,266.11085
,,,,,92.1193,,217.4702,266.308725
,,,,,92.127625,,217.493175,266.42755
,,,,,92.147425,,217.55095,266.50435
,,,,,92.156625,,217.572125,266.522225
,,,,,92.160825,,217.601475,266.575325
,,,,,92.1767,,217.6392,266.705575
,,,,,92.18005,,217.670725,266.708975
,,,,,92.215525,,217.71125,266.74385
,,,,,92.235625,,217.7404,266.781475
,,,,,92.263525,,217.76815,266.7959
,,,,,92.26795,,217.855225,266.8485
,,,,,92.27175,,217.920975,266.963825
,,,,,92.29335,,218.0233,267.037225
,,,,,92.351925,,218.1321,267.15215
,,,,,92.379875,,218.207275,267.33225
,,,,,92.4163,,218.232475,267.344375
,,,,,92.531,,218.24605,267.36015
,,,,,92.56715,,218.311725,267.36575
,,,,,92.5912,,218.324425,267.374125
,,,,,92.6164,,218.4424,267.377075
,,,,,92.640125,,218.49685,267.3856
,,,,,92.655975,,218.527925,267.40105
,,,,,92.67775,,218.556975,267.4354
,,,,,92.706975,,218.651975,267.504175
,,,,,92.7653,,218.67605,267.54045
,,,,,92.856975,,218.702225,267.558725
,,,,,92.87545,,218.730925,267.63895
,,,,,92.986025,,218.746025,267.67425
,,,,,93.012075,,218.8148,267.733925
,,,,,93.02815,,218.8359,267.756425
,,,,,93.040425,,218.866825,267.9178
,,,,,93.13075,,218.89905,267.9365
,,,,,93.142725,,218.9364,268.1177
,,,,,93.1585,,218.988425,268.1204
,,,,,93.207125,,219.006325,268.174975
,,,,,93.267125,,219.078575,268.192375
,,,,,93.277175,,219.09515,268.21585
,,,,,93.286525,,219.1708,268.218375
,,,,,93.4042,,219.220625,268.23745
,,,,,93.420775,,219.2824,268.3181
,,,,,93.496075,,219.343825,269.0316
,,,,,93.53975,,219.38665,269.27105
,,,,,93.549825,,219.402225,269.3092
,,,,,93.567375,,219.438625,269.3838
,,,,,93.5931,,219.462025,269.50725
,,,,,93.613175,,219.501825,269.660825
,,,,,93.62665,,219.529875,269.791325
,,,,,93.63125,,219.596725,269.925025
,,,,,93.65125,,219.72735,269.931275
,,,,,93.67355,,219.744225,270.037925
,,,,,93.6972,,219.814925,270.092475
,,,,,93.706775,,219.832875,270.153075
,,,,,93.713375,,219.84425,270.3427
,,,,,93.72665,,219.859525,270.512575
,,,,,93.751225,,219.98525,270.567175
,,,,,93.7706,,220.028225,270.573175
,,,,,93.795925,,220.15665,270.823625
,,,,,93.8001,,220.2037,270.88105
,,,,,93.870325,,220.21795,270.96095
,,,,,93.890075,,220.241875,271.294425
,,,,,93.914825,,220.275575,271.321825
,,,,,93.93035,,220.302675,271.5277
,,,,,93.940575,,220.313875,271.801175
,,,,,93.949425,,220.3235,271.80315
,,,,,93.978725,,220.3557,271.81525
,,,,,93.997425,,220.393875,271.864125
,,,,,94.02,,220.43335,272.033625
,,,,,94.04015,,220.478325,272.195675
,,,,,94.13245,,220.492675,272.257875
,,,,,94.18135,,220.50755,272.452
,,,,,94.21395,,220.5166,272.54865
,,,,,94.276175,,220.5316,272.5645
,,,,,94.36695,,220.554225,272.66285
,,,,,94.42075,,220.590075,272.7199
,,,,,94.46875,,220.698475,272.771525
,,,,,94.814125,,220.72025,272.8505
,,,,,94.894625,,220.83015,272.966625
,,,,,95.082825,,220.852275,272.98315
,,,,,95.1544,,220.905425,273.007575
,,,,,95.662675,,220.97355,273.00965
,,,,,95.89485,,220.98525,273.019125
,,,,,95.9109,,221.001175,273.2355
,,,,,96.061575,,221.0261,273.261625
,,,,,96.34005,,221.10475,273.3063
,,,,,96.351125,,221.16045,273.587375
,,,,,96.409875,,221.203575,273.666525
,,,,,96.447,,221.25005,273.873875
,,,,,96.47235,,221.276625,273.947025
,,,,,96.557475,,221.3485,274.072225
,,,,,96.578025,,221.3698,274.205175
,,,,,96.594225,,221.421775,274.269975
,,,,,96.6147,,221.443375,274.3094
,,,,,96.77365,,221.48545,274.350025
,,,,,96.78605,,221.5649,274.36035
,,,,,96.827025,,221.676925,274.40285
,,,,,96.93925,,221.722225,274.68145
,,,,,97.05725,,221.767075,274.778025
,,,,,97.086475,,221.791475,274.946375
,,,,,97.12695,,221.8266,274.9699
,,,,,97.137675,,221.89815,274.97985
,,,,,97.1864,,221.91795,274.982525
,,,,,97.20075,,221.932225,275.3846
,,,,,97.22985,,221.94465,275.4818
,,,,,97.25775,,221.982,275.522225
,,,,,97.261175,,222.020625,275.54915
,,,,,97.27675,,222.0497,275.5696
,,,,,97.3009,,222.0625,275.6917
,,,,,97.34545,,222.0884,275.919375
,,,,,97.34955,,222.1523,276.1625
,,,,,97.369025,,222.1849,276.175875
,,,,,97.382475,,222.22975,276.289725
,,,,,97.3927,,222.249525,276.40475
,,,,,97.428525,,222.342725,276.517975
,,,,,97.43215,,222.371725,276.572475
,,,,,97.443575,,222.406375,276.7249
,,,,,97.462475,,222.44415,276.792525
,,,,,97.484375,,222.46335,277.06285
,,,,,97.5937,,222.489525,277.2678
,,,,,97.605275,,222.50345,277.675975
,,,,,97.626175,,222.622725,277.704375
,,,,,97.638175,,222.710075,277.719925
,,,,,97.660875,,222.73355,277.73445
