SPK_SPKC01a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC07b
11.193425,12.956475,10.653075,23.231525
11.21695,12.971175,10.680825,23.256075
11.254825,13.01855,10.69615,23.533225
11.276725,13.15135,10.706875,23.551175
11.2975,13.2017,10.720275,23.579
11.3173,13.25555,10.7758,23.612775
11.342175,13.2721,10.80675,23.6672
11.376725,13.38555,10.82145,23.731875
11.400425,13.40465,10.83575,24.101875
11.437275,13.417325,10.847375,24.25515
11.454875,13.427675,10.882425,24.624625
11.4694,13.437775,10.90665,24.676575
11.488175,13.45555,10.9538,24.71895
11.50595,13.4651,10.9814,24.72855
11.520525,13.475325,11.01035,24.7406
11.53195,13.700075,11.061325,24.76105
11.552525,13.721475,11.07045,24.77325
11.57135,13.7281,11.0793,24.799525
11.5873,13.73665,11.087875,24.81775
11.6106,13.7472,11.1131,24.8316
11.629025,13.75715,11.168175,24.916275
11.647525,13.768775,11.1822,24.941
11.66735,13.78795,11.231375,25.0027
11.6902,13.80265,11.2491,25.076475
11.716275,13.809125,11.284575,25.1967
11.744175,14.030025,11.306375,25.3153
11.76625,14.0495,11.3535,25.4156
11.790925,14.05355,11.384525,25.443075
11.810675,14.1234,11.395675,25.6361
11.82885,14.1337,11.401975,25.883125
11.8505,14.145025,11.40685,25.9055
11.867875,14.172475,11.411625,25.95055
11.8827,14.186225,11.419225,25.992025
11.902975,14.1987,11.42535,26.24805
11.910675,14.223825,11.439875,26.3485
11.921625,14.234125,11.45305,26.4739
11.930325,14.24475,11.464875,26.51585
11.95075,14.26115,11.487825,26.813825
11.97325,14.269925,11.5032,26.835875
11.990625,14.2939,11.521725,26.8547
12.012875,14.323625,11.532125,26.8871
12.028725,14.428175,11.544125,26.910625
12.050725,14.457,11.548775,26.915425
12.062225,14.469525,11.560925,26.9425
12.08185,14.4832,11.56555,26.95545
12.102325,14.4967,11.573975,26.9681
12.120025,14.52965,11.57785,26.9957
12.143175,14.546325,11.587525,27.0063
12.163225,14.573575,11.598625,27.01825
12.18985,14.591875,11.60245,27.033825
12.21205,14.608675,11.6313,27.046425
12.230725,14.717575,11.6413,27.06265
12.25365,14.7698,11.65555,27.087725
12.27355,14.783375,11.690825,27.116125
12.29435,14.96625,11.70175,27.39145
12.333125,14.981975,11.709025,27.467425
12.3519,14.9965,11.7188,27.481125
12.37375,15.00955,11.72115,27.5026
12.394475,15.02205,11.728025,27.51085
12.417175,15.0381,11.741425,27.5242
12.4386,15.051575,11.747825,27.55135
12.462275,15.074825,11.754725,27.582225
12.486425,15.095025,11.758475,27.60765
12.505175,15.104475,11.76745,27.633125
12.529675,15.115325,11.771325,27.643575
12.554625,15.1254,11.781575,27.656275
12.573225,15.14395,11.786725,27.6792
12.597325,15.149475,11.791725,27.69835
12.620175,15.158925,11.812725,27.711075
12.646,15.16655,11.8214,27.7452
12.6724,15.176975,11.836975,27.79615
12.692525,15.3465,11.845225,27.84905
12.7162,15.360275,11.855375,27.987425
12.73895,15.37185,11.86725,28.0572
12.76795,15.383925,11.877675,28.07115
12.8062,15.3961,11.888525,28.08585
12.8223,15.419625,11.90555,28.09515
12.84075,15.446475,11.930175,28.1207
12.85945,15.47735,11.953125,28.133825
12.912475,15.501525,11.97395,28.15505
12.930925,15.514875,11.9813,28.173625
12.952575,15.537975,12.004,28.1912
12.9762,15.560925,12.018675,28.221025
12.98735,15.57365,12.03025,28.31925
13.001775,15.588825,12.057275,28.399475
13.02485,15.604275,12.082275,28.42335
13.053625,15.652325,12.094425,28.4392
13.080425,15.7642,12.11315,28.45195
13.1018,15.806725,12.138025,28.505275
13.117825,15.83475,12.15455,28.6054
13.141825,15.8505,12.1717,28.775025
13.163975,15.867075,12.20035,28.7886
13.1835,15.892275,12.228875,28.7997
13.219025,15.9036,12.238425,28.824775
13.23585,15.914,12.323,28.84805
13.26125,15.9263,12.3378,28.889275
13.289325,15.93345,12.34655,28.9221
13.307225,15.943,12.3559,28.949475
13.331825,16.038225,12.38585,28.9666
13.362925,16.1572,12.4215,28.990075
13.3815,16.16575,12.44575,29.0308
13.400625,16.1911,12.476925,29.050425
13.420925,16.205225,12.487475,29.0811
13.43835,16.2269,12.534125,29.120475
13.456575,16.240125,12.5492,29.19095
13.471625,16.253525,12.566475,29.395275
13.482375,16.285925,12.57555,29.409175
13.4924,16.295525,12.581775,29.42425
13.509025,16.331525,12.588,29.438675
13.5305,16.34765,12.593375,29.460725
13.55645,16.387,12.605825,29.48685
13.570075,16.39995,12.613325,29.51315
13.581375,16.40595,12.62095,29.552225
13.59045,16.417375,12.632,29.581575
13.603125,16.540875,12.6439,29.6272
13.617525,16.588475,12.653125,29.6798
13.630375,16.614975,12.6542,29.74585
13.642575,16.629475,12.659675,29.978275
13.653675,16.64325,12.67205,30.004075
13.67075,16.654025,12.6791,30.0338
13.705725,16.6762,12.699975,30.050975
13.7285,16.704525,12.716525,30.1501
13.797075,16.72385,12.721075,30.203575
13.821325,16.7363,12.734025,30.2337
13.848975,16.749475,12.742675,30.2709
13.878925,16.7655,12.772325,30.398175
13.897975,16.7768,12.785625,30.47185
13.912725,16.798725,12.79785,30.596825
13.9271,16.8116,12.815725,30.718775
13.941525,16.820375,12.830475,30.772925
13.958125,16.85705,12.8437,30.779825
13.968425,16.8681,12.8741,30.874375
13.98915,16.916275,12.88325,30.9228
14.005475,16.94495,12.898025,30.9695
14.030575,16.9908,12.907175,30.998275
14.058025,17.003625,12.922875,31.09515
14.07615,17.028125,12.927825,31.186375
14.097775,17.04105,12.9411,31.2251
14.12885,17.055925,12.998325,31.2441
14.146125,17.067025,13.019675,31.28315
14.17085,17.077975,13.034875,31.295575
14.190225,17.11195,13.04405,31.3053
14.201775,17.12345,13.05165,31.315275
14.214425,17.133575,13.05885,31.34335
14.21985,17.1446,13.0696,31.387225
14.2376,17.154925,13.07555,31.408725
14.250175,17.1659,13.1025,31.4199
14.260875,17.173875,13.10875,31.4496
14.27555,17.192625,13.1467,31.4682
14.29355,17.268375,13.160625,31.519525
14.305175,17.323175,13.1752,31.5848
14.320875,17.398975,13.181825,31.593575
