SPK_SPKC05a,SPK_SPKC05b,SPK_SPKC05c,SPK_SPKC09a,SPK_SPKC12a,SPK_SPKC14a
,699.077075,810.037425,575.5829,633.278225,651.534475
,699.132725,810.08595,575.6044,633.351475,651.566925
,699.1726,810.146525,575.6832,633.42525,651.808475
,699.2404,810.2022,575.743875,633.487675,651.991
,699.30775,810.37595,575.820575,633.495,652.08305
,699.39895,810.5165,575.96155,633.51085,652.155125
,699.447125,810.57535,575.98685,633.6944,652.2227
,699.480525,810.58135,576.023475,633.741,652.30615
,699.5184,810.5879,576.0536,633.769275,652.350075
,699.578475,810.5969,576.1196,633.9519,652.374325
,699.602,810.77025,576.12865,634.223125,652.4883
,699.672175,810.994,576.140125,634.276025,652.561825
,699.745275,811.099525,576.192325,634.316775,652.7333
,699.7907,811.13305,576.213125,634.339175,652.8391
,699.85415,811.228675,576.256475,634.37445,652.861275
,699.929875,811.298525,576.27635,634.413275,653.13545
,699.981125,811.3634,576.315725,634.4782,653.18455
,700.007125,811.404475,576.3198,634.56555,653.29015
,700.0506,811.502,576.508975,634.59065,653.3409
,700.12265,811.599275,576.7309,634.634425,653.48795
,700.1708,811.61715,576.754325,634.71145,653.535175
,700.22025,811.768125,576.825775,634.8029,653.60575
,700.27345,811.928625,577.027225,634.852225,653.7487
,700.353975,811.93205,577.09535,634.891325,653.989375
,700.41065,811.986675,577.217725,634.943625,654.01455
,700.458575,812.02795,577.26845,634.996175,654.044025
,700.460325,812.10065,577.36205,635.0571,654.121575
,700.523925,812.17285,577.388825,635.138125,654.23485
,700.575025,812.212025,577.41395,635.20095,654.297075
,700.608825,812.2519,577.540525,635.256825,654.4332
,700.679325,812.38665,577.574575,635.49715,654.47185
,700.720425,812.4515,577.58995,635.55065,654.575275
,700.766475,812.495375,577.623975,635.59655,654.606825
,700.803125,812.5051,577.698075,635.687075,654.612475
,700.849225,812.568225,577.7088,635.903275,654.6246
,700.902575,812.6261,577.746225,635.987975,654.7349
,700.939075,812.62875,577.749575,636.043175,654.74765
,701.01695,812.6802,577.771325,636.062475,654.9297
,701.068475,812.7404,577.775825,636.080025,654.95595
,701.12565,812.784525,577.811125,636.13185,655.055325
,701.183,812.817925,577.829625,636.1577,655.1128
,701.243525,812.849725,577.90335,636.24775,655.119675
,701.303525,812.889225,578.021025,636.268,655.164425
,701.4178,812.892025,578.0675,636.311525,655.1869
,701.46375,813.01225,578.123,636.411125,655.3794
,701.5098,813.0149,578.156875,636.4584,655.48025
,701.5339,813.0706,578.17405,636.492875,655.5469
,701.607325,813.183225,578.176675,636.5738,655.6484
,701.645825,813.207075,578.191525,636.61495,655.693425
,701.73065,813.2462,578.2405,636.64015,655.69795
,701.772075,813.3041,578.354275,636.698725,655.79215
,701.79865,813.33665,578.3804,636.74775,655.9773
,701.81295,813.46605,578.462,636.8067,655.98285
,702.011425,813.526225,578.50215,636.858675,655.989225
,702.068575,813.595075,578.723825,637.004375,656.10835
,702.14545,813.6416,578.9324,637.078475,656.140475
,702.186625,813.695775,578.994375,637.11645,656.194875
,702.1949,813.79025,579.0382,637.185775,656.24205
,702.2602,813.845125,579.2089,637.38685,656.4428
,702.2971,813.875575,579.220925,637.516775,656.5323
,702.3488,813.917375,579.27205,637.66695,656.582625
,702.405275,813.977475,579.328725,637.730125,656.648425
,702.466325,814.02365,579.4315,637.769675,656.665975
,702.504925,814.115625,579.4809,637.8213,656.7667
,702.551575,814.141275,579.51515,637.85585,656.805075
,702.6059,814.2396,579.56675,637.980225,656.812125
,702.6389,814.28185,579.770825,638.029925,656.852625
,702.6458,814.344,579.871575,638.114075,656.895975
,702.694975,814.42265,579.919575,638.1496,656.9405
,702.69675,814.44165,580.14735,638.19975,657.00715
,702.7448,814.460925,580.19975,638.205525,657.10655
,702.811625,814.513825,580.21215,638.292875,657.113225
,702.860575,814.562875,580.2519,638.325525,657.133375
,702.92395,814.607425,580.3496,638.394475,657.142
,702.965875,814.687925,580.368725,638.447625,657.2215
,702.9803,814.719375,580.461025,638.497575,657.245225
,703.06115,815.0346,580.57075,638.538225,657.2799
,703.10475,815.0886,580.68615,638.541325,657.345
,703.1625,815.142275,580.70745,638.63975,657.364875
,703.163625,815.221175,580.711275,638.821225,657.548275
,703.2407,815.2296,580.753125,638.8647,657.616925
,703.32985,815.28155,580.8326,638.906725,657.6428
,703.41075,815.32645,580.84255,638.9517,657.665475
,703.4617,815.51645,580.963275,638.993575,657.766775
,703.511675,815.590925,581.039125,639.0452,657.8298
,703.575775,815.69835,581.04575,639.1131,657.944775
,703.606275,815.73465,581.12955,639.155675,658.038775
,703.654125,815.876225,581.22035,639.199725,658.051125
,703.688675,815.90655,581.228675,639.25475,658.178725
,703.72755,815.977325,581.2728,639.31015,658.21955
,703.76925,816.036,581.32275,639.4587,658.37465
,703.820825,816.117025,581.334925,639.564475,658.393875
,703.82385,816.1574,581.362975,639.620675,658.437975
,703.8641,816.2803,581.42245,639.94565,658.477525
,703.91835,816.3171,581.432975,640.334375,658.542275
,703.959625,816.3579,581.483575,640.393575,658.643275
,703.979625,816.4131,581.530975,640.444475,658.670475
,703.9814,816.4555,581.57415,640.44895,658.703225
,704.03465,816.4915,581.60385,640.477625,658.746125
,704.083275,816.5351,581.6462,640.556875,658.75245
,704.108775,816.57295,581.6933,640.619875,658.838525
,704.155625,816.62575,581.8541,640.711675,658.90425
,704.2334,816.7267,581.89895,640.9221,658.9989
,704.2899,816.7713,581.993675,641.0733,659.0104
,704.3442,816.814275,582.08815,641.2189,659.02405
,704.401775,816.8892,582.1276,641.266225,659.215025
,704.437675,816.9343,582.1776,641.31165,659.2818
,704.472175,817.020925,582.1913,641.3784,659.30165
,704.513625,817.0273,582.225625,641.458175,659.3826
,704.603875,817.031975,582.336575,641.5296,659.4039
,704.64865,817.092925,582.373075,641.642,659.435525
,704.760825,817.14895,582.40195,641.856625,659.4797
,704.7978,817.240925,582.40585,641.9343,659.647175
,704.82745,817.297125,582.425175,642.120325,659.921375
,704.88085,817.31255,582.43875,642.1655,660.151625
,704.924625,817.37685,582.472425,642.234,660.175175
,704.977075,817.44775,582.518375,642.28425,660.24265
,705.028325,817.476075,582.55285,642.423025,660.277525
,705.1156,817.5495,582.60145,642.4867,660.467025
,705.1614,817.600125,582.720875,642.554775,660.4948
,705.178775,817.70775,582.733075,642.60285,660.64215
,705.2372,817.728475,582.75535,642.6669,660.647225
,705.317925,817.79285,582.776025,642.849425,660.6726
,705.36395,817.806675,582.85755,642.88535,660.80085
,705.37655,817.84645,582.886775,642.982825,660.8079
,705.42725,817.891975,582.936925,643.093375,660.866175
,705.487225,817.914625,582.9579,643.236475,660.8772
,705.488925,817.964975,583.019525,643.286025,660.921225
,705.52135,817.99435,583.021125,643.34065,660.965625
,705.523175,818.027,583.0505,643.470575,661.0645
,705.5804,818.104425,583.091475,643.517925,661.084325
,705.63615,818.12745,583.136325,643.799825,661.1373
,705.674925,818.142725,583.14775,643.84495,661.222925
,705.705475,818.177525,583.186875,643.902125,661.229275
,705.75385,818.210775,583.228225,644.085125,661.295775
,705.803325,818.252525,583.271925,644.128725,661.32335
,705.869225,818.273875,583.44295,644.1945,661.370175
,705.918225,818.291925,583.530425,644.345025,661.53375
,705.93355,818.358975,583.5322,644.417925,661.556575
,705.960825,818.380175,583.57635,644.468875,661.58315
,706.02295,818.458,583.581325,644.525125,661.632325
,706.065975,818.559825,583.73125,644.567725,661.64115
,706.113625,818.61385,583.750475,644.574425,661.7882
,706.215125,818.672675,583.7706,644.61165,661.8463
,706.30425,818.711725,583.87935,644.7069,661.881625
,706.352075,818.77825,584.008125,645.05325,661.88805
,706.421825,818.803675,584.014725,645.107225,661.94105
,706.4556,818.829875,584.032875,645.221575,662.027475
,706.515325,818.87605,584.0466,645.252425,662.1271
,706.58015,818.899625,584.077675,645.35375,662.25475
,706.684525,818.925175,584.1134,645.518475,662.368875
,706.75095,818.968625,584.116025,645.56775,662.558225
,706.791075,818.9815,584.19835,645.648775,662.564425
,706.86045,819.0585,584.2044,645.7548,662.603625
,706.929075,819.060975,584.2699,645.83805,662.639225
,706.9461,819.112475,584.41765,645.883975,662.80885
,706.968925,819.23295,584.481975,645.9351,662.821725
,706.9878,819.29445,584.5669,645.988675,662.884625
,707.03285,819.367,584.6149,646.04015,663.024025
,707.0611,819.4114,584.64325,646.073625,663.260675
,707.110625,819.44945,584.65465,646.1188,663.43165
,707.2077,819.4898,584.66995,646.194175,663.4976
,707.235525,819.556875,584.7975,646.472225,663.5771
,707.29965,819.58665,584.800125,646.497875,663.799325
,707.349925,819.6426,584.83845,646.540075,663.852225
,707.403675,819.666875,584.853825,646.587875,663.90955
,707.4807,819.73735,584.889775,646.640975,663.966675
,707.59865,819.778825,584.92555,646.75465,663.99645
,707.655475,819.808975,585.015,646.853775,664.0746
,707.7446,819.882375,585.0455,646.941525,664.08845
,707.793925,819.937975,585.109075,647.06915,664.116575
,707.83415,819.9971,585.163475,647.20315,664.1611
,707.89365,820.09255,585.199975,647.251325,664.1968
,707.95315,820.140425,585.3643,647.290575,664.4601
,707.984175,820.1681,585.3857,647.320075,664.506
,708.04335,820.23315,585.436775,647.350275,664.629125
,708.1005,820.23645,585.541575,647.484825,664.742975
,708.107325,820.291325,585.5885,647.51045,664.968225
,708.131075,820.34425,585.613075,647.554975,665.00215
,708.20875,820.382,585.62135,647.651825,665.0707
,708.29745,820.42505,585.62805,647.710775,665.224025
,708.3055,820.468675,585.854075,647.741625,665.29225
,708.336175,820.599925,585.892225,647.7731,665.331325
,708.390875,820.660425,585.957125,647.82535,665.34915
,708.421125,820.73655,586.065875,647.8754,665.38545
,708.47775,820.833625,586.092575,647.9702,665.4315
,708.5154,820.85655,586.134375,648.065375,665.483375
,708.5942,820.945675,586.23535,648.1047,665.50365
,708.634725,821.02015,586.265525,648.13215,665.51255
,708.695775,821.0899,586.35945,648.17175,665.674775
,708.7367,821.157975,586.371625,648.3064,665.7003
,708.799,821.217,586.4018,648.359425,665.86645
,708.864175,821.275475,586.4047,648.527975,665.89085
,708.932725,821.3288,586.461775,648.582525,665.964575
,708.980825,821.3479,586.53705,648.6248,666.02945
,709.05795,821.403125,586.54985,648.711675,666.131025
,709.111125,821.43355,586.57015,648.750775,666.359
,709.152625,821.544175,586.64245,648.836925,666.380625
,709.208325,821.608025,586.6871,648.887175,666.46105
,709.261825,821.64725,586.718575,648.9531,666.481225
,709.319975,821.74955,586.770525,649.002375,666.4871
,709.40965,821.7815,586.908425,649.23305,666.545775
,709.464175,821.84955,586.913675,649.389225,666.5548
,709.519325,821.938375,587.003025,649.4398,666.5751
,709.578275,821.9588,587.026325,649.495325,666.730525
,709.6288,822.011475,587.0916,649.504425,666.756525
,709.6885,822.063575,587.151425,649.541075,666.804225
,709.78545,822.1238,587.185375,649.600175,666.810725
,709.829325,822.161475,587.22365,649.645925,666.843475
,709.830925,822.254725,587.295175,649.691225,666.8834
,709.91035,822.3528,587.505575,649.7626,666.9096
,709.951925,822.451025,587.5386,649.815675,667.035525
,710.0131,822.512425,587.577975,650.069225,667.071625
,710.065175,822.77065,587.655275,650.179925,667.1421
,710.10585,822.8113,587.706525,650.28995,667.2543
,710.157025,822.85,587.865475,650.318475,667.27085
,710.17895,822.9225,587.901775,650.324075,667.381675
,710.2275,822.97025,587.9289,650.32725,667.417875
,710.275675,823.0024,587.989425,650.4163,667.438375
,710.302975,823.05325,588.01695,650.4546,667.471875
,710.42625,823.09115,588.0283,650.4859,667.491175
,710.56575,823.141425,588.09215,650.633175,667.596125
,710.609225,823.17795,588.1231,650.698925,667.699175
,710.672925,823.25795,588.218475,650.9046,667.7295
,710.75275,823.326275,588.2604,650.9945,668.04725
,710.834025,823.43435,588.291,651.1088,668.236975
,710.88995,823.469825,588.306575,651.132425,668.300075
,710.954525,823.517075,588.317525,651.217275,668.442575
,711.061575,823.5643,588.35285,651.443175,668.7496
,711.140975,823.64045,588.37905,651.487675,669.18515
,711.171325,823.75635,588.418975,651.51965,669.21175
,711.2456,823.883875,588.4494,651.7391,669.416
,711.330775,823.9219,588.485725,651.76675,669.6357
,711.444675,823.9787,588.5856,651.800575,669.704
,711.470075,824.022,588.622925,651.897475,669.829275
,711.545,824.1172,588.65265,652.002875,669.8724
,711.566025,824.137175,588.717575,652.068025,669.915975
,711.616525,824.214625,588.737075,652.1516,669.9248
,711.64875,824.3443,588.78245,652.22995,670.081425
,711.68475,824.37475,588.819525,652.30565,670.147475
,711.726525,824.426475,588.822175,652.391425,670.3429
,711.792025,824.46675,588.848225,652.65215,670.375375
,711.832675,824.5173,588.887075,652.70125,670.441625
,711.8644,824.5647,588.909025,652.859325,670.569175
,711.92205,824.62085,589.0004,652.90945,670.632625
,711.975175,824.702925,589.092875,652.9403,670.658675
,712.01685,824.738475,589.14985,652.97435,670.8161
,712.16715,824.82715,589.184675,653.212275,670.935225
,712.211325,824.90425,589.18835,653.23325,670.96495
,712.242225,824.95985,589.246425,653.338625,670.994875
,712.29875,825.006975,589.286975,653.357775,671.0449
,712.31895,825.0429,589.392875,653.465975,671.099525
,712.354325,825.10965,589.546975,653.6263,671.12475
,712.49905,825.152675,589.584625,653.701775,671.470825
,712.538325,825.184825,589.59535,653.747325,671.534625
,712.581275,825.208725,589.738025,653.803,671.60495
,712.700425,825.264,589.7506,653.8339,671.63345
,712.7376,825.31145,589.7958,653.8754,671.7723
,712.808775,825.407625,589.89695,653.923425,671.836425
,712.868725,825.47995,589.909975,654.09225,671.874575
,712.90695,825.523475,589.97825,654.197475,671.90455
,713.0031,825.62755,590.12125,654.20285,672.0411
,713.045625,825.703825,590.155825,654.25815,672.11635
,713.1004,825.74335,590.20945,654.287675,672.268725
,713.212125,825.745825,590.27415,654.344425,672.29255
,713.231175,825.79035,590.32865,654.405525,672.63735
,713.285975,825.8465,590.3589,654.43945,672.656325
,713.321275,825.88935,590.401275,654.513925,672.7447
,713.378775,826.007925,590.4659,654.647025,672.75075
,713.411575,826.0884,590.53235,654.76095,672.851425
,713.469525,826.141625,590.6412,654.869575,672.9042
,713.50245,826.16415,590.68615,654.924625,672.919175
,713.57825,826.22355,590.7343,654.958675,672.932375
,713.6169,826.24305,590.748575,655.12735,673.05985
,713.655725,826.305375,590.79275,655.173225,673.383275
,713.69305,826.30995,590.839725,655.243025,673.615625
,713.7501,826.380775,590.890975,655.401875,674.03745
,713.785975,826.4252,590.956175,655.5046,674.27525
,713.8644,826.433075,591.01505,655.6533,674.397775
,713.955175,826.493925,591.05685,655.71795,674.420625
,714.0021,826.57275,591.1507,655.7674,674.48115
,714.0604,826.63415,591.232575,655.82415,674.5266
,714.061725,826.7051,591.31375,655.96595,674.5973
,714.127225,826.7433,591.325225,656.007225,674.718425
,714.1632,826.983975,591.4093,656.08795,674.875275
,714.165125,827.158475,591.4845,656.149875,674.923325
,714.23975,827.220375,591.53805,656.206175,675.0097
,714.287725,827.2702,591.553725,656.292125,675.064525
,714.28895,827.34925,591.575275,656.46635,675.095775
,714.3244,827.4359,591.644075,656.51,675.53475
,714.3912,827.51085,591.689225,656.55375,675.94595
,714.460175,827.5312,591.8275,656.645575,676.39145
,714.52255,827.564075,591.968775,656.776575,676.532275
,714.5671,827.664175,592.02845,656.874175,676.701575
,714.604325,827.7404,592.046825,656.9062,677.1538
,714.647825,827.781675,592.07575,656.97295,677.297325
,714.679225,827.801875,592.118025,657.030875,677.497275
,714.8156,827.85825,592.21125,657.128275,677.5884
,714.835675,827.94345,592.235975,657.218625,677.83975
,714.897875,828.004175,592.241875,657.281675,677.9491
,714.961725,828.064725,592.264025,657.3115,677.986275
,714.990675,828.1564,592.298375,657.3581,678.079775
,715.0824,828.2307,592.3339,657.40835,678.162725
,715.15405,828.30565,592.4053,657.7244,678.1994
,715.18035,828.354125,592.415575,657.79965,678.30615
,715.227825,828.39245,592.486,657.9598,678.423375
,715.34755,828.3985,592.531225,657.991225,678.555325
,715.42415,828.444425,592.553025,658.038125,678.691625
,715.47755,828.558075,592.663325,658.119225,678.832325
,715.539225,828.6532,592.717275,658.1818,678.87335
,715.5955,828.706425,592.9561,658.230625,678.9831
,715.7102,828.8456,592.9994,658.38235,679.072875
,715.7608,828.88895,593.0072,658.41575,679.166425
,715.83375,828.9279,593.07135,658.4917,679.203475
,715.879825,828.9704,593.10145,658.5609,679.36525
,715.998525,828.998025,593.146425,658.626925,679.37115
,716.069625,829.122775,593.173425,658.68315,679.516575
,716.1371,829.178875,593.25865,658.68675,679.678775
,716.23755,829.27625,593.2785,658.84795,680.27165
,716.333125,829.320175,593.309725,658.919325,680.306925
,716.33495,829.367975,593.3163,658.936625,680.4291
,716.386,829.40075,593.3536,658.969325,680.520025
,716.403225,829.427775,593.388875,659.034075,680.732825
,716.4523,829.481075,593.417025,659.162825,680.96495
,716.49155,829.541575,593.4222,659.17795,680.98615
,716.528925,829.59845,593.449025,659.22485,681.3608
,716.612,829.638325,593.5307,659.264075,681.384125
,716.735075,829.716125,593.6213,659.314575,681.648375
,716.81285,829.747075,593.67045,659.372275,681.715
,716.895775,829.812025,593.700475,659.500375,682.1457
,716.944375,829.856475,593.755675,659.534275,682.297425
,717.013,829.88725,593.8011,659.7297,682.3171
,717.057175,829.956975,593.872875,659.839975,682.963425
,717.109775,830.01695,593.888075,659.865425,683.0251
,717.18075,830.052175,593.9828,660.153675,683.40045
,717.238975,830.162725,594.096825,660.214875,683.751375
,717.28445,830.284875,594.19605,660.27645,683.79035
,717.376225,830.34505,594.1977,660.432225,684.335375
,717.4207,830.39745,594.2257,660.56845,684.348775
,717.525325,830.532175,594.2494,660.62585,684.3774
,717.619125,830.679675,594.451475,660.65995,684.4092
,717.652325,830.72375,594.5483,660.69975,684.460325
,717.730575,830.7722,594.5585,660.809925,684.682825
,717.853975,830.81315,594.573475,660.98515,684.754275
,717.93445,830.84155,594.62625,661.03395,684.99115
,718.019775,830.92185,594.6734,661.0823,685.3807
,718.09065,830.9479,594.691875,661.2205,685.52525
,718.105725,830.9626,594.881025,661.29705,685.568525
,718.235925,831.032275,594.9265,661.380425,685.67615
,718.265925,831.070525,594.972975,661.510875,685.8102
,718.346725,831.119925,595.010125,661.650175,685.99905
,718.360625,831.197075,595.140225,661.85785,686.235925
,718.418925,831.265175,595.1429,661.898875,686.2928
,718.46965,831.3461,595.185975,661.958975,686.37615
,718.555625,831.40665,595.27485,662.040875,686.557475
,718.63295,831.46105,595.312375,662.092325,687.053475
,718.740675,831.51185,595.39045,662.135775,687.138575
,718.9188,831.571125,595.4353,662.19395,687.168525
,718.92395,831.608325,595.45055,662.331425,687.21135
,718.971025,831.650025,595.479825,662.414425,687.46945
,719.05125,831.7109,595.5054,662.47605,687.596575
,719.089625,831.757775,595.552575,662.5694,687.690675
,719.165475,831.7986,595.61105,662.668425,687.853725
,719.225675,831.809825,595.620025,662.7326,687.864525
,719.2714,831.8974,595.6227,662.795975,687.9157
,719.273025,831.9522,595.645425,663.0883,687.991425
,719.32615,831.993275,595.6757,663.1204,688.255075
,719.39555,832.033375,595.773525,663.309225,688.372175
,719.4456,832.065925,595.7788,663.329475,688.4034
,719.495975,832.07295,595.8988,663.435775,688.458725
,719.542525,832.1519,596.017925,663.51195,688.7371
,719.665575,832.20595,596.03155,663.548125,688.857025
,719.734025,832.257725,596.16065,663.662025,689.1454
,719.7649,832.383275,596.1963,663.6992,689.493875
,719.83505,832.395225,596.20975,663.904275,689.7011
,719.866025,832.40485,596.32985,664.107725,689.953575
,719.9209,832.4731,596.3582,664.284825,690.33215
,719.9558,832.525825,596.382225,664.3289,690.8806
,719.9982,832.66705,596.385,664.366075,691.00215
,720.06,832.7233,596.42805,664.456325,691.38345
,720.17505,832.74995,596.474175,664.479075,691.392225
,720.25455,832.829075,596.505175,664.56185,691.4627
,720.3242,832.848425,596.528,664.81705,691.47405
,720.3723,832.881725,596.573,664.87795,691.554825
,720.415325,832.95295,596.60195,665.0715,691.572675
,720.4607,832.989725,596.633675,665.1665,691.93795
,720.502275,833.023425,596.679025,665.243375,692.0731
,720.503625,833.088525,596.72795,665.28275,692.33525
,720.633575,833.118675,596.8396,665.327,692.386375
,720.6505,833.150375,596.862925,665.38325,692.665575
,720.715775,833.197175,596.907225,665.4912,692.677725
,720.772,833.26145,596.948,665.505825,692.712675
,720.83325,833.3017,596.951025,665.52165,693.0299
,720.866375,833.3504,597.06545,665.54205,693.079325
,720.88045,833.425125,597.20795,665.785025,693.254225
,720.904925,833.481025,597.228825,665.830275,693.279775
,720.939725,833.512325,597.2644,666.03005,693.65255
,720.98795,833.5747,597.3491,666.139825,693.7121
,721.03305,833.6187,597.398075,666.145025,693.770925
,721.051775,833.69915,597.443375,666.4294,694.2862
,721.073325,833.89655,597.489725,666.5118,694.3511
,721.1039,833.9195,597.60465,666.664575,694.619525
,721.243825,834.038875,597.712,666.81195,694.879875
,721.26505,834.11835,597.85515,666.818025,695.243425
,721.290025,834.176275,597.963425,666.858275,695.72625
,721.3223,834.2474,597.97145,667.0124,695.73775
,721.48255,834.278525,597.9829,667.101425,695.956175
,721.61475,834.289,598.0394,667.2477,696.056175
,721.622575,834.3905,598.042675,667.27465,696.264575
,721.69795,834.480325,598.1032,667.305175,696.527575
,721.761825,834.5264,598.11845,667.33835,696.7791
,721.781125,834.6241,598.302325,667.460325,696.81435
,721.84115,834.703175,598.328975,667.483575,696.88565
,721.95,834.74745,598.356525,667.689825,697.105775
,722.005475,834.94345,598.39835,667.756175,697.430275
,722.068175,834.989125,598.491,667.7864,697.493625
,722.149625,835.062875,598.5437,667.82865,697.535525
,722.247075,835.0879,598.606,667.944125,697.632775
,722.322025,835.140775,598.663525,667.979675,697.78715
,722.39245,835.217425,598.675675,668.094,697.8872
,722.482675,835.276525,598.684425,668.101025,698.0874
,722.5199,835.342575,598.748825,668.13405,698.269025
,722.603725,835.4671,598.7679,668.184775,698.2858
,722.6592,835.473325,598.8082,668.2338,698.358175
,722.76775,835.5268,598.88695,668.3928,698.363575
,722.8089,835.5844,598.988175,668.41285,698.710925
,722.8656,835.639825,599.060325,668.427725,698.83605
,722.886375,835.68125,599.276025,668.467575,699.804925
,722.9232,835.70975,599.335875,668.505175,700.043025
,722.9878,835.765,599.39885,668.522125,700.05565
,723.028225,835.828025,599.469525,668.549025,700.28795
,723.08275,835.8796,599.496675,668.608525,700.3316
,723.10925,835.92415,599.517125,668.6432,700.35175
,723.129975,835.973475,599.550975,668.71845,700.40635
,723.185875,836.07695,599.58655,668.834975,700.70565
,723.267575,836.157375,599.764125,668.87995,700.726175
,723.3141,836.220225,599.885925,668.9244,700.85375
,723.386675,836.270375,599.97525,668.9807,700.8757
,723.426175,836.27855,599.987625,669.066825,700.986725
,723.49155,836.3082,600.0502,669.124375,701.223725
,723.551,836.35255,600.0528,669.300175,701.3506
,723.5533,836.39485,600.097775,669.38785,701.365475
,723.59825,836.4452,600.118625,669.51295,701.5625
,723.655775,836.484075,600.1241,669.55355,701.799175
,723.709175,836.5149,600.1585,669.56855,702.0559
,723.74785,836.5568,600.239125,669.6078,702.09425
,723.769825,836.62955,600.275125,669.6794,702.2083
,723.807925,836.682,600.3377,669.726525,702.3136
,723.8627,836.71265,600.41495,669.747025,702.3714
,723.94595,836.80905,600.44555,669.80225,702.395725
,724.042075,836.832825,600.529725,669.895525,702.4348
,724.138475,836.864575,600.5367,670.13245,702.66775
,724.306975,836.96985,600.6355,670.266275,702.6792
,724.443575,837.051675,600.679025,670.304675,702.98375
,724.5323,837.1021,600.798775,670.36575,703.0042
,724.60375,837.1523,600.828775,670.388475,703.01245
,724.616825,837.221625,600.8659,670.445875,703.1675
,724.655025,837.2759,600.957,670.4994,703.345975
,724.677975,837.29035,601.057675,670.593925,703.5125
,724.7673,837.317525,601.09925,670.6991,703.6166
,724.876425,837.321425,601.224425,670.757325,703.994875
,724.919175,837.4008,601.242325,670.7944,704.725775
,724.9728,837.473175,601.26605,670.815975,704.798575
,725.040525,837.57705,601.271575,670.912625,705.22645
,725.04195,837.616775,601.2961,670.9574,705.562725
,725.104,837.67425,601.340575,670.992075,705.6369
,725.16895,837.71705,601.414825,671.16865,705.666875
,725.20845,837.777475,601.425675,671.224075,705.79345
,725.21325,837.8288,601.442325,671.2475,705.80925
,725.264675,837.87355,601.483675,671.259025,705.934025
,725.278175,837.91225,601.624175,671.3502,706.250625
,725.3054,837.9405,601.6663,671.450125,706.459975
,725.40735,837.94465,601.66875,671.4843,706.554325
,725.51355,837.9843,601.712775,671.55775,706.959925
,725.614025,838.042025,601.761425,671.767675,707.07005
,725.706775,838.071675,601.763925,671.82565,707.08885
,725.7578,838.15455,601.779125,671.898125,707.12765
,725.84915,838.20865,601.798925,672.025975,707.244775
,725.995875,838.2505,601.902375,672.21045,707.281075
,726.045225,838.3129,601.966,672.33875,707.5557
,726.106025,838.3709,602.0253,672.393725,707.59255
,726.14335,838.386825,602.0323,672.5583,707.964625
,726.194375,838.49345,602.1903,672.664,708.066825
,726.31,838.542825,602.30855,672.6793,708.420875
,726.370575,838.648875,602.314975,672.724925,708.928125
,726.39775,838.7095,602.32635,672.7468,709.080675
,726.43175,838.92345,602.340425,672.76975,709.209925
,726.487325,838.98575,602.360725,672.781925,709.42185
,726.55495,839.08895,602.39535,672.865525,709.52825
,726.612325,839.15605,602.400825,672.9618,709.68465
,726.6178,839.215425,602.428725,672.999375,709.802125
,726.6989,839.277625,602.47215,673.036925,709.91655
,726.865925,839.328375,602.570125,673.051825,709.935375
,726.941175,839.508075,602.62995,673.242375,710.065825
,726.9616,839.552475,602.691125,673.352725,710.1413
,727.0275,839.61725,602.7379,673.41355,710.303375
,727.111925,839.657925,602.761375,673.498075,710.760375
,727.19585,839.7106,602.8251,673.54555,711.08245
,727.294475,839.7954,602.970075,673.55015,711.12035
,727.368625,839.908125,603.08515,673.9798,711.45175
,727.463675,839.977675,603.153625,674.038525,711.5123
,727.52755,840.00235,603.166375,674.1334,711.70605
,727.58055,840.0274,603.22895,674.334475,712.510525
,727.717125,840.07065,603.3535,674.411875,712.657275
,727.763275,840.123525,603.544825,674.457525,712.68835
,727.805275,840.16375,603.650325,674.52765,712.710025
,727.87445,840.174675,603.662275,674.58925,712.820875
,727.996875,840.192725,603.692,674.643225,713.4159
,728.1539,840.276825,603.707925,674.752,714.02375
,728.2189,840.3948,603.80495,674.77685,714.075775
,728.272525,840.450825,603.807425,674.81895,714.170975
,728.318975,840.485425,603.8638,674.92095,714.324975
,728.39875,840.621825,603.8751,675.08865,714.989625
,728.509125,840.659275,603.99365,675.154225,715.104925
,728.520725,840.71395,604.033325,675.2005,715.2137
,728.60385,840.7274,604.0845,675.24455,715.377375
,728.6428,840.74735,604.1422,675.287225,715.514025
,728.683925,840.766175,604.1849,675.39205,715.553675
,728.7392,840.77205,604.252825,675.574775,715.638475
,728.8612,840.8052,604.388,675.744475,716.03535
,728.9565,840.83245,604.495425,675.8104,716.04495
,729.03645,840.86185,604.566125,675.9129,716.1292
,729.040025,840.911675,604.59175,676.16315,716.32925
,729.128725,840.9659,604.61135,676.22525,716.418825
,729.242775,840.9996,604.6399,676.279425,716.559775
,729.3578,841.038975,604.6797,676.297775,716.72995
,729.43915,841.072625,604.745625,676.3278,717.248925
,729.50835,841.1001,604.810275,676.40025,717.50145
,729.58245,841.1301,604.912975,676.504225,717.5579
,729.64235,841.166625,604.9703,676.67485,718.100475
,729.717875,841.25415,604.998,676.715275,718.188425
,729.800325,841.3044,605.061525,676.781975,718.3483
,729.854625,841.36735,605.1249,676.8287,718.7606
,729.93525,841.465525,605.233325,677.041,719.046925
,730.091,841.514775,605.275425,677.125025,719.41155
,730.156175,841.544975,605.395675,677.167725,719.47305
,730.213175,841.5695,605.4098,677.237175,719.48335
,730.26895,841.616775,605.641125,677.29055,719.633025
