SPK_SPKC03a (inhi),SPK_SPKC04a (no response),SPK_SPKC16a (no opto-tagging)
467.875575,,
467.897675,,
467.926225,,
467.952325,,
468.0716,,
468.1188,,
468.2061,,
468.254725,,
468.315,,
468.35625,,
468.3911,,
468.435575,,
468.4818,,
468.5465,,
468.65565,,
468.722,,
468.798925,,
468.869525,,
468.9158,,
468.959925,,
468.995025,,
469.048275,,
469.0789,,
469.12985,,
469.197175,,
469.262375,,
469.32115,,
469.43225,,
469.46835,,
469.492525,,
469.52785,,
469.588325,,
469.609325,,
469.63415,,
469.657175,,
469.68785,,
469.712825,,
469.74895,,
469.7933,,
469.847,,
469.912175,,
469.950925,,
469.987525,,
470.056425,,
470.12995,,
470.26575,,
470.334825,,
470.41105,,
470.454,,
470.541075,,
470.583075,,
470.6427,,
470.779725,,
470.899375,,
470.975475,,
471.0244,,
471.121975,,
471.2287,,
471.326075,,
471.3669,,
471.41435,,
471.494225,,
471.558025,,
471.604825,,
471.6743,,
471.78095,,
471.826375,,
471.861,,
471.88125,,
471.900925,,
471.91865,,
471.938725,,
471.9531,,
471.970225,,
472.0369,,
472.06025,,
472.086,,
472.1125,,
472.13855,,
472.163125,,
472.185625,,
472.21305,,
472.2422,,
472.280025,,
472.324775,,
472.452775,,
472.5045,,
472.54435,,
472.651875,,
472.71025,,
472.7989,,
472.8321,,
472.896975,,
472.95485,,
473.0274,,
473.098025,,
473.23725,,
473.319975,,
473.39355,,
473.497825,,
473.532625,,
473.584575,,
473.632475,,
473.678675,,
473.707225,,
473.724875,,
473.78115,,
473.805525,,
473.893775,,
473.98615,,
474.00965,,
474.060825,,
474.088925,,
474.1125,,
474.150275,,
474.2392,,
474.282825,,
474.339,,
474.4611,,
474.5349,,
474.594375,,
474.64725,,
474.717925,,
474.781275,,
474.845525,,
474.882575,,
474.9217,,
474.94535,,
474.969225,,
474.991975,,
475.00515,,
475.026725,,
475.04805,,
475.096725,,
475.119875,,
475.1417,,
475.16995,,
475.196625,,
475.21705,,
475.265075,,
475.30435,,
475.359525,,
475.41325,,
475.468425,,
475.535425,,
475.605475,,
475.6585,,
475.749225,,
475.8051,,
475.87465,,
475.9572,,
476.0343,,
476.1239,,
476.16955,,
476.21485,,
476.269575,,
476.300875,,
476.318825,,
476.339875,,
476.3526,,
476.3741,,
476.391525,,
476.417975,,
476.447275,,
476.4682,,
476.4872,,
476.518,,
476.542025,,
476.576175,,
476.677575,,
476.71645,,
476.8583,,
476.940025,,
477.000425,,
477.0678,,
477.110275,,
477.1739,,
477.246625,,
477.29375,,
477.385475,,
477.44425,,
477.511925,,
477.5594,,
477.622825,,
477.7166,,
477.75625,,
477.811425,,
477.870075,,
477.90745,,
477.97725,,
478.01535,,
478.057125,,
478.100825,,
478.16945,,
478.244125,,
478.383375,,
478.4434,,
478.4606,,
478.4719,,
478.50815,,
478.526725,,
478.54855,,
478.5704,,
478.617925,,
478.647425,,
478.685175,,
478.712075,,
478.74385,,
478.788175,,
478.83815,,
478.88585,,
478.94125,,
478.974975,,
479.01865,,
479.056725,,
479.093525,,
479.187625,,
479.237025,,
479.291925,,
479.341625,,
479.379625,,
479.436375,,
479.4896,,
479.54725,,
479.609275,,
479.6442,,
479.685525,,
479.70425,,
479.7299,,
479.75085,,
479.77415,,
479.788175,,
479.841175,,
479.86235,,
479.955275,,
479.98185,,
480.003175,,
480.022275,,
480.08775,,
480.107625,,
480.143575,,
480.160025,,
480.217825,,
480.230875,,
480.26195,,
480.27915,,
480.329,,
480.349925,,
480.405325,,
480.4522,,
480.5075,,
480.5279,,
480.55845,,
480.613225,,
480.66,,
480.6908,,
480.718675,,
480.8218,,
480.876825,,
480.915325,,
480.935425,,
480.94845,,
480.96705,,
480.98755,,
481.04005,,
481.05295,,
481.06525,,
481.128725,,
481.1469,,
481.168825,,
481.195825,,
481.2174,,
481.2301,,
481.24195,,
481.3429,,
481.371825,,
481.39275,,
481.41455,,
481.43045,,
481.478425,,
481.62705,,
481.638125,,
481.704725,,
481.725,,
481.757575,,
481.78835,,
481.814475,,
481.8455,,
481.86195,,
481.87505,,
481.93215,,
481.9729,,
481.993675,,
482.014375,,
482.03495,,
482.061625,,
482.11695,,
482.1465,,
482.2075,,
482.243825,,
482.277075,,
482.31455,,
482.347325,,
482.3838,,
482.40325,,
482.453175,,
482.48745,,
482.514375,,
482.602425,,
482.6186,,
482.63305,,
482.70535,,
482.73905,,
482.763325,,
482.8192,,
482.8381,,
482.854375,,
482.8693,,
482.8813,,
482.900425,,
482.9541,,
482.988375,,
483.049525,,
483.106725,,
483.1185,,
483.22455,,
483.248775,,
483.29305,,
483.31165,,
483.3289,,
483.349425,,
483.404475,,
483.431225,,
483.4923,,
483.506725,,
483.547675,,
483.56375,,
483.5962,,
483.62395,,
483.6439,,
483.66885,,
483.6933,,
483.7203,,
483.7423,,
483.7609,,
483.79835,,
483.829825,,
483.8645,,
483.8838,,
483.8958,,
483.9072,,
483.917675,,
483.927125,,
483.9561,,
483.973025,,
483.9945,,
484.01975,,
484.23635,,
484.2589,,
484.286225,,
484.297325,,
484.33095,,
484.386475,,
484.404725,,
484.44555,,
484.476475,,
484.5569,,
484.578125,,
484.6066,,
484.6381,,
484.709875,,
484.7527,,
484.768275,,
484.796975,,
484.817575,,
484.8357,,
484.857275,,
484.923775,,
484.9533,,
484.997,,
485.032775,,
485.0654,,
485.08775,,
485.112175,,
485.14555,,
485.174625,,
485.2545,,
485.286875,,
485.324225,,
485.347175,,
485.367875,,
485.394475,,
485.415525,,
485.4398,,
485.4957,,
485.532875,,
485.556325,,
485.572475,,
485.62315,,
485.741575,,
485.7999,,
485.835425,,
485.84805,,
485.86635,,
485.8819,,
485.904225,,
485.938225,,
486.0556,,
486.1328,,
486.152875,,
486.16905,,
486.187575,,
486.213775,,
486.29815,,
486.3432,,
486.37055,,
486.414575,,
486.491775,,
486.518075,,
486.5673,,
486.58215,,
486.5939,,
486.6311,,
486.6517,,
486.670875,,
486.700325,,
486.754275,,
486.8187,,
486.891875,,
486.91925,,
486.97705,,
487.019775,,
487.054825,,
487.104375,,
487.193075,,
487.247125,,
487.288175,,
487.318425,,
487.338775,,
487.3542,,
487.37735,,
487.40425,,
487.59655,,
487.6083,,
487.620925,,
487.64,,
487.653575,,
487.66415,,
487.675475,,
487.68835,,
487.716225,,
487.73635,,
487.7629,,
487.806625,,
487.852,,
487.926475,,
488.0224,,
488.077075,,
488.093575,,
488.118225,,
488.127825,,
488.13785,,
488.14495,,
488.1536,,
488.161275,,
488.2086,,
488.25025,,
488.272575,,
488.30545,,
488.345825,,
488.411175,,
488.513075,,
488.594925,,
488.69645,,
488.72365,,
488.76625,,
488.795275,,
488.828625,,
488.87575,,
488.94695,,
488.9925,,
489.064625,,
489.124825,,
489.16795,,
489.183175,,
489.202325,,
489.222025,,
489.244775,,
489.2625,,
489.294725,,
489.33785,,
489.47215,,
489.51635,,
489.5966,,
489.62005,,
489.6357,,
489.65415,,
489.6646,,
489.6827,,
489.7274,,
489.744625,,
489.7649,,
489.781925,,
489.814775,,
489.843425,,
489.929025,,
489.950725,,
489.9716,,
489.9956,,
490.014675,,
490.044675,,
490.0887,,
490.1322,,
490.1695,,
490.20885,,
490.2687,,
490.305925,,
490.406875,,
490.4197,,
490.467225,,
490.496975,,
490.534925,,
490.64565,,
490.69855,,
490.763225,,
490.831625,,
490.90455,,
490.951225,,
490.983875,,
491.03305,,
491.0782,,
491.1219,,
491.179825,,
491.2267,,
491.312175,,
491.35955,,
491.4184,,
491.48315,,
491.54905,,
491.625675,,
491.6533,,
491.6838,,
491.714925,,
491.727975,,
491.7724,,
491.785325,,
491.80805,,
491.852075,,
491.8761,,
491.942775,,
492.001075,,
492.061675,,
492.12005,,
492.1512,,
492.1769,,
492.214175,,
492.263025,,
492.317425,,
492.41795,,
492.43335,,
492.443725,,
492.498375,,
492.516325,,
492.60555,,
492.678725,,
492.7357,,
492.78515,,
492.827575,,
492.83635,,
492.84795,,
492.862125,,
492.881925,,
492.949975,,
493.05515,,
493.12665,,
493.15815,,
493.269825,,
493.31825,,
493.395,,
493.44025,,
493.515375,,
493.5728,,
493.61885,,
493.69185,,
493.741175,,
493.7933,,
493.86395,,
493.918525,,
493.969375,,
493.997475,,
494.045125,,
494.070725,,
494.161875,,
494.191325,,
494.2029,,
494.2146,,
494.2346,,
494.250275,,
494.285575,,
494.356225,,
494.393025,,
494.47385,,
494.576275,,
494.627025,,
494.66775,,
494.706425,,
494.7419,,
494.77495,,
494.8208,,
494.8796,,
494.92125,,
494.97185,,
495.05305,,
495.093825,,
495.124525,,
495.1362,,
495.148375,,
495.1589,,
495.174675,,
495.1869,,
495.19665,,
495.205475,,
495.221675,,
495.237725,,
495.269625,,
495.320325,,
495.390275,,
495.51035,,
495.635525,,
495.72915,,
495.7524,,
495.7617,,
495.77405,,
495.786475,,
495.797925,,
495.8208,,
495.8323,,
495.847625,,
495.864875,,
495.9688,,
496.037375,,
496.088425,,
496.14425,,
496.19365,,
496.2333,,
496.281725,,
496.387825,,
496.425775,,
496.46965,,
496.506775,,
496.558825,,
496.590475,,
496.662525,,
496.705525,,
496.726875,,
496.76215,,
496.787075,,
496.845275,,
496.877625,,
496.908775,,
497.0312,,
497.1294,,
497.1653,,
497.220825,,
497.273875,,
497.30365,,
497.344925,,
497.41095,,
497.46055,,
497.5401,,
497.571325,,
497.657525,,
497.784175,,
497.861975,,
497.921375,,
497.98185,,
498.024825,,
498.052975,,
498.08185,,
498.118725,,
498.13765,,
498.15495,,
498.208075,,
498.255775,,
498.343325,,
498.397975,,
498.52025,,
498.5597,,
498.66185,,
498.694,,
498.726525,,
498.76105,,
498.80705,,
498.890675,,
498.94075,,
499.040575,,
499.12735,,
499.155325,,
499.201325,,
499.28345,,
499.35975,,
499.45835,,
499.644525,,
499.7013,,
499.74715,,
499.794325,,
499.82335,,
