SPK_SPKC08a (inhibited),SPK_SPKC12a (inhibited),SPK_SPKC14a (short inhibition),SPK_SPKC14b (inhibited),SPK_SPKC16a (NA)
,295.259475,109.860075,,164.4976
,295.306475,109.88995,,165.825375
,295.3675,109.9284,,165.877225
,295.398675,109.960225,,166.048275
,295.42555,110.00805,,167.26165
,295.5006,110.04595,,168.53905
,295.526425,110.109525,,168.832375
,295.686775,110.147775,,168.870625
,296.069625,110.21515,,169.044375
,296.12195,110.2558,,170.081275
,296.127825,110.2771,,171.70015
,296.310625,110.344225,,172.152725
,296.48925,110.429775,,173.7937
,296.50135,110.462075,,174.65115
,296.63005,110.504675,,176.400025
,296.8554,110.53095,,177.5603
,296.889525,110.61985,,179.119125
,296.92795,110.6673,,179.6922
,297.072725,110.6899,,180.2557
,297.156875,110.70875,,180.397525
,297.3122,110.742175,,181.953725
,297.3761,110.7467,,182.001025
,297.400475,110.784425,,182.08775
,297.44725,110.804275,,182.247275
,297.913675,110.853825,,183.14925
,298.0722,110.8903,,183.2396
,298.263525,110.92675,,183.706575
,298.330725,110.94695,,183.9702
,298.367825,110.9875,,184.577825
,298.595575,111.05325,,184.784375
,298.62855,111.0832,,185.1997
,298.74035,111.103025,,185.531325
,299.013775,111.147075,,187.56655
,299.0454,111.1772,,188.005425
,299.119225,111.20555,,188.023825
,299.1354,111.2401,,188.083325
,299.1824,111.272825,,188.871125
,299.4292,111.29725,,188.94015
,299.548775,111.309675,,189.087675
,299.612275,111.323075,,190.1735
,299.720425,111.329925,,190.954625
,,111.33805,,191.16415
,,111.35985,,191.3767
,,111.4204,,191.7415
,,111.5135,,191.7766
,,111.5854,,191.7841
,,111.6127,,193.1835
,,111.64555,,193.76925
,,111.72845,,194.22065
,,111.7557,,194.2571
,,111.802075,,194.356125
,,111.88115,,194.446425
,,111.932075,,194.792225
,,111.991075,,194.804675
,,112.024075,,194.821975
,,112.06265,,194.902575
,,112.123725,,194.937375
,,112.163375,,194.991975
,,112.16475,,195.00915
,,112.207275,,195.167675
,,112.313975,,195.2386
,,112.33955,,195.41465
,,112.3826,,195.4912
,,112.496725,,195.55975
,,112.61515,,195.5906
,,112.6432,,195.684125
,,112.675125,,196.3183
,,112.71555,,196.418825
,,112.73785,,196.562225
,,112.806,,196.925325
,,112.82055,,197.027675
,,112.825125,,197.1201
,,112.845475,,197.27355
,,112.866275,,197.6756
,,112.90335,,198.2062
,,112.951175,,198.278325
,,112.9808,,198.431475
,,113.0257,,199.06095
,,113.061025,,199.10235
,,113.0636,,199.123425
,,113.089425,,199.166625
,,113.11365,,200.0985
,,113.208525,,200.842325
,,113.237325,,202.086375
,,113.2697,,202.631875
,,113.317475,,202.807175
,,113.3351,,202.831975
,,113.369325,,202.9084
,,113.391125,,203.210325
,,113.431075,,203.22245
,,113.49155,,203.6667
,,113.536025,,203.688975
,,113.583225,,203.741325
,,113.60525,,203.75415
,,113.62895,,203.791975
,,113.697875,,203.987525
,,113.72,,204.353175
,,113.757175,,204.57315
,,113.7953,,205.035
,,113.864025,,205.068375
,,113.903925,,205.134
,,113.945675,,205.35135
,,113.9908,,205.616075
,,114.0502,,206.0839
,,114.09905,,206.32395
,,114.137925,,208.0759
,,114.167,,208.2524
,,114.18275,,208.508725
,,114.191375,,208.7021
,,114.208975,,209.2196
,,114.26275,,209.351225
,,114.332775,,209.6519
,,114.3553,,209.685625
,,114.38055,,210.19925
,,114.417675,,210.50825
,,114.44405,,210.73175
,,114.49315,,212.02915
,,114.5213,,212.130175
,,114.545175,,212.8056
,,114.576175,,212.852575
,,114.594175,,212.86155
,,114.678525,,213.12785
,,114.713,,213.2445
,,114.752625,,213.530875
,,114.828575,,213.6244
,,114.86895,,217.263875
,,114.899575,,217.34325
,,114.94595,,217.936975
,,114.97915,,219.21015
,,115.020425,,219.28455
,,115.09235,,219.38025
,,115.11345,,219.48405
,,115.133525,,219.717025
,,115.1507,,219.743225
,,115.185025,,219.791525
,,115.226125,,219.828425
,,115.2304,,219.86995
,,115.25955,,221.0517
,,115.2979,,222.1504
,,115.350025,,222.171175
,,115.433375,,222.193175
,,115.4649,,222.6423
,,115.4949,,222.954075
,,115.5155,,223.46295
,,115.538175,,224.292675
,,115.5817,,224.358225
,,115.6444,,224.612825
,,115.66625,,224.67265
,,115.708125,,224.7345
,,115.7242,,224.904425
,,115.74655,,225.198775
,,115.765675,,225.856275
,,115.808075,,226.85995
,,115.8369,,227.177425
,,115.870775,,227.57845
,,115.899,,227.603475
,,115.968,,227.62645
,,115.98805,,227.660325
,,116.0124,,227.789925
,,116.058475,,228.898675
,,116.139375,,231.85415
,,116.163475,,232.59115
,,116.191075,,232.680125
,,116.2841,,232.740125
,,116.304875,,233.67345
,,116.350175,,235.0737
,,116.3721,,235.284075
,,116.39905,,236.4474
,,116.47515,,236.508875
,,116.543775,,236.727
,,116.576,,236.8405
,,116.621425,,237.186225
,,116.6463,,238.2035
,,116.71455,,238.314425
,,116.73615,,238.921225
,,116.75405,,239.39075
,,116.8027,,241.2456
,,116.8174,,241.946425
,,116.8432,,242.37875
,,116.93115,,242.450125
,,117.01265,,242.83455
,,117.04785,,243.275525
,,117.110675,,243.2953
,,117.129575,,243.365875
,,117.1732,,243.838825
,,117.2007,,243.890025
,,117.22975,,244.8273
,,117.27875,,245.344325
,,117.324875,,245.494025
,,117.3475,,245.599325
,,117.38065,,245.6767
,,117.4303,,246.205175
,,117.483625,,246.2601
,,117.509925,,246.286125
,,117.5665,,246.343125
,,117.5818,,247.233325
,,117.689475,,247.436125
,,117.72935,,247.658375
,,117.8251,,247.8758
,,117.893175,,247.89075
,,117.951775,,247.927275
,,117.979975,,248.12945
,,118.046675,,248.17855
,,118.0716,,248.246325
,,118.105075,,248.265875
,,118.138575,,248.332425
,,118.178925,,248.5759
,,118.365825,,248.94775
,,118.4072,,249.039875
,,118.45795,,249.192
,,118.506025,,249.4775
,,118.54195,,249.500775
,,118.56845,,249.62565
,,118.591,,249.646875
,,118.6462,,249.94035
,,118.669325,,250.687325
,,118.693625,,250.8823
,,118.87015,,251.053
,,118.90845,,251.1385
,,118.98055,,251.19645
,,119.03245,,251.480275
,,119.04485,,251.611525
,,119.1148,,251.990975
,,119.135025,,252.205225
,,119.177225,,252.39255
,,119.2146,,252.7537
,,119.2492,,253.932075
,,119.297725,,254.049725
,,119.35695,,254.141875
,,119.40525,,254.197825
,,119.4309,,254.585775
,,119.465075,,254.6103
,,119.479975,,254.616975
,,119.4943,,254.73525
,,119.519275,,254.74895
,,119.535275,,254.7642
,,119.561625,,254.887375
,,119.5961,,254.977525
,,119.6769,,255.2697
,,119.726175,,255.431125
,,119.805925,,255.60055
,,119.847925,,255.868
,,119.88195,,256.098725
,,119.917825,,256.16535
,,119.96435,,257.023925
,,119.996725,,257.197625
,,120.03575,,257.325425
,,120.076125,,257.32845
,,120.090275,,257.408475
,,120.09785,,257.48615
,,120.1023,,257.48785
,,120.11885,,257.5228
,,120.142975,,258.0158
,,120.1676,,258.1409
,,120.187425,,258.245625
,,120.207425,,258.34035
,,120.246625,,258.388875
,,120.340975,,258.5928
,,120.380175,,258.644475
,,120.441825,,259.002
,,120.478775,,259.07825
,,120.51355,,259.5262
,,120.547225,,259.9546
,,120.630975,,260.010425
,,120.664275,,260.12395
,,120.6887,,260.33915
,,120.70365,,260.350625
,,120.732025,,260.45705
,,120.7725,,260.500275
,,120.8263,,260.58845
,,120.854625,,260.7022
,,120.876825,,260.996475
,,120.98265,,261.02345
,,121.076,,261.037025
,,121.1095,,261.08675
,,121.26375,,261.14875
,,121.34905,,261.83195
,,121.3741,,261.8409
,,121.406975,,261.842625
,,121.46005,,261.862725
,,121.4909,,261.873575
,,121.52775,,261.90055
,,121.562075,,262.8864
,,121.585675,,262.9987
,,121.61685,,263.303275
,,121.631825,,263.9068
,,121.636425,,264.152825
,,121.663325,,264.46885
,,121.679125,,264.48235
,,121.70405,,264.536725
,,121.742225,,264.55675
,,121.7686,,264.573575
,,121.7934,,264.62445
,,121.818475,,264.676975
,,121.8372,,264.73035
,,121.95135,,264.7558
,,121.967825,,264.985425
,,121.980975,,265.05095
,,121.99005,,265.51165
,,122.004025,,265.66625
,,122.037825,,265.75635
,,122.072625,,265.76805
,,122.085675,,265.8091
,,122.108875,,265.86575
,,122.138075,,266.125575
,,122.180425,,266.257175
,,122.2244,,266.297325
,,122.2303,,266.855875
,,122.23605,,266.969075
,,122.271475,,267.576825
,,122.29655,,267.614325
,,122.322975,,268.04375
,,122.345475,,268.3837
,,122.359025,,268.4174
,,122.392175,,268.436025
,,122.421725,,268.546425
,,122.480775,,268.658425
,,122.505625,,268.7474
,,122.545975,,268.759725
,,122.602325,,269.020025
,,122.633575,,269.306625
,,122.661975,,269.796725
,,122.70575,,270.012525
,,122.796325,,270.115375
,,122.8104,,270.172675
,,122.852225,,270.587725
,,122.874825,,270.60415
,,122.893825,,270.6897
,,122.9158,,270.73705
,,122.9826,,270.93945
,,123.043675,,271.647425
,,123.111175,,271.834025
,,123.14005,,272.001975
,,123.202125,,272.017325
,,123.24715,,272.0424
,,123.3164,,272.4518
,,123.338425,,272.459525
,,123.3677,,272.4676
,,123.408725,,272.4991
,,123.436875,,272.545575
,,123.466675,,272.660975
,,123.49645,,272.98425
,,123.5188,,273.0951
,,123.54975,,273.4283
,,123.577625,,273.489225
,,123.61535,,273.7126
,,123.651775,,274.312725
,,123.69065,,274.339225
,,123.713775,,274.3951
,,123.71515,,274.432525
,,123.741125,,274.7501
,,123.763425,,274.820675
,,123.8556,,274.92995
,,123.8782,,275.0203
,,123.9167,,275.068925
,,123.98795,,275.072775
,,124.0157,,275.4769
,,124.0602,,275.539
,,124.12365,,275.727425
,,124.1519,,275.79095
,,124.1729,,275.89275
,,124.193275,,276.019375
,,124.21525,,276.374175
,,124.225725,,276.50945
,,124.2505,,276.85945
,,124.28655,,276.876475
,,124.322675,,276.955825
,,124.36255,,277.014925
,,124.462275,,277.393625
,,124.5272,,277.404175
,,124.552925,,277.52635
,,124.593025,,277.570675
,,124.612725,,277.6522
,,124.680075,,277.9002
,,124.70355,,277.9829
,,124.755125,,278.0194
,,124.785525,,278.4935
,,124.808425,,278.50145
,,124.842775,,278.543275
,,124.888125,,278.6901
,,124.91915,,279.20105
,,124.982925,,279.372475
,,125.00385,,279.538575
,,125.098075,,279.5517
,,125.1465,,279.58655
,,125.17095,,280.078
,,125.2294,,280.094275
,,125.2809,,280.132625
,,125.306225,,281.0819
,,125.345325,,281.317375
,,125.3714,,281.33555
,,125.4096,,281.645225
,,125.520875,,281.731175
,,125.54,,281.769875
,,125.56065,,281.859
,,125.652,,282.2838
,,125.67585,,282.3424
,,125.72515,,282.354175
,,125.7569,,282.613875
,,125.788275,,283.3727
,,125.813525,,283.431575
,,125.90115,,283.57555
,,125.933675,,283.644525
,,126.000075,,284.190925
,,126.0305,,284.2085
,,126.05965,,284.33465
,,126.09545,,284.358425
,,126.15195,,284.372075
,,126.196825,,284.472925
,,126.2746,,284.675725
,,126.3049,,284.9642
,,126.334525,,285.4843
,,126.35745,,285.5153
,,126.37575,,285.683425
,,126.377725,,285.7482
,,126.41095,,286.053325
,,126.493875,,286.097975
,,126.514175,,286.531825
,,126.550075,,286.557275
,,126.5642,,286.578625
,,126.63585,,286.596875
,,126.72695,,286.63995
,,126.787475,,286.673375
,,126.8147,,286.930425
,,126.83235,,287.044925
,,126.84975,,287.284175
,,126.931375,,287.32165
,,126.959775,,287.608175
,,126.97275,,288.28465
,,126.994625,,288.420025
,,127.022275,,288.442625
,,127.21425,,288.69705
,,127.259925,,288.783025
,,127.30365,,288.895225
,,127.324025,,288.9646
,,127.350225,,289.29725
,,127.39655,,289.39485
,,127.4584,,289.455
,,127.497775,,289.63365
,,127.527925,,289.644975
,,127.55395,,289.649975
,,127.5554,,289.677075
,,127.602875,,289.753
,,127.674675,,289.862625
,,127.797075,,290.07045
,,127.83825,,290.249275
,,127.887975,,290.303825
,,127.959825,,290.343875
,,128.022075,,290.451675
,,128.086925,,290.5013
,,128.1231,,290.713275
,,128.1363,,290.80805
,,128.210875,,290.833875
,,128.22095,,290.861525
,,128.259275,,290.9452
,,128.2926,,290.986625
,,128.309075,,291.136575
,,128.345475,,291.201575
,,128.40395,,291.372175
,,128.43335,,291.5198
,,128.479975,,291.536225
,,128.487675,,291.580925
,,128.5272,,291.647575
,,128.60495,,291.73095
,,128.66455,,291.921675
,,128.721025,,292.116375
,,128.744125,,292.17295
,,128.7881,,292.210275
,,128.854625,,292.3025
,,128.90575,,292.582775
,,128.932075,,292.71005
,,128.947625,,293.125075
,,128.98165,,293.17805
,,128.9919,,293.527475
,,129.09205,,293.55435
,,129.113275,,293.6391
,,129.14015,,293.764175
,,129.177725,,293.802275
,,129.22565,,293.8539
,,129.279075,,293.90635
,,129.3497,,293.997125
,,129.384825,,294.035575
,,129.414875,,294.08955
,,129.432875,,294.397975
,,129.48435,,294.67575
,,129.505025,,294.759575
,,129.533925,,294.8161
,,129.567525,,294.9059
,,129.624925,,294.9203
,,129.70635,,294.933675
,,129.737525,,294.945575
,,129.76945,,295.4131
,,129.7807,,295.55065
,,129.81225,,295.87405
,,129.90805,,296.2027
,,129.930175,,296.765
,,129.979425,,298.138575
,,130.043725,,298.315875
,,130.0586,,298.66125
,,130.112,,298.9793
,,130.13815,,299.007175
,,130.176325,,
,,130.194625,,
,,130.21755,,
,,130.3086,,
,,130.369125,,
,,130.408725,,
,,130.4308,,
,,130.46865,,
,,130.498575,,
,,130.5124,,
,,130.563675,,
,,130.645475,,
,,130.673075,,
,,130.688325,,
,,130.71925,,
,,130.760025,,
,,130.780725,,
,,130.804375,,
,,130.8224,,
,,130.836975,,
,,130.883475,,
,,130.931475,,
,,130.961725,,
,,131.0566,,
,,131.08075,,
,,131.1014,,
,,131.143725,,
,,131.168425,,
,,131.1976,,
,,131.245025,,
,,131.270375,,
,,131.304125,,
,,131.344325,,
,,131.365,,
,,131.39635,,
,,131.43815,,
,,131.4813,,
,,131.498525,,
,,131.52865,,
,,131.602325,,
,,131.6336,,
,,131.67535,,
,,131.70865,,
,,131.728725,,
,,131.77135,,
,,131.7987,,
,,131.814125,,
,,131.841675,,
,,131.905575,,
,,131.923025,,
,,131.991275,,
,,132.035725,,
,,132.1069,,
,,132.13235,,
,,132.174825,,
,,132.20745,,
,,132.23235,,
,,132.297475,,
,,132.31345,,
,,132.34,,
,,132.363125,,
,,132.386475,,
,,132.4167,,
,,132.4493,,
,,132.48225,,
,,132.503875,,
,,132.526725,,
,,132.553125,,
,,132.5675,,
,,132.583825,,
,,132.607725,,
,,132.676725,,
,,132.74555,,
,,132.795425,,
,,132.841475,,
,,132.87885,,
,,132.919325,,
,,132.973275,,
,,133.007575,,
,,133.021925,,
,,133.069575,,
,,133.169975,,
,,133.17365,,
,,133.198875,,
,,133.228975,,
,,133.256525,,
,,133.331375,,
,,133.38935,,
,,133.410475,,
,,133.458075,,
,,133.49155,,
,,133.528625,,
,,133.556925,,
,,133.5847,,
,,133.656775,,
,,133.67105,,
,,133.6911,,
,,133.709125,,
,,133.769425,,
,,133.803025,,
,,133.82845,,
,,133.86145,,
,,133.8976,,
,,133.9211,,
,,133.962975,,
,,133.984075,,
,,134.024525,,
,,134.050125,,
,,134.076475,,
,,134.102825,,
,,134.166475,,
,,134.19235,,
,,134.21255,,
,,134.26535,,
,,134.298275,,
,,134.32045,,
,,134.360425,,
,,134.386825,,
,,134.4073,,
,,134.433875,,
,,134.479875,,
,,134.527,,
,,134.58935,,
,,134.646575,,
,,134.7274,,
,,134.7475,,
,,134.773825,,
,,134.82135,,
,,134.86045,,
,,134.8793,,
,,134.894725,,
,,134.924925,,
,,134.959775,,
,,134.983425,,
,,135.016775,,
,,135.05855,,
,,135.1352,,
,,135.1513,,
,,135.221575,,
,,135.2516,,
,,135.279825,,
,,135.31315,,
,,135.35885,,
,,135.4047,,
,,135.4371,,
,,135.454825,,
,,135.487025,,
,,135.577175,,
,,135.5901,,
,,135.633625,,
,,135.68525,,
,,135.744775,,
,,135.7674,,
,,135.8203,,
,,135.83985,,
,,135.9033,,
,,135.928925,,
,,135.997225,,
,,136.02085,,
,,136.1201,,
,,136.200175,,
,,136.2221,,
,,136.252025,,
,,136.275825,,
,,136.29665,,
,,136.3417,,
,,136.378025,,
,,136.415725,,
,,136.4505,,
,,136.4719,,
,,136.518825,,
,,136.53965,,
,,136.561925,,
,,136.620125,,
,,136.6412,,
,,136.673075,,
,,136.7255,,
,,136.7562,,
,,136.77815,,
,,136.82965,,
,,136.861925,,
,,136.885875,,
,,136.99055,,
,,137.0083,,
,,137.0743,,
,,137.115775,,
,,137.146025,,
,,137.174875,,
,,137.2326,,
,,137.25155,,
,,137.294125,,
,,137.327575,,
,,137.367925,,
,,137.406175,,
,,137.4466,,
,,137.46715,,
,,137.4965,,
,,137.54315,,
,,137.569525,,
,,137.604775,,
,,137.6294,,
,,137.6611,,
,,137.702875,,
,,137.73665,,
,,137.8092,,
,,137.829175,,
,,137.8609,,
,,137.884075,,
,,137.90185,,
,,137.924525,,
,,137.960575,,
,,138.001975,,
,,138.03365,,
,,138.0846,,
,,138.108775,,
,,138.15835,,
,,138.207825,,
,,138.2317,,
,,138.256725,,
,,138.2764,,
,,138.29715,,
,,138.315625,,
,,138.33565,,
,,138.362275,,
,,138.381725,,
,,138.423275,,
,,138.445425,,
,,138.53185,,
,,138.580725,,
,,138.610325,,
,,138.6362,,
,,138.6587,,
,,138.7012,,
,,138.779725,,
,,138.8074,,
,,138.85305,,
,,138.90785,,
,,138.9539,,
,,138.9741,,
,,138.998725,,
,,139.01645,,
,,139.053175,,
,,139.077,,
,,139.095,,
,,139.129825,,
,,139.146175,,
,,139.198675,,
,,139.306375,,
,,139.351675,,
,,139.516825,,
,,139.589625,,
,,139.644375,,
,,139.69655,,
,,139.7192,,
,,139.73255,,
,,139.758225,,
,,139.806275,,
,,139.842175,,
,,139.914225,,
,,139.9372,,
,,139.97335,,
,,140.016225,,
,,140.03995,,
,,140.0586,,
,,140.1058,,
,,140.139525,,
,,140.1568,,
,,140.192475,,
,,140.19695,,
,,140.254375,,
,,140.3891,,
,,140.432725,,
,,140.48805,,
,,140.510125,,
,,140.566525,,
,,140.5963,,
,,140.628125,,
,,140.653625,,
,,140.6786,,
,,140.70425,,
,,140.725525,,
,,140.7802,,
,,140.8379,,
,,140.897,,
,,140.919375,,
,,140.99055,,
,,141.051825,,
,,141.071075,,
,,141.10335,,
,,141.124425,,
,,141.169175,,
,,141.186,,
,,141.25295,,
,,141.295825,,
,,141.393075,,
,,141.41775,,
,,141.4974,,
,,141.52155,,
,,141.5627,,
,,141.66075,,
,,141.695775,,
,,141.739675,,
,,141.883525,,
,,141.95635,,
,,141.994675,,
,,142.020975,,
,,142.0401,,
,,142.06425,,
,,142.07775,,
,,142.12075,,
,,142.17775,,
,,142.20195,,
,,142.241275,,
,,142.3334,,
,,142.37845,,
,,142.45585,,
,,142.530475,,
,,142.568325,,
,,142.621225,,
,,142.651825,,
,,142.707775,,
,,142.733025,,
,,142.7499,,
,,142.766925,,
,,142.796325,,
,,142.817325,,
,,142.880975,,
,,142.905875,,
,,142.9194,,
,,142.93925,,
,,142.996775,,
,,143.0142,,
,,143.067725,,
,,143.107025,,
,,143.136175,,
,,143.162025,,
,,143.3059,,
,,143.328575,,
,,143.342775,,
,,143.3731,,
,,143.41205,,
,,143.439625,,
,,143.459825,,
,,143.54005,,
,,143.570625,,
,,143.596775,,
,,143.6652,,
,,143.70085,,
,,143.72615,,
,,143.7897,,
,,143.8369,,
,,143.8642,,
,,143.9467,,
,,143.968,,
,,143.99715,,
,,144.042525,,
,,144.059825,,
,,144.081275,,
,,144.139525,,
,,144.173725,,
,,144.2157,,
,,144.282,,
,,144.305475,,
,,144.356525,,
,,144.381325,,
,,144.403,,
,,144.4727,,
,,144.505275,,
,,144.5469,,
,,144.586125,,
,,144.60435,,
,,144.629325,,
,,144.664875,,
,,144.743925,,
,,144.772975,,
,,144.797225,,
,,144.831925,,
,,144.85305,,
,,144.8649,,
,,144.894875,,
,,144.924775,,
,,144.956375,,
,,145.011725,,
,,145.03885,,
,,145.118875,,
,,145.1376,,
,,145.196825,,
,,145.21885,,
,,145.240975,,
,,145.2531,,
,,145.280575,,
,,145.300575,,
,,145.3288,,
,,145.3443,,
,,145.37185,,
,,145.444975,,
,,145.455675,,
,,145.485725,,
,,145.512825,,
,,145.5509,,
,,145.61515,,
,,145.6349,,
,,145.668325,,
,,145.681225,,
,,145.710825,,
,,145.77585,,
,,145.791475,,
,,145.804,,
,,145.85095,,
,,145.880225,,
,,145.9175,,
,,145.9799,,
,,145.99535,,
,,146.0098,,
,,146.019225,,
,,146.035,,
,,146.043725,,
,,146.157175,,
,,146.1847,,
,,146.285375,,
,,146.3838,,
,,146.452575,,
,,146.514525,,
,,146.544575,,
,,146.625975,,
,,146.662775,,
,,146.727625,,
,,146.76605,,
,,146.83555,,
,,146.854075,,
,,146.9102,,
,,146.922875,,
,,146.955025,,
,,146.975975,,
,,147.01005,,
,,147.05255,,
,,147.07205,,
,,147.099475,,
,,147.197775,,
,,147.2092,,
,,147.47505,,
,,147.495325,,
,,147.512525,,
,,147.549175,,
,,147.6008,,
,,147.62905,,
,,147.659225,,
,,147.68825,,
,,147.71795,,
,,147.7461,,
,,147.785375,,
,,147.819775,,
,,147.847125,,
,,147.8671,,
,,148.01085,,
,,148.02685,,
,,148.061275,,
,,148.07985,,
,,148.104025,,
,,148.149325,,
,,148.186275,,
,,148.223325,,
,,148.2793,,
,,148.295725,,
,,148.31415,,
,,148.352125,,
,,148.414075,,
,,148.436075,,
,,148.45945,,
,,148.464775,,
,,148.509025,,
,,148.520775,,
,,148.552,,
,,148.64875,,
,,148.684625,,
,,148.74575,,
,,148.770275,,
,,148.81265,,
,,148.89805,,
,,148.932025,,
,,148.974675,,
,,149.0239,,
,,149.03775,,
,,149.08255,,
,,149.10265,,
,,149.12975,,
,,149.153875,,
,,149.182825,,
,,149.217275,,
,,149.2396,,
,,149.26225,,
,,149.2985,,
,,149.416025,,
,,149.4461,,
,,149.48635,,
,,149.511475,,
,,149.54895,,
,,149.59435,,
,,149.618875,,
,,149.66675,,
,,149.7082,,
,,149.767275,,
,,149.79265,,
,,149.911,,
,,149.91365,,
,,149.939125,,
,,149.999325,,
,,150.021675,,
,,150.054225,,
,,150.1198,,
,,150.1686,,
,,150.2061,,
,,150.21385,,
,,150.242075,,
,,150.266675,,
,,150.389475,,
,,150.39705,,
,,150.4983,,
,,150.5176,,
,,150.54235,,
,,150.5617,,
,,150.604,,
,,150.621775,,
,,150.679675,,
,,150.7099,,
,,150.758975,,
,,150.77945,,
,,150.81645,,
,,150.88315,,
,,150.978175,,
,,151.046625,,
,,151.1204,,
,,151.133225,,
,,151.144025,,
,,151.177925,,
,,151.2061,,
,,151.242425,,
,,151.2781,,
,,151.335925,,
,,151.39435,,
,,151.42425,,
,,151.4565,,
,,151.47225,,
,,151.583875,,
,,151.667425,,
,,151.7224,,
,,151.806525,,
,,151.855425,,
,,151.89885,,
,,151.915475,,
,,151.936675,,
,,151.967325,,
,,151.9901,,
,,152.02825,,
,,152.080075,,
,,152.112925,,
,,152.1697,,
,,152.187725,,
,,152.205075,,
,,152.22405,,
,,152.251825,,
,,152.2986,,
,,152.421,,
,,152.4717,,
,,152.511675,,
,,152.54365,,
,,152.5636,,
,,152.6209,,
,,152.76515,,
,,152.836425,,
,,152.92775,,
,,152.96375,,
,,153.07685,,
,,153.117075,,
,,153.18415,,
,,153.248025,,
,,153.309625,,
,,153.399575,,
,,153.444575,,
,,153.508125,,
,,153.62585,,
,,153.645125,,
,,153.679,,
,,153.743775,,
,,153.781675,,
,,153.80485,,
,,153.83655,,
,,153.8998,,
,,153.936375,,
,,153.97555,,
,,154.0144,,
,,154.072125,,
,,154.111875,,
,,154.143875,,
,,154.179875,,
,,154.20575,,
,,154.2459,,
,,154.292125,,
,,154.3203,,
,,154.35155,,
,,154.3889,,
,,154.44265,,
,,154.464425,,
,,154.493025,,
,,154.54235,,
,,154.5648,,
,,154.65915,,
,,154.684475,,
,,154.723675,,
,,154.77225,,
,,154.8553,,
,,154.883125,,
,,154.9041,,
,,154.93865,,
,,154.9416,,
,,154.961475,,
,,154.994275,,
,,155.094325,,
,,155.11685,,
,,155.1488,,
,,155.192625,,
,,155.2285,,
,,155.27085,,
,,155.313875,,
,,155.331925,,
,,155.348175,,
,,155.37155,,
,,155.38795,,
,,155.420125,,
,,155.469925,,
,,155.518075,,
,,155.554,,
,,155.585625,,
,,155.608025,,
,,155.647225,,
,,155.68165,,
,,155.70315,,
,,155.72255,,
,,155.788825,,
,,155.813975,,
,,155.838225,,
,,155.86,,
,,155.8848,,
,,155.906,,
,,155.963025,,
,,156.006475,,
,,156.03585,,
,,156.067125,,
,,156.0939,,
,,156.12285,,
,,156.147925,,
,,156.187375,,
,,156.2626,,
,,156.29915,,
,,156.302725,,
,,156.3432,,
,,156.3478,,
,,156.393925,,
,,156.420625,,
,,156.439475,,
,,156.45865,,
,,156.47475,,
,,156.495575,,
,,156.5125,,
,,156.53795,,
,,156.5671,,
,,156.586175,,
,,156.6038,,
,,156.634075,,
,,156.66565,,
,,156.688625,,
,,156.7145,,
,,156.738775,,
,,156.79345,,
,,156.83545,,
,,156.84605,,
,,156.8753,,
,,156.891275,,
,,156.90265,,
,,156.962625,,
,,156.9771,,
,,156.9983,,
,,157.042375,,
,,157.0579,,
,,157.087375,,
,,157.11215,,
,,157.136125,,
,,157.162,,
,,157.195025,,
,,157.197575,,
,,157.227425,,
,,157.25115,,
,,157.28105,,
,,157.309525,,
,,157.349275,,
,,157.37105,,
,,157.3953,,
,,157.421775,,
,,157.43965,,
,,157.479325,,
,,157.552475,,
,,157.569075,,
,,157.571175,,
,,157.5959,,
,,157.614075,,
,,157.632925,,
,,157.66,,
,,157.685825,,
,,157.72275,,
,,157.7613,,
,,157.77575,,
,,157.784675,,
,,157.79865,,
,,157.837375,,
,,157.8658,,
,,157.91725,,
,,157.9436,,
,,157.994875,,
,,158.0222,,
,,158.05215,,
,,158.097225,,
,,158.125275,,
,,158.141275,,
,,158.161875,,
,,158.18635,,
,,158.217775,,
,,158.242225,,
,,158.255825,,
,,158.28135,,
,,158.31405,,
,,158.32435,,
,,158.34595,,
,,158.3766,,
,,158.3862,,
,,158.48395,,
,,158.52175,,
,,158.529525,,
,,158.541375,,
,,158.556625,,
,,158.60995,,
,,158.644225,,
,,158.66905,,
,,158.69465,,
,,158.754775,,
,,158.7913,,
,,158.80355,,
,,158.816425,,
,,158.82415,,
,,158.8312,,
,,158.8366,,
,,158.86675,,
,,158.8819,,
,,158.8974,,
,,158.9278,,
,,158.949675,,
,,159.126325,,
,,159.1478,,
,,159.16505,,
,,159.2062,,
,,159.235775,,
,,159.2526,,
,,159.284275,,
,,159.29655,,
,,159.305975,,
,,159.322075,,
,,159.35555,,
,,159.3749,,
,,159.406425,,
,,159.4192,,
,,159.48135,,
,,159.540075,,
,,159.566675,,
,,159.607175,,
,,159.622325,,
,,159.6534,,
,,159.669225,,
,,159.68645,,
,,159.706975,,
,,159.762325,,
,,159.763575,,
,,159.7767,,
,,159.799225,,
,,159.811075,,
,,159.827475,,
,,159.847825,,
,,159.877,,
,,159.936825,,
,,159.9753,,
,,159.995375,,
,,160.048675,,
,,160.06565,,
,,160.1015,,
,,160.119575,,
,,160.156925,,
,,160.1713,,
,,160.1924,,
,,160.23385,,
,,160.259425,,
,,160.281425,,
,,160.301275,,
,,160.317525,,
,,160.368625,,
,,160.4197,,
,,160.440325,,
,,160.475975,,
,,160.499,,
,,160.512875,,
,,160.53465,,
,,160.5597,,
,,160.610775,,
