SPK_SPKC02a (short inhibition),SPK_SPKC04a (inhibited),SPK_SPKC05a (excited),SPK_SPKC07a (short excitation),SPK_SPKC10a (short excitation)
1373.8399,,,1079.946225,
1373.867275,,,1079.96045,
1373.888075,,,1079.98735,
1373.90435,,,1080.003675,
1373.90665,,,1080.025175,
1373.96995,,,1080.05805,
1374.015125,,,1080.088925,
1374.0437,,,1080.105775,
1374.09525,,,1080.126075,
1374.106975,,,1080.185725,
1374.112925,,,1080.19625,
1374.126675,,,1080.225475,
1374.15485,,,1080.255625,
1374.181375,,,1080.31325,
1374.230475,,,1080.381975,
1374.24445,,,1080.394225,
1374.253425,,,1080.407775,
1374.279525,,,1080.428025,
1374.32745,,,1080.453975,
1374.37035,,,1080.479525,
1374.379075,,,1080.517975,
1374.456575,,,1080.542275,
1374.5328,,,1080.584,
1374.558575,,,1080.609225,
1374.593,,,1080.69835,
1374.664575,,,1080.740975,
1374.742925,,,1080.76735,
1374.7702,,,1080.781225,
1374.798,,,1080.819225,
1374.810625,,,1080.864725,
1374.831625,,,1080.879375,
1374.906725,,,1080.897075,
1374.90935,,,1080.93785,
1374.92615,,,1080.963675,
1374.951675,,,1080.997225,
1374.9784,,,1081.0125,
1375.000675,,,1081.065925,
1375.027725,,,1081.129125,
1375.03015,,,1081.143725,
1375.0619,,,1081.152075,
1375.108375,,,1081.175825,
1375.15455,,,1081.19415,
1375.1824,,,1081.23835,
1375.1944,,,1081.26365,
1375.21275,,,1081.29115,
1375.215725,,,1081.292875,
1375.259325,,,1081.309925,
1375.3059,,,1081.33205,
1375.31605,,,1081.364225,
1375.34515,,,1081.4219,
1375.390925,,,1081.445475,
1375.506325,,,1081.48875,
1375.53375,,,1081.5317,
1375.58925,,,1081.5919,
1375.648475,,,1081.6424,
1375.659275,,,1081.6768,
1375.70935,,,1081.704225,
1375.726875,,,1081.7454,
1375.8149,,,1081.775375,
1375.87355,,,1081.820425,
1375.88225,,,1081.845575,
1375.9743,,,1081.917925,
1376.046475,,,1081.931925,
1376.098175,,,1081.9576,
1376.11585,,,1081.97895,
1376.152825,,,1082.017325,
1376.18825,,,1082.020875,
1376.236425,,,1082.029375,
1376.308625,,,1082.0796,
1376.379075,,,1082.0823,
1376.4298,,,1082.1,
1376.449625,,,1082.123775,
1376.462,,,1082.2228,
1376.4775,,,1082.2383,
1376.531225,,,1082.327675,
1376.57185,,,1082.35965,
1376.630825,,,1082.382,
1376.64645,,,1082.39765,
1376.65785,,,1082.43425,
1376.681925,,,1082.4696,
1376.711525,,,1082.5288,
1376.719725,,,1082.556675,
1376.7372,,,1082.582575,
1376.773375,,,1082.59225,
1376.81405,,,1082.62595,
1376.835225,,,1082.68025,
1376.86405,,,1082.701675,
1376.8744,,,1082.762175,
1376.93485,,,1082.8114,
1376.952625,,,1082.866,
1376.958275,,,1082.89285,
1376.97385,,,1082.89475,
1376.99995,,,1082.93545,
1377.009925,,,1082.966025,
1377.026625,,,1083.00125,
1377.042325,,,1083.080175,
1377.053275,,,1083.08985,
1377.056325,,,1083.131725,
1377.07435,,,1083.17165,
1377.1101,,,1083.216975,
1377.186325,,,1083.256925,
1377.24385,,,1083.3077,
1377.273175,,,1083.41025,
1377.2834,,,1083.429625,
1377.3015,,,1083.487625,
1377.309475,,,1083.552775,
1377.31955,,,1083.66255,
1377.35005,,,1083.696325,
1377.390725,,,1083.734475,
1377.42005,,,1083.771375,
1377.47485,,,1083.833325,
1377.484,,,1083.877625,
1377.50275,,,1083.927625,
1377.5161,,,1083.95735,
1377.5478,,,1083.9969,
1377.5604,,,1084.11755,
1377.5783,,,1084.13155,
1377.599675,,,1084.15265,
1377.61415,,,1084.1717,
1377.639675,,,1084.1812,
1377.67125,,,1084.1982,
1377.681,,,1084.209325,
1377.76225,,,1084.255875,
1377.77375,,,1084.265275,
1377.78875,,,1084.277525,
1377.798975,,,1084.30245,
1377.801675,,,1084.381225,
1377.823675,,,1084.412575,
1377.83905,,,1084.440125,
1377.849725,,,1084.45695,
1377.87305,,,1084.47815,
1377.8896,,,1084.502,
1377.921475,,,1084.5273,
1377.938325,,,1084.5552,
1377.9592,,,1084.6325,
1377.997675,,,1084.65935,
1378.0248,,,1084.705625,
1378.17115,,,1084.734025,
1378.184375,,,1084.7558,
1378.198125,,,1084.78625,
1378.240475,,,1084.838425,
1378.25015,,,1084.865775,
1378.2682,,,1084.87895,
1378.27755,,,1084.938175,
1378.29755,,,1084.953425,
1378.3024,,,1085.008075,
1378.3202,,,1085.049175,
1378.338275,,,1085.078775,
1378.364875,,,1085.1473,
1378.41915,,,1085.207125,
1378.43915,,,1085.301875,
1378.5153,,,1085.3715,
1378.528325,,,1085.406425,
1378.539775,,,1085.425875,
1378.638025,,,1085.44755,
1378.6665,,,1085.4727,
1378.68325,,,1085.5132,
1378.690925,,,1085.605175,
1378.697725,,,1085.646,
1378.742675,,,1085.680775,
1378.768975,,,1085.708975,
1378.780125,,,1085.770925,
1378.792375,,,1085.893125,
1378.7995,,,1085.9553,
1378.815175,,,1085.9785,
1378.861075,,,1086.020025,
1378.876075,,,1086.1192,
1378.90685,,,1086.18315,
1378.982425,,,1086.25805,
1379.00645,,,1086.326025,
1379.08375,,,1086.358125,
1379.144425,,,1086.469275,
1379.16005,,,1086.61435,
1379.162825,,,1086.648225,
1379.175275,,,1086.6848,
1379.267375,,,1086.720775,
1379.344175,,,1086.828975,
1379.37835,,,1086.8492,
1379.390975,,,1086.882375,
1379.397975,,,1086.9075,
1379.443925,,,1086.9194,
1379.472925,,,1086.943575,
1379.511825,,,1086.9724,
1379.529925,,,1086.98885,
1379.532125,,,1087.019175,
1379.561025,,,1087.044525,
1379.604425,,,1087.054,
1379.6155,,,1087.0713,
1379.7339,,,1087.08505,
1379.75455,,,1087.123125,
1379.80815,,,1087.14685,
1379.8417,,,1087.172125,
1379.8573,,,1087.213375,
1379.94025,,,1087.27975,
1379.995175,,,1087.299825,
1380.04125,,,1087.372725,
1380.07435,,,1087.39695,
1380.09235,,,1087.431975,
1380.103775,,,1087.46745,
1380.12475,,,1087.5158,
1380.1821,,,1087.544325,
1380.3508,,,1087.58555,
1380.36475,,,1087.624475,
1380.381125,,,1087.668825,
1380.474775,,,1087.7144,
1380.53005,,,1087.76025,
1380.55095,,,1087.77815,
1380.59765,,,1087.801875,
1380.650425,,,1087.8616,
1380.84495,,,1087.9105,
1380.94715,,,1087.94165,
1380.95825,,,1087.964575,
1381.026825,,,1088.00965,
1381.044025,,,1088.06065,
1381.06195,,,1088.104025,
1381.087125,,,1088.147325,
1381.1705,,,1088.169925,
1381.1877,,,1088.225725,
1381.226975,,,1088.24685,
1381.298475,,,1088.29065,
1381.333725,,,1088.318325,
1381.350075,,,1088.38335,
1381.47675,,,1088.4272,
1381.52805,,,1088.466325,
1381.6176,,,1088.532975,
1381.637175,,,1088.554375,
1381.711475,,,1088.59715,
1381.739625,,,1088.641675,
1381.7514,,,1088.66335,
1381.80805,,,1088.70075,
1381.8203,,,1088.744475,
1381.846075,,,1088.82395,
1381.904375,,,1088.857375,
1381.932625,,,1088.9088,
1381.955625,,,1088.953675,
1381.977575,,,1089.044425,
1382.004875,,,1089.091675,
1382.035875,,,1089.14445,
1382.041725,,,1089.181775,
1382.081725,,,1089.208625,
1382.092225,,,1089.256325,
1382.11585,,,1089.2991,
1382.13165,,,1089.33465,
1382.144625,,,1089.391675,
1382.189675,,,1089.4575,
1382.219625,,,1089.5285,
1382.235875,,,1089.579025,
1382.2756,,,1089.598325,
1382.31005,,,1089.638875,
1382.4447,,,1089.6868,
1382.464525,,,1089.729975,
1382.486825,,,1089.7773,
1382.581675,,,1089.80495,
1382.640375,,,1089.89545,
1382.7073,,,1090.0837,
1382.813275,,,1090.105925,
1382.843425,,,1090.133175,
1382.89005,,,1090.1672,
1382.897025,,,1090.271375,
1382.953,,,1090.309475,
1382.967525,,,1090.3167,
1383.00685,,,1090.336375,
1383.048725,,,1090.35035,
1383.05665,,,1090.39095,
1383.06845,,,1090.41305,
1383.084425,,,1090.437525,
1383.132825,,,1090.453675,
1383.14255,,,1090.481625,
1383.2031,,,1090.505125,
1383.255025,,,1090.5224,
1383.356225,,,1090.5497,
1383.4404,,,1090.56405,
1383.4498,,,1090.630275,
1383.45445,,,1090.682925,
1383.472975,,,1090.71695,
1383.5213,,,1090.73195,
1383.526625,,,1090.755775,
1383.550825,,,1090.76465,
1383.5866,,,1090.7919,
1383.639425,,,1090.814975,
1383.7381,,,1090.843275,
1383.757925,,,1090.8534,
1383.814825,,,1090.890225,
1383.922825,,,1090.90685,
1383.95975,,,1090.9498,
1383.9899,,,1090.978075,
1384.0429,,,1091.00265,
1384.06035,,,1091.022525,
1384.194,,,1091.07465,
1384.21585,,,1091.089375,
1384.23485,,,1091.12,
1384.2439,,,1091.158525,
1384.252975,,,1091.1701,
1384.279725,,,1091.22425,
1384.288825,,,1091.238925,
1384.316725,,,1091.26385,
1384.326475,,,1091.293375,
1384.3546,,,1091.311325,
1384.377125,,,1091.4034,
1384.3952,,,1091.4498,
1384.422925,,,1091.510075,
1384.456875,,,1091.5553,
1384.557925,,,1091.6173,
1384.618425,,,1091.660075,
1384.6416,,,1091.66935,
1384.7234,,,1091.70505,
1384.726025,,,1091.780575,
1384.75595,,,1091.8538,
1384.85765,,,1091.89895,
1384.8806,,,1091.923225,
1384.9001,,,1091.97675,
1384.951,,,1091.999725,
1384.9637,,,1092.015575,
1384.995925,,,1092.035625,
1385.106025,,,1092.17085,
1385.26895,,,1092.183675,
1385.28745,,,1092.194675,
1385.352325,,,1092.226275,
1385.36945,,,1092.243925,
1385.3897,,,1092.284325,
1385.39335,,,1092.335625,
1385.4292,,,1092.36575,
1385.442375,,,1092.40985,
1385.46375,,,1092.469325,
1385.53355,,,1092.472325,
1385.57,,,1092.544525,
1385.6264,,,1092.562125,
1385.641325,,,1092.596275,
1385.695575,,,1092.6272,
1385.731625,,,1092.660525,
1385.7862,,,1092.7029,
1385.8007,,,1092.78535,
1385.8277,,,1092.84235,
1385.87665,,,1092.8935,
1385.914375,,,1092.9478,
1385.944925,,,1093.004975,
1385.980025,,,1093.0279,
1385.998825,,,1093.062475,
1386.063625,,,1093.092875,
1386.1094,,,1093.1124,
1386.1218,,,1093.17255,
1386.135075,,,1093.215775,
1386.160475,,,1093.259325,
1386.215925,,,1093.29525,
1386.290875,,,1093.3299,
1386.394375,,,1093.357675,
1386.4101,,,1093.454525,
1386.4245,,,1093.484525,
1386.453875,,,1093.498125,
1386.4663,,,1093.560175,
1386.4873,,,1093.58675,
1386.516475,,,1093.625475,
1386.529675,,,1093.652725,
1386.575875,,,1093.6865,
1386.626725,,,1093.71635,
1386.69835,,,1093.75155,
1386.728825,,,1093.813725,
1386.738375,,,1093.82955,
1386.74465,,,1093.848475,
1386.7622,,,1093.85805,
1386.864375,,,1093.89335,
1386.9254,,,1093.92405,
1386.94395,,,1093.9466,
1386.9637,,,1093.962475,
1386.992375,,,1093.995225,
1387.0419,,,1094.027875,
1387.088,,,1094.0559,
1387.11655,,,1094.074025,
1387.1674,,,1094.0995,
1387.1977,,,1094.1369,
1387.210075,,,1094.154575,
1387.306875,,,1094.1804,
1387.339625,,,1094.198625,
1387.440675,,,1094.2638,
1387.45335,,,1094.2853,
1387.480725,,,1094.431875,
1387.49175,,,1094.441925,
1387.498575,,,1094.454475,
1387.5509,,,1094.47775,
1387.587125,,,1094.506075,
1387.5971,,,1094.55915,
1387.64335,,,1094.670275,
1387.653675,,,1094.69605,
1387.751225,,,1094.697125,
1387.80115,,,1094.736525,
1387.8186,,,1094.7526,
1387.84715,,,1094.77555,
1387.864825,,,1094.8475,
1387.90055,,,1094.88515,
1387.92145,,,1094.941075,
1387.9319,,,1094.9682,
1387.93905,,,1095.031425,
1387.9761,,,1095.087175,
1388.064325,,,1095.096975,
1388.093375,,,1095.11715,
1388.098375,,,1095.12995,
1388.299825,,,1095.163825,
1388.3223,,,1095.1889,
1388.36955,,,1095.22245,
1388.400225,,,1095.2722,
1388.41195,,,1095.40025,
1388.443825,,,1095.44265,
1388.46275,,,1095.47825,
1388.47635,,,1095.5065,
1388.494,,,1095.538725,
1388.504575,,,1095.5653,
1388.5193,,,1095.58685,
1388.5423,,,1095.60435,
1388.77345,,,1095.65025,
1388.79145,,,1095.739675,
1388.801275,,,1095.7565,
1388.93315,,,1095.813375,
1389.01665,,,1095.8827,
1389.0869,,,1095.928675,
1389.136025,,,1095.9535,
1389.143925,,,1095.992725,
1389.148125,,,1096.039975,
1389.238475,,,1096.0722,
1389.322125,,,1096.2602,
1389.4005,,,1096.292325,
1389.4158,,,1096.332375,
1389.47045,,,1096.350975,
1389.4904,,,1096.417425,
1389.6134,,,1096.452,
1389.636875,,,1096.491075,
1389.65655,,,1096.58105,
1389.669275,,,1096.60775,
1389.725725,,,1096.65865,
1389.735925,,,1096.69335,
1389.753975,,,1096.801525,
1389.835825,,,1096.839175,
1389.88485,,,1096.889525,
1389.900575,,,1096.937175,
1390.0052,,,1096.958775,
1390.012325,,,1097.02195,
1390.04675,,,1097.0491,
1390.05455,,,1097.08865,
1390.076,,,1097.168075,
1390.10345,,,1097.234775,
1390.1507,,,1097.2841,
1390.218025,,,1097.304875,
1390.35125,,,1097.3219,
1390.4309,,,1097.399425,
1390.442475,,,1097.468375,
1390.454775,,,1097.486325,
1390.5796,,,1097.526175,
1390.6428,,,1097.54255,
1390.672625,,,1097.573475,
1390.6996,,,1097.60595,
1390.7592,,,1097.672375,
1390.836125,,,1097.73,
1390.91715,,,1097.75345,
1390.9188,,,1097.81585,
1390.96495,,,1097.868225,
1390.975525,,,1097.938425,
1391.0068,,,1097.9726,
1391.01205,,,1098.0026,
1391.0416,,,1098.022775,
1391.044725,,,1098.0691,
1391.080575,,,1098.10475,
1391.1478,,,1098.142575,
1391.161125,,,1098.2437,
1391.1828,,,1098.26405,
1391.2698,,,1098.305275,
1391.394775,,,1098.345075,
1391.40115,,,1098.357575,
1391.59255,,,1098.369,
1391.605275,,,1098.41905,
1391.669975,,,1098.459925,
1391.682325,,,1098.4911,
1391.692425,,,1098.548975,
1391.75525,,,1098.569875,
1391.781625,,,1098.673575,
1391.83945,,,1098.72455,
1391.8574,,,1098.764975,
1391.8712,,,1098.819275,
1392.006125,,,1098.846375,
1392.03375,,,1098.887575,
1392.055675,,,1098.96015,
1392.10785,,,1098.997125,
1392.153275,,,1099.04245,
1392.175225,,,1099.076,
1392.184625,,,1099.1309,
1392.31145,,,1099.221275,
1392.369475,,,1099.244475,
1392.4014,,,1099.308025,
1392.409025,,,1099.366725,
1392.41415,,,1099.432975,
1392.472925,,,1099.490875,
1392.62455,,,1099.5402,
1392.6399,,,1099.581025,
1392.66545,,,1099.617525,
1392.7261,,,1099.6493,
1392.8128,,,1099.714075,
1392.843775,,,1099.762525,
1392.8655,,,1099.80125,
1392.911475,,,1099.93615,
1392.91995,,,1099.976475,
1392.9461,,,1100.097875,
1393.00425,,,1100.13495,
1393.020575,,,1100.159475,
1393.059675,,,1100.184725,
1393.085975,,,1100.2205,
1393.096625,,,1100.242925,
1393.120925,,,1100.286,
1393.1634,,,1100.315925,
1393.194,,,1100.366425,
1393.2046,,,1100.46125,
1393.29155,,,1100.519325,
1393.302575,,,1100.56815,
1393.357625,,,1100.609175,
1393.508975,,,1100.642725,
1393.569125,,,1100.66575,
1393.621075,,,1100.716475,
1393.6629,,,1100.744275,
1393.72975,,,1100.7762,
1393.7367,,,1100.83885,
1393.761675,,,1100.87965,
1393.773675,,,1101.004975,
1393.8146,,,1101.0472,
1393.864075,,,1101.09995,
1394.01585,,,1101.1333,
1394.0491,,,1101.15555,
1394.0943,,,1101.2045,
1394.1782,,,1101.2519,
1394.184975,,,1101.290025,
1394.202875,,,1101.323525,
1394.24045,,,1101.347425,
1394.250325,,,1101.3968,
1394.283775,,,1101.41875,
1394.3057,,,1101.4768,
1394.360475,,,1101.534875,
1394.389075,,,1101.5976,
1394.4691,,,1101.618325,
1394.537625,,,1101.630725,
1394.556,,,1101.66915,
1394.577975,,,1101.721525,
1394.61205,,,1101.7815,
1394.706725,,,1101.823675,
1394.726425,,,1101.86225,
1394.842175,,,1101.937225,
1394.886075,,,1101.98035,
1394.919775,,,1102.023075,
1394.924675,,,1102.056475,
1395.01415,,,1102.11035,
1395.025,,,1102.148575,
1395.044525,,,1102.184475,
1395.059025,,,1102.212625,
1395.0726,,,1102.281775,
1395.0764,,,1102.301525,
1395.1072,,,1102.356925,
1395.11815,,,1102.426125,
1395.122575,,,1102.4793,
1395.2045,,,1102.550075,
1395.299825,,,1102.5827,
1395.3364,,,1102.60665,
1395.338025,,,1102.621725,
1395.361575,,,1102.6369,
1395.385275,,,1102.6731,
1395.4308,,,1102.6891,
1395.491325,,,1102.704525,
1395.52015,,,1102.7192,
1395.54135,,,1102.73365,
1395.56295,,,1102.7562,
1395.67725,,,1102.763625,
1395.728225,,,1102.783075,
1395.7405,,,1102.806925,
1395.914175,,,1102.8416,
1395.9172,,,1102.855675,
1395.9256,,,1102.900225,
1395.9441,,,1102.945375,
1395.9953,,,1102.989325,
1396.0065,,,1103.017475,
1396.043325,,,1103.07445,
1396.088,,,1103.1149,
1396.186,,,1103.162725,
1396.247375,,,1103.19125,
1396.4278,,,1103.243225,
1396.45215,,,1103.26735,
1396.46085,,,1103.36425,
1396.47715,,,1103.3788,
1396.519775,,,1103.406225,
1396.574275,,,1103.435425,
1396.6463,,,1103.439325,
1396.654825,,,1103.49735,
1396.678,,,1103.5074,
1396.76815,,,1103.555825,
1396.7935,,,1103.597475,
1396.846525,,,1103.692825,
1396.891725,,,1103.72045,
1396.973875,,,1103.81985,
1396.9802,,,1103.8989,
1396.991175,,,1103.92895,
1397.0292,,,1104.002275,
1397.0424,,,1104.073225,
1397.0519,,,1104.101775,
1397.084225,,,1104.1366,
1397.116175,,,1104.3083,
1397.166275,,,1104.428025,
1397.213,,,1104.47665,
1397.2149,,,1104.57805,
1397.2277,,,1104.6234,
1397.2926,,,1104.734725,
1397.361725,,,1104.78725,
1397.420975,,,1104.9183,
1397.48615,,,1104.95915,
1397.4981,,,1105.05055,
1397.547525,,,1105.110925,
1397.630975,,,1105.134125,
1397.73355,,,1105.18665,
1397.75045,,,1105.21785,
1397.80495,,,1105.2539,
1397.842575,,,1105.2958,
1397.908425,,,1105.3449,
1397.924675,,,1105.38715,
1397.967925,,,1105.419625,
1397.980325,,,1105.475925,
1398.0001,,,1105.543975,
1398.099,,,1105.6011,
1398.13495,,,1105.67485,
1398.172,,,1105.77855,
1398.199175,,,1105.799875,
1398.202125,,,1105.828675,
1398.22555,,,1105.83085,
1398.2653,,,1105.838825,
1398.3143,,,1105.863925,
1398.325175,,,1105.9315,
1398.34635,,,1105.9488,
1398.35685,,,1105.9793,
1398.369175,,,1106.00275,
1398.38905,,,1106.030275,
1398.4819,,,1106.055675,
1398.492625,,,1106.117075,
1398.5287,,,1106.1295,
1398.5913,,,1106.195,
1398.60535,,,1106.228425,
1398.608625,,,1106.272175,
1398.6186,,,1106.30695,
1398.69865,,,1106.3772,
1398.743825,,,1106.406725,
1398.7965,,,1106.452125,
1398.855575,,,1106.5039,
1398.945875,,,1106.569225,
1398.970875,,,1106.604525,
1398.990475,,,1106.638625,
1399.0809,,,1106.685825,
1399.149275,,,1106.717975,
1399.197125,,,1106.775275,
1399.209075,,,1106.9104,
1399.284725,,,1106.9461,
1399.303075,,,1107.00205,
1399.3618,,,1107.049575,
1399.364175,,,1107.079075,
1399.3748,,,1107.106475,
1399.391,,,1107.142375,
1399.412475,,,1107.1946,
1399.477425,,,1107.2447,
1399.50065,,,1107.3203,
1399.597175,,,1107.36815,
1399.614375,,,1107.400925,
1399.6353,,,1107.66315,
1399.659675,,,1107.7209,
1399.666525,,,1107.813,
1399.68075,,,1107.850975,
1399.7137,,,1107.945525,
1399.76195,,,1107.97955,
1399.787175,,,1108.01825,
1399.83905,,,1108.072875,
1399.8586,,,1108.105125,
1399.928125,,,1108.137425,
1399.955925,,,1108.17835,
1400.054675,,,1108.256525,
1400.0646,,,1108.311525,
1400.168075,,,1108.3325,
1400.251925,,,1108.3913,
1400.2706,,,1108.47015,
1400.421875,,,1108.49915,
1400.450725,,,1108.532025,
1400.46255,,,1108.55975,
1400.500675,,,1108.5771,
1400.590675,,,1108.647175,
1400.649425,,,1108.771225,
1400.695775,,,1108.794125,
1400.734375,,,1108.8391,
1400.750325,,,1108.865225,
1400.799525,,,1108.8888,
1400.824175,,,1108.910175,
1400.873375,,,1108.974925,
1400.9118,,,1109.034625,
1400.942825,,,1109.06065,
1400.955575,,,1109.09075,
1401.01835,,,1109.135725,
1401.058925,,,1109.214925,
1401.210825,,,1109.227725,
1401.211875,,,1109.242775,
1401.2297,,,1109.267925,
1401.23505,,,1109.29415,
1401.247475,,,1109.318075,
1401.29705,,,1109.334025,
1401.30435,,,1109.356525,
1401.306275,,,1109.385075,
1401.370375,,,1109.426925,
1401.39485,,,1109.459425,
1401.417575,,,1109.4754,
1401.44835,,,1109.499475,
1401.459175,,,1109.554725,
1401.495525,,,1109.5759,
1401.513975,,,1109.602725,
1401.518325,,,1109.6124,
1401.590825,,,1109.6414,
1401.6204,,,1109.6734,
1401.695625,,,1109.71035,
1401.707025,,,1109.730875,
1402.0217,,,1109.748975,
1402.048625,,,1109.835975,
1402.062875,,,1109.856875,
1402.084125,,,1109.885275,
1402.08635,,,1109.8923,
1402.1044,,,1109.9361,
1402.14065,,,1109.94055,
1402.16225,,,1109.958775,
1402.1826,,,1109.977225,
1402.48825,,,1109.992825,
1402.522525,,,1110.036625,
1402.546625,,,1110.06355,
1402.5967,,,1110.1054,
1402.7395,,,1110.1258,
1402.83245,,,1110.147625,
1402.881225,,,1110.18095,
1402.934475,,,1110.251525,
1402.96625,,,1110.266,
1402.9727,,,1110.2953,
1403.1707,,,1110.3125,
1403.181725,,,1110.34355,
1403.207775,,,1110.38895,
1403.283825,,,1110.40735,
1403.2874,,,1110.448925,
1403.342575,,,1110.4738,
1403.46765,,,1110.49745,
1403.498825,,,1110.54265,
1403.540375,,,1110.571225,
1403.687425,,,1110.6031,
1403.723325,,,1110.63415,
1403.780975,,,1110.656975,
1403.81405,,,1110.69975,
1403.8369,,,1110.7492,
1403.869475,,,1110.791325,
1403.890075,,,1110.8416,
1403.9164,,,1110.85245,
1403.93115,,,1110.8996,
1403.9929,,,1110.947725,
1404.031475,,,1111.0018,
1404.046175,,,1111.056375,
1404.106275,,,1111.068975,
1404.161275,,,1111.1275,
1404.163875,,,1111.1653,
1404.24945,,,1111.2117,
1404.366275,,,1111.25785,
1404.399225,,,1111.32415,
1404.509825,,,1111.361275,
1404.517025,,,1111.419875,
1404.5384,,,1111.450875,
1404.575975,,,1111.49185,
1404.598675,,,1111.5148,
1404.659225,,,1111.54795,
1404.776025,,,1111.576125,
1404.83535,,,1111.597425,
1404.85635,,,1111.64035,
1404.86955,,,1111.68555,
1404.893475,,,1111.79245,
1404.89565,,,1111.82185,
1404.923675,,,1111.86295,
1404.948425,,,1111.878025,
1405.019775,,,1111.887475,
1405.075775,,,1111.9091,
1405.09025,,,1112.0049,
1405.12295,,,1112.04775,
1405.27535,,,1112.069075,
1405.3168,,,1112.08675,
1405.322225,,,1112.118675,
1405.33255,,,1112.140525,
1405.386525,,,1112.1742,
1405.449525,,,1112.197875,
1405.5272,,,1112.224825,
1405.538025,,,1112.277175,
1405.586875,,,1112.2959,
1405.590225,,,1112.323325,
1405.621575,,,1112.342225,
1405.63005,,,1112.373175,
1405.645875,,,1112.44005,
1405.691675,,,1112.475725,
1405.7102,,,1112.4985,
1405.744125,,,1112.5535,
1405.7942,,,1112.5811,
1405.835325,,,1112.63365,
1405.9197,,,1112.662925,
1405.9827,,,1112.720175,
1406.028675,,,1112.74325,
1406.04315,,,1112.7594,
1406.1072,,,1112.83225,
1406.21625,,,1112.8736,
1406.25005,,,1112.918875,
1406.351375,,,1112.955775,
1406.394375,,,1113.023525,
1406.508775,,,1113.078875,
1406.5393,,,1113.10865,
1406.545725,,,1113.163025,
1406.573325,,,1113.197975,
1406.6047,,,1113.243325,
1406.6861,,,1113.290475,
1406.77005,,,1113.318225,
1406.825025,,,1113.38305,
1406.8756,,,1113.432925,
1406.902825,,,1113.496775,
1406.91955,,,1113.546375,
1406.953525,,,1113.628425,
1407.074175,,,1113.67465,
1407.10405,,,1113.71115,
1407.15715,,,1113.740525,
1407.17755,,,1113.78095,
1407.210025,,,1113.8199,
1407.2536,,,1113.836575,
1407.355025,,,1113.862375,
1407.3907,,,1113.9061,
1407.40845,,,1113.956425,
1407.430025,,,1114.00365,
1407.640975,,,1114.0717,
1407.726225,,,1114.120975,
1407.73765,,,1114.1476,
1407.802175,,,1114.250575,
1407.849775,,,1114.276625,
1407.883125,,,1114.31315,
1407.8991,,,1114.354575,
1407.939825,,,1114.39585,
1407.966575,,,1114.41365,
1408.04915,,,1114.47245,
1408.2247,,,1114.498625,
1408.261125,,,1114.54835,
1408.310025,,,1114.582375,
1408.328875,,,1114.59015,
1408.376475,,,1114.641775,
1408.390975,,,1114.66,
1408.401825,,,1114.669925,
1408.425075,,,1114.734925,
1408.443725,,,1114.7519,
1408.491325,,,1114.7778,
1408.558925,,,1114.8382,
1408.61455,,,1114.897875,
1408.659925,,,1114.922825,
1408.69905,,,1114.944625,
1408.747125,,,1115.019525,
1408.85425,,,1115.02915,
1408.88225,,,1115.07225,
1408.9243,,,1115.08775,
1408.973375,,,1115.21765,
1408.9772,,,1115.2501,
1408.994475,,,1115.280375,
1409.010025,,,1115.29245,
1409.012425,,,1115.36985,
1409.030325,,,1115.496425,
1409.08385,,,1115.508975,
1409.165375,,,1115.543725,
1409.1693,,,1115.566675,
1409.19475,,,1115.638025,
1409.212125,,,1115.692475,
1409.223375,,,1115.721075,
1409.227825,,,1115.7526,
1409.268975,,,1115.781325,
1409.293725,,,1115.833025,
1409.306975,,,1115.8817,
1409.3951,,,1115.941075,
1409.40855,,,1116.0168,
1409.415275,,,1116.0419,
1409.495575,,,1116.045275,
1409.614225,,,1116.08745,
1409.623175,,,1116.123175,
1409.6959,,,1116.188625,
1409.6988,,,1116.22135,
1409.74315,,,1116.2582,
1409.781175,,,1116.315775,
1409.79405,,,1116.387075,
1409.80495,,,1116.41895,
1409.854525,,,1116.43965,
1409.878475,,,1116.460425,
1409.908275,,,1116.48305,
1409.919575,,,1116.500425,
1409.9416,,,1116.52715,
1409.954725,,,1116.56465,
1409.968,,,1116.580975,
1409.9806,,,1116.597575,
1410.021075,,,1116.676375,
1410.039075,,,1116.6943,
1410.0411,,,1116.7344,
1410.048725,,,1116.7796,
1410.05535,,,1116.807825,
1410.0699,,,1116.83125,
1410.07735,,,1116.8697,
1410.085825,,,1116.889375,
1410.1427,,,1116.928875,
1410.161025,,,1116.943775,
1410.208,,,1116.969125,
1410.21445,,,1117.03465,
1410.355275,,,1117.070175,
1410.391825,,,1117.083125,
1410.3944,,,1117.1001,
1410.399925,,,1117.1272,
1410.429425,,,1117.243325,
1410.43795,,,1117.263125,
1410.447075,,,1117.28995,
1410.5104,,,1117.305325,
1410.5254,,,1117.314375,
1410.575125,,,1117.3204,
1410.586075,,,1117.4033,
1410.5978,,,1117.4811,
1410.6609,,,1117.48825,
1410.670625,,,1117.518075,
1410.682075,,,1117.539675,
1410.690525,,,1117.563375,
1410.710075,,,1117.614775,
1410.7472,,,1117.629875,
1410.75615,,,1117.669725,
1410.775725,,,1117.70445,
1410.9148,,,1117.735325,
1411.1148,,,1117.767475,
1411.148375,,,1117.809525,
1411.16515,,,1117.8384,
1411.1923,,,1117.86445,
1411.204425,,,1117.933925,
1411.2371,,,1117.962675,
1411.32705,,,1118.016425,
