SPK_SPKC01a (inhibited),SPK_SPKC05a (inhibited),SPK_SPKC07a (no effect),SPK_SPKC09a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC14a (inhibited),SPK_SPKC16a (inhibited)
93.5368,291.1227,,,360.654425,371.615275,199.799225
93.548325,291.182725,,,360.667925,371.720925,199.863425
93.5623,291.234975,,,360.99875,371.870975,199.888425
93.59815,291.256125,,,361.0655,371.898825,199.94275
93.632525,291.2703,,,361.076625,372.164675,199.99325
93.7263,291.282275,,,361.1009,372.224125,200.066775
93.735125,291.3661,,,361.199225,372.2688,200.1031
93.789975,291.3949,,,361.21775,372.422925,200.1296
93.832225,291.42755,,,361.230175,372.455,200.1741
93.8476,291.54605,,,361.237775,372.53875,200.21235
93.8725,291.568175,,,361.258725,373.028125,200.230875
93.924375,291.588475,,,361.282,373.076275,200.26855
93.970575,291.65115,,,361.4198,373.1568,200.30595
93.998,291.704875,,,361.537175,373.212325,200.3264
94.02345,291.729925,,,361.579825,373.41395,200.370725
94.04385,291.80635,,,361.733775,373.470425,200.403475
94.079675,291.903675,,,361.74965,373.48685,200.43695
94.09675,291.918025,,,361.788075,373.5501,200.4696
94.138825,291.9585,,,361.7949,373.64815,200.5256
94.156075,291.9943,,,361.8264,373.83315,200.566525
94.199525,292.013325,,,361.83735,373.9295,200.61775
94.2146,292.045175,,,361.861025,374.01455,200.646525
94.2356,292.19165,,,361.8921,374.107825,200.671675
94.28425,292.2693,,,362.219275,374.2696,200.703725
94.296825,292.29965,,,362.2258,374.2953,200.7357
94.307525,292.329525,,,362.23385,374.3341,200.782675
94.3441,292.410075,,,362.29625,374.494475,200.825925
94.3742,292.4451,,,362.319725,374.554675,200.851025
94.411675,292.476225,,,362.36,374.665175,200.901175
94.444225,292.515425,,,362.375375,374.6884,200.940225
94.45995,292.585225,,,362.391925,374.73725,200.96995
94.469375,292.616825,,,362.421125,374.792875,201.0078
94.49755,292.635975,,,362.432575,374.8122,201.119075
94.520625,292.647925,,,362.462825,374.8295,201.1771
94.5411,292.664075,,,362.495575,374.8772,201.2378
94.5694,292.695375,,,362.575725,374.8789,201.285675
94.57935,292.72115,,,362.6815,374.960725,201.338
94.59175,292.75205,,,362.69165,375.090025,201.3609
94.61175,292.8148,,,362.711475,375.1115,201.410975
94.62905,292.86445,,,362.740925,375.188375,201.448675
94.6636,292.865625,,,362.804075,375.292675,201.48525
94.724125,292.893925,,,362.8185,375.3468,201.5242
94.75905,292.94505,,,362.8553,375.354275,201.552975
94.797125,292.95835,,,362.94645,375.3586,201.59045
94.820575,292.9976,,,363.18815,375.385575,201.641975
94.84095,293.028075,,,363.196175,375.493825,201.679775
94.8597,293.05795,,,363.211275,375.546775,201.74275
94.882775,293.08015,,,363.2233,375.7276,201.82225
94.8935,293.105375,,,363.397325,375.769,201.87385
94.92125,293.1844,,,363.4439,375.774625,201.926025
94.946775,293.243575,,,363.628175,375.8606,202.0281
94.966325,293.271575,,,363.65625,375.922375,202.0838
95.017,293.298025,,,363.878525,376.001225,202.116675
95.0483,293.319875,,,363.921075,376.084475,202.218975
95.070125,293.346175,,,363.927725,376.106125,202.267725
95.093375,293.456125,,,363.973375,376.137325,202.3035
95.12985,293.5254,,,363.99525,376.1996,202.347425
95.144925,293.561075,,,364.01335,376.305225,202.3894
95.161225,293.6492,,,364.021775,376.31395,202.443625
95.18855,293.72455,,,364.026575,376.33375,202.499425
95.2267,293.73545,,,364.0344,376.366975,202.549825
95.247125,293.822675,,,364.052725,376.425825,202.5753
95.2844,293.8374,,,364.1144,376.605225,202.605025
95.32845,293.868775,,,364.12195,376.61,202.693675
95.348075,293.897025,,,364.348475,376.679125,202.7283
95.37785,293.9095,,,364.523925,376.70335,202.76545
95.4052,293.946725,,,364.5379,376.7388,202.841775
95.425625,294.005775,,,364.662425,376.83235,202.8967
95.4427,294.01955,,,364.68615,376.885025,202.9291
95.454875,294.02185,,,364.810325,376.898,202.982125
95.476625,294.047875,,,364.840125,376.929975,203.016175
95.50095,294.088225,,,364.9048,377.033075,203.03885
95.540275,294.122925,,,365.08335,377.0488,203.131925
95.554925,294.170275,,,365.094425,377.052625,203.176175
95.59575,294.201525,,,365.104625,377.0826,203.2039
95.6207,294.224825,,,365.115875,377.105175,203.317425
95.674525,294.2685,,,365.124475,377.14935,203.35215
95.71045,294.30505,,,365.202,377.1674,203.3928
95.773075,294.3309,,,365.27215,377.268125,203.4288
95.797125,294.36905,,,365.41315,377.284525,203.4497
95.819425,294.402475,,,365.44105,377.34895,203.47845
95.85155,294.49285,,,365.470925,377.377275,203.510425
95.877025,294.536875,,,365.481,377.490175,203.5384
95.910125,294.5751,,,365.73395,377.650175,203.5826
95.947275,294.59465,,,365.827425,377.65225,203.655475
96.0159,294.63935,,,365.832475,377.73265,203.7342
96.0428,294.67515,,,365.840875,377.791525,203.786775
96.0646,294.73135,,,365.851225,377.801475,203.847375
96.1085,294.759175,,,365.85815,377.885425,203.889225
96.162375,294.80965,,,365.880375,377.961975,203.91665
96.1848,294.83615,,,365.8904,378.069175,203.94425
96.19925,295.034975,,,365.90365,378.1548,204.035225
96.218325,295.077425,,,365.917825,378.2073,204.10675
96.24445,295.1923,,,365.945975,378.2481,204.18165
96.2573,295.2152,,,365.951175,378.306625,204.28285
96.298775,295.241825,,,365.9676,378.3705,204.338225
96.317225,295.292875,,,366.1409,378.437475,204.38075
96.349475,295.365225,,,366.271125,378.45555,204.4066
96.369975,295.395975,,,366.5078,378.4876,204.43985
96.406825,295.447525,,,366.57135,378.512825,204.457375
96.4425,295.481525,,,366.613125,378.708975,204.5026
96.463525,295.5011,,,366.668825,378.722825,204.550225
96.48625,295.6566,,,366.6812,378.740425,204.600375
96.512425,295.701925,,,366.6937,378.775625,204.642625
96.53085,295.7404,,,366.81175,378.818225,204.699725
96.596375,295.75235,,,366.907075,378.824,204.744725
96.645075,295.81755,,,366.9093,378.966875,204.801875
96.676125,295.915925,,,366.9258,379.015,204.824625
96.709325,295.945875,,,367.0652,379.086775,204.86055
96.731275,295.97745,,,367.082975,379.10675,204.8899
96.7558,296.0045,,,367.25255,379.233225,204.947175
96.812475,296.045525,,,367.305625,379.4615,204.9992
96.8622,296.077075,,,367.314375,379.480225,205.0196
96.91035,296.112775,,,367.601975,379.4816,205.03885
96.9488,296.136025,,,367.72895,379.52125,205.055675
96.989375,296.1698,,,367.735625,379.5368,205.078275
97.044325,296.2567,,,367.74435,379.55055,205.083275
97.05725,296.274025,,,367.750075,379.573725,205.116425
97.113325,296.336,,,367.758525,379.595225,205.15035
97.1365,296.342475,,,367.80225,379.60285,205.16895
97.159325,296.400775,,,367.819,379.6519,205.18845
97.210275,296.462775,,,367.83555,379.681,205.204125
97.2369,296.490375,,,367.8698,379.7743,205.2221
97.2825,296.511625,,,368.09445,379.78955,205.246925
97.318675,296.538875,,,368.16195,379.831125,205.2623
97.371125,296.602875,,,368.2128,379.998775,205.287925
97.390375,296.616625,,,368.222025,380.039275,205.320875
97.41755,296.63515,,,368.2309,380.069975,205.3773
97.439975,296.65995,,,368.235175,380.084125,205.4524
97.450875,296.676025,,,368.238875,380.10005,205.4751
97.48115,296.69725,,,368.247775,380.162225,205.50625
97.5054,296.74875,,,368.573125,380.1685,205.535925
97.514175,296.75735,,,368.5973,380.24805,205.569675
97.55735,296.83185,,,368.71,380.276875,205.635475
97.579975,296.892225,,,368.759725,380.3093,205.658475
97.593475,296.90665,,,368.906125,380.46465,205.7036
97.60205,296.966525,,,368.935725,380.4806,205.73575
97.614325,296.9969,,,368.959175,380.561275,205.769775
97.6285,297.02425,,,369.0393,380.567575,205.811125
97.635675,297.11615,,,369.053175,380.6906,205.8404
97.6512,297.174625,,,369.140425,380.743625,205.885525
97.671375,297.220475,,,369.175925,380.8369,205.938075
97.6782,297.2527,,,369.245825,380.87855,205.989975
97.707725,297.347825,,,369.674425,380.93035,206.05275
97.714625,297.376075,,,369.8064,380.9402,206.09985
97.7357,297.394575,,,369.830675,381.051925,206.136225
97.74955,297.475275,,,369.8585,381.1182,206.1671
97.78385,297.596475,,,369.864375,381.170925,206.194325
97.8159,297.616025,,,370.052175,381.2129,206.23245
97.843475,297.630025,,,370.12935,381.223825,206.254025
97.86555,297.647925,,,370.2336,381.27655,206.28435
97.876975,297.69525,,,370.240075,381.3392,206.33125
97.8898,297.7164,,,370.53335,381.499175,206.39045
97.90195,297.7295,,,370.60215,381.770075,206.431125
97.91855,297.739225,,,370.6216,381.84815,206.4671
97.9342,297.74835,,,370.641125,381.851425,206.499525
97.949725,297.783875,,,370.65285,381.89315,206.57895
97.9619,297.809725,,,370.698125,381.941875,206.60735
97.978475,297.859025,,,370.936125,381.96335,206.64965
97.987175,297.890275,,,370.94025,382.00665,206.69795
98.0177,297.97885,,,371.298275,382.02935,206.7241
98.0528,298.02615,,,371.3104,382.03995,206.756025
98.087325,298.053025,,,371.4922,382.0711,206.799225
98.114,298.08515,,,371.5103,382.1432,206.86735
98.184275,298.111625,,,371.595475,382.14935,206.931275
98.24965,298.148675,,,371.78835,382.20245,206.995875
98.297675,298.166925,,,371.912025,382.271675,207.065725
98.318725,298.19255,,,371.957675,382.32265,207.116625
98.32985,298.20875,,,372.0813,382.3802,207.145975
98.346575,298.24315,,,372.0981,382.44815,207.195475
98.366525,298.270475,,,372.10445,382.53485,207.22995
98.388525,298.321325,,,372.1125,382.572125,207.24515
98.417425,298.336975,,,372.123725,382.668675,207.368575
98.448375,298.352925,,,372.1269,382.776375,207.4046
98.506075,298.41415,,,372.1368,382.831375,207.465
98.521875,298.4307,,,372.14545,382.949425,207.547775
98.554075,298.491175,,,372.1922,383.093925,207.576225
98.57815,298.532475,,,372.37825,383.12395,207.624025
98.6033,298.56835,,,372.4204,383.2155,207.675925
98.631525,298.6018,,,372.428675,383.2458,207.6987
98.664925,298.623925,,,372.447225,383.26605,207.749425
98.692675,298.636925,,,372.46765,383.324375,207.767375
98.728375,298.67445,,,372.509425,383.35635,207.81755
98.796975,298.69355,,,372.571125,383.39715,207.8758
98.8638,298.708525,,,372.57235,383.43655,207.947275
98.884775,298.735725,,,372.619925,383.444175,207.9777
98.912825,298.805525,,,372.627825,383.737125,208.009025
98.9496,298.85845,,,372.6351,383.805875,208.068475
98.986775,298.884875,,,372.640675,383.8936,208.0937
99.00615,298.903125,,,372.646125,383.99765,208.1515
99.06915,298.96105,,,372.653475,384.005925,208.171025
99.16145,299.004425,,,372.690025,384.03975,208.19315
99.1841,299.0669,,,372.71455,384.3592,208.225825
99.211525,299.09085,,,372.747975,384.40405,208.25075
99.2301,299.133725,,,372.918375,384.6983,208.33365
99.282025,299.17045,,,372.943375,384.812325,208.3599
99.361525,299.238025,,,372.957825,384.954975,208.396825
99.404575,299.2821,,,373.002025,384.960425,208.46235
99.42675,299.29905,,,373.0601,385.198625,208.494325
99.455075,299.330175,,,373.0711,385.29825,208.530225
99.48245,299.377775,,,373.12085,385.308925,208.55805
99.513925,299.39835,,,373.163775,385.310925,208.595075
99.533425,299.458975,,,373.1709,385.38055,208.610725
99.5747,299.493925,,,373.20175,385.458775,208.65795
99.656925,299.512125,,,373.2675,385.46755,208.6725
99.690775,299.52865,,,373.387875,385.478125,208.7073
99.71245,299.5724,,,373.396225,385.557725,208.747375
99.74285,299.612275,,,373.410225,385.5598,208.7764
99.760275,299.635575,,,373.4964,385.5631,208.830675
99.798575,299.6549,,,373.512825,385.56525,208.8901
99.8274,299.668875,,,373.575175,385.696975,208.92445
99.861075,299.764125,,,373.581525,385.75705,208.986175
99.8795,299.849625,,,373.60535,385.786025,209.015375
99.9087,299.864975,,,373.630425,385.84085,209.060275
99.939925,299.90445,,,373.665775,385.935225,209.076675
99.998625,299.920875,,,373.704075,386.050025,209.0996
100.05255,299.9445,,,373.835725,386.144125,209.1286
100.076325,299.997075,,,373.939375,386.14855,209.1451
100.101225,300.0435,,,374.0741,386.15055,209.173675
100.1403,300.046875,,,374.097675,386.163,209.22415
100.163125,300.0683,,,374.105025,386.203575,209.2546
100.19655,300.1037,,,374.1115,386.22635,209.2808
100.230675,300.1148,,,374.16575,386.22745,209.33665
100.25945,300.16535,,,374.22615,386.257475,209.3633
100.285725,300.2004,,,374.384925,386.263125,209.3939
100.337825,300.236725,,,374.3922,386.293525,209.419775
100.3673,300.3148,,,374.414925,386.310475,209.475175
100.406825,300.3527,,,374.449375,386.351875,209.5228
100.439975,300.35575,,,374.4619,386.39325,209.557975
100.46445,300.381725,,,374.466,386.418,209.5897
100.4908,300.4363,,,374.590625,386.459275,209.608025
100.51835,300.492875,,,374.601875,386.582225,209.635675
100.544125,300.61195,,,374.73955,386.617125,209.69565
100.579925,300.66885,,,374.747475,386.637,209.72805
100.61625,300.71835,,,374.75455,386.6916,209.7835
100.651,300.76625,,,374.786525,386.693325,209.812575
100.694525,300.784125,,,374.7893,386.723325,209.839475
100.71065,300.802375,,,374.82995,386.809175,209.870575
100.736775,300.8128,,,375.18775,386.868,209.900175
100.766525,300.865575,,,375.350975,386.93135,209.9362
100.784125,300.894225,,,375.51565,387.130275,209.970175
100.820025,300.944025,,,375.56905,387.160825,210.069025
100.838075,300.974725,,,375.618175,387.170475,210.093675
100.8769,301.1415,,,375.667775,387.203875,210.173675
100.9171,301.222575,,,375.741275,387.23025,210.20385
100.9566,301.2504,,,375.790375,387.24905,210.228075
100.992925,301.258475,,,375.84485,387.25695,210.263225
101.02075,301.271075,,,375.861475,387.326375,210.285175
101.04685,301.350675,,,375.871325,387.33325,210.315525
101.08835,301.388125,,,375.893075,387.493725,210.344475
101.11355,301.403575,,,375.947,387.540575,210.36745
101.13335,301.43305,,,376.000225,387.5725,210.4156
101.185425,301.4395,,,376.080875,387.64425,210.451275
101.216175,301.473425,,,376.14305,387.809425,210.4737
101.31815,301.539025,,,376.2571,387.8363,210.504175
101.3416,301.612975,,,376.35575,387.8792,210.523025
101.37535,301.6768,,,376.385025,387.9626,210.548525
101.398575,301.69325,,,376.39085,387.9666,210.58805
101.424075,301.695025,,,376.4185,388.044125,210.619975
101.439475,301.71325,,,376.42945,388.101025,210.664825
101.46475,301.7474,,,376.45525,388.144175,210.694775
101.48055,301.8415,,,376.699275,388.2024,210.7347
101.531475,301.8799,,,376.737275,388.28765,210.794025
101.561275,301.9027,,,377.5806,388.306775,210.82785
101.610325,301.948775,,,377.59895,388.33155,210.862125
101.654825,301.990575,,,377.617275,388.33685,210.885875
101.72295,302.05185,,,377.65355,388.398,210.909425
101.747675,302.0686,,,377.756675,388.42255,210.91815
101.766125,302.124,,,377.797975,388.439275,210.93005
101.795475,302.165675,,,377.808475,388.44905,210.937825
101.81795,302.2035,,,377.87475,388.559675,210.9559
101.837675,302.217,,,377.8922,388.6931,210.966525
101.847825,302.2428,,,378.196875,388.8229,211.00785
101.88215,302.27835,,,378.2253,388.848075,211.025575
101.903575,302.351,,,378.2349,388.88745,211.04265
101.9256,302.46235,,,378.508525,388.8901,211.052775
101.96185,302.50025,,,378.5167,388.91625,211.09255
101.99855,302.502125,,,378.5311,389.08285,211.110975
102.0337,302.748975,,,378.59785,389.13065,211.13205
102.089325,302.81355,,,378.599275,389.140475,211.157575
102.117725,302.873075,,,378.609325,389.2291,211.16705
102.140575,302.902675,,,378.647625,389.2758,211.19505
102.16625,302.943025,,,378.7708,389.41485,211.217575
102.2195,302.958,,,378.77435,389.4234,211.250425
102.25075,303.07335,,,378.820875,389.4287,211.273575
102.274175,303.1179,,,378.86755,389.499725,211.2992
102.298975,303.179275,,,378.893275,389.513875,211.3122
102.332175,303.196225,,,379.01845,389.628725,211.330625
102.367775,303.374075,,,379.0368,389.639825,211.340075
102.401075,303.4594,,,379.174475,389.66515,211.362425
102.445,303.533775,,,379.19455,389.6713,211.386175
102.4731,303.556825,,,379.55385,389.7065,211.47865
102.51485,303.5835,,,379.62365,389.7452,211.521125
102.538975,303.592225,,,379.637275,389.879275,211.565525
102.5717,303.596375,,,379.643425,389.950575,211.59235
102.606425,303.608175,,,379.673675,389.977075,211.632225
102.622525,303.6205,,,379.813675,389.990825,211.65495
102.6523,303.6417,,,379.87995,390.014125,211.66985
102.68445,303.682625,,,379.9433,390.017625,211.685825
102.69875,303.772825,,,380.023,390.087625,211.713025
102.73145,303.793175,,,380.033175,390.147425,211.730325
102.755775,303.80215,,,380.0499,390.2381,211.755075
102.804875,303.888525,,,380.08195,390.254025,211.929125
102.86695,303.90485,,,380.139725,390.340375,211.9657
102.924125,303.9123,,,380.205325,390.4142,212.01125
102.982,303.9453,,,380.21015,390.65335,212.039475
103.00265,303.96455,,,380.26885,390.69685,212.060375
103.026425,303.986625,,,380.392975,390.980425,212.099625
103.0463,304.1027,,,380.40665,391.0427,212.1176
103.068025,304.161825,,,380.434275,391.259725,212.150325
103.087775,304.183675,,,380.53675,391.283675,212.1881
103.116275,304.2024,,,380.888225,391.483425,212.224525
103.152925,304.262575,,,380.903075,391.51425,212.2426
103.1821,304.3191,,,380.9244,391.528575,212.271025
103.206075,304.3849,,,380.93065,391.603675,212.280175
103.223975,304.410575,,,380.9684,391.7821,212.306775
103.2411,304.434625,,,380.98415,391.825975,212.353625
103.2648,304.44755,,,380.990575,391.861375,212.42065
103.279,304.485,,,380.9981,391.905075,212.466775
103.30105,304.5051,,,381.008475,391.939275,212.49985
103.31265,304.5483,,,381.01755,392.18075,212.533725
103.319975,304.58445,,,381.04875,392.316825,212.572075
103.332075,304.60395,,,381.063925,392.337075,212.600075
103.3772,304.624325,,,381.107075,392.380775,212.626525
103.402975,304.641275,,,381.2223,392.4283,212.657525
103.432425,304.65785,,,381.308,392.480675,212.707875
103.449075,304.6854,,,381.3712,392.59655,212.731525
103.46125,304.701125,,,381.38725,392.680975,212.7662
103.4858,304.757125,,,381.3924,392.69155,212.80675
103.4933,304.777725,,,381.425075,392.871575,212.848175
103.542625,304.7881,,,381.43535,392.912975,212.884475
103.564675,304.792675,,,381.449925,393.029,212.916825
103.593625,304.885925,,,381.47715,393.169325,212.993175
103.609675,304.917725,,,381.4995,393.209375,213.0482
103.62645,304.977625,,,381.514125,393.3359,213.0804
103.66385,305.022425,,,381.546125,393.3788,213.110125
103.68815,305.0543,,,381.557325,393.445875,213.155175
103.72715,305.084125,,,381.609975,393.5968,213.19435
103.7742,305.1429,,,381.719875,393.635575,213.249425
103.80695,305.18325,,,381.79095,393.641525,213.2759
103.831325,305.23635,,,381.92525,393.6793,213.32395
103.8504,305.26675,,,381.942975,393.830025,213.35415
103.878425,305.3106,,,381.950825,393.86755,213.385025
103.894575,305.337125,,,381.95815,394.0533,213.44355
103.907675,305.3526,,,381.96365,394.055275,213.47975
103.946275,305.40135,,,381.97145,394.09005,213.50865
103.9672,305.43365,,,382.03,394.166875,213.53335
103.979325,305.45195,,,382.1506,394.211175,213.561575
103.9931,305.464975,,,382.257975,394.2569,213.588625
104.007775,305.494575,,,382.312525,394.34405,213.625725
104.022375,305.50825,,,382.322675,394.379675,213.686325
104.046175,305.56085,,,382.38005,394.4226,213.716975
104.0763,305.61645,,,382.41535,394.449775,213.752725
104.120025,305.6459,,,382.45765,394.5185,213.7729
104.14005,305.685525,,,382.7883,394.56775,213.8298
104.16565,305.734675,,,382.80915,394.605525,213.853075
104.19035,305.752525,,,382.820725,394.784325,213.86265
104.22805,305.78585,,,382.8344,394.874675,213.894625
104.2501,305.807875,,,382.84145,394.901325,213.93245
104.26525,305.8305,,,382.85765,394.9179,213.97075
104.284225,305.852375,,,382.896425,394.956475,213.993275
104.3118,305.8901,,,382.935125,394.98125,214.019425
104.321275,305.9186,,,383.103975,394.988,214.078675
104.340725,305.923775,,,383.11555,395.03395,214.125125
104.356575,305.927825,,,383.128975,395.160625,214.133825
104.36515,305.976375,,,383.301225,395.21395,214.147925
104.371975,306.029,,,383.511425,395.263175,214.161575
104.38775,306.1001,,,383.5204,395.30605,214.203225
104.40105,306.13175,,,383.627975,395.37715,214.251125
104.414175,306.15645,,,383.6889,395.395725,214.28365
104.443125,306.1981,,,383.89645,395.406675,214.321175
104.45665,306.212975,,,383.97015,395.45845,214.340425
104.48815,306.255425,,,383.9788,395.464275,214.359875
104.497625,306.3287,,,383.983675,395.51685,214.387975
104.5214,306.36405,,,383.998325,395.650825,214.42055
104.554375,306.456225,,,384.023175,395.744225,214.465925
104.576475,306.48445,,,384.0487,395.8254,214.5104
104.640175,306.50605,,,384.175925,395.935775,214.55025
104.668025,306.5419,,,384.204625,395.98025,214.564475
104.682325,306.7801,,,384.236675,395.9817,214.61365
104.704975,306.8013,,,384.33045,396.00985,214.661275
104.71835,306.81875,,,384.332925,396.043325,214.6978
104.734675,306.848725,,,384.48635,396.110325,214.7237
104.74945,306.931225,,,384.503675,396.145,214.749625
104.767025,306.973675,,,384.5214,396.319125,214.77655
104.792325,306.980775,,,384.526025,396.3206,214.796375
104.79585,307.03025,,,384.532525,396.322225,214.834025
104.800975,307.047125,,,384.5512,396.395075,214.885275
104.820975,307.0943,,,384.701425,396.41125,214.912525
104.833875,307.115975,,,384.72145,396.62735,214.974475
104.8529,307.184675,,,384.7406,396.756175,215.02445
104.877525,307.2769,,,384.902025,396.77295,215.07925
104.90695,307.294175,,,385.31885,396.8002,215.125475
104.9165,307.314775,,,385.46405,396.94175,215.1648
104.943125,307.328325,,,385.519675,396.944475,215.22645
104.974175,307.382725,,,385.730175,396.9638,215.2521
105.0108,307.407425,,,385.865425,397.079125,215.289675
105.028325,307.5251,,,385.8796,397.15475,215.33785
105.03845,307.567775,,,385.88595,397.184025,215.392975
105.074075,307.608175,,,385.8932,397.1856,215.466125
105.12225,307.632525,,,385.9051,397.222525,215.520775
105.153575,307.667825,,,386.1183,397.29205,215.546625
105.18375,307.6855,,,386.172825,397.473575,215.642575
105.2035,307.726375,,,386.350325,397.48085,215.685075
105.2359,307.76455,,,386.426375,397.51565,215.7011
105.2633,307.801275,,,386.449175,397.583125,215.732925
105.27345,307.83775,,,386.6324,397.807325,215.766675
105.287125,307.871475,,,386.648775,397.914875,215.79275
105.2993,307.90515,,,386.6837,397.941,215.841575
105.321575,308.0685,,,386.688775,397.943025,215.946575
105.342275,308.09195,,,386.759225,397.94705,216.008975
105.37465,308.141725,,,386.771275,397.961775,216.0628
105.3951,308.202975,,,386.808825,397.985675,216.1172
105.423875,308.22905,,,387.164725,397.992975,216.149275
105.4324,308.254375,,,387.2004,397.9961,216.17475
105.438425,308.315825,,,387.2636,398.037575,216.23105
105.5043,308.3456,,,387.274775,398.0772,216.2617
105.531175,308.382325,,,387.476675,398.1141,216.293725
105.550125,308.426325,,,387.543425,398.259275,216.374025
105.561,308.455975,,,387.5545,398.292375,216.416475
105.57805,308.5783,,,387.555875,398.307775,216.466025
105.59935,308.608175,,,387.568725,398.353375,216.503425
105.627225,308.6682,,,387.758075,398.402775,216.55425
105.6379,308.690475,,,387.796175,398.420425,216.602925
105.663275,308.81495,,,387.807325,398.4713,216.6574
105.6998,308.841125,,,387.84325,398.5157,216.69055
105.730175,309.009725,,,387.84905,398.5331,216.717725
105.7532,309.1058,,,388.1774,398.5445,216.757225
105.763775,309.14825,,,388.20595,398.6017,216.78635
105.776975,309.1892,,,388.208775,398.664525,216.8499
105.80235,309.2176,,,388.211075,398.73605,216.904825
105.8218,309.2235,,,388.407775,398.86995,216.95685
105.838975,309.266925,,,389.108725,398.9072,217.00495
105.8529,309.29685,,,389.121675,399.066625,217.07695
105.873825,309.309275,,,389.130075,399.120425,217.105525
105.922025,309.310375,,,389.1342,399.15265,217.1538
105.935525,309.351225,,,389.14095,399.21185,217.1975
105.9869,309.374975,,,389.1667,399.310225,217.235475
106.007625,309.389825,,,389.17395,399.365775,217.32905
106.044475,309.433975,,,389.2861,399.39905,217.34965
106.066875,309.485425,,,389.312625,399.411875,217.406175
106.08175,309.551,,,389.319975,399.46185,217.4177
106.1127,309.615075,,,389.3458,399.500425,217.4566
106.155525,309.664875,,,389.659725,399.567525,217.4694
106.181475,309.69155,,,389.674225,399.67645,217.492875
106.205575,309.723075,,,389.68185,399.682025,217.580625
106.239,309.756925,,,389.989425,399.8156,217.6027
106.254825,309.779075,,,390.02745,399.842025,217.62705
106.288025,309.80195,,,390.041525,399.876175,217.64505
106.29965,309.822275,,,390.0541,399.923475,217.67025
106.31045,309.892225,,,390.090075,399.976475,217.69555
106.356875,309.971225,,,390.104425,400.01585,217.72715
106.39275,310.0025,,,390.127425,400.047675,217.745725
106.422875,310.050925,,,390.14595,400.087925,217.768925
106.445275,310.120775,,,390.2153,400.111525,217.790425
106.45735,310.139625,,,390.2462,400.15065,217.8529
106.4764,310.1482,,,390.2709,400.190675,217.908625
106.49705,310.181775,,,390.28745,400.210275,217.912175
106.518025,310.200925,,,390.302325,400.27145,217.933725
106.534025,310.21845,,,390.3143,400.3203,217.947375
106.547,310.330125,,,390.351325,400.3607,217.9779
106.56995,310.34125,,,390.369975,400.4076,217.99925
106.5781,310.38695,,,390.396675,400.423525,218.026975
106.59555,310.442825,,,390.410525,400.46515,218.07375
106.6202,310.515025,,,390.4203,400.467875,218.098475
106.699,310.546075,,,390.4756,400.531125,218.1219
106.721075,310.56985,,,390.49015,400.6445,218.1645
106.7405,310.574,,,390.512475,400.6776,218.2327
106.810825,310.600575,,,390.52285,400.7266,218.26415
106.887,310.687525,,,390.541775,400.801275,218.3006
106.91445,310.73595,,,390.594225,400.823075,218.3337
106.9542,310.7634,,,390.61,400.84755,218.361725
106.965975,310.8411,,,390.6159,400.87625,218.394275
106.98575,310.852725,,,390.651475,401.054725,218.428325
106.998475,310.917275,,,390.6761,401.1984,218.43815
107.032725,311.0123,,,390.775075,401.2495,218.475875
107.075625,311.045825,,,390.797425,401.39255,218.496425
107.114475,311.059225,,,390.9705,401.5003,218.531225
107.1786,311.122325,,,390.9815,401.5578,218.5675
107.213975,311.12835,,,390.99105,401.563475,218.625825
107.244775,311.15645,,,390.999125,401.5862,218.64245
107.270425,311.217675,,,391.008325,401.68905,218.712275
107.28535,311.269125,,,391.0672,401.858975,218.737775
107.291175,311.308175,,,391.131175,401.896925,218.77005
107.31255,311.341475,,,391.22815,401.91905,218.8001
107.32735,311.37945,,,391.250925,401.9873,218.821975
107.3676,311.401275,,,391.261425,402.0458,218.8601
107.45225,311.450625,,,391.28375,402.2344,218.88035
107.48585,311.469175,,,391.2932,402.239225,218.887325
107.518125,311.5454,,,391.31435,402.28815,218.9332
107.576375,311.562225,,,391.370575,402.298475,218.9518
107.609775,311.609325,,,391.422025,402.31685,218.969325
107.623925,311.631425,,,391.458075,402.4636,218.989875
107.648125,311.712475,,,391.524175,402.635975,219.020475
107.665625,311.71465,,,391.5396,402.8369,219.0648
107.6805,311.726225,,,391.5574,402.87445,219.087675
107.694275,311.7394,,,391.5811,402.96425,219.097725
107.755125,311.7558,,,391.84365,403.002975,219.12015
107.812925,311.839325,,,391.8613,403.01825,219.135775
107.838175,311.841575,,,391.882175,403.09275,219.192775
107.865425,311.910075,,,391.9178,403.104025,219.22885
107.9241,311.9738,,,391.9503,403.1073,219.244975
107.96075,311.99185,,,391.964725,403.1459,219.283225
108.09605,312.085925,,,391.9864,403.362375,219.318325
108.12025,312.1321,,,392.041175,403.448775,219.355925
108.154425,312.2275,,,392.084975,403.58375,219.42865
108.1808,312.25305,,,392.1038,403.7759,219.4431
108.188575,312.269075,,,392.1141,403.78105,219.44905
108.228475,312.2885,,,392.130675,403.833025,219.4542
108.238075,312.3176,,,392.1429,403.889375,219.476425
108.249375,312.414175,,,392.157825,403.966025,219.5277
108.274575,312.4515,,,392.1646,403.9704,219.55245
108.28415,312.494925,,,392.189475,403.976725,219.580375
108.29605,312.52755,,,392.206325,404.200225,219.6016
108.3198,312.533225,,,392.412825,404.2258,219.653475
108.33795,312.56415,,,392.439025,404.273825,219.678525
