SPK_SPKC01a (inhibited),SPK_SPKC05a (inhibited),SPK_SPKC07a (no effect),SPK_SPKC09a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC14a (inhibited),SPK_SPKC16a (inhibited)
10.874375,93.00485,14.974025,32.05355,102.016575,67.51805,98.338325
10.889925,93.132225,15.11055,32.0879,102.479125,67.65885,98.358325
10.92185,93.159375,15.146925,32.09345,102.877925,68.0218,98.427575
10.9455,93.2676,15.179475,32.1135,103.224325,68.136825,98.511975
10.9867,93.3405,15.21885,32.29545,103.317075,68.17425,98.57025
11.0048,93.48485,15.266825,32.376975,103.37575,68.53465,98.69545
11.019175,93.490875,15.2846,32.6334,103.71135,68.802625,98.758125
11.0247,93.5387,15.30045,32.798775,103.974475,68.870025,98.7841
11.067925,93.744925,15.3451,33.0328,104.179025,69.1029,98.905225
11.091375,93.847875,15.378675,33.05165,104.21825,69.2739,98.973975
11.1493,94.0657,15.4764,33.101075,104.3316,69.367125,99.0858
11.192775,94.157675,15.526025,33.140575,104.731425,69.43795,99.1105
11.20775,94.5465,15.555425,33.157525,104.8697,69.552625,99.13665
11.2377,94.585175,15.5744,33.2251,104.904275,69.707275,99.26135
11.2544,94.756175,15.60565,33.3569,105.129325,69.798075,99.352225
11.280725,94.79825,15.637,33.39035,105.145725,69.8238,99.390675
11.299725,94.919675,15.67085,33.4069,105.4081,69.875475,99.4651
11.3221,94.926125,15.697175,33.4728,105.509375,70.080675,99.6861
11.3352,95.0953,15.725675,33.55205,105.6943,70.355075,99.839025
11.3602,95.136625,15.7431,33.6567,105.807675,70.3691,99.871075
11.3722,95.172725,15.782575,33.686675,105.8507,70.3915,99.907075
11.389725,95.205075,15.806975,33.74835,105.9224,70.472675,99.9375
11.411375,95.286725,15.833925,34.0221,106.172475,70.620225,100.1335
11.448475,95.61105,15.877125,34.051775,106.45395,70.72915,100.16395
11.478825,95.68265,15.90045,34.22235,106.71845,71.377475,100.207975
11.52365,95.748475,15.97785,34.23045,107.0104,71.69225,100.561825
11.561825,95.853575,16.000475,34.325175,107.078975,71.8431,100.865275
11.598675,95.905775,16.0313,34.3955,107.170225,71.9952,100.875375
11.628775,96.021225,16.072025,34.426925,107.2454,72.0886,101.00125
11.6423,96.037475,16.10345,34.460025,107.32755,72.152925,101.036
11.66315,96.214,16.117975,34.54095,107.555025,72.178325,101.0875
11.6766,96.22565,16.148325,34.572525,107.6026,72.2278,101.163125
11.702825,96.454675,16.17735,34.73565,107.674125,72.4158,101.205025
11.724675,96.54745,16.22195,34.8768,107.71,72.534175,101.6172
11.743325,96.56095,16.2426,34.9098,107.776525,72.5366,101.696325
11.85955,96.6642,16.26125,34.94895,107.8339,72.583975,101.74815
11.90555,97.068525,16.3011,35.20175,107.8416,72.7642,101.779375
11.9368,97.123675,16.32325,35.2894,107.853225,72.946425,101.79785
11.9615,97.21225,16.33965,35.307625,107.876325,73.0646,101.890075
11.99125,97.239925,16.367875,35.33545,107.961475,73.230525,102.215575
12.00675,97.281075,16.39425,35.429625,108.102675,73.40725,102.318575
12.031025,97.50755,16.4128,35.45135,108.24805,73.467525,102.36745
12.054125,97.525925,16.447,35.46035,108.444725,73.518325,102.401275
12.07085,97.536,16.48175,35.519325,108.5602,73.87725,102.4275
12.093725,97.67725,16.513625,35.88805,108.705525,73.928675,102.732475
12.15545,97.7701,16.555225,35.8898,108.966075,74.39,102.811775
12.2411,97.81805,16.5962,35.918325,109.0622,74.4166,102.8772
12.267925,97.83745,16.65765,35.9338,109.119675,74.80155,102.947325
12.28605,97.91125,16.75725,36.015475,109.12215,75.00515,102.965775
12.304075,97.93065,16.772125,36.166025,109.247175,75.165125,103.099125
12.3211,97.962275,16.802925,36.228675,109.271375,75.2961,103.152225
12.3459,98.330025,16.840775,36.337425,109.273225,75.3528,103.175125
12.367425,98.348525,16.890075,36.48265,109.30185,75.689325,103.22355
12.3982,98.38045,16.914575,36.554375,109.531425,75.794525,103.29415
12.417525,98.440475,16.96595,36.6594,109.6737,76.246425,103.31655
12.4587,98.9974,16.992925,36.67825,109.8616,76.29805,103.4445
12.49965,99.0506,17.017,36.6936,109.88035,76.358975,103.6053
12.53885,100.663475,17.05585,36.937525,109.89165,76.521125,103.62755
12.564725,100.77385,17.087675,37.003725,110.1877,76.588775,103.653675
12.589675,101.0217,17.109075,37.037275,110.38965,76.80625,103.713625
12.601675,101.15075,17.1646,37.0704,110.770625,77.113325,103.813
12.629425,101.388175,17.2188,37.131475,110.931375,77.270825,103.8415
12.64925,101.407075,17.2626,37.322625,111.146875,77.510075,103.891
12.66845,101.5162,17.304625,37.370525,111.4923,77.5762,103.945825
12.70585,101.779475,17.3544,37.4319,111.61435,77.633175,104.117525
12.72865,102.027475,17.3762,37.526975,111.668025,77.862175,104.124825
12.759325,102.434425,17.4035,37.557375,111.994725,77.935175,104.20335
12.80245,102.46885,17.434975,37.63645,112.039125,78.178425,104.2628
12.8395,103.814675,17.44625,37.8407,112.1275,78.22255,104.2893
12.8635,104.010675,17.458675,37.856575,112.260475,78.38855,104.320425
12.8962,104.1724,17.503,37.882,112.403225,78.52165,104.367475
12.911,104.4176,17.532975,37.949775,112.434475,78.7009,104.39995
12.9424,104.512775,17.5566,38.0573,112.72485,79.072275,104.49585
12.9695,104.595425,17.5792,38.065,112.769075,79.3178,104.50205
12.99975,104.603825,17.600825,38.11505,113.271725,79.3368,104.516975
13.026525,104.607275,17.649475,38.36245,113.27395,79.33915,104.5341
13.0582,104.796,17.70215,38.455925,113.35335,79.4653,104.55965
13.083975,104.798125,17.764625,38.548325,113.441775,79.6379,104.580175
13.107975,104.87875,17.818975,38.733275,113.513275,80.4384,104.597425
13.1434,104.929275,17.853275,38.761975,113.623125,80.590875,104.64235
13.171375,104.953325,17.8856,38.86135,113.68925,80.8135,104.6582
13.194775,105.102475,17.91785,38.916275,113.691475,80.83215,104.6876
13.22425,105.110725,17.9373,39.0421,113.7138,81.05095,104.728275
13.26895,105.141775,17.96215,39.087675,113.720175,81.27405,104.78985
13.3043,105.216775,17.9928,39.4457,114.03775,81.326725,104.809725
13.33675,105.244025,18.0211,39.5001,114.173675,81.679325,104.846375
13.3507,105.4425,18.061075,39.54205,114.259675,81.7695,104.890075
13.377075,105.55085,18.0806,39.5616,114.291925,81.9326,104.9407
13.4067,105.6148,18.097575,39.575,114.354125,82.039775,104.965675
13.461475,105.625925,18.1258,39.667025,114.378175,82.338225,105.02635
13.4795,105.687975,18.16485,39.730175,114.69,82.4679,105.05525
13.496325,105.7308,18.188975,39.74055,114.77895,82.559975,105.0824
13.516525,105.9834,18.2024,39.90875,114.94,82.634475,105.094125
13.53745,106.021475,18.243025,39.950125,115.0426,82.731225,105.125375
13.553875,106.0426,18.27095,40.037575,115.077575,82.838275,105.1504
13.570275,106.05225,18.298625,40.10475,115.09555,82.908075,105.1752
13.5871,106.290575,18.35145,40.28855,115.124775,82.92735,105.241375
13.604975,106.583425,18.43875,40.366875,115.168875,83.014875,105.281925
13.6165,106.63575,18.49145,40.370275,115.174125,83.030425,105.3057
13.648175,106.7671,18.499,40.442,115.2836,83.426175,105.318475
13.6782,106.815,18.524525,40.535775,115.60285,83.572175,105.358625
13.697825,106.917625,18.5527,40.6452,115.62555,83.840925,105.38435
13.7394,106.922775,18.588125,40.66845,115.78195,83.878275,105.4207
13.7427,107.001375,18.6128,40.78665,115.85525,83.933,105.43705
13.768125,107.1531,18.632825,40.9245,115.90645,83.9639,105.44915
13.7879,107.1587,18.692425,41.051825,115.944025,84.0489,105.468075
13.79795,107.17815,18.7126,41.08545,116.00325,84.06975,105.521825
13.8147,107.351525,18.7338,41.11745,116.076425,84.292525,105.5806
13.832425,107.432975,18.7753,41.3037,116.2114,84.78065,105.597975
13.853025,107.55915,18.79315,41.345875,116.28425,84.864625,105.611225
13.8753,107.651725,18.8239,41.355775,116.317325,84.884275,105.6367
13.917075,107.65365,18.87685,41.420375,116.37545,85.18795,105.652875
13.97825,107.696475,18.908725,41.43675,116.40975,85.219075,105.67745
14.0235,107.890525,18.95585,41.562125,116.48145,85.22095,105.6975
14.05935,108.0656,18.98315,41.641025,116.574325,85.40845,105.714
14.06505,108.2888,19.01915,41.64385,116.632,85.4429,105.766325
14.08485,108.313325,19.04885,41.9329,116.769925,85.44555,105.79195
14.1164,108.418325,19.111075,42.090575,116.88245,85.486725,105.8372
14.1777,108.498975,19.147675,42.15065,116.906475,85.90355,105.852525
14.203975,108.5417,19.174325,42.1764,116.925225,85.946725,105.898525
14.205875,108.7533,19.1915,42.182,116.96175,86.0151,105.908975
14.22235,108.991725,19.22275,42.306475,116.9821,86.11135,105.937625
14.2379,109.069625,19.2411,42.3332,117.0468,86.41275,105.97055
14.27825,109.10635,19.274275,42.35825,117.0883,86.605925,106.0168
14.3091,109.11385,19.31065,42.407975,117.138125,86.6253,106.0585
14.34405,109.2626,19.3555,42.503975,117.1758,86.657275,106.08035
14.394225,109.2757,19.44305,42.66995,117.185875,87.2894,106.111675
14.412575,109.33935,19.52875,42.938725,117.187625,87.5464,106.140275
14.4318,109.6117,19.55825,43.15165,117.263975,87.813725,106.16555
14.458275,109.645475,19.625975,43.389975,117.277025,87.936625,106.192475
14.481375,109.850775,19.654725,43.64725,117.3429,88.302325,106.2242
14.511425,109.965825,19.6874,43.76715,117.355825,88.805975,106.26035
14.52535,110.011125,19.72115,43.79525,117.4233,88.854125,106.322125
14.573475,110.21365,19.773175,43.938775,117.44315,88.8573,106.340325
14.61815,110.215625,19.8115,43.967625,117.472575,89.412175,106.3627
14.644375,110.284825,19.83375,44.014025,117.517175,89.435925,106.389125
14.682225,110.36275,19.8659,44.03675,117.58815,89.498975,106.3948
14.75615,110.43845,19.884775,44.0695,117.70535,89.516175,106.431325
14.773675,110.44015,19.909675,44.121225,117.8486,89.55945,106.45685
14.819975,110.484525,19.962725,44.133375,117.9131,89.62565,106.4616
14.83815,110.57445,20.008225,44.139175,118.05595,89.640025,106.629825
14.85415,110.6157,20.02665,44.238825,118.17865,89.9436,106.67175
14.866925,110.676175,20.1013,44.37485,118.275225,89.9595,106.6912
14.88165,110.8006,20.1336,44.5691,118.331025,90.208725,106.715725
14.922125,110.965025,20.150625,44.6049,118.48815,90.2169,106.75385
14.9344,110.96755,20.1816,44.62535,118.51375,90.256375,106.768525
14.954725,111.118975,20.21035,44.7984,118.55985,90.334675,106.79595
14.97355,111.1348,20.256175,44.811375,118.5736,90.36155,106.860375
14.997125,111.146025,20.30995,44.886825,118.9803,90.50675,106.88175
15.014025,111.157825,20.36075,44.9166,119.165125,90.921,106.9114
15.02985,111.3192,20.379325,45.0004,119.2896,91.005925,106.93395
15.0677,111.644925,20.402075,45.008175,119.582425,91.212,106.9552
15.1382,111.7174,20.423775,45.03835,119.669925,91.319825,106.9842
15.19205,111.75395,20.43655,45.0574,119.82175,91.541525,107.02855
15.2318,111.756675,20.494925,45.0754,120.120625,92.78085,107.0375
15.2429,111.85985,20.515275,45.237025,120.415575,92.867175,107.05275
15.2754,111.89635,20.56905,45.23895,120.474875,92.959425,107.063575
15.308975,111.902425,20.595875,45.264125,120.754975,93.0297,107.07045
15.329575,111.9046,20.64905,45.347375,120.804225,93.47445,107.0848
15.3486,111.9485,20.673925,45.418175,120.86285,93.580925,107.119025
15.375625,111.982625,20.699225,45.5103,120.931575,94.063775,107.143325
15.403275,112.22685,20.71875,45.590775,121.21875,94.155475,107.151925
15.443625,112.327875,20.7578,45.603275,121.3219,94.5613,107.167125
15.488475,112.42855,20.813525,45.738,121.338125,94.932375,107.195225
15.51225,112.43485,20.84955,45.7829,121.423,95.0952,107.210325
15.5513,112.769425,20.881425,45.87155,121.591925,95.35985,107.239675
15.584125,113.0248,20.919325,46.004825,121.765725,95.5581,107.263325
15.624025,113.041075,20.95725,46.01645,121.78125,96.01055,107.306525
15.643025,113.276425,20.9891,46.047325,121.79,96.037225,107.334675
15.65595,113.2873,21.005425,46.057825,121.8715,96.19945,107.363
15.669775,113.3293,21.103625,46.087925,121.937625,97.201575,107.383875
15.695575,113.386075,21.143075,46.098225,122.211075,97.32455,107.404725
15.7233,113.508,21.16855,46.255325,122.30675,97.610225,107.434375
15.753125,113.536,21.1941,46.31575,122.3282,97.711925,107.5004
15.785425,113.835225,21.2757,46.38425,122.3539,97.802025,107.5125
15.828825,114.085775,21.3393,46.409025,122.43175,97.888525,107.5313
15.9009,114.166625,21.3893,46.44165,122.44175,97.9267,107.5512
15.93365,114.214125,21.41325,46.444275,122.44535,98.446575,107.5938
15.961775,114.293925,21.4333,46.491075,122.62485,98.596,107.615975
15.986475,114.355425,21.456525,46.550475,122.839375,98.69155,107.642525
16.009125,114.360625,21.5812,46.5625,122.927925,100.316025,107.660625
16.0357,114.440725,21.62015,46.611375,122.952075,100.693775,107.68745
16.05585,114.466375,21.66215,46.63475,122.9684,102.073375,107.703475
16.0723,114.51835,21.72455,46.665925,122.987025,102.11615,107.7367
16.1008,114.5443,21.763,46.78645,123.0352,102.2852,107.74895
16.13645,114.799225,21.791125,46.834725,123.142175,102.977475,107.8209
16.163975,114.93835,21.8058,46.88515,123.20305,102.98395,107.8304
16.19615,114.947025,21.827675,46.941475,123.294825,103.98315,107.892375
16.2268,114.952,21.87485,47.000425,123.329075,104.014875,107.9448
16.237675,114.958675,21.9179,47.02295,123.33105,104.0393,107.960575
16.257825,115.06425,21.95475,47.04675,123.33555,104.51265,107.9808
16.277125,115.17185,21.989875,47.18655,123.707575,104.6821,108.01405
16.297725,115.31605,22.09575,47.273375,123.90875,105.194725,108.0519
16.341925,115.347575,22.162975,47.3473,123.97585,105.235525,108.064125
16.3722,115.368325,22.208275,47.3593,124.1585,105.43595,108.092925
16.4028,115.389875,22.269575,47.6151,124.223925,105.786175,108.106725
16.435675,115.54355,22.293475,47.66885,124.2783,106.106475,108.114425
16.489575,115.5708,22.346425,47.750825,124.333175,106.1256,108.1242
16.50945,115.5968,22.387375,47.792475,124.458575,106.322225,108.1373
16.527975,115.639325,22.41625,47.870575,124.546925,107.2386,108.157125
16.5551,115.79195,22.4488,47.9047,124.61155,107.258025,108.165075
16.578325,115.855275,22.482525,47.95355,124.6302,107.281325,108.188475
16.5895,115.915975,22.526875,47.979875,124.7207,107.385475,108.217925
16.615575,115.996625,22.5635,47.98995,124.771375,107.427075,108.300125
16.63475,116.006875,22.6048,48.044875,124.789025,107.493425,108.330175
16.6483,116.041075,22.6471,48.228025,124.847725,107.925725,108.3568
16.6718,116.04865,22.686375,48.370075,124.928775,107.926875,108.3754
16.713575,116.185925,22.721025,48.3898,124.987925,109.038725,108.423225
16.7407,116.294625,22.742975,48.428525,125.032725,109.765075,108.492875
16.772225,116.312,22.764075,48.635925,125.1989,110.016675,108.572725
16.796875,116.329125,22.8333,48.67695,125.24845,110.045575,108.582775
16.81665,116.37695,22.868075,48.902975,125.36785,110.8472,108.60905
16.84065,116.507325,22.91685,48.9637,125.95665,110.9505,108.6797
16.876975,116.7521,22.9693,48.985975,126.06255,111.43945,108.6927
16.91145,116.8887,23.006825,49.053275,126.088725,111.57045,108.70455
16.9472,116.99405,23.050575,49.083775,126.204,111.64475,108.937825
16.96455,117.2081,23.076525,49.15575,126.538575,111.681775,108.950625
17.0005,117.334,23.09705,49.3027,126.743625,111.768975,108.9665
17.02805,117.38785,23.1284,49.318075,126.990225,111.923475,109.0204
17.04665,117.3991,23.172175,49.45205,126.993375,112.574925,109.02695
17.060375,117.4037,23.212425,49.484125,127.086475,112.862175,109.05855
17.083825,117.427475,23.24195,49.617475,127.106675,113.0782,109.091125
17.10335,117.5137,23.311675,49.964725,127.134825,113.527725,109.10305
17.131625,117.58265,23.3197,49.9852,127.29895,113.6073,109.1985
17.142925,117.7012,23.329125,50.04365,127.543425,114.036475,109.234575
17.16605,118.00875,23.376375,50.1303,127.87295,114.961525,109.251275
17.171525,118.031025,23.4051,50.196775,127.922875,115.13545,109.2973
17.1825,118.049575,23.430475,50.201,127.98835,115.14425,109.329325
17.207,118.2831,23.47805,50.258775,128.247375,115.25025,109.35235
17.246875,118.31675,23.49635,50.31355,128.250075,115.45195,109.416575
17.272425,118.47275,23.531125,50.366575,128.256075,115.519,109.4825
17.300125,118.503875,23.55855,50.40065,128.499575,116.020225,109.503625
17.32445,118.6049,23.588025,50.45035,128.521725,116.648875,109.5274
17.356225,119.063925,23.606925,50.452725,128.541625,116.67755,109.53165
17.400125,119.16555,23.641975,50.6966,128.752475,117.154325,109.570025
17.472,119.203225,23.6791,50.8301,128.7955,117.7208,109.649125
17.50635,119.260925,23.6848,51.50755,128.9939,117.780325,109.775275
17.568775,119.281925,23.718225,51.65535,129.00075,118.26285,109.78205
17.5994,119.331225,23.7623,51.738,129.014175,118.4035,109.807725
17.6268,119.343,23.795425,51.9914,129.04205,118.734425,109.8575
17.648425,119.4865,23.82045,52.029625,129.0574,119.059275,109.86075
17.6974,119.572425,23.83595,52.083325,129.148175,119.10595,109.929175
17.728175,119.838925,23.874575,53.35495,129.157275,120.0198,109.94425
17.75975,119.928325,23.90095,53.558225,129.415375,120.105325,109.9722
17.83055,119.948675,23.918725,53.64845,129.428625,120.784175,109.993975
17.874275,120.036725,23.95835,54.0893,129.488975,120.78895,110.0137
17.89385,120.065825,24.025575,54.17035,129.578925,120.998275,110.032825
17.919175,120.27285,24.064375,54.191475,129.817825,121.19205,110.2262
17.97755,120.328975,24.107475,54.22235,129.8637,121.199825,110.275525
18.0015,120.486725,24.1309,54.3401,130.089125,121.30475,110.280125
18.021575,120.6969,24.156875,54.4556,130.1031,121.440475,110.39605
18.0673,120.7102,24.197175,54.855625,130.20115,121.90685,110.408975
18.115125,120.82235,24.236375,54.874875,130.2467,122.086575,110.479825
18.139275,120.829625,24.272175,55.018325,130.2538,122.3991,110.503425
18.172475,120.85945,24.309675,55.1446,130.3116,122.4891,110.6025
18.2018,120.892675,24.336725,55.163675,130.387975,122.494775,110.606675
18.232225,120.96575,24.3797,55.201,130.6884,122.692775,110.6897
18.260425,121.0171,24.439325,55.369625,130.699725,122.8988,110.71785
18.310925,121.04235,24.510875,55.396475,130.881825,123.41695,110.751925
18.3667,121.156425,24.537925,55.550775,130.951125,123.438025,110.76125
18.39835,121.199975,24.590075,55.96665,130.991425,123.531625,110.775175
18.4359,121.279075,24.618825,56.005625,131.050475,123.6033,110.79435
18.451425,121.572975,24.67915,56.072425,131.2334,123.756075,110.806675
18.477025,121.5995,24.69915,56.323375,131.2719,124.26015,110.8359
18.503,121.603925,24.72865,56.671375,131.306825,124.482775,110.851225
18.533975,121.834025,24.744075,56.984975,131.4185,124.6424,110.867225
18.56705,122.021575,24.7693,57.065725,131.582425,124.96905,110.8855
18.615825,122.127575,24.809175,57.104975,131.6822,125.002525,110.914025
18.669925,122.4484,24.86575,57.4196,131.860775,125.18245,110.9854
18.695175,122.537775,24.903675,57.439625,131.933175,125.23785,111.010675
18.739625,122.6477,24.9254,57.617775,131.9552,125.3255,111.023075
18.7814,122.660075,24.956575,57.732275,132.068425,125.819825,111.04785
18.8222,122.677925,24.978075,57.929275,132.07535,126.212,111.06835
18.852425,122.71235,25.025725,57.999975,132.1707,126.438775,111.107275
18.87865,122.884425,25.067775,58.0749,132.174525,127.47355,111.172025
18.924425,122.974025,25.089525,58.314525,132.5566,127.53125,111.35685
18.96035,123.0572,25.1138,58.798875,132.610675,128.296575,111.388675
18.986525,123.163725,25.1379,58.850825,132.62595,128.50265,111.46765
19.03255,123.169575,25.172275,58.981125,132.66325,128.628725,111.475775
19.0626,123.18475,25.20005,59.0151,132.7448,128.686525,111.538525
19.067325,123.19105,25.21385,59.227375,132.784925,128.87555,111.58015
19.0869,123.383025,25.246225,59.726075,132.944425,128.921975,111.593625
19.111725,123.44785,25.27325,59.7389,132.970475,129.080275,111.62115
19.1415,123.6372,25.34085,59.98145,133.074975,129.16235,111.648925
19.1723,123.673275,25.3769,59.989425,133.2597,129.6598,111.802225
19.19605,123.689275,25.4086,60.282825,133.30385,129.941675,111.8134
19.221,123.746325,25.4329,60.709225,133.374,130.6997,111.817375
19.260825,123.7562,25.455975,61.3037,133.3817,130.824775,111.852525
19.284125,123.7881,25.505025,61.3494,133.427725,131.0573,111.905075
19.32725,123.86405,25.557325,61.43755,133.740675,131.105425,111.928475
19.37615,124.0315,25.587575,61.4433,133.769775,131.1069,111.952525
19.406225,124.241475,25.60165,61.60455,133.835925,131.187075,111.989225
19.459575,124.38455,25.64995,61.6947,133.9157,131.31165,112.038775
19.4735,124.543475,25.6858,61.779125,134.20645,131.36145,112.1357
19.5209,124.8398,25.707775,61.911575,134.39895,131.36315,112.151825
19.545775,124.870575,25.749675,62.05635,134.8542,131.530875,112.187575
