SPK_SPKC01a (NA),SPK_SPKC04a (NA),SPK_SPKC11a (excited)
174.98225,,152.90185
175.025,,152.93045
175.299475,,152.95125
175.34215,,152.987675
175.569825,,153.02315
175.612325,,153.076425
175.661425,,153.123675
175.66955,,153.136575
175.67425,,153.1758
175.737425,,153.226175
175.74795,,153.26695
175.87105,,153.30225
175.89325,,153.340075
175.917875,,153.3873
175.931675,,153.41795
175.940075,,153.468625
175.9472,,153.509925
175.977025,,153.558025
176.038825,,153.605125
176.057225,,153.654275
176.08555,,153.69245
176.15485,,153.717425
176.329175,,153.739725
176.372775,,153.761775
176.381725,,153.79555
176.393675,,153.829675
176.4275,,153.856325
176.432625,,153.890925
176.785925,,153.922325
176.8149,,154.0083
176.866375,,154.047125
176.8924,,154.10515
176.916575,,154.149825
176.9646,,154.188175
176.985325,,154.22105
177.11855,,154.260025
177.201575,,154.315475
177.23415,,154.373125
177.374575,,154.400525
177.451275,,154.4319
177.4609,,154.47015
177.622075,,154.497875
177.67225,,154.52395
177.735725,,154.5645
177.818825,,154.62275
177.82735,,154.67175
177.8375,,154.71385
177.8567,,154.754
177.859425,,154.82035
177.873,,154.8677
178.0647,,154.9272
178.08365,,154.946525
178.218275,,154.97355
178.291525,,155.00415
178.307275,,155.0457
178.3492,,155.095075
178.46045,,155.157375
178.49675,,155.218575
178.614875,,155.249125
178.683775,,155.338925
178.781925,,155.390525
178.794375,,155.4277
178.925175,,155.4648
178.9562,,155.5389
178.9837,,155.610625
178.98845,,155.670275
179.01715,,155.725575
179.039325,,155.8187
179.055225,,155.84615
179.11895,,155.8732
179.135675,,155.911775
179.187925,,155.9429
179.332125,,155.9891
179.35275,,156.061975
179.385575,,156.12845
179.41255,,156.178775
179.4197,,156.2442
179.43155,,156.2918
179.47735,,156.35605
179.492575,,156.405775
179.5855,,156.438775
179.594975,,156.51295
179.60195,,156.576
179.65015,,156.62235
179.6528,,156.651025
179.675575,,156.689925
180.100525,,156.716025
180.23505,,156.751225
180.2674,,156.78165
180.2761,,156.817775
180.3187,,156.847725
180.340825,,156.884075
180.346325,,156.922975
180.39405,,156.98885
180.397875,,157.073125
180.429625,,157.166925
180.457625,,157.2013
180.6283,,157.23845
180.65395,,157.2828
180.699175,,157.31335
180.731825,,157.33405
180.735225,,157.357075
180.784225,,157.382775
180.7947,,157.429775
180.8027,,157.506675
180.80615,,157.534
180.809525,,157.565375
180.8497,,157.613875
180.8922,,157.64365
180.9507,,157.682725
181.035275,,157.750475
181.14095,,157.80375
181.2825,,157.836875
181.2971,,157.8983
181.3578,,157.996825
181.448375,,158.083425
181.54265,,158.10065
181.622275,,158.1196
181.701425,,158.13255
181.71105,,158.156325
181.8215,,158.175025
181.8815,,158.196225
181.90385,,158.2139
181.9107,,158.2503
182.059075,,158.280025
182.065525,,158.306425
182.1221,,158.3446
182.136375,,158.387975
182.16655,,158.444875
182.18885,,158.49655
182.316375,,158.539575
182.3487,,158.57565
182.375175,,158.59105
182.453025,,158.61295
182.47635,,158.64425
182.544525,,158.6669
182.615125,,158.682475
182.67835,,158.7074
182.733025,,158.7362
182.9435,,158.773975
183.004475,,158.821675
183.0508,,158.87755
183.070725,,158.931975
183.088775,,158.9599
183.11145,,158.998425
183.141,,159.051375
183.1843,,159.123275
183.256125,,159.17735
183.3014,,159.245575
183.311075,,159.302125
183.31995,,159.368475
183.3358,,159.454575
183.36,,159.460825
183.3703,,159.5071
183.379325,,159.545475
183.418375,,159.591425
183.490525,,159.63935
183.571225,,159.676175
183.5999,,159.708575
183.615975,,159.741425
183.664225,,159.792925
183.789825,,159.83585
183.986925,,159.87255
184.05115,,159.943825
184.05735,,160.04315
184.130475,,160.08775
184.142025,,160.10495
184.1443,,160.119275
184.4113,,160.13695
184.4141,,160.154025
184.453325,,160.17085
184.65595,,160.194175
184.6999,,160.274975
184.7603,,160.3107
184.835925,,160.355925
184.865425,,160.383325
184.88665,,160.4116
184.9718,,160.446175
185.0074,,160.4835
185.0156,,160.5203
185.026175,,160.587475
185.043175,,160.645275
185.096125,,160.672075
185.111575,,160.7102
185.176175,,160.7537
185.42625,,160.796925
185.442,,160.8734
185.4603,,160.972225
185.588425,,161.029875
185.815475,,161.054925
185.887825,,161.0717
186.06545,,161.089
186.116625,,161.11115
186.13625,,161.129375
186.181175,,161.169825
186.1933,,161.2016
186.2154,,161.231475
186.220075,,161.263625
186.27675,,161.2986
186.32925,,161.328025
186.39175,,161.3483
186.402475,,161.37455
186.413125,,161.412075
186.439675,,161.444075
186.46625,,161.467325
186.833575,,161.4839
186.893975,,161.5028
186.9209,,161.52135
186.9254,,161.546925
186.961825,,161.592025
186.976,,161.6464
186.99515,,161.7178
187.0067,,161.775625
187.017225,,161.823025
187.05175,,161.867525
187.177325,,161.922875
187.2052,,161.969275
187.24075,,161.99785
187.274025,,162.025025
187.2907,,162.05625
187.484825,,162.092725
187.5663,,162.126125
187.67675,,162.20155
187.732675,,162.2752
187.7518,,162.425725
187.8247,,162.451125
187.839125,,162.472325
187.948875,,162.489125
187.974975,,162.5121
188.00205,,162.53145
188.086375,,162.58595
188.228175,,162.639125
188.262375,,162.664475
188.294625,,162.6956
188.379575,,162.723675
188.4393,,162.746825
188.4861,,162.7725
188.575325,,162.81025
188.6083,,162.836275
188.6412,,162.8637
188.7317,,162.905475
188.751,,162.92955
188.772275,,162.969925
188.782625,,163.0375
188.795575,,163.0855
188.81535,,163.14835
188.827,,163.176
188.875175,,163.200525
189.3165,,163.23155
189.323375,,163.26465
189.341725,,163.30825
189.38225,,163.333675
189.49835,,163.3595
189.5231,,163.3933
189.607,,163.42675
189.632975,,163.473275
189.675375,,163.507575
189.727625,,163.5447
189.7461,,163.6212
189.824275,,163.683775
189.8437,,163.749425
189.86535,,163.80265
189.87945,,163.8438
189.886625,,163.877475
189.913625,,163.89
189.973425,,163.925075
189.99045,,163.94835
190.051275,,163.97235
190.09415,,164.00715
190.12265,,164.042525
190.335625,,164.0812
190.350375,,164.101575
190.3699,,164.118625
190.412775,,164.2172
190.4706,,164.3177
190.665375,,164.345875
190.837025,,164.371725
190.882525,,164.397125
190.9064,,164.451575
191.051425,,164.5078
191.08445,,164.541325
191.142575,,164.5749
191.176175,,164.606375
191.57265,,164.65425
191.678625,,164.69225
191.77515,,164.78135
191.822875,,164.834025
191.845275,,164.8668
191.8614,,164.8929
191.91995,,164.91545
191.9608,,164.979075
192.11025,,165.021825
192.13005,,165.06195
192.134575,,165.10095
192.152225,,165.15195
192.166175,,165.2099
192.21815,,165.244925
192.33165,,165.34235
192.348175,,165.392975
192.403125,,165.449625
192.42395,,165.5388
192.444,,165.570425
192.46485,,165.587575
192.6573,,165.605325
192.782575,,165.6119
192.85515,,165.6263
192.919525,,165.649175
193.059275,,165.678925
193.076425,,165.713575
193.16855,,165.757275
193.198,,165.80705
193.3043,,165.9058
193.30775,,165.929925
193.361875,,165.9588
193.379425,,165.9722
193.4633,,165.97755
193.474375,,165.982975
193.5203,,166.00375
193.556025,,166.037475
193.6478,,166.060225
193.820325,,166.083175
193.849725,,166.23045
193.8555,,166.249
193.92415,,166.2623
193.932575,,166.275175
193.989375,,166.2881
194.045325,,166.30165
194.1094,,166.326825
194.1828,,166.344225
194.313875,,166.35735
194.3325,,166.370575
194.475775,,166.3913
194.5059,,166.423375
194.572225,,166.4593
194.597275,,166.49415
194.70055,,166.53455
194.844075,,166.57015
194.897625,,166.622425
194.9182,,166.689825
194.928075,,166.7257
195.047525,,166.77475
195.0673,,166.802675
195.12345,,166.86545
195.1724,,166.93925
195.322325,,167.0101
195.334,,167.0983
195.35295,,167.150175
195.4392,,167.166325
195.5425,,167.175775
195.560275,,167.18495
195.576375,,167.19755
195.6535,,167.2184
195.67665,,167.238525
195.682875,,167.27635
195.733625,,167.316225
195.742975,,167.357775
195.8014,,167.411
195.81545,,167.445625
195.934175,,167.5219
195.9484,,167.58435
196.0439,,167.6503
196.0471,,167.683
196.156675,,167.70185
196.250575,,167.7349
196.261675,,167.753425
196.2699,,167.77765
196.2842,,167.80725
196.292175,,167.84145
196.40185,,167.874775
196.448425,,167.901275
196.4636,,167.9398
196.468775,,167.99475
196.48225,,168.044375
196.524825,,168.090375
196.59235,,168.1553
196.6059,,168.1973
196.6087,,168.22235
196.622125,,168.23575
196.63385,,168.24805
196.65295,,168.263175
196.6714,,168.2737
196.70975,,168.29275
196.73325,,168.3164
196.771325,,168.334675
196.851775,,168.424275
196.8688,,168.4476
196.99685,,168.488
197.10675,,168.5269
197.171,,168.5622
197.3592,,168.623025
197.488625,,168.68455
197.696825,,168.75895
197.71835,,168.835725
197.7455,,168.868525
197.763825,,168.89105
197.84,,168.915225
197.863175,,168.937625
197.92355,,168.973825
197.9563,,169.029675
198.0632,,169.08885
198.069675,,169.1446
198.180925,,169.256625
198.278825,,169.326675
198.281325,,169.34835
198.31445,,169.386675
198.3181,,169.41225
198.361825,,169.4653
198.3811,,169.538825
198.4413,,169.604425
198.5162,,169.7688
198.578675,,169.865025
198.5853,,169.905225
198.58755,,169.96905
198.623775,,170.02525
198.66805,,170.085125
198.8562,,170.13285
198.878325,,170.173875
199.15085,,170.19965
199.160375,,170.23055
199.1917,,170.25965
199.235925,,170.302375
199.31225,,170.34295
199.3201,,170.40915
199.323325,,170.457325
199.46125,,170.543325
199.8448,,170.596675
199.8613,,170.6481
199.87175,,170.701825
200.07515,,170.731825
200.0799,,170.774875
200.11045,,170.821425
200.1399,,170.863575
200.154525,,170.919775
200.229175,,170.955375
200.2583,,171.031825
200.29325,,171.07505
200.3053,,171.115775
200.321325,,171.15615
200.3242,,171.197825
200.3521,,171.24105
200.382425,,171.308475
200.3997,,171.36745
200.42005,,171.427375
200.445375,,171.4932
200.567,,171.541225
200.71435,,171.60725
200.753675,,171.686125
200.842175,,171.81245
200.90535,,171.870575
200.976875,,171.935725
201.0076,,171.981475
201.427075,,172.0391
201.438325,,172.111
201.446475,,172.202725
201.5965,,172.27425
201.64125,,172.346025
201.667425,,172.4155
201.938075,,172.47525
201.94375,,172.529325
201.962225,,172.605325
202.0027,,172.68315
202.0259,,172.744675
202.04465,,172.77835
202.050025,,172.799925
202.0801,,172.835975
202.090275,,172.864175
202.097425,,172.901975
202.144475,,172.948075
202.176925,,173.014475
202.2171,,173.06745
202.245525,,173.1117
202.252925,,173.1369
202.257875,,173.175875
202.264,,173.221575
202.281,,173.2535
202.44205,,173.2826
202.463225,,173.36475
202.536775,,173.4367
202.56915,,173.479325
202.6462,,173.55335
202.662225,,173.590975
202.693,,173.638875
202.6998,,173.68055
202.755475,,173.7259
202.76835,,173.778325
202.778975,,173.85065
202.831925,,173.913075
202.94345,,173.98465
203.007075,,174.057275
203.058825,,174.108775
203.112725,,174.157675
203.1216,,174.19445
203.1459,,174.24015
203.399575,,174.312725
203.435875,,174.361525
203.456475,,174.3973
203.524775,,174.42775
203.544075,,174.469125
203.613125,,174.5198
203.628575,,174.56205
203.6542,,174.616525
203.66155,,174.693375
203.75635,,174.76805
203.767975,,174.821125
203.7862,,174.855825
203.82105,,174.9356
203.87655,,174.993975
203.889325,,175.03175
203.93985,,175.063725
204.04765,,175.101175
204.074125,,175.162625
204.1496,,175.213425
204.225275,,175.27505
204.382875,,175.348375
204.4094,,175.398525
204.477425,,175.429425
204.770275,,175.45565
204.777625,,175.4811
204.839175,,175.52835
204.881625,,175.567175
204.896425,,175.604725
204.945625,,175.66695
204.962875,,175.699525
205.070675,,175.743475
205.2025,,175.795825
205.2409,,175.8424
205.260025,,175.898625
205.277475,,175.944575
205.309025,,175.98765
205.31655,,176.07055
205.34705,,176.1363
205.350175,,176.1964
205.37365,,176.248375
205.391275,,176.2808
205.44255,,176.31955
205.62915,,176.33545
205.75705,,176.358
205.775775,,176.409325
205.936025,,176.45355
206.088625,,176.501475
206.108225,,176.535725
206.19945,,176.5654
206.2054,,176.597825
206.287325,,176.640875
206.516825,,176.683725
206.57975,,176.7536
206.6045,,176.8178
206.7122,,176.8351
206.7209,,176.8504
206.751325,,176.859725
206.768175,,176.872075
206.77115,,176.8877
206.8303,,176.915075
206.8343,,176.9344
206.85045,,176.94835
206.890275,,176.962775
206.9171,,176.9784
206.95835,,177.00155
206.995975,,177.028675
207.023625,,177.068575
207.03875,,177.0883
207.079825,,177.107175
207.0925,,177.153075
207.252825,,177.166
207.25665,,177.1688
207.28705,,177.193425
207.321625,,177.22035
207.326875,,177.236
207.3357,,177.25205
207.3442,,177.258725
207.361,,177.276825
207.373925,,177.316425
207.426725,,177.335725
207.535625,,177.34685
207.550025,,177.361325
207.573025,,177.375025
207.629975,,177.386975
207.6674,,177.405925
207.6862,,177.42975
207.727275,,177.46875
207.732375,,177.484775
207.79855,,177.503425
207.963175,,177.52365
208.024925,,177.5416
208.0628,,177.557675
208.088325,,177.60785
208.091225,,177.63305
208.1229,,177.67115
208.162025,,177.75755
208.1953,,177.78875
208.26555,,177.80955
208.54705,,177.836475
208.564225,,177.8627
208.584725,,177.896325
208.630625,,177.9295
208.785875,,178.008625
208.862075,,178.035325
208.868475,,178.068525
208.9618,,178.109525
209.10035,,178.1384
209.118475,,178.167
209.189175,,178.190775
209.2509,,178.20555
209.2663,,178.229375
209.3549,,178.255575
209.4663,,178.280525
209.7514,,178.312475
210.057225,,178.329275
210.0717,,178.3531
210.110325,,178.363275
210.1359,,178.3986
210.212275,,178.4307
210.2408,,178.4625
210.25675,,178.503425
210.259525,,178.5675
210.3093,,178.5997
210.3241,,178.63385
210.44735,,178.660425
210.454525,,178.6904
210.4851,,178.729325
210.545225,,178.7607
210.546975,,178.791825
210.64125,,178.80565
210.66715,,178.8146
210.68435,,178.836525
210.77405,,178.858875
210.786825,,178.8764
210.8047,,178.8983
210.870575,,178.91155
210.92165,,178.942625
210.94895,,178.96645
210.95625,,178.9883
210.9891,,179.0177
211.062575,,179.042025
211.0863,,179.1083
211.172025,,179.1447
211.408825,,179.20545
211.458375,,179.2414
211.4681,,179.278275
211.49,,179.312675
211.649425,,179.3558
211.654675,,179.40095
211.6582,,179.470925
211.661875,,179.486125
211.706325,,179.510775
211.750475,,179.52855
211.80725,,179.558725
211.87685,,179.593625
211.902075,,179.607225
211.90575,,179.6787
211.918475,,179.703925
211.9318,,179.72975
211.955825,,179.761475
211.988075,,179.7902
212.051675,,179.79955
212.06095,,179.8276
212.078125,,179.882475
212.135475,,179.923725
212.235025,,179.9757
212.350175,,180.026575
212.3554,,180.077325
212.36035,,180.107075
212.3732,,180.128375
212.430375,,180.143675
212.43325,,180.163975
212.633725,,180.186525
212.652525,,180.213675
212.726475,,180.230625
212.75005,,180.2575
212.7655,,180.30245
212.7888,,180.36585
212.851625,,180.411275
212.8946,,180.490775
212.923075,,180.565175
212.9343,,180.5964
212.944625,,180.620825
212.960925,,180.644525
213.15255,,180.675075
213.183375,,180.711675
213.1873,,180.7654
213.227475,,180.81705
213.2907,,180.86695
213.316975,,180.926725
213.35755,,180.98485
213.5597,,181.021975
213.5832,,181.05625
213.594175,,181.069975
213.606075,,181.0889
213.62025,,181.1302
213.6315,,181.177925
213.6485,,181.235925
213.6658,,181.29225
213.737175,,181.33385
213.7882,,181.421075
213.807025,,181.483875
213.823675,,181.526675
213.864525,,181.573975
213.881675,,181.604575
213.935175,,181.635725
214.021875,,181.65695
214.030725,,181.698025
214.09975,,181.745575
214.1389,,181.8137
214.15765,,181.88185
214.2261,,181.9767
214.31125,,182.068625
214.3179,,182.086375
214.363575,,182.114725
214.442275,,182.1396
214.548275,,182.18285
214.6453,,182.227575
214.853375,,182.322925
215.160175,,182.37645
215.181825,,182.4362
215.184625,,182.474475
215.21975,,182.50075
215.24515,,182.52755
215.3496,,182.547425
215.47505,,182.564325
215.480325,,182.59155
215.4841,,182.607
215.546,,182.630375
215.653275,,182.653375
215.67035,,182.6867
215.692175,,182.716575
215.70085,,182.76055
215.733025,,182.7937
215.761325,,182.826725
215.7822,,182.86225
215.85125,,182.9648
216.1208,,183.007725
216.1397,,183.0496
216.166825,,183.087425
216.25575,,183.11515
216.32985,,183.17695
216.336725,,183.216475
216.371425,,183.260325
216.37555,,183.3157
216.389625,,183.38785
216.46565,,183.45315
216.48075,,183.5088
216.4974,,183.5522
216.49985,,183.5949
216.552475,,183.62725
216.56065,,183.674725
216.568225,,183.73235
216.58175,,183.77425
216.61275,,183.832025
216.6292,,183.883175
216.66295,,183.90655
216.672125,,183.919575
216.683,,183.937125
216.703975,,183.963525
216.739325,,183.98505
216.747175,,184.006425
216.78595,,184.044475
216.79835,,184.071425
216.80095,,184.112725
216.8267,,184.191125
216.835525,,184.2304
216.86485,,184.313375
216.929925,,184.345
216.935975,,184.412025
216.97695,,184.455425
216.984825,,184.512225
216.988625,,184.557025
217.0282,,184.5975
217.156225,,184.644
217.18135,,184.69535
217.211475,,184.730175
217.272275,,184.7714
217.278475,,184.807075
217.444025,,184.834
217.451925,,184.885125
217.495025,,184.934275
217.543875,,185.0173
217.66655,,185.09585
217.737475,,185.146525
217.740525,,185.19465
217.7905,,185.263175
217.9772,,185.33215
217.9926,,185.393325
218.1359,,185.4287
218.25795,,185.45275
218.2877,,185.47395
218.29715,,185.4979
218.341325,,185.522925
218.404925,,185.544825
218.4358,,185.57755
218.51575,,185.59995
218.558775,,185.640925
218.570925,,185.669875
218.62965,,185.69975
218.6498,,185.73185
218.68265,,185.768675
218.703325,,185.809975
218.937125,,185.88585
218.984775,,185.927925
219.09245,,186.006175
219.1073,,186.0774
219.1202,,186.102025
219.241025,,186.1256
219.262225,,186.147425
219.28305,,186.20035
219.2894,,186.231825
219.434075,,186.2513
219.475425,,186.313225
219.484975,,186.347925
219.6778,,186.391975
219.685725,,186.4206
219.69435,,186.46495
219.88335,,186.512175
219.89525,,186.568225
220.088875,,186.629325
220.167475,,186.65485
220.212225,,186.68275
220.260525,,186.710725
220.275575,,186.733325
220.283775,,186.769275
220.5312,,186.80285
220.56695,,186.84365
220.594625,,186.882575
220.61225,,186.9265
220.7674,,186.95875
220.811825,,186.979225
220.821525,,187.000325
220.825375,,187.036325
220.8616,,187.05435
220.875875,,187.073575
220.889575,,187.091825
220.8973,,187.112975
220.91485,,187.14845
220.9786,,187.188175
221.15115,,187.229925
221.16635,,187.275525
221.180075,,187.3532
221.194525,,187.391475
221.2034,,187.4226
221.20905,,187.452825
221.22815,,187.478025
221.2457,,187.5056
221.25145,,187.539775
221.40685,,187.580375
221.419025,,187.615575
221.426025,,187.6583
221.4337,,187.713575
221.451175,,187.75255
221.4628,,187.782725
221.471425,,187.80085
221.501575,,187.845525
221.5044,,187.885175
221.6335,,187.92005
221.686525,,188.0295
221.71205,,188.085375
221.783275,,188.15125
221.8489,,188.192575
221.944375,,188.2155
221.970975,,188.238675
221.9746,,188.271275
221.9802,,188.30715
222.009525,,188.3355
222.0271,,188.35425
222.0458,,188.374075
222.069125,,188.388775
222.1456,,188.426725
222.3923,,188.45245
222.4469,,188.477875
222.4518,,188.49975
222.47025,,188.5404
222.473375,,188.57875
222.55545,,188.62695
222.5651,,188.6754
222.5806,,188.745425
222.627825,,188.798875
222.685225,,188.80785
222.69175,,188.817025
222.830425,,188.8348
222.855075,,188.853925
222.889625,,188.893925
222.947425,,188.91095
222.9785,,188.939425
222.98475,,188.964175
222.99165,,188.980225
223.004425,,189.00705
223.00705,,189.023525
223.0879,,189.053375
223.168475,,189.1162
223.19485,,189.13755
223.215125,,189.167775
223.251425,,189.2178
223.316675,,189.219775
223.33795,,189.2626
223.446825,,189.3107
223.530475,,189.415975
223.822975,,189.47035
223.8329,,189.503975
223.8638,,189.5318
223.9593,,189.553375
223.979575,,189.57325
223.9896,,189.589975
224.1499,,189.611225
224.253125,,189.62355
224.276475,,189.6554
224.353025,,189.718475
224.6177,,189.737125
224.634025,,189.76325
224.670625,,189.80145
224.689225,,189.84145
224.69595,,189.889
224.698675,,189.940925
224.81425,,190.00385
225.113175,,190.08545
225.2827,,190.13005
225.296625,,190.1676
225.399625,,190.2137
225.45875,,190.278875
225.471075,,190.333975
225.49395,,190.36765
225.529425,,190.384825
225.559675,,190.4066
225.57085,,190.42645
225.7171,,190.4423
225.875375,,190.4579
226.025575,,190.469525
226.032225,,190.491325
226.042975,,190.521725
226.054275,,190.548825
226.07275,,190.57205
226.102225,,190.609875
226.19245,,190.650175
226.210825,,190.70065
226.272875,,190.73665
226.286525,,190.780875
226.324175,,190.82255
226.381,,190.878375
226.39685,,190.907425
226.4874,,190.931875
226.56905,,190.969725
226.5748,,191.001575
226.597475,,191.03825
226.692225,,191.063025
226.8189,,191.099575
226.9315,,191.14765
227.004475,,191.1916
227.06305,,191.242875
227.069325,,191.28825
227.1473,,191.321575
227.15205,,191.3605
227.219325,,191.416525
227.2467,,191.442925
227.300925,,191.481075
227.595825,,191.50505
227.66505,,191.514525
227.68765,,191.524275
227.829425,,191.5459
227.864225,,191.556025
227.967125,,191.585125
227.9788,,191.60265
228.0356,,191.6198
228.12645,,191.64225
228.1378,,191.69645
228.2314,,191.735375
228.344725,,191.762375
228.3943,,191.7938
228.4237,,191.823425
228.457875,,191.85195
228.50885,,191.883825
228.518875,,191.945375
228.52545,,191.9743
228.5786,,192.0146
228.66685,,192.0475
228.679975,,192.079275
228.716775,,192.1292
228.72195,,192.17735
228.748925,,192.229875
228.806575,,192.25495
228.8787,,192.28245
228.9558,,192.298575
228.99335,,192.33515
229.015825,,192.353725
229.116425,,192.376675
229.11985,,192.420275
229.234175,,192.450125
229.25385,,192.493375
229.3015,,192.5298
229.337175,,192.581725
229.4459,,192.602725
229.4474,,192.616825
229.458875,,192.62485
229.49255,,192.636275
229.498,,192.645075
229.506925,,192.65565
229.535425,,192.669175
229.593025,,192.69525
229.598575,,192.716875
229.649175,,192.760125
229.6611,,192.8161
229.75725,,192.878525
229.828925,,192.9087
229.9342,,192.969525
229.944625,,193.0465
230.158675,,193.076
230.241925,,193.1031
230.381375,,193.14625
230.414175,,193.1786
230.493325,,193.210425
230.60155,,193.2475
230.608175,,193.33845
230.62855,,193.403125
230.838075,,193.41685
230.99655,,193.43015
231.17835,,193.447425
231.3257,,193.455175
231.3588,,193.462375
231.412475,,193.47855
231.417875,,193.4952
231.48875,,193.522175
231.54195,,193.558075
231.593975,,193.5847
231.60615,,193.65645
231.63665,,193.71355
231.64555,,193.76975
231.73115,,193.853375
231.785225,,193.86955
231.789525,,193.88805
231.890175,,193.901975
231.959775,,193.9305
232.004575,,193.967125
232.0995,,193.9988
232.117125,,194.0199
232.214975,,194.059875
232.2176,,194.10295
232.256175,,194.153825
232.2631,,194.178075
232.278825,,194.22015
232.2878,,194.2588
232.300675,,194.2726
232.34065,,194.29005
232.361625,,194.30935
232.36765,,194.32685
232.433475,,194.3568
232.4812,,194.4051
232.49735,,194.429725
232.507475,,194.488025
232.511525,,194.50985
232.517525,,194.546725
232.58265,,194.567225
232.590025,,194.6084
232.816625,,194.6447
232.8282,,194.699375
232.83355,,194.7315
232.839225,,194.776575
232.864875,,194.85045
233.060425,,194.915025
233.0992,,194.95885
233.1948,,195.02425
233.22285,,195.063475
233.254075,,195.09055
233.281925,,195.150225
233.42505,,195.1771
233.46695,,195.21075
233.4941,,195.23355
233.5417,,195.27095
233.573,,195.301525
233.58825,,195.3253
233.59965,,195.350425
233.6712,,195.3837
233.746975,,195.44205
233.775825,,195.477675
233.7826,,195.520375
233.794225,,195.5773
233.802775,,195.627875
233.94525,,195.670675
234.014775,,195.721275
234.1056,,195.764825
234.12515,,195.80505
234.151,,195.85315
234.31595,,195.8997
234.362275,,195.945225
234.3736,,195.988525
234.468625,,196.028175
234.564525,,196.069475
234.59745,,196.1065
234.609025,,196.161575
234.612775,,196.26835
234.69305,,196.372025
234.699575,,196.386625
234.721975,,196.397725
234.769525,,196.4165
234.79205,,196.4425
234.918975,,196.4652
235.016925,,196.48855
235.029475,,196.522825
235.04525,,196.541425
235.121375,,196.6268
235.13755,,196.692675
235.19565,,196.7425
235.2268,,196.859325
235.32415,,196.884675
235.37955,,196.922575
235.741675,,196.9488
235.75,,196.980175
235.759675,,197.01925
235.777575,,197.055725
235.79705,,197.11495
235.8283,,197.16815
235.87565,,197.240625
235.8802,,197.3043
235.921725,,197.3571
235.9538,,197.398775
235.9913,,197.443575
236.005725,,197.46965
236.013375,,197.510925
236.039325,,197.535475
236.0781,,197.5835
236.150075,,197.598225
236.15615,,197.62485
236.176175,,197.672675
236.2188,,197.7117
236.26385,,197.764675
236.3008,,197.8045
236.307875,,197.87615
236.341225,,197.900025
236.36815,,197.925825
236.450225,,197.9679
236.48025,,198.00195
236.7138,,198.043975
236.752975,,198.08975
236.786175,,198.147775
236.89305,,198.2226
236.976925,,198.300475
237.000875,,198.352025
237.042425,,198.4424
237.125,,198.48955
237.128575,,198.511775
237.1811,,198.532075
237.21765,,198.56015
237.24975,,198.590875
237.299375,,198.641775
237.356725,,198.67845
237.3715,,198.709025
237.557425,,198.738375
237.587125,,198.77005
237.7103,,198.82725
237.770175,,198.867475
237.82035,,198.905025
237.847375,,198.945275
237.894825,,198.9635
237.9051,,198.972875
237.919825,,199.080725
237.943375,,199.133825
237.958725,,199.1783
237.985625,,199.220375
238.07585,,199.27335
238.085225,,199.37735
238.12925,,199.40285
238.3435,,199.418
238.513475,,199.475475
238.59185,,199.50175
238.61265,,199.54535
238.63495,,199.641925
238.719775,,199.7758
238.7245,,199.812975
238.72765,,199.83535
238.819525,,199.864875
238.8375,,199.884675
238.8436,,199.909825
238.913925,,199.92915
239.038475,,199.953775
239.10045,,200.0074
239.107425,,200.057125
239.142325,,200.115725
239.166,,200.147075
239.297475,,200.20965
239.516775,,200.26235
239.532425,,200.315325
239.593875,,200.342525
239.737075,,200.3572
239.79395,,200.42835
239.918375,,200.461525
239.952575,,200.49255
239.992325,,200.539975
240.164975,,200.583725
240.1893,,200.59625
240.206675,,200.620875
240.24855,,200.7081
240.2824,,200.748075
240.326475,,200.7837
240.3368,,200.834425
240.38785,,200.8768
240.43335,,200.92975
240.44815,,200.9717
240.5655,,201.032675
240.656625,,201.1002
240.7458,,201.173925
240.772025,,201.303825
240.802625,,201.35335
240.86455,,201.406775
240.903375,,201.459825
240.95665,,201.5068
241.051275,,201.551575
241.06325,,201.584225
241.145075,,201.607375
241.1949,,201.636375
241.30735,,201.67015
241.3639,,201.7005
241.41825,,201.72735
241.426625,,201.749175
241.468125,,201.78345
241.48855,,201.81945
241.55725,,201.8457
241.560625,,201.8774
241.56685,,201.901
241.617825,,201.952725
241.62465,,201.9904
241.6891,,202.0257
241.697325,,202.0564
241.722925,,202.078175
242.2096,,202.1293
242.26275,,202.1611
242.309525,,202.19165
242.330675,,202.22355
242.34385,,202.24065
242.4642,,202.27065
242.49895,,202.312775
242.529,,202.362925
242.53995,,202.3907
242.580975,,202.4278
242.7496,,202.4673
242.80585,,202.493925
242.838325,,202.511575
242.853425,,202.534825
242.89675,,202.58275
242.968225,,202.62825
243.053075,,202.674625
243.138475,,202.729825
243.402425,,202.80045
243.53965,,202.854775
243.6204,,202.903725
243.632075,,202.94905
243.67795,,203.026225
243.717875,,203.0572
243.764525,,203.09585
243.810925,,203.12515
243.883025,,203.146125
243.910925,,203.1643
243.93135,,203.189075
243.938825,,203.22605
243.95815,,203.260825
244.014575,,203.30785
244.0389,,203.363875
244.0463,,203.410525
244.06675,,203.479225
244.071825,,203.54445
244.1103,,203.597525
244.1659,,203.62255
244.17245,,203.647575
244.1909,,203.69255
244.20255,,203.7204
244.2113,,203.75545
244.216675,,203.7861
244.22445,,203.81415
244.22945,,203.877225
244.2506,,203.910475
244.258225,,203.96045
244.262775,,204.01975
244.303675,,204.1044
244.33835,,204.2098
244.34285,,204.2529
244.41715,,204.272225
244.42415,,204.295175
244.456425,,204.326775
244.4613,,204.353175
