SPK_SPKC07a (inh/exc),SPK_SPKC09b (no resonse),SPK_SPKC10a (exc),SPK_SPKC13a (inh)
,111.796275,94.1669,87.72565
,111.87305,94.18075,87.734275
,111.914725,94.243925,87.74145
,111.957075,94.27085,87.7529
,111.9891,94.3008,87.7599
,112.017425,94.324975,87.771025
,112.0335,94.384475,87.78145
,112.040425,94.407375,87.80035
,112.080175,94.4402,87.808575
,112.0922,94.45495,87.8628
,112.09855,94.4639,87.87575
,112.104075,94.475425,87.8977
,112.142175,94.485275,87.9101
,112.191375,94.5163,87.9269
,112.205275,94.535475,87.943475
,112.210375,94.5488,87.964375
,112.26875,94.566025,87.99025
,112.309275,94.585375,88.023625
,112.342225,94.605325,88.0505
,112.405575,94.620125,88.08345
,112.444975,94.649325,88.1158
,112.4693,94.684425,88.145375
,112.4945,94.711325,88.1684
,112.505675,94.738475,88.210075
,112.5304,94.757725,88.233625
,112.548525,94.780425,88.2731
,112.5684,94.8189,88.28235
,112.5805,94.85605,88.293625
,112.586775,94.892425,88.317125
,112.588375,94.92035,88.340525
,112.600225,94.9539,88.36265
,112.606975,94.9787,88.3927
,112.613825,95.011825,88.425175
,112.62745,95.038825,88.45265
,112.69025,95.062425,88.49375
,112.720525,95.0922,88.52265
,112.75715,95.1366,88.5775
,112.79505,95.19005,88.65
,112.82275,95.22245,88.69455
,112.856825,95.253275,88.726475
,112.9033,95.287075,88.7778
,112.925925,95.32195,88.818125
,112.954125,95.35895,88.834675
,112.99225,95.395075,88.84755
,113.03855,95.421675,88.867575
,113.040225,95.443525,88.8897
,113.16055,95.4698,88.90875
,113.213575,95.49265,88.92745
,113.2328,95.520275,88.96045
,113.270575,95.5506,88.9762
,113.297325,95.585575,89.031875
,113.332825,95.615175,89.06235
,113.376375,95.641175,89.088675
,113.40885,95.6799,89.14055
,113.43695,95.7172,89.170275
,113.456425,95.749075,89.202175
,113.479675,95.77685,89.25915
,113.4946,95.8183,89.265425
,113.5054,95.847675,89.267925
,113.527625,95.87645,89.2798
,113.5384,95.923825,89.285875
,113.556475,95.954525,89.29325
,113.56965,96.00405,89.305975
,113.61525,96.0444,89.313425
,113.705675,96.080125,89.320175
,113.749975,96.1087,89.33245
,113.7921,96.152975,89.338075
,113.8098,96.19115,89.36525
,113.87535,96.2258,89.37415
,113.9014,96.275775,89.3846
,113.93195,96.29825,89.39485
,113.96265,96.3186,89.407125
,113.9887,96.3461,89.4172
,113.996325,96.37775,89.42765
,114.001175,96.397675,89.439075
,114.006075,96.459875,89.45
,114.011325,96.497125,89.46835
,114.021625,96.538825,89.4847
,114.09195,96.56545,89.502325
,114.10875,96.603225,89.517175
,114.124625,96.636025,89.544175
,114.137325,96.65205,89.566725
,114.146925,96.6837,89.591975
,114.16195,96.71065,89.6124
,114.169825,96.7392,89.621125
,114.180525,96.777575,89.639225
,114.189425,96.7895,89.66155
,114.200975,96.809875,89.682775
,114.225175,96.821625,89.70315
,114.230025,96.831,89.745125
,114.256425,96.8373,89.838625
,114.308475,96.8466,89.8834
,114.34845,96.853475,89.920725
,114.370725,96.86265,89.9981
,114.397525,96.87825,90.046
,114.42125,96.887075,90.074825
,114.4467,96.89535,90.11245
,114.478925,96.9116,90.140475
,114.5097,96.92645,90.200325
,114.5498,96.943025,90.246125
,114.57425,96.9559,90.279
,114.60405,96.97275,90.314975
,114.637425,96.986375,90.371075
,114.6661,97.00315,90.3952
,114.751825,97.049025,90.440725
,114.76455,97.068775,90.4748
,114.782525,97.089775,90.49945
,114.790325,97.1556,90.523225
,114.797575,97.1808,90.54795
,114.8033,97.216875,90.58205
,114.8133,97.2498,90.612525
,114.834725,97.274,90.65355
,114.868475,97.309875,90.6763
,114.87455,97.3611,90.70465
,114.892825,97.398625,90.7236
,114.9074,97.421075,90.752725
,114.94305,97.44155,90.7673
,114.952475,97.479425,90.77955
,115.00465,97.5308,90.798675
,115.023625,97.56055,90.821825
,115.043225,97.5968,90.8413
,115.07685,97.62155,90.855125
,115.100775,97.633675,90.867775
,115.12615,97.669175,90.895725
,115.162225,97.68415,90.9028
,115.18875,97.70695,90.909775
,115.2269,97.7262,90.91725
,115.300075,97.752675,90.92295
,115.32755,97.7764,90.93475
,115.370275,97.8185,90.950525
,115.407125,97.848925,90.964375
,115.44605,97.881125,90.98735
,115.474025,97.9061,90.99515
,115.494425,97.925425,91.001075
,115.5359,97.95005,91.02115
,115.573125,97.990325,91.035775
,115.631475,98.00605,91.04955
,115.677875,98.007825,91.061625
,115.722775,98.015075,91.079375
,115.820425,98.0263,91.09995
,115.85105,98.038275,91.141875
,115.8885,98.074075,91.16495
,115.93945,98.086125,91.187675
,115.977325,98.098975,91.225975
,115.98495,98.110075,91.25955
,115.9976,98.127925,91.2883
,115.99905,98.13775,91.3438
,116.005125,98.1534,91.371675
,116.01925,98.1702,91.41815
,116.050125,98.18965,91.4316
,116.0573,98.207025,91.442275
,116.066975,98.22285,91.52275
,116.075575,98.247675,91.5453
,116.08965,98.260625,91.586675
,116.100675,98.290225,91.615325
,116.111125,98.321925,91.641175
,116.129525,98.33975,91.670025
,116.1422,98.363825,91.6937
,116.144475,98.3839,91.7251
,116.17715,98.41445,91.75735
,116.190325,98.444125,91.79645
,116.191575,98.467,91.832175
,116.261825,98.488825,91.87565
,116.2872,98.5232,91.907
,116.324725,98.547925,91.9865
,116.3597,98.582325,92.0224
,116.381375,98.60905,92.0643
,116.446025,98.638425,92.09335
,116.453075,98.66345,92.099875
,116.469525,98.690175,92.117875
,116.513025,98.738425,92.1402
,116.555075,98.7581,92.164925
,116.645425,98.783425,92.218775
,116.689525,98.8022,92.24745
,116.72,98.815575,92.320625
,116.74455,98.83175,92.3503
,116.76545,98.85375,92.377075
,116.774625,98.8892,92.4081
,116.7845,98.9174,92.483675
,116.7944,98.94565,92.514875
,116.809475,98.979275,92.53965
,116.84545,99.000225,92.562125
,116.858025,99.0398,92.584125
,116.8689,99.066,92.601025
,116.8931,99.083975,92.637675
,116.91035,99.10945,92.679075
,116.929075,99.137025,92.69975
,116.95035,99.162725,92.710125
,116.971075,99.181125,92.739175
,117.01005,99.20535,92.751975
,117.095925,99.228925,92.76155
,117.119325,99.241575,92.769925
,117.143725,99.26385,92.77685
,117.17535,99.288825,92.788625
,117.210575,99.312425,92.801875
,117.23305,99.35385,92.80335
,117.2531,99.39225,92.819175
,117.264875,99.428275,92.83565
,117.282425,99.456475,92.8597
,117.332025,99.5158,92.88655
,117.352475,99.561775,92.96105
,117.427825,99.587925,93.0283
,117.459175,99.616775,93.0685
,117.586875,99.6317,93.09925
,117.6167,99.66215,93.11125
,117.6535,99.7052,93.121525
,117.68155,99.75675,93.127975
,117.707375,99.779325,93.146875
,117.745075,99.8169,93.159075
,117.800575,99.841175,93.17485
,117.83965,99.877475,93.191
,117.87695,99.902525,93.205275
,117.934925,99.936825,93.21305
,117.98365,99.965325,93.224125
,118.029325,99.98445,93.229975
,118.075475,100.0165,93.25985
,118.110975,100.056975,93.277375
,118.1782,100.0906,93.28885
,118.226375,100.1363,93.321625
,118.264925,100.17375,93.329625
,118.338475,100.21445,93.3399
,118.3816,100.249125,93.34975
,118.41375,100.28545,93.371525
,118.44365,100.3041,93.4043
,118.4722,100.3421,93.417875
,118.533375,100.3634,93.435075
,118.5618,100.39755,93.4856
,118.596575,100.4149,93.51555
,118.6225,100.431875,93.60135
,118.67995,100.445225,93.626
,118.715875,100.46,93.6499
,118.769475,100.48565,93.66995
,118.815,100.5074,93.7004
,118.87105,100.53345,93.7293
,118.8957,100.55815,93.789075
,118.921,100.58005,93.815775
,118.936375,100.611675,93.8617
,118.97025,100.637125,93.871475
,118.98195,100.657875,93.8821
,118.993275,100.6901,93.887325
,119.007775,100.7386,93.89345
,119.022675,100.7685,93.91415
,119.036975,100.80705,93.920025
,119.063125,100.837525,93.9306
,119.087225,100.8622,93.93695
,119.1052,100.87285,93.95515
,119.126825,100.880625,93.965125
,119.14625,100.900425,93.985675
,119.1642,100.910425,93.997875
,119.185775,100.9388,94.033375
,119.229,100.960025,94.0983
,119.256775,100.9718,94.1141
,119.313325,100.984225,94.140975
,119.3445,101.00285,94.169425
,119.37015,101.053425,94.1966
,119.3988,101.07335,94.225875
,119.42205,101.092,94.289275
,119.441775,101.119325,94.327825
,119.467425,101.14525,94.357775
,119.48825,101.170925,94.376875
,119.51165,101.201925,94.408575
,119.5393,101.233875,94.4436
,119.570525,101.268975,94.458575
,119.599625,101.297375,94.465575
,119.637725,101.33095,94.473625
,119.667225,101.36235,94.4837
,119.6992,101.39165,94.4962
,119.7371,101.4344,94.5195
,119.795375,101.4641,94.540925
,119.842025,101.495,94.5566
,119.8832,101.54635,94.571225
,119.897225,101.593525,94.5867
,119.931425,101.62155,94.607775
,119.944475,101.66,94.662125
,119.9697,101.689375,94.68925
,119.982625,101.73355,94.71105
,120.003175,101.75815,94.77075
,120.023475,101.7797,94.80305
,120.05875,101.81295,94.839325
,120.08105,101.852425,94.875825
,120.104525,101.899975,94.91495
,120.1337,101.926275,94.953525
,120.164,101.971025,94.99165
,120.1919,102.00595,95.0197
,120.22245,102.0348,95.047275
,120.240875,102.06405,95.074375
,120.26545,102.09435,95.117025
,120.278875,102.127425,95.14405
,120.28895,102.156875,95.178975
,120.2964,102.18725,95.245675
,120.319,102.21265,95.276625
,120.3286,102.23465,95.331925
,120.38195,102.281475,95.36935
,120.3853,102.3168,95.392925
,120.393,102.3459,95.415725
,120.4039,102.380125,95.459475
,120.42085,102.4524,95.47145
,120.4532,102.493175,95.48695
,120.463425,102.55095,95.532075
,120.529575,102.59175,95.56035
,120.549375,102.62125,95.588275
,120.56795,102.649575,95.640875
,120.590825,102.682075,95.670975
,120.606525,102.7143,95.709775
,120.642225,102.74365,95.78565
,120.68655,102.7743,95.87315
,120.7147,102.818375,95.924275
,120.7411,102.84185,95.9465
,120.768925,102.880225,95.985425
,120.850325,102.92185,96.07495
,120.922875,102.9691,96.105975
,120.9333,103.001025,96.146125
,120.998025,103.042875,96.1866
,121.02485,103.060075,96.21645
,121.05625,103.0959,96.2826
,121.070575,103.1271,96.291425
,121.106275,103.1764,96.310175
,121.131425,103.2173,96.33785
,121.153975,103.243275,96.358275
,121.19165,103.299,96.377225
,121.241575,103.335375,96.4145
,121.307975,103.365875,96.444125
,121.34015,103.397575,96.47975
,121.366525,103.423825,96.518875
,121.389575,103.4359,96.5606
,121.39445,103.446675,96.584675
,121.398775,103.4647,96.621575
,121.402975,103.487175,96.66145
,121.416225,103.5273,96.704925
,121.428125,103.54555,96.7372
,121.443725,103.57305,96.771425
,121.447025,103.588475,96.804
,121.448175,103.616675,96.819425
,121.464225,103.6393,96.831075
,121.4913,103.67455,96.836025
,121.506775,103.71615,96.843375
,121.512925,103.756675,96.848625
,121.527375,103.786275,96.85645
,121.535825,103.814575,96.86705
,121.54935,103.859225,96.878025
,121.570425,103.885525,96.8924
,121.57925,103.903225,96.9058
,121.588325,103.910225,96.92045
,121.598,103.916375,96.933275
,121.61375,103.924525,96.954875
,121.618925,103.933225,96.98945
,121.63445,103.93525,96.997525
,121.643975,103.954675,97.062825
,121.6785,103.96775,97.08015
,121.705875,103.980475,97.098175
,121.713675,104.000175,97.121125
,121.72275,104.0048,97.14435
,121.7559,104.016675,97.1652
,121.79395,104.0275,97.200675
,121.879775,104.046975,97.237325
,121.8998,104.095575,97.2592
,121.920925,104.11185,97.2842
,121.946475,104.149625,97.31455
,121.968975,104.165275,97.34275
,122.0091,104.179325,97.40705
,122.06315,104.196075,97.427275
,122.13785,104.23345,97.448425
,122.1636,104.261225,97.4674
,122.179275,104.27995,97.4898
,122.1843,104.299,97.5256
,122.210125,104.320675,97.582575
,122.22305,104.33745,97.6035
,122.22855,104.370475,97.616375
,122.235975,104.4011,97.63175
,122.243175,104.425525,97.641225
,122.25955,104.447025,97.663725
,122.284475,104.477725,97.669825
,122.3258,104.50785,97.6767
,122.355425,104.55005,97.684975
,122.378775,104.57165,97.701625
,122.431575,104.6046,97.713475
,122.461825,104.642075,97.728825
,122.498725,104.659825,97.741225
,122.5361,104.696275,97.759825
,122.585975,104.71585,97.7815
,122.63535,104.73035,97.81545
,122.673125,104.74205,97.86845
,122.74345,104.754025,97.901
,122.7618,104.7656,97.9221
,122.7776,104.7816,97.9492
,122.801375,104.7949,98.0042
,122.8183,104.808225,98.023425
,122.8321,104.8258,98.029925
,122.842025,104.845,98.03775
,122.87625,104.882625,98.05105
,122.8974,104.906025,98.062175
,122.928025,104.925,98.06835
,122.95985,104.948125,98.076825
,122.99845,104.969825,98.07895
,123.0431,104.985175,98.084925
,123.100475,105.005825,98.10115
,123.130225,105.02925,98.10905
,123.1665,105.053175,98.11805
,123.2015,105.0827,98.137025
,123.2312,105.110825,98.1477
,123.24975,105.1344,98.15725
,123.2867,105.157075,98.1912
,123.300375,105.1898,98.203725
,123.318075,105.227375,98.2421
,123.332525,105.242975,98.26095
,123.34935,105.267175,98.280975
,123.3597,105.293775,98.293475
,123.38855,105.331425,98.3124
,123.423575,105.37505,98.339375
,123.4397,105.43825,98.3538
,123.455975,105.460025,98.367
,123.480325,105.49625,98.3818
,123.52055,105.5403,98.4107
,123.60185,105.556725,98.43105
,123.64755,105.591775,98.457425
,123.680125,105.6098,98.482625
,123.74805,105.63505,98.508325
,123.771325,105.669375,98.53105
,123.802225,105.714925,98.62375
,123.8263,105.759875,98.65595
,123.836175,105.804775,98.726875
,123.859475,105.833,98.739975
,123.888275,105.862625,98.753525
,123.925125,105.879775,98.770575
,123.95585,105.8949,98.783575
,123.99985,105.90825,98.826
,124.04595,105.918,98.836525
,124.0841,105.930475,98.86095
,124.172625,105.940325,98.876
,124.2096,105.956725,98.902925
,124.265675,105.971525,98.9669
,124.276475,105.9823,99.048725
,124.29335,105.99685,99.115525
,124.29825,106.007475,99.14885
,124.30275,106.0417,99.160425
,124.3117,106.062375,99.169075
,124.318775,106.07395,99.214675
,124.399125,106.08835,99.23545
,124.5068,106.112375,99.27225
,124.595625,106.125775,99.288175
,124.628525,106.142975,99.300425
,124.65895,106.17075,99.3127
,124.707225,106.19695,99.32705
,124.741525,106.219375,99.345075
,124.77035,106.24315,99.368575
,124.822075,106.266275,99.3886
,124.875625,106.301625,99.423575
,124.977375,106.3524,99.45605
,125.0271,106.424875,99.552825
,125.10105,106.461175,99.605825
,125.141325,106.495225,99.63195
,125.1581,106.5199,99.65535
,125.162225,106.55775,99.750175
,125.2047,106.5891,99.764625
,125.209625,106.617925,99.7915
,125.22905,106.6446,99.82505
,125.24615,106.6516,99.85365
,125.25965,106.660375,99.917625
,125.276225,106.67695,99.961675
,125.289525,106.686075,99.97545
,125.30295,106.6979,100.00345
,125.420125,106.7118,100.0429
,125.455575,106.725775,100.079825
,125.5173,106.75965,100.12355
,125.562425,106.77525,100.1563
,125.589225,106.78545,100.187375
,125.5999,106.822525,100.27255
,125.6416,106.849475,100.310825
,125.6771,106.862075,100.34665
,125.71725,106.889625,100.3803
,125.754375,106.923125,100.42315
,125.778675,106.96215,100.4304
,125.85325,106.983175,100.4456
,125.90295,107.0001,100.454875
,125.921775,107.021725,100.4748
,125.930275,107.043925,100.486575
,125.944075,107.066375,100.4984
,125.948525,107.090075,100.5261
,125.959325,107.1129,100.537
,125.97025,107.136225,100.626175
,125.983,107.200725,100.6493
,126.00815,107.22905,100.677525
,126.03905,107.274375,100.7222
,126.052075,107.3029,100.7566
,126.054,107.334125,100.792125
,126.065975,107.37845,100.81715
,126.0683,107.40465,100.8381
,126.094725,107.451575,100.85895
,126.10055,107.476625,100.864575
,126.110525,107.5037,100.8764
,126.121875,107.51555,100.880775
,126.17165,107.519425,100.89625
,126.185275,107.531275,100.90705
,126.202975,107.54455,100.91535
,126.219375,107.552625,100.9215
,126.291375,107.566875,100.934575
,126.324825,107.5788,100.943025
,126.361825,107.617525,100.9582
,126.44655,107.631275,100.982725
,126.474275,107.6497,101.00275
,126.518,107.663575,101.012925
,126.5509,107.691275,101.02755
,126.573475,107.715025,101.040475
,126.59935,107.7331,101.05815
,126.6245,107.7481,101.069075
,126.65085,107.777625,101.08815
,126.6727,107.800075,101.107725
,126.674025,107.817475,101.13
,126.702025,107.84145,101.1451
,126.741275,107.877575,101.163725
,126.75375,107.9141,101.193225
,126.77665,107.98085,101.214325
,126.784175,108.011525,101.2496
,126.7957,108.039325,101.27745
,126.80435,108.061325,101.301425
,126.8111,108.090075,101.332625
,126.828675,108.12975,101.38815
,126.8368,108.17195,101.412425
,126.838975,108.225275,101.44295
,126.86525,108.25275,101.47355
,126.887225,108.283425,101.5047
,126.909925,108.314575,101.5428
,126.922525,108.3405,101.572375
,126.9364,108.370575,101.600025
,126.95655,108.406725,101.6322
,126.988925,108.442425,101.6615
,127.01725,108.479475,101.695375
,127.042975,108.520575,101.72305
,127.0444,108.551175,101.750925
,127.08685,108.58035,101.771375
,127.12605,108.60985,101.793125
,127.156,108.64125,101.816525
,127.183975,108.67835,101.843475
,127.218175,108.698425,101.879975
,127.248425,108.729175,101.9165
,127.288775,108.78495,101.9472
,127.335575,108.816425,101.978625
,127.35335,108.825425,102.013625
,127.3673,108.835225,102.03615
,127.42405,108.845575,102.0789
,127.462525,108.852875,102.1192
,127.50465,108.8659,102.208975
,127.52985,108.8807,102.22805
,127.56755,108.89455,102.25435
,127.608325,108.91445,102.296875
,127.6422,108.934525,102.3275
,127.658325,108.95845,102.35345
,127.682425,108.9765,102.3775
,127.7153,108.98735,102.42345
,127.788375,109.003325,102.480825
,127.81725,109.030475,102.534375
,127.868575,109.0489,102.602925
,127.89295,109.071875,102.633925
,127.9318,109.08395,102.679375
,127.944075,109.116925,102.708225
,127.949225,109.1366,102.74645
,127.95435,109.15555,102.7719
,127.964375,109.183325,102.787575
,127.969425,109.203075,102.803375
,127.9747,109.222725,102.8127
,127.9865,109.267075,102.830475
,127.997525,109.3184,102.8577
,128.0175,109.3531,102.880525
,128.030075,109.383125,102.91525
,128.0446,109.414725,102.9479
,128.059225,109.4669,102.9845
,128.069425,109.490125,103.010725
,128.1152,109.50045,103.0402
,128.135425,109.53,103.065975
,128.17405,109.5783,103.113625
,128.234425,109.5971,103.143425
,128.285925,109.63445,103.173475
,128.318825,109.677075,103.201825
,128.34615,109.71395,103.2333
,128.385525,109.743425,103.320225
,128.410575,109.772525,103.342475
,128.456825,109.7805,103.362475
,128.496275,109.7934,103.382925
,128.530125,109.810575,103.404475
,128.569825,109.83775,103.429925
,128.601875,109.856475,103.460725
,128.625075,109.875425,103.4646
,128.649475,109.90095,103.473925
,128.68465,109.926725,103.487425
,128.812675,109.954975,103.5036
,128.837125,109.9912,103.514775
,128.87175,110.020675,103.541825
,128.911575,110.1102,103.55855
,128.94175,110.1385,103.5768
,129.0134,110.165875,103.597325
,129.05755,110.1956,103.62075
,129.104425,110.2148,103.6441
,129.13085,110.265675,103.656
,129.1673,110.30725,103.6787
,129.18115,110.343,103.72085
,129.193225,110.3926,103.7453
,129.211325,110.426125,103.7715
,129.2165,110.483375,103.80145
,129.222925,110.51765,103.831525
,129.230625,110.55595,103.862225
,129.236525,110.59745,103.8861
,129.251875,110.64815,103.902925
,129.27105,110.670475,103.908275
,129.27815,110.690925,103.9301
,129.284925,110.70785,103.9363
,129.291925,110.720925,103.940225
,129.309025,110.754675,103.946275
,129.328725,110.78505,103.965625
,129.348925,110.819225,103.974475
,129.356825,110.856,103.988075
,129.393275,110.903075,104.01905
,129.400075,110.942175,104.027775
,129.415675,110.9812,104.057275
,129.4331,111.021875,104.065875
,129.4597,111.063125,104.07825
,129.481775,111.100225,104.0892
,129.506275,111.130725,104.103
,129.536075,111.162225,104.1162
,129.6105,111.21995,104.1257
,129.64095,111.263175,104.143
,129.6823,111.326475,104.162525
,129.746575,111.37965,104.176675
,129.7558,111.415825,104.187525
,129.774025,111.44585,104.199875
,129.80205,111.492375,104.206125
,129.857,111.52555,104.21475
,129.885525,111.59535,104.2409
,129.9041,111.617075,104.26465
,129.923825,111.651475,104.281925
,129.9366,111.6801,104.2984
,129.955225,111.747825,104.326
,129.965625,111.781775,104.354875
,129.97705,111.817625,104.37665
,129.986225,111.849725,104.4138
,129.9947,111.8839,104.460625
,130.03915,111.923525,104.462325
,130.052275,111.9601,104.49795
,130.0721,111.996725,104.5237
,130.0875,112.018,104.553025
,130.10685,112.047175,104.606175
,130.161025,112.06175,104.639925
,130.185325,112.078675,104.65465
,130.299625,112.09005,104.66895
,130.33315,112.10075,104.68105
,130.361475,112.12005,104.691225
,130.3939,112.1353,104.69845
,130.417625,112.152925,104.7066
,130.4459,112.173,104.72195
,130.489225,112.177425,104.732525
,130.532175,112.205625,104.74065
,130.56315,112.2382,104.7476
,130.624275,112.27315,104.754225
,130.66945,112.29545,104.770775
,130.703475,112.32145,104.778525
,130.768225,112.364525,104.785725
,130.782525,112.39065,104.793525
,130.822175,112.416,104.8046
,130.889875,112.443075,104.816725
,130.931775,112.47095,104.8257
,131.012025,112.503325,104.83785
,131.0481,112.5333,104.8501
,131.098825,112.544,104.8656
,131.132975,112.5574,104.8968
,131.2416,112.571275,104.90915
,131.344875,112.580575,104.95285
,131.3828,112.58975,104.975
,131.41675,112.59905,104.99725
,131.5029,112.614275,105.02075
,131.5383,112.62355,105.024325
,131.566475,112.654325,105.051975
,131.600425,112.670075,105.0832
,131.62765,112.695125,105.1446
,131.6715,112.72075,105.178125
,131.700225,112.750325,105.22025
,131.7251,112.767,105.252325
,131.80175,112.780925,105.2633
,131.858375,112.8,105.30805
,131.895075,112.81895,105.3466
,131.9257,112.8412,105.376325
,131.9433,112.872675,105.4124
,131.958575,112.894275,105.44595
,131.97145,112.924025,105.482425
,131.990925,112.95625,105.503375
,132.008875,112.981525,105.5379
,132.034375,113.009,105.56795
,132.042025,113.0417,105.599925
,132.0505,113.068,105.62685
,132.103975,113.100575,105.65615
,132.1878,113.13695,105.70885
,132.2206,113.16755,105.805675
,132.2558,113.259,105.8378
,132.31925,113.295925,105.86455
,132.358025,113.330075,105.8717
,132.385325,113.360675,105.88015
,132.41155,113.389375,105.882075
,132.42125,113.415825,105.887525
,132.42635,113.45055,105.89215
,132.437875,113.476575,105.901125
,132.455275,113.499275,105.90685
,132.468275,113.52535,105.91145
,132.474125,113.555775,105.917325
,132.476725,113.577025,105.94425
,132.4898,113.618,105.9478
,132.49975,113.65655,105.96145
,132.508775,113.68365,105.985525
,132.544425,113.717375,105.9957
,132.56765,113.736875,106.018725
,132.575075,113.771175,106.03295
,132.596375,113.809675,106.04385
,132.631475,113.87595,106.055425
,132.653625,113.92395,106.0702
,132.671475,113.9528,106.083875
,132.685625,113.978575,106.09715
,132.709575,113.996725,106.129175
,132.7562,114.0084,106.16135
,132.789725,114.01645,106.1821
,132.823575,114.02575,106.201425
,132.877625,114.03605,106.23905
,132.943525,114.045775,106.26765
,133.0078,114.056575,106.29935
,133.06075,114.066575,106.3337
,133.093375,114.07615,106.368525
,133.11125,114.088875,106.43685
,133.117675,114.104275,106.4656
,133.126375,114.1188,106.548975
,133.137375,114.130875,106.590125
,133.143925,114.14305,106.6205
,133.161075,114.1549,106.644875
,133.186875,114.167425,106.66015
,133.21575,114.1815,106.671175
,133.227225,114.2096,106.6782
,133.249,114.229,106.7181
,133.260275,114.246725,106.728
,133.2624,114.26255,106.737075
,133.276175,114.27655,106.747975
,133.31645,114.30175,106.757325
,133.349375,114.3189,106.767875
,133.37735,114.33595,106.77565
,133.451275,114.3531,106.81845
,133.486575,114.373475,106.83015
,133.59685,114.395825,106.8391
,133.648025,114.41735,106.857625
,133.683025,114.444625,106.886125
,133.706425,114.484975,106.9023
,133.723025,114.531225,106.9291
,133.80145,114.588825,106.94055
,133.825675,114.623025,106.955375
,133.8481,114.6505,107.026975
,133.8928,114.707275,107.073925
,133.920625,114.7816,107.0908
,133.9579,114.79405,107.119975
,134.002675,114.815475,107.1546
,134.046275,114.827675,107.1812
,134.077575,114.8367,107.243025
,134.1009,114.8507,107.329925
,134.104925,114.87285,107.365525
,134.165625,114.88205,107.389625
,134.1944,114.8995,107.422425
,134.21895,114.919275,107.46335
,134.2202,114.9324,107.476775
,134.247575,114.949625,107.492
,134.282375,114.967875,107.509425
,134.30245,114.984675,107.515175
,134.352925,114.99995,107.521525
,134.46305,115.033725,107.52915
,134.50955,115.06315,107.535125
,134.5146,115.07735,107.541775
,134.52205,115.14875,107.544675
,134.5241,115.173275,107.579325
,134.5403,115.195025,107.589325
,134.5491,115.228,107.60885
,134.561725,115.25145,107.616775
,134.57825,115.29555,107.64345
,134.586475,115.333,107.652075
,134.59565,115.36705,107.6612
,134.603825,115.4005,107.702
,134.637175,115.4399,107.720675
,134.671325,115.47465,107.7308
,134.67505,115.506025,107.740875
,134.68585,115.526675,107.75535
,134.697275,115.553375,107.7711
,134.7074,115.591975,107.7819
,134.737325,115.63255,107.79675
,134.82985,115.662825,107.8224
,134.856775,115.69155,107.8332
,134.8912,115.734125,107.8473
,134.9117,115.767375,107.90595
,134.93745,115.807975,107.938475
,134.976275,115.839225,107.977725
,135.0012,115.88135,107.9987
,135.0107,115.93025,108.06735
,135.03745,115.958475,108.090525
,135.057625,115.9748,108.13945
,135.0696,115.983575,108.17965
,135.093375,115.986375,108.2372
,135.106075,116.000225,108.258425
,135.12105,116.001425,108.29565
,135.13555,116.0157,108.327875
,135.150125,116.028,108.3616
,135.1609,116.04285,108.38345
,135.1746,116.0577,108.44865
,135.1888,116.0706,108.479275
,135.21255,116.0884,108.5244
,135.24295,116.11015,108.61105
,135.2799,116.135725,108.639775
,135.312775,116.15845,108.66945
,135.337225,116.24105,108.692975
,135.352225,116.27155,108.713725
,135.375175,116.29955,108.749925
,135.4046,116.328325,108.79545
,135.43145,116.355825,108.82315
,135.477525,116.394325,108.8259
,135.52845,116.4333,108.834625
,135.567325,116.444525,108.862325
,135.62015,116.45665,108.8704
,135.694325,116.4671,108.88025
,135.7102,116.480975,108.92015
,135.72555,116.515175,108.931975
,135.775025,116.529075,108.97535
,135.7918,116.552775,109.006725
,135.807275,116.572475,109.03165
,135.812725,116.594975,109.080275
,135.832375,116.6237,109.093825
,135.914875,116.65615,109.13265
,135.933175,116.681425,109.15165
,135.95815,116.704375,109.17155
,135.9909,116.729375,109.194425
,136.0291,116.754125,109.2174
,136.088175,116.77655,109.24015
,136.12405,116.796625,109.342625
,136.1537,116.813975,109.378575
,136.183,116.8329,109.41745
,136.233,116.86005,109.4761
,136.248725,116.8738,109.49685
,136.264125,116.901475,109.521675
,136.299425,116.92695,109.55695
,136.33075,116.968025,109.61805
,136.35655,117.0039,109.658925
,136.392875,117.020625,109.6904
,136.43545,117.068475,109.721725
,136.5166,117.09515,109.732325
,136.564125,117.129,109.747825
,136.6138,117.14835,109.763575
,136.63765,117.18705,109.776675
,136.6476,117.20945,109.785525
,136.665925,117.24355,109.79685
,136.674975,117.273975,109.81985
,136.6798,117.300025,109.835075
,136.690525,117.3423,109.84555
,136.713375,117.380025,109.8662
,136.718525,117.4195,109.89655
,136.73355,117.44625,109.91485
,136.734625,117.472975,109.938625
,136.7542,117.516375,109.9697
,136.764225,117.5364,110.028075
,136.78895,117.572325,110.0547
,136.809875,117.6048,110.0928
,136.81985,117.6725,110.149875
,136.8395,117.72485,110.1808
,136.84915,117.783125,110.196775
,136.866725,117.823025,110.2078
,136.885,117.8649,110.2211
,136.907375,117.89705,110.229675
,136.931325,117.968225,110.240125
,136.941725,117.996,110.270975
,136.955275,118.037225,110.302425
,136.970775,118.069,110.362325
,136.9865,118.1336,110.452025
,136.996475,118.17695,110.4837
,137.057875,118.217525,110.518475
,137.137225,118.276675,110.5419
,137.170675,118.3117,110.5853
,137.208375,118.345025,110.62055
,137.239675,118.371725,110.657125
,137.304275,118.4332,110.6752
