SPK_SPKC01a (no effect),SPK_SPKC09a (weak excitation),SPK_SPKC15a (no effect)
,,173.15445
,,173.182125
,,173.20395
,,173.222975
,,173.260725
,,173.281925
,,173.3136
,,173.331
,,173.34945
,,173.399175
,,173.459425
,,173.499375
,,173.51495
,,173.543525
,,173.55955
,,173.5949
,,173.617625
,,173.644675
,,173.665375
,,173.70525
,,173.745
,,173.779725
,,173.813825
,,173.82765
,,173.844975
,,173.860025
,,173.877625
,,173.905425
,,173.925475
,,173.95125
,,173.97735
,,174.006825
,,174.0202
,,174.057125
,,174.08835
,,174.113875
,,174.148975
,,174.16535
,,174.20175
,,174.237375
,,174.264175
,,174.3022
,,174.3143
,,174.364375
,,174.394675
,,174.4421
,,174.4707
,,174.517875
,,174.537325
,,174.570175
,,174.59605
,,174.619175
,,174.64745
,,174.673375
,,174.6955
,,174.7244
,,174.770875
,,174.81275
,,174.852675
,,174.8919
,,174.9175
,,174.9524
,,174.972575
,,175.002275
,,175.02855
,,175.0653
,,175.096525
,,175.132925
,,175.178425
,,175.215975
,,175.24975
,,175.268675
,,175.313025
,,175.339275
,,175.383175
,,175.417275
,,175.447475
,,175.463325
,,175.50895
,,175.5333
,,175.57115
,,175.593025
,,175.6376
,,175.660775
,,175.696625
,,175.723025
,,175.7807
,,175.818975
,,175.8587
,,175.886775
,,175.9144
,,175.944075
,,175.9657
,,175.9787
,,176.005025
,,176.025825
,,176.046125
,,176.08215
,,176.119725
,,176.145425
,,176.18945
,,176.2442
,,176.285125
,,176.32935
,,176.381
,,176.415325
,,176.456325
,,176.519725
,,176.587825
,,176.628125
,,176.647325
,,176.674825
,,176.724875
,,176.766425
,,176.7818
,,176.808125
,,176.823775
,,176.889775
,,176.907225
,,176.946825
,,177.00305
,,177.0355
,,177.093125
,,177.1509
,,177.187675
,,177.2137
,,177.254625
,,177.28435
,,177.3263
,,177.3504
,,177.3943
,,177.421925
,,177.448875
,,177.47545
,,177.515925
,,177.53505
,,177.557
,,177.59785
,,177.646175
,,177.69525
,,177.729825
,,177.784475
,,177.807
,,177.8355
,,177.867325
,,177.885875
,,177.90225
,,177.931575
,,177.9596
,,177.979425
,,178.035
,,178.07445
,,178.114325
,,178.141425
,,178.1673
,,178.21205
,,178.2353
,,178.270525
,,178.302175
,,178.313275
,,178.37015
,,178.411175
,,178.4361
,,178.48335
,,178.522925
,,178.554575
,,178.588875
,,178.629975
,,178.652125
,,178.681
,,178.6963
,,178.726775
,,178.7547
,,178.776425
,,178.7997
,,178.84115
,,178.873225
,,178.90775
,,178.94945
,,179.00755
,,179.040175
,,179.050475
,,179.08925
,,179.114275
,,179.1433
,,179.179575
,,179.21255
,,179.248375
,,179.281675
,,179.308875
,,179.3537
,,179.382225
,,179.428175
,,179.456975
,,179.468875
,,179.4903
,,179.52545
,,179.559
,,179.584325
,,179.614275
,,179.623325
,,179.6423
,,179.678225
,,179.69465
,,179.705725
,,179.727
,,179.7436
,,179.779
,,179.80755
,,179.8247
,,179.85385
,,179.9027
,,179.932575
,,179.979825
,,180.0092
,,180.049025
,,180.076825
,,180.104775
,,180.138725
,,180.167475
,,180.1812
,,180.206275
,,180.2458
,,180.269275
,,180.32445
,,180.34895
,,180.394725
,,180.4503
,,180.466375
,,180.492625
,,180.526
,,180.558975
,,180.58015
,,180.598175
,,180.619275
,,180.656875
,,180.688575
,,180.700525
,,180.71185
,,180.740525
,,180.76665
,,180.78285
,,180.812125
,,180.84275
,,180.86185
,,180.8708
,,180.889875
,,180.92055
,,180.9459
,,180.9785
,,181.007425
,,181.0545
,,181.0829
,,181.11305
,,181.15005
,,181.180325
,,181.1989
,,181.2218
,,181.233075
,,181.26405
,,181.28795
,,181.32885
,,181.357275
,,181.394925
,,181.441525
,,181.470175
,,181.494525
,,181.52875
,,181.554775
,,181.56885
,,181.6055
,,181.629575
,,181.646975
,,181.66385
,,181.7035
,,181.7474
,,181.765275
,,181.79385
,,181.82955
,,181.8619
,,181.889275
,,181.9375
,,181.9617
,,181.987075
,,182.0652
,,182.087425
,,182.0947
,,182.113375
,,182.15065
,,182.167175
,,182.19805
,,182.24475
,,182.26675
,,182.302275
,,182.341025
,,182.394075
,,182.43005
,,182.460025
,,182.4898
,,182.515
,,182.54485
,,182.556025
,,182.571225
,,182.6066
,,182.6306
,,182.674225
,,182.715725
,,182.759825
,,182.800125
,,182.8395
,,182.91055
,,182.928875
,,182.953
,,182.984725
,,183.020225
,,183.0436
,,183.0736
,,183.109025
,,183.144275
,,183.206775
,,183.2402
,,183.27435
,,183.3292
,,183.340825
,,183.3758
,,183.392825
,,183.412525
,,183.4415
,,183.4482
,,183.470425
,,183.515975
,,183.51965
,,183.582375
,,183.5989
,,183.613975
,,183.631825
,,183.648575
,,183.660675
,,183.676975
,,183.698875
,,183.735325
,,183.759325
,,183.799175
,,183.81225
,,183.84615
,,183.877975
,,183.901325
,,183.937125
,,183.9492
,,183.986475
,,184.014475
,,184.047675
,,184.0678
,,184.0789
,,184.1001
,,184.1212
,,184.142075
,,184.161325
,,184.209375
,,184.254975
,,184.299675
,,184.344375
,,184.380675
,,184.4033
,,184.42865
,,184.457875
,,184.4679
,,184.48655
,,184.50025
,,184.524425
,,184.54415
,,184.574525
,,184.59785
,,184.62155
,,184.659375
,,184.708975
,,184.738375
,,184.78985
,,184.810825
,,184.852475
,,184.8771
,,184.91155
,,184.934275
,,184.992725
,,185.01955
,,185.056275
,,185.09
,,185.134475
,,185.160675
,,185.21075
,,185.2404
,,185.2701
,,185.30755
,,185.336925
,,185.3789
,,185.412475
,,185.474975
,,185.49145
,,185.521825
,,185.57
,,185.5979
,,185.612125
,,185.65315
,,185.6878
,,185.702175
,,185.7294
,,185.76015
,,185.80585
,,185.826525
,,185.869625
,,185.905875
,,185.9362
,,185.982
,,185.999925
,,186.0363
,,186.060525
,,186.070725
,,186.1213
,,186.13705
,,186.18465
,,186.202525
,,186.23965
,,186.26715
,,186.284475
,,186.319025
,,186.338975
,,186.368525
,,186.393
,,186.413325
,,186.4439
,,186.473825
,,186.5005
,,186.518125
,,186.5498
,,186.5639
,,186.590525
,,186.6256
,,186.655875
,,186.6898
,,186.719875
,,186.74445
,,186.765625
,,186.798525
,,186.8081
,,186.839175
,,186.847225
,,186.8781
,,186.890725
,,186.9231
,,186.939125
,,186.958
,,186.986625
,,186.999925
,,187.015075
,,187.032375
,,187.05275
,,187.069275
,,187.10285
,,187.127375
,,187.161275
,,187.18045
,,187.199675
,,187.22205
,,187.234875
,,187.2622
,,187.279925
,,187.31705
,,187.32935
,,187.357625
,,187.40025
,,187.431375
,,187.45
,,187.463925
,,187.4839
,,187.5361
,,187.5689
,,187.5959
,,187.617775
,,187.65055
,,187.668675
,,187.705825
,,187.732325
,,187.75715
,,187.7966
,,187.836175
,,187.873525
,,187.899675
,,187.912225
,,187.930225
,,187.952
,,187.9814
,,188.0066
,,188.013075
,,188.038825
,,188.069625
,,188.098375
,,188.128225
,,188.158025
,,188.18385
,,188.25185
,,188.2782
,,188.28635
,,188.314525
,,188.335325
,,188.37405
,,188.419575
,,188.469025
,,188.498925
,,188.539125
,,188.57505
,,188.598
,,188.62295
,,188.657525
,,188.690225
,,188.7282
,,188.76115
,,188.792275
,,188.855275
,,188.8894
,,188.93895
,,188.97835
,,189.021975
,,189.047425
,,189.06795
,,189.1011
,,189.151275
,,189.1894
,,189.224425
,,189.275925
,,189.32355
,,189.35665
,,189.39515
,,189.4067
,,189.444225
,,189.469675
,,189.505775
,,189.54595
,,189.584375
,,189.60685
,,189.634
,,189.67905
,,189.711575
,,189.74875
,,189.789375
,,189.81415
,,189.851375
,,189.876325
,,189.924425
,,189.95065
,,189.96945
,,190.02815
,,190.063225
,,190.10455
,,190.1521
,,190.212075
,,190.2504
,,190.2714
,,190.31495
,,190.346425
,,190.361875
,,190.384275
,,190.41795
,,190.4831
,,190.536925
,,190.56675
,,190.585875
,,190.629375
,,190.671175
,,190.70105
,,190.74
,,190.75815
,,190.791675
,,190.812575
,,190.83875
,,190.893275
,,190.927825
,,190.963775
,,190.98215
,,191.012275
,,191.060275
,,191.1175
,,191.138925
,,191.16925
,,191.185825
,,191.21345
,,191.25265
,,191.26805
,,191.279375
,,191.31185
,,191.33625
,,191.34765
,,191.372625
,,191.3994
,,191.406275
,,191.4382
,,191.4492
,,191.497425
,,191.522475
,,191.547225
,,191.58395
,,191.61595
,,191.673075
,,191.714375
,,191.7402
,,191.767875
,,191.78245
,,191.787975
,,191.8058
,,191.826675
,,191.856125
,,191.886225
,,191.909575
,,191.928925
,,191.9658
,,192.00295
,,192.050225
,,192.0756
,,192.10865
,,192.141475
,,192.155475
,,192.163975
,,192.192275
,,192.223875
,,192.2304
,,192.259575
,,192.273025
,,192.300125
,,192.3158
,,192.36705
,,192.397275
,,192.4192
,,192.48745
,,192.5132
,,192.534275
,,192.54965
,,192.5756
,,192.593
,,192.604875
,,192.623075
,,192.657275
,,192.693125
,,192.7273
,,192.7799
,,192.819125
,,192.861175
,,192.88525
,,192.923575
,,192.959825
,,192.9968
,,193.035225
,,193.05645
,,193.0687
,,193.114775
,,193.142875
,,193.1812
,,193.20005
,,193.225
,,193.243175
,,193.258575
,,193.2933
,,193.339575
,,193.367575
,,193.38725
,,193.411825
,,193.42235
,,193.475175
,,193.4909
,,193.535625
,,193.57385
,,193.619175
,,193.6418
,,193.685375
,,193.7165
,,193.752575
,,193.7724
,,193.8057
,,193.83715
,,193.873125
,,193.9125
,,193.9399
,,193.96705
,,194.00745
,,194.0501
,,194.075875
,,194.1115
,,194.16115
,,194.202375
,,194.238025
,,194.266375
,,194.304225
,,194.31965
,,194.34015
,,194.37165
,,194.424675
,,194.478875
,,194.499525
,,194.5371
,,194.5676
,,194.608525
,,194.638725
,,194.670225
,,194.704375
,,194.740675
,,194.7586
,,194.781775
,,194.795425
,,194.8348
,,194.8684
,,194.9096
,,194.939425
,,194.980025
,,195.01005
,,195.043325
,,195.095675
,,195.122375
,,195.152
,,195.17035
,,195.19315
,,195.219975
,,195.242925
,,195.2719
,,195.3054
,,195.326075
,,195.3772
,,195.4068
,,195.437025
,,195.4477
,,195.475525
,,195.509225
,,195.5375
,,195.5753
,,195.602475
,,195.62835
,,195.664775
,,195.683275
,,195.71565
,,195.7419
,,195.765025
,,195.80235
,,195.844075
,,195.852075
,,195.89465
,,195.93705
,,195.958225
,,195.986025
,,195.99655
,,196.022625
,,196.044875
,,196.055375
,,196.074625
,,196.095675
,,196.10535
,,196.1414
,,196.1851
,,196.199025
,,196.23395
,,196.253775
,,196.28435
,,196.3171
,,196.33585
,,196.359625
,,196.367625
,,196.387
,,196.42245
,,196.45095
,,196.47525
,,196.5104
,,196.558825
,,196.580475
,,196.5972
,,196.6219
,,196.681925
,,196.70485
,,196.725375
,,196.7574
,,196.775
,,196.807925
,,196.834775
,,196.8746
,,196.9163
,,196.96295
,,196.99105
,,197.02585
,,197.052725
,,197.068925
,,197.099
,,197.154425
,,197.200425
,,197.23585
,,197.25935
,,197.296425
,,197.36115
,,197.383975
,,197.415875
,,197.4356
,,197.450325
,,197.487775
,,197.52135
,,197.542975
,,197.560175
,,197.615375
,,197.655325
,,197.673875
,,197.74725
,,197.781075
,,197.815825
,,197.857675
,,197.892475
,,197.9465
,,197.997575
,,198.035975
,,198.05325
,,198.092225
,,198.109275
,,198.130625
,,198.156825
,,198.18665
,,198.2085
,,198.244575
,,198.2852
,,198.336525
,,198.35465
,,198.396675
,,198.4199
,,198.437475
,,198.4714
,,198.49225
,,198.5092
,,198.5248
,,198.5385
,,198.588925
,,198.606775
,,198.643875
,,198.6808
,,198.728375
,,198.785125
,,198.82175
,,198.8541
,,198.88115
,,198.893725
,,198.93415
,,198.958325
,,198.975425
,,199.013725
,,199.056275
,,199.08545
,,199.127025
,,199.1478
,,199.1931
,,199.25435
,,199.2864
,,199.310275
,,199.34355
,,199.39155
,,199.4312
,,199.472725
,,199.494575
,,199.544
,,199.575425
,,199.610625
,,199.627375
,,199.66375
,,199.692325
,,199.705875
,,199.738675
,,199.74285
,,199.7705
,,199.819575
,,199.837225
,,199.8734
,,199.9305
,,199.9664
,,199.99235
,,200.0339
,,200.0723
,,200.0998
,,200.1227
,,200.144825
,,200.17595
,,200.2004
,,200.23365
,,200.2623
,,200.289025
,,200.33715
,,200.389925
,,200.4221
,,200.453275
,,200.492825
,,200.5112
,,200.539675
,,200.542425
,,200.56755
,,200.59095
,,200.64255
,,200.659
,,200.6796
,,200.71095
,,200.757675
,,200.787775
,,200.818075
,,200.83325
,,200.856925
,,200.875
,,200.8848
,,200.8998
,,200.919025
,,200.9372
,,200.960725
,,200.999375
,,201.036425
,,201.062275
,,201.0999
,,201.1243
,,201.145875
,,201.207925
,,201.231275
,,201.261875
,,201.282425
,,201.3024
,,201.32225
,,201.3462
,,201.370225
,,201.397625
,,201.437625
,,201.482175
,,201.5087
,,201.528625
,,201.578925
,,201.6008
,,201.631225
,,201.65195
,,201.663575
,,201.675125
,,201.70165
,,201.727775
,,201.765325
,,201.793075
,,201.823725
,,201.85965
,,201.8973
,,201.9325
,,201.978325
,,202.016475
,,202.048775
,,202.0743
,,202.104025
,,202.1344
,,202.177725
,,202.20635
,,202.24335
,,202.281325
,,202.293025
,,202.309775
,,202.3551
,,202.38635
,,202.437825
,,202.45565
,,202.475
,,202.501825
,,202.520375
,,202.567875
,,202.5944
,,202.6334
,,202.675725
,,202.702
,,202.738425
,,202.778175
,,202.813375
,,202.8472
,,202.88315
,,202.915925
,,202.955625
,,202.976975
,,202.98855
,,203.00395
,,203.0257
,,203.046925
,,203.064
,,203.091775
,,203.112225
,,203.128325
,,203.1328
,,203.161625
,,203.19035
,,203.222775
,,203.24635
,,203.2866
,,203.314025
,,203.349575
,,203.373975
,,203.422125
,,203.457175
,,203.4821
,,203.501325
,,203.51765
,,203.526525
,,203.557925
,,203.5714
,,203.6002
,,203.625175
,,203.6487
,,203.6705
,,203.681225
,,203.722375
,,203.7699
,,203.7901
,,203.829025
,,203.8504
,,203.8856
,,203.926575
,,203.9469
,,203.9626
,,203.986475
,,204.006975
,,204.037325
,,204.061775
,,204.0858
,,204.102175
,,204.1266
,,204.17755
,,204.227825
,,204.2814
,,204.307425
,,204.35005
,,204.382175
,,204.39995
,,204.4302
,,204.459675
,,204.509775
,,204.5385
,,204.5751
,,204.61945
,,204.6624
,,204.678775
,,204.717375
,,204.754325
,,204.77335
,,204.80225
,,204.8241
,,204.845575
,,204.873625
,,204.9048
,,204.96135
,,204.99065
,,205.0341
,,205.065425
,,205.13275
,,205.16045
,,205.195375
,,205.21835
,,205.2519
,,205.269875
,,205.309575
,,205.355025
,,205.388525
,,205.44545
,,205.4603
,,205.482525
,,205.527475
,,205.55975
,,205.610975
,,205.659275
,,205.697
,,205.73035
,,205.76285
,,205.79735
,,205.8461
,,205.87005
,,205.894525
,,205.94015
,,205.98485
,,206.01815
,,206.0837
,,206.13245
,,206.178425
,,206.216
,,206.2563
,,206.304925
,,206.33315
,,206.370675
,,206.4185
,,206.4501
,,206.4799
,,206.55895
,,206.592475
,,206.627225
,,206.642125
,,206.7148
,,206.752725
,,206.7735
,,206.799775
,,206.82435
,,206.8669
,,206.892525
,,206.9314
,,206.948275
,,207.0008
,,207.0533
,,207.08555
,,207.142
,,207.18885
,,207.2349
,,207.2966
,,207.3158
,,207.3706
,,207.4326
,,207.465325
,,207.51255
,,207.5538
,,207.59055
,,207.606525
,,207.65995
,,207.676425
,,207.722075
,,207.7599
,,207.83555
,,207.877425
,,207.929625
,,207.99775
,,208.047675
,,208.071
,,208.15105
,,208.193775
,,208.23265
,,208.28445
,,208.307925
,,208.33475
,,208.392625
,,208.421775
,,208.42705
,,208.431675
,,208.492925
,,208.536925
,,208.5589
,,208.5892
,,208.638125
,,208.660025
,,208.683675
,,208.70935
,,208.7461
,,208.772325
,,208.80805
,,208.81785
,,208.84475
,,208.875475
,,208.902625
,,208.925175
,,208.97385
,,209.0083
,,209.042275
,,209.082975
,,209.1142
,,209.120875
,,209.166425
,,209.17645
,,209.209625
,,209.229475
,,209.23515
,,209.2736
,,209.284575
,,209.319225
,,209.337
,,209.366175
,,209.379675
,,209.423925
,,209.464525
,,209.481125
,,209.505325
,,209.52565
,,209.5495
,,209.581925
,,209.6114
,,209.626175
,,209.640375
,,209.6689
,,209.693425
,,209.73585
,,209.7675
,,209.80875
,,209.816975
,,209.853875
,,209.89495
,,209.904075
,,209.920175
,,209.94255
,,209.979925
,,210.002
,,210.025325
,,210.052875
,,210.083925
,,210.1032
,,210.129975
,,210.14645
,,210.164175
,,210.19905
,,210.20905
,,210.23
,,210.240675
,,210.27455
,,210.30455
,,210.32165
,,210.3313
,,210.371475
,,210.385675
,,210.403725
,,210.421275
,,210.453175
,,210.4779
,,210.508275
,,210.52695
,,210.555225
,,210.579225
,,210.59505
,,210.620575
,,210.6538
,,210.67555
,,210.6886
,,210.707275
,,210.72935
,,210.753
,,210.7707
,,210.783475
,,210.800025
,,210.80975
,,210.8318
,,210.8442
,,210.873225
,,210.8936
,,210.915725
,,210.933875
,,210.955
,,210.9797
,,210.994375
,,211.025625
,,211.037225
,,211.07185
,,211.115
,,211.132525
,,211.17005
,,211.20515
,,211.2279
,,211.273125
,,211.2958
,,211.355975
,,211.39045
,,211.424875
,,211.4686
,,211.500325
,,211.5167
,,211.56765
,,211.58245
,,211.616875
,,211.629325
,,211.65415
,,211.6906
,,211.71195
,,211.735825
,,211.784875
,,211.809275
,,211.829075
,,211.856125
,,211.86815
,,211.889075
,,211.9121
,,211.918525
,,211.949225
,,211.964425
,,211.987775
,,212.000525
,,212.040025
,,212.064975
,,212.0949
,,212.11445
,,212.1333
,,212.145525
,,212.165575
,,212.18745
,,212.2114
,,212.217525
,,212.23685
,,212.2585
,,212.2819
,,212.298725
,,212.3358
,,212.3507
,,212.38085
,,212.397775
,,212.42605
,,212.451875
,,212.475525
,,212.49145
,,212.515075
,,212.530975
,,212.55045
,,212.569275
,,212.5854
,,212.61985
,,212.635375
,,212.647175
,,212.666125
,,212.70055
,,212.718325
,,212.74165
,,212.7549
,,212.773325
,,212.788575
,,212.800675
,,212.814025
,,212.83905
,,212.856275
,,212.874625
,,212.8875
,,212.910025
,,212.932925
,,212.947075
,,212.967125
,,212.998875
,,213.034575
,,213.059375
,,213.087025
,,213.1099
,,213.12145
,,213.158475
,,213.185125
,,213.203275
,,213.2239
,,213.250025
,,213.268925
,,213.285275
,,213.3134
,,213.3294
,,213.349125
,,213.37305
,,213.388075
,,213.4083
,,213.438325
,,213.477825
,,213.490625
,,213.522325
,,213.54805
,,213.57445
,,213.6059
,,213.630325
,,213.6524
,,213.67335
,,213.708025
,,213.725875
,,213.753725
,,213.770775
,,213.793375
,,213.8171
,,213.83815
,,213.866575
,,213.89355
,,213.908525
,,213.93215
,,213.957775
,,214.00455
,,214.025
,,214.04685
,,214.08615
,,214.113325
,,214.129725
,,214.148175
,,214.1615
,,214.196725
,,214.235125
,,214.258775
,,214.277375
,,214.304975
,,214.318625
,,214.3298
,,214.3382
,,214.35775
,,214.3659
,,214.396375
,,214.446825
,,214.47525
,,214.52265
,,214.548925
,,214.578175
,,214.587725
,,214.608875
,,214.633225
,,214.6496
,,214.6849
,,214.710975
,,214.75355
,,214.775775
,,214.82055
,,214.85005
,,214.8703
,,214.904775
,,214.916
,,214.925025
,,214.945875
,,214.972525
,,214.9891
,,215.009975
,,215.025925
,,215.076775
,,215.106325
,,215.1396
,,215.17035
,,215.184725
,,215.208975
,,215.23475
,,215.2555
,,215.2663
,,215.28065
,,215.2955
,,215.3112
,,215.33445
,,215.348925
,,215.370275
,,215.385175
,,215.38925
,,215.4206
,,215.439375
,,215.4693
,,215.487875
,,215.50695
,,215.535175
,,215.556475
,,215.579025
,,215.60855
,,215.627725
,,215.63705
,,215.6556
,,215.68485
,,215.7042
,,215.712475
,,215.728175
,,215.7467
,,215.772025
,,215.79645
,,215.820975
,,215.86105
,,215.87635
,,215.894825
,,215.90895
,,215.932025
,,215.9529
,,215.974525
,,215.995075
,,216.01255
,,216.029425
,,216.051475
,,216.060375
,,216.0996
,,216.113725
,,216.1348
,,216.15175
,,216.1656
,,216.18425
,,216.213425
,,216.248375
,,216.271375
,,216.285225
,,216.30375
,,216.324575
,,216.328675
,,216.354025
,,216.36755
,,216.4001
,,216.415725
,,216.431825
,,216.492875
,,216.51145
,,216.5336
,,216.57175
,,216.614875
,,216.648875
,,216.687825
,,216.6947
,,216.728475
,,216.7572
,,216.78445
,,216.812375
,,216.839125
,,216.867575
,,216.877325
,,216.910275
,,216.94155
,,216.96375
,,216.980175
,,216.991075
,,217.0093
,,217.032225
,,217.081825
,,217.12775
,,217.159275
,,217.203375
,,217.244775
,,217.2801
,,217.31835
,,217.35475
,,217.3941
,,217.429325
,,217.4765
,,217.508775
,,217.555075
,,217.594525
,,217.61495
,,217.64585
,,217.67185
,,217.697425
,,217.731225
,,217.7562
,,217.774675
,,217.8042
,,217.818425
,,217.844425
,,217.850525
,,217.873525
,,217.90605
,,217.939225
,,217.988475
,,218.013
,,218.0531
,,218.100175
,,218.126325
,,218.1622
,,218.176775
,,218.2071
,,218.238375
,,218.26465
,,218.292275
,,218.320125
,,218.34855
,,218.4147
,,218.453275
,,218.492575
,,218.523425
,,218.56985
,,218.595475
,,218.615975
,,218.635525
,,218.649375
,,218.680325
,,218.708925
,,218.73395
,,218.754425
,,218.80385
,,218.8447
,,218.86965
,,218.9181
,,218.963525
,,219.009
,,219.05075
,,219.0916
,,219.13075
,,219.157475
,,219.19975
,,219.23605
,,219.296425
,,219.361275
,,219.39665
,,219.40995
,,219.43145
,,219.49965
,,219.5223
,,219.5658
,,219.601075
,,219.672925
,,219.7499
,,219.801825
,,219.83665
,,219.897675
,,219.916625
,,219.955175
,,219.981975
,,220.0292
,,220.065275
,,220.110825
,,220.159425
,,220.183825
,,220.220575
,,220.26915
,,220.2949
,,220.3042
,,220.30955
,,220.337725
,,220.387225
,,220.3926
,,220.434425
,,220.4508
,,220.4638
,,220.49415
,,220.534425
,,220.55945
,,220.5867
,,220.60775
,,220.64265
,,220.66305
,,220.69035
,,220.7273
,,220.7548
,,220.792125
,,220.826775
,,220.8598
,,220.879825
,,220.886325
,,220.9154
,,220.9315
,,220.9658
,,220.994075
,,221.006875
,,221.04245
,,221.0796
,,221.112425
,,221.141425
,,221.15915
,,221.197025
,,221.222925
,,221.248725
,,221.267975
,,221.27875
,,221.31665
,,221.34455
,,221.3715
,,221.43125
,,221.460975
,,221.48525
,,221.5172
,,221.54685
,,221.56645
,,221.611375
,,221.6249
,,221.654325
,,221.67475
,,221.69835
,,221.72335
,,221.742625
,,221.777675
,,221.811775
,,221.8394
,,221.87655
,,221.9257
,,221.95685
,,221.997275
,,222.030325
,,222.046275
,,222.081925
,,222.109875
,,222.124725
,,222.154475
,,222.18205
,,222.213525
,,222.24645
,,222.288225
,,222.321375
,,222.353825
,,222.397925
,,222.424625
,,222.449125
,,222.468725
,,222.491325
,,222.512875
,,222.5439
,,222.60315
,,222.64175
,,222.673875
,,222.698125
,,222.72535
,,222.746675
,,222.77735
,,222.809325
,,222.8231
,,222.85175
,,222.862725
,,222.884225
,,222.90855
,,222.950025
,,222.9715
,,223.012775
,,223.03895
,,223.092925
,,223.1158
,,223.1577
,,223.18965
,,223.212825
,,223.24675
,,223.263375
,,223.3134
,,223.33365
,,223.3849
,,223.422625
,,223.4667
,,223.516925
,,223.537025
,,223.577725
,,223.6145
,,223.662075
,,223.70535
,,223.741225
,,223.789425
,,223.814625
,,223.936575
,,223.9737
,,224.003575
,,224.032925
,,224.05775
,,224.09215
,,224.14325
,,224.1795
,,224.2061
,,224.229225
,,224.28045
,,224.32815
,,224.380725
,,224.413775
,,224.44695
,,224.484875
,,224.539125
,,224.571375
,,224.6011
,,224.6237
,,224.66295
,,224.6992
,,224.747625
,,224.7907
,,224.813375
,,224.858875
,,224.89325
,,224.92795
,,224.96325
,,224.993425
,,225.0225
,,225.0343
,,225.0494
,,225.09085
,,225.102675
,,225.117075
,,225.14
,,225.16105
,,225.1773
,,225.2012
,,225.22165
,,225.245575
,,225.2737
,,225.291175
,,225.307375
,,225.325725
,,225.3453
,,225.35965
,,225.3807
,,225.385975
,,225.406525
,,225.429
,,225.445725
,,225.4693
,,225.493675
,,225.5104
,,225.5455
,,225.570975
,,225.586025
,,225.60905
,,225.6236
,,225.654975
,,225.668125
,,225.6971
,,225.715475
,,225.7322
,,225.76075
,,225.787775
,,225.802575
,,225.836975
,,225.8671
,,225.873525
,,225.902875
,,225.9249
,,225.9292
,,225.9582
,,225.97765
,,225.99195
,,226.014925
,,226.030325
,,226.05405
,,226.0701
,,226.0865
,,226.109475
,,226.130475
,,226.149925
,,226.182075
,,226.201875
,,226.228175
,,226.25105
,,226.28005
,,226.29045
,,226.30255
,,226.3202
,,226.34225
,,226.350125
,,226.379175
,,226.39625
,,226.428975
,,226.45485
,,226.4691
,,226.500325
,,226.531525
,,226.5454
,,226.55655
,,226.584075
,,226.60405
,,226.624675
,,226.6394
,,226.66475
,,226.68625
,,226.70435
,,226.711425
,,226.759275
,,226.76425
,,226.7884
,,226.818225
,,226.846125
,,226.8709
,,226.88975
,,226.895125
,,226.9281
,,226.946775
,,226.964575
,,226.99215
,,227.032425
,,227.057125
,,227.116325
,,227.131525
,,227.1794
,,227.2123
,,227.25275
,,227.26615
,,227.294825
,,227.337875
,,227.3467
,,227.379525
,,227.40295
,,227.4312
,,227.442775
,,227.473825
,,227.5008
,,227.53595
,,227.554975
,,227.5867
,,227.6106
,,227.625375
,,227.6508
,,227.679575
,,227.70335
,,227.712275
,,227.733125
,,227.736375
,,227.750075
,,227.770075
,,227.79925
,,227.843225
,,227.86135
,,227.8858
,,227.91365
,,227.9406
,,228.002125
,,228.015875
,,228.058775
,,228.085225
,,228.110125
,,228.137075
,,228.155525
,,228.178625
,,228.19295
,,228.221475
,,228.24425
,,228.270175
,,228.286975
,,228.31065
,,228.330375
,,228.355775
,,228.379575
,,228.398675
,,228.4077
,,228.42165
,,228.44405
,,228.466575
,,228.483425
,,228.490975
,,228.52785
,,228.537025
,,228.5512
,,228.56965
,,228.583975
,,228.596075
,,228.618725
,,228.642225
,,228.657725
,,228.677525
,,228.68975
,,228.725825
,,228.745425
,,228.779175
,,228.79705
,,228.8162
,,228.850425
,,228.8725
,,228.9014
,,228.9172
,,228.9331
,,228.9614
,,228.9875
,,229.0072
,,229.036075
,,229.058025
,,229.085575
,,229.112075
,,229.1177
,,229.15865
,,229.1876
,,229.203875
,,229.225425
,,229.24075
,,229.2583
,,229.29755
,,229.3241
,,229.33865
,,229.358825
,,229.37
,,229.3988
,,229.4124
,,229.442925
,,229.46475
,,229.48375
,,229.50585
,,229.518125
,,229.5339
,,229.567175
,,229.60145
,,229.620625
,,229.6548
,,229.677875
,,229.7221
,,229.746275
,,229.7739
,,229.7993
,,229.8353
,,229.873675
,,229.8961
,,229.93625
,,229.97735
,,230.0147
,,230.0452
,,230.078825
,,230.099275
,,230.110575
,,230.1296
,,230.14855
,,230.159225
,,230.179975
,,230.19575
,,230.217925
,,230.24
,,230.2574
,,230.2916
,,230.330675
,,230.350275
,,230.377325
,,230.4178
,,230.43505
,,230.4494
,,230.482325
,,230.485775
,,230.515375
,,230.5258
,,230.546125
,,230.569175
,,230.597875
,,230.61125
,,230.636225
,,230.67095
,,230.71685
,,230.763775
,,230.7994
,,230.837575
,,230.8789
,,230.91315
,,230.952575
,,230.9635
,,230.9677
,,231.0032
,,231.0357
,,231.058475
,,231.0925
,,231.12515
,,231.17285
,,231.219125
,,231.24405
,,231.27355
,,231.3022
,,231.352775
,,231.389375
,,231.441525
,,231.48105
,,231.498775
,,231.521875
