SPK_SPKC01a (no effect),SPK_SPKC09a (weak excitation),SPK_SPKC15a (no effect)
,,63.5486
,,63.5697
,,63.588925
,,63.6046
,,63.611525
,,63.6427
,,63.656775
,,63.688
,,63.7193
,,63.732525
,,63.73905
,,63.75775
,,63.767
,,63.7902
,,63.808725
,,63.8296
,,63.842975
,,63.868775
,,63.883475
,,63.899175
,,63.912625
,,63.91715
,,63.9541
,,63.962
,,63.988425
,,64.02
,,64.04935
,,64.06865
,,64.0994
,,64.140175
,,64.159725
,,64.185125
,,64.22675
,,64.2465
,,64.291875
,,64.31365
,,64.326525
,,64.336775
,,64.377675
,,64.42085
,,64.46145
,,64.49785
,,64.519125
,,64.541525
,,64.556425
,,64.579475
,,64.60455
,,64.6311
,,64.644975
,,64.688725
,,64.708575
,,64.74195
,,64.770975
,,64.800075
,,64.851875
,,64.87855
,,64.887025
,,64.911275
,,64.93885
,,64.94415
,,64.969125
,,64.9978
,,65.035575
,,65.055175
,,65.071275
,,65.09165
,,65.112525
,,65.134125
,,65.172175
,,65.189175
,,65.230825
,,65.2395
,,65.274025
,,65.28865
,,65.313225
,,65.32985
,,65.3574
,,65.415775
,,65.459925
,,65.518225
,,65.5501
,,65.58765
,,65.630975
,,65.652075
,,65.676375
,,65.67975
,,65.70775
,,65.7475
,,65.7683
,,65.7991
,,65.839525
,,65.8529
,,65.88415
,,65.932025
,,65.959525
,,65.97885
,,65.997875
,,66.03605
,,66.054075
,,66.06805
,,66.073475
,,66.1144
,,66.1401
,,66.1534
,,66.178075
,,66.19515
,,66.224925
,,66.25025
,,66.2594
,,66.323825
,,66.334125
,,66.3897
,,66.421825
,,66.446075
,,66.476325
,,66.4918
,,66.53545
,,66.57855
,,66.58965
,,66.612375
,,66.6354
,,66.6889
,,66.70395
,,66.72585
,,66.759475
,,66.788725
,,66.815875
,,66.84565
,,66.879025
,,66.918275
,,66.937275
,,66.9611
,,66.974825
,,67.008275
,,67.04785
,,67.08085
,,67.1099
,,67.13355
,,67.160525
,,67.1859
,,67.193525
,,67.213625
,,67.236225
,,67.25655
,,67.26135
,,67.2849
,,67.299625
,,67.32295
,,67.343625
,,67.356175
,,67.36915
,,67.399725
,,67.440825
,,67.46315
,,67.485425
,,67.504175
,,67.537
,,67.54545
,,67.5623
,,67.5792
,,67.5951
,,67.6115
,,67.626325
,,67.638975
,,67.651175
,,67.667175
,,67.6825
,,67.69945
,,67.715825
,,67.747625
,,67.781275
,,67.81685
,,67.854125
,,67.86075
,,67.9037
,,67.92275
,,67.970925
,,67.999225
,,68.013075
,,68.036
,,68.04305
,,68.052025
,,68.08035
,,68.1019
,,68.124175
,,68.13925
,,68.149275
,,68.16345
,,68.1815
,,68.194275
,,68.2013
,,68.20505
,,68.23035
,,68.24765
,,68.2737
,,68.276975
,,68.284925
,,68.322025
,,68.340125
,,68.36065
,,68.3682
,,68.3804
,,68.393075
,,68.39675
,,68.434575
,,68.43915
,,68.451325
,,68.463375
,,68.48925
,,68.504325
,,68.525575
,,68.5424
,,68.5542
,,68.583775
,,68.6033
,,68.6241
,,68.639025
,,68.6553
,,68.67645
,,68.703325
,,68.71045
,,68.7336
,,68.747125
,,68.75045
,,68.768625
,,68.7828
,,68.7898
,,68.81285
,,68.819375
,,68.852
,,68.855175
,,68.889925
,,68.91515
,,68.9493
,,68.96165
,,68.979975
,,68.989725
,,69.00035
,,69.003025
,,69.034025
,,69.03885
,,69.0486
,,69.063775
,,69.082325
,,69.10655
,,69.12215
,,69.13795
,,69.161325
,,69.1875
,,69.2081
,,69.2356
,,69.2676
,,69.27325
,,69.2863
,,69.30215
,,69.330075
,,69.354225
,,69.38055
,,69.412675
,,69.459275
,,69.48865
,,69.519375
,,69.5627
,,69.58305
,,69.614725
,,69.6264
,,69.657875
,,69.689
,,69.705825
,,69.7358
,,69.7634
,,69.775075
,,69.79035
,,69.81905
,,69.836375
,,69.866725
,,69.8906
,,69.909675
,,69.9272
,,69.942825
,,69.96685
,,69.970475
,,69.99625
,,70.02215
,,70.046025
,,70.0589
,,70.1065
,,70.119775
,,70.146
,,70.193375
,,70.23445
,,70.271375
,,70.29635
,,70.308575
,,70.3227
,,70.35025
,,70.3749
,,70.44105
,,70.458475
,,70.504375
,,70.546425
,,70.572825
,,70.57935
,,70.6133
,,70.64015
,,70.66315
,,70.708075
,,70.72585
,,70.75005
,,70.779525
,,70.786175
,,70.82855
,,70.835625
,,70.8733
,,70.906025
,,70.952375
,,70.978025
,,70.9844
,,71.0142
,,71.030725
,,71.057075
,,71.0685
,,71.126575
,,71.160275
,,71.17525
,,71.18865
,,71.207375
,,71.2635
,,71.2725
,,71.280025
,,71.325225
,,71.34375
,,71.384125
,,71.427025
,,71.4688
,,71.49215
,,71.534375
,,71.553425
,,71.56265
,,71.58455
,,71.590625
,,71.63195
,,71.65085
,,71.703125
,,71.730425
,,71.774225
,,71.790375
,,71.804975
,,71.811575
,,71.8383
,,71.857
,,71.87855
,,71.8984
,,71.915475
,,71.9375
,,71.956625
,,71.971975
,,72.00895
,,72.027325
,,72.039925
,,72.081325
,,72.0867
,,72.117775
,,72.1484
,,72.163725
,,72.2026
,,72.2503
,,72.271875
,,72.299875
,,72.309525
,,72.33385
,,72.360225
,,72.389325
,,72.406675
,,72.42305
,,72.4622
,,72.50635
,,72.556675
,,72.586275
,,72.62685
,,72.658225
,,72.7026
,,72.70835
,,72.74975
,,72.76195
,,72.79745
,,72.83095
,,72.862625
,,72.887275
,,72.90365
,,72.946125
,,72.957925
,,72.992025
,,73.034325
,,73.04925
,,73.0681
,,73.07625
,,73.094725
,,73.123825
,,73.153125
,,73.1728
,,73.196875
,,73.2292
,,73.246675
,,73.28135
,,73.330275
,,73.364925
,,73.3926
,,73.43385
,,73.441
,,73.455775
,,73.478825
,,73.52745
,,73.5564
,,73.610475
,,73.649125
,,73.68055
,,73.719025
,,73.75945
,,73.800175
,,73.822075
,,73.851525
,,73.867075
,,73.88245
,,73.9204
,,73.947875
,,73.963775
,,73.990525
,,74.01895
,,74.052275
,,74.094925
,,74.1269
,,74.1644
,,74.1967
,,74.216925
,,74.2344
,,74.245225
,,74.27975
,,74.306925
,,74.333725
,,74.346225
,,74.387725
,,74.409775
,,74.440025
,,74.465875
,,74.50625
,,74.5428
,,74.570075
,,74.60395
,,74.637625
,,74.6623
,,74.676725
,,74.680175
,,74.708675
,,74.73315
,,74.767325
,,74.804825
,,74.84505
,,74.87845
,,74.922875
,,74.937825
,,74.974625
,,75.005575
,,75.050175
,,75.089475
,,75.114025
,,75.154425
,,75.19275
,,75.231275
,,75.286625
,,75.32915
,,75.371275
,,75.389
,,75.415025
,,75.45815
,,75.465875
,,75.498
,,75.524625
,,75.548425
,,75.573375
,,75.600075
,,75.633275
,,75.661875
,,75.6862
,,75.7231
,,75.74845
,,75.787775
,,75.834625
,,75.8592
,,75.882225
,,75.925
,,75.946375
,,76.019075
,,76.0554
,,76.10475
,,76.125725
,,76.1601
,,76.204075
,,76.239525
,,76.279525
,,76.3116
,,76.3735
,,76.393425
,,76.49235
,,76.537625
,,76.58015
,,76.62585
,,76.651775
,,76.6724
,,76.717725
,,76.739375
,,76.75355
,,76.842125
,,76.867025
,,76.88125
,,76.910225
,,76.92795
,,76.947375
,,76.97675
,,77.024025
,,77.060575
,,77.071675
,,77.10235
,,77.123
,,77.145825
,,77.1747
,,77.208525
,,77.244325
,,77.2984
,,77.33875
,,77.368325
,,77.400875
,,77.435825
,,77.46645
,,77.51075
,,77.54905
,,77.5907
,,77.6213
,,77.62975
,,77.685475
,,77.728125
,,77.76075
,,77.785725
,,77.81165
,,77.85915
,,77.8944
,,77.927975
,,77.955
,,77.9754
,,78.003825
,,78.03045
,,78.0433
,,78.070925
,,78.111425
,,78.15485
,,78.187375
,,78.227175
,,78.26125
,,78.275625
,,78.32555
,,78.38025
,,78.42745
,,78.44895
,,78.469175
,,78.506975
,,78.530775
,,78.54695
,,78.588175
,,78.6286
,,78.6635
,,78.683025
,,78.720775
,,78.755775
,,78.78085
,,78.833025
,,78.874475
,,78.906625
,,78.93205
,,78.96345
,,79.0013
,,79.02975
,,79.088775
,,79.112725
,,79.1667
,,79.21535
,,79.24105
,,79.272125
,,79.3246
,,79.3475
,,79.365525
,,79.393625
,,79.430225
,,79.444925
,,79.4774
,,79.4912
,,79.532375
,,79.552925
,,79.581925
,,79.6155
,,79.648225
,,79.673325
,,79.70085
,,79.734875
,,79.778075
,,79.805225
,,79.821075
,,79.83665
,,79.87145
,,79.8785
,,79.8943
,,79.92835
,,79.941225
,,79.966
,,79.99765
,,80.02905
,,80.061725
,,80.12295
,,80.155475
,,80.201725
,,80.26225
,,80.3017
,,80.339375
,,80.3919
,,80.427225
,,80.448
,,80.4838
,,80.506325
,,80.547275
,,80.563075
,,80.57515
,,80.578475
,,80.612175
,,80.635
,,80.647975
,,80.6775
,,80.712825
,,80.737575
,,80.777375
,,80.7986
,,80.83395
,,80.86025
,,80.89435
,,80.91025
,,80.9229
,,80.967925
,,80.974425
,,80.996
,,81.015725
,,81.03455
,,81.060525
,,81.101625
,,81.13325
,,81.149975
,,81.187725
,,81.205025
,,81.265425
,,81.2755
,,81.28025
,,81.306725
,,81.32895
,,81.357875
,,81.39115
,,81.4321
,,81.451375
,,81.494475
,,81.527425
,,81.557325
,,81.5925
,,81.620375
,,81.63935
,,81.6784
,,81.70205
,,81.726525
,,81.7444
,,81.76995
,,81.7883
,,81.815325
,,81.83265
,,81.85905
,,81.90205
,,81.9242
,,81.95465
,,81.984825
,,81.99485
,,82.0401
,,82.07055
,,82.10725
,,82.148475
,,82.170275
,,82.1866
,,82.199175
,,82.2286
,,82.25495
,,82.29245
,,82.3431
,,82.357175
,,82.3857
,,82.40405
,,82.43285
,,82.4714
,,82.501525
,,82.51775
,,82.558325
,,82.57555
,,82.6018
,,82.62655
,,82.64635
,,82.64965
,,82.68265
,,82.7088
,,82.735575
,,82.790325
,,82.824225
,,82.875675
,,82.9109
,,82.930825
,,82.966425
,,83.0009
,,83.02405
,,83.065175
,,83.075325
,,83.123175
,,83.1601
,,83.189725
,,83.2569
,,83.27145
,,83.307675
,,83.3284
,,83.36145
,,83.378975
,,83.40425
,,83.434325
,,83.445725
,,83.4797
,,83.5061
,,83.5393
,,83.5597
,,83.5913
,,83.61555
,,83.639475
,,83.682175
,,83.70445
,,83.7302
,,83.76775
,,83.8049
,,83.817225
,,83.84585
,,83.86345
,,83.8821
,,83.89985
,,83.92725
,,83.959475
,,83.97885
,,84.013275
,,84.029775
,,84.078225
,,84.091375
,,84.128025
,,84.158425
,,84.161825
,,84.200925
,,84.236825
,,84.281325
,,84.32005
,,84.360275
,,84.385725
,,84.420475
,,84.441475
,,84.4789
,,84.499
,,84.525625
,,84.56975
,,84.5906
,,84.6247
,,84.647575
,,84.668875
,,84.685625
,,84.6886
,,84.724
,,84.751025
,,84.781225
,,84.814125
,,84.8378
,,84.877725
,,84.909025
,,84.92555
,,84.9654
,,84.9883
,,84.99895
,,85.03075
,,85.0667
,,85.0934
,,85.096725
,,85.13445
,,85.14245
,,85.160825
,,85.176675
,,85.1932
,,85.2178
,,85.241
,,85.255875
,,85.28025
,,85.293425
,,85.3014
,,85.335275
,,85.350975
,,85.371775
,,85.387025
,,85.3945
,,85.434975
,,85.476375
,,85.485825
,,85.54015
,,85.5627
,,85.590575
,,85.60905
,,85.640925
,,85.67465
,,85.70655
,,85.74995
,,85.77295
,,85.80355
,,85.8206
,,85.8626
,,85.904475
,,85.95545
,,85.985075
,,86.01495
,,86.04555
,,86.059725
,,86.0949
,,86.111825
,,86.142725
,,86.174525
,,86.19625
,,86.231925
,,86.25445
,,86.2807
,,86.31605
,,86.34925
,,86.38635
,,86.403775
,,86.416775
,,86.440075
,,86.463875
,,86.49055
,,86.5048
,,86.521925
,,86.54575
,,86.5658
,,86.575025
,,86.599625
,,86.610375
,,86.628625
,,86.64835
,,86.690475
,,86.697075
,,86.71335
,,86.75975
,,86.787325
,,86.82595
,,86.855025
,,86.889875
,,86.92285
,,86.962225
,,86.976675
,,87.012
,,87.042425
,,87.066875
,,87.088425
,,87.104575
,,87.1321
,,87.14435
,,87.1737
,,87.20715
,,87.217425
,,87.245525
,,87.280175
,,87.302375
,,87.348925
,,87.3702
,,87.40485
,,87.438525
,,87.47105
,,87.50425
,,87.521075
,,87.52485
,,87.550825
,,87.580825
,,87.607075
,,87.621975
,,87.628825
,,87.650125
,,87.666375
,,87.692525
,,87.7156
,,87.7415
,,87.77415
,,87.80345
,,87.836725
,,87.872125
,,87.907575
,,87.9333
,,87.95675
,,87.99265
,,88.02025
,,88.051675
,,88.0812
,,88.08435
,,88.12035
,,88.157375
,,88.18795
,,88.19495
,,88.2134
,,88.25055
,,88.280675
,,88.29865
,,88.31285
,,88.344925
,,88.365625
,,88.392675
,,88.418375
,,88.4476
,,88.485975
,,88.51205
,,88.5198
,,88.5381
,,88.54995
,,88.5618
,,88.59965
,,88.625225
,,88.6529
,,88.6782
,,88.72475
,,88.75275
,,88.7829
,,88.79965
,,88.8175
,,88.833825
,,88.8497
,,88.857075
,,88.872825
,,88.884425
,,88.901375
,,88.9273
,,88.93485
,,88.942725
,,88.97115
,,88.976925
,,89.013425
,,89.045675
,,89.050125
,,89.07905
,,89.1238
,,89.148225
,,89.16635
,,89.2228
,,89.24635
,,89.277475
,,89.28325
,,89.314325
,,89.3212
,,89.343175
,,89.366075
,,89.389825
,,89.409625
,,89.431425
,,89.4551
,,89.469275
,,89.497425
,,89.530575
,,89.555925
,,89.5796
,,89.6121
,,89.628675
,,89.648925
,,89.6774
,,89.698425
,,89.7107
,,89.73065
,,89.754575
,,89.783675
,,89.7973
,,89.82365
,,89.852175
,,89.85975
,,89.897775
,,89.9239
,,89.946325
,,89.968075
,,89.98365
,,90.00865
,,90.03485
,,90.038675
,,90.0427
,,90.070525
,,90.09435
,,90.1109
,,90.115025
,,90.133125
,,90.168275
,,90.184425
,,90.208
,,90.229825
,,90.25575
,,90.2774
,,90.28175
,,90.3066
,,90.329325
,,90.34505
,,90.363125
,,90.3726
,,90.382175
,,90.4072
,,90.422625
,,90.426625
,,90.4484
,,90.46515
,,90.487125
,,90.511075
,,90.52955
,,90.5481
,,90.561975
,,90.62
,,90.637275
,,90.669025
,,90.685275
,,90.7163
,,90.750425
,,90.78625
,,90.805225
,,90.8151
,,90.824825
,,90.8544
,,90.8841
,,90.934925
,,90.9387
,,90.9572
,,90.962275
,,90.9909
,,91.0086
,,91.042
,,91.0537
,,91.065725
,,91.10045
,,91.11885
,,91.147325
,,91.173375
,,91.201725
,,91.232125
,,91.262625
,,91.285725
,,91.32995
,,91.333725
,,91.3638
,,91.3925
,,91.428525
,,91.445375
,,91.4766
,,91.488425
,,91.508575
,,91.5319
,,91.557775
,,91.564075
,,91.599975
,,91.6233
,,91.63575
,,91.642175
,,91.6659
,,91.69
,,91.7311
,,91.757425
,,91.7612
,,91.790975
,,91.8156
,,91.83465
,,91.8727
,,91.88225
,,91.900925
,,91.932375
,,91.943475
,,91.98985
,,92.01485
,,92.031325
,,92.08015
,,92.106475
,,92.12775
,,92.143125
,,92.167175
,,92.174975
,,92.202
,,92.231175
,,92.252275
,,92.26185
,,92.28965
,,92.31375
,,92.334875
,,92.34385
,,92.359425
,,92.380025
,,92.412525
,,92.427225
,,92.440925
,,92.455175
,,92.488375
,,92.507575
,,92.520675
,,92.547475
,,92.56065
,,92.577875
,,92.59415
,,92.60565
,,92.614625
,,92.63135
,,92.6538
,,92.66925
,,92.689725
,,92.72245
,,92.755125
,,92.782625
,,92.80315
,,92.83435
,,92.861725
,,92.888675
,,92.91175
,,92.921925
,,92.93005
,,92.949375
,,92.97025
,,92.99245
,,93.006175
,,93.010125
,,93.02815
,,93.048025
,,93.073025
,,93.0865
,,93.1021
,,93.12455
,,93.16
,,93.1787
,,93.206
,,93.224025
,,93.255175
,,93.2668
,,93.27165
,,93.298175
,,93.313375
,,93.327175
,,93.330575
,,93.372525
,,93.384275
,,93.40385
,,93.426175
,,93.440175
,,93.46615
,,93.481975
,,93.5018
,,93.551575
,,93.56165
,,93.58
,,93.5912
,,93.596525
,,93.617375
,,93.629925
,,93.647075
,,93.6563
,,93.6636
,,93.6726
,,93.697975
,,93.715675
,,93.72525
,,93.73445
,,93.749075
,,93.777525
,,93.789425
,,93.79975
,,93.819075
,,93.8486
,,93.8751
,,93.894225
,,93.8994
,,93.92375
,,93.953125
,,93.957925
,,93.96075
,,93.9865
,,94.011175
,,94.0396
,,94.05305
,,94.064175
,,94.08965
,,94.0977
,,94.119575
,,94.134125
,,94.138225
,,94.1599
,,94.168425
,,94.181325
,,94.195025
,,94.2134
,,94.226375
,,94.24775
,,94.275675
,,94.28845
,,94.329925
,,94.367825
,,94.388675
,,94.423575
,,94.4402
,,94.482575
,,94.51875
,,94.538725
,,94.56455
,,94.587275
,,94.617175
,,94.636875
,,94.65165
,,94.681
,,94.70515
,,94.714325
,,94.746825
,,94.759875
,,94.77865
,,94.7961
,,94.816625
,,94.8493
,,94.86455
,,94.883075
,,94.891525
,,94.91795
,,94.929775
,,94.94395
,,94.963275
,,94.985275
,,94.99645
,,95.02265
,,95.02695
,,95.072275
,,95.103925
,,95.121375
,,95.139825
,,95.15855
,,95.18465
,,95.20475
,,95.214325
,,95.21735
,,95.23765
,,95.288325
,,95.29705
,,95.329675
,,95.3481
,,95.389225
,,95.402525
,,95.434125
,,95.4405
,,95.4672
,,95.481675
,,95.497725
,,95.51415
,,95.5363
,,95.560925
,,95.593475
,,95.60645
,,95.647525
,,95.6585
,,95.66785
,,95.6874
,,95.713025
,,95.7318
,,95.780025
,,95.804925
,,95.833025
,,95.856725
,,95.87715
,,95.882625
,,95.910575
,,95.926575
,,95.934175
,,95.956325
,,95.981375
,,96.007125
,,96.03885
,,96.068625
,,96.0715
,,96.084025
,,96.12605
,,96.146625
,,96.15395
,,96.19015
,,96.194075
,,96.22025
,,96.228675
,,96.238475
,,96.2494
,,96.266375
,,96.284875
,,96.3029
,,96.3233
,,96.330825
,,96.353375
,,96.3786
,,96.393625
,,96.412
,,96.4433
,,96.48535
,,96.49755
,,96.522775
,,96.5337
,,96.571425
,,96.580575
,,96.626975
,,96.6481
,,96.65935
,,96.6832
,,96.70585
,,96.7418
,,96.783425
,,96.81075
,,96.84665
,,96.860475
,,96.916275
,,96.9525
,,96.975925
,,97.011175
,,97.055325
,,97.09075
,,97.135225
,,97.141625
,,97.182725
,,97.204
,,97.22245
,,97.240675
,,97.2598
,,97.28165
,,97.290275
,,97.33425
,,97.35445
,,97.36905
,,97.40665
,,97.414225
,,97.41735
,,97.445525
,,97.472175
,,97.516375
,,97.532225
,,97.552925
,,97.556775
,,97.598125
,,97.616025
,,97.629425
,,97.6485
,,97.673825
,,97.68335
,,97.69965
,,97.712725
,,97.7368
,,97.765775
,,97.78255
,,97.817525
,,97.838275
,,97.86955
,,97.890825
,,97.9075
,,97.929
,,97.968275
,,97.997
,,98.0027
,,98.03195
,,98.063475
,,98.086125
,,98.0933
,,98.141625
,,98.1832
,,98.214175
,,98.227225
,,98.254975
,,98.28595
,,98.31995
,,98.34065
,,98.365175
,,98.39365
,,98.42785
,,98.45945
,,98.481
,,98.520925
,,98.545675
,,98.588025
,,98.6272
,,98.639775
,,98.687425
,,98.7125
,,98.735425
,,98.78145
,,98.79675
,,98.81165
,,98.835925
,,98.8492
,,98.8817
,,98.9072
,,98.9526
,,99.02035
,,99.069075
,,99.09745
,,99.13135
,,99.167175
,,99.190675
,,99.21995
,,99.266175
,,99.272375
,,99.28625
,,99.30405
,,99.324975
,,99.36025
,,99.3926
,,99.3956
,,99.4227
,,99.4357
,,99.46805
,,99.500025
,,99.5573
,,99.572875
,,99.5991
,,99.639625
,,99.6712
,,99.7038
,,99.7378
,,99.7764
,,99.783875
,,99.795725
,,99.831175
,,99.851325
,,99.86845
,,99.9038
,,99.926725
,,99.9653
,,100.005425
,,100.046775
,,100.07865
,,100.12715
,,100.1819
,,100.21005
,,100.231025
,,100.264125
,,100.3101
,,100.3171
,,100.34
,,100.394425
,,100.436925
,,100.477675
,,100.50835
,,100.547175
,,100.573575
,,100.5951
,,100.62205
,,100.66295
,,100.689625
,,100.702225
,,100.750275
,,100.76
,,100.80295
,,100.82565
,,100.846275
,,100.88985
,,100.908375
,,100.91815
,,100.95825
,,100.9878
,,101.0181
,,101.03095
,,101.054225
,,101.070925
,,101.0896
,,101.1384
,,101.17405
,,101.198775
,,101.240125
,,101.267025
,,101.2854
,,101.302175
,,101.337025
,,101.3855
,,101.411925
,,101.43725
,,101.46615
,,101.48895
,,101.527275
,,101.5613
,,101.62415
,,101.681325
,,101.734875
,,101.750625
,,101.769075
,,101.78025
,,101.810425
,,101.82955
,,101.856425
,,101.876525
,,101.90175
,,101.9405
,,101.975525
,,101.994975
,,102.028575
,,102.09165
,,102.1201
,,102.1532
,,102.183775
,,102.196075
,,102.230975
,,102.23625
,,102.2594
,,102.271975
,,102.293075
,,102.314075
,,102.34125
,,102.35565
,,102.3726
,,102.3964
,,102.404975
,,102.42575
,,102.4436
,,102.472075
,,102.495625
,,102.506875
,,102.533225
,,102.5594
,,102.595275
,,102.63695
,,102.64075
,,102.66465
,,102.684725
,,102.69015
,,102.730825
,,102.75915
,,102.8013
,,102.843675
,,102.8627
,,102.903775
,,102.932825
,,102.97175
,,102.9922
,,103.024675
,,103.059975
,,103.097975
,,103.1229
,,103.1341
,,103.1774
,,103.2136
,,103.2571
,,103.3076
,,103.37325
,,103.40205
,,103.433
,,103.4881
,,103.498675
,,103.5434
,,103.548575
,,103.58595
,,103.596425
,,103.639725
,,103.66375
,,103.712625
,,103.77445
,,103.820075
,,103.8492
,,103.86755
,,103.8973
,,103.9292
,,103.970625
,,104.00255
,,104.047
,,104.070725
,,104.1039
,,104.15555
,,104.21225
,,104.251075
,,104.284125
,,104.319925
,,104.3605
,,104.39755
,,104.414975
,,104.464125
,,104.5062
,,104.54855
,,104.569
,,104.631775
,,104.669525
,,104.69055
,,104.72965
,,104.7424
,,104.758725
,,104.782575
,,104.83325
,,104.874125
,,104.908625
,,104.9455
,,104.9761
,,105.0108
,,105.0548
,,105.09695
,,105.125625
,,105.15795
,,105.194375
,,105.22535
,,105.257375
,,105.289425
,,105.332475
,,105.38365
,,105.410925
,,105.464625
,,105.49775
,,105.524475
,,105.5374
,,105.58225
,,105.5954
,,105.65005
,,105.6731
,,105.715175
,,105.7382
,,105.783875
,,105.800125
,,105.84005
,,105.872125
,,105.91235
,,105.9527
,,105.9726
,,106.0191
,,106.055975
,,106.066375
,,106.1292
,,106.16915
,,106.224625
,,106.263225
,,106.2754
,,106.310375
,,106.354275
,,106.38315
,,106.406775
,,106.44905
,,106.493675
,,106.51615
,,106.537525
,,106.59515
,,106.63815
,,106.680725
,,106.711
,,106.7501
,,106.76835
,,106.792625
,,106.837325
,,106.85945
,,106.882625
,,106.91015
,,106.937575
,,106.940625
,,106.9934
,,107.03085
,,107.033575
,,107.11015
,,107.1518
,,107.187525
,,107.207775
,,107.260925
,,107.29415
,,107.328775
,,107.36925
,,107.3956
,,107.41915
,,107.484325
,,107.520725
,,107.5552
,,107.618325
,,107.635775
,,107.6643
,,107.686475
,,107.705025
,,107.722
,,107.758525
,,107.777625
,,107.802875
,,107.820175
,,107.856425
,,107.88155
,,107.9086
,,107.937925
,,107.981775
,,108.00935
,,108.044525
,,108.0785
,,108.1102
,,108.1661
,,108.211125
,,108.236275
,,108.2501
,,108.2856
,,108.324225
,,108.330425
,,108.355025
,,108.368375
,,108.39925
,,108.40755
,,108.42685
,,108.45495
,,108.479375
,,108.49495
,,108.51695
,,108.530375
,,108.559975
,,108.584625
,,108.592325
,,108.602375
,,108.61915
,,108.646075
,,108.6656
,,108.67265
,,108.70805
,,108.727
,,108.7413
,,108.788025
,,108.82565
,,108.85085
,,108.87235
,,108.891125
,,108.91105
,,108.933025
,,108.969975
,,108.997125
,,109.024775
,,109.0283
,,109.058125
,,109.075025
,,109.1053
,,109.135325
,,109.152475
,,109.182
,,109.212775
,,109.236625
,,109.267875
,,109.304275
,,109.333725
,,109.36395
,,109.3979
,,109.4224
,,109.436075
,,109.472525
,,109.49315
,,109.518975
,,109.5512
,,109.582525
,,109.6224
,,109.6391
,,109.66885
,,109.698075
,,109.715025
,,109.72745
,,109.7645
,,109.799225
,,109.822275
,,109.840775
,,109.882075
,,109.900725
,,109.90585
,,109.932175
,,109.95
,,109.96215
,,109.98415
,,110.00575
,,110.03015
,,110.059225
,,110.0792
,,110.084825
,,110.124175
,,110.175075
,,110.213075
,,110.24885
,,110.279575
,,110.298575
,,110.3335
,,110.3471
,,110.362525
,,110.38805
,,110.417525
,,110.427625
,,110.44055
,,110.454875
,,110.47865
,,110.489975
,,110.531225
,,110.558575
,,110.5822
,,110.596725
,,110.623275
,,110.64895
,,110.678075
,,110.7051
,,110.740225
,,110.7622
,,110.78505
,,110.788675
,,110.816825
,,110.844225
,,110.868325
,,110.890775
,,110.9164
,,110.9503
,,110.9979
,,111.039375
,,111.053775
,,111.0989
,,111.1054
,,111.131325
,,111.173425
,,111.1937
,,111.210525
,,111.257125
,,111.2905
,,111.321325
,,111.377075
,,111.412
,,111.45075
,,111.524375
,,111.557275
,,111.576975
,,111.600175
,,111.64095
,,111.6653
,,111.703775
,,111.721325
,,111.742175
,,111.7776
,,111.801625
,,111.853975
,,111.8807
,,111.9301
,,111.9613
,,111.9986
,,112.033675
,,112.057725
,,112.0674
,,112.0863
,,112.1012
,,112.109325
,,112.143925
,,112.178125
,,112.199225
,,112.24285
,,112.2716
,,112.309325
,,112.322675
,,112.356125
,,112.388575
,,112.4007
,,112.417125
,,112.4273
,,112.444525
,,112.46175
,,112.499175
,,112.504925
,,112.537425
,,112.558475
,,112.583725
,,112.62695
,,112.6561
,,112.68035
,,112.715475
,,112.7572
,,112.787
,,112.82345
,,112.844975
,,112.864425
,,112.905075
,,112.90925
,,112.927325
,,112.9493
,,112.96815
,,112.99865
,,113.026075
,,113.036175
,,113.080525
,,113.125375
,,113.140475
,,113.178475
,,113.2029
,,113.24835
,,113.262275
,,113.298225
,,113.32635
,,113.341925
,,113.3613
,,113.390775
,,113.40825
,,113.439925
,,113.473375
,,113.5227
,,113.5611
,,113.5765
,,113.596975
,,113.62225
,,113.663725
,,113.668825
,,113.688
,,113.7275
,,113.756975
,,113.784675
,,113.8112
,,113.82305
,,113.862675
,,113.900025
,,113.939775
,,113.97255
,,114.00485
,,114.013775
,,114.0583
,,114.080675
,,114.10665
,,114.14375
,,114.182525
,,114.204825
,,114.2482
,,114.289025
,,114.309675
,,114.32495
,,114.349725
,,114.3781
,,114.40505
,,114.41405
,,114.4349
,,114.4619
,,114.489975
,,114.50695
,,114.53005
,,114.574275
,,114.5974
,,114.643275
,,114.669325
,,114.6871
,,114.721875
,,114.7504
,,114.76425
,,114.783175
,,114.82
,,114.837
,,114.862525
,,114.89145
,,114.9271
,,114.9608
,,114.977525
,,114.9919
,,115.00675
,,115.039725
,,115.0932
,,115.111975
,,115.134325
,,115.18255
,,115.188425
,,115.22855
,,115.248375
,,115.279725
,,115.302425
,,115.329025
,,115.3391
,,115.3634
,,115.3971
,,115.4236
,,115.4522
,,115.4757
,,115.495975
,,115.52205
,,115.542175
,,115.574
,,115.599525
,,115.632275
,,115.64905
,,115.6775
,,115.692825
,,115.716725
,,115.737
,,115.752875
,,115.7757
,,115.797975
,,115.82565
,,115.84855
,,115.88285
,,115.893675
,,115.932125
,,115.9502
,,115.9734
,,115.990175
,,116.019
,,116.05865
,,116.068775
,,116.0909
,,116.117775
,,116.1355
,,116.154025
,,116.1768
,,116.194175
,,116.228025
,,116.2495
,,116.26485
,,116.2897
,,116.327775
