SPK_SPKC01a (inhibited),SPK_SPKC02a (excited),SPK_SPKC04a (NA)
104.606475,111.512325,
104.62245,111.549475,
104.633475,111.576775,
104.643875,111.60865,
104.66795,111.63565,
104.68215,111.66815,
104.698775,111.6742,
104.711875,111.6965,
104.73135,111.7918,
104.7423,111.810225,
104.765875,111.85375,
104.778225,111.9456,
104.98895,111.9965,
105.081825,112.033775,
105.094025,112.0714,
105.10555,112.092075,
105.155275,112.119875,
105.177975,112.15915,
105.2013,112.2033,
105.217075,112.23625,
105.2414,112.267575,
105.262225,112.2935,
105.2814,112.316925,
105.29145,112.332475,
105.2964,112.35955,
105.36485,112.37785,
105.3991,112.409,
105.55005,112.44345,
105.609525,112.468425,
105.673225,112.49305,
105.686275,112.5291,
105.69995,112.572925,
105.7148,112.594375,
105.727125,112.65485,
105.746275,112.698,
105.812725,112.724025,
105.843475,112.76795,
105.8816,112.79975,
105.897325,112.869775,
105.93275,112.903225,
105.9924,112.93685,
106.016325,112.953975,
106.06195,112.99565,
106.085375,113.017675,
106.114475,113.040375,
106.130025,113.0677,
106.150525,113.0951,
106.172225,113.124225,
106.1864,113.1528,
106.2364,113.19365,
106.3154,113.2149,
106.356725,113.24235,
106.371925,113.293375,
106.48695,113.30985,
106.5143,113.3284,
106.538475,113.361425,
106.562875,113.426,
106.5722,113.457675,
106.59305,113.5044,
106.6098,113.525275,
106.622625,113.548625,
106.645525,113.578775,
106.6727,113.59545,
106.6754,113.657225,
106.7044,113.679525,
106.803925,113.717275,
106.815275,113.74335,
106.864075,113.744675,
106.9471,113.794875,
106.99,113.821475,
107.01585,113.874525,
107.028425,113.8982,
107.040725,113.92985,
107.0629,113.96185,
107.075475,114.00255,
107.0829,114.021525,
107.123225,114.0502,
107.13835,114.076525,
107.144775,114.119025,
107.182625,114.157475,
107.228275,114.180825,
107.32955,114.206575,
107.342525,114.2247,
107.36455,114.24755,
107.3776,114.2899,
107.392775,114.312825,
107.41275,114.39365,
107.457975,114.40015,
107.4827,114.4119,
107.489275,114.4702,
107.505775,114.573725,
107.510825,114.59495,
107.75835,114.638525,
107.781075,114.672475,
107.80515,114.69555,
107.82615,114.751325,
107.837175,114.776875,
107.852775,114.795875,
107.8819,114.838775,
108.109725,114.864275,
108.142175,114.90425,
108.155,114.938025,
108.171825,115.00015,
108.1912,115.034075,
108.206675,115.059325,
108.222075,115.0996,
108.25035,115.14255,
108.2696,115.27185,
108.282975,115.2969,
108.30465,115.34455,
108.3292,115.3698,
108.349275,115.403075,
108.381575,115.44215,
108.543825,115.47115,
108.57425,115.497875,
108.5918,115.53115,
108.6144,115.561075,
108.6423,115.579475,
108.662,115.616625,
108.680625,115.6748,
108.69005,115.699275,
108.703025,115.732525,
108.719275,115.757875,
108.736125,115.80065,
108.749825,115.82415,
108.76475,115.88735,
108.834675,115.923275,
108.88325,115.950275,
108.93155,115.9782,
108.9541,115.9998,
108.97835,116.063225,
108.997075,116.089725,
109.04955,116.1143,
109.0648,116.163375,
109.1016,116.2253,
109.122425,116.2553,
109.2215,116.321325,
109.3148,116.341975,
109.3234,116.36275,
109.362,116.381075,
109.37055,116.415475,
109.390475,116.427375,
109.413025,116.434975,
109.442,116.4386,
109.460175,116.4501,
109.47855,116.50995,
109.49475,116.553725,
109.518875,116.56735,
109.533075,116.6104,
109.56145,116.621425,
109.57475,116.64895,
109.584875,116.6776,
109.6963,116.69875,
109.74145,116.722175,
109.77355,116.74475,
109.8017,116.771725,
109.820875,116.775475,
109.845475,116.8076,
109.864875,116.8505,
109.888925,116.916375,
109.900925,116.918275,
109.918175,116.932725,
109.946175,116.94945,
109.968775,116.99345,
110.20415,117.010325,
110.25185,117.0317,
110.27005,117.077425,
110.3005,117.09225,
110.320625,117.110725,
110.3396,117.1259,
110.3576,117.14545,
110.397075,117.165025,
110.668525,117.18545,
110.68515,117.2093,
110.704725,117.22395,
110.735125,117.260325,
110.8207,117.2911,
110.82615,117.316125,
111.129125,117.344475,
111.15705,117.362675,
111.169275,117.437975,
111.19675,117.46425,
111.224125,117.481675,
111.291225,117.495825,
111.480175,117.522675,
111.5179,117.551075,
111.54495,117.574375,
111.552225,117.59195,
111.5718,117.60955,
111.584725,117.61365,
111.618175,117.671325,
111.6388,117.68795,
111.674925,117.7104,
111.690675,117.7755,
111.975825,117.779175,
112.0372,117.929075,
112.0508,117.9523,
112.080075,118.005475,
112.098375,118.0472,
112.109275,118.07755,
112.132475,118.093725,
112.152875,118.157925,
112.1683,118.177225,
112.3065,118.2191,
112.371975,118.2883,
112.392775,118.3817,
112.401,118.415975,
112.429575,118.433125,
112.452775,118.478575,
112.46275,118.53915,
112.48005,118.556425,
112.49935,118.577125,
112.51505,118.597025,
112.532125,118.6175,
112.654925,118.651625,
112.777275,118.69385,
112.80705,118.720475,
112.8467,118.74845,
112.872125,118.770775,
112.883725,118.79265,
112.9097,118.81815,
112.924325,118.85035,
112.946425,118.874625,
112.962025,118.944775,
112.9848,119.029375,
113.021125,119.102175,
113.20305,119.11135,
113.2348,119.123275,
113.2522,119.1246,
113.273275,119.154925,
113.29335,119.181025,
113.313025,119.20055,
113.322125,119.2258,
113.33585,119.302575,
113.35295,119.325975,
113.382425,119.350175,
113.531775,119.378475,
113.5451,119.394025,
113.5642,119.4611,
113.588175,119.48805,
113.60025,119.506325,
113.611775,119.510725,
113.65245,119.535275,
113.685125,119.540925,
114.20845,119.579475,
114.235975,119.611375,
114.258775,119.6386,
114.29865,119.665525,
114.3155,119.686525,
114.3384,119.7118,
114.400125,119.732675,
114.45495,119.753925,
114.5294,119.772125,
114.655625,119.8199,
114.683325,119.831225,
114.71165,119.86405,
114.71645,119.887175,
114.731475,119.909675,
114.7411,119.958625,
114.773925,120.027875,
114.797525,120.066925,
114.82185,120.125075,
114.913825,120.147225,
114.9782,120.174575,
115.00995,120.196975,
115.080075,120.2438,
115.141725,120.267,
115.223875,120.288275,
115.231525,120.3106,
115.273375,120.3879,
115.288075,120.3973,
115.309775,120.46575,
115.322325,120.49015,
115.3465,120.534075,
115.37185,120.564775,
115.45685,120.5848,
115.502275,120.6207,
115.585,120.639625,
115.59585,120.659975,
115.6235,120.712625,
115.668275,120.738675,
115.6829,120.774825,
115.7023,120.8433,
115.716325,120.863975,
115.7305,120.877625,
115.755575,120.895975,
115.914075,120.90535,
115.94355,120.9129,
115.95965,120.970675,
115.976375,120.98465,
115.991225,120.996225,
116.00925,121.030575,
116.046775,121.06105,
116.0765,121.068975,
116.26585,121.120775,
116.2925,121.13495,
116.30995,121.161375,
116.335675,121.16805,
116.359775,121.2002,
116.391475,121.22255,
116.404925,121.23245,
116.451425,121.2357,
116.835175,121.254725,
116.8408,121.2818,
116.842375,121.30685,
117.041925,121.34835,
117.066625,121.3816,
117.531525,121.409175,
117.609525,121.437975,
117.636425,121.4613,
117.66535,121.482025,
117.679425,121.503225,
117.695375,121.5214,
117.703225,121.554225,
117.7197,121.574525,
117.779175,121.5873,
117.825125,121.599025,
117.947375,121.61005,
117.991275,121.6301,
118.010375,121.681175,
118.0401,121.698675,
118.051,121.71375,
118.06905,121.7525,
118.083025,121.774175,
118.098325,121.788475,
118.115225,121.821825,
118.130125,121.832775,
118.139925,121.85005,
118.2773,121.872025,
118.29315,121.93285,
118.328625,121.950475,
118.352875,121.969125,
118.372275,122.0208,
118.38345,122.038775,
118.404625,122.048125,
118.429325,122.06765,
118.438325,122.0824,
118.456325,122.092225,
118.466675,122.1147,
118.4763,122.139975,
118.494125,122.157025,
118.50725,122.20195,
118.537925,122.25025,
118.55175,122.321175,
118.563625,122.34255,
118.581425,122.405725,
118.815975,122.43035,
118.84185,122.45825,
118.844975,122.4929,
118.860175,122.508375,
118.87315,122.53335,
118.8844,122.576775,
118.895225,122.619125,
118.921275,122.644075,
118.936125,122.663275,
118.94965,122.6954,
118.9591,122.71735,
118.9685,122.73375,
118.99345,122.762125,
119.013,122.784075,
119.01765,122.823075,
119.023925,122.843575,
119.04315,122.87185,
119.0506,122.90085,
119.0706,122.922925,
119.07635,122.9436,
119.091975,122.961,
119.111325,122.985325,
119.1627,123.014175,
119.334675,123.061125,
119.356575,123.084425,
119.365925,123.0931,
119.382825,123.129875,
119.3986,123.156925,
119.410725,123.178275,
119.426,123.192875,
119.4365,123.21455,
119.446,123.23475,
119.459025,123.2588,
119.478325,123.28315,
119.489775,123.29095,
119.520525,123.2979,
119.538725,123.309275,
119.7166,123.342025,
119.74445,123.367275,
119.758325,123.396575,
119.77825,123.413425,
119.8018,123.435475,
119.8275,123.489875,
119.8446,123.5097,
119.856925,123.553625,
119.87015,123.576625,
119.8749,123.5953,
119.887275,123.6247,
119.89015,123.678725,
119.908225,123.72285,
119.91495,123.793825,
119.938575,123.81685,
119.943325,123.8432,
119.9568,123.881125,
120.031375,123.90555,
120.0658,123.92955,
120.158975,123.9676,
120.179275,123.99195,
120.190975,124.0316,
120.210475,124.0619,
120.230525,124.082,
120.24035,124.102525,
120.25285,124.1289,
120.274125,124.173375,
120.290025,124.199625,
120.302875,124.22885,
120.3152,124.294925,
120.34305,124.31695,
120.380125,124.342025,
120.397275,124.346575,
120.440025,124.365425,
120.447775,124.3797,
120.463725,124.399025,
120.47415,124.413025,
120.548575,124.425425,
120.6709,124.47515,
120.707975,124.499475,
120.736425,124.52855,
120.85615,124.5514,
121.174475,124.578875,
121.195225,124.57995,
121.284125,124.630025,
121.288675,124.65255,
121.3091,124.68335,
121.37335,124.72435,
121.433475,124.740525,
121.473925,124.7686,
121.488725,124.7972,
121.518375,124.8197,
121.5628,124.849825,
121.589375,124.89155,
121.59355,124.9206,
121.6118,124.939675,
121.6147,124.961925,
121.707,124.9865,
121.81835,124.987525,
121.8394,125.0415,
121.85565,125.06245,
121.89425,125.070625,
121.97885,125.123,
122.0057,125.154,
122.0195,125.1776,
122.033675,125.201175,
122.045225,125.218425,
122.0634,125.242825,
122.07505,125.248775,
122.08235,125.26855,
122.10735,125.2721,
122.118225,125.3011,
122.141325,125.356625,
122.153125,125.377,
122.16385,125.384825,
122.17575,125.435025,
122.2008,125.452625,
122.21465,125.49325,
122.2847,125.525325,
122.2859,125.547075,
122.323725,125.6269,
122.354025,125.657975,
122.367725,125.6776,
122.38005,125.69925,
122.395175,125.7439,
122.425225,125.758825,
122.438825,125.77965,
122.455,125.8615,
122.4664,125.885025,
122.48145,125.9109,
122.49835,125.929825,
122.5071,125.938,
122.519825,125.9427,
122.52935,125.953325,
122.543625,125.986,
122.546375,126.01765,
122.626,126.072225,
122.65515,126.0877,
122.68955,126.110025,
122.7045,126.1171,
122.712975,126.184825,
122.72395,126.20895,
122.738675,126.23855,
122.748575,126.263775,
122.75605,126.2878,
122.760825,126.30725,
122.768925,126.3326,
122.7876,126.3485,
122.8015,126.4035,
122.82305,126.422775,
122.832425,126.475475,
122.838725,126.502625,
122.84655,126.528675,
122.859225,126.5519,
122.919025,126.57665,
122.999575,126.60925,
123.027325,126.630125,
123.044425,126.68675,
123.04985,126.718225,
123.06235,126.7446,
123.0778,126.7619,
123.0917,126.787775,
123.134225,126.810075,
123.143925,126.862975,
123.154025,126.8939,
123.161225,126.91275,
123.248775,126.9693,
123.2738,126.984375,
123.297875,127.000075,
123.34125,127.0441,
123.359275,127.084425,
123.3719,127.1097,
123.40225,127.13685,
123.41065,127.192825,
123.426525,127.20855,
123.43215,127.227225,
123.449875,127.253975,
123.4725,127.279225,
123.4844,127.323925,
123.497375,127.3438,
123.5214,127.3698,
123.53915,127.3732,
123.54845,127.3999,
123.559675,127.424675,
123.565,127.477625,
123.5799,127.50605,
123.69565,127.53295,
123.71665,127.554425,
123.73285,127.60175,
123.7526,127.628075,
123.7686,127.66955,
123.772675,127.700175,
123.78965,127.7012,
123.801075,127.7615,
123.814125,127.796575,
123.82585,127.819175,
123.83525,127.84005,
123.8529,127.872075,
123.862125,127.894725,
123.87355,127.8996,
123.88215,127.9677,
123.89355,127.984875,
123.908725,128.011875,
124.046025,128.0361,
124.065825,128.061925,
124.08945,128.08625,
124.1064,128.111525,
124.11555,128.1416,
124.13175,128.191325,
124.1413,128.219775,
124.1518,128.24315,
124.17815,128.2852,
124.205075,128.3029,
124.225525,128.311625,
124.24015,128.3381,
124.248525,128.359825,
124.2603,128.37745,
124.369425,128.4031,
124.3807,128.425025,
124.4026,128.446175,
124.413,128.49055,
124.435925,128.540225,
124.4489,128.563075,
124.463325,128.60875,
124.479375,128.6418,
124.4868,128.6569,
124.500575,128.679175,
124.5066,128.702925,
124.514125,128.707075,
124.5275,128.75065,
124.54045,128.8286,
124.54635,128.843325,
124.54905,128.844575,
124.57445,128.869275,
124.591525,128.874925,
124.61595,128.892975,
124.716,128.91665,
124.744075,128.94195,
124.760375,128.9615,
124.791425,128.97645,
124.80615,129.009,
124.830125,129.027625,
124.846875,129.04045,
124.860475,129.0472,
124.874425,129.07315,
124.886475,129.112875,
124.897175,129.13745,
124.907375,129.15595,
124.919125,129.20455,
124.931125,129.230325,
124.944,129.25645,
124.960875,129.26725,
124.968075,129.280225,
124.9788,129.30915,
124.999075,129.358525,
125.038,129.3872,
125.138375,129.399525,
125.1517,129.427825,
125.162275,129.447725,
125.17885,129.50025,
125.19045,129.52385,
125.210275,129.559675,
125.22305,129.584475,
125.231025,129.606325,
125.240025,129.623775,
125.2501,129.62795,
125.25635,129.646475,
125.268525,129.6558,
125.27325,129.693375,
125.285,129.70535,
125.299175,129.720525,
125.3124,129.743575,
125.329925,129.7713,
125.417125,129.79355,
125.468525,129.808425,
125.486275,129.834975,
125.502675,129.891775,
125.510275,129.9007,
125.524125,129.9151,
125.5349,129.94335,
125.5488,129.97315,
125.556475,129.99095,
125.563925,130.03655,
125.5785,130.050875,
125.591575,130.148125,
125.608125,130.174325,
125.623075,130.21045,
125.6322,130.2523,
125.6471,130.27725,
125.661425,130.296625,
125.67035,130.326475,
125.6795,130.348575,
125.686725,130.4134,
125.691625,130.430325,
125.70645,130.459925,
125.7134,130.487875,
125.725575,130.52095,
125.736125,130.546475,
125.743325,130.594975,
125.756025,130.615025,
125.764875,130.6863,
125.784175,130.707925,
125.789725,130.729575,
125.829325,130.7702,
125.890725,130.791475,
125.922875,130.807625,
125.94265,130.837875,
125.9831,130.859925,
125.990725,130.887275,
126.010975,130.920025,
126.029125,130.975425,
126.060575,130.980375,
126.074625,131.0277,
126.0816,131.0746,
126.09605,131.115125,
126.10675,131.138275,
126.12615,131.170675,
126.139975,131.1949,
126.150875,131.27435,
126.166175,131.299025,
126.18915,131.3289,
126.2119,131.36105,
126.272425,131.369025,
126.290675,131.37785,
126.336825,131.4228,
126.3596,131.427825,
126.416775,131.449425,
126.429375,131.4656,
126.4447,131.47715,
126.466725,131.5099,
126.4811,131.52035,
126.495075,131.53535,
126.510575,131.55255,
126.52695,131.573225,
126.534375,131.5751,
126.54675,131.602925,
126.560775,131.62535,
126.573175,131.6854,
126.582475,131.71285,
126.59525,131.732875,
126.608175,131.776125,
126.6158,131.832175,
126.6289,131.84915,
126.63675,131.86655,
126.68245,131.88335,
126.828,131.9447,
126.840175,131.96665,
126.923375,132.0086,
126.942825,132.0399,
126.96085,132.065325,
126.9727,132.091475,
126.9935,132.1201,
127.0175,132.148775,
127.032575,132.20155,
127.0428,132.21725,
127.050825,132.2309,
127.065875,132.262725,
127.078125,132.2699,
127.0904,132.30285,
127.098675,132.324375,
127.124425,132.35275,
127.14135,132.3803,
127.1532,132.4035,
127.262725,132.418075,
127.3256,132.4413,
127.33935,132.4675,
127.3572,132.485725,
127.3723,132.515025,
127.3831,132.518925,
127.391175,132.5435,
127.4075,132.591425,
127.4257,132.643425,
127.44025,132.660925,
127.455775,132.662675,
127.46755,132.720275,
127.480575,132.725825,
127.48975,132.745325,
127.503025,132.767925,
127.522575,132.792275,
127.545925,132.81365,
127.555875,132.862725,
127.5665,132.885675,
127.577175,132.9114,
127.58905,132.9504,
127.630025,132.97365,
127.68045,132.997,
127.70015,133.10625,
127.761475,133.1196,
127.776325,133.153725,
127.82755,133.173525,
127.841375,133.19595,
127.8622,133.213775,
127.869575,133.225775,
127.88675,133.283,
127.899575,133.304925,
127.91895,133.332825,
127.924325,133.370075,
127.935175,133.494225,
127.9454,133.49665,
127.956725,133.532275,
127.965875,133.585125,
127.98785,133.606125,
128.001875,133.62465,
128.020125,133.661775,
128.072525,133.737175,
128.097025,133.76875,
128.1305,133.772475,
128.15235,133.81225,
128.19515,133.845025,
128.22615,133.884875,
128.239025,133.90335,
128.27965,133.918475,
128.292625,133.9381,
128.337,133.974525,
128.3546,134.0063,
128.387125,134.056175,
128.406875,134.08195,
128.4241,134.112775,
128.44035,134.155525,
128.454175,134.2731,
128.462675,134.33795,
128.47525,134.3401,
128.48835,134.3588,
128.494,134.403625,
128.5133,134.449825,
128.536025,134.473825,
128.6034,134.494825,
128.6123,134.566275,
128.636475,134.57555,
128.659625,134.69255,
128.74905,134.739,
128.76195,134.76325,
128.776625,134.7931,
128.811825,134.8168,
128.82305,134.848725,
128.837575,134.87395,
128.84455,134.892,
128.850525,134.9315,
128.881225,134.9776,
128.886675,135.01555,
128.938225,135.0423,
128.9531,135.0624,
129.00335,135.10795,
129.070825,135.156175,
129.097075,135.1786,
129.1152,135.19345,
129.133,135.208825,
129.14875,135.227775,
129.165375,135.261125,
129.17535,135.31635,
129.189625,135.3691,
129.201475,135.406725,
129.215275,135.439625,
129.222825,135.456075,
129.23335,135.48175,
129.243925,135.511475,
129.256425,135.581125,
129.2706,135.6041,
129.2802,135.633875,
129.28415,135.710275,
129.36205,135.731425,
129.40125,135.785075,
129.556125,135.80935,
129.5804,135.869075,
129.588225,135.893525,
129.60765,135.9144,
129.6269,135.937975,
129.638825,135.965525,
129.643925,136.041225,
129.661275,136.070875,
129.665125,136.135375,
129.672625,136.138325,
129.682775,136.1399,
129.69175,136.21035,
129.7036,136.284225,
129.718675,136.331775,
129.732425,136.343375,
129.7404,136.369025,
129.752775,136.388675,
129.7632,136.40585,
129.779025,136.485325,
129.786525,136.502725,
129.798275,136.529225,
129.900675,136.56335,
129.938525,136.566925,
129.953825,136.58945,
129.961475,136.6232,
129.97105,136.65455,
130.0038,136.672825,
130.00925,136.70375,
130.036525,136.753425,
130.046,136.771175,
130.05405,136.7935,
130.067425,136.830925,
130.079125,136.890875,
130.096875,136.9245,
130.1224,136.957425,
130.130275,136.98775,
130.21365,137.03115,
130.254325,137.05725,
130.262425,137.081325,
130.282625,137.1423,
130.30125,137.1683,
130.3234,137.19745,
130.3286,137.222775,
130.3411,137.26595,
130.3519,137.29145,
130.386425,137.346775,
130.4089,137.40825,
130.425775,137.425975,
130.439375,137.4778,
130.452075,137.508175,
130.46425,137.5114,
130.472875,137.5371,
130.481925,137.5801,
130.4986,137.609125,
130.510775,137.6379,
130.51615,137.64255,
130.53135,137.66595,
130.54555,137.68635,
130.557825,137.697875,
130.5695,137.7157,
130.582725,137.74025,
130.592175,137.761225,
130.769,137.77265,
130.793775,137.818875,
130.81365,137.9011,
130.8206,137.9223,
130.8322,137.946025,
130.843075,138.00885,
130.851275,138.030525,
130.865325,138.0501,
130.87695,138.12945,
130.88365,138.18615,
130.893675,138.2128,
130.902575,138.276125,
130.908075,138.298175,
130.916175,138.3775,
130.929425,138.40515,
130.936375,138.424275,
130.9471,138.453475,
130.95735,138.481625,
131.023175,138.5243,
131.088575,138.57,
131.102375,138.598425,
131.12715,138.70055,
131.14115,138.796675,
131.151275,138.82215,
131.1582,138.839125,
131.172425,138.8542,
131.186825,138.9001,
131.199575,138.9661,
131.206575,138.996025,
131.218475,139.047525,
131.231775,139.058775,
131.2444,139.07115,
131.254975,139.1459,
131.258275,139.2251,
131.27235,139.290025,
131.281625,139.330975,
131.28935,139.363975,
131.2965,139.387375,
131.304575,139.416,
131.3077,139.500725,
131.3251,139.59705,
131.36105,139.6095,
131.37895,139.6775,
131.403175,139.728975,
131.433625,139.858575,
131.5732,139.9731,
131.5848,139.9929,
131.593075,140.0453,
131.616025,140.07105,
131.628725,140.128975,
131.641975,140.168725,
131.65465,140.2092,
131.672425,140.26945,
131.68755,140.37915,
131.7075,140.4851,
131.7161,140.5138,
131.72825,140.587725,
131.934725,140.612,
131.9551,140.676475,
131.9716,140.73395,
131.9945,140.82905,
132.007225,140.853525,
132.023625,140.877475,
132.042425,141.0011,
132.0578,141.0542,
132.0673,141.144575,
132.083275,141.182975,
132.089875,141.206075,
132.100025,141.233575,
132.10805,141.262725,
132.1182,141.344275,
132.135075,141.3875,
132.140325,141.412525,
132.15235,141.437725,
132.178275,141.491975,
132.1973,141.5129,
132.376725,141.569975,
132.3834,141.5929,
132.401375,141.636775,
132.430075,141.7076,
132.443825,141.72905,
132.452,141.78055,
132.461375,141.838725,
132.4755,141.930975,
132.488875,142.022725,
132.51155,142.049075,
132.518925,142.095075,
132.53015,142.124425,
132.5413,142.193675,
132.550775,142.277675,
132.55635,142.325475,
132.579975,142.3626,
132.587325,142.405225,
132.5985,142.488025,
132.6131,142.5053,
132.7258,142.533725,
132.74325,142.609125,
132.7694,142.66075,
132.785825,142.7153,
132.7961,142.76255,
132.80895,142.788875,
132.820225,142.83025,
132.8289,142.933275,
132.834725,142.973425,
132.850675,143.1009,
132.860125,143.12115,
132.868225,143.161975,
132.88015,143.187325,
132.891475,143.219675,
132.90565,143.272425,
132.915575,143.38955,
132.919825,143.44585,
132.925725,143.5056,
132.942525,143.540175,
132.956575,143.57105,
132.9816,143.59745,
132.99255,143.620275,
133.00505,143.679125,
133.012875,143.70725,
133.1876,143.753075,
133.2693,143.7954,
133.387025,143.8198,
134.249025,143.8963,
134.27485,143.929875,
134.3024,143.9411,
134.3188,143.951,
134.330375,143.972975,
134.3565,144.0204,
134.37755,144.03845,
134.386025,144.070125,
134.394775,144.11325,
134.407725,144.142725,
134.462975,144.165425,
134.538975,144.18215,
134.56625,144.241175,
134.5912,144.30475,
134.60455,144.3346,
134.740775,144.389475,
134.761075,144.418675,
134.798775,144.44085,
134.806075,144.463125,
134.814475,144.513575,
134.8475,144.538075,
134.8675,144.618075,
134.87775,144.62275,
134.8821,144.64475,
134.9649,144.692475,
135.00945,144.70605,
135.019975,144.8192,
135.030375,144.84565,
135.043325,144.8687,
135.051325,144.9619,
135.0551,145.039025,
135.0635,145.06425,
135.0748,145.095075,
135.086,145.17565,
135.094075,145.241825,
135.10365,145.301225,
135.123,145.3687,
135.13775,145.432425,
135.144975,145.45255,
135.153125,145.481675,
135.16965,145.528975,
135.18295,145.562525,
135.19145,145.636025,
135.208825,145.6627,
135.324075,145.71375,
135.360175,145.73835,
135.3691,145.776175,
135.38325,145.80475,
135.395375,145.853825,
135.4085,145.8999,
135.4219,145.94755,
135.4418,145.952375,
135.467975,145.97095,
135.484525,145.9771,
135.509625,145.998525,
135.530325,146.0042,
135.637,146.0452,
135.662725,146.0792,
135.7604,146.116275,
135.765825,146.167225,
135.815425,146.24775,
135.8286,146.299175,
135.857975,146.316425,
135.87075,146.3568,
135.89925,146.414375,
135.9084,146.4182,
135.925225,146.485825,
135.933375,146.555025,
135.953525,146.577675,
135.969475,146.606625,
135.98665,146.650625,
135.996125,146.65815,
136.004,146.700075,
136.02945,146.72405,
136.037175,146.751525,
136.331725,146.803725,
136.381,146.835325,
136.402375,146.950075,
136.42065,147.01765,
136.428975,147.07225,
136.454825,147.1103,
136.465025,147.185275,
136.4784,147.193175,
136.579875,147.210525,
136.614325,147.272925,
136.63975,147.307975,
136.662575,147.314325,
136.6728,147.341425,
136.690325,147.370125,
136.70755,147.52035,
136.740525,147.5807,
136.75195,147.610425,
136.773575,147.679225,
136.78385,147.84575,
136.80145,147.8917,
136.830925,147.917275,
136.938625,147.9378,
136.9822,147.979675,
137.018075,148.000375,
137.027475,148.0266,
137.053375,148.056575,
137.067425,148.0806,
137.0766,148.102225,
137.0979,148.1193,
137.11065,148.12475,
137.12485,148.18075,
137.140725,148.22765,
137.158025,148.2802,
137.17555,148.352125,
137.2939,148.3739,
137.30925,148.4024,
137.32595,148.4239,
137.342925,148.48035,
137.381475,148.487,
137.401025,148.56295,
137.4082,148.607,
137.4328,148.6185,
137.442075,148.67975,
137.45535,148.7084,
137.483325,148.739125,
137.495,148.75105,
137.5114,148.7759,
137.617425,148.823525,
137.6593,148.86185,
137.674125,148.89445,
137.692325,148.9172,
137.711275,148.9414,
137.73345,148.9946,
137.737825,149.0129,
137.754875,149.04905,
137.77265,149.112175,
137.796475,149.139075,
137.81465,149.1669,
137.824225,149.2028,
137.844375,149.23985,
137.856625,149.27945,
137.8841,149.429925,
138.02495,149.4643,
138.03765,149.522275,
138.0534,149.5535,
138.070025,149.57175,
138.08385,149.59395,
138.096975,149.655075,
138.111225,149.70365,
138.122,149.730475,
138.14115,149.865225,
138.157975,149.86705,
138.173875,149.8699,
138.1912,149.917875,
138.209125,150.000275,
138.2327,150.004975,
138.2488,150.0286,
138.255325,150.0568,
138.44095,150.086075,
138.443,150.11105,
138.53565,150.131075,
138.55445,150.257075,
138.5877,150.280525,
138.611475,150.305725,
138.634875,150.332975,
138.642375,150.3628,
138.652625,150.384775,
138.6658,150.4066,
138.692275,150.4531,
138.699,150.4827,
138.7162,150.4866,
138.88535,150.509275,
138.93155,150.5907,
138.960875,150.616225,
138.99395,150.6364,
139.04135,150.69545,
139.05805,150.7258,
139.09465,150.786325,
139.136575,150.8338,
139.186225,150.89845,
139.20505,150.917925,
139.2234,150.949375,
139.23465,150.978225,
139.249,150.991075,
139.277325,150.99965,
139.350925,151.07155,
139.43865,151.090925,
139.48885,151.1136,
139.52675,151.147875,
139.5689,151.161625,
139.576325,151.16855,
139.60285,151.2003,
139.646325,151.2216,
139.66185,151.23575,
139.698775,151.27515,
139.71915,151.329325,
139.73185,151.3699,
139.743525,151.37145,
139.754025,151.3899,
139.778725,151.427775,
139.79575,151.453025,
139.829575,151.53915,
139.85105,151.548,
140,151.5666,
140.020475,151.5739,
140.0645,151.607,
140.170125,151.647825,
140.2319,151.774,
140.276825,151.839075,
140.30945,151.89655,
140.315275,151.923925,
140.326125,151.982175,
140.349825,152.0021,
140.37715,152.033125,
140.390375,152.053325,
140.4242,152.078,
140.445925,152.092675,
140.45915,152.15685,
140.567275,152.1863,
140.58385,152.2646,
140.6092,152.295275,
140.6379,152.323625,
140.658625,152.370575,
140.701375,152.418075,
140.720075,152.47495,
140.738625,152.493575,
140.80635,152.53545,
140.91335,152.60275,
140.9458,152.626125,
140.9597,152.65795,
140.972925,152.7213,
140.989925,152.73955,
141.0081,152.7556,
141.016775,152.796325,
141.029575,152.886175,
141.046475,152.903725,
141.063575,152.984725,
141.07515,153.017775,
141.084575,153.033875,
141.1047,153.037575,
141.123625,153.067325,
141.142825,153.12785,
141.1543,153.216275,
141.184025,153.237875,
141.26955,153.304575,
141.28415,153.321225,
141.312875,153.362725,
141.335225,153.406975,
141.34875,153.46405,
141.4199,153.494675,
141.446675,153.5118,
141.460125,153.537025,
141.511575,153.56175,
141.543775,153.584525,
141.560275,153.623875,
141.5651,153.643475,
141.578925,153.665825,
141.589475,153.70605,
141.60445,153.716125,
141.615175,153.726875,
141.62155,153.8059,
141.6379,153.857075,
141.648925,153.89235,
141.667725,153.945675,
141.7022,153.975875,
141.7159,153.999975,
141.7478,154.040225,
141.8387,154.06845,
141.872525,154.09425,
141.897925,154.1139,
142.04505,154.14545,
142.062325,154.17685,
142.08915,154.25055,
142.11345,154.32935,
142.137275,154.39405,
142.156475,154.4175,
142.168325,154.436625,
142.1771,154.476,
142.20065,154.49865,
142.220425,154.522975,
142.2308,154.56625,
142.2386,154.591375,
142.257075,154.649325,
142.267625,154.706625,
142.28455,154.72155,
142.29855,154.81985,
142.3899,154.87125,
142.430525,154.92185,
142.5041,154.935575,
142.54315,154.942025,
