SPK_SPKC03a (excited),SPK_SPKC06a (inhibited),SPK_SPKC08a (weak inhibition),SPK_SPKC09a (inhibited)
,,,108.280775
,,,108.2946
,,,108.305775
,,,108.321975
,,,108.346525
,,,108.35395
,,,108.361325
,,,108.368575
,,,108.379725
,,,108.394575
,,,108.44495
,,,108.461975
,,,108.4803
,,,108.496725
,,,108.517375
,,,108.532025
,,,108.5637
,,,108.60665
,,,108.64935
,,,108.72865
,,,108.772025
,,,108.7881
,,,108.823175
,,,108.84605
,,,108.865225
,,,108.88605
,,,108.898375
,,,108.911275
,,,108.92415
,,,108.947475
,,,108.98185
,,,108.98995
,,,109.021875
,,,109.0719
,,,109.130225
,,,109.206
,,,109.2453
,,,109.2639
,,,109.275475
,,,109.283775
,,,109.295525
,,,109.3009
,,,109.3137
,,,109.322425
,,,109.32925
,,,109.336375
,,,109.356725
,,,109.371725
,,,109.379325
,,,109.405
,,,109.4242
,,,109.444325
,,,109.45365
,,,109.46725
,,,109.4875
,,,109.4964
,,,109.5059
,,,109.537975
,,,109.55095
,,,109.578975
,,,109.6094
,,,109.6322
,,,109.662275
,,,109.69085
,,,109.722275
,,,109.767
,,,109.8105
,,,109.852075
,,,109.901675
,,,109.924425
,,,109.934475
,,,109.966775
,,,109.986
,,,110.0049
,,,110.0292
,,,110.0522
,,,110.08235
,,,110.11325
,,,110.1494
,,,110.1678
,,,110.210475
,,,110.26065
,,,110.2939
,,,110.34885
,,,110.371325
,,,110.384825
,,,110.395575
,,,110.4052
,,,110.417175
,,,110.424775
,,,110.4395
,,,110.4499
,,,110.461525
,,,110.47015
,,,110.476475
,,,110.49515
,,,110.513825
,,,110.531275
,,,110.546125
,,,110.5612
,,,110.5768
,,,110.604225
,,,110.633525
,,,110.67005
,,,110.70295
,,,110.739625
,,,110.771475
,,,110.803725
,,,110.834425
,,,110.846125
,,,110.8539
,,,110.881775
,,,110.8984
,,,110.91835
,,,110.95225
,,,110.983575
,,,111.017875
,,,111.033775
,,,111.061325
,,,111.082475
,,,111.101425
,,,111.118825
,,,111.142075
,,,111.168775
,,,111.2182
,,,111.25195
,,,111.283275
,,,111.308
,,,111.33865
,,,111.35995
,,,111.40975
,,,111.436875
,,,111.471025
,,,111.48035
,,,111.498775
,,,111.51315
,,,111.54655
,,,111.5655
,,,111.57465
,,,111.594975
,,,111.6021
,,,111.6147
,,,111.624025
,,,111.638925
,,,111.64755
,,,111.6608
,,,111.7003
,,,111.733375
,,,111.75865
,,,111.78505
,,,111.807625
,,,111.82515
,,,111.8546
,,,111.8848
,,,111.9297
,,,111.971625
,,,112.014825
,,,112.040175
,,,112.06615
,,,112.08045
,,,112.08855
,,,112.1044
,,,112.112925
,,,112.12435
,,,112.13355
,,,112.15525
,,,112.1643
,,,112.175875
,,,112.1896
,,,112.19795
,,,112.2164
,,,112.226925
,,,112.238875
,,,112.25635
,,,112.270425
,,,112.30215
,,,112.336975
,,,112.3898
,,,112.4528
,,,112.463275
,,,112.47195
,,,112.483325
,,,112.491925
,,,112.5037
,,,112.5121
,,,112.5188
,,,112.528225
,,,112.54
,,,112.550775
,,,112.56745
,,,112.579625
,,,112.59195
,,,112.60135
,,,112.6178
,,,112.630125
,,,112.649775
,,,112.657925
,,,112.674875
,,,112.687675
,,,112.695975
,,,112.701375
,,,112.706475
,,,112.71065
,,,112.7171
,,,112.72485
,,,112.73605
,,,112.747775
,,,112.752575
,,,112.757675
,,,112.7649
,,,112.777
,,,112.782425
,,,112.79445
,,,112.803925
,,,112.811675
,,,112.828175
,,,112.842775
,,,112.851125
,,,112.87285
,,,112.890575
,,,112.91655
,,,112.939175
,,,112.960525
,,,112.985575
,,,113.012475
,,,113.0533
,,,113.07645
,,,113.094725
,,,113.106875
,,,113.1157
,,,113.127675
,,,113.133925
,,,113.146175
,,,113.15775
,,,113.165575
,,,113.1757
,,,113.186675
,,,113.19745
,,,113.22095
,,,113.23455
,,,113.2468
,,,113.257
,,,113.27535
,,,113.286525
,,,113.2995
,,,113.337575
,,,113.36
,,,113.371275
,,,113.384375
,,,113.407275
,,,113.43625
,,,113.4516
,,,113.47575
,,,113.495075
,,,113.5308
,,,113.571075
,,,113.59175
,,,113.618225
,,,113.63735
,,,113.656925
,,,113.672025
,,,113.68315
,,,113.6927
,,,113.707125
,,,113.722225
,,,113.728975
,,,113.740775
,,,113.7528
,,,113.76765
,,,113.780675
,,,113.7915
,,,113.80695
,,,113.820975
,,,113.8344
,,,113.843525
,,,113.8558
,,,113.86675
,,,113.884575
,,,113.8967
,,,113.90375
,,,113.920225
,,,113.9298
,,,113.94065
,,,113.95505
,,,113.970275
,,,113.9882
,,,114.00405
,,,114.016075
,,,114.03185
,,,114.053
,,,114.067225
,,,114.087875
,,,114.119575
,,,114.139575
,,,114.1663
,,,114.19335
,,,114.217925
,,,114.236525
,,,114.2493
,,,114.26595
,,,114.27765
,,,114.2838
,,,114.295575
,,,114.30445
,,,114.318725
,,,114.333275
,,,114.342525
,,,114.35935
,,,114.37115
,,,114.381225
,,,114.389225
,,,114.4036
,,,114.4126
,,,114.42265
,,,114.43555
,,,114.448575
,,,114.4673
,,,114.494425
,,,114.50945
,,,114.53335
,,,114.55265
,,,114.57635
,,,114.6025
,,,114.624575
,,,114.650375
,,,114.687175
,,,114.722775
,,,114.7557
,,,114.784475
,,,114.79875
,,,114.8099
,,,114.819325
,,,114.828225
,,,114.835275
,,,114.87345
,,,114.8914
,,,114.9062
,,,114.926825
,,,114.955525
,,,114.97955
,,,115.006625
,,,115.029
,,,115.0496
,,,115.065625
,,,115.081825
,,,115.0958
,,,115.1088
,,,115.12205
,,,115.141
,,,115.156625
,,,115.1664
,,,115.182675
,,,115.217925
,,,115.233675
,,,115.25875
,,,115.276525
,,,115.3088
,,,115.337475
,,,115.362525
,,,115.394575
,,,115.4112
,,,115.419925
,,,115.43815
,,,115.449125
,,,115.4595
,,,115.4673
,,,115.475175
,,,115.4811
,,,115.491125
,,,115.49955
,,,115.5087
,,,115.52455
,,,115.53545
,,,115.547425
,,,115.5623
,,,115.576125
,,,115.594825
,,,115.60825
,,,115.622925
,,,115.644525
,,,115.668325
,,,115.6902
,,,115.71485
,,,115.784175
,,,115.816925
,,,115.847925
,,,115.8833
,,,115.910825
,,,115.924575
,,,115.9339
,,,115.943275
,,,115.954625
,,,115.96385
,,,115.974325
,,,115.983525
,,,115.991975
,,,116.0043
,,,116.015225
,,,116.024775
,,,116.031275
,,,116.0421
,,,116.05365
,,,116.06265
,,,116.07385
,,,116.08245
,,,116.098675
,,,116.11275
,,,116.126475
,,,116.14225
,,,116.156225
,,,116.1737
,,,116.18585
,,,116.212225
,,,116.241
,,,116.2805
,,,116.2953
,,,116.33475
,,,116.357475
,,,116.372125
,,,116.384425
,,,116.397475
,,,116.405675
,,,116.414675
,,,116.4214
,,,116.428175
,,,116.43415
,,,116.442725
,,,116.454075
,,,116.46525
,,,116.473975
,,,116.4904
,,,116.49785
,,,116.5261
,,,116.5389
,,,116.552725
,,,116.562675
,,,116.580225
,,,116.597475
,,,116.613825
,,,116.6553
,,,116.6734
,,,116.729575
,,,116.765825
,,,116.783975
,,,116.80955
,,,116.8227
,,,116.83115
,,,116.843225
,,,116.853925
,,,116.863525
,,,116.8726
,,,116.882975
,,,116.891775
,,,116.9019
,,,116.923625
,,,116.942925
,,,116.9635
,,,116.98495
,,,117.008425
,,,117.03175
,,,117.06695
,,,117.098125
,,,117.127575
,,,117.15955
,,,117.169575
,,,117.185075
,,,117.193325
,,,117.205275
,,,117.21555
,,,117.225925
,,,117.242525
,,,117.251025
,,,117.25575
,,,117.274775
,,,117.293425
,,,117.31345
,,,117.3412
,,,117.358375
,,,117.380475
,,,117.403625
,,,117.443075
,,,117.47935
,,,117.521425
,,,117.566175
,,,117.577325
,,,117.58455
,,,117.6032
,,,117.61515
,,,117.622625
,,,117.635125
,,,117.643375
,,,117.652725
,,,117.663725
,,,117.676575
,,,117.68735
,,,117.70225
,,,117.7153
,,,117.7294
,,,117.744175
,,,117.772875
,,,117.82115
,,,117.863375
,,,117.894875
,,,117.922275
,,,117.944975
,,,117.959975
,,,117.976525
,,,117.98785
,,,117.996425
,,,118.003775
,,,118.0171
,,,118.023775
,,,118.035525
,,,118.053525
,,,118.07205
,,,118.089625
,,,118.107
,,,118.11905
,,,118.138625
,,,118.1732
,,,118.211275
,,,118.2349
,,,118.26145
,,,118.27835
,,,118.289575
,,,118.311525
,,,118.32645
,,,118.337875
,,,118.3454
,,,118.362375
,,,118.379025
,,,118.39835
,,,118.4127
,,,118.424725
,,,118.443075
,,,118.4537
,,,118.484475
,,,118.514675
,,,118.5371
,,,118.550575
,,,118.56475
,,,118.57795
,,,118.597125
,,,118.6186
,,,118.6271
,,,118.645275
,,,118.666825
,,,118.68355
,,,118.70185
,,,118.744725
,,,118.766
,,,118.78855
,,,118.801725
,,,118.8051
,,,118.820075
,,,118.832725
,,,118.844825
,,,118.855025
,,,118.8678
,,,118.884175
,,,118.8958
,,,118.90545
,,,118.913175
,,,118.921575
,,,118.929475
,,,118.9343
,,,118.938025
,,,118.94575
,,,118.94915
,,,118.954825
,,,118.959175
,,,118.965375
,,,118.972875
,,,118.97745
,,,118.984025
,,,118.9894
,,,118.999625
,,,119.022575
,,,119.030825
,,,119.0403
,,,119.057425
,,,119.067075
,,,119.100575
,,,119.112725
,,,119.139675
,,,119.166925
,,,119.193525
,,,119.2353
,,,119.273575
,,,119.31615
,,,119.37445
,,,119.389675
,,,119.400475
,,,119.416925
,,,119.425
,,,119.432475
,,,119.44185
,,,119.4477
,,,119.460375
,,,119.47485
,,,119.49725
,,,119.50085
,,,119.505475
,,,119.510375
,,,119.522275
,,,119.5449
,,,119.552025
,,,119.560625
,,,119.5743
,,,119.587675
,,,119.593875
,,,119.6027
,,,119.621875
,,,119.640175
,,,119.653075
,,,119.66755
,,,119.686325
,,,119.705825
,,,119.7335
,,,119.75585
,,,119.79155
,,,119.813175
,,,119.8597
,,,119.916125
,,,119.9572
,,,119.971175
,,,119.97695
,,,119.9793
,,,119.985
,,,119.99675
,,,120.005
,,,120.0091
,,,120.0199
,,,120.02855
,,,120.050375
,,,120.072625
,,,120.080175
,,,120.105625
,,,120.118975
,,,120.13045
,,,120.147975
,,,120.17455
,,,120.182675
,,,120.19225
,,,120.20585
,,,120.21885
,,,120.235625
,,,120.252125
,,,120.2717
,,,120.3011
,,,120.32575
,,,120.360875
,,,120.38675
,,,120.4154
,,,120.43765
,,,120.47205
,,,120.504725
,,,120.53835
,,,120.570925
,,,120.58185
,,,120.595325
,,,120.6084
,,,120.622675
,,,120.6339
,,,120.643
,,,120.64795
,,,120.6592
,,,120.667225
,,,120.677
,,,120.68635
,,,120.6934
,,,120.70685
,,,120.74765
,,,120.755975
,,,120.781675
,,,120.787625
,,,120.801875
,,,120.847225
,,,120.861
,,,120.883275
,,,120.89305
,,,120.907475
,,,120.919875
,,,120.928675
,,,120.94155
,,,120.953825
,,,120.970375
,,,121.0101
,,,121.027175
,,,121.04795
,,,121.06195
,,,121.095825
,,,121.1243
,,,121.14955
,,,121.18175
,,,121.202175
,,,121.239025
,,,121.30015
,,,121.3608
,,,121.383925
,,,121.399925
,,,121.422275
,,,121.436025
,,,121.45545
,,,121.470275
,,,121.4785
,,,121.48905
,,,121.5137
,,,121.526275
,,,121.538175
,,,121.547625
,,,121.56295
,,,121.579425
,,,121.5984
,,,121.615125
,,,121.625275
,,,121.6397
,,,121.66055
,,,121.66945
,,,121.682775
,,,121.69915
,,,121.7122
,,,121.72605
,,,121.735625
,,,121.75395
,,,121.78255
,,,121.832075
,,,121.860475
,,,121.8992
,,,121.946975
,,,121.973675
,,,122.0096
,,,122.02045
,,,122.02655
,,,122.034375
,,,122.04115
,,,122.04935
,,,122.05755
,,,122.0686
,,,122.0783
,,,122.08995
,,,122.103075
,,,122.11175
,,,122.126275
,,,122.13305
,,,122.14115
,,,122.167725
,,,122.178025
,,,122.211575
,,,122.240675
,,,122.35475
,,,122.437875
,,,122.4736
,,,122.50805
,,,122.52055
,,,122.58065
,,,122.5855
,,,122.5902
,,,122.607325
,,,122.613125
,,,122.623325
,,,122.631425
,,,122.652625
,,,122.66565
,,,122.68055
,,,122.70865
,,,122.74605
,,,122.7748
,,,122.783975
,,,122.801325
,,,122.820175
,,,122.843925
,,,122.864925
,,,122.877175
,,,122.9182
,,,122.926
,,,122.941975
,,,122.95245
,,,122.971525
,,,122.983075
,,,122.994275
,,,123.00435
,,,123.01505
,,,123.031225
,,,123.0618
,,,123.095625
,,,123.12595
,,,123.1513
,,,123.1918
,,,123.2623
,,,123.28605
,,,123.300025
,,,123.31265
,,,123.319
,,,123.33115
,,,123.33915
,,,123.356725
,,,123.36475
,,,123.3802
,,,123.402925
,,,123.420375
,,,123.436725
,,,123.47545
,,,123.502975
,,,123.518125
,,,123.534575
,,,123.559975
,,,123.600675
,,,123.66975
,,,123.7392
,,,123.80175
,,,123.84255
,,,123.8658
,,,123.89795
,,,123.904775
,,,123.9112
,,,123.9172
,,,123.937375
,,,123.955475
,,,123.9658
,,,123.9744
,,,123.99895
,,,124.011175
,,,124.055125
,,,124.082475
,,,124.1003
,,,124.16165
,,,124.2053
,,,124.23645
,,,124.2628
,,,124.29495
,,,124.3411
,,,124.37845
,,,124.457875
,,,124.464325
,,,124.481875
,,,124.50425
,,,124.52205
,,,124.5381
,,,124.557325
,,,124.599925
,,,124.626975
,,,124.708175
,,,124.75615
,,,124.76605
,,,124.7926
,,,124.80125
,,,124.81305
,,,124.825725
,,,124.837425
,,,124.84865
,,,124.858625
,,,124.87095
,,,124.87955
,,,124.912625
,,,124.92705
,,,124.98515
,,,124.9989
,,,125.042375
,,,125.08695
,,,125.170725
,,,125.23135
,,,125.272575
,,,125.281975
,,,125.2998
,,,125.313525
,,,125.3485
,,,125.356975
,,,125.369675
,,,125.378025
,,,125.3956
,,,125.4406
,,,125.457425
,,,125.46945
,,,125.4835
,,,125.489775
,,,125.49865
,,,125.50905
,,,125.518325
,,,125.528325
,,,125.56825
,,,125.594625
,,,125.62225
,,,125.6405
,,,125.656525
,,,125.671675
,,,125.692075
,,,125.7176
,,,125.738625
,,,125.7528
,,,125.774325
,,,125.7932
,,,125.80875
,,,125.8194
,,,125.834675
,,,125.8471
,,,125.85955
,,,125.874325
,,,125.987675
,,,126.086425
,,,126.12785
,,,126.14565
,,,126.1595
,,,126.174375
,,,126.189525
,,,126.207875
,,,126.22115
,,,126.236075
,,,126.24435
,,,126.255625
,,,126.271525
,,,126.287025
,,,126.297575
,,,126.3145
,,,126.33505
,,,126.3545
,,,126.3915
,,,126.4301
,,,126.48495
,,,126.51865
,,,126.5453
,,,126.595675
,,,126.648375
,,,126.657225
,,,126.6939
,,,126.7069
,,,126.72435
,,,126.733925
,,,126.747775
,,,126.760325
,,,126.76555
,,,126.7833
,,,126.80915
,,,126.83545
,,,126.9096
,,,126.94875
,,,127.00075
,,,127.072175
,,,127.1059
,,,127.135575
,,,127.1556
,,,127.162875
,,,127.17305
,,,127.1836
,,,127.1927
,,,127.209175
,,,127.221225
,,,127.229825
,,,127.2536
,,,127.274825
,,,127.2928
,,,127.306025
,,,127.328775
,,,127.3539
,,,127.374575
,,,127.387625
,,,127.408175
,,,127.422725
,,,127.431775
,,,127.4505
,,,127.4633
,,,127.49315
,,,127.534425
,,,127.568725
,,,127.60285
,,,127.6409
,,,127.68025
,,,127.709825
,,,127.735075
,,,127.76315
,,,127.775975
,,,127.795075
,,,127.80295
,,,127.81105
,,,127.820675
,,,127.826375
,,,127.831575
,,,127.8369
,,,127.856625
,,,127.868825
,,,127.887475
,,,127.91355
,,,127.945725
,,,127.9859
,,,128.01845
,,,128.054375
,,,128.08845
,,,128.127
,,,128.13795
,,,128.1456
,,,128.157125
,,,128.16545
,,,128.174075
,,,128.189525
,,,128.196275
,,,128.206025
,,,128.215125
,,,128.2237
,,,128.2372
,,,128.250525
,,,128.273075
,,,128.28525
,,,128.300525
,,,128.3159
,,,128.32915
,,,128.339375
,,,128.358
,,,128.3701
,,,128.385425
,,,128.403775
,,,128.428875
,,,128.467525
,,,128.50925
,,,128.5448
,,,128.591925
,,,128.6277
,,,128.664275
,,,128.6727
,,,128.685525
,,,128.696925
,,,128.705375
,,,128.718425
,,,128.7293
,,,128.738025
,,,128.749125
,,,128.769925
,,,128.77925
,,,128.797575
,,,128.80985
,,,128.82885
,,,128.839175
,,,128.854075
,,,128.873
,,,128.897125
,,,128.9356
,,,128.97935
,,,129.046375
,,,129.077925
,,,129.0971
,,,129.1149
,,,129.129225
,,,129.141025
,,,129.155675
,,,129.17035
,,,129.177425
,,,129.1885
,,,129.2051
,,,129.230525
,,,129.2612
,,,129.291675
,,,129.3242
,,,129.36065
,,,129.3954
,,,129.436025
,,,129.458075
,,,129.48525
,,,129.516825
,,,129.5414
,,,129.549825
,,,129.55735
,,,129.567325
,,,129.5745
,,,129.59335
,,,129.6011
,,,129.60725
,,,129.6157
,,,129.6343
,,,129.6508
,,,129.667575
,,,129.6815
,,,129.697975
,,,129.7105
,,,129.730625
,,,129.752175
,,,129.797125
,,,129.83395
,,,129.8548
,,,129.890425
,,,129.93
,,,129.9609
,,,129.9867
,,,130.014675
,,,130.02625
,,,130.0382
,,,130.053525
,,,130.073225
,,,130.084125
,,,130.098325
,,,130.1109
,,,130.1241
,,,130.140375
,,,130.157975
,,,130.187825
,,,130.22275
,,,130.253625
,,,130.30135
,,,130.306975
,,,130.3333
,,,130.36735
,,,130.409675
,,,130.436225
,,,130.453475
,,,130.466
,,,130.4759
,,,130.4869
,,,130.495125
,,,130.50055
,,,130.50585
,,,130.51185
,,,130.522625
,,,130.52845
,,,130.5333
,,,130.541625
,,,130.55135
,,,130.563975
,,,130.573675
,,,130.60115
,,,130.620675
,,,130.63045
,,,130.64025
,,,130.658525
,,,130.67365
,,,130.6879
,,,130.72245
,,,130.745775
,,,130.7667
,,,130.7951
,,,130.81365
,,,130.845975
,,,130.86745
,,,130.894175
,,,130.900025
,,,130.90105
,,,130.910525
,,,130.91935
,,,130.92875
,,,130.93575
,,,130.95105
,,,130.95955
,,,130.967375
,,,130.9738
,,,130.985525
,,,130.9946
,,,131.004325
,,,131.018175
,,,131.0301
,,,131.036825
,,,131.0383
,,,131.047675
,,,131.060175
,,,131.071975
,,,131.084525
,,,131.102125
,,,131.1494
,,,131.17755
,,,131.2121
,,,131.27915
,,,131.309775
,,,131.32425
,,,131.3438
,,,131.3631
,,,131.380775
,,,131.389925
,,,131.4031
,,,131.411525
,,,131.4181
,,,131.42945
,,,131.442175
,,,131.45575
,,,131.4638
,,,131.4703
,,,131.488775
,,,131.499075
,,,131.510925
,,,131.522625
,,,131.538225
,,,131.548275
,,,131.56575
,,,131.5841
,,,131.61
,,,131.6461
,,,131.675175
,,,131.71655
,,,131.748225
,,,131.772425
,,,131.794275
,,,131.828175
,,,131.84105
,,,131.8541
,,,131.860925
,,,131.869475
,,,131.87825
,,,131.9006
,,,131.9142
,,,131.955125
,,,131.96765
,,,131.977775
,,,131.9875
,,,131.997775
,,,132.009575
,,,132.0295
,,,132.041325
,,,132.059725
,,,132.07365
,,,132.107925
,,,132.13265
,,,132.1767
,,,132.21375
,,,132.2705
,,,132.291925
,,,132.333575
,,,132.3584
,,,132.380475
,,,132.39065
,,,132.4144
,,,132.423675
,,,132.4286
,,,132.441975
,,,132.453325
,,,132.46815
,,,132.48125
,,,132.491175
,,,132.51475
,,,132.53435
,,,132.541525
,,,132.5617
,,,132.592825
,,,132.61255
,,,132.633075
,,,132.654325
,,,132.69325
,,,132.737725
,,,132.781525
,,,132.824725
,,,132.864175
,,,132.901575
,,,132.916125
,,,132.929375
,,,132.939825
,,,132.9478
,,,132.9648
,,,132.978425
,,,132.9908
,,,133.0041
,,,133.014275
,,,133.02785
,,,133.042325
,,,133.065625
,,,133.093375
,,,133.120575
,,,133.152
,,,133.186825
,,,133.2114
,,,133.269025
,,,133.303425
,,,133.340375
,,,133.367725
,,,133.385525
,,,133.397425
,,,133.410475
,,,133.4308
,,,133.43825
,,,133.446975
,,,133.454225
,,,133.466525
,,,133.47335
,,,133.5078
,,,133.516975
,,,133.5299
,,,133.5415
,,,133.57265
,,,133.608275
,,,133.645675
,,,133.672025
,,,133.7112
,,,133.744475
,,,133.771225
,,,133.7891
,,,133.797625
,,,133.809025
,,,133.828625
,,,133.8338
,,,133.8416
,,,133.85295
,,,133.859575
,,,133.869725
,,,133.876075
,,,133.897925
,,,133.90455
,,,133.912875
,,,133.923775
,,,133.937
,,,133.955925
,,,133.968625
,,,133.9863
,,,134.002275
,,,134.02285
,,,134.0491
,,,134.087825
,,,134.126525
,,,134.1624
,,,134.1879
,,,134.236775
,,,134.2532
,,,134.260875
,,,134.28575
,,,134.304675
,,,134.3152
,,,134.32405
,,,134.342375
,,,134.359475
,,,134.3774
,,,134.388675
,,,134.404625
,,,134.4188
,,,134.430375
,,,134.447075
,,,134.472525
,,,134.484525
,,,134.50235
,,,134.521175
,,,134.55035
,,,134.58025
,,,134.59625
,,,134.6247
,,,134.6414
,,,134.661925
,,,134.693475
,,,134.726075
,,,134.75915
,,,134.79975
,,,134.843925
,,,134.882175
,,,134.8997
,,,134.917175
,,,134.93655
,,,134.954575
,,,134.975625
,,,135.011075
,,,135.0375
,,,135.0651
,,,135.089575
,,,135.129225
,,,135.140475
,,,135.1592
,,,135.17175
,,,135.219425
,,,135.237125
,,,135.25375
,,,135.27685
,,,135.2859
,,,135.29635
,,,135.3054
,,,135.32
,,,135.328275
,,,135.33885
,,,135.352125
,,,135.3609
,,,135.37095
,,,135.381925
,,,135.405675
,,,135.4262
,,,135.451175
,,,135.488125
,,,135.531825
,,,135.570725
,,,135.602
,,,135.63815
,,,135.659
,,,135.666275
,,,135.68455
,,,135.694175
,,,135.7083
,,,135.71855
,,,135.72935
,,,135.74665
,,,135.777375
,,,135.787675
,,,135.80145
,,,135.810375
,,,135.81835
,,,135.834325
,,,135.855675
,,,135.87885
,,,135.90395
,,,135.941725
,,,135.97805
,,,136.048175
,,,136.07365
,,,136.104425
,,,136.13055
,,,136.148375
,,,136.167
,,,136.181325
,,,136.193525
,,,136.2055
,,,136.219975
,,,136.2322
,,,136.241225
,,,136.251025
,,,136.26115
,,,136.273775
,,,136.29365
,,,136.30185
,,,136.32205
,,,136.335275
,,,136.350825
,,,136.3649
,,,136.37885
,,,136.4017
,,,136.410675
,,,136.426425
,,,136.43945
,,,136.45515
,,,136.477575
,,,136.490175
,,,136.51485
,,,136.551875
,,,136.576675
,,,136.600225
,,,136.6312
,,,136.679825
,,,136.71495
,,,136.745375
,,,136.786775
,,,136.80405
,,,136.8149
,,,136.838175
,,,136.848925
,,,136.8794
,,,136.9003
,,,136.9164
,,,136.919925
,,,136.9348
,,,136.985225
,,,137.005325
,,,137.0319
,,,137.047475
,,,137.0678
,,,137.0886
,,,137.112375
,,,137.12625
,,,137.176475
,,,137.2012
,,,137.232725
,,,137.26625
,,,137.305325
,,,137.3407
,,,137.3657
,,,137.391275
,,,137.414725
,,,137.438075
,,,137.45235
,,,137.4694
,,,137.484375
,,,137.4941
,,,137.50305
,,,137.513775
,,,137.5217
,,,137.528775
,,,137.560975
,,,137.569975
,,,137.575225
,,,137.582875
,,,137.594975
,,,137.606125
,,,137.6185
,,,137.6521
,,,137.670525
,,,137.7664
,,,137.86745
,,,137.887625
,,,137.90105
,,,137.915225
,,,137.927125
,,,137.9364
,,,137.94665
,,,137.9521
,,,137.967
,,,137.98415
,,,137.99345
,,,138.00785
,,,138.025775
,,,138.0391
,,,138.056625
,,,138.0747
,,,138.097175
,,,138.11975
,,,138.161375
,,,138.194025
,,,138.22465
,,,138.24945
,,,138.290475
,,,138.3094
,,,138.33115
,,,138.3503
,,,138.365025
,,,138.36665
,,,138.378925
,,,138.388025
,,,138.39715
,,,138.411925
,,,138.4258
,,,138.4321
,,,138.439075
,,,138.4464
,,,138.45335
,,,138.460675
,,,138.467125
,,,138.477825
,,,138.48365
,,,138.490825
,,,138.505925
,,,138.514725
,,,138.523475
,,,138.53565
,,,138.5458
,,,138.5533
,,,138.565175
,,,138.577775
,,,138.587325
,,,138.60825
,,,138.6195
,,,138.62975
,,,138.65325
,,,138.67025
,,,138.71075
,,,138.73125
,,,138.74835
,,,138.770725
,,,138.78625
,,,138.8075
,,,138.83125
,,,138.86945
,,,138.920425
,,,138.9545
,,,138.99635
,,,139.004575
,,,139.023025
,,,139.04885
,,,139.0802
,,,139.102825
,,,139.118525
,,,139.130025
,,,139.14375
,,,139.21645
,,,139.225375
,,,139.253775
,,,139.297025
,,,139.320425
,,,139.343125
,,,139.364825
,,,139.3882
,,,139.412475
,,,139.454775
,,,139.506025
,,,139.55055
,,,139.5726
,,,139.5821
,,,139.60715
,,,139.623325
,,,139.6357
,,,139.656625
,,,139.67075
,,,139.681525
,,,139.69965
,,,139.71005
,,,139.722175
,,,139.73315
,,,139.7435
,,,139.758575
,,,139.783625
,,,139.7977
,,,139.806375
,,,139.823175
,,,139.8398
,,,139.878075
,,,139.92905
,,,139.9578
,,,140.0193
,,,140.046725
,,,140.07955
,,,140.1313
,,,140.15025
,,,140.164725
,,,140.18835
,,,140.20845
,,,140.2419
,,,140.29425
,,,140.322875
,,,140.363675
,,,140.3774
,,,140.398125
,,,140.40345
,,,140.41165
,,,140.443425
,,,140.45465
,,,140.470475
,,,140.484975
,,,140.495275
,,,140.5026
,,,140.512925
,,,140.52305
,,,140.537825
,,,140.547475
,,,140.5578
,,,140.5821
,,,140.593625
,,,140.60905
,,,140.6277
,,,140.64585
,,,140.6587
,,,140.67735
,,,140.687025
,,,140.707075
,,,140.7149
,,,140.727475
,,,140.7387
,,,140.757
,,,140.765675
,,,140.775875
,,,140.803925
,,,140.824
,,,140.84965
,,,140.896025
,,,140.92975
,,,140.9926
,,,141.03625
,,,141.078075
,,,141.100225
,,,141.12155
,,,141.12855
,,,141.14275
,,,141.158475
,,,141.16665
,,,141.178525
,,,141.18125
,,,141.191425
,,,141.206375
,,,141.21395
,,,141.2248
,,,141.244475
,,,141.258375
,,,141.29455
,,,141.3023
,,,141.311075
,,,141.340725
,,,141.354675
,,,141.410125
,,,141.42635
,,,141.460675
,,,141.480625
,,,141.489525
,,,141.538225
,,,141.576325
,,,141.607875
,,,141.636325
,,,141.684325
,,,141.6924
,,,141.7027
,,,141.72175
,,,141.7315
,,,141.754625
,,,141.804675
,,,141.950575
,,,141.964975
,,,141.974825
,,,142.019825
,,,142.05835
,,,142.0859
,,,142.112625
,,,142.151075
,,,142.179325
,,,142.206875
,,,142.23185
,,,142.26795
,,,142.269525
,,,142.3011
,,,142.322625
,,,142.36225
,,,142.4102
,,,142.436725
,,,142.473875
,,,142.533425
,,,142.559875
,,,142.594225
,,,142.627625
,,,142.6479
,,,142.665125
,,,142.669275
,,,142.675625
,,,142.683775
,,,142.698925
,,,142.7128
,,,142.722825
,,,142.74565
,,,142.7621
,,,142.778
,,,142.790575
,,,142.803125
,,,142.81395
,,,142.835125
,,,142.8511
,,,142.8668
,,,142.893275
,,,142.91185
,,,142.9313
,,,142.9725
,,,142.996275
,,,143.045575
,,,143.073175
,,,143.099075
,,,143.119875
,,,143.133425
,,,143.150175
,,,143.18205
,,,143.20355
,,,143.227975
,,,143.244275
,,,143.272725
,,,143.287225
,,,143.298675
,,,143.308925
,,,143.339475
,,,143.488275
,,,143.497225
,,,143.51855
,,,143.5468
,,,143.559225
,,,143.572775
,,,143.59395
,,,143.6107
,,,143.6329
,,,143.66205
,,,143.69535
,,,143.725775
,,,143.756825
,,,143.767075
,,,143.776
,,,143.78445
,,,143.7935
,,,143.803075
,,,143.810925
,,,143.817425
,,,143.823375
,,,143.8303
