SPK_SPKC01a (inhi),SPK_SPKC04a (inhi),"SPK_SPKC05a (sharp exc, maybe artef)",SPK_SPKC10a (inhi)
120.1444,,153.7045,
120.326775,,153.715325,
120.341,,153.732575,
120.37705,,153.75305,
120.379275,,153.764375,
120.396525,,153.809825,
120.4725,,153.822525,
120.52365,,153.833275,
120.609175,,153.843825,
120.669925,,153.908225,
120.697125,,153.951625,
120.712625,,154.00045,
120.73065,,154.02505,
120.7334,,154.0454,
120.74985,,154.08335,
120.798625,,154.111075,
120.90895,,154.141425,
120.936725,,154.16145,
120.9591,,154.1755,
120.9672,,154.1805,
121.00345,,154.1827,
121.02135,,154.194825,
121.037525,,154.2047,
121.047125,,154.227225,
121.1039,,154.24575,
121.121325,,154.2655,
121.1296,,154.2709,
121.1585,,154.31015,
121.225325,,154.334625,
121.294925,,154.33995,
121.307825,,154.373575,
121.38155,,154.626825,
121.402275,,154.727525,
121.421025,,154.7438,
121.432875,,154.794675,
121.466275,,154.795975,
121.556775,,154.803825,
121.5854,,154.811975,
121.599275,,154.82,
121.661525,,154.8272,
121.738,,154.836625,
121.765675,,154.846275,
121.775125,,154.852275,
121.7983,,154.877175,
121.888775,,154.883025,
121.950425,,154.9494,
121.964125,,155.111575,
122.01905,,155.345625,
122.0542,,155.352725,
122.1416,,155.3603,
122.20475,,155.366325,
122.21645,,155.37145,
122.22255,,155.382,
122.239175,,155.3871,
122.256225,,155.446425,
122.4084,,155.58455,
122.466675,,155.603875,
122.553775,,155.621575,
122.56225,,155.671,
122.6136,,155.7516,
122.6397,,155.781825,
122.72375,,155.833225,
122.75755,,155.929175,
122.790975,,156.17475,
122.80495,,156.185725,
122.83265,,156.196325,
122.88685,,156.223075,
123.002625,,156.23425,
123.077775,,156.245475,
123.087525,,156.327825,
123.10035,,156.397175,
123.150525,,156.417125,
123.159025,,156.4623,
123.1725,,156.550775,
123.182825,,156.73045,
123.20315,,156.826725,
123.261825,,156.8604,
123.369075,,156.878725,
123.39275,,156.947525,
123.394575,,156.985325,
123.45215,,157.01595,
123.500825,,157.25525,
123.5218,,157.282175,
123.584525,,157.308325,
123.612475,,157.32325,
123.626675,,157.3353,
123.68385,,157.353925,
123.708825,,157.38265,
123.726475,,157.4559,
123.742325,,157.508375,
123.771325,,157.52955,
123.80845,,157.586175,
123.8291,,157.7827,
123.8363,,157.8053,
123.883375,,157.827525,
123.8985,,157.839,
123.981275,,157.859775,
124.010125,,157.86935,
124.0482,,157.899675,
124.069975,,157.9339,
124.128075,,157.9468,
124.1491,,157.958575,
124.2221,,158.10855,
124.27335,,158.201425,
124.329375,,158.249625,
124.372775,,158.260225,
124.445775,,158.276825,
124.471625,,158.28155,
124.5316,,158.35785,
124.65715,,158.39235,
124.658175,,158.65565,
124.76015,,158.677925,
124.765675,,158.720575,
124.782675,,158.7363,
124.79765,,158.756375,
124.815675,,158.7911,
124.8559,,158.829075,
124.86965,,158.833275,
124.8877,,158.87955,
124.99545,,158.89525,
125.100075,,158.960275,
125.11575,,159.01195,
125.1871,,159.12635,
125.215725,,159.195025,
125.3203,,159.40285,
125.34385,,159.416675,
125.506525,,159.4235,
125.529875,,159.4297,
125.550625,,159.4357,
125.576375,,159.47055,
125.735975,,159.476075,
125.7704,,159.510725,
125.783725,,159.547,
125.83,,159.57365,
125.839975,,159.6077,
125.856225,,159.857575,
125.9047,,159.941675,
125.914475,,160.048125,
125.950225,,160.180775,
126.000825,,160.208625,
126.0229,,160.220225,
126.102375,,160.228375,
126.2077,,160.235275,
126.215,,160.284075,
126.290175,,160.538475,
126.38285,,160.635925,
126.434475,,160.702825,
126.444975,,160.7845,
126.514925,,160.91925,
126.5467,,161.00255,
126.5603,,161.010225,
126.688,,161.030825,
126.7194,,161.037075,
126.747975,,161.054275,
126.832475,,161.07995,
126.93825,,161.091225,
126.97925,,161.11565,
127.058775,,161.14,
127.085625,,161.186,
127.10515,,161.2632,
127.1806,,161.371525,
127.25715,,161.619975,
127.278225,,161.6319,
127.292375,,161.64075,
127.33395,,161.650725,
127.387025,,161.6983,
127.414025,,161.8305,
127.50995,,161.9194,
127.564775,,162.23825,
127.59885,,162.25645,
127.65695,,162.2655,
127.737525,,162.278375,
127.774025,,162.284125,
127.7775,,162.3049,
127.799375,,162.317675,
127.891025,,162.334925,
127.9291,,162.349675,
127.9652,,162.36195,
128.157825,,162.369425,
128.2741,,162.49815,
128.359525,,162.51505,
128.374975,,162.5979,
128.394275,,162.623975,
128.4085,,162.748625,
128.479375,,162.803375,
128.50445,,163.010675,
128.5294,,163.022925,
128.56445,,163.029125,
128.596925,,163.0393,
128.638325,,163.050425,
128.7028,,163.060575,
128.72955,,163.077925,
128.86015,,163.1089,
128.8628,,163.210625,
128.892,,163.324175,
128.9065,,163.476925,
128.942,,163.498475,
128.958,,163.669025,
129.06025,,163.679875,
129.193625,,163.705025,
129.314575,,163.881125,
129.37245,,164.1215,
129.3854,,164.14725,
129.413125,,164.157925,
129.458175,,164.1714,
129.47505,,164.2174,
129.477225,,164.229275,
129.55045,,164.239825,
129.572725,,164.298525,
129.613275,,164.3173,
129.72935,,164.3271,
129.7451,,164.33525,
129.761875,,164.3908,
129.83535,,164.4039,
129.87635,,164.441,
129.977875,,164.47515,
130.01605,,164.554425,
130.024025,,164.6421,
130.04475,,164.767875,
130.11325,,164.785375,
130.2187,,164.7979,
130.365875,,164.811175,
130.407175,,164.825525,
130.429725,,164.943775,
130.439675,,165.156975,
130.510375,,165.167975,
130.528425,,165.194275,
130.55715,,165.223975,
130.73615,,165.2289,
130.74645,,165.267725,
130.795025,,165.32975,
130.80235,,165.5305,
130.853675,,165.5391,
130.8901,,165.555575,
130.91075,,165.5818,
131.009475,,165.611825,
131.093,,165.6218,
131.1804,,165.658275,
131.2012,,165.663725,
131.27965,,165.675175,
131.323525,,165.74045,
131.341775,,165.7643,
131.3564,,165.84175,
131.365575,,165.9283,
131.410325,,165.9986,
131.463975,,166.017275,
131.494175,,166.0422,
131.538075,,166.139925,
131.570925,,166.192,
131.76685,,166.333,
131.792425,,166.347375,
131.839875,,166.357625,
131.962225,,166.362075,
131.984975,,166.37045,
132.054525,,166.383725,
132.08745,,167.03625,
132.09985,,167.054075,
132.11455,,167.08055,
132.136525,,167.22275,
132.181925,,167.60415,
132.1874,,167.802525,
132.203025,,167.897725,
132.226625,,167.909525,
132.244,,167.9331,
132.2643,,167.939425,
132.34915,,167.952675,
132.3515,,167.96385,
132.38145,,167.969775,
132.417675,,167.977525,
132.4401,,167.9835,
132.467375,,168.2367,
132.4871,,168.2547,
132.509525,,168.28545,
132.517775,,168.2909,
132.5344,,168.300525,
132.555,,168.309225,
132.5861,,168.3336,
132.6019,,168.339125,
132.61795,,168.529925,
132.684575,,168.856875,
132.7072,,168.868975,
132.8064,,168.909725,
132.8172,,168.9186,
132.860575,,168.9465,
132.8823,,168.9687,
132.92965,,168.99035,
132.93105,,169.250525,
132.939525,,169.27365,
132.978875,,169.2859,
132.98975,,169.298525,
133.018075,,169.31435,
133.050075,,169.33665,
133.08165,,169.361025,
133.111875,,169.367225,
133.129275,,169.4314,
133.165925,,169.4446,
133.274225,,169.530875,
133.29495,,170.00635,
133.322125,,170.257475,
133.4794,,170.263525,
133.501175,,170.299825,
133.526325,,170.35895,
133.549475,,170.37805,
133.5742,,170.40375,
133.60905,,170.4278,
133.6125,,170.4458,
133.617825,,170.6037,
133.61995,,170.7666,
133.6333,,170.904,
133.753425,,170.926,
133.860975,,170.9443,
133.866125,,170.957425,
133.89385,,170.96765,
133.95565,,170.98455,
133.97245,,170.993825,
134.046225,,171.00825,
134.085025,,171.0823,
134.11645,,171.220625,
134.149425,,171.2374,
134.23065,,171.28575,
134.33395,,171.309625,
134.35205,,171.53135,
134.3779,,171.5707,
134.40005,,171.60135,
134.44065,,171.629575,
134.497275,,171.6511,
134.512225,,171.7155,
134.535,,171.73865,
134.5471,,171.949475,
134.5699,,171.978425,
134.59085,,172.0368,
134.6341,,172.052775,
134.665725,,172.0778,
134.69715,,172.08765,
134.748575,,172.105425,
134.7834,,172.140425,
134.803925,,172.171025,
134.806375,,172.3671,
134.817325,,172.386675,
134.868275,,172.3966,
134.924775,,172.4058,
134.971525,,172.442875,
135.01205,,172.9085,
135.048675,,172.9234,
135.08705,,172.931175,
135.146625,,172.942175,
135.179175,,172.96835,
135.18115,,172.973825,
135.197825,,173.0275,
135.249325,,173.0465,
135.298625,,173.07745,
135.312525,,173.102925,
135.39835,,173.4599,
135.412575,,173.49015,
135.427725,,173.605325,
135.4509,,173.6483,
135.472125,,173.685975,
135.473825,,173.71905,
135.56385,,173.896375,
135.586025,,173.92475,
135.619375,,173.9347,
135.641425,,173.946675,
135.6997,,174.00215,
135.706975,,174.024825,
135.719725,,174.03585,
135.756175,,174.046025,
135.765775,,174.386075,
135.78655,,174.430225,
135.793925,,174.666025,
135.816875,,174.677375,
135.83705,,174.7181,
135.8523,,174.7279,
135.9659,,174.7382,
135.98595,,174.77315,
136.025525,,174.786575,
136.0887,,174.829925,
136.11375,,174.9265,
136.1699,,175.174025,
136.188575,,175.19875,
136.29735,,175.212475,
136.3155,,175.225025,
136.3442,,175.23,
136.36405,,175.23495,
136.38055,,175.25075,
136.451275,,175.261075,
136.48285,,175.267875,
136.56585,,175.370275,
136.6501,,175.689425,
136.754375,,175.69235,
136.7671,,175.71245,
136.791525,,175.71825,
136.820975,,175.7369,
136.83095,,175.7415,
136.859475,,175.7458,
136.9293,,175.751275,
136.945975,,175.764525,
137.004325,,175.76845,
137.0195,,175.776275,
137.10405,,175.789725,
137.108075,,175.794275,
137.133425,,175.805575,
137.168575,,175.8491,
137.18905,,175.862975,
137.2518,,175.88315,
137.289275,,175.88875,
137.32525,,176.18735,
137.386475,,176.23935,
137.389825,,176.363975,
137.416025,,176.408425,
137.4267,,176.453375,
137.441675,,176.57935,
137.449925,,176.596075,
137.556525,,176.61275,
137.60635,,176.628225,
137.7101,,176.726075,
137.729375,,176.749375,
137.75305,,176.822375,
137.758475,,176.91195,
137.8395,,177.098875,
137.874275,,177.2838,
137.885125,,177.29475,
137.897375,,177.93005,
137.9752,,177.99745,
137.980425,,178.055425,
138.0385,,178.07875,
138.1269,,178.089,
138.140625,,178.0981,
138.331425,,178.11415,
138.3491,,178.19645,
138.38505,,178.24095,
138.41555,,178.2496,
138.42445,,178.457125,
138.449175,,178.49875,
138.556925,,178.539275,
138.60105,,178.55025,
138.6169,,178.57535,
138.6288,,178.605525,
138.676875,,178.62015,
138.68745,,178.83975,
138.815975,,178.857575,
138.8313,,178.955625,
138.8728,,179.01985,
138.89095,,179.077925,
138.92585,,179.09195,
138.9644,,179.1209,
138.97185,,179.139575,
139.012175,,179.8019,
139.080125,,179.83595,
139.085075,,179.860375,
139.12745,,179.90735,
139.1456,,180.370225,
139.20505,,180.6019,
139.240475,,180.604375,
139.271525,,180.616575,
139.37225,,180.627225,
139.395275,,180.635925,
139.4352,,180.6494,
139.5,,180.663625,
139.520475,,180.681725,
139.56455,,180.692825,
139.586175,,180.7323,
139.6679,,180.763575,
139.722175,,181.0879,
139.73705,,181.100275,
139.80015,,181.4065,
139.8174,,181.463225,
139.995,,181.49055,
140.11725,,181.497,
140.241475,,181.506975,
140.281475,,181.512025,
140.2987,,181.529975,
140.31835,,181.536425,
140.34,,181.546425,
140.361,,181.6571,
140.388775,,181.67905,
140.471575,,181.7454,
140.488875,,181.8944,
140.509475,,181.97485,
140.531,,181.999825,
140.608975,,182.03775,
140.61055,,182.254625,
140.642,,182.2592,
140.696925,,182.270925,
140.703575,,182.2788,
140.712725,,182.288,
140.7181,,182.33765,
140.7518,,182.353475,
140.767725,,182.366425,
140.826375,,182.3771,
140.83415,,182.4058,
140.85325,,182.440875,
140.863275,,182.45385,
140.89675,,182.57475,
140.93215,,182.6123,
140.9575,,182.63265,
141.006625,,182.681775,
141.02045,,182.790875,
141.092925,,182.802825,
141.210175,,182.814525,
141.23055,,182.826225,
141.234775,,182.8411,
141.252575,,182.8467,
141.2649,,182.854675,
141.296075,,182.8982,
141.3021,,182.957075,
141.322275,,183.21915,
141.358225,,183.2238,
141.361775,,183.229225,
141.380425,,183.234925,
141.384925,,183.2387,
141.439325,,183.24995,
141.48135,,183.253625,
141.535775,,183.261875,
141.55585,,183.310375,
141.6375,,183.40755,
141.6761,,183.695925,
141.693175,,183.705925,
141.708175,,183.718375,
141.725375,,183.724125,
141.7796,,183.739575,
141.8847,,183.761275,
141.9109,,183.7835,
141.950675,,183.825125,
141.965025,,183.84925,
141.981425,,184.21175,
142.002275,,184.61005,
142.020575,,184.626475,
142.045825,,184.649775,
142.20405,,184.792925,
142.211,,184.854575,
142.220775,,184.88915,
142.291925,,185.087875,
142.31745,,185.11435,
142.343125,,185.129375,
142.366425,,185.178025,
142.4133,,185.202225,
142.419925,,185.213975,
142.44915,,185.2243,
142.48125,,185.2349,
142.482725,,185.270075,
142.502625,,185.290125,
142.5248,,185.8362,
142.637625,,185.86035,
142.719,,185.876475,
142.75445,,185.887575,
142.784,,185.904925,
142.79345,,185.94505,
142.910625,,186.1726,
143.0131,,186.188325,
143.022925,,186.2015,
143.064,,186.214675,
143.088175,,186.2424,
143.1535,,186.312325,
143.166025,,186.342125,
143.169475,,186.608675,
143.1751,,187.045275,
143.248625,,187.057375,
143.316025,,187.0722,
143.319525,,187.1148,
143.336575,,187.50415,
143.366075,,187.539525,
143.38945,,187.56135,
143.4757,,187.57535,
143.5222,,187.61305,
143.52845,,187.681225,
143.57305,,187.959175,
143.579475,,189.38695,
143.6672,,189.400375,
143.6931,,189.436475,
143.725725,,189.44695,
143.76475,,189.472625,
143.881475,,189.5529,
143.920375,,189.57255,
143.967825,,189.585325,
144.01165,,189.6059,
144.0402,,189.716375,
144.106425,,190.0219,
144.126125,,190.049625,
144.13935,,190.07115,
144.1612,,190.0851,
144.222825,,190.13725,
144.23605,,190.172425,
144.2678,,190.56095,
144.371625,,190.56655,
144.38735,,190.57285,
144.44115,,190.591,
144.604975,,190.6018,
144.668175,,190.60825,
144.74425,,190.625175,
144.7729,,190.644175,
144.798325,,190.662375,
144.823325,,190.676775,
144.868775,,190.9525,
144.8977,,190.969175,
144.92265,,190.979575,
144.944875,,191.025125,
145.032175,,191.04185,
145.105675,,191.065625,
145.2199,,191.392425,
145.321725,,191.457675,
145.36035,,191.48035,
145.593025,,191.809625,
145.63765,,191.8462,
145.663225,,192.165925,
145.77005,,192.17355,
145.78145,,192.18555,
145.7999,,192.209625,
145.88525,,192.242225,
145.93655,,192.26215,
145.972725,,192.28315,
145.9817,,192.30245,
146.01555,,192.32605,
146.088675,,192.357675,
146.098775,,192.422675,
146.119675,,192.5301,
146.19445,,192.601625,
146.2055,,192.703075,
146.289375,,193.24455,
146.2991,,193.314875,
146.311475,,193.3289,
146.328975,,193.356925,
146.379475,,193.366125,
146.3867,,193.3862,
146.398075,,193.427975,
146.423925,,193.4698,
146.4255,,193.482775,
146.4332,,193.690525,
146.47265,,193.70895,
146.48525,,193.726,
146.559475,,193.745775,
146.624975,,193.823375,
146.633275,,194.0844,
146.6404,,194.098075,
146.75965,,194.13505,
146.781075,,194.158,
146.79395,,194.187825,
146.879575,,194.1967,
146.914775,,194.2113,
146.9479,,194.234,
146.974125,,194.2553,
146.97645,,194.464,
147.00795,,194.4809,
147.01015,,194.494775,
147.01985,,194.5146,
147.075725,,194.54755,
147.101825,,194.558125,
147.122275,,194.919825,
147.1571,,194.948525,
147.2358,,194.968475,
147.25875,,194.993075,
147.327275,,195.215025,
147.334775,,195.3478,
147.363375,,195.373725,
147.3925,,195.552475,
147.46755,,195.5708,
147.480825,,195.594775,
147.484225,,195.6331,
147.53345,,195.653575,
147.61135,,195.866625,
147.64625,,195.893925,
147.670125,,196.005,
147.722275,,196.06565,
147.745725,,196.0845,
147.76455,,196.0955,
147.770125,,196.11135,
147.786225,,196.299575,
147.803725,,196.512875,
147.84795,,196.56015,
147.9096,,197.0379,
148.043675,,197.13385,
148.1675,,197.413125,
148.22895,,197.42585,
148.25185,,197.4363,
148.35295,,197.446925,
148.3885,,197.45685,
148.41395,,197.47705,
148.4713,,197.494975,
148.4834,,197.503875,
148.5928,,197.512925,
148.734375,,197.542575,
148.75675,,197.826625,
148.87225,,197.83385,
148.93465,,197.83815,
148.990525,,197.849875,
149.017325,,197.863925,
149.03405,,197.885275,
149.047425,,197.9045,
149.08375,,197.91245,
149.1001,,197.9241,
149.11585,,197.9438,
149.1456,,197.975475,
149.16505,,197.9923,
149.198575,,198.0027,
149.228775,,198.03985,
149.2787,,198.058625,
149.29085,,198.09055,
149.303,,198.35985,
149.3262,,198.3812,
149.405675,,198.3974,
149.576675,,198.479975,
149.5852,,198.4972,
149.593875,,198.520275,
149.607875,,198.850425,
149.6598,,198.866925,
149.819125,,198.881275,
149.8483,,198.902175,
149.945975,,198.91705,
149.970375,,198.93435,
149.992825,,198.955825,
150.008225,,199.3575,
150.072075,,199.470675,
150.088425,,199.479475,
150.12685,,199.488925,
150.18385,,199.4937,
150.256025,,199.50725,
150.265775,,199.51675,
150.293375,,199.526325,
150.3855,,199.5371,
150.416625,,199.564475,
150.445075,,199.58,
150.46025,,199.603925,
150.46305,,199.623425,
150.472025,,199.645875,
150.498675,,199.777275,
150.531925,,199.7897,
150.5647,,199.807625,
150.674225,,199.823075,
150.728175,,199.83235,
150.76115,,199.8434,
150.805825,,199.853075,
150.8276,,199.86195,
150.85615,,199.871575,
150.892125,,199.877425,
150.972175,,199.898125,
151.016125,,199.9139,
151.06635,,,
151.141125,,,
151.259225,,,
151.29645,,,
151.324625,,,
151.33915,,,
151.366275,,,
151.394125,,,
151.4942,,,
151.58575,,,
151.6767,,,
151.690025,,,
151.7027,,,
151.7079,,,
151.722825,,,
151.7442,,,
151.80355,,,
151.81095,,,
151.814,,,
151.93485,,,
151.977825,,,
151.98315,,,
152.003025,,,
152.0157,,,
152.0246,,,
152.052275,,,
152.06685,,,
152.079025,,,
152.15255,,,
152.1703,,,
152.26065,,,
152.2942,,,
152.432725,,,
152.533675,,,
152.5543,,,
152.64605,,,
152.693725,,,
152.708575,,,
152.7642,,,
152.80995,,,
152.82895,,,
152.87155,,,
152.894275,,,
152.942175,,,
152.9641,,,
153.07145,,,
153.090125,,,
153.109825,,,
153.1738,,,
153.25315,,,
153.25465,,,
153.279125,,,
153.403025,,,
153.478875,,,
153.521,,,
153.57905,,,
153.59715,,,
153.670025,,,
153.717625,,,
153.7242,,,
153.790175,,,
153.8153,,,
153.83415,,,
153.88555,,,
153.91705,,,
153.956725,,,
153.9696,,,
153.9809,,,
154.01365,,,
154.083825,,,
154.105775,,,
154.1444,,,
154.179275,,,
154.225475,,,
154.23525,,,
154.286825,,,
154.389825,,,
154.441275,,,
154.60995,,,
154.6229,,,
154.625525,,,
154.6329,,,
154.64445,,,
154.65085,,,
154.680225,,,
154.887275,,,
154.890625,,,
154.97425,,,
154.9755,,,
155.002925,,,
155.012925,,,
155.039725,,,
155.0938,,,
155.1028,,,
155.21535,,,
155.2869,,,
155.36245,,,
155.398675,,,
155.418175,,,
155.4379,,,
155.44685,,,
155.529825,,,
155.54045,,,
155.56895,,,
155.5864,,,
155.619875,,,
155.630825,,,
155.73935,,,
155.785875,,,
155.801375,,,
155.8462,,,
155.8697,,,
155.909175,,,
155.9404,,,
155.97175,,,
156.038825,,,
156.08925,,,
156.11475,,,
156.147375,,,
156.20965,,,
156.213925,,,
156.22705,,,
156.40685,,,
156.42585,,,
156.488425,,,
156.49665,,,
156.510225,,,
156.520725,,,
156.538475,,,
156.58475,,,
156.61005,,,
156.63735,,,
156.686425,,,
156.720775,,,
156.81005,,,
156.862525,,,
156.9569,,,
156.9659,,,
157.004325,,,
157.2024,,,
157.228,,,
157.251325,,,
157.328925,,,
157.3594,,,
157.39195,,,
157.408525,,,
157.4296,,,
157.4658,,,
157.4888,,,
157.503075,,,
157.53975,,,
157.590775,,,
157.72835,,,
157.752875,,,
157.755125,,,
157.853,,,
157.9104,,,
157.934275,,,
157.9798,,,
158.0858,,,
158.13235,,,
158.16995,,,
158.184925,,,
158.24705,,,
158.278125,,,
158.362075,,,
158.382675,,,
158.403375,,,
158.41955,,,
158.471725,,,
158.488725,,,
158.4948,,,
158.584525,,,
158.60295,,,
158.6231,,,
158.660075,,,
158.69555,,,
158.70905,,,
158.76305,,,
158.7955,,,
158.846425,,,
158.851475,,,
158.921725,,,
158.953425,,,
159.08245,,,
159.09465,,,
159.11915,,,
159.13375,,,
159.205075,,,
159.21765,,,
159.2552,,,
159.278975,,,
159.34265,,,
159.434875,,,
159.489425,,,
159.675725,,,
159.7052,,,
159.714475,,,
159.739925,,,
159.76535,,,
159.81905,,,
159.888075,,,
159.949225,,,
159.97555,,,
160.003625,,,
160.046325,,,
160.134925,,,
160.145075,,,
160.211675,,,
160.216675,,,
160.293,,,
160.339925,,,
160.39175,,,
160.521275,,,
160.55365,,,
160.57455,,,
160.625075,,,
160.6692,,,
160.68355,,,
160.696475,,,
160.721575,,,
160.852,,,
160.86555,,,
160.880125,,,
160.900625,,,
160.91675,,,
160.975525,,,
161.01335,,,
161.0229,,,
161.03695,,,
161.11905,,,
161.19565,,,
161.359175,,,
161.378175,,,
161.39655,,,
161.4264,,,
161.503125,,,
161.5733,,,
161.584025,,,
161.593275,,,
161.652375,,,
161.65775,,,
161.73165,,,
161.7769,,,
161.81115,,,
161.89755,,,
161.961075,,,
161.9881,,,
162.008775,,,
162.11425,,,
162.181475,,,
162.2013,,,
162.24735,,,
162.28325,,,
162.288025,,,
162.303075,,,
162.32275,,,
162.33455,,,
162.350175,,,
162.373875,,,
162.419825,,,
162.434575,,,
162.5382,,,
162.6023,,,
162.6693,,,
162.697225,,,
162.705325,,,
162.7354,,,
162.8072,,,
162.820825,,,
162.88715,,,
162.933525,,,
162.999875,,,
163.005625,,,
163.0189,,,
163.04835,,,
163.114125,,,
163.185475,,,
163.1932,,,
163.207625,,,
163.2212,,,
163.2337,,,
163.285925,,,
163.326125,,,
163.354925,,,
163.496675,,,
163.51355,,,
163.591,,,
163.613025,,,
163.645525,,,
163.660775,,,
163.718225,,,
163.7456,,,
163.7545,,,
163.7638,,,
163.80385,,,
163.8496,,,
163.8781,,,
163.89955,,,
163.961225,,,
163.991325,,,
164.01135,,,
164.039325,,,
164.0691,,,
164.07145,,,
164.12325,,,
164.132425,,,
164.230225,,,
164.357675,,,
164.40595,,,
164.5253,,,
164.64625,,,
164.6652,,,
164.725525,,,
164.762125,,,
164.775775,,,
164.787225,,,
164.811625,,,
164.8438,,,
164.85115,,,
164.867975,,,
164.876525,,,
164.9192,,,
164.99455,,,
165.0393,,,
165.068325,,,
165.142875,,,
165.179075,,,
165.2228,,,
165.329575,,,
165.3533,,,
165.417525,,,
165.513875,,,
165.522125,,,
165.53225,,,
165.5918,,,
165.646925,,,
165.7014,,,
165.774775,,,
165.8596,,,
165.952925,,,
165.9696,,,
165.985075,,,
166.01875,,,
166.031175,,,
166.043825,,,
166.0596,,,
166.119525,,,
166.158075,,,
166.16865,,,
166.236025,,,
166.27045,,,
166.302175,,,
166.324075,,,
166.40015,,,
166.41775,,,
166.4461,,,
166.4652,,,
166.468575,,,
166.52155,,,
166.533075,,,
166.669,,,
166.7479,,,
166.76625,,,
166.846075,,,
166.884525,,,
166.94705,,,
167.031825,,,
167.0652,,,
167.247525,,,
167.27815,,,
167.343825,,,
167.41425,,,
167.45805,,,
167.494525,,,
167.51795,,,
167.54335,,,
167.561975,,,
167.619925,,,
167.67305,,,
167.6979,,,
167.782725,,,
167.7856,,,
167.815725,,,
167.891,,,
167.91915,,,
167.9337,,,
167.964375,,,
167.984925,,,
168.009075,,,
168.069375,,,
168.101825,,,
168.158975,,,
168.216125,,,
168.217925,,,
168.235975,,,
168.339075,,,
168.379075,,,
168.436125,,,
168.472875,,,
168.489025,,,
168.523075,,,
168.577725,,,
168.59215,,,
168.610775,,,
168.621275,,,
168.656625,,,
168.782275,,,
168.825975,,,
168.86405,,,
168.8708,,,
168.916525,,,
168.97765,,,
169.00595,,,
169.0519,,,
169.17915,,,
169.206925,,,
169.27545,,,
169.308325,,,
169.335825,,,
169.344825,,,
169.348175,,,
169.3731,,,
169.4607,,,
169.4894,,,
169.560775,,,
169.585125,,,
169.61125,,,
169.630825,,,
169.657625,,,
169.67445,,,
169.7087,,,
169.72065,,,
169.752725,,,
169.968,,,
170.025875,,,
170.030075,,,
170.109225,,,
170.1351,,,
170.166825,,,
170.208275,,,
170.227775,,,
170.230675,,,
170.254,,,
170.2996,,,
170.3155,,,
170.348325,,,
170.367725,,,
170.3775,,,
170.391575,,,
170.40105,,,
170.45365,,,
170.497025,,,
170.506375,,,
170.5293,,,
170.59145,,,
170.6121,,,
170.6131,,,
170.63365,,,
170.72265,,,
170.750775,,,
170.770875,,,
170.840275,,,
170.894275,,,
170.91515,,,
171.019275,,,
171.050575,,,
171.091375,,,
171.145225,,,
171.231875,,,
171.28225,,,
171.405075,,,
171.43885,,,
171.449575,,,
171.51095,,,
171.530825,,,
171.62405,,,
171.626175,,,
171.64175,,,
171.7215,,,
171.752425,,,
171.783625,,,
171.80835,,,
171.826225,,,
171.8429,,,
171.868275,,,
171.901975,,,
171.913,,,
171.9289,,,
171.93355,,,
171.950825,,,
171.972675,,,
171.99735,,,
172.007875,,,
172.08475,,,
172.1243,,,
172.157725,,,
172.3149,,,
172.381025,,,
172.4047,,,
172.419325,,,
172.448675,,,
172.4747,,,
172.53915,,,
172.5919,,,
172.6316,,,
172.64455,,,
172.70815,,,
172.741875,,,
172.77995,,,
172.8029,,,
172.83115,,,
172.8582,,,
172.9579,,,
172.959125,,,
172.99405,,,
173.058125,,,
173.0681,,,
173.120725,,,
173.133175,,,
173.309575,,,
173.3931,,,
173.400625,,,
173.407575,,,
173.417425,,,
173.42225,,,
173.43665,,,
173.4835,,,
173.509,,,
173.59615,,,
173.61435,,,
173.640525,,,
173.65235,,,
173.775425,,,
173.8206,,,
173.966925,,,
173.968875,,,
174.087975,,,
174.126075,,,
174.231525,,,
174.340925,,,
174.3526,,,
174.3781,,,
174.46055,,,
174.47995,,,
174.521425,,,
174.6213,,,
174.65995,,,
174.683075,,,
174.699,,,
174.706175,,,
174.751625,,,
174.806275,,,
174.82955,,,
174.883175,,,
175.00695,,,
175.072575,,,
175.105225,,,
175.1245,,,
175.135925,,,
175.14145,,,
175.16225,,,
175.179825,,,
175.204525,,,
175.2302,,,
175.257625,,,
175.323275,,,
175.3387,,,
175.388575,,,
175.445425,,,
175.45935,,,
175.4945,,,
175.558475,,,
175.59135,,,
175.620925,,,
175.646325,,,
175.671725,,,
175.7554,,,
175.76835,,,
175.778975,,,
175.796825,,,
175.873625,,,
175.890125,,,
175.9037,,,
175.90965,,,
175.911,,,
175.955125,,,
175.968425,,,
175.98775,,,
176.107475,,,
176.1578,,,
176.17595,,,
176.2264,,,
176.257875,,,
176.2781,,,
176.346,,,
176.36025,,,
176.385425,,,
176.4094,,,
176.481125,,,
176.495025,,,
176.5092,,,
176.5346,,,
176.546775,,,
176.575075,,,
176.596425,,,
176.6123,,,
176.638225,,,
176.645875,,,
176.67695,,,
176.694575,,,
176.71465,,,
176.7441,,,
176.78595,,,
176.88345,,,
176.923875,,,
176.96755,,,
177.015825,,,
177.035675,,,
177.086725,,,
177.10765,,,
177.123525,,,
177.136075,,,
177.173025,,,
177.174625,,,
177.244425,,,
177.254275,,,
177.291875,,,
177.341625,,,
177.39575,,,
177.43305,,,
177.48785,,,
177.53165,,,
177.5809,,,
177.6002,,,
177.6656,,,
177.682525,,,
177.7827,,,
177.82285,,,
177.8518,,,
177.8689,,,
177.996275,,,
178.0343,,,
178.05025,,,
178.07635,,,
178.089775,,,
