SPK_SPKC05a (inhibited),SPK_SPKC08a (excited),SPK_SPKC10a (no effect),SPK_SPKC12a (excitation + inhibition),SPK_SPKC12b (inhibited),SPK_SPKC14a (excited)
44.319925,74.600225,112.897725,91.380575,36.91315,132.17235
44.339525,74.61835,112.922575,91.40715,36.952125,132.183725
44.351525,74.6578,112.947575,91.437,36.96415,132.256325
44.36395,74.697625,113.132625,91.48265,36.976725,132.3168
44.38755,74.7311,113.159275,91.5244,37.018075,132.69745
44.397325,74.7751,113.18135,91.550075,37.0663,132.71975
44.41505,74.8553,113.2147,91.6466,37.086075,132.805475
44.433875,74.878275,113.2599,91.68825,37.105525,133.006425
44.452725,74.911375,113.331825,91.734925,37.12675,133.067525
44.467125,74.957325,113.352875,91.778025,37.138625,133.2539
44.487275,74.988675,113.490575,91.8073,37.220125,133.304475
44.50855,75.03365,113.536025,91.9059,37.22635,133.335
44.550975,75.0742,113.563,91.937225,37.23835,133.3428
44.557975,75.114975,113.60855,91.977,37.251525,133.351425
44.58135,75.161775,113.636875,92.017275,37.27265,133.365625
44.60865,75.188825,113.667775,92.0577,37.294975,133.436825
44.628375,75.22455,113.6927,92.110675,37.31295,133.474875
44.6493,75.29325,113.716075,92.155925,37.32625,133.527325
44.696825,75.349625,113.73645,92.189625,37.3751,133.66755
44.733275,75.414275,113.765475,92.222775,37.399325,133.759525
44.752725,75.4675,113.823625,92.264275,37.4264,133.798125
44.779525,75.4995,113.9049,92.292125,37.4455,134.189575
44.80445,75.55855,113.90655,92.319675,37.465325,134.196025
44.821325,75.590225,113.9681,92.361875,37.48845,134.20335
44.8447,75.642025,113.99635,92.4147,37.507575,134.260275
44.866675,75.653025,114.037725,92.516925,37.513725,134.362725
44.881875,75.68625,114.05515,92.57835,37.54465,134.709025
44.910925,75.703675,114.068725,92.657725,37.561625,134.765375
44.9325,75.746725,114.1214,92.72115,37.581475,134.77015
44.954125,75.833975,114.1345,92.7604,37.59265,134.858125
44.9638,75.8643,114.175125,92.8061,37.614575,135.1005
44.97605,75.86805,114.18375,92.871,37.629425,135.154725
44.98045,75.90815,114.185575,92.8976,37.6439,135.165525
45.011025,75.9551,114.201975,92.978,37.65675,135.2543
45.0265,76.024725,114.208875,93.0371,37.674675,135.291725
45.04395,76.06215,114.221975,93.126775,37.690225,135.4312
45.06085,76.113525,114.246475,93.167275,37.70135,135.442675
45.11365,76.211725,114.3119,93.20545,37.733975,135.575325
45.1284,76.258875,114.317375,93.2719,37.7457,135.92655
45.153125,76.272725,114.340475,93.32815,37.75855,136.03965
45.163625,76.2999,114.3664,93.361675,37.79355,136.16625
45.17815,76.324525,114.417875,93.428775,37.8008,136.213875
45.203875,76.41255,114.45715,93.56785,37.819225,136.277825
45.2375,76.514425,114.487625,93.624375,37.830975,136.3963
45.2529,76.624925,114.4958,93.67945,37.841925,136.397425
45.272,76.658075,114.51625,93.7227,37.86445,136.481675
45.30375,76.68885,114.5269,93.79435,37.883775,136.733025
45.3178,76.71315,114.570025,93.8279,37.901025,136.75965
45.3437,76.741025,114.61665,93.878625,37.931525,136.811975
45.400175,76.770675,114.64045,93.92335,37.94665,136.846875
45.453575,76.80595,114.66615,93.951725,37.9723,136.856225
45.4799,76.840975,114.7175,93.97755,38.0035,136.9792
45.522,77.037525,114.756575,94.00405,38.022925,137.048925
45.554075,77.0732,114.780575,94.03815,38.0359,137.066125
45.582425,77.119425,114.8084,94.0611,38.056775,137.13995
45.61715,77.14085,114.894475,94.08715,38.09255,137.48655
45.653375,77.193925,114.96665,94.1263,38.122525,137.514625
45.6892,77.22635,114.970275,94.2271,38.134525,137.539425
45.707425,77.36535,114.9929,94.251775,38.1534,137.723875
45.729425,77.532775,115.0427,94.2799,38.168,137.7308
45.76055,77.57355,115.045975,94.327175,38.182025,137.811
45.808425,77.599975,115.101875,94.386825,38.195625,137.990875
45.867375,77.770875,115.1247,94.4303,38.217425,138.102325
45.893375,77.7951,115.172175,94.471675,38.246975,138.10515
45.933725,77.83775,115.2017,94.52695,38.2602,138.1324
45.94505,77.8595,115.203275,94.5701,38.2843,138.186225
45.969675,77.9147,115.2292,94.6145,38.299675,138.2294
45.989025,77.927025,115.25565,94.649025,38.368825,138.2651
45.999125,77.9565,115.3121,94.68155,38.388725,138.50685
46.019575,77.980925,115.319425,94.713925,38.40655,138.7029
46.034875,78.015525,115.400275,94.840275,38.4314,138.7772
46.0526,78.05665,115.415625,94.86755,38.449,138.795875
46.118525,78.1227,115.430575,94.8852,38.462875,138.813375
46.14765,78.14785,115.446775,94.92115,38.479575,139.083525
46.174275,78.20195,115.487775,94.966425,38.50215,139.10445
46.21495,78.251025,115.5183,95.05795,38.524775,139.26455
46.271775,78.2818,115.544875,95.1236,38.55675,139.28385
46.302675,78.326725,115.5629,95.167925,38.569,139.31615
46.3528,78.3852,115.610725,95.22825,38.58,140.09835
46.3764,78.43,115.6777,95.2816,38.599475,140.146725
46.4191,78.476025,115.6812,95.3179,38.6198,140.282725
46.46675,78.673025,115.696275,95.351575,38.652525,140.323525
46.51805,78.737725,115.70945,95.401175,38.674625,140.3819
46.5318,78.788075,115.71385,95.4325,38.69655,140.405925
46.5564,78.8307,115.7285,95.4976,38.711625,140.438725
46.592375,78.872,115.7839,95.54135,38.726925,140.476925
46.634875,78.89305,115.84645,95.645125,38.764225,140.6463
46.6609,78.957125,115.900175,95.713275,38.77715,140.68465
46.672475,79.0429,115.931125,95.757725,38.8058,140.773825
46.687775,79.125475,115.964425,95.806025,38.83105,140.8223
46.702525,79.149025,116.010625,95.856175,38.84565,140.95955
46.733175,79.236725,116.038275,95.9376,38.8538,140.96205
46.747925,79.2878,116.0437,96.045325,38.855225,140.978625
46.7714,79.34195,116.077125,96.1102,38.861375,141.01985
46.792275,79.395475,116.127125,96.205625,38.876275,141.296075
46.810625,79.560925,116.174775,96.235975,38.888375,141.3138
46.823425,79.57855,116.2244,96.3414,38.906275,141.32695
46.8475,79.591675,116.2841,96.4031,38.918975,141.349675
46.882225,79.62095,116.302125,96.4467,38.943275,141.366625
46.914475,79.6464,116.35065,96.494,38.965125,141.3911
46.95335,79.67025,116.3781,96.538275,38.971925,141.418075
46.980575,79.72975,116.4605,96.603725,38.988225,141.433825
47.039075,79.768075,116.544575,96.63955,39.011775,141.45675
47.08665,79.883375,116.569325,96.670375,39.0275,141.479275
47.103775,79.9744,116.592575,96.765825,39.040025,141.587125
47.1225,80.006425,116.5995,96.854625,39.0547,141.6237
47.145025,80.071975,116.613625,96.897425,39.130225,141.663975
47.188175,80.125475,116.627475,96.974225,39.1911,141.725025
47.20295,80.1813,116.680225,96.990175,39.21095,141.78695
47.238225,80.202375,116.6813,97.02055,39.2244,141.811525
47.257825,80.238375,116.709125,97.037975,39.244025,141.8352
47.288475,80.26465,116.7288,97.059575,39.26295,141.85985
47.305675,80.308125,116.760875,97.0784,39.284525,141.945225
47.322075,80.336325,116.7624,97.1431,39.302075,141.9821
47.331325,80.353275,116.85845,97.17115,39.32385,142.0991
47.3554,80.404975,116.8942,97.22965,39.3394,142.108275
47.374625,80.4235,116.952375,97.330625,39.369125,142.196025
47.39735,80.450575,117.044125,97.3939,39.39705,142.21945
47.4167,80.471625,117.0918,97.42725,39.409875,142.24045
47.41795,80.515,117.116525,97.45465,39.424125,142.287625
47.460525,80.58665,117.14915,97.53995,39.43885,142.3516
47.491875,80.62455,117.173825,97.57895,39.45955,142.602375
47.505575,80.640625,117.2026,97.6159,39.481575,142.688075
47.5378,80.662075,117.226775,97.621025,39.496375,142.9961
47.55135,80.677925,117.26495,97.66895,39.511775,143.131225
47.57655,80.715275,117.3216,97.69325,39.52625,143.555125
47.5867,80.744775,117.34805,97.780625,39.554,143.8008
47.61225,80.770525,117.387875,97.822525,39.57275,143.85995
47.636375,80.81235,117.469925,97.8551,39.5912,144.143675
47.6853,80.857725,117.520175,97.899775,39.609575,144.194675
47.7298,80.8999,117.5552,97.943625,39.6235,144.197125
47.78775,80.94415,117.570425,97.98355,39.6414,144.248575
47.789725,80.983975,117.633525,97.999325,39.6678,144.370775
47.825775,81.005925,117.634725,98.01895,39.7127,144.48645
47.837425,81.0939,117.683425,98.044875,39.7259,144.5486
47.863925,81.108675,117.719325,98.21565,39.753925,144.6245
47.872,81.137175,117.75295,98.27945,39.768075,144.6392
47.88275,81.16005,117.792625,98.30885,39.7834,144.64195
47.9138,81.21725,117.8321,98.4096,39.814475,144.803675
47.936625,81.2625,117.86885,98.436725,39.836125,144.850875
47.994875,81.2953,117.9267,98.479075,39.862125,144.9389
48.044,81.3326,117.960025,98.50495,39.88095,144.966725
48.058125,81.380125,117.966675,98.546,39.894625,145.0872
48.102875,81.4232,117.969675,98.5716,39.914725,145.22535
48.1341,81.4573,118.022025,98.63535,39.930475,145.29325
48.1739,81.493525,118.0655,98.694125,39.951325,145.318175
48.19655,81.548625,118.094075,98.71925,39.9961,145.478475
48.246275,81.57425,118.132525,98.744125,40.009875,145.541875
48.2571,81.6409,118.15855,98.793625,40.034525,145.562575
48.27005,81.663425,118.212225,98.8339,40.057725,145.56715
48.29055,81.72515,118.275,98.8632,40.07135,145.5899
48.313225,81.8045,118.300125,98.896725,40.087075,145.6458
48.329475,81.833525,118.384375,98.94095,40.102325,145.7071
48.388425,81.87965,118.418225,99.045725,40.12255,145.8578
48.403125,81.909275,118.4546,99.09275,40.127675,145.9531
48.459475,81.945775,118.489325,99.158975,40.14895,145.995
48.4821,81.9716,118.53615,99.2348,40.160875,146.025875
48.509425,81.99885,118.54945,99.2359,40.18885,146.2688
48.550675,82.0552,118.57045,99.2828,40.1951,146.3526
48.57525,82.11785,118.58345,99.3121,40.208925,146.466225
48.591425,82.216225,118.644575,99.42005,40.255825,146.485825
48.641,82.26495,118.687,99.468325,40.27775,146.580425
48.657775,82.312075,118.7388,99.5486,40.297025,146.59945
48.6837,82.39085,118.7728,99.608825,40.320375,146.63595
48.7336,82.404375,118.81615,99.639975,40.335975,146.66435
48.7413,82.4342,118.91855,99.669375,40.3489,146.6772
48.757675,82.458775,118.978425,99.728125,40.380375,146.712625
48.78095,82.488475,119.004875,99.769125,40.39815,146.73095
48.80475,82.531275,119.03365,99.81405,40.40865,146.753625
48.8165,82.60765,119.062375,99.886975,40.4407,146.774375
48.8295,82.64025,119.0764,99.9054,40.4721,146.795675
48.848725,82.71785,119.09315,99.981,40.486025,146.824125
48.85925,82.7636,119.1076,100.04885,40.5092,146.845625
48.87325,82.813125,119.130075,100.08925,40.52395,147.013175
48.903625,82.852025,119.174125,100.135,40.53625,147.078625
48.92455,82.915025,119.188825,100.164125,40.550375,147.285375
48.983725,82.95515,119.275475,100.263425,40.5688,147.314575
49.014,82.9863,119.332225,100.2885,40.586875,147.34115
49.035075,83.0907,119.357125,100.31025,40.6122,147.3558
49.065625,83.18235,119.374075,100.326175,40.6247,147.3572
49.092575,83.19695,119.4256,100.345825,40.655275,147.367925
49.11025,83.26215,119.433575,100.3649,40.670225,147.3735
49.126725,83.296125,119.465425,100.3784,40.685125,147.384675
49.140775,83.3198,119.48925,100.389525,40.71645,147.39555
49.154275,83.36145,119.510575,100.427225,40.730025,147.415625
49.1823,83.51135,119.52645,100.44055,40.7581,147.436575
49.29755,83.553875,119.543325,100.455975,40.77255,147.470775
49.31895,83.5669,119.55495,100.470225,40.797275,147.536375
49.353525,83.592625,119.58355,100.486,40.82065,147.546925
49.36855,83.62595,119.646275,100.503275,40.841975,147.558575
49.382325,83.650975,119.724,100.53795,40.86305,147.563525
49.399725,83.68445,119.755225,100.57745,40.894275,147.6213
49.415175,83.705475,119.789225,100.6168,40.9166,147.6652
49.4258,83.728375,119.821875,100.634825,40.92335,147.72435
49.448975,83.793875,119.86095,100.64725,40.94935,147.802725
49.47155,83.82665,119.864925,100.68815,40.980925,147.849775
49.53045,83.8631,119.88365,100.72115,40.993725,148.03205
49.547725,83.899675,119.9232,100.759625,41.006925,148.135975
49.581225,83.951925,119.95235,100.783175,41.02365,148.36525
49.590725,83.9886,119.98325,100.87615,41.027575,148.616
49.61335,84.0087,120.002825,100.928425,41.036625,148.64255
49.62655,84.0464,120.02175,100.995075,41.054675,148.65435
49.63855,84.094125,120.048975,101.01195,41.072875,148.66595
49.662925,84.12535,120.1232,101.031175,41.088175,148.678325
49.69865,84.145325,120.162,101.044275,41.104,148.691475
49.764425,84.18185,120.18205,101.06225,41.11405,148.726175
49.776975,84.238775,120.22785,101.0658,41.141475,148.752525
49.797925,84.269775,120.277675,101.075425,41.173825,148.9473
49.81295,84.3809,120.307725,101.0946,41.2213,149.0947
49.8373,84.411925,120.320475,101.11285,41.253125,149.1692
49.869475,84.47525,120.335125,101.170925,41.27,149.336575
49.886125,84.4903,120.350025,101.2061,41.28515,149.502375
49.904525,84.508975,120.415475,101.240225,41.36995,149.671
49.94575,84.53945,120.4441,101.28365,41.402375,149.81385
49.97735,84.563225,120.475425,101.38495,41.43215,149.93355
49.995325,84.58425,120.48625,101.41375,41.44895,150.2646
50.01175,84.624,120.5186,101.4532,41.465325,150.375325
50.0361,84.649475,120.605725,101.476125,41.487625,150.52045
50.067225,84.725975,120.632,101.524675,41.508175,150.525475
50.082125,84.76365,120.66145,101.569025,41.532825,150.77365
50.106125,84.79255,120.6849,101.604975,41.5478,150.777425
50.12255,84.813425,120.70875,101.673875,41.563275,150.9735
50.218125,84.8419,120.808825,101.7162,41.5818,151.032625
50.261975,84.88165,120.831975,101.7692,41.6007,151.2271
50.272525,84.898675,120.921375,101.8338,41.649475,151.31245
50.3181,84.92985,120.93465,101.864125,41.69415,151.35625
50.37275,84.967,120.95125,101.9002,41.7138,151.392
50.41445,85.0113,120.971775,101.928675,41.737475,151.512075
50.43325,85.122925,120.99395,101.960575,41.76595,151.5447
50.525575,85.180975,121.0367,101.99435,41.783,151.56405
50.581025,85.206525,121.0522,102.0415,41.810175,151.589725
50.594325,85.22145,121.065575,102.103725,41.83045,151.606625
50.624175,85.238875,121.159425,102.1337,41.851475,151.616425
50.6436,85.277525,121.1833,102.226825,41.858075,151.690375
50.664,85.310575,121.228225,102.2646,41.866475,151.823975
50.677125,85.3398,121.22975,102.282,41.8863,151.8298
50.714025,85.367975,121.271475,102.3148,41.9155,151.92315
50.7474,85.423775,121.335175,102.34115,41.929325,151.974275
50.778975,85.44855,121.3516,102.36295,41.9408,152.1014
50.7947,85.470175,121.36455,102.4176,41.952275,152.175175
50.814,85.484675,121.3747,102.49805,41.959975,152.3191
50.81965,85.527175,121.53915,102.534325,41.96585,152.371525
50.8256,85.546775,121.566875,102.556925,41.977325,152.45335
50.84025,85.578325,121.6217,102.624425,41.995775,152.57375
50.84925,85.625775,121.682625,102.67495,42.0029,152.6186
50.858525,85.68305,121.72865,102.715025,42.01565,152.7045
50.873425,85.747975,121.732675,102.7779,42.0324,152.774375
50.88395,85.795675,121.75245,102.825525,42.056725,152.839125
50.91235,85.8368,121.758375,102.87345,42.08005,152.927725
50.929825,85.86995,121.799425,102.9752,42.118175,153.01265
50.968475,85.933,121.8222,103.0109,42.136,153.046875
50.991625,85.965375,121.86105,103.053325,42.148375,153.164175
51.004625,85.97825,121.870875,103.088075,42.15525,153.16625
51.02325,86.02895,121.8764,103.132925,42.16345,153.2131
51.05045,86.064275,121.892875,103.134225,42.176375,153.294425
51.0535,86.1125,121.92045,103.174625,42.189875,153.486025
51.08215,86.1561,121.95385,103.20155,42.213075,153.5099
51.096675,86.17245,121.985125,103.23325,42.237625,153.72515
51.119425,86.220625,122.007575,103.288075,42.260425,153.98715
51.1296,86.253175,122.040225,103.36185,42.275125,154.01165
51.13875,86.28745,122.0836,103.40785,42.287375,154.063125
51.146775,86.34305,122.127525,103.45235,42.30685,154.227375
51.153675,86.367675,122.164775,103.472475,42.3356,154.423075
51.17775,86.421525,122.18695,103.577075,42.3627,154.4505
51.184125,86.47075,122.22915,103.6448,42.420375,154.482475
51.19575,86.4896,122.2527,103.7405,42.4356,154.488025
51.20425,86.52185,122.282475,103.764925,42.47055,154.515175
51.214275,86.5795,122.35305,103.8218,42.4854,154.540825
51.224425,86.6828,122.43855,103.96395,42.4954,154.560925
51.231175,86.709175,122.475625,104.0114,42.51155,154.579325
51.2421,86.73135,122.527925,104.070525,42.524025,154.585625
51.251825,86.754775,122.58505,104.1083,42.543325,154.592075
51.2581,86.787475,122.6197,104.17655,42.572525,154.606
51.272075,86.81865,122.6814,104.204375,42.58875,154.635275
51.286675,86.875525,122.74515,104.260875,42.608875,154.675425
51.310025,86.92915,122.78785,104.2911,42.6223,154.681825
51.3272,86.984125,122.82585,104.335,42.6352,154.81955
51.336425,87.040925,122.87205,104.365775,42.648575,154.8884
51.353925,87.06785,122.963475,104.406675,42.688675,154.889625
51.368375,87.08175,122.9912,104.45785,42.7114,154.8938
51.38615,87.112225,123.014275,104.495175,42.731775,154.920175
51.398375,87.146,123.055625,104.5314,42.7895,154.9354
51.413075,87.2077,123.092825,104.55505,42.8088,154.94745
51.4184,87.247525,123.1091,104.574625,42.828,154.97405
51.42175,87.30745,123.130925,104.6046,42.83905,155.009325
51.432375,87.328075,123.1459,104.6366,42.8501,155.029725
51.444525,87.413075,123.158375,104.6679,42.864875,155.127
51.457375,87.448775,123.167575,104.7072,42.88215,155.1301
51.468425,87.49425,123.193175,104.749175,42.8907,155.160975
51.4782,87.518275,123.238825,104.8482,42.90855,155.172625
51.5013,87.53495,123.317125,104.8951,42.922575,155.195475
51.512725,87.54475,123.3457,104.914625,42.94765,155.216225
51.542175,87.59095,123.3938,104.9411,42.96635,155.2484
51.5543,87.7509,123.42265,104.968425,42.983825,155.27705
51.568725,87.773975,123.505725,105.0033,42.989875,155.329825
51.590575,87.865975,123.559275,105.042025,43.0141,155.36065
51.6132,87.892725,123.60905,105.105075,43.03495,155.435175
51.61775,87.906375,123.643175,105.2015,43.06085,155.494425
51.625875,87.9448,123.6818,105.23695,43.09415,155.5031
51.64385,87.97305,123.702275,105.27265,43.11505,155.9951
51.657875,87.983175,123.720775,105.317525,43.145725,156.3553
51.669525,87.995225,123.752325,105.362425,43.1602,156.461075
51.689,88.029275,123.80555,105.41865,43.1761,156.545475
51.705375,88.07075,123.851075,105.458025,43.2039,156.6063
51.71605,88.108525,123.8931,105.539025,43.21915,156.65895
51.728175,88.1333,123.9216,105.587625,43.2354,156.681875
51.735425,88.182925,124.004225,105.6251,43.2471,156.87325
