SPK_SPKC05a (inhibited),SPK_SPKC08a (excited),SPK_SPKC10a (no effect),SPK_SPKC12a (excitation + inhibition),SPK_SPKC12b (inhibited),SPK_SPKC14a (excited)
138.47995,214.5042,278.082525,248.642175,109.609625,380.52545
138.506375,214.58445,278.136575,248.6837,109.62435,380.556825
138.566375,214.61705,278.164575,248.726325,109.675475,380.57245
138.577325,214.64345,278.2142,248.801475,109.7112,380.5815
138.611275,214.65935,278.338375,248.834025,109.7293,380.616375
138.637425,214.675225,278.418225,248.861025,109.748675,380.64305
138.676825,214.69195,278.517325,248.890675,109.7578,380.761975
138.7421,214.721525,278.539825,248.9654,109.77205,380.8069
138.769375,214.766025,278.5825,249.002025,109.800125,380.83395
138.781575,214.8226,278.673675,249.069975,109.842325,381.26805
138.8188,214.955575,278.7128,249.098875,109.8563,381.319675
138.8332,214.986925,278.73955,249.136675,109.8752,381.4451
138.863425,215.022425,278.798175,249.15765,109.88975,381.5139
138.869675,215.051175,278.82745,249.194975,109.9067,381.5853
138.89615,215.10925,278.9512,249.277475,109.9209,381.695625
138.9428,215.217125,278.9842,249.320575,109.931275,381.92255
138.9887,215.265825,279.015225,249.4584,109.965625,381.976775
139.00195,215.33435,279.0459,249.553625,109.9812,381.9886
139.02155,215.356075,279.0745,249.57645,110.013325,382.426375
139.041525,215.39005,279.113875,249.647575,110.022625,382.54385
139.0612,215.4143,279.204675,249.6962,110.03125,382.6114
139.08725,215.445075,279.22055,249.830325,110.051525,382.6793
139.20225,215.488825,279.256575,249.86145,110.061175,382.734125
139.263125,215.5362,279.337975,249.900225,110.077275,382.763975
139.3139,215.5686,279.3639,249.977525,110.103325,382.775225
139.32225,215.6278,279.5032,250.051125,110.116775,382.7815
139.362275,215.6518,279.516975,250.112475,110.12465,382.997475
139.424525,215.7091,279.5328,250.1458,110.147525,383.046925
139.4704,215.76225,279.55315,250.168675,110.160775,383.066025
139.488075,215.953325,279.604325,250.19555,110.176675,383.08615
139.557525,215.9757,279.619525,250.248925,110.19,383.34885
139.669525,216.01565,279.6655,250.2861,110.2063,383.54485
139.705925,216.04735,279.7382,250.312375,110.220875,383.843375
139.7332,216.1176,279.923275,250.34335,110.232,383.84965
139.748925,216.17965,279.9796,250.3542,110.2492,383.87705
139.774425,216.211225,280.015625,250.3823,110.290725,383.961975
139.8047,216.23385,280.064675,250.407575,110.310125,384.149525
139.830325,216.275675,280.0896,250.474425,110.323075,384.174025
139.850975,216.29875,280.176725,250.55775,110.3544,384.177175
139.89665,216.31615,280.26325,250.581075,110.3715,384.2212
139.9535,216.336125,280.362225,250.6179,110.3961,384.25255
139.99765,216.3495,280.452325,250.677225,110.412225,384.276075
140.014625,216.389775,280.5173,250.718275,110.43015,384.30155
140.043275,216.436625,280.5565,250.749125,110.463775,384.32825
140.06125,216.4635,280.605975,250.79835,110.4724,384.4237
140.08875,216.5967,280.617025,250.835425,110.4982,384.493125
140.132775,216.661025,280.63425,250.857725,110.51295,384.5112
140.170225,216.697275,280.679875,250.89615,110.5556,384.5965
140.1886,216.758825,280.692475,250.934075,110.565,384.644075
140.225525,216.80285,280.71135,250.96635,110.589975,384.693625
140.256625,216.8111,280.774275,251.019925,110.607775,384.75005
140.2791,216.83035,280.801775,251.04895,110.6275,384.7728
140.293,216.85695,280.8459,251.07735,110.63565,384.786425
140.3194,216.900625,280.8933,251.102,110.64145,384.804375
140.33855,216.940025,280.91415,251.16115,110.652525,384.815525
140.366975,217.013725,280.952175,251.189425,110.6803,384.828925
140.3937,217.079525,280.9765,251.2262,110.6908,384.842225
140.4391,217.1166,281.18965,251.257975,110.703,384.85755
140.47215,217.2554,281.25485,251.2861,110.710525,384.8734
140.49815,217.26325,281.318875,251.327725,110.72695,384.9562
140.5196,217.2862,281.389825,251.376325,110.766675,384.99205
140.54255,217.29155,281.4741,251.440275,110.808275,385.00815
140.56215,217.3209,281.50545,251.538925,110.8263,385.022375
140.587575,217.338525,281.6184,251.628325,110.84505,385.099175
140.61615,217.36135,281.623525,251.667675,110.85615,385.12265
140.639775,217.381375,281.690375,251.71185,110.8664,385.1684
140.670325,217.4033,281.727175,251.7585,110.910775,385.187725
140.702775,217.436525,281.8306,251.804775,110.948275,385.200825
140.7289,217.46055,281.880375,251.8546,110.96505,385.205675
140.759125,217.487425,281.92075,251.8963,110.9788,385.3464
140.791925,217.5046,281.939175,251.935325,110.9949,385.411225
140.822925,217.549425,282.059625,251.9994,111.0389,385.4402
140.84705,217.611525,282.096675,252.07345,111.05855,385.490875
140.871675,217.6426,282.135275,252.1117,111.075775,385.505675
140.89585,217.677175,282.191475,252.149925,111.0838,385.52135
140.92385,217.699625,282.248275,252.16855,111.1004,385.5352
140.96165,217.722675,282.312925,252.215225,111.113575,385.558125
141.01555,217.75605,282.333525,252.264225,111.13195,385.60995
141.09325,217.7777,282.380025,252.307175,111.15265,385.68935
141.146775,217.8117,282.433075,252.338325,111.1666,385.73965
141.173525,217.83945,282.50995,252.378425,111.20785,385.7462
141.191475,217.873925,282.53015,252.4251,111.247375,385.7767
141.22075,217.93465,282.551575,252.451875,111.26705,385.92505
141.236,217.95955,282.553625,252.483175,111.282475,385.960975
141.25385,217.998225,282.604325,252.581125,111.297475,385.98605
141.27705,218.000525,282.7213,252.66705,111.325,385.999175
141.2904,218.02305,282.813075,252.6956,111.341025,386.01165
141.3082,218.068025,282.849025,252.710725,111.357725,386.040925
141.316575,218.117125,282.88435,252.74435,111.389725,386.066825
141.3251,218.18755,282.92655,252.766425,111.40585,386.088625
141.3363,218.2238,282.950375,252.8191,111.42315,386.101325
141.347225,218.28735,283.045825,252.934075,111.435625,386.11505
141.363975,218.33725,283.1075,253.02385,111.448025,386.11805
141.375425,218.352825,283.161775,253.0972,111.466275,386.277675
141.39035,218.383525,283.2175,253.154,111.4877,386.307175
141.400375,218.40905,283.272125,253.178325,111.500475,386.329725
141.436275,218.435275,283.40925,253.203625,111.5192,386.345425
141.453775,218.450825,283.44235,253.2494,111.5323,386.367675
141.470375,218.477875,283.517425,253.3286,111.600825,386.4697
141.4945,218.50515,283.5216,253.3974,111.6142,386.51725
141.505025,218.5463,283.56355,253.43705,111.626025,386.555175
141.52035,218.578625,283.586425,253.471025,111.633,386.560025
141.52705,218.652275,283.725475,253.50965,111.639,386.6455
141.5429,218.7027,283.7475,253.5471,111.657775,386.718275
141.557,218.75415,283.82225,253.592975,111.70025,386.823125
141.579125,218.79005,283.98685,253.63555,111.722475,386.891925
141.596425,218.8157,284.0274,253.6615,111.735125,386.9316
141.619025,218.854625,284.061375,253.6821,111.784475,386.96375
141.631575,218.880825,284.086975,253.7264,111.8035,387.1708
141.6673,218.893375,284.21335,253.7582,111.8204,387.24645
141.67995,218.9155,284.23435,253.784025,111.85495,387.684525
141.6959,218.929,284.252625,253.808475,111.87095,387.735425
141.698,218.948525,284.275425,253.8673,111.889175,387.8088
141.70925,218.97655,284.306825,253.901475,111.939925,387.97165
141.73385,218.9887,284.4437,253.939325,111.96855,388.364425
141.736775,219.004225,284.47725,254.018575,111.9838,388.3765
141.7434,219.021775,284.55255,254.07335,112.02395,388.401225
141.7623,219.031325,284.754825,254.09765,112.0443,388.94615
141.778425,219.051725,284.87685,254.11895,112.05425,388.97125
141.794075,219.081075,285.024325,254.137875,112.074225,388.993625
141.809625,219.14595,285.23995,254.151075,112.11275,389.018525
141.828775,219.17835,285.281925,254.174125,112.149,389.028675
141.8433,219.2741,285.441725,254.1916,112.158175,389.05095
141.870025,219.3677,285.499975,254.235775,112.16665,389.053775
141.8839,219.3985,285.539325,254.2608,112.17465,389.05685
141.9012,219.462725,285.557175,254.275675,112.20255,389.077375
141.92135,219.492225,285.61635,254.31795,112.2213,389.167525
141.938175,219.523,285.625075,254.370825,112.228825,389.18445
141.9611,219.5496,285.68055,254.410825,112.24675,389.2025
141.972925,219.592925,285.733475,254.439275,112.26295,389.221525
141.9748,219.608625,285.75565,254.456925,112.278075,389.259675
141.986875,219.64225,285.9094,254.4829,112.34975,389.273875
142.00015,219.658625,285.91705,254.497375,112.366175,389.2783
142.01705,219.696825,285.95345,254.5245,112.38535,389.3147
142.039675,219.72845,285.98475,254.557775,112.40295,389.32295
142.061725,219.74175,286.0186,254.588275,112.4748,389.346975
142.077825,219.776975,286.0529,254.65545,112.48395,389.3599
142.10755,219.8026,286.085375,254.688525,112.519075,389.377
142.155175,219.8534,286.11675,254.746,112.5314,389.4206
142.1697,219.8727,286.16745,254.798925,112.555225,389.4413
142.1832,219.89125,286.2873,254.832125,112.5836,389.477475
142.204925,219.93245,286.304825,254.8615,112.5948,389.4918
142.23065,219.96855,286.339825,254.911925,112.611825,389.5284
142.24715,220.0113,286.399875,254.982975,112.637425,389.55565
142.2692,220.058525,286.4811,255.012475,112.669675,389.706225
142.2866,220.065825,286.4937,255.064025,112.68505,389.71505
142.30055,220.097025,286.6288,255.088525,112.7145,389.747175
142.3143,220.119575,286.6891,255.155325,112.733825,389.76425
142.325375,220.15475,286.844625,255.207925,112.746825,389.793925
142.371275,220.18025,286.860825,255.2303,112.781675,389.81865
142.399975,220.2195,286.927775,255.29655,112.7955,389.88925
142.429825,220.246225,286.992175,255.344725,112.806075,389.947175
142.471075,220.267375,287.0813,255.3745,112.8163,389.960825
142.4836,220.2818,287.13665,255.4041,112.8259,389.976725
142.508375,220.308775,287.152425,255.419425,112.837325,390.009
142.558225,220.331775,287.30625,255.4577,112.8462,390.05755
142.56375,220.3601,287.3625,255.50335,112.85755,390.1662
142.574075,220.379125,287.379325,255.55875,112.879875,390.19845
142.5941,220.4129,287.398575,255.613275,112.89775,390.20675
142.66835,220.437225,287.447075,255.678,112.928675,390.23695
142.72295,220.47075,287.474875,255.7234,112.96835,390.2666
142.760725,220.486275,287.62735,255.790775,112.9871,390.29465
142.805375,220.5159,287.6929,255.84275,113.001475,390.54055
142.814025,220.5493,287.75345,255.919425,113.013175,390.579325
142.85845,220.5722,287.863125,255.950325,113.0269,390.6838
142.885475,220.6081,287.909975,256.018575,113.0486,390.72075
142.90385,220.7704,288.007175,256.0586,113.07425,390.742475
142.9384,220.811875,288.060225,256.149875,113.1003,390.78955
142.973025,220.891325,288.23175,256.199625,113.114775,390.81155
142.998825,220.93745,288.3415,256.23385,113.14735,390.933175
143.011325,220.955675,288.3626,256.290875,113.15555,390.9875
143.0299,220.987,288.406225,256.31125,113.1845,391.044425
143.051375,221.030325,288.4345,256.333525,113.203325,391.17965
143.088675,221.062875,288.497075,256.36285,113.22435,391.319675
143.1461,221.093225,288.565975,256.42335,113.24365,391.447475
143.19405,221.1227,288.588725,256.477625,113.2667,391.7463
143.24205,221.1578,288.65185,256.5018,113.2917,391.89205
143.315525,221.1881,288.669775,256.523225,113.309375,391.99155
143.353825,221.21025,288.684125,256.57765,113.3241,391.997375
143.424375,221.232275,288.69545,256.614675,113.33535,392.04695
143.44945,221.282425,288.702175,256.630625,113.353175,392.16655
143.472525,221.298175,288.711875,256.6709,113.390325,392.460925
143.5013,221.313125,288.732575,256.6884,113.4079,392.52615
143.52575,221.3583,288.74045,256.70705,113.420175,392.5335
143.541725,221.44025,288.847625,256.737175,113.426825,392.704775
143.562875,221.459975,288.879975,256.771275,113.450125,392.719875
143.61715,221.50015,288.92815,256.829325,113.471225,392.964825
143.630225,221.5126,288.96345,256.89505,113.485875,393.003075
143.675375,221.546775,289.007325,256.96185,113.5067,393.029225
143.693625,221.61215,289.033375,257.0017,113.52205,393.187825
143.7042,221.639125,289.081875,257.095825,113.558375,393.23855
143.73575,221.670975,289.11985,257.14385,113.572725,393.2618
143.748425,221.71995,289.14685,257.221525,113.594075,393.2954
143.79385,221.75665,289.196625,257.31175,113.6123,393.32115
143.8068,221.79155,289.274325,257.3514,113.6535,393.436775
143.8262,221.810075,289.446875,257.377725,113.680825,393.717675
143.867925,221.842875,289.49025,257.43775,113.693125,393.786825
143.90295,221.88355,289.583375,257.4833,113.70685,393.79125
143.92555,221.9068,289.696175,257.514075,113.726125,393.9796
143.94185,221.942325,289.80175,257.583525,113.76355,393.995975
143.9985,221.98775,289.948625,257.660925,113.7724,394.0537
144.0088,222.100375,289.988775,257.696475,113.7877,394.100975
144.0302,222.158625,290.0713,257.74035,113.805125,394.203025
144.059,222.183875,290.098275,257.790025,113.845875,394.455725
144.0742,222.199275,290.1484,257.85575,113.8633,394.51125
144.116125,222.208225,290.21475,257.908925,113.873475,394.540375
144.13345,222.217075,290.251525,257.942975,113.893875,394.55125
144.147475,222.237775,290.26695,257.979725,113.914225,394.59365
144.1848,222.268625,290.35385,258.04605,113.9425,394.742725
144.19545,222.294125,290.42135,258.0832,113.961175,395.022375
144.2128,222.324,290.478875,258.126675,113.971075,395.095525
144.227225,222.346925,290.625825,258.16725,113.984175,395.162075
144.23535,222.392025,290.7225,258.1932,113.998425,395.265175
144.2534,222.431175,290.73995,258.243,114.01255,395.279725
144.2727,222.49195,290.75775,258.27925,114.028925,395.315875
144.280475,222.53705,290.78515,258.30305,114.053675,395.32605
144.308225,222.588175,290.897025,258.3797,114.072125,395.3346
144.321025,222.64515,290.9276,258.432875,114.0854,395.390325
144.351725,222.6696,290.9637,258.46845,114.11105,395.397325
144.359375,222.68575,290.99435,258.514675,114.128125,395.447025
144.37525,222.7386,291.035,258.55555,114.156175,395.457575
144.389375,222.795775,291.08585,258.59975,114.1679,395.5056
144.4077,222.821425,291.263275,258.669725,114.1751,395.51295
144.4182,222.841425,291.2889,258.704275,114.202,395.623525
144.467,222.868025,291.313975,258.73855,114.223825,395.6283
144.5029,222.919425,291.389075,258.8485,114.240275,395.77655
144.544525,222.94455,291.423775,258.900825,114.26475,395.93635
144.588275,222.966375,291.45395,258.9367,114.284275,396.033825
144.60185,222.985275,291.59025,258.99835,114.29865,396.1026
144.62755,223.006725,291.7222,259.06025,114.317375,396.269775
144.651075,223.02855,291.75735,259.09365,114.3293,396.491425
144.664125,223.079625,291.774475,259.13745,114.34895,396.51905
144.6917,223.1373,291.793675,259.2027,114.3602,396.5873
144.72995,223.186,291.869975,259.330875,114.381675,396.707975
144.797075,223.25715,292.033875,259.448025,114.389575,396.8322
144.833775,223.286925,292.073175,259.47715,114.401575,396.97285
144.8466,223.3374,292.132575,259.525425,114.412425,396.979675
144.8915,223.377325,292.170475,259.5535,114.44935,397.096775
144.92385,223.39085,292.204825,259.6444,114.505875,397.538975
144.963325,223.43275,292.208225,259.6961,114.52145,397.6382
144.969725,223.4474,292.226425,259.721275,114.536825,397.70395
144.988025,223.49185,292.24745,259.790375,114.54815,397.8678
145.007375,223.512625,292.410875,259.8121,114.55955,397.93395
145.065025,223.544875,292.446275,259.841825,114.610175,397.98075
145.1517,223.57615,292.54945,259.8642,114.63925,398.315825
145.1662,223.606475,292.686425,259.9221,114.64775,398.33365
145.215625,223.6485,292.76235,259.95195,114.6691,398.3518
145.23,223.6858,292.799275,259.975575,114.684425,398.3689
145.2365,223.723675,292.8273,260.0064,114.691675,398.42355
145.2496,223.76075,292.8938,260.11095,114.749075,398.46485
145.266325,223.8086,292.9749,260.136275,114.7914,398.57935
145.2815,223.8451,293.047625,260.16255,114.8145,398.614225
145.3058,223.89755,293.08565,260.20085,114.841275,398.70515
145.3554,223.927725,293.286025,260.22015,114.858675,398.799425
145.41345,223.96975,293.32085,260.30695,114.8701,398.884025
145.4284,224.018,293.3978,260.35845,114.8897,398.90485
145.4504,224.05745,293.706875,260.387775,114.90105,398.924325
145.469225,224.093225,293.7388,260.42385,114.909675,398.937025
145.4899,224.130575,293.7881,260.471875,114.922625,398.97075
145.500375,224.202125,293.817225,260.517925,114.9407,398.9793
145.536275,224.269225,293.863725,260.552225,114.9541,398.996
145.5867,224.359775,293.99835,260.582025,114.966675,399.167125
145.679,224.4133,294.052125,260.60585,114.99185,399.3315
145.696475,224.440775,294.239825,260.6647,115.0174,399.383425
145.783675,224.468825,294.265975,260.7455,115.03405,399.4219
145.82975,224.509075,294.311875,260.79495,115.0427,399.489125
145.892325,224.5581,294.33,260.839875,115.0627,399.55455
145.9171,224.577125,294.367725,260.87425,115.097625,399.5859
145.95085,224.61205,294.416225,260.9128,115.11425,399.613825
146.001125,224.68805,294.503075,260.9468,115.123975,399.711525
146.01805,224.7886,294.54655,260.9794,115.158575,399.8144
146.0535,224.81145,294.587475,261.032975,115.184475,399.85905
146.0955,224.8456,294.60585,261.0621,115.19275,399.86045
146.122575,224.891725,294.707,261.115825,115.201625,399.9156
146.160475,224.918275,294.803275,261.16635,115.22495,400.064725
146.2096,224.9741,294.829825,261.22115,115.23855,400.26245
146.244,225.03245,294.870975,261.25005,115.2722,400.5101
146.285825,225.08335,294.888425,261.2985,115.284675,400.550175
146.3288,225.135025,295.090375,261.344075,115.298325,400.79385
146.354925,225.22345,295.126475,261.407,115.319425,400.803575
146.373875,225.255425,295.1681,261.48245,115.3324,400.81005
146.409025,225.2892,295.189225,261.534625,115.363825,400.831825
146.446875,225.3189,295.2624,261.589175,115.4164,400.8461
146.468475,225.32135,295.3738,261.637775,115.436875,400.85815
146.488725,225.339775,295.411625,261.66775,115.4675,400.90225
146.50975,225.379275,295.51035,261.69185,115.475125,400.9135
146.53485,225.434925,295.640825,261.745575,115.49005,400.944725
146.5487,225.594225,295.726275,261.7969,115.5115,400.974575
146.576875,225.621275,295.75925,261.8454,115.524925,401.0089
146.5898,225.636175,295.80435,261.882925,115.54765,401.0318
146.59955,225.65545,295.8297,261.964,115.582225,401.069575
146.6093,225.681175,295.857275,262.04135,115.635275,401.0868
146.62915,225.71895,295.880225,262.07115,115.659975,401.132875
146.64575,225.73945,295.915225,262.095275,115.67775,401.15525
146.6804,225.7844,296.100225,262.1104,115.691075,401.19735
146.690625,225.822475,296.120725,262.1372,115.69745,401.2287
146.699,225.847675,296.169675,262.15925,115.70275,401.247775
146.71065,225.89405,296.20015,262.19955,115.713875,401.265225
146.725375,225.921275,296.266525,262.231825,115.72115,401.31785
146.73675,225.938875,296.37075,262.252,115.763475,401.461125
146.7561,225.958,296.423725,262.262,115.778075,401.5233
146.7716,225.978075,296.46035,262.272,115.80015,401.5447
146.81695,226.003425,296.48005,262.304275,115.824025,401.5596
146.8591,226.017275,296.538475,262.3225,115.840025,401.567625
146.893325,226.028125,296.6306,262.33915,115.849775,401.6449
146.92185,226.044075,296.674775,262.347425,115.913375,401.6564
146.97415,226.04915,296.699775,262.35565,115.959575,401.71575
147.01065,226.06465,296.8245,262.36235,115.9739,401.753275
147.0495,226.097175,296.85195,262.37065,115.99715,401.8452
147.07355,226.12325,296.8805,262.3984,116.01065,401.868825
147.12905,226.15975,296.9646,262.43805,116.038325,401.943225
147.28475,226.195375,297.013125,262.484725,116.0514,401.97905
147.295525,226.282225,297.1148,262.548975,116.06165,402.05265
147.311225,226.2953,297.287825,262.5697,116.08255,402.132825
147.32115,226.3221,297.350925,262.6229,116.106525,402.19495
147.324275,226.344925,297.360375,262.685025,116.128575,402.2172
147.330675,226.374375,297.374925,262.71805,116.161125,402.26985
147.362625,226.413825,297.426975,262.755775,116.176625,402.287
147.375775,226.4372,297.512025,262.785975,116.189025,402.3032
147.39065,226.47035,297.514975,262.870225,116.2081,402.323525
147.3942,226.515425,297.544,262.8986,116.223425,402.3566
147.4289,226.5416,297.563925,262.946925,116.2487,402.5216
147.460425,226.590875,297.670575,262.976025,116.2555,402.6916
147.4738,226.608825,297.72935,263.0375,116.26915,402.717075
147.486475,226.643625,297.797675,263.064375,116.29085,402.8567
147.49895,226.682725,297.8529,263.09765,116.306475,403.1785
147.515125,226.721725,297.921625,263.1441,116.323425,403.333325
147.527025,226.75675,298.051925,263.204025,116.342475,403.53805
147.53665,226.79275,298.0895,263.281975,116.36145,403.895575
147.55775,226.85975,298.11805,263.310425,116.370575,403.97715
147.569925,226.888275,298.179925,263.385675,116.382225,404.506525
147.59875,226.924175,298.204625,263.43075,116.403375,404.537275
147.614775,226.945075,298.2471,263.46325,116.41985,405.0419
147.627225,226.97675,298.3053,263.5056,116.429225,405.0954
147.657675,227.01535,298.361,263.538725,116.4413,405.1081
147.67585,227.07,298.4096,263.643625,116.455475,405.1572
147.69425,227.1169,298.46695,263.67225,116.48995,405.69495
147.743475,227.132825,298.520775,263.707025,116.516175,405.856275
147.820125,227.165125,298.585225,263.75175,116.52975,405.89345
147.849425,227.188475,298.771025,263.78795,116.5531,405.908975
147.857625,227.2278,298.856525,263.832975,116.561475,405.92435
147.87335,227.298825,298.8866,263.872275,116.5726,405.963175
147.8909,227.331925,299.050175,263.89495,116.579175,406.00595
147.9185,227.353625,299.0755,263.96565,116.588275,406.0367
147.946825,227.36485,299.11685,264.000775,116.599525,406.229325
147.9699,227.392075,299.216,264.0349,116.612475,406.344175
147.99645,227.4331,299.2474,264.055075,116.64975,406.504375
148.028275,227.46795,299.313175,264.086425,116.665625,406.512325
148.040225,227.495,299.396575,264.126675,116.681325,406.6144
148.0529,227.511775,299.426925,264.147525,116.695075,406.83605
148.085975,227.525175,299.45755,264.15785,116.70915,406.90115
148.09745,227.578275,299.63975,264.178025,116.72395,406.92965
148.12785,227.605725,299.722025,264.20475,116.729075,407.0315
148.14535,227.624875,299.838325,264.227025,116.744575,407.420475
148.1637,227.660325,299.856175,264.25795,116.762425,407.499925
148.183325,227.696925,299.92375,264.298375,116.792,407.5738
148.222325,227.74505,300.0302,264.32515,116.806775,407.59635
148.31,227.770275,300.0573,264.349,116.8282,407.644775
148.349775,227.814575,300.1291,264.3816,116.841025,407.75655
148.376825,227.8459,300.153975,264.435375,116.86115,407.836775
148.390375,227.9452,300.194575,264.466875,116.876575,407.86735
148.409775,227.968425,300.2131,264.50475,116.888875,407.9038
148.4406,227.98635,300.22875,264.59525,116.9284,407.9442
148.4693,228.0271,300.248875,264.645475,116.941625,407.969475
148.53425,228.131125,300.33765,264.7414,116.9636,408.0157
148.563075,228.178675,300.3824,264.788475,116.9716,408.1276
148.606575,228.20725,300.406925,264.801375,116.993375,408.2434
148.650425,228.23895,300.451425,264.8411,117.007225,408.2793
148.65825,228.264275,300.45685,264.873275,117.01855,408.343075
148.675425,228.433025,300.510625,264.9121,117.0383,408.455175
148.690575,228.506775,300.530825,264.9402,117.072125,408.576175
148.703625,228.5265,300.547175,264.95905,117.08615,408.67035
148.716325,228.55085,300.61805,265.049525,117.103425,408.6943
148.7417,228.591325,300.6831,265.097975,117.11415,408.850525
148.7605,228.6591,300.70295,265.12835,117.154,408.8812
148.78105,228.673825,300.756225,265.15405,117.16565,408.9029
148.802675,228.71215,300.837875,265.175975,117.1758,408.97395
148.850575,228.753125,300.8834,265.226075,117.20685,409.17855
148.888725,228.926875,301.15715,265.275675,117.250775,409.260775
148.9534,228.9792,301.187775,265.329775,117.264975,409.320275
148.984925,229.02585,301.260225,265.3564,117.27895,409.343125
149.006,229.0425,301.298125,265.3997,117.2945,409.3764
149.0347,229.067675,301.336975,265.427775,117.308925,409.54385
149.076625,229.1042,301.4211,265.50575,117.327375,409.5731
149.1118,229.1396,301.442675,265.529425,117.338225,409.5925
149.19765,229.158675,301.444775,265.5673,117.349175,409.633725
149.22565,229.174225,301.456775,265.592,117.37665,409.65915
149.278525,229.185525,301.473975,265.6377,117.399675,409.693075
149.365575,229.195825,301.50535,265.661825,117.412475,409.704925
149.46795,229.219025,301.5697,265.694175,117.43045,409.714525
149.495475,229.27215,301.620875,265.724175,117.465525,409.72585
149.5178,229.2967,301.689475,265.7495,117.49675,409.738925
149.5419,229.336475,301.759175,265.77785,117.520875,409.7543
149.572625,229.417625,301.7887,265.8056,117.55525,409.7736
149.593875,229.4568,301.815,265.82725,117.57115,409.788825
149.6614,229.512425,301.8488,265.940075,117.59015,409.85275
149.690875,229.5402,301.905175,266.000625,117.6009,409.869225
149.7269,229.57785,301.934075,266.0642,117.61875,409.888025
149.75435,229.628525,302.030375,266.095,117.648125,409.9216
149.817525,229.648575,302.067225,266.13605,117.6851,409.9372
149.84815,229.75565,302.147625,266.193175,117.7104,409.99055
149.91675,229.85095,302.19035,266.216225,117.73115,410.069925
149.93855,229.90565,302.214975,266.2676,117.7395,410.092725
149.96725,229.925225,302.2597,266.320575,117.7501,410.149575
149.995625,229.9423,302.297725,266.377525,117.77455,410.1666
150.048975,229.964425,302.352175,266.4258,117.78495,410.1931
150.146525,229.99935,302.446025,266.48065,117.808475,410.2152
150.2064,230.02615,302.596,266.526,117.833675,410.33545
150.219125,230.152375,302.696275,266.57165,117.84265,410.3696
150.24365,230.221275,302.737375,266.614325,117.874775,410.37065
150.259475,230.259525,302.78235,266.640725,117.89745,410.427525
150.2838,230.2846,302.82245,266.71425,117.9117,410.466775
150.306175,230.3157,302.86335,266.75495,117.924975,410.490275
150.32905,230.358925,302.9531,266.811325,117.94315,410.50215
150.3756,230.38915,302.981725,266.8484,117.957875,410.56895
150.478725,230.415425,303.00425,266.8635,117.966675,410.59585
150.51775,230.430725,303.0319,266.888275,117.998375,410.667075
150.541975,230.4813,303.133025,266.9024,118.0103,410.699875
150.5529,230.5029,303.158975,266.9213,118.02595,410.731325
150.57565,230.585525,303.250625,266.9492,118.036625,410.74685
150.637475,230.664425,303.296475,266.96775,118.0566,410.7959
150.647825,230.68175,303.402025,266.9926,118.108775,410.848975
150.6597,230.6989,303.441725,267.000775,118.12785,410.973275
150.675975,230.709175,303.47645,267.0066,118.17605,410.9892
150.695525,230.71705,303.7725,267.01235,118.196225,411.183375
150.728975,230.76055,303.79125,267.018525,118.225925,411.217675
150.76545,230.78605,303.816,267.025975,118.2695,411.40005
150.81435,230.80655,303.824425,267.040725,118.28455,411.4643
150.83175,231.0464,303.856525,267.05595,118.30975,411.494875
150.852775,231.071525,303.871275,267.090475,118.3301,411.553625
150.872525,231.113775,303.931125,267.1073,118.339275,411.61175
150.883075,231.1473,303.98075,267.117,118.3495,411.641775
150.901875,231.197625,304.000525,267.13895,118.38245,411.67995
150.918225,231.216225,304.080625,267.14865,118.393225,411.818525
150.935125,231.237725,304.1076,267.17025,118.411175,412.385675
150.94415,231.29525,304.148825,267.197875,118.43365,412.51595
150.961175,231.3497,304.175525,267.232125,118.448975,412.5814
150.975525,231.3685,304.1776,267.269225,118.470675,412.6034
151.017475,231.393525,304.3465,267.306675,118.4958,412.647575
151.041825,231.4181,304.373275,267.366225,118.521475,412.64915
151.063325,231.433725,304.40415,267.398275,118.5362,412.71925
151.071625,231.45475,304.439025,267.429275,118.549475,412.7928
151.1214,231.488825,304.4966,267.46145,118.561125,412.862275
151.15365,231.52055,304.5497,267.48835,118.5864,413.0877
151.167775,231.566275,304.582125,267.5615,118.6061,413.104875
151.182875,231.5983,304.615275,267.589225,118.616925,413.249225
151.196275,231.619975,304.63345,267.6266,118.629975,413.484625
151.204825,231.6717,304.657475,267.65825,118.6543,413.59655
151.208925,231.726525,304.673725,267.68955,118.6663,413.656125
151.2459,231.770375,304.69135,267.73475,118.679525,413.786
151.273975,231.809125,304.7381,267.76255,118.6925,413.80945
151.30055,231.83525,304.79055,267.805075,118.70525,413.84325
151.33665,231.910525,304.821475,267.84455,118.7157,413.859725
151.365075,231.968975,304.909375,267.868575,118.724275,413.964725
151.3954,232.028325,304.92245,267.8888,118.739325,414.0985
151.42125,232.0711,304.947675,267.914775,118.7479,414.19765
151.42365,232.101225,304.994525,267.9413,118.818275,414.2204
151.44355,232.118,305.02475,267.99115,118.840775,414.244425
151.4609,232.147425,305.10745,268.016275,118.852725,414.267975
151.478225,232.153225,305.13025,268.059775,118.88425,414.29985
151.493175,232.210225,305.164125,268.0779,118.89875,414.59825
151.52775,232.305125,305.180725,268.0873,118.91665,414.712775
151.5533,232.3265,305.227975,268.114875,118.9299,414.95075
151.573975,232.344425,305.251625,268.1828,118.95185,415.294725
151.593625,232.377575,305.273775,268.19865,118.9714,415.3967
