SPK_SPKC09a (exc),SPK_SPKC14a (no opto-tagging)
335.364475,329.757825
335.46865,329.85855
335.619675,329.947225
336.0707,330.05375
336.139475,330.15115
336.2839,330.244225
336.4502,330.340675
336.555225,330.436225
336.7897,330.5434
336.953775,330.617225
337.059775,330.73505
337.1585,330.82745
337.318275,330.917975
337.587125,331.0412
337.701125,331.136975
338.0124,331.2425
338.12965,331.40595
338.224625,331.48515
338.32755,331.5982
338.45095,331.700925
338.53625,332.142725
338.651525,332.3764
338.9566,332.47855
339.120975,332.581
339.190775,332.685175
339.303775,332.85005
339.5227,332.9861
339.60505,333.0926
339.65725,333.19865
339.720025,333.300775
339.85685,333.391625
339.962025,333.491175
340.074125,333.580075
340.21515,333.68225
340.295025,333.7891
340.485075,333.8667
340.562575,333.924925
340.666,334.07595
340.7836,334.2231
340.90055,334.352475
340.990575,334.416175
341.185675,334.5208
341.27065,334.616275
341.395525,334.695225
341.4945,334.861475
341.6018,334.9861
341.6824,335.070225
341.828125,335.165825
341.898825,335.28335
342.00905,335.464875
342.13325,335.7173
342.3959,335.806425
342.597125,335.9959
342.7099,336.070925
342.827725,336.259525
343.04765,336.328175
343.163525,336.469075
343.318825,336.6351
343.49125,336.736925
343.788175,336.797025
343.873,336.97085
344.0105,337.0854
344.144625,337.201225
344.253225,337.462375
344.53945,337.77595
344.7698,337.8394
344.997675,337.874575
345.213225,337.9419
345.3873,338.20365
345.448325,338.428525
345.579,338.676575
345.6961,338.7972
345.834225,338.88465
345.901575,338.971625
345.99195,339.152775
346.0653,339.28495
346.142625,339.3769
346.514625,339.4877
346.610775,339.601725
346.71065,339.842525
346.781975,339.935575
346.829275,340.03995
346.98135,340.24485
347.1348,340.36205
347.23165,340.47595
347.44815,340.587725
347.5247,340.70095
347.6125,340.79555
347.714,340.922175
347.760125,341.02795
347.89655,341.141225
347.947575,341.235475
348.024125,341.387175
348.1814,341.50075
348.230225,341.658725
348.32355,341.8054
348.44365,341.942175
348.547525,342.023325
348.6027,342.148125
348.70885,342.422175
348.785725,342.55575
348.908125,342.6509
348.967475,342.743275
349.120425,343.04435
349.1861,343.294675
349.238075,343.39485
349.352075,343.4974
349.4387,343.644225
349.507525,343.885575
349.554725,343.995025
349.628875,344.099975
349.721525,344.209275
349.824225,344.323375
349.891225,344.4212
349.948125,344.526075
349.98965,344.5926
350.180125,344.71305
350.359075,344.7949
350.52045,344.865175
350.612,344.9616
350.624475,345.024825
350.770375,345.204675
350.8909,345.26855
351.010575,345.365525
351.077875,345.47335
351.1399,345.55835
351.183975,345.62145
351.32975,345.712975
351.46445,345.851625
351.51255,346.141375
351.566275,346.419275
351.61715,346.519625
351.849,346.633875
351.872925,346.8519
352.004675,346.977425
352.078125,347.084775
352.351175,347.1767
352.422075,347.314625
352.48545,347.527825
352.548275,347.8107
352.7065,348.257625
352.812875,348.3556
352.92715,348.458425
352.9929,348.589625
353.049225,348.77385
353.184275,348.87635
353.2527,348.980225
353.4186,349.0656
353.4709,349.1647
353.5238,349.278375
353.6539,349.4602
353.71745,349.862925
353.778675,349.970525
354.088675,350.06415
354.159925,350.1692
354.2707,350.281975
354.3967,350.4221
354.479925,350.521925
354.54655,350.64025
354.6624,350.822625
354.6882,350.97885
354.795775,351.189425
354.92845,351.286575
355.003,351.38925
355.072375,351.62885
355.13635,351.735275
355.2077,351.896075
355.282675,352.008825
355.361025,352.12815
355.41495,352.281575
355.482175,352.388375
355.54255,352.484375
355.743925,352.5763
355.799175,352.68255
355.907075,352.915625
355.968975,353.064175
356.0433,353.30925
356.17275,353.5527
356.221,353.632775
356.25295,353.9512
356.303475,354.05555
356.453575,354.334425
356.530525,354.552175
356.83765,354.728425
356.926825,354.81585
356.9968,354.91715
357.077375,355.1578
357.1425,355.257525
357.2086,355.40325
357.36255,355.64735
357.51595,355.773675
357.575075,355.85235
357.69875,356.059875
357.756375,356.46375
357.922025,357.011775
357.992225,357.176925
358.04655,357.309425
358.094875,357.43165
358.215975,357.5478
358.293375,357.670675
358.330225,357.717575
358.602875,357.822625
358.65715,358.013925
358.751125,358.130225
358.856875,358.472075
358.913075,358.57675
358.98955,358.695425
359.047925,358.911825
359.1674,358.991325
359.314575,359.29975
359.4386,359.537
359.4866,359.709075
359.54635,359.84755
359.634875,
359.70815,
359.752575,
359.821525,
359.884025,
