SPK_SPKC02a (inhibited),SPK_SPKC02b (excited),SPK_SPKC06a (no effect),SPK_SPKC15a (NA)
548.95745,411.398175,317.591425,275.1851
548.9739,411.4163,317.606825,275.195375
549.010175,411.4601,317.618025,275.209775
549.01545,411.47345,317.6497,275.21375
549.066975,411.50105,317.6819,275.217475
549.086275,411.5566,317.707575,275.2219
549.14205,411.57775,317.73075,275.225825
549.16215,411.59375,317.7593,275.229675
549.184775,411.6167,317.776825,275.233975
549.266425,411.63015,317.8077,275.2461
549.28785,411.666625,317.831475,275.2499
549.31385,411.683425,317.85575,275.2548
549.353525,411.70325,317.890525,275.2607
549.35535,411.762125,317.9157,275.266275
549.43955,411.787325,317.9635,275.277
549.469775,411.8015,317.9889,275.281475
549.6139,411.8101,318.0341,275.293775
549.6594,411.836275,318.0673,275.298325
549.7498,411.862675,318.100175,275.303925
549.817275,411.869775,318.117725,275.312
549.8831,411.879625,318.13455,275.328075
549.921975,411.914175,318.145225,275.339625
549.95235,411.96795,318.15195,275.346625
550.024825,411.9759,318.15825,275.353225
550.100975,412.00915,318.164,275.37975
550.2294,412.01605,318.214375,275.387125
550.281925,412.027,318.23335,275.406275
550.378325,412.04435,318.240775,275.424025
550.747525,412.06355,318.243275,275.440825
550.796875,412.065525,318.255325,275.4508
550.80245,412.077825,318.2711,275.47325
550.874625,412.095375,318.300775,275.483
550.97095,412.11755,318.386325,275.507
551.02025,412.1505,318.413475,275.518425
551.130425,412.1594,318.456175,275.5234
551.18255,412.1674,318.4934,275.54535
551.22445,412.1753,318.510175,275.555125
551.2585,412.18025,318.522525,275.561675
551.2876,412.194775,318.5325,275.583275
551.453625,412.2011,318.53715,275.6246
551.48095,412.238525,318.543175,275.634975
551.509925,412.247475,318.552,275.652825
551.566075,412.27195,318.5557,275.659325
551.599175,412.2855,318.558975,275.672175
551.62045,412.299075,318.5619,275.679825
551.6244,412.310525,318.57485,275.699125
551.670925,412.329725,318.586775,275.71625
551.709375,412.382675,318.597225,275.736125
551.822375,412.431025,318.599125,275.749175
551.828575,412.4491,318.60615,275.750275
551.93095,412.463225,318.62255,275.7683
552.049225,412.4784,318.63505,275.792725
552.102925,412.5522,318.636375,275.813925
552.164925,412.579925,318.6467,275.841825
552.22995,412.596775,318.65665,275.873275
552.274325,412.614375,318.672725,275.899175
552.29155,412.622175,318.682025,275.909525
552.2976,412.8101,318.700025,275.9161
552.333425,412.822775,318.72025,275.948225
552.41505,413.273025,318.743475,275.953025
552.462825,413.29365,318.7565,275.9653
552.54355,413.3338,318.7732,275.970275
552.550575,413.36825,318.781625,275.998425
552.5689,413.4588,318.789725,276.0049
552.59385,413.4834,318.8094,276.03195
552.65385,413.5875,318.826875,276.04095
552.671175,413.650275,318.84535,276.058075
552.701675,413.6525,318.858375,276.06515
552.77065,413.709325,318.8948,276.073375
552.818225,413.71315,318.9232,276.1215
552.8609,413.73165,318.9397,276.1333
552.9616,413.753025,318.9824,276.15615
553.00325,413.829425,319.00975,276.202375
553.025575,413.904175,319.04665,276.2328
553.059125,414.07415,319.1094,276.276525
553.138175,414.125575,319.1423,276.292475
553.1886,414.142375,319.173675,276.320775
553.208875,414.16295,319.19935,276.328075
553.2341,414.183925,319.228775,276.338525
553.244575,414.218775,319.2474,276.38675
553.253775,414.284475,319.265225,276.403925
553.2973,414.346475,319.288925,276.4219
553.345325,414.35945,319.31315,276.43665
553.364225,414.40315,319.335125,276.46125
553.408275,414.415025,319.3573,276.471975
553.4469,414.443775,319.398275,276.488225
553.476675,414.470175,319.432275,276.501275
553.5809,414.4865,319.441975,276.509825
553.6245,414.495425,319.4696,276.5405
553.658425,414.532375,319.49215,276.553525
553.71135,414.5495,319.5196,276.643975
553.7363,414.56675,319.563725,276.666575
553.7716,414.61295,319.597875,276.718625
553.772825,414.629225,319.6358,276.732075
553.7983,414.651475,319.66705,276.7588
553.816075,414.693875,319.70145,276.778
553.83815,414.834625,319.74695,276.818375
553.896325,414.856175,319.770675,276.85535
553.96755,414.872525,319.8024,276.869125
554.004425,414.946875,319.834025,276.889275
554.03245,414.9609,319.866,276.907
554.070175,414.9758,319.944175,276.92015
554.08145,414.995625,319.9837,276.9365
554.093425,415.01865,320.02395,276.956025
554.105575,415.040025,320.091375,276.971475
554.119875,415.0616,320.130775,276.987975
554.12335,415.07815,320.17435,277.00005
554.210925,415.10835,320.238025,277.023475
554.2594,415.1494,320.334025,277.03855
554.2771,415.17275,320.367725,277.083575
554.296025,415.194875,320.41775,277.12665
554.383625,415.205425,320.4831,277.227675
554.410275,415.22865,320.52785,277.2616
554.43815,415.24885,320.56415,277.27915
554.475275,415.260325,320.59505,277.31915
554.586775,415.271,320.622825,277.445375
554.6006,415.284125,320.740525,277.471075
554.6546,415.2859,320.75655,277.519275
554.7263,415.3022,320.8113,277.58565
554.7625,415.32515,320.853625,277.59935
554.7953,415.361475,320.910925,277.613
554.834775,415.391425,320.933525,277.633
554.887425,415.40865,320.95455,277.717625
554.955575,415.428325,320.963025,277.753875
554.99725,415.44435,320.97135,277.789825
555.00725,415.466325,320.982475,277.807425
555.034225,415.4769,320.9943,277.874525
555.1004,415.48695,321.009025,277.894175
555.189025,415.499525,321.035425,277.958
555.204925,415.514275,321.05175,277.98455
555.280325,415.5238,321.070125,278.042025
555.322125,415.53315,321.07725,278.0677
555.403025,415.5512,321.09475,278.09225
555.4992,415.5677,321.116,278.114725
555.573,415.581025,321.178025,278.145325
555.61355,415.59825,321.211325,278.171475
555.71235,415.625175,321.2484,278.203475
555.939975,415.637125,321.2994,278.231725
556.099125,415.65075,321.328225,278.2503
556.1218,415.673375,321.3477,278.2781
556.14245,415.700925,321.390275,278.29135
556.146125,415.721275,321.492725,278.303425
556.19675,415.7356,321.518875,278.362575
556.24495,415.743675,321.534825,278.38825
556.274375,415.767275,321.567,278.4429
556.3414,415.784625,321.6144,278.4799
556.367775,415.839075,321.7123,278.524875
556.373075,415.8563,321.79705,278.545475
556.39785,415.86605,321.8466,278.560325
556.511275,415.888825,321.884425,278.58225
556.536825,415.909475,321.906975,278.58735
556.54715,415.92285,321.930225,278.596675
556.57165,415.958325,321.94835,278.60555
556.595625,415.991425,321.9509,278.617875
556.629825,416.0098,321.95985,278.62145
556.66575,416.023675,321.9982,278.626175
556.70405,416.080825,322.013525,278.63195
556.7599,416.1091,322.0282,278.698675
556.803525,416.11615,322.05525,278.722425
556.823175,416.1239,322.08055,278.763425
556.8246,416.141525,322.09935,278.81105
556.8392,416.1532,322.143725,278.81655
556.861375,416.17735,322.1942,278.83255
556.879325,416.184825,322.227275,278.8456
556.9031,416.285875,322.2561,278.858275
557.0193,416.311525,322.266675,278.867475
557.121525,416.358125,322.2717,278.9213
557.1746,416.376375,322.27665,278.9588
557.2117,416.459225,322.29625,278.9786
557.2286,416.46735,322.318675,278.98935
557.281825,416.49245,322.336725,279.02235
557.32455,416.498225,322.3477,279.0452
557.38265,416.503675,322.35925,279.060175
557.437325,416.5176,322.367425,279.1116
557.462375,416.54885,322.3815,279.141325
557.5177,416.55355,322.397625,279.166475
557.544425,416.56515,322.420475,279.1778
557.56395,416.631775,322.432875,279.2119
557.5975,416.638125,322.45575,279.22715
557.6382,416.662975,322.488575,279.249075
557.6981,416.708075,322.513475,279.2668
557.74035,416.729275,322.53855,279.2899
557.9413,416.739225,322.55945,279.30095
558.046725,416.750975,322.578225,279.361575
558.098675,416.76425,322.663175,279.38895
558.210925,416.7888,322.6931,279.406475
558.250925,416.839575,322.7284,279.458
558.257825,416.84545,322.731575,279.502475
558.282025,416.88455,322.750025,279.527425
558.309775,416.9052,322.76975,279.564925
558.3572,416.951275,322.873775,279.616475
558.369375,416.958975,322.90655,279.655625
558.418825,416.98155,322.97035,279.73205
558.45895,417.003625,323.006825,279.7825
558.4761,417.038075,323.07355,279.826625
558.522625,417.084375,323.133525,279.8617
558.5568,417.115375,323.189025,279.877075
558.608075,417.1387,323.310525,279.906675
558.638825,417.1713,323.3492,279.933
558.6643,417.175,323.461525,279.966425
558.707775,417.1783,323.544375,280.01905
558.739575,417.1981,323.567925,280.039225
558.7974,417.226275,323.57295,280.0678
558.828225,417.27425,323.600675,280.109525
558.97915,417.322775,323.63485,280.13955
559.07625,417.3485,323.656575,280.1692
559.161525,417.365475,323.6863,280.23235
559.2588,417.427675,323.70775,280.29305
559.302675,417.44,323.7611,280.343475
559.310275,417.490125,323.804625,280.3863
559.3682,417.5121,323.8485,280.4129
559.3802,417.545525,323.886875,280.433475
559.4504,417.56915,323.94125,280.45835
559.49795,417.590675,324.0001,280.475775
559.669775,417.614,324.027225,280.5214
559.69655,417.61705,324.0446,280.535825
559.69885,417.641875,324.06025,280.5676
559.752825,417.6647,324.07315,280.5852
559.775675,417.684425,324.08985,280.61425
559.7927,417.6879,324.15405,280.6313
559.8541,417.6944,324.171275,280.64805
559.899475,417.707025,324.190275,280.6621
560.0908,417.723325,324.214175,280.705525
560.141125,417.7627,324.248,280.7602
560.2296,417.77835,324.270925,280.7857
560.255225,417.836825,324.282825,280.803975
560.2581,417.86285,324.29275,280.832925
560.301075,417.88435,324.4154,280.85115
560.4064,417.9022,324.456925,280.88875
560.45875,418.002275,324.4897,280.896475
560.538975,418.02925,324.5437,280.90235
560.662725,418.0404,324.5687,280.911875
560.663975,418.06155,324.5805,280.91715
560.7093,418.08485,324.59715,280.927775
560.79755,418.16215,324.606575,280.93975
560.8412,418.23285,324.619875,280.94325
560.9703,418.298875,324.64575,280.95105
560.988225,418.323825,324.670575,280.95705
561.049725,418.357125,324.684725,280.96505
561.0661,418.371475,324.7011,280.973325
561.170075,418.4332,324.725675,280.98135
561.22125,418.55295,324.756975,281.00165
561.232525,418.585075,324.78565,281.00845
561.27995,418.6092,324.8034,281.0145
561.327975,418.61835,324.8218,281.0377
561.3641,418.64195,324.8499,281.0473
561.410225,418.656275,324.868625,281.07755
561.431175,418.68505,324.90145,281.093375
561.45985,418.69355,324.943175,281.10495
561.557075,418.703775,324.9687,281.114225
561.5876,418.73865,325.01555,281.122675
561.672425,418.765075,325.068,281.130425
561.81925,418.81305,325.107225,281.137075
561.835425,418.836975,325.13275,281.14145
561.919275,418.855625,325.18585,281.146925
561.9513,418.880975,325.29705,281.185875
561.970325,418.9013,325.34585,281.1932
561.988075,419.025825,325.402575,281.210175
562.03465,419.093225,325.4177,281.224675
562.03785,419.11205,325.435425,281.255775
562.27665,419.1492,325.454575,281.26705
562.3046,419.204675,325.4729,281.2821
562.308125,419.241975,325.494025,281.295
562.333125,419.27565,325.51585,281.3076
562.36735,419.31885,325.54305,281.3227
562.5111,419.373275,325.572125,281.39105
562.5796,419.4464,325.632925,281.4098
562.61645,419.512475,325.667075,281.4307
562.68845,419.521225,325.705575,281.445925
562.771875,419.5572,325.72995,281.465
562.77915,419.607925,325.754625,281.4894
562.83295,419.67135,325.783375,281.50675
562.87415,419.722075,325.822075,281.519575
562.932775,419.792675,325.9156,281.53225
563.0411,419.841925,325.94315,281.546725
563.0911,419.859475,325.981975,281.5566
563.122,419.889825,326.008325,281.56425
563.134175,419.89415,326.0436,281.57965
563.14005,419.918375,326.06785,281.5968
563.1683,419.9845,326.086575,281.61145
563.193775,419.996175,326.1066,281.62235
563.232325,420.0121,326.14045,281.634225
563.2901,420.02185,326.19435,281.6449
563.375575,420.02905,326.2558,281.65485
563.4172,420.04475,326.28335,281.6638
563.4514,420.074875,326.305,281.672625
563.47235,420.09865,326.33305,281.68035
563.5019,420.13935,326.351325,281.703325
563.510825,420.157625,326.3758,281.71245
563.614175,420.172025,326.4196,281.722725
563.647825,420.215575,326.4481,281.743
563.697975,420.24095,326.46465,281.791675
563.737175,420.2501,326.4873,281.80725
563.7601,420.2692,326.53415,281.821425
563.7872,420.2789,326.5935,281.86555
563.7899,420.312875,326.656475,281.883975
563.80955,420.3377,326.65975,281.91565
563.958875,420.361225,326.670825,281.930875
564.053725,420.382025,326.68885,281.9449
564.1043,420.3925,326.702225,281.966225
564.1388,420.411025,326.7463,281.98855
564.14425,420.444025,326.89185,282.004325
564.205225,420.446675,326.913025,282.026975
564.4056,420.4689,326.9985,282.06585
564.451725,420.48785,327.0205,282.086425
564.51185,420.49765,327.049625,282.0984
564.589475,420.528725,327.064875,282.131075
564.6497,420.540075,327.094775,282.16195
564.840375,420.634125,327.098125,282.174525
564.89275,420.64585,327.14665,282.1816
564.92765,420.688125,327.1618,282.19175
564.947525,420.773725,327.18145,282.201725
564.970425,420.833325,327.193275,282.211575
564.9966,420.872825,327.1987,282.2521
565.0939,420.903775,327.20345,282.26255
565.266925,420.932625,327.209825,282.272875
565.335375,420.961575,327.2179,282.28715
565.36715,420.98535,327.228675,282.304675
565.392325,421.045525,327.2394,282.365325
565.403375,421.07345,327.2507,282.4223
565.4709,421.104475,327.25995,282.530775
565.557575,421.19605,327.2699,282.5657
565.564175,421.211775,327.279375,282.59355
565.659875,421.26435,327.28935,282.65245
565.693225,421.29455,327.30955,282.677575
565.8374,421.303,327.323775,282.740475
565.86555,421.31615,327.3365,282.768975
565.9015,421.320075,327.381125,282.8078
565.976275,421.335325,327.399975,282.927625
565.9902,421.350175,327.419875,282.979725
566.007925,421.39505,327.4498,282.998
566.0557,421.41565,327.470575,283.0675
566.238475,421.435925,327.4865,283.0931
566.336825,421.4481,327.5395,283.127025
566.401975,421.470125,327.558,283.165025
566.450925,421.477825,327.581625,283.17975
566.523575,421.4983,327.594425,283.2025
566.58545,421.532625,327.608625,283.22115
566.859725,421.61185,327.624675,283.227375
566.9086,421.642725,327.645575,283.23065
567.02705,421.664325,327.66985,283.23515
567.0664,421.688275,327.6862,283.242825
567.085175,421.7034,327.697625,283.246125
567.12265,421.7278,327.70775,283.2516
567.17895,421.73225,327.722825,283.255075
567.25215,421.750425,327.741875,283.261575
567.268325,421.81395,327.7541,283.265525
567.28635,421.84115,327.76445,283.272925
567.3424,421.8573,327.77435,283.277925
567.456125,421.88145,327.782925,283.29385
567.573475,421.88925,327.794075,283.3247
567.610575,421.91705,327.825325,283.3312
567.7105,421.954675,327.846425,283.343075
567.7251,421.977625,327.88315,283.368575
567.776775,422.0009,327.933425,283.386
567.789,422.009025,327.963575,283.440325
567.8282,422.041025,327.979025,283.461525
567.843525,422.06875,327.9987,283.485
567.89275,422.09715,328.014575,283.5037
567.953275,422.120125,328.025825,283.517275
568.010025,422.188775,328.026925,283.5295
568.054025,422.2111,328.0339,283.533525
568.1067,422.2334,328.0425,283.539675
568.197225,422.258425,328.0509,283.55275
568.24745,422.346525,328.068025,283.561275
568.3009,422.3848,328.0776,283.58985
568.3145,422.419025,328.1009,283.615425
568.34825,422.456175,328.13845,283.6252
568.4014,422.47885,328.170725,283.6338
568.484125,422.526775,328.200475,283.641825
568.669475,422.5613,328.229425,283.6515
568.751025,422.6124,328.269825,283.661875
568.913725,422.658825,328.305975,283.671775
569.0344,422.7017,328.3353,283.67695
569.133625,422.742775,328.34745,283.6832
569.164325,422.7743,328.368125,283.6884
569.217675,422.8092,328.39035,283.7065
569.2488,422.8233,328.41355,283.718775
569.271475,422.873975,328.454775,283.728925
569.3056,422.917,328.4899,283.7719
569.32115,422.973825,328.5072,283.794825
569.333025,423.0283,328.53525,283.8299
569.3499,423.094575,328.572425,283.850125
569.36965,423.1331,328.62475,283.92615
569.376675,423.186775,328.67935,283.9442
569.390075,423.236175,328.698525,283.9596
569.43325,423.32145,328.724675,283.9884
569.51395,423.358425,328.737,284.0403
569.553775,423.3898,328.739125,284.08835
569.619625,423.4048,328.75955,284.148625
569.66895,423.434475,328.783775,284.177025
569.672225,423.47065,328.8049,284.19875
569.711675,423.50695,328.8234,284.21755
569.768825,423.539475,328.853,284.243225
569.8232,423.563875,328.934475,284.29015
569.839625,423.591975,329.0144,284.308325
569.86435,423.647125,329.09785,284.33625
569.897725,423.6715,329.118725,284.38855
569.9293,423.7115,329.16835,284.403725
569.96765,423.745225,329.200775,284.498425
569.98375,423.790875,329.2434,284.5285
570.014625,423.82705,329.3529,284.5724
570.1168,423.8633,329.405,284.606075
570.1506,423.8941,329.4584,284.649925
570.255775,423.920025,329.506125,284.69295
570.3067,423.9434,329.5368,284.733475
570.3658,423.963425,329.55505,284.7617
570.3678,424.03815,329.569475,284.7823
570.452575,424.082975,329.582525,284.80855
570.467375,424.127675,329.592375,284.8211
570.545225,424.15335,329.600875,284.842325
570.592625,424.1655,329.6247,284.879475
570.640375,424.201575,329.643225,284.93815
570.643775,424.23205,329.653775,284.9635
570.672275,424.271925,329.669275,285.102275
570.727025,424.3302,329.68935,285.1683
570.756125,424.356775,329.727,285.235175
570.861975,424.405425,329.768125,285.2534
570.920525,424.442075,329.7973,285.301625
570.968975,424.471475,329.820475,285.31695
571.006375,424.49195,329.8427,285.330575
571.0597,424.521425,329.85535,285.337875
571.088175,424.540275,329.8688,285.343625
571.24905,424.559025,329.879775,285.347525
571.557175,424.58965,329.901425,285.366975
571.68625,424.606125,329.936125,285.378425
571.771225,424.66005,329.958725,285.384975
571.77415,424.694225,329.984125,285.3925
571.786425,424.721425,330.007925,285.4133
571.810875,424.745125,330.026175,285.43945
571.909675,424.7699,330.0337,285.464525
572.04005,424.810525,330.07695,285.476025
572.10815,424.8475,330.095625,285.48755
572.124575,424.8669,330.12825,285.501475
572.27095,424.8976,330.148825,285.51635
572.303575,424.939,330.160775,285.540575
572.377575,424.97315,330.1952,285.569675
572.4028,425.000375,330.216,285.585925
572.442225,425.025775,330.243225,285.5991
572.493175,425.04925,330.2758,285.621525
572.5224,425.08945,330.292925,285.659225
572.594825,425.1165,330.33045,285.68175
572.625775,425.139525,330.356825,285.6928
572.665,425.1706,330.38915,285.70335
572.725,425.2026,330.408725,285.7142
572.75115,425.244,330.445825,285.733575
572.83595,425.26745,330.462325,285.749175
572.88125,425.2828,330.4863,285.776425
572.920675,425.299025,330.503975,285.8087
572.9372,425.314025,330.52015,285.83065
572.958475,425.326275,330.547225,285.87385
573.011275,425.341775,330.59415,285.895825
573.0419,425.368325,330.637675,285.9195
573.067725,425.38125,330.67185,285.936925
573.2148,425.402725,330.70135,285.97135
573.249525,425.42125,330.72945,285.9968
573.3038,425.4468,330.75525,286.0132
573.32085,425.562525,330.810725,286.022475
573.3344,425.625125,330.843825,286.04095
573.393825,425.648875,330.8607,286.061325
573.414025,425.6875,330.8828,286.075425
573.428525,425.718325,330.901675,286.085475
573.475,425.7558,330.91435,286.1063
573.511025,425.821775,330.953925,286.117275
573.51435,425.8418,330.9977,286.13995
573.52465,425.866775,331.04045,286.1616
573.53795,425.902075,331.1132,286.185175
573.552975,425.9429,331.159975,286.20135
573.56645,425.947225,331.190975,286.2337
573.58565,425.986275,331.2201,286.24175
573.60835,426.02335,331.29455,286.25225
573.641475,426.06165,331.321225,286.256525
573.690625,426.101625,331.349925,286.26045
573.720325,426.156075,331.503,286.26335
573.75335,426.192825,331.5393,286.268875
573.776325,426.2158,331.57125,286.272725
573.7888,426.217425,331.590675,286.28685
573.805325,426.243,331.62245,286.29655
573.838275,426.271675,331.668575,286.307725
573.859275,426.299775,331.718125,286.31465
573.917175,426.343575,331.734825,286.331875
573.9223,426.381025,331.766225,286.354975
573.930925,426.382525,331.823425,286.381575
574.000975,426.4151,331.861275,286.3852
574.03625,426.447525,331.9188,286.40425
574.139625,426.46395,331.994425,286.40895
574.15525,426.493675,332.04975,286.416325
574.1651,426.520475,332.076375,286.432725
574.194025,426.54725,332.092525,286.44505
574.207975,426.572975,332.107825,286.4797
574.219875,426.600525,332.129425,286.5255
574.2406,426.6036,332.135275,286.533525
574.26735,426.640075,332.141175,286.561125
574.275525,426.6609,332.1464,286.568975
574.313875,426.68145,332.17525,286.5764
574.417975,426.7051,332.189675,286.595475
574.42815,426.741825,332.2,286.627375
574.461,426.760675,332.2084,286.654575
574.50645,426.7866,332.22125,286.67225
574.546925,426.80265,332.2345,286.694025
574.598525,426.827575,332.248175,286.703
574.64445,426.85225,332.27915,286.71855
574.698825,426.87575,332.293125,286.744875
574.715775,426.90805,332.313175,286.770075
574.72995,426.94375,332.333025,286.77355
574.737725,426.954725,332.336825,286.7911
574.88875,426.976075,332.34355,286.80235
575.03745,427.0088,332.364725,286.83475
575.06395,427.0759,332.3795,286.8472
575.111725,427.08955,332.4065,286.862425
575.167175,427.10275,332.440025,286.885975
575.17455,427.122125,332.476575,286.9054
575.259375,427.145225,332.496075,286.943425
575.32635,427.22115,332.565975,286.95595
575.35585,427.2785,332.59835,286.9825
575.385275,427.303,332.62615,286.98615
575.387275,427.321325,332.651075,287.00935
575.4614,427.340025,332.6793,287.0318
575.641425,427.369825,332.75545,287.07715
575.67645,427.410575,332.8099,287.12785
575.6886,427.4909,332.876475,287.141925
575.75,427.50695,332.925225,287.16025
575.839475,427.519075,332.971425,287.18745
575.88175,427.584375,333.031225,287.251775
575.93225,427.605775,333.195075,287.2829
575.964675,427.645775,333.215825,287.322475
576.1963,427.6656,333.2419,287.372725
576.25315,427.6953,333.2574,287.3938
576.31585,427.7099,333.27335,287.422225
576.410525,427.716125,333.2821,287.46625
576.489425,427.729725,333.295475,287.47965
576.58885,427.7491,333.31715,287.499775
576.654325,427.754875,333.32815,287.513575
576.65895,427.7622,333.37475,287.5348
576.7016,427.77035,333.398075,287.5413
576.8546,427.822225,333.42695,287.5493
576.93215,427.839875,333.44425,287.555775
576.980275,427.89285,333.4786,287.561475
577.009525,427.90355,333.499925,287.571275
577.083875,427.91425,333.518375,287.586575
577.1871,427.92715,333.53075,287.594575
577.24705,427.9387,333.556225,287.608425
577.303925,427.98925,333.6089,287.615825
577.349425,428.000325,333.66315,287.62595
577.39965,428.007275,333.67215,287.637575
577.532825,428.026525,333.694725,287.648275
577.619625,428.034925,333.72395,287.687325
577.666075,428.04235,333.768625,287.7066
577.6937,428.052825,333.776625,287.722475
577.717175,428.055475,333.8271,287.737975
577.745425,428.066975,333.887775,287.752475
577.765275,428.076525,333.969225,287.7696
577.7803,428.098525,333.981325,287.781875
577.79165,428.1009,334.04855,287.797425
577.8054,428.12205,334.0825,287.81505
577.82575,428.129475,334.11045,287.853925
577.8747,428.141,334.137475,287.863675
577.8991,428.148675,334.184,287.873775
577.966125,428.162375,334.2,287.879025
578.0121,428.17125,334.277075,287.887325
578.029425,428.188875,334.3395,287.894975
578.0898,428.24975,334.3566,287.906075
578.111875,428.287775,334.3678,287.9175
578.11665,428.34995,334.37655,287.9291
578.180675,428.3805,334.386325,287.93535
578.270275,428.381975,334.396425,287.952875
578.271975,428.4005,334.408875,287.955675
578.295,428.446625,334.4697,287.96535
578.32255,428.48995,334.489325,287.9754
578.399,428.518875,334.55185,287.992175
578.45525,428.536975,334.568475,288.01825
578.530225,428.55135,334.62085,288.03995
578.561775,428.5706,334.638375,288.064825
578.599475,428.597925,334.6523,288.090325
578.6728,428.611,334.669125,288.110225
578.6977,428.624325,334.6765,288.146825
578.726225,428.635825,334.69335,288.15875
578.748575,428.641325,334.717025,288.19195
578.814825,428.64625,334.736675,288.1985
578.86125,428.653725,334.7501,288.2135
578.90255,428.674175,334.76005,288.219925
578.92555,428.683475,334.78085,288.2307
578.932025,428.69995,334.81025,288.23885
578.988225,428.740725,334.8261,288.24645
579.01525,428.7811,334.84145,288.252825
579.0352,428.824275,334.859175,288.266775
579.135775,428.855275,334.8728,288.2756
579.191175,428.873925,334.9246,288.29195
579.23135,428.89465,334.952475,288.3056
579.356225,428.919675,334.96845,288.335575
579.47145,428.948675,334.981725,288.38195
579.508025,428.98895,334.984675,288.4019
579.555625,428.9982,335.014475,288.415525
579.611225,429.015475,335.05255,288.42655
579.671075,429.0299,335.105625,288.4362
579.8513,429.0507,335.127325,288.45185
579.90855,429.074775,335.1445,288.4755
579.97055,429.097475,335.155,288.49185
579.972675,429.123525,335.164475,288.508575
579.994875,429.18235,335.182075,288.528825
580.041175,429.19285,335.19735,288.54505
580.079875,429.2077,335.208825,288.59925
580.114775,429.25265,335.21375,288.61915
580.11805,429.271,335.224375,288.62745
580.14955,429.312875,335.239225,288.642275
580.176325,429.398125,335.255125,288.646975
580.2109,429.412225,335.287425,288.65695
580.317425,429.429875,335.3189,288.659175
580.406275,429.44285,335.35105,288.66205
580.51685,429.48635,335.459675,288.668475
580.590375,429.50345,335.479375,288.678625
580.640175,429.519175,335.5123,288.681825
580.67985,429.5328,335.53265,288.692175
580.69025,429.5572,335.580525,288.719625
580.720525,429.60085,335.6256,288.732875
580.72935,429.634475,335.65015,288.7543
580.7767,429.674,335.6773,288.777175
580.794475,429.76245,335.715275,288.794175
580.8935,429.794525,335.718675,288.825375
580.9385,429.8323,335.72685,288.843625
580.9937,429.88325,335.795925,288.903075
581.116,429.91665,335.827025,288.916325
581.119025,429.94005,335.846575,288.935275
581.1998,429.96575,335.884225,288.966425
581.280075,430.0558,335.93405,288.985225
581.331725,430.083375,336.056275,289.008975
581.369025,430.115375,336.09105,289.0546
581.395575,430.137375,336.122675,289.10405
581.442125,430.179675,336.196525,289.1258
581.470925,430.1939,336.270175,289.1691
581.509075,430.229525,336.32205,289.200475
581.606125,430.25245,336.364925,289.246475
581.673275,430.294975,336.398225,289.30085
581.67975,430.338275,336.436575,289.322925
581.704275,430.3739,336.46225,289.33495
581.773325,430.3948,336.520825,289.346575
581.781675,430.406175,336.5482,289.39465
581.809525,430.4247,336.579275,289.4389
581.8974,430.45135,336.603725,289.460075
582.054225,430.465725,336.622375,289.484525
582.167575,430.51565,336.63495,289.496175
582.224675,430.577675,336.64585,289.52885
582.259225,430.638675,336.662975,289.548725
582.28605,430.666725,336.6755,289.59545
582.295925,430.699125,336.68635,289.611775
582.452,430.72645,336.699525,289.6401
582.4911,430.7497,336.7481,289.66335
582.537425,430.777,336.7694,289.69705
582.598125,430.8028,336.7855,289.78515
582.68275,430.837175,336.795125,289.830775
582.715425,430.878275,336.806475,289.896725
582.753025,430.90835,336.825025,289.9195
582.7919,430.9336,336.841425,289.94615
582.83675,430.98,336.860225,289.9653
582.877375,430.998425,336.8628,289.98765
582.91775,431.021175,336.8881,290.01535
583.003125,431.073375,336.901025,290.048175
583.005325,431.0879,336.9282,290.093475
583.0509,431.111,336.97325,290.147475
583.254675,431.133725,337.013625,290.195775
583.415475,431.154475,337.06345,290.213875
583.467175,431.17245,337.079475,290.2416
583.55705,431.209875,337.0921,290.2856
583.59595,431.226925,337.1108,290.326025
583.63495,431.285925,337.131125,290.347675
583.6771,431.299375,337.174625,290.3547
583.711175,431.36475,337.224475,290.3609
583.76035,431.367875,337.244325,290.36765
583.848575,431.390125,337.276125,290.373575
583.865225,431.405025,337.2976,290.37785
583.885925,431.4189,337.319725,290.3815
583.946325,431.4483,337.334375,290.385225
584.0601,431.5016,337.356425,290.3982
584.068675,431.5318,337.373875,290.40545
584.1012,431.561125,337.397075,290.412125
584.12365,431.613025,337.41095,290.41595
584.15175,431.629575,337.424,290.429175
584.205475,431.63995,337.44035,290.435275
584.235725,431.65035,337.456,290.455325
584.282275,431.6719,337.4741,290.46735
584.32415,431.6781,337.495025,290.484275
584.34285,431.693425,337.505625,290.498025
584.3604,431.727375,337.522125,290.5131
584.409325,431.7473,337.53715,290.528875
584.421225,431.772575,337.55595,290.5391
584.4395,431.786175,337.5835,290.593525
584.464325,431.807125,337.6011,290.613525
584.52595,431.824875,337.6362,290.65945
584.56555,431.87115,337.676175,290.68295
584.6148,431.8737,337.7023,290.695675
584.629075,431.892425,337.7609,290.723
584.652525,431.9484,337.8048,290.742275
584.67415,431.968675,337.824975,290.753
584.709275,432.0115,337.857,290.76355
584.751575,432.0247,337.906175,290.76985
584.797075,432.0386,337.9355,290.7751
584.840825,432.0883,337.9593,290.792025
584.865425,432.093025,337.978625,290.809475
584.922575,432.1119,337.99935,290.81945
585.1063,432.11915,338.01375,290.8279
