SPK_SPKC02a (inhibited),SPK_SPKC02b (excited),SPK_SPKC06a (no effect),SPK_SPKC15a (NA)
162.32575,107.2132,86.2876,78.61855
162.35405,107.215,86.30465,78.6349
162.38385,107.248425,86.3247,78.649875
162.4547,107.27545,86.343025,78.66275
162.523925,107.3128,86.3892,78.679475
162.603925,107.314725,86.421525,78.69615
162.701525,107.35025,86.4478,78.698425
162.748575,107.364975,86.463875,78.70475
162.949925,107.3813,86.476175,78.743075
163.017625,107.3873,86.49185,78.772075
163.05165,107.4178,86.5056,78.7834
163.086825,107.45545,86.515725,78.79165
163.14775,107.47455,86.525225,78.817175
163.178,107.500825,86.539075,78.823975
163.2447,107.511275,86.54935,78.83745
163.300875,107.530025,86.57475,78.846825
163.3305,107.540325,86.60755,78.860775
163.3531,107.594775,86.644625,78.874325
163.37965,107.60195,86.658625,78.8986
163.422125,107.621025,86.682,78.90935
163.453725,107.64475,86.699175,78.9219
163.480025,107.67435,86.710875,78.933975
163.52015,107.739,86.7264,78.945175
163.53515,107.758275,86.7372,78.95595
163.5507,107.785725,86.752,78.97005
163.553225,107.804225,86.77985,78.973625
163.59095,107.8108,86.828125,78.99245
163.6124,107.833975,86.847625,79.008275
163.634775,107.848575,86.8634,79.026
163.6683,107.877375,86.883725,79.073875
163.7403,107.894225,86.90295,79.09185
163.78095,107.90865,86.938325,79.106525
163.79655,107.92445,86.99515,79.126925
163.841475,107.9402,87.019825,79.137425
163.85685,107.95115,87.04975,79.145025
163.882225,107.96415,87.069075,79.161225
163.9033,107.9666,87.086775,79.19955
163.93695,107.979825,87.1079,79.238225
164.0096,107.999675,87.117625,79.2797
164.03665,108.0195,87.13225,79.288275
164.049175,108.028825,87.1508,79.31515
164.06505,108.040175,87.181325,79.32215
164.089625,108.054025,87.19955,79.330625
164.10235,108.0694,87.22595,79.3643
164.118175,108.095775,87.2416,79.387575
164.150625,108.112575,87.259625,79.40695
164.1753,108.12225,87.27665,79.4315
164.1767,108.13055,87.320375,79.45485
164.2017,108.15825,87.3375,79.468725
164.232725,108.17435,87.374925,79.4769
164.24935,108.2077,87.3902,79.487225
164.266375,108.24795,87.41215,79.51555
164.2842,108.288625,87.43835,79.52125
164.306225,108.30465,87.45545,79.5413
164.3568,108.31865,87.469975,79.54695
164.39335,108.34885,87.4813,79.553
164.408625,108.3938,87.494075,79.5583
164.59425,108.40065,87.5086,79.567125
164.622,108.4077,87.5202,79.58205
164.66115,108.4273,87.531175,79.590825
164.68585,108.4358,87.55615,79.6075
164.802825,108.45555,87.5665,79.618275
164.8298,108.4606,87.5778,79.631075
164.863375,108.48015,87.601975,79.649475
164.91505,108.50385,87.63085,79.6607
164.9361,108.529725,87.67335,79.668325
164.982325,108.5519,87.6907,79.68715
165.049875,108.577575,87.701575,79.695125
165.212375,108.61415,87.72945,79.703725
165.529625,108.648425,87.745125,79.710225
165.581075,108.681825,87.762175,79.7379
165.6648,108.7257,87.787675,79.748875
165.718275,108.749825,87.814425,79.759625
165.7589,108.7758,87.83085,79.771775
165.81895,108.82495,87.840075,79.78155
165.904725,108.835375,87.850975,79.79115
165.957125,108.8493,87.872725,79.799275
166.01385,108.8757,87.887625,79.806375
166.077175,108.879,87.902625,79.8108
166.147075,108.889625,87.944,79.81835
166.176575,108.9009,87.9702,79.824375
166.23125,108.9182,87.982475,79.8327
166.264175,108.93325,87.996325,79.842525
166.3036,108.946825,88.011425,79.8484
166.3315,108.978975,88.019625,79.855225
166.3532,108.993525,88.035475,79.8583
166.40555,109.0163,88.037675,79.865575
166.4505,109.02705,88.051275,79.873475
166.495025,109.0749,88.067075,79.8825
166.56135,109.1631,88.0856,79.887125
166.708175,109.244125,88.09635,79.892225
166.75925,109.349675,88.10965,79.8982
166.807125,109.36115,88.125825,79.908775
166.8965,109.41815,88.139625,79.915
166.957075,109.455925,88.20045,79.920575
167.0368,109.457925,88.2149,79.933
167.059275,109.4838,88.23365,79.9416
167.0758,109.4988,88.280025,79.95875
167.090225,109.537775,88.2971,79.969525
167.1148,109.583175,88.3597,79.982075
167.142975,109.626325,88.423325,80.00175
167.1995,109.6781,88.44045,80.01055
167.217375,109.7198,88.45415,80.03835
167.245675,109.780825,88.486175,80.04425
167.267625,109.81615,88.50195,80.05115
167.28115,109.847625,88.508525,80.05895
167.348075,109.893925,88.523325,80.0629
167.382525,109.946325,88.54525,80.07085
167.42455,109.974875,88.55805,80.079875
167.48995,110.01575,88.5867,80.083375
167.51865,110.06545,88.60585,80.09415
167.5492,110.140275,88.630375,80.1047
167.556175,110.2146,88.656,80.115825
167.591275,110.258125,88.67675,80.1248
167.6857,110.288375,88.699375,80.1474
167.735325,110.3116,88.723825,80.161775
167.76315,110.332225,88.754275,80.185925
167.8199,110.369375,88.772675,80.190975
167.847,110.41215,88.792175,80.1964
167.874325,110.47985,88.831675,80.2031
167.8888,110.53455,88.8479,80.210825
167.91415,110.6243,88.87295,80.218425
167.9426,110.661225,88.919975,80.225075
167.9657,110.700275,88.9548,80.233075
167.988125,110.740825,88.977425,80.239575
168.008,110.789225,88.9894,80.2487
168.030475,110.8355,89.010875,80.26465
168.0543,110.900625,89.023075,80.29795
168.09965,110.956475,89.0346,80.3086
168.128075,111.005425,89.050875,80.321075
168.15895,111.01585,89.067725,80.331125
168.184925,111.07135,89.082625,80.36015
168.206925,111.093925,89.091525,80.3716
168.2337,111.126975,89.10245,80.38235
168.25525,111.158225,89.115925,80.39375
168.301775,111.194475,89.132525,80.405625
168.35745,111.230125,89.144275,80.415325
168.429575,111.265075,89.16015,80.424475
168.48275,111.285225,89.18055,80.436675
168.510975,111.311375,89.194125,80.46285
168.54615,111.317775,89.2092,80.487925
168.655925,111.351375,89.227475,80.497725
168.7094,111.38115,89.24785,80.505175
168.73015,111.403875,89.262675,80.52365
168.757725,111.421325,89.2793,80.5322
168.789975,111.449675,89.30275,80.549725
168.889175,111.4764,89.3158,80.5602
168.91205,111.503075,89.381875,80.5801
168.93425,111.5393,89.4085,80.5928
168.9625,111.57545,89.4293,80.64285
168.982725,111.621325,89.440975,80.6524
169.007625,111.654075,89.44495,80.664925
169.022475,111.68795,89.47425,80.673125
169.043225,111.732675,89.55145,80.69415
169.068525,111.754075,89.582,80.71405
169.097725,111.776725,89.604875,80.72535
169.1453,111.804225,89.62585,80.746375
169.1831,111.831175,89.65015,80.757775
169.2465,111.876775,89.68895,80.769
169.25725,111.914775,89.7127,80.792025
169.3238,111.9532,89.73185,80.80945
169.36505,111.985775,89.753525,80.8212
169.396425,112.017325,89.781175,80.8312
169.428975,112.040725,89.809475,80.86325
169.43195,112.07605,89.814325,80.893875
169.440225,112.094875,89.821575,80.9024
169.4582,112.1317,89.8415,80.9134
169.492775,112.20375,89.849625,80.92285
169.5236,112.23545,89.860875,80.951175
169.587925,112.2922,89.871325,80.97915
169.62095,112.315925,89.8981,80.99285
169.6407,112.3468,89.91065,81.004625
169.65045,112.369,89.918075,81.010475
169.670675,112.4375,89.9283,81.016575
169.695125,112.457625,89.940925,81.029525
169.71675,112.498075,89.94975,81.041525
169.730775,112.512525,89.9984,81.068025
169.74745,112.530325,90.007875,81.07855
169.821975,112.578675,90.055725,81.095725
169.8578,112.608675,90.084875,81.115075
169.8814,112.638925,90.12505,81.138075
169.891325,112.6742,90.169825,81.15745
169.907825,112.70995,90.19375,81.2152
169.9256,112.73345,90.205075,81.240725
169.94295,112.762575,90.230925,81.274375
169.95905,112.803275,90.294175,81.28605
169.973225,112.846025,90.3201,81.296175
169.991075,112.87435,90.354225,81.319175
170.01005,112.900425,90.36005,81.334825
170.05245,112.92755,90.377275,81.352225
170.0676,112.9554,90.3973,81.364475
170.087275,112.973925,90.4194,81.379925
170.11085,112.99445,90.4367,81.39875
170.15235,113.015125,90.455425,81.427475
170.190775,113.0456,90.48265,81.47575
170.207075,113.0759,90.50945,81.4915
170.237275,113.101075,90.53015,81.50295
170.270375,113.123675,90.560075,81.519
170.29185,113.156075,90.5771,81.54055
170.30995,113.170225,90.59645,81.554025
170.3812,113.191925,90.623975,81.571675
170.4275,113.1986,90.64095,81.586425
170.4735,113.2243,90.679575,81.60005
170.699475,113.24225,90.7068,81.63705
170.793975,113.26085,90.740775,81.645275
170.8762,113.281,90.769,81.6529
170.89285,113.307375,90.7885,81.6629
170.9113,113.33305,90.8208,81.68795
170.912325,113.346125,90.8445,81.697925
170.96945,113.352475,90.87625,81.70485
170.99725,113.37175,90.885925,81.7201
171.027975,113.4079,90.91095,81.765375
171.05815,113.42685,90.935125,81.78425
171.1065,113.45685,90.9591,81.8049
171.12695,113.484425,90.981625,81.80655
171.141325,113.507375,91.015925,81.8532
171.167275,113.536875,91.057075,81.86245
171.195575,113.569275,91.0953,81.8768
171.253,113.595275,91.1269,81.90315
171.290725,113.62055,91.185075,81.91025
171.322325,113.621775,91.2005,81.923025
171.4102,113.64955,91.22735,81.95575
171.481675,113.697975,91.2646,81.972325
171.509825,113.7242,91.308525,81.991475
171.57555,113.74495,91.33885,81.995775
171.7788,113.773675,91.390975,82.038125
171.8463,113.794175,91.427625,82.06095
172.02545,113.839,91.441175,82.0657
172.122325,113.912325,91.46025,82.13515
172.142925,113.92645,91.48325,82.1599
172.17695,113.95775,91.5134,82.176875
172.205125,113.994,91.521425,82.187125
172.344475,114.029075,91.545025,82.19735
172.384475,114.03855,91.579875,82.209775
172.450675,114.0648,91.65705,82.23375
172.508925,114.096875,91.692375,82.245425
172.597075,114.13705,91.730325,82.2552
172.7407,114.16785,91.7455,82.29195
172.804325,114.18525,91.7889,82.300725
172.876975,114.2118,91.81275,82.310125
172.9586,114.261775,91.83435,82.321325
173.11445,114.275775,91.8627,82.336525
173.20945,114.3049,91.88355,82.347025
173.2657,114.332825,91.890725,82.358125
173.3298,114.35685,91.91025,82.388075
173.404325,114.3825,91.932275,82.403725
173.4106,114.434425,91.9577,82.424875
173.431325,114.448325,91.977325,82.432075
173.5056,114.495525,92.005625,82.44085
173.59625,114.534625,92.019525,82.4495
173.652275,114.5641,92.0491,82.463475
173.66875,114.60125,92.0734,82.496325
173.7025,114.63885,92.084525,82.512025
173.776925,114.659225,92.12025,82.5218
173.80415,114.69115,92.139575,82.523575
173.8236,114.7142,92.1559,82.536775
173.8551,114.742775,92.171125,82.551125
173.88215,114.78235,92.187575,82.56485
173.948825,114.8264,92.2041,82.583575
173.993475,114.892475,92.223,82.600575
174.037975,114.93935,92.2398,82.634875
174.08905,114.955225,92.256475,82.654425
174.1217,114.990475,92.296475,82.6648
174.15895,115.021025,92.31925,82.678425
174.1981,115.0382,92.34035,82.689875
174.233175,115.10705,92.356125,82.698725
174.2852,115.131525,92.3807,82.705225
174.352175,115.15835,92.40275,82.71755
174.38815,115.183975,92.419125,82.724975
174.416125,115.203875,92.459175,82.763325
174.457875,115.2199,92.478925,82.770125
174.492575,115.247475,92.534,82.793275
174.51305,115.2817,92.5517,82.8025
174.534425,115.33645,92.57295,82.811825
174.5954,115.37995,92.625225,82.827275
174.67525,115.402975,92.6523,82.8493
174.806125,115.4291,92.70015,82.8594
174.84815,115.44155,92.727875,82.879275
174.870075,115.453875,92.743425,82.89205
174.9048,115.463525,92.7654,82.9062
174.955975,115.483075,92.7843,82.92465
174.990625,115.512675,92.798625,82.937325
175.014175,115.54295,92.80895,82.95685
175.06755,115.571025,92.825425,82.969825
175.1381,115.607575,92.84055,83.001925
175.194025,115.630875,92.862375,83.010925
175.2165,115.68385,92.907425,83.021925
175.24785,115.782725,92.928225,83.03145
175.273,115.808225,92.956625,83.054675
175.316625,115.85245,92.99615,83.07685
175.340575,115.88755,93.018075,83.104025
175.37765,115.9078,93.041625,83.142875
175.39435,115.935225,93.0785,83.16405
175.48865,115.949025,93.111325,83.1724
175.5109,115.968175,93.138275,83.188825
175.520225,115.9862,93.18625,83.2313
175.532575,116.001075,93.2171,83.265925
175.550775,116.01785,93.218225,83.2895
175.5649,116.03835,93.23715,83.3226
175.580575,116.074825,93.2539,83.35965
175.60015,116.1353,93.27465,83.439175
175.615975,116.1757,93.290925,83.469775
175.6898,116.218475,93.3222,83.485125
175.72945,116.26005,93.350025,83.5042
175.746,116.2879,93.390025,83.51795
175.76545,116.3062,93.41725,83.5378
175.78195,116.3353,93.4295,83.543425
175.8169,116.362475,93.44225,83.55115
175.83335,116.416675,93.44895,83.5552
175.881125,116.45415,93.46035,83.56025
175.897325,116.477775,93.4728,83.576275
175.921875,116.49085,93.49465,83.5837
175.93355,116.52715,93.522175,83.5915
175.947875,116.546875,93.5458,83.615375
175.9642,116.586,93.6528,83.624425
176.003025,116.615075,93.679325,83.662975
176.01835,116.621225,93.712925,83.67855
176.02945,116.73115,93.7393,83.6986
176.087825,116.75335,93.758025,83.7238
176.103925,116.781125,93.784225,83.7483
176.131675,116.815525,93.819575,83.76065
176.1685,116.842025,93.85185,83.7767
176.196575,116.887725,93.9282,83.78895
176.24195,116.9244,93.9544,83.79985
176.284275,116.960225,93.986275,83.814925
176.319175,116.989075,94.01805,83.826525
176.355075,117.0224,94.064625,83.845025
176.388275,117.044475,94.10245,83.868925
176.413575,117.085375,94.126075,83.884475
176.439975,117.12985,94.1536,83.899675
176.45375,117.15625,94.15885,83.9358
176.471925,117.199775,94.17525,83.968775
176.4969,117.2247,94.218525,83.97995
176.519625,117.267225,94.2443,83.99275
176.635175,117.310275,94.280125,84.004125
176.678575,117.3523,94.307125,84.022075
176.734475,117.384475,94.34115,84.033875
176.8776,117.443125,94.369075,84.038975
176.895675,117.495575,94.3975,84.052625
176.9474,117.529,94.45365,84.05815
176.9529,117.62575,94.494175,84.0674
177.0403,117.67775,94.52025,84.0829
177.273275,117.69905,94.536025,84.103375
177.356675,117.726225,94.57065,84.109775
177.397175,117.746475,94.598925,84.1251
177.437825,117.76315,94.6211,84.136425
177.48645,117.778175,94.654925,84.14945
177.5834,117.8076,94.699475,84.17415
177.618725,117.823325,94.8133,84.203125
177.6713,117.834925,94.839325,84.23595
177.8177,117.87175,94.8543,84.252625
177.938075,117.911625,94.894525,84.33975
177.9551,117.940375,94.917075,84.399275
178.14445,117.96745,94.9207,84.42585
178.24195,117.996575,94.949925,84.473025
178.270575,118.0429,94.975775,84.493125
178.295325,118.07565,94.98995,84.5236
178.36675,118.119125,95.015075,84.5369
178.3998,118.146975,95.03845,84.546975
178.465925,118.19745,95.074,84.5536
178.475475,118.27465,95.094075,84.572175
178.5066,118.30705,95.119925,84.586425
178.557325,118.348,95.1744,84.59905
178.585525,118.356575,95.200725,84.608875
178.61825,118.3699,95.223925,84.6247
178.67065,118.401875,95.225775,84.6435
178.716425,118.435975,95.246775,84.6544
178.91465,118.4764,95.294325,84.6705
178.94915,118.499675,95.314375,84.6801
179.01675,118.5347,95.328625,84.688675
179.035775,118.569775,95.362425,84.70495
179.040775,118.608475,95.387475,84.719575
179.0615,118.63545,95.4116,84.73385
179.062875,118.69945,95.428525,84.75455
179.114675,118.725575,95.469,84.76535
179.159525,118.743175,95.490375,84.778575
179.191575,118.774625,95.5855,84.7907
179.21595,118.783425,95.645475,84.822025
179.27635,118.811475,95.685,84.834725
179.3232,118.8351,95.743425,84.863075
179.345775,118.87585,95.778625,84.886125
179.3902,118.90575,95.817925,84.899325
179.40205,118.942,95.84005,84.928975
179.42075,118.982725,95.861,84.93685
179.42815,118.995125,95.8892,84.95155
179.557225,119.0197,95.932225,84.97765
179.5983,119.07905,95.959725,84.995725
179.646,119.0985,96.005875,85.011675
179.66685,119.149075,96.030175,85.0194
179.696375,119.173475,96.049575,85.0306
179.73185,119.198625,96.070575,85.0432
179.767275,119.21675,96.0869,85.055075
179.780425,119.2498,96.1254,85.102875
179.788525,119.258725,96.187625,85.1375
179.802225,119.274125,96.241025,85.17165
179.822775,119.286575,96.2908,85.202875
179.859175,119.302225,96.34675,85.246325
179.89235,119.31935,96.390225,85.265025
179.9198,119.337325,96.42465,85.278425
179.936525,119.354825,96.441825,85.292225
179.981025,119.37885,96.475125,85.3175
179.99245,119.40115,96.5149,85.40625
179.99945,119.421775,96.537875,85.4325
180.015825,119.4613,96.574225,85.466775
180.028375,119.500625,96.67165,85.500375
180.04315,119.553425,96.7035,85.543425
180.05465,119.595775,96.730175,85.58135
180.0687,119.63315,96.77205,85.688225
180.083825,119.686475,96.7949,85.77405
180.105775,119.721675,96.8114,85.806025
180.11745,119.7383,96.82735,85.8673
180.13575,119.758425,96.855075,85.90045
180.1494,119.7935,96.874325,85.949625
180.162225,119.823275,96.897575,86.001875
180.181725,119.852875,96.937925,86.1138
180.18955,119.871875,96.98735,86.13745
180.19235,119.909225,97.020075,86.23515
180.21615,119.9649,97.024425,86.274125
180.249175,119.996375,97.05105,86.302875
180.2715,120.02835,97.068025,86.314925
180.305875,120.060725,97.0958,86.340775
180.318375,120.06355,97.114175,86.3563
180.3321,120.087375,97.12055,86.382725
180.34325,120.113425,97.14285,86.40845
180.354625,120.12765,97.18165,86.45935
180.368125,120.148975,97.204875,86.503
180.4033,120.179375,97.2304,86.531325
180.423875,120.207025,97.291725,86.567225
180.442075,120.244475,97.339175,86.591475
180.45185,120.287075,97.361475,86.628925
180.456625,120.331725,97.404,86.65925
180.48255,120.333725,97.4304,86.71285
180.4991,120.350725,97.44575,86.7476
180.527725,120.37885,97.4581,86.776175
180.5307,120.402425,97.4719,86.791875
180.570625,120.420775,97.49835,86.820725
180.58505,120.424575,97.5189,86.856075
