SPK_SPKC01a (no clear),SPK_SPKC02b (exc),SPK_SPKC07a (exc),SPK_SPKC09c (inhi),SPK_SPKC12b (exc),SPK_SPKC14a (exc),SPK_SPKC15a (inhi/exc),SPK_SPKC16a (inhi/exc?)
514.674375,,,459.5282,,,,
514.700075,,,459.548375,,,,
514.72635,,,459.5775,,,,
514.774875,,,459.59995,,,,
514.815925,,,459.623975,,,,
514.837275,,,459.642725,,,,
514.864825,,,459.686725,,,,
514.901375,,,459.703625,,,,
514.93675,,,459.73005,,,,
514.9634,,,459.773725,,,,
514.985075,,,459.8133,,,,
515.025825,,,459.825025,,,,
515.08825,,,459.8503,,,,
515.109375,,,459.8674,,,,
515.142975,,,459.916825,,,,
515.168975,,,459.990975,,,,
515.2002,,,459.996875,,,,
515.2206,,,460.025325,,,,
515.25065,,,460.0458,,,,
515.2944,,,460.069625,,,,
515.312625,,,460.0889,,,,
515.37395,,,460.12035,,,,
515.44845,,,460.122825,,,,
515.495575,,,460.14145,,,,
515.5596,,,460.163125,,,,
515.595675,,,460.248225,,,,
515.61995,,,460.27385,,,,
515.669125,,,460.3095,,,,
515.703475,,,460.3415,,,,
515.73735,,,460.3811,,,,
515.76925,,,460.401175,,,,
515.8009,,,460.455975,,,,
515.836625,,,460.472125,,,,
515.865875,,,460.497625,,,,
515.87985,,,460.545475,,,,
515.905075,,,460.572075,,,,
515.931675,,,460.613625,,,,
515.98075,,,460.64025,,,,
516.01255,,,460.66775,,,,
516.03085,,,460.6895,,,,
516.083025,,,460.732275,,,,
516.10365,,,460.757575,,,,
516.10665,,,460.78835,,,,
516.132425,,,460.824325,,,,
516.1651,,,460.84695,,,,
516.196525,,,460.862625,,,,
516.21775,,,460.890875,,,,
516.25115,,,460.944125,,,,
516.286975,,,461.001275,,,,
516.31805,,,461.02215,,,,
516.362675,,,461.0498,,,,
516.4186,,,461.0747,,,,
516.4531,,,461.1152,,,,
516.459225,,,461.1474,,,,
516.499725,,,461.159975,,,,
516.535375,,,461.2163,,,,
516.569625,,,461.25935,,,,
516.59845,,,461.272975,,,,
516.64,,,461.30785,,,,
516.69395,,,461.327125,,,,
516.73545,,,461.3511,,,,
516.7663,,,461.37505,,,,
516.7771,,,461.406025,,,,
516.82195,,,461.448675,,,,
516.86265,,,461.4712,,,,
516.94405,,,461.49695,,,,
516.9937,,,461.52715,,,,
517.05485,,,461.553575,,,,
517.079325,,,461.578575,,,,
517.0973,,,461.604175,,,,
517.165225,,,461.647675,,,,
517.252975,,,461.673325,,,,
517.2948,,,461.7003,,,,
517.345925,,,461.7242,,,,
517.402125,,,461.735875,,,,
517.445675,,,461.76495,,,,
517.489,,,461.787,,,,
517.55335,,,461.80655,,,,
517.585225,,,461.827275,,,,
517.638675,,,461.8519,,,,
517.6952,,,461.879975,,,,
517.73165,,,461.9049,,,,
517.812075,,,461.934325,,,,
517.85305,,,461.966775,,,,
517.89255,,,461.9869,,,,
517.9274,,,462.013575,,,,
517.9643,,,462.04245,,,,
518.016175,,,462.073575,,,,
518.053075,,,462.1066,,,,
518.079,,,462.128,,,,
518.1214,,,462.19505,,,,
518.161225,,,462.215425,,,,
518.1933,,,462.235275,,,,
518.2293,,,462.2812,,,,
518.237475,,,462.309675,,,,
518.276475,,,462.33785,,,,
518.329925,,,462.3661,,,,
518.373675,,,462.39945,,,,
518.429975,,,462.44625,,,,
518.460475,,,462.4727,,,,
518.490125,,,462.505025,,,,
518.529325,,,462.535775,,,,
518.55825,,,462.55725,,,,
518.624575,,,462.576625,,,,
518.674425,,,462.60495,,,,
518.71165,,,462.64225,,,,
518.73785,,,462.700775,,,,
518.778125,,,462.74925,,,,
518.870475,,,462.771625,,,,
518.914425,,,462.8018,,,,
518.927,,,462.8284,,,,
518.95785,,,462.843825,,,,
519.027925,,,462.861925,,,,
519.057875,,,462.8988,,,,
519.115575,,,462.9249,,,,
519.141075,,,462.94725,,,,
519.1813,,,462.9673,,,,
519.236575,,,462.9763,,,,
519.405575,,,462.9938,,,,
519.43355,,,463.018575,,,,
519.442775,,,463.0683,,,,
519.4557,,,463.08965,,,,
519.4955,,,463.1151,,,,
519.53455,,,463.14105,,,,
519.602775,,,463.160625,,,,
519.665375,,,463.1935,,,,
519.67025,,,463.222075,,,,
519.738875,,,463.245875,,,,
519.76145,,,463.268325,,,,
519.7899,,,463.296775,,,,
519.8206,,,463.3182,,,,
519.84675,,,463.3402,,,,
519.897375,,,463.3901,,,,
519.933475,,,463.41235,,,,
520.0254,,,463.435775,,,,
520.084075,,,463.47225,,,,
520.09455,,,463.48435,,,,
520.11845,,,463.526225,,,,
520.15905,,,463.546575,,,,
520.189875,,,463.6313,,,,
520.222925,,,463.65625,,,,
520.3048,,,463.70665,,,,
520.365875,,,463.764875,,,,
520.386825,,,463.791425,,,,
520.4031,,,463.846,,,,
520.420225,,,463.867575,,,,
520.436575,,,463.87155,,,,
520.46195,,,463.8931,,,,
520.5018,,,463.913675,,,,
520.506875,,,463.97825,,,,
520.5182,,,463.994775,,,,
520.53845,,,464.06185,,,,
520.563125,,,464.13695,,,,
520.578775,,,464.15825,,,,
520.589725,,,464.1789,,,,
520.648075,,,464.2001,,,,
520.717825,,,464.228725,,,,
520.753875,,,464.255825,,,,
520.799775,,,464.280175,,,,
520.8148,,,464.2976,,,,
520.8382,,,464.322775,,,,
520.899725,,,464.341925,,,,
520.959075,,,464.373425,,,,
520.974525,,,464.396375,,,,
520.9916,,,464.417575,,,,
521.0235,,,464.43965,,,,
521.059575,,,464.45105,,,,
521.1034,,,464.461875,,,,
521.1627,,,464.486425,,,,
521.1967,,,464.52585,,,,
521.22795,,,464.541925,,,,
521.275175,,,464.5702,,,,
521.302825,,,464.624275,,,,
521.32995,,,464.664325,,,,
521.4098,,,464.69375,,,,
521.438625,,,464.715775,,,,
521.49545,,,464.729975,,,,
521.6411,,,464.748675,,,,
521.676825,,,464.77205,,,,
521.712625,,,464.812875,,,,
521.7284,,,464.834775,,,,
521.757625,,,464.8484,,,,
521.790325,,,464.881025,,,,
521.835525,,,464.889525,,,,
521.83845,,,464.912775,,,,
521.881225,,,464.926375,,,,
521.920375,,,464.937675,,,,
521.974825,,,464.993575,,,,
522.008625,,,465.0155,,,,
522.06395,,,465.042425,,,,
522.085175,,,465.07375,,,,
522.114275,,,465.099825,,,,
522.1504,,,465.12915,,,,
522.1964,,,465.15335,,,,
522.214625,,,465.17835,,,,
522.24765,,,465.2017,,,,
522.281975,,,465.221575,,,,
522.333125,,,465.24185,,,,
522.390875,,,465.285925,,,,
522.419,,,465.306475,,,,
522.47535,,,465.324075,,,,
522.5159,,,465.34455,,,,
522.54165,,,465.366375,,,,
522.562525,,,465.3902,,,,
522.588325,,,465.41005,,,,
522.611375,,,465.430175,,,,
522.635775,,,465.4446,,,,
522.742575,,,465.4458,,,,
522.76635,,,465.4808,,,,
522.7929,,,465.499425,,,,
522.829425,,,465.5144,,,,
522.86055,,,465.532775,,,,
522.898375,,,465.562,,,,
522.943475,,,465.6088,,,,
522.991425,,,465.6447,,,,
523.0349,,,465.6687,,,,
523.144075,,,465.7591,,,,
523.18035,,,465.776875,,,,
523.198925,,,465.803875,,,,
523.223225,,,465.8223,,,,
523.271225,,,465.8407,,,,
523.3033,,,465.8625,,,,
523.327225,,,465.885775,,,,
523.360725,,,465.8907,,,,
523.395275,,,465.9305,,,,
523.4317,,,465.9518,,,,
523.466475,,,465.9735,,,,
523.511675,,,466.003225,,,,
523.5727,,,466.029375,,,,
523.62925,,,466.0871,,,,
523.65305,,,466.11065,,,,
523.68865,,,466.12985,,,,
523.72925,,,466.147925,,,,
523.75235,,,466.1696,,,,
523.78195,,,466.18965,,,,
523.813125,,,466.208275,,,,
523.830475,,,466.220175,,,,
523.8537,,,466.230925,,,,
523.888725,,,466.284575,,,,
523.9032,,,466.30695,,,,
523.9177,,,466.3309,,,,
523.95025,,,466.349525,,,,
523.9647,,,466.36545,,,,
523.989375,,,466.37545,,,,
524.0056,,,466.420775,,,,
524.031375,,,466.445925,,,,
524.045475,,,466.4745,,,,
524.073025,,,466.492775,,,,
524.0924,,,466.514825,,,,
524.1139,,,466.53745,,,,
524.137525,,,466.5657,,,,
524.16535,,,466.5872,,,,
524.21215,,,466.604425,,,,
524.2397,,,466.605975,,,,
524.274375,,,466.6276,,,,
524.319375,,,466.6578,,,,
524.407475,,,466.686925,,,,
524.478675,,,466.71625,,,,
524.5061,,,466.735825,,,,
524.556325,,,466.761575,,,,
524.562,,,466.78255,,,,
524.63905,,,466.8084,,,,
524.66565,,,466.847675,,,,
524.709125,,,466.872675,,,,
524.7775,,,466.89715,,,,
524.80145,,,466.9181,,,,
524.853675,,,466.94235,,,,
524.878775,,,466.99415,,,,
524.9445,,,467.01725,,,,
524.9839,,,467.0617,,,,
525.03595,,,467.10795,,,,
525.073425,,,467.1301,,,,
525.11295,,,467.1519,,,,
525.142975,,,467.174525,,,,
525.177175,,,467.200325,,,,
525.203525,,,467.22285,,,,
525.226675,,,467.24235,,,,
525.239025,,,467.247475,,,,
525.27285,,,467.299775,,,,
525.306175,,,467.304875,,,,
525.32455,,,467.315,,,,
525.348425,,,467.3373,,,,
525.376225,,,467.3516,,,,
525.40015,,,467.354475,,,,
525.4223,,,467.38175,,,,
525.43385,,,467.41435,,,,
525.455775,,,467.4554,,,,
525.473975,,,467.481875,,,,
525.4936,,,467.49385,,,,
525.49825,,,467.511725,,,,
525.546525,,,467.5309,,,,
525.580275,,,467.5524,,,,
525.60485,,,467.55445,,,,
525.629025,,,467.5677,,,,
525.6317,,,467.570425,,,,
525.65435,,,467.57865,,,,
525.68425,,,467.58755,,,,
525.715225,,,467.60595,,,,
525.7503,,,467.6261,,,,
525.7703,,,467.6402,,,,
525.784175,,,467.659425,,,,
525.81465,,,467.681,,,,
525.836225,,,467.69745,,,,
525.852875,,,467.71465,,,,
525.85465,,,467.758075,,,,
525.8779,,,467.7818,,,,
525.908825,,,467.8053,,,,
525.936575,,,467.8699,,,,
525.9663,,,467.88965,,,,
526.0075,,,467.913675,,,,
526.0554,,,467.938125,,,,
526.0747,,,467.9608,,,,
526.089875,,,468.0055,,,,
526.12055,,,468.0119,,,,
526.1383,,,468.026875,,,,
526.154725,,,468.03425,,,,
526.18435,,,468.042325,,,,
526.19705,,,468.0437,,,,
526.22125,,,468.044725,,,,
526.24435,,,468.0973,,,,
526.287025,,,468.1175,,,,
526.315875,,,468.133375,,,,
526.340375,,,468.140125,,,,
526.36945,,,468.177625,,,,
526.39925,,,468.194875,,,,
526.41745,,,468.21495,,,,
526.4656,,,468.233125,,,,
526.498,,,468.25685,,,,
526.531025,,,468.280975,,,,
526.564375,,,468.29925,,,,
526.61975,,,468.321525,,,,
526.71065,,,468.324,,,,
526.788475,,,468.3441,,,,
526.819725,,,468.373575,,,,
526.8478,,,468.3946,,,,
526.8623,,,468.4114,,,,
526.88085,,,468.435575,,,,
526.91585,,,468.448725,,,,
526.992825,,,468.463275,,,,
527.0597,,,468.479,,,,
527.122525,,,468.534,,,,
527.1418,,,468.556875,,,,
527.157975,,,468.592,,,,
527.18205,,,468.613925,,,,
527.2005,,,468.6315,,,,
527.22995,,,468.659025,,,,
527.234575,,,468.7116,,,,
527.268925,,,468.734,,,,
527.295525,,,468.759475,,,,
527.298675,,,468.7791,,,,
527.32845,,,468.79845,,,,
527.352975,,,468.8166,,,,
527.36405,,,468.8296,,,,
527.3689,,,468.846825,,,,
527.379275,,,468.855,,,,
527.387125,,,468.889175,,,,
527.4136,,,468.917275,,,,
527.441375,,,468.948225,,,,
527.54055,,,468.9707,,,,
527.5619,,,469.018625,,,,
527.658,,,469.04785,,,,
527.699775,,,469.073525,,,,
527.72115,,,469.0981,,,,
527.779675,,,469.13045,,,,
527.816825,,,469.152125,,,,
527.84225,,,469.1719,,,,
527.8867,,,469.1863,,,,
527.91205,,,469.193075,,,,
527.956375,,,469.206,,,,
528.06685,,,469.219125,,,,
528.1606,,,469.25425,,,,
528.23475,,,469.285675,,,,
528.2931,,,469.306975,,,,
528.300075,,,469.3284,,,,
528.35275,,,469.354325,,,,
528.4044,,,469.409675,,,,
528.4442,,,469.434625,,,,
528.4763,,,469.4626,,,,
528.517575,,,469.47875,,,,
528.573125,,,469.4952,,,,
528.609375,,,469.514225,,,,
528.633,,,469.531025,,,,
528.6677,,,469.55435,,,,
528.688125,,,469.571,,,,
528.736825,,,469.5858,,,,
528.767225,,,469.605225,,,,
528.808625,,,469.62835,,,,
528.84895,,,469.67875,,,,
528.934225,,,469.705675,,,,
528.9725,,,469.7274,,,,
529.026825,,,469.78255,,,,
529.082475,,,469.812,,,,
529.119725,,,469.843075,,,,
529.173975,,,469.91685,,,,
529.211325,,,469.92535,,,,
529.254275,,,469.936225,,,,
529.285575,,,469.951625,,,,
529.360225,,,469.976975,,,,
529.405225,,,469.9907,,,,
529.4725,,,470.030975,,,,
529.5128,,,470.043525,,,,
529.55475,,,470.054,,,,
529.613525,,,470.09375,,,,
529.656475,,,470.120825,,,,
529.68115,,,470.163125,,,,
529.70145,,,470.190925,,,,
529.721325,,,470.217225,,,,
529.760225,,,470.248275,,,,
529.78105,,,470.26765,,,,
529.81785,,,470.2747,,,,
529.845125,,,470.299825,,,,
529.8674,,,470.319375,,,,
529.89515,,,470.34015,,,,
529.91445,,,470.35515,,,,
529.961975,,,470.38485,,,,
529.98655,,,470.401925,,,,
530.01405,,,470.45285,,,,
530.070275,,,470.4796,,,,
530.095325,,,470.49775,,,,
530.126075,,,470.50145,,,,
530.157225,,,470.52485,,,,
530.204775,,,470.54585,,,,
530.223,,,470.59945,,,,
530.243275,,,470.6258,,,,
530.2692,,,470.64405,,,,
530.30035,,,470.658,,,,
530.326525,,,470.67795,,,,
530.33915,,,470.729825,,,,
530.3559,,,470.75565,,,,
530.3745,,,470.77875,,,,
530.403125,,,470.80545,,,,
530.469575,,,470.8306,,,,
530.498025,,,470.84995,,,,
530.5478,,,470.8996,,,,
530.579125,,,470.992725,,,,
530.597925,,,471.0639,,,,
530.61545,,,471.135425,,,,
530.667325,,,471.160775,,,,
530.700175,,,471.192025,,,,
530.795825,,,471.219,,,,
530.83375,,,471.23715,,,,
530.927275,,,471.25315,,,,
530.954225,,,471.276775,,,,
530.975925,,,471.294225,,,,
530.9965,,,471.31825,,,,
531.0264,,,471.4075,,,,
531.064425,,,471.432775,,,,
531.100625,,,471.45955,,,,
531.122825,,,471.478275,,,,
531.146075,,,471.488025,,,,
531.1836,,,471.518125,,,,
531.234925,,,471.5491,,,,
531.274475,,,471.578925,,,,
531.29515,,,471.607325,,,,
531.312575,,,471.654775,,,,
531.32155,,,471.678425,,,,
531.34175,,,471.75255,,,,
531.3836,,,471.793425,,,,
531.4284,,,471.81205,,,,
531.459525,,,471.835425,,,,
531.490975,,,471.91645,,,,
531.526975,,,471.933025,,,,
531.57905,,,471.96195,,,,
531.618375,,,471.991075,,,,
531.62135,,,472.017025,,,,
531.639825,,,472.044525,,,,
531.6654,,,472.069925,,,,
531.6838,,,472.1215,,,,
531.71645,,,472.14675,,,,
531.755075,,,472.1661,,,,
531.7983,,,472.1824,,,,
531.85015,,,472.208725,,,,
531.885925,,,472.235675,,,,
531.9099,,,472.2681,,,,
531.972925,,,472.291775,,,,
532.0044,,,472.317475,,,,
532.074875,,,472.334275,,,,
532.10615,,,472.355,,,,
532.14505,,,472.3809,,,,
532.17435,,,472.40105,,,,
532.196675,,,472.428375,,,,
532.22575,,,472.473675,,,,
532.240175,,,472.49945,,,,
532.2927,,,472.52175,,,,
532.32535,,,472.5518,,,,
532.3426,,,472.56345,,,,
532.37625,,,472.578425,,,,
532.410625,,,472.59545,,,,
532.434875,,,472.613725,,,,
532.45915,,,472.62515,,,,
532.5,,,472.6433,,,,
532.550925,,,472.69205,,,,
532.613,,,472.7174,,,,
532.661225,,,472.76445,,,,
532.711525,,,472.794375,,,,
532.73445,,,472.81585,,,,
532.770975,,,472.8366,,,,
532.79085,,,472.862225,,,,
532.8216,,,472.878025,,,,
532.84355,,,472.896925,,,,
532.8609,,,472.921075,,,,
532.8761,,,472.9449,,,,
532.943775,,,472.9854,,,,
532.968225,,,473.019675,,,,
533.000875,,,473.060575,,,,
533.050075,,,473.0915,,,,
533.084975,,,473.10805,,,,
533.117425,,,473.127325,,,,
533.14875,,,473.168775,,,,
533.1781,,,473.194575,,,,
533.20725,,,473.2218,,,,
533.2663,,,473.24695,,,,
533.287775,,,473.276625,,,,
533.3193,,,473.29815,,,,
533.391975,,,473.3272,,,,
533.4126,,,473.38145,,,,
533.4394,,,473.400225,,,,
533.555425,,,473.424225,,,,
533.570675,,,473.4414,,,,
533.579275,,,473.460625,,,,
533.624275,,,473.46725,,,,
533.6661,,,473.487675,,,,
533.7005,,,473.511825,,,,
533.7349,,,473.5374,,,,
533.767,,,473.563625,,,,
533.799325,,,473.6149,,,,
533.8303,,,473.6565,,,,
533.876325,,,473.680325,,,,
533.9307,,,473.706375,,,,
533.97545,,,473.7197,,,,
534.0006,,,473.7251,,,,
534.01235,,,473.744525,,,,
534.0266,,,473.76145,,,,
534.041725,,,473.77635,,,,
534.044825,,,473.79225,,,,
534.0973,,,473.818125,,,,
534.11335,,,473.839475,,,,
534.1386,,,473.859175,,,,
534.1751,,,473.864025,,,,
534.20115,,,473.883525,,,,
534.27945,,,473.893125,,,,
534.319375,,,473.941925,,,,
534.35135,,,473.96155,,,,
534.396775,,,473.985875,,,,
534.459825,,,474.001025,,,,
534.50045,,,474.0263,,,,
534.5419,,,474.054675,,,,
534.5678,,,474.076325,,,,
534.6025,,,474.103875,,,,
534.641525,,,474.151175,,,,
534.656125,,,474.212775,,,,
534.673075,,,474.233375,,,,
534.748425,,,474.246325,,,,
534.78585,,,474.27415,,,,
534.82465,,,474.2826,,,,
534.8632,,,474.31565,,,,
534.89425,,,474.34085,,,,
534.922025,,,474.3642,,,,
534.96115,,,474.387,,,,
534.974425,,,474.4092,,,,
534.98545,,,474.439775,,,,
535.006775,,,474.505225,,,,
535.014425,,,474.52745,,,,
535.06945,,,474.533625,,,,
535.1163,,,474.553075,,,,
535.133725,,,474.618925,,,,
535.163825,,,474.64935,,,,
535.190425,,,474.67035,,,,
535.254075,,,474.694,,,,
535.27385,,,474.7146,,,,
535.303225,,,474.73545,,,,
535.3452,,,474.845475,,,,
535.37665,,,474.871225,,,,
535.4124,,,474.8931,,,,
535.47005,,,474.912475,,,,
535.50275,,,474.932075,,,,
535.50555,,,474.934225,,,,
535.527125,,,474.9544,,,,
535.5545,,,474.980125,,,,
535.569125,,,475.001775,,,,
535.62865,,,475.0204,,,,
535.660375,,,475.059825,,,,
535.69795,,,475.077075,,,,
535.74735,,,475.0919,,,,
535.811375,,,475.106775,,,,
535.83295,,,475.131325,,,,
535.863725,,,475.13675,,,,
535.882675,,,475.147175,,,,
535.910525,,,475.178575,,,,
535.9349,,,475.215075,,,,
535.96335,,,475.239975,,,,
536.0065,,,475.264,,,,
536.0428,,,475.29,,,,
536.06745,,,475.30965,,,,
536.0887,,,475.3401,,,,
536.121425,,,475.365175,,,,
536.150125,,,475.391725,,,,
536.19665,,,475.412075,,,,
536.24095,,,475.4379,,,,
536.26515,,,475.459175,,,,
536.3002,,,475.483525,,,,
536.390075,,,475.50955,,,,
536.445525,,,475.526675,,,,
536.473875,,,475.5459,,,,
536.50805,,,475.588925,,,,
536.53245,,,475.614675,,,,
536.568925,,,475.6362,,,,
536.58545,,,475.6526,,,,
536.62375,,,475.66335,,,,
536.6464,,,475.670775,,,,
536.67,,,475.6843,,,,
536.723475,,,475.7043,,,,
536.7687,,,475.749025,,,,
536.8126,,,475.77,,,,
536.848775,,,475.79485,,,,
536.946725,,,475.825325,,,,
536.9686,,,475.852575,,,,
537.011325,,,475.872525,,,,
537.040875,,,475.922625,,,,
537.07,,,475.946475,,,,
537.1572,,,475.966475,,,,
537.185225,,,475.982725,,,,
537.229975,,,475.9976,,,,
537.2458,,,476.043625,,,,
537.291675,,,476.102425,,,,
537.33005,,,476.1297,,,,
537.355875,,,476.1553,,,,
537.39755,,,476.186075,,,,
537.41945,,,476.219575,,,,
537.4424,,,476.243125,,,,
537.48055,,,476.266075,,,,
537.524125,,,476.295025,,,,
537.558775,,,476.344725,,,,
537.589175,,,476.392325,,,,
537.601225,,,476.3952,,,,
537.65835,,,476.422175,,,,
537.69555,,,476.445475,,,,
537.758,,,476.476175,,,,
537.773875,,,476.502025,,,,
537.7954,,,476.524,,,,
537.83465,,,476.569775,,,,
537.84755,,,476.578225,,,,
537.851,,,476.5951,,,,
537.91235,,,476.6108,,,,
537.95685,,,476.65745,,,,
537.98655,,,476.717325,,,,
538.0093,,,476.7502,,,,
538.041575,,,476.77275,,,,
538.06765,,,476.80095,,,,
538.13415,,,476.829025,,,,
538.192875,,,476.858375,,,,
538.2093,,,476.883125,,,,
538.295775,,,476.927875,,,,
538.38945,,,476.95145,,,,
538.437925,,,476.97465,,,,
538.47315,,,476.989275,,,,
538.523775,,,477.002625,,,,
538.5628,,,477.006075,,,,
538.60995,,,477.008725,,,,
538.66325,,,477.04155,,,,
538.719725,,,477.06245,,,,
538.740525,,,477.074675,,,,
538.76955,,,477.0793,,,,
538.81275,,,477.105975,,,,
538.82455,,,477.1246,,,,
538.8729,,,477.152625,,,,
538.90235,,,477.19765,,,,
538.9348,,,477.224825,,,,
538.969,,,477.248975,,,,
538.97185,,,477.273825,,,,
538.99825,,,477.294325,,,,
539.011075,,,477.3027,,,,
539.0314,,,477.3132,,,,
539.052875,,,477.32715,,,,
539.08115,,,477.3375,,,,
539.118425,,,477.33935,,,,
539.14015,,,477.3461,,,,
539.16315,,,477.374425,,,,
539.194975,,,477.415325,,,,
539.242275,,,477.448975,,,,
539.2818,,,477.508075,,,,
539.313625,,,477.5334,,,,
539.3757,,,477.562625,,,,
539.423625,,,477.5861,,,,
539.474925,,,477.6125,,,,
539.508675,,,477.654875,,,,
539.53715,,,477.67615,,,,
539.5497,,,477.689225,,,,
539.598975,,,477.7145,,,,
539.65375,,,477.735525,,,,
539.69755,,,477.7624,,,,
539.74645,,,477.766725,,,,
539.793525,,,477.7884,,,,
539.831875,,,477.8131,,,,
539.86185,,,477.84,,,,
539.924975,,,477.8661,,,,
539.9768,,,477.891575,,,,
540.023325,,,477.9203,,,,
540.0621,,,477.927275,,,,
540.1341,,,477.948325,,,,
540.186125,,,477.97425,,,,
540.226675,,,478.03145,,,,
540.252725,,,478.0571,,,,
540.291425,,,478.07815,,,,
540.37275,,,478.113425,,,,
540.446125,,,478.13805,,,,
540.505775,,,478.162575,,,,
540.5616,,,478.185625,,,,
540.622475,,,478.222775,,,,
540.68375,,,478.2454,,,,
540.75035,,,478.265275,,,,
540.80105,,,478.30685,,,,
540.869775,,,478.33295,,,,
540.95965,,,478.36135,,,,
540.99215,,,478.375425,,,,
541.025625,,,478.4258,,,,
541.091675,,,478.448075,,,,
541.2042,,,478.462775,,,,
541.249575,,,478.4844,,,,
541.292125,,,478.501025,,,,
541.3375,,,478.50295,,,,
541.3788,,,478.517825,,,,
541.427025,,,478.55265,,,,
541.4447,,,478.582575,,,,
541.4644,,,478.6137,,,,
541.50135,,,478.6329,,,,
541.557225,,,478.658,,,,
541.5969,,,478.6966,,,,
541.630775,,,478.709575,,,,
541.6711,,,478.74485,,,,
541.692475,,,478.764975,,,,
541.723,,,478.77995,,,,
541.758725,,,478.7965,,,,
541.813225,,,478.82025,,,,
541.875175,,,478.84435,,,,
541.9238,,,478.9164,,,,
541.95615,,,478.935525,,,,
542.00975,,,478.95955,,,,
542.049375,,,478.980825,,,,
542.0918,,,479.0119,,,,
542.134925,,,479.02705,,,,
542.18505,,,479.069075,,,,
542.234425,,,479.120325,,,,
542.27385,,,479.14835,,,,
542.354675,,,479.16785,,,,
542.35695,,,479.18525,,,,
542.440225,,,479.207325,,,,
542.485525,,,479.2265,,,,
542.534075,,,479.2621,,,,
542.5771,,,479.3054,,,,
542.64665,,,479.32595,,,,
542.698275,,,479.37205,,,,
542.7044,,,479.392075,,,,
542.73305,,,479.49195,,,,
542.743775,,,479.514375,,,,
542.76535,,,479.54345,,,,
542.7971,,,479.56755,,,,
542.8207,,,479.59865,,,,
542.89165,,,479.6041,,,,
542.934075,,,479.63475,,,,
542.952825,,,479.642575,,,,
542.98325,,,479.664525,,,,
543.019975,,,479.739775,,,,
543.05295,,,479.760125,,,,
543.094775,,,479.78125,,,,
543.142925,,,479.814775,,,,
543.18475,,,479.830975,,,,
543.245275,,,479.852075,,,,
543.262375,,,479.8806,,,,
543.275975,,,479.91075,,,,
543.3656,,,479.913025,,,,
543.405,,,479.949975,,,,
543.4311,,,479.96635,,,,
543.522775,,,479.992125,,,,
543.5908,,,480.01,,,,
543.629925,,,480.03335,,,,
543.67575,,,480.045875,,,,
543.70885,,,480.066625,,,,
543.7153,,,480.0795,,,,
543.7391,,,480.090875,,,,
543.785175,,,480.1173,,,,
543.833,,,480.1393,,,,
543.8482,,,480.154575,,,,
543.911425,,,480.17905,,,,
543.947825,,,480.21645,,,,
543.9739,,,480.2476,,,,
544.042325,,,480.290625,,,,
544.05725,,,480.313025,,,,
544.06775,,,480.352275,,,,
544.185,,,480.38245,,,,
544.2243,,,480.40575,,,,
544.301975,,,480.45945,,,,
544.3661,,,480.47865,,,,
544.409825,,,480.50525,,,,
544.4369,,,480.533225,,,,
544.49185,,,480.57195,,,,
544.51545,,,480.5994,,,,
544.5818,,,480.625475,,,,
544.61045,,,480.6719,,,,
544.635975,,,480.694375,,,,
544.6474,,,480.717775,,,,
544.658825,,,480.728875,,,,
544.692825,,,480.7471,,,,
544.713425,,,480.771,,,,
544.7744,,,480.807875,,,,
544.8078,,,480.83695,,,,
544.8469,,,480.86435,,,,
544.881775,,,480.887075,,,,
544.92335,,,480.9211,,,,
544.9675,,,480.9449,,,,
545.013025,,,480.968075,,,,
545.085625,,,480.988925,,,,
545.1105,,,481.0194,,,,
545.1376,,,481.04205,,,,
545.1994,,,481.073275,,,,
545.22195,,,481.10785,,,,
545.29595,,,481.14255,,,,
545.331175,,,481.20515,,,,
545.3662,,,481.22335,,,,
545.396725,,,481.2266,,,,
545.45555,,,481.2579,,,,
545.51895,,,481.274775,,,,
545.5771,,,481.296275,,,,
545.639275,,,481.317425,,,,
545.670025,,,481.340425,,,,
545.7611,,,481.370575,,,,
545.857425,,,481.39425,,,,
545.8927,,,481.415575,,,,
545.925425,,,481.423025,,,,
545.9762,,,481.4763,,,,
546.0742,,,481.507025,,,,
546.1194,,,481.534725,,,,
546.1506,,,481.553625,,,,
546.200725,,,481.603525,,,,
546.22325,,,481.62545,,,,
546.240775,,,481.648425,,,,
546.34575,,,481.6689,,,,
546.3949,,,481.68,,,,
546.438975,,,481.704625,,,,
546.498625,,,481.763375,,,,
546.547125,,,481.825,,,,
546.58095,,,481.8669,,,,
546.6675,,,481.9184,,,,
546.6986,,,481.938925,,,,
546.718025,,,481.9689,,,,
546.81105,,,481.98755,,,,
546.8305,,,482.0028,,,,
546.9275,,,482.004875,,,,
547.010625,,,482.01665,,,,
547.043875,,,482.0366,,,,
547.077575,,,482.037925,,,,
547.082225,,,482.1657,,,,
547.103375,,,482.19615,,,,
547.16135,,,482.2233,,,,
547.1894,,,482.26,,,,
547.272625,,,482.2964,,,,
547.3664,,,482.333,,,,
547.435175,,,482.351,,,,
547.457525,,,482.3809,,,,
547.501975,,,482.39995,,,,
547.5375,,,482.451675,,,,
547.57445,,,482.505175,,,,
547.5918,,,482.5268,,,,
547.612525,,,482.551975,,,,
547.6336,,,482.564775,,,,
547.708625,,,482.5795,,,,
547.775475,,,482.6025,,,,
547.8034,,,482.623275,,,,
547.8324,,,482.645475,,,,
547.8735,,,482.662525,,,,
