SPK_SPKC01a (NA),SPK_SPKC01b (weak inhibition),SPK_SPKC03a (no effect),SPK_SPKC07a (excited),SPK_SPKC09a (excited),SPK_SPKC12a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC16a (inhibited)
58.8467,,,63.61225,49.785425,77.021375,31.3839,108.870425
58.884175,,,63.64265,49.82885,77.068275,31.39025,108.885825
58.93715,,,63.6689,49.893125,77.077625,31.40275,108.8939
58.9808,,,63.7037,49.955625,77.092625,31.437025,108.90505
58.992775,,,63.737625,50.0335,77.1126,31.4635,108.99345
59.071375,,,63.799525,50.072825,77.14215,31.489625,109.008425
59.096525,,,63.82325,50.118775,77.153625,31.5146,109.02265
59.162575,,,63.84555,50.170475,77.18035,31.5715,109.042675
59.2521,,,63.871425,50.204525,77.1901,31.646975,109.082475
59.2784,,,63.897475,50.23775,77.199175,31.73495,109.1083
59.325925,,,63.934125,50.254925,77.21885,31.7624,109.174375
59.381775,,,63.964725,50.287925,77.2278,31.776525,109.186675
59.4166,,,64.00145,50.308475,77.233675,31.793425,109.20575
59.4674,,,64.03575,50.332125,77.2482,31.798125,109.211725
59.501,,,64.071325,50.34625,77.260525,31.80135,109.2185
59.547625,,,64.1062,50.4006,77.278625,31.826775,109.30365
59.587275,,,64.144625,50.471225,77.3065,31.833425,109.3409
59.701975,,,64.171975,50.50695,77.333875,31.847275,109.4416
59.75515,,,64.200575,50.5497,77.36505,31.85345,109.454125
59.76385,,,64.245575,50.5925,77.3892,31.8578,109.4957
59.80755,,,64.289875,50.6373,77.39195,31.8788,109.5173
59.8258,,,64.379275,50.6834,77.424975,31.885975,109.57615
59.8394,,,64.412,50.731325,77.4426,31.9034,109.617725
59.881275,,,64.4513,50.7779,77.482075,31.9297,109.681325
59.894375,,,64.507925,50.8796,77.535,31.97605,109.733975
59.942325,,,64.549625,50.928425,77.5501,32.0304,109.75895
59.9818,,,64.585325,50.9749,77.63655,32.088975,109.801675
60.010525,,,64.62605,51.06315,77.653125,32.105875,109.852325
60.06455,,,64.6612,51.071825,77.68005,32.13935,110.058025
60.07585,,,64.696425,51.26005,77.789,32.181775,110.130475
60.140125,,,64.73625,51.287325,77.79305,32.190425,110.15375
60.194525,,,64.7677,51.38815,77.8351,32.230075,110.17565
60.26465,,,64.8003,51.4049,77.862825,32.261625,110.1997
60.298225,,,64.83535,51.458825,77.878125,32.291575,110.261675
60.331625,,,64.87505,51.491425,77.90685,32.314775,110.281075
60.390275,,,64.912675,51.56885,77.92365,32.342775,110.29855
60.4671,,,64.943825,51.580725,77.930525,32.35705,110.3483
60.55975,,,64.9686,51.617575,77.9525,32.370375,110.39635
60.60585,,,65.004,51.65225,77.96655,32.37825,110.43
60.627925,,,65.033075,51.792525,77.9726,32.386675,110.47555
60.6556,,,65.06365,51.9345,77.98155,32.39645,110.554
60.706825,,,65.099225,51.978575,78.038725,32.422325,110.58235
60.7368,,,65.12945,52.006425,78.1466,32.4353,110.60945
60.7702,,,65.16,52.0413,78.21415,32.45465,110.6398
60.821025,,,65.223575,52.06985,78.2659,32.471825,110.67395
60.877875,,,65.269875,52.084425,78.319,32.478225,110.73785
60.904375,,,65.300275,52.13535,78.376575,32.505575,110.766925
60.927,,,65.32865,52.15845,78.437325,32.532,110.8153
60.94735,,,65.357125,52.18645,78.4543,32.609175,110.85345
60.989075,,,65.387475,52.2385,78.465475,32.635425,110.892175
61.047425,,,65.416025,52.270425,78.481825,32.650625,110.989025
61.104175,,,65.4384,52.323025,78.5233,32.658275,111.00925
61.144125,,,65.46285,52.382325,78.53215,32.6669,111.04965
61.189675,,,65.494925,52.4335,78.553775,32.6901,111.10625
61.25125,,,65.526525,52.459475,78.57025,32.7113,111.254225
61.31445,,,65.54905,52.495325,78.593925,32.7288,111.34515
61.343825,,,65.5718,52.6055,78.63445,32.76275,111.440125
61.39465,,,65.60595,52.7187,78.65905,32.79545,111.47095
61.416225,,,65.6274,52.818025,78.661575,32.866125,111.48645
61.4896,,,65.6552,52.856025,78.708775,32.892925,111.56545
61.544575,,,65.6802,52.9074,78.7284,32.964175,111.593675
61.586925,,,65.71205,52.9885,78.78535,32.990325,111.610525
61.6784,,,65.7389,53.018325,78.789875,33.004475,111.706125
61.74615,,,65.7677,53.060225,78.81755,33.026425,111.7726
61.78895,,,65.8073,53.097825,78.877725,33.032375,111.82385
61.84215,,,65.844975,53.1615,78.9776,33.05815,111.876025
61.8898,,,65.877675,53.18005,78.990875,33.069825,111.941475
61.929475,,,65.928275,53.207775,79.0324,33.075175,111.961725
61.9752,,,65.95135,53.3422,79.081275,33.086025,111.99605
61.9911,,,65.985675,53.379875,79.0862,33.1072,112.012325
62.121825,,,66.011125,53.415425,79.140875,33.109725,112.0795
62.178975,,,66.08525,53.441075,79.156725,33.124275,112.1201
62.22565,,,66.117075,53.4675,79.166475,33.14485,112.146425
62.256275,,,66.1641,53.512675,79.1984,33.1545,112.22085
62.3084,,,66.200975,53.589475,79.21785,33.16255,112.268175
62.3307,,,66.234425,53.623375,79.23485,33.167125,112.41365
62.3791,,,66.26385,53.674475,79.3443,33.174725,112.429725
62.4522,,,66.2994,53.702975,79.390475,33.183125,112.57575
62.493775,,,66.329025,53.737,79.4136,33.1917,112.6463
62.538375,,,66.36875,53.77365,79.428675,33.201,112.69525
62.5739,,,66.4095,53.80615,79.4764,33.2183,112.724425
62.631675,,,66.4784,53.835875,79.49965,33.236875,112.759875
62.68575,,,66.51275,53.987825,79.539175,33.25065,112.7706
62.739,,,66.540125,54.038925,79.545675,33.26425,112.8475
62.768775,,,66.56105,54.048175,79.5945,33.277425,112.8704
62.7973,,,66.5913,54.0519,79.62105,33.302875,112.925325
62.80605,,,66.61895,54.0844,79.66715,33.346075,112.943775
62.84115,,,66.6506,54.12655,79.673425,33.36405,113.0248
62.867675,,,66.711225,54.153775,79.731275,33.4172,113.051925
62.89065,,,66.80205,54.19765,79.738225,33.458975,113.173825
62.9246,,,66.847625,54.243125,79.752225,33.50305,113.18175
62.97505,,,66.883725,54.327425,79.771825,33.524525,113.191375
63.070425,,,66.911125,54.365925,79.7881,33.555175,113.1972
63.103525,,,66.934125,54.39045,79.8124,33.5846,113.260275
63.15915,,,66.979575,54.42285,79.830225,33.5918,113.261975
63.18575,,,67.01895,54.4795,79.871325,33.6271,113.29165
63.22385,,,67.066425,54.5139,79.9346,33.665775,113.30475
63.26815,,,67.11145,54.550575,79.960375,33.668975,113.3215
63.3123,,,67.13875,54.616375,79.9961,33.69645,113.3658
63.37415,,,67.1678,54.664175,80.0105,33.710625,113.424725
63.4245,,,67.240825,54.770825,80.055575,33.71785,113.492575
63.5107,,,67.293475,54.797875,80.10705,33.7253,113.513175
63.583625,,,67.338175,54.822175,80.128675,33.7331,113.52625
63.64655,,,67.379425,54.849475,80.137975,33.744,113.6003
63.67945,,,67.432925,54.881825,80.153825,33.765075,113.673175
63.766175,,,67.47835,54.90195,80.202575,33.76915,113.795125
63.80735,,,67.52735,54.953875,80.223425,33.797125,113.8459
63.900175,,,67.567475,54.9768,80.2561,33.805,113.865675
63.942175,,,67.605525,55.0092,80.281,33.83125,113.895725
63.970125,,,67.642925,55.0356,80.296625,33.8568,113.935775
64.0191,,,67.67535,55.06245,80.2979,33.861375,114.01305
64.094375,,,67.70945,55.067025,80.300975,33.876725,114.02835
64.1405,,,67.7383,55.088975,80.338375,33.91055,114.058975
64.192875,,,67.76735,55.114325,80.36915,33.9645,114.07285
64.2206,,,67.7955,55.15505,80.4002,34.005175,114.124725
64.28695,,,67.868225,55.187775,80.507475,34.06715,114.27465
64.318275,,,67.903375,55.2084,80.55665,34.0747,114.3381
64.3675,,,67.933125,55.344425,80.56835,34.09515,114.42345
64.423825,,,67.958975,55.384325,80.57865,34.114825,114.442125
64.4966,,,67.9763,55.404375,80.60145,34.121125,114.467
64.55065,,,68.0294,55.59535,80.629275,34.15975,114.50055
64.612625,,,68.0601,55.602675,80.643175,34.1678,114.531825
64.682225,,,68.08755,55.678725,80.666775,34.19565,114.57545
64.74755,,,68.112825,55.7128,80.70045,34.2215,114.776875
64.787225,,,68.137925,55.7327,80.7444,34.250675,114.7956
64.85325,,,68.171975,55.7589,80.806525,34.2678,114.891875
64.86995,,,68.222425,55.774325,80.823,34.270975,114.9104
64.923525,,,68.311475,55.9591,80.8496,34.2986,114.939125
64.936225,,,68.33575,55.986,80.858225,34.3216,114.985925
64.9973,,,68.38465,56.01215,80.8639,34.353525,115.040125
65.06935,,,68.4109,56.035525,80.886975,34.3588,115.072925
65.123675,,,68.43195,56.153875,80.8909,34.395975,115.0927
65.210125,,,68.4557,56.279575,80.9049,34.41245,115.11565
65.25005,,,68.49445,56.2981,80.96425,34.44385,115.187175
65.28485,,,68.543225,56.318425,80.995375,34.446525,115.205275
65.3325,,,68.59195,56.350825,81.028925,34.4792,115.28285
65.345075,,,68.667725,56.371375,81.061775,34.50495,115.300075
65.426675,,,68.695775,56.389825,81.109575,34.5329,115.344075
65.45915,,,68.91535,56.420525,81.24025,34.574875,115.370775
65.50235,,,68.99175,56.438975,81.25845,34.624875,115.479325
65.530725,,,69.0789,56.4765,81.279125,34.69755,115.541
65.566725,,,69.146075,56.4802,81.2934,34.70815,115.601825
65.630575,,,69.21815,56.4992,81.2979,34.713525,115.647975
65.704725,,,69.247825,56.534525,81.320975,34.7544,115.6955
65.738575,,,69.324275,56.61665,81.344575,34.762925,115.70905
65.7643,,,69.3727,56.6419,81.38915,34.776875,115.781225
65.842875,,,69.5076,56.6498,81.443125,34.786775,115.786225
65.905825,,,69.57475,56.699475,81.5019,34.8057,115.80585
65.966525,,,69.67505,56.79075,81.534475,34.8254,116.033975
66.01925,,,69.7726,56.842375,81.616825,34.861375,116.048075
66.066025,,,69.9313,56.859875,81.687675,34.91425,116.058975
66.09715,,,69.980975,56.950475,81.69695,34.9506,116.1052
66.162925,,,70.18435,56.9703,81.71075,34.986175,116.177375
66.18385,,,70.242925,56.98135,81.717,35.020375,116.1943
66.1894,,,70.430675,57.005825,81.73515,35.050475,116.224925
66.24945,,,70.5499,57.02515,81.7588,35.0729,116.246675
66.2993,,,70.615725,57.116675,81.7759,35.1143,116.30465
66.4381,,,70.697275,57.131975,81.806575,35.132975,116.3343
66.503875,,,70.769575,57.220875,81.851,35.14555,116.36025
66.54395,,,70.804,57.24325,81.894875,35.1728,116.3871
66.6043,,,70.85635,57.27945,81.933775,35.2841,116.4341
66.646125,,,70.92285,57.291075,82.052625,35.3078,116.466
66.67325,,,71.116325,57.33865,82.062075,35.3179,116.581275
66.6925,,,71.2028,57.3801,82.084275,35.324075,116.635875
66.80165,,,71.238275,57.4479,82.11205,35.3321,116.65045
66.880475,,,71.3185,57.471225,82.114275,35.3488,116.676675
66.951675,,,71.380825,57.4902,82.132375,35.356675,116.698025
67.022025,,,71.42495,57.5163,82.194775,35.370525,116.71515
67.068075,,,71.497175,57.5853,82.208325,35.384675,116.75385
67.1013,,,71.539175,57.595175,82.297675,35.392375,116.768725
67.14715,,,71.633625,57.6302,82.3693,35.40285,116.80535
67.190075,,,71.674375,57.692025,82.390025,35.4422,116.9766
67.216575,,,71.69615,57.746875,82.39845,35.47095,116.994375
67.274375,,,71.769325,57.773075,82.40135,35.495425,117.0097
67.325525,,,71.84765,57.790975,82.41425,35.562675,117.049575
67.368175,,,71.8989,57.825625,82.44695,35.5832,117.07635
67.417125,,,71.940325,57.840825,82.46975,35.614175,117.1272
67.44765,,,71.995175,57.851825,82.494925,35.669475,117.146325
67.467,,,72.0745,57.870925,82.528625,35.7496,117.18685
67.5021,,,72.1226,57.89105,82.581025,35.777125,117.2547
67.5455,,,72.1893,57.926975,82.598175,35.787775,117.33965
67.62315,,,72.250725,57.9784,82.60385,35.811225,117.3496
67.6776,,,72.333,58.003925,82.605075,35.8248,117.356525
67.72145,,,72.399525,58.036475,82.61225,35.851375,117.38365
67.785175,,,72.433525,58.0496,82.646675,35.86025,117.426
67.81885,,,72.526025,58.07505,82.670375,35.874575,117.52635
67.883575,,,72.57425,58.11605,82.70425,35.888875,117.543475
67.917475,,,72.60165,58.18585,82.71145,35.9116,117.559775
67.98385,,,72.635675,58.230325,82.7308,35.951425,117.57985
68.010325,,,72.688825,58.2812,82.7445,35.9808,117.595775
68.075,,,72.7811,58.308175,82.761975,36.027075,117.610075
68.13185,,,72.856175,58.3238,82.780025,36.164675,117.698575
68.1963,,,72.9309,58.34955,82.9004,36.21915,117.741875
68.232925,,,72.975325,58.367275,82.9392,36.232,117.847475
68.341775,,,73.055425,58.411975,82.953175,36.243,117.87585
68.402375,,,73.14955,58.4369,82.9726,36.254,118.073875
68.4253,,,73.21215,58.46635,83.0196,36.2747,118.095775
68.449425,,,73.253875,58.521625,83.029425,36.29025,118.12025
68.48885,,,73.333475,58.533825,83.061325,36.3089,118.1798
68.532625,,,73.36055,58.558825,83.09855,36.32845,118.2135
68.5551,,,73.41965,58.57825,83.1296,36.3486,118.224475
68.5862,,,73.4941,58.6318,83.1347,36.36305,118.2628
68.60135,,,73.565475,58.65005,83.163725,36.369175,118.2726
68.65945,,,73.642825,58.676775,83.169875,36.375225,118.29
68.70125,,,73.67325,58.6988,83.201825,36.3804,118.3945
68.77015,,,73.699475,58.71985,83.23735,36.4112,118.42235
68.818925,,,73.7982,58.744375,83.252125,36.42815,118.450175
68.828575,,,73.840825,58.79125,83.321375,36.472125,118.47305
68.85495,,,74.007775,58.820275,83.3372,36.507475,118.499075
68.892325,,,74.120775,58.83065,83.358225,36.57315,118.540625
68.910725,,,74.16555,58.8479,83.3608,36.6329,118.60195
68.98945,,,74.2441,58.849375,83.367575,36.69195,118.75365
69.008075,,,74.308175,58.880175,83.372375,36.705775,118.77805
69.025875,,,74.351275,58.889575,83.39435,36.722675,118.79645
69.05375,,,74.5139,58.9223,83.412775,36.72645,118.8071
69.117325,,,74.578075,58.955075,83.42125,36.7314,118.8517
69.146175,,,74.63735,58.974575,83.467475,36.75175,118.866175
69.221275,,,74.677475,59.083725,83.588725,36.766075,118.892475
69.2659,,,74.7109,59.118225,83.63635,36.788075,118.9137
69.3032,,,74.735175,59.187425,83.6458,36.803975,118.9558
69.33225,,,74.777475,59.252325,83.6491,36.806,119.0056
69.35245,,,74.84345,59.27045,83.67655,36.82355,119.08135
69.38545,,,74.920425,59.371575,83.69045,36.847725,119.09195
69.403075,,,74.989525,59.38325,83.7205,36.8644,119.136325
69.4449,,,75.07535,59.43415,83.7624,36.874425,119.1631
69.477775,,,75.16435,59.46045,83.7866,36.87915,119.175825
69.507325,,,75.207725,59.50145,83.7909,36.8911,119.186525
69.527575,,,75.2398,59.5474,83.80075,36.8977,119.209025
69.542525,,,75.2652,59.588275,83.819375,36.9247,119.2173
69.57965,,,75.30205,59.650775,83.835625,36.965075,119.237675
69.647475,,,75.332,59.67415,83.851475,37.04605,119.27695
69.701125,,,75.36815,59.6921,83.868075,37.12455,119.2867
69.727225,,,75.3994,59.729675,83.878375,37.16385,119.3058
69.765125,,,75.43185,59.757675,83.9008,37.177325,119.3358
69.787025,,,75.48745,59.790325,83.902725,37.199375,119.39425
69.815125,,,75.515375,59.8334,83.92445,37.2186,119.40395
69.867325,,,75.5511,59.8395,83.94055,37.23485,119.479325
69.9045,,,75.58275,59.92875,83.972375,37.2391,119.4993
69.916275,,,75.610575,59.948925,84.0423,37.2642,119.58475
69.934425,,,75.63205,60.03155,84.225975,37.284525,119.602925
69.966525,,,75.6548,60.04805,84.25025,37.30825,119.65445
69.996575,,,75.69285,60.066825,84.253325,37.3265,119.774975
70.1204,,,75.7103,60.08545,84.258675,37.36865,119.82775
70.15815,,,75.749,60.12725,84.267225,37.38415,119.8761
70.194525,,,75.769775,60.1765,84.309225,37.38895,119.892375
70.207225,,,75.82345,60.196525,84.33625,37.4129,119.90495
70.244375,,,75.852325,60.213025,84.381225,37.433575,119.9286
70.303675,,,75.879225,60.23295,84.474025,37.451775,119.943175
70.34075,,,75.90455,60.255475,84.502275,37.4688,119.951475
70.4471,,,75.929975,60.285225,84.619575,37.506625,119.9603
70.530575,,,75.962275,60.321775,84.6442,37.5343,119.968575
70.5809,,,75.993125,60.3371,84.655275,37.56135,120.025775
70.626425,,,76.02135,60.46025,84.667875,37.577325,120.03535
70.692525,,,76.0499,60.536875,84.6755,37.5935,120.120525
70.753475,,,76.08005,60.554725,84.7022,37.673275,120.141825
70.79405,,,76.10195,60.614375,84.712425,37.751525,120.171525
70.853375,,,76.1447,60.6453,84.722225,37.787475,120.335375
70.9259,,,76.174975,60.7468,84.725725,37.79885,120.354625
70.97285,,,76.208225,60.792375,84.75835,37.8032,120.4124
71.02455,,,76.240975,60.84235,84.78155,37.834525,120.445675
71.0602,,,76.272425,60.87835,84.78395,37.858975,120.647625
71.07885,,,76.300725,60.903125,84.7999,37.872625,120.664025
71.100675,,,76.331825,60.916775,84.80725,37.898375,120.8173
71.1679,,,76.35395,60.9388,84.81505,37.92265,120.841425
71.18395,,,76.3732,60.9567,84.824,37.949675,120.8766
71.21615,,,76.403025,61.0209,84.8286,37.97215,120.90665
71.301425,,,76.441175,61.081425,84.86655,37.9851,120.964925
71.3254,,,76.48995,61.144475,84.902075,38.0056,121.08025
71.347375,,,76.522175,61.181525,84.933075,38.02065,121.0996
71.35695,,,76.549975,61.224675,84.961325,38.03535,121.16405
71.3755,,,76.57625,61.33925,84.97525,38.06205,121.17595
71.41945,,,76.604975,61.370075,85.00865,38.093225,121.2471
71.432875,,,76.625,61.41655,85.08165,38.152975,121.3599
71.492775,,,76.6395,61.529175,85.1412,38.189225,121.47775
71.513725,,,76.6673,61.5712,85.1818,38.2299,121.50325
71.5375,,,76.698325,61.586075,85.213525,38.2648,121.511025
71.56095,,,76.738775,61.669875,85.2303,38.2759,121.569625
71.6187,,,76.7638,61.68585,85.2635,38.287,121.596275
71.676575,,,76.800425,61.7016,85.271325,38.290375,121.698375
71.708275,,,76.869925,61.71785,85.309275,38.318,121.78045
71.734325,,,76.9048,61.771075,85.3275,38.332825,121.79745
71.7826,,,76.9433,61.807675,85.3872,38.3534,121.80985
71.801875,,,77.0004,61.8306,85.419825,38.384975,121.821925
71.818675,,,77.159175,61.8476,85.44065,38.39675,121.830975
71.87235,,,77.203325,61.86655,85.493825,38.404775,121.84655
71.939225,,,77.228475,61.90425,85.557725,38.4234,121.90135
71.970175,,,77.25775,61.9378,85.5755,38.432125,121.918475
72.02385,,,77.287775,61.963825,85.623325,38.444875,121.9881
72.057,,,77.3238,61.978975,85.62985,38.460125,122.002375
72.103925,,,77.360675,62.0127,85.64995,38.47395,122.0382
72.18675,,,77.398225,62.022425,85.683325,38.4858,122.205775
72.247625,,,77.43415,62.041375,85.6889,38.516125,122.242875
72.29385,,,77.470775,62.067925,85.745175,38.569675,122.25405
72.310825,,,77.519875,62.087075,85.788075,38.62735,122.283975
72.350075,,,77.5665,62.10125,85.89965,38.691825,122.3604
72.381425,,,77.622,62.1643,85.93175,38.75855,122.416325
72.41445,,,77.664375,62.2198,86.005575,38.77765,122.44345
72.4304,,,77.728225,62.243725,86.09695,38.788525,122.48905
72.524275,,,77.779275,62.33375,86.14025,38.792575,122.510525
72.56405,,,77.84435,62.375375,86.157875,38.8174,122.5425
72.604325,,,77.885675,62.477775,86.162525,38.833525,122.5579
72.65105,,,77.95695,62.51695,86.167425,38.8381,122.674925
72.692975,,,78.01315,62.57675,86.170175,38.8527,122.6904
72.74715,,,78.059325,62.596575,86.205675,38.881825,122.7076
72.78685,,,78.0963,62.625025,86.22195,38.908775,122.73065
72.814,,,78.124075,62.632125,86.237725,38.921625,122.7507
72.8567,,,78.16075,62.7253,86.249175,38.9598,122.799775
72.890075,,,78.1962,62.755125,86.253625,38.9829,122.874925
72.948525,,,78.23415,62.769425,86.287875,38.9865,122.87785
72.96895,,,78.2694,62.813075,86.32645,39.038875,122.89475
73.0307,,,78.31095,62.83305,86.350675,39.071125,122.919225
73.053925,,,78.34265,62.843875,86.412575,39.12015,122.940225
73.0998,,,78.379275,62.8674,86.455425,39.1358,122.962575
73.15555,,,78.42565,62.898525,86.551475,39.193675,122.9744
73.196475,,,78.502225,62.9479,86.582675,39.22045,122.99295
73.225675,,,78.528575,63.00555,86.6115,39.250775,123.026725
73.243425,,,78.5639,63.08545,86.62665,39.257675,123.074275
73.368475,,,78.589825,63.147175,86.645225,39.2826,123.101975
73.42995,,,78.620975,63.162575,86.672425,39.300775,123.11395
