SPK_SPKC01a (NA),SPK_SPKC01b (weak inhibition),SPK_SPKC03a (no effect),SPK_SPKC07a (excited),SPK_SPKC09a (excited),SPK_SPKC12a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC16a (inhibited)
138.8677,,,137.104775,119.0376,126.957475,76.986,178.29145
138.893425,,,137.125525,119.070375,126.990175,76.997225,178.318575
138.926125,,,137.18655,119.092725,127.03545,77.021375,178.338525
138.96945,,,137.23025,119.13765,127.04085,77.0429,178.4285
139.00225,,,137.25655,119.17085,127.0625,77.068275,178.449125
139.040825,,,137.29675,119.2169,127.08395,77.1126,178.471075
139.112,,,137.3353,119.247725,127.11135,77.153625,178.504175
139.1247,,,137.4453,119.303025,127.140875,77.1901,178.5236
139.180225,,,137.477275,119.36635,127.211575,77.21885,178.535225
139.22285,,,137.5018,119.4284,127.255125,77.278625,178.552725
139.262375,,,137.5221,119.4493,127.310675,77.3065,178.600825
139.440025,,,137.5444,119.5213,127.347525,77.365075,178.611675
139.502425,,,137.577,119.5461,127.3505,77.39195,178.627825
139.617975,,,137.59505,119.56655,127.353925,77.425,178.682625
139.679825,,,137.638375,119.5931,127.357675,77.442625,178.728775
139.70655,,,137.7207,119.617675,127.362775,77.482075,178.80005
139.7461,,,137.753625,119.690125,127.3683,77.52545,178.81555
139.76185,,,137.797225,119.722225,127.406475,77.535025,178.859575
139.79595,,,137.901125,119.78245,127.429275,77.563175,178.885225
139.825325,,,138.010175,119.79595,127.462725,77.57765,178.977125
139.867275,,,138.042625,119.8165,127.4897,77.60655,178.994675
139.8704,,,138.074625,119.836275,127.497675,77.65315,179.04015
139.893975,,,138.1021,119.862725,127.50055,77.68005,179.0617
140.036925,,,138.15385,119.9192,127.5187,77.739325,179.073375
140.098225,,,138.190825,120.14265,127.531575,77.789,179.08785
140.183075,,,138.237225,120.173475,127.538375,77.79305,179.136975
140.224025,,,138.287075,120.2048,127.556575,77.835125,179.15255
140.296425,,,138.354925,120.261075,127.578,77.848775,179.18865
140.310525,,,138.528975,120.281525,127.598275,77.862825,179.2011
140.3238,,,138.569825,120.332175,127.6184,77.8781,179.225125
140.3324,,,138.59525,120.4357,127.676725,77.90685,179.24035
140.402075,,,138.68935,120.500325,127.7114,77.923675,179.251975
140.4488,,,138.72415,120.63035,127.71335,77.94225,179.267375
140.494,,,138.76355,120.64705,127.7315,77.96655,179.3245
140.5405,,,138.786025,120.6692,127.74385,77.982225,179.339375
140.60945,,,138.814025,120.7331,127.755325,78.03875,179.352775
140.64255,,,138.855075,120.765475,127.77465,78.05735,179.36935
140.669475,,,138.887875,120.861925,127.79705,78.084625,179.387475
140.72215,,,138.931625,120.88635,127.810275,78.120225,179.40585
140.739425,,,138.978275,120.922425,127.813,78.1466,179.454775
140.7762,,,139.016525,120.96405,127.819175,78.21415,179.535875
140.836425,,,139.0672,121.006375,127.830575,78.265925,179.5864
140.869275,,,139.085925,121.114375,127.87185,78.304725,179.614225
140.895,,,139.103,121.15335,127.890275,78.319,179.634175
140.974875,,,139.135175,121.19335,127.90305,78.355525,179.653425
140.9774,,,139.153425,121.219475,127.91325,78.3766,179.66115
141.02285,,,139.168625,121.235275,127.9262,78.40085,179.6698
141.046725,,,139.192,121.2803,127.9729,78.437325,179.687825
141.127125,,,139.306725,121.3106,127.99215,78.4543,179.709125
141.17755,,,139.3448,121.35595,127.997225,78.4655,179.746625
141.221675,,,139.39145,121.401375,128.012525,78.4818,179.75725
141.263875,,,139.42545,121.46545,128.0178,78.49025,179.78925
141.291225,,,139.464,121.4968,128.044475,78.504275,179.843875
141.3263,,,139.527275,121.52495,128.0536,78.5233,179.925475
141.37175,,,139.606725,121.5928,128.0672,78.532175,179.950875
141.409275,,,139.656725,121.6387,128.089925,78.593925,179.986625
141.433175,,,139.6904,121.72105,128.12495,78.611575,180.00115
141.564725,,,139.7482,121.748225,128.1338,78.65905,180.0281
141.666525,,,139.821125,121.780725,128.15675,78.685675,180.035675
141.705475,,,139.878475,121.848725,128.170125,78.708725,180.0457
141.72515,,,139.9183,121.877,128.195725,78.73335,180.0534
141.817325,,,140.012825,121.998575,128.235,78.7735,180.06975
141.84495,,,140.089075,122.1147,128.2521,78.789875,180.086325
141.90515,,,140.120675,122.177325,128.282125,78.81755,180.101675
141.934425,,,140.151175,122.254375,128.2922,78.847075,180.117875
141.993825,,,140.187,122.283575,128.2973,78.877725,180.135025
142.028325,,,140.231225,122.296925,128.314575,78.893275,180.1981
142.040675,,,140.257925,122.312975,128.34015,78.9157,180.220975
142.063675,,,140.318125,122.353225,128.3544,78.949025,180.27115
142.14425,,,140.3705,122.3761,128.388825,78.9776,180.300175
142.238475,,,140.412775,122.40255,128.4111,78.9909,180.3482
142.30265,,,140.484025,122.430475,128.43445,79.0324,180.392075
142.357175,,,140.527325,122.464025,128.446325,79.0622,180.41935
142.3818,,,140.588575,122.481275,128.466325,79.081275,180.43595
142.4255,,,140.619675,122.50755,128.487075,79.105775,180.466825
142.4582,,,140.650075,122.5292,128.50515,79.156725,180.49215
142.5142,,,140.6895,122.5447,128.704875,79.1984,180.505475
142.5316,,,140.777425,122.575375,128.7208,79.21785,180.531675
142.579225,,,140.817625,122.5967,128.73075,79.23485,180.5708
142.682425,,,140.84165,122.61555,128.757,79.256625,180.598175
142.724325,,,140.87605,122.640475,128.764775,79.344325,180.62535
142.737575,,,140.90365,122.675175,128.818725,79.390475,180.649225
142.771825,,,140.9309,122.751175,128.8352,79.413575,180.687975
142.842025,,,140.995975,122.7865,128.866875,79.4287,180.7089
142.869375,,,141.0702,122.821575,128.905625,79.46855,180.73645
142.890875,,,141.22875,122.8662,128.943125,79.499625,180.792875
142.9186,,,141.271225,122.895725,128.965775,79.539175,180.80755
142.9807,,,141.294375,122.938125,128.9787,79.589025,180.874575
143.027125,,,141.319125,122.948275,128.999525,79.621075,180.896725
143.109475,,,141.348425,122.97775,129.0139,79.673425,180.923375
143.1759,,,141.382025,123.0599,129.02045,79.73825,180.978
143.210625,,,141.420375,123.162025,129.0359,79.752225,180.997775
143.2353,,,141.48555,123.193275,129.05115,79.7881,181.044725
143.268075,,,141.5249,123.2146,129.05385,79.8124,181.135775
143.278725,,,141.56575,123.229025,129.073225,79.830225,181.14985
143.3191,,,141.597975,123.278,129.0807,79.871325,181.16435
143.39555,,,141.626625,123.325075,129.0887,79.897525,181.174075
143.46875,,,141.6525,123.359175,129.100875,79.9346,181.2054
143.4761,,,141.6916,123.381275,129.113325,79.960375,181.2211
143.538275,,,141.736875,123.432625,129.141825,79.976375,181.24295
143.570775,,,141.7822,123.4664,129.147725,79.9824,181.262925
143.65465,,,141.815125,123.48535,129.168825,79.996125,181.282075
143.68285,,,141.852675,123.508275,129.197075,80.0105,181.299525
143.726525,,,141.935125,123.520025,129.239,80.0248,181.371725
143.7823,,,141.99245,123.567825,129.343225,80.055575,181.3934
143.787675,,,142.049,123.61845,129.40215,80.128675,181.430025
143.81285,,,142.120825,123.653875,129.427825,80.202575,181.45365
143.86,,,142.16675,123.680125,129.4323,80.223425,181.49095
143.9046,,,142.268625,123.68605,129.43975,80.256125,181.511525
143.977225,,,142.316175,123.7003,129.513825,80.281,181.539975
144.0088,,,142.377825,123.7187,129.5422,80.297925,181.561175
144.0459,,,142.43805,123.733575,129.5604,80.300975,181.571725
144.09485,,,142.47945,123.751525,129.589775,80.338375,181.625575
144.108425,,,142.6641,123.7841,129.60175,80.400225,181.646125
144.134175,,,142.7416,123.800225,129.617875,80.418775,181.6976
144.1772,,,142.795125,123.81735,129.6348,80.471825,181.781075
144.181775,,,142.8622,123.832925,129.6431,80.507475,181.829825
144.22355,,,142.91635,123.842975,129.6623,80.55665,181.847525
144.265925,,,142.987525,123.9404,129.70815,80.56835,181.85395
144.2931,,,143.077125,123.957,129.779325,80.57865,181.88395
144.324725,,,143.124075,123.9871,129.841275,80.60145,181.920675
144.3372,,,143.20435,124.008825,129.92725,80.6432,181.940325
144.385,,,143.33945,124.03475,129.93245,80.64895,181.94335
144.4232,,,143.37315,124.05925,129.95445,80.70045,181.961125
144.46565,,,143.45235,124.06945,129.9626,80.760725,181.99575
144.5056,,,143.496225,124.0913,129.97045,80.806525,181.9982
144.5712,,,143.5329,124.1302,129.974275,80.823025,182.0123
144.603825,,,143.614025,124.14795,129.977475,80.8496,182.0325
144.639575,,,143.7761,124.16075,129.9892,80.858225,182.0492
144.6892,,,143.8868,124.175425,129.993525,80.8639,182.067025
144.726025,,,143.946675,124.187525,130.01625,80.886975,182.0834
144.7469,,,144.009975,124.205,130.01855,80.8909,182.10055
144.7615,,,144.058025,124.21575,130.038,80.9049,182.128275
144.805975,,,144.0812,124.261,130.055125,80.937275,182.17415
144.839825,,,144.1072,124.36985,130.0804,80.96425,182.197475
144.878375,,,144.1259,124.393175,130.102875,80.9787,182.205675
144.938175,,,144.151075,124.489975,130.1158,80.99535,182.25285
144.999025,,,144.167825,124.55015,130.135275,81.028925,182.3473
145.0483,,,144.18665,124.562125,130.13875,81.061775,182.3664
145.10365,,,144.214925,124.6093,130.1503,81.109575,182.380225
145.15045,,,144.25415,124.6235,130.171025,81.24025,182.398425
145.1997,,,144.303825,124.637625,130.20545,81.25845,182.4147
145.250825,,,144.3195,124.694825,130.26015,81.279125,182.472075
145.314325,,,144.3331,124.764375,130.32585,81.2934,182.495975
145.34705,,,144.350075,124.78575,130.361975,81.320975,182.52575
145.40355,,,144.389325,124.809475,130.379175,81.344575,182.556775
145.51005,,,144.450225,124.8428,130.397175,81.36865,182.60495
145.545825,,,144.49845,124.863125,130.408275,81.389175,182.630775
145.570275,,,144.534125,124.888175,130.418525,81.421875,182.652275
145.59455,,,144.63835,124.980025,130.45455,81.443125,182.678
145.643225,,,144.688625,124.995375,130.474675,81.46255,182.71895
145.654975,,,144.7747,125.01715,130.50705,81.501925,182.7447
145.6856,,,144.8237,125.04465,130.5499,81.534475,182.76395
145.72515,,,144.8633,125.178925,130.599025,81.616825,182.7866
145.7501,,,144.89015,125.211175,130.634875,81.6877,182.79445
145.819675,,,144.94445,125.3708,130.657175,81.696975,182.818925
145.876275,,,144.99515,125.394875,130.6809,81.717,182.8687
145.9219,,,145.03655,125.415025,130.69165,81.735125,182.88475
145.9747,,,145.054175,125.499175,130.70685,81.752625,182.9003
146.062375,,,145.071875,125.578225,130.713825,81.7759,182.91955
146.09485,,,145.125225,125.58185,130.7282,81.851,182.9541
146.13975,,,145.150425,125.615325,130.7554,81.8949,182.976225
146.2215,,,145.173575,125.6586,130.7669,81.933775,183.003425
146.226075,,,145.217675,125.715275,130.78015,82.05265,183.0281
146.284125,,,145.2551,125.7525,130.800375,82.062075,183.0692
146.341025,,,145.31435,125.790575,130.806225,82.084275,183.079525
146.384,,,145.420525,125.859125,130.867375,82.112075,183.112725
146.395575,,,145.473,125.919075,130.920025,82.114275,183.123725
146.463925,,,145.515375,126.0267,130.93755,82.132375,183.133425
146.4774,,,145.56235,126.05665,130.94595,82.1578,183.16755
146.51155,,,145.64015,126.150025,130.97735,82.1948,183.19455
146.535175,,,145.6659,126.1706,131.0001,82.208325,183.221575
146.547075,,,145.707025,126.213975,131.039175,82.234825,183.2382
146.5944,,,145.745825,126.34435,131.052025,82.263775,183.25455
146.6648,,,145.792725,126.472575,131.06225,82.297675,183.2715
146.7181,,,145.857225,126.50975,131.08835,82.3693,183.2765
146.74465,,,145.8893,126.52045,131.111375,82.39005,183.297725
146.76035,,,145.939725,126.57695,131.126725,82.398475,183.320325
146.794425,,,145.9865,126.58885,131.1497,82.40135,183.406975
146.822175,,,146.10155,126.676475,131.1791,82.414275,183.44065
146.842075,,,146.1909,126.78915,131.1911,82.434675,183.4723
146.8986,,,146.25235,126.806575,131.226325,82.44695,183.48985
146.953825,,,146.379625,126.835625,131.2519,82.46975,183.504575
146.9769,,,146.418375,126.858225,131.2919,82.49495,183.51775
147.0201,,,146.469675,126.884375,131.318375,82.512,183.5294
147.03425,,,146.539575,126.9146,131.3736,82.52865,183.57755
147.080175,,,146.689425,126.96355,131.4098,82.60385,183.57965
147.105925,,,146.74665,127.002175,131.536925,82.646675,183.59215
147.135075,,,146.8077,127.0214,131.565275,82.656225,183.638375
147.162125,,,146.845225,127.04645,131.588925,82.6608,183.6977
147.214025,,,146.8667,127.068325,131.596225,82.6677,183.7157
147.26405,,,146.950475,127.176775,131.605775,82.670375,183.751975
147.3163,,,147.0351,127.203975,131.664225,82.692875,183.781425
147.3535,,,147.11065,127.22135,131.6968,82.70425,183.90345
147.40965,,,147.2163,127.2478,131.722575,82.711475,183.925825
147.445275,,,147.2689,127.377325,131.7328,82.725025,183.971525
147.484175,,,147.3411,127.42795,131.74835,82.730775,183.9924
147.529175,,,147.434925,127.45465,131.779325,82.7445,184.014125
147.572025,,,147.5046,127.4988,131.818325,82.75375,184.0211
147.620875,,,147.6162,127.56455,131.841,82.761975,184.054125
147.644975,,,147.666175,127.647475,131.886375,82.780025,184.08595
147.685425,,,147.691,127.675475,131.889075,82.835625,184.116875
147.688525,,,147.810325,127.70355,131.941675,82.9004,184.125825
147.706725,,,147.949475,127.7798,131.96785,82.9392,184.151125
147.733475,,,147.9925,127.89245,131.96895,82.953175,184.1765
147.797075,,,148.0712,127.924025,131.9881,82.9726,184.1816
147.83425,,,148.117775,127.965825,132.01765,82.97825,184.2299
147.90905,,,148.19415,128.001525,132.046075,83.004125,184.240575
147.9586,,,148.214925,128.03625,132.06045,83.0196,184.242825
147.99465,,,148.2748,128.094775,132.1225,83.034775,184.278675
148.0332,,,148.307975,128.12635,132.18735,83.037125,184.29665
148.082575,,,148.3617,128.1656,132.254325,83.061325,184.318825
148.14485,,,148.5394,128.217275,132.30115,83.078825,184.342375
148.1739,,,148.597225,128.253025,132.306975,83.09855,184.384725
148.2364,,,148.63995,128.2854,132.31435,83.1209,184.638875
148.29965,,,148.783025,128.377675,132.325725,83.1296,184.6589
148.33065,,,148.939,128.453675,132.328425,83.1347,184.682925
148.3596,,,149.025025,128.483525,132.3603,83.153725,184.70765
148.38765,,,149.133425,128.564475,132.3768,83.16375,184.74245
148.42695,,,149.210375,128.59965,132.396625,83.169875,184.788025
148.447025,,,149.3032,128.64435,132.418975,83.18335,184.8146
148.537625,,,149.3731,128.664425,132.43,83.1923,184.839
148.608425,,,149.492825,128.68125,132.432425,83.20185,184.87645
148.63875,,,149.550975,128.708575,132.460375,83.217375,184.89775
148.6767,,,149.6406,128.7465,132.479025,83.237375,184.929125
148.717525,,,149.835225,128.779825,132.502375,83.252125,184.9814
148.764025,,,149.8764,128.824425,132.5333,83.281075,185.02235
148.798525,,,149.9257,128.84685,132.53795,83.29935,185.04905
148.8184,,,149.9735,128.87495,132.5723,83.321375,185.071475
148.88405,,,150.017875,128.95865,132.592875,83.337225,185.1014
148.9415,,,150.0637,128.99585,132.602425,83.358225,185.132225
149.007375,,,150.1091,129.05855,132.649825,83.367575,185.15555
149.0401,,,150.14315,129.08575,132.6688,83.39435,185.1673
149.10875,,,150.21235,129.128675,132.7112,83.412775,185.20145
149.13245,,,150.24865,129.1673,132.766475,83.467475,185.2315
149.147375,,,150.279325,129.213675,132.805475,83.588725,185.258225
149.2193,,,150.3043,129.227375,132.8099,83.63635,185.283675
149.253175,,,150.33385,129.26965,132.83585,83.6458,185.30535
149.339475,,,150.429925,129.276825,132.8477,83.6491,185.3757
149.358075,,,150.47375,129.328125,132.850725,83.67655,185.4019
149.398325,,,150.50375,129.350525,132.860525,83.69045,185.42845
149.42815,,,150.531375,129.38605,132.870875,83.7205,185.5137
149.469975,,,150.56755,129.43285,132.8803,83.73665,185.5314
149.645925,,,150.624125,129.5512,132.922225,83.7624,185.54435
149.730425,,,150.6528,129.597475,132.94045,83.782875,185.601975
149.81375,,,150.672375,129.642925,132.9911,83.786625,185.629375
149.855825,,,150.8247,129.724725,133.050075,83.790925,185.69905
149.884175,,,150.879575,129.79685,133.08375,83.80075,185.78425
149.925175,,,150.92105,129.821475,133.15165,83.835625,185.85305
149.9869,,,150.957875,129.922575,133.2432,83.851475,185.8933
150.007675,,,151.011075,129.9575,133.316925,83.868075,185.94065
150.08375,,,151.079575,129.975575,133.344175,83.878375,186.01765
150.1291,,,151.106075,130.005775,133.36915,83.9008,186.051225
150.17235,,,151.132125,130.03905,133.38355,83.92445,186.069675
150.205325,,,151.170725,130.05475,133.39935,83.94055,186.0935
150.23435,,,151.19765,130.073475,133.4055,83.972375,186.14865
150.273675,,,151.2331,130.0952,133.420175,83.98825,186.242275
150.3018,,,151.26435,130.14395,133.4344,84.0423,186.289075
150.337225,,,151.299475,130.17295,133.442175,84.133575,186.32345
150.349,,,151.33585,130.23125,133.4549,84.20335,186.3464
150.415025,,,151.352,130.273675,133.482,84.22595,186.368775
150.488075,,,151.375675,130.337125,133.505825,84.25025,186.412325
150.529075,,,151.3921,130.362875,133.5241,84.255425,186.43505
150.589575,,,151.411425,130.403025,133.548625,84.258675,186.459625
150.6854,,,151.4368,130.444325,133.569475,84.267225,186.49125
150.708875,,,151.46385,130.5116,133.61365,84.288625,186.522475
150.7876,,,151.53255,130.538775,133.683675,84.309225,186.551175
150.815325,,,151.559025,130.565,133.734175,84.336225,186.625225
150.84575,,,151.584075,130.6041,133.7482,84.381225,186.6564
150.876975,,,151.688425,130.72955,133.749725,84.474025,186.6929
150.909375,,,151.703975,130.7676,133.7605,84.524625,186.725025
150.957775,,,151.7207,130.793625,133.768875,84.644225,186.74305
151.017975,,,151.7545,130.80645,133.781225,84.667875,186.76645
151.03305,,,151.7861,130.9019,133.793125,84.6755,186.805025
151.083625,,,151.823525,130.948125,133.804775,84.7022,186.843575
151.1277,,,151.850925,130.967475,133.82325,84.71245,186.850525
151.2269,,,151.880725,131.010925,133.84635,84.722225,186.871175
151.2798,,,151.906775,131.0223,133.874875,84.725725,186.90875
151.306675,,,151.93985,131.043475,133.90065,84.741875,186.9293
151.340125,,,151.9583,131.0616,133.923775,84.75835,187.03535
151.3721,,,151.97755,131.1138,133.931525,84.77485,187.0743
151.384125,,,152.03035,131.145,133.93945,84.78395,187.111025
151.4085,,,152.063725,131.1732,133.961275,84.7999,187.201525
151.43075,,,152.150425,131.20695,133.971525,84.811425,187.2353
151.531825,,,152.21875,131.2441,133.9942,84.8203,187.2979
151.5876,,,152.2754,131.28,134.00425,84.824,187.3226
151.6268,,,152.31065,131.30825,134.038175,84.8286,187.346025
151.671925,,,152.34675,131.39005,134.0544,84.852875,187.3537
151.7169,,,152.375975,131.4107,134.152875,84.86655,187.391825
151.754775,,,152.413325,131.453375,134.240625,84.902075,187.46
151.8378,,,152.444825,131.47845,134.24725,84.9331,187.516925
151.90815,,,152.472525,131.508875,134.3327,84.96135,187.54725
151.936275,,,152.514475,131.5254,134.3396,84.97525,187.587225
151.966475,,,152.562375,131.551875,134.344525,85.00865,187.661225
152.046175,,,152.606025,131.638825,134.34845,85.08165,187.68095
152.10495,,,152.76255,131.7204,134.35325,85.1412,187.71365
152.134175,,,152.91065,131.76565,134.36185,85.181775,187.7679
152.163925,,,152.94145,131.7996,134.381525,85.196775,187.807175
152.205425,,,152.966075,131.823925,134.3926,85.21355,187.84
152.2546,,,153.007175,131.84355,134.403675,85.2303,187.86305
152.32045,,,153.053825,131.868275,134.417675,85.249025,187.900325
152.336275,,,153.084475,131.91355,134.4278,85.2635,187.920175
152.361,,,153.120075,131.934425,134.4664,85.271325,187.93455
152.367975,,,153.173825,131.9573,134.502275,85.30925,187.955875
152.3878,,,153.2104,131.997425,134.566225,85.3275,187.99205
152.4349,,,153.28155,132.033375,134.6214,85.3604,188.0125
152.4714,,,153.3652,132.0756,134.66535,85.3872,188.05015
152.5194,,,153.427925,132.1278,134.6835,85.419825,188.1491
152.58745,,,153.466025,132.167125,134.694825,85.44065,188.2034
152.634375,,,153.49725,132.278775,134.73245,85.4723,188.233575
152.645425,,,153.530425,132.30835,134.744925,85.493825,188.246425
152.6747,,,153.5666,132.341025,134.757925,85.528225,188.257975
152.713675,,,153.59965,132.402975,134.773875,85.55775,188.272975
152.7637,,,153.627825,132.453975,134.7876,85.5755,188.284025
152.820975,,,153.659525,132.51995,134.819725,85.60255,188.3055
152.906075,,,153.69365,132.5427,134.83495,85.62335,188.3169
152.9568,,,153.72945,132.5642,134.856,85.62985,188.32875
152.9896,,,153.777475,132.596725,134.8912,85.6334,188.34165
153.06115,,,153.80505,132.692875,134.9039,85.64995,188.358825
153.091775,,,153.8349,132.718675,134.935375,85.683325,188.3743
153.119725,,,153.8609,132.743625,134.975625,85.688925,188.385375
153.173075,,,153.8835,132.7661,134.98855,85.745175,188.413475
153.25715,,,153.916675,132.7864,135.00995,85.788075,188.42655
153.299275,,,153.968725,132.8014,135.039625,85.85395,188.441025
153.3306,,,153.99185,132.812475,135.07825,85.891975,188.467025
153.4034,,,154.037,132.824875,135.1154,85.89965,188.482575
153.43815,,,154.090175,132.850575,135.124725,85.931775,188.5052
153.50065,,,154.126875,132.896625,135.139075,85.955475,188.555725
153.589125,,,154.1615,132.940825,135.146,86.005575,188.633425
153.657475,,,154.214725,132.97775,135.1552,86.09695,188.6621
153.6964,,,154.276325,133.01755,135.164375,86.14025,188.7448
153.72245,,,154.317825,133.2003,135.1893,86.15885,188.773725
153.751075,,,154.397025,133.21285,135.204875,86.165175,188.78605
153.77555,,,154.427175,133.2352,135.2211,86.170175,188.81315
153.797275,,,154.461975,133.258425,135.253225,86.2057,188.82785
153.828375,,,154.492775,133.2825,135.2805,86.22195,188.8671
153.86525,,,154.525025,133.308925,135.30615,86.237725,188.88385
153.892025,,,154.56865,133.350125,135.377625,86.253625,188.8993
153.9335,,,154.5907,133.372225,135.498925,86.2663,188.916675
153.9637,,,154.63445,133.40785,135.52275,86.2879,188.94345
153.97805,,,154.6871,133.463925,135.53295,86.303075,188.954175
153.989775,,,154.717525,133.488875,135.5564,86.326475,188.96515
154.02655,,,154.74945,133.5422,135.57145,86.350675,188.9944
154.122175,,,154.776775,133.5759,135.61105,86.3797,189.045175
154.197375,,,154.79375,133.59505,135.618925,86.412575,189.1091
154.23955,,,154.80905,133.6142,135.652125,86.502425,189.132475
154.3193,,,154.820625,133.6625,135.686725,86.5515,189.16495
154.324775,,,154.845125,133.732125,135.7073,86.582675,189.20465
154.3813,,,154.85685,133.79935,135.77435,86.6115,189.231875
154.4241,,,154.876175,133.817175,135.85195,86.62665,189.299925
154.48945,,,154.896175,133.837225,135.88455,86.645225,189.33915
154.512025,,,154.9117,133.857025,135.898425,86.6608,189.36695
154.5419,,,154.981375,133.889425,135.93,86.67245,189.402925
154.571925,,,155.00185,133.9276,135.943925,86.680925,189.440625
154.634,,,155.032425,134.014025,135.967175,86.739675,189.45745
154.662575,,,155.06025,134.0501,135.97335,86.765,189.515925
154.691675,,,155.101375,134.0826,135.997475,86.796725,189.5258
154.741525,,,155.134775,134.205775,136.017175,86.839775,189.53735
154.779925,,,155.15355,134.247425,136.03375,86.868975,189.545375
154.847775,,,155.16905,134.2606,136.042625,86.90445,189.569025
154.8659,,,155.1933,134.281775,136.0885,86.945125,189.579275
154.886125,,,155.22655,134.3009,136.102425,86.970975,189.6025
154.9212,,,155.25695,134.32435,136.117475,87.010975,189.616225
154.959875,,,155.2686,134.344225,136.130275,87.06445,189.62525
155.011,,,155.28865,134.3773,136.140275,87.096625,189.633675
155.0512,,,155.3208,134.402325,136.152525,87.131375,189.646125
155.071175,,,155.3865,134.429175,136.17335,87.188925,189.68515
155.094075,,,155.454375,134.46445,136.2163,87.29245,189.696775
155.1135,,,155.503175,134.503525,136.23055,87.32885,189.713175
155.1661,,,155.539675,134.567,136.296975,87.345475,189.72795
155.173975,,,155.61425,134.60955,136.34695,87.36785,189.76855
155.237425,,,155.660875,134.633275,136.364675,87.39995,189.819625
155.25015,,,155.702,134.657475,136.37555,87.433375,189.832725
155.267825,,,155.764975,134.6762,136.3824,87.463075,189.839875
155.28465,,,155.80205,134.72915,136.398625,87.48215,189.8719
155.30525,,,155.8659,134.795175,136.441425,87.489,189.893075
155.344725,,,155.910725,134.80095,136.502125,87.53915,189.9166
155.420225,,,155.94795,134.851575,136.60655,87.55175,189.937425
155.4565,,,155.980625,134.9273,136.630325,87.5687,189.9509
155.492475,,,156.062125,135.0233,136.6317,87.602075,189.993175
155.60875,,,156.138125,135.13085,136.648975,87.615575,190.014175
155.6576,,,156.184825,135.18,136.65955,87.692325,190.06645
155.705825,,,156.224325,135.2154,136.6797,87.7224,190.100775
155.745375,,,156.2498,135.2571,136.712075,87.745,190.151775
155.81875,,,156.267975,135.295475,136.733775,87.7694,190.16985
155.921775,,,156.3082,135.32095,136.78445,87.79855,190.180675
155.956425,,,156.350825,135.35675,136.796825,87.82165,190.193275
155.973175,,,156.43905,135.4151,136.809825,87.859025,190.21235
156.023025,,,156.48655,135.45855,136.814875,87.919825,190.231375
156.03895,,,156.516825,135.4714,136.84075,87.9758,190.271075
156.093525,,,156.54855,135.508225,136.906675,87.976975,190.28865
156.125625,,,156.5811,135.588575,136.973425,87.991125,190.304825
156.1982,,,156.62335,135.70785,137.010325,88.090325,190.32155
156.2296,,,156.654875,135.7273,137.035625,88.10455,190.3426
156.304,,,156.717925,135.761625,137.039975,88.11,190.36165
156.347625,,,156.83995,135.7983,137.070825,88.1435,190.463025
156.38125,,,156.888225,135.86325,137.0801,88.165025,190.48315
156.409975,,,156.96865,135.9032,137.0925,88.1787,190.501
156.43895,,,157.0056,135.9336,137.099275,88.185825,190.537625
156.4788,,,157.036775,135.946775,137.126425,88.205325,190.55615
156.4983,,,157.152925,135.98775,137.142875,88.2487,190.566875
156.5281,,,157.212725,136.01415,137.171375,88.289625,190.591025
156.62975,,,157.3511,136.038975,137.195675,88.3232,190.60345
156.67355,,,157.380125,136.063625,137.24655,88.34345,190.612025
156.7056,,,157.413625,136.097125,137.328025,88.438975,190.634075
156.745275,,,157.525125,136.1289,137.434925,88.479225,190.668975
156.78835,,,157.579225,136.226,137.467975,88.5195,190.670925
156.82005,,,157.6147,136.2577,137.4693,88.563275,190.6985
156.851075,,,157.677375,136.310825,137.4934,88.5864,190.722275
156.8833,,,157.786925,136.3337,137.501325,88.598725,190.73595
156.977075,,,157.8979,136.344775,137.504125,88.604525,190.78305
157.053475,,,157.94935,136.3649,137.529625,88.666175,190.799075
157.0789,,,158.0245,136.399075,137.537075,88.715875,190.810575
157.088875,,,158.1005,136.42635,137.544075,88.75765,190.826675
157.10575,,,158.1868,136.44135,137.54705,88.799125,190.8589
157.132775,,,158.2802,136.464225,137.5826,88.813175,190.901375
157.184125,,,158.338225,136.484325,137.604775,88.848075,190.917125
157.211425,,,158.3852,136.499425,137.633625,88.8794,190.9798
157.26255,,,158.465275,136.524375,137.64765,88.88885,191.04995
157.31705,,,158.506925,136.5567,137.6788,88.93215,191.0715
157.382075,,,158.55715,136.600975,137.704475,88.9579,191.084675
157.4248,,,158.60765,136.624675,137.7368,88.98095,191.113175
157.4556,,,158.6739,136.655175,137.80605,88.98855,191.128875
157.4841,,,158.77765,136.696125,137.87865,89.020325,191.166375
157.51775,,,158.968775,136.740075,137.90165,89.05325,191.1862
157.546175,,,159.012475,136.772325,137.908425,89.112375,191.20825
157.549,,,159.064025,136.805,137.931675,89.157175,191.2224
157.596975,,,159.082775,136.914625,137.935225,89.1611,191.24305
157.60515,,,159.11,136.9514,137.950875,89.23935,191.251325
157.658175,,,159.1307,136.98445,137.993925,89.271675,191.279025
157.683225,,,159.147975,137.049725,138.0258,89.287,191.37395
157.71425,,,159.177425,137.07625,138.0468,89.29055,191.402425
157.76745,,,159.262225,137.144025,138.072775,89.30675,191.422925
157.787525,,,159.344675,137.199325,138.095075,89.3121,191.438875
157.81555,,,159.47845,137.24055,138.1379,89.330125,191.4618
