SPK_SPKC01a (NA),SPK_SPKC05a (excited),SPK_SPKC05b (no effect),SPK_SPKC05c (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (excited)
,,292.022825,202.3008,189.2011,110.575375
,,292.057125,202.397075,189.23245,110.605125
,,292.11315,202.41825,189.254775,110.62635
,,292.296775,202.427525,189.263225,110.6443
,,292.365425,202.452575,189.275375,110.671375
,,292.446775,202.4675,189.29565,110.6869
,,292.51105,202.526175,189.318425,110.701275
,,292.5907,202.53485,189.338225,110.720625
,,292.624825,202.539925,189.36605,110.7327
,,292.62885,202.550925,189.4131,110.7487
,,292.681575,202.553225,189.427475,110.77775
,,292.719625,202.5635,189.4497,110.83175
,,292.8092,202.5708,189.462225,110.8656
,,292.891375,202.582375,189.485775,110.900625
,,292.985525,202.61115,189.501175,110.913875
,,293.021025,202.623825,189.53375,110.9218
,,293.057575,202.66785,189.5493,110.93135
,,293.07265,202.72065,189.605425,110.9427
,,293.07455,202.745775,189.63175,110.954475
,,293.135525,202.791125,189.6568,110.95575
,,293.154975,202.823375,189.67805,110.98035
,,293.201025,202.8272,189.7026,110.99985
,,293.40165,202.839425,189.7218,111.0135
,,293.47295,202.8596,189.7913,111.026625
,,293.64185,202.9237,189.847,111.086325
,,293.66675,202.95725,189.877975,111.10435
,,293.670275,202.9819,189.885425,111.14395
,,293.733725,202.987725,189.931825,111.178
,,293.76585,203.022975,189.9514,111.19465
,,293.7694,203.059375,189.9853,111.224975
,,293.7816,203.0926,190.046525,111.2532
,,293.854775,203.121375,190.07665,111.29365
,,293.92945,203.169125,190.16835,111.317125
,,294.1407,203.200525,190.206,111.34
,,294.188925,203.24805,190.246525,111.366425
,,294.24085,203.3139,190.264725,111.401775
,,294.496975,203.332825,190.2819,111.429125
,,294.563325,203.333975,190.3002,111.4473
,,294.61575,203.364325,190.343575,111.558675
,,294.6554,203.4042,190.443525,111.624225
,,294.684225,203.438875,190.4843,111.667375
,,294.783325,203.450525,190.505775,111.7012
,,294.86585,203.485325,190.5408,111.7227
,,294.93585,203.5039,190.576825,111.751275
,,294.94745,203.5621,190.61385,111.774375
,,294.96055,203.5776,190.6443,111.7909
,,294.9873,203.598275,190.661925,111.920525
,,295.0348,203.63915,190.69245,111.937975
,,295.0464,203.66825,190.73595,111.954375
,,295.161225,203.670725,190.789475,112.036225
,,295.23005,203.700475,190.841675,112.086825
,,295.27165,203.831575,190.876975,112.116375
,,295.30655,203.848875,190.899,112.151175
,,295.341375,203.86885,190.91395,112.17355
,,295.428175,203.893925,190.9441,112.198075
,,295.4613,203.9295,190.965625,112.2215
,,295.5011,203.9793,191.003375,112.2369
,,295.50455,204.010125,191.02465,112.287
,,295.56335,204.02535,191.06835,112.32785
,,295.569275,204.0519,191.1774,112.35625
,,295.6327,204.151675,191.22065,112.540775
,,295.6797,204.224725,191.2704,112.589475
,,295.7983,204.259025,191.30325,112.61095
,,295.8396,204.3087,191.3204,112.6716
,,295.89145,204.427775,191.339225,112.864725
,,295.90715,204.450475,191.389125,112.8966
,,295.918675,204.521725,191.4383,112.917775
,,295.9573,204.604925,191.49075,112.96275
,,295.960525,204.646075,191.54345,113.0195
,,295.98745,204.653725,191.605075,113.06145
,,296.03025,204.682025,191.633475,113.084975
,,296.0549,204.689325,191.67,113.10935
,,296.0822,204.702125,191.703225,113.136525
,,296.175375,204.715675,191.72425,113.167
,,296.17915,204.7284,191.750975,113.1754
,,296.188,204.748525,191.78305,113.1907
,,296.205775,204.8685,191.81745,113.230025
,,296.2433,204.875075,191.8556,113.260775
,,296.26255,204.88375,191.891075,113.26645
,,296.266325,204.90785,191.93765,113.2926
,,296.373125,204.953775,191.982625,113.3209
,,296.4567,204.9961,192.03795,113.340025
,,296.531825,205.14615,192.05665,113.40695
,,296.6315,205.18385,192.0811,113.428525
,,296.711175,205.23955,192.2178,113.4461
,,296.8653,205.271225,192.2919,113.4675
,,296.9225,205.2967,192.32505,113.48745
,,297.1072,205.320375,192.38225,113.523725
,,297.2302,205.347225,192.41135,113.545025
,,297.36885,205.376375,192.463225,113.564575
,,297.47395,205.406675,192.534925,113.5809
,,297.545125,205.4177,192.609675,113.616975
,,297.57115,205.436975,192.663475,113.639425
,,297.632025,205.44515,192.712825,113.65295
,,297.6747,205.456225,192.73785,113.65805
,,297.76905,205.47655,192.78275,113.664125
,,297.8049,205.5335,192.831275,113.684525
,,297.9093,205.6138,192.863,113.761825
,,297.960725,205.6335,192.922375,113.7809
,,297.9974,205.6856,193.0627,113.78515
,,298.097,205.71705,193.116125,113.793925
,,298.184375,205.7376,193.1404,113.804675
,,298.242525,205.746275,193.166825,113.84335
,,298.24635,205.811125,193.211825,113.8707
,,298.27885,205.839425,193.258275,113.89635
,,298.33875,205.86085,193.31285,113.91905
,,298.3732,205.876175,193.4186,113.961475
,,298.40675,205.91365,193.422275,114.017325
,,298.465675,205.9325,193.46245,114.037825
,,298.508375,205.972375,193.48035,114.0516
,,298.55025,206.019375,193.5061,114.06545
,,298.59735,206.12455,193.5387,114.092475
,,298.73985,206.16955,193.5761,114.1189
,,298.75175,206.249225,193.644825,114.15185
,,298.854075,206.32245,193.721075,114.171125
,,298.94965,206.344475,193.749875,114.18705
,,298.9989,206.355225,193.828675,114.199725
,,299.009375,206.37045,193.84685,114.213575
,,299.024275,206.4107,193.92145,114.335825
,,299.077125,206.457225,193.955025,114.3476
,,299.11955,206.471375,193.989175,114.3645
,,299.17245,206.489025,194.01155,114.375525
,,299.1744,206.498425,194.0313,114.387225
,,299.18285,206.562925,194.0443,114.416825
,,299.188075,206.6319,194.066925,114.4924
,,299.292025,206.670475,194.117075,114.52665
,,299.373275,206.72665,194.13995,114.626075
,,299.42325,206.800725,194.214025,114.637825
,,299.4704,206.820125,194.29525,114.644825
,,299.548475,206.845625,194.345375,114.6791
,,299.559025,206.884475,194.385275,114.7492
,,299.576275,206.885775,194.408375,114.7549
,,299.715075,206.9028,194.46835,114.7672
,,299.762825,206.926125,194.527575,114.768625
,,299.787875,206.94255,194.663825,114.7931
,,299.84655,206.97625,194.687675,114.831425
,,299.881225,207.026625,194.77845,114.845275
,,299.905375,207.0376,194.800325,114.857325
,,299.944775,207.042325,194.826425,114.8662
,,299.99245,207.073025,194.8905,114.878575
,,300.0769,207.1006,194.9383,114.888975
,,300.09515,207.132725,195.021075,114.915225
,,300.222125,207.13915,195.095025,114.94405
,,300.22455,207.147375,195.127325,114.959825
,,300.356475,207.153525,195.138875,114.97255
,,300.395525,207.2579,195.167825,115.010775
,,300.439575,207.33065,195.2142,115.031525
,,300.5402,207.36925,195.27585,115.04735
,,300.583025,207.417675,195.327,115.061625
,,300.6236,207.432275,195.38495,115.073325
,,300.63285,207.476925,195.43975,115.203975
,,300.662525,207.507175,195.482075,115.233875
,,300.776825,207.52185,195.520225,115.24825
,,300.802075,207.538425,195.618325,115.291
,,300.833875,207.631925,195.705975,115.32065
,,300.879325,207.643425,195.722175,115.345075
,,301.035075,207.716875,195.730975,115.3958
,,301.0559,207.7378,195.737875,115.41715
,,301.101725,207.792025,195.751275,115.432075
,,301.197725,207.811475,195.769225,115.493525
,,301.20495,207.886325,195.802575,115.52435
,,301.2593,207.984975,195.8174,115.5643
,,301.2605,208.0028,195.828975,115.647625
,,301.410325,208.17455,195.85425,115.66005
,,301.481975,208.221575,195.887925,115.684275
,,301.555925,208.321275,195.90695,115.694875
,,301.5619,208.347725,195.94455,115.707775
,,301.58085,208.362525,195.957175,115.7136
,,301.633225,208.425175,195.978525,115.72515
,,301.658,208.450575,196.140725,115.752175
,,301.692225,208.488125,196.1822,115.773875
,,301.723,208.5786,196.1971,115.79695
,,301.736375,208.623,196.21225,115.81615
,,301.820175,208.66835,196.2389,115.8429
,,301.84035,208.731875,196.260875,115.88185
,,301.861075,208.757225,196.285,115.89135
,,301.87695,208.90455,196.3048,115.895
,,301.975325,208.9394,196.330475,115.908175
,,301.990625,209.027275,196.379,115.919125
,,302.02185,209.052525,196.419275,115.934025
,,302.064775,209.1522,196.44015,116.014475
,,302.151975,209.23855,196.45475,116.019875
,,302.2265,209.2804,196.4599,116.0347
,,302.296075,209.350275,196.490425,116.0553
,,302.3832,209.39165,196.5184,116.073625
,,302.4353,209.450575,196.6008,116.092425
,,302.4779,209.5448,196.71415,116.113325
,,302.524175,209.66655,196.774775,116.142075
,,302.6843,209.7313,196.7869,116.159975
,,302.690525,209.8575,196.813675,116.180325
,,302.708325,209.9524,196.830675,116.199
,,302.73955,210.0601,196.8866,116.2171
,,302.75955,210.127825,196.904625,116.222725
,,302.79425,210.1596,197.01555,116.232675
,,302.906975,210.283275,197.10215,116.269925
,,302.9626,210.353325,197.124975,116.31495
,,302.982175,210.37815,197.138275,116.33735
,,303.04975,210.4609,197.146575,116.42135
,,303.08085,210.562225,197.164625,116.437975
,,303.083775,210.58275,197.18305,116.45065
,,303.1425,210.867975,197.206925,116.463875
,,303.175875,210.879775,197.342825,116.499325
,,303.1943,210.8973,197.364175,116.521175
,,303.236775,210.939575,197.37485,116.5437
,,303.273475,211.07595,197.495725,116.562
,,303.335275,211.08735,197.521575,116.601025
,,303.442475,211.097225,197.6006,116.6185
,,303.52865,211.1687,197.63,116.643675
,,303.5867,211.186975,197.66505,116.6707
,,303.68805,211.195925,197.699825,116.7034
,,303.706575,211.2668,197.7417,116.783375
,,303.752625,211.2754,197.773575,116.81715
,,303.823175,211.290475,197.8212,116.846375
,,303.866275,211.364225,197.854775,116.869
,,303.9838,211.377025,197.926275,116.887625
,,304.057225,211.3838,197.9643,116.905675
,,304.08835,211.397525,198.042525,116.9254
,,304.089675,211.41345,198.0958,116.93715
,,304.149275,211.478775,198.119475,116.965875
,,304.2941,211.508775,198.18555,116.9867
,,304.395875,211.524375,198.209125,117.092325
,,304.46275,211.547,198.2249,117.1166
,,304.51785,211.5688,198.256975,117.134975
,,304.591725,211.633675,198.315125,117.1847
,,304.665175,211.753275,198.42775,117.210775
,,304.746125,211.834575,198.463075,117.2213
,,304.852925,211.92295,198.477825,117.24375
,,305.067125,211.94225,198.50375,117.29845
,,305.187775,211.99345,198.544875,117.31705
,,305.203475,212.02405,198.588925,117.3447
,,305.223875,212.0788,198.7016,117.362725
,,305.2745,212.116425,198.73335,117.38735
,,305.3157,212.16515,198.762725,117.40695
,,305.345675,212.23425,198.786225,117.423275
,,305.363725,212.261825,198.816825,117.439725
,,305.423775,212.292725,198.842525,117.4514
,,305.498975,212.334825,198.8782,117.47215
,,305.526025,212.344175,198.9071,117.523425
,,305.561025,212.3979,199.00285,117.5399
,,305.593425,212.421325,199.06245,117.557025
,,305.60965,212.445375,199.106475,117.593025
,,305.625425,212.486475,199.1721,117.609275
,,305.719975,212.4883,199.2316,117.64195
,,305.77825,212.5005,199.257475,117.654575
,,305.839875,212.600975,199.325775,117.675225
,,305.868575,212.6157,199.359,117.688
,,305.9902,212.6345,199.39205,117.73085
,,306.00945,212.663,199.41965,117.754525
,,306.0564,212.720625,199.44545,117.794875
,,306.127625,212.756625,199.4927,117.808725
,,306.245075,212.792225,199.573375,117.810125
,,306.3523,212.858225,199.582725,117.8633
,,306.38475,212.950375,199.61345,117.894775
,,306.416075,213.016425,199.662675,117.91615
,,306.4671,213.116075,199.700725,117.9455
,,306.47345,213.145425,199.80685,117.96115
,,306.659775,213.239075,199.862,117.9759
,,306.7213,213.243175,199.893225,117.9777
,,306.7472,213.25975,199.942125,117.990625
,,306.75425,213.283425,199.977075,118.013525
,,306.777175,213.3662,200.08075,118.03985
,,306.84715,213.434575,200.11045,118.04995
,,306.869675,213.449425,200.148725,118.057275
,,306.96175,213.476975,200.178975,118.082025
,,306.976725,213.4957,200.203225,118.0937
,,307.00175,213.59155,200.230925,118.111175
,,307.145,213.656675,200.3137,118.1279
,,307.2696,213.6813,200.355325,118.14055
,,307.342075,213.715525,200.404875,118.15235
,,307.378575,213.761325,200.43685,118.17865
,,307.428325,213.781325,200.464125,118.190525
,,307.47025,213.839975,200.4872,118.21245
,,307.47645,213.85865,200.519525,118.2432
,,307.514375,213.88645,200.5397,118.258925
,,307.62675,214.003375,200.6331,118.279125
,,307.75525,214.0327,200.65695,118.285275
,,307.818325,214.095275,200.69835,118.300875
,,307.850875,214.14295,200.7385,118.319675
,,307.93565,214.15425,200.882775,118.33555
,,307.967325,214.2167,200.909375,118.36315
,,308.033125,214.24145,200.94885,118.40235
,,308.132475,214.27455,201.020425,118.420425
,,308.1798,214.34285,201.063425,118.426575
,,308.34885,214.386125,201.101225,118.4446
,,308.512075,214.4083,201.13195,118.4749
,,308.5541,214.437475,201.164475,118.512575
,,308.5707,214.510825,201.19985,118.518075
,,308.633575,214.54785,201.25745,118.5328
,,308.724975,214.608825,201.283625,118.56115
,,308.8016,214.662925,201.332475,118.599875
,,308.8758,214.832275,201.371425,118.61165
,,308.925075,214.98775,201.41265,118.63535
,,308.9485,215.0808,201.468775,118.643
,,309.0823,215.0974,201.5018,118.650875
,,309.119375,215.143425,201.6065,118.660125
,,309.1853,215.198125,201.650575,118.668875
,,309.227625,215.211625,201.91375,118.67785
,,309.268025,215.242625,201.9385,118.686825
,,309.310375,215.258575,201.99445,118.6935
,,309.3733,215.2715,202.24925,118.73205
,,309.447525,215.291275,202.294775,118.76125
,,309.51715,215.31405,202.532425,118.772075
,,309.531075,215.339525,202.56255,118.83265
,,309.685925,215.37405,202.58115,118.8487
,,309.736375,215.41255,202.601075,118.8549
,,309.8112,215.475475,202.62395,118.862875
,,309.869925,215.503375,202.64595,118.8787
,,309.889375,215.555325,202.726125,118.90345
,,309.9115,215.569025,202.755575,118.91775
,,309.959175,215.5923,202.88555,118.9309
,,310.038575,215.6337,202.9182,118.9432
,,310.067525,215.700425,203.089675,118.95215
,,310.1001,215.7211,203.173725,118.978475
,,310.155525,215.754275,203.210975,119.009775
,,310.20735,215.818275,203.244375,119.034875
,,310.259375,215.887175,203.2639,119.0594
,,310.31765,215.93375,203.3209,119.070175
,,310.34475,215.94965,203.335975,119.083325
,,310.369375,215.9618,203.3478,119.095325
,,310.41,215.981275,203.37615,119.10755
,,310.43555,215.9953,203.3908,119.122575
,,310.5559,215.999675,203.4314,119.132175
,,310.797425,216.0382,203.4787,119.154725
,,310.852175,216.0459,203.49945,119.186325
,,310.93775,216.055025,203.54855,119.205225
,,311.0777,216.1294,203.582275,119.220375
,,311.23,216.155,203.611925,119.23435
,,311.444675,216.18655,203.69295,119.24725
,,311.548725,216.2068,203.770975,119.257475
,,311.592325,216.2176,203.83465,119.267725
,,311.604925,216.234325,203.88465,119.279925
,,311.67405,216.29445,203.929375,119.306175
,,311.697875,216.411625,203.9742,119.338825
,,311.709925,216.431875,203.99815,119.35545
,,311.80485,216.460975,204.0568,119.372775
,,311.858025,216.46275,204.11235,119.42325
,,311.96025,216.5652,204.173175,119.479425
,,312.046325,216.62365,204.1981,119.533625
,,312.1566,216.653425,204.2178,119.5502
,,312.228875,216.68445,204.233575,119.564325
,,312.312875,216.694175,204.248825,119.5875
,,312.384325,216.709175,204.265225,119.6037
,,312.44915,216.759475,204.299975,119.621325
,,312.487925,216.7793,204.3422,119.6411
,,312.536325,216.835375,204.37355,119.66555
,,312.53745,216.88395,204.4197,119.6845
,,312.5618,216.898875,204.57205,119.7135
,,312.5935,216.9379,204.581875,119.728
,,312.763075,216.977325,204.599775,119.770175
,,312.80025,216.9908,204.63695,119.787125
,,312.845975,217.032375,204.707175,119.818175
,,312.923,217.05715,204.800375,119.84605
,,312.9306,217.0941,204.820525,119.87005
,,312.960525,217.150925,204.863475,119.8898
,,312.99095,217.23385,204.890275,119.9396
,,313.059425,217.2718,204.9576,120.002975
,,313.114875,217.3519,205.02565,120.029975
,,313.293475,217.3839,205.120925,120.05245
,,313.404975,217.43465,205.170975,120.0674
,,313.427675,217.442975,205.187075,120.088025
,,313.429975,217.582775,205.2155,120.105225
,,313.450925,217.617625,205.24215,120.120625
,,313.46245,217.695225,205.2857,120.13435
,,313.49645,217.79625,205.437975,120.148125
,,313.54405,217.816,205.45825,120.1621
,,313.5536,217.837525,205.471375,120.171325
,,313.671225,217.863225,205.4931,120.18665
,,313.818,217.8869,205.520975,120.202925
,,313.84995,217.937625,205.5287,120.228725
,,313.8601,218.035075,205.57415,120.283725
,,313.923325,218.07715,205.62115,120.344025
,,313.977325,218.094125,205.696225,120.374625
,,314.022925,218.1095,205.7954,120.402375
,,314.03665,218.1392,205.812075,120.4223
,,314.067325,218.16515,205.8434,120.46105
,,314.108525,218.1894,205.867475,120.5256
,,314.12385,218.21915,205.8806,120.54815
,,314.176625,218.276525,205.8893,120.565025
,,314.230575,218.3272,205.901575,120.612625
,,314.258075,218.360375,205.915775,120.685225
,,314.28455,218.563275,205.936175,120.708975
,,314.32475,218.59745,206.02065,120.766075
,,314.36595,218.649675,206.068575,120.793625
,,314.36935,218.679275,206.09935,120.8141
,,314.398225,218.687175,206.113925,120.835775
,,314.475225,218.7015,206.160325,120.855625
,,314.562325,218.761025,206.188175,120.86445
,,314.645675,218.817375,206.207,120.87105
,,314.708275,218.868125,206.2908,120.8818
,,314.734125,218.891425,206.36,120.893675
,,314.828975,218.914275,206.3881,120.90725
,,314.889225,218.969825,206.401325,120.9154
,,314.95655,219.002775,206.419,120.94065
,,315.00155,219.105575,206.447025,120.960625
,,315.009825,219.11705,206.46005,120.969375
,,315.04675,219.18985,206.495825,120.99335
,,315.08115,219.221875,206.51295,121.00555
,,315.1985,219.28635,206.54015,121.06805
,,315.2016,219.315525,206.5565,121.0818
,,315.22785,219.3488,206.578925,121.105225
,,315.272075,219.362425,206.622475,121.11475
,,315.27735,219.452875,206.644475,121.1349
,,315.3193,219.46605,206.660225,121.167
,,315.458125,219.500275,206.67005,121.1791
,,315.461025,219.55035,206.6803,121.18265
,,315.75015,219.57185,206.702,121.194925
,,315.752475,219.58895,206.725175,121.22225
,,315.773375,219.6242,206.73635,121.23725
,,315.80615,219.632025,206.74795,121.258625
,,315.8119,219.656675,206.793075,121.28015
,,315.835325,219.9586,206.82045,121.299175
,,315.8458,219.968075,206.8384,121.315225
,,315.849075,220.023075,206.86925,121.331575
,,315.9105,220.04465,206.906375,121.346
,,315.94525,220.27065,206.912975,121.35525
,,316.010625,220.3398,206.918675,121.3586
,,316.032075,220.36785,206.930225,121.371575
,,316.033225,220.42685,206.940625,121.38625
,,316.0722,220.484175,206.96375,121.4009
,,316.0979,220.4922,206.9811,121.414975
,,316.114825,220.719,206.991575,121.437175
,,316.233875,220.7767,207.003775,121.452375
,,316.32555,220.797275,207.017125,121.465625
,,316.39645,220.887525,207.02425,121.479475
,,316.46505,220.910975,207.0348,121.491675
,,316.46705,221.037725,207.050875,121.523775
,,316.520125,221.04015,207.06405,121.53525
,,316.6726,221.1544,207.068025,121.550775
,,316.775325,221.1938,207.079375,121.562575
,,316.802625,221.306975,207.1024,121.5789
,,316.823575,221.335575,207.12175,121.599125
,,316.876225,221.378475,207.14355,121.610575
,,316.9507,221.402325,207.1652,121.6319
,,317.0341,221.43475,207.178625,121.657625
,,317.13145,221.540475,207.19085,121.68945
,,317.166175,221.59765,207.210325,121.71965
,,317.215725,221.679975,207.226325,121.73865
,,317.270275,221.714725,207.243225,121.75505
,,317.30135,221.8069,207.2607,121.778675
,,317.358475,221.853,207.283425,121.831875
,,317.48365,221.902525,207.297875,121.85615
,,317.55085,221.921825,207.3123,121.875975
,,317.57495,222.049225,207.3451,121.905775
,,317.6571,222.080725,207.3718,121.9321
,,317.733175,222.11255,207.41425,121.96415
,,317.738225,222.183425,207.444825,121.982375
,,317.770025,222.21555,207.466625,122.01235
,,317.7895,222.332525,207.480975,122.046075
,,317.8076,222.343675,207.5017,122.067975
,,317.81365,222.3507,207.521975,122.09205
,,317.90005,222.366075,207.5698,122.123725
,,317.924675,222.4061,207.606,122.1496
,,318.04535,222.412025,207.6374,122.169625
,,318.055575,222.445075,207.650125,122.20225
,,318.08135,222.4553,207.69855,122.2302
,,318.135575,222.601925,207.750725,122.247175
,,318.229025,222.624775,207.767575,122.26615
,,318.289525,222.811475,207.787475,122.280825
,,318.3161,222.8319,207.806725,122.310525
,,318.3372,222.85715,207.825975,122.34875
,,318.363075,222.87035,207.845825,122.3685
,,318.3874,222.8982,207.873075,122.416275
,,318.449275,222.965225,207.939025,122.465325
,,318.50285,222.96725,207.983775,122.485125
,,318.5998,223.118275,208.00355,122.5013
,,318.643,223.1345,208.083625,122.51965
,,318.6506,223.17085,208.1066,122.54165
,,318.7003,223.22065,208.136525,122.591575
,,318.723825,223.258075,208.1626,122.624225
,,318.7678,223.289075,208.22515,122.644225
,,318.8519,223.305025,208.29665,122.662525
,,318.866625,223.3173,208.3268,122.678175
,,318.869075,223.329725,208.35225,122.704875
,,318.892725,223.348375,208.3772,122.80665
,,318.906525,223.436525,208.4396,122.8285
,,318.96425,223.450375,208.503025,122.842575
,,319.052475,223.46625,208.5623,122.856525
,,319.118875,223.484525,208.6081,122.869025
,,319.136625,223.517425,208.6482,122.88575
,,319.291,223.552425,208.671325,122.898275
,,319.355025,223.56905,208.68485,122.914625
,,319.39505,223.584025,208.7118,122.9281
,,319.43695,223.680075,208.75555,122.9474
,,319.4847,223.727775,208.7964,122.963275
,,319.4985,223.78755,208.8226,123.031875
,,319.51915,223.8635,208.86315,123.057425
,,319.5414,223.881375,208.963925,123.07855
,,319.553475,223.894075,209.00255,123.091975
,,319.581725,223.906325,209.02345,123.1472
,,319.628925,223.92085,209.106625,123.166575
,,319.6773,223.943725,209.181875,123.188
,,319.704675,224.007225,209.227575,123.243975
,,319.781325,224.111525,209.24715,123.28555
,,319.907425,224.1517,209.296575,123.3311
,,319.964125,224.213,209.3669,123.41665
,,319.98795,224.278225,209.3992,123.488375
,,319.98935,224.3108,209.40715,123.52075
,,320.0028,224.425375,209.419225,123.596975
,,320.039625,224.43795,209.45845,123.632325
,,320.10885,224.45365,209.4877,123.666875
,,320.155025,224.585725,209.536075,123.7016
,,320.20525,224.637275,209.5599,123.7203
,,320.298525,224.688225,209.58345,123.747975
,,320.3337,224.800925,209.643325,123.8055
,,320.360925,224.840125,209.671875,123.8804
,,320.403675,224.848025,209.692175,123.917625
,,320.560425,225.00375,209.710925,123.94305
,,320.5779,225.125025,209.7373,123.968825
,,320.5991,225.3221,209.7593,123.993775
,,320.610575,225.363375,209.780975,124.041875
,,320.649825,225.400925,209.825525,124.185475
,,320.67255,225.440025,209.84735,124.2323
,,320.69865,225.4861,209.87045,124.259175
,,320.770625,225.589125,209.93995,124.307125
,,320.82545,225.615575,209.964125,124.32165
,,320.859725,225.689325,210.011125,124.334675
,,320.886575,225.725175,210.040525,124.353325
,,320.94015,225.752,210.07465,124.37415
,,320.958825,225.772625,210.099275,124.3978
,,320.986175,225.80535,210.115425,124.43805
,,321.006525,225.828775,210.1466,124.4658
,,321.047,225.84545,210.172275,124.500375
,,321.0846,225.887225,210.2005,124.5491
,,321.14645,225.918575,210.21545,124.584425
,,321.1745,225.991775,210.27895,124.60095
,,321.2064,226.090375,210.30245,124.619075
,,321.2496,226.120625,210.33005,124.6352
,,321.2748,226.145825,210.355025,124.659775
,,321.3364,226.244775,210.4006,124.68745
,,321.367575,226.2724,210.42815,124.74575
,,321.455575,226.2928,210.453925,124.80785
,,321.538775,226.322625,210.49015,124.825375
,,321.621575,226.405825,210.537575,124.845425
,,321.664175,226.5046,210.557475,124.8627
,,321.783825,226.580125,210.575725,124.8801
,,321.795775,226.61785,210.590675,124.897325
,,321.832375,226.718625,210.624025,124.9159
,,321.868375,226.744375,210.681025,124.96555
,,321.92285,226.776,210.71145,124.978625
,,321.99795,226.85795,210.730725,125.0029
,,322.1233,226.87705,210.795725,125.032025
,,322.19275,226.92935,210.87245,125.050675
,,322.246375,227.012925,210.9065,125.064625
,,322.29925,227.052175,210.92915,125.075
,,322.327375,227.117925,211.0673,125.0846
,,322.4992,227.134775,211.082425,125.1353
,,322.5791,227.173075,211.092025,125.17335
,,322.6611,227.1754,211.101475,125.19725
,,322.75335,227.31175,211.11495,125.2205
,,322.8851,227.4187,211.13335,125.2759
,,322.91605,227.5376,211.165975,125.2834
,,322.93455,227.594375,211.24165,125.304975
,,322.9611,227.6542,211.270425,125.3294
,,323.0061,227.67735,211.29305,125.3669
,,323.082825,227.779775,211.30795,125.4034
,,323.1403,227.79785,211.3247,125.43915
,,323.2368,227.84015,211.3702,125.470225
,,323.2701,227.85965,211.398275,125.481975
,,323.4578,228.107475,211.42485,125.4858
,,323.553475,228.206625,211.491,125.5026
,,323.702125,228.272625,211.515675,125.51815
,,323.7169,228.273875,211.54405,125.5344
,,323.7331,228.3004,211.570125,125.56335
,,323.75605,228.315,211.6161,125.59335
,,323.7639,228.3416,211.640725,125.61695
,,323.779,228.38305,211.666525,125.6567
,,323.812625,228.476,211.741525,125.6846
,,323.879975,228.535225,211.767475,125.7096
,,323.96465,228.56355,211.8379,125.732925
,,323.997275,228.62175,211.934175,125.7606
,,324.01805,228.6441,211.9527,125.7901
,,324.04625,228.72165,211.985775,125.80505
,,324.0496,228.80625,212.022025,125.821575
,,324.100475,228.8323,212.0444,125.8369
,,324.116325,228.8886,212.125525,125.8566
,,324.1348,228.913325,212.167625,125.880625
,,324.1592,228.956225,212.20935,125.891125
,,324.18745,229.009925,212.2255,125.948525
,,324.1924,229.15415,212.27495,125.973125
,,324.2256,229.3198,212.301475,126.012675
,,324.3076,229.373175,212.34535,126.052975
,,324.4548,229.42015,212.37055,126.0784
,,324.49485,229.461975,212.39485,126.103475
,,324.537975,229.49575,212.425775,126.143225
,,324.563875,229.529325,212.449675,126.188625
,,324.634,229.73915,212.494525,126.22215
,,324.728925,229.773425,212.531625,126.2555
,,324.764425,229.820025,212.5675,126.279625
,,324.7945,229.91575,212.595775,126.296375
,,324.84145,229.94205,212.61845,126.3185
,,324.854975,229.966775,212.63655,126.355975
,,324.8998,230.095925,212.652125,126.3852
,,324.906925,230.13245,212.678475,126.40745
,,324.9344,230.20115,212.707925,126.443925
,,325.077025,230.23725,212.751325,126.466225
,,325.1117,230.283975,212.796325,126.47355
,,325.161025,230.31045,212.826825,126.490775
,,325.20285,230.387175,212.855475,126.5207
,,325.21795,230.4374,212.874775,126.541525
,,325.306675,230.463825,212.915675,126.57775
,,325.4462,230.5032,212.943,126.600475
,,325.4578,230.53465,212.9695,126.62825
,,325.48655,230.6264,213.016,126.671925
,,325.4895,230.67655,213.055925,126.748025
,,325.50275,230.743825,213.08225,126.762725
,,325.509225,230.766125,213.104575,126.7754
,,325.53965,230.86965,213.14175,126.8008
,,325.634825,230.8739,213.165125,126.81385
,,325.6661,230.96625,213.1867,126.81955
,,325.7265,231.0001,213.2093,126.83
,,325.80495,231.0103,213.2396,126.83955
,,325.897925,231.110575,213.353025,126.850725
,,325.9946,231.163125,213.39245,126.86225
,,326.018775,231.284475,213.4411,126.88325
,,326.077075,231.29605,213.473525,126.894725
,,326.19025,231.33375,213.4987,126.9209
,,326.22625,231.344,213.512575,126.929375
,,326.3419,231.3925,213.5448,126.9422
,,326.37025,231.4971,213.56645,126.9605
,,326.47095,231.543375,213.5928,126.970925
,,326.490975,231.560225,213.6381,126.97855
,,326.574625,231.620625,213.7448,126.98935
,,326.622425,231.69875,213.817675,127.0036
,,326.634525,231.74995,213.855025,127.01535
,,326.74275,231.883825,213.9219,127.02655
,,326.812725,231.930175,213.977075,127.03845
,,327.0117,231.964025,214.03455,127.043125
,,327.036875,231.999925,214.123725,127.0503
,,327.09335,232.027575,214.151425,127.074225
,,327.1434,232.0451,214.2217,127.089
,,327.210325,232.05145,214.3202,127.1356
,,327.250075,232.095575,214.362725,127.168825
,,327.25855,232.161225,214.39175,127.2164
,,327.388625,232.207675,214.4984,127.261375
,,327.418475,232.251825,214.56495,127.278675
