SPK_SPKC01a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a
214.737975,238.914325,217.949275,206.896825,228.1277
214.73995,238.924875,217.970375,206.917675,228.27665
214.7694,239.1207,218.0005,206.94075,228.305975
214.837875,239.22585,218.02765,206.95475,228.49175
214.8927,239.2623,218.036675,206.965775,228.6287
214.941325,239.3094,218.0618,206.976875,228.6706
214.962875,239.41895,218.094,206.98885,228.687975
214.994325,239.4477,218.1012,207.019225,228.7493
215.1069,239.65405,218.124725,207.034875,228.76185
215.1835,239.66365,218.16955,207.04715,228.77645
215.23695,239.684,218.204175,207.063975,228.803825
215.307825,239.7129,218.223675,207.073175,228.87285
215.390425,239.814375,218.30775,207.08375,228.93355
215.450225,239.830625,218.486725,207.093425,229.006475
215.53855,239.845075,218.499075,207.1499,229.128075
215.573225,239.880275,218.603575,207.167825,229.2489
215.6201,239.89485,218.619425,207.180725,229.26835
215.759075,239.977925,218.673125,207.195575,229.36595
215.901425,240.052775,218.71135,207.206,229.43685
215.929025,240.070625,218.74605,207.214675,229.448925
216.043825,240.10135,218.83665,207.221475,229.668475
216.082325,240.2373,218.846325,207.2331,229.7587
216.10355,240.285025,218.96905,207.252375,229.839
216.10785,240.29785,219.003825,207.2623,229.876675
216.120825,240.316375,219.07265,207.270525,229.89855
216.143025,240.37005,219.14645,207.292575,229.92355
216.238075,240.380825,219.20325,207.305825,229.9895
216.278525,240.4049,219.322025,207.315675,230.072225
216.295675,240.4438,219.39645,207.324225,230.093975
216.30645,240.5019,219.42255,207.33695,230.167025
216.3093,240.519025,219.444375,207.3505,230.1683
216.368,240.55835,219.531175,207.355575,230.331875
216.4054,240.689,219.561725,207.3748,230.35035
216.41385,240.86025,219.60555,207.398575,230.459025
216.425275,240.91275,219.653725,207.40605,230.57635
216.440675,241.1189,219.67595,207.412525,230.59025
216.46475,241.23385,219.744775,207.447375,230.614975
216.533975,241.33985,219.82615,207.46795,230.6375
216.5486,241.35465,219.863875,207.489875,230.836425
216.6129,241.4342,219.88765,207.501275,230.842025
216.631575,241.4711,219.924675,207.511925,230.8998
216.6773,241.5158,220.07385,207.535875,230.91385
216.784025,241.578025,220.085575,207.552225,230.95765
216.82315,242.1018,220.107575,207.55765,230.9899
216.866725,242.2081,220.138075,207.575025,231.031275
216.8954,242.223075,220.200675,207.5894,231.1174
216.909375,242.224225,220.270325,207.5977,231.201325
216.970125,242.6857,220.2974,207.61875,231.445675
216.9926,242.7815,220.34425,207.634,231.5158
217.0177,242.78685,220.632175,207.642175,231.5675
217.0422,242.840825,220.64505,207.67875,231.589125
217.054875,243.084275,220.658675,207.686675,231.65955
217.10635,243.1094,220.6975,207.698875,231.743375
217.108925,243.165775,220.80025,207.72635,231.81785
217.143125,243.281425,220.920525,207.7383,231.85215
217.150575,243.348375,220.963425,207.74825,231.903975
217.2061,243.368725,221.00615,207.75835,232.0425
217.242275,243.46015,221.234425,207.77865,232.207025
217.269825,243.5217,221.258725,207.79855,232.2366
217.319625,243.78475,221.3638,207.807725,232.27175
217.3396,243.798475,221.488775,207.8478,232.37155
217.45935,243.968975,221.518,207.876675,232.395375
217.489275,243.994025,221.54385,207.887175,232.44805
217.54735,244.1726,221.595025,207.91495,232.634725
217.575575,244.1978,221.6299,207.932575,232.902425
217.608625,244.26925,221.6368,207.944175,233.03765
217.61705,244.3356,221.737225,207.9558,233.3644
217.6225,244.51015,221.757175,207.972975,233.489525
217.737525,244.514,221.79065,207.996325,233.777525
217.777725,244.5231,221.850475,208.01485,233.850175
217.80565,244.52665,221.9065,208.02595,234.0509
217.982975,244.5683,222.075625,208.043775,234.0851
218.009775,244.698475,222.11255,208.055875,234.240575
218.140175,244.709325,222.142125,208.068475,234.266375
218.232525,244.74375,222.179525,208.08395,234.43825
218.462325,244.748675,222.196825,208.0987,234.48025
218.53895,244.75405,222.231725,208.108875,234.5089
218.55465,244.7837,222.268825,208.11895,234.573025
218.600675,244.789075,222.305,208.1327,234.602325
218.6474,244.840425,222.466175,208.141775,234.675225
218.676475,244.859075,222.520475,208.152575,234.786325
218.738825,244.898125,222.55555,208.16515,234.888075
218.7597,244.972025,222.587275,208.178975,235.110175
218.769025,245.001075,222.6092,208.21055,235.152975
218.7768,245.152425,222.623375,208.2289,235.257725
218.784425,245.19535,222.6842,208.24145,235.365525
218.821775,245.2545,222.730825,208.274525,235.384375
218.836575,245.265075,222.789825,208.28985,235.444425
218.89905,245.267675,222.850575,208.317675,235.4691
