SPK_SPKC02b,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC12a,SPK_SPKC13a
,,3298.662125,3253.2418,
,,3298.68105,3253.2744,
,,3298.7042,3253.298475,
,,3298.728025,3253.303275,
,,3298.78335,3253.326875,
,,3298.829675,3253.369325,
,,3298.87435,3253.388875,
,,3299.05035,3253.422175,
,,3299.145075,3253.454775,
,,3299.1525,3253.498675,
,,3299.22005,3253.54855,
,,3299.399575,3253.623375,
,,3299.509025,3253.62865,
,,3299.5427,3253.728675,
,,3299.559925,3253.778,
,,3299.601675,3253.789,
,,3299.66675,3253.821775,
,,3299.672675,3253.85725,
,,3299.800925,3253.9075,
,,3299.8264,3253.934875,
,,3299.90815,3253.949325,
,,3299.980425,3253.956125,
,,3300.0274,3253.9803,
,,3300.070725,3253.9999,
,,3300.101425,3254.01495,
,,3300.13925,3254.02275,
,,3300.159775,3254.0245,
,,3300.162825,3254.0502,
,,3300.238725,3254.061125,
,,3300.334075,3254.0786,
,,3300.44155,3254.0908,
,,3300.487075,3254.118525,
,,3300.498975,3254.1573,
,,3300.5979,3254.205575,
,,3300.70795,3254.21455,
,,3300.75135,3254.257325,
,,3300.9975,3254.27885,
,,3301.007675,3254.329675,
,,3301.0564,3254.3542,
,,3301.14025,3254.36785,
,,3301.21855,3254.41455,
,,3301.34275,3254.42425,
,,3301.3713,3254.47965,
,,3301.3765,3254.5079,
,,3301.38125,3254.516925,
,,3301.463925,3254.5226,
,,3301.54415,3254.531775,
,,3301.6168,3254.539425,
,,3301.709775,3254.595375,
,,3301.7203,3254.6136,
,,3301.76215,3254.6569,
,,3301.7775,3254.684025,
,,3301.796225,3254.72815,
,,3301.815525,3254.747425,
,,3301.83355,3254.815725,
,,3301.90295,3254.821825,
,,3301.9173,3254.872775,
,,3301.9799,3254.891225,
,,3302.00135,3254.899175,
,,3302.12665,3254.90185,
,,3302.209,3254.947625,
,,3302.267375,3254.95855,
,,3302.285,3255.03745,
,,3302.299675,3255.07855,
,,3302.338775,3255.085625,
,,3302.407875,3255.131925,
,,3302.42075,3255.144875,
,,3302.49055,3255.146375,
,,3302.587425,3255.172675,
,,3302.67445,3255.18835,
,,3302.6876,3255.25625,
,,3302.70815,3255.261425,
,,3302.796975,3255.350575,
,,3302.9814,3255.3695,
,,3303.011375,3255.395875,
,,3303.098325,3255.42545,
,,3303.153,3255.4346,
,,3303.17105,3255.442475,
,,3303.204425,3255.4555,
,,3303.267225,3255.464725,
,,3303.291775,3255.4694,
,,3303.32925,3255.484725,
,,3303.3388,3255.4988,
,,3303.3884,3255.526275,
,,3303.40215,3255.55185,
,,3303.48445,3255.56745,
,,3303.52315,3255.599825,
,,3303.564575,3255.617125,
,,3303.613675,3255.644175,
,,3303.6877,3255.668425,
,,3303.872675,3255.683275,
,,3303.998225,3255.717425,
,,3304.03775,3255.725825,
,,3304.064825,3255.7364,
,,3304.147625,3255.745275,
,,3304.25965,3255.77065,
,,3304.2671,3255.866325,
,,3304.599525,3255.8908,
,,3304.68865,3255.916675,
,,3304.761925,3255.93125,
,,3304.84755,3255.94075,
,,3305.010075,3255.957775,
,,3305.0212,3255.973375,
,,3305.101775,3255.99685,
,,3305.168075,3256.025675,
,,3305.171675,3256.072,
,,3305.205775,3256.095425,
,,3305.2366,3256.105925,
,,3305.269375,3256.12085,
,,3305.285625,3256.136775,
,,3305.286825,3256.14525,
,,3305.293375,3256.17145,
,,3305.35935,3256.21175,
,,3305.492475,3256.23965,
,,3305.722025,3256.25355,
,,3305.7492,3256.260875,
,,3305.75415,3256.267675,
,,3305.825575,3256.28275,
,,3305.833725,3256.288825,
,,3305.93375,3256.325225,
,,3305.977875,3256.33585,
,,3306.1344,3256.379325,
,,3306.150425,3256.389575,
,,3306.25525,3256.41245,
,,3306.36825,3256.4523,
,,3306.3944,3256.4919,
,,3306.408875,3256.5071,
,,3306.64785,3256.538925,
,,3306.68135,3256.5811,
,,3306.787725,3256.60795,
,,3306.80335,3256.625475,
,,3306.896825,3256.638075,
,,3306.9361,3256.661075,
,,3306.945,3256.703275,
,,3306.9897,3256.71225,
,,3307.084675,3256.770725,
,,3307.097225,3256.79615,
,,3307.10555,3256.80565,
,,3307.183325,3256.9339,
,,3307.212875,3256.94555,
,,3307.232875,3256.952875,
,,3307.24195,3256.9606,
,,3307.27595,3256.982775,
,,3307.31635,3257.024675,
,,3307.39685,3257.0637,
,,3307.4079,3257.071575,
,,3307.4887,3257.087575,
,,3307.529125,3257.095875,
,,3307.59315,3257.11085,
,,3307.6371,3257.1272,
,,3307.667075,3257.15085,
,,3307.726275,3257.158475,
,,3307.777225,3257.173775,
,,3307.786425,3257.223,
,,3307.8477,3257.240975,
,,3307.8643,3257.247475,
,,3307.88265,3257.30865,
,,3307.9239,3257.328325,
,,3307.938725,3257.435825,
,,3307.972675,3257.44445,
,,3307.99515,3257.465625,
,,3308.001025,3257.471625,
,,3308.0081,3257.4886,
,,3308.09015,3257.4972,
,,3308.212975,3257.50405,
,,3308.24355,3257.59855,
,,3308.519,3257.60325,
,,3308.53495,3257.6064,
,,3308.56135,3257.65955,
,,3308.689975,3257.66605,
,,3308.757975,3257.698175,
,,3308.889025,3257.76,
,,3308.903075,3257.7818,
,,3308.9092,3257.79275,
,,3308.93095,3257.82805,
,,3309.013725,3257.838,
,,3309.04135,3257.857625,
,,3309.07045,3257.908975,
,,3309.0832,3257.934575,
,,3309.110625,3257.9499,
,,3309.380475,3257.965575,
,,3309.389225,3258.0424,
,,3309.394,3258.104125,
,,3309.401375,3258.111625,
,,3309.417625,3258.119575,
,,3309.42245,3258.1326,
,,3309.435175,3258.139975,
,,3309.5276,3258.1508,
,,3309.611025,3258.161475,
,,3309.697925,3258.1786,
,,3309.70845,3258.199775,
,,3309.7302,3258.20505,
,,3309.754125,3258.24555,
,,3309.76275,3258.285125,
,,3309.7991,3258.34955,
,,3309.84095,3258.359925,
,,3309.924175,3258.364375,
,,3309.99625,3258.380225,
,,3310.077375,3258.4,
,,3310.0851,3258.436075,
,,3310.11205,3258.4398,
,,3310.120925,3258.44725,
,,3310.2036,3258.46085,
,,3310.25225,3258.486,
,,3310.259325,3258.499675,
,,3310.55965,3258.51045,
,,3310.61045,3258.534575,
,,3310.627925,3258.548475,
,,3310.677175,3258.559125,
,,3310.695975,3258.57165,
,,3310.7116,3258.584425,
,,3310.73335,3258.60455,
,,3310.9,3258.61905,
,,3310.924075,3258.6755,
,,3310.9493,3258.708475,
,,3311.00425,3258.7244,
,,3311.054675,3258.731,
,,3311.0845,3258.75085,
,,3311.1105,3258.7702,
,,3311.169025,3258.777,
,,3311.250225,3258.78035,
,,3311.30565,3258.78315,
,,3311.3204,3258.834075,
,,3311.3359,3258.8396,
,,3311.38555,3258.853925,
,,3311.4724,3258.856775,
,,3311.56175,3258.861625,
,,3311.57165,3258.8783,
,,3311.61575,3258.887675,
,,3311.633225,3258.922175,
,,3311.75315,3258.931825,
,,3311.798875,3258.94115,
,,3311.81135,3258.956775,
,,3311.838025,3258.9712,
,,3311.8832,3258.994875,
,,3311.91795,3259.02895,
,,3311.9231,3259.04325,
,,3311.93345,3259.055875,
,,3311.972275,3259.14315,
,,3312.024225,3259.16155,
,,3312.0736,3259.176475,
,,3312.092375,3259.1841,
,,3312.16185,3259.19295,
,,3312.322375,3259.207,
,,3312.365775,3259.218825,
,,3312.43645,3259.23285,
,,3312.44565,3259.25055,
,,3312.460825,3259.267425,
,,3312.585575,3259.2774,
,,3312.66545,3259.288425,
,,3312.74995,3259.314175,
,,3312.810175,3259.353225,
,,3312.8605,3259.36435,
,,3312.869975,3259.38855,
,,3312.971775,3259.4322,
,,3313.008175,3259.44365,
,,3313.013075,3259.4602,
,,3313.0377,3259.479475,
,,3313.12955,3259.5606,
,,3313.1682,3259.5703,
,,3313.20415,3259.5783,
,,3313.265275,3259.5939,
,,3313.277275,3259.621575,
,,3313.2843,3259.64845,
,,3313.30955,3259.660775,
,,3313.32815,3259.678375,
,,3313.33395,3259.702825,
,,3313.33995,3259.730725,
,,3313.481575,3259.74645,
,,3313.493525,3259.791625,
,,3313.516175,3259.804975,
,,3313.545825,3259.8578,
,,3313.58125,3259.889125,
,,3313.622275,3259.89455,
,,3313.65695,3259.9207,
,,3313.695425,3259.981375,
,,3313.714475,3260.0379,
,,3313.768725,3260.103825,
,,3313.836975,3260.123025,
,,3313.8661,3260.13875,
,,3313.89775,3260.197,
,,3313.933675,3260.248675,
,,3313.953425,3260.271625,
,,3313.96535,3260.277825,
,,3313.971275,3260.28245,
,,3313.975925,3260.2873,
,,3313.983125,3260.2906,
,,3314.074025,3260.356,
,,3314.09335,3260.3627,
,,3314.156875,3260.393225,
,,3314.212375,3260.448875,
,,3314.2611,3260.4729,
,,3314.333025,3260.48755,
,,3314.415,3260.4893,
,,3314.444375,3260.5437,
,,3314.494225,3260.568675,
,,3314.511,3260.5959,
,,3314.552,3260.60875,
,,3314.60325,3260.63485,
,,3314.653275,3260.657875,
,,3314.6896,3260.771375,
,,3314.7654,3260.783075,
,,3314.83865,3260.79545,
,,3314.86465,3260.815975,
,,3314.94705,3260.841125,
,,3314.9593,3260.905125,
,,3314.97585,3260.915075,
,,3315.03735,3260.92745,
,,3315.109075,3260.94205,
,,3315.118375,3260.96545,
,,3315.1693,3260.99145,
,,3315.18105,3261.002225,
,,3315.3894,3261.01625,
,,3315.40165,3261.030275,
,,3315.4394,3261.04955,
,,3315.45075,3261.120125,
,,3315.482275,3261.166875,
,,3315.49085,3261.171,
,,3315.526,3261.205625,
,,3315.5595,3261.21495,
,,3315.564625,3261.22845,
,,3315.590475,3261.2376,
,,3315.7348,3261.2649,
,,3315.806475,3261.273575,
,,3315.818375,3261.329925,
,,3315.92175,3261.353025,
,,3315.9293,3261.375375,
,,3315.937725,3261.383025,
,,3315.969775,3261.43755,
,,3316.13165,3261.46685,
,,3316.3096,3261.4868,
,,3316.38715,3261.514525,
,,3316.41755,3261.54675,
,,3316.426225,3261.566275,
,,3316.46465,3261.59335,
,,3316.5737,3261.622025,
,,3316.65685,3261.632675,
,,3316.69975,3261.65795,
,,3316.72335,3261.705375,
,,3316.734625,3261.724925,
,,3316.741125,3261.740025,
,,3316.758575,3261.77415,
,,3316.8191,3261.8781,
,,3316.837475,3261.89995,
,,3316.90275,3261.93005,
,,3316.93605,3261.9412,
,,3316.986325,3261.960975,
,,3317.040575,3261.9805,
,,3317.07685,3261.99315,
,,3317.09955,3262.0082,
,,3317.106425,3262.0215,
,,3317.4861,3262.0825,
,,3317.5565,3262.125525,
,,3317.5983,3262.163025,
,,3317.641175,3262.17675,
,,3317.73355,3262.243275,
,,3317.740125,3262.267075,
,,3317.803825,3262.28495,
,,3318.055525,3262.2992,
,,3318.106175,3262.3366,
,,3318.113275,3262.35185,
,,3318.1213,3262.42835,
,,3318.179725,3262.446175,
,,3318.233675,3262.45125,
,,3318.262525,3262.479375,
,,3318.278725,3262.489925,
,,3318.348225,3262.49575,
,,3318.354625,3262.503175,
,,3318.37105,3262.519225,
,,3318.5591,3262.524075,
,,3318.563025,3262.538875,
,,3318.57865,3262.556025,
,,3318.67135,3262.5764,
,,3318.75445,3262.5836,
,,3318.76195,3262.59125,
,,3318.784625,3262.5964,
,,3318.806775,3262.727875,
,,3318.944175,3262.751225,
,,3318.99625,3262.7588,
,,3319.140775,3262.7786,
,,3319.34745,3262.7847,
,,3319.35645,3262.792325,
,,3319.362625,3262.831725,
,,3319.424425,3262.838925,
,,3319.463575,3262.887075,
,,3319.487975,3262.918825,
,,3319.528575,3262.93915,
,,3319.739675,3262.964775,
,,3319.786375,3262.97485,
,,3319.8374,3263.001875,
,,3320.004325,3263.0112,
,,3320.0879,3263.019725,
,,3320.09865,3263.048125,
,,3320.106925,3263.0606,
,,3320.113675,3263.0737,
,,3320.13235,3263.09955,
,,3320.1609,3263.118775,
,,3320.16665,3263.126775,
,,3320.1829,3263.1409,
,,3320.188875,3263.14385,
,,3320.2293,3263.179725,
,,3320.3416,3263.192375,
,,3320.4837,3263.19995,
,,3320.49005,3263.25215,
,,3320.55165,3263.330125,
,,3320.58145,3263.33945,
,,3320.597275,3263.34855,
,,3320.603175,3263.35795,
,,3320.87265,3263.376675,
,,3320.942825,3263.394525,
,,3320.95005,3263.40345,
,,3320.967525,3263.420825,
,,3321.003975,3263.4241,
,,3321.0167,3263.4458,
,,3321.03005,3263.49725,
,,3321.0627,3263.537325,
,,3321.0723,3263.54775,
,,3321.14655,3263.557275,
,,3321.173175,3263.56625,
,,3321.326175,3263.57365,
,,3321.33145,3263.582025,
,,3321.351325,3263.59155,
,,3321.4197,3263.68385,
,,3321.550125,3263.712575,
,,3321.580125,3263.721225,
,,3321.684725,3263.7304,
,,3321.688225,3263.749975,
,,3321.7789,3263.768425,
,,3321.82665,3263.79,
,,3321.861,3263.848,
,,3321.86665,3263.865675,
,,3321.94255,3263.873975,
,,3321.981275,3263.885475,
,,3322.088825,3263.894025,
,,3322.112725,3263.9197,
,,3322.13045,3263.980475,
,,3322.40535,3263.999725,
,,3322.450475,3264.0093,
,,3322.48995,3264.0189,
,,3322.50515,3264.035525,
,,3322.511275,3264.0407,
,,3322.596175,3264.049775,
,,3322.650625,3264.054675,
,,3322.74505,3264.0689,
,,3322.798275,3264.074175,
,,3322.80915,3264.08125,
,,3322.827675,3264.089375,
,,3322.91305,3264.128225,
,,3322.920925,3264.13285,
,,3323.0144,3264.136025,
,,3323.1279,3264.1539,
,,3323.144875,3264.19815,
,,3323.179375,3264.230875,
,,3323.260525,3264.255275,
,,3323.42545,3264.264125,
,,3323.507675,3264.283075,
,,3323.514475,3264.2908,
,,3323.63855,3264.3052,
,,3323.66835,3264.312175,
,,3323.698475,3264.322925,
,,3323.723875,3264.37755,
,,3323.8824,3264.438575,
,,3323.897725,3264.459775,
,,3323.91325,3264.472375,
,,3323.918275,3264.49755,
,,3324.146875,3264.507075,
,,3324.282575,3264.5159,
,,3324.29925,3264.546475,
,,3324.305875,3264.554075,
,,3324.516975,3264.5626,
,,3324.52335,3264.589025,
,,3324.570525,3264.61365,
,,3324.620275,3264.6183,
,,3324.8233,3264.642725,
,,3324.83975,3264.649625,
,,3324.84195,3264.652575,
,,3324.8514,3264.694225,
,,3324.869475,3264.71415,
,,3324.876025,3264.7242,
,,3324.919775,3264.739275,
,,3324.930275,3264.744425,
,,3324.9363,3264.7493,
,,3325.01645,3264.769875,
,,3325.074775,3264.777075,
,,3325.32515,3264.79075,
,,3325.3566,3264.82045,
,,3325.40285,3264.835825,
,,3325.42745,3264.842175,
,,3325.514375,3264.861525,
,,3325.569225,3264.8694,
,,3325.576175,3264.87465,
,,3325.617475,3264.9245,
,,3325.718625,3264.965475,
,,3325.80725,3265.0054,
,,3325.87525,3265.09445,
,,3325.932825,3265.17045,
,,3325.946325,3265.179025,
,,3325.9638,3265.195725,
,,3325.979325,3265.197475,
,,3326.025475,3265.21145,
,,3326.220925,3265.246,
,,3326.3207,3265.320875,
,,3326.334625,3265.3282,
,,3326.55015,3265.379025,
,,3326.71025,3265.440025,
,,3326.760825,3265.46955,
,,3326.871525,3265.4805,
,,3326.99915,3265.4972,
,,3327.053375,3265.5087,
,,3327.090275,3265.5485,
,,3327.1308,3265.555075,
,,3327.138525,3265.5884,
,,3327.142025,3265.605575,
,,3327.1728,3265.62165,
,,3327.20435,3265.652,
,,3327.2516,3265.665075,
,,3327.295,3265.6925,
,,3327.38655,3265.745825,
,,3327.410025,3265.75395,
,,3327.4853,3265.766125,
,,3327.501875,3265.899325,
,,3327.5121,3265.921075,
,,3327.59185,3265.992775,
,,3327.66315,3266.032525,
,,3327.735375,3266.0663,
,,3327.7641,3266.0755,
,,3327.77415,3266.190325,
,,3327.782775,3266.1992,
,,3327.843375,3266.206075,
,,3327.8977,3266.2362,
,,3327.9698,3266.252275,
,,3327.981725,3266.27935,
,,3328.053425,3266.30045,
,,3328.116075,3266.37365,
,,3328.1583,3266.38725,
,,3328.2613,3266.4104,
,,3328.277,3266.494075,
,,3328.297375,3266.5572,
,,3328.336275,3266.562275,
,,3328.365875,3266.56675,
,,3328.389075,3266.577975,
,,3328.39545,3266.60295,
,,3328.4072,3266.667575,
,,3328.4255,3266.69125,
,,3328.434825,3266.706875,
,,3328.566175,3266.734475,
,,3328.5722,3266.756775,
,,3328.594775,3266.7653,
,,3328.748725,3266.809675,
,,3328.80915,3266.847125,
,,3328.86875,3266.855475,
,,3328.89785,3266.863725,
,,3328.9651,3266.87035,
,,3328.97555,3266.896975,
,,3329.015275,3266.915725,
,,3329.108925,3266.979675,
,,3329.13635,3266.987875,
,,3329.207225,3267.035875,
,,3329.258175,3267.052575,
,,3329.27865,3267.100975,
,,3329.361225,3267.1329,
,,3329.3794,3267.150125,
,,3329.4237,3267.158625,
,,3329.5007,3267.165425,
,,3329.673125,3267.21765,
,,3329.79465,3267.22945,
,,3329.867,3267.24895,
,,3329.941975,3267.284275,
,,3329.954025,3267.3018,
,,3329.9796,3267.328525,
,,3330.02085,3267.35985,
,,3330.0573,3267.388125,
,,3330.0998,3267.4112,
,,3330.123475,3267.41965,
,,3330.143175,3267.4293,
,,3330.171575,3267.464025,
,,3330.179725,3267.526775,
,,3330.1876,3267.5819,
,,3330.251825,3267.590825,
,,3330.39145,3267.617,
,,3330.405875,3267.6277,
,,3330.418225,3267.64205,
,,3330.48325,3267.654675,
,,3330.529925,3267.6655,
,,3330.5589,3267.675975,
,,3330.590475,3267.709125,
,,3330.599675,3267.722875,
,,3330.680075,3267.72975,
,,3330.8693,3267.73595,
,,3330.890275,3267.795775,
,,3330.9292,3267.820125,
,,3330.94785,3267.858825,
,,3331.03845,3267.871925,
,,3331.0491,3267.8916,
,,3331.16475,3267.9059,
,,3331.176275,3267.95395,
,,3331.23835,3267.99135,
,,3331.305475,3268.0042,
,,3331.320325,3268.015625,
,,3331.345725,3268.0315,
,,3331.356925,3268.0407,
,,3331.3859,3268.0586,
,,3331.419025,3268.10255,
,,3331.553875,3268.210825,
,,3331.559425,3268.2158,
,,3331.585875,3268.231175,
,,3331.594175,3268.255575,
,,3331.68605,3268.313325,
,,3331.82455,3268.34595,
,,3331.8401,3268.364725,
,,3331.8775,3268.385525,
,,3331.908475,3268.445175,
,,3332.00685,3268.469475,
,,3332.04225,3268.49155,
,,3332.052,3268.599575,
,,3332.11155,3268.606475,
,,3332.120225,3268.662025,
,,3332.169475,3268.69095,
,,3332.27395,3268.7181,
,,3332.3693,3268.77555,
,,3332.377725,3268.784275,
,,3332.47515,3268.791875,
,,3332.48385,3268.796525,
,,3332.5214,3268.806375,
,,3332.5396,3268.830925,
,,3332.567175,3268.869775,
,,3332.6723,3268.8735,
,,3332.699075,3268.878225,
,,3332.80085,3268.90105,
,,3332.9099,3268.923025,
,,3332.943575,3268.928225,
,,3332.970525,3269.0399,
,,3333.006875,3269.048375,
,,3333.084875,3269.05805,
,,3333.111375,3269.07175,
,,3333.126925,3269.08465,
,,3333.29915,3269.23915,
,,3333.440975,3269.275825,
,,3333.4525,3269.38955,
,,3333.478075,3269.473225,
,,3333.493275,3269.5668,
,,3333.6602,3269.6183,
,,3333.791175,3269.657075,
,,3333.8341,3269.673275,
,,3333.887325,3269.84355,
,,3334.0067,3269.855025,
,,3334.0204,3269.881,
,,3334.2026,3269.91135,
,,3334.240875,3269.951875,
,,3334.28925,3269.991825,
,,3334.37,3270.0057,
,,3334.64955,3270.0369,
,,3334.6923,3270.06505,
,,3334.8481,3270.066825,
,,3334.886125,3270.075625,
,,3335.117875,3270.139475,
,,3335.188375,3270.156275,
,,3335.24005,3270.19165,
,,3335.320475,3270.22225,
,,3335.4209,3270.241925,
,,3335.44365,3270.28215,
,,3335.48715,3270.288275,
,,3335.49635,3270.318075,
,,3335.530425,3270.3378,
,,3335.651975,3270.38915,
,,3335.665575,3270.408925,
,,3335.714525,3270.444375,
,,3335.77325,3270.47245,
,,3335.808525,3270.4798,
,,3335.8613,3270.48995,
,,3335.8846,3270.567275,
,,3335.9128,3270.609475,
,,3335.9858,3270.6296,
,,3336.09235,3270.6527,
,,3336.0942,3270.704925,
,,3336.21435,3270.719375,
,,3336.243725,3270.7306,
,,3336.30575,3270.752775,
,,3336.33095,3270.763325,
,,3336.385025,3270.78055,
,,3336.3881,3270.7909,
,,3336.4298,3270.8329,
,,3336.638175,3270.867475,
,,3336.645925,3270.8845,
,,3336.734075,3270.913975,
,,3336.743125,3271.017375,
,,3336.80825,3271.066175,
,,3336.82465,3271.12265,
,,3337.077275,3271.1654,
,,3337.188875,3271.171175,
,,3337.23235,3271.177825,
,,3337.24705,3271.18255,
,,3337.25045,3271.194875,
,,3337.26655,3271.210025,
,,3337.284825,3271.222525,
,,3337.303025,3271.232075,
,,3337.43775,3271.286775,
,,3337.542075,3271.2983,
,,3337.6015,3271.30815,
,,3337.60755,3271.314775,
,,3337.662675,3271.36635,
,,3337.739225,3271.3841,
,,3337.79035,3271.402075,
,,3337.821,3271.463675,
,,3337.852275,3271.48955,
,,3337.863975,3271.519275,
,,3337.9849,3271.539575,
,,3337.992475,3271.54645,
,,3338.0544,3271.586175,
,,3338.122125,3271.6369,
,,3338.168375,3271.701775,
,,3338.29135,3271.722925,
,,3338.323125,3271.7396,
,,3338.3653,3271.776625,
,,3338.38875,3271.7857,
,,3338.426075,3271.7935,
,,3338.44175,3271.8317,
,,3338.523175,3271.843025,
,,3338.550975,3271.858175,
,,3338.7077,3271.867775,
,,3338.730175,3271.874775,
,,3338.7492,3271.894525,
,,3338.7915,3271.942,
,,3338.8094,3271.948575,
,,3338.826425,3271.978275,
,,3338.8346,3272.02035,
,,3338.9507,3272.039675,
,,3338.9714,3272.05495,
,,3338.99525,3272.1583,
,,3339.0315,3272.1594,
,,3339.050675,3272.168375,
,,3339.068525,3272.19275,
,,3339.0769,3272.212725,
,,3339.09685,3272.2219,
,,3339.118725,3272.235825,
,,3339.178325,3272.257825,
,,3339.231425,3272.30805,
,,3339.277825,3272.351425,
,,3339.439675,3272.364925,
,,3339.559475,3272.5229,
,,3339.65875,3272.5649,
,,3339.697925,3272.58025,
,,3339.740375,3272.597225,
,,3339.8276,3272.6267,
,,3339.86915,3272.632925,
,,3340.080625,3272.63735,
,,3340.19755,3272.644075,
,,3340.20945,3272.702975,
,,3340.2452,3272.774125,
,,3340.28765,3272.79555,
,,3340.433025,3272.8113,
,,3340.5783,3272.847225,
,,3340.659675,3272.8982,
,,3340.7726,3272.94135,
,,3340.80375,3272.95375,
,,3340.832775,3272.973,
,,3340.89135,3273.0766,
,,3340.900825,3273.100325,
,,3340.983975,3273.13175,
,,3341.02395,3273.185175,
,,3341.122275,3273.196275,
,,3341.363825,3273.214625,
,,3341.414325,3273.224575,
,,3341.4382,3273.270025,
,,3341.630525,3273.30165,
,,3341.68615,3273.319875,
,,3341.80495,3273.34085,
,,3341.858825,3273.363525,
,,3342.0599,3273.381625,
,,3342.15775,3273.393175,
,,3342.222025,3273.4222,
,,3342.2242,3273.43025,
,,3342.279675,3273.45225,
,,3342.325225,3273.474725,
,,3342.36005,3273.5225,
,,3342.3758,3273.53485,
,,3342.386975,3273.5725,
,,3342.41625,3273.597375,
,,3342.443475,3273.631775,
,,3342.5472,3273.654825,
,,3342.623825,3273.66665,
,,3342.69155,3273.72925,
,,3342.69695,3273.795625,
,,3342.70285,3273.802425,
,,3342.732825,3273.835,
,,3342.79005,3273.85825,
,,3342.79555,3273.91265,
,,3342.820675,3273.93465,
,,3342.826,3273.9533,
,,3342.8692,3273.972375,
,,3342.875275,3274.0239,
,,3343.003075,3274.03735,
,,3343.0138,3274.0748,
,,3343.121275,3274.14695,
,,3343.249875,3274.153075,
,,3343.309025,3274.177525,
,,3343.40535,3274.190425,
,,3343.431025,3274.199225,
,,3343.49195,3274.228,
,,3343.6714,3274.238725,
,,3343.67965,3274.253425,
,,3343.78605,3274.300825,
,,3343.8271,3274.312725,
,,3344.031725,3274.32195,
,,3344.068125,3274.38955,
,,3344.113875,3274.407675,
,,3344.220575,3274.424725,
,,3344.269425,3274.452175,
,,3344.28775,3274.477525,
,,3344.29935,3274.48805,
,,3344.336875,3274.5104,
,,3344.3807,3274.5674,
,,3344.430425,3274.6136,
,,3344.56055,3274.6359,
,,3344.59545,3274.6442,
,,3344.6984,3274.673875,
,,3344.716025,3274.68515,
,,3344.73625,3274.690525,
,,3344.767775,3274.70165,
,,3344.772225,3274.742225,
,,3344.783875,3274.754825,
,,3344.815425,3274.781325,
,,3344.8246,3274.821525,
,,3344.904725,3274.84265,
,,3344.950475,3274.925925,
,,3344.953575,3274.96025,
,,3345.011925,3274.96345,
,,3345.054825,3274.9761,
,,3345.073075,3275.01435,
,,3345.264225,3275.044425,
,,3345.284125,3275.100725,
,,3345.297375,3275.13505,
,,3345.311875,3275.208625,
,,3345.3207,3275.227925,
,,3345.342325,3275.2976,
,,3345.375075,3275.337375,
,,3345.54175,3275.345725,
,,3345.54765,3275.420825,
,,3345.611125,3275.46195,
,,3345.781325,3275.476525,
,,3345.925875,3275.50395,
,,3346.0492,3275.52215,
,,3346.06775,3275.535975,
,,3346.42665,3275.553175,
,,3346.600175,3275.5708,
,,3346.60825,3275.590575,
,,3346.614625,3275.6083,
,,3346.624325,3275.61695,
,,3346.647625,3275.621575,
,,3346.656175,3275.6429,
,,3346.667675,3275.671225,
,,3346.711625,3275.711975,
,,3346.719975,3275.733775,
,,3346.75395,3275.76655,
,,3346.833875,3275.79285,
,,3347.1146,3275.8381,
,,3347.20135,3275.868975,
,,3347.21175,3275.88425,
,,3347.395625,3275.929575,
,,3347.439125,3275.986325,
,,3347.551775,3276.001325,
,,3347.5731,3276.018375,
,,3347.647225,3276.048425,
,,3347.663525,3276.0549,
,,3347.728625,3276.068775,
,,3347.7854,3276.07375,
,,3347.7931,3276.11465,
,,3347.8252,3276.12385,
,,3347.843925,3276.125975,
,,3347.866725,3276.152325,
,,3347.894625,3276.1912,
,,3348.006725,3276.20065,
,,3348.050925,3276.22875,
,,3348.258775,3276.311275,
,,3348.3045,3276.32185,
,,3348.3107,3276.33095,
,,3348.330075,3276.36685,
,,3348.351775,3276.393475,
,,3348.417625,3276.4007,
,,3348.6331,3276.433875,
,,3348.717725,3276.44355,
,,3348.7312,3276.461075,
,,3348.84075,3276.474375,
,,3348.875575,3276.507125,
,,3348.94395,3276.5245,
,,3349.073,3276.535625,
,,3349.170725,3276.547475,
,,3349.332675,3276.555325,
,,3349.483725,3276.56855,
,,3349.55655,3276.581,
,,3349.58855,3276.590925,
,,3349.7062,3276.630475,
,,3349.752175,3276.657925,
,,3349.827875,3276.7212,
,,3349.902825,3276.770125,
,,3349.9719,3276.788575,
,,3349.980475,3276.836325,
,,3350.015325,3276.87385,
,,3350.024725,3276.952725,
,,3350.14125,3276.9911,
,,3350.195125,3277.017025,
,,3350.273575,3277.0408,
,,3350.324125,3277.054675,
,,3350.36215,3277.061525,
,,3350.369575,3277.07475,
,,3350.501725,3277.10255,
,,3350.521975,3277.110475,
,,3350.59755,3277.127,
,,3350.67485,3277.293675,
,,3350.730825,3277.304425,
,,3350.755675,3277.3149,
,,3350.879,3277.34375,
,,3350.906,3277.35365,
,,3350.99205,3277.366125,
,,3351.147425,3277.3743,
,,3351.17165,3277.4275,
,,3351.40895,3277.479225,
,,3351.422325,3277.493125,
,,3351.435775,3277.508675,
,,3351.567875,3277.52715,
,,3351.577,3277.546,
,,3351.671425,3277.552375,
,,3351.869575,3277.5704,
,,3351.9466,3277.585875,
,,3352.015725,3277.63475,
,,3352.0364,3277.6636,
,,3352.127325,3277.701375,
,,3352.182875,3277.70485,
,,3352.194275,3277.7234,
,,3352.31515,3277.736775,
,,3352.3811,3277.7429,
,,3352.4683,3277.743975,
,,3352.643875,3277.774975,
