SPK_SPKC07a (inhi),SPK_SPKC10a (no opto-tagging),SPK_SPKC16a (no clear)
514.811025,550.975925,641.986
514.8195,551.42425,642.248775
514.83125,551.834125,642.536375
514.84515,552.205,643.029925
514.854025,552.270975,643.04755
514.878975,552.29445,643.754525
514.901475,552.3172,644.268625
514.9565,552.46715,644.328
514.97305,552.50245,644.340875
515.031675,552.51605,644.4312
515.1341,552.553425,644.781025
