SPK_SPKC06a (excited),SPK_SPKC12a (no effect),SPK_SPKC12b (NA),SPK_SPKC16a (no effect),SPK_SPKC16b (short inhibition)
194.742875,275.5658,262.72415,,408.0779
194.750725,275.588525,262.889325,,408.142675
194.7596,275.594025,262.939775,,408.1641
194.7741,275.6794,263.197375,,408.23365
194.784775,275.8347,263.3502,,408.363375
194.798475,275.8534,263.478525,,408.43045
194.806825,275.867675,263.863025,,408.47315
194.8139,275.886425,264.13585,,408.510775
194.8153,275.9007,264.16105,,408.57595
194.824625,275.921675,264.297775,,408.636625
194.843825,275.972625,264.496475,,408.747175
194.853925,276.025875,264.575075,,408.7716
194.861925,276.069175,264.6469,,408.9072
194.8753,276.217375,264.89945,,408.93455
194.88435,276.262125,264.9966,,408.953925
194.907,276.284475,265.069175,,408.98195
194.955425,276.396225,265.2126,,409.019775
194.9637,276.41545,265.23925,,409.0668
195.01545,276.45205,265.25115,,409.109325
195.0294,276.491125,265.3259,,409.14815
195.050225,276.50775,265.5016,,409.230725
195.0585,276.55195,265.667525,,409.33675
195.07145,276.575625,265.760275,,409.413
195.08735,276.6548,266.09735,,409.4796
195.1101,276.692275,266.19225,,409.62475
195.1319,276.693675,266.198125,,409.76575
195.165275,276.766675,266.33045,,409.813825
195.174325,276.7889,266.4148,,409.9739
195.191225,276.7917,266.449425,,410.011275
195.259175,276.8385,266.735675,,410.047475
195.27635,276.862175,266.766175,,410.09015
195.3358,276.889225,266.8178,,410.147
195.35475,276.898125,267.104975,,410.220375
195.414125,276.92705,267.268675,,410.4427
195.42,276.952575,267.36145,,410.495775
195.463025,276.989075,267.372375,,410.54265
195.479375,277.093575,267.490125,,410.56
195.493075,277.1001,267.5169,,410.7527
195.5022,277.24385,267.5579,,410.793975
195.51735,277.332625,267.640225,,410.834775
195.569275,277.387125,267.660875,,410.855125
195.578775,277.442125,268.428125,,410.876775
195.587075,277.6976,268.5652,,410.910575
195.603775,277.727275,268.700125,,410.932075
195.61075,277.74955,268.867575,,410.988075
195.666925,277.798025,268.9051,,411.007775
195.687675,277.854675,268.9516,,411.0517
195.7018,277.96315,269.156875,,411.1009
195.713075,277.997325,269.386375,,411.14645
195.718925,278.029925,269.434225,,411.18385
195.730375,278.046525,269.4801,,411.193125
195.754675,278.056425,269.533025,,411.2108
195.790125,278.16485,269.6217,,411.244725
195.922975,278.2685,269.848275,,411.293175
196.013275,278.279625,269.943775,,411.317375
196.05245,278.29405,269.994075,,411.34125
196.107825,278.299,270.10485,,411.3834
196.126275,278.3211,270.19535,,411.440325
196.195925,278.33215,270.231225,,411.453225
196.267775,278.525225,270.26905,,411.521775
196.303675,278.62955,270.76055,,411.652725
196.382575,278.6508,271.10265,,411.672375
196.452,278.6602,271.17865,,411.720975
196.47045,278.687375,271.3844,,411.833275
196.6026,278.711925,271.4964,,412.110275
196.6079,278.750225,271.580925,,412.157475
196.63025,278.8272,271.60645,,412.20605
196.772325,278.8954,272.183975,,412.358975
196.776075,278.906475,272.2401,,412.416875
196.8472,278.931075,272.3885,,412.4195
196.875525,279.0809,272.452225,,412.52565
196.87895,279.099475,272.7854,,412.57575
196.899025,279.13285,272.83285,,412.63825
196.95335,279.155425,273.14185,,412.725075
197.005875,279.197475,273.158,,412.9165
197.024025,279.235625,273.263025,,412.974375
197.12455,279.28615,273.408625,,413.326175
197.1483,279.3804,273.42955,,413.45815
197.172475,279.43115,273.4472,,413.58435
197.21695,279.463725,273.46235,,413.604675
197.246025,279.491175,273.4776,,413.6298
197.272725,279.5761,273.49005,,413.653475
197.28705,279.601575,273.767875,,413.672225
197.2934,279.63715,273.84585,,413.708425
197.29935,279.6774,274.00685,,413.758475
197.34235,279.678575,274.456425,,413.81055
197.360175,279.756675,274.53715,,413.913025
197.39635,279.77825,274.87615,,413.967425
197.416925,279.790575,275.054925,,413.9825
197.49605,279.80035,275.15165,,414.011525
197.513675,279.819075,275.2177,,414.11115
197.520525,279.82485,275.285325,,414.128975
197.555075,279.83155,275.371275,,414.16565
197.606075,279.84415,275.6273,,414.271475
197.625575,279.859675,275.7163,,414.3162
197.639075,279.86895,276.110975,,414.37215
197.657275,279.87965,276.3091,,414.3895
197.66815,279.9142,276.33085,,414.45135
197.6797,279.9699,276.529425,,414.5476
197.7265,279.99425,276.610475,,414.578175
197.7606,280.082375,276.61695,,414.684375
197.823325,280.1174,276.678775,,414.7031
197.83655,280.152325,276.713,,414.7463
197.858675,280.187375,277.026175,,414.781025
197.878025,280.212475,277.15015,,414.845125
197.891175,280.275175,277.280975,,415.136175
197.932825,280.3446,277.525425,,415.187475
197.936575,280.375675,277.91275,,415.217075
197.95775,280.422125,278.11605,,415.287675
197.963275,280.456875,278.28765,,415.35345
197.990275,280.47765,278.35815,,415.438275
197.997525,280.489075,278.402225,,415.5038
198.06825,280.5035,278.482475,,415.532075
198.153775,280.58465,278.5387,,415.582375
198.170125,280.61615,278.5588,,415.760525
198.22075,280.700725,278.573825,,415.821175
198.22395,280.736675,278.6135,,415.894625
198.24185,280.794225,278.731075,,416.01815
198.26285,280.987775,278.8543,,416.07955
198.321475,281.057225,278.878075,,416.14685
198.3525,281.076875,278.892675,,416.207075
198.471725,281.098075,278.974975,,416.345925
198.504125,281.142675,279.5572,,416.414875
198.506275,281.1808,279.599575,,416.506525
198.531275,281.233925,279.735525,,416.546225
198.53995,281.246225,279.8961,,416.563425
198.5467,281.2983,279.96835,,416.6693
198.56,281.395875,280.019825,,416.736775
198.564275,281.477625,280.257725,,416.78675
198.6064,281.48755,280.528325,,416.81565
198.615575,281.514325,280.55895,,416.95215
198.642075,281.5538,280.6467,,417.09365
198.707975,281.566625,280.702425,,417.182425
198.7164,281.614275,280.759525,,417.231925
198.74585,281.65855,280.8129,,417.261975
198.750725,281.7324,280.864525,,417.3489
198.7596,281.7797,280.92255,,417.407125
198.7779,281.8549,280.95565,,417.506875
198.876325,281.905625,280.984675,,417.625525
198.88375,282.01165,281.01135,,417.65295
198.8951,282.0171,281.3274,,417.68635
198.9967,282.03835,281.36935,,417.717625
199.00205,282.185875,281.5429,,417.7319
199.045625,282.213825,281.637925,,417.75925
199.15625,282.22555,281.6874,,417.781775
199.1838,282.245225,281.788,,417.805575
199.233575,282.26205,281.79675,,417.8267
199.248375,282.27155,282.072775,,417.8567
199.263225,282.272575,282.116075,,417.885875
199.269075,282.374225,282.241325,,417.91745
199.390725,282.395275,282.2874,,417.969875
199.41005,282.487,282.3852,,418.0103
199.424825,282.539325,282.6016,,418.057275
199.439475,282.5429,282.642625,,418.090175
199.441825,282.570725,282.670325,,418.154425
199.462,282.70395,282.79335,,418.185325
199.4773,282.71495,282.991275,,418.2439
199.490275,282.7284,283.08505,,418.256175
199.500575,282.76465,283.166225,,418.283625
199.5313,282.831675,283.186025,,418.38595
199.5548,282.87505,283.207225,,418.412825
199.567425,282.90915,283.282775,,418.46805
199.5765,282.91715,283.364975,,418.488875
199.58085,283.04095,283.525775,,418.50445
199.589575,283.147925,283.75075,,418.5369
199.59615,283.1569,283.80015,,418.55915
199.6023,283.170525,283.83805,,418.577525
199.612475,283.172625,283.9816,,418.61195
199.625,283.2408,284.16335,,418.677375
199.6402,283.279225,284.400125,,418.724375
199.657325,283.33725,284.652075,,418.75565
199.71,283.361975,284.683925,,418.84605
199.724625,283.395375,285.09755,,418.8886
199.748275,283.4513,285.25225,,418.90865
199.767475,283.48025,285.352625,,418.933175
199.772475,283.5425,285.495325,,418.965175
199.778275,283.5435,285.566125,,419.0101
199.78795,283.684975,285.885175,,419.051575
199.80805,283.8152,285.954025,,419.194325
199.811675,283.8838,286.031625,,419.225
199.82345,284.00875,286.183475,,419.2702
199.90175,284.123125,286.274875,,419.2842
199.921075,284.203775,286.3824,,419.321975
199.925375,284.24555,286.455125,,419.3682
199.9616,284.265175,286.574725,,419.513975
200.01135,284.303625,286.621075,,419.546825
200.025125,284.336425,286.66365,,419.656525
200.043625,284.401275,286.695625,,419.714625
200.061075,284.408025,286.99195,,419.765625
200.071,284.5605,287.2576,,419.813575
200.084225,284.7155,287.440775,,419.87005
200.0894,284.79365,287.7204,,419.92565
200.097875,284.86315,287.852,,419.95155
200.1337,285.02205,287.967875,,419.9773
200.139425,285.115675,288.068275,,419.989625
200.1557,285.147225,288.1552,,420.021025
200.1824,285.179825,288.17865,,420.059825
200.247125,285.2655,288.18825,,420.119625
200.25365,285.4121,288.487225,,420.161125
200.32165,285.4701,288.495025,,420.181125
200.329,285.676425,288.6347,,420.247225
200.356975,285.700925,288.786775,,420.279375
200.3872,285.721225,288.795375,,420.3108
200.445675,285.733125,288.99465,,420.3648
200.487825,285.798175,289.194575,,420.38405
200.52315,285.908,289.1986,,420.406575
200.551325,285.979,289.37395,,420.4451
200.56175,286.002475,289.605375,,420.52
200.581525,286.1053,289.63885,,420.570125
200.609925,286.13895,289.681225,,420.5914
200.62915,286.158425,289.77865,,420.62105
200.64815,286.167825,289.933925,,420.6439
200.715075,286.24915,289.945975,,420.6971
200.734025,286.323825,290.028225,,420.75315
200.7702,286.350825,290.3673,,420.768525
200.84305,286.418275,290.4221,,420.815775
200.847575,286.48865,290.887425,,420.8503
200.9071,286.54055,291.014225,,420.8757
200.920875,286.64075,291.243525,,420.899125
200.93845,286.707675,291.38875,,420.924425
200.956175,286.787925,291.473575,,420.94645
201.01635,286.828525,291.509575,,421.0039
201.0468,286.85355,291.584975,,421.0063
201.056375,286.89005,291.8601,,421.060125
201.0857,287.020425,291.880125,,421.128825
201.09665,287.03695,291.883925,,421.1672
201.1148,287.044575,291.912775,,421.199025
201.133025,287.059175,292.098075,,421.237025
201.1681,287.137025,292.15285,,421.27655
201.17435,287.14555,292.166775,,421.305025
201.189175,287.177675,292.3947,,421.34455
201.219,287.265375,292.41445,,421.36265
201.239775,287.29655,292.4277,,421.49265
201.242325,287.329675,292.458075,,421.52415
201.262225,287.425975,292.482825,,421.547075
201.279525,287.47275,292.4974,,421.5577
201.2999,287.57805,292.558875,,421.599475
201.3132,287.821925,292.62275,,421.65855
201.359475,287.927175,292.656675,,421.6779
201.37745,287.96275,292.72985,,421.71075
201.4008,288.012525,293.008875,,421.743
201.4241,288.1066,293.0298,,421.75655
201.43825,288.128825,293.038875,,421.852575
201.455375,288.14715,293.2459,,421.8683
201.468675,288.161375,293.517775,,421.89085
201.486225,288.166175,293.53195,,421.9804
201.514525,288.172025,294.558275,,422.01795
201.541175,288.2338,294.836825,,422.058075
201.55255,288.244625,295.2261,,422.107975
201.573675,288.3064,295.3405,,422.122925
201.592975,288.330075,295.68245,,422.2103
201.622875,288.3423,295.847675,,422.2516
201.644625,288.397575,296.000225,,422.265725
201.6601,288.42885,296.026,,422.3114
201.70115,288.46205,296.0618,,422.3304
201.713675,288.5021,296.18805,,422.3928
201.7368,288.601,296.2494,,422.451425
201.748225,288.745,296.306975,,422.46495
201.764625,288.77375,296.40215,,422.600325
201.7891,288.78435,296.472675,,422.641875
201.7979,288.78935,296.483,,422.6712
201.817375,288.808275,296.6468,,422.6983
201.834125,288.8343,296.685825,,422.717
201.871075,288.884975,296.710875,,422.73645
201.872225,288.963675,296.736275,,422.78825
201.89915,289.082275,296.75155,,422.818775
201.91265,289.2095,296.76235,,422.857625
201.92395,289.22015,296.93765,,422.886325
201.9472,289.273825,297.0005,,422.908275
201.96895,289.3041,297.090725,,422.946125
201.97885,289.3389,297.2011,,423.02025
201.98435,289.3888,297.324975,,423.03905
201.99565,289.508775,297.800825,,423.10015
202.015675,289.6444,297.86625,,423.118925
202.023875,289.728275,298.0815,,423.17975
202.046575,289.817875,298.173525,,423.2375
202.083875,289.9564,298.268325,,423.273525
202.21345,289.966125,298.394625,,423.29115
202.2276,290.0539,298.54815,,423.312825
202.239975,290.067325,298.747225,,423.3535
202.336275,290.084,298.787025,,423.3751
202.351525,290.144825,298.855775,,423.427675
202.37405,290.19075,298.9342,,423.440675
202.418975,290.27485,299.228125,,423.456775
202.441675,290.2867,299.392825,,423.481625
202.44605,290.3158,299.399075,,423.5092
202.46825,290.344975,299.433575,,423.527375
202.480325,290.4003,299.616025,,423.548575
202.4925,290.453875,300.143375,,423.6038
202.4978,290.66285,300.3411,,423.632175
202.500325,290.675125,300.359075,,423.685825
202.508525,290.69495,300.540175,,423.6968
202.520275,290.69665,300.837275,,423.7151
202.531125,290.849,300.8794,,423.72995
202.537425,290.860725,300.91505,,423.769975
202.5429,290.9484,301.0859,,423.813925
202.5488,290.964425,301.098725,,423.8628
202.602,291.038425,301.17105,,423.8808
202.627475,291.0416,301.271625,,423.90535
202.67405,291.088125,301.342125,,423.9472
202.689975,291.11735,301.52145,,423.9603
202.70415,291.154125,301.5465,,424.00895
202.723925,291.21195,301.564325,,424.02835
202.744275,291.300475,301.829875,,424.06895
202.797525,291.437575,302.08695,,424.08905
202.8904,291.451225,302.37345,,424.0967
202.916075,291.5367,302.50335,,424.134475
202.921175,291.549975,302.555375,,424.200525
203.001075,291.56485,302.5984,,424.214775
203.02845,291.580775,302.667275,,424.24195
203.163125,291.61355,302.84105,,424.256975
203.169925,291.6952,303.0198,,424.278575
203.19435,291.710825,303.547525,,424.309275
203.20375,291.8315,303.582875,,424.323125
203.2152,291.909225,303.631725,,424.334
203.25755,291.987475,303.68135,,424.3487
203.3768,292.173425,303.70775,,424.381925
203.41985,292.1888,303.7329,,424.394675
203.43495,292.211375,303.747325,,424.45
203.456625,292.24455,303.755125,,424.4817
203.5256,292.25595,304.0724,,424.5362
203.643625,292.439275,304.2829,,424.570175
203.650075,292.47545,304.51455,,424.5858
203.710825,292.52545,304.817025,,424.611225
203.71295,292.541325,304.837975,,424.6332
203.7356,292.5966,304.89045,,424.665275
203.756425,292.607775,304.89625,,424.6773
203.760025,292.67205,304.93405,,424.751525
203.7658,292.68895,305.04135,,424.7774
203.7811,292.8581,305.0793,,424.813925
203.8987,292.915275,305.46905,,424.8405
203.947525,292.9839,305.5256,,424.862775
204.048525,292.9926,305.636075,,424.883675
204.087625,293.074675,305.926425,,424.938325
204.10285,293.077375,306.10765,,425.013475
204.112375,293.1646,306.13885,,425.06175
204.1405,293.2928,306.1724,,425.094275
204.158975,293.307575,306.2768,,425.104925
204.22485,293.588025,306.584625,,425.158825
204.258075,293.589025,306.74485,,425.209975
204.3154,293.592275,306.773175,,425.2274
204.32895,293.6105,306.849175,,425.26005
204.4197,293.6347,306.895025,,425.27585
204.4323,293.653625,306.9479,,425.29665
204.46505,293.775675,306.9678,,425.319075
204.48905,293.79495,307.21465,,425.3345
204.5517,293.8063,307.289525,,425.3609
204.56615,293.81565,307.310975,,425.417225
204.596,293.8468,307.429825,,425.465475
204.606975,293.889525,307.677525,,425.508175
204.6196,293.962175,307.707725,,425.53375
204.628025,293.979875,307.936675,,425.544175
204.631775,294.0462,307.9845,,425.5785
204.6383,294.07615,308.066125,,425.599525
204.658875,294.099675,308.130725,,425.6388
204.68115,294.1301,308.3692,,425.66125
204.704975,294.1965,308.423425,,425.703975
204.711325,294.217875,308.434575,,425.721525
204.733025,294.35025,308.613475,,425.77545
204.737525,294.516825,308.651825,,425.8352
204.750725,294.5397,308.67935,,425.846
204.7722,294.60715,308.691825,,425.86285
204.77945,294.69335,308.737825,,425.8839
204.786975,294.724475,308.750275,,425.893425
204.799275,294.731675,308.761475,,425.93895
204.802325,294.807975,308.764425,,425.954375
204.809125,294.855725,308.802975,,425.989125
204.825975,294.858325,308.945925,,426.00585
204.89295,294.99935,309.14205,,426.00815
204.903175,295.024575,309.36265,,426.018575
204.925,295.081875,309.48315,,426.05155
204.9549,295.175075,309.5594,,426.095925
205.051125,295.200375,309.612725,,426.13715
205.11265,295.21215,309.6474,,426.231425
205.161375,295.2327,309.68265,,426.243575
205.3123,295.306475,309.852175,,426.36755
205.376875,295.32585,309.995025,,426.388325
205.467775,295.333975,310.166525,,426.39755
205.490575,295.402675,310.4325,,426.41845
205.51155,295.4285,310.495875,,426.468875
205.53855,295.51495,310.70135,,426.5108
205.559,295.51665,310.747725,,426.5206
205.57305,295.577975,311.133025,,426.52935
205.583275,295.624775,311.1572,,426.5847
205.6071,295.62605,311.78475,,426.594125
205.65725,295.641025,311.813825,,426.60925
205.677475,295.6538,312.019325,,426.67645
205.71965,295.702775,312.128925,,426.6904
205.73995,295.712375,312.17565,,426.704675
205.754275,295.725725,312.273975,,426.735925
205.77695,295.7433,312.304825,,426.764175
205.8274,295.75445,312.456825,,426.7784
205.837025,295.8095,312.530075,,426.8384
205.85755,295.830525,312.575325,,426.8862
205.88865,295.88805,312.675775,,426.9378
205.93985,295.960725,313.18835,,426.983625
206.021075,295.9771,313.289125,,426.9998
206.0485,295.987575,313.3211,,427.032425
206.0741,295.99455,313.349725,,427.053175
206.12255,296.00695,313.693525,,427.076425
206.1348,296.022625,313.85435,,427.10875
206.141075,296.0337,314.153,,427.125975
206.159475,296.11575,314.2353,,427.198125
206.169575,296.158225,314.278525,,427.2188
206.176125,296.308525,314.75425,,427.2349
206.189625,296.331175,314.9041,,427.254725
206.2607,296.3517,314.9165,,427.270525
206.2966,296.37285,315.134275,,427.305
206.29945,296.395175,315.27705,,427.386
206.310725,296.429175,316.198,,427.428075
206.314875,296.45195,316.268675,,427.463125
206.326975,296.47045,316.293825,,427.52105
206.341625,296.4905,316.350975,,427.530075
206.357225,296.503125,316.363675,,427.55535
206.379325,296.59235,316.4549,,427.581475
206.4151,296.741975,316.4726,,427.658925
206.44075,296.771325,316.544525,,427.676675
206.451875,296.79755,317.0029,,427.704075
206.456,296.8322,317.12685,,427.764325
206.48455,296.919975,317.258975,,427.779625
206.5236,296.960675,317.3558,,427.8038
206.53405,296.9829,317.967725,,427.851875
206.562175,296.99545,317.999025,,427.888025
206.57815,297.0177,318.3129,,427.941775
206.609025,297.0408,318.563175,,427.955125
206.651325,297.05,318.589875,,428.095275
206.656225,297.103875,319.135375,,428.11595
206.68465,297.1228,319.1623,,428.1461
206.731675,297.173225,319.366175,,428.1716
206.752175,297.24385,319.4203,,428.18515
206.796725,297.345825,319.597875,,428.235225
206.80015,297.371925,319.69695,,428.247225
206.8253,297.487225,319.8927,,428.2981
206.91005,297.542175,319.943875,,428.31995
206.92975,297.563525,320.138375,,428.3723
206.9496,297.591725,320.51165,,428.394575
206.962225,297.65115,320.65385,,428.425825
206.994475,297.72405,320.669725,,428.445525
207.014875,297.743975,320.740275,,428.4738
207.0329,297.76825,321.28105,,428.49005
207.057725,297.80455,321.54675,,428.519825
207.073275,297.8473,321.61355,,428.5662
207.083275,297.87745,321.81475,,428.593475
207.10395,297.91195,321.997175,,428.603075
207.149075,297.91345,322.1188,,428.620425
207.166275,297.997875,322.228025,,428.6501
207.17825,298.01465,322.2627,,428.673925
207.190975,298.0397,322.3975,,428.760075
207.203225,298.0526,322.68605,,428.8168
207.2096,298.07665,322.865775,,428.8383
207.22565,298.11575,323.0799,,428.84725
207.244075,298.1881,323.2078,,428.8545
207.261575,298.218475,323.379375,,428.932025
207.288325,298.3214,323.471725,,428.9648
207.309125,298.37555,323.51835,,428.98225
207.3135,298.67515,323.578925,,429.0095
207.318475,298.688225,323.8826,,429.084925
207.33065,298.732425,323.971825,,429.111525
207.333325,298.8317,324.03775,,429.124925
207.3369,298.97255,324.122125,,429.139525
207.3482,299.0082,324.4124,,429.17385
207.358675,299.04675,324.733775,,429.204925
207.3835,299.082025,324.81825,,429.22715
207.395075,299.142125,324.921475,,429.255275
207.415675,299.199625,325.2377,,429.286075
207.432875,299.31395,325.253775,,429.31735
207.4446,299.35675,325.3632,,429.338775
207.446825,299.363275,325.51795,,429.36435
207.46375,299.3679,325.580775,,429.4523
207.47105,299.3725,325.7203,,429.462325
207.47795,299.376075,325.74625,,429.5268
207.489275,299.378875,325.90825,,429.56405
207.512525,299.381975,325.94615,,429.618525
207.515675,299.3851,326.129275,,429.640325
207.54815,299.39015,326.685975,,429.65685
207.553975,299.39485,326.710275,,429.675675
207.5832,299.425175,326.805975,,429.690225
207.594675,299.427675,326.83985,,429.7147
207.61355,299.43145,326.854875,,429.7321
207.6545,299.439425,326.9225,,429.7528
207.6624,299.4547,326.951125,,429.7863
207.672025,299.515925,327.0088,,429.8012
207.6781,299.545975,327.036575,,429.833275
207.709575,299.56045,327.236075,,429.885
207.726125,299.68405,327.547225,,429.908325
207.757275,299.705,327.5796,,429.93235
207.769875,299.74585,327.82405,,429.949325
207.7872,299.7722,327.870275,,429.974975
207.81845,299.7896,328.33645,,430.041875
207.845275,299.89135,328.507925,,430.064575
207.866075,299.919225,328.709175,,430.087075
207.89125,300.01495,328.748,,430.095675
207.897275,300.053825,328.766275,,430.1328
207.91855,300.07965,328.969475,,430.187375
207.9508,300.109025,328.985375,,430.22465
208.0483,300.16105,329.5116,,430.404975
208.075525,300.2076,329.6001,,430.448675
208.11925,300.263375,329.6646,,430.484125
208.127475,300.308175,329.89625,,430.544075
208.137525,300.352775,330.2097,,430.56425
208.145875,300.71195,330.233875,,430.59645
208.1909,300.860775,330.28675,,430.637175
208.234675,300.954525,330.712075,,430.6977
208.2807,300.9722,330.7515,,430.759375
208.33765,300.981975,331.1799,,430.7925
208.34595,300.9879,331.721525,,430.841125
208.357875,301.01605,331.820325,,430.93775
208.375225,301.045375,332.580825,,430.957975
208.3943,301.06855,332.611575,,430.99355
208.4074,301.21945,332.793225,,431.015175
208.46,301.258725,333.002025,,431.059825
208.50575,301.295725,333.410225,,431.093075
208.54095,301.30645,333.56645,,431.15855
208.5932,301.313725,333.694825,,431.27495
208.643825,301.388325,334.12555,,431.3133
208.657325,301.41645,334.2546,,431.34545
208.7363,301.43855,334.3177,,431.39755
208.7842,301.592975,334.365125,,431.433025
208.883125,301.61605,334.397525,,431.4649
208.910625,301.670925,334.584875,,431.499225
208.922975,301.731825,334.674975,,431.532775
208.93305,301.758875,334.72615,,431.581575
209.086425,301.79775,335.00285,,431.670125
209.16015,301.909125,335.068925,,431.696675
209.20115,301.97005,335.21095,,431.712
209.220725,301.9741,335.4318,,431.854275
209.22705,301.992775,335.488925,,431.89465
209.252275,302.04515,335.621575,,431.9343
209.2713,302.06575,335.65315,,431.970625
209.27265,302.122575,335.9984,,432.023475
209.30205,302.205525,336.451725,,432.0702
209.333925,302.257725,336.791075,,432.094425
209.34685,302.2629,337.25835,,432.125125
209.355125,302.320675,337.48765,,432.142425
209.378825,302.33665,337.558175,,432.1988
209.386675,302.45365,337.655125,,432.2491
209.406175,302.519625,337.7648,,432.26975
209.41615,302.534825,338.082,,432.302425
209.429375,302.561325,338.7162,,432.332425
209.43985,302.576175,339.10285,,432.35
209.4696,302.616875,339.27205,,432.374875
209.491075,302.638025,339.362825,,432.4687
209.502475,302.704125,339.3994,,432.535875
209.533775,302.77995,339.5401,,432.611325
209.5511,302.822625,339.555475,,432.63385
209.57645,302.836025,339.6125,,432.66295
209.58275,302.859775,339.72825,,432.706425
209.596725,302.886075,339.760425,,432.7231
209.682625,302.9106,339.875125,,432.759325
209.9485,302.924725,340.242325,,432.819975
209.98085,302.947125,340.35145,,432.885075
210.03125,303.043175,340.625275,,432.956
210.038825,303.068175,340.88545,,432.97005
210.1701,303.188625,340.987525,,432.996775
210.202375,303.204625,341.028925,,433.012525
210.211925,303.2784,341.04995,,433.1141
210.239425,303.29685,341.134275,,433.243525
210.25665,303.32095,341.56365,,433.259175
210.30315,303.335075,341.84255,,433.36775
210.30965,303.358525,341.9459,,433.38585
210.361125,303.400075,341.974425,,433.432575
210.4501,303.493625,342.351575,,433.5593
210.5346,303.518275,342.42875,,433.58135
210.591375,303.603125,342.435975,,433.62395
210.629625,303.6571,342.446875,,433.659575
210.649675,303.793975,342.477525,,433.6819
210.6601,303.795075,342.495875,,433.7104
210.6732,303.810675,342.619925,,433.737925
210.743,303.82645,342.69355,,433.76955
210.796225,303.87005,342.796125,,433.832575
210.875475,303.936175,342.977625,,433.88865
210.913375,303.95445,343.054525,,433.950075
210.93065,303.95665,343.211875,,434.096175
210.942575,304.003925,343.328725,,434.132875
210.967975,304.010675,343.357975,,434.185075
210.989275,304.209275,343.557875,,434.28975
211.0242,304.25655,343.811375,,434.33025
211.042875,304.26665,343.8444,,434.348275
211.05135,304.35065,343.89205,,434.424325
211.058275,304.427775,344.157225,,434.50155
211.069525,304.6504,344.164925,,434.5562
211.0803,304.6789,344.261775,,434.680775
211.10315,304.697325,344.4369,,434.8055
211.11955,304.83665,344.518425,,434.84075
211.132325,304.854325,344.5819,,434.913875
211.13585,304.861675,344.835675,,434.99905
211.137575,304.87075,345.0766,,435.12615
211.14465,304.877975,345.11805,,435.146425
211.152225,304.9716,345.1353,,435.1652
211.184975,304.973725,345.2645,,435.180225
211.2091,305.127975,345.3678,,435.194375
211.215175,305.173775,345.483725,,435.217475
211.2165,305.199,345.925625,,435.26855
211.2214,305.227275,345.970925,,435.327525
211.2325,305.233275,345.99585,,435.358575
211.243675,305.2547,346.256025,,435.4027
211.25595,305.287675,346.259825,,435.464225
211.25955,305.29085,346.479075,,435.590675
211.265725,305.3058,346.5427,,435.697
211.2818,305.384825,346.580675,,435.7461
211.2894,305.403925,346.8027,,435.840425
211.30785,305.413425,346.962375,,435.868275
211.324325,305.44065,347.02515,,436.100125
211.337875,305.48985,347.143025,,436.1276
211.352925,305.511975,347.392925,,436.18045
211.37245,305.53525,348.07135,,436.242
211.385875,305.562975,348.0856,,436.29485
211.406325,305.57635,348.140075,,436.399375
211.422625,305.6143,348.3947,,436.5509
211.432625,305.68285,348.916325,,436.6531
211.438775,305.6963,349.019125,,436.73005
211.443175,305.7002,349.069675,,436.80995
211.468975,305.8498,349.27415,,436.8549
211.499475,305.872725,349.613625,,436.913725
211.520675,305.895,349.7104,,436.994625
211.5291,305.931975,349.737675,,437.010775
211.552225,305.9955,350.322775,,437.043875
211.56785,306.0508,350.3685,,437.1043
211.5765,306.15875,350.4634,,437.17075
211.5803,306.200825,350.5268,,437.23185
211.618125,306.225025,350.766875,,437.2463
211.626125,306.308925,350.7764,,437.263225
211.640375,306.33305,350.7813,,437.2805
211.649625,306.346625,350.91385,,437.30975
211.6727,306.368275,351.00755,,437.352325
211.675675,306.398725,351.122625,,437.389025
211.68215,306.478825,351.154375,,437.4195
211.687275,306.662275,351.3211,,437.4491
211.720325,306.795075,351.358125,,437.464025
211.73495,307.002125,351.38775,,437.478825
211.77245,307.1495,352.03885,,437.503625
211.788925,307.1898,352.07355,,437.51725
211.799,307.257575,352.18525,,437.5509
211.8426,307.3138,352.25895,,437.639
211.9031,307.365,352.287075,,437.685675
211.916075,307.39305,352.484475,,437.7341
211.950375,307.471375,352.497675,,437.746425
211.97045,307.5218,352.830525,,437.78395
211.988425,307.5841,353.4039,,437.87005
212.035075,307.636675,353.44925,,437.914825
212.04255,307.73265,353.517,,437.9564
212.06545,307.746075,353.6315,,438.006325
212.0728,307.76465,353.765625,,438.04015
212.08545,307.8139,353.8261,,438.067425
212.114775,307.872375,353.953,,438.170825
212.126325,307.88365,354.193725,,438.19005
212.134125,307.903175,354.351425,,438.2352
212.140225,307.97675,354.35775,,438.26165
212.14545,308.0087,354.382425,,438.320575
212.15415,308.0307,354.624825,,438.3349
212.15895,308.100925,354.6613,,438.353625
212.191725,308.1672,354.690425,,438.39175
212.242075,308.192575,354.762175,,438.42125
212.252625,308.300925,354.836425,,438.46755
212.27345,308.3509,355.0907,,438.507625
212.31255,308.40555,355.16515,,438.55345
212.334425,308.480575,355.551675,,438.606725
212.341625,308.52045,355.648875,,438.62295
212.3439,308.607025,355.68665,,438.685425
212.4211,308.638775,355.92215,,438.700325
212.483725,308.709675,356.217125,,438.7458
212.556,308.729425,356.6675,,438.807975
212.568875,308.782725,356.791875,,438.851875
212.610425,308.8639,356.9067,,438.88305
212.68625,308.897525,356.931675,,438.9075
212.7157,308.9202,357.31855,,438.9245
