SPK_SPKC06a (excited),SPK_SPKC12a (no effect),SPK_SPKC12b (NA),SPK_SPKC16a (no effect),SPK_SPKC16b (short inhibition)
28.332325,47.191775,18.388675,242.177275,136.92365
28.35045,47.2273,18.406025,242.58795,137.082525
28.389275,47.287275,18.4234,242.6602,137.184775
28.4152,47.29115,18.461175,243.643925,137.224525
28.433625,47.4173,18.50185,243.87655,137.5449
28.439275,47.44495,18.532375,244.202825,137.598275
28.466025,47.55575,18.554925,244.207275,137.61195
28.4681,47.699025,18.577775,244.211575,137.754275
28.49075,47.92175,18.60425,244.25325,138.1026
28.526375,47.952075,18.627775,244.419075,138.1417
28.572675,48.006225,18.669625,244.4547,138.174975
28.615175,48.416775,18.689225,244.6324,138.256775
28.73445,48.45995,18.710875,244.849,138.32125
28.843925,48.6677,18.736775,245.0587,138.462625
28.85275,48.698275,18.7676,245.29695,138.47435
28.860625,48.834275,18.799725,245.49465,138.578125
28.999425,48.85955,18.83915,246.0349,138.607125
29.005225,48.962725,18.87075,246.103225,138.70735
29.0113,48.994875,18.91075,246.5562,138.738225
29.03215,49.168075,18.9457,246.86535,138.80715
29.0444,49.238525,18.954925,246.998925,138.80875
29.0478,49.3763,18.966075,247.089275,138.866075
29.100075,49.56765,18.990075,247.420325,139.00515
29.14755,49.692575,19.0151,247.5163,139.185975
29.1529,49.793975,19.036175,247.52995,139.2533
29.15665,49.8093,19.069075,248.098875,139.29185
29.1669,49.906925,19.12445,248.6521,139.54885
29.248925,49.971,19.152,248.89945,139.7326
29.304075,50.011,19.176025,249.074825,139.762675
29.3283,50.112675,19.204875,249.531425,139.793425
29.332225,50.177,19.224175,249.761225,139.883425
29.353425,50.237725,19.254525,250.234225,140.005975
29.387575,50.23935,19.281625,250.40405,140.086525
29.409425,50.256425,19.319275,250.47385,140.089375
29.4191,50.3517,19.34075,251.052875,140.1081
29.461025,50.4758,19.38565,251.272775,140.15385
29.55615,50.613575,19.411225,251.767775,140.205925
29.574675,50.79535,19.471425,252.20075,140.24035
29.645925,50.8353,19.5379,252.403675,140.268125
29.69905,51.0329,19.563575,252.4841,140.4098
29.723875,51.0632,19.58445,252.765125,140.457125
29.781825,51.170675,19.62615,253.0104,140.558775
29.78795,51.268475,19.791425,253.445,140.57185
29.83315,51.379475,19.8087,253.5258,140.591125
29.9222,51.5289,19.8427,253.5638,140.651925
29.963375,51.72045,19.859075,253.987825,140.86645
30.0562,51.81125,19.8826,254.071775,140.96405
30.08195,51.828975,19.895925,254.272025,141.01475
30.088675,52.024225,19.910325,254.34025,141.024275
30.2093,52.377,19.986375,254.5265,141.08485
30.230525,52.41405,20.00585,254.552825,141.16265
30.303175,52.621825,20.049075,255.0985,141.220125
30.31065,52.67465,20.138975,255.3913,141.235225
30.33405,52.70685,20.193075,255.56165,141.261975
30.3848,52.71015,20.218725,255.609825,141.334325
30.395925,52.740475,20.280275,255.7288,141.5106
30.4058,52.820375,20.33835,255.899225,141.571325
30.493425,52.851225,20.39145,255.9088,141.59005
30.5242,52.861475,20.539975,256.227275,141.614325
30.543575,52.8954,20.627075,256.765775,141.6313
30.714975,52.920925,20.65485,256.8117,141.792175
30.8851,53.070075,20.729575,256.9453,141.865175
30.91235,53.1802,20.75985,256.976925,141.89275
30.93545,53.260525,20.79555,257.1403,141.9186
30.938775,53.332275,20.8297,257.18755,142.0318
30.9752,53.36855,20.867275,257.651,142.059375
31.04725,53.473825,20.92905,257.6807,142.090325
31.057375,53.49415,20.9665,257.911625,142.102925
31.058625,53.535425,20.995225,257.960525,142.186375
31.076525,53.544925,21.05495,257.993525,142.20415
31.08685,53.58315,21.081925,258.114275,142.305625
31.09755,53.778125,21.11015,258.441225,142.45
31.1573,53.8992,21.1406,258.47985,142.5137
31.299175,54.0141,21.156475,258.6001,142.539425
31.322825,54.12695,21.17735,258.616475,142.60075
31.377075,54.1414,21.224775,258.8108,142.6223
31.39505,54.187,21.226,258.8407,142.64175
31.414325,54.255175,21.246125,258.949275,142.75645
31.4469,54.669425,21.268275,259.371425,142.771575
31.459925,54.75355,21.294675,259.3985,142.870075
31.6011,54.80675,21.326375,259.435475,142.935325
31.6127,54.888475,21.347425,259.497375,143.031675
31.645725,54.896225,21.357175,259.528875,143.141925
31.685925,54.9107,21.3694,259.695825,143.281275
31.695475,54.94395,21.380325,259.885775,143.38025
31.7669,54.997725,21.4064,260.02945,143.41025
31.814575,55.04785,21.415375,260.0542,143.44715
31.855575,55.1031,21.428075,261.272175,143.5003
31.8837,55.264325,21.444025,261.41695,143.64365
31.953075,55.413525,21.503,261.438825,143.683925
32.022975,55.485075,21.5351,261.549425,143.79575
32.0311,55.5204,21.55975,261.5571,143.914675
32.073125,55.5224,21.615875,261.707675,144.002175
32.0798,55.5412,21.66645,262.227525,144.121875
32.091175,55.55565,21.707125,262.2507,144.3292
32.09685,55.59775,21.7516,262.491525,144.449
32.1498,55.60245,21.78105,262.55665,144.476975
32.184425,55.655625,21.8098,262.609975,144.5176
32.20495,55.738875,21.819525,262.8969,144.60985
32.249775,55.893125,21.834375,263.33835,144.6142
32.342025,55.933125,21.8505,263.453525,144.653775
32.461475,56.224375,21.85395,263.587675,144.666025
32.516425,56.24925,21.88055,263.736825,144.699825
32.5879,56.2507,21.977725,264.993525,144.7112
32.635125,56.39225,22.0142,265.046375,144.789575
32.69495,56.474725,22.058725,265.392775,144.92655
32.762475,56.501925,22.086975,265.559925,145.0118
32.80825,56.58975,22.10255,265.9825,145.018375
32.8402,56.6888,22.115025,266.76295,145.06905
32.846675,56.755625,22.135525,266.9193,145.264975
32.8661,56.811725,22.1675,267.4979,145.2942
32.8733,56.816025,22.190525,267.545225,145.34565
32.89475,56.918325,22.236225,267.664075,145.40165
32.912975,57.0476,22.253575,267.755725,145.476525
32.9613,57.126825,22.2744,268.05755,145.532625
32.96775,57.193725,22.30905,268.2475,145.687975
33.002525,57.19535,22.3395,268.44355,145.736775
33.025325,57.20465,22.404075,268.599425,145.8943
33.03995,57.221075,22.4411,268.62615,145.974875
33.066325,57.23645,22.523625,268.63915,145.98825
33.1256,57.242025,22.581325,268.6407,146.002625
33.1383,57.267425,22.604225,268.9344,146.087525
33.1564,57.36805,22.635625,269.00845,146.11235
33.21435,57.442925,22.729725,269.175075,146.221425
33.236525,57.4634,22.749375,269.239775,146.2735
33.275725,57.50105,22.76915,269.892225,146.373025
33.283275,57.704825,22.8104,270.02355,146.393275
33.284925,57.7655,22.83435,270.0491,146.523075
33.358775,57.77815,22.862125,270.170125,146.619725
33.376,57.813575,22.892875,270.340725,146.765825
33.418025,57.877,22.952875,270.370475,146.796475
33.481425,57.95925,22.98265,270.401825,146.83015
33.518475,57.9833,23.0926,270.4185,146.850775
33.520475,58.024475,23.1415,270.42185,146.9424
33.5641,58.0616,23.296125,270.442675,147.005025
33.5933,58.104575,23.311325,270.509425,147.0241
33.6016,58.14195,23.32565,270.5402,147.0998
33.619575,58.16525,23.341975,270.783275,147.198975
33.64365,58.280475,23.3695,270.81945,147.2384
33.6522,58.28185,23.439675,270.83645,147.296925
33.685325,58.428225,23.481375,271.127,147.312775
33.695225,58.4429,23.502675,271.14755,147.4266
33.752425,58.4749,23.530125,271.323225,147.477875
33.861425,58.512875,23.560825,271.35395,147.531
33.92945,58.54915,23.5725,271.533825,147.54295
33.94675,58.578275,23.577675,271.544475,147.57575
33.950725,58.5925,23.583075,271.676325,147.608975
34.024975,58.60585,23.589,271.73435,147.6161
34.041775,58.643525,23.61125,271.85765,147.639425
34.126075,58.66075,23.6204,272.09395,147.6773
34.219325,58.6812,23.6357,272.355125,147.698725
34.24695,58.6971,23.6551,273.082925,147.711525
34.30425,58.741625,23.68385,273.1681,147.72335
34.337625,58.866525,23.707575,273.218475,147.83305
34.3723,58.930425,23.80595,273.4397,147.946175
34.408125,58.98375,23.842475,273.473975,148.108275
34.484325,59.046775,23.86765,273.54995,148.161325
34.50025,59.18565,23.885475,273.761225,148.171475
34.532875,59.2616,23.936575,273.950075,148.244875
34.538825,59.3118,23.9688,274.0128,148.273675
34.673275,59.31825,23.9852,275.047575,148.420775
34.712275,59.33375,24.0025,275.13845,148.453
34.73285,59.35665,24.055575,275.141,148.539525
34.757575,59.38955,24.1285,275.3216,148.57365
34.7684,59.50625,24.160225,275.522175,148.5951
34.89315,59.53325,24.199525,275.979775,148.62055
34.9713,59.53495,24.30075,276.0217,148.629475
35.09235,59.632375,24.3469,276.22675,148.646275
35.114625,59.651375,24.40625,276.30625,148.697175
35.155175,59.702075,24.4552,276.412475,148.734925
35.215375,59.749975,24.4854,276.4494,148.78265
35.2409,59.9562,24.53565,276.68865,148.829725
35.32355,60.007,24.565575,276.921725,148.851675
35.372525,60.015225,24.5871,276.950275,148.8718
35.38275,60.059275,24.636875,277.8193,148.911
35.397275,60.1132,24.682975,278.28205,149.016125
35.416425,60.11435,24.729375,278.28445,149.129625
35.430575,60.25845,24.8005,278.608875,149.149725
35.482,60.436575,24.827175,278.62245,149.233025
35.49265,60.454425,24.917475,278.647175,149.257925
35.508975,60.66785,24.94215,278.71575,149.2888
35.5147,60.72425,24.965275,278.824225,149.431425
35.562825,60.8626,24.986,279.3456,149.45865
35.633525,60.9367,25.033525,279.5979,149.4708
35.65015,61.11895,25.044325,279.9026,149.500275
35.66235,61.1444,25.055425,279.970675,149.54215
35.676725,61.146975,25.068475,280.026975,149.639875
35.86435,61.23065,25.17445,280.162425,149.854075
35.891625,61.37825,25.196825,281.3427,149.873125
35.90925,61.444675,25.21345,281.427825,149.90785
35.924275,61.485675,25.24115,281.48165,149.91655
35.955025,61.5391,25.251325,281.556825,149.938625
35.96695,61.71165,25.262425,281.694125,150.007875
36.026375,61.839125,25.2997,281.95825,150.072475
36.140425,61.970975,25.33805,282.08605,150.078725
36.23575,62.117075,25.348875,282.23185,150.1487
36.2598,62.22475,25.373825,282.251,150.23975
36.329125,62.39,25.38285,282.285,150.345475
36.352,62.5109,25.38895,282.378,150.4155
36.384625,62.56825,25.414325,282.7767,150.4452
36.45825,62.57695,25.45005,282.909375,150.5549
36.46755,62.6392,25.45935,283.090325,150.566225
36.484375,62.837,25.4772,283.114025,150.6369
36.51965,62.879425,25.509675,283.13615,150.648575
36.54985,62.99325,25.5227,283.270825,150.669875
36.6478,63.013,25.539875,283.508275,150.693
36.8189,63.0415,25.61655,283.7133,150.846025
36.8414,63.064625,25.642525,283.7879,150.881225
36.94285,63.1605,25.674025,283.836025,150.906225
36.95255,63.30975,25.7174,284.011875,150.956425
37.01035,63.3798,25.74195,284.535075,151.007025
37.01825,63.53215,25.7587,284.6139,151.177125
37.032925,63.579375,25.786875,284.844125,151.194225
37.1076,63.5864,25.80775,284.992975,151.234425
37.114825,63.64435,25.830825,285.14755,151.29115
37.13195,63.6532,25.896425,285.3771,151.321825
37.1482,63.70345,25.92065,285.389975,151.342825
37.181475,63.71685,25.937625,285.806675,151.362375
37.20975,63.807325,25.971775,285.960275,151.4198
37.24005,63.96985,26.031675,287.1447,151.448275
37.303875,64.020525,26.0827,287.239625,151.477575
37.38495,64.048175,26.11935,287.417325,151.53405
37.401475,64.050025,26.274275,287.4754,151.586225
37.4176,64.091775,26.29465,287.64625,151.613775
37.453125,64.143125,26.36365,287.71485,151.63355
37.4805,64.188275,26.3827,288.08885,151.85275
37.493725,64.2923,26.42035,288.339825,151.88485
37.50775,64.328375,26.459025,288.438925,151.930775
37.568625,64.340825,26.468875,288.77655,151.9886
37.5796,64.343775,26.513775,289.115225,152.02755
37.679725,64.374525,26.5517,289.208725,152.113975
37.71115,64.3975,26.57685,289.221125,152.14205
37.7603,64.458325,26.607325,289.43695,152.1743
37.794525,64.4984,26.63275,289.45605,152.217225
37.801325,64.512325,26.662175,289.49575,152.238425
37.862475,64.51645,26.674275,289.5869,152.359425
37.86945,64.536875,26.70795,289.7523,152.5174
37.97265,64.63735,26.72975,289.812675,152.572075
37.9946,64.6692,26.777325,289.9495,152.59785
38.019175,64.73665,26.781725,290.0187,152.723425
38.1254,64.779525,26.8071,290.101175,152.746525
38.175325,64.809225,26.876025,290.113575,152.773
38.1983,64.8532,26.919625,290.18165,152.82865
38.239925,64.8886,26.952875,290.2437,152.96555
38.24585,64.920925,26.978725,290.306,153.00095
38.2984,65.088525,26.989,290.51665,153.1706
38.3252,65.129175,27.007675,290.63785,153.305175
38.390275,65.143575,27.042,290.802325,153.4027
38.4163,65.154625,27.0567,290.856375,153.434675
38.465475,65.21115,27.0679,291.314075,153.4793
38.5463,65.236175,27.084675,291.3745,153.513175
38.628825,65.266525,27.092825,291.50415,153.567975
38.693625,65.274875,27.14175,291.6502,153.614025
38.7007,65.279025,27.2105,292.451875,153.697525
38.779375,65.3324,27.3104,292.861125,153.7817
38.836025,65.34235,27.340575,293.1547,153.860825
38.89825,65.433875,27.369875,293.559325,153.931625
38.91065,65.447775,27.388275,294.021275,154.041675
38.938375,65.615225,27.412,294.1177,154.23925
39.0073,65.727225,27.43215,294.210975,154.404275
39.010925,65.82515,27.4472,294.228925,154.445275
39.0535,65.864575,27.513075,294.504525,154.5455
39.065575,66.2215,27.5444,294.535175,154.57495
39.096725,66.225175,27.561075,294.5538,154.637525
39.1628,66.27785,27.615775,294.65145,154.66365
39.206525,66.3525,27.641,294.81305,154.69465
39.249125,66.4397,27.670225,294.8274,154.8162
39.264675,66.48395,27.6922,295.124725,154.86355
39.27145,66.59685,27.7037,296.0715,154.910575
39.295575,66.739825,27.710375,296.170075,155.03995
39.3224,66.807475,27.7171,296.322825,155.06915
39.3413,66.834775,27.7251,296.492875,155.090275
39.408475,66.93445,27.7351,296.56915,155.156425
39.42945,67.062275,27.7416,296.581275,155.18565
39.473325,67.100875,27.74875,296.725175,155.2597
39.590975,67.10245,27.76655,297.09215,155.42675
39.593775,67.228875,27.7811,297.2737,155.45145
39.655425,67.26335,27.794075,297.2896,155.5029
39.658125,67.2718,27.84505,297.548425,155.531625
39.736425,67.292625,27.9216,297.7006,155.594225
39.7715,67.36425,27.95455,298.054925,155.616925
39.8537,67.4052,27.97905,298.37625,155.885625
39.86915,67.4439,28.010675,298.568875,155.9067
39.935325,67.4596,28.0457,298.577525,155.9622
39.949525,67.59135,28.09105,298.61375,156.09425
39.9803,67.630975,28.139925,298.69035,156.1547
40.002225,67.690775,28.168175,298.744925,156.2604
40.10475,67.712175,28.20105,299.1214,156.406475
40.128075,67.8229,28.20865,299.14075,156.43465
40.21465,67.95825,28.214825,299.525925,156.4649
40.24855,68.2016,28.240225,299.73535,156.5176
40.303025,68.294025,28.262875,300.28575,156.625125
40.344575,68.321075,28.2701,300.428175,156.640775
40.39225,68.342675,28.284525,300.438875,156.72425
40.4494,68.356525,28.291775,300.699725,156.736425
40.495675,68.452125,28.313175,300.938125,156.770575
40.566775,68.4752,28.31965,301.189675,156.7785
40.592275,68.560625,28.35955,301.209975,156.84305
40.648625,68.641575,28.372925,301.3907,156.8803
40.67925,68.65545,28.385625,301.7741,156.948425
40.682575,68.683425,28.4007,301.8836,157.0287
40.75135,68.696325,28.44255,301.888775,157.0578
40.79015,68.773625,28.466425,301.993,157.06765
40.873875,68.83935,28.4718,302.090425,157.080325
40.883275,68.853175,28.515275,302.140375,157.1145
40.955475,68.888975,28.545,302.160875,157.184925
40.995925,68.91175,28.56735,302.26405,157.22625
41.0245,68.9354,28.60315,302.2726,157.2344
41.13695,68.96255,28.619875,302.328025,157.257725
41.151275,68.9638,28.68615,302.365975,157.2835
41.155875,69.082825,28.719875,302.413375,157.421975
41.18925,69.10595,28.7427,302.559425,157.55875
41.2485,69.171875,28.747875,302.631475,157.56475
41.253525,69.20335,28.7778,302.75615,157.5784
41.2904,69.3952,28.80675,302.9162,157.589725
41.30435,69.45585,28.836275,302.991175,157.6098
41.323,69.6069,28.866375,303.124025,157.619675
41.346675,69.6794,28.8907,303.1521,157.639425
41.36115,69.760675,28.968625,303.180625,157.7347
41.37705,69.776375,28.999125,303.27895,157.74305
41.3903,69.788725,29.013425,303.371225,157.7855
41.410925,69.8502,29.093925,303.745125,157.80385
41.44085,69.8941,29.142025,303.861025,157.91035
41.457175,69.982675,29.1736,303.88305,157.9541
41.504225,70.090125,29.200475,304.485125,157.966275
41.526775,70.12695,29.265125,305.462175,158.05925
41.599925,70.193875,29.3524,306.01015,158.22125
41.66615,70.230525,29.3787,306.351675,158.238125
41.680475,70.321325,29.395575,306.629025,158.26765
41.754725,70.32525,29.43455,306.95495,158.319175
41.8032,70.78565,29.468075,307.33735,158.41435
41.8178,70.802025,29.52425,307.383225,158.45365
41.855425,70.8074,29.570525,307.5767,158.5432
41.869525,70.842975,29.6056,307.759125,158.577425
41.874125,70.870025,29.733175,308.417725,158.634725
41.95305,70.88705,29.812325,308.43815,158.6694
41.965175,71.003525,29.844025,308.513925,158.7048
41.988525,71.097925,29.862125,308.526475,158.7263
41.999175,71.1559,29.886125,308.68315,158.80585
42.030125,71.1602,29.91375,309.0492,158.84415
42.039575,71.242825,29.941875,309.05095,158.853825
42.06465,71.310025,29.9623,309.190125,158.938175
42.1046,71.3247,30.027725,309.216625,158.9516
42.1848,71.34295,30.062625,309.325675,159.02005
42.203,71.3559,30.133975,309.3935,159.137775
42.245575,71.359675,30.238925,309.520025,159.3112
42.3579,71.371125,30.2692,309.93215,159.34735
42.377425,71.4175,30.34195,309.971225,159.377725
42.4281,71.476525,30.38645,310.451075,159.4044
42.48945,71.513625,30.422175,310.7209,159.40775
42.531125,71.65795,30.4641,311.785175,159.45495
42.613775,71.846925,30.49065,311.9536,159.476825
42.6212,71.909725,30.53475,312.54995,159.486775
42.71745,71.953425,30.590525,312.665225,159.495775
42.77205,71.964175,30.6153,312.70835,159.52035
42.855025,72.000775,30.658875,312.72025,159.529275
42.870825,72.048625,30.694875,312.99235,159.547
42.888875,72.109275,30.7449,313.541225,159.63705
42.9372,72.18285,30.7962,313.649125,159.78095
42.979775,72.243425,30.83395,313.659975,159.86615
43.027275,72.266875,30.8906,313.726175,159.875875
43.08175,72.273975,30.93025,313.751525,159.9137
43.188475,72.2845,30.965925,314.51955,159.9415
43.239075,72.324025,31.0231,314.657475,160.055675
43.277025,72.383175,31.054875,314.83485,160.114075
43.2878,72.42165,31.091975,314.9736,160.213175
43.29255,72.63585,31.1327,315.02035,160.240425
43.29895,72.652725,31.16415,315.12515,160.245975
43.306325,72.666425,31.188825,315.1555,160.3353
43.32305,72.669675,31.212975,315.3959,160.3523
43.33505,72.834125,31.241475,315.54525,160.408575
43.373625,72.911725,31.26625,315.672575,160.501675
43.416325,73.03285,31.2818,315.736575,160.5406
43.497125,73.03915,31.3241,315.9945,160.55535
43.50205,73.20105,31.360975,316.259875,160.661875
43.51445,73.342675,31.38385,316.825325,160.670675
43.544925,73.47105,31.397325,317.237275,160.7326
43.5674,73.4823,31.40525,317.286225,160.926075
43.59005,73.50125,31.41085,317.836925,160.96105
43.6806,73.525575,31.433975,317.9336,160.97885
43.736575,73.526875,31.439975,318.104775,161.125975
43.769725,73.6403,31.45685,318.44865,161.17215
43.79265,73.679675,31.46845,318.469275,161.27395
43.819525,73.802375,31.560125,318.66455,161.27785
43.836675,73.892325,31.582075,318.68065,161.314675
43.963425,74.05155,31.612375,318.767175,161.410575
44.010275,74.105275,31.623475,318.87145,161.475575
44.0184,74.12155,31.6385,319.019925,161.49045
