SPK_SPKC10a (exc),SPK_SPKC10b (exc),SPK_SPKC11a (inhi),SPK_SPKC13a (exc),SPK_SPKC14b (inhi)
,376.96735,319.520675,371.7717,316.307825
,377.00065,319.527,371.79855,316.321775
,377.05385,319.541,371.811975,316.34265
,377.1349,319.55265,371.871925,316.364625
,377.209325,319.56545,371.946675,316.387275
,377.2193,319.57555,372.01035,316.41745
,377.22635,319.58855,372.05155,316.440775
,377.247925,319.598575,372.10175,316.45545
,377.282775,319.6061,372.1521,316.4657
,377.310275,319.6218,372.2195,316.4674
,377.35025,319.630825,372.25345,316.4762
,377.375625,319.633475,372.274675,316.5067
,377.45665,319.642175,372.296925,316.52155
,377.554925,319.65265,372.30635,316.5327
,377.6096,319.665275,372.3296,316.544975
,377.644025,319.675575,372.34395,316.557875
,377.663775,319.684,372.3842,316.57155
,377.704325,319.695325,372.405175,316.587325
,377.762075,319.712,372.430875,316.640975
,377.80695,319.72705,372.45635,316.693425
,377.847075,319.747225,372.4896,316.71015
,377.904775,319.7597,372.52645,316.734125
,377.922075,319.78715,372.5681,316.75425
,377.93715,319.807,372.6299,316.7854
,377.95495,319.838675,372.6711,316.82475
,377.9737,319.87195,372.722125,316.896475
,377.996025,319.910375,372.740525,316.93805
,378.0138,319.9405,372.764125,316.94815
,378.022225,320.03865,372.800825,316.9561
,378.035625,320.058875,372.832,316.963
,378.050825,320.0699,372.858875,316.9868
,378.092625,320.0804,372.870325,317.00005
,378.108275,320.091575,372.910975,317.017575
,378.1272,320.1133,372.938825,317.027775
,378.14735,320.121375,373.028325,317.0382
,378.164125,320.129375,373.074325,317.055225
,378.1818,320.135875,373.115375,317.064225
,378.194475,320.150125,373.13405,317.074175
,378.215625,320.1582,373.151125,317.086475
,378.23775,320.168225,373.167775,317.097875
,378.27335,320.1785,373.182175,317.110875
,378.3645,320.18545,373.197275,317.12355
,378.3806,320.193075,373.21775,317.1348
,378.4349,320.207325,373.2598,317.146525
,378.474325,320.22415,373.313925,317.1602
,378.49015,320.239525,373.36045,317.175525
,378.4978,320.323625,373.420975,317.191425
,378.499675,320.44165,373.441475,317.215325
,378.51085,320.4687,373.472875,317.268325
,378.5197,320.47665,373.488575,317.3492
,378.527675,320.506775,373.5074,317.3757
,378.551075,320.5157,373.522,317.433075
,378.56565,320.52395,373.5485,317.463175
,378.589675,320.53365,373.5718,317.505675
,378.611375,320.542225,373.604225,317.521175
,378.635425,320.552,373.631725,317.5354
,378.66625,320.561675,373.672725,317.543925
,378.720625,320.588725,373.733725,317.569125
,378.772225,320.595975,373.768675,317.58325
,378.82335,320.6045,373.85625,317.60365
,378.88275,320.6144,373.924875,317.614175
,378.920275,320.6291,373.97215,317.630425
,378.943625,320.643375,374.0029,317.657075
,378.9657,320.6544,374.03705,317.69655
,378.975675,320.667475,374.0515,317.736525
,378.9939,320.6761,374.064425,317.8183
,379.009075,320.685575,374.091425,317.9008
,379.027025,320.697225,374.101375,317.916675
,379.06125,320.709075,374.114175,317.9336
,379.17375,320.7253,374.150175,317.948975
,379.225975,320.7394,374.159725,317.9758
,379.27835,320.757875,374.1743,317.987325
,379.289825,320.7792,374.2011,318.0191
,379.3061,320.798,374.32335,318.031125
,379.324625,320.816625,374.3727,318.0437
,379.34145,320.8378,374.446575,318.066775
,379.3957,320.852825,374.468575,318.078975
,379.4501,320.869025,374.5557,318.09415
,379.483175,320.890425,374.57785,318.1244
,379.53395,320.901275,374.609275,318.16605
,379.62175,320.91275,374.634775,318.19085
,379.6758,320.916925,374.6497,318.2411
,379.696625,320.935,374.6859,318.273275
,379.73025,320.948075,374.710625,318.318625
,379.757675,320.958125,374.7484,318.333625
,379.782725,320.97195,374.828425,318.350675
,379.842925,320.981575,374.868525,318.364675
,379.897225,320.994225,374.90885,318.374425
,379.9207,321.002875,374.9366,318.38905
,379.935825,321.0147,374.968225,318.4034
,379.949975,321.0277,374.985275,318.412
,379.965775,321.0349,375.00995,318.43005
,380.018925,321.043425,375.027675,318.446275
,380.0757,321.051975,375.051625,318.464775
,380.161025,321.058525,375.092375,318.483725
,380.36305,321.067925,375.1524,318.50745
,380.374475,321.07575,375.201825,318.512925
,380.391325,321.085925,375.266775,318.53545
,380.40325,321.093725,375.292475,318.5604
,380.406725,321.1011,375.30535,318.58875
,380.415125,321.109725,375.316625,318.6125
,380.425225,321.125975,375.337075,318.6254
,380.43755,321.139775,375.3543,318.6375
,380.4421,321.154625,375.374775,318.646125
,380.4591,321.166425,375.388825,318.659225
,380.476525,321.184125,375.405525,318.6733
,380.507025,321.202325,375.426325,318.6915
,380.5193,321.238675,375.442375,318.7104
,380.541475,321.264525,375.4764,318.740725
,380.5659,321.317725,375.512425,318.760975
,380.5882,321.350525,375.539325,318.778875
,380.624475,321.37695,375.578875,318.8152
,380.655675,321.3966,375.6526,318.8283
,380.689975,321.406475,375.7161,318.84265
,380.705425,321.4227,375.76425,318.853475
,380.741025,321.4304,375.797775,318.8623
,380.77765,321.43665,375.814625,318.885425
,380.81865,321.443425,375.837975,318.896875
,380.8728,321.450925,375.8665,318.906225
,380.9076,321.457975,375.88475,318.9169
,380.95955,321.4651,375.9391,318.94045
,381.007175,321.472225,375.96615,318.955275
,381.034475,321.47715,375.99905,318.983075
,381.057375,321.48425,376.030325,319.032125
,381.0921,321.498975,376.05345,319.0929
,381.1178,321.5048,376.08335,319.14965
,381.14425,321.509625,376.133,319.15865
,381.177875,321.5178,376.183775,319.198475
,381.2294,321.52695,376.213725,319.206675
,381.271725,321.538325,376.26715,319.2146
,381.33285,321.54595,376.29935,319.2194
,381.412125,321.553475,376.329375,319.2248
,381.444375,321.56365,376.35845,319.23655
,381.479025,321.57745,376.375275,319.2424
,381.546,321.587975,376.3841,319.251275
,381.58105,321.597425,376.396925,319.257125
,381.63475,321.6067,376.413975,319.26235
,381.67545,321.612375,376.42955,319.26685
,381.692775,321.635875,376.447875,319.271175
,381.698925,321.6448,376.469775,319.275425
,381.7157,321.655475,376.552925,319.295875
,381.729625,321.671525,376.599325,319.30105
,381.782375,321.6847,376.646625,319.3106
,381.797875,321.699925,376.683125,319.316875
,381.822675,321.710425,376.728725,319.322675
,381.8482,321.718875,376.815025,319.327975
,381.8704,321.742925,376.8529,319.3376
,381.94385,321.753325,376.866175,319.344875
,382.09045,321.76105,376.88395,319.35105
,382.123025,321.770175,376.905475,319.3572
,382.1261,321.781125,376.917275,319.364725
,382.139225,321.797525,376.941425,319.371675
,382.150725,321.83015,376.975625,319.386575
,382.175075,321.848975,377.005225,319.40165
,382.2003,321.865275,377.07835,319.41005
,382.22775,321.877575,377.1415,319.429025
,382.26495,321.89565,377.19355,319.440425
,382.278625,321.911,377.218425,319.47015
,382.310125,321.934125,377.239775,319.479825
,382.545,321.987575,377.263675,319.49025
,382.566575,322.0035,377.28195,319.501275
,382.583575,322.018325,377.318,319.51565
,382.60045,322.03275,377.38635,319.52405
,382.616775,322.057225,377.460725,319.535025
,382.6293,322.06525,377.5093,319.548375
,382.652375,322.0879,377.562025,319.5563
,382.711075,322.103525,377.603225,319.5657
,382.762775,322.118475,377.693775,319.57265
,382.79615,322.12905,377.7648,319.5835
,382.837675,322.150525,377.834675,319.59175
,382.8785,322.173375,377.864325,319.600425
,382.9114,322.19085,377.87505,319.607925
,382.9796,322.233225,377.902025,319.623675
,383.0247,322.276225,377.914125,319.63365
,383.05085,322.3558,377.930825,319.65505
,383.082025,322.39055,377.953025,319.661975
,383.1224,322.41665,377.974425,319.67295
,383.1546,322.431625,377.995,319.682475
,383.1932,322.43905,378.02605,319.69615
,383.24175,322.447775,378.045125,319.707075
,383.263375,322.453325,378.071175,319.720775
,383.273775,322.459075,378.105825,319.736575
,383.29015,322.46355,378.140675,319.75365
,383.31295,322.467775,378.186825,319.7713
,383.32945,322.473425,378.236425,319.80095
,383.346225,322.477525,378.32515,319.818775
,383.363975,322.48115,378.379575,319.839925
,383.3828,322.484925,378.424325,319.898575
,383.394775,322.488,378.4417,319.917725
,383.4142,322.492325,378.46155,319.941125
,383.45205,322.49735,378.532325,319.97935
,383.471775,322.502125,378.5451,320.00555
,383.593475,322.5068,378.569325,320.0389
,383.651275,322.5112,378.58855,320.056525
,383.71985,322.515775,378.61735,320.07595
,383.7771,322.520375,378.629125,320.088975
,383.8078,322.52515,378.65495,320.103
,383.837375,322.531625,378.69755,320.1183
,383.861475,322.549875,378.744675,320.130375
,383.89125,322.55535,378.79425,320.13905
,383.914375,322.56165,378.8512,320.1519
,383.96255,322.575375,378.873575,320.182925
,384.06685,322.588275,378.93145,320.19625
,384.15625,322.6054,378.951475,320.2071
,384.16515,322.623525,378.984725,320.215725
,384.181325,322.64475,379.02395,320.227825
,384.19445,322.67005,379.05935,320.2392
,384.20565,322.85885,379.111275,320.256
,384.219525,322.8662,379.2058,320.27975
,384.2303,322.872275,379.228725,320.304725
,384.2488,322.884275,379.23675,320.342625
,384.2796,322.89075,379.24795,320.41985
,384.313225,322.8967,379.264975,320.449725
,384.420925,322.901375,379.3111,320.46035
,384.4493,322.910275,379.3378,320.48365
,384.467125,322.9184,379.3545,320.497675
,384.475025,322.92835,379.3791,320.509325
,384.48395,322.935675,379.410375,320.516375
,384.4915,322.946575,379.460975,320.525225
,384.498825,322.95435,379.5133,320.531425
,384.508675,322.96395,379.571125,320.538325
,384.5153,322.9717,379.6601,320.544975
,384.522625,322.982875,379.71295,320.5608
,384.535875,322.9918,379.747325,320.566825
,384.614875,322.99795,379.7691,320.567875
,384.625275,323.005425,379.781,320.574625
,384.663625,323.0154,379.809225,320.58865
,384.707,323.0254,379.835325,320.594175
,384.7256,323.04325,379.917975,320.6
,384.744175,323.05005,379.937,320.607875
,384.761725,323.055775,379.9666,320.6228
,384.7874,323.062975,379.98525,320.631575
,384.82245,323.069575,380.01435,320.6386
,384.875925,323.077425,380.043675,320.65265
,384.928225,323.0838,380.087525,320.669125
,384.98885,323.0937,380.108375,320.67805
,385.018,323.101475,380.205975,320.696725
,385.048525,323.11105,380.26485,320.716675
,385.09405,323.118075,380.31755,320.733975
,385.126675,323.126425,380.37195,320.742875
,385.167225,323.135375,380.43265,320.755475
,385.238175,323.145575,380.43745,320.77165
,385.269175,323.1521,380.461375,320.7842
,385.31035,323.16005,380.47585,320.796175
,385.34895,323.169175,380.48875,320.81565
,385.384,323.177675,380.497725,320.831475
,385.4426,323.193425,380.558125,320.8436
,385.4906,323.20345,380.57625,320.857525
,385.546625,323.210275,380.605275,320.8732
,385.58735,323.21995,380.6143,320.893725
,385.6215,323.229575,380.63985,320.90985
,385.68635,323.239125,380.686325,320.920675
,385.740825,323.249525,380.702175,320.938575
,385.76785,323.258275,380.73185,320.95555
,385.785475,323.267025,380.75085,320.9697
,385.796525,323.276075,380.7878,320.986675
,385.809025,323.2874,380.8247,320.998875
,385.827925,323.29755,380.860475,321.012725
,385.8846,323.30965,380.8874,321.024875
,385.92105,323.315275,380.9356,321.0379
,385.96665,323.32455,380.999125,321.051625
,386.00135,323.33515,381.021125,321.07405
,386.04375,323.347725,381.043525,321.087575
,386.07695,323.35725,381.062075,321.103225
,386.1049,323.368075,381.085825,321.11455
,386.130625,323.38445,381.121225,321.12695
,386.1572,323.39255,381.177125,321.165625
,386.205125,323.413325,381.205625,321.1811
,386.254175,323.426475,381.262475,321.198625
,386.292175,323.4443,381.320775,321.243525
,386.317,323.46315,381.363775,321.263525
,386.3561,323.4723,381.39035,321.30335
,386.4184,323.486475,381.40295,321.327375
,386.4452,323.498125,381.417525,321.377025
,386.48415,323.509775,381.438275,321.399025
,386.50495,323.521475,381.55905,321.427975
,386.52705,323.53235,381.6021,321.4377
,386.549175,323.539675,381.6617,321.45355
,386.57835,323.549425,381.692575,321.473475
,386.59225,323.55595,381.699,321.48345
,386.6033,323.579825,381.7038,321.493625
,386.6168,323.5887,381.749,321.51345
,386.6387,323.597975,381.761925,321.524125
,386.67215,323.60725,381.7785,321.532775
,386.7115,323.61565,381.81635,321.54265
,386.754325,323.624325,381.838225,321.549625
,386.7827,323.629975,381.857875,321.558725
,386.81375,323.6357,381.895975,321.568
,386.8357,323.6411,381.94785,321.578225
,386.862125,323.6461,382.0135,321.5903
,386.912425,323.653775,382.087625,321.5975
,386.93135,323.66105,382.118675,321.6069
,386.954525,323.667,382.1378,321.6163
,386.9779,323.67185,382.15255,321.6256
,387.013,323.6757,382.202625,321.637825
,387.0366,323.6792,382.225575,321.658575
,387.0649,323.6838,382.246925,321.671075
,387.094775,323.688025,382.282475,321.68305
,387.119325,323.692525,382.325425,321.70725
,387.13005,323.6967,382.398025,321.716725
,387.214925,323.701475,382.433575,321.7259
,387.3192,323.707,382.482275,321.73525
,387.365875,323.7118,382.54155,321.7529
,387.464125,323.7206,382.582575,321.761275
,387.49955,323.728475,382.610425,321.77455
,387.58115,323.73765,382.6262,321.787125
,387.600775,323.747125,382.6468,321.796925
,387.629675,323.758,382.683175,321.809825
,387.658175,323.77025,382.706325,321.8216
,387.686425,323.783475,382.7224,321.83245
,387.7488,323.79625,382.73575,321.845925
,387.774125,323.81755,382.813025,321.85685
,387.804775,323.848675,382.83465,321.869
,387.8314,323.856075,382.852,321.8794
,387.867,323.863725,382.881625,321.89295
,387.891725,323.871975,382.922225,321.903025
,387.91105,323.877825,382.95945,321.9174
,387.92715,323.883025,383.01465,321.930525
,387.95325,323.890275,383.064575,321.9471
,387.999625,323.897375,383.1536,321.970325
,388.119875,323.90365,383.2077,321.98605
,388.17845,323.910925,383.241975,322.00815
,388.23265,323.92335,383.304,322.02605
,388.260125,323.930475,383.3234,322.0634
,388.27275,323.94035,383.3628,322.15115
,388.306025,323.95625,383.384575,322.175925
,388.3353,323.979825,383.401025,322.22215
,388.3475,323.995675,383.4194,322.247575
,388.3537,324.0117,383.456,322.29695
,388.367125,324.037975,383.489625,322.3805
,388.382925,324.056825,383.541525,322.426325
,388.38865,324.084025,383.5878,322.438575
,388.41455,324.105575,383.615875,322.44745
,388.4502,324.11695,383.631925,322.453975
,388.4733,324.130525,383.6462,322.471075
,388.4888,324.14515,383.689725,322.477275
,388.511175,324.160525,383.713125,322.4842
,388.552775,324.17155,383.7392,322.495675
,388.620775,324.1865,383.76255,322.503775
,388.650075,324.200325,383.792725,322.51535
,388.673775,324.216475,383.8255,322.520525
,388.73475,324.243475,383.865275,322.52825
,388.780575,324.259475,383.916525,322.541625
,388.8131,324.27615,383.9425,322.552025
,388.856675,324.289225,384.02685,322.578825
,388.88095,324.304675,384.095425,322.5906
,388.92545,324.321325,384.16315,322.606575
,389.026,324.336825,384.204425,322.6228
,389.1301,324.348975,384.234175,322.64745
,389.20835,324.36675,384.250325,322.6658
,389.24095,324.383425,384.295425,322.749025
,389.26275,324.396775,384.339975,322.866775
,389.286725,324.410425,384.39945,322.888325
,389.3539,324.41875,384.43625,322.897425
,389.39605,324.43405,384.506075,322.913025
,389.4306,324.451325,384.53405,322.93
,389.480675,324.47445,384.556725,322.941925
,389.532375,324.4884,384.572825,322.955325
,389.629375,324.50435,384.607475,322.97055
,389.732425,324.522225,384.6309,322.983725
,389.794475,324.535825,384.6405,322.99275
,389.882025,324.557275,384.6498,323.00275
,389.92545,324.568125,384.720725,323.015975
,389.963525,324.57585,384.75205,323.040875
,390.026425,324.58475,384.784075,323.046
,390.0907,324.592625,384.808125,323.0518
,390.14615,324.615475,384.846225,323.056725
,390.17885,324.6279,384.889425,323.064225
,390.2025,324.63975,384.97865,323.077075
,390.223,324.657975,385.05875,323.083
,390.2422,324.66925,385.09145,323.089425
,390.2608,324.680525,385.117425,323.100525
,390.282225,324.700975,385.14805,323.114
,390.295525,324.717025,385.164675,323.13075
,390.31785,324.728175,385.186,323.1412
,390.3553,324.765575,385.23195,323.152275
,390.3946,324.80875,385.2609,323.16095
,390.5869,324.853475,385.327025,323.2174
,390.608875,324.88795,385.37425,323.2305
,390.628975,324.90175,385.393375,323.24865
,390.639175,324.9066,385.43575,323.289225
,390.6488,324.9229,385.48475,323.29885
,390.664825,324.947725,385.570775,323.3153
,390.691025,324.965925,385.64345,323.330925
,390.72655,324.98505,385.67145,323.349125
,390.7963,324.9987,385.700425,323.35805
,390.893,325.010925,385.743475,323.37775
,390.91135,325.0191,385.767075,323.3923
,390.931225,325.032575,385.7811,323.406475
,390.961225,325.04645,385.7896,323.4208
,390.972225,325.055475,385.802575,323.43475
,390.983025,325.063375,385.81065,323.455075
,390.9977,325.077,385.8302,323.46705
,391.01395,325.083575,385.86405,323.48575
,391.0374,325.08925,385.87645,323.502275
,391.07495,325.094975,385.923675,323.526225
,391.134275,325.1001,385.95355,323.53855
,391.1561,325.10485,385.988275,323.55125
,391.186875,325.10955,386.0606,323.575625
,391.2066,325.11595,386.088875,323.5898
,391.2316,325.12165,386.11825,323.607225
,391.26105,325.126025,386.16225,323.617425
,391.2804,325.132025,386.19475,323.629175
,391.31425,325.14935,386.2295,323.63875
,391.403975,325.15575,386.2836,323.650925
,391.456525,325.16395,386.3238,323.66345
,391.485175,325.17175,386.399575,323.67235
,391.569825,325.18,386.4271,323.68405
,391.645975,325.19865,386.447175,323.693975
,391.730925,325.206425,386.459925,323.7042
,391.7615,325.2154,386.4803,323.709725
,391.7782,325.227225,386.49945,323.71415
,391.7971,325.23735,386.5153,323.72625
,391.812875,325.2519,386.53725,323.7346
,391.832225,325.279875,386.564025,323.7453
,391.853425,325.296425,386.61375,323.76105
,391.879875,325.3093,386.665125,323.7696
,391.923325,325.32125,386.718075,323.7805
,391.99875,325.344925,386.7461,323.7947
,392.046075,325.357525,386.7643,323.80975
,392.08885,325.37185,386.7742,323.828075
,392.093725,325.39725,386.789225,323.84365
,392.11185,325.415675,386.840325,323.858825
,392.136925,325.41835,386.861525,323.878075
,392.156375,325.43875,386.919625,323.891825
,392.225475,325.4522,386.946675,323.911425
,392.258675,325.466975,386.964775,323.97345
,392.3129,325.478575,386.9918,324.00955
,392.343525,325.4966,387.01185,324.03015
,392.375975,325.51615,387.053,324.061325
,392.410025,325.529725,387.0814,324.080775
,392.45565,325.551275,387.1647,324.11875
,392.494425,325.5787,387.200175,324.12915
,392.552225,325.5917,387.256425,324.145925
,392.622875,325.602825,387.3036,324.171825
,392.704875,325.6166,387.323875,324.19085
,392.822375,325.638725,387.339775,324.21875
,392.87805,325.660775,387.3596,324.24215
,392.90255,325.68035,387.377725,324.25735
,392.947675,325.707225,387.40395,324.289625
,393.0612,325.7396,387.416725,324.314375
,393.15125,325.7538,387.4641,324.34075
,393.200225,325.774325,387.5143,324.36425
,393.24735,325.78395,387.57305,324.395775
,393.27755,325.798975,387.610175,324.4218
,393.30905,325.823675,387.6368,324.456325
,393.34365,325.840125,387.669775,324.48085
,393.369725,325.86495,387.6902,324.512225
,393.406525,325.885425,387.70785,324.540325
,393.4625,325.900675,387.73025,324.554275
,393.4824,325.91645,387.754975,324.566925
,393.505975,325.9329,387.776975,324.58115
,393.534475,325.959575,387.823,324.59175
,393.5696,325.976925,387.865025,324.607875
,393.5799,325.990075,387.9771,324.62605
,393.60025,326.010625,388.0125,324.643025
,393.6567,326.021625,388.12715,324.665125
,393.732,326.0398,388.160325,324.68465
,393.803375,326.06335,388.25045,324.709825
,393.8505,326.0879,388.27675,324.736975
,393.90295,326.13035,388.2886,324.799525
,393.97245,326.1715,388.312675,324.8545
,394.017825,326.241025,388.319925,324.89675
,394.092425,326.266075,388.33655,324.933225
,394.1208,326.292975,388.3495,324.9673
,394.134175,326.300475,388.3672,324.982325
,394.1615,326.31545,388.382675,324.993875
,394.187975,326.32565,388.398975,325.0052
,394.208525,326.348275,388.42975,325.016425
,394.236,326.35735,388.462325,325.024625
,394.2692,326.3724,388.476925,325.033175
,394.3052,326.38645,388.4895,325.069925
,394.420225,326.4043,388.504425,325.07805
,394.46,326.4265,388.5232,325.083225
,394.4936,326.452325,388.548975,325.0972
,394.535625,326.57875,388.563575,325.108775
,394.5501,326.59065,388.621125,325.1147
,394.57645,326.60015,388.652025,325.121475
,394.613175,326.6195,388.682725,325.12635
,394.684225,326.629425,388.715575,325.1458
,394.793425,326.639825,388.75175,325.1541
,394.82405,326.65625,388.78695,325.1664
,394.8383,326.682325,388.808275,325.172875
,394.868525,326.727775,388.82825,325.183125
,394.873075,326.746225,388.879775,325.200575
,394.8785,326.760175,388.8944,325.206375
,394.888425,326.77925,388.950975,325.2115
,394.901525,326.787175,389.00855,325.2256
,394.94105,326.79785,389.06675,325.230625
,394.974675,326.816125,389.111375,325.23895
,395.028775,326.8249,389.1862,325.247775
,395.1077,326.8367,389.2063,325.255075
,395.167675,326.847375,389.2207,325.265675
,395.209675,326.86435,389.23025,325.276375
,395.287825,326.87765,389.25165,325.28455
,395.34685,326.912425,389.268375,325.3011
,395.3669,326.94555,389.3079,325.327125
,395.415025,326.96775,389.338875,325.342175
,395.441025,327.020175,389.356975,325.35605
,395.454375,327.05125,389.402325,325.367675
,395.467175,327.06235,389.43225,325.38555
,395.49275,327.213325,389.47495,325.40015
,395.531275,327.2357,389.53245,325.41485
,395.5752,327.254975,389.580725,325.433125
,395.641175,327.26715,389.617075,325.444225
,395.6767,327.29105,389.69175,325.4587
,395.722775,327.31125,389.7197,325.4746
,395.738225,327.3347,389.751575,325.486575
,395.76255,327.3416,389.77285,325.497475
,395.78005,327.37145,389.783475,325.51125
,395.8009,327.395225,389.814975,325.52935
,395.8331,327.4288,389.848475,325.5488
,395.8556,327.436,389.872075,325.575475
,395.901425,327.458775,389.932425,325.59235
,395.956925,327.6319,389.974725,325.6041
,396.00025,327.64365,390.03255,325.622
,396.025125,327.651275,390.09445,325.64565
,396.088675,327.65755,390.128475,325.6638
,396.153825,327.665225,390.1845,325.676825
,396.20545,327.67405,390.190725,325.689525
,396.2397,327.6844,390.25345,325.699575
,396.26915,327.69,390.27295,325.71085
,396.292775,327.69485,390.295075,325.728075
,396.318125,327.71195,390.313925,325.7386
,396.392575,327.72215,390.328925,325.7543
,396.499725,327.7413,390.354325,325.768625
,396.5423,327.768475,390.40915,325.776875
,396.58615,327.8246,390.48215,325.786725
,396.60805,327.859825,390.517175,325.79755
,396.650175,327.884775,390.561225,325.809775
,396.72005,327.895425,390.600875,325.818225
,396.795775,327.911275,390.622625,325.8318
,396.8396,327.9358,390.63495,325.8447
,396.854325,327.958575,390.646325,325.867975
,396.869775,327.97405,390.669,325.878075
,396.8817,328.0097,390.67925,325.8938
,396.8892,328.02305,390.69145,325.90595
,396.89825,328.040175,390.708175,325.928375
,396.91855,328.0493,390.718525,325.94445
,396.9632,328.056475,390.729325,325.96445
,396.97995,328.0624,390.744575,325.994475
,397.025325,328.0722,390.77785,326.01175
,397.111725,328.08205,390.80195,326.021325
,397.179125,328.092325,390.85725,326.0517
,397.21595,328.103075,390.90385,326.07595
,397.2484,328.10915,390.9173,326.104225
,397.264225,328.11625,390.9657,326.1363
,397.284075,328.131125,390.99985,326.1797
,397.3009,328.145625,391.0317,326.2017
,397.339275,328.1673,391.0637,326.23445
,397.397075,328.20365,391.0806,326.254675
,397.427375,328.2406,391.0951,326.27305
,397.462275,328.3706,391.118775,326.299625
,397.520975,328.382475,391.135575,326.313575
,397.5914,328.3917,391.16235,326.328525
,397.6623,328.404975,391.209975,326.3438
,397.6958,328.414675,391.24235,326.361125
,397.710225,328.4355,391.2824,326.38365
,397.7178,328.455925,391.301175,326.4007
,397.73165,328.4663,391.344475,326.419225
,397.740675,328.497,391.386875,326.435275
,397.748925,328.529125,391.4167,326.451225
,397.75265,328.57025,391.440975,326.462825
,397.7707,328.878375,391.464325,326.479975
,397.783425,328.8916,391.492725,326.5114
,397.800875,328.912875,391.573925,326.577975
,397.823375,328.925775,391.633125,326.586475
,397.853375,328.935025,391.67805,326.601625
,397.8797,328.941725,391.7355,326.617475
,397.898075,328.95415,391.750575,326.6352
,397.92415,328.96315,391.759825,326.655875
,397.98585,328.97535,391.794225,326.690775
,398.067225,328.98395,391.818575,326.7255
,398.092725,328.9963,391.8447,326.739625
,398.106875,329.00265,391.87825,326.754025
,398.116675,329.016175,391.9054,326.76235
,398.125025,329.03295,391.96405,326.78505
,398.1449,329.04265,392.02065,326.792875
,398.15285,329.0504,392.048875,326.800475
,398.15875,329.0645,392.0811,326.8071
,398.1618,329.073775,392.099525,326.813075
,398.1708,329.08835,392.1287,326.8209
,398.18035,329.111475,392.19485,326.837375
,398.20985,329.1457,392.2137,326.8484
,398.255575,329.19115,392.24615,326.8593
,398.2822,329.274575,392.270975,326.87125
,398.364875,329.34405,392.3061,326.89525
,398.42845,329.361925,392.350575,326.91965
,398.506825,329.4076,392.3982,326.97085
,398.520725,329.48875,392.457175,327.000275
,398.530575,329.5043,392.491525,327.0314
,398.549075,329.52045,392.533075,327.0483
,398.56175,329.530075,392.562625,327.1004
,398.573325,329.53945,392.611175,327.197925
,398.58145,329.5481,392.67175,327.270075
,398.592725,329.555175,392.720475,327.3063
,398.6075,329.562125,392.777875,327.3327
,398.6315,329.57135,392.807675,327.348075
,398.655425,329.5812,392.820775,327.368125
,398.7326,329.593675,392.83545,327.37885
,398.7758,329.612275,392.8483,327.391275
,398.7905,329.631225,392.866275,327.403325
,398.808,329.6399,392.887225,327.413975
,398.8555,329.65585,392.9072,327.4317
,398.934125,329.67265,392.929175,327.45175
,399.040875,329.698225,393.042425,327.5408
,399.085525,329.726175,393.110125,327.615475
,399.0978,329.751925,393.150775,327.629875
,399.105575,329.8091,393.166925,327.640875
,399.1143,329.907125,393.17835,327.663775
,399.12125,329.94395,393.19075,327.675625
,399.12715,329.9621,393.201825,327.683375
,399.1329,329.978925,393.23205,327.6894
,399.140625,329.996375,393.253725,327.697425
,399.15205,330.02185,393.277675,327.71305
,399.172125,330.040375,393.298175,327.725325
,399.24985,330.06565,393.3276,327.742825
,399.3592,330.097225,393.360625,327.755825
,399.379675,330.137525,393.418975,327.780025
,399.40145,330.1563,393.437375,327.813775
,399.410375,330.17175,393.4693,327.842825
,399.42585,330.1846,393.4908,327.860725
,399.431925,330.19405,393.51745,327.878875
,399.43895,330.206575,393.544775,327.89275
,399.467075,330.21985,393.580525,327.90115
,399.498125,330.227575,393.61055,327.917475
,399.539275,330.2342,393.644475,327.927425
,399.6603,330.23875,393.709225,327.948225
,399.728075,330.249475,393.75615,327.9602
,399.78585,330.254525,393.775025,327.97305
,399.830125,330.258975,393.79455,327.986475
,399.868475,330.2634,393.811875,328.0008
,399.914975,330.273475,393.8394,328.0173
,399.97115,330.2826,393.86965,328.028825
,400.023475,330.2861,393.921575,328.04115
,400.05205,330.289775,393.9936,328.0677
,400.08315,330.2933,394.062325,328.077075
,400.12715,330.297125,394.1124,328.084925
,400.186475,330.3026,394.12635,328.098075
,400.21465,330.305625,394.13515,328.110975
,400.24755,330.310975,394.14525,328.121075
,400.272125,330.315125,394.15515,328.131975
,400.2942,330.32275,394.1689,328.1545
,400.333075,330.325975,394.22465,328.181275
,400.364,330.32915,394.26425,328.210275
,400.404525,330.3329,394.3215,328.27465
,400.413225,330.3382,394.36715,328.331675
,400.46135,330.3412,394.4214,328.360925
,400.4933,330.346,394.437925,328.374475
,400.528575,330.350975,394.450575,328.390175
,400.579725,330.358175,394.458625,328.408575
,400.623375,330.363325,394.46835,328.450775
,400.665975,330.36725,394.477475,328.46285
,400.6973,330.37385,394.509375,328.48145
,400.7431,330.378925,394.527475,328.490275
,400.775725,330.3863,394.548425,328.502075
,400.808425,330.394625,394.59305,328.5227
,400.82705,330.40375,394.663675,328.5356
,400.86495,330.416275,394.71505,328.549625
,400.91235,330.4249,394.767,328.564275
,400.98245,330.434725,394.804275,328.581575
,401.032275,330.44985,394.8357,328.61575
,401.0816,330.471075,394.85985,328.64775
,401.114225,330.49265,394.87405,328.67435
,401.128525,330.507225,394.8928,328.766925
,401.1481,330.52145,394.9369,328.8682
