SPK_SPKC01c,SPK_SPKC09a,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC12a
623.998225,665.547225,,704.257225,687.452825
624.02555,665.554875,,704.307675,687.4667
624.0427,665.568025,,704.324425,687.495525
624.06715,665.5728,,704.335925,687.547425
624.088375,665.591575,,704.360725,687.56245
624.12535,665.6103,,704.4402,687.582175
624.147575,665.654325,,704.531825,687.59065
624.177075,665.675125,,704.540675,687.6222
624.196725,665.689775,,704.547175,687.66015
624.2113,665.712575,,704.58995,687.674325
624.231025,665.7361,,704.59585,687.691375
624.248025,665.757375,,704.6113,687.7101
624.25965,665.772625,,704.7116,687.728025
624.281,665.7862,,704.74355,687.74585
624.3117,665.825125,,704.8243,687.765825
624.326575,665.82995,,704.866525,687.824925
624.347525,665.846625,,704.8935,687.839925
624.360175,665.854825,,704.91335,687.8556
624.37435,665.860275,,704.980775,687.876
624.401,665.866225,,705.069275,687.897125
624.422875,665.87905,,705.0921,687.938075
624.443725,665.892125,,705.124325,687.975725
624.459675,665.89565,,705.147125,687.994925
624.474975,665.90305,,705.16225,688.0553
624.4873,665.91015,,705.199625,688.0848
624.5168,665.9292,,705.336125,688.102175
624.551675,665.949975,,705.35465,688.110275
624.585575,665.967775,,705.381525,688.117
624.602275,665.985425,,705.4474,688.136075
624.62105,666.002825,,705.48325,688.14255
624.638825,666.016275,,705.5462,688.1511
624.65825,666.031925,,705.744475,688.169325
624.669625,666.0484,,705.788475,688.195725
624.682075,666.06485,,705.825875,688.227875
624.69225,666.082025,,705.831175,688.254
624.70155,666.095775,,705.842275,688.270375
624.7174,666.111725,,705.8474,688.30035
624.7279,666.147675,,705.88825,688.313475
624.737875,666.1692,,705.892,688.323775
624.7515,666.187025,,705.9031,688.33495
624.76945,666.20015,,706.019625,688.3388
624.78745,666.2154,,706.070375,688.34545
624.7985,666.227225,,706.103375,688.404125
624.81675,666.235525,,706.109975,688.41775
624.83655,666.242125,,706.1195,688.43715
624.863375,666.250625,,706.12825,688.453225
624.880375,666.2681,,706.166225,688.48885
624.89965,666.277,,706.1725,688.5325
624.92055,666.28895,,706.1812,688.54045
624.935325,666.3129,,706.291025,688.555875
624.95825,666.3232,,706.3389,688.56335
624.9663,666.335825,,706.3955,688.581325
624.979675,666.34745,,706.4267,688.595125
625.001025,666.361,,706.45215,688.608225
625.0263,666.371075,,706.4838,688.61705
625.038925,666.384225,,706.5218,688.633075
625.05085,666.391275,,706.58875,688.648475
625.093925,666.40055,,706.62565,688.656675
625.105625,666.4051,,706.635625,688.6725
625.11685,666.41575,,706.6494,688.67985
625.132925,666.4209,,706.656975,688.685225
625.148825,666.425,,706.663525,688.6901
625.163175,666.434725,,706.688675,688.700075
625.184025,666.44695,,706.712975,688.709825
625.19835,666.4618,,706.76625,688.721075
625.215675,666.478,,706.79995,688.72915
625.2373,666.48265,,706.828525,688.754525
625.257475,666.493775,,706.861325,688.762375
625.2774,666.509825,,706.90955,688.77165
625.29315,666.5318,,706.97195,688.78805
625.30695,666.5413,,706.99275,688.800875
625.3167,666.552975,,706.99815,688.8367
625.330625,666.56715,,707.0026,688.851325
625.3405,666.58155,,707.0352,688.861
625.357575,666.59815,,707.05115,688.872325
625.3769,666.62015,,707.099775,688.88495
625.398475,666.63445,,707.194525,688.89495
625.418175,666.64985,,707.244825,688.907575
625.4439,666.6677,,707.312175,688.9308
625.459175,666.677125,,707.32135,688.955925
625.479,666.696575,,707.361,688.967125
625.498225,666.708275,,707.380075,688.984475
625.514475,666.727975,,707.454875,689.040425
625.53145,666.738725,,707.49045,689.049825
625.57275,666.753725,,707.530275,689.05915
625.595325,666.7605,,707.5779,689.07095
625.617775,666.7742,,707.583175,689.07585
625.64665,666.802075,,707.59745,689.0849
625.65385,666.804925,,707.608475,689.0989
625.66765,666.81145,,707.6267,689.1273
625.682475,666.815775,,707.644725,689.145
625.699825,666.822475,,707.702175,689.1508
625.718875,666.826175,,707.7258,689.15905
625.73595,666.836875,,707.73785,689.1646
625.75145,666.900675,,707.8209,689.17185
625.766875,666.917125,,707.89975,689.1768
625.783925,666.9364,,707.9045,689.196325
625.80095,666.9655,,707.910325,689.205925
625.82215,666.9766,,707.9261,689.215175
625.840775,666.9878,,708.0234,689.2891
625.85235,667.00445,,708.037825,689.3533
625.86535,667.009725,,708.07135,689.4351
625.87955,667.012675,,708.12545,689.61325
625.89765,667.018825,,708.157025,689.773275
625.913025,667.0204,,708.1699,689.967625
625.9398,667.03365,,708.1783,689.974925
625.953475,667.047525,,708.18145,689.987875
625.972075,667.050125,,708.189775,690.00115
625.986,667.055975,,708.314625,690.01975
626.0023,667.061725,,708.3906,690.029075
626.023025,667.064725,,708.412775,690.048425
626.04095,667.0675,,708.419575,690.066975
626.062475,667.07655,,708.423425,690.1118
626.06575,667.08075,,708.539075,690.1275
626.0699,667.084975,,708.5556,690.13735
626.079125,667.09115,,708.570975,690.15245
626.083325,667.125175,,708.629425,690.16795
626.08575,667.144375,,708.661825,690.1862
626.09585,667.16075,,708.668425,690.205275
626.102625,667.182075,,708.676475,690.20965
626.10955,667.2077,,708.685075,690.21475
626.114625,667.216225,,708.697975,690.30505
626.12045,667.227825,,708.745975,690.3604
626.124625,667.239175,,708.75555,690.59815
626.1302,667.246175,,708.789825,690.605575
626.135575,667.269625,,708.84505,690.625075
626.142925,667.274275,,708.883425,690.641775
626.148925,667.28315,,708.906175,690.694075
626.163125,667.2895,,708.943575,690.707425
626.1758,667.298425,,708.96985,690.71135
626.187825,667.306475,,709.002475,690.7199
626.21635,667.3138,,709.01805,690.842175
626.245525,667.32525,,709.02625,690.893625
626.264725,667.334475,,709.05,691.206475
626.285125,667.338075,,709.05765,691.245375
626.299075,667.349775,,709.142525,691.407625
626.310275,667.404725,,709.1914,691.418125
626.322525,667.408775,,709.20425,691.43035
626.336025,667.4671,,709.2293,691.44015
626.352075,667.505125,,709.264325,691.50145
626.372025,667.519075,,709.291125,691.537125
626.40595,667.549375,,709.388,691.54785
626.428475,667.561025,,709.405025,691.56895
626.4502,667.573425,,709.4638,691.593025
626.46755,667.587975,,709.501325,691.625575
626.49055,667.599,,709.534775,691.6412
626.513175,667.610875,,709.55995,691.650525
626.5339,667.6521,,709.637425,691.662175
626.549425,667.6603,,709.7055,691.678
626.569075,667.675875,,709.7092,691.706575
626.5898,667.679375,,709.713,691.717475
626.616875,667.6841,,709.716725,691.730975
626.6367,667.689425,,709.723225,691.7383
626.65745,667.694825,,709.725975,691.74795
626.6786,667.699,,709.731575,691.75245
626.694625,667.701125,,709.734275,691.83195
626.713225,667.704175,,709.752725,691.8751
626.730025,667.713975,,709.768925,691.929375
626.75745,667.75815,,709.771725,691.98235
626.770375,667.785725,,709.774175,692.14985
626.783775,667.79395,,709.8228,692.6189
626.8007,667.80025,,709.856125,692.82405
626.820725,667.828,,709.9069,692.8565
626.84265,667.84055,,709.941925,693.247275
626.863725,667.84505,,710.040325,693.364
626.89115,667.850725,,710.061275,693.5504
626.903825,667.860075,,710.0773,693.73095
626.9152,667.864775,,710.1221,693.9102
626.93305,667.88005,,710.14415,693.928875
626.946975,667.900725,,710.1587,694.000475
626.962325,667.913975,,710.183075,694.3883
626.983425,667.91695,,710.21795,694.405
626.99735,667.927,,710.252625,694.412125
627.0135,667.935475,,710.327025,694.534025
627.03665,667.94005,,710.35185,694.59775
627.05485,667.94285,,710.3664,694.6317
627.077975,667.9476,,710.454275,694.749725
627.0941,667.9759,,710.482375,694.7573
627.116,667.982625,,710.52995,694.901
627.139525,667.98795,,710.533175,694.94095
627.16365,667.993875,,710.549175,694.9619
627.2059,668.0017,,710.55495,695.0931
627.221925,668.022525,,710.699875,695.102975
627.243725,668.04735,,710.7109,695.136775
627.272475,668.053625,,710.769275,695.378225
627.2945,668.06735,,710.81215,695.401
627.34075,668.07325,,710.8295,695.42535
627.362475,668.094275,,710.840275,695.4442
627.397925,668.110975,,710.850525,695.45705
627.415925,668.1477,,710.878725,695.462525
627.43835,668.162075,,710.897125,695.581675
627.46435,668.1911,,710.9027,695.6596
627.491275,668.2054,,710.915325,695.681275
627.520475,668.2195,,710.932575,695.7043
627.5524,668.236075,,711.04445,695.722475
627.581275,668.253075,,711.08035,695.732825
627.6036,668.270675,,711.1109,695.7554
627.6281,668.2823,,711.118475,695.81075
627.6641,668.297925,,711.122825,695.85725
627.683325,668.3087,,711.16325,695.9822
627.7059,668.324475,,711.184825,696.006975
627.716025,668.371675,,711.275225,696.04595
627.724075,668.380225,,711.311875,696.072075
627.732925,668.38615,,711.455225,696.109775
627.74225,668.423,,711.471975,696.1335
627.75005,668.4566,,711.494975,696.19335
627.75765,668.464375,,711.510725,696.203775
627.7625,668.474725,,711.5271,696.211525
627.771175,668.486425,,711.6229,696.22515
627.77945,668.51095,,711.676875,696.2473
627.78365,668.539975,,711.786475,696.3278
627.789375,668.551575,,711.797025,696.343575
627.794425,668.56225,,711.828725,696.353125
627.7974,668.572475,,711.8457,696.3716
627.803,668.5836,,711.852525,696.386925
627.80835,668.59105,,711.857175,696.400225
627.813225,668.601075,,711.8652,696.41495
627.8172,668.6053,,711.8719,696.424075
627.822,668.60995,,711.883325,696.4536
627.8252,668.6144,,711.89885,696.489625
627.8296,668.6184,,711.9021,696.50365
627.838175,668.6282,,711.91795,696.527
627.843075,668.6326,,711.930075,696.5848
627.87985,668.64425,,711.934775,696.609525
627.90465,668.658275,,712.041325,696.618
627.92105,668.663025,,712.0812,696.631625
627.938675,668.68205,,712.123575,696.6471
627.95275,668.692275,,712.16655,696.653875
627.9652,668.704325,,712.17395,696.660375
627.972775,668.72725,,712.18535,696.676
627.992425,668.742475,,712.21955,696.6849
628.00715,668.781675,,712.288975,696.704575
628.02425,668.790975,,712.46835,696.7551
628.034125,668.809275,,712.484425,696.776575
628.045625,668.820625,,712.50335,696.796575
628.059775,668.834925,,712.5114,696.87
628.076525,668.85125,,712.53025,696.8851
628.0993,668.86345,,712.541825,696.89685
628.114075,668.898225,,712.562075,696.9015
628.1279,668.911775,,712.624575,696.937525
628.143375,668.92835,,712.649225,696.949
628.16015,668.943775,,712.7082,696.963175
628.192425,668.95425,,712.7328,697.004325
628.200475,668.95945,,712.767325,697.0657
628.205225,668.9698,,712.797275,697.1348
628.212525,668.9839,,712.87215,697.16665
628.21975,668.986675,,712.897025,697.18145
628.225175,668.99665,,712.922325,697.2003
628.232725,669.007025,,712.95595,697.253475
628.239075,669.011475,,713.055225,697.264875
628.25865,669.0296,,713.08185,697.273125
628.280375,669.043725,,713.097925,697.313725
628.29035,669.079675,,713.10755,697.3401
628.307775,669.098675,,713.111725,697.37955
628.322575,669.120625,,713.11755,697.411575
628.338,669.138325,,713.130425,697.430525
628.352825,669.1722,,713.13905,697.4673
628.36765,669.194475,,713.14215,697.48985
628.390425,669.20995,,713.14465,697.497125
628.39595,669.225175,,713.1536,697.543175
628.40055,669.242775,,713.1756,697.598775
628.404025,669.2635,,713.3547,697.66455
628.412175,669.2713,,713.37,697.70095
628.416875,669.2845,,713.3955,697.721325
628.424425,669.3064,,713.39945,697.7535
628.453675,669.31165,,713.433975,697.77065
628.4717,669.31785,,713.44685,697.78735
628.491375,669.3371,,713.510625,697.8133
628.51585,669.34855,,713.5258,697.82415
628.530425,669.35395,,713.541625,697.839225
628.5471,669.3686,,713.594375,697.852525
628.5702,669.38075,,713.66475,697.866
628.5844,669.38945,,713.698075,697.908975
628.588925,669.401,,713.71205,697.922625
628.59595,669.413175,,713.74615,697.968125
628.599,669.4284,,713.7867,697.982325
628.601375,669.442325,,713.8057,698.003925
628.605075,669.45265,,713.832925,698.037275
628.607525,669.46755,,713.844825,698.089075
628.615025,669.482225,,713.8736,698.10995
628.625,669.498375,,713.90585,698.1289
628.64145,669.519075,,713.91775,698.1763
628.663325,669.5371,,713.919075,698.1953
628.678825,669.554575,,713.9211,698.21815
628.7006,669.6244,,713.969325,698.24715
628.713975,669.64185,,713.975125,698.275775
628.728325,669.67495,,713.977775,698.288575
628.7397,669.68045,,714.007975,698.320475
628.7464,669.694425,,714.057975,698.356125
628.7503,669.71075,,714.084275,698.378575
628.7543,669.73785,,714.1419,698.403575
628.75635,669.7646,,714.1544,698.450775
628.768075,669.776325,,714.352075,698.4945
628.7697,669.7947,,714.363925,698.51145
628.78075,669.81065,,714.3721,698.5195
628.820975,669.8273,,714.37985,698.5258
628.862275,669.847675,,714.395575,698.5312
628.87995,669.86605,,714.409125,698.53635
628.895475,669.893075,,714.423375,698.5443
628.9062,669.907075,,714.42795,698.57615
628.92635,669.922275,,714.46915,698.630575
628.9497,669.9346,,714.529025,698.6446
628.96395,669.941825,,714.53885,698.661575
628.9757,669.95145,,714.645225,698.675375
628.986775,669.96185,,714.6802,698.689775
628.993175,669.9722,,714.751625,698.706975
629.00785,669.99175,,714.8624,698.72505
629.011825,670.0015,,714.900475,698.75565
629.01945,670.0123,,714.916625,698.7766
629.02405,670.0252,,714.934025,698.810675
629.0306,670.03585,,714.952175,698.964975
629.041525,670.04575,,714.9589,699.014225
629.04785,670.07155,,715.005775,699.039525
629.0537,670.088825,,715.050975,699.0803
629.066575,670.10215,,715.1272,699.13
629.0738,670.115075,,715.150475,699.1854
629.0875,670.133075,,715.1992,699.195475
629.1051,670.143675,,715.22365,699.213
629.119475,670.161525,,715.3883,699.2356
629.132775,670.1766,,715.43455,699.3014
629.1424,670.19365,,715.522275,699.3127
629.151825,670.220525,,715.540075,699.323875
629.168425,670.239975,,715.565925,699.34025
629.177525,670.247625,,715.6046,699.364975
629.201375,670.266175,,715.660375,699.39905
629.2072,670.272025,,715.68115,699.412025
629.2109,670.293475,,715.72975,699.42435
629.225425,670.3014,,715.748225,699.4512
629.231275,670.3131,,715.752625,699.46245
629.2363,670.330975,,715.7649,699.4892
629.24495,670.33825,,715.781225,699.529975
629.248775,670.355375,,715.814825,699.54605
629.258025,670.363475,,715.843875,699.574675
629.2813,670.3722,,715.87495,699.5882
629.302625,670.405725,,715.94515,699.630225
629.3252,670.413925,,715.967,699.6523
629.344175,670.421225,,716.0444,699.661825
629.361875,670.44755,,716.06065,699.6705
629.379325,670.4539,,716.06325,699.685375
629.400275,670.46215,,716.1399,699.69945
629.4141,670.468,,716.165125,699.708975
629.42235,670.482275,,716.229125,699.753325
629.43275,670.488475,,716.2455,699.78745
629.4447,670.5167,,716.2778,699.798275
629.456125,670.533825,,716.2977,699.825675
629.4731,670.554775,,716.314725,699.8335
629.4842,670.565275,,716.336675,699.841775
629.49215,670.57835,,716.411875,699.846475
629.50095,670.58745,,716.41945,699.87145
629.507225,670.610675,,716.427825,699.8989
629.514875,670.62595,,716.437,700.21995
629.52175,670.6385,,716.4692,700.3156
629.53705,670.646875,,716.475575,700.331725
629.549925,670.6626,,716.506975,700.35375
629.555825,670.678975,,716.521775,700.373225
629.56095,670.68715,,716.5593,700.463025
629.56675,670.699725,,716.59735,700.6036
629.571825,670.714825,,716.61955,700.61405
629.579725,670.777125,,716.6634,700.749375
629.592325,670.792325,,716.680375,700.8111
629.597,670.8109,,716.762375,700.970225
629.602675,670.825625,,716.8054,701.004825
629.6087,670.862425,,716.833975,701.175375
629.616325,670.8848,,716.848425,701.269225
629.627575,670.90505,,716.85725,702.811575
629.6366,670.91975,,716.8892,702.86245
629.64675,670.93435,,716.9213,702.979575
629.676725,670.954,,716.960775,703.078075
629.68615,670.97215,,717.00755,703.24555
629.7109,670.984175,,717.045575,703.2671
629.722825,670.998325,,717.106375,703.28785
629.74145,671.01395,,717.1281,703.304625
629.753725,671.02585,,717.15465,703.3603
629.7633,671.040975,,717.161175,703.51915
629.780325,671.051275,,717.165825,703.6844
629.7921,671.058275,,717.194475,703.784225
629.8039,671.0766,,717.313025,703.816475
629.813975,671.088625,,717.3493,703.87745
629.82835,671.09965,,717.356525,704.027175
629.8434,671.119575,,717.361175,704.30935
629.851,671.136175,,717.3751,704.478025
629.8641,671.151825,,717.502325,704.501725
629.88145,671.1653,,717.524,704.657475
629.892475,671.18675,,717.53555,704.793275
629.904125,671.2149,,717.55055,704.8169
629.913775,671.244575,,717.619125,704.8301
629.93345,671.272,,717.6673,705.0078
629.94685,671.29195,,717.6722,705.052025
629.95785,671.3207,,717.697725,705.071625
629.968375,671.335525,,717.821275,705.086025
629.980225,671.34965,,717.887275,705.098675
629.99205,671.361225,,717.89545,705.216525
630.000825,671.3776,,717.925225,705.335025
630.011225,671.39095,,717.9379,705.371875
630.023425,671.402625,,717.9917,705.4084
630.032325,671.421475,,718.028925,705.422775
630.04515,671.454325,,718.09405,705.438025
630.059,671.4872,,718.1124,705.461525
630.0762,671.501225,,718.18335,705.50365
630.09555,671.522825,,718.19515,705.515575
630.109425,671.5527,,718.3825,705.520775
630.1207,671.567,,718.439925,705.52555
630.1305,671.58,,718.4585,705.52955
630.13885,671.5944,,718.488075,705.63855
630.152275,671.605575,,718.506,705.7077
630.163675,671.616025,,718.513475,705.83355
630.174375,671.6245,,718.522825,705.85455
630.18575,671.639725,,718.607125,705.865925
630.197025,671.64965,,718.628775,706.014125
630.208525,671.675075,,718.7703,706.0423
630.2174,671.69265,,718.806325,706.057575
630.228275,671.7047,,718.8193,706.073425
630.246825,671.724475,,718.847875,706.087975
630.2565,671.739825,,718.86165,706.12045
630.278775,671.791625,,718.8843,706.156175
630.2862,671.808675,,718.893,706.202425
630.2945,671.8244,,718.9083,706.220025
630.301425,671.838975,,718.926925,706.285775
630.311075,671.853825,,719.015475,706.30595
630.320775,671.870275,,719.067325,706.35915
630.33165,671.89365,,719.123675,706.3774
630.34085,671.90655,,719.147225,706.38745
630.352575,671.923975,,719.17415,706.401875
630.36905,671.938,,719.193275,706.480375
630.3844,671.952425,,719.206875,706.510325
630.39615,671.975125,,719.2138,706.53095
630.4052,671.9989,,719.270875,706.589925
630.41705,672.028275,,719.3024,706.6162
630.42505,672.0415,,719.346875,706.630675
630.43395,672.06935,,719.3572,706.64125
630.4406,672.09455,,719.372625,706.64705
630.4482,672.116475,,719.446875,706.664275
630.46465,672.133875,,719.455675,706.695375
630.4708,672.153075,,719.478275,706.702875
630.480075,672.174675,,719.500625,706.72775
630.488,672.191525,,719.533725,706.745375
630.4973,672.212175,,719.61835,706.8305
630.513875,672.232075,,719.672525,706.8517
630.521275,672.2643,,719.6898,706.869
630.533225,672.28885,,719.7014,706.88885
630.55075,672.301025,,719.705925,706.91475
630.55925,672.3164,,719.715125,706.947325
630.57645,672.347525,,719.723425,706.9588
630.585925,672.365925,,719.7281,706.986675
630.600675,672.39015,,719.765575,706.996675
630.607825,672.407075,,719.810175,707.000725
630.62505,672.431725,,719.851175,707.098075
630.638125,672.45935,,719.86195,707.124625
630.666,672.479,,719.90335,707.135575
630.67825,672.499525,,719.9132,707.15465
630.691125,672.515075,,719.92735,707.189275
630.71075,672.53695,,719.932025,707.2346
630.741375,672.5574,,719.948125,707.2549
630.766675,672.577825,,719.959075,707.289725
630.781375,672.605175,,719.998175,707.319025
630.79615,672.6276,,720,707.394825
630.8068,672.659225,,720.0965,707.414775
630.825775,672.683275,,720.1215,707.438
630.8356,672.695925,,720.146925,707.461125
630.8542,672.7127,,720.292775,707.47925
630.86135,672.733975,,720.306775,707.508475
630.870025,672.754875,,720.35525,707.542425
630.881625,672.770175,,720.359425,707.5611
630.898275,672.80035,,720.3814,707.71435
630.91045,672.81495,,720.385675,707.727275
630.9234,672.82675,,720.3923,707.736625
630.940325,672.84425,,720.409875,707.757325
630.949625,672.868525,,720.449675,707.805875
630.9556,672.881025,,720.46105,707.8572
630.967125,672.8915,,720.535925,707.875175
630.976625,672.905,,720.5535,707.9042
630.9843,672.92055,,720.59475,707.917625
630.996025,672.9369,,720.609275,707.93115
631.0023,672.957925,,720.637475,707.940475
631.015875,672.989425,,720.6617,707.9596
631.023475,673.009175,,720.6758,707.992225
631.041275,673.031825,,720.68535,708.00755
631.0524,673.053625,,720.726025,708.020775
631.0622,673.07325,,720.7999,708.035325
631.071825,673.087,,720.824775,708.072275
631.10345,673.112,,720.87095,708.087275
631.119425,673.12425,,720.9115,708.10415
631.128575,673.151975,,720.9309,708.122925
631.134925,673.208425,,720.952825,708.1416
631.1449,673.219325,,720.95855,708.150225
631.151475,673.2325,,720.998925,708.20285
631.158925,673.24315,,721.010225,708.25085
631.163225,673.26405,,721.0175,708.285925
631.1705,673.2758,,721.0727,708.297925
631.176525,673.2844,,721.084875,708.33505
631.1862,673.305625,,721.163275,708.350425
631.2091,673.325325,,721.212525,708.36915
631.2193,673.333775,,721.280375,708.4125
631.2294,673.35805,,721.29005,708.417225
631.2412,673.3681,,721.3176,708.489875
631.25195,673.3849,,721.3968,708.506575
631.2678,673.393525,,721.455075,708.5214
631.278425,673.403825,,721.480325,708.55625
631.2971,673.412475,,721.5028,708.576525
631.315225,673.421,,721.568875,708.603375
631.32945,673.432025,,721.587925,708.617225
631.341725,673.438925,,721.720725,708.64775
631.35425,673.454275,,721.7397,708.6648
631.3691,673.4626,,721.7751,708.821375
631.382975,673.470025,,721.824025,708.874425
631.397025,673.477675,,721.84475,708.89605
631.40715,673.4838,,721.88625,708.9107
631.417475,673.489625,,721.9622,708.9307
631.43115,673.5248,,722.0212,708.974675
631.4442,673.53145,,722.034375,708.99915
631.4605,673.538525,,722.08235,709.044475
631.4749,673.5432,,722.136925,709.11405
631.485125,673.55015,,722.143575,709.1479
631.499175,673.559275,,722.16145,709.16345
631.508325,673.570775,,722.1694,709.177425
631.51485,673.588925,,722.202825,709.197875
631.531325,673.595175,,722.20885,709.20475
631.545475,673.605775,,722.22595,709.213175
631.554375,673.61775,,722.2664,709.25465
631.5613,673.640525,,722.352525,709.286225
631.5726,673.6508,,722.369,709.2985
631.585575,673.666475,,722.37345,709.316525
631.600425,673.675475,,722.39245,709.356275
631.6145,673.6823,,722.40305,709.366525
631.630275,673.688125,,722.456025,709.376075
631.647075,673.693725,,722.485775,709.3988
631.6649,673.708475,,722.5554,709.52525
631.688775,673.720225,,722.60635,709.53245
631.706675,673.7327,,722.635175,709.5677
631.7334,673.7493,,722.66285,709.577325
631.7481,673.752725,,722.712825,709.601975
631.764325,673.7589,,722.724775,709.6396
631.794875,673.7656,,722.73945,709.7077
631.80785,673.776975,,722.83035,710.001075
631.83395,673.785975,,722.873925,710.0245
631.848575,673.793475,,722.88745,710.039025
631.86215,673.800725,,722.894675,710.052175
631.881975,673.80895,,722.901575,710.06845
631.901175,673.8213,,722.913725,710.076375
631.91825,673.83165,,722.921725,710.1289
631.991225,673.84635,,722.981225,710.1707
632.0241,673.851925,,723.000075,710.17825
632.044325,673.866275,,723.004,710.319075
632.058125,673.87105,,723.021625,710.34745
632.075225,673.88115,,723.04215,710.434525
632.09565,673.898425,,723.0655,710.460475
632.133475,673.924925,,723.069975,710.469575
632.1508,673.9635,,723.0779,710.476675
632.17285,673.9747,,723.100125,710.489375
632.1915,673.979775,,723.20795,710.6253
632.209075,673.986375,,723.2358,710.706825
632.23565,674.029325,,723.25465,710.7295
632.263925,674.038675,,723.27295,710.741225
632.284075,674.045025,,723.27885,710.75215
632.295925,674.058325,,723.340175,710.784225
632.316075,674.09665,,723.348125,710.8107
632.33885,674.114375,,723.3636,710.815425
632.35665,674.13355,,723.41625,710.83075
632.37455,674.142725,,723.43115,710.9125
632.4006,674.15285,,723.480175,710.9519
632.428275,674.163975,,723.49325,710.986425
632.454775,674.172675,,723.5115,711.026375
632.475625,674.19485,,723.536075,711.05315
632.498375,674.20505,,723.54915,711.06615
632.5106,674.2148,,723.56515,711.079625
632.53315,674.223725,,723.57165,711.097425
632.5592,674.238,,723.624475,711.107375
632.578625,674.2482,,723.6293,711.117
632.5955,674.255275,,723.63695,711.125925
632.6194,674.2669,,723.6512,711.130575
632.630325,674.2782,,723.7324,711.150825
632.6443,674.29165,,723.762425,711.25435
632.653975,674.30405,,723.8011,711.2713
632.667175,674.3161,,723.81465,711.326075
632.68325,674.3255,,723.833575,711.379275
632.698025,674.3358,,723.852,711.39345
632.70845,674.343975,,723.890475,711.414775
632.721825,674.35195,,723.974575,711.46885
632.743825,674.366075,,724.006575,711.4904
632.7547,674.3798,,724.033625,711.53495
632.76475,674.398625,,724.037975,711.5653
632.77565,674.4098,,724.042625,711.58515
632.78415,674.416925,,724.0465,711.613175
632.79895,674.42555,,724.051425,711.621
632.808675,674.4409,,724.057525,711.632675
632.820175,674.4538,,724.0737,711.65335
632.8383,674.4653,,724.084575,711.67595
632.843625,674.48005,,724.120525,711.693475
632.8532,674.4891,,724.13305,711.713875
632.86565,674.496625,,724.1418,711.733325
632.875725,674.514425,,724.17425,711.75505
632.8861,674.530075,,724.250925,711.7985
632.896675,674.5449,,724.27005,711.803575
632.910275,674.559875,,724.289225,711.817175
632.92415,674.573525,,724.575325,711.84355
632.93655,674.5887,,724.622275,711.8488
632.9443,674.604825,,724.63225,711.862775
632.981225,674.618375,,724.638025,711.99345
632.991575,674.62925,,724.649575,712.06905
633.004825,674.644575,,724.66,712.090575
633.018325,674.6581,,724.670475,712.126725
633.039925,674.671075,,724.67365,712.161175
633.0506,674.682075,,724.6901,712.166075
633.0584,674.6949,,724.7064,712.1709
633.065775,674.7055,,724.821,712.18495
633.0744,674.716725,,724.885475,712.20125
633.081825,674.736425,,724.998125,712.234325
633.091875,674.75355,,725.000825,712.265525
633.101675,674.7647,,725.01835,712.284775
633.109025,674.77515,,725.042725,712.32265
633.118325,674.80495,,725.0565,712.3591
633.129425,674.81665,,725.106275,712.38035
633.1387,674.831825,,725.192825,712.4176
633.148275,674.8412,,725.20265,712.434975
633.15595,674.85405,,725.213775,712.455225
633.1626,674.863475,,725.26935,712.47375
633.16825,674.876475,,725.365125,712.538275
633.177075,674.901075,,725.406675,712.54325
633.183725,674.92725,,725.4682,712.58905
633.19165,674.935075,,725.5069,712.61085
633.204175,674.9416,,725.560225,712.645825
633.216325,674.948275,,725.60505,712.68005
633.2245,674.95465,,725.651575,712.70375
633.2371,674.961425,,725.71255,712.7211
633.2474,674.97795,,725.7303,712.751975
633.25465,675.01,,725.7342,712.767475
633.26435,675.02445,,725.754425,712.793075
633.273975,675.0403,,725.82045,712.820925
633.2873,675.0457,,725.858475,712.835875
633.299725,675.049375,,725.91835,712.8469
633.330475,675.060175,,725.944175,712.861
633.34685,675.06315,,725.9682,712.896325
633.361275,675.078225,,725.9946,712.938725
633.373925,675.0889,,726.01,712.959275
633.385475,675.146975,,726.02725,712.9986
633.395075,675.1741,,726.037325,713.040775
633.40415,675.191,,726.04705,713.07345
633.417425,675.20675,,726.053775,713.0846
633.42595,675.22185,,726.085575,713.10195
633.434175,675.2411,,726.2245,713.106975
633.444925,675.2751,,726.23255,713.1216
633.455125,675.2812,,726.245675,713.31055
633.46615,675.283375,,726.2631,713.338925
633.477125,675.289125,,726.303125,713.361175
633.486125,675.2918,,726.3252,713.378825
633.50335,675.30305,,726.34165,713.420575
633.513,675.3113,,726.365275,713.4305
633.542175,675.32075,,726.385275,713.439675
633.5558,675.33875,,726.4556,713.5794
633.5663,675.3713,,726.46755,713.604575
633.5803,675.383025,,726.497175,713.62095
633.594325,675.394675,,726.5077,713.653575
633.6056,675.404075,,726.51565,713.666825
633.61715,675.411525,,726.543925,713.69785
633.628225,675.4195,,726.58875,713.7706
633.643425,675.431125,,726.613475,713.7908
633.656775,675.434125,,726.634375,713.82685
633.66885,675.471,,726.681775,713.84445
633.680525,675.4793,,726.708875,713.8597
633.691075,675.5076,,726.796225,713.9387
633.7187,675.530025,,726.8117,713.974825
633.731975,675.5619,,726.851725,714.00685
633.7452,675.574575,,726.867025,714.163575
633.756325,675.592225,,726.916725,714.204075
633.76605,675.6379,,726.96105,714.277425
633.7795,675.6495,,727.026725,714.295925
633.79035,675.662525,,727.0459,714.337
633.798175,675.672375,,727.091125,714.352475
