SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC16a
159.0385,107.731,186.7298,,,
159.0543,107.744775,186.791025,,,
159.06285,107.754725,186.93425,,,
159.125825,107.766175,186.99995,,,
159.21285,107.775425,187.160875,,,
159.263525,107.787,187.204525,,,
159.2931,107.800225,187.20775,,,
159.3175,107.85835,187.238925,,,
159.36645,107.952425,187.27575,,,
159.4471,108.160975,187.326275,,,
159.498025,108.234525,187.349675,,,
159.545225,108.360525,187.3974,,,
159.57645,108.382775,187.4672,,,
159.700275,108.4413,187.4766,,,
159.777675,108.480625,187.505075,,,
159.78465,108.49695,187.579175,,,
159.79065,108.56765,187.60285,,,
159.797825,108.619025,187.652375,,,
159.804525,108.631575,187.692525,,,
159.86895,108.675,187.72675,,,
159.874975,108.79145,187.7365,,,
159.881075,109.006575,187.77055,,,
159.887225,109.030875,187.7917,,,
159.895075,109.0546,187.832125,,,
159.9221,109.194425,187.856425,,,
159.929575,109.2175,187.924775,,,
159.93745,109.35805,187.9298,,,
159.985375,109.399775,187.935925,,,
160.11425,109.413325,187.949625,,,
160.1454,109.442475,187.9849,,,
160.19145,109.488825,188.048,,,
160.29945,109.5056,188.067225,,,
160.312475,109.5817,188.16815,,,
160.33775,109.652825,188.191375,,,
160.3496,109.6615,188.212225,,,
160.36015,109.68375,188.218225,,,
160.408725,109.7071,188.3373,,,
160.415825,109.7262,188.338775,,,
160.4247,109.739825,188.385575,,,
160.4366,109.751775,188.401525,,,
160.4531,109.76995,188.4282,,,
160.45795,109.78035,188.47285,,,
160.485,109.7937,188.502375,,,
160.491475,109.813275,188.599125,,,
160.507325,109.854475,188.607075,,,
160.528325,109.877075,188.613775,,,
160.56365,109.9169,188.62805,,,
160.669275,109.9305,188.662875,,,
160.717075,109.9405,188.682325,,,
160.779575,110.034825,188.68895,,,
160.853625,110.077675,188.753575,,,
160.889325,110.111025,188.76535,,,
160.99765,110.139375,188.87155,,,
161.0282,110.2202,188.882025,,,
161.05945,110.318625,188.906475,,,
161.158975,110.373975,188.93875,,,
161.185275,110.398375,189.004025,,,
161.211075,110.4069,189.035725,,,
161.25335,110.4202,189.082725,,,
161.282575,110.427725,189.14795,,,
161.298825,110.4371,189.216025,,,
161.30945,110.457475,189.246675,,,
161.326975,110.468175,189.346675,,,
161.342625,110.479975,189.361025,,,
161.40015,110.4978,189.3772,,,
161.4255,110.5404,189.4185,,,
161.448425,110.56355,189.42725,,,
161.5084,110.596525,189.47445,,,
161.60845,110.62505,189.48795,,,
161.66985,110.728225,189.509525,,,
161.7116,110.8631,189.567275,,,
161.726175,110.978675,189.623125,,,
161.73475,111.004275,189.685525,,,
161.77145,111.00675,189.715,,,
161.7803,111.02415,189.730025,,,
161.83975,111.03895,189.763,,,
161.872975,111.07835,189.7857,,,
161.89085,111.11475,189.82995,,,
161.910425,111.1614,189.90975,,,
161.9416,111.37045,189.9337,,,
161.994325,111.554375,189.9566,,,
162.0285,111.569675,190.012025,,,
162.035575,111.62485,190.035875,,,
162.0539,111.67085,190.06455,,,
162.0615,111.715025,190.096925,,,
162.084325,111.77615,190.11355,,,
162.15875,111.81935,190.137975,,,
162.186475,112.046575,190.145875,,,
162.207275,112.4018,190.24095,,,
162.243825,112.425375,190.249575,,,
162.274675,112.451175,190.261175,,,
162.32885,112.4885,190.309,,,
162.361475,112.5087,190.31075,,,
162.3766,112.520975,190.38,,,
162.4293,112.541225,190.432175,,,
162.440725,112.6154,190.565875,,,
162.444075,112.857475,190.668125,,,
162.456925,112.935275,190.7173,,,
162.4648,112.9803,190.751075,,,
162.4747,113.0618,190.783425,,,
162.497725,113.078525,190.8191,,,
162.508875,113.124125,190.8228,,,
162.528625,113.134525,190.862425,,,
162.680075,113.1622,190.926675,,,
162.717275,113.178175,190.95905,,,
162.728,113.179875,190.985575,,,
162.748075,113.251125,191.043125,,,
162.75875,113.2975,191.087225,,,
162.770525,113.322,191.102675,,,
162.793875,113.467075,191.145475,,,
162.800925,113.488925,191.152575,,,
162.8189,113.52875,191.204175,,,
162.890025,113.56825,191.2435,,,
162.906075,113.704125,191.277825,,,
162.9224,113.79175,191.328775,,,
162.9343,113.967625,191.362775,,,
162.942725,113.99135,191.3742,,,
162.96205,114.0057,191.387025,,,
163.0066,114.0404,191.394375,,,
163.03185,114.21985,191.42865,,,
163.158525,114.5399,191.4427,,,
163.2208,114.847375,191.454675,,,
163.307325,114.85345,191.470625,,,
163.3233,114.88325,191.542925,,,
163.34585,114.894425,191.609375,,,
163.3615,114.901525,191.64055,,,
163.370325,114.916925,191.66895,,,
163.386675,114.925725,191.7116,,,
163.4077,115.055875,191.722575,,,
163.420125,115.11865,191.732775,,,
163.426575,115.1709,191.7458,,,
163.433025,115.28675,191.79335,,,
163.47505,115.330225,191.924725,,,
163.520425,115.68865,191.94595,,,
163.6531,115.803275,191.98095,,,
163.7026,115.898525,191.992825,,,
163.751475,115.983175,192.0051,,,
163.773425,116.0562,192.06225,,,
163.7993,116.103575,192.07175,,,
163.849725,116.2073,192.089925,,,
163.935075,116.225375,192.1167,,,
163.946025,116.2581,192.187975,,,
163.966275,116.291975,192.201125,,,
163.972725,116.3247,192.204925,,,
163.994375,116.371,192.309375,,,
164.012675,116.644275,192.337475,,,
164.070375,116.79915,192.373975,,,
164.11905,116.816925,192.411375,,,
164.14555,116.831975,192.481725,,,
164.224775,116.879875,192.48385,,,
164.27035,116.9091,192.488675,,,
164.318225,116.929475,192.504125,,,
164.37285,116.9367,192.52395,,,
164.411125,116.945175,192.53895,,,
164.525675,116.951425,192.5974,,,
164.5406,116.990825,192.608125,,,
164.5592,117.007325,192.704875,,,
164.573475,117.02405,192.717175,,,
164.589225,117.03645,192.72165,,,
164.623175,117.061925,192.7833,,,
164.646275,117.089475,192.869575,,,
164.690025,117.10495,192.917575,,,
164.7334,117.126275,193.00055,,,
164.81255,117.1842,193.0129,,,
164.85805,117.274175,193.0331,,,
164.89395,117.305625,193.052775,,,
164.942725,117.318475,193.11115,,,
165.1244,117.369675,193.126325,,,
165.144975,117.4489,193.158325,,,
165.158275,117.479475,193.20505,,,
165.1792,117.498075,193.3032,,,
165.208275,117.4996,193.308575,,,
165.255875,117.59515,193.4098,,,
165.27785,117.603525,193.44525,,,
165.30705,117.632325,193.506875,,,
165.3221,117.67045,193.594025,,,
165.3368,117.687775,193.627075,,,
165.373625,117.73735,193.710475,,,
165.40405,117.795325,193.7194,,,
165.466875,117.90025,193.7424,,,
165.512,117.91135,193.768675,,,
165.5414,117.9391,193.796,,,
165.584625,117.950375,193.822,,,
165.61225,117.982225,193.881025,,,
165.64805,117.99645,193.936675,,,
165.658275,118.000975,193.94095,,,
165.6759,118.027225,193.948875,,,
165.70715,118.0543,194.032425,,,
165.7251,118.06765,194.063375,,,
165.76175,118.079525,194.072225,,,
165.78365,118.123625,194.07985,,,
165.82115,118.14035,194.088625,,,
165.912075,118.157875,194.103525,,,
165.969375,118.3083,194.146325,,,
165.9962,118.329825,194.1492,,,
166.030725,118.4372,194.151575,,,
166.06725,118.484775,194.156575,,,
166.121725,118.512925,194.236975,,,
166.155525,118.576225,194.244175,,,
166.188875,118.58385,194.2511,,,
166.2016,118.591075,194.263275,,,
166.236925,118.61405,194.272925,,,
166.244675,118.6379,194.292275,,,
166.262725,118.650025,194.33865,,,
166.3071,118.66255,194.357725,,,
166.36515,118.6821,194.3925,,,
166.385225,118.6905,194.421075,,,
166.448325,118.7094,194.4546,,,
166.457775,118.719475,194.471,,,
166.486275,118.736825,194.506575,,,
166.515275,118.780875,194.52255,,,
166.57205,118.79405,194.58735,,,
166.619,118.813875,194.6079,,,
166.6795,118.823475,194.61145,,,
166.714625,118.845025,194.629225,,,
166.7469,118.8562,194.652525,,,
166.7561,118.86615,194.66095,,,
166.7668,118.881175,194.6726,,,
166.7904,118.921625,194.704475,,,
166.7995,118.964675,194.71235,,,
166.80925,118.975975,194.7568,,,
166.818425,118.9919,194.832325,,,
166.84055,119.036175,194.8584,,,
166.853375,119.055625,194.8634,,,
166.93905,119.080575,194.869775,,,
166.952325,119.098775,194.8852,,,
167.0072,119.164975,194.88885,,,
167.1051,119.19685,194.89235,,,
167.13815,119.22715,194.9152,,,
167.165225,119.244125,194.9274,,,
167.18145,119.256325,194.975275,,,
167.20335,119.2678,194.984825,,,
167.223975,119.284475,194.9903,,,
167.233575,119.297375,195.1009,,,
167.240825,119.31545,195.131525,,,
167.246225,119.319975,195.146425,,,
167.251375,119.3288,195.221925,,,
167.26135,119.34495,195.426,,,
167.296725,119.37,195.442375,,,
167.32,119.3823,195.449475,,,
167.33415,119.397025,195.45805,,,
167.383075,119.408025,195.47385,,,
167.4123,119.4213,195.4878,,,
167.444675,119.5063,195.494225,,,
167.482025,119.571475,195.50025,,,
167.54975,119.590125,195.510475,,,
167.586375,119.61385,195.519225,,,
167.61465,119.650625,195.5206,,,
167.64665,119.67125,195.544825,,,
167.69125,119.692525,195.601075,,,
167.7686,119.757425,195.61,,,
167.778075,119.778425,195.6443,,,
167.779725,119.790975,195.75005,,,
167.7893,119.80245,195.787875,,,
167.795625,119.836325,195.84035,,,
167.82155,119.8573,195.925725,,,
167.85205,119.880525,195.998975,,,
167.85995,119.90435,196.04245,,,
167.8733,119.9467,196.04955,,,
167.89755,120.201725,196.06215,,,
167.953875,120.21825,196.08045,,,
168.000975,120.2444,196.148075,,,
168.01815,120.257125,196.14995,,,
168.03695,120.306375,196.167425,,,
168.061225,120.320075,196.2205,,,
168.1035,120.346025,196.24245,,,
168.146875,120.359425,196.361725,,,
168.17315,120.379225,196.371825,,,
168.20555,120.391,196.39635,,,
168.2679,120.435575,196.4356,,,
168.3333,120.447575,196.475925,,,
168.343275,120.4565,196.603425,,,
168.348225,120.4674,196.6075,,,
168.3572,120.478425,196.6238,,,
168.36725,120.4886,196.681875,,,
168.411,120.5045,196.7464,,,
168.447575,120.525575,196.7604,,,
168.472075,120.562825,196.767825,,,
168.483725,120.58345,196.8252,,,
168.52995,120.61915,196.834675,,,
168.588325,120.626225,196.85,,,
168.59455,120.859125,196.86765,,,
168.603075,120.962775,196.953975,,,
168.7129,120.97615,196.9734,,,
168.77555,121.010725,197.027325,,,
168.817475,121.125575,197.150625,,,
168.860375,121.32035,197.185475,,,
168.8829,121.359825,197.190475,,,
168.98675,121.386325,197.233175,,,
168.999025,121.427975,197.243125,,,
169.00315,121.51945,197.2724,,,
169.0211,121.5526,197.29125,,,
169.02615,121.709225,197.300925,,,
169.033625,121.804325,197.315025,,,
169.118,121.8501,197.317825,,,
169.127675,121.863425,197.324825,,,
169.1393,121.871175,197.3309,,,
169.149275,121.89825,197.348425,,,
169.22385,121.905925,197.374325,,,
169.2386,121.914175,197.376775,,,
169.2622,121.92485,197.3996,,,
169.26855,121.948625,197.41395,,,
169.2811,121.982375,197.61345,,,
169.2902,121.9905,197.744525,,,
169.303425,122.027,197.792175,,,
169.32155,122.0768,197.809775,,,
169.337975,122.1555,197.8163,,,
169.358175,122.26015,197.853425,,,
169.378075,122.36355,197.8794,,,
169.407325,122.3791,197.88905,,,
169.440675,122.391075,197.9502,,,
169.47765,122.39885,198.04865,,,
169.496575,122.419175,198.05325,,,
169.541,122.421375,198.0926,,,
169.598875,122.427425,198.124725,,,
169.624725,122.445475,198.223375,,,
169.631625,122.4656,198.263625,,,
169.642725,122.4802,198.325775,,,
169.64985,122.497,198.37585,,,
169.671925,122.5888,198.38665,,,
169.67985,122.600175,198.4163,,,
169.71065,122.60965,198.427925,,,
169.71855,122.62155,198.436525,,,
169.775275,122.629925,198.441,,,
169.820625,122.64805,198.443175,,,
169.8515,122.676275,198.505525,,,
169.974325,122.72025,198.562225,,,
169.982625,122.738475,198.675475,,,
169.993925,122.7497,198.73115,,,
170.03405,122.760225,198.806475,,,
170.051825,122.77485,198.862725,,,
170.062375,122.860725,198.918725,,,
170.1295,122.906975,198.9595,,,
170.153925,122.962375,198.991125,,,
170.1709,122.986025,199.021025,,,
170.218375,123.0423,199.043575,,,
170.358475,123.048825,199.13445,,,
170.372325,123.0751,199.168925,,,
170.38295,123.093675,199.170675,,,
170.39095,123.21585,199.25405,,,
170.39765,123.320825,199.2603,,,
170.436025,123.3333,199.3298,,,
170.464575,123.528625,199.354425,,,
170.4814,123.54835,199.362075,,,
170.4935,123.588775,199.37635,,,
170.549125,123.610025,199.395775,,,
170.568775,123.7291,199.424425,,,
170.584675,123.754825,199.469275,,,
170.61255,124.010875,199.471725,,,
170.646575,124.044575,199.48235,,,
170.708825,124.084225,199.528425,,,
170.7951,124.0936,199.5373,,,
170.8139,124.10415,199.54985,,,
170.84275,124.125025,199.558225,,,
170.856525,124.14425,199.57125,,,
170.874825,124.15235,199.596925,,,
170.89125,124.156625,199.61525,,,
171.01565,124.35615,199.66585,,,
171.026275,124.4535,199.8413,,,
171.040275,124.63435,199.880525,,,
171.0532,124.64525,199.921425,,,
171.0728,124.6526,199.9468,,,
171.0844,124.665825,199.967725,,,
171.091925,124.677575,,,,
171.10165,124.703075,,,,
171.11755,124.71825,,,,
171.135375,124.759175,,,,
171.146425,124.7986,,,,
171.1702,124.83125,,,,
171.2606,124.9979,,,,
171.2966,125.165725,,,,
171.33235,125.179075,,,,
171.368,125.196625,,,,
171.38855,125.211225,,,,
171.44155,125.263475,,,,
171.550975,125.309725,,,,
171.567325,125.3325,,,,
171.587625,125.464075,,,,
171.5942,125.506575,,,,
171.600875,125.5287,,,,
171.60575,125.85565,,,,
171.62,125.931925,,,,
171.63985,125.967425,,,,
171.6467,126.037375,,,,
171.653,126.15845,,,,
171.662925,126.22955,,,,
171.722475,126.309675,,,,
171.733525,126.366325,,,,
171.92445,126.371175,,,,
171.9954,126.41195,,,,
172.0296,126.6239,,,,
172.056625,126.661425,,,,
172.082775,126.783825,,,,
172.19975,126.876625,,,,
172.209025,126.998075,,,,
172.24035,127.03845,,,,
172.24865,127.0801,,,,
172.2953,127.18275,,,,
172.391025,127.2178,,,,
172.422025,127.4481,,,,
172.4426,127.514375,,,,
172.48475,127.6501,,,,
172.5399,127.7812,,,,
172.584525,127.8052,,,,
172.642575,127.826,,,,
172.649325,127.9104,,,,
172.664425,127.941225,,,,
172.673075,128.193075,,,,
172.6839,128.202925,,,,
172.697425,128.2694,,,,
172.754275,128.315975,,,,
172.789575,128.434175,,,,
172.83215,128.4874,,,,
172.913875,128.5622,,,,
173.03405,128.5758,,,,
173.0511,128.625875,,,,
173.066775,128.89385,,,,
173.088175,128.905225,,,,
173.1064,128.9248,,,,
173.1381,129.03915,,,,
173.15015,129.2652,,,,
173.16955,129.27635,,,,
173.19175,129.347675,,,,
173.233275,129.39515,,,,
173.2529,129.409225,,,,
173.263975,129.425625,,,,
173.497425,129.438775,,,,
173.49915,129.454325,,,,
173.509325,129.879375,,,,
173.514875,129.89295,,,,
173.522225,129.907425,,,,
173.539025,129.926,,,,
173.553775,129.94455,,,,
173.562075,130.022575,,,,
173.579375,130.06505,,,,
173.6094,130.218475,,,,
173.6232,130.3299,,,,
173.63665,130.34415,,,,
173.673875,130.596375,,,,
173.689175,130.630375,,,,
173.706725,130.6911,,,,
173.7263,130.736975,,,,
173.74955,130.777875,,,,
173.79385,130.8641,,,,
173.85555,131.0152,,,,
173.875,131.2431,,,,
173.89105,131.46875,,,,
173.904425,131.485725,,,,
173.917725,131.497275,,,,
173.938075,131.5227,,,,
173.9492,131.538525,,,,
173.967125,131.610125,,,,
173.974725,131.7579,,,,
173.98955,131.8868,,,,
174.00055,131.910425,,,,
174.007375,131.9304,,,,
174.0554,131.9435,,,,
174.0853,131.955025,,,,
174.104,131.96645,,,,
174.132525,131.976125,,,,
174.196725,131.984225,,,,
174.24,132.02995,,,,
174.27385,132.08585,,,,
174.30745,132.367975,,,,
174.334625,132.397475,,,,
174.377075,132.42765,,,,
174.465625,132.44185,,,,
174.490625,132.48805,,,,
174.49705,132.5053,,,,
174.50255,132.517775,,,,
174.5091,132.531925,,,,
174.5218,132.557075,,,,
174.5401,132.56745,,,,
174.589,132.586925,,,,
174.62915,132.59785,,,,
174.729725,132.606025,,,,
174.9066,132.6136,,,,
174.928775,132.6227,,,,
174.963325,132.67465,,,,
175.002625,132.6886,,,,
175.04835,132.79465,,,,
175.0593,132.831125,,,,
175.08365,132.8424,,,,
175.11315,132.863325,,,,
175.132,132.8862,,,,
175.1414,132.8912,,,,
175.176,132.894575,,,,
175.206925,132.9065,,,,
175.225025,132.915125,,,,
175.25975,132.92695,,,,
175.29025,132.990175,,,,
175.3491,133.049925,,,,
175.49025,133.11895,,,,
175.51765,133.3141,,,,
175.5395,133.32585,,,,
175.5555,133.3362,,,,
175.5786,133.38075,,,,
175.58815,133.39465,,,,
175.602975,133.417175,,,,
175.631975,133.42695,,,,
175.63915,133.434925,,,,
175.651125,133.448125,,,,
175.6631,133.462975,,,,
175.673525,133.4955,,,,
175.6881,133.5005,,,,
175.72505,133.5167,,,,
175.74435,133.541875,,,,
175.756275,133.55245,,,,
175.77005,133.56225,,,,
175.813675,133.575,,,,
175.8498,133.583375,,,,
175.864725,133.5932,,,,
175.902925,133.601075,,,,
175.93055,133.641,,,,
175.999,133.66265,,,,
176.114875,133.678525,,,,
176.127575,133.699275,,,,
176.140825,133.706,,,,
176.153225,133.713325,,,,
176.156925,133.71945,,,,
176.164875,133.7335,,,,
176.1753,133.74165,,,,
176.1894,133.7479,,,,
176.212075,133.75555,,,,
176.221975,133.768825,,,,
176.23135,133.795275,,,,
176.243475,133.8018,,,,
176.2586,133.8277,,,,
176.275525,133.8339,,,,
176.31655,133.8447,,,,
176.3327,133.855175,,,,
176.36235,133.866325,,,,
176.3728,134.16715,,,,
176.4034,134.181225,,,,
176.425525,134.19295,,,,
176.442,134.2097,,,,
176.461975,134.217375,,,,
176.49945,134.222375,,,,
176.538725,134.2315,,,,
176.5815,134.2421,,,,
176.63205,134.2851,,,,
176.7414,134.29825,,,,
176.7636,134.3096,,,,
176.775325,134.32975,,,,
176.783275,134.347675,,,,
176.794225,134.352,,,,
176.80355,134.357075,,,,
176.81165,134.36505,,,,
176.8189,134.396525,,,,
176.835675,134.413275,,,,
176.859375,134.4219,,,,
176.8685,134.436575,,,,
176.885025,134.441775,,,,
176.89575,134.4553,,,,
176.91965,134.4769,,,,
176.95835,134.4937,,,,
176.980125,134.517325,,,,
176.9992,134.5577,,,,
177.019925,134.56555,,,,
177.09195,134.574525,,,,
177.143825,134.582875,,,,
177.220525,134.594175,,,,
177.28975,134.61065,,,,
177.299275,134.631025,,,,
177.30655,134.6392,,,,
177.3119,134.647425,,,,
177.318275,134.664825,,,,
177.329425,134.682525,,,,
177.334875,134.692875,,,,
177.405875,134.77905,,,,
177.42235,135.098675,,,,
177.439,135.141725,,,,
177.51045,135.1637,,,,
177.531375,135.1891,,,,
177.562275,135.2496,,,,
177.624075,135.3242,,,,
177.670375,135.497825,,,,
177.79505,135.5259,,,,
177.811075,135.5505,,,,
177.816825,135.75435,,,,
177.822675,135.8635,,,,
177.8407,135.8713,,,,
177.8571,135.879775,,,,
177.869875,135.91285,,,,
177.920875,135.91645,,,,
177.9702,135.94905,,,,
177.98275,135.957425,,,,
178.056375,135.968675,,,,
178.121875,135.978075,,,,
178.199775,135.985525,,,,
178.258475,136.0025,,,,
178.309775,136.0133,,,,
178.414075,136.020575,,,,
178.423175,136.033275,,,,
178.4322,136.042925,,,,
178.438925,136.048725,,,,
178.44665,136.055125,,,,
178.466925,136.085,,,,
178.520825,136.10805,,,,
178.5706,136.12835,,,,
178.58865,136.15035,,,,
178.6312,136.160075,,,,
178.659975,136.176,,,,
178.686075,136.1829,,,,
178.7414,136.2538,,,,
178.80655,136.266425,,,,
178.878525,136.282525,,,,
178.901825,136.404775,,,,
178.912975,136.446775,,,,
178.921325,136.504975,,,,
178.9295,136.55175,,,,
178.939225,136.591825,,,,
178.9502,136.652875,,,,
178.99715,136.6981,,,,
179.013725,136.7552,,,,
179.022925,136.8965,,,,
179.033125,136.930075,,,,
179.051625,136.9718,,,,
179.0873,136.986375,,,,
179.118125,136.992325,,,,
179.167425,137.00285,,,,
179.188575,137.015875,,,,
179.25035,137.030225,,,,
179.311775,137.110925,,,,
179.34105,137.141575,,,,
179.389325,137.17505,,,,
179.423525,137.199725,,,,
179.43345,137.303775,,,,
179.44275,137.330675,,,,
179.45,137.39685,,,,
179.4673,137.462,,,,
179.50755,137.5005,,,,
179.52795,137.560125,,,,
179.555575,137.580675,,,,
179.6534,137.619475,,,,
179.703475,137.63825,,,,
179.7379,137.6983,,,,
179.768025,137.722875,,,,
179.871325,137.728175,,,,
179.96235,137.737775,,,,
179.972925,137.744325,,,,
179.980675,137.7584,,,,
179.998025,137.7684,,,,
180.0049,137.79045,,,,
180.010275,137.804775,,,,
180.016575,137.845075,,,,
180.04665,137.89175,,,,
180.0533,137.899425,,,,
180.063475,137.9238,,,,
180.06975,137.94285,,,,
180.126275,137.965225,,,,
180.1709,137.9747,,,,
180.187325,137.986175,,,,
180.2331,137.99865,,,,
180.2719,138.078,,,,
180.304425,138.083625,,,,
180.3542,138.09395,,,,
180.458225,138.1152,,,,
180.485175,138.143075,,,,
180.490925,138.165925,,,,
180.50235,138.239925,,,,
180.5135,138.253475,,,,
180.51945,138.263075,,,,
180.5478,138.27345,,,,
180.560125,138.281525,,,,
180.58435,138.31225,,,,
180.590325,138.40205,,,,
180.599975,138.460525,,,,
180.6195,138.489775,,,,
180.639225,138.61565,,,,
180.662775,138.74135,,,,
180.683675,138.77005,,,,
180.705075,138.816875,,,,
180.760475,138.827575,,,,
180.776,138.83315,,,,
180.797975,138.842525,,,,
180.91855,138.85175,,,,
180.9413,138.863125,,,,
180.951225,138.879375,,,,
180.96015,138.91395,,,,
180.965425,138.92545,,,,
180.9815,138.950825,,,,
181.0044,138.96095,,,,
181.0462,138.976775,,,,
181.0549,139.010325,,,,
181.081825,139.02775,,,,
181.0929,139.05295,,,,
181.1,139.07435,,,,
181.126975,139.090325,,,,
181.1458,139.25615,,,,
181.159675,139.3618,,,,
181.212075,139.3835,,,,
181.245275,139.416675,,,,
181.275475,139.43375,,,,
181.339075,139.46205,,,,
181.4111,139.4848,,,,
181.447875,139.51225,,,,
181.504525,139.549125,,,,
181.5448,139.571775,,,,
181.6539,139.5811,,,,
181.79515,139.60345,,,,
181.8163,139.6096,,,,
181.8267,139.621625,,,,
181.83375,139.629375,,,,
181.84115,139.667,,,,
181.855475,139.68885,,,,
181.872475,139.6975,,,,
181.880225,139.704,,,,
181.917075,139.71865,,,,
181.950175,139.72615,,,,
181.95855,139.755625,,,,
182.00115,139.7668,,,,
182.018525,139.7827,,,,
182.031075,139.808825,,,,
182.07275,139.81485,,,,
182.12655,139.858375,,,,
182.244375,139.872725,,,,
182.27295,139.878825,,,,
182.3495,139.88965,,,,
182.387825,139.899825,,,,
182.411325,139.90775,,,,
182.438175,139.92515,,,,
182.443,139.9342,,,,
182.448525,139.955325,,,,
182.483475,139.963425,,,,
182.4963,139.9711,,,,
182.516275,139.9782,,,,
182.560975,139.98665,,,,
182.5758,139.9963,,,,
182.5841,140.0081,,,,
182.69285,140.0235,,,,
182.734425,140.0544,,,,
182.77125,140.08375,,,,
182.79325,140.16755,,,,
182.818275,140.303575,,,,
182.911025,140.540275,,,,
182.945,140.6039,,,,
182.9624,140.6448,,,,
182.974925,140.72995,,,,
182.987275,140.741375,,,,
183.011775,140.769,,,,
183.027275,140.7782,,,,
183.035725,140.80465,,,,
183.08725,140.886375,,,,
183.095175,140.9201,,,,
183.1016,140.948875,,,,
183.1076,140.989575,,,,
183.123325,141.042125,,,,
183.14485,141.197325,,,,
183.154075,141.248925,,,,
183.18135,141.285925,,,,
183.254775,141.30035,,,,
183.369725,141.3062,,,,
183.410025,141.31885,,,,
183.42135,141.339725,,,,
183.429075,141.3844,,,,
183.438125,141.4307,,,,
183.44725,141.4395,,,,
183.495475,141.473275,,,,
183.510325,141.48615,,,,
183.517,141.50315,,,,
183.5721,141.514025,,,,
183.671675,141.5232,,,,
183.696825,141.53135,,,,
183.7916,141.53715,,,,
183.926075,141.5413,,,,
183.935625,141.546,,,,
183.9425,141.581025,,,,
183.9715,141.591675,,,,
183.976925,141.61975,,,,
184.005725,141.990375,,,,
184.030475,141.99605,,,,
184.13585,142.020275,,,,
184.19585,142.0309,,,,
184.27545,142.087875,,,,
184.307975,142.089875,,,,
184.3212,142.094025,,,,
184.374725,142.1,,,,
184.410875,142.104775,,,,
184.4921,142.110875,,,,
184.562775,142.1443,,,,
184.600725,142.150525,,,,
184.617975,142.16405,,,,
184.632025,142.205225,,,,
184.66215,142.2246,,,,
184.67875,142.33995,,,,
184.714725,142.62165,,,,
184.7406,142.645875,,,,
184.784975,142.6627,,,,
184.7979,142.679725,,,,
184.806925,142.977675,,,,
184.816225,143.0191,,,,
184.82445,143.0311,,,,
184.830225,143.041475,,,,
184.84015,143.063725,,,,
184.927225,143.0795,,,,
185.008075,143.08355,,,,
185.127325,143.20985,,,,
185.164125,143.22795,,,,
185.18005,143.234975,,,,
185.189675,143.24865,,,,
185.1966,143.260225,,,,
185.23895,143.277825,,,,
185.24835,143.287625,,,,
185.309325,143.340475,,,,
185.32725,143.37965,,,,
185.376975,143.49005,,,,
185.429375,143.719825,,,,
185.487925,143.733975,,,,
185.519925,143.740775,,,,
185.5545,143.763225,,,,
185.569975,143.773525,,,,
185.583675,143.784325,,,,
185.5922,143.79125,,,,
185.6061,143.798925,,,,
185.628975,143.827975,,,,
185.68305,143.834175,,,,
185.722075,143.839825,,,,
185.802625,143.857725,,,,
185.815225,143.8624,,,,
185.8277,143.871675,,,,
185.838975,143.879275,,,,
185.8578,143.894,,,,
185.93645,143.9017,,,,
185.987,143.910475,,,,
186.062025,143.932675,,,,
186.0983,143.938825,,,,
186.1236,143.951825,,,,
186.15255,143.967175,,,,
186.1815,143.9833,,,,
186.213725,143.99015,,,,
186.300625,144.043,,,,
186.335075,144.076275,,,,
186.3695,144.08795,,,,
186.458075,144.108625,,,,
186.4833,144.1537,,,,
186.5,144.22305,,,,
186.50865,144.3821,,,,
186.5308,144.3915,,,,
186.541275,144.397975,,,,
186.551,144.408025,,,,
186.570125,144.42085,,,,
186.632825,144.425875,,,,
186.6512,144.435775,,,,
186.66865,144.456875,,,,
186.6865,144.463225,,,,
186.69575,144.471475,,,,
186.70265,144.487275,,,,
186.7124,144.49415,,,,
186.7278,144.501125,,,,
186.748625,144.540425,,,,
186.75545,144.56885,,,,
186.791575,144.580075,,,,
186.821125,144.614325,,,,
186.87125,144.627825,,,,
186.958275,144.651325,,,,
187.0934,144.69995,,,,
187.205325,144.7216,,,,
187.245925,144.737825,,,,
187.269375,144.867725,,,,
187.29835,144.901825,,,,
187.324675,144.9562,,,,
187.341025,145.21175,,,,
187.343125,145.340575,,,,
187.35125,145.3571,,,,
187.36535,145.395,,,,
187.383625,145.4147,,,,
187.425,145.427125,,,,
187.4335,145.43745,,,,
187.469325,145.452275,,,,
187.498925,145.468075,,,,
187.527475,145.477175,,,,
187.54595,145.505875,,,,
187.6133,145.516775,,,,
187.65545,145.55195,,,,
187.706325,145.561525,,,,
187.723725,145.572325,,,,
187.76025,145.58255,,,,
187.782925,145.6004,,,,
187.82505,145.6224,,,,
187.846625,145.6362,,,,
187.86425,145.65515,,,,
187.876375,145.673675,,,,
187.90445,145.682625,,,,
187.91615,145.702525,,,,
187.93925,145.73185,,,,
187.95745,145.751575,,,,
187.96495,145.76645,,,,
187.974225,145.9283,,,,
187.9818,145.990275,,,,
187.9972,146.0093,,,,
188.00465,146.030925,,,,
188.051275,146.03945,,,,
188.061575,146.0468,,,,
188.09425,146.05465,,,,
188.151925,146.062,,,,
