SPK_SPKC02a (NA),SPK_SPKC05b (NA),SPK_SPKC06a (weak excitation),SPK_SPKC10a (short excitation),SPK_SPKC11a (no effect)
337.5714,,77.63375,118.283675,101.30705
337.686675,,77.673525,118.683875,101.33155
338.4848,,77.715075,118.75735,101.479825
339.144925,,77.74845,119.1672,101.682125
339.19835,,77.776025,119.450575,101.7177
339.256675,,77.822275,119.462875,101.744675
339.525675,,77.87815,119.7563,101.7885
339.6034,,77.898925,120.040875,101.9268
339.683825,,77.917825,120.357375,101.967175
339.755025,,77.927975,120.7114,102.023125
340.195525,,77.9522,121.0143,102.046975
340.35225,,77.980325,121.64575,102.107125
341.022775,,78.001625,121.926525,102.155075
341.1229,,78.0829,122.957175,102.31015
341.1457,,78.12655,123.0906,102.39255
341.387425,,78.1698,123.457075,102.490375
341.483275,,78.26315,123.624975,102.540025
341.57115,,78.286725,123.7532,102.666975
341.613425,,78.350625,123.783275,102.75245
341.7679,,78.364425,123.9713,102.846
341.826875,,78.383575,124.232775,102.862425
342.11005,,78.39965,124.250325,102.990225
342.36485,,78.4314,124.67865,103.0062
342.420725,,78.52215,125.47565,103.030275
342.53805,,78.556825,125.69785,103.06155
,,78.58435,126.321325,103.073475
,,78.627475,126.4679,103.16265
,,78.700875,126.567025,103.230075
,,78.75085,127.21615,103.242775
,,78.769375,127.540175,103.276625
,,78.86685,127.697325,103.4576
,,78.985275,128.00535,103.493225
,,79.05475,128.048825,103.6692
,,79.071025,128.3879,103.687875
,,79.109025,129.1892,103.70135
,,79.1371,129.20795,103.91345
,,79.16575,129.257325,103.959775
,,79.24965,129.462625,104.02755
,,79.266575,129.589,104.1074
,,79.314025,129.840225,104.125
,,79.35675,130.671125,104.22495
,,79.39055,130.762575,104.252625
,,79.47415,130.98295,104.275475
,,79.4974,131.0663,104.310325
,,79.540125,131.445475,104.5125
,,79.559575,131.471475,104.62005
,,79.5723,131.83745,104.6225
,,79.6747,131.849875,104.647
,,79.7297,132.476025,104.8177
,,79.785925,133.32055,104.85555
,,79.880225,133.358125,105.03885
,,79.981825,133.48625,105.102875
,,80.03465,133.63305,105.18915
,,80.05135,133.949025,105.418975
,,80.0667,134.020275,105.4959
,,80.17065,134.206475,105.695625
,,80.248175,134.44925,105.7452
,,80.2693,135.5949,105.851325
,,80.2922,137.29555,105.923175
,,80.367475,138.017725,105.9521
,,80.494875,138.334025,105.99775
,,80.5857,138.422975,106.06435
,,80.6329,138.5258,106.12315
,,80.6349,138.909975,106.145825
,,80.711875,139.250425,106.3002
,,80.7393,139.358775,106.333775
,,80.82565,139.532425,106.494875
,,80.870775,139.552225,106.52805
,,80.925575,139.71875,106.5808
,,80.96105,139.821925,106.73355
,,81.01715,140.1568,106.76395
,,81.0666,141.43925,106.769375
,,81.1107,141.649725,106.868025
,,81.22995,141.722575,106.92185
,,81.2913,142.0602,106.96975
,,81.321725,142.13285,107.01005
,,81.35035,142.2444,107.052775
,,81.38315,142.75345,107.215225
,,81.428875,142.901025,107.2357
,,81.5955,142.93285,107.248375
,,81.6419,143.088475,107.378675
,,81.675825,143.7914,107.4008
,,81.68225,143.954375,107.439175
,,81.7118,144.259925,107.4522
,,81.770675,144.73155,107.5156
,,81.8106,145.8682,107.543075
,,81.874225,146.4047,107.56175
,,81.885775,146.9332,107.609625
,,81.916975,147.213175,107.682625
,,81.9531,147.412325,107.7008
,,81.9938,148.23215,107.98295
,,82.031825,148.586225,108.0932
,,82.049475,149.507,108.363725
,,82.062225,150.041975,108.37695
,,82.094125,150.171525,108.491325
,,82.1232,151.027225,108.535025
,,82.22315,152.235375,108.579425
,,82.24655,152.6808,108.584875
,,82.2795,153.33025,108.605475
,,82.302675,153.375725,108.642625
,,82.368675,153.465,108.7871
,,82.3929,153.532425,108.825
,,82.430775,154.20335,108.8711
,,82.510675,155.095525,109.032075
,,82.540675,155.73475,109.121025
,,82.576,155.98385,109.1541
,,82.969375,158.461325,109.632125
,,83.035275,159.3313,109.6777
,,83.076875,160.150275,109.7931
,,83.2182,160.322925,109.830675
,,83.250875,160.46365,109.831725
,,83.2519,160.5623,110.0566
,,83.36485,160.77475,110.139125
,,83.40675,160.953825,110.2145
,,83.587475,161.153225,110.25385
,,83.631425,161.179625,110.335975
,,83.69005,161.613075,110.38995
,,83.703175,163.083475,110.4257
,,83.7373,163.142625,110.444775
,,83.799275,164.048875,110.478975
,,83.84475,164.2978,110.54755
,,83.893575,164.813775,110.5951
,,83.958675,165.127075,110.6993
,,84.001975,165.84575,110.76365
,,84.074325,165.897275,110.767725
,,84.097425,166.27425,111.014125
,,84.169125,166.792575,111.1179
,,84.3103,167.347275,111.1858
,,84.321625,167.40635,111.40785
,,84.3842,167.5603,111.44915
,,84.481125,167.604225,111.48165
,,84.51205,167.729325,111.48625
,,84.54465,168.082375,111.7219
,,84.598025,168.125175,111.89345
,,84.6222,169.210575,112.0334
,,84.7078,171.22025,112.091075
,,84.733325,172.040725,112.1227
,,84.8692,172.3237,112.239525
,,84.8898,172.40025,112.29405
,,84.91865,172.4342,112.31655
,,84.944375,172.9057,112.3369
,,84.971875,173.029125,112.4301
,,85.00125,173.802775,112.9001
,,85.02865,175.626825,113.04075
,,85.181325,176.545075,113.051125
,,85.211075,177.227225,113.05565
,,85.27985,177.36485,113.068975
,,85.418175,177.62455,113.08455
,,85.50895,177.878425,113.089675
,,85.566475,178.011225,113.21085
,,85.595625,178.044975,113.33495
,,85.6312,178.475675,113.3509
,,85.65775,178.6828,113.3669
,,85.692875,178.8483,113.423
,,85.73925,179.727075,113.462125
,,85.963275,180.615975,113.57175
,,85.999975,181.16075,113.6711
,,86.0597,181.5759,113.789525
,,86.08145,182.44015,113.84235
,,86.119725,182.91005,113.9932
,,86.136175,185.198725,114.0024
,,86.192825,185.60275,114.059075
,,86.2137,187.077975,114.21075
,,86.275075,187.214825,114.250725
,,86.33245,188.0117,114.2562
,,86.4253,188.076075,114.31795
,,86.4499,188.443825,114.471175
,,86.46315,188.560575,114.500725
,,86.48935,188.6877,114.540025
,,86.520375,188.80645,114.5952
,,86.546725,189.7519,114.7545
,,86.565325,190.2867,114.7713
,,86.5706,190.870675,114.785325
,,86.666,191.111425,114.800625
,,86.7036,191.569125,114.898825
,,86.762325,191.9944,114.95225
,,86.819475,193.595775,115.010975
,,86.898325,194.971425,115.39165
,,86.9872,195.123,115.4516
,,87.235425,195.417175,115.69515
,,87.29905,196.1807,115.777525
,,87.325525,196.8237,115.870525
,,87.380675,196.9554,115.881725
,,87.54115,197.17635,115.929475
,,87.585925,198.08105,115.97055
,,87.67245,198.461475,115.99015
,,87.6906,199.226675,116.05225
,,87.71215,199.658975,116.073875
,,87.759875,200.952125,116.265725
,,87.819525,201.00395,116.283375
,,87.878575,201.56405,116.482475
,,87.935725,201.642175,116.59955
,,87.985425,201.691275,116.616375
,,87.989875,202.120875,116.695275
,,88.043525,202.599925,116.980625
,,88.0867,202.86275,117.103275
,,88.1093,203.7371,117.195
,,88.2103,204.300975,117.218075
,,88.22965,204.68865,117.263175
,,88.255175,204.90635,117.339
,,88.3052,205.1535,117.41
,,88.37725,205.3818,117.44145
,,88.526125,208.00065,117.510025
,,88.570125,210.00945,117.53045
,,88.63135,210.669825,117.554325
,,88.761625,210.83605,117.63705
,,88.7974,211.2088,117.967025
,,88.819175,211.822075,117.983425
,,88.838475,212.21245,118.10195
,,88.8679,212.946275,118.14295
,,88.94035,214.1163,118.315025
,,89.0298,214.1459,118.44535
,,89.063975,214.1488,118.476475
,,89.1455,217.64895,118.481275
,,89.1933,217.87915,118.502275
,,89.225,219.508975,118.512875
,,89.231025,220.486475,118.54115
,,89.276,222.0089,118.636825
,,89.2958,222.2623,118.684025
,,89.396925,223.70745,118.820525
,,89.574775,223.975175,118.9532
,,89.599325,224.0905,119.038225
,,89.628975,224.49395,119.09835
,,89.673425,226.972725,119.198925
,,89.70895,227.123425,119.433975
,,89.736625,228.886475,119.435025
,,89.770325,230.844325,119.470525
,,89.804225,231.915,119.5493
,,89.88895,233.8137,119.5809
,,89.954625,233.914825,119.626375
,,90.050425,234.43825,119.870575
,,90.087025,234.62435,119.88785
,,90.134625,235.14695,119.951225
,,90.164025,236.7733,120.0388
,,90.181975,238.5401,120.383325
,,90.232275,238.741,120.85705
,,90.2646,238.934975,120.90035
,,90.29515,240.225175,121.124275
,,90.320075,240.4757,121.15015
,,90.35475,241.3477,121.1819
,,90.46475,242.272475,121.2079
,,90.570475,242.772725,121.553025
,,90.599425,243.4252,121.583425
,,90.6334,243.88735,121.59885
,,90.65855,245.78725,121.620625
,,90.7811,246.455775,121.625025
,,90.793675,246.832725,121.65235
,,90.8181,247.506675,121.683125
,,90.824275,247.58645,121.7335
,,90.85265,247.824975,121.780975
,,90.877525,248.547875,121.863975
,,91.01675,250.703525,121.90005
,,91.087925,250.73035,121.935125
,,91.13235,253.198525,121.947125
,,91.248225,254.1698,121.968975
,,91.2929,254.491175,122.20385
,,91.39135,255.913725,122.2499
,,91.4192,256.6156,122.276025
,,91.50545,257.16665,122.325425
,,91.661,257.456025,122.349775
,,91.694925,259.7,122.4332
,,91.742925,260.1783,122.533075
,,91.792425,260.4838,122.574175
,,91.86905,260.756725,122.614575
,,91.960475,261.13575,122.691125
,,91.9903,261.8202,122.8953
,,92.0597,262.487725,123.1855
,,92.1635,264.06385,123.225425
,,92.2084,264.13355,123.27435
,,92.2238,265.117825,123.293975
,,92.3288,266.5459,123.374425
,,92.3438,266.58395,123.625075
,,92.41005,266.633175,123.636025
,,92.454725,268.042875,123.6921
,,92.467175,268.5072,123.7666
,,92.4806,269.66155,123.840925
,,92.514,271.58495,123.886375
,,92.534925,272.6221,123.9736
,,92.614275,274.151775,124.0776
,,92.8116,276.056625,124.146425
,,92.985,277.51945,124.268525
,,93.054075,277.531475,124.353775
,,93.085625,277.885,124.367175
,,93.2788,278.6548,124.59425
,,93.34865,281.16835,124.749975
,,93.37605,282.04215,124.793
,,93.377225,282.416025,124.8271
,,93.39515,283.531175,124.84605
,,93.5548,285.19695,124.847325
,,93.6355,286.5659,125.078
,,93.6854,288.006525,125.21445
,,93.769675,291.4771,125.241975
,,93.855,292.49715,125.310675
,,93.9066,295.710475,125.53085
,,93.941575,295.775225,125.571725
,,94.010275,297.799275,125.58605
,,94.028075,297.8199,125.93905
,,94.072375,303.33295,126.3041
,,94.11115,305.27855,126.355925
,,94.1268,306.135275,126.378325
,,94.200975,306.832075,126.398275
,,94.228275,308.3566,126.4383
,,94.268075,310.981075,126.68745
,,94.3069,312.296,126.828875
,,94.31995,313.43875,126.831075
,,94.349425,313.682375,126.922325
,,94.37415,313.750775,126.95495
,,94.43175,313.929825,126.962225
,,94.525425,315.0752,126.977575
,,94.595,315.51505,127.1272
,,94.705825,315.687175,127.22075
,,94.7304,316.051675,127.365425
,,94.755375,318.209175,127.480275
,,94.777975,318.24965,127.7793
,,94.8071,319.525375,127.9375
,,94.858475,319.664875,128.048025
,,95.003125,321.008175,128.3756
,,95.126325,323.107825,128.48135
,,95.2099,323.4236,128.548575
,,95.355725,323.756175,128.67045
,,95.4574,324.149775,128.7457
,,95.490675,326.713225,128.79575
,,95.520825,327.507325,128.937325
,,95.54835,327.979675,129.235775
,,95.643875,328.411075,129.330875
,,95.6717,328.77895,129.3375
,,95.81015,328.8799,129.3765
,,95.86435,329.178025,129.4812
,,95.965425,329.474975,129.503675
,,96.0197,329.993975,129.787375
,,96.046325,330.1248,129.824925
,,96.258325,331.700725,130.0018
,,96.325,332.31505,130.029475
,,96.4682,332.56145,130.186075
,,96.507675,333.329425,130.28515
,,96.57565,333.778225,130.29005
,,96.625025,333.825325,130.31285
,,96.66185,334.084525,130.514575
,,96.750675,334.25375,130.550575
,,96.99545,335.458075,130.56545
,,97.0334,335.61665,130.718425
,,97.16195,336.672225,130.7385
,,97.1961,336.906425,130.8034
,,97.3254,338.7232,130.81335
,,97.3571,339.0058,130.99675
,,97.402,339.915425,131.09385
,,97.44545,,131.12545
,,97.484825,,131.42115
,,97.526325,,131.471625
,,97.720975,,131.715275
,,97.762975,,131.7225
,,97.89425,,131.76225
,,97.933675,,131.795875
,,98.023025,,131.803325
,,98.037225,,131.820575
,,98.079175,,131.947825
,,98.09765,,132.14925
,,98.272875,,132.266
,,98.4055,,132.296875
,,98.419125,,132.5071
,,98.433725,,132.627525
,,98.56195,,132.6585
,,98.587675,,132.7383
,,98.683925,,132.939275
,,98.795375,,133.031
,,98.884975,,133.105425
,,98.937975,,133.427525
,,99.0178,,133.598
,,99.059625,,133.712725
,,99.09625,,133.848625
,,99.259975,,133.92125
,,99.34195,,134.151625
,,99.379375,,134.313775
,,99.418275,,134.353225
,,99.44485,,134.468525
,,99.488325,,134.6185
,,99.7018,,134.6998
,,99.75915,,134.723975
,,99.911225,,134.98175
,,99.94715,,135.00175
,,100.018825,,135.037575
,,100.050325,,135.4254
,,100.136975,,135.461175
,,100.1704,,135.4698
,,100.24435,,135.48565
,,100.31975,,135.78665
,,100.653425,,135.945125
,,100.7111,,135.951175
,,100.715575,,136.188225
,,100.745925,,136.2636
,,100.83105,,136.305775
,,100.85395,,136.411675
,,100.9225,,136.4258
,,101.112575,,136.579425
,,101.14105,,136.613575
,,101.158325,,136.70735
,,101.20255,,136.753775
,,101.263325,,136.94095
,,101.303425,,136.96825
,,101.389825,,137.031525
,,101.426275,,137.228325
,,101.588675,,137.4423
,,101.636675,,137.658775
,,101.854675,,137.942425
,,102.0422,,138.093225
,,102.113975,,138.122725
,,102.14975,,138.177675
,,102.15855,,138.188225
,,102.224,,138.20395
,,102.289275,,138.262775
,,102.383225,,138.292775
,,102.477575,,138.296125
,,102.541275,,138.3321
,,102.60095,,138.349825
,,102.644875,,138.4102
,,102.79525,,138.5128
,,102.87975,,138.5493
,,102.90845,,138.559325
,,102.942425,,138.567575
,,102.9875,,138.623175
,,103.0595,,138.675
,,103.145225,,138.7064
,,103.3123,,138.7313
,,103.402675,,138.7581
,,103.5178,,138.867825
,,103.540125,,138.88295
,,103.687375,,138.9576
,,103.8402,,138.971125
,,103.871825,,138.996875
,,104.11565,,139.048975
,,104.1495,,139.074275
,,104.2709,,139.12445
,,104.27735,,139.1989
,,104.297875,,139.5144
,,104.434675,,139.743925
,,104.468,,139.9119
,,104.525525,,139.9815
,,104.75575,,140.01815
,,104.78635,,140.18525
,,104.868375,,140.242125
,,105.04765,,140.266625
,,105.091225,,140.696975
,,105.1138,,140.756
,,105.18875,,141.1534
,,105.25945,,141.190425
,,105.274725,,141.210325
,,105.354275,,141.233175
,,105.368,,141.33925
,,105.492025,,141.35945
,,105.67075,,141.37985
,,105.7472,,141.412225
,,106.06115,,141.4564
,,106.323375,,141.551475
,,106.3551,,141.637025
,,106.395925,,141.671525
,,106.40195,,141.70625
,,106.418875,,141.772225
,,106.45555,,141.895175
,,106.52825,,141.92055
,,106.565975,,141.947275
,,106.5922,,142.03635
,,106.713575,,142.17065
,,106.774375,,142.251125
,,106.808275,,142.260975
,,106.873975,,142.5664
,,106.94505,,142.6219
,,107.016725,,142.65835
,,107.033925,,142.840125
,,107.062,,142.87885
,,107.2078,,143.135775
,,107.272825,,143.163425
,,107.4609,,143.180925
,,107.473825,,143.259725
,,107.66,,143.331275
,,107.73865,,143.375025
,,107.76805,,143.394675
,,107.795325,,143.453675
,,107.820825,,143.464325
,,107.903175,,143.70245
,,107.95305,,143.742125
,,108.00115,,143.877325
,,108.041575,,143.974475
,,108.089325,,144.74355
,,108.1169,,144.760825
,,108.204475,,145.19995
,,108.22325,,145.211625
,,108.36985,,145.276475
,,108.435275,,145.29815
,,108.516475,,145.344125
,,108.55765,,145.3815
,,108.6081,,145.392825
,,108.703825,,145.421275
,,108.8252,,145.547975
,,108.848375,,145.60865
,,108.8733,,145.873925
,,109.109525,,145.89245
,,109.160525,,145.915275
,,109.194225,,145.959375
,,109.21245,,146.031075
,,109.243075,,146.079675
,,109.26285,,146.146625
,,109.430725,,146.15795
,,109.465425,,146.164275
,,109.5426,,146.2788
,,109.656075,,146.30475
,,109.669775,,146.314825
,,109.710075,,146.3352
,,109.840575,,146.525325
,,109.86105,,146.546825
,,109.9158,,146.717125
,,110.054,,146.74175
,,110.090925,,146.761125
,,110.122975,,147.07305
,,110.18935,,147.3066
,,110.2893,,147.431825
,,110.3131,,147.58835
,,110.39515,,147.81505
,,110.4233,,148.060925
,,110.548175,,148.073325
,,110.592175,,148.337175
,,110.613425,,148.36605
,,110.6518,,148.44405
,,110.7315,,148.4857
,,110.766425,,148.6452
,,110.801225,,148.7104
,,110.8452,,148.929675
,,110.88285,,149.01855
,,110.918,,149.196075
,,110.953725,,149.22945
,,110.986425,,149.62645
,,110.995775,,149.7208
,,111.0269,,150.090375
,,111.3852,,150.182725
,,111.476175,,150.285775
,,111.49465,,150.3067
,,111.5361,,150.3171
,,111.6157,,150.8584
,,111.638875,,150.925725
,,111.663725,,150.9767
,,111.69715,,150.9898
,,111.72855,,151.0475
,,111.756075,,151.0789
,,111.939,,151.0889
,,112.18145,,151.1341
,,112.376775,,151.1718
,,112.405425,,151.2351
,,112.55315,,151.341325
,,112.61165,,151.425975
,,112.708275,,151.446475
,,112.868,,151.581025
,,112.94295,,152.1287
,,113.07035,,152.148575
,,113.0776,,152.200225
,,113.09235,,152.27245
,,113.14615,,152.556525
,,113.178175,,152.58915
,,113.221875,,152.6043
,,113.2635,,152.620525
,,113.318175,,152.87545
,,113.3542,,153.198125
,,113.376925,,153.50915
,,113.39745,,153.535475
,,113.4251,,153.7619
,,113.47615,,153.78695
,,113.50065,,153.829625
,,113.87895,,153.858325
,,113.933025,,153.868325
,,113.9744,,153.8765
,,114.10425,,153.896425
,,114.2183,,154.286
,,114.281425,,154.335
,,114.308775,,154.553525
,,114.34685,,154.681525
,,114.375325,,154.96035
,,114.3986,,154.98235
,,114.41855,,155.098275
,,114.433475,,155.26645
,,114.529025,,155.5318
,,114.634225,,155.612625
,,114.8303,,155.6905
,,114.897075,,155.716525
,,115.061475,,155.75975
,,115.11175,,155.8559
,,115.131975,,156.183325
,,115.261425,,156.38115
,,115.323725,,156.414725
,,115.530625,,156.442825
,,115.56125,,156.6592
,,115.59635,,157.034
,,115.661975,,157.18595
,,115.717625,,157.527
,,115.7665,,157.6168
,,115.848225,,157.761275
,,115.868675,,157.82465
,,116.01295,,157.8839
,,116.08015,,157.922
,,116.212775,,157.9385
,,116.2438,,158.104975
,,116.27095,,158.262875
,,116.4877,,158.295625
,,116.52395,,158.317375
,,116.631625,,158.398125
,,116.709375,,158.614525
,,116.74255,,158.6934
,,116.820625,,158.726025
,,116.906375,,158.851525
,,116.928825,,158.89305
,,116.953125,,159.11855
,,117.023875,,159.166
,,117.15425,,159.235975
,,117.2197,,159.269825
,,117.31765,,159.289825
,,117.3681,,159.33595
,,117.3895,,159.4893
,,117.41825,,159.940375
,,117.427625,,160.094775
,,117.523375,,160.206175
,,117.6581,,160.333175
,,117.716875,,160.34485
,,117.8692,,160.35805
,,117.978675,,160.3693
,,118.020675,,160.382425
,,118.08665,,160.43475
,,118.11305,,160.638425
,,118.20795,,160.9474
,,118.3249,,161.0001
,,118.389475,,161.252075
,,118.52165,,161.34125
,,118.5661,,161.374425
,,118.589175,,161.512275
,,118.676175,,161.702325
,,118.68025,,161.761875
,,118.96345,,161.944075
,,119.119575,,161.987225
,,119.231525,,162.150575
,,119.3037,,162.61945
,,119.3616,,162.7239
,,119.428275,,162.878775
,,119.433075,,162.903075
,,119.4673,,162.9489
,,119.502375,,163.0087
,,119.691225,,163.0279
,,119.7328,,163.040675
,,119.7604,,163.07005
,,119.953425,,163.093975
,,120.004425,,163.31015
,,120.11465,,163.508175
,,120.128275,,163.593075
,,120.1579,,163.69295
,,120.20465,,163.824675
,,120.216625,,163.9613
,,120.235975,,164.120225
,,120.3274,,164.532
,,120.414625,,164.566175
,,120.505825,,164.7779
,,120.5755,,164.958175
,,120.63955,,165.247775
,,120.6943,,165.276725
,,120.767875,,165.42755
,,120.900025,,166.035425
,,120.99735,,166.221075
,,121.02185,,166.39225
,,121.123225,,166.408825
,,121.146975,,166.431675
,,121.20395,,166.5923
,,121.21735,,166.6063
,,121.387675,,166.695475
,,121.4226,,166.79075
,,121.44665,,166.929825
,,121.4509,,167.00015
,,121.5627,,167.0346
,,121.610875,,167.1006
,,121.647575,,167.172575
,,121.6996,,167.238575
,,121.731475,,167.301525
,,121.74755,,167.327125
,,121.943025,,167.363275
,,122.0806,,167.3784
,,122.272975,,167.528775
,,122.299975,,167.77315
,,122.321,,168.00095
,,122.378875,,168.226475
,,122.492925,,168.3513
,,122.551475,,168.441325
,,122.776175,,168.52035
,,122.79015,,168.76365
,,122.8666,,168.791425
,,123.011175,,168.944225
,,123.038975,,168.96695
,,123.0825,,169.105025
,,123.17035,,169.45795
,,123.308125,,169.4716
,,123.353725,,169.5266
,,123.5314,,169.5805
,,123.58145,,169.69765
,,123.65745,,169.873725
,,123.689,,170.007675
,,123.8052,,170.437025
,,123.998475,,170.601875
,,124.006325,,170.659
,,124.124425,,170.763075
,,124.220975,,170.9878
,,124.289075,,170.995625
,,124.314675,,171.0943
,,124.331675,,171.144
,,124.483075,,171.287575
,,124.647175,,171.7413
,,124.720475,,171.775
,,124.827275,,171.801
,,124.918875,,171.980875
,,124.96115,,172.116725
,,125.017275,,172.140525
,,125.252175,,172.416225
,,125.47915,,172.518975
,,125.546825,,172.54925
,,125.79275,,172.56675
,,125.839825,,172.6964
,,125.894225,,172.714875
,,125.9085,,172.82285
,,126.101375,,172.9443
,,126.1161,,172.9659
,,126.1331,,173.051525
,,126.14775,,173.301625
,,126.168375,,173.360575
,,126.194825,,173.47705
,,126.21295,,173.51695
,,126.273825,,173.778175
,,126.303775,,173.9474
,,126.387125,,174.1252
,,126.407725,,174.20345
,,126.60755,,174.29445
,,126.69925,,174.506775
,,126.7489,,174.586625
,,126.88145,,174.7609
,,127.0618,,174.81925
,,127.122175,,174.887425
,,127.153825,,175.1712
,,127.201575,,175.22395
,,127.4425,,175.413775
,,127.6691,,175.523875
,,127.71985,,175.555325
,,127.787425,,175.61385
,,127.967,,175.68955
,,127.98405,,176.0503
,,128.068375,,176.208675
,,128.21025,,176.236525
,,128.38185,,176.318025
,,128.416275,,176.3416
,,128.44605,,176.373425
,,128.504575,,176.43705
,,128.566375,,176.61165
,,128.618,,176.622525
,,128.72805,,176.9597
,,128.7675,,176.9887
,,128.79755,,177.011975
,,128.85775,,177.0389
,,128.876525,,177.075475
,,128.902725,,177.09595
,,128.9383,,177.114875
,,128.99755,,177.2254
,,129.082975,,177.28195
,,129.1228,,177.5569
,,129.170575,,177.586525
,,129.21465,,177.6795
,,129.355075,,177.683325
,,129.40805,,177.84595
,,129.475625,,178.102875
,,129.537425,,178.155975
,,129.642575,,178.18125
,,129.69735,,178.279125
,,129.7264,,178.294625
,,129.97475,,178.324025
,,130.044175,,178.3501
,,130.1477,,178.718475
,,130.207,,178.76945
,,130.2438,,178.7799
,,130.280875,,178.8077
,,130.35265,,178.8259
,,130.55105,,179.1769
,,130.646875,,179.230825
,,130.66455,,179.252025
,,130.729825,,179.345625
,,130.751425,,179.4194
,,130.9156,,179.462625
,,130.94245,,179.6567
,,130.99955,,179.696575
,,131.0645,,180.007
,,131.08575,,180.076975
,,131.26335,,180.103875
,,131.43175,,180.265625
,,131.452475,,180.29655
,,131.537325,,180.347625
,,131.56415,,180.3889
,,131.72,,180.43325
,,131.7504,,180.589975
,,131.78295,,180.615975
,,131.815825,,180.7788
,,131.87405,,180.811725
,,131.9512,,181.669225
,,132.0947,,181.71365
,,132.1631,,181.959475
,,132.483025,,182.116775
,,132.505175,,182.17745
,,132.5894,,182.2979
,,132.6754,,182.330525
,,132.71595,,182.72565
,,133.2409,,182.787825
,,133.27855,,182.87485
,,133.32265,,182.996475
,,133.40445,,183.022525
,,133.53985,,183.0927
,,133.5769,,183.22825
,,133.644225,,183.27915
,,133.6642,,183.52315
,,133.8587,,184.00815
,,133.96545,,184.10475
,,134.0879,,184.257275
,,134.199675,,184.28655
,,134.381525,,184.54545
,,134.43785,,184.575975
,,134.6014,,184.621175
,,134.7021,,184.995
,,134.7421,,185.06435
,,134.799575,,185.359175
,,134.85445,,185.49925
,,134.887025,,185.56285
,,135.275475,,185.681525
,,135.3357,,185.866425
,,135.5111,,185.9045
,,135.693,,186.03935
,,135.7714,,186.0432
,,135.900475,,186.101575
,,135.93245,,186.117075
,,135.95465,,186.227975
,,136.029175,,186.282925
,,136.057925,,186.539675
,,136.076125,,186.97135
,,136.077275,,186.9916
,,136.1973,,187.003525
,,136.2396,,187.023375
,,136.305625,,187.0402
,,136.522625,,187.0561
,,136.6042,,187.268275
,,136.771025,,187.3262
,,136.79075,,187.4338
,,137.02945,,187.513625
,,137.065,,187.5409
,,137.16395,,187.6719
,,137.179325,,187.811525
,,137.413325,,187.843625
,,137.505825,,187.886575
,,137.546175,,188.03125
,,137.5754,,188.09265
,,137.6177,,188.107725
,,137.653025,,188.121575
,,137.766225,,188.164875
,,137.7992,,188.1899
,,137.920675,,188.2401
,,137.99585,,188.26475
,,138.025725,,188.367
,,138.030275,,188.44065
,,138.136125,,188.48555
,,138.16085,,188.6171
,,138.18515,,188.6399
,,138.196,,189.01395
,,138.206775,,189.0958
,,138.267525,,189.307375
,,138.32875,,189.606725
,,138.390925,,189.7893
,,138.486975,,189.94945
,,138.503225,,190.083525
,,138.5198,,190.259525
,,138.606,,190.5125
,,138.63035,,190.5188
,,138.64685,,190.577275
,,138.7051,,190.61275
,,138.849375,,191.015625
,,138.878325,,191.05005
,,138.9157,,191.18525
,,138.946425,,191.39765
,,138.9826,,191.492225
,,139.000025,,191.5179
,,139.036225,,191.7691
,,139.076625,,191.878625
,,139.077775,,191.99555
,,139.215225,,192.05705
,,139.268875,,192.136275
,,139.283625,,192.201325
,,139.3101,,192.261125
,,139.3432,,192.483525
,,139.46105,,192.497425
,,139.497175,,192.815825
,,139.5328,,192.976025
,,139.5729,,193.00935
,,139.772525,,193.080625
,,139.87745,,193.270525
,,139.9345,,193.28475
,,139.9458,,193.32595
,,140.1011,,193.366
,,140.1157,,193.3736
,,140.1917,,193.431975
,,140.20635,,193.494925
,,140.2272,,193.582375
,,140.258925,,193.625925
,,140.29025,,193.6654
,,140.3105,,193.716925
,,140.41285,,193.923075
,,140.471,,193.966475
,,140.54905,,193.996825
,,140.614875,,194.1101
,,140.6566,,194.143875
,,140.692775,,194.167275
,,140.754775,,194.295375
,,141.046825,,194.319175
,,141.136925,,194.58195
,,141.23225,,194.69755
,,141.25615,,195.082725
,,141.480775,,195.247825
,,141.686,,195.30975
,,141.748125,,195.350625
,,141.7751,,195.4444
,,141.891825,,195.462975
,,142.034825,,195.7137
,,142.071675,,195.7895
,,142.20465,,195.800225
,,142.3134,,195.86895
,,142.524175,,196.0675
,,142.797875,,196.107075
,,142.81245,,196.3067
,,142.86655,,196.52235
,,142.9003,,196.6567
,,142.973825,,196.6829
,,143.00305,,196.787075
,,143.399125,,196.797825
,,143.4233,,197.233275
,,143.56985,,197.240825
,,143.869525,,197.281825
,,144.12935,,197.8717
,,144.193725,,197.949175
,,144.297925,,198.00975
,,144.32505,,198.0388
,,144.425075,,198.172675
,,144.44705,,198.2545
,,144.45415,,198.3229
,,144.54535,,198.37335
,,144.602725,,198.55335
,,144.680025,,198.620625
,,144.7795,,198.7283
,,144.803975,,198.7588
,,144.919925,,199.0448
,,145.0301,,199.144775
,,145.07705,,199.280425
,,145.191425,,199.57055
,,145.22425,,199.82435
,,145.467275,,199.984925
,,145.5014,,200.18125
,,145.55255,,200.28735
,,145.5674,,200.411475
,,145.779725,,200.513775
,,145.810575,,200.823675
,,145.8939,,200.8498
,,145.90945,,200.857825
