SPK_SPKC05a (excited),SPK_SPKC07a (excited),SPK_SPKC08a (inhibited),SPK_SPKC13b (no effect),SPK_SPKC16a (excited)
,,,148.745375,135.81245
,,,148.759025,135.818125
,,,148.7909,135.854375
,,,148.81165,135.869825
,,,148.82585,135.878675
,,,148.86215,135.920325
,,,148.881075,135.961075
,,,148.9095,135.983675
,,,148.9367,135.994
,,,148.9542,136.001775
,,,148.985,136.057225
,,,149.0053,136.115125
,,,149.030625,136.1253
,,,149.0511,136.150425
,,,149.067475,136.181375
,,,149.085875,136.2178
,,,149.11665,136.24545
,,,149.1648,136.2559
,,,149.214775,136.295075
,,,149.2435,136.320325
,,,149.268075,136.343025
,,,149.307725,136.42275
,,,149.339975,136.430175
,,,149.36575,136.43805
,,,149.391975,136.472075
,,,149.415475,136.5008
,,,149.46645,136.510225
,,,149.48585,136.52835
,,,149.5144,136.55425
,,,149.541625,136.56385
,,,149.569275,136.62095
,,,149.59435,136.6509
,,,149.611925,136.770475
,,,149.63185,136.7987
,,,149.65875,136.810375
,,,149.715575,136.8336
,,,149.750525,136.878725
,,,149.771375,136.9498
,,,149.81235,136.959475
,,,149.842925,136.9782
,,,149.8635,137.0073
,,,149.8971,137.051425
,,,149.923275,137.064875
,,,149.937625,137.08525
,,,149.978125,137.097325
,,,150.000925,137.116025
,,,150.054,137.125275
,,,150.099525,137.1314
,,,150.1458,137.14665
,,,150.171325,137.15795
,,,150.200175,137.1641
,,,150.246525,137.1696
,,,150.265325,137.180575
,,,150.303425,137.224775
,,,150.32365,137.228775
,,,150.369675,137.2401
,,,150.4023,137.277375
,,,150.431075,137.29035
,,,150.454925,137.295125
,,,150.489625,137.31445
,,,150.5145,137.337025
,,,150.5374,137.35135
,,,150.56115,137.400625
,,,150.5769,137.433675
,,,150.60245,137.4393
,,,150.642225,137.447725
,,,150.665475,137.4769
,,,150.6929,137.486425
,,,150.72665,137.495275
,,,150.750125,137.508925
,,,150.783375,137.522975
,,,150.818325,137.52925
,,,150.8411,137.5608
,,,150.875925,137.5907
,,,150.90505,137.6025
,,,150.9348,137.611575
,,,150.97285,137.644925
,,,151.016,137.695625
,,,151.01865,137.7298
,,,151.059325,137.73575
,,,151.08925,137.7576
,,,151.1303,137.77215
,,,151.1507,137.787325
,,,151.1719,137.805725
,,,151.203325,137.827425
,,,151.230625,137.871275
,,,151.261925,137.885675
,,,151.28495,137.89395
,,,151.315,137.92435
,,,151.346275,137.9382
,,,151.408675,137.9593
,,,151.469225,137.98265
,,,151.521625,138.0787
,,,151.5689,138.085875
,,,151.59535,138.096025
,,,151.6251,138.132625
,,,151.6701,138.141725
,,,151.69935,138.2032
,,,151.73385,138.211425
,,,151.762275,138.229625
,,,151.8006,138.264275
,,,151.81655,138.301675
,,,151.849225,138.3402
,,,151.8764,138.347775
,,,151.90885,138.377525
,,,151.941975,138.428275
,,,151.975825,138.484475
,,,152.008725,138.5065
,,,152.030225,138.5143
,,,152.05645,138.520575
,,,152.0976,138.52835
,,,152.139875,138.59745
,,,152.17075,138.63375
,,,152.21615,138.642175
,,,152.24505,138.64905
,,,152.27445,138.66485
,,,152.296175,138.698725
,,,152.3611,138.72225
,,,152.3885,138.731725
,,,152.4124,138.82865
,,,152.43815,138.854475
,,,152.46035,138.860725
,,,152.52985,138.86625
,,,152.576825,138.87345
,,,152.620575,138.9198
,,,152.65265,138.94295
,,,152.683225,138.961175
,,,152.71085,138.965175
,,,152.7593,138.981075
,,,152.79605,139.00825
,,,152.837925,139.034725
,,,152.86735,139.04225
,,,152.910625,139.068
,,,152.95755,139.07835
,,,152.9914,139.113975
,,,153.0367,139.1877
,,,153.069525,139.275125
,,,153.11005,139.3062
,,,153.13365,139.411575
,,,153.153275,139.45435
,,,153.1908,139.497575
,,,153.199125,139.5076
,,,153.247225,139.5215
,,,153.267975,139.53225
,,,153.283,139.547275
,,,153.303675,139.573175
,,,153.3311,139.594475
,,,153.340375,139.6135
,,,153.350275,139.620925
,,,153.357925,139.672325
,,,153.391075,139.687925
,,,153.41555,139.6954
,,,153.426125,139.750275
,,,153.4721,139.79295
,,,153.4825,139.829075
,,,153.50795,139.837175
,,,153.52715,139.868925
,,,153.5406,139.888225
,,,153.55815,139.902725
,,,153.5787,139.909975
,,,153.612275,139.918825
,,,153.6257,139.977275
,,,153.6485,140.07975
,,,153.674225,140.0917
,,,153.68695,140.10495
,,,153.70465,140.127325
,,,153.723125,140.14855
,,,153.74215,140.179875
,,,153.7694,140.19515
,,,153.784075,140.225825
,,,153.797975,140.234675
,,,153.8437,140.24545
,,,153.854075,140.2767
,,,153.884375,140.355925
,,,153.897525,140.37365
,,,153.91135,140.395975
,,,153.928675,140.4279
,,,153.952975,140.46055
,,,153.97175,140.49275
,,,154.007975,140.51115
,,,154.02475,140.5358
,,,154.0393,140.6422
,,,154.059275,140.652125
,,,154.077025,140.663975
,,,154.097375,140.671725
,,,154.11305,140.680425
,,,154.135275,140.688225
,,,154.160925,140.7048
,,,154.1824,140.738175
,,,154.2109,140.746875
,,,154.236975,140.80675
,,,154.2609,140.8342
,,,154.278525,140.8407
,,,154.300825,140.86625
,,,154.325225,140.8972
,,,154.327525,140.912125
,,,154.349125,140.92065
,,,154.37395,140.955675
,,,154.469775,140.9717
,,,154.49245,141.008675
,,,154.511675,141.028625
,,,154.543175,141.041525
,,,154.5658,141.092
,,,154.595425,141.1005
,,,154.62655,141.1156
,,,154.6579,141.192725
,,,154.682775,141.225775
,,,154.740075,141.309675
,,,154.7903,141.340925
,,,154.81355,141.5224
,,,154.834025,141.5503
,,,154.85265,141.5587
,,,154.87935,141.5887
,,,154.9082,141.598
,,,154.93835,141.611775
,,,154.97125,141.6361
,,,154.994375,141.656925
,,,155.0271,141.6657
,,,155.05605,141.6987
,,,155.08585,141.706425
,,,155.114075,141.7172
,,,155.2126,141.735175
,,,155.24365,141.855175
,,,155.282225,141.895225
,,,155.316925,141.905975
,,,155.3474,141.93395
,,,155.3813,142.01285
,,,155.424175,142.031175
,,,155.462475,142.06355
,,,155.49,142.083925
,,,155.5118,142.1375
,,,155.555375,142.161675
,,,155.587475,142.18315
,,,155.64915,142.279125
,,,155.703975,142.3144
,,,155.733475,142.342025
,,,155.758125,142.3632
,,,155.784375,142.37145
,,,155.812475,142.41
,,,155.868275,142.429325
,,,155.910075,142.4401
,,,155.947525,142.465025
,,,155.982975,142.47705
,,,156.029325,142.49335
,,,156.06085,142.515025
,,,156.092125,142.546225
,,,156.155175,142.555125
,,,156.214725,142.578325
,,,156.24665,142.6326
,,,156.2786,142.647325
,,,156.30855,142.66965
,,,156.40475,142.690125
,,,156.4331,142.713425
,,,156.4524,142.719775
,,,156.474775,142.7246
,,,156.505575,142.73095
,,,156.529425,142.785575
,,,156.5646,142.822875
,,,156.599325,142.83485
,,,156.650225,142.854225
,,,156.6792,142.88875
,,,156.715275,142.911725
,,,156.740575,142.9161
,,,156.7713,142.92055
,,,156.799475,142.92525
,,,156.8457,142.9566
,,,156.89085,142.999925
,,,156.91205,143.0062
,,,156.956075,143.012775
,,,156.992075,143.041025
,,,157.0367,143.0507
,,,157.0699,143.1353
,,,157.118775,143.240325
,,,157.138525,143.298475
,,,157.17055,143.3127
,,,157.2054,143.340625
,,,157.2343,143.344225
,,,157.279725,143.353175
,,,157.306525,143.357775
,,,157.33175,143.3772
,,,157.38865,143.40575
,,,157.41945,143.412775
,,,157.45625,143.4681
,,,157.5268,143.53045
,,,157.57295,143.541975
,,,157.611025,143.596225
,,,157.64275,143.6049
,,,157.687525,143.646175
,,,157.7489,143.652875
,,,157.787475,143.7044
,,,157.8243,143.728725
,,,157.8535,143.759075
,,,157.905525,143.85735
,,,157.94735,143.872425
,,,157.978075,143.9271
,,,158.0051,143.9808
,,,158.0393,144.019375
,,,158.0792,144.08665
,,,158.105075,144.10355
,,,158.1391,144.1159
,,,158.1928,144.1314
,,,158.219375,144.166425
,,,158.25565,144.179075
,,,158.33695,144.2363
,,,158.3876,144.262025
,,,158.423075,144.288775
,,,158.49135,144.31005
,,,158.50845,144.354475
,,,158.542875,144.3803
,,,158.587475,144.3952
,,,158.618325,144.43135
,,,158.654675,144.459975
,,,158.67905,144.46825
,,,158.703575,144.473325
,,,158.7253,144.55865
,,,158.76045,144.570475
,,,158.797575,144.592225
,,,158.835575,144.599075
,,,158.867875,144.606375
,,,158.9572,144.62885
,,,158.981525,144.68485
,,,158.99995,144.69285
,,,159.039,144.710525
,,,159.042275,144.7409
,,,159.084,144.746725
,,,159.105775,144.7542
,,,159.1154,144.76115
,,,159.145375,144.78125
,,,159.1915,144.7918
,,,159.247925,144.83995
,,,159.2868,144.8676
,,,159.309825,144.879925
,,,159.37655,144.9297
,,,159.411625,144.93705
,,,159.448275,144.98925
,,,159.467625,145.0197
,,,159.50165,145.037575
,,,159.532625,145.056775
,,,159.59765,145.078775
,,,159.61965,145.0896
,,,159.6439,145.107525
,,,159.671025,145.162675
,,,159.700875,145.181075
,,,159.7424,145.211475
,,,159.7775,145.22475
,,,159.823725,145.28125
,,,159.8694,145.312975
,,,159.90785,145.34205
,,,159.941125,145.365625
,,,159.964325,145.39985
,,,160.0009,145.432675
,,,160.043525,145.4462
,,,160.08365,145.56095
,,,160.091175,145.5872
,,,160.13535,145.61605
,,,160.1548,145.65815
,,,160.159075,145.6734
,,,160.17025,145.69095
,,,160.179425,145.72355
,,,160.19675,145.746925
,,,160.2084,145.786
,,,160.274625,145.8241
,,,160.304325,145.86555
,,,160.335925,145.87595
,,,160.354425,145.9039
,,,160.3723,145.918075
,,,160.38585,145.9334
,,,160.39925,145.949075
,,,160.4193,145.962225
,,,160.442325,145.999
,,,160.457975,146.0093
,,,160.476875,146.017925
,,,160.49955,146.03015
,,,160.526225,146.093325
,,,160.547575,146.16415
,,,160.572475,146.179225
,,,160.59055,146.1909
,,,160.60415,146.205875
,,,160.61785,146.234525
,,,160.631525,146.261475
,,,160.652,146.297225
,,,160.67015,146.3229
,,,160.706675,146.333125
,,,160.725475,146.3405
,,,160.75175,146.354825
,,,160.7745,146.371375
,,,160.80425,146.37955
,,,160.8226,146.39805
,,,160.855275,146.411075
,,,160.87285,146.4219
,,,160.90535,146.469125
,,,160.930425,146.488375
,,,160.950675,146.49725
,,,160.970325,146.517825
,,,160.995725,146.53315
,,,161.010275,146.55905
,,,161.0256,146.576975
,,,161.03855,146.591
,,,161.075425,146.622925
,,,161.095275,146.63355
,,,161.11275,146.66345
,,,161.15175,146.737675
,,,161.1689,146.80035
,,,161.186,146.81105
,,,161.20775,146.847975
,,,161.23555,146.920825
,,,161.28995,146.931525
,,,161.31105,146.937425
,,,161.33285,146.944775
,,,161.34805,146.97995
,,,161.36365,146.99375
,,,161.38375,147.001425
,,,161.41715,147.008925
,,,161.4344,147.039125
,,,161.4931,147.0528
,,,161.51655,147.06305
,,,161.542875,147.083725
,,,161.569725,147.10285
,,,161.58695,147.107425
,,,161.61105,147.1428
,,,161.636925,147.173275
,,,161.665925,147.229875
,,,161.689625,147.269775
,,,161.69845,147.274325
,,,161.71815,147.295075
,,,161.734625,147.31455
,,,161.76305,147.348025
,,,161.79805,147.361275
,,,161.821025,147.391825
,,,161.836825,147.40505
,,,161.8739,147.4188
,,,161.897775,147.429775
,,,161.927575,147.4412
,,,161.964325,147.475725
,,,161.9874,147.530575
,,,162.019725,147.54825
,,,162.049875,147.556575
,,,162.073575,147.622175
,,,162.113075,147.63145
,,,162.16235,147.64245
,,,162.185875,147.676625
,,,162.24885,147.6931
,,,162.35325,147.7405
,,,162.3758,147.766475
,,,162.406675,147.81585
,,,162.425125,147.8395
,,,162.460525,147.90665
,,,162.478475,147.94475
,,,162.505225,147.96825
,,,162.518575,147.980375
,,,162.548825,148.021375
,,,162.573025,148.053475
,,,162.606825,148.068125
,,,162.6409,148.088075
,,,162.6685,148.100925
,,,162.7118,148.123
,,,162.736775,148.143725
,,,162.756675,148.1621
,,,162.788425,148.184175
,,,162.8096,148.205875
,,,162.82155,148.2274
,,,162.835275,148.23725
,,,162.8531,148.241175
,,,162.877475,148.263
,,,162.90245,148.26525
,,,162.925075,148.3758
,,,162.962225,148.3844
,,,162.9859,148.39825
,,,163.012725,148.406025
,,,163.026325,148.43265
,,,163.047775,148.455625
,,,163.1053,148.49345
,,,163.12435,148.5073
,,,163.146025,148.5366
,,,163.177,148.565575
,,,163.201975,148.57575
,,,163.211225,148.58315
,,,163.22335,148.60935
,,,163.229775,148.611625
,,,163.243875,148.619925
,,,163.27245,148.62575
,,,163.30145,148.635225
,,,163.320075,148.660675
,,,163.35775,148.701575
,,,163.377375,148.718225
,,,163.41485,148.789375
,,,163.441575,148.8656
,,,163.472125,148.9227
,,,163.4872,148.976725
,,,163.5111,148.995325
,,,163.5666,149.059375
,,,163.588975,149.0657
,,,163.6318,149.084125
,,,163.666375,149.092325
,,,163.683975,149.105925
,,,163.692175,149.129025
,,,163.69355,149.20935
,,,163.738225,149.266925
,,,163.7563,149.30945
,,,163.7805,149.37785
,,,163.787625,149.399075
,,,163.818225,149.412775
,,,163.8356,149.43705
,,,163.851225,149.4639
,,,163.862125,149.482075
,,,163.87435,149.50805
,,,163.891175,149.5188
,,,163.938825,149.5306
,,,163.95785,149.54135
,,,163.977875,149.58595
,,,163.9955,149.604925
,,,164.039,149.6114
,,,164.05375,149.6461
,,,164.068875,149.661275
,,,164.077975,149.6852
,,,164.094,149.6935
,,,164.1276,149.7007
,,,164.13805,149.72445
,,,164.150775,149.751775
,,,164.169075,149.838775
,,,164.20425,149.9212
,,,164.221475,149.93745
,,,164.240475,149.9783
,,,164.28475,150.00125
,,,164.3088,150.0117
,,,164.3292,150.0315
,,,164.3452,150.09825
,,,164.3636,150.136025
,,,164.391625,150.177625
,,,164.4353,150.1919
,,,164.451225,150.19545
,,,164.4689,150.215675
,,,164.4833,150.24805
,,,164.495275,150.302975
,,,164.506925,150.315175
,,,164.5223,150.36595
,,,164.5395,150.376175
,,,164.55385,150.3922
,,,164.564825,150.42045
,,,164.57855,150.429225
,,,164.59375,150.446475
,,,164.623525,150.4565
,,,164.634225,150.463675
,,,164.64435,150.473025
,,,164.66525,150.475425
,,,164.6806,150.51055
,,,164.695475,150.5829
,,,164.714325,150.6263
,,,164.7368,150.648275
,,,164.75495,150.658225
,,,164.78945,150.671625
,,,164.827725,150.680925
,,,164.84055,150.694675
,,,164.865925,150.703325
,,,164.888325,150.7414
,,,164.91685,150.755625
,,,164.9326,150.769575
,,,164.9933,150.8128
,,,165.01125,150.87275
,,,165.04065,150.886725
,,,165.064075,150.91245
,,,165.141975,150.923775
,,,165.176875,150.92995
,,,165.2003,150.985225
,,,165.285925,151.049025
,,,165.320775,151.11535
,,,165.373125,151.153025
,,,165.4023,151.188975
,,,165.418875,151.2362
,,,165.438575,151.244975
,,,165.46485,151.29105
,,,165.5122,151.312875
,,,165.540975,151.32145
,,,165.579425,151.33235
,,,165.610075,151.352675
,,,165.641825,151.3612
,,,165.669675,151.36865
,,,165.704875,151.37755
,,,165.74985,151.3912
,,,165.778725,151.4247
,,,165.803825,151.449
,,,165.83595,151.456925
,,,165.867625,151.4698
,,,165.89665,151.510175
,,,165.94035,151.525825
,,,165.972775,151.538075
,,,166.0026,151.544525
,,,166.0286,151.572775
,,,166.059475,151.582025
,,,166.085125,151.6028
,,,166.110975,151.610775
,,,166.15515,151.6249
,,,166.178325,151.64505
,,,166.2192,151.66485
,,,166.260425,151.678225
,,,166.2957,151.68655
,,,166.349975,151.702875
,,,166.38955,151.73685
,,,166.4162,151.755775
,,,166.442725,151.7926
,,,166.46875,151.83965
,,,166.498,151.880925
,,,166.530225,151.9131
,,,166.56075,151.921775
,,,166.59075,151.946275
,,,166.669275,151.960275
,,,166.709075,151.987575
,,,166.74705,152.0176
,,,166.79995,152.026675
,,,166.84525,152.0576
,,,166.8666,152.076225
,,,166.92155,152.085
,,,166.942275,152.09215
,,,166.957375,152.10575
,,,167.0438,152.115625
,,,167.103675,152.144475
,,,167.132375,152.155175
,,,167.1687,152.195675
,,,167.204225,152.2124
,,,167.238975,152.253075
,,,167.27215,152.2599
,,,167.301225,152.267875
,,,167.329575,152.296725
,,,167.358175,152.3173
,,,167.403875,152.3231
,,,167.429675,152.334725
,,,167.469325,152.350075
,,,167.492625,152.379825
,,,167.515,152.410325
,,,167.54675,152.438025
,,,167.571725,152.459775
,,,167.644825,152.489425
,,,167.680375,152.524625
,,,167.744,152.534175
,,,167.78135,152.5789
,,,167.82275,152.6073
,,,167.8918,152.63345
,,,167.93725,152.660025
,,,167.973425,152.669475
,,,168.005975,152.689325
,,,168.01765,152.728675
,,,168.05035,152.749225
,,,168.100325,152.764525
,,,168.195875,152.89875
,,,168.228125,152.9087
,,,168.255375,152.92405
,,,168.282175,152.963375
,,,168.3248,152.98645
,,,168.3578,153.06645
,,,168.395225,153.0851
,,,168.415325,153.09725
,,,168.456475,153.1133
,,,168.509275,153.12115
,,,168.5454,153.13745
,,,168.581475,153.143925
,,,168.6438,153.147025
,,,168.687,153.150075
,,,168.71185,153.1539
,,,168.751325,153.1579
,,,168.791525,153.161325
,,,168.8667,153.212875
,,,168.90365,153.2356
,,,168.9291,153.246625
,,,168.965275,153.30805
,,,169.00075,153.317425
,,,169.024275,153.322175
,,,169.082725,153.33385
,,,169.12805,153.350625
,,,169.167075,153.354675
,,,169.213125,153.389875
,,,169.244375,153.391375
,,,169.284,153.440775
,,,169.337975,153.4586
,,,169.3847,153.479925
,,,169.426375,153.510825
,,,169.457,153.518925
,,,169.490725,153.536675
,,,169.52305,153.54795
,,,169.54745,153.576875
,,,169.5905,153.595625
,,,169.61215,153.638625
,,,169.634125,153.643975
,,,169.66315,153.662925
,,,169.695575,153.699975
,,,169.733325,153.71935
,,,169.7785,153.74355
,,,169.82035,153.76475
,,,169.8935,153.7796
,,,169.91955,153.788575
,,,169.9442,153.82435
,,,169.9965,153.86525
,,,170.0483,153.886925
,,,170.11475,153.9118
,,,170.160775,153.933475
,,,170.187425,153.947425
,,,170.213675,153.99345
,,,170.278825,154.00345
,,,170.3073,154.0105
,,,170.33455,154.034375
,,,170.375875,154.05225
,,,170.411875,154.0797
,,,170.440825,154.0861
,,,170.4829,154.117025
,,,170.5026,154.133875
,,,170.538325,154.15795
,,,170.570875,154.180575
,,,170.6099,154.207175
,,,170.642725,154.2495
,,,170.679375,154.267875
,,,170.73265,154.278925
,,,170.772,154.297
,,,170.805275,154.32475
,,,170.8384,154.349175
,,,170.85965,154.375575
,,,170.898275,154.41355
,,,170.967425,154.4313
,,,170.995925,154.45215
,,,171.0382,154.462375
,,,171.11525,154.494775
,,,171.141275,154.509475
,,,171.177975,154.519775
,,,171.2111,154.548925
,,,171.24405,154.55595
,,,171.275675,154.566525
,,,171.302325,154.5753
,,,171.33295,154.597225
,,,171.362925,154.62075
,,,171.3869,154.64885
,,,171.4606,154.6722
,,,171.49265,154.7032
,,,171.521275,154.73505
,,,171.54965,154.771
,,,171.582275,154.79425
,,,171.6083,154.812875
,,,171.63965,154.826875
,,,171.66445,154.83945
,,,171.708275,154.849775
,,,171.726875,154.925475
,,,171.75555,154.973225
,,,171.785025,154.9973
,,,171.81095,155.017025
,,,171.83055,155.027675
,,,171.862375,155.04215
,,,171.913475,155.0493
,,,171.926975,155.1035
,,,171.938575,155.111925
,,,171.947825,155.119975
,,,171.95795,155.134525
,,,171.97195,155.1466
,,,171.98265,155.15535
,,,171.998675,155.164925
,,,172.032,155.1811
,,,172.04485,155.19515
,,,172.063125,155.20385
,,,172.1306,155.248
,,,172.158675,155.264475
,,,172.17335,155.2972
,,,172.1933,155.349875
,,,172.20665,155.373425
,,,172.2255,155.38755
,,,172.246175,155.4221
,,,172.272275,155.432625
,,,172.30835,155.45755
,,,172.3272,155.4863
,,,172.339975,155.5011
,,,172.35045,155.514475
,,,172.36015,155.526975
,,,172.3735,155.56615
,,,172.3966,155.57315
,,,172.42,155.58435
,,,172.4452,155.601075
,,,172.463575,155.61185
,,,172.479775,155.692175
,,,172.495375,155.75715
,,,172.519775,155.780875
,,,172.53645,155.82355
,,,172.55765,155.84075
,,,172.5715,155.864125
,,,172.59685,155.8771
,,,172.616625,155.899875
,,,172.63765,155.951775
,,,172.667425,155.96565
,,,172.712,155.972
,,,172.7349,155.9848
,,,172.77115,156.00105
,,,172.79515,156.066325
,,,172.818725,156.0846
,,,172.840025,156.1039
,,,172.86515,156.1279
,,,172.88915,156.1388
,,,172.9121,156.15505
,,,172.925975,156.164725
,,,172.936,156.1883
,,,172.95145,156.201925
,,,172.9598,156.219375
,,,172.968425,156.243925
,,,172.986175,156.2681
,,,172.995375,156.30465
,,,173.011875,156.3146
,,,173.028725,156.327325
,,,173.042925,156.35065
,,,173.0553,156.373075
,,,173.13875,156.37875
,,,173.150025,156.449375
,,,173.165225,156.478975
,,,173.182625,156.486575
,,,173.199825,156.552475
,,,173.210475,156.566925
,,,173.23215,156.57475
,,,173.246325,156.654825
,,,173.27275,156.662375
,,,173.3058,156.6723
,,,173.319875,156.697325
,,,173.335425,156.7254
,,,173.3503,156.7577
,,,173.3658,156.76895
,,,173.380275,156.800525
,,,173.39325,156.811
,,,173.406375,156.822825
,,,173.431525,156.8433
,,,173.480775,156.85365
,,,173.492825,156.864825
,,,173.506325,156.878875
,,,173.528975,156.903425
,,,173.538675,156.921175
,,,173.569175,156.934025
,,,173.604025,156.94365
,,,173.61735,156.971225
,,,173.648825,156.99625
,,,173.661075,157.0089
,,,173.672775,157.055625
,,,173.6859,157.068525
,,,173.7027,157.091825
,,,173.713,157.11445
,,,173.737125,157.125375
,,,173.777375,157.13505
,,,173.816275,157.142075
,,,173.834275,157.14905
,,,173.851,157.155175
,,,173.8829,157.1944
,,,173.89985,157.20375
,,,173.935,157.2184
,,,173.94945,157.225925
,,,173.99745,157.238825
,,,174.019775,157.253075
,,,174.050325,157.263575
,,,174.068175,157.292675
,,,174.088025,157.31435
,,,174.104175,157.337125
,,,174.117575,157.346325
,,,174.13265,157.40835
,,,174.149075,157.42465
,,,174.1664,157.4507
,,,174.19835,157.456975
,,,174.21355,157.47165
,,,174.230425,157.477775
,,,174.2425,157.495975
,,,174.26015,157.502725
,,,174.270975,157.511925
,,,174.2844,157.518775
,,,174.307325,157.52605
,,,174.325025,157.637325
,,,174.341675,157.676525
,,,174.35855,157.687375
,,,174.374175,157.7079
,,,174.38995,157.714375
,,,174.41595,157.72035
,,,174.455,157.747975
,,,174.468125,157.7887
,,,174.488975,157.829575
,,,174.5099,157.86385
,,,174.526075,157.8737
,,,174.548375,157.880625
,,,174.56755,157.925925
,,,174.587425,157.96355
,,,174.603875,157.9696
,,,174.62275,158.016475
,,,174.657625,158.049675
,,,174.672675,158.0583
,,,174.692875,158.0699
,,,174.73415,158.14305
,,,174.749175,158.1827
,,,174.762475,158.1991
,,,174.77855,158.232875
,,,174.804475,158.262375
,,,174.82215,158.278
,,,174.846075,158.30345
,,,174.8675,158.316575
,,,174.887425,158.37545
,,,174.91295,158.40815
,,,174.92895,158.425375
,,,174.953025,158.46205
,,,174.9752,158.475625
,,,175.002825,158.486325
,,,175.024725,158.4975
,,,175.0518,158.514875
,,,175.0874,158.520625
,,,175.120975,158.53085
,,,175.14045,158.540575
,,,175.171575,158.547925
,,,175.192125,158.56795
,,,175.210925,158.5844
,,,175.244,158.6042
,,,175.258425,158.617325
,,,175.287725,158.65875
,,,175.3105,158.678825
,,,175.360475,158.713
,,,175.429325,158.7377
,,,175.491825,158.750125
,,,175.5093,158.7754
,,,175.533175,158.789675
,,,175.5616,158.809875
,,,175.591475,158.8531
,,,175.6208,158.87835
,,,175.65745,158.88875
,,,175.684725,158.910075
,,,175.711625,158.919975
,,,175.75185,158.9475
,,,175.780025,158.996275
,,,175.7997,159.01375
,,,175.819025,159.05715
,,,175.84725,159.102475
,,,175.8605,159.1441
,,,175.88495,159.15245
,,,175.913525,159.1597
,,,175.95815,159.1685
,,,175.987325,159.1864
,,,176.0104,159.19455
,,,176.03065,159.23535
,,,176.054975,159.2766
,,,176.081525,159.3335
,,,176.10415,159.34855
,,,176.14305,159.37265
,,,176.1618,159.407975
,,,176.180125,159.4275
,,,176.203775,159.470575
,,,176.215,159.481375
,,,176.229025,159.496375
,,,176.245575,159.53335
,,,176.2668,159.565375
,,,176.287325,159.579525
,,,176.303025,159.600275
,,,176.325575,159.63315
,,,176.341075,159.645075
,,,176.368775,159.664725
,,,176.392825,159.688225
,,,176.40395,159.71735
,,,176.42765,159.729275
,,,176.491625,159.767075
,,,176.538075,159.793625
,,,176.558,159.80345
,,,176.58515,159.8132
,,,176.6356,159.83495
,,,176.6848,159.851775
,,,176.7128,159.86895
,,,176.7491,159.93405
,,,176.7792,159.94725
,,,176.818,159.956825
,,,176.854375,159.97075
,,,176.8863,159.984075
,,,176.9165,160.004025
,,,176.936725,160.014625
,,,176.9804,160.02455
,,,177.01345,160.034275
,,,177.04015,160.049375
,,,177.063375,160.0888
,,,177.10725,160.14315
,,,177.125875,160.149975
,,,177.145175,160.155425
,,,177.168775,160.157825
,,,177.189175,160.158825
,,,177.215375,160.162325
,,,177.254675,160.169775
,,,177.27865,160.18855
,,,177.295425,160.207675
,,,177.310825,160.2151
,,,177.319975,160.2369
,,,177.3299,160.24425
,,,177.341175,160.25915
,,,177.364375,160.27135
,,,177.383925,160.278575
,,,177.401425,160.284075
,,,177.4298,160.2951
,,,177.4797,160.32645
,,,177.4992,160.335875
,,,177.518175,160.37305
,,,177.53985,160.380225
,,,177.566225,160.3923
,,,177.578525,160.399825
,,,177.616575,160.45315
,,,177.6306,160.466825
,,,177.64535,160.481775
,,,177.679975,160.5049
,,,177.695175,160.52085
,,,177.75945,160.5795
,,,177.7733,160.61485
,,,177.8462,160.62785
,,,177.88645,160.633975
,,,177.943325,160.642725
,,,178.01535,160.67105
,,,178.0435,160.6788
,,,178.08705,160.699725
,,,178.122025,160.71025
,,,178.15365,160.7627
,,,178.186175,160.821575
,,,178.2139,160.834475
,,,178.26295,160.8758
,,,178.348025,160.89615
,,,178.3835,160.904325
,,,178.4094,160.910675
,,,178.445275,160.95665
,,,178.474975,160.9629
,,,178.501475,160.984425
,,,178.526525,160.98615
,,,178.56675,161.000425
,,,178.664475,161.0201
,,,178.69565,161.040275
,,,178.72565,161.0702
,,,178.7632,161.110525
,,,178.80425,161.124775
,,,178.861125,161.13215
,,,178.9761,161.134375
,,,179.020025,161.14505
,,,179.049375,161.152525
,,,179.080525,161.189875
,,,179.095925,161.1967
,,,179.135575,161.20855
,,,179.161875,161.22315
,,,179.187175,161.228825
,,,179.217325,161.2388
,,,179.285075,161.28105
,,,179.30675,161.315075
,,,179.34195,161.325675
,,,179.36755,161.334175
,,,179.391775,161.347175
,,,179.42675,161.354425
,,,179.45175,161.369625
,,,179.48705,161.436925
,,,179.512775,161.457725
,,,179.538075,161.46435
,,,179.579,161.4717
,,,179.603525,161.5088
,,,179.6673,161.546425
,,,179.698225,161.5538
,,,179.716575,161.571425
,,,179.730075,161.577475
,,,179.750975,161.59345
,,,179.766025,161.640925
,,,179.7843,161.748675
,,,179.81385,161.765125
,,,179.833325,161.7848
,,,179.879025,161.794075
,,,179.90695,161.8077
,,,179.93065,161.827975
,,,179.946125,161.834375
,,,179.9726,161.873725
,,,179.987075,161.90065
,,,180.082175,161.9467
,,,180.0965,161.962275
,,,180.12015,161.983975
,,,180.13655,161.991475
,,,180.171925,162.00225
,,,180.19775,162.034975
,,,180.22935,162.05345
,,,180.259575,162.0815
,,,180.284975,162.083375
,,,180.30435,162.0879
,,,180.336575,162.11975
,,,180.37935,162.127275
,,,180.4447,162.1729
,,,180.47915,162.18545
,,,180.567675,162.192625
,,,180.587875,162.2193
,,,180.6218,162.241975
,,,180.65385,162.323175
