SPK_SPKC03a,SPK_SPKC03b,SPK_SPKC16a
68.56465,33.882025,12.00895
68.627125,33.88735,12.022025
68.786625,33.8979,12.037
68.8153,33.904725,12.055925
68.824675,33.91315,12.0685
68.9044,33.9159,12.082925
68.933025,33.920625,12.10195
69.024625,33.929375,12.112025
69.03505,33.9333,12.124025
69.115925,33.93595,12.15345
69.226675,33.944525,12.171525
69.23815,33.95205,12.1873
69.409725,33.955075,12.199725
69.442475,33.96165,12.207675
69.556825,33.964725,12.231875
69.623125,33.96895,12.240975
69.738175,33.973025,12.253225
69.82195,33.97605,12.266575
69.922525,33.979125,12.2795
69.94495,33.981875,12.2899
69.9974,33.994375,12.2986
70.0082,34.003025,12.304075
70.03155,34.014125,12.307425
70.238,34.01775,12.3096
70.30525,34.02005,12.3159
70.324825,34.035275,12.32135
70.355675,34.03805,12.32715
70.548475,34.0473,12.33265
70.768125,34.0559,12.341475
70.857425,34.05915,12.347625
70.9625,34.061825,12.3548
71.040075,34.06495,12.383775
71.352925,34.073875,12.4054
71.3719,34.077025,12.41585
71.4267,34.21675,12.439825
71.484275,34.22125,12.44935
71.49945,34.225325,12.454175
71.55015,34.228225,12.46895
71.571675,34.231925,12.4916
71.615475,34.235675,12.5061
71.71455,34.241275,12.513875
71.773525,34.246725,12.5255
71.787725,34.25345,12.53445
71.81065,34.257475,12.550375
71.865775,34.27285,12.565925
71.9719,34.2756,12.58685
72.023775,34.278625,12.60985
72.053825,34.283825,12.6276
72.091875,34.287375,12.6442
