SPK_SPKC12a,SPK_SPKC13b
509.814,521.785025
509.84905,521.82335
509.868625,521.84775
509.88545,521.924475
509.90755,521.947575
509.919675,521.96965
509.93525,521.973625
509.964825,522.0273
509.980175,522.0765
510.002075,522.100875
510.01345,522.122525
510.034525,522.166525
510.05075,522.21965
510.093525,522.327475
510.109125,522.3775
510.13355,522.404025
510.1522,522.567375
510.169625,522.721175
510.1961,522.8341
510.22325,522.900975
510.245875,523.0313
510.266,523.049525
510.279725,523.10325
510.29235,523.121825
510.304575,523.14115
510.3159,523.16
510.33505,523.193575
510.355925,523.2092
510.37845,523.2167
510.394875,523.2336
510.42165,523.263925
510.4663,523.27935
510.494175,523.335975
510.501475,523.35435
510.5142,523.3992
510.53455,523.417175
510.5607,523.436975
510.5724,523.486575
510.582375,523.5348
510.5836,523.56235
510.627625,523.57335
510.6434,523.681575
510.66015,523.734225
510.67425,523.73625
510.693925,523.778125
510.7156,523.7893
510.7324,523.81845
510.757575,523.836075
510.80415,523.9193
510.82255,523.95605
510.849075,523.969725
510.87075,524.0434
510.9181,524.049125
510.938225,524.0554
510.955075,524.11575
510.97665,524.118125
510.996125,524.172375
511.011,524.199525
511.033575,524.222325
511.098375,524.2476
511.14955,524.27125
511.167775,524.3707
511.184625,524.3906
511.2154,524.4175
511.237575,524.427975
511.2511,524.454125
511.278375,524.467325
511.2941,524.477575
511.322175,524.47875
511.346125,524.50465
511.3597,524.52305
511.373425,524.52555
511.42235,524.53025
511.4449,524.5558
511.4711,524.560575
511.49875,524.571275
511.52965,524.581175
511.548675,524.6107
511.613225,524.62865
511.632825,524.66135
511.642675,524.75375
511.666175,524.76675
511.682225,524.769475
511.714125,524.774625
511.746775,524.817325
511.7713,524.85315
511.803925,524.918475
511.820825,524.93195
511.8441,524.97675
511.862225,525.000375
511.8792,525.03555
511.90815,525.1027
511.923325,525.109175
511.949925,525.124775
511.971025,525.138675
512.010575,525.222
512.0227,525.28115
512.028325,525.317025
512.05145,525.3773
512.068375,525.386675
512.1083,525.4085
512.126675,525.47885
512.151525,525.48985
512.165125,525.57345
512.1855,525.634375
512.203925,525.654175
512.22605,525.658875
512.24875,525.690875
512.26785,525.78785
512.28885,525.82695
512.325625,525.8418
512.346725,525.84675
512.3676,525.877625
512.38725,525.8977
512.400825,525.914625
512.4182,525.9167
512.436,525.96205
512.451925,525.9844
512.479625,526.005125
