SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC10a
421.936975,450.834425,434.7945
421.97205,450.95455,434.83635
422.001575,451.164625,434.9126
422.06045,451.212025,434.96545
422.129025,451.27735,435.113675
422.19375,451.318325,435.156125
422.233475,451.380275,435.2223
422.287675,451.439375,435.341275
422.338675,451.489475,435.360075
422.384625,451.653125,435.405975
422.434875,451.895,435.43955
422.4768,451.989025,435.508975
422.54515,452.0366,435.544325
422.603775,452.343275,435.572575
422.7594,452.4289,435.61075
422.797375,452.476125,435.6585
422.818675,452.942575,435.7393
422.84035,453.0636,435.8287
422.87075,453.258125,435.92505
422.915325,453.349825,436.021575
422.9514,453.36275,436.0856
422.989175,453.44135,436.1069
423.0198,453.4966,436.16785
423.04095,453.580625,436.211375
423.103225,453.6873,436.244025
423.14795,453.71835,436.290725
423.248575,453.749025,436.3182
423.286075,453.842,436.35195
423.3351,453.90795,436.390375
423.413775,454.197725,436.449225
423.459875,454.272275,436.487825
423.537,454.54015,436.5197
423.571525,454.622125,436.58195
423.60785,454.71805,436.632375
423.641375,454.817,436.66875
423.70105,454.86505,436.721975
423.7829,454.897975,436.7551
423.822,454.98145,436.800325
423.8599,455.09165,436.8565
423.896625,455.205175,436.91905
423.951725,455.28075,436.97005
423.983625,455.3753,437.052325
424.024625,455.472925,437.15695
424.160625,455.69525,437.205575
424.20785,455.7986,437.242575
424.2649,455.871225,437.3148
424.315275,455.9269,437.362825
424.40935,455.97345,437.403
424.474925,456.0033,437.525025
424.500675,456.028025,437.571025
424.535625,456.211625,437.6033
424.6041,456.25995,437.72965
424.6733,456.401825,437.773575
424.7468,456.48085,437.8379
424.827825,456.5492,437.89695
424.889075,456.6188,437.948125
425.0525,456.90995,437.9849
425.15955,456.9776,438.019475
425.2143,456.993875,438.06355
425.23945,457.147675,438.09905
425.2767,457.271325,438.14495
425.324975,457.3847,438.220425
425.36975,457.5462,438.24785
425.42805,457.615425,438.306275
425.552,457.822775,438.34905
425.5837,457.92665,438.4683
425.62525,458.0283,438.503775
425.687175,458.076925,438.523825
425.761775,458.1983,438.5633
425.842575,458.337675,438.620175
425.87845,458.396775,438.677975
425.918325,458.422875,438.7378
425.9798,458.435225,438.823775
426.054325,458.4825,438.8906
426.1389,458.536675,438.95865
426.19825,458.980225,438.991725
426.216775,459.087825,439.027575
426.23305,459.19135,439.12625
426.247175,459.27685,439.21025
426.2637,459.35555,439.26085
426.278325,459.564625,439.33255
426.2976,459.714625,439.38895
426.317025,459.7953,439.4414
426.342975,459.8625,439.491375
426.374025,459.9603,439.58045
426.3846,460.0825,439.657575
426.4146,460.099125,439.74835
426.4357,460.179025,439.793075
426.45395,460.43255,439.923425
426.47515,460.61495,439.9716
426.506425,460.757975,440.066275
