SPK_SPKC03a (no response),SPK_SPKC06a (no response),SPK_SPKC12a (no response)
,,144.81305
,,144.9469
,,145.263325
,,145.3691
,,146.102625
,,146.119775
,,146.1459
,,146.21875
,,146.30825
,,146.3977
,,146.568725
,,146.643875
,,146.97795
,,146.9945
,,147.075025
,,147.10305
,,147.14435
,,147.1872
,,147.1887
,,147.221775
,,147.451
,,147.4831
,,147.6094
,,147.693775
,,147.8252
,,147.83425
,,147.900725
,,147.9234
,,147.941025
,,147.9782
,,148.00215
,,148.0146
,,148.0828
,,148.132625
,,148.21535
,,148.225925
,,148.27745
,,148.305425
,,148.39715
,,148.472825
,,148.51355
,,148.54485
,,148.596175
,,148.6807
,,148.729725
,,148.737025
,,148.8394
,,148.8601
,,148.867575
,,148.92385
,,149.01945
,,149.025525
,,149.138375
,,149.18315
,,149.191725
,,149.20615
,,149.2247
,,149.239675
,,149.266875
,,149.282675
,,149.368975
,,149.572525
,,149.657925
,,149.730325
,,149.78
,,149.801725
,,149.81445
,,149.83965
,,149.898975
,,149.916
,,150.024425
,,150.11195
,,150.190125
,,150.225075
,,150.249325
,,150.26785
,,150.2909
,,150.36925
,,150.398425
,,150.4161
,,150.462525
,,150.487525
,,150.521225
,,150.5928
,,150.626075
,,150.73515
,,150.84655
,,150.862225
,,150.907875
,,151.003625
,,151.058775
,,151.08925
,,151.115875
,,151.2695
,,151.30925
,,151.329225
,,151.421575
,,151.473025
,,151.5115
,,151.520175
,,151.5632
,,151.596825
,,151.714575
,,151.748475
,,151.765475
,,151.78325
,,151.868775
,,151.89095
,,151.9367
,,151.9554
,,151.9914
,,152.06215
,,152.140425
,,152.224025
,,152.25345
,,152.278475
,,152.3072
,,152.382325
,,152.424125
,,152.634075
,,152.761675
,,152.7773
,,152.798325
,,152.921175
,,152.9446
,,153.004925
,,153.04135
,,153.11835
,,153.196575
,,153.228875
,,153.2742
,,153.28035
,,153.38695
,,153.485375
,,153.5073
,,153.561925
,,153.589975
,,153.60035
,,153.658225
,,153.728025
,,153.8063
,,153.818225
,,153.9044
,,153.939425
,,153.99425
,,154.047275
,,154.070375
,,154.108375
,,154.18945
,,154.2459
,,154.406375
,,154.45225
,,154.489725
,,154.577025
,,154.746025
,,154.7649
,,154.77495
,,154.78865
,,154.8341
,,155.125875
,,155.146875
,,155.219125
,,155.300275
,,155.4412
,,155.48675
,,155.5645
,,155.630775
,,155.6935
,,155.713275
,,155.726825
,,155.84075
,,156.04245
,,156.1485
,,156.1607
,,156.185575
,,156.214975
,,156.287075
,,156.38065
,,156.390875
,,156.518
,,156.795375
,,156.8398
,,157.22845
,,157.443675
,,157.6007
,,157.708225
,,157.786575
,,157.913
,,157.978675
,,158.055425
,,158.238925
,,158.284675
,,158.33855
,,158.363325
,,158.44545
,,158.52895
,,158.57125
,,158.632875
,,158.63535
,,158.6579
,,158.686125
,,159.01345
,,159.11885
,,159.241775
,,159.2762
,,159.3508
,,159.39985
,,159.432875
,,159.4752
,,159.503975
,,159.5311
,,159.560425
,,159.601275
,,159.673575
,,159.768675
,,159.804825
,,159.824775
,,159.90405
,,159.9728
,,160.054875
,,160.11615
,,160.148825
,,160.161425
,,160.264075
,,160.290125
,,160.322775
,,160.35395
,,160.370375
,,160.5489
,,160.600675
,,160.65415
,,160.70535
,,160.7585
,,160.784325
,,160.83485
,,160.862825
,,161.15195
,,161.20115
,,161.24985
,,161.27355
,,161.3625
,,161.3937
,,161.42105
,,161.434625
,,161.4622
,,161.46825
,,161.54095
,,161.5653
,,161.5888
,,161.745925
,,161.813
,,161.899425
,,161.946975
,,162.01805
,,162.02675
,,162.05915
,,162.152325
,,162.28245
,,162.30135
,,162.32045
,,162.334
,,162.3528
,,162.47205
,,162.535575
,,162.556725
,,162.57685
,,162.588075
,,162.7352
,,162.7499
,,162.777075
,,162.7968
,,162.842175
,,162.879125
,,163.006475
,,163.036575
,,163.053725
,,163.09475
,,163.10935
,,163.3811
,,163.404125
,,163.44155
,,163.463675
,,163.5363
,,163.552
,,163.5691
,,163.6138
,,163.630375
,,163.67955
,,163.69345
,,163.749675
,,163.798475
,,163.812575
,,163.842525
,,163.86525
,,163.9551
,,163.97695
,,164.05225
,,164.1054
,,164.125275
,,164.20405
,,164.276075
,,164.470925
,,164.5974
,,164.61995
,,164.75395
,,164.90245
,,164.9897
,,165.01385
,,165.075325
,,165.135525
,,165.18455
,,165.2636
,,165.308125
,,165.358275
,,165.439225
,,165.469625
,,165.527
,,165.577375
,,165.61275
,,165.6194
,,165.648725
,,165.679475
,,165.78115
,,166.03215
,,166.152525
,,166.183575
,,166.261175
,,166.32285
,,166.4399
,,166.81145
,,166.88555
,,166.937875
,,167.0725
,,167.0819
,,167.3451
,,167.720725
,,167.837725
,,168.177775
,,168.919325
,,169.1002
,,169.3358
,,169.501475
,,169.583875
,,169.700925
,,169.764075
,,169.9174
,,170.047175
,,170.070875
,,170.5322
,,170.5677
,,170.750775
,,170.80725
,,171.0662
,,171.508375
,,171.5473
,,171.573325
,,171.71325
,,171.7568
,,171.806375
,,171.85385
,,171.8703
,,172.081075
,,172.26145
,,172.492975
,,172.5462
,,172.56735
,,172.592475
,,172.614275
,,172.64165
,,172.698525
,,172.81525
,,172.86075
,,172.8874
,,172.91695
,,172.947025
,,173.005775
,,173.023075
,,173.07255
,,173.101775
,,173.1076
,,173.19705
,,173.255375
,,173.312475
,,173.3775
,,173.51105
,,173.578425
,,173.611575
,,173.6479
,,173.7012
,,173.7332
,,173.748325
,,173.75045
,,173.87415
,,173.9799
,,174.042275
,,174.12215
,,174.28505
,,174.34215
,,174.43945
,,174.518525
,,174.5628
,,174.620975
,,174.78455
,,174.83345
,,175.0121
,,175.22405
,,175.250425
,,175.3155
,,175.41955
,,175.493625
,,175.513825
,,175.81055
,,175.880925
,,176.04195
,,176.103825
,,176.13065
,,176.1635
,,176.1913
,,176.207475
,,176.360825
,,176.450225
,,176.64335
,,176.827675
,,176.841775
,,176.86395
,,176.903625
,,177.013825
,,177.0442
,,177.069675
,,177.1305
,,177.203725
,,177.287225
,,177.31055
,,177.438375
,,177.47655
,,177.504275
,,177.670725
,,177.7079
,,177.8798
,,178.17005
,,178.22815
,,178.287725
,,178.376175
,,178.469075
,,178.5818
,,178.6576
,,178.711525
,,178.744325
,,178.782225
,,178.81935
,,178.897575
,,178.980675
,,179.15685
,,179.33985
,,179.400275
,,179.5335
,,179.672475
,,179.7138
,,179.7369
,,179.760925
,,180.04285
,,180.103225
,,180.35795
,,180.393175
,,180.63015
,,180.685225
,,180.744575
,,180.79945
,,180.846525
,,181.211375
,,181.3946
,,181.410725
,,181.5457
,,181.789925
,,181.861375
,,182.07765
,,182.1362
,,182.182525
,,182.241725
,,182.34115
,,182.845975
,,182.945725
,,183.025825
,,183.17065
,,183.217925
,,183.246725
,,183.292075
,,183.3582
,,183.3941
,,183.405225
,,183.608425
,,183.678875
,,183.751
,,183.797025
,,183.8946
,,184.1415
,,184.17825
,,184.2186
,,184.242775
,,184.262825
,,184.358575
,,184.404175
,,184.40995
,,184.49415
,,184.5838
,,184.857975
,,185.05115
,,185.082525
,,185.208925
,,185.276775
,,185.3631
,,185.412325
,,185.4449
,,185.4724
,,185.5706
,,185.661675
,,185.708925
,,185.7854
,,185.7962
,,185.9253
,,185.990725
,,186.351025
,,186.3959
,,186.435825
,,186.475375
,,186.640025
,,186.683075
,,186.7161
,,186.728475
,,186.745625
,,186.773225
,,186.791325
,,186.79665
,,186.82075
,,186.956125
,,187.2086
,,187.247725
,,187.29345
,,187.310825
,,187.39795
,,187.4631
,,187.593825
,,187.638125
,,187.684475
,,187.79075
,,187.807225
,,187.887175
,,187.90805
,,187.93655
,,187.948025
,,187.96225
,,187.979125
,,188.0128
,,188.1844
,,188.228575
,,188.240575
,,188.506325
,,188.520125
,,188.545275
,,188.592225
,,188.6444
,,188.76545
,,188.809475
,,188.8725
,,188.91355
,,188.943725
,,189.0532
,,189.1031
,,189.1202
,,189.152425
,,189.165975
,,189.269175
,,189.3017
,,189.3195
,,189.439275
,,189.499625
,,189.6187
,,189.66755
,,189.69025
,,189.71955
,,189.7324
,,189.7835
,,189.852675
,,189.899725
,,189.9814
,,190.070825
,,190.0874
,,190.10485
,,190.1105
,,190.13285
,,190.268525
,,190.3392
,,190.402075
,,190.415475
,,190.454125
,,190.474875
,,190.815925
,,190.97805
,,191.06485
,,191.07355
,,191.1006
,,191.14165
,,191.27415
,,191.3412
,,191.43355
,,191.454275
,,191.6747
,,191.697775
,,191.714375
,,191.733675
,,191.791675
,,191.829625
,,191.868825
,,191.939475
,,191.995275
,,192.00655
,,192.398375
,,192.413825
,,192.42895
,,192.43905
,,192.459175
,,192.47445
,,192.60385
,,192.79035
,,192.84525
,,193.028475
,,193.0444
,,193.115175
,,193.130775
,,193.211425
,,193.2722
,,193.3384
,,193.394375
,,193.581375
,,193.619875
,,193.94515
,,194.11085
,,194.17445
,,194.1838
,,194.234525
,,194.268725
,,194.297225
,,194.326575
,,194.3877
,,194.574175
,,194.610375
,,194.68385
,,194.707325
,,195.1717
,,195.237125
,,195.26635
,,195.31705
,,195.4866
,,195.525675
,,195.675325
,,196.054825
,,196.156225
,,196.196275
,,196.29485
,,196.624475
,,196.664575
,,197.231125
,,197.292175
,,197.57475
,,197.7626
,,197.9203
,,197.9951
,,198.158175
,,198.262125
,,198.2864
,,198.345625
,,198.406025
,,198.45435
,,198.52475
,,198.796825
,,198.858375
,,199.034075
,,199.07225
,,199.151975
,,199.168575
,,199.212475
,,199.555775
,,199.8673
,,199.958
,,199.997575
