SPK_SPKC01a (no effect),SPK_SPKC05a (inhibited),SPK_SPKC08a (inhibited),SPK_SPKC09a (no effect),SPK_SPKC12a (excited),SPK_SPKC13a (excited)
,,245.524025,511.561875,,423.9706
,,245.5462,511.62115,,423.988575
,,245.566625,511.65155,,424.001475
,,245.597775,511.718875,,424.01535
,,245.649075,511.72225,,424.0316
,,245.6726,511.743375,,424.0468
,,245.68685,511.75315,,424.06545
,,245.71475,511.779475,,424.0838
,,245.729825,511.790625,,424.101975
,,245.74955,511.80755,,424.1208
,,245.777825,511.8384,,424.13855
,,245.8056,511.909225,,424.1574
,,245.8305,511.932825,,424.169825
,,245.8524,511.98935,,424.183325
,,245.873875,512.021475,,424.21495
,,245.894475,512.0544,,424.259325
,,245.92705,512.11135,,424.273825
,,245.94315,512.14345,,424.28755
,,245.964075,512.15305,,424.3056
,,246.02755,512.1911,,424.324925
,,246.0444,512.213225,,424.347075
,,246.0587,512.225175,,424.3629
,,246.077825,512.2879,,424.387575
,,246.091725,512.330075,,424.4313
,,246.10695,512.39665,,424.443675
,,246.11675,512.444125,,424.4628
,,246.133925,512.445625,,424.4771
,,246.144975,512.54955,,424.487425
,,246.170425,512.565025,,424.502075
,,246.1821,512.580325,,424.5157
,,246.203625,512.58405,,424.530475
,,246.22025,512.592325,,424.556775
,,246.231775,512.603775,,424.570075
,,246.2528,512.63855,,424.587375
,,246.26755,512.667675,,424.60165
,,246.282575,512.7044,,424.61305
,,246.29905,513.0517,,424.6237
,,246.328525,513.076425,,424.6411
,,246.347675,513.088325,,424.66695
,,246.37875,513.119425,,424.697225
,,246.3856,513.146725,,424.72845
,,246.405225,513.17935,,424.7386
,,246.4189,513.23305,,424.752475
,,246.4298,513.242825,,424.766275
,,246.4353,513.2592,,424.7806
,,246.44785,513.2757,,424.7914
,,246.452375,513.3937,,424.802525
,,246.458675,513.44895,,424.814825
,,246.4687,513.48045,,424.832275
,,246.475725,513.5262,,424.84985
,,246.480625,513.5607,,424.8854
,,246.489225,513.632925,,424.90995
,,246.49355,513.6721,,424.9311
,,246.5002,513.691725,,424.9655
,,246.50745,513.715025,,425.003125
,,246.5147,513.790875,,425.018275
,,246.519775,513.87445,,425.0307
,,246.5268,513.8786,,425.056225
,,246.531925,513.978725,,425.07625
,,246.536125,514.010925,,425.320775
,,246.5419,514.03455,,425.460225
,,246.557,514.0371,,425.64155
,,246.5613,514.063025,,425.6563
,,246.56755,514.08975,,425.67605
,,246.57375,514.105575,,425.69075
,,246.58215,514.1258,,425.731675
,,246.588475,514.1872,,425.7522
,,246.595125,514.2035,,425.78735
,,246.6008,514.225425,,425.8161
,,246.61535,514.297875,,425.84195
,,246.624775,514.335,,425.856175
,,246.634075,514.41935,,425.8718
,,246.64045,514.4504,,425.985375
,,246.64775,514.4701,,426.043
,,246.654225,514.483525,,426.057175
,,246.66435,514.492475,,426.0785
,,246.671825,514.519675,,426.09265
,,246.68315,514.53355,,426.1104
,,246.6909,514.5589,,426.1405
,,246.702725,514.657625,,426.15435
,,246.7161,514.746,,426.18205
,,246.735825,514.7497,,426.219225
,,246.771025,514.803075,,426.243875
,,246.7888,514.893975,,426.294075
,,246.8285,514.970775,,426.310425
,,246.85105,515.05055,,426.33435
,,246.862925,515.067,,426.36225
,,246.879575,515.076725,,426.3931
,,246.9002,515.09635,,426.433025
,,246.9232,515.107025,,426.478825
,,246.9294,515.1359,,426.52555
,,246.9371,515.176925,,426.5629
,,246.956375,515.200575,,426.640475
,,246.98325,515.225675,,426.67575
,,247.005775,515.253175,,426.708975
,,247.03315,515.2784,,426.7442
,,247.0459,515.2989,,426.834025
,,247.060075,515.334225,,426.852625
,,247.069625,515.339775,,426.884375
,,247.078725,515.344975,,426.902525
,,247.0916,515.35455,,426.92335
,,247.0984,515.3653,,426.947125
,,247.103875,515.375775,,426.970525
,,247.1104,515.3855,,427.001125
,,247.112975,515.394075,,427.0241
,,247.116125,515.4169,,427.04535
,,247.1269,515.4211,,427.139
,,247.134075,515.434025,,427.1722
,,247.14125,515.4837,,427.212725
,,247.15005,515.55485,,427.249075
,,247.1577,515.570925,,427.26585
,,247.164775,515.589225,,427.2877
,,247.1764,515.597925,,427.299675
,,247.1846,515.600325,,427.3604
,,247.192275,515.640525,,427.366975
,,247.2009,515.641425,,427.382625
,,247.2098,515.710775,,427.401925
,,247.221,515.74735,,427.4146
,,247.235675,515.856625,,427.431025
,,247.2414,515.88785,,427.442425
,,247.254075,515.921275,,427.45525
,,247.2707,515.9291,,427.470925
,,247.2831,515.983775,,427.48505
,,247.296375,516.0192,,427.49785
,,247.313275,516.06265,,427.507775
,,247.3248,516.1081,,427.534525
,,247.33325,516.129725,,427.544225
,,247.351675,516.141575,,427.588175
,,247.36925,516.150525,,427.602225
,,247.37655,516.19915,,427.6145
,,247.39105,516.2694,,427.632125
,,247.403825,516.346175,,427.7236
,,247.4176,516.398975,,427.74315
,,247.426925,516.430425,,427.760075
,,247.435075,516.462275,,427.791725
,,247.451675,516.5078,,427.808
,,247.46125,516.57985,,427.820925
,,247.472325,516.676675,,427.84025
,,247.484875,516.775725,,427.853475
,,247.501725,516.801875,,427.86875
,,247.513675,516.865375,,427.892625
,,247.527525,516.95075,,427.922975
,,247.53715,517.027125,,427.9662
,,247.5553,517.0522,,427.9909
,,247.573075,517.07335,,428.02035
,,247.58965,517.1038,,428.049825
,,247.612825,517.1338,,428.06765
,,247.635225,517.1713,,428.09605
,,247.65435,517.21645,,428.108475
,,247.671625,517.228575,,428.136775
,,247.6809,517.236625,,428.13905
,,247.688125,517.265875,,428.3149
,,247.7118,517.3076,,428.3744
,,247.72685,517.3308,,428.4201
,,247.73545,517.4804,,428.448425
,,247.74675,517.542025,,428.4713
,,247.758375,517.60585,,428.483175
,,247.768575,517.634825,,428.573525
,,247.778275,517.6582,,428.5918
,,247.7898,517.6823,,428.611475
,,247.80055,517.699475,,428.6292
,,247.8099,517.742275,,428.6473
,,247.8254,517.87045,,428.6677
,,247.83855,517.8763,,428.693
,,247.85165,517.903225,,428.727975
,,247.8756,517.9156,,428.781775
,,247.898425,517.949225,,428.87305
,,247.9122,517.991775,,428.899075
,,247.9445,518.10085,,428.908725
,,247.961125,518.1178,,428.93675
,,247.971975,518.13165,,428.958625
,,247.985125,518.1449,,428.98805
,,247.99825,518.224925,,429.024
,,248.018125,518.25945,,429.06015
,,248.03375,518.27225,,429.1755
,,248.05365,518.2852,,429.1989
,,248.0704,518.298225,,429.258975
,,248.08105,518.33465,,429.30465
,,248.097675,518.348575,,429.38305
,,248.12195,518.417175,,429.407975
,,248.136775,518.445025,,429.451075
,,248.163675,518.471875,,429.505575
,,248.187025,518.4841,,429.5221
,,248.219225,518.510425,,429.5383
,,248.25145,518.51315,,429.55525
,,248.267425,518.568225,,429.578175
,,248.28015,518.608175,,429.5925
,,248.28905,518.64285,,429.6106
,,248.3242,518.6525,,429.6351
,,248.34065,518.675325,,429.653425
,,248.360325,518.702,,429.6807
,,248.390975,518.714925,,429.709325
,,248.407125,518.731125,,429.729775
,,248.432725,518.736275,,429.740025
,,248.457875,518.8548,,429.76205
,,248.4955,518.876825,,429.78745
,,248.533925,518.913475,,429.800975
,,248.55995,518.9342,,429.8855
,,248.5778,518.9688,,429.978225
,,248.607725,519.0623,,429.990375
,,248.631925,519.180925,,430
,,248.64605,519.19095,,430.018125
,,248.6739,519.2159,,430.0342
,,248.692625,519.234875,,430.051275
,,248.726475,519.259575,,430.067225
,,248.754975,519.266975,,430.078725
,,248.792525,519.28215,,430.090775
,,248.8314,519.333525,,430.1041
,,248.8784,519.387475,,430.12195
,,248.893425,519.482975,,430.136075
,,248.919,519.522125,,430.14695
,,248.93745,519.5558,,430.149325
,,248.953925,519.5932,,430.159875
,,248.965875,519.66525,,430.20265
,,248.984825,519.720525,,430.229
,,249.00015,519.74665,,430.253375
,,249.0159,519.79735,,430.281
,,249.027525,519.82,,430.31715
,,249.048,519.8463,,430.330575
,,249.057175,519.865175,,430.3456
,,249.0756,519.970575,,430.359325
,,249.100525,519.995225,,430.386825
,,249.13045,520.0301,,430.39625
,,249.14565,520.0526,,430.41
,,249.1748,520.065875,,430.4255
,,249.212375,520.0875,,430.52155
,,249.228225,520.10605,,430.5429
,,249.260275,520.2152,,430.638275
,,249.275225,520.23405,,430.658225
,,249.28945,520.252125,,430.675625
,,249.312225,520.263675,,430.68315
,,249.3251,520.35525,,430.692275
,,249.3455,520.3918,,430.745575
,,249.36835,520.399925,,430.7643
,,249.385425,520.434225,,430.792575
,,249.396325,520.4761,,430.837225
,,249.41565,520.488,,430.854925
,,249.4508,520.4901,,430.8838
,,249.5,520.5161,,431.09675
,,249.5183,520.528225,,431.11835
,,249.5557,520.529475,,431.143975
,,249.57815,520.5781,,431.1659
,,249.596825,520.6107,,431.2244
,,249.617525,520.625575,,431.245525
,,249.658525,520.63555,,431.26905
,,249.702825,520.642475,,431.2844
,,249.710675,520.687975,,431.3024
,,249.718975,520.7316,,431.315025
,,249.742775,520.765425,,431.3337
,,249.759525,520.832675,,431.3628
,,249.787175,520.8445,,431.38505
,,249.817175,520.85,,431.40645
,,249.83345,520.882425,,431.42415
,,249.853325,520.927525,,431.451725
,,249.8794,520.956525,,431.475525
,,249.9006,521.06125,,431.513525
,,249.918625,521.071425,,431.528075
,,249.95915,521.11425,,431.544125
,,249.984825,521.139475,,431.556725
,,250.00135,521.171425,,431.5689
,,250.00485,521.194325,,431.597825
,,250.008975,521.22395,,431.62745
,,250.0133,521.2496,,431.6414
,,250.02285,521.269125,,431.663975
,,250.026025,521.283125,,431.689175
,,250.031675,521.309025,,431.72315
,,250.0429,521.397225,,431.792075
,,250.053475,521.4512,,431.8157
,,250.0636,521.57125,,431.850825
,,250.069875,521.594225,,431.8735
,,250.07975,521.622825,,431.8972
,,250.0884,521.638025,,431.930825
,,250.096375,521.66605,,431.994125
,,250.097925,521.762525,,432.057725
,,250.104375,521.797675,,432.139275
,,250.1163,521.8337,,432.1902
,,250.127325,521.8484,,432.235225
,,250.152075,521.855625,,432.26785
,,250.1629,521.90875,,432.315675
,,250.1724,521.915675,,432.34715
,,250.18135,521.938375,,432.458525
,,250.1902,521.962075,,432.503125
,,250.19625,521.9797,,432.51795
,,250.2037,522.008175,,432.5347
,,250.2114,522.0293,,432.5465
,,250.218325,522.091275,,432.55515
,,250.2271,522.126675,,432.5683
,,250.23595,522.17675,,432.5808
,,250.24325,522.215975,,432.593875
,,250.250375,522.26015,,432.63505
,,250.2795,522.292475,,432.649525
,,250.298575,522.378275,,432.6635
,,250.307375,522.454675,,432.67965
,,250.318475,522.484725,,432.707375
,,250.33215,522.4892,,432.744
,,250.339675,522.5561,,432.756525
,,250.352525,522.58365,,432.76855
,,250.366275,522.59775,,432.783125
,,250.3787,522.607,,432.7968
,,250.389725,522.620025,,432.8121
,,250.4096,522.65445,,432.8487
,,250.426975,522.663825,,432.875475
,,250.44165,522.67245,,432.9614
,,250.4553,522.759425,,432.995325
,,250.4697,522.786825,,433.071175
,,250.4917,522.797225,,433.09525
,,250.508725,522.84845,,433.119825
,,250.52715,522.85855,,433.137175
,,250.551325,523.046675,,433.1678
,,250.589025,523.06025,,433.20915
,,250.6081,523.0639,,433.2291
,,250.6162,523.08265,,433.24705
,,250.624525,523.151,,433.262325
,,250.636075,523.16675,,433.27515
,,250.650725,523.1693,,433.358575
,,250.66225,523.17615,,433.408525
,,250.66865,523.225725,,433.42495
,,250.6776,523.240625,,433.451625
,,250.6872,523.250325,,433.479275
,,250.695175,523.271475,,433.4937
,,250.7024,523.282325,,433.519825
,,250.70905,523.28935,,433.53385
,,250.71815,523.330725,,433.5498
,,250.726,523.346325,,433.56305
,,250.75215,523.361725,,433.593825
,,250.7636,523.38325,,433.608575
,,250.772225,523.3877,,433.62605
,,250.781,523.406225,,433.637525
,,250.791775,523.407375,,433.65125
,,250.80185,523.41555,,433.663675
,,250.81865,523.419425,,433.67365
,,250.8293,523.42825,,433.703125
,,250.836275,523.4536,,433.713625
,,250.844375,523.46735,,433.741575
,,250.8525,523.483975,,433.782475
,,250.861625,523.53845,,433.80055
,,250.8736,523.576925,,433.84455
,,250.882525,523.57985,,433.859675
,,250.896475,523.584425,,433.8798
,,250.9078,523.611025,,433.9638
,,250.924775,523.6482,,433.9914
,,250.93575,523.672075,,434.02315
,,250.9598,523.70175,,434.08955
,,250.9691,523.742275,,434.128175
,,250.98345,523.78375,,434.15835
,,250.99885,523.788825,,434.173225
,,251.0213,523.80725,,434.1974
,,251.03355,523.864825,,434.211725
,,251.0404,523.898275,,434.231575
,,251.050575,523.9357,,434.268025
,,251.06245,523.941275,,434.293025
,,251.07135,523.98385,,434.3881
,,251.098775,524.00025,,434.405225
,,251.11095,524.0135,,434.431175
,,251.12185,524.021325,,434.4927
,,251.132425,524.08,,434.513375
,,251.142475,524.087075,,434.5327
,,251.157525,524.106525,,434.657575
,,251.168675,524.129675,,434.712975
,,251.1827,524.177425,,434.741675
,,251.189775,524.2033,,434.76725
,,251.2011,524.26315,,434.795
,,251.2229,524.28085,,434.81775
,,251.2351,524.292425,,434.865675
,,251.24385,524.297825,,434.89805
,,251.261425,524.30495,,434.953825
,,251.275075,524.319425,,435.005275
,,251.292125,524.3256,,435.023725
,,251.304175,524.33135,,435.057
,,251.3121,524.3401,,435.071925
,,251.3263,524.354875,,435.097175
,,251.3389,524.3562,,435.1116
,,251.351725,524.366725,,435.131775
,,251.3663,524.381825,,435.151475
,,251.3793,524.446575,,435.198025
,,251.391025,524.5242,,435.214575
,,251.402275,524.552925,,435.22735
,,251.413775,524.58615,,435.24205
,,251.423375,524.71915,,435.265975
,,251.43365,524.7538,,435.279875
,,251.450675,524.783175,,435.30545
,,251.468275,524.7898,,435.318175
,,251.492725,524.8202,,435.331925
,,251.509875,524.830325,,435.352
,,251.529475,524.8855,,435.4238
,,251.542725,524.896125,,435.6197
,,251.55805,524.926275,,435.640025
,,251.576925,524.93475,,435.681525
,,251.59965,524.99915,,435.706
,,251.614475,525.010475,,435.738
,,251.62905,525.0429,,435.771075
,,251.6495,525.0534,,435.792675
,,251.670275,525.093675,,435.83405
,,251.6918,525.130325,,435.8498
,,251.703875,525.180775,,435.920525
,,251.7205,525.207375,,435.9606
,,251.73365,525.244225,,436.02995
,,251.7632,525.31655,,436.046
,,251.78295,525.377125,,436.07165
,,251.810125,525.4087,,436.09505
,,251.82795,525.419925,,436.1176
,,251.84625,525.481525,,436.1567
,,251.859,525.5571,,436.365925
,,251.87355,525.602,,436.396075
,,251.900975,525.6368,,436.41745
,,251.915975,525.646575,,436.431375
,,251.926225,525.674625,,436.44415
,,251.93685,525.7724,,436.455825
,,251.954625,525.79895,,436.468075
,,251.966375,525.81065,,436.495575
,,252.003425,525.81205,,436.50535
,,252.0154,525.8185,,436.515425
,,252.0284,525.825175,,436.52565
,,252.04265,525.835,,436.541675
,,252.063,525.876075,,436.5518
,,252.077225,525.889825,,436.56245
,,252.0962,525.917,,436.575575
,,252.10775,525.929825,,436.58735
,,252.1264,525.938175,,436.607025
,,252.14045,525.990475,,436.61575
,,252.156375,526.027125,,436.635375
,,252.171025,526.082925,,436.647475
,,252.182375,526.0934,,436.6582
,,252.20085,526.267575,,436.6691
,,252.222675,526.2813,,436.678275
,,252.235925,526.330825,,436.6893
,,252.259025,526.386125,,436.70055
,,252.28975,526.403725,,436.71295
,,252.31545,526.45945,,436.715275
,,252.331425,526.4725,,436.723975
,,252.345425,526.4831,,436.735975
,,252.37125,526.506225,,436.75145
,,252.38565,526.53485,,436.762525
,,252.400275,526.56995,,436.7725
,,252.423625,526.6031,,436.78485
,,252.436475,526.6834,,436.799225
,,252.45455,526.7363,,436.81845
,,252.476425,526.7735,,436.835825
,,252.504475,526.8109,,436.8621
,,252.51955,526.829775,,436.8785
,,252.53675,526.8824,,436.914475
,,252.550025,526.910575,,436.940825
,,252.57065,526.926,,436.9532
,,252.585975,526.987675,,436.985075
,,252.604725,527.003175,,437.001575
,,252.62225,527.0681,,437.01385
,,252.638325,527.10295,,437.0744
,,252.649975,527.1402,,437.0996
,,252.6667,527.171925,,437.119575
,,252.675525,527.1938,,437.152975
,,252.68545,527.200125,,437.170975
,,252.6921,527.20495,,437.20465
,,252.704225,527.211925,,437.2288
,,252.7187,527.2315,,437.3228
,,252.728425,527.2471,,437.3589
,,252.7385,527.26425,,437.3884
,,252.754175,527.2665,,437.414675
,,252.76685,527.2789,,437.443775
,,252.7828,527.352725,,437.459425
,,252.809225,527.37155,,437.471075
,,252.8367,527.5068,,437.486
,,252.897675,527.541325,,437.501025
,,252.922425,527.554725,,437.51815
,,252.955475,527.5639,,437.553825
,,252.9646,527.5951,,437.5662
,,252.981625,527.7321,,437.582875
,,252.993825,527.768725,,437.597575
,,253.013775,527.797975,,437.6124
,,253.0356,527.840375,,437.63
,,253.059525,527.8596,,437.6447
,,253.076025,527.8969,,437.65695
,,253.091225,527.916025,,437.6634
,,253.1037,527.939175,,437.688625
,,253.115875,527.969925,,437.7017
,,253.1263,528.01395,,437.7292
,,253.150825,528.05525,,437.75245
,,253.178525,528.083375,,437.7808
,,253.221525,528.104725,,437.815025
,,253.24125,528.14545,,437.832825
,,253.2764,528.182,,437.91045
,,253.296325,528.202175,,437.94395
,,253.311725,528.2295,,437.98195
,,253.34475,528.24235,,437.9939
,,253.400875,528.327425,,438.014575
,,253.414975,528.346275,,438.026075
,,253.4352,528.36625,,438.0513
,,253.4504,528.3777,,438.07285
,,253.4683,528.4379,,438.112575
,,253.490575,528.4807,,438.146825
,,253.517125,528.50225,,438.159
,,253.53925,528.540825,,438.171975
,,253.556575,528.560075,,438.194125
,,253.566275,528.5866,,438.2136
,,253.586525,528.6004,,438.23515
,,253.60695,528.620125,,438.281675
,,253.624475,528.65775,,438.31275
,,253.634575,528.719475,,438.336475
,,253.649875,528.748975,,438.360725
,,253.665775,528.7723,,438.38015
,,253.68015,528.80105,,438.395475
,,253.6914,528.828825,,438.430875
,,253.704975,528.847425,,438.45105
,,253.721075,528.920875,,438.46575
,,253.7432,528.957625,,438.488175
,,253.757325,528.961625,,438.507525
,,253.77815,528.96795,,438.55315
,,253.8017,529.01615,,438.58275
,,253.817575,529.029275,,438.6169
,,253.836025,529.102525,,438.63055
,,253.85035,529.23115,,438.659525
,,253.866075,529.2828,,438.6805
,,253.880525,529.3574,,438.750475
,,253.895975,529.3752,,438.800275
,,253.915925,529.405,,438.838
,,253.932375,529.445175,,438.858075
,,253.96195,529.46225,,438.8823
,,253.998275,529.506775,,438.910375
,,254.0189,529.533,,438.979225
,,254.033025,529.57625,,439.17595
,,254.04305,529.591725,,439.2288
,,254.052325,529.635925,,439.272975
,,254.060025,529.66575,,439.451075
,,254.07275,529.6986,,439.4671
,,254.086725,529.7496,,439.4891
,,254.1142,529.7645,,439.515875
,,254.1283,529.7713,,439.553475
,,254.144175,529.79885,,439.58715
,,254.16955,529.80965,,439.622525
,,254.180075,529.830625,,439.75585
,,254.192525,529.8364,,439.7691
,,254.202875,529.844175,,439.785775
,,254.214025,529.864675,,439.79905
,,254.231275,529.86935,,439.8132
,,254.247725,529.875275,,439.8258
,,254.266925,529.8895,,439.83385
,,254.289875,529.890475,,439.8385
,,254.3085,529.922325,,439.8491
,,254.322525,529.98125,,439.859425
,,254.33715,530.008675,,439.873825
,,254.3531,530.028475,,439.8892
,,254.388,530.08015,,439.902025
,,254.4091,530.098025,,439.9331
,,254.42105,530.101375,,439.96495
,,254.434675,530.12965,,440.015575
,,254.45725,530.153175,,440.035575
,,254.486675,530.193875,,440.055525
,,254.502075,530.20275,,440.070275
,,254.5688,530.22045,,440.08355
,,254.582375,530.229625,,440.101425
,,254.596025,530.25305,,440.121625
,,254.606525,530.274775,,440.1364
,,254.64865,530.2917,,440.1543
,,254.6655,530.313275,,440.173875
,,254.675475,530.428,,440.186225
,,254.69735,530.48905,,440.197325
,,254.70665,530.5675,,440.200675
,,254.72675,530.63815,,440.20875
,,254.7385,530.6753,,440.22475
,,254.74735,530.678925,,440.24485
,,254.756375,530.690025,,440.2647
,,254.76135,530.726925,,440.276975
,,254.76995,530.764975,,440.2928
,,254.78605,530.7766,,440.327375
,,254.80045,530.823075,,440.341
,,254.80865,530.83745,,440.357525
,,254.81585,530.84675,,440.375225
,,254.820125,530.854325,,440.39795
,,254.82545,530.862225,,440.4188
,,254.8323,530.90305,,440.517425
,,254.836825,530.94185,,440.5446
,,254.844975,530.98895,,440.65195
,,254.851,531.017925,,440.6808
,,254.85755,531.108175,,440.69555
,,254.86475,531.11055,,440.7425
,,254.87,531.1496,,440.760775
,,254.8764,531.1553,,440.78185
,,254.887025,531.227025,,440.82385
,,254.893475,531.238675,,440.85665
,,254.905225,531.2532,,440.90045
,,254.922425,531.2567,,440.916375
,,254.93095,531.32445,,440.935
,,254.938,531.350175,,440.958575
,,254.947225,531.379325,,441.245
,,254.9545,531.38265,,441.27885
,,254.963725,531.39665,,441.33435
,,254.977325,531.40945,,441.352725
,,254.987225,531.4299,,441.3784
,,254.996425,531.47365,,441.391525
,,255.010925,531.634,,441.417825
,,255.036375,531.692675,,441.433375
,,255.05605,531.744825,,441.4601
,,255.0703,531.847825,,441.476225
,,255.0979,531.862475,,441.488475
,,255.12205,531.930275,,441.50255
,,255.14875,532.005275,,441.506875
,,255.177775,532.079325,,441.519375
,,255.193525,532.11905,,441.531425
,,255.22755,532.13355,,441.562625
,,255.24975,532.186025,,441.5767
,,255.266725,532.2105,,441.587975
,,255.285875,532.252075,,441.6031
,,255.3148,532.266575,,441.61415
,,255.33145,532.2802,,441.627675
,,255.36595,532.292975,,441.642325
,,255.382375,532.307725,,441.7011
,,255.3862,532.3194,,441.724475
,,255.423375,532.324725,,441.735175
,,255.439575,532.352025,,441.747775
,,255.460325,532.38875,,441.765525
,,255.471075,532.4132,,441.7817
,,255.4945,532.467425,,441.814625
,,255.524575,532.4801,,441.829775
,,255.544125,532.492775,,441.854875
,,255.55855,532.517575,,441.86785
,,255.568925,532.577225,,441.888875
,,255.57555,532.59825,,441.911275
,,255.587475,532.627025,,441.924975
,,255.5961,532.7099,,441.93565
,,255.603475,532.73665,,441.9492
,,255.61325,532.7478,,441.961275
,,255.6195,532.771675,,441.9723
,,255.6248,532.8008,,441.984
,,255.637175,532.855875,,442.010225
,,255.6547,532.857075,,442.04215
,,255.663775,532.8831,,442.057075
,,255.675375,532.91535,,442.072025
,,255.6978,532.932425,,442.0874
,,255.70925,532.937525,,442.101075
,,255.72145,532.94945,,442.1784
,,255.7458,532.971075,,442.20435
,,255.783975,532.983325,,442.228275
,,255.806375,533.02525,,442.25235
,,255.8176,533.0356,,442.26515
,,255.836175,533.060475,,442.281525
,,255.852325,533.0859,,442.29805
,,255.86185,533.13085,,442.317975
,,255.87455,533.167525,,442.35205
,,255.88245,533.20935,,442.433175
,,255.896,533.246975,,442.44115
,,255.908875,533.27315,,442.453925
,,255.920975,533.342225,,442.477675
,,255.934425,533.472875,,442.657725
,,255.949775,533.498525,,442.69145
,,255.961825,533.5208,,442.7078
,,255.9745,533.5306,,442.72235
,,255.99065,533.59435,,442.734375
,,255.999375,533.62235,,442.774625
,,256.0152,533.7426,,442.802725
,,256.0263,533.76535,,442.824975
,,256.037375,533.79255,,442.84095
,,256.066775,533.830025,,442.858425
,,256.08105,533.855725,,442.873075
,,256.098,533.87,,442.885425
,,256.114875,533.900625,,442.914175
,,256.140775,533.9123,,442.94155
,,256.15985,533.923775,,442.96405
,,256.174,533.932925,,442.9781
,,256.1854,533.943575,,442.9944
,,256.198725,534.0444,,443.013025
,,256.2081,534.06685,,443.03545
,,256.219175,534.0778,,443.055475
,,256.23475,534.117525,,443.069725
,,256.248425,534.170925,,443.09075
,,256.263775,534.178625,,443.11935
,,256.2817,534.20115,,443.133475
,,256.291175,534.2094,,443.1761
,,256.298675,534.24875,,443.1964
,,256.31615,534.26545,,443.2117
,,256.333225,534.2758,,443.240075
,,256.393625,534.298075,,443.28145
,,256.42345,534.310475,,443.293975
,,256.4427,534.319625,,443.308925
,,256.452725,534.36265,,443.486175
,,256.468675,534.373825,,443.57275
,,256.507725,534.380875,,443.606225
,,256.54485,534.39295,,443.63575
,,256.554975,534.46935,,443.656325
,,256.566475,534.476475,,443.6709
,,256.575175,534.525125,,443.6934
,,256.581975,534.54635,,443.71775
,,256.58935,534.555925,,443.75475
,,256.597475,534.5687,,443.8349
,,256.60525,534.584225,,443.892075
,,256.612,534.588675,,443.913225
,,256.618475,534.6364,,443.9363
,,256.64005,534.6731,,443.94875
,,256.649275,534.68565,,443.9765
,,256.6586,534.6986,,443.9884
,,256.664525,534.716025,,444.00125
,,256.671425,534.757575,,444.01365
,,256.679,534.765525,,444.02805
,,256.6957,534.884775,,444.0337
,,256.704725,534.8897,,444.038725
,,256.71165,534.90015,,444.043525
,,256.720075,534.91455,,444.105825
,,256.732375,535.040925,,444.12025
,,256.737525,535.09935,,444.192375
,,256.747225,535.146325,,444.2073
,,256.75515,535.1732,,444.298575
,,256.7658,535.202475,,444.311375
,,256.771725,535.218825,,444.32285
,,256.78365,535.230975,,444.36925
,,256.7913,535.245375,,444.379475
,,256.798275,535.253625,,444.389075
,,256.80945,535.260475,,444.4009
,,256.82165,535.26735,,444.42775
,,256.82955,535.2867,,444.44035
,,256.840375,535.37805,,444.4628
,,256.855225,535.39935,,444.489125
,,256.867775,535.415775,,444.5091
,,256.8777,535.4654,,444.527175
,,256.88695,535.4785,,444.546675
,,256.896675,535.517775,,444.59145
,,256.908,535.59485,,444.608025
,,256.917325,535.670775,,444.62255
,,256.927875,535.71905,,444.63735
,,256.937775,535.732825,,444.65035
,,256.9453,535.74565,,444.6724
,,256.958275,535.7663,,444.71155
,,256.9719,535.7741,,444.8211
,,256.984075,535.7773,,444.872025
,,256.99335,535.793025,,444.9353
,,257.006825,535.85375,,444.968825
,,257.018775,535.9501,,445.00795
,,257.03655,535.960675,,445.039375
,,257.050675,535.97935,,445.050575
,,257.0712,535.988125,,445.064625
,,257.089625,536.029625,,445.071725
,,257.10335,536.082975,,445.07855
,,257.115575,536.107875,,445.089775
,,257.122325,536.1258,,445.101425
,,257.13005,536.1559,,445.11675
,,257.133775,536.164525,,445.13195
,,257.1413,536.183725,,445.147625
,,257.148375,536.22715,,445.163875
,,257.159125,536.249825,,445.1851
,,257.1658,536.2603,,445.2131
,,257.173525,536.2861,,445.236575
,,257.1818,536.32515,,445.25725
,,257.1892,536.340025,,445.296225
,,257.195475,536.369125,,445.317525
,,257.204025,536.40595,,445.3292
,,257.20985,536.420275,,445.340225
,,257.213425,536.439,,445.3522
,,257.216675,536.453725,,445.36395
,,257.230675,536.484375,,445.377575
,,257.2408,536.53295,,445.396075
,,257.256975,536.5607,,445.4137
,,257.270925,536.5897,,445.429125
,,257.2807,536.6115,,445.4669
,,257.29065,536.67275,,445.49755
,,257.302,536.7164,,445.5176
,,257.324675,536.7527,,445.532625
,,257.3352,536.797375,,445.548175
,,257.354225,536.84695,,445.568775
,,257.36705,536.8799,,445.58335
,,257.38265,536.90915,,445.78385
,,257.39795,536.920475,,445.79715
,,257.413125,536.931775,,445.81615
,,257.438525,536.9441,,445.8404
,,257.46135,536.956625,,445.8764
,,257.483275,536.993925,,445.946
,,257.507925,537.006625,,445.95905
,,257.540575,537.017475,,445.9759
,,257.56055,537.03415,,445.99135
,,257.574225,537.05755,,446.024675
,,257.605475,537.07835,,446.116325
,,257.622925,537.1023,,446.1343
,,257.640625,537.146925,,446.16955
,,257.663675,537.150825,,446.188325
,,257.6911,537.174875,,446.214325
,,257.708925,537.20735,,446.246775
,,257.737525,537.329825,,446.287875
,,257.7547,537.3819,,446.30735
,,257.783025,537.438525,,446.32575
,,257.80815,537.47225,,446.33865
