SPK_SPKC01a (no effect),SPK_SPKC05a (inhibited),SPK_SPKC08a (inhibited),SPK_SPKC09a (no effect),SPK_SPKC12a (excited),SPK_SPKC13a (excited)
132.8251,100.098725,37.300425,79.754075,398.06345,62.2268
132.85115,100.654325,37.319925,79.769325,398.06695,62.27555
132.865525,100.8321,37.3388,79.79375,398.35615,62.31095
132.88065,100.9395,37.3628,79.825025,398.554325,62.331625
132.881775,100.996325,37.37615,79.851825,398.608475,62.3429
132.888175,101.038375,37.393225,79.952775,398.72535,62.40795
132.8898,101.100225,37.41785,79.964375,398.8343,62.458225
132.91025,101.13495,37.43855,79.967725,399.050475,62.5469
132.947875,101.16445,37.456325,79.987925,399.1309,62.565425
132.960475,101.17895,37.479975,80.019925,399.3316,62.59355
132.9719,101.323075,37.507975,80.0764,399.350125,62.6211
132.988825,101.35235,37.52055,80.080825,399.471475,62.648275
133.008175,101.394,37.53375,80.099675,400.207875,62.739875
133.048225,101.3975,37.564975,80.10765,400.277275,62.770925
133.0623,101.41385,37.58185,80.1229,400.365125,62.78585
133.0932,101.477525,37.604175,80.124825,400.4939,62.825975
133.107075,101.550275,37.621425,80.1557,400.591725,62.854275
133.126325,101.580625,37.639375,80.1879,401.150475,62.870525
133.143175,101.662275,37.659375,80.218,401.17295,62.9043
133.157175,101.8258,37.679425,80.241375,401.2242,62.92245
133.159675,101.8837,37.68485,80.257175,401.264225,62.93475
133.190875,101.909425,37.70675,80.325275,401.36475,62.953075
133.207375,101.949325,37.7186,80.365875,401.397,62.971775
133.237975,101.994675,37.736525,80.392175,401.4157,62.98615
133.2818,102.227725,37.76435,80.49065,401.48735,63.0046
133.30635,102.30375,37.786475,80.563825,401.540575,63.0173
133.320025,102.373575,37.80125,80.5804,401.629075,63.032875
133.33635,102.3971,37.818325,80.589725,401.87705,63.05865
133.363325,102.40355,37.8294,80.612025,401.89905,63.301675
133.372175,102.440875,37.84005,80.616475,401.949675,63.321275
133.402075,102.482475,37.849725,80.660425,402.04925,63.35655
133.420975,102.4933,37.858575,80.6781,402.09385,63.372525
133.439725,102.54965,37.867775,80.72025,402.141375,63.475075
133.4802,102.67135,37.888925,80.72655,402.17305,63.524625
133.4953,102.8071,37.901225,80.738375,402.2164,63.545875
133.507125,102.8525,37.907525,80.7409,402.298025,63.5759
133.5323,102.8813,37.917275,80.796,402.642275,63.594325
133.561775,102.899475,37.930975,80.8266,402.8136,63.614725
133.5853,103.01265,37.94265,80.8361,402.857775,63.635125
133.6089,103.09155,37.958725,80.85995,402.8859,63.65545
133.62605,103.1151,37.977025,80.8643,402.904275,63.678225
133.6471,103.143875,37.990025,80.87825,402.908925,63.70325
133.66985,103.16505,38.010925,80.884825,402.9778,63.72385
133.681625,103.1876,38.026625,80.894825,403.06985,63.745275
133.705925,103.209175,38.0445,80.901425,403.188075,63.767325
133.732,103.24165,38.05405,80.91015,403.2874,63.7815
133.807325,103.31045,38.07405,80.926875,403.300325,63.807725
133.8147,103.43645,38.0905,80.9424,403.4974,63.8253
133.8378,103.485775,38.11415,80.950875,403.582125,63.857475
133.850275,103.53465,38.13265,81.104025,403.956325,63.880275
133.8667,103.5969,38.152375,81.139125,404.18245,63.90985
133.925,103.659825,38.175725,81.144975,404.429075,63.92805
133.936825,103.71245,38.192175,81.158875,404.619525,63.974225
133.95905,103.744375,38.2031,81.1698,404.663025,64.282575
133.979375,103.801325,38.220975,81.2328,404.676275,64.306875
133.992175,103.828375,38.25325,81.255425,404.772525,64.321475
134.02235,103.86695,38.28615,81.2739,404.779125,64.338675
134.03075,103.939875,38.303925,81.287725,404.81825,64.4094
134.04495,103.968675,38.3349,81.308525,405.06785,64.481825
134.078,104.003225,38.36155,81.392225,405.490075,64.513425
134.0903,104.0221,38.3951,81.4001,406.26115,64.57855
134.10895,104.059925,38.421025,81.4117,406.302225,64.607925
134.133275,104.164075,38.447675,81.436475,406.335725,64.647125
134.148275,104.1951,38.4717,81.442925,406.483075,64.673575
134.164425,104.242725,38.490975,81.46505,406.535,64.699175
134.182725,104.4428,38.5032,81.66375,406.589825,64.71505
134.215575,104.632075,38.516275,81.6734,406.662325,64.73025
134.26315,104.7406,38.53835,81.78275,406.6893,64.753025
134.30155,104.76835,38.561775,81.807775,406.726125,64.774075
134.35285,104.789225,38.564025,81.815875,407.081775,64.7923
134.43535,104.814025,38.571275,81.841075,407.1686,64.807125
134.463025,104.94275,38.583075,81.84725,407.324425,64.8269
134.492425,105.003375,38.598325,81.903575,407.5311,64.846425
134.523,105.048625,38.6148,81.931825,408.323125,64.90315
134.596425,105.098325,38.632675,81.9757,408.343075,65.0174
134.6147,105.208475,38.6425,81.982275,408.504475,65.04125
134.6704,105.221275,38.6582,81.999525,409.791725,65.094575
134.724775,105.224525,38.670475,82.0112,410.397525,65.11065
134.73955,105.245,38.682075,82.019675,410.586625,65.14195
134.80065,105.36845,38.699375,82.037075,410.694975,65.1669
134.901775,105.38875,38.7237,82.06045,410.741375,65.18485
134.9435,105.417025,38.744425,82.068625,410.907325,65.208275
134.959875,105.531425,38.777675,82.082875,411.254675,65.222825
135.00565,105.545475,38.804725,82.129825,411.4955,65.24005
135.064725,105.561775,38.82345,82.135375,411.818275,65.27075
135.179925,105.69085,38.836525,82.215575,411.908525,65.276475
135.315875,105.720825,38.87635,82.26095,411.99605,65.29185
135.6017,105.769025,38.9032,82.293825,412.0834,65.321675
135.72185,105.809375,38.932875,82.32675,412.30555,65.354225
135.75855,105.833875,38.96465,82.37465,412.428225,65.419425
135.798775,105.929025,38.979925,82.4174,412.458575,65.48305
135.819625,105.997025,39.006875,82.45425,413.25125,65.502125
136.107275,106.027525,39.032025,82.472475,413.652625,65.529925
136.172,106.057175,39.059325,82.47855,413.713475,65.581025
136.30075,106.114075,39.075,82.48645,413.7696,65.6182
136.538425,106.255875,39.10035,82.5069,413.876125,65.650575
136.674625,106.291275,39.122025,82.514025,413.914775,65.67715
136.6993,106.31345,39.1384,82.547525,414.24275,65.787775
136.723,106.359525,39.163575,82.56585,414.346825,65.82485
136.790375,106.396525,39.218825,82.568075,414.434675,65.856775
136.827125,106.501925,39.239075,82.607175,414.53955,65.888625
137.028775,106.553575,39.260375,82.624575,414.6074,65.91025
137.0631,106.58465,39.2756,82.638825,414.757325,65.955575
137.295775,106.617025,39.29955,82.64075,414.831075,65.9746
137.342,106.6352,39.3386,82.657525,414.91245,65.988025
137.40285,106.6399,39.36795,82.672425,414.963625,66.0169
137.447525,106.642325,39.3856,82.6993,415.0135,66.2539
137.517775,106.6642,39.405275,82.732825,415.17985,66.27265
137.929925,106.690625,39.422475,82.7489,415.51065,66.29045
137.941275,106.738175,39.4406,82.76135,415.62015,66.31005
137.975775,106.77235,39.463225,82.7766,415.63305,66.3295
138.01705,106.83655,39.4965,82.8321,415.684025,66.344325
138.03975,106.84795,39.524925,82.839925,415.884,66.36445
138.389925,106.8509,39.561025,82.857075,416.060425,66.38345
138.45485,106.90935,39.585925,82.860025,416.144175,66.4039
138.51785,106.94245,39.6138,82.86995,416.308775,66.422375
138.594675,106.9709,39.652875,82.9121,416.3304,66.43995
138.634175,106.99185,39.68165,82.945825,416.70615,66.4572
138.7042,107.020525,39.683475,82.9614,416.73005,66.471825
138.74015,107.05495,39.741975,82.973575,416.806925,66.492875
138.8284,107.086175,39.757775,82.98135,416.918325,66.51045
139.011525,107.096375,39.77895,83.0059,417.1469,66.54615
139.060375,107.12165,39.8094,83.010425,417.1964,66.56475
139.14655,107.1407,39.852475,83.036875,417.2765,66.57935
139.187125,107.161025,39.869175,83.04355,417.474625,66.6068
139.38205,107.176475,39.88725,83.077425,417.68155,66.70645
139.416025,107.18375,39.922775,83.08145,417.778225,66.7399
139.4594,107.2677,39.974325,83.110675,417.8921,66.853
139.549275,107.288775,39.9975,83.115925,418.382725,66.879225
139.6273,107.308075,40.0218,83.1381,418.701725,66.899375
139.698975,107.31355,40.046325,83.14435,418.7685,66.931325
139.744825,107.32605,40.07075,83.1483,418.8089,66.95225
139.813725,107.3355,40.089075,83.15785,418.915175,66.988925
139.913,107.353975,40.139075,83.170225,418.98555,67.013275
139.94025,107.3715,40.1619,83.30485,419.255525,67.044075
139.983025,107.392875,40.213625,83.3232,419.3783,67.0648
140.046325,107.4093,40.234225,83.4104,419.43405,67.086875
140.12785,107.4552,40.25205,83.462975,419.4908,67.1039
140.189325,107.4718,40.26745,83.5001,419.509475,67.120525
140.217525,107.5127,40.2976,83.576,419.656425,67.1438
140.46185,107.530625,40.3402,83.59995,419.68845,67.1655
140.74975,107.544525,40.3747,83.604025,419.7713,67.187725
140.829475,107.572625,40.390325,83.626225,419.8129,67.206425
140.83485,107.63385,40.459125,83.632,419.9504,67.232075
140.848675,107.655775,40.47015,83.682825,419.95885,67.264125
140.8806,107.72925,40.48385,83.687075,420.105725,67.277925
140.912825,107.831675,40.516625,83.706275,420.237225,67.292875
140.958175,107.889725,40.54115,83.71575,420.34765,67.3075
140.98305,107.9143,40.550375,83.779925,420.4037,67.32535
140.987525,107.9516,40.55535,83.79345,420.408675,67.3375
141.0413,107.9927,40.568675,83.8425,420.4156,67.3406
141.265475,108.014375,40.584325,83.85795,420.4294,67.3457
141.351425,108.04355,40.6055,83.86955,420.459025,67.35235
141.402425,108.08785,40.61975,83.92265,420.544375,67.363775
141.441875,108.1112,40.636025,84.036425,420.551225,67.376
141.494325,108.1366,40.65315,84.05745,420.571875,67.38905
141.527925,108.17285,40.66825,84.080775,420.773025,67.403125
141.601275,108.21975,40.68465,84.087925,420.784275,67.404775
141.957175,108.27055,40.6984,84.08955,420.824125,67.41385
142.016675,108.3647,40.73455,84.092375,421.0474,67.433625
142.02955,108.454625,40.784775,84.097,421.2853,67.443325
142.0551,108.491525,40.83055,84.104375,421.445325,67.4534
142.09925,108.506975,40.86235,84.117125,421.758975,67.464475
142.14825,108.535875,40.8974,84.15565,421.931825,67.490375
142.168625,108.560675,40.917175,84.15715,421.93845,67.5288
142.2986,108.634,40.956775,84.235475,421.98475,67.539825
142.401675,108.6684,40.9791,84.2622,422.878425,67.552625
142.430275,108.7388,40.997725,84.298325,422.8919,67.5638
142.5438,108.7512,41.0233,84.302525,423.029675,67.573325
142.6185,108.8635,41.05105,84.335925,423.09585,67.598475
142.635675,109.000475,41.07085,84.38745,423.89305,67.6085
142.664925,109.073625,41.0863,84.444475,423.93805,67.6184
142.693425,109.1116,41.10465,84.4656,423.945675,67.633675
142.74305,109.139225,41.119025,84.471975,424.106225,67.652075
142.781225,109.206775,41.1475,84.474175,424.15165,67.661875
142.8355,109.272925,41.175175,84.498,424.2165,67.67155
142.891175,109.3316,41.193975,84.54505,424.633925,67.694325
142.992875,109.393475,41.240825,84.59065,424.987725,67.708625
143.01355,109.4993,41.266225,84.61695,425.0722,67.731525
143.048875,109.547275,41.339875,84.626125,425.089875,67.752225
143.087875,109.597575,41.350825,84.684475,425.20075,67.759875
143.22195,109.630325,41.37115,84.763525,425.30285,67.77155
143.3139,109.678175,41.37385,84.84305,425.379725,67.79695
143.3371,109.815025,41.389075,84.85735,425.530375,67.80625
143.393975,109.843775,41.40735,84.86675,425.542625,67.816525
143.48625,109.993525,41.427075,84.880375,425.8012,67.8263
143.551725,110.078925,41.4499,84.898475,425.89535,67.8375
143.5563,110.2774,41.46915,84.9339,426.557275,67.861725
143.675025,110.3286,41.49665,85.03565,427.2458,67.914675
143.7266,110.44115,41.523175,85.062125,427.267675,67.92905
143.79465,110.470975,41.550575,85.07455,427.3021,67.95625
143.855,110.548775,41.569,85.182,427.767875,67.97785
143.906575,110.610125,41.598325,85.238925,428.019325,67.99415
143.933075,110.79635,41.60745,85.31885,428.04765,68.0042
143.9807,110.912875,41.624525,85.381175,428.1126,68.011175
144.038175,110.999625,41.63765,85.38345,428.197375,68.0264
144.068375,111.179425,41.659725,85.4087,428.255975,68.044275
144.0952,111.19975,41.67655,85.433775,428.2765,68.059125
144.144625,111.203525,41.69985,85.454525,428.295025,68.08615
144.1531,111.223575,41.715675,85.464325,428.359975,68.102625
144.2984,111.2733,41.75545,85.48895,428.536475,68.116325
144.373375,111.3164,41.796175,85.49905,428.55985,68.1311
144.5576,111.4362,41.8359,85.50805,429.0098,68.144525
144.65735,111.497825,41.86825,85.51735,429.0415,68.161425
144.88125,111.651225,41.90345,85.551775,430.1372,68.17415
144.98495,111.6585,41.9319,85.569425,430.22385,68.1909
145.0323,111.68955,41.952575,85.6185,430.4378,68.206625
145.0898,111.737275,41.984275,85.651975,430.481125,68.2331
145.1267,111.787175,41.99695,85.658525,430.4969,68.248175
145.1343,111.8538,42.0055,85.7292,430.5651,68.260775
145.335125,111.933375,42.009375,85.77815,430.6406,68.28125
145.450775,112.00425,42.0209,85.794,430.665025,68.296975
145.493175,112.0386,42.036475,85.8218,430.68475,68.312425
145.762075,112.1384,42.0546,85.83895,430.69565,68.339175
145.957725,112.27105,42.070575,85.883225,431.602025,68.374525
145.987325,112.35965,42.08835,85.955825,431.68755,68.408825
146.1211,112.403425,42.100825,86.04505,432.825775,68.42985
146.191075,112.4318,42.11525,86.060925,432.914675,68.455825
146.29295,112.471925,42.142125,86.075625,433.35375,68.475875
146.521625,112.5151,42.159875,86.093675,433.677525,68.4919
146.564375,112.56925,42.17985,86.105325,434.24185,68.507175
146.6313,112.59465,42.2019,86.193825,434.422625,68.520475
146.7761,112.62205,42.223725,86.21205,434.459725,68.539825
146.7952,112.650675,42.24285,86.245,434.587575,68.557425
146.92635,112.701075,42.25985,86.287825,434.60725,68.615475
147.1395,112.828225,42.28055,86.303975,435.413025,68.6481
147.2524,112.873475,42.299925,86.4032,435.480225,68.671975
147.322375,112.98165,42.312275,86.450825,435.499575,68.7122
147.3614,113.0231,42.32905,86.49005,435.563275,68.732575
147.925825,113.06855,42.34485,86.5176,435.78095,68.7498
148.086,113.125525,42.36205,86.57795,435.90755,68.781725
148.291425,113.209075,42.385125,86.630175,436.0817,68.805675
148.375375,113.3583,42.399425,86.68495,436.628225,68.82575
148.651375,113.4047,42.4093,86.690525,436.64055,68.845125
148.72965,113.406475,42.429275,86.711325,436.6814,68.86635
148.75475,113.448675,42.4458,86.761575,436.7036,68.89435
148.782275,113.4791,42.46115,86.80185,436.715275,68.928825
148.917425,113.51225,42.47625,86.86535,436.766725,68.956125
148.9235,113.55525,42.4957,86.9108,437.016875,69.1522
149.007825,113.6011,42.51205,86.92455,437.15,69.178475
149.09195,113.63405,42.531275,86.966175,437.203,69.2092
149.12755,113.67835,42.547125,86.980575,437.24545,69.229575
149.184425,113.7158,42.5683,87.0164,437.31075,69.373425
149.2859,113.753275,42.5862,87.086825,437.33265,69.39185
149.337475,113.790225,42.599,87.0979,437.5814,69.4058
149.407225,113.87315,42.619625,87.12035,437.775425,69.42375
149.42785,113.944975,42.651625,87.1403,437.90315,69.436025
149.476975,114.068125,42.669775,87.15955,437.93535,69.43855
149.66905,114.131825,42.684325,87.225725,438.0687,69.474825
149.701425,114.164375,42.703875,87.26145,438.1275,69.5161
149.728625,114.1968,42.72715,87.282225,438.243525,69.53155
149.847125,114.246575,42.760875,87.306025,438.275475,69.551975
149.8737,114.265575,42.79455,87.409525,438.311975,69.573325
149.93705,114.29185,42.819975,87.471675,438.3379,69.619425
149.95275,114.509975,42.839075,87.501375,438.684575,69.677525
150.024,114.534575,42.851425,87.53485,439.0767,69.69795
150.077875,114.564825,42.8649,87.59905,439.1094,69.71235
150.231825,114.61035,42.9275,87.670425,439.460875,69.73035
150.359475,114.7095,42.95095,87.67235,439.5905,69.758325
150.5101,114.741975,42.9658,87.692575,440.413675,69.788525
150.56355,114.869725,42.982125,87.700375,441.500225,69.80385
150.622,114.920175,43.00255,87.7376,441.7465,69.821275
150.6649,114.959125,43.0179,87.78965,442.240975,69.848175
150.7113,115.03595,43.04375,87.800975,442.2665,69.870375
150.80005,115.097825,43.0552,87.849675,442.40205,69.896175
150.874925,115.18385,43.072725,87.890925,442.53345,69.9183
150.9201,115.219525,43.09105,87.966375,442.606925,69.9363
150.97185,115.2848,43.10925,87.973,442.97565,69.956375
151.02615,115.327625,43.129625,87.984075,442.989025,69.97985
151.20665,115.364125,43.148375,87.996625,442.999625,70.0016
151.213925,115.39295,43.164275,88.199275,443.031225,70.014475
151.252925,115.42815,43.188025,88.3187,443.073,70.029425
151.4567,115.46555,43.2048,88.3473,443.137525,70.058525
151.553625,115.488325,43.218425,88.369975,443.1688,70.069725
151.5995,115.573225,43.230875,88.3943,443.18725,70.0861
151.6391,115.603675,43.285,88.417925,443.313625,70.108425
151.82775,115.669075,43.2959,88.447275,443.371275,70.139
151.936925,115.7456,43.31165,88.499075,443.45315,70.155375
151.955825,115.77775,43.3341,88.519875,443.5093,70.1755
152.01535,115.86155,43.35985,88.5369,443.58105,70.23695
152.041225,116.00005,43.3854,88.5864,443.647425,70.25875
152.066625,116.04085,43.4288,88.61355,443.86495,70.285875
152.07105,116.087575,43.4438,88.6843,444.031775,70.349925
152.09555,116.1325,43.459625,88.755525,444.1671,70.372425
152.1108,116.205175,43.476475,88.78545,444.210425,70.39715
152.1209,116.22495,43.5104,88.8084,444.239525,70.422575
152.1266,116.357575,43.554425,88.85175,444.360575,70.5829
152.1655,116.39795,43.573725,88.8766,444.454575,70.6335
152.182625,116.438325,43.586125,88.892925,444.492425,70.73645
152.2195,116.454775,43.610775,88.918725,444.53095,70.75455
152.23415,116.467775,43.624375,89.017875,444.549925,70.785875
152.253925,116.534825,43.63415,89.048825,444.9158,70.7997
152.2692,116.6116,43.647925,89.06635,445.375275,70.81365
152.281625,116.69895,43.665375,89.096425,445.59425,70.830575
152.325875,116.762175,43.6853,89.1088,445.678,70.846525
152.341925,116.8201,43.7045,89.142625,445.6936,71.021575
152.375875,116.869325,43.715175,89.184475,445.787975,71.063225
152.383,116.89905,43.7295,89.218325,445.9202,71.082525
152.387725,116.9482,43.741225,89.263725,445.945175,71.1047
152.414125,116.98845,43.7643,89.288375,445.97805,71.126675
