SPK_SPKC09a (no response),SPK_SPKC10a (inhi),SPK_SPKC13b (inhi),SPK_SPKC14a (no response),SPK_SPKC15a (inhi)
178.091675,164.850225,174.635275,126.7756,165.599825
178.190275,164.9004,174.8441,126.781575,165.6307
178.2289,164.9971,174.96925,126.802375,165.716025
178.331325,165.0428,174.978025,126.82025,165.8031
178.405125,165.272575,175.004575,126.8479,165.8411
178.4651,165.31725,175.0223,126.88285,165.9145
178.536125,165.319325,175.101725,126.908125,166.0144
178.58885,165.35475,175.1283,126.93915,166.052425
178.64085,165.3787,175.1814,126.985925,166.077475
178.7099,165.4014,175.19435,127.00025,166.1259
178.73115,165.41225,175.23905,127.022025,166.168425
178.7511,165.445425,175.272825,127.039675,166.201375
178.82085,165.48135,175.3889,127.054875,166.210325
178.858675,165.49325,175.4475,127.0605,166.238
179.05115,165.5105,175.470375,127.0757,166.275675
179.161675,165.52265,175.512675,127.087875,166.3014
179.24725,165.57925,175.557525,127.100175,166.52715
179.2933,165.60435,175.62365,127.11655,166.54245
179.3459,165.6117,175.655075,127.1504,166.56655
179.417,165.641925,175.7179,127.17945,166.5756
179.477275,165.700175,175.7309,127.2044,166.5841
179.488825,165.77665,175.789225,127.243025,166.590125
179.550875,165.88665,175.809025,127.268025,166.6181
179.638625,165.9616,175.92115,127.282825,166.653
179.6625,166.05005,175.967575,127.305075,166.66925
179.6754,166.0787,176.312875,127.331325,166.7075
179.750775,166.107125,176.37075,127.36085,166.74155
179.790675,166.148175,176.399225,127.371375,166.805425
179.9227,166.185525,176.431375,127.4046,166.83855
180.01585,166.289925,176.449325,127.452375,166.874725
180.113825,166.4532,176.480025,127.49495,166.923875
180.3041,166.470125,176.53825,127.5028,166.979725
180.3765,166.55945,176.5725,127.531,167.020375
180.547125,166.571625,176.622675,127.547425,167.100325
180.70015,166.60375,176.676075,127.559625,167.163525
180.78585,166.64245,176.71735,127.58685,167.196125
180.8803,166.653475,176.795025,127.6134,167.223925
181.0291,166.678975,176.854425,127.6503,167.2371
181.0675,166.7022,176.9109,127.6582,167.25165
181.29115,166.7375,177.07435,127.6694,167.273375
181.320275,166.775975,177.108825,127.67925,167.40185
181.4068,166.804725,177.1387,127.698825,167.417025
181.43575,166.82485,177.176775,127.726325,167.467775
181.463475,166.865425,177.260075,127.760575,167.59295
181.5226,166.99485,177.336425,127.76555,167.6083
181.58065,167.033825,177.353925,127.80295,167.6319
181.626625,167.0539,177.450475,127.811925,167.658725
181.72705,167.0622,177.464025,127.8312,167.667675
181.763625,167.152475,177.480125,127.873125,167.69105
181.7812,167.2334,177.630675,127.880375,167.7137
181.8191,167.2732,177.64125,127.89005,167.7363
181.850925,167.31385,177.685475,127.971,167.7617
181.893675,167.346575,177.71765,127.98825,167.812775
182.04645,167.381075,177.751775,128.0273,167.94055
182.118025,167.418825,177.808025,128.04065,168.00595
182.1488,167.512225,177.888,128.063275,168.07165
182.2387,167.5262,177.919075,128.1232,168.163525
182.27095,167.58475,178.0685,128.130075,168.180975
182.329175,167.6149,178.08325,128.167025,168.217725
182.41085,167.6297,178.155025,128.2151,168.226275
182.480675,167.6564,178.204,128.248775,168.262525
182.5651,167.663325,178.258125,128.272975,168.2841
182.648625,167.671075,178.27195,128.3126,168.3093
182.719,167.67735,178.32395,128.34265,168.38645
182.78195,167.690275,178.3831,128.36545,168.411875
182.887425,167.715625,178.416,128.381675,168.49585
182.927375,167.742675,178.512675,128.39485,168.523975
182.997625,167.75905,178.62845,128.418225,168.581725
183.100625,167.78775,178.6544,128.438675,168.613525
183.148875,167.843825,178.69015,128.458675,168.64255
183.282275,167.876475,178.712325,128.472475,168.67905
183.331525,167.88215,178.726825,128.49735,168.711075
183.372975,168.018925,178.958825,128.55235,168.767875
183.428525,168.0478,179.0614,128.567975,168.855825
183.53735,168.1599,179.094725,128.6111,168.93425
183.606175,168.189,179.143925,128.6473,168.9901
183.65165,168.439625,179.179075,128.6714,169.013075
183.698525,168.463375,179.1883,128.6826,169.05565
183.73635,168.5002,179.216375,128.7106,169.131
183.81055,168.5234,179.35325,128.7117,169.2341
183.8536,168.558475,179.35995,128.741375,169.303975
183.88315,168.577025,179.427675,128.77795,169.3323
184.136325,168.604325,179.515775,128.808375,169.35235
184.29965,168.61805,179.5908,128.83485,169.36925
184.341075,168.6423,179.63315,128.874775,169.40055
184.444375,168.659275,179.747575,128.886325,169.542775
184.525475,168.791475,179.798025,128.91035,169.612325
184.5469,168.897025,179.826375,128.938775,169.627
184.5925,168.91715,179.8332,128.967875,169.661775
184.641925,169.1273,179.873075,129.0132,169.68545
184.7715,169.311625,179.9033,129.046825,169.702125
184.850525,169.324175,179.9245,129.0734,169.85935
184.899525,169.3384,179.976275,129.100075,170.006925
185.027575,169.351425,179.997525,129.1327,170.04805
185.11915,169.459675,180.1011,129.1594,170.058175
185.164975,169.483,180.159025,129.168675,170.158325
185.32725,169.5156,180.322025,129.1803,170.173725
185.4448,169.5209,180.4554,129.214325,170.38915
185.4965,169.55845,180.57495,129.25515,170.428875
185.599725,169.568275,180.595575,129.26555,170.657625
185.7749,169.6044,180.650325,129.268775,170.742725
185.864225,169.76625,180.77605,129.2823,170.78245
185.895,169.82165,180.80865,129.3039,170.8407
186.102925,169.831025,180.949225,129.325625,170.90605
186.158175,169.96005,181.011425,129.39045,171.010475
186.257475,169.9951,181.0592,129.4061,171.179075
186.333175,170.0353,181.07005,129.438325,171.241725
186.41125,170.06775,181.117225,129.446375,171.298025
186.426025,170.087825,181.125375,129.46025,171.3705
186.4803,170.3071,181.139125,129.47525,171.498025
186.5314,170.44055,181.177975,129.515375,171.528175
186.5952,170.479475,181.208,129.5502,171.55395
186.681175,170.538275,181.212825,129.58295,171.578225
186.730825,170.601275,181.2659,129.595875,171.798275
186.78795,170.66965,181.2854,129.6168,171.821675
186.8565,170.8454,181.43205,129.632175,171.838625
186.971325,170.9581,181.474075,129.646575,171.88505
187.01435,171.1283,181.491875,129.66375,172.0572
187.157025,171.261625,181.57745,129.6744,172.44315
187.261825,171.407775,181.6449,129.67645,172.48655
187.369725,171.48145,181.686425,129.682225,172.523075
187.50995,171.568475,181.709775,129.70305,172.72625
187.554475,171.581175,181.741,129.705675,172.773575
187.607825,171.6057,181.7881,129.7371,172.802325
187.689325,172.0813,181.8022,129.770525,172.8789
187.828475,172.123925,181.92215,129.8074,172.978475
187.864675,172.17015,181.9826,129.8355,173.0781
187.915575,172.223125,182.037025,129.86735,173.1033
187.99845,172.23215,182.344125,129.8952,173.3711
188.03915,172.275275,182.403175,129.925425,173.4283
188.084875,172.37535,182.429375,129.94145,173.53385
188.11175,172.49905,182.434625,129.9863,173.628625
188.153575,172.571775,182.483675,130.0105,173.656
188.24645,172.626425,182.5223,130.037775,173.8286
188.31765,172.669875,182.6372,130.057075,173.87375
188.3917,172.67425,182.71695,130.0956,174.0666
188.499125,172.685225,182.9498,130.10575,174.308225
188.523975,172.753525,182.98055,130.132525,174.3435
188.638875,172.957575,183.00085,130.199625,174.3653
188.710175,173.023525,183.01265,130.226025,174.3939
188.796075,173.068875,183.024725,130.25895,174.439575
188.8252,173.109625,183.054225,130.2811,174.459025
188.898525,173.14145,183.087175,130.30345,174.4847
189.013575,173.144925,183.09625,130.32615,174.628775
189.11225,173.178225,183.129325,130.408575,174.655475
189.222925,173.192525,183.148925,130.413325,174.677475
189.28305,173.2051,183.171075,130.440525,174.78795
189.42625,173.212825,183.1873,130.4663,174.821625
189.4979,173.235725,183.19195,130.4968,175.04895
189.586375,173.2491,183.203525,130.516625,175.095125
189.6821,173.25685,183.24145,130.549675,175.1346
189.688975,173.4133,183.248675,130.5691,175.172025
189.834375,173.428425,183.273225,130.5858,175.207025
189.8881,173.4817,183.3049,130.62465,175.246025
190.02005,173.50265,183.453875,130.629025,175.2963
190.081,173.553475,183.4638,130.65915,175.37825
190.319375,173.605775,183.604775,130.686575,175.498275
190.3828,173.6184,183.661075,130.691075,175.548575
190.449775,173.6537,183.68655,130.722625,175.605675
190.585125,173.66385,183.701675,130.72465,175.67885
190.72285,173.697575,183.72305,130.740925,175.7156
190.7523,173.8316,183.7667,130.753275,175.739625
190.862475,173.89415,183.785375,130.768175,175.778025
190.93345,173.94525,183.840325,130.79055,175.8376
191.051625,174.046925,183.875125,130.829925,175.8977
191.1009,174.07665,183.96185,130.853725,175.918125
191.2713,174.11385,184.0377,130.9013,175.957575
191.359625,174.124175,184.043925,130.9477,175.998725
191.421175,174.19845,184.192525,130.97205,176.046775
191.538675,174.20905,184.22975,130.979575,176.069575
191.551275,174.219,184.2818,131.05155,176.08625
191.60485,174.393025,184.483525,131.06985,176.161075
191.6699,174.487675,184.496025,131.093275,176.2767
191.745025,174.76975,184.580825,131.1362,176.3408
191.8191,174.822275,184.6158,131.154775,176.39825
191.8912,174.83205,184.942625,131.191925,176.412875
191.921525,174.836775,185.109875,131.215075,176.481175
192.037025,174.860875,185.21295,131.24925,176.547925
192.06915,174.90635,185.268625,131.27205,176.707225
192.251325,175.09605,185.35115,131.28405,176.79065
192.3343,175.132425,185.4313,131.288575,176.82525
192.371625,175.276325,185.765825,131.297625,176.8615
192.413475,175.294825,185.830775,131.310375,176.913925
192.47595,175.330525,185.90105,131.3235,176.936875
192.5204,175.3527,185.926875,131.3356,177.01045
192.5825,175.380925,186.2148,131.33975,177.1025
192.6851,175.4144,186.330925,131.3509,177.12955
192.82445,175.4653,186.420425,131.36785,177.1856
192.86695,175.52075,186.51435,131.414475,177.2277
192.943975,175.586425,186.557875,131.469,177.288775
193.110275,175.6001,186.60185,131.505025,177.3533
193.1794,175.617925,186.61525,131.5086,177.385575
193.231625,175.640625,186.64255,131.549775,177.406575
193.316725,175.703575,186.675175,131.56495,177.43145
193.357775,175.742475,186.752075,131.57645,177.445075
193.425,175.8072,186.87475,131.60695,177.6091
193.473375,175.944325,187.034525,131.62,177.694225
193.512625,176.011875,187.05275,131.637375,177.718875
193.573575,176.049975,187.058625,131.6761,177.72675
193.629475,176.074725,187.083325,131.714,177.7531
193.71455,176.081275,187.101675,131.718625,177.771
193.80375,176.08595,187.1476,131.75015,177.7767
193.863725,176.0892,187.175775,131.7816,177.802975
193.874625,176.099,187.228875,131.824175,177.822975
193.9808,176.12885,187.239225,131.8601,177.830275
194.02805,176.146325,187.31585,131.902975,177.83935
194.044825,176.163475,187.420325,131.96175,177.85475
194.070725,176.196075,187.496525,132.0048,177.859675
194.16465,176.302,187.516525,132.03305,177.8672
194.2211,176.385425,187.5283,132.067775,177.88275
194.328375,176.480025,187.567425,132.07955,177.9082
194.3738,176.56365,187.5958,132.084275,177.95925
194.41625,176.704025,187.60995,132.104475,178.00165
194.4667,176.818725,187.641675,132.14065,178.024775
194.5077,176.890875,187.663475,132.1486,178.041225
194.5499,176.89195,187.6903,132.17305,178.109475
194.616425,176.920175,187.700425,132.20025,178.134975
194.6624,176.936675,187.73365,132.230325,178.179125
194.785425,176.966725,187.769925,132.249225,178.234975
194.8423,177.09695,187.79135,132.25045,178.25945
194.843925,177.287525,187.8313,132.281475,178.305
194.92725,177.437325,187.8794,132.30105,178.376575
194.970175,177.45515,187.990125,132.306325,178.3971
195.0271,177.4737,188.013325,132.335725,178.416875
195.088925,177.495075,188.032625,132.343725,178.446525
195.137875,177.50605,188.0539,132.360325,178.454125
195.298675,177.729175,188.078175,132.377525,178.48805
195.400525,177.833675,188.11365,132.40725,178.522025
195.5258,177.841525,188.148275,132.427475,178.7015
195.59575,177.846225,188.1786,132.44935,178.73065
195.64855,177.875225,188.1871,132.5029,178.814575
195.670075,177.8928,188.20105,132.532475,178.855175
195.738425,177.9274,188.29915,132.548875,178.90565
195.845275,178.021425,188.361625,132.5735,178.932375
195.897425,178.066225,188.3896,132.576025,178.976925
195.95715,178.1033,188.4771,132.61745,179.00285
196.0903,178.383475,188.498125,132.619625,179.020875
196.132875,178.42495,188.5203,132.641675,179.046625
196.191775,178.437,188.538875,132.653575,179.0677
196.213575,178.464675,188.54915,132.673775,179.0961
196.268825,178.465725,188.7451,132.6884,179.121225
196.37215,178.494675,188.779125,132.726325,179.157175
196.461075,178.55985,188.796975,132.7478,179.179525
196.561375,178.598225,188.865125,132.784175,179.2236
196.61645,178.7924,188.879275,132.816025,179.25945
196.721575,178.99325,188.97595,132.832325,179.316225
196.7497,179.133125,188.9809,132.859025,179.3584
196.8434,179.1466,189.02375,132.8953,179.422
196.899675,179.537475,189.162375,132.905175,179.45045
196.95305,179.5599,189.2443,132.934575,179.4761
197.080875,179.663,189.2681,132.955825,179.533675
197.29235,179.776525,189.274525,132.97935,179.576125
197.381875,179.8263,189.33565,132.992025,179.6412
197.415575,179.949,189.411925,133.007225,179.732775
197.487425,179.95105,189.453525,133.01995,179.767325
197.547525,180.05175,189.719225,133.03635,179.789875
197.750175,180.05325,190.163825,133.06045,179.80995
197.837425,180.087725,190.198475,133.076525,179.8248
197.929925,180.0938,190.224825,133.092275,179.846225
198.141175,180.1308,190.2899,133.119325,179.8623
198.20685,180.1859,190.3491,133.148175,179.884075
198.268725,180.19895,190.372625,133.168825,179.897975
198.322125,180.202575,190.582,133.2007,179.921625
198.32325,180.2184,190.614425,133.244725,179.943
198.480375,180.268125,190.6289,133.273375,179.958275
198.598275,180.289275,190.84975,133.27725,179.9718
198.644325,180.3028,190.8886,133.28755,179.982425
198.7106,180.30795,190.929225,133.31995,180.0038
198.75685,180.371875,191.215925,133.3284,180.025525
198.768525,180.573475,191.257375,133.35165,180.0442
198.81815,180.670675,191.3177,133.38515,180.1084
198.852225,180.771825,191.476075,133.403525,180.13675
198.9118,180.891725,191.50325,133.445725,180.15595
198.943675,180.9672,191.52205,133.447025,180.20405
199.02885,181.032875,191.645025,133.45825,180.218925
199.084875,181.06815,191.64955,133.473325,180.262825
199.116375,181.084125,191.695225,133.483675,180.305875
199.150475,181.102975,191.714225,133.508775,180.3225
199.202275,181.160825,191.78015,133.52285,180.351925
199.32925,181.16905,191.79545,133.534375,180.373825
199.3824,181.20625,191.816575,133.554075,180.433875
199.4622,181.24215,191.839575,133.5645,180.485275
199.522175,181.251825,191.8453,133.576825,180.514625
199.6319,181.4379,191.865625,133.64275,180.532425
199.73085,181.475525,191.879675,133.646675,180.553825
199.79585,181.5272,191.9443,133.67355,180.58675
199.855825,181.590125,191.966425,133.68145,180.605325
199.91175,181.645475,192.000875,133.700425,180.621025
199.9554,181.67475,192.21705,133.706625,180.637325
200.053025,181.694,192.241625,133.7247,180.6593
200.073575,181.703175,192.2916,133.757175,180.72885
200.107425,181.7134,192.33025,133.786475,180.74495
200.16775,181.714925,192.445625,133.807575,180.780675
200.311025,181.76475,192.4561,133.81285,180.843725
200.34425,181.795175,192.48865,133.841175,180.8977
200.4049,181.86215,192.541525,133.891975,180.929375
200.50785,181.98745,192.787175,133.91495,181.04235
200.6238,182.039425,192.9503,133.931475,181.073675
200.727275,182.1319,192.97035,133.991075,181.129725
200.84815,182.163925,192.996175,134.002525,181.17485
200.87915,182.176525,193.042025,134.0371,181.1837
200.94745,182.198825,193.59055,134.0699,181.300625
200.9977,182.2721,193.61855,134.100125,181.5117
201.0831,182.433375,193.834275,134.1752,181.5751
201.14595,182.479425,193.855575,134.21035,181.62605
201.2099,182.56885,193.8959,134.246825,181.723325
201.306275,182.57915,193.909075,134.266375,181.763275
201.3427,182.6113,193.9689,134.289975,181.78425
201.404725,182.621025,194.06155,134.3364,181.812875
201.442975,182.640875,194.094725,134.350575,181.895275
201.648025,182.6535,194.2,134.376275,181.9297
201.696575,182.71055,194.2373,134.404925,181.962925
201.733025,182.9045,194.340825,134.43365,181.978675
201.813625,182.931125,194.493525,134.45215,182.0089
202.40205,183.108175,194.52095,134.46375,182.04265
202.462475,183.22505,194.55195,134.469,182.0684
202.5096,183.50505,194.57735,134.49305,182.102925
202.7456,183.535575,194.59855,134.521575,182.1788
203.0142,183.6092,194.656475,134.541025,182.197325
203.02085,183.68545,194.661525,134.5437,182.250875
203.1291,183.763325,194.682875,134.574325,182.296875
203.232175,183.787675,194.71375,134.607975,182.32705
203.3357,183.79165,194.7236,134.63865,182.3526
203.388975,183.810375,194.78385,134.662125,182.390425
203.609175,183.817,194.79315,134.6817,182.4306
203.636125,183.825875,194.856275,134.697525,182.446925
203.703125,183.85245,194.890175,134.73015,182.461075
203.745975,183.8893,195.078175,134.761025,182.481375
203.916825,183.939625,195.091875,134.7799,182.509625
203.943025,183.96475,195.150325,134.812525,182.5348
204.042125,184.0273,195.18925,134.84145,182.542275
204.12715,184.0579,195.261575,134.8471,182.56715
204.1632,184.150475,195.476575,134.8694,182.58355
204.20395,184.190925,195.52805,134.893775,182.609725
204.21595,184.356275,195.576425,134.920925,182.62975
204.453125,184.403025,195.617975,134.943,182.65655
204.587775,184.4395,195.703175,134.972475,182.678625
204.672575,184.469625,195.727925,135.003625,182.706
204.919325,184.479325,195.926725,135.04155,182.85145
204.95355,184.48985,195.956025,135.0774,183.0273
205.036325,184.505925,195.99905,135.10515,183.408925
205.085025,184.51265,196.0851,135.1287,183.45065
205.1988,184.530075,196.0989,135.15305,183.48765
205.340625,184.5586,196.105875,135.194175,183.4987
205.3809,184.56495,196.1299,135.20365,183.618475
205.419125,184.581825,196.139775,135.2303,183.69225
205.49105,184.5867,196.1682,135.269525,183.728775
205.5717,184.6109,196.21835,135.288775,183.77255
205.666525,184.89925,196.26815,135.316225,183.833475
205.7741,184.907525,196.302875,135.345675,183.918625
205.860825,184.987875,196.3571,135.350875,183.9666
205.995525,184.99715,196.381425,135.395025,184.048575
206.081875,185.038425,196.6832,135.433225,184.0658
206.1793,185.08235,196.713875,135.483,184.081075
206.330275,185.143575,196.7861,135.566725,184.08775
206.35255,185.278025,196.7974,135.607325,184.113175
206.535125,185.2876,196.8266,135.618075,184.1326
206.644,185.3271,196.861975,135.632975,184.143425
206.679175,185.3399,196.991375,135.6705,184.152725
206.713125,185.3601,197.0579,135.695425,184.162125
206.8005,185.370125,197.132025,135.706225,184.182225
207.02005,185.388525,197.183275,135.713875,184.200725
207.099225,185.413675,197.26345,135.742875,184.2195
207.166775,185.447925,197.30405,135.760425,184.243525
207.2906,185.4594,197.332625,135.7801,184.2608
207.292725,185.47545,197.519875,135.791,184.303025
207.37585,185.491775,197.586475,135.802625,184.383625
207.451175,185.503275,197.657275,135.83965,184.395875
207.641475,185.62425,197.6697,135.845725,184.4816
207.651125,185.660775,197.711625,135.869625,184.503225
207.807325,185.768,197.92205,135.8764,184.520375
207.839125,185.773125,197.972175,135.8973,184.543775
207.914175,185.839525,198.004375,135.90725,184.552375
207.97815,185.9324,198.0487,135.94345,184.574175
208.066625,185.983325,198.06205,135.971575,184.6047
208.2028,185.994875,198.1121,135.986975,184.63235
208.2522,186.0204,198.12755,136.034825,184.649875
208.634,186.028975,198.149625,136.06655,184.67545
208.747125,186.051825,198.1633,136.109275,184.715825
208.82195,186.0657,198.170775,136.191025,184.74305
208.845525,186.07505,198.189475,136.196525,184.754325
208.8952,186.0986,198.19355,136.229725,184.7841
208.97405,186.1238,198.211475,136.2638,184.797775
209.200575,186.18065,198.21965,136.315675,184.8553
209.353925,186.2232,198.240825,136.334675,184.896
209.395125,186.293825,198.2491,136.364125,184.917425
209.493975,186.327575,198.2563,136.3894,184.936825
209.538675,186.343225,198.26635,136.421275,184.965625
209.69545,186.35995,198.270825,136.4449,184.9868
209.854825,186.38975,198.294025,136.520275,185.010325
210.053425,186.41205,198.3106,136.5395,185.021225
210.1873,186.4303,198.333325,136.548125,185.045625
210.40905,186.5105,198.353425,136.5616,185.0822
210.4399,186.5867,198.3911,136.566825,185.125225
210.539975,186.61035,198.460225,136.578325,185.160875
210.599425,186.615775,198.56365,136.584625,185.174725
210.696825,186.666975,198.633075,136.5969,185.22695
210.7138,186.67175,198.7465,136.61335,185.248375
210.754075,186.723975,198.9084,136.64085,185.26925
210.81745,186.732025,199.06175,136.647525,185.285375
210.983775,186.788825,199.1053,136.6594,185.31665
211.273075,186.853725,199.238425,136.682625,185.34845
211.3572,186.91825,199.2714,136.75355,185.362375
211.412475,186.96435,199.3718,136.780275,185.369875
211.46595,187.021275,199.476825,136.8017,185.391775
211.57025,187.0598,199.522125,136.828475,185.4013
211.59315,187.06175,199.696275,136.857925,185.4252
211.658475,187.107375,199.795475,136.88985,185.452775
211.702375,187.137875,199.885625,136.9069,185.4716
211.750575,187.148725,199.9276,136.93315,185.476875
211.8496,187.1583,199.9422,136.946775,185.49925
212.006,187.2735,200.008825,136.961575,185.617675
212.016575,187.276925,200.04785,136.9827,185.6735
212.120775,187.32815,200.053575,136.999725,185.724575
212.14435,187.4966,200.128925,137.0199,185.763725
212.207675,187.5517,200.1466,137.0493,185.779275
212.2656,187.555525,200.317425,137.081525,185.801575
212.547625,187.585975,200.351,137.109825,185.888
212.636175,187.616725,200.382275,137.13975,185.91265
212.670625,187.634825,200.425525,137.142375,185.92805
212.860375,187.64985,200.65125,137.1731,185.947
212.8841,187.660475,200.714925,137.184825,185.9616
212.987425,187.6692,200.766125,137.19735,185.988275
213.079875,187.6868,200.776625,137.215775,186.1295
213.38145,187.7033,200.798625,137.23595,186.159075
213.409825,187.82655,200.81185,137.256425,186.20665
213.48525,187.8576,200.8517,137.292375,186.261825
213.519175,187.883825,200.888575,137.318725,186.29535
213.688775,188.020125,200.914675,137.3336,186.355425
213.804925,188.445925,200.935125,137.348975,186.397
213.904925,188.5227,200.96245,137.364975,186.428475
213.9943,188.687125,200.978525,137.376375,186.495675
214.03065,188.700325,200.9964,137.389675,186.613825
214.088625,188.721025,201.015075,137.4043,186.645275
214.17205,188.758325,201.0214,137.440075,186.66895
214.226275,188.7995,201.03855,137.4623,186.702725
214.242275,188.808275,201.05955,137.473925,186.728075
214.37995,188.86365,201.10125,137.5098,186.749525
214.43525,188.8922,201.15605,137.540575,186.783075
214.702625,188.89745,201.261675,137.558725,186.831125
214.928825,189.0005,201.3054,137.5996,186.8642
214.941675,189.088825,201.406925,137.63445,186.8909
215.008675,189.098325,201.444225,137.6488,186.928625
215.151825,189.125375,201.45865,137.683475,187.12035
215.250125,189.1447,201.4798,137.685975,187.206925
215.43415,189.1646,201.51795,137.738775,187.232075
215.844125,189.40185,201.53205,137.768325,187.2766
215.8514,189.411375,201.591525,137.7875,187.34205
215.87855,189.423775,201.63735,137.798675,187.408775
215.992,189.4719,201.768775,137.81945,187.494775
216.133125,189.515,201.81025,137.830325,187.543
216.21215,189.524625,201.817425,137.8406,187.5768
216.2745,189.53185,201.835575,137.85825,187.5934
216.32855,189.556025,201.885775,137.874125,187.674275
216.4032,189.575125,201.915125,137.9116,187.727875
216.4881,189.576975,201.9788,137.9523,187.7523
216.557875,189.58515,202.00545,137.970975,187.998175
216.677475,189.608575,202.02435,137.99155,188.087
216.6964,189.6244,202.050375,138.00845,188.4502
216.7838,189.64505,202.085575,138.0366,188.488575
216.838825,189.71905,202.116225,138.0447,188.534675
216.910675,189.7653,202.153075,138.0892,188.556725
216.95005,189.768875,202.16365,138.1199,188.5925
217.014025,189.840925,202.211325,138.138325,188.627175
217.1379,189.8569,202.22915,138.217225,188.700725
217.249375,189.977825,202.24645,138.24595,188.728275
217.315575,189.98295,202.31955,138.25635,188.746225
217.41155,190.028925,202.387275,138.3357,188.75855
217.4502,190.1389,202.3953,138.37565,188.78655
217.671075,190.160225,202.418725,138.401625,188.804575
217.80265,190.179675,202.43435,138.421425,188.810025
217.851675,190.206,202.4577,138.4584,188.847975
217.971875,190.226225,202.511825,138.4696,188.87975
217.98115,190.2976,202.5912,138.4847,188.89255
218.1162,190.30295,202.630525,138.49485,188.91615
218.278,190.318975,202.77905,138.518675,188.9345
218.2907,190.338,202.904325,138.538175,188.960425
218.334,190.363725,202.9547,138.547575,189.0256
218.478225,190.41545,202.96655,138.56855,189.107375
218.682575,190.460375,202.995275,138.5723,189.133725
218.72365,190.55145,203.111225,138.6309,189.177275
218.779025,190.592025,203.156825,138.636025,189.23695
218.82235,190.61665,203.228025,138.6686,189.29845
218.850875,190.631725,203.261125,138.686175,189.334225
218.90375,190.640475,203.335975,138.704325,189.361025
218.957375,190.6475,203.5357,138.73365,189.382325
218.98685,190.661475,203.586925,138.7631,189.39615
219.140225,190.773375,203.65125,138.78895,189.40905
219.2817,190.871425,203.6925,138.832425,189.424225
219.3019,190.889625,203.71765,138.859025,189.438675
219.43095,190.906875,203.8608,138.895775,189.44945
219.514075,190.924625,203.87895,138.9267,189.4697
219.671275,190.948825,203.92035,138.9291,189.4911
219.73165,190.950075,203.92805,138.970275,189.509025
219.81525,191.0874,204.039775,138.9972,189.54235
220.1369,191.246475,204.1754,139.015875,189.551875
220.18065,191.27025,204.31305,139.0241,189.575775
220.43065,191.375425,204.3984,139.045075,189.612575
220.877825,191.39135,204.437175,139.06415,189.63705
221.076525,191.500225,204.469575,139.082375,189.6494
221.117225,191.532825,204.5826,139.10685,189.677925
221.18715,191.600225,204.725625,139.13865,189.711825
221.297125,191.681925,204.875875,139.182925,189.746225
221.46925,191.72925,204.922425,139.20595,189.7647
221.6665,191.76855,204.972425,139.216725,189.779
221.699675,191.844875,205.088675,139.263775,189.808725
221.780275,192.010325,205.09895,139.265525,189.821625
221.8644,192.113575,205.1761,139.2845,189.848875
221.9301,192.224225,205.2389,139.3093,189.8637
221.99495,192.247625,205.257075,139.3126,189.891775
222.291425,192.28975,205.517975,139.329975,189.9544
222.36875,192.31005,205.55795,139.3424,189.975175
222.392,192.335475,205.577375,139.362325,189.992075
222.41525,192.36035,205.592625,139.371725,190.052675
222.450375,192.432375,205.672,139.3835,190.12005
222.4732,192.487675,205.717,139.396675,190.136525
222.652725,192.548875,205.7703,139.449975,190.177475
222.708775,192.789175,205.94595,139.46945,190.2107
222.753775,192.797575,206.00685,139.509525,190.23275
222.867075,192.84415,206.0259,139.52765,190.251225
222.9309,192.855225,206.065525,139.536175,190.2619
222.963,193.142075,206.0898,139.56275,190.2718
223.105775,193.149725,206.122425,139.587075,190.29445
223.28785,193.1836,206.160175,139.602225,190.311525
223.41305,193.277225,206.223475,139.64345,190.3927
223.503325,193.2921,206.228675,139.65905,190.42755
223.5747,193.4006,206.4318,139.669025,190.4562
223.65095,193.4032,206.4448,139.6947,190.48145
223.727975,193.447875,206.57285,139.713,190.543925
223.834675,193.454775,206.632375,139.7392,190.5765
223.89,193.460225,206.6886,139.7639,190.5868
224.0666,193.475275,206.726775,139.778375,190.604375
224.158775,193.50655,206.7637,139.79675,190.61825
224.433575,193.582475,206.84315,139.8173,190.629575
224.480675,193.62035,206.8724,139.844525,190.63535
224.61705,193.6266,206.9503,139.877575,190.669075
224.72595,193.7189,206.981,139.914175,190.704625
224.780075,193.765175,207.042225,139.9447,190.785425
224.907375,193.804175,207.17515,140.025025,190.82285
225.01295,193.8132,207.1933,140.0652,190.85915
225.0982,193.835025,207.226275,140.1198,190.87645
225.143725,193.83975,207.254675,140.13425,190.89015
225.3704,193.857275,207.29375,140.158175,190.8966
225.488675,193.882075,207.3542,140.22865,190.91725
225.608,193.88765,207.371375,140.24465,190.936925
225.664625,193.966375,207.405125,140.300475,190.95405
225.73765,194.03845,207.507025,140.306025,190.9688
225.856225,194.06365,207.55425,140.341025,190.98365
225.898025,194.076425,207.691275,140.37235,191.017175
225.940125,194.086675,207.78095,140.395175,191.0255
226.002,194.13195,207.90075,140.4096,191.102325
226.093725,194.1705,207.926925,140.413,191.203125
226.2541,194.197725,207.944525,140.423775,191.25295
226.58415,194.36805,207.966175,140.466725,191.3271
226.8502,194.380575,207.996825,140.4981,191.3667
226.952125,194.383175,208.027475,140.506425,191.412925
227.061575,194.405525,208.042825,140.5239,191.486425
227.193825,194.41755,208.05755,140.5512,191.718125
227.5012,194.5646,208.10475,140.57185,191.80575
