SPK_SPKC04a (no effect),SPK_SPKC05a (excited),SPK_SPKC06a (no effect),SPK_SPKC08a (NA)
104.58495,243.184125,268.924925,138.310475
104.60965,243.216575,270.703075,138.373
104.696,243.328775,270.8048,138.465
104.73565,243.4095,271.048325,138.5174
104.784925,243.793825,272.395625,138.567225
104.81875,243.98535,272.4818,138.64825
104.8625,244.279175,272.7773,138.750925
104.919525,244.401,273.141,138.8451
104.95155,244.51775,273.41365,138.963075
104.963275,244.679025,273.55545,139.1674
104.989975,245.023775,273.6989,139.21335
105.058475,245.2379,273.7609,139.326325
105.0992,245.387375,273.9542,139.5268
105.1408,245.422975,274.081125,139.5949
105.170025,245.55665,274.180375,139.663125
105.2217,245.605925,274.3087,139.8229
105.292225,245.8832,274.678375,139.886825
105.3376,246.20705,274.9387,140.0145
105.354725,246.28045,274.992925,140.230375
105.50705,246.461225,275.242775,140.38395
105.551325,246.5926,275.3652,140.7181
105.59245,246.7193,275.508225,140.790875
105.6418,246.968,275.53975,140.912725
105.676275,247.07425,275.624975,140.99815
105.7298,247.14325,275.6732,141.1776
105.762675,247.3167,275.811,141.30035
105.88145,247.450025,275.838925,141.3754
105.894725,247.7399,275.96865,141.570175
105.980325,248.39545,276.09875,141.6495
106.049775,248.505,276.1813,141.888225
106.1138,248.985875,276.247675,141.966575
106.2334,249.1445,276.268725,142.040725
106.285375,249.2341,276.289625,142.2715
106.30815,249.259125,276.346825,142.364625
106.46955,249.30515,276.376625,142.4263
106.553675,249.714775,276.3922,142.50105
106.614025,249.85805,276.53085,142.5787
106.653825,250.8196,276.551825,142.639975
106.70985,251.43755,276.5677,142.699275
106.756225,251.54595,276.66825,142.7573
106.7855,251.602025,276.68905,142.835725
106.8487,252.012225,276.755175,142.88995
106.910575,252.07805,276.939525,142.940825
106.943875,252.5441,276.963925,143.023675
106.9838,252.854925,276.9867,143.130975
107.025875,252.8945,277.054925,143.2026
107.102625,253.718525,277.23365,143.25485
107.1642,253.98855,277.2632,143.355825
107.229975,254.397975,277.290375,143.409125
107.26335,254.559725,277.3615,143.475425
107.3655,254.67425,277.41955,143.527625
107.41835,255.062475,277.464175,143.784775
107.49415,255.3697,277.51615,143.8697
107.58715,255.4042,277.601475,144.05855
107.6259,255.624325,277.6821,144.1701
107.667975,255.751,277.77625,144.23235
107.705,255.88265,278.101075,144.561875
107.72705,255.978475,278.1375,144.71485
107.816425,256.3518,278.266475,144.840775
107.9283,256.618775,278.41925,144.92635
108.0572,256.747375,279.002525,145.147325
108.102675,257.22455,279.0379,145.215775
108.16805,257.384375,279.1376,145.3117
108.287575,257.4388,279.62615,145.4368
108.371225,257.59495,279.73855,145.566475
108.40185,257.9897,280.18155,145.629825
108.4496,258.263425,280.9726,145.67265
108.5505,258.60745,281.338825,145.795225
108.5826,259.2975,281.45705,145.857475
108.627625,259.77845,281.532525,145.9358
108.676875,260.888625,281.689825,145.9929
108.745275,261.259475,281.71435,146.125975
108.860175,262.234425,281.75295,146.16975
108.87705,262.713575,281.8409,146.23985
108.966425,262.87865,282.07295,146.41775
109.020975,263.400425,282.2176,146.463375
109.0859,263.444225,282.257525,146.592875
109.14165,263.8051,282.4094,146.733575
109.195375,263.883875,282.5612,146.8039
109.290425,264.09375,282.783525,146.8438
109.307975,264.3126,282.891525,146.897725
109.3672,264.47105,283.14915,147.021625
109.43265,264.530225,283.3012,147.07785
109.502875,264.55805,283.392525,147.1191
109.600525,264.609175,284.236,147.151875
109.69195,264.66445,284.789475,147.24045
109.75405,264.701825,285.208225,147.2657
109.82035,265.16725,285.373775,147.289225
109.90465,265.23565,285.416625,147.342475
109.949325,266.09235,285.621825,147.63115
110.001075,266.128725,285.66975,147.6921
110.05645,266.352925,285.75755,147.785175
110.108825,266.422225,285.8011,147.878875
110.1675,266.904725,285.9184,147.9534
110.270375,267.06835,286.09525,147.98595
110.3071,267.332675,286.215675,148.078125
110.40545,267.380175,286.25535,148.23615
110.4667,269.0193,286.269825,148.281975
110.49525,269.04685,286.43065,148.334825
110.588275,269.087175,286.487,148.37995
110.625475,269.1194,286.724625,148.481725
110.671975,269.1723,286.820075,148.530225
110.7365,269.19695,287.0827,148.57765
110.879675,269.237325,287.333875,148.651525
110.939525,270.3043,287.402975,148.8156
111.008125,270.729025,287.586825,148.93165
111.07845,270.872425,287.8319,148.9614
111.15375,270.9123,287.88855,148.986375
111.26055,271.29925,288.09365,149.2378
111.2891,271.37615,288.17655,149.391775
111.369175,271.47055,288.298225,149.4811
111.44815,271.886525,288.387225,149.549425
111.533675,271.990625,288.59365,149.655125
111.610775,272.3263,288.9859,149.6858
111.690975,272.444075,289.0323,149.77665
111.789425,272.48745,289.153025,149.897725
111.876275,272.7125,289.23705,150.161375
111.98045,273.2789,289.3195,150.197375
112.037675,273.445625,289.713675,150.253625
112.161825,273.50245,289.963025,150.397625
112.21785,273.633325,290.055425,150.456075
112.324525,273.69025,290.195675,150.59585
112.3937,273.898225,290.325825,150.631925
112.53975,273.957225,290.59215,150.684775
112.61085,273.968575,290.879325,150.755375
112.627425,274.01565,290.89515,150.8854
112.651175,274.13985,290.9276,150.961225
112.68105,274.2386,291.8386,151.11095
112.791525,274.333425,291.939,151.1487
112.912525,274.4337,292.0172,151.2075
112.99565,274.57445,292.3026,151.29535
113.09075,274.5887,292.368675,151.333475
113.167125,274.704375,292.40905,151.445075
113.2186,274.81095,292.5071,151.506775
113.302375,275.180175,292.561375,151.5518
113.342525,275.345775,292.740175,151.6654
113.408775,275.76725,293.44785,151.732525
113.4568,275.900725,293.7793,151.7893
113.493275,276.460425,293.979825,151.873225
113.5441,276.5555,294.013175,152.0374
113.61655,276.66695,294.054925,152.158025
113.64625,276.67615,294.25915,152.21165
113.689825,276.759725,294.4445,152.3416
113.7075,277.35705,294.4508,152.41355
113.7662,277.3996,294.545075,152.48185
113.799175,277.497525,294.751,152.515575
113.8447,277.747875,294.8774,152.604075
113.942525,277.9156,294.897875,152.667925
113.99095,278.262225,294.968,152.69405
114.03405,278.686125,295.00665,152.7357
114.062425,278.709325,295.07325,152.84405
114.10985,279.304275,295.102075,152.91345
114.168325,279.429125,295.144875,152.962625
114.211375,279.7663,295.220375,153.11855
114.244825,279.954,295.34225,153.1334
114.2827,280.54515,295.468525,153.164675
114.318225,281.11035,295.4937,153.217275
114.344925,281.338825,295.774925,153.251275
114.4322,281.60505,295.9009,153.280325
114.556875,281.757475,295.922025,153.4237
114.65145,281.83255,296.05285,153.4764
114.680725,281.858425,296.08185,153.5359
114.7348,281.986375,296.118275,153.6491
114.8099,281.990525,296.17875,153.797025
114.870875,282.132775,296.220475,153.917125
114.97865,282.157975,296.259625,153.96905
115.014325,282.222375,296.3327,154.021475
115.1246,282.2788,296.44865,154.108375
115.206075,282.3328,296.47865,154.126275
115.244175,282.374425,296.5145,154.328
115.331975,282.436475,296.5881,154.499475
115.422825,282.5906,296.624925,154.57315
115.489125,282.9973,296.7019,154.630275
115.582025,283.5077,296.732475,154.702175
115.684075,284.29895,296.762875,154.764825
115.735225,284.36055,296.909025,154.805675
115.795675,284.46665,296.963425,154.899425
115.9729,284.589025,297.137675,154.999725
116.1897,284.657125,297.245025,155.06405
116.259975,284.850325,297.38015,155.193175
116.35095,285.029625,297.461575,155.376025
116.402625,285.22415,297.501575,155.4264
116.492325,285.236075,297.535275,155.524275
116.68225,285.3568,297.5675,155.678275
116.724175,285.521925,297.599175,155.780875
116.861225,285.575125,297.656325,155.861575
116.95835,285.9604,298.039175,156.090825
117.04435,285.99425,298.1388,156.22575
117.11355,286.055025,298.177975,156.4411
117.2169,286.837425,298.270925,156.654325
117.282,286.981,298.336525,156.81365
117.4131,287.063875,298.41275,156.869925
117.60425,287.09095,298.55775,157.0346
117.741125,287.1231,298.607275,157.093325
117.820975,287.3129,298.651175,157.2764
117.903325,287.431075,298.70765,157.327775
118.149775,287.4718,298.94185,157.412075
118.199875,287.537425,298.975175,157.550925
118.250675,287.653875,299.032325,157.659
118.292875,287.796775,299.583475,157.73995
118.30405,287.8871,299.64245,157.8284
118.335675,288.443675,299.6463,157.97995
118.36105,288.63505,299.705925,158.05855
118.38375,288.83615,299.77635,158.193575
118.421225,288.96775,299.870525,158.3825
118.44605,288.991525,299.926375,158.429675
118.570925,289.361975,300.370225,158.454275
118.668,289.517125,300.412325,158.5472
118.748825,289.60325,300.6005,159.11655
118.81775,289.678,300.7757,159.227325
118.900075,289.75565,300.98005,159.289525
118.965575,289.784375,301.049675,159.557775
119.017025,289.807325,301.229975,159.743425
119.066375,289.9884,301.316825,159.8083
119.15995,290.05375,,159.89005
119.205575,290.2711,,160.0257
119.31045,290.528275,,160.183025
119.38425,290.571775,,160.322375
119.473825,290.592125,,160.4204
119.528775,290.777725,,160.5172
119.54565,290.96635,,160.7734
119.604575,291.04635,,161.0012
119.8202,291.34925,,161.1114
119.9235,291.43105,,161.1885
119.977575,291.4914,,161.451675
120.02255,291.577825,,161.48545
120.057225,291.741725,,161.6232
120.091575,291.8386,,161.683875
120.1685,292.01825,,161.82495
120.3315,292.13465,,162.0714
120.4955,292.177575,,162.150825
120.57385,292.205175,,162.250175
120.656,292.29265,,162.502025
120.756875,292.406375,,162.60965
120.895475,292.435175,,162.722825
120.9729,293.114925,,162.9029
121.107075,293.533925,,162.941675
121.156875,293.754975,,163.08835
121.28975,293.772125,,163.151125
121.3694,293.858625,,163.335925
121.43125,293.9425,,163.45185
121.51985,294.0301,,163.491125
121.61665,294.074775,,163.7013
121.72115,294.25975,,163.898325
121.8086,294.287,,164.076925
121.9069,294.293275,,164.2332
122.050275,294.33045,,164.341525
122.13075,295.2209,,164.46075
122.288225,295.34225,,164.55305
122.488775,295.563075,,164.708325
122.553775,295.58585,,164.8959
122.6814,295.808425,,165.00685
122.780125,295.85785,,165.147925
122.92335,295.887225,,165.2215
123.044775,296.042275,,165.39005
123.150375,297.012475,,165.4978
123.27615,297.088375,,165.56125
123.3416,297.69075,,165.6076
123.404725,297.75015,,165.643825
123.471025,297.882825,,165.7075
123.558975,298.33335,,165.72845
123.6377,298.53075,,165.74685
123.671025,298.715025,,165.83835
123.7937,298.7994,,166.024375
123.9177,298.843575,,166.0564
124.0455,299.2097,,166.077525
124.1077,299.37455,,166.19825
124.22815,299.50285,,166.311575
124.319475,299.5584,,166.465675
124.395625,299.58935,,166.5973
124.5735,299.7817,,166.65355
124.6701,299.90505,,166.67595
124.7238,300.171225,,166.8589
124.831025,300.32355,,166.90015
124.965425,300.81245,,166.940975
125.13675,300.961725,,167.018
125.214275,301.049675,,167.103
125.30805,301.29855,,167.2658
125.4251,,,167.367075
125.511,,,167.4783
125.593775,,,167.547
125.644725,,,167.65125
125.7586,,,167.75905
125.86285,,,167.831925
125.90215,,,167.964775
125.948875,,,168.119875
126.05935,,,168.171475
126.127225,,,168.25945
126.202525,,,168.314125
126.2713,,,168.4322
126.381075,,,168.486325
126.448025,,,168.6367
126.595625,,,168.726925
126.6627,,,168.78315
126.704125,,,168.846375
126.734,,,168.966375
126.80975,,,169.0618
126.8991,,,169.096575
126.993575,,,169.113725
127.05615,,,169.14075
127.173025,,,169.198375
127.282575,,,169.22215
127.36805,,,169.34945
127.39535,,,169.3986
127.50585,,,169.4696
127.609325,,,169.50185
127.884175,,,169.5765
127.94615,,,169.63635
128.0634,,,169.76965
128.16315,,,169.8122
128.217575,,,169.9123
128.309925,,,170.13525
128.3346,,,170.3622
128.385475,,,170.376425
128.518475,,,170.493925
128.58295,,,170.630275
128.82075,,,170.801625
128.88245,,,171.00625
128.9393,,,171.117225
129.125975,,,171.34195
129.27195,,,171.37465
129.541275,,,171.4624
129.622075,,,171.5949
129.663175,,,171.659225
129.738825,,,171.742675
129.795275,,,171.797325
129.842275,,,171.8116
129.914675,,,171.9249
130.0032,,,172.27745
130.135275,,,172.347225
130.1816,,,172.409375
130.25585,,,172.5146
130.3113,,,172.6943
130.374375,,,172.745375
130.422625,,,172.79275
130.45705,,,172.94835
130.4999,,,173.018775
130.538275,,,173.096575
130.58035,,,173.158775
130.61515,,,173.22625
130.678075,,,173.36755
130.80235,,,173.446225
130.8333,,,173.543175
131.064825,,,173.5823
131.0982,,,173.692575
131.22005,,,173.75785
131.34805,,,173.90645
131.4764,,,173.999425
131.52535,,,174.632375
131.5975,,,174.72625
131.664175,,,174.824175
131.717375,,,174.961025
131.81125,,,174.992325
131.897175,,,175.132425
131.991525,,,175.307825
132.0601,,,175.360475
132.172575,,,175.3677
132.23845,,,175.442825
132.374025,,,175.571
132.488975,,,175.74805
132.585025,,,175.865
132.683525,,,175.995375
132.801775,,,176.1062
132.876975,,,176.18685
132.953125,,,176.333275
133.094425,,,176.40935
133.179,,,176.453
133.30735,,,176.5407
133.393475,,,176.68015
133.506025,,,176.7076
133.61975,,,176.7708
133.6845,,,176.888925
133.7601,,,176.900875
133.764925,,,177.053725
133.870075,,,177.197725
133.9761,,,177.243775
134.080875,,,177.35335
134.171,,,177.422075
134.224125,,,177.5812
134.28445,,,177.585825
134.355975,,,177.625425
134.47025,,,177.676375
134.595575,,,177.783675
134.69025,,,177.86055
134.926025,,,177.941425
134.982475,,,177.98115
135.048825,,,177.998025
135.120725,,,178.019875
135.208125,,,178.052225
135.28695,,,178.06405
135.4036,,,178.1209
135.480475,,,178.164375
135.5299,,,178.18275
135.577425,,,178.20815
135.66545,,,178.22115
135.772975,,,178.263275
135.930975,,,178.3475
135.966175,,,178.41635
136.027875,,,178.4729
136.09495,,,178.500975
136.1777,,,178.5363
136.235675,,,178.64225
136.2944,,,178.685025
136.3779,,,178.893825
136.414975,,,178.960525
136.539475,,,178.96655
136.604975,,,178.995775
136.66105,,,179.2118
136.800875,,,179.3145
136.861475,,,179.342175
137.01325,,,179.4535
137.079475,,,179.54145
137.17455,,,179.720175
137.286525,,,179.7771
137.370575,,,179.896075
137.482675,,,179.9044
137.5515,,,179.9194
137.795175,,,179.999475
137.905925,,,180.047575
137.9674,,,180.091275
138.084725,,,180.141175
138.19945,,,180.191575
138.27585,,,180.2427
138.423225,,,180.354425
138.514475,,,180.40005
138.584375,,,180.48945
138.633325,,,180.525375
138.84765,,,180.542125
138.959225,,,180.564125
139.011075,,,180.6278
139.094425,,,180.6967
139.19155,,,180.7331
139.3372,,,180.803925
139.44215,,,180.9694
139.508925,,,181.036125
139.584725,,,181.084325
139.652425,,,181.171425
139.778425,,,181.22535
139.859025,,,181.257875
139.9085,,,181.313175
139.931225,,,181.40485
139.997175,,,181.507075
140.05285,,,181.5923
140.0856,,,181.693875
140.2985,,,181.73075
140.42065,,,181.8505
140.50665,,,181.906925
140.605575,,,181.9788
140.70395,,,182.102425
140.761675,,,182.162675
140.880425,,,182.300325
140.9761,,,182.4673
141.08525,,,182.59225
141.156425,,,182.626425
141.430725,,,182.7343
141.505725,,,182.8214
141.634825,,,182.86665
141.79345,,,182.92455
141.91225,,,182.98945
141.957575,,,183.033475
141.988125,,,183.240875
142.0958,,,183.285375
142.17975,,,183.364675
142.232025,,,183.546175
142.332575,,,183.624275
142.39055,,,183.72925
142.4629,,,183.813625
142.559475,,,183.932475
142.63125,,,184.142275
142.7063,,,184.20345
142.819425,,,184.34135
142.930125,,,184.4059
142.99895,,,184.495775
143.06815,,,184.57485
143.12225,,,184.886925
143.26415,,,184.94895
143.361675,,,185.0213
143.42965,,,185.1491
143.469525,,,185.2158
143.5398,,,185.44255
143.614275,,,185.549175
143.6998,,,185.6158
143.817175,,,185.736875
143.86745,,,185.789575
144.02265,,,185.855175
144.144375,,,185.9581
144.226025,,,186.0472
144.371925,,,186.27495
144.436375,,,186.448825
144.5315,,,186.6251
144.599525,,,186.731825
144.662025,,,186.795925
144.85915,,,186.9082
144.91075,,,186.9696
144.95055,,,187.041175
145.0481,,,187.1196
145.137775,,,187.196775
145.29495,,,187.25975
145.44645,,,187.397825
145.51035,,,187.458625
145.579525,,,187.525125
145.648075,,,187.63455
145.690525,,,187.68255
145.73945,,,187.749975
145.8361,,,187.8296
145.92215,,,187.891325
145.94395,,,188.038625
145.9752,,,188.112325
146.07305,,,188.191
146.14525,,,188.379325
146.192425,,,188.456
146.2308,,,188.5135
146.255625,,,188.562575
146.329675,,,188.639825
146.387875,,,188.688125
146.452325,,,188.7475
146.538775,,,188.7576
146.5716,,,188.821325
146.636875,,,188.9217
146.69925,,,188.973175
146.75765,,,189.042175
146.81905,,,189.192225
146.884325,,,189.363125
146.92045,,,189.5815
146.99945,,,189.6888
147.096775,,,189.944825
147.18355,,,190.086275
147.305225,,,190.216325
147.439525,,,190.4578
147.50335,,,190.53495
147.607575,,,190.6932
147.6237,,,190.783325
147.64595,,,190.7963
147.725075,,,190.882725
147.782825,,,190.944875
147.84005,,,191.147575
147.86545,,,191.2801
147.8853,,,191.566825
147.937575,,,191.690625
147.975175,,,191.76515
148.01025,,,191.8451
148.0517,,,191.91235
148.171075,,,192.0006
148.2149,,,192.240475
148.25735,,,192.441775
148.3309,,,192.523025
148.34735,,,192.61035
148.407125,,,192.7195
148.46645,,,192.92395
148.512825,,,193.03165
148.55235,,,193.15985
148.60605,,,193.210925
148.651775,,,193.2765
148.685325,,,193.341975
148.733575,,,193.543
148.784725,,,193.708125
148.910475,,,193.758275
148.9702,,,193.83305
148.99965,,,193.888275
149.067725,,,193.97
149.12315,,,194.032825
149.169725,,,194.127075
149.273175,,,194.311425
149.3179,,,194.539925
149.385475,,,194.6495
149.42735,,,194.72485
149.45545,,,194.911
149.519075,,,194.993175
149.569875,,,195.077075
149.610075,,,195.285525
149.6625,,,195.318525
149.687725,,,195.3551
149.775375,,,195.55925
149.7866,,,195.66535
149.82395,,,195.8528
149.862475,,,195.98095
149.94345,,,196.04885
149.99,,,196.207025
150.05225,,,196.377325
150.085125,,,196.47015
150.138775,,,196.538625
150.201475,,,196.67615
150.215975,,,197.07435
150.24495,,,197.267275
150.27905,,,197.336075
150.33175,,,197.424025
150.3639,,,197.5614
150.438475,,,197.75165
150.4583,,,197.851525
150.5123,,,197.928525
150.541825,,,197.994675
150.570575,,,198.031025
150.6017,,,198.2267
150.624675,,,198.276575
150.63955,,,198.314175
150.6791,,,198.4486
150.718775,,,198.634025
150.742075,,,199.042175
150.765675,,,199.143325
150.82145,,,199.234575
150.833675,,,199.327675
150.8637,,,199.39235
150.9243,,,199.46005
150.944875,,,199.618875
151.0051,,,199.833075
151.0376,,,199.92835
151.0546,,,200.09335
151.080525,,,200.158825
151.125475,,,200.256625
151.153125,,,200.30765
151.203925,,,200.347425
151.2245,,,200.409875
151.23775,,,200.468275
151.342875,,,200.565925
151.398525,,,200.654025
151.418075,,,200.7337
151.436925,,,200.825225
151.4622,,,200.8974
151.471475,,,201.002
151.489175,,,201.06525
151.5249,,,201.0754
151.53925,,,201.077825
151.6384,,,201.143475
151.6761,,,201.2253
151.704025,,,201.232175
151.725575,,,201.341525
151.77965,,,201.414325
151.82975,,,201.512125
151.8694,,,201.614325
151.8905,,,201.770175
151.936475,,,201.887675
151.97735,,,201.9763
152.02125,,,202.261975
152.0557,,,202.378225
152.1075,,,202.43115
152.119275,,,202.500825
152.147925,,,202.56185
152.163125,,,202.621475
152.1785,,,202.694875
152.20615,,,202.75185
152.2575,,,202.826275
152.276775,,,202.886775
152.34575,,,202.976475
152.3871,,,203.054425
152.420725,,,203.100475
152.4738,,,203.160275
152.497325,,,203.397325
152.5602,,,203.53655
152.627425,,,203.6517
152.72865,,,203.78205
152.743425,,,203.847
152.780875,,,204.00725
152.87625,,,204.1478
152.9326,,,204.206175
152.997025,,,204.36585
153.022375,,,204.4881
153.05655,,,204.691525
153.135075,,,204.758225
153.172,,,205.102875
153.22255,,,205.169575
153.24895,,,205.295825
153.281575,,,205.484675
153.323,,,205.577425
153.40155,,,205.619925
153.45715,,,205.6969
153.49895,,,205.91305
153.553225,,,206.122
153.5795,,,206.195925
153.59165,,,206.274475
153.648375,,,206.346025
153.712425,,,206.413925
153.74265,,,206.468025
153.7686,,,206.657625
153.831875,,,206.72945
153.883075,,,206.88415
153.909175,,,206.9829
153.94555,,,207.33975
153.963125,,,207.413175
153.98095,,,207.5889
153.996325,,,207.725175
154.02675,,,207.838775
154.10245,,,207.972575
154.1548,,,208.153525
154.1883,,,208.2675
154.22365,,,208.39395
154.2638,,,208.621025
154.309725,,,208.707025
154.327625,,,208.828975
154.38145,,,208.880075
154.400875,,,209.024325
154.4526,,,209.106475
154.4902,,,209.172725
154.527525,,,209.25925
154.59255,,,209.32855
154.61695,,,209.368575
154.6383,,,209.529775
154.72945,,,209.615725
154.76945,,,209.75025
154.786875,,,210.183975
154.838,,,210.276325
154.860475,,,210.41465
154.948275,,,210.655625
155.004075,,,210.711925
155.054475,,,210.8255
155.15505,,,210.935175
155.216925,,,211.080175
155.265925,,,211.221625
155.33275,,,211.396825
155.428025,,,211.604725
155.487075,,,211.6921
155.557625,,,211.8327
155.646475,,,211.9772
155.831525,,,212.3738
155.906675,,,212.49855
155.94425,,,212.57955
155.968775,,,212.673325
156.096125,,,212.710625
156.2087,,,212.798475
156.286,,,212.89795
156.4353,,,212.945075
156.535675,,,212.966275
156.61985,,,213.010875
156.706875,,,213.047625
156.754025,,,213.07595
156.822725,,,213.11415
156.876625,,,213.161475
157.023375,,,213.22115
157.1343,,,213.316975
157.2015,,,213.36425
157.29625,,,213.450525
157.361075,,,213.554175
157.4265,,,213.68205
157.4896,,,213.80865
157.616325,,,213.885075
157.683775,,,213.983475
157.80755,,,214.054425
157.899375,,,214.197025
158.0333,,,214.248625
158.174475,,,214.3108
158.255675,,,214.35535
158.325575,,,214.6584
158.343,,,214.760225
158.3534,,,214.85705
158.38665,,,214.938675
158.415225,,,215.032925
158.47735,,,215.21245
158.493625,,,215.326725
158.591025,,,215.4505
158.672875,,,215.53915
158.7361,,,215.686125
158.9116,,,216.10145
158.99125,,,216.47265
159.030475,,,216.55985
159.100375,,,216.67175
159.18325,,,216.760175
159.272825,,,217.105075
159.379075,,,217.20705
159.472875,,,217.3058
159.594675,,,217.413275
159.77745,,,217.5052
159.843325,,,217.582775
159.958225,,,217.6657
160.052175,,,217.888375
160.1595,,,217.9762
160.3379,,,218.037575
160.4838,,,218.1371
160.64045,,,218.34725
160.7065,,,218.5002
160.798975,,,218.5771
160.8696,,,218.6086
160.966575,,,218.695425
161.070475,,,218.807875
161.1497,,,218.900175
161.266375,,,219.14575
161.329075,,,219.2502
161.439875,,,219.421775
161.59905,,,219.4921
161.68025,,,219.58145
161.791225,,,219.656675
161.97755,,,219.77575
162.129775,,,219.890025
162.2153,,,220.046775
162.36125,,,220.136875
162.444225,,,220.2751
162.477375,,,220.48865
162.583675,,,221.058625
162.69135,,,221.1886
162.80425,,,221.333875
162.953175,,,221.469975
163.00695,,,221.640325
163.18015,,,221.709175
163.389075,,,221.896825
163.515825,,,221.977925
163.6951,,,222.03765
163.821175,,,222.14155
163.87305,,,222.31995
163.98905,,,222.3944
164.1617,,,222.45875
164.3284,,,222.507525
164.414225,,,222.557325
164.566525,,,222.6801
164.624675,,,222.76745
164.831775,,,222.8454
164.92355,,,222.95595
165.1301,,,223.0228
165.21995,,,223.13855
165.315125,,,223.219575
165.45875,,,223.419375
165.561575,,,223.511925
165.6001,,,223.637975
165.646125,,,223.75205
165.689575,,,223.81185
165.723675,,,223.86915
165.8125,,,223.94535
165.827825,,,224.076475
165.886575,,,224.176925
165.91765,,,224.47805
165.937725,,,224.848325
166.02535,,,224.9494
166.091825,,,225.153175
166.191025,,,225.19935
166.243125,,,225.262475
166.32915,,,225.338675
166.361875,,,225.4804
166.435625,,,225.59635
166.5078,,,225.860075
166.54865,,,225.994625
166.602175,,,226.1187
166.6312,,,226.27815
166.667225,,,226.388
166.794425,,,226.455325
166.8385,,,226.524
166.9691,,,226.622525
167.0214,,,226.84145
167.04825,,,227.189775
167.07875,,,227.407275
167.108475,,,227.477225
167.2101,,,227.626425
167.43855,,,227.709225
167.533525,,,227.887375
167.57805,,,227.974025
167.6505,,,228.028175
167.671375,,,228.076225
167.717075,,,228.196725
167.7762,,,228.289
167.849,,,228.41
167.9955,,,228.65915
168.0704,,,228.75715
168.1102,,,228.847275
168.205775,,,228.89275
168.258925,,,229.0699
168.324825,,,229.159625
168.363575,,,229.2671
168.3828,,,229.357225
168.4519,,,229.4172
168.488575,,,229.468375
168.551075,,,229.580825
168.598875,,,229.68025
168.667075,,,229.7581
168.693175,,,229.82625
168.742475,,,229.858225
168.806625,,,229.871875
168.92165,,,229.99925
168.958,,,230.047375
169.025825,,,230.107925
169.04985,,,230.172375
169.08205,,,230.3648
169.097475,,,230.478675
169.1254,,,230.543
169.14365,,,230.674275
169.192025,,,230.7551
169.226325,,,230.808225
169.263975,,,230.930675
169.339425,,,230.974475
169.375125,,,231.011775
169.430925,,,231.0495
169.50615,,,231.267875
169.69625,,,231.35025
169.86705,,,231.398425
169.9369,,,231.4767
170.00385,,,231.58285
170.04635,,,231.7004
170.1066,,,231.7561
170.1879,,,231.797925
170.235425,,,231.865925
170.291825,,,231.96105
170.346925,,,232.485875
170.3718,,,232.929375
170.455775,,,233.17255
170.4986,,,233.319125
170.553125,,,233.467225
170.5756,,,233.525825
170.643775,,,233.5641
170.70845,,,233.622725
170.7522,,,233.678375
170.790625,,,233.7037
170.9489,,,233.788875
171.01065,,,233.845775
171.0652,,,234.01905
171.12905,,,234.21125
171.203425,,,234.3363
171.2582,,,234.377325
171.3116,,,234.415225
171.389125,,,234.48185
171.448825,,,234.5195
171.4938,,,234.602075
171.6127,,,234.673
171.70965,,,234.73005
171.802825,,,234.7805
171.854375,,,234.844025
171.90895,,,234.963375
171.985025,,,235.135875
172.0944,,,235.19355
172.23855,,,235.20745
172.375725,,,235.2531
172.549225,,,235.25855
172.60065,,,235.402675
172.67535,,,235.544025
172.7611,,,235.609275
172.8778,,,235.661525
172.959225,,,235.73535
173.153875,,,235.845425
173.4116,,,235.906625
173.473575,,,235.9888
173.535775,,,236.1321
173.5827,,,236.230475
173.648025,,,236.26565
173.833475,,,236.4736
173.9138,,,236.500725
174.291875,,,236.524325
174.617075,,,236.52935
174.699525,,,236.573525
174.883825,,,236.5848
175.24745,,,236.700225
175.33115,,,236.74355
175.358625,,,236.792675
175.3847,,,236.8522
175.446225,,,236.9148
175.520875,,,236.947875
175.57445,,,237.066775
175.761525,,,237.07655
175.817875,,,237.100975
175.85325,,,237.12735
175.875075,,,237.1755
175.934,,,237.268075
175.9476,,,237.3141
176.0291,,,237.3566
176.078425,,,237.366425
176.095525,,,237.38685
176.18875,,,237.410725
176.317275,,,237.479325
176.413,,,237.4808
176.449375,,,237.533025
176.50705,,,237.541875
176.578825,,,237.621625
176.641475,,,237.68095
176.715575,,,237.685
176.7856,,,237.71405
176.8499,,,237.84935
176.8887,,,237.876875
176.923275,,,238.0111
177.0027,,,238.147275
177.09405,,,238.17275
177.12765,,,238.184975
177.155375,,,238.226525
177.192075,,,238.3436
177.23845,,,238.3546
177.2563,,,238.430725
177.28075,,,238.48545
177.3213,,,238.6052
177.362625,,,238.655
177.38335,,,238.773125
177.428875,,,238.863925
177.461725,,,238.96915
177.502475,,,238.996
177.61165,,,239.036625
177.618925,,,239.1049
177.693725,,,239.161475
177.74855,,,239.23965
177.823175,,,239.502875
177.860175,,,239.51155
177.8789,,,239.66645
177.96295,,,239.7327
178.002575,,,239.792325
178.0373,,,239.843375
178.091025,,,239.91665
178.14565,,,239.95735
178.16745,,,240.065475
178.22205,,,240.158425
178.269325,,,240.313875
178.331125,,,240.349875
178.36425,,,240.401
178.406225,,,240.506575
178.429925,,,240.67165
178.46195,,,240.9001
178.50125,,,241.081875
178.52405,,,241.19815
178.592675,,,241.247475
178.693225,,,241.3392
178.727975,,,241.427125
178.7631,,,241.49575
178.794775,,,241.522
178.80715,,,241.580325
