SPK_SPKC01a (NA),SPK_SPKC06a (weak excitation),SPK_SPKC09a (excited),SPK_SPKC10a (no effect),SPK_SPKC12b (short inhibition),SPK_SPKC13a (excited)
,,,,,118.201925
,,,,,118.214925
,,,,,118.2285
,,,,,118.23645
,,,,,118.24685
,,,,,118.264175
,,,,,118.277725
,,,,,118.29875
,,,,,118.308575
,,,,,118.3208
,,,,,118.333575
,,,,,118.342
,,,,,118.3586
,,,,,118.362675
,,,,,118.36915
,,,,,118.3838
,,,,,118.413475
,,,,,118.454825
,,,,,118.46725
,,,,,118.494425
,,,,,118.50075
,,,,,118.52705
,,,,,118.536525
,,,,,118.5446
,,,,,118.568325
,,,,,118.59155
,,,,,118.6223
,,,,,118.639125
,,,,,118.67915
,,,,,118.6884
,,,,,118.69735
,,,,,118.704775
,,,,,118.7123
,,,,,118.723
,,,,,118.7304
,,,,,118.741825
,,,,,118.774075
,,,,,118.7833
,,,,,118.79245
,,,,,118.793725
,,,,,118.806575
,,,,,118.81475
,,,,,118.820875
,,,,,118.83815
,,,,,118.85375
,,,,,118.8989
,,,,,118.91075
,,,,,118.937425
,,,,,118.961275
,,,,,118.974675
,,,,,118.990025
,,,,,119.0032
,,,,,119.0209
,,,,,119.0299
,,,,,119.076075
,,,,,119.085525
,,,,,119.093925
,,,,,119.1008
,,,,,119.1115
,,,,,119.1186
,,,,,119.1256
,,,,,119.14195
,,,,,119.1631
,,,,,119.173625
,,,,,119.25995
,,,,,119.27395
,,,,,119.282525
,,,,,119.28975
,,,,,119.331725
,,,,,119.365325
,,,,,119.385125
,,,,,119.398225
,,,,,119.413575
,,,,,119.422125
,,,,,119.450675
,,,,,119.499025
,,,,,119.510575
,,,,,119.531775
,,,,,119.5497
,,,,,119.55695
,,,,,119.583725
,,,,,119.59155
,,,,,119.60855
,,,,,119.6151
,,,,,119.6285
,,,,,119.6389
,,,,,119.6568
,,,,,119.6744
,,,,,119.6794
,,,,,119.681575
,,,,,119.69505
,,,,,119.709225
,,,,,119.7339
,,,,,119.74815
,,,,,119.802525
,,,,,119.817325
,,,,,119.8369
,,,,,119.845575
,,,,,119.854475
,,,,,119.872625
,,,,,119.8752
,,,,,119.9344
,,,,,119.940775
,,,,,119.9564
,,,,,120.00315
,,,,,120.01305
,,,,,120.028175
,,,,,120.0712
,,,,,120.119125
,,,,,120.1386
,,,,,120.176075
,,,,,120.2843
,,,,,120.303725
,,,,,120.379875
,,,,,120.403425
,,,,,120.409325
,,,,,120.48695
,,,,,120.5316
,,,,,120.548075
,,,,,120.5597
,,,,,120.57515
,,,,,120.594275
,,,,,120.61165
,,,,,120.6193
,,,,,120.625975
,,,,,120.645025
,,,,,120.66005
,,,,,120.6715
,,,,,120.6769
,,,,,120.68695
,,,,,120.699975
,,,,,120.77485
,,,,,120.802575
,,,,,120.81355
,,,,,120.824625
,,,,,120.872625
,,,,,120.92235
,,,,,120.9311
,,,,,121.070825
,,,,,121.07685
,,,,,121.089575
,,,,,121.120325
,,,,,121.225125
,,,,,121.24985
,,,,,121.256875
,,,,,121.30935
,,,,,121.42305
,,,,,121.483825
,,,,,121.512
,,,,,121.5303
,,,,,121.6052
,,,,,121.626575
,,,,,121.639875
,,,,,121.686675
,,,,,121.693875
,,,,,121.714525
,,,,,121.7591
,,,,,121.7648
,,,,,121.7841
,,,,,121.843775
,,,,,121.85555
,,,,,121.8591
,,,,,121.8738
,,,,,121.904975
,,,,,121.913475
,,,,,121.9196
,,,,,121.9209
,,,,,121.966125
,,,,,122.04595
,,,,,122.06095
,,,,,122.11025
,,,,,122.171025
,,,,,122.2875
,,,,,122.349125
,,,,,122.39195
,,,,,122.39985
,,,,,122.41175
,,,,,122.44835
,,,,,122.456375
,,,,,122.46055
,,,,,122.4763
,,,,,122.493325
,,,,,122.503825
,,,,,122.535325
,,,,,122.55615
,,,,,122.566075
,,,,,122.57465
,,,,,122.59555
,,,,,122.6549
,,,,,122.70345
,,,,,122.72605
,,,,,122.745675
,,,,,122.7565
,,,,,122.7709
,,,,,122.79325
,,,,,122.810275
,,,,,122.8538
,,,,,122.866625
,,,,,122.88935
,,,,,122.897275
,,,,,122.9448
,,,,,122.964825
,,,,,123.01385
,,,,,123.080875
,,,,,123.094675
,,,,,123.18005
,,,,,123.18615
,,,,,123.1911
,,,,,123.1986
,,,,,123.21075
,,,,,123.222075
,,,,,123.2702
,,,,,123.286425
,,,,,123.308025
,,,,,123.34325
,,,,,123.3542
,,,,,123.3707
,,,,,123.399975
,,,,,123.458725
,,,,,123.47645
,,,,,123.484425
,,,,,123.494825
,,,,,123.503525
,,,,,123.510775
,,,,,123.518975
,,,,,123.528625
,,,,,123.5447
,,,,,123.5542
,,,,,123.571525
,,,,,123.58145
,,,,,123.590925
,,,,,123.61075
,,,,,123.63735
,,,,,123.6412
,,,,,123.652725
,,,,,123.66285
,,,,,123.709275
,,,,,123.72365
,,,,,123.75065
,,,,,123.769175
,,,,,123.7726
,,,,,123.777
,,,,,123.7988
,,,,,123.83845
,,,,,123.870875
,,,,,123.89445
,,,,,123.963825
,,,,,123.970775
,,,,,123.98135
,,,,,124.00225
,,,,,124.024525
,,,,,124.053375
,,,,,124.065325
,,,,,124.074275
,,,,,124.080475
,,,,,124.096625
,,,,,124.108275
,,,,,124.1148
,,,,,124.1416
,,,,,124.15095
,,,,,124.1538
,,,,,124.163875
,,,,,124.266675
,,,,,124.283875
,,,,,124.326925
,,,,,124.3614
,,,,,124.375975
,,,,,124.395725
,,,,,124.4284
,,,,,124.4419
,,,,,124.492125
,,,,,124.520975
,,,,,124.5358
,,,,,124.56215
,,,,,124.595025
,,,,,124.6037
,,,,,124.635375
,,,,,124.719525
,,,,,124.727825
,,,,,124.7721
,,,,,124.77905
,,,,,124.8082
,,,,,124.852975
,,,,,124.86505
,,,,,124.870475
,,,,,124.889075
,,,,,124.896625
,,,,,124.92145
,,,,,124.942675
,,,,,124.95925
,,,,,124.976975
,,,,,124.9977
,,,,,125.009325
,,,,,125.0221
,,,,,125.08985
,,,,,125.130025
,,,,,125.143775
,,,,,125.17205
,,,,,125.193625
,,,,,125.21355
,,,,,125.215975
,,,,,125.23555
,,,,,125.242975
,,,,,125.27595
,,,,,125.3095
,,,,,125.327525
,,,,,125.344425
,,,,,125.361025
,,,,,125.386075
,,,,,125.416675
,,,,,125.48515
,,,,,125.49805
,,,,,125.5058
,,,,,125.520925
,,,,,125.53185
,,,,,125.565
,,,,,125.57505
,,,,,125.5893
,,,,,125.60835
,,,,,125.63175
,,,,,125.642525
,,,,,125.655725
,,,,,125.667825
,,,,,125.6823
,,,,,125.69635
,,,,,125.711225
,,,,,125.726
,,,,,125.73855
,,,,,125.76395
,,,,,125.7807
,,,,,125.82445
,,,,,125.83415
,,,,,125.83645
,,,,,125.8453
,,,,,125.85995
,,,,,125.880225
,,,,,125.922525
,,,,,125.944475
,,,,,125.958975
,,,,,126.0128
,,,,,126.036425
,,,,,126.07065
,,,,,126.093625
,,,,,126.129375
,,,,,126.166625
,,,,,126.182075
,,,,,126.211725
,,,,,126.23495
,,,,,126.2563
,,,,,126.25905
,,,,,126.264625
,,,,,126.270675
,,,,,126.293375
,,,,,126.31715
,,,,,126.35385
,,,,,126.375875
,,,,,126.4098
,,,,,126.42205
,,,,,126.43565
,,,,,126.4437
,,,,,126.48885
,,,,,126.501675
,,,,,126.513125
,,,,,126.523575
,,,,,126.5372
,,,,,126.5739
,,,,,126.591925
,,,,,126.620375
,,,,,126.638925
,,,,,126.66635
,,,,,126.693075
,,,,,126.720725
,,,,,126.74365
,,,,,126.76445
,,,,,126.776725
,,,,,126.78725
,,,,,126.8039
,,,,,126.8255
,,,,,126.8331
,,,,,126.84385
,,,,,126.853625
,,,,,126.861525
,,,,,126.869125
,,,,,126.893175
,,,,,126.969925
,,,,,127.019475
,,,,,127.039875
,,,,,127.052325
,,,,,127.0717
,,,,,127.087925
,,,,,127.1019
,,,,,127.121625
,,,,,127.14075
,,,,,127.153
,,,,,127.186375
,,,,,127.232125
,,,,,127.2424
,,,,,127.258375
,,,,,127.2735
,,,,,127.283575
,,,,,127.319775
,,,,,127.343575
,,,,,127.3577
,,,,,127.369975
,,,,,127.378475
,,,,,127.38775
,,,,,127.39785
,,,,,127.40655
,,,,,127.42285
,,,,,127.442975
,,,,,127.457775
,,,,,127.467725
,,,,,127.486525
,,,,,127.5034
,,,,,127.5141
,,,,,127.52225
,,,,,127.549075
,,,,,127.5744
,,,,,127.587525
,,,,,127.606
,,,,,127.62545
,,,,,127.6549
,,,,,127.67895
,,,,,127.6979
,,,,,127.7411
,,,,,127.75155
,,,,,127.75965
,,,,,127.77035
,,,,,127.7806
,,,,,127.787675
,,,,,127.793825
,,,,,127.801375
,,,,,127.816425
,,,,,127.8365
,,,,,127.84455
,,,,,127.84875
,,,,,127.907425
,,,,,127.941375
,,,,,127.970025
,,,,,127.98375
,,,,,127.99275
,,,,,128.00925
,,,,,128.042075
,,,,,128.068725
,,,,,128.127425
,,,,,128.152975
,,,,,128.159525
,,,,,128.1728
,,,,,128.1841
,,,,,128.201125
,,,,,128.214125
,,,,,128.25315
,,,,,128.280975
,,,,,128.298175
,,,,,128.388575
,,,,,128.40095
,,,,,128.424725
,,,,,128.4617
,,,,,128.4725
,,,,,128.501225
,,,,,128.51255
,,,,,128.532625
,,,,,128.572625
,,,,,128.5837
,,,,,128.599975
,,,,,128.6137
,,,,,128.624825
,,,,,128.634475
,,,,,128.64395
,,,,,128.650275
,,,,,128.669375
,,,,,128.6978
,,,,,128.708325
,,,,,128.725775
,,,,,128.73635
,,,,,128.7606
,,,,,128.796875
,,,,,128.798975
,,,,,128.8262
,,,,,128.8526
,,,,,128.9005
,,,,,128.94595
,,,,,128.995225
,,,,,129.037125
,,,,,129.078025
,,,,,129.080025
,,,,,129.0918
,,,,,129.102325
,,,,,129.110375
,,,,,129.1437
,,,,,129.16445
,,,,,129.2261
,,,,,129.254275
,,,,,129.294025
,,,,,129.299725
,,,,,129.324475
,,,,,129.3466
,,,,,129.3768
,,,,,129.38845
,,,,,129.400525
,,,,,129.4076
,,,,,129.413625
,,,,,129.49435
,,,,,129.507
,,,,,129.514725
,,,,,129.5793
,,,,,129.587125
,,,,,129.600425
,,,,,129.6189
,,,,,129.631425
,,,,,129.640075
,,,,,129.67315
,,,,,129.712275
,,,,,129.7219
,,,,,129.73805
,,,,,129.749575
,,,,,129.755875
,,,,,129.769075
,,,,,129.79075
,,,,,129.802675
,,,,,129.81575
,,,,,129.842525
,,,,,129.874375
,,,,,129.884375
,,,,,129.991125
,,,,,129.9999
,,,,,130.0099
,,,,,130.017325
,,,,,130.026375
,,,,,130.044775
,,,,,130.06235
,,,,,130.06815
,,,,,130.10555
,,,,,130.12225
,,,,,130.14335
,,,,,130.181275
,,,,,130.19115
,,,,,130.2425
,,,,,130.25535
,,,,,130.2834
,,,,,130.30045
,,,,,130.31835
,,,,,130.333
,,,,,130.355975
,,,,,130.376075
,,,,,130.4427
,,,,,130.461575
,,,,,130.487625
,,,,,130.504825
,,,,,130.515275
,,,,,130.52875
,,,,,130.54285
,,,,,130.61955
,,,,,130.6326
,,,,,130.672125
,,,,,130.7224
,,,,,130.73445
,,,,,130.78025
,,,,,130.7982
,,,,,130.816225
,,,,,130.8284
,,,,,130.8595
,,,,,130.87055
,,,,,130.90635
,,,,,130.912575
,,,,,130.924575
,,,,,130.935375
,,,,,130.95895
,,,,,130.96885
,,,,,130.987325
,,,,,130.993225
,,,,,131.0086
,,,,,131.032475
,,,,,131.0511
,,,,,131.063425
,,,,,131.09985
,,,,,131.117975
,,,,,131.13915
,,,,,131.211
,,,,,131.2279
,,,,,131.251625
,,,,,131.274825
,,,,,131.303925
,,,,,131.33855
,,,,,131.3601
,,,,,131.38375
,,,,,131.40415
,,,,,131.43785
,,,,,131.441875
,,,,,131.451425
,,,,,131.456525
,,,,,131.499275
,,,,,131.50445
,,,,,131.513425
,,,,,131.530725
,,,,,131.5509
,,,,,131.58865
,,,,,131.607175
,,,,,131.6432
,,,,,131.6482
,,,,,131.670925
,,,,,131.679325
,,,,,131.747875
,,,,,131.79045
,,,,,131.81185
,,,,,131.825
,,,,,131.8402
,,,,,131.889825
,,,,,131.907125
,,,,,131.951125
,,,,,131.959825
,,,,,131.9805
,,,,,131.9898
,,,,,132.003275
,,,,,132.039825
,,,,,132.0526
,,,,,132.0568
,,,,,132.083375
,,,,,132.167325
,,,,,132.180525
,,,,,132.221525
,,,,,132.24795
,,,,,132.26885
,,,,,132.293575
,,,,,132.310775
,,,,,132.340875
,,,,,132.35145
,,,,,132.36665
,,,,,132.380425
,,,,,132.3893
,,,,,132.41075
,,,,,132.417125
,,,,,132.45005
,,,,,132.49505
,,,,,132.49715
,,,,,132.505675
,,,,,132.5229
,,,,,132.559325
,,,,,132.5877
,,,,,132.60345
,,,,,132.633625
,,,,,132.6663
,,,,,132.687425
,,,,,132.703725
,,,,,132.71435
,,,,,132.7465
,,,,,132.74955
,,,,,132.756925
,,,,,132.830025
,,,,,132.845175
,,,,,132.8502
,,,,,132.856925
,,,,,132.886775
,,,,,132.903725
,,,,,132.96975
,,,,,133.0242
,,,,,133.0563
,,,,,133.065675
,,,,,133.076375
,,,,,133.087875
,,,,,133.1115
,,,,,133.119725
,,,,,133.12875
,,,,,133.169325
,,,,,133.202
,,,,,133.223275
,,,,,133.2306
,,,,,133.2718
,,,,,133.2786
,,,,,133.2895
,,,,,133.311775
,,,,,133.357775
,,,,,133.39315
,,,,,133.415625
,,,,,133.436325
,,,,,133.4876
,,,,,133.5141
,,,,,133.551175
,,,,,133.567975
,,,,,133.5788
,,,,,133.62165
,,,,,133.69385
,,,,,133.704325
,,,,,133.71615
,,,,,133.729775
,,,,,133.76145
,,,,,133.77745
,,,,,133.818125
,,,,,133.868
,,,,,133.87745
,,,,,133.8959
,,,,,133.92375
,,,,,133.940325
,,,,,133.94955
,,,,,133.97105
,,,,,134.009875
,,,,,134.036475
,,,,,134.0805
,,,,,134.121075
,,,,,134.137825
,,,,,134.160975
,,,,,134.2435
,,,,,134.250525
,,,,,134.283375
,,,,,134.319425
,,,,,134.375875
,,,,,134.3883
,,,,,134.421175
,,,,,134.43295
,,,,,134.45755
,,,,,134.474275
,,,,,134.5103
,,,,,134.5141
,,,,,134.536725
,,,,,134.567125
,,,,,134.571675
,,,,,134.602675
,,,,,134.637875
,,,,,134.652775
,,,,,134.664375
,,,,,134.682975
,,,,,134.710375
,,,,,134.724125
,,,,,134.740675
,,,,,134.75085
,,,,,134.761675
,,,,,134.7773
,,,,,134.785225
,,,,,134.800025
,,,,,134.841525
,,,,,134.854725
,,,,,134.870175
,,,,,134.879625
,,,,,134.88975
,,,,,134.931
,,,,,134.951425
,,,,,134.9572
,,,,,134.981125
,,,,,135.007425
,,,,,135.018175
,,,,,135.03155
,,,,,135.04125
,,,,,135.15295
,,,,,135.177925
,,,,,135.193825
,,,,,135.210825
,,,,,135.224225
,,,,,135.241925
,,,,,135.262975
,,,,,135.298975
,,,,,135.3103
,,,,,135.327225
,,,,,135.36475
,,,,,135.468675
,,,,,135.4842
,,,,,135.501225
,,,,,135.512625
,,,,,135.533375
,,,,,135.544525
,,,,,135.56495
,,,,,135.584425
,,,,,135.598275
,,,,,135.631275
,,,,,135.642025
,,,,,135.6659
,,,,,135.671175
,,,,,135.69915
,,,,,135.71755
,,,,,135.756725
,,,,,135.780625
,,,,,135.79305
,,,,,135.80755
,,,,,135.838875
,,,,,135.857625
,,,,,135.865975
,,,,,135.8845
,,,,,135.924925
,,,,,135.93185
,,,,,135.959425
,,,,,135.971575
,,,,,135.984975
,,,,,135.9962
,,,,,136.010975
,,,,,136.039725
,,,,,136.056025
,,,,,136.066925
,,,,,136.08095
,,,,,136.09035
,,,,,136.13555
,,,,,136.15435
,,,,,136.179875
,,,,,136.1924
,,,,,136.198575
,,,,,136.2192
,,,,,136.226275
,,,,,136.258875
,,,,,136.275475
,,,,,136.283825
,,,,,136.292375
,,,,,136.3034
,,,,,136.320875
,,,,,136.344375
,,,,,136.364125
,,,,,136.3861
,,,,,136.4063
,,,,,136.4161
,,,,,136.42835
,,,,,136.47165
,,,,,136.52175
,,,,,136.543475
,,,,,136.565875
,,,,,136.64075
,,,,,136.677925
,,,,,136.695925
,,,,,136.7115
,,,,,136.730425
,,,,,136.788275
,,,,,136.8273
,,,,,136.83285
,,,,,136.856125
,,,,,136.867625
,,,,,136.93
,,,,,136.94045
,,,,,136.963175
,,,,,136.989575
,,,,,137.006325
,,,,,137.02445
,,,,,137.03615
,,,,,137.0486
,,,,,137.070525
,,,,,137.09755
,,,,,137.112825
,,,,,137.121775
,,,,,137.134475
,,,,,137.15525
,,,,,137.1637
,,,,,137.2098
,,,,,137.222925
,,,,,137.229675
,,,,,137.24955
,,,,,137.290925
,,,,,137.315525
,,,,,137.316675
,,,,,137.32705
,,,,,137.35705
,,,,,137.41365
,,,,,137.42775
,,,,,137.441
,,,,,137.46575
,,,,,137.481
,,,,,137.496675
,,,,,137.5098
,,,,,137.526925
,,,,,137.539
,,,,,137.55105
,,,,,137.595125
,,,,,137.6221
,,,,,137.63555
,,,,,137.665175
,,,,,137.720575
,,,,,137.767125
,,,,,137.80085
,,,,,137.8089
,,,,,137.8581
,,,,,137.88365
,,,,,137.917675
,,,,,138.00355
,,,,,138.025825
,,,,,138.033175
,,,,,138.050175
,,,,,138.08405
,,,,,138.0948
,,,,,138.112075
,,,,,138.13175
,,,,,138.152425
,,,,,138.163525
,,,,,138.192975
,,,,,138.213075
,,,,,138.222125
,,,,,138.290775
,,,,,138.31355
,,,,,138.35595
,,,,,138.369125
,,,,,138.3868
,,,,,138.399475
,,,,,138.413025
,,,,,138.4271
,,,,,138.47635
,,,,,138.484325
,,,,,138.503125
,,,,,138.518825
,,,,,138.526175
,,,,,138.534375
,,,,,138.571525
,,,,,138.594025
,,,,,138.6027
,,,,,138.622125
,,,,,138.632475
,,,,,138.6717
,,,,,138.678725
,,,,,138.72005
,,,,,138.7409
,,,,,138.7689
,,,,,138.785625
,,,,,138.820775
,,,,,138.88205
,,,,,138.92635
,,,,,138.93965
,,,,,138.9499
,,,,,138.9705
,,,,,139.019625
,,,,,139.02795
,,,,,139.065025
,,,,,139.068625
,,,,,139.07795
,,,,,139.126825
,,,,,139.153575
,,,,,139.161575
,,,,,139.2016
,,,,,139.22225
,,,,,139.24435
,,,,,139.274775
,,,,,139.29545
,,,,,139.305025
,,,,,139.323825
,,,,,139.356625
,,,,,139.375175
,,,,,139.430325
,,,,,139.4482
,,,,,139.472225
,,,,,139.491225
,,,,,139.500475
,,,,,139.517175
,,,,,139.52445
,,,,,139.5379
,,,,,139.5452
,,,,,139.554225
,,,,,139.568825
,,,,,139.57835
,,,,,139.590475
,,,,,139.616225
,,,,,139.637175
,,,,,139.654925
,,,,,139.666
,,,,,139.703025
,,,,,139.7163
,,,,,139.753275
,,,,,139.75765
,,,,,139.775375
,,,,,139.7802
,,,,,139.79395
,,,,,139.8221
,,,,,139.83645
,,,,,139.8677
,,,,,139.88615
,,,,,139.90015
,,,,,139.9064
,,,,,139.936875
,,,,,139.993225
,,,,,140.05115
,,,,,140.058975
,,,,,140.06015
,,,,,140.076875
,,,,,140.1045
,,,,,140.123025
,,,,,140.142425
,,,,,140.152375
,,,,,140.182375
,,,,,140.191375
,,,,,140.205775
,,,,,140.217775
,,,,,140.22405
,,,,,140.2388
,,,,,140.24375
,,,,,140.31635
,,,,,140.326925
,,,,,140.356275
,,,,,140.39005
,,,,,140.426325
,,,,,140.436075
,,,,,140.4422
,,,,,140.4688
,,,,,140.503925
,,,,,140.55685
,,,,,140.574725
,,,,,140.628275
,,,,,140.65355
,,,,,140.661125
,,,,,140.692025
,,,,,140.7082
,,,,,140.74235
,,,,,140.75865
,,,,,140.7848
,,,,,140.793
,,,,,140.82135
,,,,,140.824075
,,,,,140.8296
,,,,,140.8665
,,,,,140.871125
,,,,,140.886625
,,,,,140.88805
,,,,,140.898225
,,,,,140.909125
,,,,,140.9766
,,,,,141.022675
,,,,,141.042675
,,,,,141.074975
,,,,,141.086
,,,,,141.1097
,,,,,141.127925
,,,,,141.17225
,,,,,141.18425
,,,,,141.239575
,,,,,141.291075
,,,,,141.2961
,,,,,141.3413
,,,,,141.376725
,,,,,141.388675
,,,,,141.5526
,,,,,141.58435
,,,,,141.616525
,,,,,141.66495
,,,,,141.691725
,,,,,141.71085
,,,,,141.732875
,,,,,141.7969
,,,,,141.80915
,,,,,141.84915
,,,,,141.887125
,,,,,141.906775
,,,,,141.91725
,,,,,141.977825
,,,,,141.986125
,,,,,141.99195
,,,,,142.011175
,,,,,142.016675
,,,,,142.029325
,,,,,142.048425
,,,,,142.0898
,,,,,142.111
,,,,,142.131225
,,,,,142.14525
,,,,,142.16485
,,,,,142.17845
,,,,,142.2421
,,,,,142.2737
,,,,,142.281425
,,,,,142.284275
,,,,,142.311925
,,,,,142.33005
,,,,,142.36305
,,,,,142.368375
,,,,,142.3745
,,,,,142.388075
,,,,,142.416775
,,,,,142.4386
,,,,,142.4474
,,,,,142.476475
,,,,,142.500525
,,,,,142.531975
,,,,,142.565625
,,,,,142.59275
,,,,,142.628325
,,,,,142.658875
,,,,,142.668175
,,,,,142.703075
,,,,,142.70985
,,,,,142.719225
,,,,,142.758325
,,,,,142.763625
,,,,,142.8819
,,,,,142.895525
,,,,,142.934325
,,,,,142.959225
,,,,,142.966875
,,,,,142.974875
,,,,,143.07485
,,,,,143.090625
,,,,,143.159375
,,,,,143.175675
,,,,,143.1977
,,,,,143.23765
,,,,,143.260925
,,,,,143.2718
,,,,,143.276825
,,,,,143.296275
,,,,,143.3042
,,,,,143.321375
,,,,,143.327775
,,,,,143.354725
,,,,,143.3602
,,,,,143.397375
,,,,,143.4174
,,,,,143.4296
,,,,,143.59875
,,,,,143.6563
,,,,,143.706
,,,,,143.7414
,,,,,143.7612
,,,,,143.7745
,,,,,143.83185
,,,,,143.869425
,,,,,143.893675
,,,,,143.957825
,,,,,143.970275
,,,,,143.972325
,,,,,144.01585
,,,,,144.024075
,,,,,144.082825
,,,,,144.1196
,,,,,144.203475
,,,,,144.24445
,,,,,144.3207
,,,,,144.326875
,,,,,144.345125
,,,,,144.358825
,,,,,144.467125
,,,,,144.583875
,,,,,144.598025
,,,,,144.62115
,,,,,144.623475
,,,,,144.654075
,,,,,144.66485
,,,,,144.665975
,,,,,144.72645
,,,,,144.800475
,,,,,144.8049
,,,,,144.82775
,,,,,144.848125
,,,,,144.8892
,,,,,144.92775
,,,,,145.133125
,,,,,145.1416
,,,,,145.2105
,,,,,145.2935
,,,,,145.349525
,,,,,145.377625
,,,,,145.40855
,,,,,145.442675
,,,,,145.518
,,,,,145.53785
,,,,,145.5825
,,,,,145.610775
,,,,,145.621475
,,,,,145.7214
,,,,,145.74
,,,,,145.7779
,,,,,145.81585
,,,,,145.8866
,,,,,145.89395
,,,,,145.9249
,,,,,145.9746
,,,,,145.994875
,,,,,146.0028
,,,,,146.1085
,,,,,146.17155
,,,,,146.1917
,,,,,146.226975
,,,,,146.2355
,,,,,146.25105
,,,,,146.2599
,,,,,146.31105
,,,,,146.33265
,,,,,146.34925
,,,,,146.3798
,,,,,146.389
,,,,,146.443825
,,,,,146.451
,,,,,146.48825
,,,,,146.497425
,,,,,146.51435
,,,,,146.529675
,,,,,146.5352
,,,,,146.5478
,,,,,146.557725
,,,,,146.566225
,,,,,146.595625
,,,,,146.616975
,,,,,146.6192
,,,,,146.701675
,,,,,146.716075
,,,,,146.736375
,,,,,146.75145
,,,,,146.7911
,,,,,146.80785
,,,,,146.845075
,,,,,146.866625
,,,,,146.876125
,,,,,146.89105
,,,,,146.9135
,,,,,146.919875
,,,,,146.94995
,,,,,146.958825
,,,,,146.963875
,,,,,147.01645
,,,,,147.0307
,,,,,147.0492
,,,,,147.089
,,,,,147.098375
,,,,,147.14805
,,,,,147.16995
,,,,,147.18275
,,,,,147.251675
,,,,,147.270675
,,,,,147.292075
,,,,,147.312575
,,,,,147.321825
,,,,,147.350525
,,,,,147.363025
,,,,,147.37525
,,,,,147.384275
,,,,,147.401475
,,,,,147.430525
,,,,,147.4397
,,,,,147.54665
,,,,,147.598525
,,,,,147.6413
,,,,,147.652275
,,,,,147.6539
,,,,,147.6729
,,,,,147.7327
,,,,,147.747175
,,,,,147.80425
,,,,,147.850875
,,,,,147.870425
,,,,,147.9136
,,,,,147.927275
,,,,,147.941025
,,,,,147.958075
,,,,,147.973
,,,,,147.9791
,,,,,148.033275
,,,,,148.069875
,,,,,148.079625
,,,,,148.085075
,,,,,148.1445
,,,,,148.15615
,,,,,148.165275
,,,,,148.177
,,,,,148.2154
,,,,,148.2889
,,,,,148.301525
,,,,,148.316
,,,,,148.36355
,,,,,148.405
,,,,,148.447425
,,,,,148.483725
,,,,,148.5018
,,,,,148.513425
,,,,,148.543325
,,,,,148.5624
,,,,,148.630025
,,,,,148.649075
,,,,,148.70105
,,,,,148.71305
,,,,,148.7525
,,,,,148.794325
,,,,,148.83545
,,,,,148.84605
,,,,,148.86165
,,,,,148.889975
,,,,,148.9257
,,,,,148.9827
,,,,,149.007375
,,,,,149.048425
,,,,,149.064425
,,,,,149.073925
,,,,,149.0818
,,,,,149.089825
,,,,,149.111875
,,,,,149.13095
,,,,,149.170775
,,,,,149.215525
,,,,,149.2578
,,,,,149.304
,,,,,149.35045
,,,,,149.363725
,,,,,149.397575
,,,,,149.40745
,,,,,149.413325
,,,,,149.423975
,,,,,149.44195
,,,,,149.464975
,,,,,149.55455
,,,,,149.57185
,,,,,149.60165
,,,,,149.629375
,,,,,149.63265
,,,,,149.638725
,,,,,149.666375
,,,,,149.682425
,,,,,149.69175
,,,,,149.70615
,,,,,149.71255
,,,,,149.744225
,,,,,149.8176
,,,,,149.935125
,,,,,149.970325
,,,,,149.979725
,,,,,149.991
,,,,,150.0137
,,,,,150.0275
,,,,,150.036125
,,,,,150.092725
,,,,,150.11095
,,,,,150.135025
,,,,,150.167475
,,,,,150.186725
,,,,,150.1975
,,,,,150.2331
,,,,,150.26105
,,,,,150.268025
,,,,,150.2761
,,,,,150.305575
,,,,,150.3492
,,,,,150.406275
,,,,,150.46995
,,,,,150.511725
,,,,,150.525275
,,,,,150.5377
,,,,,150.554
,,,,,150.567125
,,,,,150.5797
,,,,,150.5924
,,,,,150.5974
,,,,,150.61705
,,,,,150.627375
,,,,,150.6442
,,,,,150.6733
,,,,,150.680075
,,,,,150.714375
,,,,,150.732125
,,,,,150.8007
,,,,,150.833675
,,,,,150.865175
,,,,,150.873925
,,,,,150.890725
,,,,,150.9005
,,,,,150.916575
,,,,,150.933125
,,,,,151.023025
,,,,,151.049025
,,,,,151.06865
,,,,,151.11075
,,,,,151.24055
,,,,,151.249025
,,,,,151.261
,,,,,151.28855
,,,,,151.30475
,,,,,151.316425
,,,,,151.34925
,,,,,151.376625
,,,,,151.381875
,,,,,151.4052
,,,,,151.417675
,,,,,151.445825
,,,,,151.4511
,,,,,151.46205
,,,,,151.48045
,,,,,151.505525
,,,,,151.5183
,,,,,151.534375
,,,,,151.581425
,,,,,151.7126
,,,,,151.7192
,,,,,151.728475
,,,,,151.790275
,,,,,151.8052
,,,,,151.825325
,,,,,151.832175
,,,,,151.8507
,,,,,151.864625
,,,,,151.8864
,,,,,151.943625
,,,,,151.986175
,,,,,152.05255
,,,,,152.0871
,,,,,152.11225
,,,,,152.128825
,,,,,152.13525
,,,,,152.148775
,,,,,152.16015
,,,,,152.28265
,,,,,152.3222
,,,,,152.3409
,,,,,152.35235
,,,,,152.364375
,,,,,152.375625
,,,,,152.38395
,,,,,152.397375
,,,,,152.411475
,,,,,152.436075
,,,,,152.4755
,,,,,152.497325
