SPK_SPKC01a (inhi),SPK_SPKC05a (inhi),SPK_SPKC07a (exc),SPK_SPKC13a (inhi)
,405.206225,418.17455,401.4513
,405.31355,418.22555,401.474225
,405.388225,418.28955,401.524275
,405.404325,418.3796,401.5375
,405.434825,418.491425,401.5899
,405.46795,418.532925,401.6128
,405.53295,418.5621,401.6719
,405.7015,418.7398,401.776
,405.75765,418.92345,401.779725
,405.945775,418.94105,401.8418
,406.014475,418.95345,401.8745
,406.270025,418.9633,401.9256
,406.635225,419.0842,402.059825
,406.678725,419.157675,402.08585
,406.738325,419.1925,402.1986
,406.84335,419.19465,402.2514
,406.890275,419.27575,402.3649
,407.022625,419.306575,402.3882
,407.049525,419.3253,402.4479
,407.284025,419.358575,402.508675
,407.37805,419.366025,402.579975
,407.487625,419.524175,402.72315
,407.689925,419.56315,402.7484
,407.73205,419.675725,402.7967
,407.808325,419.7344,403.050675
,407.823025,419.79105,403.065625
,407.901125,419.820125,403.175575
,407.96285,419.912075,403.1994
,407.98545,419.91565,403.227875
,408.093325,419.9829,403.3126
,408.1675,,403.424575
,408.2778,,403.6015
,408.330525,,403.64665
,408.48345,,403.831025
,408.6282,,403.857275
,408.729925,,403.920875
,408.79315,,404.09575
,408.87735,,404.176075
,409.0681,,404.219425
,409.110875,,404.291
,409.243225,,404.3353
,409.277025,,404.382325
,409.3355,,404.40315
,409.389125,,404.62535
,409.506025,,404.650125
,409.92055,,404.6963
,409.9614,,404.7256
,410.173625,,404.8157
,410.3384,,404.86195
,410.374075,,404.963625
,410.66255,,405.00995
,410.823675,,405.181125
,411.2212,,405.253775
,411.2915,,405.388225
,411.300675,,405.404325
,411.416475,,405.434775
,411.4532,,405.5714
,411.492825,,405.57705
,411.602825,,405.6072
,411.878625,,405.6722
,411.90025,,405.70325
,412.00385,,405.889925
,412.2142,,405.94575
,412.251825,,405.948875
,412.379875,,406.01445
,412.4328,,406.209075
,412.4905,,406.270025
,412.7852,,406.635175
,412.82045,,406.6787
,413.02945,,406.738325
,413.110775,,406.7866
,413.28975,,406.84335
,413.360175,,407.104575
,413.68305,,407.233
,414.15855,,407.284025
,414.4127,,407.336975
,414.45805,,407.487575
,414.602025,,407.566075
,414.978875,,407.689925
,415.10715,,407.73205
,415.22805,,407.9011
,415.255075,,407.96285
,415.31035,,408.065475
,415.357625,,408.141825
,415.418625,,408.1675
,415.49815,,408.351825
,415.549975,,408.427375
,415.565425,,408.48345
,415.594875,,408.628175
,415.84085,,408.68795
,415.8644,,408.7485
,415.889625,,408.877325
,415.90395,,409.0681
,416.032725,,409.24325
,416.1203,,409.3355
,416.17755,,409.351175
,416.269225,,409.506
,416.48065,,409.5259
,416.6058,,409.636025
,416.719775,,409.647875
,416.73105,,409.69525
,417.023075,,409.7581
,417.1375,,409.77565
,417.2199,,409.864475
,417.32045,,409.920525
,417.3931,,409.9614
,417.68705,,410.139325
,417.710875,,410.173625
,417.776125,,410.306225
,417.87695,,410.374025
,417.946175,,410.6625
,418.05015,,410.77065
,418.073325,,410.92035
,418.1605,,410.994575
,418.29455,,411.1016
,418.381175,,411.1351
,418.4152,,411.274475
,418.55255,,411.354475
,418.751325,,411.453175
,418.913175,,411.465925
,419.018725,,411.492825
,419.0567,,411.701975
,419.3028,,411.731275
,419.331775,,411.769075
,419.429525,,411.7978
,419.46605,,411.851975
,419.49635,,411.90025
,419.536,,411.917825
,419.7455,,412.31575
,,,412.379875
,,,412.4328
,,,412.4905
,,,412.537275
,,,412.636325
,,,412.676125
,,,412.722625
,,,412.7851
,,,412.848625
,,,412.91105
,,,412.9646
,,,413.150925
,,,413.16775
,,,413.1971
,,,413.28975
,,,413.683025
,,,413.787525
,,,413.8269
,,,413.9286
,,,414.05535
,,,414.370075
,,,414.458025
,,,414.602025
,,,414.641475
,,,414.856075
,,,415.22805
,,,415.25505
,,,415.31035
,,,415.41665
,,,415.45565
,,,415.498125
,,,415.8408
,,,415.8644
,,,415.8896
,,,415.929325
,,,415.973175
,,,416.007
,,,416.0637
,,,416.26925
,,,416.446825
,,,416.455725
,,,416.480625
,,,416.54645
,,,416.6058
,,,416.6094
,,,416.6839
,,,416.71975
,,,416.731025
,,,416.759125
,,,416.790275
,,,416.886775
,,,416.909175
,,,416.948475
,,,416.984625
,,,417.023075
,,,417.100525
,,,417.13745
,,,417.17605
,,,417.351825
,,,417.4646
,,,417.538025
,,,417.5443
,,,417.622475
,,,417.642625
,,,417.68705
,,,417.813
,,,417.868775
,,,417.922225
,,,417.93235
,,,417.962875
,,,418.050125
,,,418.073325
,,,418.0937
,,,418.18695
,,,418.294525
,,,418.328775
,,,418.381175
,,,418.4553
,,,418.517325
,,,418.710925
,,,418.7513
,,,418.8059
,,,418.862575
,,,418.99655
,,,419.056725
,,,419.3028
,,,419.392675
,,,419.466025
,,,419.535975
,,,419.745475
,,,419.840675
,,,419.9055
