SPK_SPKC08a (no opto-tagging),SPK_SPKC10a (inhi),SPK_SPKC11a (exc),SPK_SPKC12a (no response),SPK_SPKC12b (exc),SPK_SPKC14a (short inhi)
,92.084225,107.52105,,126.1641,102.691925
,92.1058,107.545025,,126.181375,102.71425
,92.1467,107.5836,,126.2027,102.740175
,92.166775,107.60785,,126.218425,102.762425
,92.1796,107.626225,,126.231,102.7841
,92.197075,107.635275,,126.245825,102.79915
,92.21455,107.641,,126.260475,102.806775
,92.2225,107.64845,,126.27225,102.82255
,92.244825,107.6539,,126.282725,102.83665
,92.256575,107.667375,,126.2965,102.84965
,92.2592,107.6765,,126.307975,102.860525
,92.278975,107.685425,,126.316325,102.8702
,92.30805,107.702425,,126.32225,102.880875
,92.3477,107.7191,,126.32745,102.89475
,92.369075,107.728375,,126.3487,102.90115
,92.396925,107.734225,,126.358525,102.923225
,92.429,107.7399,,126.37825,102.928925
,92.446225,107.746775,,126.395425,102.935925
,92.4535,107.757475,,126.405525,102.949225
,92.461625,107.775225,,126.417025,102.960275
,92.4843,107.78315,,126.4383,102.979625
,92.4926,107.810175,,126.449725,103.00325
,92.507375,107.835725,,126.477675,103.029425
,92.5195,107.8655,,126.5152,103.057925
,92.526275,107.878625,,126.569575,103.096925
,92.5399,107.8875,,126.619225,103.152075
,92.553175,107.91305,,126.6518,103.2431
,92.565625,107.926875,,126.660175,103.258525
,92.5849,107.93735,,126.668225,103.27345
,92.599625,107.9526,,126.673775,103.28095
,92.610275,107.96695,,126.692825,103.291925
,92.622525,107.974775,,126.700875,103.308775
,92.647825,107.9878,,126.715475,103.31245
,92.665575,108.008125,,126.721025,103.3143
,92.679575,108.023525,,126.728225,103.3233
,92.692475,108.03525,,126.74055,103.330975
,92.70675,108.0504,,126.7476,103.3432
,92.7155,108.0755,,126.762325,103.35205
,92.724475,108.086275,,126.768675,103.36195
,92.741575,108.120575,,126.7951,103.36955
,92.75455,108.1446,,126.8109,103.3819
,92.7813,108.162275,,126.822275,103.396725
,92.808875,108.174075,,126.836575,103.40665
,92.821075,108.19005,,126.86255,103.41745
,92.844525,108.211825,,126.89565,103.428525
,92.861975,108.242225,,126.920375,103.456925
,92.88755,108.254825,,126.94515,103.472375
,92.928225,108.274475,,126.96185,103.485075
,92.957775,108.28305,,126.998525,103.49735
,92.977225,108.290975,,127.04125,103.52455
,93.004725,108.3049,,127.071225,103.553875
,93.035425,108.31585,,127.100175,103.63295
,93.062925,108.326625,,127.1491,103.68755
,93.08405,108.339325,,127.173825,103.702075
,93.10765,108.35815,,127.197175,103.712975
,93.1474,108.36395,,127.206625,103.725325
,93.16985,108.390175,,127.244525,103.735425
,93.20465,108.405625,,127.2537,103.743025
,93.241825,108.4218,,127.265775,103.7536
,93.284875,108.451125,,127.2733,103.7635
,93.305025,108.47035,,127.2862,103.77385
,93.309825,108.498025,,127.29565,103.785925
,93.312675,108.5179,,127.303575,103.79735
,93.315375,108.545525,,127.30985,103.812375
,93.319675,108.5726,,127.319125,103.826975
,93.321925,108.603725,,127.3271,103.84355
,93.333525,108.622025,,127.33825,103.8604
,93.3461,108.642975,,127.345825,103.887625
,93.355425,108.65525,,127.362,103.9382
,93.3744,108.664925,,127.37685,103.974125
,93.39135,108.6807,,127.399975,104.03465
,93.4079,108.692025,,127.421475,104.056725
,93.4319,108.70545,,127.442725,104.068475
,93.4736,108.718275,,127.485375,104.0771
,93.4838,108.72935,,127.535175,104.0887
,93.493075,108.741775,,127.59455,104.1
,93.495775,108.75415,,127.6356,104.136
,93.503,108.765225,,127.664625,104.145225
,93.5102,108.77595,,127.684925,104.15385
,93.5166,108.79465,,127.697325,104.1635
,93.523175,108.806125,,127.711775,104.174375
,93.531375,108.8229,,127.72535,104.18685
,93.554325,108.83495,,127.7316,104.20405
,93.5695,108.87615,,127.741,104.217775
,93.580425,108.891825,,127.7549,104.252375
,93.58895,108.9114,,127.7632,104.27855
,93.600475,108.93385,,127.774125,104.304075
,93.609125,108.958575,,127.784275,104.32355
,93.61625,108.982775,,127.79175,104.352525
,93.64325,109.009025,,127.7985,104.38465
,93.6452,109.024975,,127.80625,104.40065
,93.660325,109.0426,,127.835,104.4236
,93.674825,109.052675,,127.843275,104.44525
,93.688725,109.07795,,127.86865,104.470825
,93.72105,109.105025,,127.874975,104.492175
,93.73355,109.12,,127.8917,104.519425
,93.775725,109.1381,,127.9118,104.540725
,93.79235,109.1535,,127.92395,104.5665
,93.8041,109.175925,,127.94195,104.59455
,93.8198,109.2107,,127.95055,104.63315
,93.836825,109.227475,,127.9851,104.649225
,93.846875,109.25745,,127.99615,104.66815
,93.8557,109.28425,,128.012625,104.6892
,93.868775,109.2924,,128.020875,104.7045
,93.87965,109.297625,,128.029275,104.718625
,93.8928,109.305825,,128.03475,104.72985
,93.899025,109.314475,,128.0466,104.7409
,93.9105,109.342725,,128.052425,104.752375
,93.933075,109.358775,,128.0623,104.764675
,93.952125,109.3767,,128.072875,104.77705
,93.967075,109.3855,,128.0822,104.788775
,94.00725,109.406525,,128.09035,104.804775
,94.018375,109.419925,,128.10045,104.82355
,94.030175,109.434175,,128.11085,104.83805
,94.0503,109.4539,,128.12785,104.857975
,94.0621,109.499325,,128.146775,104.883
,94.067575,109.5165,,128.168725,104.90505
,94.08445,109.5338,,128.207125,104.93485
,94.093975,109.551275,,128.231475,104.978875
,94.1076,109.576525,,128.261,105.01725
,94.1178,109.60355,,128.2951,105.0409
,94.128175,109.622375,,128.3124,105.0603
,94.137475,109.637725,,128.334475,105.0809
,94.150075,109.652375,,128.34475,105.098675
,94.158125,109.66135,,128.364625,105.11475
,94.174375,109.664475,,128.37475,105.132725
,94.19365,109.680825,,128.385325,105.152175
,94.2071,109.69695,,128.392025,105.16905
,94.22665,109.71345,,128.398225,105.1741
,94.238425,109.725275,,128.40375,105.1881
,94.25735,109.7379,,128.40665,105.21925
,94.27655,109.756375,,128.412575,105.271975
,94.2963,109.772025,,128.414875,105.329275
,94.311175,109.78635,,128.417825,105.368625
,94.3131,109.798725,,128.423925,105.397825
,94.326425,109.79975,,128.453225,105.413375
,94.336375,109.82145,,128.469125,105.422875
,94.341325,109.832325,,128.474675,105.434375
,94.35205,109.8493,,128.48725,105.448225
,94.359875,109.864925,,128.49255,105.46305
,94.369225,109.87375,,128.5009,105.4723
,94.377425,109.885575,,128.5065,105.483875
,94.39265,109.89455,,128.511325,105.49875
,94.406325,109.90995,,128.523275,105.516075
,94.41355,109.92205,,128.52735,105.533425
,94.425725,109.934225,,128.539525,105.546025
,94.43265,109.956475,,128.57585,105.560975
,94.4452,109.974825,,128.585625,105.570725
,94.4545,109.981275,,128.621525,105.581775
,94.46905,109.989325,,128.64235,105.59345
,94.47415,110.0042,,128.66655,105.606975
,94.478075,110.030125,,128.744325,105.6371
,94.49475,110.046225,,128.777975,105.674975
,94.50875,110.0589,,128.80525,105.699975
,94.528075,110.083175,,128.8176,105.71885
,94.5387,110.103175,,128.83225,105.737325
,94.56085,110.13115,,128.838625,105.7534
,94.56365,110.141,,128.844175,105.787775
,94.573075,110.15785,,128.848475,105.800525
,94.584625,110.1921,,128.853375,105.81425
,94.59545,110.20665,,128.8574,105.826575
,94.609925,110.21525,,128.860725,105.837475
,94.624325,110.2353,,128.8725,105.849375
,94.638825,110.248825,,128.877775,105.866875
,94.669775,110.2591,,128.8953,105.882625
,94.685325,110.27035,,128.91285,105.90565
,94.705675,110.27885,,128.93185,105.925575
,94.729775,110.289625,,128.947125,105.9456
,94.74745,110.297075,,128.966825,105.978875
,94.765825,110.315325,,128.979075,106.007925
,94.780025,110.32405,,128.99375,106.0657
,94.78775,110.335125,,129.00755,106.1633
,94.800375,110.35215,,129.0279,106.1756
,94.81385,110.371525,,129.064375,106.18435
,94.81785,110.382425,,129.086225,106.1907
,94.823,110.39375,,129.11925,106.197075
,94.8298,110.41275,,129.132175,106.206025
,94.84285,110.424275,,129.14485,106.21465
,94.845425,110.436875,,129.154325,106.2226
,94.8473,110.45,,129.1624,106.2359
,94.868975,110.4597,,129.169525,106.2506
,94.88165,110.4834,,129.180475,106.257975
,94.895125,110.494525,,129.18565,106.266425
,94.900425,110.504625,,129.193675,106.2762
,94.9108,110.51795,,129.22035,106.289875
,94.928175,110.52715,,129.22715,106.3025
,94.94105,110.5526,,129.238225,106.313575
,94.9531,110.588625,,129.255175,106.342075
,94.960775,110.619,,129.281225,106.353825
,94.968,110.636925,,129.298275,106.367075
,94.972425,110.652875,,129.328775,106.382175
,94.97825,110.6712,,129.36755,106.40295
,94.985425,110.7121,,129.417425,106.427075
,94.993175,110.72935,,129.460225,106.4602
,95.01385,110.752525,,129.488425,106.489625
,95.027525,110.77205,,129.5176,106.500525
,95.038325,110.790675,,129.5278,106.560425
,95.046925,110.80975,,129.53375,106.602125
,95.0568,110.837125,,129.5375,106.625475
,95.063075,110.86455,,129.548425,106.647675
,95.078475,110.8886,,129.56175,106.69375
,95.09405,110.93095,,129.570625,106.713525
,95.117325,110.9477,,129.57655,106.727425
,95.136525,110.9721,,129.585,106.74445
,95.152725,110.996925,,129.594525,106.762575
,95.17805,111.023675,,129.60505,106.7853
,95.208325,111.037925,,129.610875,106.8112
,95.238775,111.049325,,129.622525,106.83165
,95.264,111.06195,,129.627975,106.861325
,95.290225,111.07065,,129.6405,106.874125
,95.322975,111.0773,,129.6658,106.8881
,95.345925,111.093975,,129.69125,106.9051
,95.367825,111.109875,,129.7441,106.92475
,95.387875,111.1198,,129.79285,106.95225
,95.404225,111.130875,,129.8436,106.980125
,95.42965,111.139475,,129.874575,106.999775
,95.459475,111.147275,,129.883525,107.017275
,95.487925,111.1547,,129.890225,107.019175
,95.51225,111.163975,,129.9095,107.0335
,95.54355,111.172825,,129.916275,107.048125
,95.570425,111.184225,,129.920575,107.065225
,95.5865,111.19655,,129.92745,107.0832
,95.5942,111.206,,129.931025,107.0938
,95.602625,111.22845,,129.934925,107.10265
,95.609275,111.2364,,129.9382,107.11275
,95.61415,111.242425,,129.942925,107.125775
,95.6243,111.248325,,129.9539,107.1432
,95.626175,111.2561,,129.963775,107.156175
,95.63255,111.267025,,129.9795,107.174075
,95.63625,111.277075,,129.9941,107.208225
,95.640075,111.284325,,130.004075,107.25195
,95.65035,111.299525,,130.010025,107.327375
,95.656175,111.3179,,130.0156,107.356725
,95.662975,111.325825,,130.02225,107.367075
,95.6746,111.346775,,130.04085,107.379075
,95.69255,111.37,,130.0534,107.393275
,95.74905,111.4023,,130.0767,107.408175
,95.7871,111.4325,,130.105325,107.422375
,95.80985,111.439825,,130.137975,107.44095
,95.8634,111.4521,,130.19345,107.455925
,95.880575,111.46165,,130.2331,107.458025
,95.8921,111.468825,,130.253275,107.470825
,95.9028,111.474475,,130.285925,107.4826
,95.91035,111.477025,,130.300575,107.492425
,95.9165,111.482875,,130.3109,107.50515
,95.924925,111.5072,,130.32955,107.518125
,95.9437,111.516625,,130.3366,107.533275
,95.972175,111.537275,,130.347175,107.5523
,95.987025,111.5521,,130.3657,107.567875
,95.9996,111.566775,,130.379875,107.58925
,96.009325,111.5803,,130.39255,107.6367
,96.0192,111.62405,,130.420675,107.67535
,96.032875,111.673,,130.455525,107.719125
,96.045025,111.6974,,130.48535,107.72945
,96.058075,111.7086,,130.5312,107.73565
,96.07425,111.719775,,130.56245,107.7399
,96.091075,111.738325,,130.597625,107.74745
,96.102275,111.762425,,130.62905,107.7547
,96.109425,111.7702,,130.644025,107.761325
,96.115925,111.780625,,130.656775,107.7684
,96.1251,111.80395,,130.664175,107.77525
,96.1314,111.8241,,130.6702,107.780175
,96.136025,111.84355,,130.675125,107.785925
,96.141075,111.8629,,130.683325,107.79325
,96.145075,111.87485,,130.699,107.7997
,96.151575,111.8846,,130.70505,107.807675
,96.15675,111.90415,,130.71265,107.812375
,96.161475,111.912475,,130.730725,107.819875
,96.16825,111.92475,,130.740375,107.827925
,96.186775,111.9355,,130.752575,107.8408
,96.188775,111.953075,,130.76835,107.846025
,96.2012,111.99535,,130.781175,107.859325
,96.2164,112.01785,,130.7928,107.8698
,96.237825,112.05925,,130.80575,107.88045
,96.245625,112.0792,,130.828775,107.889725
,96.246875,112.10235,,130.87175,107.901625
,96.2548,112.119125,,130.8881,107.91385
,96.2636,112.1336,,130.90555,107.928525
,96.2737,112.141975,,130.918725,107.9444
,96.301125,112.153325,,130.932325,107.95515
,96.31945,112.167975,,130.948425,107.96565
,96.332675,112.1908,,130.95995,107.978625
,96.343475,112.2147,,130.974875,107.98985
,96.3487,112.22765,,130.98745,108.00155
,96.3679,112.2424,,131.018475,108.01
,96.389475,112.268375,,131.031525,108.020825
,96.40415,112.298975,,131.05,108.034
,96.428525,112.336075,,131.082675,108.050275
,96.4508,112.371375,,131.121575,108.06015
,96.47595,112.399875,,131.180375,108.077725
,96.513275,112.4183,,131.239925,108.0934
,96.544575,112.435925,,131.27435,108.114375
,96.552525,112.4474,,131.2913,108.129875
,96.5718,112.455525,,131.302925,108.1526
,96.59325,112.467875,,131.314425,108.186925
,96.607325,112.47575,,131.323775,108.22805
,96.617425,112.478525,,131.34515,108.29145
,96.65005,112.493875,,131.358825,108.30875
,96.6672,112.502975,,131.371625,108.32475
,96.697275,112.50995,,131.393,108.326625
,96.7237,112.522,,131.412825,108.33675
,96.793675,112.5278,,131.434525,108.352325
,96.820675,112.538125,,131.449625,108.3674
,96.839625,112.5402,,131.47345,108.38225
,96.858725,112.546425,,131.49015,108.395675
,96.868075,112.558425,,131.499725,108.4076
,96.874825,112.57095,,131.531675,108.44785
,96.886725,112.577225,,131.5628,108.476675
,96.895025,112.58985,,131.60015,108.515625
,96.902275,112.6267,,131.6424,108.546575
,96.917425,112.6413,,131.691825,108.579225
,96.92495,112.65285,,131.715325,108.6141
,96.934325,112.671325,,131.72785,108.656
,96.9516,112.69085,,131.76355,108.676575
,96.958125,112.717225,,131.774825,108.696125
,96.96855,112.73415,,131.783725,108.715375
,97.012025,112.768475,,131.79415,108.724175
,97.027425,112.7888,,131.800875,108.7343
,97.043425,112.8272,,131.81185,108.7463
,97.0699,112.833275,,131.8249,108.755825
,97.10305,112.8469,,131.8352,108.77075
,97.1191,112.8515,,131.852125,108.78135
,97.150675,112.8553,,131.8741,108.791425
,97.17145,112.859725,,131.890825,108.80465
,97.189325,112.8637,,131.917375,108.81985
,97.223375,112.8688,,131.937675,108.8351
,97.249175,112.87585,,131.96035,108.85235
,97.280375,112.879275,,131.98105,108.869725
,97.29915,112.8868,,132.012725,108.88535
,97.3111,112.901625,,132.047925,108.905725
,97.34485,112.910325,,132.08155,108.919225
,97.360025,112.917375,,132.120425,108.941125
,97.367375,112.9242,,132.15635,108.967325
,97.373575,112.92965,,132.175825,108.987325
,97.386925,112.941275,,132.198275,109.01015
,97.3968,112.9786,,132.208875,109.0315
,97.416075,113.001075,,132.22375,109.049025
,97.42105,113.01625,,132.230025,109.08025
,97.42995,113.023125,,132.254425,109.10085
,97.44655,113.03565,,132.276675,109.1316
,97.46845,113.046925,,132.298025,109.15565
,97.486825,113.051875,,132.321025,109.178475
,97.522325,113.05375,,132.340425,109.211575
,97.542625,113.064125,,132.35585,109.236575
,97.580275,113.0726,,132.3715,109.25595
,97.598625,113.091825,,132.386275,109.2838
,97.6167,113.0992,,132.40415,109.301825
,97.6346,113.13125,,132.420775,109.31105
,97.659225,113.14885,,132.4482,109.3199
,97.6949,113.155925,,132.46495,109.324525
,97.709675,113.1846,,132.48385,109.331275
,97.7251,113.20325,,132.5158,109.33855
,97.733175,113.21875,,132.5605,109.3514
,97.78455,113.228175,,132.6207,109.359175
,97.791075,113.2441,,132.659225,109.371475
,97.8103,113.29635,,132.6978,109.3854
,97.82375,113.311225,,132.72935,109.3964
,97.844125,113.336475,,132.7621,109.410025
,97.84875,113.349425,,132.7722,109.42765
,97.8537,113.355375,,132.787075,109.444575
,97.861475,113.359925,,132.7976,109.4714
,97.8682,113.36715,,132.8097,109.49435
,97.87265,113.384,,132.819725,109.5326
,97.878575,113.38985,,132.856925,109.5638
,97.8863,113.396175,,132.8689,109.58825
,97.893475,113.4012,,132.8817,109.6063
,97.90785,113.406925,,132.8976,109.62595
,97.923325,113.421025,,132.913125,109.650375
,97.9451,113.432725,,132.9293,109.666375
,97.95605,113.4939,,132.9528,109.6809
,97.97125,113.50365,,133.0014,109.701725
,97.987575,113.52795,,133.046225,109.7266
,98.00095,113.540225,,133.0881,109.741825
,98.021025,113.5714,,133.1251,109.760825
,98.0287,113.5865,,133.1402,109.7836
,98.054275,113.613,,133.148925,109.7931
,98.079625,113.64575,,133.15505,109.804125
,98.1025,113.666775,,133.172,109.8163
,98.139,113.6792,,133.186275,109.8267
,98.1796,113.6937,,133.21275,109.837325
,98.204775,113.7091,,133.232625,109.8509
,98.230575,113.727575,,133.2558,109.8626
,98.26855,113.74545,,133.275025,109.872475
,98.28795,113.759175,,133.29585,109.88405
,98.299975,113.7705,,133.3316,109.898675
,98.30945,113.777975,,133.360625,109.915975
,98.310725,113.801,,133.404375,109.93815
,98.342125,113.81615,,133.434275,109.955975
,98.348275,113.824725,,133.4795,109.978125
,98.360975,113.829525,,133.507425,109.9996
,98.3738,113.834525,,133.517625,110.020425
,98.37525,113.8435,,133.533075,110.0438
,98.382025,113.854925,,133.543275,110.06085
,98.39625,113.868425,,133.5769,110.082025
,98.398475,113.875025,,133.586375,110.111275
,98.4169,113.881925,,133.616225,110.147525
,98.42675,113.891725,,133.625025,110.1774
,98.4375,113.906775,,133.640375,110.20785
,98.447025,113.9218,,133.6681,110.242675
,98.4669,113.948825,,133.702025,110.259775
,98.4904,113.9832,,133.709225,110.26995
,98.528675,114.00465,,133.7225,110.272075
,98.54665,114.042975,,133.73325,110.284125
,98.575075,114.061,,133.746175,110.29715
,98.598475,114.081225,,133.77125,110.30995
,98.61775,114.10185,,133.800475,110.325625
,98.63665,114.135125,,133.830075,110.34075
,98.6631,114.1569,,133.861475,110.36025
,98.6812,114.17035,,133.88915,110.364025
,98.6933,114.1959,,133.923575,110.37065
,98.716625,114.21585,,133.963075,110.3782
,98.7379,114.250875,,134.0037,110.3916
,98.7571,114.2856,,134.05165,110.401425
,98.79145,114.29465,,134.071675,110.41155
,98.837275,114.304875,,134.102075,110.419925
,98.867775,114.31345,,134.12225,110.433825
,98.89145,114.328525,,134.1442,110.443575
,98.910475,114.33695,,134.15545,110.455025
,98.92855,114.349025,,134.167875,110.466525
,98.93145,114.3583,,134.1812,110.48235
,98.9366,114.36945,,134.230125,110.49185
,98.94435,114.3838,,134.26025,110.50815
,98.954,114.397325,,134.271525,110.5218
,98.95665,114.416325,,134.2818,110.533275
,98.9593,114.4283,,134.298925,110.545025
,98.963225,114.44055,,134.30585,110.557475
,98.972575,114.462225,,134.322325,110.56925
,98.977425,114.4781,,134.333675,110.586125
,98.9804,114.49705,,134.339875,110.599625
,98.983325,114.50565,,134.3467,110.6152
,98.993425,114.522025,,134.3578,110.6355
,99.026575,114.534675,,134.37335,110.6602
,99.042725,114.558525,,134.38365,110.68485
,99.064725,114.5752,,134.407425,110.70715
,99.093,114.595025,,134.43645,110.73145
,99.116075,114.623225,,134.457175,110.752925
,99.152025,114.65875,,134.484475,110.789375
,99.185275,114.679025,,134.51135,110.82125
,99.234175,114.703675,,134.54965,110.842125
,99.2654,114.729325,,134.566275,110.8584
,99.292025,114.740225,,134.572825,110.882325
,99.314875,114.764175,,134.58125,110.899975
,99.333775,114.7717,,134.5909,110.9164
,99.345275,114.789625,,134.601625,110.935525
,99.35405,114.79705,,134.60755,110.95915
,99.36185,114.802925,,134.624425,111.001075
,99.369825,114.810425,,134.64085,111.038025
,99.3771,114.8219,,134.6542,111.059475
,99.38725,114.828625,,134.6709,111.097325
,99.394675,114.840525,,134.701275,111.116975
,99.401725,114.852075,,134.708225,111.143075
,99.4146,114.868025,,134.719125,111.175625
,99.431425,114.880975,,134.735175,111.1924
,99.452,114.913325,,134.7515,111.20965
,99.4679,114.9246,,134.761175,111.232225
,99.4778,114.935,,134.793775,111.246425
,99.483375,114.940875,,134.806575,111.263
,99.48675,114.95665,,134.855425,111.273
,99.4898,114.968175,,134.896375,111.289025
,99.496425,114.980175,,134.95035,111.302325
,99.50065,114.993225,,135.0186,111.327225
,99.516225,115.0243,,135.03925,111.34715
,99.520625,115.0505,,135.05305,111.38715
,99.5279,115.06145,,135.062,111.40375
,99.537875,115.080075,,135.0692,111.421125
,99.5558,115.09915,,135.080025,111.443075
,99.5649,115.113625,,135.08285,111.4502
,99.570975,115.117075,,135.085675,111.456875
,99.58145,115.146175,,135.0938,111.466575
,99.58585,115.171525,,135.097075,111.4758
,99.595325,115.196775,,135.10375,111.484175
,99.626575,115.220725,,135.107325,111.493675
,99.678775,115.2397,,135.124925,111.503125
,99.6918,115.253025,,135.131575,111.5253
,99.723325,115.267475,,135.14195,111.542175
,99.745875,115.282675,,135.15455,111.574225
,99.774325,115.28905,,135.20625,111.593275
,99.793225,115.294075,,135.22775,111.6148
,99.8196,115.299525,,135.26415,111.6311
,99.829075,115.304025,,135.30875,111.651425
,99.834925,115.308,,135.347875,111.674525
,99.845475,115.314925,,135.382575,111.692625
,99.85795,115.3395,,135.396475,111.7067
,99.864125,115.350225,,135.41725,111.7189
,99.86795,115.3852,,135.42925,111.736825
,99.879025,115.39675,,135.43975,111.752475
,99.8855,115.428125,,135.452075,111.778025
,99.889775,115.4469,,135.4572,111.808825
,99.8933,115.45835,,135.462325,111.840575
,99.89485,115.46565,,135.476525,111.8591
,99.900475,115.471625,,135.489825,111.873075
,99.9091,115.479875,,135.4972,111.88765
,99.91675,115.485325,,135.5116,111.8955
,99.921475,115.495575,,135.518875,111.912575
,99.93915,115.50795,,135.541075,111.929025
,99.951975,115.516675,,135.5501,111.941375
,99.9821,115.53475,,135.56655,111.958775
,100.0303,115.548025,,135.57455,111.966975
,100.064975,115.570125,,135.59145,111.98215
,100.095175,115.585925,,135.60865,111.996925
,100.119925,115.618425,,135.615225,112.023825
,100.150475,115.643,,135.624525,112.045925
,100.176975,115.680925,,135.636475,112.068275
,100.1974,115.700225,,135.645875,112.08895
,100.203725,115.732975,,135.666425,112.115275
,100.211225,115.749425,,135.6796,112.136175
,100.2355,115.77535,,135.691275,112.1478
,100.247575,115.7803,,135.704225,112.17005
,100.25245,115.789,,135.720025,112.185775
,100.270175,115.79555,,135.739,112.199675
,100.277775,115.799175,,135.755025,112.211225
,100.282825,115.80345,,135.779625,112.21565
,100.288225,115.810875,,135.815925,112.2317
,100.312675,115.81615,,135.852625,112.246575
,100.32875,115.8258,,135.8828,112.2631
,100.336225,115.8325,,135.903625,112.285
,100.34165,115.85545,,135.92775,112.3072
,100.34675,115.86005,,135.9391,112.340175
,100.35215,115.87,,135.95975,112.380375
,100.356175,115.8753,,135.9818,112.4381
,100.366975,115.88585,,136.0019,112.4626
,100.3762,115.892575,,136.024825,112.463625
,100.391525,115.8967,,136.03895,112.50115
,100.410075,115.9031,,136.05375,112.509125
,100.427275,115.925875,,136.140775,112.513125
,100.44465,115.9346,,136.1765,112.51915
,100.467075,115.94725,,136.2128,112.5258
,100.489425,115.967475,,136.22205,112.53385
,100.510675,116.037475,,136.228725,112.549275
,100.527775,116.059525,,136.23815,112.55505
,100.5473,116.07415,,136.260075,112.558325
,100.57135,116.0809,,136.276,112.567875
,100.588775,116.08635,,136.296475,112.58075
,100.589775,116.09105,,136.309325,112.5904
,100.614325,116.095375,,136.323225,112.60805
,100.640725,116.1034,,136.336,112.621375
,100.6661,116.11,,136.343525,112.634325
,100.687425,116.124025,,136.3584,112.646125
,100.694325,116.13265,,136.418,112.663825
,100.696075,116.16995,,136.455425,112.67875
,100.705825,116.178425,,136.499125,112.6918
,100.713925,116.190525,,136.533175,112.706425
,100.7185,116.197475,,136.55375,112.72975
,100.724075,116.20765,,136.585375,112.7614
,100.735675,116.2193,,136.6057,112.81115
,100.74635,116.2586,,136.621675,112.846
,100.75335,116.28955,,136.63805,112.863275
,100.75965,116.312875,,136.65185,112.88865
,100.7694,116.332525,,136.67015,112.905675
,100.77435,116.334675,,136.6869,112.91355
,100.782325,116.33975,,136.69845,112.920775
,100.786725,116.36555,,136.736075,112.924325
,100.791925,116.379775,,136.74775,112.9304
,100.796625,116.4042,,136.758525,112.93905
,100.811125,116.414375,,136.78555,112.948075
,100.841325,116.420975,,136.80755,112.95765
,100.86875,116.430625,,136.8392,112.965525
,100.893075,116.443175,,136.889725,112.988975
,100.920975,116.457,,136.91905,112.9987
,100.9431,116.48035,,136.9639,113.0115
,100.967375,116.4992,,136.979925,113.033675
,100.99685,116.5272,,136.9939,113.047725
,101.0271,116.540725,,137.00525,113.064325
,101.064625,116.55595,,137.02335,113.076025
,101.074725,116.5635,,137.0352,113.1011
,101.102925,116.570975,,137.04705,113.125625
,101.11825,116.5848,,137.063975,113.1492
,101.129875,116.59655,,137.08435,113.168775
,101.136525,116.61535,,137.102975,113.19165
,101.14005,116.63145,,137.118625,113.21855
,101.148625,116.657075,,137.16115,113.24445
,101.164125,116.67725,,137.18785,113.311875
,101.170725,116.699225,,137.222025,113.377025
,101.177775,116.72355,,137.264125,113.398075
,101.187425,116.759225,,137.310025,113.445025
,101.192475,116.78645,,137.33375,113.463675
,101.2017,116.8334,,137.389775,113.477275
,101.212825,116.846825,,137.4198,113.495975
,101.216575,116.857275,,137.45495,113.511825
,101.22165,116.86305,,137.47915,113.53325
,101.228875,116.86875,,137.5012,113.551675
,101.230775,116.87515,,137.517075,113.5732
,101.2368,116.881125,,137.52915,113.605125
,101.2457,116.886325,,137.54165,113.64185
,101.258025,116.890625,,137.573075,113.675175
,101.2658,116.9039,,137.5867,113.704575
,101.27765,116.908125,,137.6074,113.73945
,101.299475,116.9136,,137.6188,113.7795
,101.322775,116.919225,,137.64395,113.8017
,101.35165,116.925875,,137.6598,113.836725
,101.364775,116.9347,,137.676575,113.842775
,101.3925,116.943275,,137.689075,113.86465
,101.412225,116.94455,,137.705025,113.87515
,101.43085,116.956375,,137.717,113.8857
,101.45655,116.981575,,137.75415,113.893775
,101.50105,116.993025,,137.765775,113.9069
,101.521075,117.01595,,137.77555,113.9246
,101.5253,117.05235,,137.7892,113.94005
,101.531125,117.0712,,137.804975,113.9592
,101.547725,117.1055,,137.836625,113.973525
,101.56045,117.133225,,137.862225,113.988125
,101.56735,117.158525,,137.905025,114.003775
,101.58875,117.17655,,137.949675,114.024925
,101.599275,117.192025,,137.990025,114.04785
,101.606075,117.209225,,138.00645,114.0718
,101.6105,117.218125,,138.022875,114.101275
,101.616125,117.23145,,138.036425,114.12465
,101.62615,117.24175,,138.05615,114.145575
,101.635275,117.252575,,138.0672,114.17575
,101.642025,117.284975,,138.073975,114.210325
,101.661075,117.2973,,138.109925,114.242725
,101.6692,117.321,,138.12835,114.298475
,101.6802,117.33315,,138.1574,114.314225
,101.710775,117.35325,,138.1721,114.325075
,101.782475,117.37365,,138.209575,114.33625
,101.803775,117.4144,,138.2186,114.348825
,101.841225,117.450225,,138.227375,114.362325
,101.8865,117.483825,,138.24065,114.3781
,101.907525,117.513125,,138.2574,114.40225
,101.913125,117.53775,,138.2877,114.41325
,101.92345,117.556275,,138.319875,114.42925
,101.935025,117.5728,,138.34575,114.4679
,101.949275,117.5931,,138.362375,114.485425
,101.9599,117.616275,,138.3925,114.504875
,101.977925,117.62755,,138.415425,114.5278
,101.9917,117.637175,,138.4362,114.542875
,102.000875,117.646775,,138.4482,114.562375
,102.005075,117.673875,,138.46065,114.5785
,102.007625,117.688775,,138.47535,114.6085
,102.0157,117.704925,,138.487975,114.6562
,102.023875,117.72855,,138.4981,114.703975
,102.0295,117.74455,,138.51475,114.745225
,102.034175,117.76545,,138.562375,114.7884
,102.040325,117.785675,,138.596275,114.802625
