SPK_SPKC02a (no response),SPK_SPKC07a (exc/inh)
356.349775,371.770425
356.61665,372.003875
356.886925,372.146675
357.005475,372.4413
357.120925,372.771925
357.252525,373.006925
357.520025,373.056
357.722575,373.392325
357.853075,373.889325
358.062875,373.999525
358.231825,374.51945
358.4336,374.851
358.670575,375.754175
358.862975,376.180775
359.037225,376.564375
359.15565,376.71845
359.2677,376.855625
359.52175,377.1117
359.635275,378.057
359.79345,378.591525
359.886925,378.694925
360.23235,378.947775
360.467425,379.014575
360.545875,379.05545
360.7453,379.701825
360.896725,380.538825
361.082,380.85795
361.132675,381.13765
361.249525,381.173125
361.422525,381.308025
361.70765,382.801875
361.81145,382.8539
362.01345,383.1773
362.218225,383.286625
362.6366,383.631225
362.760725,384.5241
362.95525,384.734325
363.067525,385.152775
363.1693,385.199725
363.3454,385.21355
363.475,385.31515
363.574025,385.376575
363.69285,385.395975
363.81375,385.44685
363.93265,385.593875
364.1385,385.7213
364.222925,385.9601
364.399675,386.669625
364.481925,386.69095
364.606425,386.7886
364.709575,387.8336
364.8518,387.859125
364.99785,387.97825
365.167075,388.002525
365.30065,388.027175
365.404425,388.0764
365.53155,388.082725
365.702825,388.090325
365.840875,388.115175
366.011875,388.2748
366.217025,388.289225
366.4429,388.38435
366.585075,388.465675
366.703475,388.483
366.79685,388.8918
367.03115,389.271475
367.162925,389.297375
367.24135,389.305925
367.30975,389.411075
367.40685,389.4282
367.51895,389.660525
367.55485,389.67755
367.634775,389.691125
367.699275,389.892375
367.79365,390.06575
367.898325,390.092025
367.93685,390.135275
367.9828,390.27995
368.12855,390.344725
368.186125,390.394575
368.25555,390.72625
368.435725,390.924875
368.5839,391.2012
368.74365,391.216425
368.81155,391.40255
369.018575,391.422925
369.206075,391.454
369.32335,391.55555
369.494425,391.637875
369.6328,391.680075
369.74715,391.864925
369.94955,392.082075
370.180175,392.112475
370.282275,392.211575
371.253575,392.275225
371.34405,392.58665
371.394125,392.919
371.462425,393.075525
371.55895,393.2096
371.908875,393.302325
372.4133,393.7059
372.99365,393.8323
373.3952,393.893275
373.5093,393.913625
373.6887,394.017775
373.88065,394.0826
373.9419,394.543975
374.0332,394.55805
374.239275,394.62625
374.295225,394.732325
374.397925,394.921075
374.695675,394.939225
374.724275,395.1875
374.9096,395.399475
375.074475,395.43305
375.259225,395.4475
375.297025,395.46345
375.355525,395.531275
375.416125,395.6386
375.45385,395.66
375.478,395.75235
375.5383,395.792275
375.5901,395.8246
375.6503,396.062925
375.705,396.1854
375.836225,396.202675
375.89165,396.250425
375.9352,396.407675
376.010825,396.491475
376.096675,396.504825
376.132775,396.567275
376.159925,396.844
376.226225,396.865075
376.303525,396.88505
376.4674,396.98965
376.607075,397.08595
376.7154,397.099225
376.818125,397.22205
376.949475,397.334825
377.0701,397.5305
377.178075,397.557125
377.264475,397.567125
377.355725,397.639875
377.399275,397.6652
377.473125,397.73165
377.55115,397.746875
377.614025,397.83155
377.753525,397.8355
377.779975,397.8623
377.852925,397.993275
377.9964,398.08105
378.17355,398.1761
378.28335,398.297375
378.445525,398.453225
378.55565,398.577825
378.7142,398.63155
378.8026,398.910325
379.117925,399.1281
379.2367,399.1578
379.381175,399.465175
379.475625,399.5557
379.660725,399.622875
379.8099,399.75545
379.92945,399.8111
380.041275,
380.146,
380.308025,
380.380875,
380.470425,
380.651425,
380.8345,
380.886475,
380.958525,
381.22275,
381.346275,
381.49085,
381.695275,
381.8944,
382.013575,
382.09515,
382.21845,
382.28245,
382.4703,
382.746225,
382.95075,
383.05825,
383.1383,
383.3083,
383.4023,
383.630425,
383.72175,
384.0813,
384.166375,
384.40195,
384.66725,
384.778575,
385.084925,
385.193575,
385.424775,
385.675625,
385.7483,
385.868375,
386.0044,
386.0939,
386.20695,
386.293775,
386.504275,
386.56215,
386.763525,
386.9551,
387.0477,
387.099525,
387.2391,
387.38395,
387.45525,
387.583775,
387.728875,
387.85635,
388.006725,
388.11875,
388.290075,
388.45105,
388.60375,
388.7592,
388.929375,
388.98445,
389.17235,
389.278525,
389.3581,
389.501,
389.587325,
389.7938,
389.978325,
390.13845,
390.2236,
390.33065,
390.45445,
390.567225,
390.679,
390.9275,
391.089325,
391.18655,
391.486375,
391.69445,
391.741325,
391.839,
391.990425,
392.19695,
392.3592,
392.5223,
392.680825,
392.978425,
393.161175,
393.25455,
393.5315,
393.774925,
393.94365,
394.058625,
394.36635,
394.521025,
394.682525,
394.91815,
395.036975,
395.158575,
395.347175,
395.426275,
395.624125,
395.757025,
395.8422,
396.057025,
396.118125,
396.34455,
396.5858,
396.720825,
396.948575,
397.071875,
397.22465,
397.396375,
397.533175,
397.64085,
397.73255,
398.112675,
398.19595,
398.284525,
398.5719,
398.73465,
398.9001,
398.99685,
399.095,
399.264375,
399.363625,
399.563675,
399.64545,
399.784225,
399.9117,
399.995625,
