SPK_SPKC03a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10b (inhibited),SPK_SPKC11a (short inhibition),SPK_SPKC11c (NA),SPK_SPKC12a (NA),SPK_SPKC13a (NA),SPK_SPKC16a (NA)
,,165.014175,,,,,
,,165.02365,,,,,
,,165.031425,,,,,
,,165.046675,,,,,
,,165.0562,,,,,
,,165.066825,,,,,
,,165.0909,,,,,
,,165.099825,,,,,
,,165.11335,,,,,
,,165.12475,,,,,
,,165.13395,,,,,
,,165.147025,,,,,
,,165.158975,,,,,
,,165.1735,,,,,
,,165.187525,,,,,
,,165.20025,,,,,
,,165.214825,,,,,
,,165.22935,,,,,
,,165.2418,,,,,
,,165.2632,,,,,
,,165.2763,,,,,
,,165.288675,,,,,
,,165.300825,,,,,
,,165.311875,,,,,
,,165.3209,,,,,
,,165.329425,,,,,
,,165.3354,,,,,
,,165.343325,,,,,
,,165.352525,,,,,
,,165.367325,,,,,
,,165.371475,,,,,
,,165.37665,,,,,
,,165.4049,,,,,
,,165.415425,,,,,
,,165.441075,,,,,
,,165.459225,,,,,
,,165.462425,,,,,
,,165.47055,,,,,
,,165.493975,,,,,
,,165.499625,,,,,
,,165.507325,,,,,
,,165.520075,,,,,
,,165.540975,,,,,
,,165.5533,,,,,
,,165.5645,,,,,
,,165.573475,,,,,
,,165.583625,,,,,
,,165.6006,,,,,
,,165.6265,,,,,
,,165.63705,,,,,
,,165.64715,,,,,
,,165.65845,,,,,
,,165.678975,,,,,
,,165.690975,,,,,
,,165.699125,,,,,
,,165.70625,,,,,
,,165.72035,,,,,
,,165.7279,,,,,
,,165.73405,,,,,
,,165.73965,,,,,
,,165.751175,,,,,
,,165.7666,,,,,
,,165.779775,,,,,
,,165.801375,,,,,
,,165.8203,,,,,
,,165.848225,,,,,
,,165.858625,,,,,
,,165.874875,,,,,
,,165.8868,,,,,
,,165.893575,,,,,
,,165.9049,,,,,
,,165.919675,,,,,
,,165.929825,,,,,
,,165.948525,,,,,
,,165.965975,,,,,
,,165.978075,,,,,
,,165.99345,,,,,
,,166.0015,,,,,
,,166.009475,,,,,
,,166.016375,,,,,
,,166.0355,,,,,
,,166.045575,,,,,
,,166.053825,,,,,
,,166.06595,,,,,
,,166.08995,,,,,
,,166.113425,,,,,
,,166.123525,,,,,
,,166.130675,,,,,
,,166.1412,,,,,
,,166.150925,,,,,
,,166.162525,,,,,
,,166.173,,,,,
,,166.181725,,,,,
,,166.18945,,,,,
,,166.1971,,,,,
,,166.2032,,,,,
,,166.2134,,,,,
,,166.2199,,,,,
,,166.2261,,,,,
,,166.2423,,,,,
,,166.24965,,,,,
,,166.252975,,,,,
,,166.26095,,,,,
,,166.270275,,,,,
,,166.281,,,,,
,,166.2946,,,,,
,,166.306675,,,,,
,,166.320075,,,,,
,,166.333925,,,,,
,,166.35555,,,,,
,,166.3672,,,,,
,,166.378275,,,,,
,,166.39415,,,,,
,,166.40385,,,,,
,,166.416625,,,,,
,,166.428675,,,,,
,,166.446225,,,,,
,,166.459175,,,,,
,,166.471375,,,,,
,,166.478725,,,,,
,,166.48845,,,,,
,,166.509975,,,,,
,,166.53135,,,,,
,,166.543975,,,,,
,,166.56405,,,,,
,,166.570625,,,,,
,,166.57905,,,,,
,,166.584575,,,,,
,,166.587325,,,,,
,,166.592225,,,,,
,,166.598375,,,,,
,,166.617025,,,,,
,,166.621375,,,,,
,,166.6306,,,,,
,,166.6374,,,,,
,,166.646075,,,,,
,,166.65245,,,,,
,,166.66045,,,,,
,,166.66945,,,,,
,,166.676025,,,,,
,,166.68725,,,,,
,,166.696625,,,,,
,,166.710325,,,,,
,,166.7246,,,,,
,,166.746925,,,,,
,,166.7538,,,,,
,,166.771475,,,,,
,,166.781725,,,,,
,,166.7994,,,,,
,,166.81255,,,,,
,,166.828575,,,,,
,,166.843125,,,,,
,,166.850575,,,,,
,,166.861925,,,,,
,,166.86805,,,,,
,,166.87415,,,,,
,,166.88315,,,,,
,,166.896525,,,,,
,,166.926675,,,,,
,,166.955475,,,,,
,,166.982525,,,,,
,,166.9934,,,,,
,,167.002825,,,,,
,,167.01615,,,,,
,,167.02145,,,,,
,,167.035575,,,,,
,,167.050875,,,,,
,,167.066775,,,,,
,,167.0833,,,,,
,,167.098425,,,,,
,,167.109425,,,,,
,,167.123775,,,,,
,,167.136975,,,,,
,,167.149375,,,,,
,,167.1581,,,,,
,,167.175875,,,,,
,,167.191625,,,,,
,,167.2089,,,,,
,,167.222325,,,,,
,,167.246325,,,,,
,,167.26795,,,,,
,,167.278575,,,,,
,,167.29215,,,,,
,,167.301625,,,,,
,,167.3105,,,,,
,,167.316775,,,,,
,,167.3212,,,,,
,,167.3254,,,,,
,,167.3315,,,,,
,,167.33545,,,,,
,,167.343675,,,,,
,,167.352825,,,,,
,,167.360725,,,,,
,,167.369475,,,,,
,,167.37855,,,,,
,,167.384025,,,,,
,,167.3912,,,,,
,,167.4068,,,,,
,,167.413475,,,,,
,,167.423825,,,,,
,,167.42905,,,,,
,,167.436575,,,,,
,,167.445725,,,,,
,,167.458825,,,,,
,,167.46555,,,,,
,,167.47015,,,,,
,,167.4841,,,,,
,,167.49535,,,,,
,,167.513525,,,,,
,,167.5223,,,,,
,,167.52735,,,,,
,,167.53415,,,,,
,,167.540425,,,,,
,,167.546625,,,,,
,,167.5584,,,,,
,,167.56525,,,,,
,,167.586875,,,,,
,,167.60105,,,,,
,,167.608125,,,,,
,,167.617025,,,,,
,,167.62775,,,,,
,,167.643625,,,,,
,,167.65565,,,,,
,,167.6673,,,,,
,,167.675425,,,,,
,,167.700725,,,,,
,,167.72315,,,,,
,,167.73205,,,,,
,,167.74615,,,,,
,,167.757925,,,,,
,,167.768825,,,,,
,,167.78105,,,,,
,,167.7926,,,,,
,,167.801675,,,,,
,,167.812475,,,,,
,,167.823575,,,,,
,,167.831975,,,,,
,,167.841225,,,,,
,,167.8479,,,,,
,,167.854175,,,,,
,,167.85965,,,,,
,,167.862925,,,,,
,,167.86825,,,,,
,,167.8799,,,,,
,,167.886125,,,,,
,,167.89065,,,,,
,,167.899025,,,,,
,,167.9072,,,,,
,,167.915975,,,,,
,,167.92325,,,,,
,,167.94455,,,,,
,,167.955525,,,,,
,,167.98005,,,,,
,,167.989575,,,,,
,,168.001375,,,,,
,,168.0134,,,,,
,,168.030575,,,,,
,,168.05035,,,,,
,,168.064375,,,,,
,,168.073175,,,,,
,,168.088825,,,,,
,,168.097175,,,,,
,,168.12365,,,,,
,,168.156025,,,,,
,,168.168,,,,,
,,168.177925,,,,,
,,168.191975,,,,,
,,168.208025,,,,,
,,168.219425,,,,,
,,168.22465,,,,,
,,168.237525,,,,,
,,168.243825,,,,,
,,168.257325,,,,,
,,168.279425,,,,,
,,168.2868,,,,,
,,168.2921,,,,,
,,168.2995,,,,,
,,168.30675,,,,,
,,168.312475,,,,,
,,168.319025,,,,,
,,168.3251,,,,,
,,168.334975,,,,,
,,168.34405,,,,,
,,168.352975,,,,,
,,168.359975,,,,,
,,168.369675,,,,,
,,168.379575,,,,,
,,168.3917,,,,,
,,168.3975,,,,,
,,168.404525,,,,,
,,168.413625,,,,,
,,168.429075,,,,,
,,168.43725,,,,,
,,168.4477,,,,,
,,168.46315,,,,,
,,168.47485,,,,,
,,168.48455,,,,,
,,168.501025,,,,,
,,168.5149,,,,,
,,168.5226,,,,,
,,168.5355,,,,,
,,168.544775,,,,,
,,168.55505,,,,,
,,168.57865,,,,,
,,168.603075,,,,,
,,168.6127,,,,,
,,168.626425,,,,,
,,168.637125,,,,,
,,168.64785,,,,,
,,168.663675,,,,,
,,168.683575,,,,,
,,168.713225,,,,,
,,168.721725,,,,,
,,168.734175,,,,,
,,168.7563,,,,,
,,168.76765,,,,,
,,168.77365,,,,,
,,168.78925,,,,,
,,168.7958,,,,,
,,168.8031,,,,,
,,168.808175,,,,,
,,168.81545,,,,,
,,168.826925,,,,,
,,168.8378,,,,,
,,168.843875,,,,,
,,168.85165,,,,,
,,168.8673,,,,,
,,168.87755,,,,,
,,168.904975,,,,,
,,168.929775,,,,,
,,168.940575,,,,,
,,168.951575,,,,,
,,168.96725,,,,,
,,168.973625,,,,,
,,168.98545,,,,,
,,169.008275,,,,,
,,169.03705,,,,,
,,169.040175,,,,,
,,169.045875,,,,,
,,169.05355,,,,,
,,169.069375,,,,,
,,169.08075,,,,,
,,169.087225,,,,,
,,169.09785,,,,,
,,169.113075,,,,,
,,169.12675,,,,,
,,169.14275,,,,,
,,169.1495,,,,,
,,169.161125,,,,,
,,169.171,,,,,
,,169.18105,,,,,
,,169.1861,,,,,
,,169.19595,,,,,
,,169.2083,,,,,
,,169.225525,,,,,
,,169.2777,,,,,
,,169.2877,,,,,
,,169.301525,,,,,
,,169.3134,,,,,
,,169.324225,,,,,
,,169.33815,,,,,
,,169.35075,,,,,
,,169.3644,,,,,
,,169.377775,,,,,
,,169.3869,,,,,
,,169.402125,,,,,
,,169.416875,,,,,
,,169.423975,,,,,
,,169.428475,,,,,
,,169.4439,,,,,
,,169.4617,,,,,
,,169.469375,,,,,
,,169.480525,,,,,
,,169.4914,,,,,
,,169.511825,,,,,
,,169.536875,,,,,
,,169.54795,,,,,
,,169.55605,,,,,
,,169.565825,,,,,
,,169.5742,,,,,
,,169.588375,,,,,
,,169.595075,,,,,
,,169.6008,,,,,
,,169.608925,,,,,
,,169.614375,,,,,
,,169.618625,,,,,
,,169.623675,,,,,
,,169.6297,,,,,
,,169.635375,,,,,
,,169.64115,,,,,
,,169.648175,,,,,
,,169.656375,,,,,
,,169.657975,,,,,
,,169.662475,,,,,
,,169.67865,,,,,
,,169.68845,,,,,
,,169.7045,,,,,
,,169.727675,,,,,
,,169.738675,,,,,
,,169.7513,,,,,
,,169.764725,,,,,
,,169.774125,,,,,
,,169.787125,,,,,
,,169.802625,,,,,
,,169.81035,,,,,
,,169.835325,,,,,
,,169.8489,,,,,
,,169.8526,,,,,
,,169.860275,,,,,
,,169.8815,,,,,
,,169.88925,,,,,
,,169.908375,,,,,
,,169.93225,,,,,
,,169.95675,,,,,
,,169.980375,,,,,
,,169.99385,,,,,
,,170.0044,,,,,
,,170.020325,,,,,
,,170.051225,,,,,
,,170.058975,,,,,
,,170.068925,,,,,
,,170.077725,,,,,
,,170.084525,,,,,
,,170.093875,,,,,
,,170.0961,,,,,
,,170.103375,,,,,
,,170.119225,,,,,
,,170.12975,,,,,
,,170.1358,,,,,
,,170.148325,,,,,
,,170.165775,,,,,
,,170.16915,,,,,
,,170.175825,,,,,
,,170.181575,,,,,
,,170.188025,,,,,
,,170.19855,,,,,
,,170.20505,,,,,
,,170.217725,,,,,
,,170.2243,,,,,
,,170.233475,,,,,
,,170.2381,,,,,
,,170.2436,,,,,
,,170.2555,,,,,
,,170.2614,,,,,
,,170.266225,,,,,
,,170.27545,,,,,
,,170.28105,,,,,
,,170.2886,,,,,
,,170.29275,,,,,
,,170.302075,,,,,
,,170.3079,,,,,
,,170.3214,,,,,
,,170.333775,,,,,
,,170.3432,,,,,
,,170.344225,,,,,
,,170.3519,,,,,
,,170.36385,,,,,
,,170.374525,,,,,
,,170.3797,,,,,
,,170.392875,,,,,
,,170.40945,,,,,
,,170.4262,,,,,
,,170.4356,,,,,
,,170.46245,,,,,
,,170.466675,,,,,
,,170.49655,,,,,
,,170.507075,,,,,
,,170.51805,,,,,
,,170.5262,,,,,
,,170.542125,,,,,
,,170.551175,,,,,
,,170.565725,,,,,
,,170.5804,,,,,
,,170.590375,,,,,
,,170.5995,,,,,
,,170.61365,,,,,
,,170.621675,,,,,
,,170.630125,,,,,
,,170.639825,,,,,
,,170.646275,,,,,
,,170.656675,,,,,
,,170.6622,,,,,
,,170.668125,,,,,
,,170.67415,,,,,
,,170.684325,,,,,
,,170.69055,,,,,
,,170.700025,,,,,
,,170.7139,,,,,
,,170.724725,,,,,
,,170.738425,,,,,
,,170.753075,,,,,
,,170.7622,,,,,
,,170.7715,,,,,
,,170.78315,,,,,
,,170.790825,,,,,
,,170.799875,,,,,
,,170.810625,,,,,
,,170.8186,,,,,
,,170.825825,,,,,
,,170.8319,,,,,
,,170.851625,,,,,
,,170.866275,,,,,
,,170.874375,,,,,
,,170.889225,,,,,
,,170.8948,,,,,
,,170.90135,,,,,
,,170.9238,,,,,
,,170.930925,,,,,
,,170.939475,,,,,
,,170.947525,,,,,
,,170.959125,,,,,
,,170.965275,,,,,
,,170.980325,,,,,
,,171.0054,,,,,
,,171.020375,,,,,
,,171.03595,,,,,
,,171.046025,,,,,
,,171.066275,,,,,
,,171.0798,,,,,
,,171.096875,,,,,
,,171.10745,,,,,
,,171.121075,,,,,
,,171.136175,,,,,
,,171.1533,,,,,
,,171.166575,,,,,
,,171.17295,,,,,
,,171.182425,,,,,
,,171.196375,,,,,
,,171.210925,,,,,
,,171.220975,,,,,
,,171.228525,,,,,
,,171.235875,,,,,
,,171.243825,,,,,
,,171.254375,,,,,
,,171.2591,,,,,
,,171.271875,,,,,
,,171.279975,,,,,
,,171.294375,,,,,
,,171.299525,,,,,
,,171.305475,,,,,
,,171.31,,,,,
,,171.319325,,,,,
,,171.329175,,,,,
,,171.34605,,,,,
,,171.363375,,,,,
,,171.38865,,,,,
,,171.401425,,,,,
,,171.4278,,,,,
,,171.4414,,,,,
,,171.450125,,,,,
,,171.464925,,,,,
,,171.47785,,,,,
,,171.48655,,,,,
,,171.5012,,,,,
,,171.52145,,,,,
,,171.5335,,,,,
,,171.5483,,,,,
,,171.574,,,,,
,,171.590325,,,,,
,,171.599525,,,,,
,,171.6113,,,,,
,,171.6361,,,,,
,,171.652625,,,,,
,,171.68385,,,,,
,,171.6961,,,,,
,,171.70635,,,,,
,,171.712875,,,,,
,,171.722275,,,,,
,,171.7353,,,,,
,,171.7441,,,,,
,,171.755475,,,,,
,,171.766025,,,,,
,,171.788675,,,,,
,,171.79825,,,,,
,,171.810025,,,,,
,,171.8206,,,,,
,,171.832,,,,,
,,171.840775,,,,,
,,171.857475,,,,,
,,171.866175,,,,,
,,171.880425,,,,,
,,171.89625,,,,,
,,171.91135,,,,,
,,171.92025,,,,,
,,171.93195,,,,,
,,171.94495,,,,,
,,171.9566,,,,,
,,171.968875,,,,,
,,171.981525,,,,,
,,171.99375,,,,,
,,172.024,,,,,
,,172.0347,,,,,
,,172.0516,,,,,
,,172.06865,,,,,
,,172.087125,,,,,
,,172.105175,,,,,
,,172.125925,,,,,
,,172.1371,,,,,
,,172.14655,,,,,
,,172.164425,,,,,
,,172.175925,,,,,
,,172.1864,,,,,
,,172.1982,,,,,
,,172.20975,,,,,
,,172.234275,,,,,
,,172.247025,,,,,
,,172.25305,,,,,
,,172.264175,,,,,
,,172.270775,,,,,
,,172.277925,,,,,
,,172.283375,,,,,
,,172.287825,,,,,
,,172.29365,,,,,
,,172.298525,,,,,
,,172.3038,,,,,
,,172.315125,,,,,
,,172.323725,,,,,
,,172.330125,,,,,
,,172.33465,,,,,
,,172.344025,,,,,
,,172.352925,,,,,
,,172.35955,,,,,
,,172.368775,,,,,
,,172.375875,,,,,
,,172.3828,,,,,
,,172.38965,,,,,
,,172.3953,,,,,
,,172.4061,,,,,
,,172.420675,,,,,
,,172.424775,,,,,
,,172.435,,,,,
,,172.44075,,,,,
,,172.4488,,,,,
,,172.461225,,,,,
,,172.470325,,,,,
,,172.477525,,,,,
,,172.4855,,,,,
,,172.496225,,,,,
,,172.506175,,,,,
,,172.517325,,,,,
,,172.530725,,,,,
,,172.56085,,,,,
,,172.57575,,,,,
,,172.587925,,,,,
,,172.602225,,,,,
,,172.6154,,,,,
,,172.629425,,,,,
,,172.661925,,,,,
,,172.674575,,,,,
,,172.6874,,,,,
,,172.6989,,,,,
,,172.710125,,,,,
,,172.7215,,,,,
,,172.731,,,,,
,,172.739925,,,,,
,,172.75085,,,,,
,,172.769925,,,,,
,,172.781725,,,,,
,,172.78905,,,,,
,,172.800125,,,,,
,,172.806975,,,,,
,,172.819725,,,,,
,,172.83765,,,,,
,,172.849225,,,,,
,,172.86705,,,,,
,,172.8759,,,,,
,,172.88785,,,,,
,,172.899125,,,,,
,,172.914875,,,,,
,,172.926175,,,,,
,,172.939325,,,,,
,,172.952525,,,,,
,,172.966775,,,,,
,,172.970925,,,,,
,,172.979375,,,,,
,,172.988075,,,,,
,,172.997,,,,,
,,173.006025,,,,,
,,173.017825,,,,,
,,173.024775,,,,,
,,173.040125,,,,,
,,173.0585,,,,,
,,173.073325,,,,,
,,173.086275,,,,,
,,173.097675,,,,,
,,173.1167,,,,,
,,173.12835,,,,,
,,173.1377,,,,,
,,173.1574,,,,,
,,173.18055,,,,,
,,173.21405,,,,,
,,173.224525,,,,,
,,173.235325,,,,,
,,173.249875,,,,,
,,173.2619,,,,,
,,173.275175,,,,,
,,173.281575,,,,,
,,173.288575,,,,,
,,173.29395,,,,,
,,173.301375,,,,,
,,173.305475,,,,,
,,173.314075,,,,,
,,173.318325,,,,,
,,173.326325,,,,,
,,173.33275,,,,,
,,173.343,,,,,
,,173.352125,,,,,
,,173.358825,,,,,
,,173.368375,,,,,
,,173.388375,,,,,
,,173.398375,,,,,
,,173.4101,,,,,
,,173.419025,,,,,
,,173.443375,,,,,
,,173.4587,,,,,
,,173.46535,,,,,
,,173.4809,,,,,
,,173.485525,,,,,
,,173.51125,,,,,
,,173.52095,,,,,
,,173.531375,,,,,
,,173.544375,,,,,
,,173.554175,,,,,
,,173.567425,,,,,
,,173.5768,,,,,
,,173.595,,,,,
,,173.604475,,,,,
,,173.636825,,,,,
,,173.65465,,,,,
,,173.661125,,,,,
,,173.673125,,,,,
,,173.6855,,,,,
,,173.6951,,,,,
,,173.720175,,,,,
,,173.7349,,,,,
,,173.746775,,,,,
,,173.757325,,,,,
,,173.76565,,,,,
,,173.785275,,,,,
,,173.802275,,,,,
,,173.823525,,,,,
,,173.8387,,,,,
,,173.861675,,,,,
,,173.875575,,,,,
,,173.8934,,,,,
,,173.91205,,,,,
,,173.927475,,,,,
,,173.941775,,,,,
,,173.961775,,,,,
,,173.9714,,,,,
,,173.98,,,,,
,,173.98705,,,,,
,,173.9908,,,,,
,,173.9947,,,,,
,,174.000975,,,,,
,,174.005675,,,,,
,,174.0119,,,,,
,,174.023275,,,,,
,,174.028075,,,,,
,,174.036025,,,,,
,,174.0416,,,,,
,,174.048625,,,,,
,,174.054325,,,,,
,,174.0615,,,,,
,,174.08365,,,,,
,,174.09035,,,,,
,,174.097025,,,,,
,,174.109725,,,,,
,,174.12875,,,,,
,,174.135875,,,,,
,,174.153375,,,,,
,,174.163725,,,,,
,,174.1774,,,,,
,,174.19095,,,,,
,,174.200575,,,,,
,,174.21455,,,,,
,,174.229275,,,,,
,,174.23775,,,,,
,,174.24755,,,,,
,,174.26245,,,,,
,,174.28015,,,,,
,,174.292025,,,,,
,,174.306925,,,,,
,,174.3191,,,,,
,,174.332375,,,,,
,,174.352725,,,,,
,,174.363725,,,,,
,,174.3734,,,,,
,,174.39475,,,,,
,,174.4097,,,,,
,,174.4277,,,,,
,,174.453325,,,,,
,,174.4669,,,,,
,,174.481825,,,,,
,,174.492825,,,,,
,,174.51035,,,,,
,,174.5324,,,,,
,,174.543375,,,,,
,,174.549225,,,,,
,,174.5537,,,,,
,,174.560475,,,,,
,,174.5687,,,,,
,,174.58075,,,,,
,,174.5884,,,,,
,,174.59235,,,,,
,,174.6059,,,,,
,,174.619075,,,,,
,,174.6423,,,,,
,,174.647875,,,,,
,,174.658325,,,,,
,,174.679725,,,,,
,,174.6905,,,,,
,,174.702625,,,,,
,,174.7103,,,,,
,,174.71235,,,,,
,,174.751525,,,,,
,,174.762375,,,,,
,,174.77835,,,,,
,,174.788675,,,,,
,,174.806175,,,,,
,,174.81275,,,,,
,,174.81975,,,,,
,,174.8259,,,,,
,,174.835375,,,,,
,,174.849825,,,,,
,,174.85975,,,,,
,,174.8785,,,,,
,,174.89475,,,,,
,,174.905275,,,,,
,,174.916025,,,,,
,,174.929225,,,,,
,,174.9459,,,,,
,,174.9571,,,,,
,,174.96475,,,,,
,,174.97355,,,,,
,,174.981775,,,,,
,,174.99315,,,,,
,,175.0043,,,,,
,,175.011225,,,,,
,,175.0225,,,,,
,,175.0349,,,,,
,,175.045025,,,,,
,,175.062375,,,,,
,,175.0744,,,,,
,,175.0885,,,,,
,,175.10735,,,,,
,,175.1204,,,,,
,,175.133625,,,,,
,,175.14905,,,,,
,,175.1639,,,,,
,,175.174675,,,,,
,,175.18635,,,,,
,,175.206,,,,,
,,175.216275,,,,,
,,175.2209,,,,,
,,175.2271,,,,,
,,175.236175,,,,,
,,175.2399,,,,,
,,175.257575,,,,,
,,175.2705,,,,,
,,175.279225,,,,,
,,175.2927,,,,,
,,175.304975,,,,,
,,175.3183,,,,,
,,175.3265,,,,,
,,175.340725,,,,,
,,175.3525,,,,,
,,175.36675,,,,,
,,175.38485,,,,,
,,175.395025,,,,,
,,175.41205,,,,,
,,175.421625,,,,,
,,175.44165,,,,,
,,175.4552,,,,,
,,175.484425,,,,,
,,175.497025,,,,,
,,175.50485,,,,,
,,175.518025,,,,,
,,175.527525,,,,,
,,175.532275,,,,,
,,175.540025,,,,,
,,175.545725,,,,,
,,175.552025,,,,,
,,175.56455,,,,,
,,175.569225,,,,,
,,175.57545,,,,,
,,175.58115,,,,,
,,175.596875,,,,,
,,175.60835,,,,,
,,175.62025,,,,,
,,175.632375,,,,,
,,175.647775,,,,,
,,175.656675,,,,,
,,175.665825,,,,,
,,175.6781,,,,,
,,175.691725,,,,,
,,175.70455,,,,,
,,175.716525,,,,,
,,175.731275,,,,,
,,175.74685,,,,,
,,175.7657,,,,,
,,175.789125,,,,,
,,175.800175,,,,,
,,175.83505,,,,,
,,175.853825,,,,,
,,175.87305,,,,,
,,175.8852,,,,,
,,175.89835,,,,,
,,175.912975,,,,,
,,175.928675,,,,,
,,175.9413,,,,,
,,175.96125,,,,,
,,175.977125,,,,,
,,175.987525,,,,,
,,176.0002,,,,,
,,176.012075,,,,,
,,176.02215,,,,,
,,176.03655,,,,,
,,176.054125,,,,,
,,176.0682,,,,,
,,176.080725,,,,,
,,176.0941,,,,,
,,176.1129,,,,,
,,176.13885,,,,,
,,176.150625,,,,,
,,176.169575,,,,,
,,176.1863,,,,,
,,176.2213,,,,,
,,176.23125,,,,,
,,176.24715,,,,,
,,176.257875,,,,,
,,176.276075,,,,,
,,176.285575,,,,,
,,176.296075,,,,,
,,176.305025,,,,,
,,176.317375,,,,,
,,176.3242,,,,,
,,176.3345,,,,,
,,176.342,,,,,
,,176.35035,,,,,
,,176.363725,,,,,
,,176.37245,,,,,
,,176.385875,,,,,
,,176.397025,,,,,
,,176.41235,,,,,
,,176.428525,,,,,
,,176.4434,,,,,
,,176.460375,,,,,
,,176.4789,,,,,
,,176.49395,,,,,
,,176.522025,,,,,
,,176.5538,,,,,
,,176.5699,,,,,
,,176.579025,,,,,
,,176.590675,,,,,
,,176.60275,,,,,
,,176.61385,,,,,
,,176.6214,,,,,
,,176.6469,,,,,
,,176.651825,,,,,
,,176.663775,,,,,
,,176.67375,,,,,
,,176.67895,,,,,
,,176.6826,,,,,
,,176.689075,,,,,
,,176.6965,,,,,
,,176.70075,,,,,
,,176.70595,,,,,
,,176.713025,,,,,
,,176.716825,,,,,
,,176.72125,,,,,
,,176.72555,,,,,
,,176.7295,,,,,
,,176.73715,,,,,
,,176.742625,,,,,
,,176.751375,,,,,
,,176.756725,,,,,
,,176.76435,,,,,
,,176.77025,,,,,
,,176.778475,,,,,
,,176.786125,,,,,
,,176.7926,,,,,
,,176.803525,,,,,
,,176.8107,,,,,
,,176.822575,,,,,
,,176.839075,,,,,
,,176.84965,,,,,
,,176.865825,,,,,
,,176.8804,,,,,
,,176.897025,,,,,
,,176.9095,,,,,
,,176.930225,,,,,
,,176.9377,,,,,
,,176.949425,,,,,
,,176.9577,,,,,
,,176.96495,,,,,
,,176.98085,,,,,
,,176.99235,,,,,
,,176.99935,,,,,
,,177.01995,,,,,
,,177.033675,,,,,
,,177.03995,,,,,
,,177.047125,,,,,
,,177.05415,,,,,
,,177.059675,,,,,
,,177.074525,,,,,
,,177.083275,,,,,
,,177.09645,,,,,
,,177.105725,,,,,
,,177.121225,,,,,
,,177.133075,,,,,
,,177.149425,,,,,
,,177.1635,,,,,
,,177.176975,,,,,
,,177.1914,,,,,
,,177.2051,,,,,
,,177.213575,,,,,
,,177.226125,,,,,
,,177.2431,,,,,
,,177.274875,,,,,
,,177.291225,,,,,
,,177.308475,,,,,
,,177.317575,,,,,
,,177.3275,,,,,
,,177.357125,,,,,
,,177.373625,,,,,
,,177.38435,,,,,
,,177.39645,,,,,
,,177.4093,,,,,
,,177.419925,,,,,
,,177.42725,,,,,
,,177.438125,,,,,
,,177.442225,,,,,
,,177.460425,,,,,
,,177.4651,,,,,
,,177.469475,,,,,
,,177.47825,,,,,
,,177.48705,,,,,
,,177.49385,,,,,
,,177.4978,,,,,
,,177.505725,,,,,
,,177.5118,,,,,
,,177.517125,,,,,
,,177.5201,,,,,
,,177.531325,,,,,
,,177.546725,,,,,
,,177.560475,,,,,
,,177.577325,,,,,
,,177.589525,,,,,
,,177.607875,,,,,
,,177.62575,,,,,
,,177.64015,,,,,
,,177.6542,,,,,
,,177.662075,,,,,
,,177.687725,,,,,
,,177.699,,,,,
,,177.716275,,,,,
,,177.744525,,,,,
,,177.762025,,,,,
,,177.7728,,,,,
,,177.780675,,,,,
,,177.79425,,,,,
,,177.808675,,,,,
,,177.818725,,,,,
,,177.827375,,,,,
,,177.83995,,,,,
,,177.848925,,,,,
,,177.8539,,,,,
,,177.860975,,,,,
,,177.866975,,,,,
,,177.874175,,,,,
,,177.87875,,,,,
,,177.883175,,,,,
,,177.8882,,,,,
,,177.894,,,,,
,,177.901875,,,,,
,,177.905525,,,,,
,,177.909275,,,,,
,,177.91435,,,,,
,,177.9188,,,,,
,,177.922625,,,,,
,,177.927925,,,,,
,,177.936225,,,,,
,,177.941725,,,,,
,,177.94755,,,,,
,,177.95135,,,,,
,,177.954675,,,,,
,,177.95925,,,,,
,,177.96355,,,,,
,,177.967525,,,,,
,,177.975225,,,,,
,,177.978925,,,,,
,,177.985,,,,,
,,177.98845,,,,,
,,177.995975,,,,,
,,178.0002,,,,,
,,178.005225,,,,,
,,178.010075,,,,,
,,178.01785,,,,,
,,178.022825,,,,,
,,178.033575,,,,,
,,178.03815,,,,,
,,178.0472,,,,,
,,178.0543,,,,,
,,178.06485,,,,,
,,178.07295,,,,,
,,178.0839,,,,,
,,178.09315,,,,,
,,178.1164,,,,,
,,178.1324,,,,,
,,178.1452,,,,,
,,178.1597,,,,,
,,178.168375,,,,,
,,178.18525,,,,,
,,178.196375,,,,,
,,178.2066,,,,,
,,178.221475,,,,,
,,178.23215,,,,,
,,178.2442,,,,,
,,178.25965,,,,,
,,178.2657,,,,,
,,178.28165,,,,,
,,178.285475,,,,,
,,178.291925,,,,,
,,178.301625,,,,,
,,178.305525,,,,,
,,178.31845,,,,,
,,178.331575,,,,,
,,178.3383,,,,,
,,178.343525,,,,,
,,178.351975,,,,,
,,178.360975,,,,,
,,178.3698,,,,,
,,178.3798,,,,,
,,178.397275,,,,,
,,178.40925,,,,,
,,178.421725,,,,,
,,178.433975,,,,,
,,178.44585,,,,,
,,178.454325,,,,,
,,178.4796,,,,,
,,178.491325,,,,,
,,178.50845,,,,,
,,178.516125,,,,,
,,178.5261,,,,,
,,178.543325,,,,,
,,178.549325,,,,,
,,178.5578,,,,,
,,178.563475,,,,,
,,178.577075,,,,,
,,178.581625,,,,,
,,178.588675,,,,,
,,178.5944,,,,,
,,178.60245,,,,,
,,178.61515,,,,,
,,178.62035,,,,,
,,178.631225,,,,,
,,178.652125,,,,,
